env/completion_counter,env/current_idx,eval/mean_reward,time/total_timesteps,eval/success_rate,eval/mean_ep_length,env/n_steps,time/iterations,rollout/success_rate,time/time_elapsed,time/fps,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/clip_range,train/approx_kl,train/policy_gradient_loss,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates
0,2097,-0.08977498620282859,3690,0.9,1.3,3690,,,,,,,0.07000000365078449,0.2,0.043885827,-0.01573823135035717,0.001,0.04825670886784792,-0.14932762533426286,-0.01666264235973358,0.6008607149124146,1220
,,,3690,,,,123,0.82,14026,0,1.48,-0.16286832999999998,,,,,,,,,,
0,2115,-0.09222061537671834,3720,0.9,1.32,3720,,,,,,,0.16666667088866233,0.2,0.01619917,-0.029516236198445078,0.001,0.13449395895004274,-0.2890638172626495,0.0037347376346588135,0.1814790964126587,1230
,,,3720,,,,124,0.77,14146,0,1.59,-0.18487139000000002,,,,,,,,,,
0,2128,-0.13065149231813847,3750,0.86,1.32,3750,,,,,,,0.11000000312924385,0.2,0.037302397,-0.03422495809073252,0.001,0.06529091857373714,-0.23693912476301193,-0.02880026027560234,0.5320740342140198,1240
,,,3750,,,,125,0.73,14271,0,1.69,-0.20306356,,,,,,,,,,
0,2146,-0.06723709473852069,3780,0.94,1.12,3780,,,,,,,0.08000000230967999,0.2,0.027574737,-0.018777465506767222,0.001,0.1981494039297104,-0.25649215579032897,0.049427151679992676,0.07495290040969849,1250
,,,3780,,,,126,0.73,14369,0,1.69,-0.18786272,,,,,,,,,,
0,2166,-0.11154734273906797,3810,0.88,1.3,3810,,,,,,,0.10333333685994148,0.2,0.07143652,-0.0278238912795981,0.001,0.1345498815178871,-0.22887394875288009,0.008118059486150742,0.3188435435295105,1260
,,,3810,,,,127,0.73,14480,0,1.72,-0.19585423000000002,,,,,,,,,,
0,2187,-0.13089727653190494,3840,0.86,1.3,3840,,,,,,,0.056666668877005576,0.2,0.016674958,-0.023685954700534494,0.001,0.27275714427232745,-0.17566009908914565,0.06975290179252625,-0.4813326597213745,1270
,,,3840,,,,128,0.76,14602,0,1.62,-0.18171817,,,,,,,,,,
0,2207,-0.112268513799645,3870,0.86,1.32,3870,,,,,,,0.036666668578982355,0.2,0.027035652,-0.01300858227225632,0.001,0.19378221780061722,-0.09930333867669106,0.07016747444868088,0.03644764423370361,1280
,,,3870,,,,129,0.77,14721,0,1.59,-0.18969279000000003,,,,,,,,,,
0,2228,-0.13070262926165013,3900,0.88,1.24,3900,,,,,,,0.030000001192092896,0.2,0.0060871164,-0.019071400938555617,0.001,0.16479995772242545,-0.15015016496181488,0.02227635309100151,0.1013484001159668,1290
,,,3900,,,,130,0.8,14831,0,1.52,-0.15685465999999998,,,,,,,,,,
0,2248,-0.13066189556382596,3930,0.86,1.34,3930,,,,,,,0.05333333499729633,0.2,0.0043349126,-0.018211067318916464,0.001,0.1020350620150566,-0.25268981903791427,0.004583925008773804,-0.03165936470031738,1300
,,,3930,,,,131,0.82,14946,0,1.48,-0.13575736,,,,,,,,,,
0,2266,-0.13160301686264575,3960,0.86,1.3,3960,,,,,,,0.206666674092412,0.2,0.028213223,-0.03880481885125238,0.001,0.1502797469496727,-0.3532860577106476,-0.0064646340906620026,-0.08552968502044678,1310
,,,3960,,,,132,0.81,15062,0,1.49,-0.14645817,,,,,,,,,,
0,2284,-0.09119434928055853,3990,0.86,1.34,3990,,,,,,,0.28333333916962145,0.2,0.048265688,-0.049844360960026625,0.001,0.19603627026081086,-0.4128163456916809,0.007786840200424194,0.1268998384475708,1320
,,,3990,,,,133,0.78,15182,0,1.55,-0.17662349,,,,,,,,,,
0,2305,-0.1917673065327108,4020,0.8,1.46,4020,,,,,,,0.17333333641290666,0.2,0.02940292,-0.04531370029474306,0.001,0.17532721310853958,-0.4928181439638138,-0.018294289708137512,0.15108191967010498,1330
,,,4020,,,,134,0.78,15314,0,1.54,-0.18556588999999998,,,,,,,,,,
0,2321,-0.07000853131990879,4050,0.9,1.26,4050,,,,,,,0.17000000402331353,0.2,0.030234287,-0.056506425086409,0.001,0.2307211071252823,-0.46813698410987853,-0.012971185147762299,-0.030884742736816406,1340
,,,4050,,,,135,0.76,15433,0,1.6,-0.20850794,,,,,,,,,,
0,2341,-0.13315350369550288,4080,0.88,1.3,4080,,,,,,,0.17666667215526105,0.2,0.016479991,-0.035663474068666545,0.001,0.1689344972372055,-0.5168721854686738,0.0016852617263793945,-0.0005549192428588867,1350
,,,4080,,,,136,0.77,15551,0,1.61,-0.21945323000000003,,,,,,,,,,
0,2354,-0.008056963910348713,4110,1.0,1.14,4110,,,,,,,0.1666666716337204,0.2,0.079717204,-0.03855609700083704,0.001,0.1380164995789528,-0.36050826609134673,-0.011042840778827667,-0.0329442024230957,1360
,,,4110,,,,137,0.72,15658,0,1.69,-0.26259489999999996,,,,,,,,,,
0,2372,-0.11172424616292119,4140,0.88,1.28,4140,,,,,,,0.12333333492279053,0.2,0.023652852,-0.02378792391391471,0.001,0.2776021137833595,-0.33173277974128723,0.04796098917722702,0.025462567806243896,1370
,,,4140,,,,138,0.71,15787,0,1.73,-0.26320933999999996,,,,,,,,,,
0,2388,-0.13505835140589625,4170,0.88,1.24,4170,,,,,,,0.04666666761040687,0.2,0.021015588,-0.01808195974056943,0.001,0.29799349755048754,-0.3301304459571838,0.06744888424873352,-0.028612732887268066,1380
,,,4170,,,,139,0.71,15895,0,1.75,-0.27352671,,,,,,,,,,
0,2404,-0.11223765696864575,4200,0.9,1.26,4200,,,,,,,0.09666666984558106,0.2,0.024396213,-0.026355356023025987,0.001,0.2582652270793915,-0.35969406068325044,0.04192813113331795,-0.021857142448425293,1390
,,,4200,,,,140,0.7,16003,0,1.79,-0.27301347,,,,,,,,,,
0,2419,-0.06943582895211875,4230,0.9,1.26,4230,,,,,,,0.11333333738148213,0.2,0.035257395,-0.036334084421396275,0.001,0.194168558716774,-0.4268001288175583,0.012442633509635925,0.11595410108566284,1400
,,,4230,,,,141,0.67,16122,0,1.83,-0.31850303999999996,,,,,,,,,,
0,2432,-0.04974162719212472,4260,0.88,1.26,4260,,,,,,,0.06000000312924385,0.2,0.013626645,-0.01930174773442559,0.001,0.23184611648321152,-0.3451344400644302,0.06279292702674866,0.04073786735534668,1410
,,,4260,,,,142,0.64,16262,0,1.88,-0.34810643999999996,,,,,,,,,,
0,2447,-0.07108780020847917,4290,0.92,1.32,4290,,,,,,,0.07000000253319741,0.2,0.01287475,-0.027319050683096435,0.001,0.22080361545085908,-0.4197750687599182,0.028241567313671112,0.19470006227493286,1420
,,,4290,,,,143,0.59,16375,0,1.98,-0.40780220000000006,,,,,,,,,,
0,2462,-0.0898601805465296,4320,0.92,1.22,4320,,,,,,,0.14000000283122063,0.2,0.032689065,-0.022578803555418858,0.001,0.2135380506515503,-0.28617888391017915,0.05270855873823166,0.1794142723083496,1430
,,,4320,,,,144,0.59,16490,0,1.97,-0.41121438,,,,,,,,,,
0,2478,-0.1113472295179963,4350,0.9,1.24,4350,,,,,,,0.06666666828095913,0.2,0.016955646,-0.018519475640108852,0.001,0.20239521265029908,-0.3028320729732513,0.04467219486832619,0.21844404935836792,1440
,,,4350,,,,145,0.58,16617,0,2.0,-0.42674782000000006,,,,,,,,,,
0,2492,-0.053846649331972,4380,0.94,1.2,4380,,,,,,,0.1400000039488077,0.2,0.06896819,-0.017231924608349658,0.001,0.18163088858127593,-0.3706186473369598,0.04413442313671112,0.17596131563186646,1450
,,,4380,,,,146,0.55,16731,0,2.04,-0.42749992000000003,,,,,,,,,,
0,2507,-0.10893770731054246,4410,0.9,1.24,4410,,,,,,,0.18000000454485415,0.2,0.04467871,-0.04822689862921834,0.001,0.19454004764556884,-0.5772988021373748,-0.02041088044643402,-0.16312038898468018,1460
,,,4410,,,,147,0.55,16881,0,2.05,-0.42087878,,,,,,,,,,
0,2521,-0.17444993059616537,4440,0.8,1.4,4440,,,,,,,0.23000000789761543,0.2,0.017257188,-0.057042980405191915,0.001,0.13038516491651536,-0.5811230301856994,-0.05512455850839615,0.2678149342536926,1470
,,,4440,,,,148,0.54,17000,0,2.07,-0.44242312999999994,,,,,,,,,,
0,2540,-0.029545145835727454,4470,0.94,1.24,4470,,,,,,,0.2433333396911621,0.2,0.07506164,-0.02380152042179091,0.001,0.1814640536904335,-0.6134295225143432,0.01719987764954567,0.1358809471130371,1480
,,,4470,,,,149,0.6,17107,0,1.96,-0.3767738299999999,,,,,,,,,,
0,2559,-0.06929929290898144,4500,0.94,1.2,4500,,,,,,,0.08666666969656944,0.2,0.008154352,-0.024699711551268422,0.001,0.229824261367321,-0.5335467785596848,0.02304045855998993,0.4550739526748657,1490
,,,4500,,,,150,0.65,17221,0,1.87,-0.3319032900000001,,,,,,,,,,
0,2580,-0.04959048684686422,4530,0.94,1.16,4530,,,,,,,0.236666676402092,0.2,0.039180003,-0.0106492316133032,0.001,0.22220302671194075,-0.38481355011463164,0.06732426583766937,0.0628122091293335,1500
,,,4530,,,,151,0.69,17343,0,1.76,-0.29206655000000004,,,,,,,,,,
0,2600,-0.06847322255373,4560,0.94,1.22,4560,,,,,,,0.06666666939854622,0.2,0.023463242,-0.026863321398074548,0.001,0.15513786002993585,-0.38107353150844575,-0.014374956488609314,0.15248769521713257,1510
,,,4560,,,,152,0.75,17458,0,1.63,-0.25378240999999996,,,,,,,,,,
0,2618,-0.09335888412315399,4590,0.92,1.18,4590,,,,,,,0.16666667237877847,0.2,0.050863322,-0.03165265506754302,0.001,0.1304758943617344,-0.4545112818479538,-0.0005942694842815399,0.04431259632110596,1520
,,,4590,,,,153,0.79,17570,0,1.56,-0.18815215999999998,,,,,,,,,,
0,2635,-0.08927833682857454,4620,0.92,1.24,4620,,,,,,,0.12333333641290664,0.2,0.034901347,-0.030494166982049764,0.001,0.25014783442020416,-0.5211233377456665,0.03273563086986542,-0.46549558639526367,1530
,,,4620,,,,154,0.79,17681,0,1.58,-0.18866698000000004,,,,,,,,,,
0,2655,-0.06953544217161835,4650,0.92,1.22,4650,,,,,,,0.27000000774860383,0.2,0.023596032,-0.04544239615400621,0.001,0.14160900861024855,-0.6054190933704376,-0.02191290259361267,0.22221136093139648,1540
,,,4650,,,,155,0.8,17793,0,1.54,-0.17740175,,,,,,,,,,
0,2675,-0.04863552174530923,4680,0.94,1.2,4680,,,,,,,0.24666667431592942,0.2,0.12212078,-0.050228338552017956,0.001,0.15226288586854936,-0.3891539335250854,-0.01127701997756958,0.17605358362197876,1550
,,,4680,,,,156,0.78,17904,0,1.57,-0.19446807,,,,,,,,,,
0,2692,-0.10955471253953875,4710,0.88,1.28,4710,,,,,,,0.10333333723247051,0.2,0.02090367,-0.029381846080844643,0.001,0.14219867289066315,-0.34050217270851135,-0.008374631404876709,0.2990245223045349,1560
,,,4710,,,,157,0.75,18030,0,1.63,-0.23598864999999994,,,,,,,,,,
0,2714,-0.21221170075703413,4740,0.8,1.4,4740,,,,,,,0.18666667193174363,0.2,0.021327963,-0.03937190770482015,0.001,0.18727449625730513,-0.5156742572784424,0.006203595548868179,0.20836704969406128,1570
,,,4740,,,,158,0.78,18153,0,1.54,-0.23334022999999998,,,,,,,,,,
0,2734,-0.048934537190943955,4770,0.96,1.12,4770,,,,,,,0.12666667029261588,0.2,0.015946453,-0.03253034088760618,0.001,0.1653967581689358,-0.4649028956890106,-0.010321933776140213,-0.09864592552185059,1580
,,,4770,,,,159,0.77,18255,0,1.53,-0.22283240999999998,,,,,,,,,,
0,2752,-0.08868517247028648,4800,0.9,1.22,4800,,,,,,,0.16000000536441802,0.2,0.028973725,-0.0454361705668271,0.001,0.1750148318707943,-0.4478104799985886,-0.01677406206727028,-0.23781752586364746,1590
,,,4800,,,,160,0.75,18366,0,1.57,-0.21321097999999997,,,,,,,,,,
0,2770,-0.07058545936830342,4830,0.86,1.32,4830,,,,,,,0.0600000012665987,0.2,0.015476262,-0.014298854710844466,0.001,0.09335868284106255,-0.28623332977294924,0.018895411863923073,0.30194079875946045,1600
,,,4830,,,,161,0.76,18480,0,1.59,-0.22361937999999998,,,,,,,,,,
0,2787,-0.07133092611096799,4860,0.86,1.32,4860,,,,,,,0.10000000298023223,0.2,0.014733986,-0.019765203533073362,0.001,0.22991763949394226,-0.2211626261472702,0.06985215842723846,0.09605032205581665,1610
,,,4860,,,,162,0.78,18598,0,1.58,-0.20114136999999999,,,,,,,,,,
0,2808,-0.08951559484004974,4890,0.9,1.24,4890,,,,,,,0.013333334028720856,0.2,0.0015217483,-0.005291686610629132,0.001,0.2671187162399292,-0.19719943553209304,0.09464819729328156,-0.17256546020507812,1620
,,,4890,,,,163,0.78,18709,0,1.58,-0.1950029,,,,,,,,,,
0,2828,-0.13174611081369222,4920,0.86,1.3,4920,,,,,,,0.026666668057441712,0.2,0.037918005,-0.004766807351261448,0.001,0.19267741739749908,-0.19322681725025176,0.0767584890127182,0.032723307609558105,1630
,,,4920,,,,164,0.78,18821,0,1.59,-0.19311494000000004,,,,,,,,,,
0,2848,-0.0910025579482317,4950,0.9,1.22,4950,,,,,,,0.036666668578982355,0.2,0.030683193,-0.015691233930022717,0.001,0.16425572335720062,-0.22382771074771882,0.04314618185162544,0.09036928415298462,1640
,,,4950,,,,165,0.77,18934,0,1.61,-0.23539877,,,,,,,,,,
0,2866,-0.06945873119402676,4980,0.92,1.2,4980,,,,,,,0.07333333678543567,0.2,0.004214887,-0.02063081867371963,0.001,0.16946001797914506,-0.3016040205955505,0.034524209797382355,0.2876169681549072,1650
,,,4980,,,,166,0.78,19040,0,1.57,-0.23634655,,,,,,,,,,
0,2882,-0.05064450677018613,5010,0.94,1.18,5010,,,,,,,0.046666669100522994,0.2,0.012975456,-0.006884164443860463,0.001,0.12061115503311157,-0.24831249862909316,0.027643829584121704,0.45671069622039795,1660
,,,5010,,,,167,0.78,19145,0,1.57,-0.23375301,,,,,,,,,,
0,2902,-0.07271414944902062,5040,0.92,1.26,5040,,,,,,,0.1633333418518305,0.2,0.036999065,-0.03483654049846017,0.001,0.06753527335822582,-0.3995780169963837,-0.02554202638566494,0.6895467638969421,1670
,,,5040,,,,168,0.76,19262,0,1.59,-0.24542621,,,,,,,,,,
0,2922,-0.09452393615618349,5070,0.9,1.28,5070,,,,,,,0.01666666753590107,0.2,0.0039113243,-0.010563126608612939,0.001,0.20330501943826676,-0.31926628947257996,0.046944573521614075,-0.3033369779586792,1680
,,,5070,,,,169,0.78,19375,0,1.54,-0.23061267000000002,,,,,,,,,,
0,2940,-0.04928137831389904,5100,0.92,1.16,5100,,,,,,,0.09000000394880772,0.2,0.09080191,-0.026115143354981996,0.001,0.14481561928987502,-0.22384812086820602,0.02139277011156082,0.23660749197006226,1690
,,,5100,,,,170,0.75,19492,0,1.6,-0.26219731,,,,,,,,,,
0,2961,-0.13582663452718408,5130,0.88,1.26,5130,,,,,,,0.006666667014360428,0.2,0.003472986,-0.009792635272509242,0.001,0.19675021767616271,-0.2685493141412735,0.05394052714109421,0.15475672483444214,1700
,,,5130,,,,171,0.76,19616,0,1.58,-0.25438229,,,,,,,,,,
0,2979,-0.08946885112673045,5160,0.9,1.26,5160,,,,,,,0.030000001564621924,0.2,0.004714058,-0.01286775915883478,0.001,0.1945066884160042,-0.21448925137519836,0.05496729910373688,0.28412961959838867,1710
,,,5160,,,,172,0.78,19730,0,1.56,-0.22316407000000005,,,,,,,,,,
0,2993,-0.06819025902543217,5190,0.94,1.16,5190,,,,,,,0.09000000357627869,0.2,0.035937976,-0.022093403382847043,0.001,0.1481592461466789,-0.36238259375095366,0.018488023430109024,0.26939791440963745,1720
,,,5190,,,,173,0.72,19840,0,1.65,-0.29769055,,,,,,,,,,
0,3014,-0.06816343830898404,5220,0.92,1.18,5220,,,,,,,0.08666666969656944,0.2,0.026717728,-0.008902539142096978,0.001,0.16207781732082366,-0.2614536419510841,0.0496915765106678,0.338930606842041,1730
,,,5220,,,,174,0.74,19951,0,1.6,-0.28553092999999996,,,,,,,,,,
0,3036,-0.06917510715313256,5250,0.94,1.18,5250,,,,,,,0.06666666939854622,0.2,0.030624093,-0.02189452840015278,0.001,0.25425003468990326,-0.24672448337078096,0.06345279514789581,0.14183127880096436,1740
,,,5250,,,,175,0.76,20061,0,1.57,-0.24469561999999997,,,,,,,,,,
0,3053,-0.08908099884632975,5280,0.9,1.2,5280,,,,,,,0.03333333507180214,0.2,0.004080868,-0.010207972993763725,0.001,0.07541179396212101,-0.11558979377150536,0.014570903964340687,0.10971724987030029,1750
,,,5280,,,,176,0.75,20173,0,1.59,-0.24978817,,,,,,,,,,
0,3069,-0.04944160846993327,5310,0.94,1.16,5310,,,,,,,0.023333334550261497,0.2,0.0055701355,-0.0015816917953390686,0.001,0.16696253269910813,-0.08883662149310112,0.0691031739115715,0.4017011523246765,1760
,,,5310,,,,177,0.72,20294,0,1.67,-0.26141237,,,,,,,,,,
0,3088,-0.09114167996682226,5340,0.92,1.2,5340,,,,,,,0.020000001043081285,0.2,0.005107701,-0.008567089846280051,0.001,0.3180908203125,-0.15772852748632432,0.08575323224067688,-0.20388996601104736,1770
,,,5340,,,,178,0.77,20405,0,1.58,-0.21649505000000005,,,,,,,,,,
0,3107,-0.04717639750801027,5370,0.96,1.12,5370,,,,,,,0.01666666753590107,0.2,0.0032624085,-0.00916164757916702,0.001,0.20880543291568757,-0.1383015215396881,0.05524437129497528,0.20429259538650513,1780
,,,5370,,,,179,0.75,20517,0,1.61,-0.23138192,,,,,,,,,,
0,3126,-0.007148855221457779,5400,1.0,1.06,5400,,,,,,,0.030000001564621924,0.2,0.008055468,-0.004015821358188986,0.001,0.19510173350572585,-0.08292182236909866,0.0746762752532959,0.1754937767982483,1790
,,,5400,,,,180,0.75,20616,0,1.6,-0.23753512999999998,,,,,,,,,,
0,3147,-0.09044086444191635,5430,0.92,1.22,5430,,,,,,,0.06333333477377892,0.2,0.023528816,-0.01315022309000291,0.001,0.13904122784733772,-0.1673754259943962,0.042226724326610565,0.18724370002746582,1800
,,,5430,,,,181,0.76,20732,0,1.61,-0.22325097000000002,,,,,,,,,,
0,3162,-0.07024788201786578,5460,0.9,1.22,5460,,,,,,,0.06000000238418579,0.2,0.109116204,-0.025253237665941296,0.001,0.1006614089012146,-0.20760034620761872,-0.006270896643400192,0.3584258556365967,1810
,,,5460,,,,182,0.74,20836,0,1.62,-0.24286791000000002,,,,,,,,,,
0,3180,-0.048561418615281585,5490,0.94,1.18,5490,,,,,,,0.12333333529531956,0.2,0.056934416,-0.04333779877051711,0.001,0.27026515901088716,-0.38681116998195647,0.03128618001937866,-0.010969161987304688,1820
,,,5490,,,,183,0.73,20948,0,1.65,-0.268826,,,,,,,,,,
0,3198,-0.04951563972048462,5520,0.96,1.14,5520,,,,,,,0.09666667059063912,0.2,0.052250657,-0.022999247579524963,0.001,0.23642956763505935,-0.24316542893648146,0.05387236922979355,0.12988907098770142,1830
,,,5520,,,,184,0.76,21060,0,1.62,-0.21124729000000003,,,,,,,,,,
0,3219,-0.0699745724676177,5550,0.94,1.22,5550,,,,,,,0.07333333492279052,0.2,0.015186546,-0.025814353159318414,0.001,0.1308307208120823,-0.19580971598625183,0.020372208207845688,0.11365747451782227,1840
,,,5550,,,,185,0.77,21173,0,1.59,-0.21463906000000002,,,,,,,,,,
0,3236,-0.08873908999375998,5580,0.92,1.2,5580,,,,,,,0.07333333529531956,0.2,0.033747688,-0.014944401352355818,0.001,0.1844098076224327,-0.18141477555036545,0.05761288106441498,0.11582529544830322,1850
,,,5580,,,,186,0.76,21286,0,1.65,-0.21656264,,,,,,,,,,
0,3256,-0.028867217446677387,5610,0.92,1.2,5610,,,,,,,0.056666668877005576,0.2,0.025147598,-0.023887338507920484,0.001,0.16116049140691757,-0.23991186320781707,0.030207447707653046,0.12045031785964966,1860
,,,5610,,,,187,0.76,21415,0,1.62,-0.2098088399999999,,,,,,,,,,
0,3272,-0.11281264278106391,5640,0.86,1.4,5640,,,,,,,0.173333340883255,0.2,0.14853427,-0.035880998186767245,0.001,0.14842425659298897,-0.3817493408918381,0.007130276411771774,0.14183688163757324,1870
,,,5640,,,,188,0.76,21531,0,1.61,-0.21676565,,,,,,,,,,
0,3289,-0.1304333341214806,5670,0.88,1.3,5670,,,,,,,0.08000000342726707,0.2,0.028170738,-0.0370561587375899,0.001,0.2124037876725197,-0.490226486325264,0.0011248290538787842,-0.1547626256942749,1880
,,,5670,,,,189,0.72,21643,0,1.64,-0.26657101,,,,,,,,,,
0,3307,-0.08923783933278173,5700,0.92,1.18,5700,,,,,,,0.12000000327825547,0.2,0.08423387,-0.024862089958041976,0.001,0.13138269409537315,-0.413585165143013,0.0012360922992229462,0.31771737337112427,1890
,,,5700,,,,190,0.7,21754,0,1.69,-0.28236723999999996,,,,,,,,,,
0,3325,-0.091951780221425,5730,0.9,1.26,5730,,,,,,,0.16000000461935998,0.2,0.049888816,-0.04807657660916451,0.001,0.18700676262378693,-0.6800494849681854,-0.02042336016893387,0.15990453958511353,1900
,,,5730,,,,191,0.69,21872,0,1.7,-0.30742128,,,,,,,,,,
0,3342,-0.090604397803545,5760,0.9,1.24,5760,,,,,,,0.16000000312924384,0.2,0.04347194,-0.03062073179210234,0.001,0.23103863894939422,-0.5639833867549896,0.0470510795712471,0.13237106800079346,1910
,,,5760,,,,192,0.67,21984,0,1.72,-0.34181649999999997,,,,,,,,,,
0,3360,-0.11102287579327821,5790,0.88,1.3,5790,,,,,,,0.22666667252779008,0.2,0.05399936,-0.051030747046073445,0.001,0.14050567522644997,-0.5301695972681045,-0.015582945197820663,0.42710745334625244,1920
,,,5790,,,,193,0.68,22102,0,1.74,-0.32239410999999996,,,,,,,,,,
0,3374,-0.13291900585405528,5820,0.88,1.3,5820,,,,,,,0.2333333410322666,0.2,0.046387084,-0.0653093567490572,0.001,0.20987912267446518,-0.6135539293289185,-0.033982306718826294,-0.005539536476135254,1930
,,,5820,,,,194,0.67,22213,0,1.77,-0.31166538,,,,,,,,,,
0,3392,-0.04989138456061482,5850,0.92,1.2,5850,,,,,,,0.17666667178273202,0.2,0.03473023,-0.042478520187238814,0.001,0.28965516537427904,-0.5534647881984711,0.023406848311424255,-0.08314812183380127,1940
,,,5850,,,,195,0.68,22324,0,1.75,-0.27727323,,,,,,,,,,
0,3407,-0.1731020376458764,5880,0.82,1.4,5880,,,,,,,0.24333334267139434,0.2,0.04969481,-0.046988928355276724,0.001,0.23687309622764588,-0.43941421508789064,0.024925515055656433,-0.030398249626159668,1950
,,,5880,,,,196,0.65,22444,0,1.8,-0.32609781000000004,,,,,,,,,,
0,3421,-0.029256326034665107,5910,0.96,1.18,5910,,,,,,,0.18333333991467954,0.2,0.048489843,-0.04933469347034887,0.001,0.21160175949335097,-0.5003706067800522,-0.004020199179649353,0.1404600739479065,1960
,,,5910,,,,197,0.62,22556,0,1.84,-0.33528298,,,,,,,,,,
0,3440,-0.07095598904415965,5940,0.9,1.24,5940,,,,,,,0.16333333775401115,0.2,0.05005825,-0.04868950396776199,0.001,0.2550724819302559,-0.4606141269207001,0.012596376240253448,0.04963040351867676,1970
,,,5940,,,,198,0.64,22662,0,1.84,-0.29164729,,,,,,,,,,
0,3458,-0.09034039096906782,5970,0.9,1.26,5970,,,,,,,0.09000000283122063,0.2,0.014586677,-0.023446196228420924,0.001,0.1836984246969223,-0.31289041638374326,0.027611032128334045,-0.17486929893493652,1980
,,,5970,,,,199,0.63,22770,0,1.84,-0.31828809,,,,,,,,,,
0,3474,-0.05094228010158986,6000,0.88,1.3,6000,,,,,,,0.14000000283122063,0.2,0.042221293,-0.033388952916332745,0.001,0.2342367246747017,-0.37101293802261354,0.03665609657764435,0.17567718029022217,1990
,,,6000,,,,200,0.65,22884,0,1.8,-0.31591895,,,,,,,,,,
0,3492,-0.11473512082360685,6030,0.84,1.4,6030,,,,,,,0.20666667334735395,0.2,0.11111745,-0.052075062903265176,0.001,0.17791349440813065,-0.39386983811855314,-0.013391032814979553,0.1728963851928711,2000
,,,6030,,,,201,0.67,22998,0,1.8,-0.32679869000000006,,,,,,,,,,
0,3508,-0.09081192716956138,6060,0.88,1.3,6060,,,,,,,0.2066666714847088,0.2,0.26106673,-0.060199514254927776,0.001,0.1679799735546112,-0.36994478702545164,-0.0336243137717247,0.2854692339897156,2010
,,,6060,,,,202,0.72,23112,0,1.76,-0.26993329,,,,,,,,,,
0,3526,-0.06968522639479488,6090,0.92,1.22,6090,,,,,,,0.11000000312924385,0.2,0.05572873,-0.016522089544062802,0.001,0.19559637159109117,-0.28512550741434095,0.05488082021474838,0.06161528825759888,2020
,,,6090,,,,203,0.75,23232,0,1.72,-0.27670296000000005,,,,,,,,,,
0,3547,-0.11193611269351095,6120,0.86,1.38,6120,,,,,,,0.11333333738148213,0.2,0.04568962,-0.01945722357369961,0.001,0.1888948053121567,-0.25707398951053617,0.04295066371560097,0.29381048679351807,2030
,,,6120,,,,204,0.74,23355,0,1.7,-0.28593405,,,,,,,,,,
0,3561,-0.1789841799531132,6150,0.8,1.42,6150,,,,,,,0.21666667386889457,0.2,0.090355664,-0.05865795392543092,0.001,0.13279405236244202,-0.3431159913539886,-0.04102890565991402,0.22714030742645264,2040
,,,6150,,,,205,0.73,23489,0,1.72,-0.28071459,,,,,,,,,,
0,3575,-0.09224000710528343,6180,0.9,1.28,6180,,,,,,,0.07666666954755783,0.2,0.03258689,-0.031005832739174365,0.001,0.1984897583723068,-0.3196386694908142,0.033464569598436356,0.12543898820877075,2050
,,,6180,,,,206,0.71,23640,0,1.78,-0.30480297,,,,,,,,,,
0,3592,-0.04819596828892827,6210,0.94,1.14,6210,,,,,,,0.1733333371579647,0.2,0.05044245,-0.04559179725746247,0.001,0.2238290622830391,-0.4525805115699768,0.012183398008346558,0.16909253597259521,2060
,,,6210,,,,207,0.7,23741,0,1.8,-0.28562809,,,,,,,,,,
0,3613,-0.06919420867227018,6240,0.94,1.16,6240,,,,,,,0.15666667222976685,0.2,0.018093742,-0.03486910980194811,0.001,0.20955748856067657,-0.3651471883058548,0.02132253721356392,-0.39610207080841064,2070
,,,6240,,,,208,0.72,23844,0,1.72,-0.25641845999999996,,,,,,,,,,
0,3632,-0.09190320822410286,6270,0.88,1.32,6270,,,,,,,0.0866666704416275,0.2,0.03451003,-0.028151449362436944,0.001,0.1270924873650074,-0.30870774686336516,0.005148209631443024,0.2631520628929138,2080
,,,6270,,,,209,0.75,23954,0,1.67,-0.20976861999999996,,,,,,,,,,
0,3652,-0.047901938776485624,6300,0.96,1.14,6300,,,,,,,0.13666667006909847,0.2,0.04793987,-0.0478274160871905,0.001,0.0978327676653862,-0.4196370989084244,-0.04765556752681732,-0.007548689842224121,2090
,,,6300,,,,210,0.77,24061,0,1.66,-0.20265394,,,,,,,,,,
0,3668,-0.08915339512750506,6330,0.92,1.2,6330,,,,,,,0.1666666693985462,0.2,0.04518402,-0.03127893270303801,0.001,0.16301048249006272,-0.28671673238277434,0.019118189811706543,0.06651943922042847,2100
,,,6330,,,,211,0.75,24169,0,1.66,-0.21651162999999993,,,,,,,,,,
0,3693,-0.12919604461174458,6360,0.86,1.28,6360,,,,,,,0.020000000670552253,0.2,0.0014662285,-0.005966487494394279,0.001,0.23744083642959596,-0.21054972410202027,0.08831720054149628,0.15294474363327026,2110
,,,6360,,,,212,0.82,24286,0,1.49,-0.17196099000000004,,,,,,,,,,
0,3715,-0.07093088360968977,6390,0.9,1.2,6390,,,,,,,0.12000000327825547,0.2,0.0553716,-0.03228157533953606,0.001,0.22280850559473037,-0.19137589037418365,0.025623902678489685,0.07950061559677124,2120
,,,6390,,,,213,0.82,24392,0,1.47,-0.16712003999999997,,,,,,,,,,
