rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,rollout/success_rate,env/n_steps,time/total_timesteps,time/fps,env/current_idx,time/time_elapsed,env/completion_counter,train/n_updates,train/explained_variance,train/loss,train/approx_kl,train/value_loss,train/clip_fraction,train/entropy_loss,train/learning_rate,train/clip_range,train/policy_gradient_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
-0.07133753000000001,123,1.25,0.94,3690,3690,0,2621,4415,0,1220,-0.8436036109924316,0.022997144609689713,0.031204661,0.1517634928226471,0.12000000141561032,-0.5071123689413071,0.001,0.2,-0.021779363717262922,,,
-0.05080647,124,1.23,0.96,3720,3720,0,2647,4449,0,1230,0.11507493257522583,-0.01645169034600258,0.036912672,0.08381805196404457,0.13333333805203437,-0.6181891798973084,0.001,0.2,-0.02793843742770452,,,
-0.07253353,125,1.3,0.94,3750,3750,0,2665,4482,0,1240,-123.06263732910156,-0.0579000823199749,0.070545286,0.010175017453730107,0.20000000596046447,-0.6307858288288116,0.001,0.2,-0.04312795631587498,,,
-0.07210127,126,1.27,0.94,3780,3780,0,2688,4515,0,1250,0.004470229148864746,0.0893632173538208,0.0031884133,0.2813351362943649,0.013333334028720856,-0.4455768525600433,0.001,0.2,-0.008793061434601724,,,
-0.08186152999999999,127,1.29,0.93,3810,3810,0,2712,4559,0,1260,0.15599119663238525,0.05604737251996994,0.0064877947,0.18040115386247635,0.036666668578982355,-0.3715241074562073,0.001,0.2,-0.009289209448422042,,,
-0.11368078000000001,128,1.38,0.9,3840,3840,0,2730,4591,0,1270,0.08815640211105347,0.06130710616707802,0.0007721166,0.14829328209161757,0.003333333507180214,-0.3422123521566391,0.001,0.2,-0.00114077259686991,,,
-0.11347557,129,1.34,0.9,3870,3870,0,2757,4625,0,1280,0.24238085746765137,0.0328177809715271,0.0137044825,0.1346801295876503,0.063333335891366,-0.39045644700527193,0.001,0.2,-0.012140980571663818,,,
-0.11178071,130,1.32,0.9,3900,3900,0,2779,4665,0,1290,-0.2574191093444824,0.03559531271457672,0.0005915383,0.09346587583422661,0.0,-0.3970217972993851,0.001,0.2,9.323467563557842e-05,,,
-0.09189412,131,1.29,0.92,3930,3930,0,2803,4697,0,1300,0.2698308825492859,0.06462404131889343,3.2933553e-05,0.16513248682022094,0.0,-0.39268461167812346,0.001,0.2,-3.384083447599551e-05,,,
-0.09177228,132,1.3,0.92,3960,3960,0,2825,4734,0,1310,0.3707144260406494,0.02958764135837555,0.0018770813,0.08283879980444908,0.006666667014360428,-0.3484450340270996,0.001,0.2,-0.000997672518578696,,,
-0.08067592,133,1.28,0.93,3990,3990,0,2850,4768,0,1320,0.1091759204864502,0.035604625940322876,0.016156947,0.13536171913146972,0.05666666775941849,-0.4684762716293335,0.001,0.2,-0.008160837625618988,,,
-0.06092116,134,1.22,0.95,4020,4020,0,2877,4801,0,1330,-0.2278512716293335,0.01696738228201866,0.0009440243,0.09232089295983315,0.0,-0.5864236772060394,0.001,0.2,-0.0040015816117012545,,,
-0.06240281999999998,135,1.31,0.92,4050,4050,0,2893,4831,0,1340,0.05988508462905884,0.026606829836964607,0.01679296,0.1039251409471035,0.056666669249534604,-0.5295586615800858,0.001,0.2,-0.012469838522374488,,,
-0.06253463,136,1.32,0.92,4080,4080,0,2915,4863,0,1350,-0.28823256492614746,0.004954641684889793,0.13415207,0.09904318377375602,0.06666666865348816,-0.6451537847518921,0.001,0.2,-0.018591593056917155,,,
-0.0734138,137,1.33,0.91,4110,4110,0,2939,4897,0,1360,0.10216045379638672,0.003055531531572342,0.049477782,0.08737645149230958,0.1466666728258133,-0.8253134071826935,0.001,0.2,-0.0208233812715239,,,
-0.062043179999999996,138,1.34,0.91,4140,4140,0,2963,4929,0,1370,0.24400311708450317,0.01278369314968586,0.02055813,0.08653528243303299,0.09000000432133674,-0.6921080112457275,0.001,0.2,-0.01634925932933875,,,
-0.051002149999999996,139,1.27,0.94,4170,4170,0,2990,4962,0,1380,-0.21752667427062988,0.014506220817565918,0.010198426,0.09009846895933152,0.053333336114883424,-0.6238456606864929,0.001,0.2,-0.016419348511844588,,,
-0.029309319999999993,140,1.19,0.97,4200,4200,0,3016,4993,0,1390,-141.7920684814453,-0.016253428533673286,0.0055649835,0.007036554568912834,0.023333334550261497,-0.7013460218906402,0.001,0.2,-0.007045642247152273,,,
-0.050923699999999995,141,1.28,0.95,4230,4230,0,3033,5026,0,1400,-80.83858489990234,-0.031180063262581825,0.011352786,0.0031788266380317507,0.12000000178813934,-0.7371019780635834,0.001,0.2,-0.016599559419943687,,,
-0.04107253999999999,142,1.29,0.96,4260,4260,0,3057,5063,0,1410,-0.025531411170959473,0.06303009390830994,0.098635055,0.2514450058341026,0.3000000022351742,-0.9898670315742493,0.001,0.2,-0.02954983881985136,,,
-0.062180019999999996,143,1.32,0.95,4290,4290,0,3080,5096,0,1420,-6.597080230712891,0.005401128903031349,0.0026265918,0.17934596985578538,0.003333333507180214,-1.1670677542686463,0.001,0.2,-0.007019382096865456,,,
-0.08266214000000001,144,1.35,0.93,4320,4320,0,3103,5127,0,1430,0.28544431924819946,0.018890652805566788,0.023612017,0.1418144606053829,0.07000000365078449,-1.2280550599098206,0.001,0.2,-0.0210934833126764,,,
-0.05162402000000002,145,1.26,0.96,4350,4350,0,3129,5164,0,1440,0.2437506914138794,0.0063130781054496765,0.009775472,0.12567962929606438,0.06666666977107524,-1.3747597813606263,0.001,0.2,-0.01960342019641139,,,
-0.0821799,146,1.29,0.93,4380,4380,0,3148,5195,0,1450,-46.37438201904297,-0.06518590450286865,0.012263372,0.03056253883987665,0.19666666872799396,-1.4289011359214783,0.001,0.2,-0.04008636677016782,,,
-0.11621214999999997,147,1.41,0.89,4410,4410,0,3166,5225,0,1460,0.2880607843399048,-0.0031022727489471436,0.033566166,0.23172979950904846,0.2166666690260172,-1.5468356370925904,0.001,0.2,-0.029002325369511084,,,
-0.10667073,148,1.41,0.9,4440,4440,0,3185,5263,0,1470,0.0548059344291687,0.0057107508182525635,0.038509194,0.23737491220235823,0.21999999806284903,-1.5371820449829101,0.001,0.2,-0.04074171539707052,,,
-0.11783168,149,1.48,0.89,4470,4470,0,3202,5295,0,1480,0.22611314058303833,-0.037610530853271484,0.05460181,0.15070854872465134,0.30333333238959315,-1.3114442706108094,0.001,0.2,-0.06440869523833204,,,
-0.11755863,150,1.52,0.88,4500,4500,0,3228,5327,0,1490,-0.032872915267944336,-0.03657195344567299,0.06795291,0.14636135771870612,0.22000000588595867,-1.15405353307724,0.001,0.2,-0.05554279270892337,,,
-0.10640707999999999,151,1.49,0.88,4530,4530,0,3249,5366,0,1500,-101.77093505859375,-0.029896004125475883,0.006145648,0.03240883937105536,0.036666668206453326,-0.9031704366207123,0.001,0.2,-0.020294711723302328,,,
-0.08466194999999999,152,1.44,0.91,4560,4560,0,3268,5400,0,1510,0.17239069938659668,0.0041409023106098175,0.006047624,0.1624828852713108,0.07333333529531956,-0.8227931559085846,0.001,0.2,-0.028741458319127843,,,
-0.09467489999999998,153,1.46,0.89,4590,4590,0,3287,5433,0,1520,0.02282536029815674,-0.007698372006416321,0.016631197,0.1879075899720192,0.15666666962206363,-0.760815441608429,0.001,0.2,-0.0375598418153821,,,
-0.09561099,154,1.41,0.89,4620,4620,0,3309,5468,0,1530,-0.10474467277526855,-0.010034091770648956,0.039829295,0.1604013115167618,0.24666667059063913,-0.7235701203346252,0.001,0.2,-0.04830432241161668,,,
-0.10683934,155,1.48,0.87,4650,4650,0,3330,5500,0,1540,-0.24175620079040527,0.0037736520171165466,0.032867417,0.19067237824201583,0.1466666717082262,-0.7348527133464813,0.001,0.2,-0.050136322254935806,,,
-0.08627888,156,1.41,0.89,4680,4680,0,3356,5533,0,1550,0.041942298412323,-0.028225775808095932,0.024367712,0.09803638309240341,0.07000000253319741,-0.6259402453899383,0.001,0.2,-0.03266533778359495,,,
-0.06385927000000001,157,1.3,0.92,4710,4710,0,3381,5567,0,1560,-6.593512058258057,-0.07145904749631882,0.15854754,0.010429339646361769,0.32000000327825545,-0.8651592016220093,0.001,0.2,-0.048936896746357664,,,
-0.06439709999999998,158,1.31,0.92,4740,4740,0,3401,5601,0,1570,0.023873746395111084,-0.03998160362243652,0.04626606,0.1271079033613205,0.21333333812654018,-0.9711036920547486,0.001,0.2,-0.05560756026456772,,,
-0.09515108,159,1.41,0.89,4770,4770,0,3417,5634,0,1580,0.0075675249099731445,-0.0691748633980751,0.06680181,0.15588918924331666,0.42666666880249976,-0.9888283252716065,0.001,0.2,-0.07940736656387663,,,
-0.10478918999999999,160,1.41,0.88,4800,4800,0,3438,5668,0,1590,0.18979626893997192,-0.03953838720917702,0.06640962,0.16001876816153526,0.2833333432674408,-1.1813696384429933,0.001,0.2,-0.056320172846317365,,,
-0.13585886,161,1.51,0.86,4830,4830,0,3453,5699,0,1600,0.0750991702079773,-0.07834309339523315,0.11146488,0.15624337792396545,0.34000000841915606,-1.2567294120788575,0.001,0.2,-0.08624214942256607,,,
-0.14498482,162,1.55,0.85,4860,4860,0,3477,5733,0,1610,0.4626880884170532,-0.09639272838830948,0.055735175,0.09932826831936836,0.3633333399891853,-1.393161690235138,0.001,0.2,-0.07771256045748806,,,
-0.14769591999999998,163,1.56,0.84,4890,4890,0,3498,5768,0,1620,-0.10895967483520508,-0.01039373129606247,0.041881714,0.16732358187437057,0.2500000078231096,-0.9958317220211029,0.001,0.2,-0.03764867215727748,,,
-0.11459944,164,1.42,0.88,4920,4920,0,3522,5808,0,1630,0.03650003671646118,-0.015446111559867859,0.044351768,0.1632057547569275,0.22333333753049373,-0.8947317898273468,0.001,0.2,-0.04990740543852255,,,
-0.12552682,165,1.46,0.88,4950,4950,0,3541,5842,0,1640,0.19057130813598633,-0.07695785909891129,0.10715409,0.11100401766598225,0.26333333775401113,-0.909324336051941,0.001,0.2,-0.06510278484473622,,,
-0.09621103999999998,166,1.44,0.9,4980,4980,0,3559,5874,0,1650,0.3333062529563904,-0.06548899412155151,0.06876009,0.09467667862772941,0.35333334282040596,-1.3619431138038636,0.001,0.2,-0.05842674159134411,,,
-0.09741453000000001,167,1.47,0.9,5010,5010,0,3580,5911,0,1660,-41.71800231933594,-0.10102596133947372,0.039890185,0.03672946151345968,0.47000000067055225,-0.9977691650390625,0.001,0.2,-0.0678070288399855,,,
-0.10740711000000001,168,1.48,0.9,5040,5040,0,3600,5942,0,1670,0.3855557441711426,-0.05272961035370827,0.026034065,0.11072667315602303,0.22666667252779008,-1.2739232063293457,0.001,0.2,-0.05815794675300516,,,
-0.09722421,169,1.47,0.91,5070,5070,0,3623,5976,0,1680,0.2749425768852234,-0.06266984343528748,0.037639935,0.13970477655529975,0.3500000074505806,-1.3594011902809142,0.001,0.2,-0.06329757705330845,,,
-0.09475987999999999,170,1.35,0.92,5100,5100,0,3649,6009,0,1690,0.4602598547935486,-0.05868057906627655,0.02128542,0.046024691127240655,0.27333333939313886,-1.3516847252845765,0.001,0.2,-0.04335102990269659,,,
-0.12674167999999997,171,1.43,0.88,5130,5130,0,3664,6042,0,1700,0.6061195135116577,-0.06458775699138641,0.027440412,0.04785487689077854,0.35000000670552256,-1.2877395391464233,0.001,0.2,-0.045896944372604234,,,
-0.1167502,172,1.4,0.89,5160,5160,0,3690,6078,0,1710,0.04377812147140503,-0.02116682380437851,0.031808488,0.18498362898826598,0.3200000036507845,-1.513078773021698,0.001,0.2,-0.04896087154746063,,,
-0.09466998,173,1.43,0.9,5190,5190,0,3704,6112,0,1720,0.5560243725776672,-0.08190891146659851,0.04433886,0.05560797806829214,0.31333333626389503,-1.4029043555259704,0.001,0.2,-0.062283440486838336,,,
-0.09636302000000001,174,1.46,0.89,5220,5220,0,3724,6142,0,1730,-0.5416604280471802,-0.005749616771936417,0.045683507,0.1186220370233059,0.24666667282581328,-1.2995304226875306,0.001,0.2,-0.0379459829007585,,,
-0.12803134,175,1.57,0.86,5250,5250,0,3742,6173,0,1740,-0.327958345413208,-0.0175393708050251,0.039006837,0.1339429311454296,0.1733333382755518,-1.462525522708893,0.001,0.2,-0.044721211441792266,,,
-0.13781216000000002,176,1.61,0.86,5280,5280,0,3760,6204,0,1750,0.09881377220153809,-0.034477390348911285,0.056510713,0.17449337393045425,0.27000000402331353,-1.4741110444068908,0.001,0.2,-0.06332792929684124,,,
-0.11614291000000002,177,1.57,0.88,5310,5310,0,3784,6237,0,1760,0.18183541297912598,-0.0314398817718029,0.029255114,0.15494004264473915,0.2066666714847088,-1.5849888682365418,0.001,0.2,-0.05176022332161665,,,
-0.09245135000000002,178,1.4,0.91,5340,5340,0,3809,6269,0,1770,0.5795221924781799,-0.0913587436079979,0.037792467,0.022350098565220834,0.1766666740179062,-1.4958611845970153,0.001,0.2,-0.050512921197029395,,,
-0.08204013,179,1.38,0.93,5370,5370,0,3831,6302,0,1780,0.5933579206466675,-0.07854361832141876,0.03540741,0.029582097381353378,0.3433333430439234,-1.434027111530304,0.001,0.2,-0.04974347917363051,,,
-0.07271865,180,1.39,0.93,5400,5400,0,3851,6331,0,1790,-0.36280298233032227,-0.031527452170848846,0.06503808,0.13893939033150673,0.3600000023841858,-1.4725910067558288,0.001,0.2,-0.05241304074879736,,,
-0.06236527999999999,181,1.31,0.94,5430,5430,0,3875,6363,0,1800,-0.01155853271484375,-0.061992328613996506,0.076678105,0.09554375782608986,0.3366666682064533,-1.4586821436882018,0.001,0.2,-0.05653949031916774,,,
-0.07339623999999999,182,1.35,0.93,5460,5460,0,3896,6402,0,1810,0.49818503856658936,-0.07327191531658173,0.052005474,0.07403169572353363,0.30333333685994146,-1.3745662212371825,0.001,0.2,-0.05415090328082446,,,
-0.08447683,183,1.39,0.92,5490,5490,0,3916,6433,0,1820,0.13920611143112183,-0.028295114636421204,0.018241968,0.09201186150312424,0.33666666895151137,-1.4519643425941466,0.001,0.2,-0.03465724260856699,,,
-0.0833809,184,1.33,0.92,5520,5520,0,3939,6474,0,1830,0.2401021122932434,-0.024669095873832703,0.01739819,0.1647750899195671,0.14666667245328427,-1.3106170415878295,0.001,0.2,-0.03599203393173696,,,
-0.09290176,185,1.37,0.92,5550,5550,0,3959,6506,0,1840,0.3911988139152527,-0.027546942234039307,0.051137347,0.09904366061091423,0.2533333383500576,-1.2712626576423645,0.001,0.2,-0.04544775653320059,,,
-0.08412007,186,1.43,0.93,5580,5580,0,3982,6539,0,1850,0.45141667127609253,-0.05355061590671539,0.0151078645,0.06091385968029499,0.12333333529531956,-1.1672509908676147,0.001,0.2,-0.04040625727114566,,,
-0.08483946000000002,187,1.45,0.91,5610,5610,0,4000,6571,0,1860,-125.55597686767578,-0.06798885762691498,0.026581727,0.07103822380304337,0.2900000050663948,-1.1065097808837892,0.001,0.2,-0.04321368203187994,,,
-0.08431735,188,1.46,0.91,5640,5640,0,4020,6605,0,1870,-0.2521413564682007,-0.014048106968402863,0.11687921,0.15932645574212073,0.5499999985098839,-1.3234333157539369,0.001,0.2,-0.04742767233401537,,,
-0.07506341,189,1.49,0.91,5670,5670,0,4040,6638,0,1880,0.012398838996887207,0.019610345363616943,0.014649564,0.21500708907842636,0.1600000038743019,-1.369800865650177,0.001,0.2,-0.05104159892536693,,,
-0.07424372000000001,190,1.43,0.91,5700,5700,0,4065,6675,0,1890,-0.028657913208007812,-0.020525094121694565,0.027062604,0.16004408672451972,0.20333334058523178,-1.396963655948639,0.001,0.2,-0.041042794644211254,,,
-0.10509124999999997,191,1.46,0.88,5730,5730,0,4083,6708,0,1900,0.07484602928161621,-0.05486830696463585,0.027016912,0.09183633923530579,0.3833333432674408,-1.3414836645126342,0.001,0.2,-0.04992156966278945,,,
-0.09355450000000003,192,1.42,0.9,5760,5760,0,4106,6742,0,1910,0.1291346549987793,0.007723286747932434,0.03523799,0.2065434828400612,0.4133333444595337,-1.3497910857200623,0.001,0.2,-0.04936468916634702,,,
-0.10448316000000002,193,1.46,0.89,5790,5790,0,4123,6772,0,1920,0.560084342956543,-0.03668110817670822,0.060720094,0.10362804383039474,0.45999999828636645,-1.404724621772766,0.001,0.2,-0.04338746540869272,,,
-0.0947857,194,1.45,0.89,5820,5820,0,4145,6807,0,1930,0.3234322667121887,0.004628662019968033,0.015779115,0.16558583676815034,0.3533333376049995,-1.411491823196411,0.001,0.2,-0.022296519844482176,,,
-0.10637242000000001,195,1.49,0.88,5850,5850,0,4166,6844,0,1940,-10.455815315246582,-0.04558563604950905,0.036053102,0.08237016592174769,0.3799999985843897,-1.3631441950798036,0.001,0.2,-0.021710001903896624,,,
-0.09572809000000002,196,1.48,0.89,5880,5880,0,4183,6878,0,1950,0.2529370188713074,-0.013557691127061844,0.029612929,0.16344315111637114,0.210000004991889,-1.5456114053726195,0.001,0.2,-0.026325743191409855,,,
-0.09659253000000001,197,1.55,0.87,5910,5910,0,4202,6911,0,1960,0.24891656637191772,0.010532844811677933,0.04700925,0.12846822664141655,0.34000000432133676,-1.5399787425994873,0.001,0.2,-0.02535121712445587,,,
-0.07478362,198,1.47,0.89,5940,5940,0,4225,6945,0,1970,-0.7706595659255981,0.002981618046760559,0.044014394,0.2243040144443512,0.24666666761040687,-1.4823036313056945,0.001,0.2,-0.038196599356985314,,,
-0.09425511999999996,199,1.5,0.89,5970,5970,0,4243,6977,0,1980,0.09760689735412598,-0.02692774310708046,0.02795158,0.1014113761484623,0.14000000283122063,-1.4703867793083192,0.001,0.2,-0.035752260054771764,,,
,,,,6000,6000,,4268,,0,1990,0.23979729413986206,-0.01798572763800621,0.023577219,0.1288650132715702,0.1500000052154064,-1.4302597999572755,0.001,0.2,-0.037870090859942175,0.89,-0.09369125061202795,1.44
-0.09347984000000001,200,1.48,0.89,,6000,0,,7183,,,,,,,,,,,,,,
-0.07218954,201,1.41,0.91,6030,6030,0,4289,7219,0,2000,0.47482985258102417,-0.03842579945921898,0.017761327,0.08289445489645005,0.1600000038743019,-1.3240614891052247,0.001,0.2,-0.036894116442029556,,,
-0.08120588,202,1.34,0.92,6060,6060,0,4316,7253,0,2010,0.249944806098938,-0.08219746500253677,0.030935666,0.06940983198583126,0.4333333358168602,-1.3004563212394715,0.001,0.2,-0.0630363951871793,,,
-0.060802999999999996,203,1.26,0.94,6090,6090,0,4340,7288,0,2020,0.4920550584793091,-0.05906295031309128,0.061272614,0.05181545726954937,0.24000000543892383,-1.249004566669464,0.001,0.2,-0.05219322625547651,,,
-0.050440219999999994,204,1.27,0.94,6120,6120,0,4361,7321,0,2030,0.13618671894073486,-0.05070450156927109,0.1540154,0.08134046941995621,0.4933333285152912,-1.190452218055725,0.001,0.2,-0.0557080330202977,,,
-0.05100547999999999,205,1.25,0.95,6150,6150,0,4382,7355,0,2040,-0.07094049453735352,-0.07390258461236954,0.040058456,0.0871483214199543,0.2833333358168602,-1.0312277793884277,0.001,0.2,-0.053206393057480386,,,
-0.06224749000000001,206,1.31,0.93,6180,6180,0,4402,7388,0,2050,0.03920853137969971,-0.037973128259181976,0.024801068,0.07343526892364025,0.18000000417232515,-0.9428690433502197,0.001,0.2,-0.037388663627207205,,,
-0.08283793,207,1.39,0.91,6210,6210,0,4421,7426,0,2060,-0.13996493816375732,-0.014787718653678894,0.036939424,0.1264619193971157,0.2566666714847088,-0.9758728563785553,0.001,0.2,-0.047493901712199006,,,
-0.11348061000000001,208,1.48,0.88,6240,6240,0,4442,7457,0,2070,0.1500815749168396,-0.007954321801662445,0.08943502,0.14878817200660704,0.19666667319834233,-0.8068915247917176,0.001,0.2,-0.04784612997124586,,,
-0.11307884000000003,209,1.45,0.89,6270,6270,0,4466,7490,0,2080,0.3279358148574829,-0.04774479195475578,0.05232118,0.11449125111103058,0.2833333358168602,-0.980635917186737,0.001,0.2,-0.05621371619403348,,,
-0.14335627000000004,210,1.53,0.86,6300,6300,0,4482,7521,0,2090,0.1946568489074707,-0.057095542550086975,0.022592716,0.08485737815499306,0.1766666740179062,-1.0443503201007842,0.001,0.2,-0.048569369188820335,,,
-0.14654581,211,1.54,0.86,6330,6330,0,4501,7557,0,2100,0.2836609482765198,-0.02264992892742157,0.05873957,0.16701497435569762,0.2700000017881393,-1.020159012079239,0.001,0.2,-0.05230522422738435,,,
-0.13647118,212,1.49,0.87,6360,6360,0,4522,7589,0,2110,-0.11407780647277832,0.00521378219127655,0.018134076,0.1735024183988571,0.13666666969656943,-0.6555184304714203,0.001,0.2,-0.029649379247178677,,,
-0.10454759000000002,213,1.35,0.9,6390,6390,0,4551,7634,0,2120,0.056133806705474854,-0.048629339784383774,0.045736935,0.16061987057328225,0.13000000305473805,-0.6271101355552673,0.001,0.2,-0.04833614273928104,,,
-0.07460903999999999,214,1.31,0.93,6420,6420,0,4573,7669,0,2130,-406.6331787109375,-0.092189721763134,0.059732277,0.03700111079961062,0.3733333367854357,-0.9748409986495972,0.001,0.2,-0.05701561457167088,,,
-0.05980523000000001,215,1.22,0.95,6450,6450,0,4599,7702,0,2140,0.06957608461380005,-0.023674633353948593,0.050955396,0.10974661558866501,0.2066666718572378,-1.0900117039680481,0.001,0.2,-0.0439106398510436,,,
-0.03930378,216,1.22,0.96,6480,6480,0,4620,7735,0,2150,0.20217496156692505,-0.02904314175248146,0.022412568,0.08688412010669708,0.09666666723787784,-1.0316969513893128,0.001,0.2,-0.040441310408835564,,,
-0.060896280000000004,217,1.32,0.94,6510,6510,0,4638,7768,0,2160,-0.002348184585571289,-0.08351670950651169,0.04075126,0.0061173157300800085,0.2333333358168602,-1.0845996260643005,0.001,0.2,-0.04967568030580871,,,
-0.10286660999999998,218,1.46,0.9,6540,6540,0,4654,7799,0,2170,0.11725157499313354,-0.010827392339706421,0.07300741,0.1916625052690506,0.4500000007450581,-1.1808749198913575,0.001,0.2,-0.05319923583418129,,,
-0.10196924000000002,219,1.42,0.9,6570,6570,0,4679,7832,0,2180,0.3055952191352844,-0.0029958337545394897,0.015695943,0.1546504959464073,0.510000005364418,-1.0522744059562683,0.001,0.2,-0.04324995705236958,,,
-0.09266019999999997,220,1.45,0.91,6600,6600,0,4701,7869,0,2190,0.39416414499282837,-0.03724207356572151,0.02231481,0.0859672985970974,0.16666667237877847,-1.0255990266799926,0.001,0.2,-0.036819733767770216,,,
-0.12376191,221,1.53,0.88,6630,6630,0,4720,7901,0,2200,-4.940713882446289,-0.0832088366150856,0.028340789,0.011164861684665083,0.19000000655651092,-1.0555196762084962,0.001,0.2,-0.04403947403033541,,,
-0.11443234000000001,222,1.48,0.89,6660,6660,0,4739,7933,0,2210,0.11180657148361206,-0.015594184398651123,0.035980146,0.21377568542957306,0.16666667088866233,-0.9740601599216461,0.001,0.2,-0.051310353639225245,,,
-0.08294262,223,1.39,0.92,6690,6690,0,4761,7967,0,2220,-0.01636207103729248,0.020879186689853668,0.018080497,0.22956720143556594,0.14666667208075523,-0.8032395362854003,0.001,0.2,-0.045892709208031415,,,
-0.09341872999999999,224,1.41,0.91,6720,6720,0,4787,8000,0,2230,0.2914578914642334,-0.025164291262626648,0.030633548,0.09286386594176292,0.2100000038743019,-0.8122491061687469,0.001,0.2,-0.03461345974355936,,,
-0.12385824000000001,225,1.45,0.89,6750,6750,0,4806,8031,0,2240,0.03196150064468384,-0.019366100430488586,0.02860598,0.09587201774120331,0.293333338946104,-0.5856081962585449,0.001,0.2,-0.039694729000329686,,,
-0.09188488000000002,226,1.33,0.92,6780,6780,0,4829,8067,0,2250,0.09258723258972168,-0.0026352107524871826,0.041386876,0.17814834117889405,0.14666667245328427,-0.7379556834697724,0.001,0.2,-0.0395836197771132,,,
-0.10177085,227,1.34,0.91,6810,6810,0,4850,8102,0,2260,0.5586106777191162,-0.011486995965242386,0.02949476,0.0830985326319933,0.16666667386889458,-0.5704404175281524,0.001,0.2,-0.02245039183336033,,,
-0.10197501,228,1.35,0.9,6840,6840,0,4875,8136,0,2270,0.3779566287994385,-0.024276655167341232,0.013009234,0.10126992389559746,0.08000000342726707,-0.6388878583908081,0.001,0.2,-0.033018043246120496,,,
-0.10209082,229,1.35,0.9,6870,6870,0,4897,8175,0,2280,-0.1887134313583374,-0.04986928775906563,0.045766104,0.06502344571053982,0.17000000327825546,-0.5976268887519837,0.001,0.2,-0.05131250930329188,,,
-0.07092762000000001,230,1.27,0.93,6900,6900,0,4923,8208,0,2290,0.791431725025177,-0.01819632761180401,0.002236414,0.03822677563875913,0.06333333626389503,-0.5683510899543762,0.001,0.2,-0.01432138743810354,,,
-0.07084295000000002,231,1.33,0.92,6930,6930,0,4941,8242,0,2300,-1.4571950435638428,-0.06052422523498535,0.04555107,0.06492517925798894,0.14333333857357503,-0.6320258498191833,0.001,0.2,-0.05218421081081033,,,
-0.07228781,232,1.33,0.92,6960,6960,0,4965,8276,0,2310,0.42373132705688477,-0.02411186695098877,0.042438697,0.0752437550574541,0.24333334043622018,-0.7038989722728729,0.001,0.2,-0.03728643720969558,,,
-0.07254058,233,1.33,0.93,6990,6990,0,4988,8308,0,2320,0.29869621992111206,-0.06157764047384262,0.07386191,0.12458858788013458,0.29333333745598794,-0.8237672209739685,0.001,0.2,-0.062345818194250224,,,
-0.09569904999999998,234,1.39,0.91,7020,7020,0,5007,8342,0,2330,0.2888221740722656,-0.0295051708817482,0.039179437,0.09678557887673378,0.10333333648741246,-0.7282351791858673,0.001,0.2,-0.041495664678513934,,,
-0.12816803,235,1.52,0.88,7050,7050,0,5023,8381,0,2340,0.06100165843963623,0.03623229265213013,0.010603233,0.28366327583789824,0.08333333544433116,-0.7834754765033722,0.001,0.2,-0.022425672081299197,,,
-0.13961459,236,1.51,0.88,7080,7080,0,5041,8414,0,2350,-0.15294206142425537,0.029486924409866333,0.057095148,0.2760965421795845,0.3133333433419466,-0.7960607886314393,0.001,0.2,-0.05219460943092926,,,
-0.13991428,237,1.53,0.88,7110,7110,0,5062,8450,0,2360,0.43500256538391113,-0.03214072436094284,0.04269313,0.13336373567581178,0.25000000521540644,-0.7617646157741547,0.001,0.2,-0.05156230138304352,,,
-0.13947611000000001,238,1.53,0.88,7140,7140,0,5085,8485,0,2370,0.11142754554748535,0.021267879754304886,0.04388495,0.1699058547616005,0.17000000402331353,-0.5414591133594513,0.001,0.2,-0.03331923412159057,,,
-0.12876859999999998,239,1.5,0.89,7170,7170,0,5107,8523,0,2380,0.13450855016708374,-0.05261804908514023,0.049157295,0.0836005762219429,0.19333333857357501,-0.7215259909629822,0.001,0.2,-0.05021082539111319,,,
-0.08608346000000001,240,1.39,0.92,7200,7200,0,5128,8558,0,2390,0.3623356819152832,-0.019652437418699265,0.068597674,0.11565525457262993,0.23666667081415654,-0.7705536425113678,0.001,0.2,-0.04034223579180729,,,
-0.06578310999999999,241,1.33,0.94,7230,7230,0,5152,8591,0,2400,0.06849449872970581,-0.04009532183408737,0.053041928,0.08645156174898147,0.21666667200624942,-0.7676005840301514,0.001,0.2,-0.04179800046607855,,,
-0.0647343,242,1.35,0.94,7260,7260,0,5173,8622,0,2410,0.25658702850341797,-0.05324387550354004,0.028496621,0.013826067140325905,0.19000000581145288,-0.5385167717933654,0.001,0.2,-0.03498674660921068,,,
-0.041948050000000014,243,1.29,0.96,7290,7290,0,5197,8654,0,2420,0.5256048440933228,-0.009447332471609116,0.044625275,0.07378188036382198,0.09333333745598793,-0.46199568808078767,0.001,0.2,-0.014171701723632423,,,
-0.04256144,244,1.3,0.96,7320,7320,0,5222,8690,0,2430,-1.2080597877502441,-0.02574932388961315,0.02694444,0.017347287479788066,0.30000000447034836,-0.45848687887191775,0.001,0.2,-0.020433080922812506,,,
-0.04010791,245,1.24,0.96,7350,7350,0,5249,8723,0,2440,-44.65034103393555,-0.015800531953573227,0.0053836564,0.008493831288069487,0.036666668578982355,-0.5562397748231888,0.001,0.2,-0.006759770673040011,,,
