env/completion_counter,time/total_timesteps,eval/success_rate,eval/mean_ep_length,eval/mean_reward,env/n_steps,env/current_idx,time/fps,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/approx_kl
0,17100,0.92,1.22,-0.0713268250413239,17100,9820,,,,,,,-0.6822899913787842,0.2,-0.09903991222381592,0.26693181827664375,560,0.13035255312919616,-0.062176253465004265,-0.06192696839570999,0.001,0.06859438
,17100,,,,,,0,57,0.67,26174,-0.29014651,1.73,,,,,,,,,,
0,17400,0.9,1.26,-0.06948192868381739,17400,10000,,,,,,,-0.6334382170438766,0.2,-0.09115803241729736,0.2860795456171036,570,0.12238736156374216,-0.05236537985503673,-0.07687316089868546,0.001,0.10231111
,17400,,,,,,0,58,0.69,26600,-0.3178439799999999,1.72,,,,,,,,,,
0,17700,0.88,1.26,-0.030499939513392745,17700,10178,,,,,,,-0.5124259179830551,0.2,0.009489119052886963,0.2295738635957241,580,0.11575690940022469,-0.04221074739471078,-0.06909646093845367,0.001,0.07840999
,17700,,,,,,0,59,0.68,27056,-0.27803154999999996,1.72,,,,,,,,,,
0,18000,0.94,1.14,-0.0486258383654058,18000,10354,,,,,,,-0.6640393054485321,0.2,-0.07066559791564941,0.2608806809782982,590,0.1167704250663519,-0.05202851900830865,-0.0804889053106308,0.001,0.060238104
,18000,,,,,,0,60,0.71,27518,-0.25467615,1.68,,,,,,,,,,
0,18300,0.9,1.3,-0.11106846247334033,18300,10533,,,,,,,-0.670984513759613,0.2,-0.15263795852661133,0.2898011365532875,600,0.11753115244209766,-0.06105788553133607,-0.06627154350280762,0.001,0.0933574
,18300,,,,,,0,61,0.7,27972,-0.26452291999999994,1.74,,,,,,,,,,
0,18600,0.92,1.22,-0.04939439489506185,18600,10711,,,,,,,-0.5734031540155411,0.2,-0.09126460552215576,0.2441761364042759,610,0.114096654728055,-0.056057777293026446,-0.09317843616008759,0.001,0.09801887
,18600,,,,,,0,62,0.74,28432,-0.22748407,1.63,,,,,,,,,,
0,18900,0.86,1.32,-0.1332493001734838,18900,10878,,,,,,,-0.6440870660543442,0.2,9.006261825561523e-05,0.30437500059604644,620,0.12137105785310269,-0.056165484301745894,-0.035126302391290665,0.001,0.13296938
,18900,,,,,,0,63,0.63,28891,-0.30797572,1.8,,,,,,,,,,
0,19200,0.98,1.12,-0.02932068747933954,19200,11055,,,,,,,-0.5630524814128876,0.2,-0.1405431032180786,0.2319318187236786,630,0.157396577000618,-0.04863277151249349,-0.04091648757457733,0.001,0.06285236
,19200,,,,,,0,64,0.72,29322,-0.26453127000000004,1.63,,,,,,,,,,
0,19500,0.94,1.18,-0.02886361433658749,19500,11220,,,,,,,-0.5713732713460922,0.2,0.049775540828704834,0.24630681797862053,640,0.12070621125400066,-0.050844798968173566,-0.04549652710556984,0.001,0.088856205
,19500,,,,,,0,65,0.64,29739,-0.33879374999999995,1.8,,,,,,,,,,
0,19800,0.9,1.24,-0.06927906254306436,19800,11393,,,,,,,-0.5953498321771622,0.2,0.01977628469467163,0.27755681827664375,650,0.1286217273026705,-0.059301314251497386,-0.0721154734492302,0.001,0.11361611
,19800,,,,,,0,66,0.65,30176,-0.34623279,1.84,,,,,,,,,,
0,20100,0.92,1.28,-0.09155789371114224,20100,11566,,,,,,,-0.5952966904640198,0.2,0.03443104028701782,0.26605113565921784,660,0.1127112216502428,-0.052241807281970976,-0.06172940135002136,0.001,0.10286441
,20100,,,,,,0,67,0.77,30597,-0.20019691999999994,1.57,,,,,,,,,,
0,20400,0.88,1.3,-0.13105499638710172,20400,11746,,,,,,,-0.5409947842359543,0.2,0.06216615438461304,0.24420454546809198,670,0.11503487162292003,-0.044178802073001865,-0.03658503293991089,0.001,0.119091906
,20400,,,,,,0,68,0.69,31042,-0.27163864,1.71,,,,,,,,,,
0,20700,0.88,1.32,-0.11365977191366256,20700,11922,,,,,,,-0.5685368424654007,0.2,-0.02994096279144287,0.2838068179786205,680,0.11396121330559254,-0.05398553144186735,-0.050535447895526886,0.001,0.10901897
,20700,,,,,,0,69,0.66,31572,-0.27212937,1.78,,,,,,,,,,
0,21000,0.94,1.12,-0.04796829506289214,21000,12110,,,,,,,-0.511589275598526,0.2,-0.1460667848587036,0.22647727325558661,690,0.13724562138319016,-0.052463318277150395,-0.05082392692565918,0.001,0.06020878
,21000,,,,,,0,70,0.79,32011,-0.16672482000000002,1.49,,,,,,,,,,
0,21300,0.98,1.18,-0.02832310178782791,21300,12294,,,,,,,-0.5006265377998352,0.2,0.04227370023727417,0.2390909093618393,700,0.11003353908658027,-0.05249678514897824,-0.05248132348060608,0.001,0.07744001
,21300,,,,,,0,71,0.73,32463,-0.26826294000000006,1.65,,,,,,,,,,
0,21600,0.94,1.18,-0.02870286797173321,21600,12469,,,,,,,-0.4671339350938797,0.2,-0.021399855613708496,0.18920454621315003,710,0.1269875779375434,-0.04265060380101204,-0.06933242082595825,0.001,0.07502004
,21600,,,,,,0,72,0.68,32911,-0.27972909999999995,1.72,,,,,,,,,,
0,21900,0.9,1.24,-0.06975131731480361,21900,12646,,,,,,,-0.5121115481853485,0.2,-0.13524842262268066,0.24460227251052857,720,0.15236873641610146,-0.04516142602078617,-0.06371665000915527,0.001,0.06704998
,21900,,,,,,0,73,0.65,33381,-0.29985294,1.76,,,,,,,,,,
0,22200,0.92,1.24,-0.04919088278897107,22200,12821,,,,,,,-0.5931882184743881,0.2,0.01384967565536499,0.2823579549789429,730,0.1096022143959999,-0.059455463867634534,-0.0920543223619461,0.001,0.10458948
,22200,,,,,,0,74,0.73,33827,-0.26483077,1.69,,,,,,,,,,
0,22500,0.86,1.34,-0.07293934921734035,22500,13011,,,,,,,-0.49360022008419036,0.2,-0.12228107452392578,0.2315625,740,0.14073913484811784,-0.045761473178863525,-0.09018527716398239,0.001,0.10856656
,22500,,,,,,0,75,0.77,34312,-0.23456751,1.56,,,,,,,,,,
0,22800,0.94,1.18,-0.06970904319547117,22800,13186,,,,,,,-0.5521109086275101,0.2,0.09821903705596924,0.24517045453190803,750,0.10937802206724882,-0.055600844060536475,-0.06348507851362228,0.001,0.071948186
,22800,,,,,,0,76,0.66,34766,-0.29435513,1.76,,,,,,,,,,
0,23100,0.88,1.32,-0.09311480273026973,23100,13367,,,,,,,-0.604730948805809,0.2,-0.059294700622558594,0.28661931812763214,760,0.1245857297256589,-0.055136123960837724,-0.045273736119270325,0.001,0.114566125
,23100,,,,,,0,77,0.74,35201,-0.22281973000000005,1.6,,,,,,,,,,
0,23400,0.9,1.26,-0.07158709817565978,23400,13554,,,,,,,-0.5162372708320617,0.2,0.1555846929550171,0.2933806826174259,770,0.09893826901912689,-0.05424592450261116,-0.06295875459909439,0.001,0.116599284
,23400,,,,,,0,78,0.77,35635,-0.24281015,1.56,,,,,,,,,,
0,23700,0.92,1.26,-0.09145662307273597,23700,13733,,,,,,,-0.4792409813404083,0.2,-0.07452917098999023,0.2568181824684143,780,0.12115870460867882,-0.051729554431512954,-0.06455216556787491,0.001,0.18136068
,23700,,,,,,0,79,0.72,36077,-0.24722262000000003,1.63,,,,,,,,,,
0,24000,0.96,1.12,-0.027631905591115356,24000,13917,,,,,,,-0.47833040475845334,0.2,-0.12280905246734619,0.2288636362552643,790,0.12586561989039183,-0.04841277199797332,-0.04718295484781265,0.001,0.098327085
,24000,,,,,,0,80,0.69,36511,-0.26388857,1.72,,,,,,,,,,
0,24300,0.94,1.16,-0.05080189375672489,24300,14084,,,,,,,-0.5040297162532806,0.2,-0.23949027061462402,0.23636363625526427,800,0.12747773431241513,-0.05404360337182879,-0.07408737391233444,0.001,0.08998597
,24300,,,,,,0,81,0.65,36935,-0.31221108999999997,1.76,,,,,,,,,,
0,24600,0.98,1.06,-0.02694849588908255,24600,14269,,,,,,,-0.5242099058628082,0.2,0.04445803165435791,0.2690909098088741,810,0.12871504060924052,-0.05345222143922001,-0.0482679158449173,0.001,0.13032739
,24600,,,,,,0,82,0.72,37349,-0.23370454000000002,1.62,,,,,,,,,,
0,24900,0.88,1.32,-0.13043154243379831,24900,14431,,,,,,,-0.42806311130523683,0.2,-0.07491636276245117,0.21417613700032234,820,0.1326254530996084,-0.044807152152061464,-0.07327917218208313,0.001,0.087966554
,24900,,,,,,0,83,0.6,37785,-0.34841677,1.85,,,,,,,,,,
0,25200,0.88,1.26,-0.07005969708319754,25200,14620,,,,,,,-0.4826646900177002,0.2,0.060706913471221924,0.23392045482993126,830,0.10813436478376388,-0.0422199209779501,-0.03491448611021042,0.001,0.0836762
,25200,,,,,,0,84,0.78,38232,-0.16888851999999996,1.56,,,,,,,,,,
0,25500,0.92,1.22,-0.028942029499448838,25500,14798,,,,,,,-0.4291491800546646,0.2,-0.00668644905090332,0.2417613622546196,840,0.11901282552629709,-0.04953480609692633,-0.03827335685491562,0.001,0.07538293
,25500,,,,,,0,85,0.71,38658,-0.28355775,1.62,,,,,,,,,,
0,25800,0.82,1.38,-0.1517244425183162,25800,14979,,,,,,,-0.48352011501789094,0.2,0.08793634176254272,0.23383522719144822,850,0.1265706390142441,-0.0502260918263346,-0.05681215599179268,0.001,0.11428318
,25800,,,,,,0,86,0.76,39106,-0.25504042,1.53,,,,,,,,,,
0,26100,0.96,1.12,-0.02731141613330692,26100,15161,,,,,,,-0.5434084904193878,0.2,0.11268377304077148,0.28812500089406967,860,0.12528718039393424,-0.056132242670282724,-0.053606241941452026,0.001,0.11167197
,26100,,,,,,0,87,0.75,39539,-0.20343497999999996,1.56,,,,,,,,,,
0,26400,0.94,1.16,-0.06923858632333577,26400,15344,,,,,,,-0.490364009141922,0.2,0.07399636507034302,0.2552840904891491,870,0.11090100672096014,-0.04737042317166924,-0.055511198937892914,0.001,0.108876586
,26400,,,,,,0,88,0.7,39967,-0.25531092,1.69,,,,,,,,,,
0,26700,0.92,1.18,-0.08996675084345043,26700,15521,,,,,,,-0.49444750607013704,0.2,-0.061118483543395996,0.25511363714933394,880,0.11884410463273526,-0.04875034011900425,-0.05821973457932472,0.001,0.077155724
,26700,,,,,,0,89,0.72,40406,-0.20170326000000002,1.65,,,,,,,,,,
0,27000,0.9,1.3,-0.09085156891029328,27000,15696,,,,,,,-0.4592870306968689,0.2,-0.06077134609222412,0.24465909063816071,890,0.13964908719062805,-0.05203810667619109,-0.014700088649988174,0.001,0.13142525
,27000,,,,,,0,90,0.69,40846,-0.32520727,1.72,,,,,,,,,,
0,27300,0.9,1.22,-0.06916256865486503,27300,15875,,,,,,,-0.4844506311416626,0.2,0.16939663887023926,0.29590909093618395,900,0.10715119656175374,-0.0564600364677608,-0.04516291618347168,0.001,0.12200441
,27300,,,,,,0,91,0.75,41272,-0.25035423,1.58,,,,,,,,,,
