env/completion_counter,time/total_timesteps,eval/success_rate,eval/mean_ep_length,eval/mean_reward,env/n_steps,env/current_idx,time/fps,time/iterations,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,rollout/ep_len_mean,train/entropy_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/n_updates,train/value_loss,train/policy_gradient_loss,train/loss,train/learning_rate,train/approx_kl
,14100,,,,,,0,47,0.73,21645,-0.25159856999999997,1.64,,,,,,,,,,
0,14400,0.82,1.38,-0.1545738082099706,14400,8208,,,,,,,-0.6115948158502579,0.2,0.011420845985412598,0.30071022748947146,470,0.12186114236712456,-0.05276826312765479,-0.032124876976013184,0.001,0.10088541
,14400,,,,,,0,48,0.75,22104,-0.25290211,1.57,,,,,,,,,,
0,14700,0.9,1.22,-0.11094663639552892,14700,8386,,,,,,,-0.5894326198101044,0.2,0.08432728052139282,0.28332386404275894,480,0.10578877858817577,-0.05518107636831701,-0.05871794372797012,0.001,0.09840798
,14700,,,,,,0,49,0.7,22548,-0.28933015,1.67,,,,,,,,,,
0,15000,0.9,1.26,-0.08921630835626275,15000,8567,,,,,,,-0.6546387594938278,0.2,0.116982102394104,0.2526136365532875,490,0.10384012155234813,-0.052145838127471505,-0.04751501977443695,0.001,0.069768526
,15000,,,,,,0,50,0.71,23005,-0.23758489000000002,1.66,,,,,,,,,,
0,15300,0.9,1.26,-0.07014906460419297,15300,8748,,,,,,,-0.6322172516584397,0.2,-0.01908695697784424,0.24639204546809196,500,0.09806698244065046,-0.04853991774842143,-0.053440071642398834,0.001,0.08752285
,15300,,,,,,0,51,0.75,23456,-0.21787992000000003,1.56,,,,,,,,,,
0,15600,0.9,1.24,-0.07018133975565434,15600,8934,,,,,,,-0.6662488812208176,0.2,-0.10762476921081543,0.25701704517006874,510,0.10841715183109045,-0.05320941436104477,-0.06657963991165161,0.001,0.08008562
,15600,,,,,,0,52,0.69,23925,-0.26611065,1.72,,,,,,,,,,
0,15900,0.78,1.46,-0.1924094276688993,15900,9106,,,,,,,-0.6592104411125184,0.2,-0.032991647720336914,0.25190340921282767,520,0.10798101630061865,-0.05910541473800549,-0.07175971567630768,0.001,0.07946001
,15900,,,,,,0,53,0.67,24375,-0.30821629,1.72,,,,,,,,,,
0,16200,0.9,1.26,-0.0911885834299028,16200,9290,,,,,,,-0.635405912399292,0.2,0.09387177228927612,0.2593181823194027,530,0.10019299963489176,-0.051444010937702844,-0.03153088688850403,0.001,0.09133959
,16200,,,,,,0,54,0.73,24845,-0.24158547,1.61,,,,,,,,,,
0,16500,0.86,1.38,-0.11305939781013877,16500,9475,,,,,,,-0.5984004324674607,0.2,-0.14066624641418457,0.23286931827664376,540,0.10713526044040918,-0.053528418662026525,-0.056075118482112885,0.001,0.08883101
,16500,,,,,,0,55,0.74,25300,-0.22266777999999998,1.58,,,,,,,,,,
0,16800,0.9,1.3,-0.050879571521654725,16800,9648,,,,,,,-0.5799791479110717,0.2,0.017633438110351562,0.23255681857466698,550,0.10741431433707475,-0.0509339218121022,-0.06945352256298065,0.001,0.11386764
,16800,,,,,,0,56,0.68,25740,-0.30743929000000003,1.71,,,,,,,,,,
