eval/success_rate,eval/mean_reward,env/completion_counter,env/n_steps,time/total_timesteps,eval/mean_ep_length,env/current_idx,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,train/n_updates,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/loss
0.96,-0.048918645288795234,0,600,600,1.12,309,,,,,,,190,0.274433071911335,-0.03999332345090807,-0.8634652554988861,0.027786143,0.16000000350177288,0.001,0.2,-0.5974235534667969,0.003184571862220764
,,,,600,,,1.78,0.67,2233,-0.2919553999999999,20,0,,,,,,,,,,
0.78,-0.1552838031994179,0,630,630,1.44,329,,,,,,,200,0.18970348536968232,-0.03822822297457602,-0.6492513716220856,0.0233526,0.1066666692495346,0.001,0.2,-0.11916708946228027,-0.016245868057012558
,,,,630,,,1.71,0.69,2357,-0.27192249,21,0,,,,,,,,,,
0.96,-0.04847103865817189,0,660,660,1.18,345,,,,,,,210,0.11262027025222779,-0.04594384649768486,-0.847159469127655,0.033768367,0.15000000409781933,0.001,0.2,0.3238372802734375,-0.06599335372447968
,,,,660,,,1.73,0.68,2470,-0.27831550000000005,22,0,,,,,,,,,,
0.92,-0.028963041212409734,0,690,690,1.18,359,,,,,,,220,0.1646701455116272,-0.06039480710402145,-1.0974450767040254,0.04859485,0.2966666705906391,0.001,0.2,-0.13678646087646484,-0.07942028343677521
,,,,690,,,1.76,0.66,2585,-0.29453596,23,0,,,,,,,,,,
0.88,-0.11121732021681964,0,720,720,1.3,379,,,,,,,230,0.20329387485980988,-0.04479429869602125,-0.6997247338294983,0.0653999,0.27333333939313886,0.001,0.2,-0.21506023406982422,-0.03924157842993736
,,,,720,,,1.68,0.7,2698,-0.2674574,24,0,,,,,,,,,,
0.88,-0.11027843757066876,0,750,750,1.28,398,,,,,,,240,0.19390785247087478,-0.04414404143889743,-0.7676381349563599,0.055047434,0.19666667394340037,0.001,0.2,-0.30157148838043213,-0.023377269506454468
,,,,750,,,1.68,0.71,2833,-0.26136875000000004,25,0,,,,,,,,,,
0.9,-0.11038856874220074,0,780,780,1.28,415,,,,,,,250,0.12114678248763085,-0.03407973861321807,-0.6642572402954101,0.020794487,0.08333333544433116,0.001,0.2,0.18654054403305054,-0.0355246439576149
,,,,780,,,1.69,0.71,2942,-0.27972125000000003,26,0,,,,,,,,,,
0.9,-0.06872204489540308,0,810,810,1.22,434,,,,,,,260,0.21375523656606674,-0.019316519005127118,-0.731709897518158,0.009167713,0.030000001564621924,0.001,0.2,0.17722755670547485,0.019215177744627
,,,,810,,,1.71,0.7,3052,-0.28940945,27,0,,,,,,,,,,
0.94,-0.07331274916883558,0,840,840,1.16,452,,,,,,,270,0.20126591697335244,-0.03520437381540731,-0.7523566365242005,0.029405925,0.10666666887700557,0.001,0.2,-0.30838584899902344,-0.0052554793655872345
,,,,840,,,1.65,0.74,3160,-0.26745673,28,0,,,,,,,,,,
0.92,-0.008965501049533486,0,870,870,1.16,469,,,,,,,280,0.13367710262537003,-0.028086460605263673,-0.7114355862140656,0.01005077,0.1166666705161333,0.001,0.2,0.4354025721549988,-0.016350526362657547
,,,,870,,,1.65,0.73,3271,-0.25949975,29,0,,,,,,,,,,
0.92,-0.068569725304842,0,900,900,1.2,488,,,,,,,290,0.13262470364570617,-0.03972134095927089,-1.137174618244171,0.039272014,0.3300000086426735,0.001,0.2,0.21897387504577637,-0.04330787807703018
,,,,900,,,1.66,0.72,3380,-0.25680608,30,0,,,,,,,,,,
0.96,-0.02767127415165305,0,930,930,1.1,509,,,,,,,300,0.25520481169223785,-0.026410892428830303,-0.9431615889072418,0.0063996194,0.07333333678543567,0.001,0.2,-0.6097100973129272,0.0049927011132240295
,,,,930,,,1.6,0.74,3484,-0.23794826,31,0,,,,,,,,,,
0.9,-0.09437693829182535,0,960,960,1.24,524,,,,,,,310,0.20850724279880523,-0.06094620675469429,-0.9931417107582092,0.07236746,0.21000000424683093,0.001,0.2,-0.16228711605072021,-0.036598287522792816
,,,,960,,,1.65,0.72,3595,-0.26349090999999997,32,0,,,,,,,,,,
0.88,-0.07181419954635203,0,990,990,1.36,540,,,,,,,320,0.1839231550693512,-0.03780573835596446,-0.7841767728328705,0.03100952,0.24000000841915609,0.001,0.2,0.15074580907821655,0.005219899117946625
,,,,990,,,1.72,0.69,3711,-0.28758184999999997,33,0,,,,,,,,,,
0.92,-0.08898770621512085,0,1020,1020,1.22,556,,,,,,,330,0.17268964201211928,-0.06527943108851701,-1.1931939244270324,0.044914786,0.24333333522081374,0.001,0.2,0.1852283477783203,-0.04259937256574631
,,,,1020,,,1.72,0.69,3817,-0.29282763,34,0,,,,,,,,,,
0.9,-0.08953884602990002,0,1050,1050,1.22,574,,,,,,,340,0.1670953154563904,-0.05020870501175523,-1.2266945481300353,0.0329264,0.15666667148470878,0.001,0.2,0.2549978494644165,-0.04505069926381111
,,,,1050,,,1.73,0.69,3929,-0.28996202,35,0,,,,,,,,,,
0.94,-0.050731295137666166,0,1080,1080,1.2,588,,,,,,,350,0.17324933782219887,-0.0604578365323444,-1.0962555766105653,0.035943024,0.19333334043622016,0.001,0.2,0.04706406593322754,-0.03487499803304672
,,,,1080,,,1.8,0.67,4043,-0.29697027,36,0,,,,,,,,,,
0.84,-0.09479714312590659,0,1110,1110,1.42,606,,,,,,,360,0.1662707544863224,-0.07998269420117143,-1.1360360026359557,0.09092589,0.32333333417773247,0.001,0.2,0.09998548030853271,-0.06474466621875763
,,,,1110,,,1.83,0.67,4164,-0.29605025,37,0,,,,,,,,,,
0.92,-0.04925428246147931,0,1140,1140,1.22,626,,,,,,,370,0.17180887311697007,-0.0551716610789299,-0.9788760483264923,0.051677786,0.19333333969116212,0.001,0.2,-0.01584649085998535,-0.031483329832553864
,,,,1140,,,1.76,0.69,4280,-0.28220348,38,0,,,,,,,,,,
0.86,-0.11204686020035297,0,1170,1170,1.36,640,,,,,,,380,0.1695508748292923,-0.07831038847565637,-0.920911717414856,0.09316942,0.2900000028312206,0.001,0.2,0.045188844203948975,-0.07146166265010834
,,,,1170,,,1.81,0.66,4401,-0.30840574,39,0,,,,,,,,,,
0.9,-0.09071786101907492,0,1200,1200,1.3,655,,,,,,,390,0.23960585594177247,-0.041992427570124134,-0.7400689244270324,0.02345308,0.3566666699945927,0.001,0.2,0.09594351053237915,0.00400756299495697
,,,,1200,,,1.83,0.66,4506,-0.27441668,40,0,,,,,,,,,,
0.86,-0.13044133534654975,0,1230,1230,1.34,673,,,,,,,400,0.2903065741062164,-0.0426773551013321,-0.7390781939029694,0.029990816,0.126666671782732,0.001,0.2,-0.7286152839660645,0.012547381222248077
,,,,1230,,,1.81,0.68,4620,-0.256772,41,0,,,,,,,,,,
0.84,-0.1743223095498979,0,1260,1260,1.36,691,,,,,,,410,0.1520316444337368,-0.04750152266273879,-0.7146581470966339,0.044923846,0.2166666727513075,0.001,0.2,-0.28281283378601074,-0.030904483050107956
,,,,1260,,,1.76,0.71,4737,-0.23828305,42,0,,,,,,,,,,
0.96,-0.04978774991817772,0,1290,1290,1.16,708,,,,,,,420,0.13384358435869217,-0.045090377032756736,-0.6083169400691986,0.05770468,0.16000000312924384,0.001,0.2,0.12244004011154175,-0.023678239434957504
,,,,1290,,,1.78,0.7,4851,-0.24177232000000004,43,0,,,,,,,,,,
0.94,-0.06997585589066148,0,1320,1320,1.2,726,,,,,,,430,0.17634323090314866,-0.03839403750064481,-0.8094453632831573,0.038634192,0.13666667155921458,0.001,0.2,0.22976213693618774,-0.00433630496263504
,,,,1320,,,1.8,0.7,4960,-0.2645699799999999,44,0,,,,,,,,,,
0.94,-0.06937299182172865,0,1350,1350,1.2,750,,,,,,,440,0.16476200968027116,-0.018061825590945803,-0.6119231343269348,0.04521972,0.08666667118668556,0.001,0.2,0.42101138830184937,0.018772799521684647
,,,,1350,,,1.59,0.79,5072,-0.19315854000000002,45,0,,,,,,,,,,
0.96,-0.04778312410227954,0,1380,1380,1.12,769,,,,,,,450,0.11000309363007546,-0.026524577876553223,-0.5428848445415497,0.024180977,0.0733333345502615,0.001,0.2,0.1591475009918213,-0.03128166124224663
,,,,1380,,,1.56,0.8,5182,-0.193943,46,0,,,,,,,,,,
0.9,-0.09082674988545478,0,1410,1410,1.3,788,,,,,,,460,0.17034732103347777,-0.01240120302148462,-0.5804861545562744,0.024175618,0.09000000096857548,0.001,0.2,0.3732655644416809,0.047282516956329346
,,,,1410,,,1.54,0.78,5301,-0.21124868,47,0,,,,,,,,,,
0.92,-0.08977862895932048,0,1440,1440,1.22,808,,,,,,,470,0.1854114755988121,-0.041141935481379475,-0.7867705762386322,0.034237377,0.113333335891366,0.001,0.2,0.07172626256942749,0.00150366872549057
,,,,1440,,,1.48,0.8,5410,-0.18498859,48,0,,,,,,,,,,
0.92,-0.06904080544598401,0,1470,1470,1.22,828,,,,,,,480,0.1521482363343239,-0.02546514320992479,-0.7461965382099152,0.034150798,0.10333333760499955,0.001,0.2,0.10034751892089844,0.011242520064115524
,,,,1470,,,1.47,0.8,5526,-0.18258918000000002,49,0,,,,,,,,,,
0.9,-0.1133539048070088,0,1500,1500,1.22,848,,,,,,,490,0.22732741981744767,-0.037455505579710294,-0.9035031497478485,0.02028122,0.18666667267680168,0.001,0.2,0.11256706714630127,0.02003706991672516
,,,,1500,,,1.52,0.79,5634,-0.19501482,50,0,,,,,,,,,,
0.88,-0.11464472515974194,0,1530,1530,1.32,867,,,,,,,500,0.19184610247612,-0.04671289622783661,-0.5292269080877304,0.044471562,0.18333333879709243,0.001,0.2,-0.3017629384994507,0.017924480140209198
,,,,1530,,,1.54,0.79,5756,-0.20640183999999995,51,0,,,,,,,,,,
0.84,-0.14979451302438973,0,1560,1560,1.34,890,,,,,,,510,0.2187750443816185,-0.028401638645057757,-0.558204710483551,0.015272216,0.07666666842997075,0.001,0.2,0.15159833431243896,0.04388599470257759
,,,,1560,,,1.45,0.85,5873,-0.15536365000000002,52,0,,,,,,,,,,
0.92,-0.06822931276634335,0,1590,1590,1.2,908,,,,,,,520,0.1430995434522629,-0.026263966159894993,-0.574686336517334,0.039423715,0.08666666895151139,0.001,0.2,-0.0022826194763183594,0.006014470010995865
,,,,1590,,,1.5,0.83,5988,-0.19034035999999996,53,0,,,,,,,,,,
0.96,-0.047369343186728655,0,1620,1620,1.12,927,,,,,,,530,0.2251226171851158,-0.01835246947904423,-0.4368445038795471,0.023148177,0.09666667021811008,0.001,0.2,0.16137433052062988,0.060245580971241
,,,,1620,,,1.53,0.81,6090,-0.21317255999999996,54,0,,,,,,,,,,
0.92,-0.08992825489491224,0,1650,1650,1.16,945,,,,,,,540,0.18478304743766785,-0.015817849154894592,-0.5010014355182648,0.026355155,0.046666669100522994,0.001,0.2,0.1693512201309204,0.04130985960364342
,,,,1650,,,1.54,0.8,6193,-0.23938143,55,0,,,,,,,,,,
0.94,-0.05107859692536294,0,1680,1680,1.24,963,,,,,,,550,0.18510909974575043,-0.02905912803175532,-0.60829758644104,0.019663088,0.09333333633840084,0.001,0.2,0.25810056924819946,0.01147189736366272
,,,,1680,,,1.56,0.78,6316,-0.24430909000000003,56,0,,,,,,,,,,
0.88,-0.13302062104921789,0,1710,1710,1.3,980,,,,,,,560,0.2539654433727264,-0.01858284908734866,-0.2989345327019691,0.0738667,0.04000000208616257,0.001,0.2,-0.22104477882385254,0.04451875388622284
,,,,1710,,,1.65,0.74,6439,-0.26682891999999997,57,0,,,,,,,,,,
0.92,-0.07158096081577242,0,1740,1740,1.26,999,,,,,,,570,0.14005740880966186,-0.01385759608626067,-0.2579766631126404,0.04369327,0.026666668057441712,0.001,0.2,0.007527530193328857,0.006808876991271973
,,,,1740,,,1.63,0.74,6557,-0.24583827,58,0,,,,,,,,,,
0.92,-0.029882455198094248,0,1770,1770,1.24,1015,,,,,,,580,0.16562114357948304,-0.00011063246444491526,-0.19166351854801178,9.319385e-05,0.0,0.001,0.2,0.08255153894424438,0.04977280646562576
,,,,1770,,,1.71,0.7,6667,-0.27471817,59,0,,,,,,,,,,
0.92,-0.08873784217983484,0,1800,1800,1.2,1035,,,,,,,590,0.20889799892902375,-0.005711993452471908,-0.16302453130483627,0.006213041,0.023333334550261497,0.001,0.2,0.13762521743774414,0.07336987555027008
,,,,1800,,,1.69,0.7,6781,-0.2601764,60,0,,,,,,,,,,
0.9,-0.0886948436498642,0,1830,1830,1.22,1052,,,,,,,600,0.16774601116776466,-0.0026145299580337066,-0.08986276686191559,0.002553314,0.013333334028720856,0.001,0.2,0.3204435110092163,0.055597785860300064
,,,,1830,,,1.69,0.7,6899,-0.24547419999999995,61,0,,,,,,,,,,
0.9,-0.09514637473970651,0,1860,1860,1.24,1071,,,,,,,610,0.21785872876644136,-0.0007097393396422902,-0.1278662845492363,7.217328e-05,0.0,0.001,0.2,-0.0005968809127807617,0.07235553115606308
,,,,1860,,,1.67,0.72,7032,-0.24795615999999998,62,0,,,,,,,,,,
0.94,-0.06784771276637912,0,1890,1890,1.16,1092,,,,,,,620,0.1782413214445114,-0.010705583438587674,-0.1562255211174488,0.03455271,0.046666669100522994,0.001,0.2,0.15134167671203613,0.05790264531970024
,,,,1890,,,1.62,0.75,7154,-0.24826455,63,0,,,,,,,,,,
0.88,-0.13355431888252497,0,1920,1920,1.32,1109,,,,,,,630,0.17450335025787353,-0.010904076912750683,-0.08698709458112716,0.018953312,0.04333333559334278,0.001,0.2,0.06375104188919067,0.05307228863239288
,,,,1920,,,1.59,0.76,7276,-0.23859036999999997,64,0,,,,,,,,,,
0.98,-0.008663587509654463,0,1950,1950,1.12,1129,,,,,,,640,0.19317211210727692,-0.011044268886714014,-0.18806624859571458,0.011465744,0.03333333507180214,0.001,0.2,0.03638863563537598,0.0534668043255806
,,,,1950,,,1.6,0.76,7389,-0.24877248000000002,65,0,,,,,,,,,,
0.92,-0.02919469082728028,0,1980,1980,1.16,1143,,,,,,,650,0.19403732866048812,1.360972735930943e-06,-0.047558891028165816,1.9073487e-07,0.0,0.001,0.2,0.06344902515411377,0.07294054329395294
,,,,1980,,,1.63,0.75,7505,-0.25079801999999995,66,0,,,,,,,,,,
0.94,-0.05008655956014991,0,2010,2010,1.22,1163,,,,,,,660,0.1663962945342064,-0.00012624224088835233,-0.04900969117879868,0.00011805097,0.0,0.001,0.2,0.2547997832298279,0.0460757315158844
,,,,2010,,,1.59,0.77,7617,-0.21885949000000005,67,0,,,,,,,,,,
0.94,-0.028103719605132936,0,2040,2040,1.14,1180,,,,,,,670,0.08550501093268395,-0.011458927573015209,-0.05190693363547325,0.05085997,0.026666668057441712,0.001,0.2,0.2455763816833496,0.006208800710737705
,,,,2040,,,1.65,0.74,7728,-0.2514839,68,0,,,,,,,,,,
0.92,-0.048241214016452434,0,2070,2070,1.2,1200,,,,,,,680,0.19031950160861016,0.00020238518671256145,-0.06436847634613514,1.1662643e-06,0.0,0.001,0.2,0.11399328708648682,0.05657370388507843
,,,,2070,,,1.65,0.74,7836,-0.24116610000000002,69,0,,,,,,,,,,
0.96,-0.04803437261842191,0,2100,2100,1.16,1222,,,,,,,690,0.22394248694181443,-9.30249688886331e-06,-0.05881208255887031,2.3841858e-08,0.0,0.001,0.2,-1.3579351902008057,0.06441639363765717
,,,,2100,,,1.61,0.77,7947,-0.21136308000000004,70,0,,,,,,,,,,
0.9,-0.10916038575582206,0,2130,2130,1.24,1242,,,,,,,700,0.18268707841634751,-0.00012903312625587305,-0.06730561032891273,3.4372013e-07,0.0,0.001,0.2,0.12281632423400879,0.08095500618219376
,,,,2130,,,1.53,0.79,8078,-0.18838607,71,0,,,,,,,,,,
0.88,-0.09077013497706503,0,2160,2160,1.36,1260,,,,,,,710,0.1507273331284523,-0.0004693072077863292,-0.07198619470000267,1.4311076e-05,0.0,0.001,0.2,0.18260794878005981,0.04886974021792412
,,,,2160,,,1.54,0.79,8202,-0.21360204000000002,72,0,,,,,,,,,,
0.96,-0.04723996006883681,0,2190,2190,1.1,1279,,,,,,,720,0.12563546597957612,-0.00018075764304121834,-0.08155436217784881,2.1338462e-06,0.0,0.001,0.2,0.3030775785446167,0.0408313162624836
,,,,2190,,,1.51,0.8,8313,-0.20115434000000001,73,0,,,,,,,,,,
0.96,-0.028461511405184867,0,2220,2220,1.12,1302,,,,,,,730,0.1407715804874897,-0.00019889722579726765,-0.11367354691028594,0.00013472239,0.0,0.001,0.2,0.19173961877822876,0.036322157829999924
,,,,2220,,,1.47,0.82,8418,-0.20163536,74,0,,,,,,,,,,
0.98,-0.027056969664990903,0,2250,2250,1.08,1320,,,,,,,740,0.10609465092420578,-0.006067164521664381,-0.08275057449936866,0.022355389,0.030000001564621924,0.001,0.2,0.2800947427749634,0.020462246611714363
,,,,2250,,,1.52,0.8,8522,-0.22365346,75,0,,,,,,,,,,
0.94,-0.048686087536625566,0,2280,2280,1.14,1340,,,,,,,750,0.22540055960416794,-0.0002485519619585652,-0.068442552536726,2.3007392e-06,0.0,0.001,0.2,-0.2845653295516968,0.06830475479364395
,,,,2280,,,1.53,0.81,8624,-0.22483924000000002,76,0,,,,,,,,,,
0.84,-0.11237599204294384,0,2310,2310,1.4,1360,,,,,,,760,0.12380647882819176,-2.6964545553820328e-05,-0.06203517802059651,7.152558e-08,0.0,0.001,0.2,0.28531885147094727,0.04315263032913208
,,,,2310,,,1.52,0.81,8741,-0.2114138,77,0,,,,,,,,,,
0.9,-0.07004552450962365,0,2340,2340,1.24,1378,,,,,,,770,0.1608726277947426,-3.7736942816302134e-05,-0.06268466413021087,1.5099843e-07,0.0,0.001,0.2,-0.03463947772979736,0.054087407886981964
,,,,2340,,,1.51,0.81,8857,-0.18671260999999997,78,0,,,,,,,,,,
0.9,-0.09300647368654609,0,2370,2370,1.24,1402,,,,,,,780,0.13218341246247292,-0.00024073819541325925,-0.06945590749382972,5.1458676e-07,0.0,0.001,0.2,0.1539621353149414,0.03881760314106941
,,,,2370,,,1.51,0.8,8966,-0.19625014000000005,79,0,,,,,,,,,,
0.96,-0.04949953048955649,0,2400,2400,1.16,1422,,,,,,,790,0.10242517292499542,-0.0018688775012074999,-0.08374473080039024,7.27872e-05,0.0,0.001,0.2,0.2948501706123352,0.029232488945126534
,,,,2400,,,1.47,0.82,9083,-0.16419924000000002,80,0,,,,,,,,,,
0.94,-0.028743812437169253,0,2430,2430,1.18,1442,,,,,,,800,0.11831245571374893,-0.0010574577248673833,-0.0583557803183794,0.0019951602,0.013333334028720856,0.001,0.2,0.019364535808563232,0.039223603904247284
,,,,2430,,,1.47,0.82,9192,-0.16466114999999998,81,0,,,,,,,,,,
0.84,-0.15521045823115856,0,2460,2460,1.44,1464,,,,,,,810,0.2317952498793602,-0.0011131046287482516,-0.07035988569259644,0.016752671,0.023333334550261497,0.001,0.2,-0.22788119316101074,0.08550817519426346
,,,,2460,,,1.42,0.85,9316,-0.14246071999999999,82,0,,,,,,,,,,
0.94,-0.0701803248655051,0,2490,2490,1.14,1482,,,,,,,820,0.10654346719384193,-0.009603181431690899,-0.04846121557056904,0.01438762,0.030000001564621924,0.001,0.2,0.03762727975845337,0.027787085622549057
,,,,2490,,,1.43,0.85,9424,-0.13261081,83,0,,,,,,,,,,
0.82,-0.15030733855906875,0,2520,2520,1.36,1500,,,,,,,830,0.20256846994161606,-2.4835169257642063e-05,-0.037694958969950676,2.4636586e-07,0.0,0.001,0.2,0.012286782264709473,0.08795692026615143
,,,,2520,,,1.51,0.81,9552,-0.16398512,84,0,,,,,,,,,,
0.96,-0.04806227185763419,0,2550,2550,1.16,1518,,,,,,,840,0.2091875910758972,-1.5703737856931355e-05,-0.033594326302409175,2.7815501e-08,0.0,0.001,0.2,0.17853611707687378,0.08297712355852127
,,,,2550,,,1.54,0.78,9662,-0.18680392999999998,85,0,,,,,,,,,,
0.82,-0.1540813293727115,0,2580,2580,1.38,1537,,,,,,,850,0.20821953415870667,-0.004529484975306986,-0.08411277905106544,0.0064909416,0.020000001043081285,0.001,0.2,0.04642987251281738,0.07048863172531128
,,,,2580,,,1.59,0.76,9780,-0.18944561999999998,86,0,,,,,,,,,,
0.9,-0.0900996820256114,0,2610,2610,1.3,1557,,,,,,,860,0.15369326397776603,1.6910086163335335e-06,-0.03150963857769966,0.0,0.0,0.001,0.2,0.039521098136901855,0.05126200243830681
,,,,2610,,,1.6,0.75,9898,-0.19993546,87,0,,,,,,,,,,
0.88,-0.10967758867889643,0,2640,2640,1.32,1578,,,,,,,870,0.12921086922287942,-0.0059330194552119405,-0.06896033696830273,0.004479402,0.023333334550261497,0.001,0.2,0.27570080757141113,0.0354062095284462
,,,,2640,,,1.55,0.78,10025,-0.20662043,88,0,,,,,,,,,,
0.9,-0.06955105255357921,0,2670,2670,1.22,1599,,,,,,,880,0.23088348954916,-1.0804335472514027e-06,-0.03717510066926479,1.7881394e-08,0.0,0.001,0.2,0.10067176818847656,0.1029086783528328
,,,,2670,,,1.53,0.8,10145,-0.2030782,89,0,,,,,,,,,,
1.0,-0.006181033584289253,0,2700,2700,1.02,1619,,,,,,,890,0.18955574333667755,-1.8679797670184684e-05,-0.036555946245789527,2.3444494e-07,0.0,0.001,0.2,0.20211589336395264,0.08418317139148712
,,,,2700,,,1.47,0.83,10250,-0.18766907,90,0,,,,,,,,,,
0.9,-0.06924983443226665,0,2730,2730,1.22,1636,,,,,,,900,0.18865090906620025,-0.017671986799687112,-0.05853681564331055,0.0038290261,0.046666669100522994,0.001,0.2,-0.0810079574584961,0.0583232082426548
,,,,2730,,,1.52,0.79,10361,-0.20770310999999997,91,0,,,,,,,,,,
0.92,-0.04834976041689515,0,2760,2760,1.2,1656,,,,,,,910,0.18589848577976226,-0.02152709906920789,-0.2541804701089859,0.21965125,0.1033333383500576,0.001,0.2,0.09046828746795654,0.035130664706230164
,,,,2760,,,1.52,0.79,10478,-0.20747088000000002,92,0,,,,,,,,,,
0.96,-0.04803507217671722,0,2790,2790,1.1,1673,,,,,,,920,0.14511509239673615,-0.005251558399759304,-0.030073224753141403,0.0063986955,0.023333334550261497,0.001,0.2,0.11844372749328613,0.038269128650426865
,,,,2790,,,1.6,0.75,10594,-0.22568207000000004,93,0,,,,,,,,,,
0.9,-0.1111513096652925,0,2820,2820,1.22,1693,,,,,,,930,0.21150878071784973,-0.03065358903259039,-0.12779231145977973,0.28856117,0.08333333507180214,0.001,0.2,-0.1529160737991333,0.03211918845772743
,,,,2820,,,1.58,0.74,10706,-0.22369143000000002,94,0,,,,,,,,,,
0.96,-0.008492706571705639,0,2850,2850,1.12,1713,,,,,,,940,0.11144540607929229,-2.5007526322262662e-05,-0.021819944307208062,5.9604645e-08,0.0,0.001,0.2,0.3798058032989502,0.02839505672454834
,,,,2850,,,1.57,0.75,10809,-0.21488152999999993,95,0,,,,,,,,,,
0.9,-0.09143355874344707,0,2880,2880,1.28,1732,,,,,,,950,0.18824340403079987,-5.499894621507906e-07,-0.02069003526121378,0.0,0.0,0.001,0.2,-0.52425217628479,0.04999370500445366
,,,,2880,,,1.57,0.77,10925,-0.21781668999999998,96,0,,,,,,,,,,
