eval/success_rate,eval/mean_reward,env/completion_counter,env/n_steps,time/total_timesteps,eval/mean_ep_length,env/current_idx,rollout/ep_len_mean,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,train/n_updates,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/clip_range,train/explained_variance,train/loss
0.94,-0.06920539421960711,0,240,240,1.12,114,,,,,,,70,0.18266620635986328,-0.06115889568502712,-1.606356692314148,0.0594598,0.36666667014360427,0.001,0.2,0.11461323499679565,-0.05018613114953041
,,,,240,,,2.13,0.5,908,-0.4866425300000001,8,0,,,,,,,,,,
0.9,-0.1130205746460706,0,270,270,1.24,132,,,,,,,80,0.18662640005350112,-0.05203845869749788,-1.5398688793182373,0.024910327,0.1566666703671217,0.001,0.2,-0.33793747425079346,-0.06449319422245026
,,,,270,,,2.01,0.55,1018,-0.43425838999999994,9,0,,,,,,,,,,
0.94,-0.049655699878931044,0,300,300,1.2,148,,,,,,,90,0.143288903683424,-0.0657526599119107,-1.4868317246437073,0.034218557,0.21333333663642406,0.001,0.2,0.1265963315963745,-0.08677221834659576
,,,,300,,,1.91,0.61,1122,-0.3782219699999999,10,0,,,,,,,,,,
0.88,-0.1131918043177575,0,330,330,1.3,163,,,,,,,100,0.2306528829038143,-0.046580964997410754,-1.3087483644485474,0.027186962,0.14666667021811008,0.001,0.2,-0.9412941932678223,-0.058149807155132294
,,,,330,,,1.89,0.62,1240,-0.3738280199999999,11,0,,,,,,,,,,
0.88,-0.1102900068461895,0,360,360,1.28,181,,,,,,,110,0.2977064669132233,-0.03375401789632928,-1.3284429073333741,0.011902201,0.07333333492279052,0.001,0.2,-0.7565640211105347,-0.028345640748739243
,,,,360,,,1.87,0.63,1351,-0.3707726799999999,12,0,,,,,,,,,,
0.86,-0.0914452341152355,0,390,390,1.34,193,,,,,,,120,0.24633776247501374,-0.029613703952636607,-1.2965103030204772,0.021172792,0.07000000067055226,0.001,0.2,0.00518488883972168,0.009182088077068329
,,,,390,,,1.95,0.59,1467,-0.37897593999999996,13,0,,,,,,,,,,
0.9,-0.07396507468540221,0,420,420,1.34,209,,,,,,,130,0.13296161070466042,-0.03821858586898692,-1.1820103883743287,0.031641163,0.12000000365078449,0.001,0.2,0.27913808822631836,-0.04627289995551109
,,,,420,,,1.9,0.61,1580,-0.3299748700000001,14,0,,,,,,,,,,
0.92,-0.03307505219709128,0,450,450,1.16,225,,,,,,,140,0.23994292244315146,-0.047771341803794165,-1.3368502020835877,0.030063547,0.1733333382755518,0.001,0.2,-0.9824644327163696,-0.048154864460229874
,,,,450,,,1.92,0.6,1682,-0.3387308000000001,15,0,,,,,,,,,,
0.9,-0.09027689699083567,0,480,480,1.22,240,,,,,,,150,0.26861695796251295,-0.043830232651283385,-1.232265877723694,0.026000308,0.4399999983608723,0.001,0.2,-0.42246127128601074,0.0006534457206726074
,,,,480,,,1.96,0.58,1782,-0.34239924,16,0,,,,,,,,,,
0.9,-0.10959928130730986,0,510,510,1.28,257,,,,,,,160,0.3002782821655273,-0.0421115902966509,-1.3103602409362793,0.040641174,0.1766666706651449,0.001,0.2,-0.5680755376815796,0.017919160425662994
,,,,510,,,1.9,0.61,1889,-0.33304638000000003,17,0,,,,,,,,,,
0.9,-0.1102415191847831,0,540,540,1.28,274,,,,,,,170,0.18820467889308928,-0.0757398486385743,-1.0261301696300507,0.08518423,0.41333333402872086,0.001,0.2,-0.004919767379760742,-0.06665941327810287
,,,,540,,,1.9,0.61,2017,-0.31227777999999995,18,0,,,,,,,,,,
0.96,-0.04838785861618817,0,570,570,1.14,288,,,,,,,180,0.11237989701330661,-0.053112116648990335,-1.2314190983772277,0.027732825,0.14000000320374967,0.001,0.2,0.1465495228767395,-0.08727269619703293
,,,,570,,,1.92,0.6,2125,-0.32668582999999995,19,0,,,,,,,,,,
