eval/mean_reward,env/current_idx,eval/mean_ep_length,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/n_updates,train/loss,train/clip_fraction,train/clip_range,train/value_loss
-0.05099400878883898,5014,1.34,10110,10110,0.94,0,,,,,,,-0.006870207609608769,0.2980267405509949,8.145968211081822e-09,0.0,0.001,3360,0.07843922823667526,0.0,0.2,0.17013682574033737
,,,,10110,,,0,337,40707,1.99,0.81,-0.19340130999999997,,,,,,,,,,
-0.03361773800570518,5030,1.5,10140,10140,0.96,0,,,,,,,-0.007153990911319852,0.14413881301879883,-3.052751261112263e-07,0.0,0.001,3370,0.05306760594248772,0.0,0.2,0.12841201722621917
,,,,10140,,,0,338,40833,1.99,0.82,-0.20318833000000003,,,,,,,,,,
-0.1550168355833739,5050,1.66,10170,10170,0.86,0,,,,,,,-0.006825531926006078,0.0370335578918457,2.2451083236951773e-08,0.0,0.001,3380,0.12436266243457794,0.0,0.2,0.27573005855083466
,,,,10170,,,0,339,40974,1.97,0.82,-0.20411561000000006,,,,,,,,,,
-0.029604205554351212,5071,1.26,10200,10200,0.98,0,,,,,,,-0.0070175004191696646,0.24439162015914917,-2.152721048975792e-07,0.0,0.001,3390,0.06597281992435455,0.0,0.2,0.1546062007546425
,,,,10200,,,0,340,41079,1.79,0.85,-0.17065240000000007,,,,,,,,,,
-0.0978115771850571,5088,1.42,10230,10230,0.92,0,,,,,,,-0.006941800657659769,-43.40526580810547,7.172425600110444e-08,0.0,0.001,3400,0.009890119545161724,0.0,0.2,0.04062102548778057
,,,,10230,,,0,341,41192,1.75,0.87,-0.13897930000000003,,,,,,,,,,
-0.07158758162055165,5100,1.42,10260,10260,0.94,0,,,,,,,-0.007285136170685292,0.13795340061187744,-5.761782420066197e-08,0.0,0.001,3410,0.058197151869535446,0.0,0.2,0.1395372934639454
,,,,10260,,,0,342,41315,1.78,0.86,-0.15619759,,,,,,,,,,
-0.05245492191053927,5118,1.46,10290,10290,0.96,0,,,,,,,-0.0069835667964071035,-0.0805504322052002,2.376735244169481e-08,0.0,0.001,3420,0.1205492690205574,0.0,0.2,0.3093934416770935
,,,,10290,,,0,343,41431,1.68,0.9,-0.12295202999999999,,,,,,,,,,
-0.009998600212857128,5133,1.26,10320,10320,1.0,0,,,,,,,-0.006896870024502277,0.420471727848053,3.874301963691096e-08,0.0,0.001,3430,0.06284266710281372,0.0,0.2,0.21904379427433013
,,,,10320,,,0,344,41540,1.73,0.88,-0.13949775999999997,,,,,,,,,,
-0.09242950360756368,5147,1.38,10350,10350,0.92,0,,,,,,,-0.0072205893229693174,0.02324497699737549,-2.1795431566218325e-07,0.0,0.001,3440,0.1311579793691635,0.0,0.2,0.3262555539608002
,,,,10350,,,0,345,41656,1.85,0.86,-0.16625127000000003,,,,,,,,,,
-0.03269204783253372,5157,1.36,10380,10380,0.96,0,,,,,,,-0.0069250813219696285,0.2904300093650818,-2.572933914812836e-08,0.0,0.001,3450,0.08275529742240906,0.0,0.2,0.19214241951704025
,,,,10380,,,0,346,41771,1.96,0.82,-0.20680781,,,,,,,,,,
-0.06986957237590104,5171,1.34,10410,10410,0.94,0,,,,,,,-0.006966865621507168,0.16051459312438965,-9.864568646378302e-08,0.0,0.001,3460,0.08206037431955338,0.0,0.2,0.1922932505607605
,,,,10410,,,0,347,41879,2.09,0.8,-0.23359260000000004,,,,,,,,,,
-0.12296795720234513,5187,1.58,10440,10440,0.88,0,,,,,,,-0.006842945097014308,0.3208646774291992,4.221995713038495e-08,0.0,0.001,3470,0.0910664051771164,0.0,0.2,0.2270292818546295
,,,,10440,,,0,348,42010,2.11,0.79,-0.25306307,,,,,,,,,,
-0.14341234792489557,5202,1.72,10470,10470,0.86,0,,,,,,,-0.0069096915423870085,0.26627033948898315,-2.443790481088115e-08,0.0,0.001,3480,0.0793871283531189,0.0,0.2,0.18358344882726668
,,,,10470,,,0,349,42147,2.02,0.82,-0.22381595000000004,,,,,,,,,,
-0.09333745143841952,5216,1.44,10500,10500,0.92,0,,,,,,,-0.006900492729619146,0.28979694843292236,-1.986823150446071e-10,0.0,0.001,3490,0.06423551589250565,0.0,0.2,0.1436018854379654
,,,,10500,,,0,350,42269,2.19,0.78,-0.2678583,,,,,,,,,,
-0.053714502649381754,5231,1.46,10530,10530,0.94,0,,,,,,,-0.006951011531054973,0.023529529571533203,4.023313602274925e-08,0.0,0.001,3500,0.09804823994636536,0.0,0.2,0.22694383412599564
,,,,10530,,,0,351,42385,2.12,0.79,-0.24803998,,,,,,,,,,
-0.07418936774600297,5245,1.44,10560,10560,0.92,0,,,,,,,-0.0069165310822427275,0.19805413484573364,-1.500050270664133e-08,0.0,0.001,3510,0.09585370868444443,0.0,0.2,0.19809594601392747
,,,,10560,,,0,352,42512,2.12,0.79,-0.24595896999999997,,,,,,,,,,
-0.09193673620466143,5260,1.48,10590,10590,0.9,0,,,,,,,-0.006960329553112388,0.3786581754684448,-2.3563702788997887e-07,0.0,0.001,3520,0.06682735681533813,0.0,0.2,0.15576065331697464
,,,,10590,,,0,353,42636,2.07,0.8,-0.2394435,,,,,,,,,,
-0.07271571915596724,5274,1.36,10620,10620,0.94,0,,,,,,,-0.006961202155798674,-0.06813549995422363,-1.023213060058481e-07,0.0,0.001,3530,0.12744274735450745,0.0,0.2,0.3031742811203003
,,,,10620,,,0,354,42753,1.99,0.81,-0.22468782,,,,,,,,,,
-0.008606521878391504,5287,1.18,10650,10650,1.0,0,,,,,,,-0.007003555167466402,0.28381162881851196,-1.7682711006550278e-07,0.0,0.001,3540,0.09127727895975113,0.0,0.2,0.19930487126111984
,,,,10650,,,0,355,42862,2.09,0.78,-0.26162376000000004,,,,,,,,,,
-0.010651814634911716,5303,1.32,10680,10680,0.98,0,,,,,,,-0.006906588422134518,0.22059935331344604,-8.66254174169967e-08,0.0,0.001,3550,0.061874259263277054,0.0,0.2,0.16399138942360877
,,,,10680,,,0,356,42987,2.09,0.78,-0.26754102999999996,,,,,,,,,,
-0.05024247488938272,5318,1.32,10710,10710,0.96,0,,,,,,,-0.006881811935454607,0.4437667727470398,-9.63608441928443e-09,0.0,0.001,3560,0.0531020350754261,0.0,0.2,0.15027416571974755
,,,,10710,,,0,357,43098,2.03,0.79,-0.25170043,,,,,,,,,,
-0.030205417717806996,5338,1.26,10740,10740,0.98,0,,,,,,,-0.00698842965066433,-0.09620034694671631,-1.0927517934966603e-08,0.0,0.001,3570,0.09243205934762955,0.0,0.2,0.23703667670488357
,,,,10740,,,0,358,43208,1.99,0.8,-0.24822081000000001,,,,,,,,,,
-0.11812074863351882,5353,1.56,10770,10770,0.88,0,,,,,,,-0.007033487083390355,0.07463008165359497,-6.931523532927031e-08,0.0,0.001,3580,0.06619973480701447,0.0,0.2,0.1603667765855789
,,,,10770,,,0,359,43329,1.94,0.82,-0.22093282000000003,,,,,,,,,,
-0.030964218848384916,5372,1.34,10800,10800,0.98,0,,,,,,,-0.006928410567343235,0.17307567596435547,-1.3113021934962888e-08,0.0,0.001,3590,0.11850592494010925,0.0,0.2,0.2641617402434349
,,,,10800,,,0,360,43442,1.84,0.85,-0.19825437,,,,,,,,,,
-0.05378435875289142,5391,1.38,10830,10830,0.96,0,,,,,,,-0.006896265363320708,0.40619808435440063,-7.390975920174014e-08,0.0,0.001,3600,0.05391895771026611,0.0,0.2,0.1969431959092617
,,,,10830,,,0,361,43574,1.74,0.87,-0.15339988,,,,,,,,,,
-0.0946064999513328,5413,1.36,10860,10860,0.92,0,,,,,,,-0.006899111857637763,-2.450650691986084,-6.079673759984417e-08,0.0,0.001,3610,0.018554706126451492,0.0,0.2,0.04666784256696701
,,,,10860,,,0,362,43687,1.6,0.91,-0.09280834999999998,,,,,,,,,,
-0.049511924809776245,5424,1.28,10890,10890,0.94,0,,,,,,,-0.00703839878551662,-52.89853286743164,-1.3132889953304527e-07,0.0,0.001,3620,0.0045006126165390015,0.0,0.2,0.020452810265123845
,,,,10890,,,0,363,43793,1.73,0.88,-0.11793207000000003,,,,,,,,,,
-0.050583469509147105,5443,1.24,10920,10920,0.96,0,,,,,,,-0.007161315064877272,0.16769373416900635,-9.536743208471422e-08,0.0,0.001,3630,0.11216238141059875,0.0,0.2,0.32534573078155515
,,,,10920,,,0,364,43906,1.7,0.88,-0.11205074999999999,,,,,,,,,,
-0.031082467301748695,5462,1.3,10950,10950,0.96,0,,,,,,,-0.006882140226662159,0.16440826654434204,-4.51008480339965e-08,0.0,0.001,3640,0.07738298177719116,0.0,0.2,0.17514121234416963
,,,,10950,,,0,365,44016,1.63,0.89,-0.08669023,,,,,,,,,,
-0.05864179402589798,5479,1.38,10980,10980,0.96,0,,,,,,,-0.006885535968467593,0.008687973022460938,-2.5590260697150315e-07,0.0,0.001,3650,0.06497349590063095,0.0,0.2,0.13815666288137435
,,,,10980,,,0,366,44127,1.72,0.86,-0.11694871,,,,,,,,,,
-0.07152817597612739,5494,1.36,11010,11010,0.94,0,,,,,,,-0.006898429384455085,0.17566156387329102,-2.9802317946803216e-09,0.0,0.001,3660,0.07677607238292694,0.0,0.2,0.23977437764406204
,,,,11010,,,0,367,44236,1.75,0.86,-0.13951983,,,,,,,,,,
-0.09382679265458137,5517,1.46,11040,11040,0.9,0,,,,,,,-0.007016484625637531,0.2530600428581238,-3.904104270979758e-08,0.0,0.001,3670,0.09963629394769669,0.0,0.2,0.2267463982105255
,,,,11040,,,0,368,44357,1.71,0.86,-0.13777108,,,,,,,,,,
-0.07571661619469523,5532,1.44,11070,11070,0.92,0,,,,,,,-0.007034201733767986,-5.620023250579834,-5.622704968288872e-08,0.0,0.001,3680,0.009793348610401154,0.0,0.2,0.07714835982769727
,,,,11070,,,0,369,44480,1.65,0.87,-0.12081932000000001,,,,,,,,,,
-0.006426122817210853,5548,1.06,11100,11100,1.0,0,,,,,,,-0.0069752739742398265,0.2509230375289917,-4.996856013406159e-08,0.0,0.001,3690,0.12095910310745239,0.0,0.2,0.3026474967598915
,,,,11100,,,0,370,44576,1.72,0.85,-0.14305616000000002,,,,,,,,,,
-0.07130903297103941,5565,1.38,11130,11130,0.94,0,,,,,,,-0.007164267916232347,0.26511651277542114,-1.2516975100851368e-08,0.0,0.001,3700,0.08835331350564957,0.0,0.2,0.21955142319202423
,,,,11130,,,0,371,44684,1.72,0.86,-0.14402791000000004,,,,,,,,,,
-0.07062726988922804,5582,1.34,11160,11160,0.94,0,,,,,,,-0.0069741977378726,0.309390664100647,-7.192293782765091e-08,0.0,0.001,3710,0.07876593619585037,0.0,0.2,0.19622880071401597
,,,,11160,,,0,372,44793,1.72,0.86,-0.15627157,,,,,,,,,,
-0.09426160207949578,5595,1.54,11190,11190,0.92,0,,,,,,,-0.006846117647364735,0.4033821225166321,-4.2517980602951865e-08,0.0,0.001,3720,0.057910725474357605,0.0,0.2,0.14250892028212547
,,,,11190,,,0,373,44922,1.76,0.86,-0.15626273,,,,,,,,,,
-0.09330410372465849,5609,1.42,11220,11220,0.92,0,,,,,,,-0.007052440289407968,0.2218950390815735,-1.212457803489997e-07,0.0,0.001,3730,0.07937409728765488,0.0,0.2,0.1761610373854637
,,,,11220,,,0,374,45036,1.88,0.83,-0.18779677,,,,,,,,,,
-0.029057054785080253,5622,1.2,11250,11250,0.98,0,,,,,,,-0.007122746715322137,0.1801973581314087,-1.794099806495808e-07,0.0,0.001,3740,0.06963038444519043,0.0,0.2,0.15990275591611863
,,,,11250,,,0,375,45140,1.94,0.83,-0.20083196,,,,,,,,,,
-0.051204095976427194,5635,1.36,11280,11280,0.96,0,,,,,,,-0.0069844498299062256,0.2913627624511719,-5.741914224088873e-08,0.0,0.001,3750,0.050234295427799225,0.0,0.2,0.13129672929644584
,,,,11280,,,0,376,45260,2.04,0.81,-0.21905397999999998,,,,,,,,,,
-0.0725351532176137,5652,1.42,11310,11310,0.94,0,,,,,,,-0.007278499566018582,0.23306137323379517,-2.606709775587746e-07,0.0,0.001,3760,0.06934011727571487,0.0,0.2,0.16501161456108093
,,,,11310,,,0,377,45374,2.05,0.81,-0.21892547,,,,,,,,,,
-0.1177200736058876,5670,1.72,11340,11340,0.88,0,,,,,,,-0.006878292560577393,-0.09428107738494873,-1.0798374843190572e-07,0.0,0.001,3770,0.07820901274681091,0.0,0.2,0.19405003488063813
,,,,11340,,,0,378,45515,2.02,0.82,-0.18766246000000003,,,,,,,,,,
-0.009203313277103007,5684,1.18,11370,11370,0.98,0,,,,,,,-0.006899569742381572,-7.254695892333984,2.8510890004440624e-08,0.0,0.001,3780,0.015870731323957443,0.0,0.2,0.055522667430341247
,,,,11370,,,0,379,45615,2.07,0.81,-0.18509500999999998,,,,,,,,,,
-0.05381160564254969,5700,1.34,11400,11400,0.96,0,,,,,,,-0.0070428382605314255,0.11636340618133545,-5.960464601884042e-08,0.0,0.001,3790,0.07842118293046951,0.0,0.2,0.1996426075696945
,,,,11400,,,0,380,45718,1.94,0.84,-0.166856,,,,,,,,,,
-0.03028505722992122,5715,1.24,11430,11430,0.98,0,,,,,,,-0.006889212829992175,0.326630175113678,-6.258487772470289e-08,0.0,0.001,3800,0.07004877179861069,0.0,0.2,0.15566904991865158
,,,,11430,,,0,381,45817,1.95,0.83,-0.18160349000000003,,,,,,,,,,
-0.054618493458256125,5731,1.46,11460,11460,0.92,0,,,,,,,-0.007105797901749611,0.284492552280426,-6.020069083234603e-08,0.0,0.001,3810,0.07493795454502106,0.0,0.2,0.16377484947443008
,,,,11460,,,0,382,45943,1.89,0.84,-0.16667358,,,,,,,,,,
-0.031094783414155246,5747,1.34,11490,11490,0.98,0,,,,,,,-0.0068973577581346035,0.6089010238647461,-9.487072558655995e-08,0.0,0.001,3820,0.026581568643450737,0.0,0.2,0.0704354252666235
,,,,11490,,,0,383,46050,1.86,0.84,-0.16493585999999996,,,,,,,,,,
-0.07468030485324562,5761,1.46,11520,11520,0.92,0,,,,,,,-0.006957102380692959,0.3318113088607788,-1.0843078381839178e-07,0.0,0.001,3830,0.06597081571817398,0.0,0.2,0.1598459377884865
,,,,11520,,,0,384,46167,1.96,0.82,-0.19747208,,,,,,,,,,
-0.02891115430276841,5776,1.16,11550,11550,0.98,0,,,,,,,-0.006954343570396304,0.5118205547332764,-1.961986277887462e-08,0.0,0.001,3840,0.045406170189380646,0.0,0.2,0.10646761059761048
,,,,11550,,,0,385,46261,2.0,0.81,-0.22084635,,,,,,,,,,
-0.05294141287915408,5792,1.5,11580,11580,0.96,0,,,,,,,-0.006999352388083935,0.186101496219635,-3.377597579401481e-09,0.0,0.001,3850,0.08525671809911728,0.0,0.2,0.19804538339376448
,,,,11580,,,0,386,46376,2.0,0.82,-0.22119634999999996,,,,,,,,,,
-0.11255316654220224,5810,1.52,11610,11610,0.9,0,,,,,,,-0.007043338101357222,-0.1530367136001587,-3.198782740909678e-08,0.0,0.001,3860,0.07279022783041,0.0,0.2,0.2566282868385315
,,,,11610,,,0,387,46497,1.85,0.85,-0.17317141,,,,,,,,,,
-0.052845382443629206,5827,1.5,11640,11640,0.94,0,,,,,,,-0.006987230386584997,0.32280778884887695,-2.49346102432213e-08,0.0,0.001,3870,0.05024924874305725,0.0,0.2,0.11970532536506653
,,,,11640,,,0,388,46691,1.88,0.85,-0.17410121,,,,,,,,,,
-0.11731240455061197,5848,1.42,11670,11670,0.9,0,,,,,,,-0.0071630057413130995,0.19237983226776123,-2.6921431457438415e-07,0.0,0.001,3880,0.04965822026133537,0.0,0.2,0.11224910244345665
,,,,11670,,,0,389,46801,1.79,0.87,-0.14310580999999997,,,,,,,,,,
