eval/mean_reward,env/current_idx,eval/mean_ep_length,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,time/fps,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,rollout/ep_rew_mean,train/entropy_loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/n_updates,train/loss,train/clip_fraction,train/clip_range,train/value_loss
-0.07736488263122737,10,1.58,30,30,0.9,0,,,,,,,,,,,,,,,,
,,,,30,,,0,1,138,3.111111111111111,0.5555555555555556,-0.5187434444444445,,,,,,,,,,
-0.13621739329770208,17,1.64,60,60,0.88,0,,,,,,,-1.9422896385192872,-1.3782155513763428,-0.05480713753650588,0.012871975,0.001,10,-0.08991681039333344,0.11000000275671482,0.2,0.21024263706058263
,,,,60,,,0,2,266,3.5625,0.4375,-0.630078625,,,,,,,,,,
-0.12453646442387253,27,1.5,90,90,0.9,0,,,,,,,-1.9383710980415345,0.04618728160858154,-0.04722773982522384,0.01942742,0.001,20,-0.06407888978719711,0.17333333417773247,0.2,0.16025641262531282
,,,,90,,,0,3,392,3.423076923076923,0.5,-0.607025923076923,,,,,,,,,,
-0.19181471525225788,34,2.0,120,120,0.82,0,,,,,,,-1.9179495692253112,0.08516907691955566,-0.060681921237458705,0.028687505,0.001,30,-0.06085799261927605,0.20666666850447654,0.2,0.15852672308683396
,,,,120,,,0,4,539,3.515151515151515,0.45454545454545453,-0.6520566060606061,,,,,,,,,,
-0.13036201192997396,42,1.56,150,150,0.9,0,,,,,,,-1.8691815972328185,0.3689610958099365,-0.043085892467740194,0.031593144,0.001,40,-0.06973779946565628,0.14000000208616256,0.2,0.16168829537928103
,,,,150,,,0,5,665,3.5609756097560976,0.43902439024390244,-0.6152026585365854,,,,,,,,,,
-0.20734146528411657,53,1.98,180,180,0.82,0,,,,,,,-1.8265299439430236,-0.11041462421417236,-0.05877102726449586,0.030134583,0.001,50,-0.07915005087852478,0.2933333322405815,0.2,0.1462827082723379
,,,,180,,,0,6,814,3.4615384615384617,0.5,-0.5363924423076922,,,,,,,,,,
-0.05345914968289435,61,1.22,210,210,0.96,0,,,,,,,-1.8604967832565307,-0.21826207637786865,-0.05306515909265723,0.05550191,0.001,60,-0.06043168902397156,0.39999999590218066,0.2,0.17718432247638702
,,,,210,,,0,7,923,3.5,0.5,-0.5471595166666667,,,,,,,,,,
-0.05302531303372234,71,1.36,240,240,0.94,0,,,,,,,-1.8383210062980653,-1.4475617408752441,-0.05498713312049688,0.033507038,0.001,70,-0.018840692937374115,0.26000000461935996,0.2,0.3548525184392929
,,,,240,,,0,8,1040,3.4,0.5285714285714286,-0.5078776857142858,,,,,,,,,,
-0.07297510576434434,82,1.34,270,270,0.94,0,,,,,,,-1.8259022235870361,0.4622434973716736,-0.04421760183138144,0.018599363,0.001,80,-0.07705268263816833,0.09666666947305202,0.2,0.09957169219851494
,,,,270,,,0,9,1154,3.3209876543209877,0.5555555555555556,-0.4810341358024692,,,,,,,,,,
-0.09386651173699648,93,1.58,300,300,0.92,0,,,,,,,-1.8204211831092834,0.3385224938392639,-0.046178030724016494,0.027279543,0.001,90,-0.062474362552165985,0.17666666805744172,0.2,0.1294183973222971
,,,,300,,,0,10,1297,3.25,0.5760869565217391,-0.4653377826086956,,,,,,,,,,
-0.05196037421468645,109,1.44,330,330,0.94,0,,,,,,,-1.7233375906944275,-0.8977079391479492,-0.0417419034708292,0.028602334,0.001,100,-0.024284273386001587,0.2633333373814821,0.2,0.25260127931833265
,,,,330,,,0,11,1411,3.05,0.62,-0.42253622,,,,,,,,,,
-0.07859050781000405,122,1.36,360,360,0.94,0,,,,,,,-1.7086828470230102,0.20453131198883057,-0.04544603126899638,0.018603815,0.001,110,-0.05189106985926628,0.11000000424683094,0.2,0.19483110085129737
,,,,360,,,0,12,1526,2.87,0.65,-0.37994466000000005,,,,,,,,,,
-0.07808450885582716,134,1.46,390,390,0.92,0,,,,,,,-1.6819347143173218,0.11118173599243164,-0.05976684753938279,0.042840388,0.001,120,0.000797659158706665,0.3466666653752327,0.2,0.25428793430328367
,,,,390,,,0,13,1642,2.73,0.7,-0.32473606,,,,,,,,,,
-0.07202861457597465,146,1.3,420,420,0.94,0,,,,,,,-1.4808425426483154,-0.33899998664855957,-0.05956701303987462,0.06314532,0.001,130,-0.04781744256615639,0.2900000050663948,0.2,0.21164586171507835
,,,,420,,,0,14,1762,2.57,0.74,-0.30375643,,,,,,,,,,
-0.028926885863766075,161,1.2,450,450,0.98,0,,,,,,,-1.2376942873001098,0.15962845087051392,-0.03994534871851414,0.03346028,0.001,140,-0.03094981610774994,0.2733333379030228,0.2,0.10283910930156707
,,,,450,,,0,15,1870,2.39,0.76,-0.27356425999999995,,,,,,,,,,
-0.09165006566327065,175,1.38,480,480,0.92,0,,,,,,,-1.1778890013694763,-0.2047591209411621,-0.03322351955149046,0.018852018,0.001,150,-0.03459620103240013,0.10000000335276127,0.2,0.213187175989151
,,,,480,,,0,16,1990,2.27,0.78,-0.25438066000000004,,,,,,,,,,
-0.029441513186320663,187,1.18,510,510,0.98,0,,,,,,,-1.1077138900756835,-0.643619179725647,-0.03448552644501142,0.01772521,0.001,160,-0.021627791225910187,0.13000000454485416,0.2,0.20693173334002496
,,,,510,,,0,17,2094,2.21,0.79,-0.24129777,,,,,,,,,,
-0.049988420042209325,198,1.3,540,540,0.94,0,,,,,,,-1.1241642475128173,-0.8591947555541992,-0.01001873761570704,0.012022076,0.001,170,0.06123335286974907,0.06000000275671482,0.2,0.2983036920428276
,,,,540,,,0,18,2209,2.31,0.78,-0.24912438,,,,,,,,,,
-0.0962577767111361,214,1.42,570,570,0.92,0,,,,,,,-1.098401916027069,-0.17285263538360596,-0.020607203131852093,0.021635734,0.001,180,0.010845459997653961,0.09333333373069763,0.2,0.20370473489165306
,,,,570,,,0,19,2323,2.3,0.79,-0.24625000000000002,,,,,,,,,,
-0.10206850232556462,228,1.54,600,600,0.92,0,,,,,,,-1.2905130505561828,0.01278609037399292,-0.04176186618395148,0.025374433,0.001,190,-0.078385129570961,0.1500000048428774,0.2,0.11656861156225204
,,,,600,,,0,20,2452,2.22,0.8,-0.21695348000000003,,,,,,,,,,
-0.02974476053379476,239,1.24,630,630,0.98,0,,,,,,,-1.3881998896598815,0.146844744682312,-0.046377916711693244,0.011102182,0.001,200,-0.07635984569787979,0.21000000201165675,0.2,0.12081538997590542
,,,,630,,,0,21,2569,2.23,0.8,-0.22337273,,,,,,,,,,
-0.0704396840557456,251,1.36,660,660,0.94,0,,,,,,,-1.2453720569610596,0.33148193359375,-0.04876261904525272,0.054787707,0.001,210,-0.049675147980451584,0.2200000047683716,0.2,0.13632086366415025
,,,,660,,,0,22,2692,2.32,0.8,-0.22984771,,,,,,,,,,
-0.0305021828180179,260,1.3,690,690,0.98,0,,,,,,,-1.2037326097488403,0.4275524616241455,-0.0505807699014742,0.022363689,0.001,220,-0.0645032674074173,0.2566666714847088,0.2,0.09063581265509128
,,,,690,,,0,23,2804,2.39,0.78,-0.2517849,,,,,,,,,,
-0.07175492781214415,276,1.36,720,720,0.94,0,,,,,,,-1.3701555848121643,-0.21172964572906494,-0.03049330785560116,0.035039783,0.001,230,0.03041037917137146,0.1400000039488077,0.2,0.32274602353572845
,,,,720,,,0,24,2929,2.38,0.78,-0.25265165,,,,,,,,,,
-0.07369333338458091,290,1.52,750,750,0.92,0,,,,,,,-1.4032634139060973,0.31841152906417847,-0.024714692192307198,0.019780936,0.001,240,0.010743580758571625,0.09333333745598793,0.2,0.1941697269678116
,,,,750,,,0,25,3057,2.31,0.81,-0.22900699000000002,,,,,,,,,,
-0.07063485191669315,306,1.28,780,780,0.94,0,,,,,,,-1.1477655053138733,0.01711273193359375,-0.06152526418368005,0.06691547,0.001,250,-0.03562384098768234,0.4100000012665987,0.2,0.17561284452676773
,,,,780,,,0,26,3166,2.26,0.81,-0.22637115000000005,,,,,,,,,,
-0.05180887918453664,320,1.28,810,810,0.96,0,,,,,,,-1.1134298324584961,-0.04769313335418701,-0.014304905615669484,0.020543264,0.001,260,0.005681317299604416,0.08333333618938923,0.2,0.16223596259951592
,,,,810,,,0,27,3279,2.28,0.8,-0.23463686,,,,,,,,,,
-0.006872625881806016,332,1.08,840,840,1.0,0,,,,,,,-1.072905993461609,0.200658917427063,-0.04197685750822222,0.016130764,0.001,270,-0.027537189424037933,0.1366666704416275,0.2,0.15036996677517891
,,,,840,,,0,28,3382,2.22,0.82,-0.22870199,,,,,,,,,,
-0.05256387630477548,346,1.34,870,870,0.96,0,,,,,,,-1.1086580157279968,-0.46483588218688965,-0.041872538006864524,0.020518577,0.001,280,-0.048821017146110535,0.08333333730697631,0.2,0.17534329742193222
,,,,870,,,0,29,3500,2.23,0.81,-0.23542924000000007,,,,,,,,,,
-0.0734817745955661,360,1.4,900,900,0.92,0,,,,,,,-0.9384145438671112,-0.17901134490966797,-0.027752011621681394,0.04408786,0.001,290,0.00744377076625824,0.11666667126119137,0.2,0.21185948699712753
,,,,900,,,0,30,3630,2.13,0.84,-0.19529596,,,,,,,,,,
-0.07819732475560158,374,1.52,930,930,0.92,0,,,,,,,-1.0222900927066803,-0.09666192531585693,-0.03120005230264109,0.022200348,0.001,300,-0.010005760937929153,0.1166666716337204,0.2,0.13389186710119247
,,,,930,,,0,31,3752,2.13,0.82,-0.22141088,,,,,,,,,,
-0.0999880675598979,391,1.54,960,960,0.9,0,,,,,,,-0.7563472986221313,0.15167087316513062,-0.032395855182160996,0.033198398,0.001,310,0.0692773163318634,0.1533333383500576,0.2,0.28448121845722196
,,,,960,,,0,32,3882,2.09,0.81,-0.23151482999999998,,,,,,,,,,
-0.07286736136302352,402,1.38,990,990,0.94,0,,,,,,,-0.5759742200374603,0.19428062438964844,-0.01135944237311679,0.0060638627,0.001,320,0.09360840171575546,0.06666666939854622,0.2,0.30568396896123884
,,,,990,,,0,33,4004,2.16,0.8,-0.23662206000000002,,,,,,,,,,
-0.03063404210843146,419,1.3,1020,1020,0.96,0,,,,,,,-0.5908878147602081,0.10888206958770752,-0.008430929565026135,0.002687005,0.001,330,0.022515563294291496,0.0,0.2,0.13851078003644943
,,,,1020,,,0,34,4119,2.11,0.81,-0.23076733000000005,,,,,,,,,,
-0.05139451122842729,438,1.36,1050,1050,0.96,0,,,,,,,-0.7701575756072998,0.23778295516967773,-0.019600067220938655,0.006554254,0.001,340,-0.005524754524230957,0.10333333611488342,0.2,0.179150727391243
,,,,1050,,,0,35,4233,1.99,0.83,-0.20271656000000005,,,,,,,,,,
-0.07271767007187009,451,1.42,1080,1080,0.92,0,,,,,,,-0.8734226822853088,0.48031187057495117,-0.05425286808361616,0.04443225,0.001,350,-0.07446516305208206,0.12333333753049373,0.2,0.04352178741246462
,,,,1080,,,0,36,4353,1.98,0.83,-0.20290896999999997,,,,,,,,,,
-0.030877681011334063,467,1.16,1110,1110,0.98,0,,,,,,,-0.567773950099945,0.170748770236969,-0.02162947939708886,0.01107554,0.001,360,0.025250311940908432,0.08666667081415654,0.2,0.16689118891954421
,,,,1110,,,0,37,4458,1.91,0.85,-0.19563347000000003,,,,,,,,,,
-0.04978173753712326,483,1.28,1140,1140,0.94,0,,,,,,,-0.5386351943016052,0.38702887296676636,-0.026587388810391133,0.031300288,0.001,370,-0.03166573867201805,0.09000000283122063,0.2,0.11517420895397663
,,,,1140,,,0,38,4572,1.89,0.87,-0.17091923,,,,,,,,,,
-0.04849324316717684,502,1.2,1170,1170,0.96,0,,,,,,,-0.4460070163011551,-0.512825608253479,-0.019911158736795186,0.05089961,0.001,380,0.020358050242066383,0.146666669473052,0.2,0.15747175365686417
,,,,1170,,,0,39,4685,1.78,0.9,-0.1431035,,,,,,,,,,
-0.029374987022019922,514,1.18,1200,1200,0.98,0,,,,,,,-0.3500111520290375,-0.2769300937652588,-0.014630108564160782,0.0041391808,0.001,390,-0.003828650340437889,0.030000001564621924,0.2,0.06771383211016654
,,,,1200,,,0,40,4788,1.85,0.88,-0.15976943,,,,,,,,,,
-0.09857496142853052,528,1.56,1230,1230,0.9,0,,,,,,,-0.3073487401008606,-0.4206141233444214,-0.014135691560028718,0.017526785,0.001,400,0.09129869937896729,0.043333334103226664,0.2,0.3131510391831398
,,,,1230,,,0,41,4928,1.88,0.86,-0.17588039,,,,,,,,,,
-0.07885684736073018,542,1.4,1260,1260,0.92,0,,,,,,,-0.3757277697324753,0.2411004900932312,-0.008698906592714373,0.009157223,0.001,410,0.06275531649589539,0.020000001043081285,0.2,0.18830945044755937
,,,,1260,,,0,42,5043,1.97,0.83,-0.21528013999999998,,,,,,,,,,
-0.0510023701377213,560,1.24,1290,1290,0.96,0,,,,,,,-0.3871835172176361,0.2735621929168701,-0.014374571611794274,0.023160424,0.001,420,0.03076859936118126,0.0533333346247673,0.2,0.16128183901309967
,,,,1290,,,0,43,5157,1.92,0.82,-0.22547934000000003,,,,,,,,,,
-0.05484768548514694,570,1.38,1320,1320,0.96,0,,,,,,,-0.2631141051650047,0.3166860342025757,-0.012755743892242499,0.008515352,0.001,430,0.011431865394115448,0.04333333559334278,0.2,0.13789237700402737
,,,,1320,,,0,44,5268,2.02,0.81,-0.23457259,,,,,,,,,,
-0.2003304955549538,581,1.84,1350,1350,0.8,0,,,,,,,-0.18362458199262618,0.010081171989440918,-0.002337347443584292,0.0015972456,0.001,440,0.07120917737483978,0.006666667014360428,0.2,0.22514910101890565
,,,,1350,,,0,45,5412,2.15,0.77,-0.26850034000000006,,,,,,,,,,
-0.09679702333640307,597,1.68,1380,1380,0.88,0,,,,,,,-0.24070301204919814,-0.17534875869750977,-0.010245201447978757,0.01203537,0.001,450,0.04630447179079056,0.020000001043081285,0.2,0.2313526190817356
,,,,1380,,,0,46,5547,2.19,0.76,-0.27956664,,,,,,,,,,
-0.03012816747650504,615,1.32,1410,1410,0.96,0,,,,,,,-0.35283041596412656,0.2981260418891907,-0.007556098401546763,0.013864519,0.001,460,0.04409028962254524,0.04333333559334278,0.2,0.15283988788723946
,,,,1410,,,0,47,5686,2.06,0.79,-0.23822697,,,,,,,,,,
-0.03273440707474947,628,1.4,1440,1440,0.94,0,,,,,,,-0.3885951995849609,-1.2750828266143799,-0.01684951218621187,0.011841941,0.001,470,-0.003507602959871292,0.030000001564621924,0.2,0.07393083609640598
,,,,1440,,,0,48,5806,2.1,0.8,-0.23518103,,,,,,,,,,
-0.056226081433705985,644,1.38,1470,1470,0.94,0,,,,,,,-0.2371365174651146,-0.0979839563369751,-0.0027304486138746142,0.0026729167,0.001,480,0.0785326287150383,0.04666666761040687,0.2,0.21094522029161453
,,,,1470,,,0,49,5937,2.08,0.81,-0.20870732000000003,,,,,,,,,,
-0.09679485313594341,663,1.54,1500,1500,0.9,0,,,,,,,-0.2348325476050377,0.2961730360984802,-0.000198309027782706,1.4921029e-05,0.001,490,0.05682993307709694,0.0,0.2,0.14716739803552628
,,,,1500,,,0,50,6063,2.04,0.82,-0.18674948,,,,,,,,,,
-0.05345268609002232,675,1.34,1530,1530,0.96,0,,,,,,,-0.2851187288761139,0.5075085163116455,-0.0009602204844123107,0.00049196085,0.001,500,0.01920659840106964,0.0,0.2,0.06579091735184192
,,,,1530,,,0,51,6181,1.98,0.83,-0.17290574,,,,,,,,,,
-0.06336323082447053,692,1.34,1560,1560,0.96,0,,,,,,,-0.3437269300222397,0.2519047260284424,-0.007858567333314604,0.01083154,0.001,510,0.039535507559776306,0.023333334550261497,0.2,0.16162597984075547
,,,,1560,,,0,52,6304,1.85,0.85,-0.16624666999999999,,,,,,,,,,
-0.07061528241727501,709,1.34,1590,1590,0.94,0,,,,,,,-0.49152677953243257,0.29386985301971436,-0.005809745994241311,0.007308237,0.001,520,0.05967741832137108,0.020000001043081285,0.2,0.18310138136148452
,,,,1590,,,0,53,6451,1.89,0.84,-0.19148128999999997,,,,,,,,,,
-0.03306843189522624,726,1.44,1620,1620,0.94,0,,,,,,,-0.5474384248256683,0.277920663356781,-0.01469732164987363,0.017234096,0.001,530,0.03521965444087982,0.09333333596587182,0.2,0.16834645271301268
,,,,1620,,,0,54,6573,1.89,0.83,-0.19959173,,,,,,,,,,
-0.07170405349228531,744,1.26,1650,1650,0.94,0,,,,,,,-0.4518831878900528,0.3337823152542114,-0.0026756853797026635,0.0022138318,0.001,540,0.03334985673427582,0.010000000521540642,0.2,0.11283108666539192
,,,,1650,,,0,55,6680,1.76,0.87,-0.16475418,,,,,,,,,,
-0.05035513996612281,757,1.32,1680,1680,0.96,0,,,,,,,-0.3446168273687363,-0.20854699611663818,-0.01658696197904632,0.02535552,0.001,550,0.02385336346924305,0.07000000141561032,0.2,0.14003527089953421
,,,,1680,,,0,56,6792,1.86,0.86,-0.18580061999999997,,,,,,,,,,
-0.009026053687557578,773,1.16,1710,1710,1.0,0,,,,,,,-0.25918433219194414,-0.3176290988922119,-0.0024325242693885585,0.0025328437,0.001,560,0.058855872601270676,0.010000000521540642,0.2,0.21071620732545854
,,,,1710,,,0,57,6908,1.91,0.86,-0.18554062999999996,,,,,,,,,,
-0.11595804228447378,782,1.6,1740,1740,0.88,0,,,,,,,-0.32152388989925385,0.2344754934310913,-0.0049192134663462285,0.024509758,0.001,570,0.04059068113565445,0.046666669100522994,0.2,0.12855986580252649
,,,,1740,,,0,58,7042,1.99,0.84,-0.21224707999999995,,,,,,,,,,
-0.029639756293036043,802,1.3,1770,1770,0.98,0,,,,,,,-0.4168592244386673,0.030000805854797363,-0.00817535420414046,0.0030492544,0.001,580,0.09686417877674103,0.053333335742354396,0.2,0.3111672788858414
,,,,1770,,,0,59,7161,1.93,0.86,-0.18362525999999998,,,,,,,,,,
-0.06971848384011536,813,1.32,1800,1800,0.94,0,,,,,,,-0.3929002910852432,0.18694591522216797,-0.00044038483970023636,9.989739e-06,0.001,590,0.05536290258169174,0.0,0.2,0.2997866474092007
,,,,1800,,,0,60,7287,2.04,0.83,-0.20322111000000004,,,,,,,,,,
-0.028048825319856405,830,1.16,1830,1830,0.98,0,,,,,,,-0.45972962081432345,0.20042479038238525,-0.013563128341920815,0.012629674,0.001,600,0.056796595454216,0.0533333346247673,0.2,0.334881404042244
,,,,1830,,,0,61,7396,2.02,0.84,-0.19506017999999997,,,,,,,,,,
-0.07198656887747347,845,1.36,1860,1860,0.94,0,,,,,,,-0.5050234764814376,0.2784941792488098,-0.01714622259760894,0.010711473,0.001,610,0.026665890589356422,0.026666668057441712,0.2,0.15392287448048592
,,,,1860,,,0,62,7516,2.09,0.82,-0.21402601000000002,,,,,,,,,,
-0.029921951266005636,858,1.3,1890,1890,0.94,0,,,,,,,-0.5495624423027039,0.17963993549346924,-0.004145849919101963,0.002068925,0.001,620,0.03872078284621239,0.01666666753590107,0.2,0.16188519448041916
,,,,1890,,,0,63,7643,2.05,0.81,-0.23225156999999996,,,,,,,,,,
-0.008125058454461397,873,1.14,1920,1920,1.0,0,,,,,,,-0.5930529177188874,0.45679378509521484,-0.020269167871835414,0.018388927,0.001,630,-0.014129366725683212,0.08333333507180214,0.2,0.10234511680901051
,,,,1920,,,0,64,7752,2.09,0.8,-0.2531046599999999,,,,,,,,,,
-0.09479799814056605,887,1.54,1950,1950,0.9,0,,,,,,,-0.646399301290512,0.08048564195632935,-0.0045475506014192035,0.01682884,0.001,640,0.07497811317443848,0.08000000417232514,0.2,0.24227739125490189
,,,,1950,,,0,65,7881,2.03,0.81,-0.22093876,,,,,,,,,,
-0.11444054156541825,899,1.56,1980,1980,0.9,0,,,,,,,-0.7304909467697144,-0.4238373041152954,-0.006707705132721386,0.009577369,0.001,650,0.04953905940055847,0.023333334550261497,0.2,0.20110556930303575
,,,,1980,,,0,66,8013,2.14,0.8,-0.238957,,,,,,,,,,
-0.07065588237717747,912,1.32,2010,2010,0.94,0,,,,,,,-0.921882164478302,0.03924572467803955,-0.027949540220821856,0.026276456,0.001,660,0.030517879873514175,0.13000000417232513,0.2,0.21736673563718795
,,,,2010,,,0,67,8133,2.08,0.81,-0.23535759000000003,,,,,,,,,,
-0.03218551359139383,925,1.38,2040,2040,0.96,0,,,,,,,-1.0051178216934205,0.09472620487213135,-0.042491642208769775,0.024100455,0.001,670,-0.017423897981643677,0.08333333618938923,0.2,0.1839904382824898
,,,,2040,,,0,68,8252,2.19,0.78,-0.28099823,,,,,,,,,,
-0.049779199827462435,942,1.24,2070,2070,0.96,0,,,,,,,-0.8755859076976776,-0.15663766860961914,-0.056038201171904764,0.039747827,0.001,680,0.017095237970352173,0.3999999988824129,0.2,0.3118047997355461
,,,,2070,,,0,69,8373,2.17,0.81,-0.24946156000000003,,,,,,,,,,
-0.09554203457664698,962,1.4,2100,2100,0.92,0,,,,,,,-0.5677082747220993,-18.359764099121094,-0.009689205815860191,0.017639754,0.001,690,0.015443917363882065,0.04333333522081375,0.2,0.14263198040425779
,,,,2100,,,0,70,8509,2.02,0.86,-0.19033926,,,,,,,,,,
-0.05142635507509112,976,1.34,2130,2130,0.96,0,,,,,,,-0.6109043657779694,-0.6587839126586914,-0.020466827621373085,0.013691818,0.001,700,0.03377387300133705,0.10666666887700557,0.2,0.2148432657122612
,,,,2130,,,0,71,8643,2.04,0.86,-0.18091757,,,,,,,,,,
-0.07742919782642275,994,1.48,2160,2160,0.94,0,,,,,,,-0.36790635287761686,0.04790544509887695,-0.02018245389685038,0.002679668,0.001,710,0.03093235194683075,0.05000000260770321,0.2,0.15541572719812394
,,,,2160,,,0,72,8783,1.9,0.88,-0.16405517,,,,,,,,,,
-0.05773373145144433,1011,1.38,2190,2190,0.94,0,,,,,,,-0.6094522148370742,0.15392142534255981,-0.032977624284103516,0.059585214,0.001,720,-0.02770540863275528,0.2200000025331974,0.2,0.12757667899131775
,,,,2190,,,0,73,8910,1.81,0.9,-0.14442985,,,,,,,,,,
-0.1423703953344375,1029,1.74,2220,2220,0.82,0,,,,,,,-0.8096328616142273,-0.20914888381958008,-0.053124243511507886,0.02401164,0.001,730,-0.07355974614620209,0.24666667208075524,0.2,0.11292830538004636
,,,,2220,,,0,74,9060,1.74,0.93,-0.09023321000000001,,,,,,,,,,
-0.028549397219903766,1045,1.18,2250,2250,0.98,0,,,,,,,-0.6454544007778168,-22.691665649414062,-0.028516345803315347,0.03426059,0.001,740,-0.04036004841327667,0.13333333656191826,0.2,0.06855778284370899
,,,,2250,,,0,75,9169,1.77,0.9,-0.12147931999999999,,,,,,,,,,
-0.0740273141534999,1064,1.6,2280,2280,0.92,0,,,,,,,-0.8045669972896576,0.27335864305496216,-0.02359476833526699,0.036539793,0.001,750,0.04588789865374565,0.1766666691750288,0.2,0.24902270436286927
,,,,2280,,,0,76,9311,1.77,0.9,-0.11907773999999999,,,,,,,,,,
-0.08145075001753867,1076,1.44,2310,2310,0.94,0,,,,,,,-0.9350326299667359,0.1639024019241333,-0.006808290885334545,0.0050246636,0.001,760,0.03210040181875229,0.003333333507180214,0.2,0.2558663159608841
,,,,2310,,,0,77,9434,1.78,0.89,-0.12863814999999998,,,,,,,,,,
-0.029878038475289942,1091,1.28,2340,2340,0.98,0,,,,,,,-1.04059898853302,0.18394947052001953,-0.018773490244833012,0.008757418,0.001,770,0.039269961416721344,0.09000000283122063,0.2,0.23658053129911422
,,,,2340,,,0,78,9557,1.83,0.88,-0.13927994000000002,,,,,,,,,,
-0.03078131561167538,1103,1.3,2370,2370,0.98,0,,,,,,,-0.7895546138286591,0.1677302122116089,-0.045553466764589066,0.105847105,0.001,780,0.012573283165693283,0.4833333410322666,0.2,0.15739681720733642
,,,,2370,,,0,79,9671,1.97,0.86,-0.15340907000000004,,,,,,,,,,
-0.049917217930778864,1116,1.28,2400,2400,0.96,0,,,,,,,-0.652603679895401,-0.35530412197113037,-0.03639604004720844,0.021835413,0.001,790,0.029355764389038086,0.07333333492279052,0.2,0.22265276163816453
,,,,2400,,,0,80,9786,2.03,0.84,-0.16233359,,,,,,,,,,
-0.05228608046192676,1137,1.4,2430,2430,0.92,0,,,,,,,-0.5951433658599854,0.13343381881713867,-0.01827487329952433,0.0065749628,0.001,800,0.04495653510093689,0.05333333536982536,0.2,0.16300123631954194
,,,,2430,,,0,81,9907,1.94,0.87,-0.13744968999999999,,,,,,,,,,
-0.014759948095306754,1153,1.36,2460,2460,0.94,0,,,,,,,-0.5990703225135803,-12.882888793945312,-0.015757182645223366,0.020453047,0.001,810,-0.02207123301923275,0.04000000059604645,0.2,0.037690335791558026
,,,,2460,,,0,82,10030,1.97,0.86,-0.13894028,,,,,,,,,,
-0.09599842718336732,1162,1.36,2490,2490,0.92,0,,,,,,,-0.42097405791282655,0.1138264536857605,0.008370223434952351,0.0033656498,0.001,820,0.08930858969688416,0.06000000089406967,0.2,0.24359911680221558
,,,,2490,,,0,83,10165,2.1,0.82,-0.18846954999999999,,,,,,,,,,
-0.07763254022691399,1175,1.42,2520,2520,0.92,0,,,,,,,-0.46064319312572477,0.1555272340774536,-0.002311229221328759,0.0028338572,0.001,830,0.0905471220612526,0.04333333522081375,0.2,0.19540406614542008
,,,,2520,,,0,84,10303,2.16,0.81,-0.19088623000000002,,,,,,,,,,
-0.05183863224927336,1183,1.4,2550,2550,0.94,0,,,,,,,-0.46337953507900237,-0.0035353899002075195,0.00043742120479386417,0.0006733934,0.001,840,0.12826323509216309,0.0,0.2,0.46814741790294645
,,,,2550,,,0,85,10422,2.21,0.8,-0.18687562,,,,,,,,,,
-0.09324835276231169,1195,1.42,2580,2580,0.92,0,,,,,,,-0.49606928825378416,0.10322016477584839,-0.008057440691627704,0.017178597,0.001,850,0.07459897547960281,0.0666666679084301,0.2,0.17860091030597686
,,,,2580,,,0,86,10548,2.32,0.77,-0.23465133000000005,,,,,,,,,,
-0.11826465578284115,1206,1.46,2610,2610,0.9,0,,,,,,,-0.43664456307888033,0.13566917181015015,-0.01356248910344835,0.012513974,0.001,860,0.05340750515460968,0.036666668578982355,0.2,0.17820864766836167
,,,,2610,,,0,87,10684,2.37,0.74,-0.26764783999999997,,,,,,,,,,
-0.0071164666581898925,1219,1.1,2640,2640,1.0,0,,,,,,,-0.252752885222435,0.22455590963363647,-0.01297960417966042,0.023732284,0.001,870,0.03095225617289543,0.07000000104308128,0.2,0.12716418504714966
,,,,2640,,,0,88,10793,2.37,0.73,-0.29460954,,,,,,,,,,
-0.07383089641574771,1237,1.38,2670,2670,0.92,0,,,,,,,-0.15031361654400827,0.2563483715057373,-0.005506441139926555,0.009999806,0.001,880,0.03358997777104378,0.046666669100522994,0.2,0.1540503829717636
,,,,2670,,,0,89,10938,2.39,0.71,-0.31629022999999995,,,,,,,,,,
-0.07271767914760857,1253,1.28,2700,2700,0.94,0,,,,,,,-0.1134000264108181,-0.05997610092163086,0.0007445563893998753,1.6812484e-05,0.001,890,0.10384625941514969,0.0,0.2,0.25021405071020125
,,,,2700,,,0,90,11064,2.4,0.71,-0.33469894999999994,,,,,,,,,,
-0.05046349690295756,1275,1.28,2730,2730,0.96,0,,,,,,,-0.1214687891304493,0.4768636226654053,-0.0016030424959414535,0.0019804537,0.001,900,0.056595128029584885,0.013333334028720856,0.2,0.155471021682024
,,,,2730,,,0,91,11188,2.1,0.77,-0.26144702000000003,,,,,,,,,,
-0.028039866015315055,1287,1.12,2760,2760,0.98,0,,,,,,,-0.1490681290626526,-2.9909000396728516,-0.0004507272507421334,1.31726265e-05,0.001,910,0.0376768633723259,0.0,0.2,0.1513032041490078
,,,,2760,,,0,92,11304,1.96,0.81,-0.23780152000000002,,,,,,,,,,
-0.051239519477821883,1299,1.3,2790,2790,0.96,0,,,,,,,-0.1606101632118225,0.133334219455719,-0.003135614619629479,0.00068228843,0.001,920,0.13306887447834015,0.0,0.2,0.4374137192964554
,,,,2790,,,0,93,11420,1.96,0.81,-0.23484719,,,,,,,,,,
