env/n_steps,eval/mean_ep_length,time/total_timesteps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_reward,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/success_rate,train/n_updates,train/explained_variance,train/value_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/approx_kl
,,2610,,,,,0,-0.15498296,10530,1.73,87,0.89,,,,,,,,,,
2640,1.38,2640,0.92,1305,0,-0.09642653360962868,,,,,,,870,0.34621554613113403,0.11335609443485736,0.001,0.00444231741130352,-0.017961848741397547,0.023333334550261497,0.2,-0.02080561202019453,0.0064923665
,,2640,,,,,0,-0.16987796999999996,10671,1.8,88,0.88,,,,,,,,,,
2670,1.42,2670,0.92,1317,0,-0.09250173546839506,,,,,,,880,-0.06124532222747803,0.19551976174116134,0.001,0.06263116002082825,-1.9727150720072474e-06,0.0,0.2,-0.01469746520742774,3.973643e-08
,,2670,,,,,0,-0.19296069000000002,10803,1.89,89,0.86,,,,,,,,,,
2700,1.26,2700,0.94,1332,0,-0.07136482074391097,,,,,,,890,0.09556949138641357,0.13067335188388823,0.001,0.03146843984723091,-0.007544095604680478,0.020000001043081285,0.2,-0.06459805257618427,0.0038975715
,,2700,,,,,0,-0.19665016999999999,10930,1.87,90,0.86,,,,,,,,,,
2730,1.44,2730,0.94,1343,0,-0.07346453811973333,,,,,,,900,0.08899760246276855,0.318746380507946,0.001,0.11362812668085098,-2.08417578662079e-07,0.0,0.2,-0.012227162439376115,0.0
,,2730,,,,,0,-0.21209313999999999,11051,2.0,91,0.85,,,,,,,,,,
2760,1.42,2760,0.94,1362,0,-0.05200459260959178,,,,,,,910,0.25873321294784546,0.22569406926631927,0.001,0.08224871754646301,-0.0012958173026952125,0.026666668057441712,0.2,-0.058411325141787526,0.016001385
,,2760,,,,,0,-0.22490261999999997,11177,2.08,92,0.83,,,,,,,,,,
2790,1.62,2790,0.88,1378,0,-0.13941254988778382,,,,,,,920,0.5097709894180298,0.052691254019737246,0.001,0.01948440819978714,-3.660718697062748e-08,0.0,0.2,-0.012069467827677727,0.0
,,2790,,,,,0,-0.19842624,11329,2.02,93,0.85,,,,,,,,,,
2820,1.2,2820,0.96,1392,0,-0.04932215645443648,,,,,,,930,0.006396651268005371,0.23183069825172425,0.001,0.08770665526390076,-0.0020666495603896885,0.026666668057441712,0.2,-0.01090690093114972,0.004859018
,,2820,,,,,0,-0.23102870999999997,11445,2.11,94,0.82,,,,,,,,,,
2850,1.46,2850,0.9,1409,0,-0.11697338526137173,,,,,,,940,0.057625651359558105,0.19103832319378852,0.001,0.05986370891332626,-1.2071927352863554e-06,0.0,0.2,-0.009143263660371303,0.0
,,2850,,,,,0,-0.20952738,11577,2.04,95,0.83,,,,,,,,,,
2880,1.4,2880,0.94,1424,0,-0.05156242894008756,,,,,,,950,0.1502956748008728,0.14807272851467132,0.001,0.058799922466278076,-5.888392486741445e-05,0.0,0.2,-0.014611163921654225,3.0861298e-05
,,2880,,,,,0,-0.17559285,11705,1.94,96,0.85,,,,,,,,,,
2910,1.3,2910,0.96,1445,0,-0.051751847541891036,,,,,,,960,-0.20458197593688965,0.12382437512278557,0.001,0.04403186962008476,4.256764980237193e-06,0.0,0.2,-0.008787392731755972,0.0
,,2910,,,,,0,-0.13126556,11818,1.78,97,0.88,,,,,,,,,,
2940,1.44,2940,0.94,1459,0,-0.055622459542937576,,,,,,,970,0.40763312578201294,0.032811100408434865,0.001,0.010310713201761246,-9.83476629912161e-08,0.0,0.2,-0.00871952073648572,0.0
,,2940,,,,,0,-0.1652897,11944,1.85,98,0.87,,,,,,,,,,
2970,1.42,2970,0.94,1471,0,-0.07523865108843893,,,,,,,980,-0.09992599487304688,0.3976855963468552,0.001,0.15814518928527832,-0.0005285459791529945,0.0,0.2,-0.01429947828873992,4.2919317e-05
,,2970,,,,,0,-0.16536278,12058,1.88,99,0.86,,,,,,,,,,
3000,1.68,3000,0.88,1483,0,-0.14562120268121362,,,,,,,990,0.34524112939834595,0.18416851460933686,0.001,0.06630843877792358,-3.755092636836821e-08,0.0,0.2,-0.008551944419741631,0.0
,,3000,,,,,0,-0.18194964,12192,1.89,100,0.84,,,,,,,,,,
3030,1.38,3030,0.92,1494,0,-0.09168376089539379,,,,,,,1000,-0.17983198165893555,0.34776579439640043,0.001,0.1355832815170288,1.2318293141078129e-08,0.0,0.2,-0.008562423288822174,0.0
,,3030,,,,,0,-0.23124293999999998,12308,2.08,101,0.8,,,,,,,,,,
3060,1.28,3060,0.94,1506,0,-0.09149327671620995,,,,,,,1010,0.047705650329589844,0.19687798172235488,0.001,0.06220240890979767,-0.009019098760715405,0.01666666753590107,0.2,-0.05447554886341095,0.00815492
,,3060,,,,,0,-0.2378537,12425,2.14,102,0.79,,,,,,,,,,
3090,1.42,3090,0.94,1521,0,-0.05271134019829333,,,,,,,1020,0.1541050672531128,0.17394934743642806,0.001,0.06722379475831985,3.010034554051799e-07,0.0,0.2,-0.00840390082448721,0.0
,,3090,,,,,0,-0.25807544000000004,12543,2.21,103,0.77,,,,,,,,,,
3120,1.14,3120,0.98,1539,0,-0.027813657694496216,,,,,,,1030,0.17725872993469238,0.13924114406108856,0.001,0.04462194815278053,-6.953875497650586e-09,0.0,0.2,-0.008368628285825252,0.0
,,3120,,,,,0,-0.26957767000000005,12651,2.19,104,0.77,,,,,,,,,,
3150,1.34,3150,0.94,1552,0,-0.07122513372451067,,,,,,,1040,0.09896934032440186,0.1708289384841919,0.001,0.07365592569112778,2.826253644450105e-08,0.0,0.2,-0.008392832335084676,0.0
,,3150,,,,,0,-0.27243727,12773,2.24,105,0.76,,,,,,,,,,
3180,1.42,3180,0.94,1571,0,-0.05225759134627879,,,,,,,1050,0.2092258334159851,0.1827145129442215,0.001,0.0672309547662735,-2.5033951001063316e-08,0.0,0.2,-0.008406152669340371,0.0
,,3180,,,,,0,-0.25139251,12908,2.13,106,0.78,,,,,,,,,,
3210,1.2,3210,0.98,1585,0,-0.028906259723007678,,,,,,,1060,0.7612465620040894,0.04034310188144445,0.001,0.014173762872815132,-3.377596595743881e-08,0.0,0.2,-0.008421883452683687,0.0
,,3210,,,,,0,-0.22000876999999996,13031,2.08,107,0.8,,,,,,,,,,
3240,1.24,3240,0.94,1608,0,-0.05717392481863499,,,,,,,1070,-0.901320219039917,0.2540086627006531,0.001,0.08599502593278885,-3.01996873730559e-08,0.0,0.2,-0.008337270095944404,0.0
,,3240,,,,,0,-0.14824700000000002,13152,1.78,108,0.87,,,,,,,,,,
3270,1.64,3270,0.88,1617,0,-0.13964708518236876,,,,,,,1080,-17.512630462646484,0.02572032231837511,0.001,0.0075775920413434505,-4.644195295000486e-09,0.0,0.2,-0.00834405878558755,0.0
,,3270,,,,,0,-0.18251217,13284,1.89,109,0.84,,,,,,,,,,
3300,1.38,3300,0.92,1636,0,-0.09297159241512418,,,,,,,1090,0.007407069206237793,0.4964621543884277,0.001,0.13542580604553223,-4.569687916955445e-09,0.0,0.2,-0.008382194768637418,0.0
,,3300,,,,,0,-0.18320398000000002,13407,1.87,110,0.84,,,,,,,,,,
3330,1.34,3330,0.94,1644,0,-0.07127932467032223,,,,,,,1100,0.16127151250839233,0.21456166207790375,0.001,0.0965917706489563,-2.9007594570806815e-08,0.0,0.2,-0.008372122142463922,0.0
,,3330,,,,,0,-0.18994578,13525,1.96,111,0.82,,,,,,,,,,
3360,1.26,3360,0.96,1660,0,-0.050165118323639034,,,,,,,1110,0.1168370246887207,0.19691473096609116,0.001,0.09205908328294754,-3.874301981454664e-08,0.0,0.2,-0.008413204364478588,0.0
,,3360,,,,,0,-0.21397365999999998,13638,1.99,112,0.8,,,,,,,,,,
3390,1.44,3390,0.9,1678,0,-0.11285530348774046,,,,,,,1120,0.23310917615890503,0.18387203216552733,0.001,0.073573999106884,-8.682410139737584e-08,0.0,0.2,-0.008458201214671135,0.0
,,3390,,,,,0,-0.21160976,13765,1.95,113,0.82,,,,,,,,,,
3420,1.42,3420,0.94,1695,0,-0.07217727224808186,,,,,,,1130,-0.018327832221984863,0.20567788034677506,0.001,0.07684917002916336,-4.967053834903368e-09,0.0,0.2,-0.008976022247225046,0.0
,,3420,,,,,0,-0.22347373999999998,13891,1.97,114,0.81,,,,,,,,,,
3450,1.22,3450,0.96,1709,0,-0.055945406877435745,,,,,,,1140,0.45846205949783325,0.10778247863054276,0.001,0.03517959639430046,-3.3378601127509454e-08,0.0,0.2,-0.008420670684427024,0.0
,,3450,,,,,0,-0.26002214000000007,13995,2.08,115,0.78,,,,,,,,,,
3480,1.42,3480,0.92,1718,0,-0.07205813778564334,,,,,,,1150,-0.08279252052307129,0.22584048956632613,0.001,0.09854448586702347,-2.06629437560224e-08,0.0,0.2,-0.008319228328764439,0.0
,,3480,,,,,0,-0.25527837999999997,14124,2.08,116,0.78,,,,,,,,,,
3510,1.16,3510,0.98,1735,0,-0.030347549254074693,,,,,,,1160,-0.12754976749420166,0.21832140237092973,0.001,0.07949248701334,-9.040037867169559e-08,0.0,0.2,-0.008448087889701129,0.0
,,3510,,,,,0,-0.25676234000000003,14228,2.12,117,0.78,,,,,,,,,,
3540,1.3,3540,0.94,1746,0,-0.07290990875102579,,,,,,,1170,0.31939029693603516,0.14107894599437715,0.001,0.03277891129255295,-0.0054590932629071,0.020000001043081285,0.2,-0.007378699909895659,0.008872056
,,3540,,,,,0,-0.24898885999999998,14347,2.06,118,0.79,,,,,,,,,,
3570,1.2,3570,0.98,1761,0,-0.03134193652309478,,,,,,,1180,-0.11216449737548828,0.23177433013916016,0.001,0.08889471739530563,-6.576379245615271e-08,0.0,0.2,-0.005847082659602165,0.0
,,3570,,,,,0,-0.22385195999999996,14459,2.03,119,0.8,,,,,,,,,,
3600,1.42,3600,0.92,1773,0,-0.0953867359738797,,,,,,,1190,0.24567198753356934,0.18877083510160447,0.001,0.08246272802352905,1.5894572102936877e-08,0.0,0.2,-0.005423622764647007,0.0
,,3600,,,,,0,-0.27021288000000004,14585,2.19,120,0.75,,,,,,,,,,
3630,1.38,3630,0.96,1787,0,-0.05627158626914024,,,,,,,1200,0.022550880908966064,0.23217838853597642,0.001,0.10448547452688217,-7.351239350583683e-09,0.0,0.2,-0.00528198778629303,0.0
,,3630,,,,,0,-0.28398489,14703,2.26,121,0.75,,,,,,,,,,
3660,1.04,3660,1.0,1798,0,-0.007347162826918065,,,,,,,1210,-0.1680973768234253,0.43148005902767184,0.001,0.17980815470218658,6.198883086838692e-08,0.0,0.2,-0.005223338957875967,0.0
,,3660,,,,,0,-0.30574761999999994,14819,2.37,122,0.72,,,,,,,,,,
3690,1.34,3690,0.94,1816,0,-0.07543460813816637,,,,,,,1220,0.2865470051765442,0.1324814274907112,0.001,0.0429232157766819,1.8676122603977773e-08,0.0,0.2,-0.005228795995935798,0.0
,,3690,,,,,0,-0.2784206,14939,2.2,123,0.76,,,,,,,,,,
3720,1.36,3720,0.94,1834,0,-0.07353431327734143,,,,,,,1230,0.27615535259246826,0.19211898893117904,0.001,0.06835038959980011,2.821286539944623e-08,0.0,0.2,-0.005210261745378375,0.0
,,3720,,,,,0,-0.24133751000000003,15080,2.08,124,0.78,,,,,,,,,,
3750,1.42,3750,0.94,1854,0,-0.07249020198825747,,,,,,,1240,-1.069270372390747,0.2396012529730797,0.001,0.06777206808328629,2.0265579903089302e-08,0.0,0.2,-0.005197443952783942,0.0
,,3750,,,,,0,-0.21565467000000005,15195,1.99,125,0.81,,,,,,,,,,
3780,1.38,3780,0.96,1866,0,-0.05166828027926385,,,,,,,1250,0.30202823877334595,0.11100161075592041,0.001,0.04141499847173691,-1.5199184666414568e-08,0.0,0.2,-0.0052171613089740275,0.0
,,3780,,,,,0,-0.23159902000000002,15312,2.0,126,0.81,,,,,,,,,,
3810,1.38,3810,0.96,1882,0,-0.05412677431479097,,,,,,,1260,-0.04566669464111328,0.38913300931453704,0.001,0.12104938924312592,1.1920929132713809e-08,0.0,0.2,-0.005188302556052804,0.0
,,3810,,,,,0,-0.18374522,15440,1.88,127,0.84,,,,,,,,,,
3840,1.44,3840,0.92,1903,0,-0.03497314031701535,,,,,,,1270,-0.16834676265716553,0.45489071905612943,0.001,0.11087844520807266,1.0460614987550799e-07,0.0,0.2,-0.005224099336192012,0.0
,,3840,,,,,0,-0.13837549000000002,15571,1.71,128,0.89,,,,,,,,,,
3870,1.58,3870,0.88,1919,0,-0.12038600784726441,,,,,,,1280,-0.04607200622558594,0.11151027008891105,0.001,0.04184604436159134,-0.013107000893602816,0.030000001564621924,0.2,-0.06174274869263172,0.0053421897
,,3870,,,,,0,-0.13857975,15709,1.73,129,0.89,,,,,,,,,,
3900,1.52,3900,0.94,1940,0,-0.07976234908681362,,,,,,,1290,-0.003980398178100586,0.38732088208198545,0.001,0.14271235466003418,2.62260432926098e-08,0.0,0.2,-0.005229861428961158,0.0
,,3900,,,,,0,-0.12509516999999998,15834,1.67,130,0.91,,,,,,,,,,
3930,1.16,3930,0.98,1958,0,-0.02823924237396568,,,,,,,1300,-0.4583461284637451,0.18760706558823587,0.001,0.0524907149374485,1.0530153637944295e-08,0.0,0.2,-0.005232061678543687,0.0
,,3930,,,,,0,-0.11865711,15941,1.66,131,0.91,,,,,,,,,,
3960,1.68,3960,0.88,1968,0,-0.12289751365780831,,,,,,,1310,0.08889538049697876,0.21943819969892503,0.001,0.095179982483387,2.3841857155204594e-09,0.0,0.2,-0.005253712274134159,0.0
,,3960,,,,,0,-0.1353114,16073,1.77,132,0.9,,,,,,,,,,
3990,1.38,3990,0.94,1981,0,-0.053402666877955196,,,,,,,1320,-0.14009332656860352,0.29864194691181184,0.001,0.13930335640907288,-6.755193227014899e-09,0.0,0.2,-0.0052284359000623224,0.0
,,3990,,,,,0,-0.15994306999999996,16188,1.79,133,0.89,,,,,,,,,,
4020,1.2,4020,1.0,1998,0,-0.009534652279689908,,,,,,,1330,0.14435738325119019,0.2106387048959732,0.001,0.08637072890996933,-1.351038647623426e-08,0.0,0.2,-0.005271360371261835,0.0
,,4020,,,,,0,-0.18056183999999997,16307,1.87,134,0.87,,,,,,,,,,
4050,1.3,4050,0.94,2012,0,-0.07222889997065067,,,,,,,1340,0.2520284652709961,0.19059880822896957,0.001,0.07537294179201126,-0.00018157740419459943,0.0,0.2,-0.008849562192335726,1.7380715e-05
,,4050,,,,,0,-0.18908621,16429,1.9,135,0.87,,,,,,,,,,
4080,1.24,4080,1.0,2027,0,-0.010859939241781831,,,,,,,1350,0.03917503356933594,0.2695976823568344,0.001,0.09153573215007782,1.0093053237625327e-07,0.0,0.2,-0.005276282830163836,0.0
,,4080,,,,,0,-0.20645955999999996,16552,2.0,136,0.85,,,,,,,,,,
4110,1.1,4110,1.0,2039,0,-0.008822048446163536,,,,,,,1360,0.20155686140060425,0.12324824035167695,0.001,0.03802190721035004,2.274910646526962e-08,0.0,0.2,-0.00518461768515408,0.0
,,4110,,,,,0,-0.24381293999999998,16665,2.15,137,0.81,,,,,,,,,,
4140,1.38,4140,0.96,2055,0,-0.05516562067437917,,,,,,,1370,0.23937124013900757,0.14852311834692955,0.001,0.05176546052098274,-2.2848447223111636e-08,0.0,0.2,-0.005202879989519715,0.0
,,4140,,,,,0,-0.23239453,16811,2.16,138,0.82,,,,,,,,,,
4170,1.4,4170,0.94,2071,0,-0.07197860695421696,,,,,,,1380,-0.14902830123901367,0.08402612451463938,0.001,0.008167311549186707,-0.002647165068968427,0.023333334550261497,0.2,-0.06363709121942521,0.011770634
,,4170,,,,,0,-0.20486751000000003,16936,2.04,139,0.84,,,,,,,,,,
4200,1.48,4200,0.92,2082,0,-0.09467888541519642,,,,,,,1390,-0.21738827228546143,0.18739983811974525,0.001,0.06224830821156502,3.3775966912230613e-09,0.0,0.2,-0.005169844953343272,0.0
,,4200,,,,,0,-0.21221393999999996,17067,2.05,140,0.84,,,,,,,,,,
4230,1.24,4230,0.98,2097,0,-0.030310086635872723,,,,,,,1400,-0.1672443151473999,0.21613461077213286,0.001,0.08211278915405273,4.4306119750814334e-08,0.0,0.2,-0.005175295285880566,0.0
,,4230,,,,,0,-0.22847953000000004,17176,2.12,141,0.82,,,,,,,,,,
4260,1.54,4260,0.92,2117,0,-0.05777725791558623,,,,,,,1410,0.22164589166641235,0.1696636788547039,0.001,0.05649391561746597,-6.357829018810434e-09,0.0,0.2,-0.005158359184861183,0.0
,,4260,,,,,0,-0.21124263999999995,17323,2.0,142,0.82,,,,,,,,,,
4290,1.56,4290,0.88,2131,0,-0.12005007641389966,,,,,,,1420,0.10784029960632324,0.11434699930250644,0.001,0.017879407852888107,1.102685929232905e-08,0.0,0.2,-0.005177787179127336,0.0
,,4290,,,,,0,-0.20611006000000004,17477,1.94,143,0.84,,,,,,,,,,
4320,1.48,4320,0.96,2149,0,-0.03317794364877045,,,,,,,1430,0.18488532304763794,0.201005519926548,0.001,0.06299109756946564,-1.947085124243131e-08,0.0,0.2,-0.005208391696214676,0.0
,,4320,,,,,0,-0.22642617999999995,17601,1.97,144,0.83,,,,,,,,,,
4350,1.38,4350,0.94,2172,0,-0.07365174017846585,,,,,,,1440,0.391468346118927,0.2177201211452484,0.001,0.08668584376573563,8.145968433126427e-09,0.0,0.2,-0.005219305166974664,0.0
,,4350,,,,,0,-0.20060040000000004,17727,1.79,145,0.85,,,,,,,,,,
4380,1.5,4380,0.88,2185,0,-0.09914327721577137,,,,,,,1450,-0.6079497337341309,0.16910616010427476,0.001,0.05289746820926666,-0.008989296220243049,0.030000001564621924,0.2,-0.0471785256639123,0.11180602
,,4380,,,,,0,-0.18741288999999994,17856,1.75,146,0.86,,,,,,,,,,
4410,1.24,4410,1.0,2199,0,-0.010083974488079548,,,,,,,1460,0.34254932403564453,0.17904528379440307,0.001,0.0709587037563324,1.0327498163764659e-06,0.0,0.2,-0.005585681507363915,0.0
,,4410,,,,,0,-0.17655936,17965,1.75,147,0.86,,,,,,,,,,
4440,1.34,4440,0.96,2211,0,-0.053591349511407316,,,,,,,1470,0.14760470390319824,0.1437395140528679,0.001,0.04728307947516441,8.443991728057654e-09,0.0,0.2,-0.005609246157109738,0.0
,,4440,,,,,0,-0.19488098999999998,18081,1.84,148,0.85,,,,,,,,,,
4470,1.44,4470,0.9,2227,0,-0.07447056122124195,,,,,,,1480,-0.4521602392196655,0.34680007100105287,0.001,0.13899478316307068,-2.980232327587373e-09,0.0,0.2,-0.00569742163643241,0.0
,,4470,,,,,0,-0.19053766000000003,18207,1.83,149,0.85,,,,,,,,,,
4500,1.48,4500,0.92,2243,0,-0.09330061495304108,,,,,,,1490,0.41309720277786255,0.14174599796533585,0.001,0.06634116172790527,-2.0563602376455492e-08,0.0,0.2,-0.005661966744810343,0.0
,,4500,,,,,0,-0.17887819,18333,1.84,150,0.85,,,,,,,,,,
4530,1.28,4530,0.96,2258,0,-0.052834904389455914,,,,,,,1500,-0.06485509872436523,0.18516569435596467,0.001,0.08482614904642105,-2.622604418078822e-08,0.0,0.2,-0.0056832806207239624,0.0
,,4530,,,,,0,-0.21203995999999997,18454,1.97,151,0.82,,,,,,,,,,
4560,1.46,4560,0.94,2272,0,-0.07304681129287928,,,,,,,1510,0.3968072533607483,0.15691479444503784,0.001,0.06594008207321167,-6.556511156219358e-09,0.0,0.2,-0.005681018251925707,0.0
,,4560,,,,,0,-0.23809673,18586,2.1,152,0.79,,,,,,,,,,
4590,1.34,4590,0.92,2286,0,-0.0719564536307007,,,,,,,1520,0.022848188877105713,0.2586829915642738,0.001,0.10430293530225754,3.079573041020467e-09,0.0,0.2,-0.005712658818811178,0.0
,,4590,,,,,0,-0.20353721,18703,2.07,153,0.81,,,,,,,,,,
4620,1.3,4620,0.96,2300,0,-0.06212160851340741,,,,,,,1530,-0.47047996520996094,0.13932715728878975,0.001,0.05724039673805237,6.258487950105973e-09,0.0,0.2,-0.005655957665294409,0.0
,,4620,,,,,0,-0.22029011999999998,18821,2.08,154,0.81,,,,,,,,,,
4650,1.12,4650,0.98,2317,0,-0.02774399393238127,,,,,,,1540,0.21822237968444824,0.24038275331258774,0.001,0.10526378452777863,-1.7881393832297475e-08,0.0,0.2,-0.005656032124534249,0.0
,,4650,,,,,0,-0.20406624999999998,18920,1.99,155,0.82,,,,,,,,,,
4680,1.3,4680,0.94,2335,0,-0.050325660007074474,,,,,,,1550,-0.059748291969299316,0.27082882523536683,0.001,0.062101252377033234,-0.02515700263281655,0.06666666939854622,0.2,-0.13706995621323587,0.06856424
,,4680,,,,,0,-0.19688167999999998,19036,1.95,156,0.83,,,,,,,,,,
4710,1.44,4710,0.92,2354,0,-0.0772253449447453,,,,,,,1560,-0.02030336856842041,0.19306130409240724,0.001,0.07087450474500656,0.00018421053765180773,0.0,0.2,-0.01002732189372182,2.2530555e-06
,,4710,,,,,0,-0.1555565,19153,1.86,157,0.87,,,,,,,,,,
4740,1.4,4740,0.96,2368,0,-0.05329054763074964,,,,,,,1570,-3.2324352264404297,0.043804110027849674,0.001,0.010339783504605293,8.910894280234061e-08,0.0,0.2,-0.0063840933609753845,0.0
,,4740,,,,,0,-0.17066800999999998,19273,1.91,158,0.87,,,,,,,,,,
4770,1.48,4770,0.94,2386,0,-0.056751305987127125,,,,,,,1580,0.0548061728477478,0.18800492733716964,0.001,0.07415903359651566,-1.2079874602832775e-07,0.0,0.2,-0.0064228545408695934,0.0
,,4770,,,,,0,-0.17152725999999993,19400,1.79,159,0.88,,,,,,,,,,
4800,1.32,4800,0.94,2404,0,-0.07028056331910193,,,,,,,1590,0.34356606006622314,0.1309928648173809,0.001,0.04051097482442856,-1.490116119828855e-07,0.0,0.2,-0.00636379518546164,0.0
,,4800,,,,,0,-0.1564916,19516,1.76,160,0.89,,,,,,,,,,
4830,1.16,4830,0.98,2418,0,-0.029056289028376342,,,,,,,1600,0.36282098293304443,0.11711245328187943,0.001,0.0460086464881897,0.0,0.0,0.2,-0.00623676129616797,0.0
,,4830,,,,,0,-0.16382986999999996,19631,1.79,161,0.88,,,,,,,,,,
4860,1.34,4860,0.94,2434,0,-0.0822308470029384,,,,,,,1610,-0.18692421913146973,0.2685204714536667,0.001,0.08063051104545593,5.5332978909916617e-08,0.0,0.2,-0.006231778301298618,0.0
,,4860,,,,,0,-0.18218375999999994,19747,1.81,162,0.87,,,,,,,,,,
4890,1.16,4890,0.98,2448,0,-0.030140575719997287,,,,,,,1620,-0.036571502685546875,0.28413555920124056,0.001,0.09841616451740265,-2.963344253537059e-07,0.0,0.2,-0.006283022975549102,0.0
,,4890,,,,,0,-0.20278742000000002,19849,1.86,163,0.85,,,,,,,,,,
4920,1.68,4920,0.84,2469,0,-0.14136560095474124,,,,,,,1630,0.30813729763031006,0.15657198801636696,0.001,0.05805874988436699,-1.3311704227803035e-08,0.0,0.2,-0.0062341391108930114,0.0
,,4920,,,,,0,-0.18594464000000002,19986,1.76,164,0.86,,,,,,,,,,
4950,1.46,4950,0.92,2478,0,-0.09427115099038928,,,,,,,1640,0.41635411977767944,0.12034014835953713,0.001,0.04195365682244301,-0.0010678896373913726,0.026666668057441712,0.2,-0.07780204564332963,0.0021363418
,,4950,,,,,0,-0.23672192000000003,20110,1.91,165,0.82,,,,,,,,,,
4980,1.36,4980,0.94,2500,0,-0.054615399139001965,,,,,,,1650,0.1744288206100464,0.21200921684503554,0.001,0.056136712431907654,-7.94675455957794e-05,0.0,0.2,-0.007156681176275015,2.5431316e-07
,,4980,,,,,0,-0.22622428999999997,20232,1.88,166,0.83,,,,,,,,,,
5010,1.44,5010,0.92,2514,0,-0.07427513234317303,,,,,,,1660,-30.704423904418945,0.5846337080001831,0.001,0.14990636706352234,4.3074290916322867e-07,0.0,0.2,-0.0061659329570829865,0.0
,,5010,,,,,0,-0.22323768000000005,20354,1.9,167,0.83,,,,,,,,,,
5040,1.46,5040,0.9,2536,0,-0.0968789553269744,,,,,,,1670,-0.10265552997589111,0.2343328431248665,0.001,0.09310922026634216,-1.5894574545427531e-09,0.0,0.2,-0.006135408347472548,0.0
,,5040,,,,,0,-0.16820339,20473,1.73,168,0.87,,,,,,,,,,
5070,1.36,5070,0.96,2555,0,-0.05482851799111813,,,,,,,1680,-0.2518829107284546,0.23960632383823394,0.001,0.08717995136976242,-0.004803467439487718,0.030000001564621924,0.2,-0.032556154578924176,0.008445656
,,5070,,,,,0,-0.17016738999999997,20588,1.72,169,0.87,,,,,,,,,,
5100,1.5,5100,0.9,2575,0,-0.12005131118930876,,,,,,,1690,0.4078277349472046,0.14474615901708604,0.001,0.06290215253829956,1.1275212079553398e-07,0.0,0.2,-0.0060803716536611315,0.0
,,5100,,,,,0,-0.11598989,20711,1.61,170,0.9,,,,,,,,,,
5130,1.38,5130,0.94,2594,0,-0.07096036431379617,,,,,,,1700,0.32572007179260254,0.0810952115803957,0.001,0.030942361801862717,-5.622704772001441e-07,0.0,0.2,-0.006793381599709392,0.0
,,5130,,,,,0,-0.13433843,20836,1.57,171,0.9,,,,,,,,,,
5160,1.14,5160,1.0,2612,0,-0.007818730636499823,,,,,,,1710,-0.1446988582611084,0.4564701408147812,0.001,0.19887742400169373,5.364418065312293e-09,0.0,0.2,-0.006099987495690584,0.0
,,5160,,,,,0,-0.12160844999999998,20948,1.53,172,0.91,,,,,,,,,,
5190,1.52,5190,0.92,2628,0,-0.09624463439919055,,,,,,,1720,0.1030319333076477,0.19085771292448045,0.001,0.07218828797340393,9.934169042935537e-11,0.0,0.2,-0.006011719582602382,0.0
,,5190,,,,,0,-0.15353029999999998,21074,1.63,173,0.89,,,,,,,,,,
5220,1.3,5220,0.98,2638,0,-0.030371990380808712,,,,,,,1730,0.24113774299621582,0.27984055429697036,0.001,0.09797109663486481,1.5695889565847666e-08,0.0,0.2,-0.00607745312154293,0.0
,,5220,,,,,0,-0.18371567,21188,1.71,174,0.87,,,,,,,,,,
5250,1.36,5250,0.94,2656,0,-0.07423309728503227,,,,,,,1740,0.22137296199798584,0.18866539001464844,0.001,0.08012783527374268,-0.006665476111229474,0.023333334550261497,0.2,-0.008039674162864685,0.01952259
,,5250,,,,,0,-0.20651255,21316,1.79,175,0.85,,,,,,,,,,
5280,1.42,5280,0.92,2671,0,-0.09689452168066054,,,,,,,1750,0.26168709993362427,0.18497439324855805,0.001,0.07459630817174911,-5.03460564438285e-07,0.0,0.2,-0.012631272058933973,6.357829e-08
,,5280,,,,,0,-0.21772091000000005,21435,1.87,176,0.85,,,,,,,,,,
5310,1.4,5310,0.96,2688,0,-0.052248671664856375,,,,,,,1760,-0.40051209926605225,0.15735306441783906,0.001,0.07118065655231476,1.1126200432087785e-07,0.0,0.2,-0.0151365558616817,0.0
,,5310,,,,,0,-0.21944180999999996,21551,1.88,177,0.85,,,,,,,,,,
5340,1.16,5340,0.98,2703,0,-0.029296657564118506,,,,,,,1770,0.056554555892944336,0.2790794938802719,0.001,0.12842440605163574,1.1503696413228681e-07,0.0,0.2,-0.01604666970670223,0.0
,,5340,,,,,0,-0.22711448000000004,21656,1.97,178,0.83,,,,,,,,,,
5370,1.32,5370,0.96,2714,0,-0.0528211099980399,,,,,,,1780,-0.011457204818725586,0.20608519464731218,0.001,0.09379085898399353,-1.0093053117721241e-07,0.0,0.2,-0.01636481285095215,0.0
,,5370,,,,,0,-0.26701085999999996,21774,2.03,179,0.81,,,,,,,,,,
5400,1.46,5400,0.9,2733,0,-0.11424133386928588,,,,,,,1790,0.09437191486358643,0.33731240034103394,0.001,0.1287873238325119,-2.885371418841487e-05,0.0,0.2,-0.01886314805597067,1.291434e-07
,,5400,,,,,0,-0.19603680999999998,21901,1.9,180,0.85,,,,,,,,,,
