env/n_steps,eval/mean_ep_length,time/total_timesteps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_reward,time/fps,rollout/ep_rew_mean,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/success_rate,train/n_updates,train/explained_variance,train/value_loss,train/learning_rate,train/loss,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/entropy_loss,train/approx_kl
5430,1.26,5430,0.96,2746,0,-0.04960085451137274,,,,,,,1800,0.0331571102142334,0.5502001196146011,0.001,0.18864686787128448,-2.2431214503626505e-07,0.0,0.2,-0.016747822985053062,0.0
,,5430,,,,,0,-0.22370811000000004,22017,2.01,181,0.83,,,,,,,,,,
5460,1.3,5460,0.96,2760,0,-0.05235450296197087,,,,,,,1810,0.2030010223388672,0.1990537479519844,0.001,0.07535204291343689,-0.006930741065492185,0.023333334550261497,0.2,-0.013835358247160912,0.017397333
,,5460,,,,,0,-0.22798971000000004,22126,1.98,182,0.83,,,,,,,,,,
5490,1.22,5490,0.98,2771,0,-0.029409718778915704,,,,,,,1820,0.08850258588790894,0.1660602018237114,0.001,0.06900545209646225,1.231829411807439e-08,0.0,0.2,-0.00971641056239605,0.0
,,5490,,,,,0,-0.25401094,22235,2.11,183,0.8,,,,,,,,,,
5520,1.26,5520,0.94,2786,0,-0.04989347101189196,,,,,,,1830,0.2681109309196472,0.13801219016313554,0.001,0.053434643894433975,-1.6856193797210039e-06,0.0,0.2,-0.008920712023973465,0.0
,,5520,,,,,0,-0.24781927000000004,22362,2.16,184,0.8,,,,,,,,,,
5550,1.3,5550,0.96,2803,0,-0.05210199952125549,,,,,,,1840,0.18089526891708374,0.11033586114645004,0.001,0.02185633033514023,-0.0009420937305063993,0.01666666753590107,0.2,-0.009354428295046091,0.0036936621
,,5550,,,,,0,-0.23893428999999997,22475,2.11,185,0.8,,,,,,,,,,
5580,1.32,5580,0.94,2816,0,-0.0734460349706933,,,,,,,1850,0.2576226592063904,0.15134528428316116,0.001,0.058171313256025314,3.7240982107888953e-06,0.0,0.2,-0.01199028892442584,7.947286e-09
,,5580,,,,,0,-0.21211923,22605,2.08,186,0.81,,,,,,,,,,
5610,1.56,5610,0.92,2837,0,-0.07432290375232696,,,,,,,1860,-0.1090233325958252,0.2777277290821075,0.001,0.11324483156204224,-0.005301766780515393,0.030000001564621924,0.2,-0.07594747394323349,0.018835492
,,5610,,,,,0,-0.2114195,22727,2.04,187,0.81,,,,,,,,,,
5640,1.32,5640,0.94,2853,0,-0.0699294628156349,,,,,,,1870,-0.18033862113952637,0.17739004641771317,0.001,0.051768749952316284,-0.008325835485011267,0.020000001043081285,0.2,-0.07517050802707673,0.0013319175
,,5640,,,,,0,-0.15722034,22848,1.94,188,0.83,,,,,,,,,,
5670,1.22,5670,0.96,2871,0,-0.052183637344278395,,,,,,,1880,-17.837831497192383,0.04394733589142561,0.001,0.012194140814244747,-0.00022087842085376507,0.0,0.2,-0.016851341258734463,3.4451484e-06
,,5670,,,,,0,-0.13522220000000001,22956,1.8,189,0.86,,,,,,,,,,
5700,1.46,5700,0.94,2888,0,-0.034185105971992015,,,,,,,1890,0.15332680940628052,0.2555380016565323,0.001,0.10202842205762863,2.3939509898340817e-05,0.0,0.2,-0.01680591478943825,2.7815501e-08
,,5700,,,,,0,-0.11469037,23080,1.7,190,0.88,,,,,,,,,,
5730,1.1,5730,1.0,2901,0,-0.007078340807929635,,,,,,,1900,-0.12493538856506348,0.1941341392695904,0.001,0.05489994212985039,9.110569990866679e-07,0.0,0.2,-0.017233107052743436,3.973643e-09
,,5730,,,,,0,-0.15710081,23180,1.82,191,0.85,,,,,,,,,,
5760,1.42,5760,0.94,2917,0,-0.07297793789301067,,,,,,,1910,0.18926775455474854,0.4770192414522171,0.001,0.19038276374340057,2.0265578655198623e-07,0.0,0.2,-0.016692677140235902,0.0
,,5760,,,,,0,-0.144148,23305,1.75,192,0.86,,,,,,,,,,
5790,1.48,5790,0.96,2929,0,-0.05525069939903915,,,,,,,1920,0.18113774061203003,0.18108327686786652,0.001,0.07331682741641998,-0.00857680809063215,0.036666668578982355,0.2,-0.017718387581408025,0.010687453
,,5790,,,,,0,-0.18272190999999996,23433,1.92,193,0.82,,,,,,,,,,
5820,1.62,5820,0.9,2943,0,-0.11577071418520063,,,,,,,1930,0.10862511396408081,0.1990172564983368,0.001,0.08589811623096466,-1.2206733132735792e-05,0.0,0.2,-0.007120253005996347,2.3841858e-08
,,5820,,,,,0,-0.19167953999999998,23567,2.01,194,0.82,,,,,,,,,,
5850,1.3,5850,0.98,2955,0,-0.03112554273568094,,,,,,,1940,0.07289350032806396,0.14817074537277222,0.001,0.056114211678504944,-0.0004240689734555048,0.006666667014360428,0.2,-0.06637807860970497,0.0013612051
,,5850,,,,,0,-0.22540886999999998,23680,2.06,195,0.81,,,,,,,,,,
5880,1.34,5880,0.94,2969,0,-0.07019459578674286,,,,,,,1950,0.17157304286956787,0.21580189168453218,0.001,0.07948116213083267,-2.1239121927862925e-07,0.0,0.2,-0.005565161164849996,0.0
,,5880,,,,,0,-0.22978150999999997,23805,2.11,196,0.81,,,,,,,,,,
5910,1.22,5910,0.96,2988,0,-0.05272680873051286,,,,,,,1960,0.3561186194419861,0.20235763639211654,0.001,0.0753479152917862,-1.4285246372480742e-07,0.0,0.2,-0.005466999299824238,0.0
,,5910,,,,,0,-0.25920596999999995,23909,2.11,197,0.8,,,,,,,,,,
5940,1.26,5940,0.98,3007,0,-0.029329072004184126,,,,,,,1970,0.4915271997451782,0.08266180530190467,0.001,0.021092969924211502,-2.802600447626702e-05,0.0,0.2,-0.006288600713014602,2.3841858e-08
,,5940,,,,,0,-0.21769137,24019,2.0,198,0.83,,,,,,,,,,
5970,1.3,5970,0.98,3021,0,-0.037934296168386936,,,,,,,1980,0.48958176374435425,0.13556161001324654,0.001,0.04782392084598541,-3.8594007296666176e-07,0.0,0.2,-0.005447801947593689,0.0
,,5970,,,,,0,-0.22387525,24135,2.01,199,0.82,,,,,,,,,,
6000,1.42,6000,0.92,3045,0,-0.09426498190034181,,,,,,,1990,-0.5427303314208984,0.29000169932842257,0.001,0.10375120490789413,6.874402451728656e-08,0.0,0.2,-0.00553330322727561,0.0
,,6000,,,,,0,-0.17530635999999997,24252,1.78,200,0.86,,,,,,,,,,
6030,1.18,6030,0.96,3060,0,-0.04873234792612493,,,,,,,2000,-47.31350326538086,0.13831907361745835,0.001,0.003098738379776478,-0.01267689488207253,0.030000001564621924,0.2,-0.06710459515452386,0.019057442
,,6030,,,,,0,-0.1357674,24364,1.66,201,0.89,,,,,,,,,,
6060,1.36,6060,0.92,3070,0,-0.09690054493490606,,,,,,,2010,0.03089088201522827,0.3784229248762131,0.001,0.12717506289482117,-2.2629896392345473e-07,0.0,0.2,-0.005737528344616294,0.0
,,6060,,,,,0,-0.15859748999999998,24486,1.75,202,0.87,,,,,,,,,,
6090,1.2,6090,0.96,3081,0,-0.030600076410919427,,,,,,,2020,0.08651918172836304,0.2472074493765831,0.001,0.11020160466432571,-4.808107973985898e-08,0.0,0.2,-0.005519250966608524,0.0
,,6090,,,,,0,-0.20477328999999997,24590,1.9,203,0.83,,,,,,,,,,
6120,1.44,6120,0.9,3094,0,-0.11599525954108686,,,,,,,2030,0.17559683322906494,0.17107465118169785,0.001,0.0740664079785347,-2.0519892311554598e-06,0.0,0.2,-0.006651317002251744,1.9868216e-09
,,6120,,,,,0,-0.21639274000000003,24703,2.03,204,0.8,,,,,,,,,,
6150,1.26,6150,0.96,3107,0,-0.029592667762190102,,,,,,,2040,0.16004520654678345,0.20359739065170288,0.001,0.08989880979061127,6.512800867497504e-07,0.0,0.2,-0.005997965764254332,0.0
,,6150,,,,,0,-0.23073704999999994,24818,2.1,205,0.79,,,,,,,,,,
6180,1.54,6180,0.9,3123,0,-0.12114388582762331,,,,,,,2050,0.13920378684997559,0.21720356792211531,0.001,0.08821582794189453,-1.4185905241603792e-07,0.0,0.2,-0.005433951085433364,0.0
,,6180,,,,,0,-0.22231854999999995,24942,2.07,206,0.81,,,,,,,,,,
6210,1.42,6210,0.92,3136,0,-0.07426392615307123,,,,,,,2060,0.08948349952697754,0.17703234106302262,0.001,0.07157555222511292,-1.4324983181879248e-07,0.0,0.2,-0.005569248599931598,0.0
,,6210,,,,,0,-0.25746015,25068,2.18,207,0.78,,,,,,,,,,
6240,1.34,6240,0.92,3151,0,-0.09137241601478309,,,,,,,2070,0.676722526550293,0.062014855071902276,0.001,0.02144874446094036,-7.743636660784148e-07,0.0,0.2,-0.005912665836513042,0.0
,,6240,,,,,0,-0.30100586,25184,2.29,208,0.74,,,,,,,,,,
6270,1.5,6270,0.94,3171,0,-0.07533432174474002,,,,,,,2080,0.32294148206710815,0.1777443766593933,0.001,0.06776519119739532,-8.781751050790377e-08,0.0,0.2,-0.005478056147694588,0.0
,,6270,,,,,0,-0.22838264999999996,25305,2.08,209,0.79,,,,,,,,,,
6300,1.72,6300,0.86,3186,0,-0.1193675808608532,,,,,,,2090,-11.158193588256836,0.3109976649284363,0.001,0.06088043376803398,-4.744529794820096e-07,0.0,0.2,-0.005938983615487814,0.0
,,6300,,,,,0,-0.19346200999999996,25441,1.97,210,0.83,,,,,,,,,,
6330,1.44,6330,0.92,3201,0,-0.09296239533927292,,,,,,,2100,-0.15897738933563232,0.23473296463489532,0.001,0.08768089860677719,-0.0014880628181466627,0.026666668057441712,0.2,-0.05899536944925785,0.022419747
,,6330,,,,,0,-0.15639957999999998,25557,1.87,211,0.87,,,,,,,,,,
6360,1.56,6360,0.9,3219,0,-0.07495854892767966,,,,,,,2110,0.0459209680557251,0.1328854590654373,0.001,0.05060219764709473,-7.849931673575838e-07,0.0,0.2,-0.005647423584014178,0.0
,,6360,,,,,0,-0.18307092,25690,1.89,212,0.85,,,,,,,,,,
6390,1.44,6390,0.94,3232,0,-0.07183593882247806,,,,,,,2120,0.4112507104873657,0.12965102568268777,0.001,0.043084483593702316,-0.0030435067306582297,0.030000001564621924,0.2,-0.06794280782341958,0.028736742
,,6390,,,,,0,-0.18863716000000003,25811,1.92,213,0.85,,,,,,,,,,
6420,1.5,6420,0.9,3240,0,-0.11498416292481124,,,,,,,2130,0.26800328493118286,0.16676689833402633,0.001,0.03432728350162506,-0.017580841168140536,0.1333333358168602,0.2,-0.2741561342030764,0.18424286
,,6420,,,,,0,-0.20235543000000003,25941,2.03,214,0.83,,,,,,,,,,
6450,1.42,6450,0.96,3254,0,-0.0525504346890375,,,,,,,2140,0.21434378623962402,0.15603540539741517,0.001,0.04856611415743828,-0.0008243954106001538,0.036666668578982355,0.2,-0.13017775267362594,0.016500177
,,6450,,,,,0,-0.2064086,26072,2.05,215,0.83,,,,,,,,,,
6480,1.38,6480,0.94,3272,0,-0.07428771618753671,,,,,,,2150,-0.37860095500946045,0.322256338596344,0.001,0.11443157494068146,-0.011662478116340936,0.046666669100522994,0.2,-0.1312416151165962,0.06646601
,,6480,,,,,0,-0.22390417000000004,26186,2.09,216,0.82,,,,,,,,,,
6510,1.6,6510,0.92,3286,0,-0.10663152740336955,,,,,,,2160,0.26987481117248535,0.16564977914094925,0.001,0.0703708603978157,-0.0004048389180388412,0.0,0.2,-0.00936016757041216,3.7829082e-06
,,6510,,,,,0,-0.22746564,26321,2.09,217,0.82,,,,,,,,,,
6540,1.46,6540,0.9,3302,0,-0.1142696683248505,,,,,,,2170,0.17456477880477905,0.13728538304567336,0.001,0.059501763433218,1.636445517760876e-06,0.0,0.2,-0.006292240740731358,0.0
,,6540,,,,,0,-0.21775589999999997,26453,2.03,218,0.82,,,,,,,,,,
6570,1.4,6570,0.94,3319,0,-0.07433651107363402,,,,,,,2180,0.19885963201522827,0.1612604081630707,0.001,0.046762146055698395,-0.008631988732765139,0.030000001564621924,0.2,-0.0119483751244843,0.001353705
,,6570,,,,,0,-0.23616508,26572,2.1,219,0.81,,,,,,,,,,
6600,1.3,6600,0.98,3340,0,-0.0341097514051944,,,,,,,2190,0.0896759033203125,0.18165629208087922,0.001,0.060616377741098404,-0.005282501994321764,0.026666668057441712,0.2,-0.031066871527582408,0.04014319
,,6600,,,,,0,-0.17665153999999997,26683,1.82,220,0.87,,,,,,,,,,
6630,1.36,6630,0.94,3355,0,-0.07567665996495634,,,,,,,2200,0.07525855302810669,0.17864104956388474,0.001,0.07011248916387558,-2.5212764498405704e-07,0.0,0.2,-0.005030307220295072,0.0
,,6630,,,,,0,-0.15339649,26794,1.74,221,0.89,,,,,,,,,,
6660,1.1,6660,0.98,3367,0,-0.0075102702435106035,,,,,,,2210,-0.11055004596710205,0.18231459558010102,0.001,0.061533208936452866,-6.036957158950252e-07,0.0,0.2,-0.004877720540389418,0.0
,,6660,,,,,0,-0.18388451,26895,1.84,222,0.87,,,,,,,,,,
6690,1.38,6690,0.92,3387,0,-0.07277632029727102,,,,,,,2220,0.3699338436126709,0.16867858543992043,0.001,0.05504358187317848,-1.578529669643558e-07,0.0,0.2,-0.004814282711595297,0.0
,,6690,,,,,0,-0.14848495,27005,1.75,223,0.89,,,,,,,,,,
6720,1.12,6720,1.0,3402,0,-0.00951161485631019,,,,,,,2230,-10.642435073852539,0.1017737090587616,0.001,0.01925024203956127,4.2816003098522514e-08,0.0,0.2,-0.004757114453241229,0.0
,,6720,,,,,0,-0.16369407000000002,27115,1.84,224,0.88,,,,,,,,,,
6750,1.28,6750,0.94,3416,0,-0.05192646918818355,,,,,,,2240,-0.10318458080291748,0.38662731647491455,0.001,0.12876540422439575,-0.003093761156002639,0.010000000521540642,0.2,-0.005299504846334457,0.002116847
,,6750,,,,,0,-0.14840775,27231,1.8,225,0.89,,,,,,,,,,
6780,1.56,6780,0.92,3431,0,-0.1028386351466179,,,,,,,2250,0.0009031891822814941,0.22755023539066316,0.001,0.11331126093864441,-6.906191568845088e-07,0.0,0.2,-0.006701088882982731,0.0
,,6780,,,,,0,-0.17464269999999998,27368,1.89,226,0.87,,,,,,,,,,
6810,1.24,6810,0.96,3447,0,-0.048883085870184,,,,,,,2260,0.03404712677001953,0.2538052022457123,0.001,0.12104199826717377,-4.91440292371692e-07,0.0,0.2,-0.007625114591792226,0.0
,,6810,,,,,0,-0.18175031000000005,27492,1.93,227,0.87,,,,,,,,,,
6840,1.38,6840,0.94,3459,0,-0.07390740963164717,,,,,,,2270,0.04481607675552368,0.24839804470539092,0.001,0.10727986693382263,-2.0444393072693855e-06,0.0,0.2,-0.008160403557121753,0.0
,,6840,,,,,0,-0.20969015000000002,27617,2.0,228,0.85,,,,,,,,,,
6870,1.22,6870,0.98,3473,0,-0.03063560659531504,,,,,,,2280,0.09008413553237915,0.23115572333335876,0.001,0.10444139689207077,-7.621447218220112e-07,0.0,0.2,-0.008023427240550518,0.0
,,6870,,,,,0,-0.21054044000000002,27723,2.0,229,0.85,,,,,,,,,,
6900,1.4,6900,0.94,3489,0,-0.05382381033152342,,,,,,,2290,0.09932303428649902,0.20982333719730378,0.001,0.0920596569776535,-4.793206978881415e-07,0.0,0.2,-0.008289517741650343,0.0
,,6900,,,,,0,-0.24211977,27850,2.04,230,0.82,,,,,,,,,,
6930,1.42,6930,0.92,3505,0,-0.09472145355772227,,,,,,,2300,0.0022935867309570312,0.29654364138841627,0.001,0.124860979616642,-5.181630496897682e-07,0.0,0.2,-0.008131618052721024,0.0
,,6930,,,,,0,-0.25476015,27967,2.03,231,0.81,,,,,,,,,,
6960,1.44,6960,0.92,3516,0,-0.09440351981669665,,,,,,,2310,0.1315181851387024,0.1896415427327156,0.001,0.07267141342163086,-1.2834867040067976e-06,0.0,0.2,-0.008731813263148069,0.0
,,6960,,,,,0,-0.30062789,28093,2.14,232,0.78,,,,,,,,,,
6990,1.92,6990,0.82,3531,0,-0.19030013110488653,,,,,,,2320,0.11469858884811401,0.2536556556820869,0.001,0.09412012249231339,-2.866983411564661e-07,0.0,0.2,-0.008251248486340046,0.0
,,6990,,,,,0,-0.30309044,28243,2.1,233,0.78,,,,,,,,,,
7020,1.5,7020,0.94,3548,0,-0.07746816525235772,,,,,,,2330,0.08410674333572388,0.2775763675570488,0.001,0.09918282181024551,-7.084011880209573e-07,0.0,0.2,-0.008458320144563913,0.0
,,7020,,,,,0,-0.29587733,28368,2.08,234,0.78,,,,,,,,,,
7050,1.48,7050,0.9,3558,0,-0.09311069549061358,,,,,,,2340,-0.011074304580688477,0.251023904979229,0.001,0.10618813335895538,1.877546345063763e-08,0.0,0.2,-0.00822994727641344,0.0
,,7050,,,,,0,-0.30849996999999996,28509,2.14,235,0.76,,,,,,,,,,
7080,1.46,7080,0.92,3579,0,-0.09668351708911359,,,,,,,2350,-0.09718573093414307,0.26386295408010485,0.001,0.10249976813793182,-1.6629695771541718e-07,0.0,0.2,-0.008013179805129767,0.0
,,7080,,,,,0,-0.26101791,28635,2.0,236,0.81,,,,,,,,,,
7110,1.22,7110,0.98,3593,0,-0.029474088586866856,,,,,,,2360,-13.264297485351562,0.21363140232861041,0.001,0.00890706293284893,-2.1779537270560923e-06,0.0,0.2,-0.009500065166503192,0.0
,,7110,,,,,0,-0.24034534000000002,28749,1.97,237,0.82,,,,,,,,,,
7140,1.28,7140,0.96,3608,0,-0.05124380136374384,,,,,,,2370,0.18499356508255005,0.5016430616378784,0.001,0.20867374539375305,-4.007418926477158e-07,0.0,0.2,-0.008534401003271342,0.0
,,7140,,,,,0,-0.22404615999999997,28867,2.0,238,0.82,,,,,,,,,,
7170,1.36,7170,0.96,3625,0,-0.055721091222949326,,,,,,,2380,-0.18758869171142578,0.1448507010936737,0.001,0.06685725599527359,-5.767742790485641e-07,0.0,0.2,-0.008136270008981228,0.0
,,7170,,,,,0,-0.1992888,28985,1.95,239,0.83,,,,,,,,,,
7200,1.24,7200,0.96,3636,0,-0.051187099320814014,,,,,,,2390,0.22413349151611328,0.17533954232931137,0.001,0.07825813442468643,-1.9099314939907684e-05,0.0,0.2,-0.009598822519183158,2.7815501e-08
,,7200,,,,,0,-0.21874603,29095,2.01,240,0.81,,,,,,,,,,
7230,1.46,7230,0.92,3657,0,-0.09877482072450221,,,,,,,2400,0.13304287195205688,0.2120511844754219,0.001,0.09777159243822098,1.3391176985066976e-07,0.0,0.2,-0.008176056668162346,0.0
,,7230,,,,,0,-0.15418021999999998,29211,1.83,241,0.86,,,,,,,,,,
7260,1.74,7260,0.86,3676,0,-0.13993263666052372,,,,,,,2410,-0.03064107894897461,0.2957850083708763,0.001,0.08607153594493866,-2.4497508892551424e-07,0.0,0.2,-0.00812102695927024,0.0
,,7260,,,,,0,-0.17338627999999998,29342,1.83,242,0.85,,,,,,,,,,
7290,1.46,7290,0.9,3691,0,-0.09340975898317992,,,,,,,2420,0.15100646018981934,0.19007520675659179,0.001,0.07600528001785278,-4.476308780532179e-06,0.0,0.2,-0.01366680972278118,9.139379e-08
,,7290,,,,,0,-0.18285693999999997,29462,1.85,243,0.84,,,,,,,,,,
7320,1.4,7320,0.94,3701,0,-0.07817917262203991,,,,,,,2430,0.3040216565132141,0.1781722739338875,0.001,0.08599244803190231,-4.287819107986479e-05,0.0,0.2,-0.010082798916846514,3.496806e-07
,,7320,,,,,0,-0.21078108,29570,1.92,244,0.82,,,,,,,,,,
7350,1.2,7350,1.0,3719,0,-0.010305360984057188,,,,,,,2440,0.08443975448608398,0.20481833219528198,0.001,0.08581957966089249,-9.272495905321421e-07,0.0,0.2,-0.007801568927243352,0.0
,,7350,,,,,0,-0.19876957999999997,29674,1.89,245,0.84,,,,,,,,,,
7380,1.32,7380,0.94,3737,0,-0.07279281963128596,,,,,,,2450,0.1088988184928894,0.2600550606846809,0.001,0.06995490938425064,-2.5620063297537855e-07,0.0,0.2,-0.007808604137971997,0.0
,,7380,,,,,0,-0.16268695,29787,1.79,246,0.87,,,,,,,,,,
7410,1.2,7410,0.98,3751,0,-0.028510808157734574,,,,,,,2460,-0.2037205696105957,0.17123090624809265,0.001,0.07572412490844727,-1.1887153219092284e-06,0.0,0.2,-0.007946220319718122,0.0
,,7410,,,,,0,-0.16829747,29904,1.87,247,0.86,,,,,,,,,,
7440,1.06,7440,1.0,3764,0,-0.00703057418577373,,,,,,,2470,-0.023236989974975586,0.15899298787117006,0.001,0.07200723886489868,-2.5681654546305666e-05,0.0,0.2,-0.008620669506490231,5.9604646e-09
,,7440,,,,,0,-0.2105433,30000,1.98,248,0.83,,,,,,,,,,
7470,1.26,7470,0.94,3782,0,-0.06958414679393173,,,,,,,2480,0.21085935831069946,0.32857863456010816,0.001,0.12218497693538666,-3.19381559465981e-07,0.0,0.2,-0.008052637334913015,0.0
,,7470,,,,,0,-0.21409878000000002,30109,1.95,249,0.83,,,,,,,,,,
7500,1.22,7500,0.96,3795,0,-0.048885637097992006,,,,,,,2490,0.37997138500213623,0.14623208791017533,0.001,0.056438788771629333,-4.1286150516128827e-07,0.0,0.2,-0.00856512701138854,0.0
,,7500,,,,,0,-0.21249309,30208,2.0,250,0.83,,,,,,,,,,
7530,1.08,7530,1.0,3811,0,-0.007123321262188256,,,,,,,2500,-0.2409508228302002,0.23816496580839158,0.001,0.08856633305549622,-0.005970693960164963,0.030000001564621924,0.2,-0.012601750064641237,0.13317752
,,7530,,,,,0,-0.21500008999999998,30310,1.98,251,0.83,,,,,,,,,,
7560,1.32,7560,0.94,3829,0,-0.07533707757946104,,,,,,,2510,0.08252525329589844,0.23574642091989517,0.001,0.09092269837856293,4.225293752671e-05,0.0,0.2,-0.023543092794716357,6.198883e-07
,,7560,,,,,0,-0.21283179000000005,30421,1.94,252,0.83,,,,,,,,,,
7590,1.3,7590,0.98,3855,0,-0.0334659386659041,,,,,,,2520,-0.3132493495941162,0.22792487144470214,0.001,0.07572128623723984,-1.0275095835154957e-05,0.0,0.2,-0.024087247811257838,2.582868e-08
,,7590,,,,,0,-0.14476963000000004,30529,1.67,253,0.89,,,,,,,,,,
7620,1.48,7620,0.9,3875,0,-0.09458227900788188,,,,,,,2530,-76.90868377685547,0.015847999323159456,0.001,0.0043785907328128815,-3.122637707679843e-05,0.0,0.2,-0.025934948399662972,7.947286e-09
,,7620,,,,,0,-0.13242773,30656,1.61,254,0.9,,,,,,,,,,
7650,1.58,7650,0.88,3885,0,-0.1141713618254289,,,,,,,2540,0.061316847801208496,0.24753001779317857,0.001,0.09930054098367691,-1.260886577898468e-05,0.0,0.2,-0.027509770914912225,1.1920929e-08
,,7650,,,,,0,-0.14646611,30789,1.73,255,0.89,,,,,,,,,,
7680,1.32,7680,0.96,3900,0,-0.049836699948646125,,,,,,,2550,0.03933173418045044,0.21868684589862825,0.001,0.10664776712656021,-2.541820226804603e-05,0.0,0.2,-0.02333064693957567,7.947286e-09
,,7680,,,,,0,-0.14902680999999998,30923,1.75,256,0.89,,,,,,,,,,
7710,1.42,7710,0.92,3916,0,-0.07324825257062911,,,,,,,2560,0.04836094379425049,0.19859534800052642,0.001,0.09237506985664368,-4.5729180245146495e-05,0.0,0.2,-0.025823526829481126,4.3710074e-08
,,7710,,,,,0,-0.13168905999999997,31045,1.71,257,0.9,,,,,,,,,,
7740,1.08,7740,1.0,3933,0,-0.007505325037054717,,,,,,,2570,0.13382208347320557,0.20037754774093627,0.001,0.08747070282697678,-3.0069947679312038e-05,0.0,0.2,-0.021654031798243524,2.3841858e-08
,,7740,,,,,0,-0.16300461,31146,1.75,258,0.88,,,,,,,,,,
7770,1.4,7770,0.92,3947,0,-0.0944295998569578,,,,,,,2580,0.1556774377822876,0.2136478006839752,0.001,0.09494133293628693,-3.71531638091227e-05,0.0,0.2,-0.023771543242037296,3.1789146e-08
,,7770,,,,,0,-0.20153794999999997,31263,1.91,259,0.85,,,,,,,,,,
7800,1.58,7800,0.92,3965,0,-0.0597656191047281,,,,,,,2590,0.18309199810028076,0.2211931139230728,0.001,0.09246639907360077,-9.191632182492526e-06,0.0,0.2,-0.023938500694930552,3.973643e-09
,,7800,,,,,0,-0.179718,31393,1.92,260,0.87,,,,,,,,,,
7830,1.52,7830,0.9,3979,0,-0.09762742204591632,,,,,,,2600,-6.968340873718262,0.19723544269800186,0.001,0.031283602118492126,-0.0024656643252818355,0.01666666753590107,0.2,-0.019682067260146142,0.0026146055
,,7830,,,,,0,-0.19291375000000002,31515,2.0,261,0.86,,,,,,,,,,
7860,1.42,7860,0.96,3992,0,-0.05112834625411779,,,,,,,2610,0.0672769546508789,0.1777776449918747,0.001,0.06756492704153061,-1.862227903917102e-05,0.0,0.2,-0.017224358022212984,1.9868216e-09
,,7860,,,,,0,-0.19159028,31644,1.99,262,0.86,,,,,,,,,,
7890,1.44,7890,0.92,4006,0,-0.09547681743744761,,,,,,,2620,0.04100316762924194,0.171040178835392,0.001,0.06724048405885696,-1.958807290858289e-06,0.0,0.2,-0.01448969729244709,3.973643e-09
,,7890,,,,,0,-0.17961086999999995,31765,1.95,263,0.87,,,,,,,,,,
7920,1.3,7920,0.96,4016,0,-0.030683942488394678,,,,,,,2630,0.18391460180282593,0.12709638997912406,0.001,0.05274229496717453,-1.6941626769728656e-05,0.0,0.2,-0.014746967330574989,1.9868216e-09
,,7920,,,,,0,-0.19477659000000003,31877,2.12,264,0.84,,,,,,,,,,
7950,1.5,7950,0.88,4025,0,-0.13366360862273724,,,,,,,2640,-0.24789249897003174,0.23685291409492493,0.001,0.10025961697101593,-3.579547085976742e-05,0.0,0.2,-0.014289583452045918,3.973643e-08
,,7950,,,,,0,-0.21272859,32008,2.26,265,0.82,,,,,,,,,,
7980,1.26,7980,0.96,4045,0,-0.051740437597036365,,,,,,,2650,-0.20810294151306152,0.24397296756505965,0.001,0.10077349096536636,-0.00022321393122792799,0.0,0.2,-0.020447221025824545,1.8278757e-06
,,7980,,,,,0,-0.20430073999999998,32132,2.16,266,0.83,,,,,,,,,,
8010,1.26,8010,0.96,4062,0,-0.05017604690976441,,,,,,,2660,0.22737962007522583,0.28704928755760195,0.001,0.1255825161933899,3.567794962382465e-05,0.0,0.2,-0.027980523370206355,1.7563502e-06
,,8010,,,,,0,-0.21337528,32248,2.18,267,0.82,,,,,,,,,,
8040,1.3,8040,0.98,4077,0,-0.011162247299216688,,,,,,,2670,-0.059268832206726074,0.2086467146873474,0.001,0.08998670428991318,-0.00044517516470170547,0.0,0.2,-0.02374895177781582,2.9206276e-06
,,8040,,,,,0,-0.21128198,32357,2.14,268,0.82,,,,,,,,,,
8070,1.4,8070,0.94,4091,0,-0.07618426670785994,,,,,,,2680,0.29122477769851685,0.14414691925048828,0.001,0.06495556235313416,-1.493533445522388e-05,0.0,0.2,-0.01512828068807721,5.6028364e-07
,,8070,,,,,0,-0.19036799,32480,2.09,269,0.83,,,,,,,,,,
8100,1.32,8100,0.94,4110,0,-0.05492660359479487,,,,,,,2690,-0.0790337324142456,0.11964651867747307,0.001,0.05618251487612724,-1.814087235274542e-05,0.0,0.2,-0.014628121629357338,6.357829e-08
,,8100,,,,,0,-0.19386831999999998,32601,2.03,270,0.83,,,,,,,,,,
8130,1.3,8130,0.96,4126,0,-0.030519678369164468,,,,,,,2700,0.2988760471343994,0.10514413863420487,0.001,0.04260160028934479,-3.522237121167393e-06,0.0,0.2,-0.011451573204249143,0.0
,,8130,,,,,0,-0.14739512,32714,1.79,271,0.89,,,,,,,,,,
8160,1.4,8160,0.94,4149,0,-0.07538277973420918,,,,,,,2710,0.17955386638641357,0.14912525266408921,0.001,0.05059902369976044,-2.209742858205743e-06,0.0,0.2,-0.011152031645178796,0.0
,,8160,,,,,0,-0.13345536,32835,1.74,272,0.9,,,,,,,,,,
8190,1.36,8190,0.94,4162,0,-0.050998722412623466,,,,,,,2720,0.5068322420120239,0.06489153280854225,0.001,0.02145380899310112,-2.7504066441252918e-06,0.0,0.2,-0.010831401497125626,0.0
,,8190,,,,,0,-0.14553053999999999,32947,1.8,273,0.89,,,,,,,,,,
