eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/current_idx,env/completion_counter,env/n_steps,eval/mean_reward,rollout/ep_len_mean,time/fps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,train/loss,train/entropy_loss,train/approx_kl,train/explained_variance,train/n_updates,train/learning_rate,train/clip_fraction,train/clip_range,train/policy_gradient_loss,train/value_loss
1.5,0.92,26100,11868,0,26100,-0.0969790801173076,,,,,,,-0.0668841302394867,-0.5734478098154068,0.24560408,-0.049602389335632324,860,0.001,0.36284090876579284,0.2,-0.06834049651399254,0.16208357751369476
,,26100,,,,,2.03,0,0.82,87,38575,-0.22384441000000002,,,,,,,,,,
1.48,0.94,26400,12002,0,26400,-0.040102892508730295,,,,,,,-0.05501276254653931,-0.5060608887672424,0.24612518,0.18620991706848145,870,0.001,0.32105113625526427,0.2,-0.06434707440435887,0.11745305433869362
,,26400,,,,,2.08,0,0.82,88,39001,-0.2374574,,,,,,,,,,
1.52,0.94,26700,12141,0,26700,-0.05629196378868073,,,,,,,-0.0507257804274559,-0.5371759700775146,0.14703164,0.17655330896377563,880,0.001,0.3556250008940697,0.2,-0.06502559885382653,0.1279970905929804
,,26700,,,,,1.99,0,0.79,89,39439,-0.24248586000000005,,,,,,,,,,
1.28,0.96,27000,12280,0,27000,-0.05072736592963338,,,,,,,-0.06842676550149918,-0.4053811621665955,0.10921031,0.0737537145614624,890,0.001,0.2553977274894714,0.2,-0.0506356602255255,0.10800676438957453
,,27000,,,,,2.21,0,0.8,90,39864,-0.27731895999999995,,,,,,,,,,
1.6,0.88,27300,12407,0,27300,-0.14485902407672258,,,,,,,-0.05646936967968941,-0.49955252826213836,0.13650936,-0.1257873773574829,900,0.001,0.28181818187236785,0.2,-0.054873529342003166,0.16252242974936962
,,27300,,,,,2.33,0,0.76,91,40295,-0.27811905000000003,,,,,,,,,,
1.46,0.92,27600,12544,0,27600,-0.059060796108096836,,,,,,,-0.07854971289634705,-0.5225120443105697,0.17006174,0.055413126945495605,910,0.001,0.32755681842565537,0.2,-0.05915321223437786,0.10363899458199739
,,27600,,,,,2.13,0,0.83,92,40714,-0.22978277,,,,,,,,,,
1.18,0.98,27900,12697,0,27900,-0.031000046911649405,,,,,,,-0.07376749813556671,-0.5271577090024948,0.11891408,-0.02268826961517334,920,0.001,0.28502841010689733,0.2,-0.05636732948478311,0.11857098907232284
,,27900,,,,,2.0,0,0.82,93,41118,-0.21304943999999998,,,,,,,,,,
1.6,0.88,28200,12845,0,28200,-0.11641933178063482,,,,,,,-0.06240528076887131,-0.4304748636484146,0.1263912,-0.017854690551757812,930,0.001,0.2700852267444134,0.2,-0.053523095417767765,0.11680037505924702
,,28200,,,,,1.96,0,0.85,94,41563,-0.18220233,,,,,,,,,,
1.24,0.96,28500,12990,0,28500,-0.049678534124977886,,,,,,,-0.05811431258916855,-0.44996578931808473,0.11944884,-0.03847765922546387,940,0.001,0.23036931797862054,0.2,-0.05111809402704239,0.140225617736578
,,28500,,,,,2.17,0,0.78,95,41986,-0.2523223399999999,,,,,,,,,,
1.64,0.88,28800,13122,0,28800,-0.12290578364394605,,,,,,,-0.046411074697971344,-0.499040846824646,0.09598321,0.062322139739990234,950,0.001,0.26838068157434464,0.2,-0.057424633726477624,0.12801877491176128
,,28800,,,,,2.44,0,0.74,96,42405,-0.33788732000000005,,,,,,,,,,
1.36,0.92,29100,13278,0,29100,-0.09488301581703126,,,,,,,-0.05744844675064087,-0.48037158250808715,0.12165134,0.17124837636947632,960,0.001,0.2952840909361839,0.2,-0.05338973239064217,0.12454715952277183
,,29100,,,,,1.95,0,0.87,97,42826,-0.18737135,,,,,,,,,,
1.62,0.88,29400,13432,0,29400,-0.14609399209264665,,,,,,,-0.03795798867940903,-0.41765601217746734,0.110068105,-0.17690110206604004,970,0.001,0.2581250002980232,0.2,-0.04953661397099495,0.12118450328707694
,,29400,,,,,1.96,0,0.84,98,43250,-0.21305776999999998,,,,,,,,,,
1.4,0.96,29700,13596,0,29700,-0.053285398934967816,,,,,,,-0.060272589325904846,-0.4141121941804886,0.11485324,0.13829505443572998,980,0.001,0.2553693187236786,0.2,-0.0508658430352807,0.11770474269986153
,,29700,,,,,1.81,0,0.88,99,43667,-0.14709931,,,,,,,,,,
1.38,0.96,30000,13728,0,30000,-0.03194101765751839,,,,,,,-0.09230006486177444,-0.40437845170497894,0.1416029,-0.00029480457305908203,990,0.001,0.2923295450210571,0.2,-0.060088772596791386,0.09175405878573656
,,30000,,,,,2.26,0,0.77,100,44075,-0.2816469,,,,,,,,,,
1.2,0.96,30300,13855,0,30300,-0.04945663877297193,,,,,,,-0.016989249736070633,-0.4428045755624771,0.1231361,0.005025804042816162,1000,0.001,0.25954545482993124,0.2,-0.05640596844255924,0.1644163004308939
,,30300,,,,,2.49,0,0.72,101,44477,-0.36528252999999994,,,,,,,,,,
1.56,0.9,30600,14003,0,30600,-0.11854057761840522,,,,,,,-0.01575014367699623,-0.43837329745292664,0.1561372,0.07098132371902466,1010,0.001,0.2755965906381607,0.2,-0.056532900901511314,0.1474220710247755
,,30600,,,,,1.92,0,0.86,102,44901,-0.18889168,,,,,,,,,,
1.34,0.92,30900,14144,0,30900,-0.07243514506146312,,,,,,,-0.07308226078748703,-0.46312292098999025,0.16496897,0.057804107666015625,1020,0.001,0.30769886434078214,0.2,-0.06348345912992955,0.12582594223320484
,,30900,,,,,2.13,0,0.78,103,45298,-0.32846241,,,,,,,,,,
1.18,0.98,31200,14296,0,31200,-0.028797481078654527,,,,,,,-0.05621398240327835,-0.48496835827827456,0.1251939,0.20048880577087402,1030,0.001,0.28207386448979377,0.2,-0.06216172856278718,0.13118401527404785
,,31200,,,,,1.97,0,0.85,104,45698,-0.19082080000000004,,,,,,,,,,
1.38,0.96,31500,14441,0,31500,-0.05102720547933132,,,,,,,-0.05668017268180847,-0.42569359511137006,0.1149653,-0.00466465950012207,1040,0.001,0.2679261362552643,0.2,-0.05531148877926171,0.11667287807911635
,,31500,,,,,2.02,0,0.79,105,46105,-0.24633134,,,,,,,,,,
1.26,1.0,31800,14587,0,31800,-0.009745325157418848,,,,,,,-0.04894568398594856,-0.4011471390724182,0.09460413,-0.018323659896850586,1050,0.001,0.22744318172335626,0.2,-0.04804554328322411,0.1083957015350461
,,31800,,,,,2.14,0,0.8,106,46506,-0.23285898,,,,,,,,,,
1.36,0.94,32100,14732,0,32100,-0.07306444718968123,,,,,,,-0.047057390213012695,-0.39366187393665314,0.12532926,0.03760862350463867,1060,0.001,0.24508522748947142,0.2,-0.04296691264957189,0.10956081196665764
,,32100,,,,,1.96,0,0.85,107,46965,-0.20012224999999997,,,,,,,,,,
1.48,0.92,32400,14867,0,32400,-0.09274841427337378,,,,,,,-0.05292835831642151,-0.4736557471752167,0.09006577,0.13742196559906006,1070,0.001,0.2476420459151268,0.2,-0.05398171164095402,0.10782004728913307
,,32400,,,,,2.24,0,0.79,108,47378,-0.26370776999999995,,,,,,,,,,
1.3,0.94,32700,15021,0,32700,-0.07155210995581002,,,,,,,-0.09353268146514893,-0.4574055641889572,0.15590514,0.16669011116027832,1080,0.001,0.29210227221250534,0.2,-0.05758307363372296,0.0959941566362977
,,32700,,,,,1.83,0,0.86,109,47773,-0.16879924,,,,,,,,,,
1.26,0.96,33000,15167,0,33000,-0.03347640600986779,,,,,,,-0.07726398855447769,-0.5353118669986725,0.13268617,-0.03575408458709717,1090,0.001,0.318522726893425,0.2,-0.06555338435806334,0.1345580193400383
,,33000,,,,,2.03,0,0.82,110,48160,-0.21978289999999998,,,,,,,,,,
1.14,1.0,33300,15302,0,33300,-0.011133915018290282,,,,,,,-0.06687407195568085,-0.5845622795820237,0.12408352,0.11640524864196777,1100,0.001,0.3275568176805973,0.2,-0.06313582798466086,0.11079341724514961
,,33300,,,,,2.23,0,0.77,111,48536,-0.28896752000000003,,,,,,,,,,
1.54,0.92,33600,15441,0,33600,-0.07281883209012449,,,,,,,-0.07173188030719757,-0.5722221511602402,0.12140828,-0.04259443283081055,1110,0.001,0.34326704651117323,0.2,-0.06251263162121176,0.15002195566892623
,,33600,,,,,2.09,0,0.82,112,48933,-0.21040086,,,,,,,,,,
1.5,0.88,33900,15571,0,33900,-0.11560380737762899,,,,,,,-0.08400793373584747,-0.6225919818878174,0.13708614,-0.024471759796142578,1120,0.001,0.3578977277874947,0.2,-0.06676274362020194,0.14793414399027824
,,33900,,,,,2.26,0,0.8,113,49337,-0.24853066000000001,,,,,,,,,,
1.54,0.9,34200,15716,0,34200,-0.11573145783506333,,,,,,,-0.07613258808851242,-0.572339060306549,0.123388246,0.02665233612060547,1130,0.001,0.3618465903401375,0.2,-0.07546307992190122,0.13823743313550949
,,34200,,,,,2.02,0,0.83,114,49755,-0.20106323,,,,,,,,,,
1.4,0.92,34500,15870,0,34500,-0.09449147233273834,,,,,,,-0.05541794002056122,-0.5832646703720092,0.116814114,-0.07725489139556885,1140,0.001,0.28394886329770086,0.2,-0.0646895994246006,0.13556761801242828
,,34500,,,,,2.01,0,0.84,115,50175,-0.21377687,,,,,,,,,,
1.44,0.9,34800,15999,0,34800,-0.11580497046932578,,,,,,,-0.06245087832212448,-0.5603745323419571,0.095478,0.05304461717605591,1150,0.001,0.3261647720634937,0.2,-0.06914939716458321,0.11670960329473018
,,34800,,,,,2.25,0,0.78,116,50574,-0.2664294099999999,,,,,,,,,,
1.42,0.9,35100,16143,0,35100,-0.11375930598936974,,,,,,,-0.048011913895606995,-0.5398101359605789,0.08549322,-0.03676033020019531,1160,0.001,0.293352273106575,0.2,-0.05598722286522388,0.14495886132121086
,,35100,,,,,2.11,0,0.79,117,51016,-0.27190479999999995,,,,,,,,,,
1.26,0.94,35400,16285,0,35400,-0.07573887360282243,,,,,,,-0.07293476909399033,-0.5040226185321808,0.09734372,0.0726543664932251,1170,0.001,0.2866761362552643,0.2,-0.05739064551889896,0.14162404425442218
,,35400,,,,,1.93,0,0.85,118,51409,-0.19416162999999997,,,,,,,,,,
1.5,0.9,35700,16432,0,35700,-0.11423308598808944,,,,,,,-0.04500109329819679,-0.5171119302511216,0.13981616,0.007735013961791992,1180,0.001,0.25971590876579287,0.2,-0.05827624044381082,0.16263394393026828
,,35700,,,,,2.04,0,0.79,119,51836,-0.2675952,,,,,,,,,,
1.56,0.88,36000,16583,0,36000,-0.11621037081815302,,,,,,,-0.06109923869371414,-0.5901338076591491,0.123622395,0.1468815803527832,1190,0.001,0.3090056821703911,0.2,-0.06134891720488667,0.13563527584075927
,,36000,,,,,2.05,0,0.82,120,52245,-0.22675897999999997,,,,,,,,,,
1.38,0.92,36300,16717,0,36300,-0.07128878571093082,,,,,,,-0.07080289721488953,-0.4970108437538147,0.112740315,-0.046280741691589355,1200,0.001,0.27661931797862055,0.2,-0.05955759845674038,0.1130180025100708
,,36300,,,,,2.31,0,0.77,121,52653,-0.29072835,,,,,,,,,,
1.3,0.94,36600,16851,0,36600,-0.0506664043199271,,,,,,,-0.08690693974494934,-0.48101669788360596,0.09653192,0.03308683633804321,1210,0.001,0.272414773106575,0.2,-0.06441289616748691,0.13123627334833146
,,36600,,,,,2.33,0,0.74,122,53075,-0.2891277000000001,,,,,,,,,,
1.52,0.92,36900,16986,0,36900,-0.09448566005565226,,,,,,,-0.07063285261392593,-0.5036021852493286,0.19721812,0.17210865020751953,1220,0.001,0.2969034095108509,0.2,-0.05867117092013359,0.13234882086515426
,,36900,,,,,2.35,0,0.76,123,53502,-0.31229268000000004,,,,,,,,,,
1.26,0.98,37200,17129,0,37200,-0.03388148573692888,,,,,,,-0.07858501374721527,-0.5333576339483261,0.14357649,0.009721457958221436,1230,0.001,0.3119318190217018,0.2,-0.06475868295878172,0.11923343848437071
,,37200,,,,,2.12,0,0.79,124,53892,-0.25313526,,,,,,,,,,
1.64,0.88,37500,17271,0,37500,-0.13782264295965432,,,,,,,-0.04960482567548752,-0.5397514438629151,0.11596911,0.017573654651641846,1240,0.001,0.2640056820213795,0.2,-0.05377272704616189,0.12934407845139503
,,37500,,,,,2.22,0,0.78,125,54316,-0.26835429,,,,,,,,,,
1.82,0.84,37800,17420,0,37800,-0.18402909188531338,,,,,,,-0.04006446897983551,-0.4868543863296509,0.063255325,-0.10721015930175781,1250,0.001,0.2533806812763214,0.2,-0.05080573046230711,0.12757911831140517
,,37800,,,,,1.99,0,0.8,126,54753,-0.22315132999999998,,,,,,,,,,
1.54,0.92,38100,17563,0,38100,-0.09574903067667037,,,,,,,-0.058415964245796204,-0.5879870116710663,0.14175215,0.25170189142227173,1260,0.001,0.2954545456171036,0.2,-0.06244900897145271,0.11363841578364373
,,38100,,,,,2.03,0,0.85,127,55191,-0.21495189,,,,,,,,,,
1.46,0.9,38400,17712,0,38400,-0.12033794624265283,,,,,,,-0.03267436474561691,-0.4555459839105606,0.122988746,0.10286778211593628,1270,0.001,0.2498295460641384,0.2,-0.052227194402366874,0.10164106722921133
,,38400,,,,,2.14,0,0.76,128,55626,-0.28045833,,,,,,,,,,
1.74,0.88,38700,17851,0,38700,-0.14803193747997284,,,,,,,-0.08942112326622009,-0.5678814142942429,0.09837257,0.1788957118988037,1280,0.001,0.2559090915322304,0.2,-0.059879850801080464,0.1088529746979475
,,38700,,,,,2.07,0,0.81,129,56059,-0.23159475999999998,,,,,,,,,,
1.54,0.9,39000,18010,0,39000,-0.07758134923875332,,,,,,,-0.05773628503084183,-0.6225801402330399,0.10483736,-0.02053523063659668,1290,0.001,0.33400568276643755,0.2,-0.06589889992494136,0.14263504482805728
,,39000,,,,,1.88,0,0.83,130,56494,-0.24392614999999995,,,,,,,,,,
1.62,0.9,39300,18156,0,39300,-0.0948605562467128,,,,,,,-0.06079327315092087,-0.506865895986557,0.14225498,0.1722150444984436,1300,0.001,0.25798295393586157,0.2,-0.05819335120730102,0.13489477172493936
,,39300,,,,,2.0,0,0.8,131,56920,-0.24202008,,,,,,,,,,
1.06,1.0,39600,18319,0,39600,-0.0070020068064332005,,,,,,,-0.041717663407325745,-0.6294396412372589,0.1391981,0.1078595519065857,1310,0.001,0.3106249995529652,0.2,-0.06485275831073523,0.12178334183990955
,,39600,,,,,1.89,0,0.86,132,57311,-0.13947228,,,,,,,,,,
1.34,0.96,39900,18465,0,39900,-0.011086738244630396,,,,,,,-0.06386619806289673,-0.5185718911886216,0.09003847,-0.05116415023803711,1320,0.001,0.30911931782960894,0.2,-0.06520475381985306,0.11809385553002358
,,39900,,,,,1.98,0,0.83,133,57713,-0.21334157999999995,,,,,,,,,,
1.48,0.9,40200,18597,0,40200,-0.11737074764445424,,,,,,,-0.06153467670083046,-0.5768852353096008,0.11687406,-0.0020384788513183594,1330,0.001,0.3112215904891491,0.2,-0.06674015329219402,0.13884101092815399
,,40200,,,,,2.07,0,0.8,134,58126,-0.24127447,,,,,,,,,,
1.08,1.0,40500,18738,0,40500,-0.007206912310793996,,,,,,,-0.08692176640033722,-0.5468718534708024,0.1366544,0.015111565589904785,1340,0.001,0.3030965909361839,0.2,-0.06078847747296095,0.12886811524629593
,,40500,,,,,2.03,0,0.83,135,58522,-0.20021438999999996,,,,,,,,,,
1.38,0.96,40800,18889,0,40800,-0.05123565792106092,,,,,,,-0.05449570715427399,-0.47598174691200257,0.105846025,0.020964503288269043,1350,0.001,0.27119318157434463,0.2,-0.05310020374308806,0.13462048813700675
,,40800,,,,,1.98,0,0.85,136,58936,-0.20005422999999997,,,,,,,,,,
1.68,0.86,41100,19044,0,41100,-0.15796194350812584,,,,,,,-0.06151451915502548,-0.49076633095741273,0.12947494,0.10598176717758179,1360,0.001,0.2709943175315857,0.2,-0.04930113738402724,0.12397217582911253
,,41100,,,,,1.85,0,0.86,137,59381,-0.15110396,,,,,,,,,,
1.22,0.96,41400,19187,0,41400,-0.05014630231074989,,,,,,,-0.04870640113949776,-0.4888896816968918,0.092254825,-0.043135762214660645,1370,0.001,0.2589204551279545,0.2,-0.05558833107352257,0.12981537416577338
,,41400,,,,,2.05,0,0.8,138,59784,-0.27754228999999997,,,,,,,,,,
1.82,0.84,41700,19332,0,41700,-0.16696773000527174,,,,,,,-0.05517389625310898,-0.4474261426925659,0.0825095,0.23785871267318726,1380,0.001,0.24542613625526427,0.2,-0.04738208748400211,0.12869836509227753
,,41700,,,,,1.95,0,0.81,139,60228,-0.26387147,,,,,,,,,,
1.32,0.94,42000,19479,0,42000,-0.07097427008673549,,,,,,,-0.042132534086704254,-0.46884757339954375,0.18409395,0.05849611759185791,1390,0.001,0.29332386374473574,0.2,-0.05835051075322553,0.13530846185982226
,,42000,,,,,2.16,0,0.78,140,60626,-0.25167729,,,,,,,,,,
1.3,0.96,42300,19622,0,42300,-0.05342726880218834,,,,,,,-0.05016253888607025,-0.41588108241558075,0.14992832,0.1405344009399414,1400,0.001,0.2403693191707134,0.2,-0.04326761268079281,0.11395531013607979
,,42300,,,,,2.07,0,0.76,141,61028,-0.2743237599999999,,,,,,,,,,
1.6,0.88,42600,19769,0,42600,-0.13857863582205027,,,,,,,-0.061161115765571594,-0.4748974645137787,0.16974276,0.19521838426589966,1410,0.001,0.24937499910593033,0.2,-0.04577035384252667,0.11128903098404408
,,42600,,,,,2.06,0,0.82,142,61463,-0.24150674,,,,,,,,,,
1.34,0.92,42900,19905,0,42900,-0.09456187136471271,,,,,,,-0.02444383315742016,-0.42879887342453005,0.11067502,0.18292170763015747,1420,0.001,0.24690340965986252,0.2,-0.04971206508809701,0.13339118268340827
,,42900,,,,,2.2,0,0.77,143,61876,-0.29624048999999997,,,,,,,,,,
1.32,0.96,43200,20042,0,43200,-0.051964868954382834,,,,,,,-0.036795374006032944,-0.4623328071832657,0.11210557,0.10154324769973755,1430,0.001,0.2529261364042759,0.2,-0.05217756965197623,0.1358980792015791
,,43200,,,,,2.36,0,0.77,144,62284,-0.2675208,,,,,,,,,,
1.78,0.82,43500,20200,0,43500,-0.15600837147794663,,,,,,,-0.04793877154588699,-0.42596779227256776,0.19935457,-0.05028069019317627,1440,0.001,0.2667329539358616,0.2,-0.055582962837070225,0.14512454889714718
,,43500,,,,,1.74,0,0.86,145,62704,-0.20870082,,,,,,,,,,
1.34,0.94,43800,20357,0,43800,-0.05302139309234917,,,,,,,-0.03619049862027168,-0.4710028529167175,0.1190668,0.06434375047683716,1450,0.001,0.24349431812763214,0.2,-0.05023795872926712,0.13857146210968493
,,43800,,,,,1.93,0,0.84,146,63104,-0.20121011,,,,,,,,,,
1.42,0.94,44100,20519,0,44100,-0.07264590762089938,,,,,,,-0.0303431935608387,-0.43147226512432096,0.19735292,0.11981183290481567,1460,0.001,0.2572159081697464,0.2,-0.05184165235608816,0.11654345095157623
,,44100,,,,,1.9,0,0.83,147,63538,-0.24523340000000002,,,,,,,,,,
1.44,0.94,44400,20673,0,44400,-0.07365635255351663,,,,,,,-0.0213337242603302,-0.41712746560573577,0.15523297,0.14711761474609375,1470,0.001,0.2626988641917706,0.2,-0.05630471456795931,0.12216102100908756
,,44400,,,,,2.0,0,0.82,148,63962,-0.20265206999999996,,,,,,,,,,
1.42,0.94,44700,20810,0,44700,-0.054362870221957564,,,,,,,-0.06710220873355865,-0.38910951614379885,0.08154033,0.015604078769683838,1480,0.001,0.19372159093618393,0.2,-0.03945995263755322,0.11305499490350485
,,44700,,,,,2.16,0,0.77,149,64397,-0.30483736999999994,,,,,,,,,,
1.6,0.92,45000,20951,0,45000,-0.07590434362646192,,,,,,,-0.034200724214315414,-0.5047584712505341,0.13554609,0.20879453420639038,1490,0.001,0.2484375,0.2,-0.050280998647212985,0.12744631368666887
,,45000,,,,,2.21,0,0.78,150,64838,-0.30000292,,,,,,,,,,
1.32,0.96,45300,21108,0,45300,-0.05002702644560486,,,,,,,-0.08087828755378723,-0.604150522351265,0.18745747,0.19163870811462402,1500,0.001,0.30857954531908033,0.2,-0.06746758088469505,0.1206736309826374
,,45300,,,,,1.97,0,0.81,151,65254,-0.2392756,,,,,,,,,,
1.44,0.92,45600,21241,0,45600,-0.03385437503457069,,,,,,,-0.02731061913073063,-0.4311091089248657,0.14439732,0.1242818832397461,1510,0.001,0.23548295497894287,0.2,-0.04133509438484907,0.12212973132729531
,,45600,,,,,2.17,0,0.75,152,65676,-0.31414378000000004,,,,,,,,,,
1.26,0.96,45900,21385,0,45900,-0.05131517047993839,,,,,,,-0.03933360427618027,-0.4961527323722839,0.23052041,0.20844322443008423,1520,0.001,0.28963068276643755,0.2,-0.05570822820067406,0.11876065321266652
,,45900,,,,,2.04,0,0.79,153,66090,-0.26544625000000005,,,,,,,,,,
1.6,0.88,46200,21544,0,46200,-0.12705486775375902,,,,,,,-0.05332750827074051,-0.5116406655311585,0.07274936,0.26595163345336914,1530,0.001,0.23755681827664377,0.2,-0.05091990429442376,0.1228345474600792
,,46200,,,,,1.91,0,0.85,154,66507,-0.18304479999999995,,,,,,,,,,
1.18,0.98,46500,21691,0,46500,-0.028715735697187484,,,,,,,-0.029574129730463028,-0.4519711637496948,0.14564708,0.027516186237335205,1540,0.001,0.26980113595724103,0.2,-0.05871896773576737,0.10515534475445748
,,46500,,,,,2.12,0,0.79,155,66919,-0.25599889000000003,,,,,,,,,,
1.32,0.98,46800,21834,0,46800,-0.03289101088419557,,,,,,,-0.052741438150405884,-0.44230305790901187,0.081522495,0.12531381845474243,1550,0.001,0.19934659108519553,0.2,-0.04882992489088792,0.12942703895270824
,,46800,,,,,2.0,0,0.81,156,67332,-0.23565136999999997,,,,,,,,,,
1.42,0.92,47100,21980,0,47100,-0.07684174582362174,,,,,,,-0.06795081496238708,-0.6153042733669281,0.14437735,0.11329740285873413,1560,0.001,0.3420454543828964,0.2,-0.06793848561821506,0.13215641736984252
,,47100,,,,,1.94,0,0.81,157,67769,-0.23197076,,,,,,,,,,
1.62,0.9,47400,22121,0,47400,-0.11741414988879115,,,,,,,-0.07477330416440964,-0.6012250155210495,0.11432947,0.2528611421585083,1570,0.001,0.29335227265954017,0.2,-0.05840712097648065,0.11324652068316937
,,47400,,,,,2.26,0,0.75,158,68241,-0.30665825,,,,,,,,,,
1.44,0.94,47700,22264,0,47700,-0.07289196459576487,,,,,,,-0.08107951283454895,-0.5903889220952988,0.11890487,0.07050800323486328,1580,0.001,0.3309659093618393,0.2,-0.062416287809610366,0.12986091569066047
,,47700,,,,,2.13,0,0.79,159,68697,-0.28425824,,,,,,,,,,
1.34,0.94,48000,22409,0,48000,-0.07249182554893195,,,,,,,-0.052240584045648575,-0.49554084658622743,0.15752731,0.14361238479614258,1590,0.001,0.3012784093618393,0.2,-0.059160174117423595,0.12081229321658611
,,48000,,,,,2.0,0,0.8,160,69108,-0.2661895,,,,,,,,,,
1.38,0.96,48300,22560,0,48300,-0.05219454559031874,,,,,,,-0.06510428339242935,-0.4681816387176514,0.0832092,0.25882095098495483,1600,0.001,0.2718465912342072,0.2,-0.04837474058382213,0.11132583618164063
,,48300,,,,,2.07,0,0.81,161,69544,-0.19547142999999997,,,,,,,,,,
1.44,0.94,48600,22702,0,48600,-0.05298595023341477,,,,,,,-0.07705383747816086,-0.5096003699302674,0.13318287,-0.2155320644378662,1610,0.001,0.3117329540848732,0.2,-0.067169025298208,0.12450075816363096
,,48600,,,,,2.05,0,0.82,162,69958,-0.22740209000000003,,,,,,,,,,
1.5,0.94,48900,22849,0,48900,-0.07403860247693955,,,,,,,-0.038098398596048355,-0.4315911829471588,0.11635576,-0.07478928565979004,1620,0.001,0.26369318187236784,0.2,-0.056240694001317024,0.13222851566970348
,,48900,,,,,2.16,0,0.75,163,70384,-0.3001502300000001,,,,,,,,,,
1.52,0.9,49200,22994,0,49200,-0.11451827419456094,,,,,,,-0.06308051198720932,-0.4534678852558136,0.09266696,0.1592671275138855,1630,0.001,0.2551988637447357,0.2,-0.05332577547058463,0.11895306974649429
,,49200,,,,,2.04,0,0.82,164,70818,-0.20719942999999996,,,,,,,,,,
1.4,0.94,49500,23130,0,49500,-0.07376118960324675,,,,,,,-0.058386243879795074,-0.4806796485185623,0.091668345,0.0251043438911438,1640,0.001,0.24477272763848304,0.2,-0.056940737022086976,0.12006705969572068
,,49500,,,,,2.12,0,0.8,165,71264,-0.21557820000000003,,,,,,,,,,
1.46,0.9,49800,23256,0,49800,-0.11580490132793785,,,,,,,-0.06377291679382324,-0.5410475224256516,0.119652316,-0.07455301284790039,1650,0.001,0.3156534093618393,0.2,-0.06085767996497452,0.13963381566107272
,,49800,,,,,2.33,0,0.75,166,71712,-0.2991027,,,,,,,,,,
1.42,0.92,50100,23392,0,50100,-0.0935206522187218,,,,,,,-0.054223690181970596,-0.47670006632804873,0.19177766,0.03968048095703125,1660,0.001,0.3009943178296089,0.2,-0.05781489325687289,0.13253497324883937
,,50100,,,,,2.13,0,0.82,167,72149,-0.24727288999999997,,,,,,,,,,
1.3,1.0,50400,23537,0,50400,-0.011225106632336975,,,,,,,-0.05455465242266655,-0.5263764953613281,0.10980568,0.09795540571212769,1670,0.001,0.2821590901911259,0.2,-0.05467341509182006,0.1406607037782669
,,50400,,,,,2.09,0,0.84,168,72565,-0.18251991,,,,,,,,,,
1.46,0.92,50700,23679,0,50700,-0.07456496461294591,,,,,,,-0.06523468345403671,-0.43977492928504947,0.12507765,0.21367478370666504,1680,0.001,0.27639204531908035,0.2,-0.05573362592607736,0.09027845788747073
,,50700,,,,,2.12,0,0.77,169,72992,-0.22551311,,,,,,,,,,
1.22,0.98,51000,23814,0,51000,-0.03576734935399145,,,,,,,-0.047322433441877365,-0.47845880150794984,0.10004108,0.08842486143112183,1690,0.001,0.2693465909361839,0.2,-0.0599517029710114,0.12227604106068611
,,51000,,,,,2.22,0,0.79,170,73411,-0.27916455,,,,,,,,,,
1.34,0.94,51300,23938,0,51300,-0.07134947064332664,,,,,,,-0.05148627609014511,-0.5011756658554077,0.10017873,0.04816842079162598,1700,0.001,0.24599431857466697,0.2,-0.05175479233264923,0.14980877734720707
,,51300,,,,,2.4,0,0.74,171,73817,-0.32754247999999997,,,,,,,,,,
1.26,0.96,51600,24061,0,51600,-0.03090415335725993,,,,,,,-0.07143378257751465,-0.48009569525718687,0.1825657,0.06774628162384033,1710,0.001,0.30849431827664375,0.2,-0.0547019673883915,0.14777546495199204
,,51600,,,,,2.41,0,0.75,172,74269,-0.31181888,,,,,,,,,,
1.42,0.94,51900,24206,0,51900,-0.0792362240795046,,,,,,,0.011453025043010712,-0.4823319864273071,0.11136434,-0.07728779315948486,1720,0.001,0.26900568246841433,0.2,-0.0540144837682601,0.15892680168151854
,,51900,,,,,2.06,0,0.82,173,74707,-0.21642445,,,,,,,,,,
1.58,0.88,52200,24343,0,52200,-0.11649808930233121,,,,,,,-0.07429371029138565,-0.4439001977443695,0.115897514,0.11356300115585327,1730,0.001,0.2888920459151268,0.2,-0.05157758502289653,0.11471062414348125
,,52200,,,,,2.19,0,0.77,174,75132,-0.29739334,,,,,,,,,,
1.52,0.9,52500,24485,0,52500,-0.11556771859060973,,,,,,,-0.05119023472070694,-0.4616034358739853,0.10285427,0.06451600790023804,1740,0.001,0.27917613565921784,0.2,-0.05470979174366221,0.14148216404020786
,,52500,,,,,2.08,0,0.82,175,75559,-0.22590141,,,,,,,,,,
1.5,0.88,52800,24613,0,52800,-0.13488801188301294,,,,,,,-0.08258770406246185,-0.45766575932502745,0.13935876,0.19899749755859375,1750,0.001,0.3084659084677696,0.2,-0.059482566118240356,0.09184436790645123
,,52800,,,,,2.28,0,0.77,176,75992,-0.28079014999999996,,,,,,,,,,
1.52,0.9,53100,24734,0,53100,-0.09574834910687059,,,,,,,-0.04848612844944,-0.4414517295360565,0.08248186,0.006175100803375244,1760,0.001,0.2771875,0.2,-0.06322449153289199,0.1508456499874592
,,53100,,,,,2.5,0,0.72,177,76405,-0.34502127,,,,,,,,,,
