env/current_idx,eval/mean_ep_length,env/completion_counter,time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_rew_mean,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss
6134,1.2,0,10410,-0.06951169618405402,10410,0.94,,,,,,,0.2,-0.3237410426139832,0.1424457013607025,0.0,2.9375156e-05,0.3273341655731201,0.0001,-0.0015560366946743899,1730,0.06689378619194031
,,,10410,,,,-0.21160263,0.79,347,1.52,39207,0,,,,,,,,,,
6151,1.3,0,10440,-0.07081720036454499,10440,0.9,,,,,,,0.2,-0.31785168051719664,0.21205317080020905,0.0,5.416274e-05,0.12532615661621094,0.0001,-0.000872273897596898,1735,0.09990887343883514
,,,10440,,,,-0.23795630000000004,0.78,348,1.57,39326,0,,,,,,,,,,
6167,1.28,0,10470,-0.04962983945384622,10470,0.9,,,,,,,0.2,-0.31048154830932617,0.1818846046924591,0.0,5.3604444e-06,0.35512036085128784,0.0001,-0.0001525497452043112,1740,0.08679752796888351
,,,10470,,,,-0.24397619000000004,0.77,349,1.59,39439,0,,,,,,,,,,
6183,1.12,0,10500,-0.02827560423873365,10500,0.98,,,,,,,0.2,-0.3115466356277466,0.18174940049648286,0.0,2.0909309e-05,0.23804759979248047,0.0001,-0.00028030078140250936,1745,0.08795972168445587
,,,10500,,,,-0.28604028,0.73,350,1.69,39568,0,,,,,,,,,,
6206,1.14,0,10530,-0.06859035849105567,10530,0.94,,,,,,,0.2,-0.3132989168167114,0.1528618335723877,0.0,1.19109945e-05,0.4352266788482666,0.0001,5.106687608851246e-05,1750,0.07467464357614517
,,,10530,,,,-0.26787922999999997,0.74,351,1.65,39672,0,,,,,,,,,,
6222,1.28,0,10560,-0.0695919649116695,10560,0.9,,,,,,,0.2,-0.31066069602966306,0.22372254729270935,0.0,3.0475854e-05,-0.12724149227142334,0.0001,-0.0015584508872898083,1755,0.10241232067346573
,,,10560,,,,-0.26943806000000003,0.72,352,1.68,39786,0,,,,,,,,,,
6242,1.16,0,10590,-0.02775968356989324,10590,0.98,,,,,,,0.2,-0.3054253578186035,0.18143903017044066,0.0,4.4081607e-05,0.1214061975479126,0.0001,-0.0010401292750612078,1760,0.08467496186494827
,,,10590,,,,-0.24883682999999998,0.71,353,1.69,39896,0,,,,,,,,,,
6257,1.12,0,10620,-0.04765958636533469,10620,0.96,,,,,,,0.2,-0.30367412567138674,0.1597767412662506,0.0,3.882249e-06,-0.05839264392852783,0.0001,-0.00012677689466116248,1765,0.07524135708808899
,,,10620,,,,-0.21947843,0.72,354,1.66,39998,0,,,,,,,,,,
6273,1.2,0,10650,-0.048763088746927676,10650,0.94,,,,,,,0.2,-0.30061554312705996,0.24533905684947968,0.0,1.5338262e-06,0.0765761137008667,0.0001,7.976094998092264e-05,1770,0.12276419997215271
,,,10650,,,,-0.18929052,0.73,355,1.66,40106,0,,,,,,,,,,
6292,1.12,0,10680,-0.04794813155662268,10680,0.94,,,,,,,0.2,-0.29750141501426697,0.13462845981121063,0.0,1.513958e-06,0.30383408069610596,0.0001,-5.2786073781163625e-05,1775,0.06475897878408432
,,,10680,,,,-0.19904818999999999,0.72,356,1.69,40215,0,,,,,,,,,,
6310,1.3,0,10710,-0.12952657984104007,10710,0.88,,,,,,,0.2,-0.29925928711891175,0.15313441455364227,0.0,2.2749105e-05,0.2877737879753113,0.0001,-0.0004421840060970794,1780,0.07479938119649887
,,,10710,,,,-0.20762464000000003,0.71,357,1.72,40323,0,,,,,,,,,,
6325,1.06,0,10740,-0.027588166557252408,10740,0.98,,,,,,,0.2,-0.3044468522071838,0.10449518859386445,0.0,5.9604645e-07,0.4791937470436096,0.0001,-1.4424323815376284e-07,1785,0.05083107575774193
,,,10740,,,,-0.25607164999999993,0.71,358,1.75,40418,0,,,,,,,,,,
6345,1.34,0,10770,-0.07116202788427473,10770,0.9,,,,,,,0.2,-0.30909879207611085,0.2238663226366043,0.0,1.7778078e-05,0.2950478196144104,0.0001,-0.00038464665626314343,1790,0.10720989853143692
,,,10770,,,,-0.27778550999999996,0.7,359,1.76,40526,0,,,,,,,,,,
6358,1.2,0,10800,-0.07275920371059329,10800,0.92,,,,,,,0.2,-0.3124150037765503,0.2035123109817505,0.0,2.614657e-06,0.19055300951004028,0.0001,5.2974724870402666e-05,1795,0.09900453686714172
,,,10800,,,,-0.31530246,0.69,360,1.79,40633,0,,,,,,,,,,
6377,1.3,0,10830,-0.10924594284966588,10830,0.88,,,,,,,0.2,-0.3073164939880371,0.25955092906951904,0.0,1.4068683e-05,-0.10527908802032471,0.0001,-0.00010438680677964385,1800,0.12496528774499893
,,,10830,,,,-0.29206962999999997,0.72,361,1.73,40751,0,,,,,,,,,,
6398,1.18,0,10860,-0.04786990661174059,10860,0.94,,,,,,,0.2,-0.30202860236167905,0.23636913299560547,0.0,1.2588501e-05,0.1373807191848755,0.0001,-0.0010605664939312477,1805,0.1171642318367958
,,,10860,,,,-0.29559154000000004,0.73,362,1.7,40853,0,,,,,,,,,,
6415,1.32,0,10890,-0.1103096550842747,10890,0.86,,,,,,,0.2,-0.2955143451690674,0.15946905612945556,0.0,1.0850033e-05,0.491452693939209,0.0001,-0.0003757411291978485,1810,0.0753597840666771
,,,10890,,,,-0.30774816,0.72,363,1.71,40965,0,,,,,,,,,,
6435,1.32,0,10920,-0.11246188279241323,10920,0.86,,,,,,,0.2,-0.2886172294616699,0.19243803024291992,0.0,2.073447e-05,0.16180473566055298,0.0001,-0.000759688214166232,1815,0.09059315919876099
,,,10920,,,,-0.2784534699999999,0.73,364,1.65,41078,0,,,,,,,,,,
6454,1.34,0,10950,-0.11272223415318877,10950,0.86,,,,,,,0.2,-0.2801217794418335,0.1584746152162552,0.0,3.3120314e-06,0.37384337186813354,0.0001,7.089684358376757e-05,1820,0.07610844075679779
,,,10950,,,,-0.23426907,0.76,365,1.58,41193,0,,,,,,,,,,
6480,1.14,0,10980,-0.008062646510079503,10980,0.96,,,,,,,0.2,-0.2753982901573181,0.16539130210876465,0.0,1.7086664e-07,0.22374320030212402,0.0001,-6.477038159147241e-08,1825,0.0815771147608757
,,,10980,,,,-0.17403985000000002,0.82,366,1.45,41291,0,,,,,,,,,,
6496,1.12,0,11010,-0.027763584819622336,11010,0.96,,,,,,,0.2,-0.2735332190990448,0.08484722673892975,0.0,1.390775e-07,-0.0109710693359375,0.0001,-3.724893055512268e-06,1830,0.04046634957194328
,,,11010,,,,-0.17062635999999995,0.79,367,1.51,41389,0,,,,,,,,,,
6516,1.14,0,11040,-0.04860940542072058,11040,0.94,,,,,,,0.2,-0.274307918548584,0.15612885355949402,0.0,1.6570091e-05,0.18531054258346558,0.0001,-0.00025941093413486274,1835,0.0746215209364891
,,,11040,,,,-0.15872772000000002,0.8,368,1.48,41491,0,,,,,,,,,,
6538,1.22,0,11070,-0.07042622094508261,11070,0.92,,,,,,,0.2,-0.27798781394958494,0.16285296380519867,0.0,1.4702479e-07,0.3354909420013428,0.0001,0.00016246199656353433,1840,0.07926958799362183
,,,11070,,,,-0.13861485,0.82,369,1.44,41601,0,,,,,,,,,,
6557,1.24,0,11100,-0.07008231302257627,11100,0.9,,,,,,,0.2,-0.27658814787864683,0.13865245878696442,0.0,2.7616818e-06,0.05585122108459473,0.0001,-1.1641184507205083e-05,1845,0.06827236711978912
,,,11100,,,,-0.13375874000000001,0.81,370,1.47,41714,0,,,,,,,,,,
6574,1.24,0,11130,-0.08960412696469575,11130,0.9,,,,,,,0.2,-0.2747935473918915,0.15270253121852875,0.0,0.0,-0.4390827417373657,0.0001,-4.589557818235335e-08,1850,0.06987616419792175
,,,11130,,,,-0.19079024999999997,0.75,371,1.58,41826,0,,,,,,,,,,
6592,1.14,0,11160,-0.04738762944471091,11160,0.94,,,,,,,0.2,-0.27386311292648313,0.2888086199760437,0.0,0.0,0.15250468254089355,0.0001,-8.980433214844652e-08,1855,0.14461851119995117
,,,11160,,,,-0.19399102,0.77,372,1.58,41932,0,,,,,,,,,,
6605,1.22,0,11190,-0.0884859222592786,11190,0.92,,,,,,,0.2,-0.2726134121417999,0.1811945766210556,0.0,6.864468e-06,0.25870299339294434,0.0001,-0.000506084765656567,1860,0.08533071726560593
,,,11190,,,,-0.24072295,0.74,373,1.63,42040,0,,,,,,,,,,
6623,1.16,0,11220,-0.029207548280246555,11220,0.96,,,,,,,0.2,-0.2694569408893585,0.3292950034141541,0.0,1.658996e-06,-0.025209426879882812,0.0001,-0.00012500167053062228,1865,0.1505010724067688
,,,11220,,,,-0.29071203,0.71,374,1.68,42149,0,,,,,,,,,,
6645,1.22,0,11250,-0.08922795461025089,11250,0.92,,,,,,,0.2,-0.26579068303108216,0.21270001530647278,0.0,1.6603868e-05,0.3807597756385803,0.0001,-0.001071890409803089,1870,0.09423650801181793
,,,11250,,,,-0.28453625,0.72,375,1.68,42259,0,,,,,,,,,,
6661,1.28,0,11280,-0.10967277924064547,11280,0.88,,,,,,,0.2,-0.2603927731513977,0.18358170688152314,0.0,6.20683e-06,0.13237732648849487,0.0001,0.0004554593663972817,1875,0.09587708860635757
,,,11280,,,,-0.36074395,0.67,376,1.76,42376,0,,,,,,,,,,
6678,1.22,0,11310,-0.05160872456151992,11310,0.94,,,,,,,0.2,-0.25734367966651917,0.24108217656612396,0.0,6.759167e-06,0.04466402530670166,0.0001,-0.0003252706956118345,1880,0.11533737182617188
,,,11310,,,,-0.34203589,0.69,377,1.72,42484,0,,,,,,,,,,
6696,1.54,0,11340,-0.13800313803832978,11340,0.78,,,,,,,0.2,-0.25330412983894346,0.19486894607543945,0.0,1.3778607e-05,0.3505064845085144,0.0001,-0.0001835225070440316,1885,0.09560234844684601
,,,11340,,,,-0.35121196,0.68,378,1.7,42604,0,,,,,,,,,,
6714,1.18,0,11370,-0.06956074162386358,11370,0.92,,,,,,,0.2,-0.24784758687019348,0.2042719155550003,0.0,4.5476358e-05,0.24497491121292114,0.0001,-0.0013252611892923482,1890,0.09694989025592804
,,,11370,,,,-0.31303142,0.7,379,1.68,42707,0,,,,,,,,,,
6728,1.16,0,11400,-0.04805365059990436,11400,0.94,,,,,,,0.2,-0.23987128734588622,0.23706280589103698,0.0,8.3843867e-07,0.07774007320404053,0.0001,5.340576151979804e-07,1895,0.1139431819319725
,,,11400,,,,-0.3212397,0.69,380,1.72,42809,0,,,,,,,,,,
6743,1.3,0,11430,-0.08998879941180349,11430,0.88,,,,,,,0.2,-0.23494963943958283,0.15382106006145477,0.0,2.503395e-06,0.3306330442428589,0.0001,-8.639494839961515e-05,1900,0.07596860826015472
,,,11430,,,,-0.37463793999999995,0.63,381,1.84,42922,0,,,,,,,,,,
6760,1.36,0,11460,-0.11003674861975014,11460,0.84,,,,,,,0.2,-0.23330337107181548,0.1893478065729141,0.0,2.7503569e-05,0.17970001697540283,0.0001,-0.00022090077502063822,1905,0.0919494703412056
,,,11460,,,,-0.33342752,0.67,382,1.79,43040,0,,,,,,,,,,
6778,1.24,0,11490,-0.09016205819323658,11490,0.9,,,,,,,0.2,-0.22856564223766326,0.20708708465099335,0.0,3.536542e-05,0.11378079652786255,0.0001,-0.0007770415201470371,1910,0.09885947406291962
,,,11490,,,,-0.32937827999999997,0.68,383,1.78,43148,0,,,,,,,,,,
6794,1.18,0,11520,-0.0882807130087167,11520,0.92,,,,,,,0.2,-0.2249617785215378,0.1969230055809021,0.0,1.1920929e-07,0.20708751678466797,0.0001,1.7881394320795607e-08,1915,0.09465179592370987
,,,11520,,,,-0.3729122199999999,0.65,384,1.84,43253,0,,,,,,,,,,
6813,1.14,0,11550,-0.048334561940282586,11550,0.96,,,,,,,0.2,-0.2225814163684845,0.16617703437805176,0.0,8.702278e-06,0.3044931888580322,0.0001,-0.0004075884832609233,1920,0.07637527585029602
,,,11550,,,,-0.35143386,0.66,385,1.82,43357,0,,,,,,,,,,
6836,1.2,0,11580,-0.029384673181921242,11580,0.92,,,,,,,0.2,-0.21946901082992554,0.34502444267272947,0.0,1.1920929e-07,0.10344022512435913,0.0001,-5.245208676285529e-08,1925,0.1755155771970749
,,,11580,,,,-0.26945818000000005,0.74,386,1.64,43461,0,,,,,,,,,,
6855,1.12,0,11610,-0.02811611226759851,11610,0.98,,,,,,,0.2,-0.21743907332420348,0.2880385398864746,0.0,5.610784e-06,-0.5609511137008667,0.0001,6.948232723544834e-05,1930,0.13466976583003998
,,,11610,,,,-0.25598246999999996,0.76,387,1.6,43560,0,,,,,,,,,,
6872,1.18,0,11640,-0.07008271856233478,11640,0.94,,,,,,,0.2,-0.21639072000980378,0.15841463804244996,0.0,4.1921933e-07,0.49017906188964844,0.0001,1.7817616668835966e-05,1935,0.07173512130975723
,,,11640,,,,-0.25439912,0.75,388,1.62,43663,0,,,,,,,,,,
6892,1.16,0,11670,-0.06801030943635851,11670,0.94,,,,,,,0.2,-0.21606920063495635,0.15015150904655455,0.0,3.504753e-06,0.34977489709854126,0.0001,-5.3411523476754044e-05,1940,0.07203339785337448
,,,11670,,,,-0.19007733999999998,0.81,389,1.54,43770,0,,,,,,,,,,
