env/current_idx,eval/mean_ep_length,env/completion_counter,time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,rollout/ep_rew_mean,rollout/success_rate,time/iterations,rollout/ep_len_mean,time/time_elapsed,time/fps,train/clip_range,train/entropy_loss,train/value_loss,train/clip_fraction,train/approx_kl,train/explained_variance,train/learning_rate,train/policy_gradient_loss,train/n_updates,train/loss
1469,1.2,0,2850,-0.10817766468040645,2850,0.9,,,,,,,0.2,-0.9377803206443787,0.1992592215538025,0.0,2.4453799e-05,0.06144380569458008,0.0001,-0.0006305333052539552,470,0.09334959834814072
,,,2850,,,,-0.26767615999999994,0.69,95,1.76,10903,0,,,,,,,,,,
1488,1.14,0,2880,-0.04812182961031795,2880,0.94,,,,,,,0.2,-0.9236515164375305,0.2797988414764404,0.0,4.6008827e-05,0.13677972555160522,0.0001,-0.0011628099461091779,475,0.13426555693149567
,,,2880,,,,-0.276294,0.7,96,1.76,11011,0,,,,,,,,,,
1510,1.18,0,2910,-0.049282605056650934,2910,0.94,,,,,,,0.2,-0.9096890687942505,0.19770775735378265,0.0,5.7947636e-05,0.014526844024658203,0.0001,-0.0012567623704669018,480,0.09215481579303741
,,,2910,,,,-0.19142508999999996,0.77,97,1.63,11125,0,,,,,,,,,,
1525,1.4,0,2940,-0.15331994576845318,2940,0.84,,,,,,,0.2,-0.894661033153534,0.1335335463285446,0.0,3.989736e-05,-0.8667980432510376,0.0001,-0.0005534319152745937,485,0.061640966683626175
,,,2940,,,,-0.26684874,0.71,98,1.73,11239,0,,,,,,,,,,
1540,1.3,0,2970,-0.0707256112061441,2970,0.88,,,,,,,0.2,-0.8796321630477906,0.2712636053562164,0.0,6.0554346e-05,0.11396104097366333,0.0001,-0.0011894631261625932,490,0.12859344482421875
,,,2970,,,,-0.30638151,0.72,99,1.72,11354,0,,,,,,,,,,
1560,1.2,0,3000,-0.09077693541999907,3000,0.92,,,,,,,0.2,-0.862022876739502,0.217437806725502,0.0,0.00012686054,0.009616613388061523,0.0001,-0.003516761846840666,495,0.09693839401006699
,,,3000,,,,-0.26014702999999995,0.74,100,1.66,11482,0,,,,,,,,,,
1577,1.32,0,3030,-0.09463398838881404,3030,0.88,,,,,,,0.2,-0.8403112173080445,0.20993665158748626,0.0,5.736351e-05,0.148249089717865,0.0001,-0.0010449212952515553,500,0.09969320148229599
,,,3030,,,,-0.26009043,0.73,101,1.67,11609,0,,,,,,,,,,
1594,1.18,0,3060,-0.07115924335550516,3060,0.92,,,,,,,0.2,-0.8227766633033753,0.18998993933200836,0.0,8.609494e-05,0.11318761110305786,0.0001,-0.000792905093403462,505,0.0888160988688469
,,,3060,,,,-0.26761408000000003,0.71,102,1.7,11712,0,,,,,,,,,,
1609,1.34,0,3090,-0.0931649531563744,3090,0.88,,,,,,,0.2,-0.80923513174057,0.11998667567968369,0.0,0.00016913812,0.4424857497215271,0.0001,-0.0015819029467337487,510,0.05315868929028511
,,,3090,,,,-0.34188489999999994,0.64,103,1.82,11830,0,,,,,,,,,,
1627,1.18,0,3120,-0.0506224963022396,3120,0.92,,,,,,,0.2,-0.7925367593765259,0.22086890041828156,0.0,6.6951914e-05,0.24229252338409424,0.0001,-0.0006457691437873336,515,0.10416556149721146
,,,3120,,,,-0.27468558000000004,0.69,104,1.75,11934,0,,,,,,,,,,
1644,1.18,0,3150,-0.0479034739965573,3150,0.92,,,,,,,0.2,-0.7786399483680725,0.1918071210384369,0.0,0.0001161774,-0.011380553245544434,0.0001,-0.001228633324305406,520,0.09048495441675186
,,,3150,,,,-0.26926083,0.69,105,1.75,12039,0,,,,,,,,,,
1662,1.36,0,3180,-0.11180050223600119,3180,0.88,,,,,,,0.2,-0.7607345938682556,0.2806115925312042,0.0,0.00013809999,-0.059801459312438965,0.0001,-0.001234442784916645,525,0.1315809041261673
,,,3180,,,,-0.29856663,0.68,106,1.78,12155,0,,,,,,,,,,
1686,1.16,0,3210,-0.07065460893325508,3210,0.94,,,,,,,0.2,-0.7452949523925781,0.16604014337062836,0.0,3.77357e-05,0.26199567317962646,0.0001,0.00012161652576958559,530,0.07735575735569
,,,3210,,,,-0.25577636,0.76,107,1.63,12267,0,,,,,,,,,,
1706,1.22,0,3240,-0.08951387139037252,3240,0.9,,,,,,,0.2,-0.738062071800232,0.19882602095603943,0.0,2.1467606e-05,0.012928307056427002,0.0001,-0.0012854745060516316,535,0.09007594734430313
,,,3240,,,,-0.21104686000000006,0.79,108,1.58,12376,0,,,,,,,,,,
1723,1.16,0,3270,-0.08898899601772428,3270,0.92,,,,,,,0.2,-0.7280762434005738,0.20072321891784667,0.0,2.1582842e-05,-0.018611907958984375,0.0001,-0.0007981121703053873,540,0.09404721856117249
,,,3270,,,,-0.20395194,0.79,109,1.54,12485,0,,,,,,,,,,
1740,1.34,0,3300,-0.15044682813808322,3300,0.86,,,,,,,0.2,-0.7159136056900024,0.19699654281139373,0.0,2.2429227e-05,0.2758825421333313,0.0001,5.7970286336939127e-05,545,0.09564390033483505
,,,3300,,,,-0.19460641999999997,0.79,110,1.55,12611,0,,,,,,,,,,
1763,1.26,0,3330,-0.10970098796766252,3330,0.88,,,,,,,0.2,-0.7107865929603576,0.16633198261260987,0.0,1.2898445e-05,-0.028815031051635742,0.0001,-0.0003122528455786977,550,0.0795101672410965
,,,3330,,,,-0.14921143,0.82,111,1.47,12729,0,,,,,,,,,,
1781,1.36,0,3360,-0.11081036485265941,3360,0.86,,,,,,,0.2,-0.7055397987365722,0.10939249992370606,0.0,3.1075873e-05,0.3344300389289856,0.0001,-0.00019237503351181572,555,0.049196213483810425
,,,3360,,,,-0.17886750000000004,0.77,112,1.56,12844,0,,,,,,,,,,
1796,1.28,0,3390,-0.09015018388628959,3390,0.88,,,,,,,0.2,-0.6995420813560486,0.24369929134845733,0.0,5.4419042e-06,0.06886416673660278,0.0001,-0.00032498141411139156,560,0.11976589262485504
,,,3390,,,,-0.20271920999999998,0.75,113,1.61,12969,0,,,,,,,,,,
1817,1.38,0,3420,-0.13495330494828522,3420,0.84,,,,,,,0.2,-0.6916633248329163,0.2431730717420578,0.0,5.7021775e-06,0.18050158023834229,0.0001,-0.00027953504759352653,565,0.11321219801902771
,,,3420,,,,-0.20715698,0.75,114,1.61,13093,0,,,,,,,,,,
1833,1.06,0,3450,-0.007105632964521646,3450,0.98,,,,,,,0.2,-0.6799481034278869,0.17840545177459716,0.0,4.956325e-05,0.07275092601776123,0.0001,-0.0023368939020048884,570,0.08296998590230942
,,,3450,,,,-0.20986884999999997,0.77,115,1.58,13192,0,,,,,,,,,,
1851,1.32,0,3480,-0.13321519312914462,3480,0.86,,,,,,,0.2,-0.6613280534744262,0.19215136468410493,0.0,0.0002732535,0.19954591989517212,0.0001,-0.004045156251328663,575,0.08654821664094925
,,,3480,,,,-0.24688701999999998,0.73,116,1.69,13322,0,,,,,,,,,,
1867,1.3,0,3510,-0.07084348031319677,3510,0.88,,,,,,,0.2,-0.6334978222846985,0.1653309166431427,0.0,0.0002387325,0.2510223984718323,0.0001,-0.0015689213845568872,580,0.07712368667125702
,,,3510,,,,-0.30231874999999997,0.71,117,1.74,13446,0,,,,,,,,,,
1881,1.38,0,3540,-0.13108232138678433,3540,0.84,,,,,,,0.2,-0.6098635792732239,0.2005844831466675,0.0,4.8208236e-05,0.22830438613891602,0.0001,-0.0001987049997360657,585,0.09578084200620651
,,,3540,,,,-0.31301803999999994,0.7,118,1.79,13570,0,,,,,,,,,,
1895,1.14,0,3570,-0.04876313537359238,3570,0.96,,,,,,,0.2,-0.5979009628295898,0.23984041213989257,0.0,2.5079647e-05,0.010187983512878418,0.0001,-0.000628394290106371,590,0.1128246933221817
,,,3570,,,,-0.32847738,0.69,119,1.81,13681,0,,,,,,,,,,
1914,1.26,0,3600,-0.08901721331756562,3600,0.9,,,,,,,0.2,-0.5963362336158753,0.26642181575298307,0.0,1.5409787e-05,-0.23155343532562256,0.0001,-0.0001826433340220035,595,0.12401027232408524
,,,3600,,,,-0.34318374999999995,0.67,120,1.86,13794,0,,,,,,,,,,
1929,1.22,0,3630,-0.09032258856110274,3630,0.92,,,,,,,0.2,-0.5890363335609436,0.2844619691371918,0.0,3.2403073e-05,-0.020274758338928223,0.0001,-0.00023154179032029986,600,0.13619786500930786
,,,3630,,,,-0.37788303,0.64,121,1.9,13921,0,,,,,,,,,,
1942,1.22,0,3660,-0.09258409635163843,3660,0.92,,,,,,,0.2,-0.5829437613487244,0.2669005632400513,0.0,1.527071e-05,-0.0006781816482543945,0.0001,-0.00044341167066397347,605,0.1295611411333084
,,,3660,,,,-0.3926461,0.63,122,1.93,14031,0,,,,,,,,,,
1966,1.18,0,3690,-0.06872631211765111,3690,0.92,,,,,,,0.2,-0.5755115747451782,0.22685057818889617,0.0,4.0431816e-05,0.06425303220748901,0.0001,-0.0007055050070633228,610,0.10920526087284088
,,,3690,,,,-0.3263951,0.69,123,1.82,14136,0,,,,,,,,,,
1982,1.32,0,3720,-0.15206275440752506,3720,0.86,,,,,,,0.2,-0.5662263751029968,0.2286241978406906,0.0,6.555319e-05,0.13262420892715454,0.0001,-0.000700797616348936,615,0.1019914373755455
,,,3720,,,,-0.31068974,0.68,124,1.79,14260,0,,,,,,,,,,
2001,1.26,0,3750,-0.09045823070686311,3750,0.9,,,,,,,0.2,-0.5580278992652893,0.1983644872903824,0.0,1.1006991e-05,0.15691590309143066,0.0001,7.475455674761377e-05,620,0.09345341473817825
,,,3750,,,,-0.29046791000000005,0.7,125,1.73,14368,0,,,,,,,,,,
2020,1.36,0,3780,-0.17043348393868654,3780,0.84,,,,,,,0.2,-0.5508952260017395,0.21945878565311433,0.0,2.655387e-05,0.11326861381530762,0.0001,-0.0013384512738170429,625,0.10550614446401596
,,,3780,,,,-0.24773511000000004,0.74,126,1.69,14496,0,,,,,,,,,,
2037,1.14,0,3810,-0.04799873455427587,3810,0.94,,,,,,,0.2,-0.5395566582679748,0.17015084624290466,0.0,3.7908553e-06,-0.1377706527709961,0.0001,-2.0122527993216012e-06,630,0.08059118688106537
,,,3810,,,,-0.19482614,0.78,127,1.58,14599,0,,,,,,,,,,
2057,1.34,0,3840,-0.13168871801812201,3840,0.86,,,,,,,0.2,-0.5303999662399292,0.24157226383686065,0.0,7.432699e-06,0.39622485637664795,0.0001,-0.00029716412303955054,635,0.12147647887468338
,,,3840,,,,-0.21844416,0.76,128,1.62,14718,0,,,,,,,,,,
2073,1.26,0,3870,-0.09051095615141094,3870,0.92,,,,,,,0.2,-0.5216760873794556,0.20062859654426574,0.0,1.5604495e-05,-0.04616868495941162,0.0001,-0.00012449373980985,640,0.09577351808547974
,,,3870,,,,-0.26239868999999993,0.72,129,1.68,14841,0,,,,,,,,,,
2088,1.34,0,3900,-0.09345404064282775,3900,0.86,,,,,,,0.2,-0.5148357629776001,0.28711925745010375,0.0,1.5109777e-05,0.2307729721069336,0.0001,-0.0005249565762158071,645,0.12574811279773712
,,,3900,,,,-0.25444305,0.73,130,1.7,14960,0,,,,,,,,,,
2107,1.22,0,3930,-0.10902144482824952,3930,0.9,,,,,,,0.2,-0.5076587438583374,0.19970546960830687,0.0,3.7503243e-05,-0.07538437843322754,0.0001,-0.001444277331854238,650,0.09958680719137192
,,,3930,,,,-0.27205111,0.72,131,1.72,15067,0,,,,,,,,,,
2125,1.24,0,3960,-0.08953075967729092,3960,0.92,,,,,,,0.2,-0.4982949674129486,0.17160349190235138,0.0,1.3105075e-05,0.3240352272987366,0.0001,-0.00019239624238238663,655,0.08216651529073715
,,,3960,,,,-0.27000508,0.72,132,1.71,15178,0,,,,,,,,,,
2143,1.34,0,3990,-0.09143018146045506,3990,0.86,,,,,,,0.2,-0.49052008986473083,0.1984339326620102,0.0,1.8268824e-05,0.10578060150146484,0.0001,-0.0008375672627394693,660,0.09410665929317474
,,,3990,,,,-0.27235908,0.71,133,1.74,15294,0,,,,,,,,,,
2162,1.28,0,4020,-0.09159682511817664,4020,0.9,,,,,,,0.2,-0.4805164456367493,0.1876362681388855,0.0,6.645918e-05,0.20106643438339233,0.0001,-0.0002915199505515886,665,0.08885281533002853
,,,4020,,,,-0.24815262999999999,0.73,134,1.69,15413,0,,,,,,,,,,
2177,1.18,0,4050,-0.07021083554252983,4050,0.92,,,,,,,0.2,-0.4732461392879486,0.11305506229400634,0.0,9.673834e-06,0.37429189682006836,0.0001,-0.0002886323094328347,670,0.052151840180158615
,,,4050,,,,-0.25010086000000004,0.71,135,1.72,15517,0,,,,,,,,,,
2199,1.14,0,4080,-0.0499891668278724,4080,0.96,,,,,,,0.2,-0.46990209221839907,0.3226459681987762,0.0,1.8093984e-05,-0.09800827503204346,0.0001,0.00029010970669336446,675,0.15850907564163208
,,,4080,,,,-0.22442854,0.74,136,1.63,15619,0,,,,,,,,,,
2217,1.16,0,4110,-0.08861486652866006,4110,0.92,,,,,,,0.2,-0.4624301135540009,0.13472587764263153,0.0,1.1920929e-07,0.2721729874610901,0.0001,-1.4833609608189135e-06,680,0.06443416327238083
,,,4110,,,,-0.21808382999999998,0.75,137,1.62,15727,0,,,,,,,,,,
2236,1.3,0,4140,-0.11075803176499903,4140,0.88,,,,,,,0.2,-0.4575891673564911,0.2938006520271301,0.0,3.1461317e-05,-0.23594772815704346,0.0001,-0.001211179100597981,685,0.13931594789028168
,,,4140,,,,-0.23291466,0.75,138,1.63,15839,0,,,,,,,,,,
2253,1.14,0,4170,-0.0676748180296272,4170,0.94,,,,,,,0.2,-0.45044670104980467,0.20653586983680725,0.0,8.34465e-07,0.24890971183776855,0.0001,-1.4506776903289165e-05,690,0.09908594936132431
,,,4170,,,,-0.24278519000000004,0.74,139,1.64,15956,0,,,,,,,,,,
2271,1.14,0,4200,-0.06777204957325011,4200,0.94,,,,,,,0.2,-0.44962191581726074,0.1651427060365677,0.0,3.9696693e-06,0.26228368282318115,0.0001,-0.00014633655766367327,695,0.0790591910481453
,,,4200,,,,-0.22249069,0.78,140,1.59,16062,0,,,,,,,,,,
2289,1.3,0,4230,-0.10993412235751748,4230,0.88,,,,,,,0.2,-0.45808696150779726,0.1483904540538788,0.0,7.850925e-05,0.28257811069488525,0.0001,-0.001575150100203615,700,0.07002627849578857
,,,4230,,,,-0.23539537000000002,0.75,141,1.67,16187,0,,,,,,,,,,
2308,1.28,0,4260,-0.11016597625333815,4260,0.9,,,,,,,0.2,-0.47319784164428713,0.19236534535884858,0.0,3.7346283e-05,0.20821869373321533,0.0001,-0.0009094854168749222,705,0.09002290666103363
,,,4260,,,,-0.21955282,0.77,142,1.65,16302,0,,,,,,,,,,
2325,1.2,0,4290,-0.06891662710346282,4290,0.94,,,,,,,0.2,-0.48630407452583313,0.19632448554039,0.0,2.9712915e-05,0.04508453607559204,0.0001,0.00018019358676006901,710,0.09317397326231003
,,,4290,,,,-0.24534429,0.75,143,1.68,16413,0,,,,,,,,,,
2342,1.24,0,4320,-0.08864714063238352,4320,0.9,,,,,,,0.2,-0.4909027338027954,0.20125630497932434,0.0,3.1193097e-06,0.4629858136177063,0.0001,3.6624073424462725e-05,715,0.09453938156366348
,,,4320,,,,-0.23801192000000002,0.76,144,1.65,16528,0,,,,,,,,,,
2363,1.24,0,4350,-0.07042615107260644,4350,0.92,,,,,,,0.2,-0.4923767328262329,0.18503840863704682,0.0,1.6768774e-05,0.15544068813323975,0.0001,-0.0007815317310452486,720,0.08782271295785904
,,,4350,,,,-0.23138604000000002,0.77,145,1.64,16651,0,,,,,,,,,,
2383,1.3,0,4380,-0.07225784004665911,4380,0.9,,,,,,,0.2,-0.48452150225639345,0.23562528491020202,0.0,2.4535258e-05,-0.11947929859161377,0.0001,-0.0008591664722189307,725,0.11405330151319504
,,,4380,,,,-0.19727872000000002,0.78,146,1.59,16762,0,,,,,,,,,,
2401,1.3,0,4410,-0.09598667353857308,4410,0.88,,,,,,,0.2,-0.474680894613266,0.21028539836406707,0.0,1.4148156e-05,-1.0243821144104004,0.0001,-0.00011896317228092812,730,0.09618530422449112
,,,4410,,,,-0.22577254999999996,0.74,147,1.62,16882,0,,,,,,,,,,
2418,1.26,0,4440,-0.08990432714577765,4440,0.9,,,,,,,0.2,-0.4665469825267792,0.16410431861877442,0.0,2.1706024e-05,0.24118965864181519,0.0001,-0.0007168495426107313,735,0.07798019796609879
,,,4440,,,,-0.2385892,0.72,148,1.65,16999,0,,,,,,,,,,
2436,1.18,0,4470,-0.05009517007507384,4470,0.92,,,,,,,0.2,-0.4578921377658844,0.24928037226200103,0.0,4.695654e-05,0.25287556648254395,0.0001,-0.0002897040066699219,740,0.11718213558197021
,,,4470,,,,-0.20858787000000004,0.74,149,1.61,17113,0,,,,,,,,,,
2460,1.1,0,4500,-0.008314319676719606,4500,0.98,,,,,,,0.2,-0.4533941388130188,0.23268738090991975,0.0,1.0212262e-06,0.035318076610565186,0.0001,-2.6047627331315936e-05,745,0.10948150604963303
,,,4500,,,,-0.19447927,0.76,150,1.55,17223,0,,,,,,,,,,
2481,1.44,0,4530,-0.17264276122674346,4530,0.8,,,,,,,0.2,-0.4543116092681885,0.15612638294696807,0.0,3.6676724e-06,0.2188357710838318,0.0001,-0.0003674455482787664,750,0.07917468994855881
,,,4530,,,,-0.21045249,0.77,151,1.52,17348,0,,,,,,,,,,
2501,1.14,0,4560,-0.047405061405152084,4560,0.96,,,,,,,0.2,-0.4550166726112366,0.17101983726024628,0.0,7.524093e-06,0.279549777507782,0.0001,-0.0005728129583683738,755,0.0814964771270752
,,,4560,,,,-0.2126558,0.79,152,1.5,17463,0,,,,,,,,,,
2520,1.36,0,4590,-0.13124793355353176,4590,0.84,,,,,,,0.2,-0.4493551790714264,0.15396768748760223,0.0,2.2981565e-05,0.30611157417297363,0.0001,-0.0009647977255127671,760,0.07254500687122345
,,,4590,,,,-0.18881931999999998,0.8,153,1.48,17579,0,,,,,,,,,,
2540,1.16,0,4620,-0.030327624012716114,4620,0.92,,,,,,,0.2,-0.43683680295944216,0.15574769973754882,0.0,7.383824e-05,0.232214093208313,0.0001,-0.001784936410064475,765,0.07002429664134979
,,,4620,,,,-0.17655397,0.81,154,1.44,17688,0,,,,,,,,,,
2562,1.4,0,4650,-0.05331906571052968,4650,0.84,,,,,,,0.2,-0.4245809316635132,0.1883634716272354,0.0,4.0620565e-05,0.15769797563552856,0.0001,1.5328926917135277e-05,770,0.08932524174451828
,,,4650,,,,-0.18822334,0.79,155,1.46,17810,0,,,,,,,,,,
2578,1.22,0,4680,-0.07106186877004803,4680,0.92,,,,,,,0.2,-0.41415196657180786,0.12867236137390137,0.0,5.165736e-07,0.3579155206680298,0.0001,9.758670979262974e-05,775,0.06214277446269989
,,,4680,,,,-0.20448755,0.76,156,1.54,17925,0,,,,,,,,,,
2593,1.24,0,4710,-0.090445726076141,4710,0.9,,,,,,,0.2,-0.4132156252861023,0.1211386725306511,0.0,1.9560257e-05,0.4201716184616089,0.0001,-0.0009153393737506121,780,0.05700477957725525
,,,4710,,,,-0.23648691999999996,0.73,157,1.6,18041,0,,,,,,,,,,
2611,1.24,0,4740,-0.08996341206599028,4740,0.92,,,,,,,0.2,-0.41584591269493104,0.2351597309112549,0.0,5.8929127e-06,0.23883455991744995,0.0001,0.0004959356854669749,785,0.10883825272321701
,,,4740,,,,-0.25881982000000003,0.72,158,1.61,18152,0,,,,,,,,,,
2630,1.34,0,4770,-0.11228098039515316,4770,0.88,,,,,,,0.2,-0.41532102227211,0.21489005386829377,0.0,2.7855237e-06,0.16676223278045654,0.0001,-0.0002497323297331988,790,0.10057375580072403
,,,4770,,,,-0.2678555,0.71,159,1.64,18271,0,,,,,,,,,,
2651,1.16,0,4800,-0.04827763408888131,4800,0.94,,,,,,,0.2,-0.4080072343349457,0.16569183766841888,0.0,3.1439464e-05,0.3512588143348694,0.0001,-0.0010409998940303922,795,0.08114337176084518
,,,4800,,,,-0.25069653,0.72,160,1.63,18382,0,,,,,,,,,,
2672,1.08,0,4830,-0.007245052587240935,4830,0.98,,,,,,,0.2,-0.39694235324859617,0.15157789885997772,0.0,5.9409937e-05,0.5461283922195435,0.0001,-0.001993966080092946,800,0.06491421908140182
,,,4830,,,,-0.26102084999999997,0.74,161,1.6,18482,0,,,,,,,,,,
2688,1.3,0,4860,-0.13058258463162928,4860,0.86,,,,,,,0.2,-0.3863127291202545,0.1619673937559128,0.0,1.66893e-06,0.2613445520401001,0.0001,-2.4120012884765176e-07,805,0.07682135701179504
,,,4860,,,,-0.26126102,0.72,162,1.63,18598,0,,,,,,,,,,
2710,1.16,0,4890,-0.06982312308624387,4890,0.94,,,,,,,0.2,-0.3794388294219971,0.25007191896438596,0.0,8.745988e-06,-0.012263774871826172,0.0001,-8.263826486647474e-05,810,0.1227974221110344
,,,4890,,,,-0.19685100000000005,0.78,163,1.53,18703,0,,,,,,,,,,
2730,1.12,0,4920,-0.047372897947207095,4920,0.96,,,,,,,0.2,-0.37573028802871705,0.1677941858768463,0.0,4.8478444e-07,0.17580461502075195,0.0001,-1.1096400048415944e-05,815,0.07802975177764893
,,,4920,,,,-0.18819193,0.8,164,1.5,18808,0,,,,,,,,,,
2747,1.14,0,4950,-0.04751818890683353,4950,0.96,,,,,,,0.2,-0.3762462973594666,0.1751943290233612,0.0,3.4232935e-06,0.28776949644088745,0.0001,-0.0002776733980375923,820,0.08402006328105927
,,,4950,,,,-0.18573645,0.77,165,1.56,18914,0,,,,,,,,,,
2762,1.22,0,4980,-0.11494367406237871,4980,0.9,,,,,,,0.2,-0.374890124797821,0.1718752086162567,0.0,7.881721e-06,-0.15394508838653564,0.0001,-0.0005565214160014875,825,0.08209280669689178
,,,4980,,,,-0.21887363,0.73,166,1.65,19023,0,,,,,,,,,,
2782,1.16,0,5010,-0.028383375145494938,5010,0.94,,,,,,,0.2,-0.3690009593963623,0.2353009581565857,0.0,1.2705724e-05,0.2423282265663147,0.0001,0.00028935471743647413,830,0.11280480772256851
,,,5010,,,,-0.22631031000000004,0.73,167,1.64,19138,0,,,,,,,,,,
2800,1.18,0,5040,-0.08863615550100803,5040,0.92,,,,,,,0.2,-0.366876882314682,0.1518685758113861,0.0,4.78824e-07,0.20716702938079834,0.0001,2.2671222929382396e-05,835,0.07296661287546158
,,,5040,,,,-0.23328111999999998,0.74,168,1.61,19247,0,,,,,,,,,,
2818,1.2,0,5070,-0.029525280743837357,5070,0.92,,,,,,,0.2,-0.3670742750167847,0.16245042085647582,0.0,2.191464e-06,0.37940943241119385,0.0001,-8.390347474502846e-05,840,0.0759701281785965
,,,5070,,,,-0.26986621000000005,0.7,169,1.7,19358,0,,,,,,,,,,
2836,1.22,0,5100,-0.04896628239192068,5100,0.9,,,,,,,0.2,-0.3658628880977631,0.1296803206205368,0.0,2.837181e-06,0.5307936668395996,0.0001,-0.0001224346972108492,845,0.06330542266368866
,,,5100,,,,-0.28192693,0.71,170,1.69,19477,0,,,,,,,,,,
2857,1.08,0,5130,-0.04749530053697527,5130,0.96,,,,,,,0.2,-0.3660698175430298,0.12408914268016816,0.0,7.7327095e-06,0.49544012546539307,0.0001,-0.00040583709191785997,850,0.05873529985547066
,,,5130,,,,-0.23962624000000002,0.76,171,1.59,19582,0,,,,,,,,,,
2876,1.28,0,5160,-0.128959395699203,5160,0.88,,,,,,,0.2,-0.360240113735199,0.1525487095117569,0.0,1.5658141e-05,0.38110125064849854,0.0001,7.613182092107707e-05,855,0.07086295634508133
,,,5160,,,,-0.2584202,0.75,172,1.62,19700,0,,,,,,,,,,
2896,1.32,0,5190,-0.09057840568944812,5190,0.86,,,,,,,0.2,-0.35674938559532166,0.15212367177009584,0.0,5.722046e-07,0.3388356566429138,0.0001,-2.7960936361992595e-05,860,0.07241718471050262
,,,5190,,,,-0.22176686999999998,0.79,173,1.54,19823,0,,,,,,,,,,
2915,1.3,0,5220,-0.09168735905084759,5220,0.88,,,,,,,0.2,-0.3581972479820251,0.1887681633234024,0.0,1.436472e-06,0.4092941880226135,0.0001,-5.22291666129604e-05,865,0.09076061099767685
,,,5220,,,,-0.20750112999999998,0.79,174,1.54,19934,0,,,,,,,,,,
2934,1.2,0,5250,-0.08872415070421993,5250,0.92,,,,,,,0.2,-0.3603612780570984,0.13327213227748871,0.0,3.8226444e-06,0.12353020906448364,0.0001,-4.8173466954537504e-05,870,0.06254103779792786
,,,5250,,,,-0.18371304,0.79,175,1.53,20047,0,,,,,,,,,,
2953,1.24,0,5280,-0.06948745679110288,5280,0.92,,,,,,,0.2,-0.3631309747695923,0.14909059405326844,0.0,8.940697e-06,0.054978013038635254,0.0001,-0.00033738613196589997,875,0.06818979233503342
,,,5280,,,,-0.18340781,0.79,176,1.57,20165,0,,,,,,,,,,
2970,1.02,0,5310,-0.006429646657779813,5310,1.0,,,,,,,0.2,-0.36814584732055666,0.13541592955589293,0.0,1.6327698e-05,0.057670533657073975,0.0001,-0.0006931106121434105,880,0.0645078718662262
,,,5310,,,,-0.18743493999999994,0.79,177,1.61,20264,0,,,,,,,,,,
2988,1.18,0,5340,-0.07181113410741091,5340,0.94,,,,,,,0.2,-0.3708075284957886,0.17101155817508698,0.0,6.059806e-07,0.38577067852020264,0.0001,-1.248518629726192e-06,885,0.08128079771995544
,,,5340,,,,-0.16305464000000003,0.8,178,1.58,20372,0,,,,,,,,,,
3005,1.3,0,5370,-0.10901197749190032,5370,0.9,,,,,,,0.2,-0.3721745193004608,0.15423796474933624,0.0,5.9167546e-06,0.26418817043304443,0.0001,-6.361325577017852e-05,890,0.07278875261545181
,,,5370,,,,-0.19196564,0.77,179,1.66,20491,0,,,,,,,,,,
3027,1.16,0,5400,-0.048401821041479706,5400,0.94,,,,,,,0.2,-0.37326990962028506,0.19945960938930513,0.0,1.1066596e-05,0.14695560932159424,0.0001,-0.00037329316003393843,895,0.09599026292562485
,,,5400,,,,-0.18222514999999997,0.79,180,1.63,20596,0,,,,,,,,,,
3049,1.48,0,5430,-0.1954983935970813,5430,0.8,,,,,,,0.2,-0.3694616734981537,0.16103055477142333,0.0,4.8498314e-06,0.11644339561462402,0.0001,0.00022668302563602082,900,0.0809783786535263
,,,5430,,,,-0.18118201999999997,0.81,181,1.56,20717,0,,,,,,,,,,
3071,1.14,0,5460,-0.008828642363660037,5460,0.96,,,,,,,0.2,-0.36743112206459044,0.15025769174098969,0.0,1.3560057e-05,0.2678799033164978,0.0001,-0.0006902331158439523,905,0.070799320936203
,,,5460,,,,-0.15868036,0.83,182,1.48,20820,0,,,,,,,,,,
3091,1.26,0,5490,-0.10917450616601855,5490,0.88,,,,,,,0.2,-0.36152672171592715,0.15152303576469422,0.0,6.477038e-07,0.2260572910308838,0.0001,-4.873673196570393e-07,910,0.06950113922357559
,,,5490,,,,-0.13590759000000002,0.85,183,1.43,20930,0,,,,,,,,,,
3108,1.18,0,5520,-0.06926286093890667,5520,0.94,,,,,,,0.2,-0.3564064860343933,0.13077840209007263,0.0,8.5830686e-07,0.17529404163360596,0.0001,-1.582423896859808e-05,915,0.06322387605905533
,,,5520,,,,-0.14085686,0.84,184,1.45,21040,0,,,,,,,,,,
3124,1.32,0,5550,-0.11065199146512895,5550,0.88,,,,,,,0.2,-0.35274311900138855,0.22027173936367034,0.0,1.1920929e-07,0.215939462184906,0.0001,1.776218439886179e-07,920,0.10945889353752136
,,,5550,,,,-0.18627843999999996,0.8,185,1.54,21164,0,,,,,,,,,,
3142,1.26,0,5580,-0.11007179828826338,5580,0.9,,,,,,,0.2,-0.3511578381061554,0.19645254909992219,0.0,7.947286e-09,0.2979236841201782,0.0001,4.012187279300861e-06,925,0.09200800955295563
,,,5580,,,,-0.19971993999999998,0.78,186,1.6,21284,0,,,,,,,,,,
