env/current_idx,eval/mean_ep_length,eval/mean_reward,env/completion_counter,env/n_steps,eval/success_rate,time/total_timesteps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/value_loss,train/clip_range,train/loss,train/learning_rate,train/approx_kl,train/entropy_loss,train/n_updates
,,,,,,11130,0.76,371,42533,-0.17684628999999996,0,1.55,,,,,,,,,,
6509,1.28,-0.09181414037011564,0,11160,0.88,11160,,,,,,,0.0,0.014753520488739014,1.2948512697441571e-05,0.0899426132440567,0.2,0.04307541623711586,0.0001,7.947286e-09,-0.14890630543231964,1855
,,,,,,11160,0.75,372,42642,-0.18634566000000002,0,1.58,,,,,,,,,,
6530,1.56,-0.19698096511419863,0,11190,0.74,11190,,,,,,,0.0,0.007995843887329102,-7.748603962909328e-08,0.26174022555351256,0.2,0.12755858898162842,0.0001,0.0,-0.1480739027261734,1860
,,,,,,11190,0.79,373,42775,-0.17047902,0,1.52,,,,,,,,,,
6549,1.22,-0.09104122422169894,0,11220,0.9,11220,,,,,,,0.0,0.20807290077209473,-0.00013347387507867126,0.11852519661188125,0.2,0.05760077014565468,0.0001,5.0385793e-06,-0.14743509888648987,1865
,,,,,,11220,0.78,374,42888,-0.20011231000000002,0,1.55,,,,,,,,,,
6567,1.38,-0.1318070224300027,0,11250,0.86,11250,,,,,,,0.0,0.2952802777290344,-0.00027098019364828473,0.18348603844642639,0.2,0.08803923428058624,0.0001,9.095669e-06,-0.1452812820672989,1870
,,,,,,11250,0.81,375,43008,-0.17501921000000004,0,1.51,,,,,,,,,,
6586,1.1,-0.047408742113038894,0,11280,0.96,11280,,,,,,,0.0,0.19853460788726807,-0.00010825693830476268,0.1967962682247162,0.2,0.09478398412466049,0.0001,2.2292138e-06,-0.14321654438972473,1875
,,,,,,11280,0.81,376,43103,-0.18489339000000005,0,1.54,,,,,,,,,,
6604,1.18,-0.048998536681756376,0,11310,0.92,11310,,,,,,,0.0,0.23970216512680054,-0.0009591333001537806,0.1430712789297104,0.2,0.06956100463867188,0.0001,1.8650293e-05,-0.1431085079908371,1880
,,,,,,11310,0.78,377,43210,-0.20619920999999997,0,1.57,,,,,,,,,,
6623,1.16,-0.06868918068706989,0,11340,0.94,11340,,,,,,,0.0,0.16014128923416138,-0.0027055298707757912,0.19957954585552215,0.2,0.09200054407119751,0.0001,9.17236e-05,-0.13987185359001159,1885
,,,,,,11340,0.77,378,43310,-0.21991400000000003,0,1.58,,,,,,,,,,
6640,1.18,-0.06868972981814295,0,11370,0.94,11370,,,,,,,0.0,0.23477905988693237,-0.0022970326935562112,0.19777750074863434,0.2,0.09127245843410492,0.0001,0.00018774271,-0.1338205248117447,1890
,,,,,,11370,0.74,379,43418,-0.24333558,0,1.65,,,,,,,,,,
6656,1.18,-0.06894541442394257,0,11400,0.94,11400,,,,,,,0.0,0.4738945960998535,-1.9868209300000217e-09,0.1333525598049164,0.2,0.06490771472454071,0.0001,3.5762787e-07,-0.1268613576889038,1895
,,,,,,11400,0.72,380,43522,-0.22734893,0,1.69,,,,,,,,,,
6674,1.16,-0.027871243990957736,0,11430,0.94,11430,,,,,,,0.0,0.16462069749832153,-1.2179215937990762e-07,0.17803561687469482,0.2,0.08412840962409973,0.0001,1.1920929e-07,-0.12247925698757171,1900
,,,,,,11430,0.71,381,43632,-0.21537017000000003,0,1.7,,,,,,,,,,
6695,1.2,-0.04921407237183303,0,11460,0.94,11460,,,,,,,0.0,0.0550113320350647,-6.357828894465455e-08,0.13946338891983032,0.2,0.06654157489538193,0.0001,0.0,-0.11991243958473205,1905
,,,,,,11460,0.73,382,43736,-0.20079780999999997,0,1.65,,,,,,,,,,
6711,1.22,-0.050111451614648105,0,11490,0.92,11490,,,,,,,0.0,0.22529256343841553,-0.00027389546380938155,0.16510656476020813,0.2,0.0806388109922409,0.0001,4.9591063e-06,-0.11943355053663254,1910
,,,,,,11490,0.71,383,43840,-0.22572948,0,1.7,,,,,,,,,,
6727,1.34,-0.09011166797019542,0,11520,0.88,11520,,,,,,,0.0,0.4909094572067261,-0.00011444588412494739,0.15005163252353668,0.2,0.07047583907842636,0.0001,1.2199084e-06,-0.11943285465240479,1915
,,,,,,11520,0.7,384,43954,-0.23119049999999997,0,1.74,,,,,,,,,,
6747,1.12,-0.04815095777157694,0,11550,0.96,11550,,,,,,,0.0,-0.3244814872741699,0.00011448025654932081,0.3315094828605652,0.2,0.1549452543258667,0.0001,5.7081384e-06,-0.11923247128725052,1920
,,,,,,11550,0.74,385,44057,-0.20610439,0,1.64,,,,,,,,,,
6766,1.2,-0.09205617633182556,0,11580,0.92,11580,,,,,,,0.0,0.3795129656791687,4.172324485907097e-09,0.12879096567630768,0.2,0.06287011504173279,0.0001,0.0,-0.11884393393993378,1925
,,,,,,11580,0.73,386,44166,-0.22583405000000006,0,1.64,,,,,,,,,,
6785,1.2,-0.09081863502040505,0,11610,0.92,11610,,,,,,,0.0,-0.12482726573944092,-3.019968755069158e-08,0.25057808458805086,0.2,0.12267901748418808,0.0001,0.0,-0.11890979260206222,1930
,,,,,,11610,0.74,387,44269,-0.2345934,0,1.62,,,,,,,,,,
6802,1.34,-0.11188913240097463,0,11640,0.88,11640,,,,,,,0.0,0.19140684604644775,1.1920928244535389e-09,0.19646332263946534,0.2,0.09619508683681488,0.0001,0.0,-0.1189452737569809,1935
,,,,,,11640,0.73,388,44378,-0.25705785,0,1.67,,,,,,,,,,
6819,1.38,-0.11331398898735642,0,11670,0.86,11670,,,,,,,0.0,0.21478760242462158,1.6689300874617175e-08,0.18305228948593139,0.2,0.0896572545170784,0.0001,0.0,-0.11891585439443589,1940
,,,,,,11670,0.75,389,44488,-0.22297577999999998,0,1.63,,,,,,,,,,
