eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl
,,,9270,,,,0.76,34805,-0.18053671,309,0,1.6,,,,,,,,,,
0.82,-0.1520358303328976,1.38,9300,0,9300,5511,,,,,,,1545,0.0,0.09828018397092819,0.04610675945878029,0.17277103662490845,0.0001,-0.1992300808429718,-2.868970289782169e-07,0.2,1.1920929e-07
,,,9300,,,,0.77,34945,-0.17322533,310,0,1.57,,,,,,,,,,
1.0,-0.007333102924749255,1.06,9330,0,9330,5528,,,,,,,1550,0.0,0.13161522448062896,0.06497170776128769,0.11138737201690674,0.0001,-0.1966498851776123,-1.72579287087693e-05,0.2,1.0033449e-06
,,,9330,,,,0.78,35137,-0.15980109999999997,311,0,1.57,,,,,,,,,,
0.86,-0.13264684687368572,1.32,9360,0,9360,5545,,,,,,,1555,0.0,0.17723532617092133,0.08648335188627243,0.34220099449157715,0.0001,-0.19503505527973175,-3.695488040023065e-08,0.2,0.0
,,,9360,,,,0.77,35246,-0.19260562,312,0,1.59,,,,,,,,,,
0.96,-0.02930312680080533,1.12,9390,0,9390,5563,,,,,,,1560,0.0,0.24787226617336272,0.11390997469425201,0.34148895740509033,0.0001,-0.19374680817127227,-0.00012142419630762901,0.2,1.7980734e-06
,,,9390,,,,0.77,35359,-0.19438251,313,0,1.6,,,,,,,,,,
0.94,-0.009757910324260592,1.24,9420,0,9420,5581,,,,,,,1565,0.0,0.16578448712825775,0.0791243463754654,0.18103599548339844,0.0001,-0.1926170527935028,-4.118283754586116e-05,0.2,7.66317e-06
,,,9420,,,,0.73,35473,-0.24473447999999998,314,0,1.68,,,,,,,,,,
0.86,-0.09556144181173294,1.36,9450,0,9450,5601,,,,,,,1570,0.0,0.23204220831394196,0.11203514039516449,0.19014185667037964,0.0001,-0.19183551669120788,-0.00027169843524461613,0.2,7.436673e-06
,,,9450,,,,0.74,35582,-0.25719472,315,0,1.66,,,,,,,,,,
0.9,-0.08919298350345344,1.28,9480,0,9480,5622,,,,,,,1575,0.0,0.19867019951343537,0.09862121194601059,0.24833893775939941,0.0001,-0.19295963644981384,-9.020169624562869e-08,0.2,0.0
,,,9480,,,,0.77,35687,-0.2390937,316,0,1.59,,,,,,,,,,
0.94,-0.0699764743912965,1.2,9510,0,9510,5640,,,,,,,1580,0.0,0.20612358152866364,0.0955154225230217,0.30604904890060425,0.0001,-0.1943693518638611,-3.933568730030146e-05,0.2,4.9670535e-07
,,,9510,,,,0.76,35790,-0.23877150000000003,317,0,1.58,,,,,,,,,,
0.84,-0.13418480865657328,1.42,9540,0,9540,5660,,,,,,,1585,0.0,0.18317824900150298,0.09047646820545197,0.31463420391082764,0.0001,-0.19501045644283294,-6.854852189732696e-05,0.2,1.313289e-06
,,,9540,,,,0.78,35913,-0.23832758,318,0,1.55,,,,,,,,,,
0.92,-0.07041967875789851,1.22,9570,0,9570,5676,,,,,,,1590,0.0,0.17634133100509644,0.08526528626680374,0.3824455142021179,0.0001,-0.19446050524711608,-1.6140938107866987e-05,0.2,1.7881393e-07
,,,9570,,,,0.76,36023,-0.26147153000000006,319,0,1.61,,,,,,,,,,
0.98,-0.008577710455283523,1.08,9600,0,9600,5699,,,,,,,1595,0.0,0.19105932116508484,0.09390513598918915,0.28273147344589233,0.0001,-0.1943876028060913,-5.284945121530882e-08,0.2,0.0
,,,9600,,,,0.79,36118,-0.22154601,320,0,1.54,,,,,,,,,,
0.98,-0.027860741657204927,1.06,9630,0,9630,5714,,,,,,,1600,0.0,0.17695696353912355,0.0864153653383255,0.04995852708816528,0.0001,-0.19482617676258088,-3.417332976596299e-08,0.2,0.0
,,,9630,,,,0.76,36225,-0.26046938999999997,321,0,1.58,,,,,,,,,,
0.86,-0.129905897192657,1.3,9660,0,9660,5732,,,,,,,1605,0.0,0.20452092587947845,0.09995951503515244,0.1950976848602295,0.0001,-0.19447021186351776,-3.3570925564418984e-05,0.2,9.040038e-07
,,,9660,,,,0.75,36340,-0.26834661,322,0,1.62,,,,,,,,,,
0.84,-0.15228121952619403,1.4,9690,0,9690,5752,,,,,,,1610,0.0,0.2194607824087143,0.10758785158395767,0.23861616849899292,0.0001,-0.19354835748672486,-0.000208685404116693,0.2,5.1259995e-06
,,,9690,,,,0.76,36460,-0.26780856999999997,323,0,1.63,,,,,,,,,,
0.96,-0.04852789117023349,1.14,9720,0,9720,5772,,,,,,,1615,0.0,0.21175526678562165,0.1017766147851944,0.06057518720626831,0.0001,-0.191573891043663,1.0795990565526381e-05,0.2,8.34465e-08
,,,9720,,,,0.77,36560,-0.24757662000000003,324,0,1.58,,,,,,,,,,
0.9,-0.10869189579505473,1.22,9750,0,9750,5789,,,,,,,1620,0.0,0.12167027741670608,0.05907774716615677,0.43556296825408936,0.0001,-0.19103614687919618,-2.4239222184974096e-08,0.2,0.0
,,,9750,,,,0.75,36662,-0.25927017999999996,325,0,1.63,,,,,,,,,,
0.84,-0.11609761000610888,1.36,9780,0,9780,5808,,,,,,,1625,0.0,0.23197986781597138,0.11606381833553314,0.3034321069717407,0.0001,-0.19039653837680817,-9.23673294668248e-06,0.2,8.34465e-08
,,,9780,,,,0.74,36780,-0.26574701,326,0,1.64,,,,,,,,,,
0.86,-0.11527770304121077,1.36,9810,0,9810,5826,,,,,,,1630,0.0,0.2231215715408325,0.10959840565919876,0.05985438823699951,0.0001,-0.1909271776676178,-9.889046549989011e-05,0.2,3.93788e-06
,,,9810,,,,0.74,36898,-0.25960512999999996,327,0,1.62,,,,,,,,,,
0.92,-0.08992079127114266,1.18,9840,0,9840,5846,,,,,,,1635,0.0,0.19139697253704072,0.08826559782028198,0.4831002354621887,0.0001,-0.19315963387489318,-0.0004184098958891269,0.2,1.2141466e-05
,,,9840,,,,0.74,36996,-0.27291384999999996,328,0,1.61,,,,,,,,,,
0.92,-0.030898049124516547,1.18,9870,0,9870,5864,,,,,,,1640,0.0,0.15682600140571595,0.07533891499042511,0.41153663396835327,0.0001,-0.19566554427146912,2.8063853818593997e-08,0.2,5.9604645e-08
,,,9870,,,,0.72,37101,-0.30423487,329,0,1.64,,,,,,,,,,
0.94,-0.04785604064818472,1.14,9900,0,9900,5882,,,,,,,1645,0.0,0.21606423258781432,0.1036103218793869,0.14303064346313477,0.0001,-0.1972309559583664,7.947281943643248e-10,0.2,0.0
,,,9900,,,,0.72,37194,-0.28291718,330,0,1.63,,,,,,,,,,
0.9,-0.09245246034115553,1.26,9930,0,9930,5895,,,,,,,1650,0.0,0.2283661723136902,0.11507363617420197,0.14980047941207886,0.0001,-0.1984525978565216,3.258387266669161e-08,0.2,0.0
,,,9930,,,,0.68,37305,-0.33490641,331,0,1.72,,,,,,,,,,
0.92,-0.04985113462433219,1.26,9960,0,9960,5913,,,,,,,1655,0.0,0.22286865413188933,0.10763450711965561,-0.04035162925720215,0.0001,-0.19770132899284362,-0.0007595439821798777,0.2,1.6148884e-05
,,,9960,,,,0.69,37412,-0.32327746999999996,332,0,1.7,,,,,,,,,,
0.94,-0.04779428568668664,1.14,9990,0,9990,5931,,,,,,,1660,0.0,0.26729000806808473,0.12921275198459625,-0.0260007381439209,0.0001,-0.19314455091953278,2.022584290273244e-07,0.2,2.3841858e-07
,,,9990,,,,0.68,37517,-0.32613151,333,0,1.73,,,,,,,,,,
0.86,-0.13336658054962755,1.36,10020,0,10020,5950,,,,,,,1665,0.0,0.22378499507904054,0.10631876438856125,0.06757128238677979,0.0001,-0.1886746793985367,-0.0012898488723051215,0.2,4.949967e-05
,,,10020,,,,0.69,37628,-0.26997517,334,0,1.72,,,,,,,,,,
0.9,-0.10930519643239676,1.24,10050,0,10050,5971,,,,,,,1670,0.0,0.1873291939496994,0.08225685358047485,-0.09879350662231445,0.0001,-0.18274760246276855,5.431969995584041e-07,0.2,3.5762787e-07
,,,10050,,,,0.72,37732,-0.23717737000000003,335,0,1.68,,,,,,,,,,
0.88,-0.09514113468583674,1.36,10080,0,10080,5989,,,,,,,1675,0.0,0.13024977147579192,0.061450667679309845,0.2100932002067566,0.0001,-0.1786658138036728,2.6522874783552197e-05,0.2,1.6574066e-05
,,,10080,,,,0.73,37844,-0.21991444000000002,336,0,1.64,,,,,,,,,,
0.88,-0.1315292810089886,1.28,10110,0,10110,6008,,,,,,,1680,0.0,0.21632677018642427,0.10874775797128677,0.14161348342895508,0.0001,-0.177884641289711,-0.00029215774091397864,0.2,3.3875306e-06
,,,10110,,,,0.74,37952,-0.19363914000000004,337,0,1.6,,,,,,,,,,
0.92,-0.09187107966281474,1.2,10140,0,10140,6028,,,,,,,1685,0.0,0.2592936635017395,0.12501928210258484,0.05758637189865112,0.0001,-0.17893511950969695,7.152556946721234e-09,0.2,0.0
,,,10140,,,,0.77,38057,-0.17696404000000002,338,0,1.56,,,,,,,,,,
0.86,-0.09089227344375103,1.34,10170,0,10170,6046,,,,,,,1690,0.0,0.19048053920269012,0.09013763070106506,0.07799261808395386,0.0001,-0.18019900023937224,1.986822084631967e-09,0.2,0.0
,,,10170,,,,0.75,38167,-0.20400828999999998,339,0,1.59,,,,,,,,,,
0.88,-0.11298499736003578,1.34,10200,0,10200,6061,,,,,,,1695,0.0,0.14133040606975555,0.06904295086860657,0.3265361785888672,0.0001,-0.1810847520828247,-0.0005072806245880912,0.2,1.3498465e-05
,,,10200,,,,0.72,38275,-0.23856186000000001,340,0,1.65,,,,,,,,,,
0.9,-0.07378415953367949,1.32,10230,0,10230,6078,,,,,,,1700,0.0,0.17509775161743163,0.08628065884113312,0.26629096269607544,0.0001,-0.18473032712936402,3.445714661207688e-05,0.2,1.0848046e-06
,,,10230,,,,0.7,38385,-0.24782732,341,0,1.69,,,,,,,,,,
0.92,-0.07314487349241972,1.2,10260,0,10260,6100,,,,,,,1705,0.0,0.228957661986351,0.11007064580917358,0.03194230794906616,0.0001,-0.18701969981193542,8.702278098127181e-08,0.2,0.0
,,,10260,,,,0.73,38485,-0.25200387,342,0,1.63,,,,,,,,,,
0.88,-0.11278879461344332,1.28,10290,0,10290,6120,,,,,,,1710,0.0,0.2136968642473221,0.1037185862660408,0.26260000467300415,0.0001,-0.18713601529598237,-0.0008931803860468435,0.2,1.5936295e-05
,,,10290,,,,0.71,38598,-0.26240605,343,0,1.65,,,,,,,,,,
0.92,-0.08987451085355133,1.24,10320,0,10320,6145,,,,,,,1715,0.0,0.13668848276138307,0.06590796262025833,0.43665969371795654,0.0001,-0.18323858678340912,-2.2610027929914623e-07,0.2,2.3841858e-07
,,,10320,,,,0.78,38704,-0.21083982,344,0,1.51,,,,,,,,,,
0.92,-0.08952782448381186,1.26,10350,0,10350,6158,,,,,,,1720,0.0,0.13370140194892882,0.05971171706914902,0.17703425884246826,0.0001,-0.18014099299907685,7.684032325983025e-08,0.2,1.1920929e-07
,,,10350,,,,0.76,38818,-0.22833840999999996,345,0,1.55,,,,,,,,,,
0.9,-0.0701238539814949,1.26,10380,0,10380,6176,,,,,,,1725,0.0,0.2440914034843445,0.12105869501829147,0.17368602752685547,0.0001,-0.17807253301143647,-0.00021426121025207577,0.2,4.2339166e-06
,,,10380,,,,0.76,38929,-0.22838557000000004,346,0,1.57,,,,,,,,,,
0.94,-0.07299652506131679,1.22,10410,0,10410,6197,,,,,,,1730,0.0,0.1696207880973816,0.08353641629219055,0.22153383493423462,0.0001,-0.1755793035030365,-8.145968033446138e-08,0.2,0.0
,,,10410,,,,0.79,39049,-0.19050323000000002,347,0,1.53,,,,,,,,,,
0.94,-0.048304794221185145,1.16,10440,0,10440,6211,,,,,,,1735,0.0,0.1741300106048584,0.08380305767059326,-0.14459228515625,0.0001,-0.17413490414619445,3.9637088988797584e-08,0.2,0.0
,,,10440,,,,0.74,39145,-0.23960309,348,0,1.65,,,,,,,,,,
0.82,-0.17521101801656186,1.4,10470,0,10470,6227,,,,,,,1740,0.0,0.26348928213119505,0.13094979524612427,0.28583675622940063,0.0001,-0.17273560166358948,-0.00015627185784978793,0.2,2.5788943e-06
,,,10470,,,,0.73,39268,-0.26083831999999996,349,0,1.71,,,,,,,,,,
0.96,-0.028982302648946644,1.16,10500,0,10500,6248,,,,,,,1745,0.0,0.16034339368343353,0.07647781074047089,0.2794228792190552,0.0001,-0.17163364291191102,-0.0003168610709447517,0.2,9.542704e-06
,,,10500,,,,0.71,39398,-0.26932765999999997,350,0,1.75,,,,,,,,,,
0.92,-0.068965322393924,1.16,10530,0,10530,6268,,,,,,,1750,0.0,0.16207436621189117,0.08121795952320099,0.17628353834152222,0.0001,-0.1704288750886917,0.0003216501065374189,0.2,1.8874804e-06
,,,10530,,,,0.75,39500,-0.22606714999999997,351,0,1.64,,,,,,,,,,
0.88,-0.09135748173575849,1.26,10560,0,10560,6288,,,,,,,1755,0.0,0.13398544490337372,0.061747316271066666,0.4484626054763794,0.0001,-0.17196801602840422,-0.0003852132950370901,0.2,1.3442835e-05
,,,10560,,,,0.74,39613,-0.23845816,352,0,1.65,,,,,,,,,,
0.88,-0.13134233999997377,1.3,10590,0,10590,6313,,,,,,,1760,0.0,0.17213685810565948,0.08389581739902496,0.23519474267959595,0.0001,-0.17372476160526276,-0.0003135593678475601,0.2,9.417534e-06
,,,10590,,,,0.83,39740,-0.15930288999999997,353,0,1.44,,,,,,,,,,
0.92,-0.06964387421496213,1.2,10620,0,10620,6329,,,,,,,1765,0.0,0.10950502902269363,0.05248129740357399,0.4486643671989441,0.0001,-0.17243573665618897,-1.9669533237731685e-07,0.2,0.0
,,,10620,,,,0.81,39840,-0.17133990000000002,354,0,1.46,,,,,,,,,,
0.74,-0.19476957619655877,1.6,10650,0,10650,6350,,,,,,,1770,0.0,0.1982504904270172,0.09461130201816559,0.11585491895675659,0.0001,-0.1711146354675293,-1.0569890349643173e-07,0.2,0.0
,,,10650,,,,0.79,39977,-0.16107183999999997,355,0,1.48,,,,,,,,,,
0.9,-0.09172323951032013,1.22,10680,0,10680,6372,,,,,,,1775,0.0,0.1462467759847641,0.07496839016675949,-0.03950607776641846,0.0001,-0.17062608003616334,-9.9776188556433e-05,0.2,8.503596e-07
,,,10680,,,,0.81,40082,-0.16387951,356,0,1.44,,,,,,,,,,
0.94,-0.06882942229509353,1.2,10710,0,10710,6389,,,,,,,1780,0.0,0.15607422590255737,0.07614564895629883,0.23499685525894165,0.0001,-0.1712849795818329,-3.0372540535950066e-06,0.2,2.8212864e-07
,,,10710,,,,0.79,40187,-0.13138023,357,0,1.47,,,,,,,,,,
0.94,-0.049008107068948446,1.14,10740,0,10740,6405,,,,,,,1785,0.0,0.16702499985694885,0.0759543851017952,-0.2559558153152466,0.0001,-0.17199497520923615,-1.3411045429734259e-08,0.2,0.0
,,,10740,,,,0.73,40290,-0.19933502000000003,358,0,1.6,,,,,,,,,,
0.9,-0.09189225699286908,1.28,10770,0,10770,6424,,,,,,,1790,0.0,0.22562485933303833,0.11519250273704529,0.4340646266937256,0.0001,-0.1722136914730072,-0.0002574034600783648,0.2,4.430612e-06
,,,10770,,,,0.74,40397,-0.17952190999999995,359,0,1.59,,,,,,,,,,
0.94,-0.06996189245954156,1.16,10800,0,10800,6442,,,,,,,1795,0.0,0.153131303191185,0.07321386784315109,0.2763064503669739,0.0001,-0.17053125202655792,-0.000444973506964752,0.2,1.7209848e-05
,,,10800,,,,0.73,40502,-0.23134905,360,0,1.6,,,,,,,,,,
0.9,-0.06868189613334835,1.22,10830,0,10830,6460,,,,,,,1800,0.0,0.2503586620092392,0.12046503275632858,0.2832421064376831,0.0001,-0.16649531126022338,-0.0005935819963141853,0.2,4.322529e-05
,,,10830,,,,0.71,40613,-0.26549577999999996,361,0,1.64,,,,,,,,,,
0.92,-0.08937348165083676,1.24,10860,0,10860,6476,,,,,,,1805,0.0,0.2220569372177124,0.10469429194927216,0.19643151760101318,0.0001,-0.16269226372241974,3.4173330831777093e-08,0.2,1.1920929e-07
,,,10860,,,,0.67,40723,-0.30114091,362,0,1.74,,,,,,,,,,
0.92,-0.049120002863928675,1.2,10890,0,10890,6500,,,,,,,1810,0.0,0.19536051750183106,0.09611380845308304,0.24644148349761963,0.0001,-0.1601575493812561,1.0172526181406738e-07,0.2,0.0
,,,10890,,,,0.77,40824,-0.21391821,363,0,1.56,,,,,,,,,,
0.88,-0.114651899645105,1.32,10920,0,10920,6522,,,,,,,1815,0.0,0.15034422874450684,0.06802019476890564,-7.453009605407715,0.0001,-0.1587313413619995,1.4086564501525344e-07,0.2,0.0
,,,10920,,,,0.77,40931,-0.21140348,364,0,1.53,,,,,,,,,,
0.88,-0.13092602238990367,1.3,10950,0,10950,6538,,,,,,,1820,0.0,0.17003254294395448,0.08337978273630142,0.16437572240829468,0.0001,-0.15781038999557495,-8.900960537516767e-08,0.2,0.0
,,,10950,,,,0.75,41036,-0.23144837,365,0,1.58,,,,,,,,,,
0.9,-0.07051681772340089,1.26,10980,0,10980,6560,,,,,,,1825,0.0,0.2293428063392639,0.11322549730539322,0.2775299549102783,0.0001,-0.15731157064437867,1.7682710939936898e-08,0.2,0.0
,,,10980,,,,0.8,41138,-0.18126137000000003,366,0,1.51,,,,,,,,,,
0.92,-0.09068290641531349,1.22,11010,0,11010,6576,,,,,,,1830,0.0,0.11996926516294479,0.056828346103429794,0.422136127948761,0.0001,-0.15616078972816466,-0.0008067508362000098,0.2,2.425909e-05
,,,11010,,,,0.8,41245,-0.18747421999999997,367,0,1.48,,,,,,,,,,
0.88,-0.09146691718138754,1.3,11040,0,11040,6599,,,,,,,1835,0.0,0.1798834979534149,0.08535219728946686,0.3452647924423218,0.0001,-0.1521710366010666,-1.5139579385703427e-07,0.2,1.1920929e-07
,,,11040,,,,0.79,41354,-0.21719412999999996,368,0,1.51,,,,,,,,,,
0.96,-0.04704527656547725,1.1,11070,0,11070,6615,,,,,,,1840,0.0,0.14834643602371217,0.07238851487636566,0.2773147225379944,0.0001,-0.14929219186306,1.756350179960009e-07,0.2,0.0
,,,11070,,,,0.75,41450,-0.25585369,369,0,1.61,,,,,,,,,,
0.92,-0.06958037309348583,1.2,11100,0,11100,6632,,,,,,,1845,0.0,0.16410266160964965,0.07963107526302338,0.38356029987335205,0.0001,-0.14768668115139008,-7.85350843806043e-06,0.2,2.503395e-07
,,,11100,,,,0.74,41557,-0.26695515999999997,370,0,1.63,,,,,,,,,,
0.92,-0.05056023453827947,1.3,11130,0,11130,6648,,,,,,,1850,0.0,0.2122991293668747,0.10230764001607895,0.11464506387710571,0.0001,-0.14693328142166137,-0.0004370053444290534,0.2,1.5280644e-05
,,,11130,,,,0.74,41678,-0.25771329,371,0,1.65,,,,,,,,,,
0.82,-0.1346229556016624,1.44,11160,0,11160,6667,,,,,,,1855,0.0,0.12840225398540497,0.06073097884654999,0.6369309425354004,0.0001,-0.14381081759929656,-0.001455030435075244,0.2,5.8148304e-05
,,,11160,,,,0.72,41796,-0.27885183,372,0,1.67,,,,,,,,,,
0.98,-0.027758178124204277,1.12,11190,0,11190,6689,,,,,,,1860,0.0,0.22030776143074035,0.10679047554731369,0.14765691757202148,0.0001,-0.139725062251091,3.03983686222864e-08,0.2,1.1920929e-07
,,,11190,,,,0.75,41895,-0.25525958000000004,373,0,1.61,,,,,,,,,,
0.96,-0.048656023275107145,1.14,11220,0,11220,6707,,,,,,,1865,0.0,0.1836708217859268,0.08999429643154144,0.21993488073349,0.0001,-0.13694499731063842,2.2550424283451777e-08,0.2,0.0
,,,11220,,,,0.72,42003,-0.27660845,374,0,1.68,,,,,,,,,,
0.96,-0.047754092998802664,1.12,11250,0,11250,6728,,,,,,,1870,0.0,0.15209895372390747,0.0697144940495491,0.45188987255096436,0.0001,-0.13524159491062165,-1.9139846468974044e-05,0.2,9.437402e-07
,,,11250,,,,0.77,42102,-0.22848129,375,0,1.58,,,,,,,,,,
0.92,-0.0887331264372915,1.2,11280,0,11280,6744,,,,,,,1875,0.0,0.09820406585931778,0.046010565012693405,0.432328999042511,0.0001,-0.1342510163784027,-2.5828679728334693e-08,0.2,0.0
,,,11280,,,,0.74,42207,-0.22728841,376,0,1.6,,,,,,,,,,
0.9,-0.08933021353557706,1.24,11310,0,11310,6768,,,,,,,1880,0.0,0.21418580710887908,0.10572610050439835,0.009076952934265137,0.0001,-0.1334257870912552,5.336602903582844e-07,0.2,7.947286e-09
,,,11310,,,,0.8,42319,-0.17450035999999994,377,0,1.48,,,,,,,,,,
0.92,-0.049668560214340685,1.24,11340,0,11340,6785,,,,,,,1885,0.0,0.08226751834154129,0.03999240696430206,0.561729907989502,0.0001,-0.13340577185153962,-8.344649771174773e-09,0.2,0.0
,,,11340,,,,0.77,42425,-0.20627783000000005,378,0,1.54,,,,,,,,,,
0.88,-0.07053290193434805,1.3,11370,0,11370,6804,,,,,,,1890,0.0,0.23784383833408357,0.11059162020683289,0.2576903700828552,0.0001,-0.13331176340579987,-1.6473929238713936e-05,0.2,2.026558e-07
,,,11370,,,,0.76,42530,-0.19928372,379,0,1.57,,,,,,,,,,
0.86,-0.12958907440304757,1.3,11400,0,11400,6822,,,,,,,1895,0.0,0.14585304260253906,0.07365552335977554,0.2474888563156128,0.0001,-0.13317344188690186,-1.1920928955078126e-08,0.2,0.0
,,,11400,,,,0.75,42635,-0.22090044000000003,380,0,1.6,,,,,,,,,,
0.92,-0.07042762782424689,1.2,11430,0,11430,6839,,,,,,,1900,0.0,0.22119342386722565,0.1070282831788063,0.07401645183563232,0.0001,-0.13302274644374848,-7.669130974718996e-08,0.2,0.0
,,,11430,,,,0.77,42764,-0.20546464,381,0,1.56,,,,,,,,,,
0.92,-0.06931077957618982,1.22,11460,0,11460,6857,,,,,,,1905,0.0,0.20583538711071014,0.09734389930963516,-0.08743500709533691,0.0001,-0.13190314769744874,-0.0019501073759361277,0.2,6.238619e-05
,,,11460,,,,0.76,42871,-0.20942070999999995,382,0,1.6,,,,,,,,,,
0.94,-0.06801930523011833,1.16,11490,0,11490,6876,,,,,,,1910,0.0,0.1624390661716461,0.07772112637758255,0.16678184270858765,0.0001,-0.12806355059146882,5.205472390912291e-08,0.2,1.1920929e-07
,,,11490,,,,0.74,42975,-0.22215855,383,0,1.65,,,,,,,,,,
0.9,-0.05016272011678666,1.28,11520,0,11520,6894,,,,,,,1915,0.0,0.18806141018867492,0.0900702103972435,0.19917422533035278,0.0001,-0.12472859621047974,-0.0005313714405442482,0.2,2.6386977e-05
,,,11520,,,,0.73,43089,-0.22268804,384,0,1.68,,,,,,,,,,
0.94,-0.04942878105212003,1.2,11550,0,11550,6911,,,,,,,1920,0.0,0.17290391325950621,0.08336882293224335,0.027174532413482666,0.0001,-0.12108336836099624,-0.0003831640902595801,0.2,2.9607614e-05
,,,11550,,,,0.74,43190,-0.20733318999999997,385,0,1.66,,,,,,,,,,
0.92,-0.0496974336123094,1.24,11580,0,11580,6927,,,,,,,1925,0.0,0.18986936509609223,0.09009458124637604,0.03086024522781372,0.0001,-0.11811110824346542,-1.1881192456542067e-07,0.2,0.0
,,,11580,,,,0.71,43298,-0.21836242000000003,386,0,1.73,,,,,,,,,,
0.94,-0.06816305841784924,1.2,11610,0,11610,6944,,,,,,,1930,0.0,0.13893678188323974,0.06621857732534409,0.2706456780433655,0.0001,-0.11575419306755066,-0.0008043845587719645,0.2,4.4125318e-05
,,,11610,,,,0.7,43399,-0.25046871000000004,387,0,1.72,,,,,,,,,,
0.92,-0.06875069026835262,1.18,11640,0,11640,6966,,,,,,,1935,0.0,0.3161458015441895,0.15446636080741882,0.36860060691833496,0.0001,-0.11234673410654068,-0.0018213049291322392,0.2,8.3812076e-05
,,,11640,,,,0.75,43501,-0.20628586,388,0,1.62,,,,,,,,,,
0.92,-0.0891080486914143,1.18,11670,0,11670,6981,,,,,,,1940,0.0,0.1626552939414978,0.08007663488388062,0.0026357173919677734,0.0001,-0.10933474600315093,-3.77496061076954e-09,0.2,0.0
,,,11670,,,,0.7,43601,-0.26231646,389,0,1.75,,,,,,,,,,
