eval/success_rate,eval/mean_reward,eval/mean_ep_length,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,rollout/success_rate,time/time_elapsed,rollout/ep_rew_mean,time/iterations,time/fps,rollout/ep_len_mean,train/n_updates,train/clip_fraction,train/value_loss,train/loss,train/explained_variance,train/learning_rate,train/entropy_loss,train/policy_gradient_loss,train/clip_range,train/approx_kl
0.82,-0.15638900878839196,1.4,30,0,30,14,,,,,,,,,,,,,,,,
,,,30,,,,0.38461538461538464,142,-0.6082053846153846,1,0,2.230769230769231,,,,,,,,,,
0.8,-0.1923516154102981,1.46,60,0,60,29,,,,,,,5,0.0,0.8276338338851928,0.27273029088974,-0.6678041219711304,0.0001,-1.9458675861358643,-0.001937212158614443,0.2,4.1284165e-05
,,,60,,,,0.4642857142857143,261,-0.5503968928571429,2,0,2.142857142857143,,,,,,,,,,
0.84,-0.15677272049244492,1.38,90,0,90,44,,,,,,,10,0.0,0.294326189160347,0.12015985697507858,0.05909532308578491,0.0001,-1.9457917928695678,-0.00132698732040204,0.2,1.825293e-05
,,,90,,,,0.5116279069767442,386,-0.5009847674418605,3,0,2.046511627906977,,,,,,,,,,
0.94,-0.029456322649493813,1.18,120,0,120,58,,,,,,,15,0.0,0.3076140463352203,0.14828473329544067,-0.007977843284606934,0.0001,-1.9457035303115844,-0.0019082196499219605,0.2,2.5973717e-05
,,,120,,,,0.47368421052631576,491,-0.5540004561403509,4,0,2.1052631578947367,,,,,,,,,,
0.84,-0.11320352911949158,1.36,150,0,150,72,,,,,,,20,0.0,0.22161442041397095,0.10013454407453537,-0.4611743688583374,0.0001,-1.9455919981002807,-0.0011258260630224726,0.2,2.3476283e-05
,,,150,,,,0.5070422535211268,613,-0.5079575915492958,5,0,2.084507042253521,,,,,,,,,,
0.88,-0.13086591891944407,1.28,180,0,180,84,,,,,,,25,0.0,0.3350045919418335,0.15609000623226166,-0.09473121166229248,0.0001,-1.94541494846344,-0.0011711645227237,0.2,3.387928e-05
,,,180,,,,0.4578313253012048,719,-0.5085178433734939,6,0,2.1686746987951806,,,,,,,,,,
0.9,-0.09016785982996225,1.22,210,0,210,95,,,,,,,30,0.0,0.3016306638717651,0.13564829528331757,-0.044472336769104004,0.0001,-1.9451529026031493,5.171298789719004e-06,0.2,1.163284e-05
,,,210,,,,0.425531914893617,826,-0.5454325957446808,7,0,2.234042553191489,,,,,,,,,,
0.92,-0.06992653427645563,1.22,240,0,240,106,,,,,,,35,0.0,0.2192830801010132,0.10624638944864273,-0.23149800300598145,0.0001,-1.9451709508895874,-0.0004509107262130385,0.2,9.693702e-06
,,,240,,,,0.41,934,-0.5679483700000001,8,0,2.28,,,,,,,,,,
0.98,-0.027546054758131502,1.06,270,0,270,119,,,,,,,40,0.0,0.1902467966079712,0.07276242971420288,0.22817063331604004,0.0001,-1.9452020168304442,-0.0010747075049820864,0.2,1.4511744e-05
,,,270,,,,0.41,1030,-0.5650094,9,0,2.28,,,,,,,,,,
0.92,-0.05454388976097107,1.18,300,0,300,131,,,,,,,45,0.0,0.2873485147953033,0.12969274818897247,-0.49734318256378174,0.0001,-1.945028042793274,-0.002827695258893037,0.2,5.6358178e-05
,,,300,,,,0.37,1141,-0.5981612299999999,10,0,2.36,,,,,,,,,,
0.94,-0.049106486928649246,1.2,330,0,330,145,,,,,,,50,0.0,0.3792569100856781,0.1796952784061432,-0.33814072608947754,0.0001,-1.9446563959121703,-0.0006970055816541531,0.2,6.138285e-05
,,,330,,,,0.37,1240,-0.5792028300000002,11,0,2.39,,,,,,,,,,
0.92,-0.07422217355575413,1.24,360,0,360,160,,,,,,,55,0.0,0.36603368520736695,0.1523771733045578,0.05561548471450806,0.0001,-1.9442072629928588,-0.00040466784819699343,0.2,2.9581784e-05
,,,360,,,,0.38,1359,-0.5598800899999999,12,0,2.36,,,,,,,,,,
0.86,-0.15100294678471982,1.32,390,0,390,174,,,,,,,60,0.0,0.2551747798919678,0.11992864310741425,0.050173163414001465,0.0001,-1.94366135597229,-0.0017584975319913099,0.2,4.4771037e-05
,,,390,,,,0.38,1466,-0.5527695699999999,13,0,2.36,,,,,,,,,,
0.94,-0.048235795102082195,1.14,420,0,420,186,,,,,,,65,0.0,0.2198317676782608,0.09711455553770065,0.02046811580657959,0.0001,-1.942642045021057,-0.0026745959728334155,0.2,9.1779235e-05
,,,420,,,,0.41,1567,-0.56772557,14,0,2.33,,,,,,,,,,
0.94,-0.04857101841364056,1.14,450,0,450,202,,,,,,,70,0.0,0.25345838665962217,0.11086318641901016,-0.054413676261901855,0.0001,-1.941077470779419,-0.004992636774356107,0.2,0.00016238491
,,,450,,,,0.47,1668,-0.49876089999999995,15,0,2.21,,,,,,,,,,
0.92,-0.06998689408879727,1.28,480,0,480,213,,,,,,,75,0.0,0.3369648814201355,0.1489761471748352,-0.5177322626113892,0.0001,-1.93899986743927,-0.006186398720989583,0.2,0.0002408882
,,,480,,,,0.47,1782,-0.5051425300000001,16,0,2.2,,,,,,,,,,
0.92,-0.05029123482294381,1.24,510,0,510,227,,,,,,,80,0.0,0.1754343628883362,0.07168034464120865,0.13201773166656494,0.0001,-1.9363004684448242,-0.0020183030352924902,0.2,0.00010858576
,,,510,,,,0.48,1884,-0.49533423,17,0,2.18,,,,,,,,,,
0.84,-0.15232750615105034,1.36,540,0,540,242,,,,,,,85,0.0,0.25439657270908356,0.11983491480350494,-0.035257935523986816,0.0001,-1.9336463689804078,-0.00023230811357888292,0.2,5.6197245e-05
,,,540,,,,0.5,2007,-0.45789611999999996,18,0,2.15,,,,,,,,,,
0.98,-0.027053990168496966,1.06,570,0,570,255,,,,,,,90,0.0,0.372868150472641,0.1710299253463745,-0.2275470495223999,0.0001,-1.9320430040359498,-0.0006890493790463025,0.2,4.0382147e-05
,,,570,,,,0.47,2110,-0.49815337,19,0,2.19,,,,,,,,,,
0.94,-0.06914864545688033,1.2,600,0,600,268,,,,,,,95,0.0,0.26175440549850465,0.12228873372077942,-0.301385760307312,0.0001,-1.9297580480575562,-0.0019247519977700022,0.2,5.1945448e-05
,,,600,,,,0.45,2216,-0.53592104,20,0,2.21,,,,,,,,,,
0.82,-0.17552736376877875,1.44,630,0,630,288,,,,,,,100,0.0,0.26964616775512695,0.11706802994012833,-0.05561327934265137,0.0001,-1.9279022932052612,-0.002866118793996719,0.2,8.965333e-05
,,,630,,,,0.54,2339,-0.4482746,21,0,2.05,,,,,,,,,,
0.86,-0.09251944192685187,1.34,660,0,660,303,,,,,,,105,0.0,0.4837071120738983,0.23263977468013763,-0.3025674819946289,0.0001,-1.9249454975128173,-0.0034754761727526784,0.2,0.00011414488
,,,660,,,,0.52,2462,-0.4799443,22,0,2.08,,,,,,,,,,
0.96,-0.0282500467216596,1.14,690,0,690,316,,,,,,,110,0.0,0.1919512301683426,0.08386824280023575,0.12028676271438599,0.0001,-1.922179102897644,-0.004209408067787024,0.2,0.00019413233
,,,690,,,,0.56,2567,-0.45449199000000007,23,0,2.03,,,,,,,,,,
0.88,-0.13152286844328046,1.26,720,0,720,334,,,,,,,115,0.0,0.23810800313949584,0.10939284414052963,-0.02030956745147705,0.0001,-1.917160201072693,-0.002174742635494553,0.2,0.00018717448
,,,720,,,,0.59,2674,-0.45015467000000003,24,0,1.95,,,,,,,,,,
0.92,-0.06845077206380665,1.18,750,0,750,349,,,,,,,120,0.0,0.25680120289325714,0.1103481650352478,-0.036216020584106445,0.0001,-1.9121370553970336,-0.005658672656863928,0.2,0.00025253693
,,,750,,,,0.59,2779,-0.4382401399999999,25,0,1.95,,,,,,,,,,
0.88,-0.10939864156302065,1.28,780,0,780,362,,,,,,,125,0.0,0.28584609627723695,0.12911425530910492,-0.11819899082183838,0.0001,-1.9045791149139404,-0.002108591354917877,0.2,0.00016693473
,,,780,,,,0.62,2889,-0.41596582,26,0,1.9,,,,,,,,,,
0.96,-0.0482471887068823,1.2,810,0,810,378,,,,,,,130,0.0,0.21334438621997834,0.09863932430744171,0.08542484045028687,0.0001,-1.8977765321731568,-0.001056015798434018,0.2,0.00015554031
,,,810,,,,0.59,2998,-0.42411427,27,0,1.94,,,,,,,,,,
0.94,-0.05238659509457648,1.16,840,0,840,392,,,,,,,135,0.0,0.2323957622051239,0.10082843899726868,0.03302431106567383,0.0001,-1.892234206199646,-0.004682609684144445,0.2,0.00018927654
,,,840,,,,0.55,3103,-0.47103976000000003,28,0,2.02,,,,,,,,,,
0.88,-0.11080038605257869,1.3,870,0,870,408,,,,,,,140,0.0,0.2720294713973999,0.11807016283273697,-0.027914881706237793,0.0001,-1.8837252616882325,-0.005607977112134321,0.2,0.00026692153
,,,870,,,,0.57,3212,-0.44521154999999996,29,0,1.98,,,,,,,,,,
0.86,-0.12984752947464584,1.34,900,0,900,423,,,,,,,145,0.0,0.24557238519191743,0.11262715607881546,-0.025931239128112793,0.0001,-1.8747742176055908,-0.0017662585185220792,0.2,0.00020407439
,,,900,,,,0.56,3327,-0.45839666000000007,30,0,2.0,,,,,,,,,,
0.92,-0.048177919979207215,1.16,930,0,930,437,,,,,,,150,0.0,0.2951854944229126,0.1323450207710266,-0.13766026496887207,0.0001,-1.866000771522522,-0.0026762133526306185,0.2,0.00020939708
,,,930,,,,0.55,3434,-0.4606694900000001,31,0,2.05,,,,,,,,,,
0.9,-0.05227070316206664,1.22,960,0,960,451,,,,,,,155,0.0,0.24389451146125793,0.11345674842596054,0.09655576944351196,0.0001,-1.8577303409576416,-0.0009127557355292027,0.2,0.00015860796
,,,960,,,,0.54,3538,-0.48817153,32,0,2.07,,,,,,,,,,
0.94,-0.06951127554755658,1.24,990,0,990,466,,,,,,,160,0.0,0.21171910762786866,0.09130022674798965,-0.0355151891708374,0.0001,-1.8483633279800415,-0.005562900702158658,0.2,0.00026424925
,,,990,,,,0.57,3648,-0.44949216,33,0,2.01,,,,,,,,,,
0.92,-0.0490169272152707,1.18,1020,0,1020,480,,,,,,,165,0.0,0.22657666802406312,0.10296539217233658,0.011852681636810303,0.0001,-1.8385173320770263,-0.0011133436404634268,0.2,0.00014561017
,,,1020,,,,0.56,3756,-0.45800581,34,0,2.03,,,,,,,,,,
0.94,-0.06958705695345997,1.24,1050,0,1050,495,,,,,,,170,0.0,0.19329966902732848,0.08735504746437073,0.13864678144454956,0.0001,-1.8319045305252075,-0.0019354133013017361,0.2,0.00014376044
,,,1050,,,,0.56,3864,-0.44578943000000004,35,0,2.06,,,,,,,,,,
0.96,-0.04725875497795642,1.08,1080,0,1080,509,,,,,,,175,0.0,0.20766763985157013,0.08870834112167358,0.17543506622314453,0.0001,-1.8199011087417603,-0.004811317579200036,0.2,0.00022796194
,,,1080,,,,0.56,3966,-0.43723698000000005,36,0,2.06,,,,,,,,,,
0.86,-0.11120034828782081,1.32,1110,0,1110,526,,,,,,,180,0.0,0.24244146645069123,0.11223214864730835,-0.03707385063171387,0.0001,-1.8105988502502441,-0.0007278029156928767,0.2,0.00016743939
,,,1110,,,,0.56,4080,-0.41607428999999996,37,0,2.03,,,,,,,,,,
0.88,-0.10980322761461139,1.24,1140,0,1140,541,,,,,,,185,0.0,0.17703982293605805,0.07740651071071625,0.3458545207977295,0.0001,-1.801318097114563,-0.004205478987035693,0.2,0.00022747119
,,,1140,,,,0.58,4196,-0.38325612,38,0,2.0,,,,,,,,,,
0.88,-0.11140081255696714,1.28,1170,0,1170,560,,,,,,,190,0.0,0.26146533489227297,0.12228436022996902,-0.024455904960632324,0.0001,-1.7884978771209716,-0.00014516929330063988,0.2,0.00017739534
,,,1170,,,,0.6,4314,-0.3630204099999999,39,0,1.94,,,,,,,,,,
0.92,-0.0918939916882664,1.22,1200,0,1200,576,,,,,,,195,0.0,0.2517599403858185,0.11659608781337738,-0.00782620906829834,0.0001,-1.7759433746337892,-0.002760951292390246,0.2,0.00018015504
,,,1200,,,,0.63,4422,-0.35747533,40,0,1.86,,,,,,,,,,
0.9,-0.06893414388410747,1.22,1230,0,1230,591,,,,,,,200,0.0,0.27132450342178344,0.12000017613172531,0.09465193748474121,0.0001,-1.763423776626587,-0.0027125223058586554,0.2,0.00020325978
,,,1230,,,,0.6,4529,-0.35505539999999997,41,0,1.9,,,,,,,,,,
0.96,-0.007433896893635392,1.12,1260,0,1260,605,,,,,,,205,0.0,0.2735092520713806,0.1306866854429245,-0.08149576187133789,0.0001,-1.7505544900894165,-0.0005732925666961819,0.2,9.296735e-05
,,,1260,,,,0.59,4642,-0.36970099999999995,42,0,1.9,,,,,,,,,,
0.96,-0.047341211107559504,1.1,1290,0,1290,616,,,,,,,210,0.0,0.2663763701915741,0.12191719561815262,-0.02698540687561035,0.0001,-1.7391833782196044,-0.002778404188963357,0.2,9.914438e-05
,,,1290,,,,0.55,4744,-0.42195278999999997,43,0,1.97,,,,,,,,,,
0.84,-0.11230045795906335,1.4,1320,0,1320,630,,,,,,,215,0.0,0.24507181644439696,0.10322490334510803,-0.4694596529006958,0.0001,-1.7293231010437011,-0.001282174165826433,0.2,0.00012892285
,,,1320,,,,0.56,4867,-0.41402785000000003,44,0,1.99,,,,,,,,,,
0.84,-0.1513120116572827,1.4,1350,0,1350,646,,,,,,,220,0.0,0.2000308871269226,0.09637391567230225,0.23929405212402344,0.0001,-1.7147271633148193,-0.0009461716783697227,0.2,9.476741e-05
,,,1350,,,,0.55,4986,-0.4385144,45,0,2.02,,,,,,,,,,
0.96,-0.02868602785281837,1.14,1380,0,1380,658,,,,,,,225,0.0,0.23482772707939148,0.10358982533216476,0.22042977809906006,0.0001,-1.7008563995361328,-0.002486627142255493,0.2,0.00013863046
,,,1380,,,,0.52,5091,-0.4432217,46,0,2.1,,,,,,,,,,
0.88,-0.13001708242110907,1.26,1410,0,1410,672,,,,,,,230,0.0,0.2004256546497345,0.0880562886595726,0.11390584707260132,0.0001,-1.6965359449386597,-0.00447997922698633,0.2,0.00022634864
,,,1410,,,,0.48,5206,-0.45657367,47,0,2.2,,,,,,,,,,
0.92,-0.08851538316812366,1.22,1440,0,1440,685,,,,,,,235,0.0,0.31908136010169985,0.1422293484210968,-0.18630552291870117,0.0001,-1.6659888982772828,-0.005766737575953229,0.2,0.00030724803
,,,1440,,,,0.46,5310,-0.49191612999999995,48,0,2.22,,,,,,,,,,
0.92,-0.08937329932115973,1.18,1470,0,1470,699,,,,,,,240,0.0,0.23344139754772186,0.10448456555604935,-0.10600101947784424,0.0001,-1.63766930103302,-0.00316341835229359,0.2,0.0003478567
,,,1470,,,,0.47,5419,-0.46964941999999993,49,0,2.2,,,,,,,,,,
0.92,-0.0693296635709703,1.2,1500,0,1500,712,,,,,,,245,0.0,0.1949665516614914,0.07799498736858368,0.16832739114761353,0.0001,-1.6087244510650636,-0.007469715299085067,0.2,0.00048187573
,,,1500,,,,0.48,5535,-0.44979409000000004,50,0,2.19,,,,,,,,,,
0.9,-0.1103428496280685,1.28,1530,0,1530,731,,,,,,,250,0.0,0.297831130027771,0.1386357694864273,-0.08056378364562988,0.0001,-1.5837982177734375,-0.0005891070901029138,0.2,0.00027367074
,,,1530,,,,0.51,5656,-0.40619212999999993,51,0,2.09,,,,,,,,,,
0.82,-0.15137107233516872,1.44,1560,0,1560,745,,,,,,,255,0.0,0.1896207809448242,0.08278756588697433,0.18024414777755737,0.0001,-1.568987202644348,-0.002687707364869496,0.2,0.00016788245
,,,1560,,,,0.5,5773,-0.4181203,52,0,2.12,,,,,,,,,,
0.76,-0.21491027398500592,1.5,1590,0,1590,763,,,,,,,260,0.0,0.2524888843297958,0.11687761545181274,0.00890195369720459,0.0001,-1.5403605937957763,-0.0033655619171135244,0.2,0.00026742616
,,,1590,,,,0.57,5900,-0.36825657999999994,53,0,1.98,,,,,,,,,,
0.94,-0.048741487227380274,1.18,1620,0,1620,778,,,,,,,265,0.0,0.19648858904838562,0.08320362865924835,0.01420503854751587,0.0001,-1.5108831405639649,-0.005080170212313462,0.2,0.00034514666
,,,1620,,,,0.59,6006,-0.35675035,54,0,1.97,,,,,,,,,,
0.92,-0.09119230770971626,1.22,1650,0,1650,792,,,,,,,270,0.0,0.18076534271240235,0.07613515108823776,0.29248929023742676,0.0001,-1.4811105489730836,-0.00585362163372336,0.2,0.00035928885
,,,1650,,,,0.6,6109,-0.3465592899999999,55,0,1.99,,,,,,,,,,
0.94,-0.049578157607465985,1.16,1680,0,1680,809,,,,,,,275,0.0,0.2226284086704254,0.09447029232978821,0.11308872699737549,0.0001,-1.4511733293533324,-0.005094669293612242,0.2,0.00037424563
,,,1680,,,,0.66,6224,-0.3310755700000001,56,0,1.87,,,,,,,,,,
0.92,-0.06890749916434288,1.24,1710,0,1710,825,,,,,,,280,0.0,0.15910062491893767,0.0592535138130188,0.36516422033309937,0.0001,-1.4293448209762574,-0.006664064355815391,0.2,0.00047661862
,,,1710,,,,0.66,6346,-0.32021793000000004,57,0,1.9,,,,,,,,,,
0.92,-0.07033587168902158,1.26,1740,0,1740,840,,,,,,,285,0.0,0.18474968671798705,0.08607909828424454,0.2525016665458679,0.0001,-1.3786257982254029,-0.0016331686537405688,0.2,0.00030442874
,,,1740,,,,0.65,6466,-0.35096156000000006,58,0,1.91,,,,,,,,,,
0.92,-0.09042348571121693,1.26,1770,0,1770,857,,,,,,,290,0.0,0.21269323527812958,0.0965387374162674,0.07681089639663696,0.0001,-1.3514647960662842,-0.0014794595919859431,0.2,0.00018837451
,,,1770,,,,0.65,6594,-0.3737818699999999,59,0,1.91,,,,,,,,,,
0.86,-0.07107735814526678,1.34,1800,0,1800,874,,,,,,,295,0.0,0.2411810964345932,0.11558634042739868,0.07233238220214844,0.0001,-1.3250741720199586,-0.0008965396981999163,0.2,9.417335e-05
,,,1800,,,,0.66,6723,-0.33899786,60,0,1.86,,,,,,,,,,
0.86,-0.13227547120302915,1.36,1830,0,1830,891,,,,,,,300,0.0,0.3236906111240387,0.14936211705207825,-0.18825006484985352,0.0001,-1.3120211601257323,-5.3148868610009006e-05,0.2,5.9101978e-05
,,,1830,,,,0.67,6851,-0.30694321,61,0,1.82,,,,,,,,,,
0.98,-0.027222331552766262,1.06,1860,0,1860,913,,,,,,,305,0.0,0.2230979949235916,0.09481354802846909,0.007937908172607422,0.0001,-1.3032312393188477,-0.00034250816786283165,0.2,5.1160655e-06
,,,1860,,,,0.71,6955,-0.24239961000000004,62,0,1.73,,,,,,,,,,
0.9,-0.06925026415847242,1.26,1890,0,1890,929,,,,,,,310,0.0,0.10219513326883316,0.039085980504751205,-0.060428500175476074,0.0001,-1.2981319904327393,-0.0014261686879521562,0.2,2.7831395e-05
,,,1890,,,,0.71,7074,-0.25921234000000004,63,0,1.72,,,,,,,,,,
0.92,-0.030309309908188878,1.22,1920,0,1920,944,,,,,,,315,0.0,0.4464366674423218,0.2260345220565796,0.07212787866592407,0.0001,-1.2830423831939697,-0.001142509185398577,0.2,3.784299e-05
,,,1920,,,,0.71,7187,-0.26056055000000006,64,0,1.73,,,,,,,,,,
0.9,-0.09111495045945048,1.28,1950,0,1950,957,,,,,,,320,0.0,0.261616113781929,0.11285251379013062,0.20656871795654297,0.0001,-1.2705312013626098,-0.0009515327378176508,0.2,6.236434e-05
,,,1950,,,,0.7,7302,-0.25257272999999997,65,0,1.78,,,,,,,,,,
0.9,-0.1102242690557614,1.22,1980,0,1980,971,,,,,,,325,0.0,0.14275940358638764,0.06395227462053299,0.3143082857131958,0.0001,-1.2561163187026978,-0.003636643135299522,0.2,0.00012824734
,,,1980,,,,0.67,7414,-0.29606528,66,0,1.84,,,,,,,,,,
0.98,-0.027816757480613886,1.1,2010,0,2010,992,,,,,,,330,0.0,0.29185924530029295,0.12628665566444397,0.02410072088241577,0.0001,-1.2344252347946167,0.0002869999439766957,0.2,9.310047e-05
,,,2010,,,,0.69,7523,-0.32269769000000004,67,0,1.79,,,,,,,,,,
0.9,-0.0502922472404316,1.24,2040,0,2040,1012,,,,,,,335,0.0,0.17781791985034942,0.08539759367704391,0.31950026750564575,0.0001,-1.2184972524642945,-0.0011683749830503133,0.2,6.931424e-05
,,,2040,,,,0.68,7640,-0.34277301,68,0,1.81,,,,,,,,,,
0.88,-0.13351150745060295,1.34,2070,0,2070,1028,,,,,,,340,0.0,0.2749210000038147,0.12934772670269012,-0.1713576316833496,0.0001,-1.2052627563476563,0.0004327519734699692,0.2,4.0727853e-05
,,,2070,,,,0.7,7775,-0.30865111999999995,69,0,1.81,,,,,,,,,,
0.9,-0.0890689212968573,1.26,2100,0,2100,1043,,,,,,,345,0.0,0.28366615176200866,0.1280396580696106,-0.17453312873840332,0.0001,-1.197901439666748,-0.00026747285873440774,0.2,1.432697e-05
,,,2100,,,,0.68,7885,-0.31109215,70,0,1.83,,,,,,,,,,
0.84,-0.15445891465991735,1.38,2130,0,2130,1061,,,,,,,350,0.0,0.22392998933792113,0.10679147392511368,0.07900094985961914,0.0001,-1.1909194707870483,-4.686713111965446e-05,0.2,5.68827e-06
,,,2130,,,,0.7,8002,-0.28374344,71,0,1.74,,,,,,,,,,
0.92,-0.06819303178694099,1.16,2160,0,2160,1080,,,,,,,355,0.0,0.1762486845254898,0.08080217987298965,0.1340419054031372,0.0001,-1.1899079084396362,-0.0011915767293729119,0.2,2.4819374e-05
,,,2160,,,,0.74,8109,-0.23091403,72,0,1.68,,,,,,,,,,
0.94,-0.07088606663048268,1.24,2190,0,2190,1096,,,,,,,360,0.0,0.20290590822696686,0.09330125898122787,0.04483389854431152,0.0001,-1.1714473962783813,-0.001877844313469268,0.2,0.00017771125
,,,2190,,,,0.72,8227,-0.24949816,73,0,1.74,,,,,,,,,,
0.9,-0.09023818055167794,1.3,2220,0,2220,1114,,,,,,,365,0.0,0.18557157814502717,0.08541025221347809,0.21198225021362305,0.0001,-1.1500333547592163,-0.00017362236792290987,0.2,7.898807e-05
,,,2220,,,,0.69,8347,-0.28049646,74,0,1.78,,,,,,,,,,
0.9,-0.10973320491611957,1.24,2250,0,2250,1132,,,,,,,370,0.0,0.22017876505851747,0.09551583975553513,0.2168896198272705,0.0001,-1.1327420234680177,-0.0016858053323812073,0.2,5.271435e-05
,,,2250,,,,0.7,8461,-0.27378899,75,0,1.74,,,,,,,,,,
0.84,-0.11535764625761658,1.38,2280,0,2280,1152,,,,,,,375,0.0,0.18979680240154267,0.09061061590909958,0.2017924189567566,0.0001,-1.1198484182357789,-0.0014301499080222157,0.2,8.0106656e-05
,,,2280,,,,0.74,8578,-0.27924722999999996,76,0,1.67,,,,,,,,,,
0.96,-0.007308631539344788,1.12,2310,0,2310,1170,,,,,,,380,0.0,0.279087221622467,0.12865103781223297,0.057221949100494385,0.0001,-1.1063926219940186,-0.0025790579787765113,0.2,7.035931e-05
,,,2310,,,,0.77,8683,-0.25599577999999995,77,0,1.63,,,,,,,,,,
0.92,-0.048558502113446596,1.2,2340,0,2340,1190,,,,,,,385,0.0,0.23781390786170958,0.09921085089445114,-0.3591454029083252,0.0001,-1.0825205087661742,-0.0019319428914847947,0.2,9.439786e-05
,,,2340,,,,0.76,8793,-0.26899228,78,0,1.63,,,,,,,,,,
0.94,-0.04863280525896698,1.14,2370,0,2370,1210,,,,,,,390,0.0,0.15516279637813568,0.07842118293046951,0.46570461988449097,0.0001,-1.0647785902023315,0.00046771684894331145,0.2,9.739399e-06
,,,2370,,,,0.81,8899,-0.22433081000000002,79,0,1.54,,,,,,,,,,
0.86,-0.13033892448060214,1.3,2400,0,2400,1225,,,,,,,395,0.0,0.18047249913215638,0.08186417073011398,0.35519087314605713,0.0001,-1.064754033088684,-0.001097670414019447,0.2,2.9667219e-05
,,,2400,,,,0.77,9006,-0.24520308999999998,80,0,1.6,,,,,,,,,,
0.88,-0.11218548256438225,1.36,2430,0,2430,1243,,,,,,,400,0.0,0.20771722495555878,0.09469148516654968,-0.03424859046936035,0.0001,-1.0731770038604735,-0.0005852760842147475,0.2,8.563598e-05
,,,2430,,,,0.76,9119,-0.25207996000000005,81,0,1.62,,,,,,,,,,
0.94,-0.028705810983665286,1.18,2460,0,2460,1261,,,,,,,405,0.0,0.20809004306793213,0.09735283255577087,0.09519588947296143,0.0001,-1.075823926925659,0.0003087560306692438,0.2,1.2884538e-05
,,,2460,,,,0.75,9222,-0.25668343,82,0,1.62,,,,,,,,,,
0.82,-0.15441936482675372,1.44,2490,0,2490,1279,,,,,,,410,0.0,0.20245344340801238,0.09821697324514389,0.3603031039237976,0.0001,-1.0754639387130738,-0.00021477006463097582,0.2,1.2369951e-05
,,,2490,,,,0.72,9351,-0.28485817999999996,83,0,1.68,,,,,,,,,,
0.84,-0.13201921144500375,1.38,2520,0,2520,1294,,,,,,,415,0.0,0.1986127346754074,0.08949434012174606,0.28679603338241577,0.0001,-1.0757681608200074,-0.0005028013495518735,0.2,7.873774e-06
,,,2520,,,,0.7,9467,-0.29004964999999994,84,0,1.75,,,,,,,,,,
0.92,-0.08905927791725844,1.22,2550,0,2550,1312,,,,,,,420,0.0,0.27490438222885133,0.1251397281885147,-0.11673557758331299,0.0001,-1.0645464420318604,-0.0030805143729473626,0.2,0.00011523962
,,,2550,,,,0.69,9576,-0.29456275,85,0,1.76,,,,,,,,,,
0.92,-0.09006811924278736,1.16,2580,0,2580,1331,,,,,,,425,0.0,0.3803226888179779,0.15473729372024536,-0.4480855464935303,0.0001,-1.1313377618789673,-0.0021909153345040623,0.2,9.231568e-05
,,,2580,,,,0.74,9679,-0.25299530000000003,86,0,1.7,,,,,,,,,,
1.0,-0.007116879289969802,1.06,2610,0,2610,1347,,,,,,,430,0.0,0.13010934889316558,0.05721563845872879,0.15034377574920654,0.0001,-1.020097279548645,-0.0019759567322516604,0.2,0.00013038715
,,,2610,,,,0.72,9783,-0.26479594999999995,87,0,1.75,,,,,,,,,,
0.88,-0.11217458821833133,1.26,2640,0,2640,1364,,,,,,,435,0.0,0.21265600025653839,0.09692438691854477,0.12257450819015503,0.0001,-0.9945137143135071,-0.0026495727136108373,0.2,0.00018046101
,,,2640,,,,0.7,9916,-0.28711824,88,0,1.76,,,,,,,,,,
0.94,-0.049440147797577084,1.18,2670,0,2670,1379,,,,,,,440,0.0,0.20922986268997193,0.09340111911296844,0.24921905994415283,0.0001,-0.9662098288536072,-0.000975593744854919,0.2,0.00018698176
,,,2670,,,,0.68,10034,-0.30764944000000005,89,0,1.78,,,,,,,,,,
0.96,-0.049895753022283315,1.08,2700,0,2700,1399,,,,,,,445,0.0,0.2063571810722351,0.09151531010866165,0.051445603370666504,0.0001,-0.9418910503387451,-0.0028626688150687587,0.2,0.00020129085
,,,2700,,,,0.71,10144,-0.28910173,90,0,1.72,,,,,,,,,,
0.86,-0.09171331565827132,1.32,2730,0,2730,1419,,,,,,,450,0.0,0.3144047737121582,0.15680989623069763,-0.07621371746063232,0.0001,-0.9202250599861145,0.000662914106312229,0.2,6.6719454e-05
,,,2730,,,,0.74,10276,-0.26122095,91,0,1.67,,,,,,,,,,
0.86,-0.13118079822976142,1.32,2760,0,2760,1437,,,,,,,455,0.0,0.20132713317871093,0.08723020553588867,0.15942269563674927,0.0001,-0.9042344570159913,-0.0011223594273900516,0.2,4.6728055e-05
,,,2760,,,,0.71,10397,-0.27217917999999997,92,0,1.69,,,,,,,,,,
0.94,-0.029007381964474915,1.18,2790,0,2790,1454,,,,,,,460,0.0,0.2464883267879486,0.11546271294355392,-0.11430561542510986,0.0001,-0.8919460535049438,-0.0005599772918504442,0.2,6.543994e-05
,,,2790,,,,0.7,10511,-0.28330523,93,0,1.69,,,,,,,,,,
0.96,-0.04780596545431763,1.12,2820,0,2820,1471,,,,,,,465,0.0,0.26837967038154603,0.12788742780685425,-0.01196134090423584,0.0001,-0.8732514977455139,-0.0012510303656263488,0.2,4.5688947e-05
,,,2820,,,,0.73,10619,-0.25961382,94,0,1.65,,,,,,,,,,
