rollout/ep_rew_mean,rollout/ep_len_mean,env/completion_counter,time/fps,rollout/success_rate,time/total_timesteps,time/iterations,time/time_elapsed,env/current_idx,env/n_steps,train/learning_rate,train/entropy_loss,train/approx_kl,train/clip_fraction,train/value_loss,train/n_updates,train/clip_range,train/loss,train/explained_variance,train/policy_gradient_loss,eval/mean_reward,eval/mean_ep_length,eval/success_rate
-0.10323278,1.46,0,0,0.89,930,31,1136,648,930,0.0001,-1.212839047908783,0.05615997,0.3346666730940342,0.05665853785350919,1500,0.2,-0.1347302347421646,0.0009504556655883789,-0.09302660979346059,,,
-0.11430486000000001,1.51,0,0,0.88,960,32,1171,665,960,0.0001,-1.178597114086151,0.0320575,0.32066667079925537,0.05070394828915596,1550,0.2,-0.10257111489772797,-0.193060040473938,-0.07083500816378123,,,
-0.11423747000000001,1.53,0,0,0.88,990,33,1207,686,990,0.0001,-1.4136470890045165,0.051887784,0.3606666687875986,0.05169145063031465,1600,0.2,-0.13912685215473175,0.05081099271774292,-0.09994589958138142,,,
-0.12572201000000002,1.6,0,0,0.87,1020,34,1246,700,1020,0.0001,-1.2408286809921265,0.05107229,0.36600000530481336,0.03300485621206462,1650,0.2,-0.13021768629550934,0.4141644835472107,-0.09282016579434277,,,
-0.11490952000000001,1.56,0,0,0.88,1050,35,1283,720,1050,0.0001,-1.1999769711494446,0.04753377,0.3420000045746565,0.05875584571622312,1700,0.2,-0.09272481501102448,-0.3482952117919922,-0.0658787220030402,,,
-0.11655941,1.6,0,0,0.87,1080,36,1329,744,1080,0.0001,-0.9537510514259339,0.043380585,0.3600000066310167,0.02602344433311373,1750,0.2,-0.11761756241321564,0.3568132519721985,-0.08648660009975234,,,
-0.09412245000000002,1.48,0,0,0.91,1110,37,1367,767,1110,0.0001,-0.907271353006363,0.041439187,0.27866667464375494,0.024087401325814425,1800,0.2,-0.08833298832178116,-1.351259708404541,-0.06458756289569041,,,
-0.050442970000000004,1.27,0,0,0.95,1140,38,1403,797,1140,0.0001,-0.9306381785869599,0.02108031,0.22400000616908072,0.021485441122204064,1850,0.2,-0.08860541880130768,0.2504262924194336,-0.05780646502412857,,,
-0.07128681,1.33,0,0,0.92,1170,39,1435,814,1170,0.0001,-0.4849157023429871,0.03100743,0.2386666765064001,0.005228174003423192,1900,0.2,-0.07106207311153412,-11863.048828125,-0.05180270062635341,,,
-0.0733338,1.29,0,0,0.93,1200,40,1477,834,1200,0.0001,-0.6839510023593902,0.035186477,0.20266667298972607,0.11095916502177715,1950,0.2,-0.061002761125564575,0.03271496295928955,-0.04372282975733597,,,
-0.07348334,1.29,0,0,0.93,1230,41,1513,860,1230,0.0001,-0.6464692044258118,0.031043021,0.18466667391359806,0.06562256774865091,2000,0.2,-0.08874427527189255,0.127457857131958,-0.05896907085257892,,,
-0.10536438000000001,1.36,0,0,0.9,1260,42,1547,881,1260,0.0001,-0.7863453733921051,0.033513125,0.23200000785291194,0.016590107701485977,2050,0.2,-0.09265806525945663,0.557000994682312,-0.0652339634139402,,,
-0.08529101999999998,1.35,0,0,0.91,1290,43,1583,906,1290,0.0001,-0.7253329312801361,0.08998553,0.2093333400785923,0.04459664262831211,2100,0.2,-0.07898375391960144,0.18140637874603271,-0.05548767499780908,,,
-0.07153758,1.31,0,0,0.93,1320,44,1618,925,1320,0.0001,-0.6840272772312165,0.032642,0.1746666732430458,0.01647129492368549,2150,0.2,-0.10078218579292297,-70.55558776855469,-0.06349231278042616,,,
-0.09540407000000002,1.38,0,0,0.91,1350,45,1652,944,1350,0.0001,-0.6648312819004059,0.02978593,0.21600000537931918,0.05545559490099549,2200,0.2,-0.08617331832647324,-0.009129643440246582,-0.06292085474714018,,,
-0.10667948,1.4,0,0,0.9,1380,46,1690,968,1380,0.0001,-0.4943286061286926,0.017002357,0.17600000590085985,0.07900071921758353,2250,0.2,-0.053471170365810394,0.15185856819152832,-0.038961322453726695,,,
-0.08531391999999999,1.35,0,0,0.92,1410,47,1729,992,1410,0.0001,-0.40239454209804537,0.033370614,0.1266666693985462,0.029899740279652177,2300,0.2,-0.056338656693696976,0.32620513439178467,-0.04158096845486821,,,
-0.10541234000000001,1.37,0,0,0.91,1440,48,1766,1014,1440,0.0001,-0.43737914025783536,0.02173797,0.12066667124629021,0.011307075889781117,2350,0.2,-0.03896515816450119,-9.316598892211914,-0.030539007240828725,,,
-0.07446570999999999,1.29,0,0,0.94,1470,49,1811,1036,1470,0.0001,-0.3089528125524521,0.022890167,0.054666669517755506,0.06694020183291287,2400,0.2,-0.022600430995225906,-0.017830371856689453,-0.01311327083564052,,,
-0.063247,1.27,0,0,0.95,1500,50,1855,1061,1500,0.0001,-0.422846314907074,0.04224867,0.1213333373516798,0.027897889516316353,2450,0.2,-0.04453575238585472,0.487021267414093,-0.027350439364168155,,,
-0.0632274,1.27,0,0,0.95,1530,51,1886,1090,1530,0.0001,-0.8235988557338715,0.044670347,0.258000006005168,0.01931811231188476,2500,0.2,-0.09963472187519073,0.5056512951850891,-0.07632671715257068,,,
-0.03257805,1.22,0,0,0.96,1560,52,1922,1112,1560,0.0001,-0.82406254529953,0.08505009,0.3320000070333481,0.007712442621123045,2550,0.2,-0.0906769335269928,-2548.859619140625,-0.06135661166828747,,,
-0.019383300000000006,1.2,0,0,0.96,1590,53,1959,1136,1590,0.0001,-1.3437354969978332,0.034360345,0.28666667252779005,0.0033087993878871203,2600,0.2,-0.09376464784145355,-126.81935119628906,-0.061167734268121415,,,
-0.021496379999999995,1.23,0,0,0.95,1620,54,2002,1156,1620,0.0001,-1.0509857428073883,0.036909923,0.25533333875238895,0.00160592409549281,2650,0.2,-0.10074581950902939,-30.836835861206055,-0.067804739584215,,,
-0.03232903,1.3,0,0,0.94,1650,55,2038,1181,1650,0.0001,-0.7774825465679168,0.013834608,0.14400000415742398,0.03838668793439865,2700,0.2,-0.03885222226381302,0.05729556083679199,-0.024247055493600785,,,
-0.03301666,1.34,0,0,0.93,1680,56,2077,1201,1680,0.0001,-0.8704671394824982,0.020358797,0.1820000062137842,0.026507069659419357,2750,0.2,-0.04357212036848068,0.12319177389144897,-0.030278940800266982,,,
-0.04345208000000001,1.38,0,0,0.93,1710,57,2110,1221,1710,0.0001,-1.094622346162796,0.07754307,0.4166666781157255,0.010157998197246342,2800,0.2,-0.11503010988235474,-55.393714904785156,-0.08809751591924578,,,
-0.05442796,1.46,0,0,0.91,1740,58,2146,1240,1740,0.0001,-1.2148521089553832,0.096251965,0.4206666723638773,0.046823722906410695,2850,0.2,-0.10505393147468567,0.04952037334442139,-0.08131012508459393,,,
-0.051602450000000015,1.39,0,0,0.92,1770,59,2186,1267,1770,0.0001,-1.0511782121658326,0.037250124,0.274000007212162,0.03001349909231067,2900,0.2,-0.06943565607070923,0.2662200927734375,-0.054484021662889716,,,
-0.07138881999999999,1.4,0,0,0.91,1800,60,2223,1287,1800,0.0001,-1.2132327628135682,0.055081513,0.3873333491384983,0.04505242482759059,2950,0.2,-0.0998641774058342,0.0016791820526123047,-0.08419862007535993,,,
-0.08136987000000001,1.42,0,0,0.9,1830,61,2256,1306,1830,0.0001,-1.1153275537490845,0.03522628,0.3593333438783884,0.10462007194757461,3000,0.2,-0.11703766137361526,-0.1388489007949829,-0.08857083163193118,,,
-0.09235911999999999,1.48,0,0,0.88,1860,62,2289,1323,1860,0.0001,-1.0421472954750062,0.03551517,0.2973333375155926,0.04391225179191679,3050,0.2,-0.09807434678077698,-0.2757033109664917,-0.07562207481171936,,,
-0.08114395999999999,1.39,0,0,0.9,1890,63,2325,1351,1890,0.0001,-1.225286729335785,0.070896834,0.3520000071078539,0.04208419024944306,3100,0.2,-0.10954327136278152,0.03597456216812134,-0.08689790175730984,,,
-0.08171909000000001,1.4,0,0,0.9,1920,64,2381,1371,1920,0.0001,-1.1143048048019408,0.05877184,0.33800000965595245,0.008841813859762624,3150,0.2,-0.10773264616727829,-730.601806640625,-0.07462319556235648,,,
-0.08332664,1.45,0,0,0.9,1950,65,2417,1391,1950,0.0001,-0.8806466615200043,0.028954552,0.22866667211055755,0.07963597176596522,3200,0.2,-0.09092044085264206,0.07998359203338623,-0.05809710830744976,,,
