env/current_idx,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,rollout/success_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_range,train/approx_kl
2559,6000,6000,0.9,0,1.48,-0.1176351032173261,,,,,,,-0.675837054848671,190,0.1322517991065979,0.001,0.09053622260689735,0.17280374951660632,-0.02711157256853767,-0.00123576819896698,0.2,0.015109064
,,6000,,,,,8789,-0.18973062999999993,0,1.92,20,0.84,,,,,,,,,,
2711,6300,6300,0.98,0,1.28,-0.029526065718382597,,,,,,,-0.4347444221377373,200,0.16616487503051758,0.001,0.14882812537252904,0.1333743141964078,-0.018259134935215117,0.035992980003356934,0.2,0.005930068
,,6300,,,,,9215,-0.15245202,0,1.83,21,0.87,,,,,,,,,,
2863,6600,6600,0.94,0,1.34,-0.07255409214645624,,,,,,,-0.6758883655071258,210,0.2164502739906311,0.001,0.11660156324505806,0.13953396156430245,-0.02547661747667007,0.007778441533446312,0.2,0.015874803
,,6600,,,,,9661,-0.20627895999999996,0,1.95,22,0.85,,,,,,,,,,
2991,6900,6900,0.92,0,1.4,-0.09087760648224502,,,,,,,-0.6534914612770081,220,0.11356574296951294,0.001,0.11670809797942638,0.18157126978039742,-0.012457815594098065,0.03189614415168762,0.2,0.017656747
,,6900,,,,,10105,-0.22424160000000004,0,2.26,23,0.81,,,,,,,,,,
3146,7200,7200,0.96,0,1.4,-0.0523995993938297,,,,,,,-0.5686369806528091,230,0.08317834138870239,0.001,0.1049538366496563,0.18654739633202552,-0.026536920960643327,0.0286710187792778,0.2,0.02068397
,,7200,,,,,10576,-0.19619960000000003,0,1.98,24,0.85,,,,,,,,,,
3280,7500,7500,0.96,0,1.28,-0.05565273980610073,,,,,,,-0.45041505992412567,240,0.2001652717590332,0.001,0.09037642143666744,0.15972951017320156,-0.017280704693985172,0.016895366832613945,0.2,0.010138328
,,7500,,,,,11006,-0.28383283000000004,0,2.18,25,0.78,,,,,,,,,,
3440,7800,7800,0.94,0,1.36,-0.07447819531895221,,,,,,,-0.41255957037210467,250,0.15711992979049683,0.001,0.07675781324505807,0.1867626689374447,-0.014095457457005977,0.052655190229415894,0.2,0.026020154
,,7800,,,,,11459,-0.13017241000000002,0,1.75,26,0.91,,,,,,,,,,
3597,8100,8100,0.98,0,1.16,-0.028533883104100825,,,,,,,-0.3326970264315605,260,0.08373385667800903,0.001,0.07230113744735718,0.16568465642631053,-0.016823485249187798,0.02234097570180893,0.2,0.018794019
,,8100,,,,,11896,-0.21371995,0,1.94,27,0.82,,,,,,,,,,
3748,8400,8400,0.88,0,1.6,-0.14026447697076946,,,,,,,-0.2552731610834599,270,0.15773218870162964,0.001,0.04573863707482815,0.1873175334185362,-0.010187312174821272,0.04825226962566376,0.2,0.0052880878
