env/current_idx,env/n_steps,time/total_timesteps,eval/success_rate,env/completion_counter,eval/mean_ep_length,eval/mean_reward,time/time_elapsed,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/iterations,rollout/success_rate,train/entropy_loss,train/n_updates,train/explained_variance,train/learning_rate,train/clip_fraction,train/value_loss,train/policy_gradient_loss,train/loss,train/clip_range,train/approx_kl
,,8400,,,,,12355,-0.21134307999999996,0,1.92,28,0.84,,,,,,,,,,
3906,8700,8700,0.92,0,1.5,-0.07612053280696272,,,,,,,-0.3060029685497284,280,0.27100682258605957,0.001,0.06409801244735717,0.15935715548694135,-0.011411626456538215,0.038259051740169525,0.2,0.023785587
,,8700,,,,,12790,-0.24320586,0,1.94,29,0.82,,,,,,,,,,
4053,9000,9000,0.92,0,1.4,-0.09521639409009368,,,,,,,-0.28309758976101873,290,0.1475270390510559,0.001,0.03817471638321877,0.19585495293140412,-0.005318995490597445,0.06934253871440887,0.2,0.0075512524
,,9000,,,,,13247,-0.14073130000000003,0,1.9,30,0.87,,,,,,,,,,
4208,9300,9300,0.96,0,1.2,-0.05013930597342551,,,,,,,-0.4444222152233124,300,0.290024995803833,0.001,0.07363281324505806,0.13569261096417903,-0.017818835726939142,0.02228221483528614,0.2,0.024974188
,,9300,,,,,13681,-0.1918133,0,1.9,31,0.85,,,,,,,,,,
4345,9600,9600,0.96,0,1.18,-0.00852200916968286,,,,,,,-0.2726078055799007,310,0.17246699333190918,0.001,0.06803977340459824,0.16185407377779484,-0.015037606607074849,0.07185854762792587,0.2,0.013734662
,,9600,,,,,14130,-0.26759288999999997,0,2.23,32,0.78,,,,,,,,,,
4486,9900,9900,0.94,0,1.42,-0.07386554532218724,,,,,,,-0.2750719808042049,320,0.17225497961044312,0.001,0.04902343824505806,0.1880220428109169,-0.009143763515749016,0.06854824721813202,0.2,0.019817632
,,9900,,,,,14582,-0.24463440000000003,0,2.09,33,0.81,,,,,,,,,,
4635,10200,10200,0.92,0,1.5,-0.09358789530117065,,,,,,,-0.41420460641384127,330,0.2303968071937561,0.001,0.08442826792597771,0.18778991065919398,-0.01721673521678895,0.047264039516448975,0.2,0.023816377
,,10200,,,,,15068,-0.22893352999999997,0,2.05,34,0.81,,,,,,,,,,
4793,10500,10500,0.88,0,1.62,-0.12162659678142518,,,,,,,-0.4217468038201332,340,0.36364519596099854,0.001,0.06914062611758709,0.13756460063159465,-0.014811588954762556,0.013972215354442596,0.2,0.014832934
,,10500,,,,,15533,-0.17994512999999998,0,1.91,35,0.85,,,,,,,,,,
4937,10800,10800,0.96,0,1.34,-0.03227252243086696,,,,,,,-0.38987996578216555,350,0.1395435333251953,0.001,0.05964133627712727,0.16365292109549046,-0.018947017792379485,0.019373081624507904,0.2,0.01855683
,,10800,,,,,15975,-0.19982757000000004,0,2.14,36,0.82,,,,,,,,,,
5083,11100,11100,0.98,0,1.28,-0.030602577487006784,,,,,,,-0.39104451388120653,360,0.25980663299560547,0.001,0.08734019994735717,0.12143704853951931,-0.016522353590698913,0.036726534366607666,0.2,0.010417627
,,11100,,,,,16428,-0.15401936,0,1.96,37,0.84,,,,,,,,,,
5236,11400,11400,0.94,0,1.38,-0.05122837483882904,,,,,,,-0.20838042497634887,370,0.06152021884918213,0.001,0.10637429095804692,0.16491053104400635,-0.011051056603901089,0.04233885556459427,0.2,0.032447383
,,11400,,,,,16908,-0.23111106999999997,0,1.96,38,0.82,,,,,,,,,,
5402,11700,11700,0.94,0,1.34,-0.07674328892491758,,,,,,,-0.3694447726011276,380,0.17359238862991333,0.001,0.05830965973436832,0.18114475049078466,-0.014283639507630142,0.029671499505639076,0.2,0.011915252
,,11700,,,,,17370,-0.14456433999999999,0,1.82,39,0.87,,,,,,,,,,
5567,12000,12000,0.94,0,1.4,-0.052432644800283014,,,,,,,-0.3755504429340363,390,0.2643747925758362,0.001,0.06633522808551788,0.14087091460824014,-0.010917983460240066,0.04822467640042305,0.2,0.0081597045
,,12000,,,,,17825,-0.21546705000000002,0,1.89,40,0.84,,,,,,,,,,
5728,12300,12300,0.98,0,1.18,-0.008912448938935995,,,,,,,-0.34662009924650194,400,0.2171728014945984,0.001,0.05738636441528797,0.16067860648036003,-0.013605535784154198,0.02622821182012558,0.2,0.015836481
,,12300,,,,,18262,-0.16491470000000008,0,1.79,41,0.89,,,,,,,,,,
5900,12600,12600,0.88,0,1.56,-0.13852382358629256,,,,,,,-0.26027496829628943,410,0.1312553882598877,0.001,0.03524502888321877,0.16709037870168686,-0.011084382902481593,0.06417019665241241,0.2,0.020057721
,,12600,,,,,18715,-0.15218276,0,1.77,42,0.87,,,,,,,,,,
6059,12900,12900,0.92,0,1.36,-0.07992154404520989,,,,,,,-0.2791701778769493,420,0.2913053631782532,0.001,0.05072798393666744,0.12302998043596744,-0.011930517310975119,0.026289690285921097,0.2,0.01238795
,,12900,,,,,19154,-0.20353985000000002,0,1.8,43,0.86,,,,,,,,,,
6221,13200,13200,0.96,0,1.42,-0.053948376448825004,,,,,,,-0.26824078857898714,430,0.09690684080123901,0.001,0.04284446090459824,0.19266560971736907,-0.00805746866390109,0.08706675469875336,0.2,0.012051357
,,13200,,,,,19616,-0.18450265000000002,0,1.89,44,0.85,,,,,,,,,,
6375,13500,13500,0.94,0,1.42,-0.054738163230940697,,,,,,,-0.26613411083817484,440,0.057142019271850586,0.001,0.05197088159620762,0.18494347706437111,-0.010167736900621093,0.06005149334669113,0.2,0.007192911
,,13500,,,,,20065,-0.21145764999999997,0,1.97,45,0.82,,,,,,,,,,
6526,13800,13800,0.9,0,1.6,-0.11801406510174274,,,,,,,-0.27148863300681114,450,0.2448972463607788,0.001,0.060635654255747795,0.15732543207705021,-0.013941307456116192,0.024740442633628845,0.2,0.011693621
,,13800,,,,,20515,-0.15945426,0,1.9,46,0.86,,,,,,,,,,
6676,14100,14100,0.94,0,1.44,-0.07429258214309811,,,,,,,-0.23170224353671073,460,0.2775595784187317,0.001,0.02460937537252903,0.17302216440439225,-0.006464295101977768,0.05291964113712311,0.2,0.0055372855
,,14100,,,,,20947,-0.28450817,0,2.22,47,0.75,,,,,,,,,,
6825,14400,14400,0.88,0,1.64,-0.09831054502166808,,,,,,,-0.28593228235840795,470,0.09256488084793091,0.001,0.0359197448939085,0.18600904904305934,-0.006624904600903392,0.05702749639749527,0.2,0.0073369695
,,14400,,,,,21399,-0.16189309000000002,0,1.87,48,0.86,,,,,,,,,,
6988,14700,14700,0.98,0,1.14,-0.027934700176119806,,,,,,,-0.2563374824821949,480,0.14425867795944214,0.001,0.06084872260689735,0.16739123202860356,-0.011123823176603764,0.049745313823223114,0.2,0.015057694
,,14700,,,,,21836,-0.15514247999999997,0,1.76,49,0.88,,,,,,,,,,
7141,15000,15000,0.98,0,1.12,-0.029037617966532706,,,,,,,-0.3924756184220314,490,0.16845911741256714,0.001,0.07082741558551789,0.1619847897440195,-0.021076266246382147,0.03602748364210129,0.2,0.013388528
,,15000,,,,,22281,-0.17041926,0,1.86,50,0.84,,,,,,,,,,
7270,15300,15300,0.96,0,1.38,-0.03176302659790963,,,,,,,-0.32010895013809204,500,0.23912250995635986,0.001,0.056107955425977706,0.16367282904684544,-0.016481133105116896,0.06622080504894257,0.2,0.015841225
,,15300,,,,,22739,-0.3039151,0,2.39,51,0.73,,,,,,,,,,
7416,15600,15600,0.98,0,1.16,-0.00865879968740046,,,,,,,-0.39569503664970396,510,0.03909754753112793,0.001,0.051793324574828145,0.18698849231004716,-0.014398111018817873,0.034244414418935776,0.2,0.018031519
,,15600,,,,,23172,-0.24570713999999996,0,2.03,52,0.8,,,,,,,,,,
7563,15900,15900,0.92,0,1.46,-0.09345425754785537,,,,,,,-0.35705399662256243,520,0.24570226669311523,0.001,0.06686789877712726,0.149241266772151,-0.016972174809779972,0.021450944244861603,0.2,0.04064923
,,15900,,,,,23632,-0.20288421999999998,0,2.15,53,0.82,,,,,,,,,,
7708,16200,16200,0.98,0,1.12,-0.0278980091586709,,,,,,,-0.24181790128350258,530,0.07015419006347656,0.001,0.05722656324505806,0.17408937886357306,-0.012231702328426764,0.029967470094561577,0.2,0.013759691
,,16200,,,,,24072,-0.23015412000000002,0,2.0,54,0.81,,,,,,,,,,
7874,16500,16500,0.9,0,1.52,-0.11369800468441099,,,,,,,-0.3518910489976406,540,0.2377600073814392,0.001,0.06876775622367859,0.18952417448163034,-0.012233118708536495,0.03828684240579605,0.2,0.023089625
,,16500,,,,,24510,-0.13989903,0,1.69,55,0.89,,,,,,,,,,
8010,16800,16800,0.92,0,1.34,-0.052214224711060526,,,,,,,-0.26721836999058723,550,0.25931358337402344,0.001,0.055166904255747794,0.16733369417488575,-0.01008335207880009,0.04498489946126938,0.2,0.015933713
,,16800,,,,,24935,-0.2679588,0,2.33,56,0.77,,,,,,,,,,
8155,17100,17100,0.98,0,1.16,-0.00878678796812892,,,,,,,-0.38279963210225104,560,-0.07021927833557129,0.001,0.07304687574505805,0.21470994949340821,-0.02016088239615783,0.07272171974182129,0.2,0.025247676
,,17100,,,,,25356,-0.23823549000000002,0,2.06,57,0.79,,,,,,,,,,
8312,17400,17400,0.96,0,1.36,-0.05457261683419347,,,,,,,-0.4006058797240257,570,0.3057261109352112,0.001,0.10392400696873665,0.1695637211203575,-0.021952265832806007,0.023633837699890137,0.2,0.018341187
,,17400,,,,,25782,-0.15255159000000001,0,1.74,58,0.89,,,,,,,,,,
8465,17700,17700,0.92,0,1.4,-0.0921820870321244,,,,,,,-0.21236536242067813,580,0.17566412687301636,0.001,0.041850142553448676,0.19112970121204853,-0.006898204446770251,0.06666368246078491,0.2,0.014097629
,,17700,,,,,26206,-0.21928720999999998,0,2.06,59,0.81,,,,,,,,,,
8602,18000,18000,0.98,0,1.26,-0.030717898444272577,,,,,,,-0.30264522060751914,590,0.2131199836730957,0.001,0.08497869409620762,0.16802353262901307,-0.015121289028320462,0.08400602638721466,0.2,0.024705738
,,18000,,,,,26617,-0.29893463000000003,0,2.13,60,0.77,,,,,,,,,,
8748,18300,18300,0.94,0,1.34,-0.07083218320738524,,,,,,,-0.20410407967865468,600,0.3085273504257202,0.001,0.0318181823939085,0.18175344467163085,-0.007941430515711546,0.05592703819274902,0.2,0.011468787
,,18300,,,,,27030,-0.17655063999999995,0,2.06,61,0.84,,,,,,,,,,
8886,18600,18600,0.94,0,1.32,-0.0719505099998787,,,,,,,-0.2563996441662312,610,-0.02800464630126953,0.001,0.04811789803206921,0.19518953338265418,-0.010766393631638494,0.05169353634119034,0.2,0.02922026
,,18600,,,,,27472,-0.21802118999999998,0,1.95,62,0.82,,,,,,,,,,
9042,18900,18900,0.9,0,1.72,-0.12401725428178906,,,,,,,-0.1898683249950409,620,0.20901179313659668,0.001,0.022567471861839293,0.16440706625580787,-0.00887209967313538,0.0666312500834465,0.2,0.00434349
,,18900,,,,,27945,-0.28697959,0,2.17,63,0.78,,,,,,,,,,
9200,19200,19200,0.92,0,1.5,-0.0729713083896786,,,,,,,-0.19847096018493177,630,0.19241440296173096,0.001,0.055308949574828147,0.18260013684630394,-0.011007087025791406,0.04482273757457733,0.2,0.011446535
,,19200,,,,,28398,-0.20971986999999992,0,1.9,64,0.83,,,,,,,,,,
9363,19500,19500,0.9,0,1.6,-0.07482154774013906,,,,,,,-0.19336460940539837,640,0.25710976123809814,0.001,0.039009233564138414,0.15639632642269136,-0.003329047220177017,0.05432248115539551,0.2,0.008208555
,,19500,,,,,28853,-0.18289321,0,1.91,65,0.84,,,,,,,,,,
9527,19800,19800,0.94,0,1.3,-0.0719348474079743,,,,,,,-0.23028077632188798,650,0.05079680681228638,0.001,0.033416193723678586,0.18083311654627324,-0.00492636181297712,0.061476271599531174,0.2,0.005226718
,,19800,,,,,29302,-0.15013552,0,1.82,66,0.89,,,,,,,,,,
9683,20100,20100,0.94,0,1.4,-0.08069050680380314,,,,,,,-0.361190190166235,660,0.13550668954849243,0.001,0.08352272771298885,0.15615254417061805,-0.022876585245830937,0.027531910687685013,0.2,0.03132522
,,20100,,,,,29728,-0.21813003999999997,0,2.01,67,0.82,,,,,,,,,,
9844,20400,20400,0.96,0,1.46,-0.05557261249981821,,,,,,,-0.24584587141871453,670,0.31281566619873047,0.001,0.048774858564138414,0.13777147382497787,-0.009403591762747965,0.03962009772658348,0.2,0.005528179
,,20400,,,,,30160,-0.16941521,0,1.77,68,0.88,,,,,,,,,,
9996,20700,20700,0.9,0,1.5,-0.11397548988927156,,,,,,,-0.23681338541209698,680,0.19098806381225586,0.001,0.044371449202299115,0.16353738568723203,-0.012162504057050683,0.03938467428088188,0.2,0.042204194
,,20700,,,,,30589,-0.20504677000000004,0,1.92,69,0.84,,,,,,,,,,
10150,21000,21000,0.96,0,1.32,-0.05106241778470576,,,,,,,-0.2608349032700062,690,0.20343691110610962,0.001,0.05884233042597771,0.16690025478601456,-0.012422799541673158,0.044566117227077484,0.2,0.013071765
,,21000,,,,,31023,-0.18638904000000003,0,1.99,70,0.84,,,,,,,,,,
10305,21300,21300,0.96,0,1.28,-0.05125828083604574,,,,,,,-0.2883440710604191,700,0.44572365283966064,0.001,0.08849431946873665,0.12431946247816086,-0.022207933105528356,0.007379019632935524,0.2,0.050068438
,,21300,,,,,31445,-0.18761725,0,1.9,71,0.86,,,,,,,,,,
10467,21600,21600,0.96,0,1.2,-0.030536667462438345,,,,,,,-0.18358629308640956,710,0.09826993942260742,0.001,0.05751065425574779,0.16197191402316094,-0.011458230529387946,0.028242481872439384,0.2,0.01238244
,,21600,,,,,31883,-0.14882761,0,1.82,72,0.86,,,,,,,,,,
10604,21900,21900,0.92,0,1.38,-0.1001968860346824,,,,,,,-0.17828403376042842,720,0.1896948218345642,0.001,0.027024148032069206,0.13453192673623562,-0.0070285631547449155,0.018366476520895958,0.2,0.0064216843
,,21900,,,,,32314,-0.26770026,0,2.26,73,0.76,,,,,,,,,,
10751,22200,22200,1.0,0,1.1,-0.007808149303309619,,,,,,,-0.18217816427350045,730,0.09485721588134766,0.001,0.037020597234368326,0.1895262435078621,-0.009672530984971672,0.052877649664878845,0.2,0.03548809
,,22200,,,,,32748,-0.25451272,0,2.02,74,0.79,,,,,,,,,,
10904,22500,22500,0.96,0,1.3,-0.05393667760770768,,,,,,,-0.1960283525288105,740,0.20940756797790527,0.001,0.0568181823939085,0.17406228743493557,-0.011370628274744377,0.07232619822025299,0.2,0.008633033
,,22500,,,,,33188,-0.26430689,0,2.2,75,0.77,,,,,,,,,,
11045,22800,22800,0.96,0,1.26,-0.03133794789668173,,,,,,,-0.125318194180727,750,0.16854506731033325,0.001,0.016974432021379472,0.1767909374088049,-0.006998593346543203,0.03755361586809158,0.2,0.012019372
,,22800,,,,,33643,-0.27049443,0,2.2,76,0.78,,,,,,,,,,
11187,23100,23100,0.96,0,1.48,-0.03290521372109652,,,,,,,-0.15501958541572095,760,0.2654803991317749,0.001,0.016122159361839295,0.16615710221230984,-0.0037940847796562593,0.07937594503164291,0.2,0.002542859
,,23100,,,,,34082,-0.2811808,0,2.26,77,0.75,,,,,,,,,,
