eval/mean_reward,env/n_steps,env/completion_counter,eval/success_rate,eval/mean_ep_length,time/total_timesteps,env/current_idx,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,rollout/success_rate,time/time_elapsed,time/fps,train/policy_gradient_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/n_updates,train/entropy_loss,train/loss,train/clip_range
-0.09153387068770825,8070,0,0.92,1.24,8070,5020,,,,,,,-4.847844570221582e-08,0.41718220710754395,0.13408541679382324,0.0,0.0,0.001,1340,-0.01090290155261755,0.0578748993575573,0.2
,,,,,8070,,1.51,-0.20892109,269,0.79,30640,0,,,,,,,,,,
-0.00827807532157749,8100,0,0.98,1.14,8100,5039,,,,,,,1.3709068280576275e-08,0.21428775787353516,0.19532461166381837,0.0,0.0,0.001,1345,-0.010793069005012512,0.09150975942611694,0.2
,,,,,8100,,1.5,-0.20645926000000003,270,0.79,30741,0,,,,,,,,,,
-0.04866068761330098,8130,0,0.96,1.18,8130,5057,,,,,,,2.3444494168245456e-08,0.2501125931739807,0.15690647065639496,0.0,0.0,0.001,1350,-0.010731232725083828,0.0738409087061882,0.2
,,,,,8130,,1.57,-0.21609453,271,0.76,30843,0,,,,,,,,,,
-0.11177627942059189,8160,0,0.88,1.26,8160,5077,,,,,,,1.7484029601888552e-08,-0.03526794910430908,0.20838374197483062,0.0,0.0,0.001,1355,-0.010712547414004802,0.09818723052740097,0.2
,,,,,8160,,1.55,-0.19565815,272,0.77,30960,0,,,,,,,,,,
-0.08761833895929158,8190,0,0.92,1.18,8190,5097,,,,,,,3.4968059203777103e-08,0.24121057987213135,0.13030086755752562,0.0,0.0,0.001,1360,-0.010691748186945915,0.061972811818122864,0.2
,,,,,8190,,1.54,-0.19182443,273,0.78,31070,0,,,,,,,,,,
-0.06840313395950944,8220,0,0.94,1.16,8220,5115,,,,,,,3.29812364086024e-08,0.3273293375968933,0.1739460974931717,0.0,0.0,0.001,1365,-0.010672199539840221,0.07598232477903366,0.2
,,,,,8220,,1.55,-0.18002358000000004,274,0.78,31199,0,,,,,,,,,,
-0.027255827016197144,8250,0,0.98,1.08,8250,5139,,,,,,,-6.52670877343553e-08,0.06309998035430908,0.20850234031677245,0.0,0.0,0.001,1370,-0.01066983975470066,0.1041073352098465,0.2
,,,,,8250,,1.51,-0.14613758,275,0.8,31303,0,,,,,,,,,,
-0.08932137882802635,8280,0,0.9,1.26,8280,5156,,,,,,,-5.463759151780323e-08,-2.024564027786255,0.15066787749528884,0.0,0.0,0.001,1375,-0.010666914470493793,0.04193758964538574,0.2
,,,,,8280,,1.51,-0.16961099999999998,276,0.8,31412,0,,,,,,,,,,
-0.09007622768171132,8310,0,0.92,1.2,8310,5178,,,,,,,-0.0033635115623473766,0.20865488052368164,0.3856150209903717,0.006666667014360428,0.00097520155,0.001,1380,-0.07154525965452194,0.19109588861465454,0.2
,,,,,8310,,1.48,-0.14800801999999996,277,0.81,31520,0,,,,,,,,,,
-0.0913495684741065,8340,0,0.88,1.36,8340,5201,,,,,,,1.1920931797249069e-09,-0.33139193058013916,0.10240639001131058,0.0,0.0,0.001,1385,-0.010614201240241528,0.047329142689704895,0.2
,,,,,8340,,1.42,-0.11960312000000001,278,0.84,31634,0,,,,,,,,,,
-0.049465791522525254,8370,0,0.94,1.18,8370,5219,,,,,,,5.165736070011917e-08,0.37273067235946655,0.09308701306581497,0.0,0.0,0.001,1390,-0.010616515949368476,0.043767333030700684,0.2
,,,,,8370,,1.42,-0.14012531,279,0.83,31743,0,,,,,,,,,,
-0.11371782961767167,8400,0,0.88,1.26,8400,5241,,,,,,,-3.655751594777712e-08,-0.027324914932250977,0.2128775268793106,0.0,0.0,0.001,1395,-0.010578391142189503,0.09881507605314255,0.2
,,,,,8400,,1.45,-0.14422726,280,0.82,31857,0,,,,,,,,,,
-0.1543308741785586,8430,0,0.84,1.4,8430,5261,,,,,,,3.89417015966842e-08,-0.009282469749450684,0.1809708446264267,0.0,0.0,0.001,1400,-0.010603138618171215,0.09026281535625458,0.2
,,,,,8430,,1.4,-0.1406598,281,0.84,31980,0,,,,,,,,,,
-0.09059431549161673,8460,0,0.9,1.3,8460,5279,,,,,,,1.9868215517249156e-09,0.2297271490097046,0.18207819163799285,0.0,0.0,0.001,1405,-0.010572903789579868,0.08499884605407715,0.2
,,,,,8460,,1.49,-0.16492321000000001,282,0.8,32095,0,,,,,,,,,,
-0.089409328722395,8490,0,0.9,1.26,8490,5295,,,,,,,-6.536642764842781e-08,0.18935680389404297,0.1565908223390579,0.0,0.0,0.001,1410,-0.010584805719554424,0.07387907803058624,0.2
,,,,,8490,,1.56,-0.21199709999999997,283,0.76,32223,0,,,,,,,,,,
-0.07095036180224269,8520,0,0.9,1.26,8520,5312,,,,,,,-6.278355932920476e-08,0.3004521131515503,0.20523615181446075,0.0,0.0,0.001,1415,-0.010571277886629104,0.09059228003025055,0.2
,,,,,8520,,1.67,-0.24545716999999997,284,0.71,32340,0,,,,,,,,,,
-0.1101433183439076,8550,0,0.86,1.32,8550,5329,,,,,,,-3.5762789174498267e-09,-0.02853679656982422,0.2467738687992096,0.0,0.0,0.001,1420,-0.010570359043776989,0.11831735819578171,0.2
,,,,,8550,,1.63,-0.2437677,285,0.73,32457,0,,,,,,,,,,
-0.08943549798801541,8580,0,0.9,1.24,8580,5347,,,,,,,2.781550101360608e-09,0.3341238498687744,0.15753800868988038,0.0,0.0,0.001,1425,-0.010564464330673217,0.07596886157989502,0.2
,,,,,8580,,1.72,-0.28688088,286,0.68,32566,0,,,,,,,,,,
-0.04929702636785805,8610,0,0.92,1.22,8610,5364,,,,,,,-5.9604645663569045e-09,-0.09076368808746338,0.25149824321269987,0.0,0.0,0.001,1430,-0.010577372647821904,0.11605994403362274,0.2
,,,,,8610,,1.72,-0.28844335,287,0.68,32677,0,,,,,,,,,,
-0.07018780881538987,8640,0,0.92,1.22,8640,5388,,,,,,,-1.3907750817665487e-08,0.4185383915901184,0.1543314903974533,0.0,0.0,0.001,1435,-0.01061809528619051,0.07575956732034683,0.2
,,,,,8640,,1.64,-0.26421402,288,0.71,32795,0,,,,,,,,,,
-0.12951936366036534,8670,0,0.88,1.28,8670,5407,,,,,,,-6.357829640535328e-09,0.31009840965270996,0.13637518137693405,0.0,0.0,0.001,1440,-0.010558928735554219,0.055054664611816406,0.2
,,,,,8670,,1.59,-0.24587021999999997,289,0.73,32913,0,,,,,,,,,,
-0.05057776357512921,8700,0,0.9,1.26,8700,5426,,,,,,,2.7219454867832837e-08,0.4313408136367798,0.1565192312002182,0.0,0.0,0.001,1445,-0.010563604161143303,0.07571803778409958,0.2
,,,,,8700,,1.57,-0.26237951000000004,290,0.74,33031,0,,,,,,,,,,
-0.04743270451202988,8730,0,0.94,1.12,8730,5447,,,,,,,8.742014578899671e-09,0.38130682706832886,0.18064162135124207,0.0,0.0,0.001,1450,-0.010568021051585674,0.07437606900930405,0.2
,,,,,8730,,1.5,-0.24194165,291,0.77,33137,0,,,,,,,,,,
-0.09092882128432393,8760,0,0.9,1.24,8760,5464,,,,,,,1.2715657327078134e-08,0.2914600372314453,0.2052334100008011,0.0,0.0,0.001,1455,-0.010552356764674187,0.10296599566936493,0.2
,,,,,8760,,1.5,-0.24386534,292,0.78,33246,0,,,,,,,,,,
-0.04870623464696109,8790,0,0.94,1.18,8790,5485,,,,,,,-1.788139396552424e-08,0.09783470630645752,0.24729554057121278,0.0,0.0,0.001,1460,-0.01058757770806551,0.11607422679662704,0.2
,,,,,8790,,1.53,-0.25472228,293,0.77,33373,0,,,,,,,,,,
-0.08984306081663818,8820,0,0.9,1.24,8820,5504,,,,,,,-2.4636587170334678e-08,0.46045637130737305,0.10913608223199844,0.0,0.0,0.001,1465,-0.010668628104031085,0.05208258703351021,0.2
,,,,,8820,,1.57,-0.26521374,294,0.75,33486,0,,,,,,,,,,
-0.11306887810118496,8850,0,0.86,1.32,8850,5524,,,,,,,1.4007091664325343e-08,0.22293084859848022,0.17767844796180726,0.0,0.0,0.001,1470,-0.010565864108502864,0.08308976143598557,0.2
,,,,,8850,,1.51,-0.21789178,295,0.79,33606,0,,,,,,,,,,
-0.028229672145098448,8880,0,0.96,1.12,8880,5543,,,,,,,1.8874804563751012e-08,0.24594062566757202,0.15995737612247468,0.0,0.0,0.001,1475,-0.010584229230880737,0.0754404067993164,0.2
,,,,,8880,,1.55,-0.22046321999999996,296,0.79,33707,0,,,,,,,,,,
-0.13573395194020121,8910,0,0.88,1.32,8910,5560,,,,,,,2.324581194201869e-08,-0.017718911170959473,0.22454796135425567,0.0,0.0,0.001,1480,-0.01054792907088995,0.10690982639789581,0.2
,,,,,8910,,1.54,-0.21620722999999997,297,0.78,33821,0,,,,,,,,,,
-0.07104315334931016,8940,0,0.9,1.26,8940,5578,,,,,,,1.8278758062706402e-08,0.262332022190094,0.20700675249099731,0.0,0.0,0.001,1485,-0.0105507530272007,0.09434691071510315,0.2
,,,,,8940,,1.6,-0.24929087999999996,298,0.76,33930,0,,,,,,,,,,
-0.1296528688631952,8970,0,0.88,1.28,8970,5594,,,,,,,5.960464921628273e-09,0.07075339555740356,0.2236712694168091,0.0,0.0,0.001,1490,-0.010545895621180534,0.1015833392739296,0.2
,,,,,8970,,1.63,-0.2670590299999999,299,0.74,34043,0,,,,,,,,,,
-0.1363793958351016,9000,0,0.88,1.24,9000,5615,,,,,,,-7.947286384535346e-10,0.22814208269119263,0.1908158540725708,0.0,0.0,0.001,1495,-0.010562442056834698,0.09494855254888535,0.2
,,,,,9000,,1.61,-0.25572885,300,0.75,34165,0,,,,,,,,,,
-0.07082767431624233,9030,0,0.94,1.2,9030,5633,,,,,,,4.609425880985896e-08,0.288385808467865,0.23626041710376738,0.0,0.0,0.001,1500,-0.010551457852125167,0.0971994400024414,0.2
,,,,,9030,,1.65,-0.26728128,301,0.72,34278,0,,,,,,,,,,
-0.04880652939900756,9060,0,0.96,1.12,9060,5656,,,,,,,4.37100751149444e-09,0.26281261444091797,0.20231905877590178,0.0,0.0,0.001,1505,-0.010568511858582496,0.10034872591495514,0.2
,,,,,9060,,1.56,-0.22343451000000003,302,0.77,34378,0,,,,,,,,,,
-0.04947180532384664,9090,0,0.94,1.18,9090,5675,,,,,,,1.3907750684438724e-08,0.1602904200553894,0.1272941440343857,0.0,0.0,0.001,1510,-0.010549290105700493,0.0625838190317154,0.2
,,,,,9090,,1.54,-0.21132887,303,0.77,34496,0,,,,,,,,,,
-0.08896618651226162,9120,0,0.88,1.24,9120,5695,,,,,,,2.940495784642394e-08,0.4023663401603699,0.20629775226116182,0.0,0.0,0.001,1515,-0.010564499907195568,0.09269892424345016,0.2
,,,,,9120,,1.49,-0.187864,304,0.8,34612,0,,,,,,,,,,
-0.07178293824661523,9150,0,0.9,1.26,9150,5715,,,,,,,-9.53674295089968e-09,0.24987953901290894,0.19890574514865875,0.0,0.0,0.001,1520,-0.01055363155901432,0.09037262946367264,0.2
,,,,,9150,,1.51,-0.20339392000000003,305,0.79,34726,0,,,,,,,,,,
-0.08936036459170282,9180,0,0.88,1.26,9180,5732,,,,,,,2.1855037246609753e-08,0.2541061043739319,0.22847267389297485,0.0,0.0,0.001,1525,-0.010564615204930305,0.11539246886968613,0.2
,,,,,9180,,1.5,-0.19662153,306,0.79,34845,0,,,,,,,,,,
-0.027621712004765868,9210,0,0.98,1.12,9210,5750,,,,,,,-9.288390856454498e-09,0.1613023281097412,0.20767195224761964,0.0,0.0,0.001,1530,-0.010603229328989983,0.09666868299245834,0.2
,,,,,9210,,1.58,-0.24121907999999997,307,0.74,34948,0,,,,,,,,,,
-0.1113715948862955,9240,0,0.84,1.34,9240,5764,,,,,,,1.629193655539041e-08,0.04500854015350342,0.2353583812713623,0.0,0.0,0.001,1535,-0.010561015456914902,0.1146886795759201,0.2
,,,,,9240,,1.7,-0.30379153999999997,308,0.68,35058,0,,,,,,,,,,
-0.06975937021430582,9270,0,0.92,1.2,9270,5783,,,,,,,-2.5828684080408946e-09,-0.007423043251037598,0.3150878608226776,0.0,0.0,0.001,1540,-0.010547279007732868,0.1378663331270218,0.2
,,,,,9270,,1.64,-0.28536711,309,0.7,35167,0,,,,,,,,,,
-0.1117363443877548,9300,0,0.9,1.24,9300,5797,,,,,,,-1.3907750595620882e-08,0.32884126901626587,0.2098174124956131,0.0,0.0,0.001,1545,-0.010551091097295285,0.10780076682567596,0.2
,,,,,9300,,1.76,-0.32948798999999995,310,0.64,35280,0,,,,,,,,,,
-0.10907686819788069,9330,0,0.9,1.24,9330,5819,,,,,,,1.708666506061718e-08,0.11442124843597412,0.22111691236495973,0.0,0.0,0.001,1550,-0.01054863166064024,0.10636305809020996,0.2
,,,,,9330,,1.74,-0.31518624999999995,311,0.65,35396,0,,,,,,,,,,
-0.07007559913676233,9360,0,0.92,1.22,9360,5838,,,,,,,-1.4305114603985202e-08,0.21382397413253784,0.17573067545890808,0.0,0.0,0.001,1555,-0.01057181116193533,0.07701670378446579,0.2
,,,,,9360,,1.7,-0.28695414,312,0.68,35503,0,,,,,,,,,,
-0.1543241368792951,9390,0,0.86,1.36,9390,5860,,,,,,,-0.000923508798393069,0.1277579665184021,0.15832502543926238,0.0,1.899004e-05,0.001,1560,-0.013741357065737248,0.07651156932115555,0.2
,,,,,9390,,1.6,-0.2232279199999999,313,0.74,35622,0,,,,,,,,,,
-0.13314924389589577,9420,0,0.84,1.4,9420,5878,,,,,,,-7.470448935009699e-08,0.0901116132736206,0.177693510055542,0.0,0.0,0.001,1565,-0.010401912964880466,0.08629650622606277,0.2
,,,,,9420,,1.6,-0.23533888,314,0.75,35738,0,,,,,,,,,,
-0.06869720619171858,9450,0,0.94,1.2,9450,5897,,,,,,,-8.74201457889967e-08,0.30780845880508423,0.2777886688709259,0.0,0.0,0.001,1570,-0.01033786591142416,0.12095535546541214,0.2
,,,,,9450,,1.52,-0.19373347000000002,315,0.8,35844,0,,,,,,,,,,
-0.0676917849201709,9480,0,0.92,1.18,9480,5919,,,,,,,6.357828841174751e-09,0.2861073613166809,0.1749500572681427,0.0,0.0,0.001,1575,-0.010300205275416374,0.08734044432640076,0.2
,,,,,9480,,1.5,-0.19187212999999997,316,0.81,35966,0,,,,,,,,,,
-0.07032152124214917,9510,0,0.92,1.2,9510,5939,,,,,,,-8.742014845353196e-09,0.49783986806869507,0.09836163967847825,0.0,0.0,0.001,1580,-0.010300934873521328,0.04373713582754135,0.2
,,,,,9510,,1.49,-0.20075012000000003,317,0.82,36078,0,,,,,,,,,,
-0.08896331608761102,9540,0,0.92,1.16,9540,5959,,,,,,,7.74860366981045e-09,0.33954787254333496,0.14640743732452394,0.0,0.0,0.001,1585,-0.010263404436409473,0.06796284019947052,0.2
,,,,,9540,,1.51,-0.2121574,318,0.82,36177,0,,,,,,,,,,
-0.027792774499394,9570,0,0.96,1.08,9570,5980,,,,,,,-1.1523565390803014e-08,0.17528307437896729,0.18948994874954223,0.0,0.0,0.001,1590,-0.010254454985260963,0.08784548193216324,0.2
,,,,,9570,,1.47,-0.17124124999999996,319,0.85,36284,0,,,,,,,,,,
-0.03053005305118859,9600,0,0.96,1.14,9600,6002,,,,,,,-4.4902165896587575e-08,0.16271299123764038,0.12224871814250945,0.0,0.0,0.001,1595,-0.010250178165733814,0.056202616542577744,0.2
,,,,,9600,,1.43,-0.15758548,320,0.86,36385,0,,,,,,,,,,
-0.09059579640626908,9630,0,0.9,1.26,9630,6022,,,,,,,7.907549601782193e-08,0.520263671875,0.12060183137655259,0.0,0.0,0.001,1600,-0.010263137705624103,0.0532478429377079,0.2
,,,,,9630,,1.47,-0.19315155999999997,321,0.83,36510,0,,,,,,,,,,
-0.08952735072933138,9660,0,0.9,1.26,9660,6039,,,,,,,-5.9769550336596925e-06,0.3710326552391052,0.17818183004856109,0.0,7.947286e-09,0.001,1605,-0.011742881312966347,0.08561649173498154,0.2
,,,,,9660,,1.48,-0.20339892000000004,322,0.82,36619,0,,,,,,,,,,
-0.02898869804572314,9690,0,0.96,1.2,9690,6058,,,,,,,-4.768371599794818e-08,0.2791345715522766,0.2166347861289978,0.0,0.0,0.001,1610,-0.010221126675605773,0.10200417041778564,0.2
,,,,,9690,,1.5,-0.20897499999999997,323,0.8,36727,0,,,,,,,,,,
-0.04940931928344071,9720,0,0.9,1.24,9720,6076,,,,,,,3.973642925814147e-09,0.19391566514968872,0.17784257531166076,0.0,0.0,0.001,1615,-0.010212929733097554,0.08574783802032471,0.2
,,,,,9720,,1.55,-0.22013641,324,0.77,36830,0,,,,,,,,,,
-0.08851063800510019,9750,0,0.92,1.22,9750,6096,,,,,,,2.145767261652054e-08,-0.08560669422149658,0.20755726099014282,0.0,0.0,0.001,1620,-0.010201885737478733,0.09815060347318649,0.2
,,,,,9750,,1.56,-0.22077794,325,0.78,36942,0,,,,,,,,,,
-0.10893581973854452,9780,0,0.9,1.22,9780,6115,,,,,,,1.192092113910803e-09,0.19029361009597778,0.18968090415000916,0.0,0.0,0.001,1625,-0.010192945785820483,0.08808980137109756,0.2
,,,,,9780,,1.61,-0.23147214,326,0.77,37054,0,,,,,,,,,,
-0.028235123702324928,9810,0,0.98,1.06,9810,6133,,,,,,,1.2715657549122739e-08,0.25557684898376465,0.19594059586524964,0.0,0.0,0.001,1630,-0.010187973640859127,0.09726539254188538,0.2
,,,,,9810,,1.61,-0.23313548,327,0.76,37149,0,,,,,,,,,,
-0.12933939066715539,9840,0,0.88,1.26,9840,6150,,,,,,,1.748402951307071e-08,0.33268463611602783,0.17096859812736512,0.0,0.0,0.001,1635,-0.010188575275242329,0.07869350165128708,0.2
,,,,,9840,,1.63,-0.24370816,328,0.74,37255,0,,,,,,,,,,
-0.08895699365530163,9870,0,0.9,1.26,9870,6172,,,,,,,-2.185503706897407e-08,0.1312428116798401,0.2107740819454193,0.0,0.0,0.001,1640,-0.010193627513945102,0.10182393342256546,0.2
,,,,,9870,,1.56,-0.22557937000000003,329,0.77,37370,0,,,,,,,,,,
-0.02721740904264152,9900,0,0.98,1.06,9900,6193,,,,,,,-1.1920930020892228e-09,0.3577343821525574,0.13645381927490235,0.0,0.0,0.001,1645,-0.010359361954033374,0.06318137049674988,0.2
,,,,,9900,,1.56,-0.21430321,330,0.76,37464,0,,,,,,,,,,
-0.1492318365862593,9930,0,0.86,1.3,9930,6215,,,,,,,-3.0994416544416484e-08,-0.14434456825256348,0.16083467304706572,0.0,0.0,0.001,1650,-0.010213098116219043,0.07630125433206558,0.2
,,,,,9930,,1.49,-0.19110015000000005,331,0.78,37581,0,,,,,,,,,,
-0.06920186318457126,9960,0,0.92,1.16,9960,6234,,,,,,,-1.5258789218819402e-06,0.096638023853302,0.23914480209350586,0.0,0.0,0.001,1655,-0.010995885543525218,0.11147034168243408,0.2
,,,,,9960,,1.46,-0.17912213999999999,332,0.8,37680,0,,,,,,,,,,
-0.03131089451722801,9990,0,0.9,1.26,9990,6255,,,,,,,-1.4583269507539854e-07,0.3744348883628845,0.14410066604614258,0.0,0.0,0.001,1660,-0.01042903307825327,0.07022962719202042,0.2
,,,,,9990,,1.45,-0.18918522,333,0.81,37783,0,,,,,,,,,,
-0.06865177451632917,10020,0,0.92,1.2,10020,6272,,,,,,,3.377596593523435e-08,0.1877504587173462,0.1964040070772171,0.0,0.0,0.001,1665,-0.010215123929083348,0.09517379850149155,0.2
,,,,,10020,,1.48,-0.19306693000000003,334,0.79,37892,0,,,,,,,,,,
-0.07015254151076078,10050,0,0.9,1.26,10050,6290,,,,,,,-3.178914482759865e-08,0.12748736143112183,0.19906712472438812,0.0,0.0,0.001,1670,-0.010186760313808918,0.09244693070650101,0.2
,,,,,10050,,1.53,-0.23866147000000001,335,0.76,38005,0,,,,,,,,,,
-0.09494189728517086,10080,0,0.92,1.3,10080,6309,,,,,,,-3.973643103449831e-08,0.3477863669395447,0.1752076715230942,0.0,0.0,0.001,1675,-0.010164314694702626,0.08683395385742188,0.2
,,,,,10080,,1.59,-0.25847133000000005,336,0.74,38126,0,,,,,,,,,,
-0.027868416872806848,10110,0,0.98,1.14,10110,6328,,,,,,,-4.569689462385895e-08,0.5211093425750732,0.11102600395679474,0.0,0.0,0.001,1680,-0.010163232125341893,0.047978725284338,0.2
,,,,,10110,,1.59,-0.25007537,337,0.74,38237,0,,,,,,,,,,
-0.1301474064029753,10140,0,0.88,1.26,10140,6348,,,,,,,-3.238519070691837e-08,0.169050931930542,0.21816691756248474,0.0,0.0,0.001,1685,-0.01018542107194662,0.10498498380184174,0.2
,,,,,10140,,1.61,-0.24616274999999999,338,0.73,38344,0,,,,,,,,,,
-0.04860766291152686,10170,0,0.96,1.2,10170,6366,,,,,,,-9.338061524033492e-09,0.3719686269760132,0.12155302762985229,0.0,0.0,0.001,1690,-0.010169856622815132,0.05450344458222389,0.2
,,,,,10170,,1.61,-0.24553982000000002,339,0.74,38452,0,,,,,,,,,,
-0.0900977573217824,10200,0,0.88,1.3,10200,6385,,,,,,,-0.00016216089405736157,0.1788734793663025,0.17721363306045532,0.0,1.9411245e-05,0.001,1695,-0.07446307539939881,0.0849737748503685,0.2
,,,,,10200,,1.59,-0.23157764,340,0.75,38568,0,,,,,,,,,,
-0.07228820523247123,10230,0,0.94,1.3,10230,6399,,,,,,,-4.847844454758388e-08,0.3784392476081848,0.19986936450004578,0.0,0.0,0.001,1700,-0.010104520246386528,0.08817356079816818,0.2
,,,,,10230,,1.68,-0.27685658999999996,341,0.71,38685,0,,,,,,,,,,
-0.08963812950067222,10260,0,0.92,1.24,10260,6415,,,,,,,-3.298123694150945e-08,0.22857624292373657,0.19241417646408082,0.0,0.0,0.001,1705,-0.010069852694869041,0.09514287859201431,0.2
,,,,,10260,,1.72,-0.2920799,342,0.69,38801,0,,,,,,,,,,
-0.007161632310599088,10290,0,1.0,1.06,10290,6432,,,,,,,4.0133794243502055e-08,0.23385083675384521,0.20758249163627623,0.0,0.0,0.001,1710,-0.010044264607131481,0.09970680624246597,0.2
,,,,,10290,,1.74,-0.31738763999999997,343,0.68,38898,0,,,,,,,,,,
-0.11115728982724249,10320,0,0.86,1.38,10320,6450,,,,,,,-2.0265579614431317e-08,0.17962121963500977,0.21318439245224,0.0,0.0,0.001,1715,-0.010033701360225678,0.1023816168308258,0.2
,,,,,10320,,1.77,-0.33187979999999995,344,0.66,39011,0,,,,,,,,,,
-0.08940202974248677,10350,0,0.9,1.22,10350,6469,,,,,,,-5.1259995004215854e-08,0.011585414409637451,0.25348333120346067,0.0,0.0,0.001,1720,-0.010025552660226821,0.12008155882358551,0.2
,,,,,10350,,1.7,-0.30619562,345,0.7,39119,0,,,,,,,,,,
-0.0479396649915725,10380,0,0.96,1.12,10380,6489,,,,,,,2.1060308341702693e-08,0.21621644496917725,0.16846893727779388,0.0,0.0,0.001,1725,-0.01002252046018839,0.0787733718752861,0.2
,,,,,10380,,1.7,-0.29185497,346,0.71,39232,0,,,,,,,,,,
-0.0680042168777436,10410,0,0.94,1.16,10410,6506,,,,,,,7.152557301992601e-09,0.10616683959960938,0.1956016629934311,0.0,0.0,0.001,1730,-0.0100195636972785,0.09655635058879852,0.2
,,,,,10410,,1.65,-0.26833714000000003,347,0.74,39365,0,,,,,,,,,,
-0.06803384984377772,10440,0,0.94,1.16,10440,6525,,,,,,,-4.569689249223075e-09,0.03238874673843384,0.27585241496562957,0.0,0.0,0.001,1735,-0.010015510767698289,0.12464100867509842,0.2
,,,,,10440,,1.62,-0.26047018,348,0.75,39478,0,,,,,,,,,,
-0.08964906753972172,10470,0,0.9,1.22,10470,6547,,,,,,,4.768371617558387e-08,0.20157098770141602,0.18994102776050567,0.0,0.0,0.001,1740,-0.010014846175909042,0.09528234601020813,0.2
,,,,,10470,,1.55,-0.24758023999999995,349,0.78,39594,0,,,,,,,,,,
-0.08962704247795045,10500,0,0.92,1.18,10500,6568,,,,,,,1.7484029157799342e-08,0.44340258836746216,0.1451014131307602,0.0,0.0,0.001,1745,-0.01001411657780409,0.0660301148891449,0.2
,,,,,10500,,1.51,-0.22769585000000003,350,0.79,39704,0,,,,,,,,,,
-0.0700916537316516,10530,0,0.94,1.2,10530,6584,,,,,,,-2.533197429599454e-09,0.37219154834747314,0.12895569056272507,0.0,0.0,0.001,1750,-0.010014252364635467,0.060452695935964584,0.2
,,,,,10530,,1.58,-0.26252272,351,0.75,39821,0,,,,,,,,,,
-0.06839186430908739,10560,0,0.94,1.2,10560,6602,,,,,,,1.0331471145264004e-08,0.3690415024757385,0.21522284150123597,0.0,0.0,0.001,1755,-0.010016167536377907,0.10179173201322556,0.2
,,,,,10560,,1.57,-0.24027117999999997,352,0.75,39928,0,,,,,,,,,,
-0.06764479147270322,10590,0,0.94,1.14,10590,6621,,,,,,,5.682309520693707e-08,0.29050248861312866,0.17255351841449737,0.0,0.0,0.001,1760,-0.010015159845352173,0.07230866700410843,0.2
,,,,,10590,,1.57,-0.24445878000000001,353,0.75,40031,0,,,,,,,,,,
-0.07084912583231925,10620,0,0.9,1.26,10620,6639,,,,,,,9.338061346397808e-09,0.1524564027786255,0.24141956269741058,0.0,0.0,0.001,1765,-0.01001488957554102,0.1191362738609314,0.2
,,,,,10620,,1.59,-0.22747391000000003,354,0.75,40142,0,,,,,,,,,,
-0.007061642203480005,10650,0,1.0,1.06,10650,6664,,,,,,,1.7484029868342078e-08,-0.066558837890625,0.2600138783454895,0.0,0.0,0.001,1770,-0.010018374212086201,0.11864382028579712,0.2
,,,,,10650,,1.58,-0.21526653999999998,355,0.76,40236,0,,,,,,,,,,
-0.11315200745128096,10680,0,0.88,1.34,10680,6688,,,,,,,-1.7881397695873601e-09,-1.55757737159729,0.06567216217517853,0.0,0.0,0.001,1775,-0.010015792399644851,0.019642332568764687,0.2
,,,,,10680,,1.44,-0.14921207,356,0.83,40347,0,,,,,,,,,,
-0.06974994278047233,10710,0,0.94,1.22,10710,6707,,,,,,,3.1789140209070865e-09,0.5146014094352722,0.11639935672283172,0.0,0.0,0.001,1780,-0.010016494430601597,0.06276968866586685,0.2
,,,,,10710,,1.43,-0.16180539999999996,357,0.84,40453,0,,,,,,,,,,
-0.17219190214760602,10740,0,0.82,1.42,10740,6730,,,,,,,-1.1126199694899696e-08,0.022501826286315918,0.45503451228141784,0.0,0.0,0.001,1785,-0.01001537162810564,0.20133055746555328,0.2
,,,,,10740,,1.36,-0.13307560000000002,358,0.86,40572,0,,,,,,,,,,
-0.0680899594957009,10770,0,0.94,1.14,10770,6750,,,,,,,-7.549921754446131e-09,0.2857738137245178,0.11357235610485077,0.0,0.0,0.001,1790,-0.010031184367835521,0.05567406490445137,0.2
,,,,,10770,,1.37,-0.13933037,359,0.86,40677,0,,,,,,,,,,
-0.07039157380815596,10800,0,0.9,1.28,10800,6770,,,,,,,2.503395126751684e-08,0.12074851989746094,0.18033190965652465,0.0,0.0,0.001,1795,-0.0100247485563159,0.08820284903049469,0.2
,,,,,10800,,1.42,-0.17519446000000005,360,0.82,40787,0,,,,,,,,,,
-0.06890908694360405,10830,0,0.92,1.2,10830,6790,,,,,,,4.37100751149444e-09,0.2136477828025818,0.20867457687854768,0.0,0.0,0.001,1800,-0.010015277564525605,0.10253860056400299,0.2
,,,,,10830,,1.45,-0.17441924000000003,361,0.82,40900,0,,,,,,,,,,
-0.11183555033989251,10860,0,0.9,1.26,10860,6812,,,,,,,8.742014756535354e-09,0.33587396144866943,0.11693944931030273,0.0,0.0,0.001,1805,-0.010015450976788997,0.05431259796023369,0.2
,,,,,10860,,1.43,-0.14438349000000003,362,0.84,41012,0,,,,,,,,,,
-0.050549938161857426,10890,0,0.94,1.2,10890,6833,,,,,,,2.0861626381929454e-08,0.27193307876586914,0.13095699548721312,0.0,0.0,0.001,1810,-0.010018473118543625,0.06199188530445099,0.2
