time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_ep_length,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate
5610,-0.11884196780622006,5610,0.86,2432,0,1.72,,,,,,,-1.4237562725227803e-06,0.0,0.2,0.29089686274528503,-0.4620216369628906,0.13457942008972168,0.04240250587463379,930,3.5762787e-07,0.0001
5610,,,,,,,2.21,-0.2771880500000001,0.78,0,187,22653,,,,,,,,,,
5640,-0.08219493224285543,5640,0.94,2446,0,1.38,,,,,,,-0.0011014652356969635,0.0,0.2,0.14644260108470916,-0.45693219304084776,0.0706215351819992,0.5049282312393188,935,3.194213e-05,0.0001
5640,,,,,,,2.17,-0.27998590999999995,0.79,0,188,22792,,,,,,,,,,
5670,-0.05124090685509145,5670,0.94,2464,0,1.36,,,,,,,-0.0018987796975611815,0.0,0.2,0.16652841866016388,-0.44562119245529175,0.07612717896699905,0.35463958978652954,940,6.252527e-05,0.0001
5670,,,,,,,2.15,-0.25512318,0.79,0,189,22908,,,,,,,,,,
5700,-0.032438993463292716,5700,0.98,2473,0,1.26,,,,,,,-0.0005125389577976591,0.0,0.2,0.2415859043598175,-0.43295602798461913,0.11225460469722748,-0.713017463684082,945,8.366505e-05,0.0001
5700,,,,,,,2.27,-0.30312763000000004,0.75,0,190,23026,,,,,,,,,,
5730,-0.03277977627702058,5730,0.94,2487,0,1.46,,,,,,,0.0005525954610973826,0.0,0.2,0.2475823700428009,-0.42123386859893797,0.12284836918115616,-0.05097973346710205,950,7.2618327e-06,0.0001
5730,,,,,,,2.2,-0.26154202000000004,0.78,0,191,23152,,,,,,,,,,
5760,-0.09217742398381233,5760,0.92,2497,0,1.48,,,,,,,-0.0003855705249588226,0.0,0.2,0.24087081253528594,-0.41808830499649047,0.11565916985273361,-0.1713176965713501,955,8.793672e-06,0.0001
5760,,,,,,,2.26,-0.28291907,0.77,0,192,23277,,,,,,,,,,
5790,-0.03148489061743021,5790,0.94,2512,0,1.42,,,,,,,-0.00045350493164733054,0.0,0.2,0.25326374769210813,-0.41604090929031373,0.12015827745199203,-0.007384300231933594,960,1.5048186e-05,0.0001
5790,,,,,,,2.29,-0.28742218,0.77,0,193,23398,,,,,,,,,,
5820,-0.07228953577112407,5820,0.94,2526,0,1.36,,,,,,,-9.247898992406078e-05,0.0,0.2,0.19631521701812743,-0.41409226059913634,0.09508059173822403,0.061271071434020996,965,2.0106634e-06,0.0001
5820,,,,,,,2.21,-0.25579583000000006,0.79,0,194,23525,,,,,,,,,,
5850,-0.04864664233289659,5850,0.96,2542,0,1.22,,,,,,,-0.0003006354943499545,0.0,0.2,0.20398741364479064,-0.41221300363540647,0.09450271725654602,-0.0985260009765625,970,9.193023e-06,0.0001
5850,,,,,,,2.17,-0.22270854999999998,0.81,0,195,23641,,,,,,,,,,
5880,-0.056205074009485545,5880,0.96,2558,0,1.38,,,,,,,7.263819206926314e-06,0.0,0.2,0.21134164333343505,-0.41113337874412537,0.09933457523584366,-0.23334956169128418,975,2.1338462e-06,0.0001
5880,,,,,,,2.19,-0.25036181,0.8,0,196,23759,,,,,,,,,,
5910,-0.050682303630746904,5910,0.96,2579,0,1.26,,,,,,,9.303788455667927e-05,0.0,0.2,0.269269323348999,-0.40986731052398684,0.13387086987495422,0.23298203945159912,980,6.9737433e-07,0.0001
5910,,,,,,,1.95,-0.18941761,0.85,0,197,23865,,,,,,,,,,
5940,-0.09928623125422746,5940,0.92,2592,0,1.42,,,,,,,-0.00010112047107533329,0.0,0.2,0.12604715526103974,-0.4093527257442474,0.05967226251959801,0.3325587511062622,985,1.5815099e-06,0.0001
5940,,,,,,,1.94,-0.2026867,0.84,0,198,23989,,,,,,,,,,
5970,-0.04880399492569268,5970,0.96,2611,0,1.22,,,,,,,-2.2411347160300467e-07,0.0,0.2,0.30472696423530576,-0.41031500697135925,0.14808981120586395,0.2027009129524231,990,5.9604645e-08,0.0001
5970,,,,,,,1.81,-0.18457769,0.85,0,199,24102,,,,,,,,,,
6000,-0.02911849451251328,6000,0.98,2623,0,1.24,,,,,,,-0.00042810043494654335,0.0,0.2,0.14489904940128326,-0.4122947037220001,0.06744440644979477,0.2336856722831726,995,7.011493e-06,0.0001
6000,,,,,,,1.9,-0.18760348999999998,0.84,0,200,24217,,,,,,,,,,
6030,-0.07600622619967908,6030,0.9,2639,0,1.58,,,,,,,-0.0009017610724555425,0.0,0.2,0.19082315862178803,-0.411781907081604,0.09013525396585464,-0.3326488733291626,1000,2.3452441e-05,0.0001
6030,,,,,,,1.86,-0.17582590999999995,0.86,0,201,24350,,,,,,,,,,
6060,-0.07379253587685525,6060,0.92,2657,0,1.4,,,,,,,-0.00011487285373732448,0.0,0.2,0.15922456383705139,-0.40678749084472654,0.076616570353508,0.23705047369003296,1005,2.5550523e-06,0.0001
6060,,,,,,,1.78,-0.15970189999999998,0.87,0,202,24560,,,,,,,,,,
6090,-0.0488694676104933,6090,0.96,2669,0,1.2,,,,,,,-1.9435088167085723e-05,0.0,0.2,0.139798866212368,-0.40852327942848204,0.06228632107377052,0.4065711498260498,1010,2.3504099e-06,0.0001
6090,,,,,,,1.93,-0.19922836,0.84,0,203,24676,,,,,,,,,,
6120,-0.10101572334300726,6120,0.88,2685,0,1.58,,,,,,,-3.408153839519201e-05,0.0,0.2,0.24928038418293,-0.4124299466609955,0.10915236175060272,0.2905271053314209,1015,3.1987827e-07,0.0001
6120,,,,,,,1.91,-0.18946351999999997,0.85,0,204,24805,,,,,,,,,,
6150,-0.1022798942681402,6150,0.92,2701,0,1.7,,,,,,,-0.00011793812334275345,0.0,0.2,0.2848941802978516,-0.41346691846847533,0.1442171335220337,-0.023531675338745117,1020,1.2377898e-06,0.0001
6150,,,,,,,1.92,-0.18893452999999996,0.85,0,205,24938,,,,,,,,,,
6180,-0.052201724676415324,6180,0.96,2715,0,1.3,,,,,,,-0.0006279011534449542,0.0,0.2,0.1577049344778061,-0.4106352746486664,0.07429113239049911,0.45667368173599243,1025,2.2461018e-05,0.0001
6180,,,,,,,2.03,-0.24205166999999997,0.82,0,206,25056,,,,,,,,,,
6210,-0.050685007735155524,6210,0.96,2734,0,1.22,,,,,,,-0.0006999256019483369,0.0,0.2,0.47027530074119567,-0.4025768220424652,0.22795122861862183,0.04680013656616211,1030,1.4847517e-05,0.0001
6210,,,,,,,1.88,-0.24022525000000003,0.83,0,207,25162,,,,,,,,,,
6240,-0.07498701497912406,6240,0.94,2755,0,1.36,,,,,,,-0.00042591353858973947,0.0,0.2,0.16855008006095887,-0.39172582030296327,0.08148740977048874,0.468066930770874,1035,2.3281575e-05,0.0001
6240,,,,,,,1.84,-0.2162424,0.85,0,208,25277,,,,,,,,,,
6270,-0.030157031104899944,6270,0.98,2769,0,1.24,,,,,,,-0.00044227281759958716,0.0,0.2,0.1802339106798172,-0.3835893630981445,0.07790251821279526,0.25274133682250977,1040,6.812811e-06,0.0001
6270,,,,,,,1.8,-0.20128790000000002,0.85,0,209,25386,,,,,,,,,,
6300,-0.07432682432234287,6300,0.94,2785,0,1.48,,,,,,,-0.00031746208231204777,0.0,0.2,0.23539775609970093,-0.3757923901081085,0.11339116841554642,0.07275199890136719,1045,1.7011165e-05,0.0001
6300,,,,,,,1.79,-0.20342432999999996,0.85,0,210,25510,,,,,,,,,,
6330,-0.07499701779801399,6330,0.92,2798,0,1.48,,,,,,,-0.0003795131148461195,0.0,0.2,0.17746005952358246,-0.37152541875839235,0.0842917189002037,0.21368467807769775,1050,1.6621749e-05,0.0001
6330,,,,,,,1.86,-0.21254601,0.84,0,211,25633,,,,,,,,,,
6360,-0.09453077034093439,6360,0.92,2815,0,1.44,,,,,,,-0.0004437577664309078,0.0,0.2,0.2231977701187134,-0.36339167356491087,0.10417885333299637,0.02714073657989502,1055,1.9383431e-05,0.0001
6360,,,,,,,1.8,-0.17917522000000002,0.86,0,212,25759,,,,,,,,,,
6390,-0.028749524536542594,6390,0.98,2833,0,1.14,,,,,,,-0.001282801636649822,0.0,0.2,0.23311527967453002,-0.3555526793003082,0.11189774423837662,0.23376375436782837,1060,4.366636e-05,0.0001
6390,,,,,,,1.83,-0.17267504999999997,0.87,0,213,25858,,,,,,,,,,
6420,-0.031483397735282775,6420,0.98,2848,0,1.22,,,,,,,1.2756983336092987e-05,0.0,0.2,0.23894199430942537,-0.3478046715259552,0.11204718798398972,0.124705970287323,1065,2.803405e-06,0.0001
6420,,,,,,,1.9,-0.18879601000000001,0.85,0,214,25962,,,,,,,,,,
6450,-0.04876129990909248,6450,0.96,2861,0,1.22,,,,,,,-0.00012597998060890348,0.0,0.2,0.26883487701416015,-0.3418454110622406,0.1284884363412857,-0.1080021858215332,1070,5.4717066e-06,0.0001
6450,,,,,,,1.96,-0.19353052999999998,0.84,0,215,26078,,,,,,,,,,
6480,-0.03375686894636601,6480,0.96,2874,0,1.36,,,,,,,-0.0004008837628256323,0.0,0.2,0.17577947676181793,-0.3358463287353516,0.08367127925157547,0.058392107486724854,1075,1.1571248e-05,0.0001
6480,,,,,,,2.04,-0.2346777,0.82,0,216,26198,,,,,,,,,,
6510,-0.07379439924843609,6510,0.94,2893,0,1.44,,,,,,,-0.0015464621627081954,0.0,0.2,0.2655235528945923,-0.32918477058410645,0.11754489690065384,0.3871375322341919,1080,3.8389364e-05,0.0001
6510,,,,,,,1.97,-0.20834175000000002,0.84,0,217,26315,,,,,,,,,,
6540,-0.028288187398575245,6540,0.98,2911,0,1.12,,,,,,,1.1670192191814977e-05,0.0,0.2,0.14459096193313598,-0.32317142486572265,0.07316818833351135,0.16883808374404907,1085,6.043911e-06,0.0001
6540,,,,,,,1.86,-0.17880099000000002,0.86,0,218,26413,,,,,,,,,,
6570,-0.09408386742696166,6570,0.9,2924,0,1.54,,,,,,,-6.039937289870068e-07,0.0,0.2,0.1719251811504364,-0.31903327703475953,0.07958918064832687,0.4457848072052002,1090,1.1920929e-07,0.0001
6570,,,,,,,1.88,-0.16468893,0.86,0,219,26540,,,,,,,,,,
6600,-0.09264495739713312,6600,0.92,2943,0,1.44,,,,,,,-0.0002744658828792268,0.0,0.2,0.13278064578771592,-0.3158436417579651,0.05356616526842117,-1.6636319160461426,1095,3.0795734e-06,0.0001
6600,,,,,,,1.93,-0.17778323000000001,0.84,0,220,26654,,,,,,,,,,
6630,-0.06362331259995699,6630,0.96,2958,0,1.26,,,,,,,5.2884617907622554e-05,0.0,0.2,0.1162569209933281,-0.31323776245117185,0.05872541666030884,0.19794297218322754,1100,2.0225843e-06,0.0001
6630,,,,,,,1.81,-0.15658708000000002,0.87,0,221,26761,,,,,,,,,,
6660,-0.03138835418503731,6660,0.96,2978,0,1.3,,,,,,,-0.00017849922131674134,0.0,0.2,0.308116489648819,-0.31125842332839965,0.147698312997818,-0.2753288745880127,1105,2.338489e-06,0.0001
6660,,,,,,,1.75,-0.11539336,0.9,0,222,26874,,,,,,,,,,
6690,-0.07278674382716417,6690,0.94,2997,0,1.34,,,,,,,-0.00024850984899487115,0.0,0.2,0.07369997352361679,-0.3085170388221741,0.03570067137479782,-0.02264225482940674,1110,8.630753e-06,0.0001
6690,,,,,,,1.71,-0.10485573000000002,0.91,0,223,26983,,,,,,,,,,
6720,-0.05014866446144879,6720,0.94,3010,0,1.28,,,,,,,9.016831880828135e-05,0.0,0.2,0.11052208095788955,-0.3071810662746429,0.051005247980356216,0.03070122003555298,1115,1.1185805e-06,0.0001
6720,,,,,,,1.8,-0.11075125000000002,0.89,0,224,27086,,,,,,,,,,
6750,-0.07206587947905063,6750,0.94,3022,0,1.34,,,,,,,-0.0002595045205090685,0.0,0.2,0.1620233714580536,-0.30632482171058656,0.07625989615917206,0.19273442029953003,1120,2.8987727e-06,0.0001
6750,,,,,,,1.89,-0.14709329000000002,0.86,0,225,27202,,,,,,,,,,
6780,-0.16138669337611644,6780,0.86,3034,0,1.72,,,,,,,-5.284190233698638e-05,0.0,0.2,0.20501625537872314,-0.3055998980998993,0.09358982741832733,0.37108707427978516,1125,5.3028266e-06,0.0001
6780,,,,,,,1.93,-0.14943473000000002,0.87,0,226,27336,,,,,,,,,,
6810,-0.05667311422061175,6810,0.94,3054,0,1.66,,,,,,,-0.0002692675556561497,0.0,0.2,0.1296799212694168,-0.30673165917396544,0.06403449922800064,0.3280511498451233,1130,4.8816205e-06,0.0001
6810,,,,,,,1.92,-0.12876595,0.88,0,227,27488,,,,,,,,,,
6840,-0.07655886724591256,6840,0.92,3064,0,1.52,,,,,,,0.0003811466674477515,0.0,0.2,0.1103813111782074,-0.31011378169059756,0.047217946499586105,-5.307265758514404,1135,6.377697e-07,0.0001
6840,,,,,,,2.0,-0.14467264999999999,0.87,0,228,27623,,,,,,,,,,
6870,-0.03105982621666044,6870,0.98,3080,0,1.3,,,,,,,-0.0004828778848361637,0.0,0.2,0.21892808973789216,-0.30918542146682737,0.10786192119121552,0.27114325761795044,1140,6.6896278e-06,0.0001
6870,,,,,,,2.05,-0.17471765000000006,0.85,0,229,27742,,,,,,,,,,
6900,-0.056870764065533874,6900,0.94,3094,0,1.38,,,,,,,-0.0007990145749253941,0.0,0.2,0.37365182638168337,-0.30776439905166625,0.17874093353748322,-0.28366708755493164,1145,4.8573813e-05,0.0001
6900,,,,,,,2.11,-0.18822961,0.84,0,230,27861,,,,,,,,,,
6930,-0.12031235535163433,6930,0.9,3110,0,1.62,,,,,,,7.5499217722097e-08,0.0,0.2,0.17195544242858887,-0.3029752552509308,0.08156117051839828,0.23686236143112183,1150,2.3841858e-07,0.0001
6930,,,,,,,2.11,-0.17903497000000002,0.86,0,231,27998,,,,,,,,,,
6960,-0.0974929543910548,6960,0.92,3126,0,1.34,,,,,,,1.8422802448014863e-07,0.0,0.2,0.23026598393917083,-0.3002590715885162,0.11473158001899719,-0.4219626188278198,1155,1.1920929e-07,0.0001
6960,,,,,,,1.97,-0.16625627000000004,0.88,0,232,28118,,,,,,,,,,
6990,-0.02827729776967317,6990,0.98,3140,0,1.18,,,,,,,4.4802030218527024e-05,0.0,0.2,0.191896516084671,-0.29861530661582947,0.09052018821239471,0.29781877994537354,1160,8.742015e-07,0.0001
6990,,,,,,,1.99,-0.17121514999999998,0.88,0,233,28226,,,,,,,,,,
7020,-0.0719672299362719,7020,0.94,3155,0,1.44,,,,,,,-8.690913494024954e-05,0.0,0.2,0.21740978360176086,-0.298921012878418,0.10131609439849854,-0.21731436252593994,1165,1.7801921e-06,0.0001
7020,,,,,,,2.09,-0.2027873,0.85,0,234,28346,,,,,,,,,,
7050,-0.07410920153837651,7050,0.92,3167,0,1.48,,,,,,,-0.00019152243757467602,0.0,0.2,0.16939437091350557,-0.30125311613082884,0.08338132500648499,0.30268537998199463,1170,4.8895677e-06,0.0001
7050,,,,,,,2.02,-0.17812710000000004,0.86,0,235,28491,,,,,,,,,,
7080,-0.039699554732069375,7080,0.98,3185,0,1.36,,,,,,,-1.3476014167501659e-05,0.0,0.2,0.09037822484970093,-0.3052899956703186,0.042725659906864166,0.23481422662734985,1175,6.151199e-06,0.0001
7080,,,,,,,2.04,-0.18227032,0.85,0,236,28606,,,,,,,,,,
7110,-0.030349733573384583,7110,0.96,3200,0,1.32,,,,,,,-1.2612342849216419e-06,0.0,0.2,0.16677935123443605,-0.30643476247787477,0.08011166006326675,0.38914692401885986,1180,7.3512396e-08,0.0001
7110,,,,,,,2.02,-0.16122107,0.85,0,237,28717,,,,,,,,,,
7140,-0.07214559827931226,7140,0.92,3216,0,1.36,,,,,,,-0.00010879039932945033,0.0,0.2,0.09025354981422425,-0.30766725540161133,0.03828004375100136,-0.1829913854598999,1185,9.675821e-07,0.0001
7140,,,,,,,1.98,-0.17606766000000001,0.84,0,238,28828,,,,,,,,,,
7170,-0.02932002453133464,7170,0.98,3231,0,1.22,,,,,,,-0.000134340917381337,0.0,0.2,0.2566830933094025,-0.3071333646774292,0.12859928607940674,0.21331799030303955,1190,1.3271967e-06,0.0001
7170,,,,,,,1.97,-0.15591230000000003,0.86,0,239,28938,,,,,,,,,,
7200,-0.008122053253464401,7200,1.0,3244,0,1.16,,,,,,,-1.9056002511064207e-05,0.0,0.2,0.1123520165681839,-0.30786333680152894,0.0521363765001297,0.10605072975158691,1195,1.0808309e-06,0.0001
7200,,,,,,,1.98,-0.17945202999999996,0.84,0,240,29042,,,,,,,,,,
7230,-0.05048523527104407,7230,0.96,3264,0,1.3,,,,,,,-0.0003213771158094403,0.0,0.2,0.18225074112415313,-0.30960793495178224,0.08037400245666504,0.3561391830444336,1200,3.1371912e-06,0.0001
7230,,,,,,,1.92,-0.19654144,0.84,0,241,29151,,,,,,,,,,
7260,-0.07469224733766168,7260,0.94,3277,0,1.5,,,,,,,1.4424323797612714e-07,0.0,0.2,0.17760174870491027,-0.3126542866230011,0.08064580708742142,0.4190126061439514,1205,1.1920929e-07,0.0001
7260,,,,,,,1.93,-0.20358208000000005,0.83,0,242,29284,,,,,,,,,,
7290,-0.11672096271067858,7290,0.86,3288,0,1.68,,,,,,,-5.161732592888768e-05,0.0,0.2,0.27895987033843994,-0.31507961750030516,0.1430637389421463,0.15462827682495117,1210,3.8067499e-06,0.0001
7290,,,,,,,2.03,-0.23901876000000002,0.8,0,243,29407,,,,,,,,,,
7320,-0.07322398845572024,7320,0.92,3304,0,1.44,,,,,,,-0.00046840866338868634,0.0,0.2,0.19921450912952424,-0.3167534112930298,0.09173525124788284,0.34164315462112427,1215,4.6789646e-06,0.0001
7320,,,,,,,2.02,-0.25514515,0.8,0,244,29526,,,,,,,,,,
7350,-0.008993413639254868,7350,0.98,3319,0,1.2,,,,,,,-0.00012297749626064559,0.0,0.2,0.2558829963207245,-0.31538127064704896,0.12513312697410583,0.06711959838867188,1220,7.5002513e-06,0.0001
7350,,,,,,,2.05,-0.26698305,0.79,0,245,29631,,,,,,,,,,
7380,-0.11698388107586652,7380,0.9,3334,0,1.54,,,,,,,-0.00021775880847894059,0.0,0.2,0.18783097863197326,-0.31133694648742677,0.08764993399381638,0.3659666180610657,1225,5.4498514e-06,0.0001
7380,,,,,,,2.07,-0.28365491000000004,0.77,0,246,29751,,,,,,,,,,
7410,-0.09359809567220509,7410,0.92,3349,0,1.46,,,,,,,-1.3826290743423897e-06,0.0,0.2,0.1924490064382553,-0.30807799100875854,0.09306904673576355,0.20614176988601685,1230,2.3841858e-07,0.0001
7410,,,,,,,2.0,-0.25429929000000007,0.79,0,247,29873,,,,,,,,,,
7440,-0.036765541769564154,7440,0.98,3363,0,1.32,,,,,,,-0.0010012916475531596,0.0,0.2,0.18283738791942597,-0.30366230607032774,0.08617400377988815,0.33940285444259644,1235,3.773769e-05,0.0001
7440,,,,,,,2.08,-0.25625343999999994,0.78,0,248,29983,,,,,,,,,,
7470,-0.05013559463433921,7470,0.96,3380,0,1.28,,,,,,,-0.0016014087130315601,0.0,0.2,0.1967637211084366,-0.2954469799995422,0.08956647664308548,0.11398160457611084,1240,7.642706e-05,0.0001
7470,,,,,,,2.06,-0.25841098,0.79,0,249,30093,,,,,,,,,,
7500,-0.07371303693857044,7500,0.92,3399,0,1.52,,,,,,,7.542331979486505e-05,0.0,0.2,0.22943389415740967,-0.2888215839862823,0.10929671674966812,-0.0009613037109375,1245,2.3444494e-07,0.0001
7500,,,,,,,1.83,-0.18624116999999998,0.85,0,250,30228,,,,,,,,,,
7530,-0.03014974114485085,7530,0.98,3413,0,1.18,,,,,,,-0.0003362492632975389,0.0,0.2,0.09743347465991974,-0.2863984048366547,0.04681845009326935,0.2056337594985962,1250,1.4962753e-05,0.0001
7530,,,,,,,1.96,-0.20103705999999996,0.84,0,251,30329,,,,,,,,,,
7560,-0.07332623868715019,7560,0.94,3427,0,1.38,,,,,,,-0.00040976106033987494,0.0,0.2,0.21620096266269684,-0.28018314242362974,0.10317995399236679,-0.08987307548522949,1255,1.2405713e-05,0.0001
7560,,,,,,,1.87,-0.17490588999999995,0.85,0,252,30445,,,,,,,,,,
7590,-0.133314139242284,7590,0.88,3440,0,1.54,,,,,,,-0.0005852644661596962,0.0,0.2,0.29021683931350706,-0.27294976711273194,0.13412567973136902,0.08424770832061768,1260,2.5320052e-05,0.0001
7590,,,,,,,2.03,-0.21125663,0.82,0,253,30566,,,,,,,,,,
7620,-0.05421584717929363,7620,0.94,3459,0,1.32,,,,,,,-8.607228558190627e-05,0.0,0.2,0.22523220777511596,-0.2676831603050232,0.10656415671110153,0.09348833560943604,1265,4.8339366e-06,0.0001
7620,,,,,,,1.87,-0.18430759000000005,0.85,0,254,30691,,,,,,,,,,
7650,-0.027821757262572647,7650,0.98,3475,0,1.08,,,,,,,-1.206000657560935e-07,0.0,0.2,0.102516008913517,-0.26734240651130675,0.05074057728052139,0.6083283424377441,1270,0.0,0.0001
7650,,,,,,,1.91,-0.19703004,0.84,0,255,30790,,,,,,,,,,
7680,-0.009845158495008945,7680,0.96,3488,0,1.24,,,,,,,-9.23673308985684e-06,0.0,0.2,0.13054021149873735,-0.2672890841960907,0.060791946947574615,0.4488316774368286,1275,2.0662944e-07,0.0001
7680,,,,,,,1.96,-0.19795338999999998,0.83,0,256,30894,,,,,,,,,,
7710,-0.09131434338632971,7710,0.92,3497,0,1.38,,,,,,,6.238619540965828e-08,0.0,0.2,0.21954250931739808,-0.2684325039386749,0.10518902540206909,0.09198647737503052,1280,0.0,0.0001
7710,,,,,,,2.11,-0.23157304999999997,0.79,0,257,31018,,,,,,,,,,
7740,-0.006798590836115182,7740,1.0,3509,0,1.08,,,,,,,-0.00040821632380065863,0.0,0.2,0.20223235487937927,-0.2687294721603394,0.09723840653896332,-0.00555729866027832,1285,4.5935312e-06,0.0001
7740,,,,,,,2.17,-0.23918852000000002,0.77,0,258,31115,,,,,,,,,,
7770,-0.13813666818663478,7770,0.88,3519,0,1.48,,,,,,,-0.0001271677020245221,0.0,0.2,0.1567131131887436,-0.26829243302345274,0.07460559159517288,0.2688841223716736,1290,2.6524067e-06,0.0001
7770,,,,,,,2.25,-0.28343293999999997,0.74,0,259,31230,,,,,,,,,,
7800,-0.03275177992414683,7800,0.96,3529,0,1.48,,,,,,,1.0424653679308448e-05,0.0,0.2,0.37659587264060973,-0.2687224507331848,0.1838003695011139,-0.0405116081237793,1295,5.761782e-08,0.0001
7800,,,,,,,2.33,-0.29002782000000005,0.73,0,260,31349,,,,,,,,,,
7830,-0.051464829188771544,7830,0.96,3541,0,1.28,,,,,,,-0.0005486325358893928,0.0,0.2,0.28031368255615235,-0.26868035793304446,0.13402511179447174,-0.01654493808746338,1300,1.8121798e-05,0.0001
7830,,,,,,,2.35,-0.29046402,0.73,0,261,31452,,,,,,,,,,
7860,-0.007102323831059038,7860,1.0,3556,0,1.06,,,,,,,-0.0001352024046354927,0.0,0.2,0.16720325052738189,-0.26375195384025574,0.08029656112194061,0.2016369104385376,1305,2.1664302e-05,0.0001
7860,,,,,,,2.42,-0.30341243999999995,0.72,0,262,31549,,,,,,,,,,
7890,-0.02924237821716815,7890,0.98,3566,0,1.2,,,,,,,-0.000993642019651375,0.0,0.2,0.23821407854557036,-0.25824647545814516,0.11432706564664841,-0.0005548000335693359,1310,4.689296e-05,0.0001
7890,,,,,,,2.56,-0.33122699,0.7,0,263,31660,,,,,,,,,,
7920,-0.05193416699767113,7920,0.94,3584,0,1.4,,,,,,,-2.3444493990609772e-07,0.0,0.2,0.3546649992465973,-0.2504559099674225,0.16881416738033295,-0.5212081670761108,1315,7.1525574e-07,0.0001
7920,,,,,,,2.45,-0.31452348999999996,0.72,0,264,31791,,,,,,,,,,
7950,-0.07494968462269753,7950,0.94,3599,0,1.36,,,,,,,-0.00043938399098522043,0.0,0.2,0.15312151610851288,-0.24517161548137664,0.07507160305976868,0.31450003385543823,1320,1.3009707e-05,0.0001
7950,,,,,,,2.33,-0.30086201,0.75,0,265,31906,,,,,,,,,,
7980,-0.07249488942325115,7980,0.94,3610,0,1.4,,,,,,,-5.629896972081383e-05,0.0,0.2,0.14288657009601594,-0.2405722051858902,0.06797518581151962,0.3749624490737915,1325,1.3430913e-06,0.0001
7980,,,,,,,2.33,-0.31049522,0.74,0,266,32040,,,,,,,,,,
8010,-0.009864407768473029,8010,0.98,3624,0,1.24,,,,,,,-0.0001801228515496689,0.0,0.2,0.24711293876171112,-0.2410563588142395,0.11968276649713516,-0.11343657970428467,1330,3.9239726e-06,0.0001
8010,,,,,,,2.25,-0.27276164999999997,0.77,0,267,32160,,,,,,,,,,
8040,-0.031624080622568725,8040,0.98,3641,0,1.32,,,,,,,-3.57627860658738e-08,0.0,0.2,0.2060640573501587,-0.2436867833137512,0.09752222895622253,0.29664909839630127,1335,5.9604645e-08,0.0001
8040,,,,,,,2.14,-0.25626986,0.78,0,268,32276,,,,,,,,,,
8070,-0.11301988723687828,8070,0.9,3657,0,1.48,,,,,,,-0.0002016393301891739,0.0,0.2,0.13998807966709137,-0.24637511968612671,0.06671793013811111,0.3922436833381653,1340,5.531311e-06,0.0001
8070,,,,,,,2.05,-0.23927711999999995,0.8,0,269,32417,,,,,,,,,,
8100,-0.029355647750198843,8100,0.98,3672,0,1.18,,,,,,,0.00012331326763774796,0.0,0.2,0.20784714818000793,-0.24958838522434235,0.09833113104104996,0.19047141075134277,1345,1.647075e-06,0.0001
8100,,,,,,,1.96,-0.19791864,0.82,0,270,32522,,,,,,,,,,
8130,-0.06977481034584343,8130,0.94,3688,0,1.32,,,,,,,-0.000373148913010013,0.0,0.2,0.24205846190452576,-0.2503837406635284,0.11495081335306168,-0.25608086585998535,1350,9.2566015e-06,0.0001
8130,,,,,,,2.01,-0.21089925,0.81,0,271,32642,,,,,,,,,,
8160,-0.14425074628554285,8160,0.88,3701,0,1.6,,,,,,,3.097852045286231e-06,0.0,0.2,0.21767165660858154,-0.2533452332019806,0.10316883772611618,-0.11417341232299805,1355,1.6148884e-05,0.0001
8160,,,,,,,2.04,-0.19828583,0.81,0,272,32777,,,,,,,,,,
8190,-0.04899602585006505,8190,0.96,3710,0,1.22,,,,,,,-0.00013571321799332736,0.0,0.2,0.10370000153779983,-0.25613747239112855,0.04771460220217705,0.27613019943237305,1360,7.5399876e-06,0.0001
8190,,,,,,,2.12,-0.21024176,0.8,0,273,32885,,,,,,,,,,
8220,-0.0968397791031748,8220,0.92,3732,0,1.46,,,,,,,-0.0001171334586004491,0.0,0.2,0.3447968542575836,-0.2598272502422333,0.17050166428089142,-0.15347349643707275,1365,1.064539e-05,0.0001
8220,,,,,,,2.0,-0.16879109999999997,0.82,0,274,33016,,,,,,,,,,
8250,-0.13644272929988802,8250,0.88,3748,0,1.62,,,,,,,2.5282701462714384e-05,0.0,0.2,0.06656986102461815,-0.26333364844322205,0.03081207349896431,-8.951723098754883,1370,1.6609828e-06,0.0001
8250,,,,,,,1.98,-0.13828619,0.84,0,275,33145,,,,,,,,,,
8280,-0.11539267406333238,8280,0.88,3768,0,1.54,,,,,,,-0.0011825186128650244,0.0,0.2,0.11416430622339249,-0.2631236493587494,0.052897077053785324,0.10095202922821045,1375,2.0056963e-05,0.0001
8280,,,,,,,1.85,-0.10516814000000001,0.87,0,276,33289,,,,,,,,,,
8310,-0.05251130348071456,8310,0.96,3784,0,1.28,,,,,,,-0.0007065975503067534,0.0,0.2,0.038097532093524934,-0.2562109768390656,0.016042394563555717,-2.175640106201172,1380,3.442367e-05,0.0001
8310,,,,,,,1.84,-0.10589929999999999,0.87,0,277,33407,,,,,,,,,,
