time/total_timesteps,eval/mean_reward,env/n_steps,eval/success_rate,env/current_idx,env/completion_counter,eval/mean_ep_length,rollout/ep_len_mean,rollout/ep_rew_mean,rollout/success_rate,time/fps,time/iterations,time/time_elapsed,train/policy_gradient_loss,train/clip_fraction,train/clip_range,train/value_loss,train/entropy_loss,train/loss,train/explained_variance,train/n_updates,train/approx_kl,train/learning_rate
2850,-0.05266430743969977,2850,0.96,1114,0,1.3,,,,,,,-0.00124463537785533,0.0,0.2,0.20097092986106874,-1.0146494388580323,0.09588463604450226,-0.08601534366607666,470,3.3768018e-05,0.0001
2850,,,,,,,2.01,-0.17324329999999996,0.86,0,95,11401,,,,,,,,,,
2880,-0.052261103931814434,2880,0.96,1127,0,1.3,,,,,,,-9.265303941532465e-05,0.0,0.2,0.1619653135538101,-1.0055927515029908,0.07493400573730469,0.38093191385269165,475,2.5103489e-05,0.0001
2880,,,,,,,2.08,-0.19813320999999998,0.84,0,96,11513,,,,,,,,,,
2910,-0.10284377822652459,2910,0.92,1138,0,1.54,,,,,,,-0.0002997982497980445,0.0,0.2,0.19125255048274994,-0.9944190144538879,0.08831305801868439,0.21114104986190796,480,2.3812056e-05,0.0001
2910,,,,,,,2.2,-0.24876605000000002,0.8,0,97,11637,,,,,,,,,,
2940,-0.030658351695165037,2940,0.98,1153,0,1.36,,,,,,,-0.00238947510408849,0.0,0.2,0.26622292697429656,-0.9805960059165955,0.11279595643281937,0.12244033813476562,485,0.000105524065,0.0001
2940,,,,,,,2.04,-0.2166855,0.83,0,98,11766,,,,,,,,,,
2970,-0.07161378820892424,2970,0.94,1170,0,1.3,,,,,,,0.00014153043458193794,0.0,0.2,0.25155146718025206,-0.9692529559135437,0.1282249093055725,0.4025179147720337,490,2.415975e-05,0.0001
2970,,,,,,,1.98,-0.20713285999999997,0.85,0,99,11881,,,,,,,,,,
3000,-0.07212436297908426,3000,0.92,1180,0,1.42,,,,,,,-0.001130550301168398,0.0,0.2,0.2888310968875885,-0.9537573218345642,0.1280219554901123,0.11455053091049194,495,2.5514762e-05,0.0001
3000,,,,,,,2.12,-0.24726302000000003,0.81,0,100,12003,,,,,,,,,,
3030,-0.09510816319845616,3030,0.92,1195,0,1.38,,,,,,,-0.0005609563868105738,0.0,0.2,0.20945042371749878,-0.9461488723754883,0.10048960894346237,-0.2891806364059448,500,2.1119913e-05,0.0001
3030,,,,,,,2.07,-0.24592151,0.81,0,101,12120,,,,,,,,,,
3060,-0.07177945054136217,3060,0.94,1210,0,1.38,,,,,,,-0.002838699013615731,0.0,0.2,0.20779078602790832,-0.986162269115448,0.09069734811782837,-0.16284644603729248,505,0.00010232926,0.0001
3060,,,,,,,2.11,-0.23609543000000002,0.82,0,102,12246,,,,,,,,,,
3090,-0.07060101651120931,3090,0.94,1226,0,1.32,,,,,,,-0.00763879532925813,0.0,0.2,0.16437451243400575,-0.9477269768714904,0.04978827387094498,-0.26530468463897705,510,0.00041008988,0.0001
3090,,,,,,,2.13,-0.23410882,0.82,0,103,12364,,,,,,,,,,
3120,-0.0948304941225797,3120,0.92,1237,0,1.48,,,,,,,-0.0005168477603007205,0.0,0.2,0.1777626544237137,-0.906841266155243,0.08694950491189957,0.20184952020645142,515,3.7046273e-05,0.0001
3120,,,,,,,2.11,-0.24188706,0.82,0,104,12497,,,,,,,,,,
3150,-0.05074675788637251,3150,0.94,1253,0,1.34,,,,,,,-0.00027324696076362897,0.0,0.2,0.4632361173629761,-0.895171582698822,0.21518652141094208,0.1160627007484436,520,1.5387932e-05,0.0001
3150,,,,,,,2.1,-0.24557508999999997,0.82,0,105,12610,,,,,,,,,,
3180,-0.09426872760988772,3180,0.92,1266,0,1.38,,,,,,,7.747888623299559e-05,0.0,0.2,0.27010536193847656,-0.8887608528137207,0.12777987122535706,0.23737436532974243,525,2.8351942e-06,0.0001
3180,,,,,,,2.19,-0.27544877999999995,0.79,0,106,12733,,,,,,,,,,
3210,-0.17989940416999162,3210,0.82,1278,0,1.74,,,,,,,-0.00011547565758576183,0.0,0.2,0.1560228258371353,-0.8831494450569153,0.06944122910499573,0.3965218663215637,530,5.5233636e-06,0.0001
3210,,,,,,,2.16,-0.2584412,0.8,0,107,12878,,,,,,,,,,
3240,-0.09160090767778456,3240,0.92,1289,0,1.4,,,,,,,-0.00029225508915260435,0.0,0.2,0.2779276490211487,-0.8773281931877136,0.1347329467535019,-0.12534379959106445,535,3.858407e-06,0.0001
3240,,,,,,,2.23,-0.2834762,0.79,0,108,13004,,,,,,,,,,
3270,-0.05139248937368393,3270,0.96,1305,0,1.28,,,,,,,-0.00034376223969374565,0.0,0.2,0.2371356427669525,-0.8791414022445678,0.10933607816696167,0.15599530935287476,540,1.8153589e-05,0.0001
3270,,,,,,,2.24,-0.30138291,0.77,0,109,13125,,,,,,,,,,
3300,-0.050652068322524425,3300,0.96,1319,0,1.28,,,,,,,-0.0009554242872397367,0.0,0.2,0.18846580684185027,-0.8800127506256104,0.08827429264783859,0.3388672471046448,545,2.110203e-05,0.0001
3300,,,,,,,2.22,-0.3032923,0.77,0,110,13235,,,,,,,,,,
3330,-0.07072611189447343,3330,0.94,1334,0,1.3,,,,,,,-0.00048264821439580885,0.0,0.2,0.16090352535247804,-0.8925173878669739,0.07309659570455551,0.2749179005622864,550,3.204147e-05,0.0001
3330,,,,,,,2.24,-0.30883585,0.76,0,111,13349,,,,,,,,,,
3360,-0.05336921684909612,3360,0.94,1350,0,1.3,,,,,,,-0.0008946692865961836,0.0,0.2,0.1337825670838356,-0.8864637851715088,0.06035231798887253,0.3576517105102539,555,4.9908955e-05,0.0001
3360,,,,,,,2.13,-0.24270591000000002,0.8,0,112,13463,,,,,,,,,,
3390,-0.05263893898576498,3390,0.96,1364,0,1.36,,,,,,,-0.0002725545507322735,0.0,0.2,0.10424982160329818,-0.8680456757545472,0.04630419984459877,0.2837209701538086,560,1.3005733e-05,0.0001
3390,,,,,,,2.08,-0.20999834999999997,0.82,0,113,13581,,,,,,,,,,
3420,-0.09390219872817397,3420,0.92,1376,0,1.42,,,,,,,-0.0016062225610948388,0.0,0.2,0.18559933304786683,-0.8510074138641357,0.08651842176914215,0.5332900285720825,565,0.000100672245,0.0001
3420,,,,,,,2.12,-0.23424733,0.81,0,114,13704,,,,,,,,,,
3450,-0.049069007700309156,3450,0.96,1394,0,1.24,,,,,,,-0.0009066486498340964,0.0,0.2,0.26219441294670104,-0.8305198192596436,0.12310777604579926,0.09408921003341675,570,7.979075e-05,0.0001
3450,,,,,,,2.0,-0.20718040000000001,0.83,0,115,13814,,,,,,,,,,
3480,-0.09523195344023407,3480,0.92,1413,0,1.38,,,,,,,-0.0008936111198273977,0.0,0.2,0.2433599352836609,-0.8242093443870544,0.11361326277256012,0.04077202081680298,575,4.0040413e-05,0.0001
3480,,,,,,,1.96,-0.17282909,0.86,0,116,13954,,,,,,,,,,
3510,-0.04993607083335519,3510,0.96,1430,0,1.28,,,,,,,1.2372930771675784e-05,0.0,0.2,0.18981593251228332,-0.8127786993980408,0.08260921388864517,-15.650445938110352,580,3.8703283e-06,0.0001
3510,,,,,,,1.85,-0.14158263999999998,0.89,0,117,14071,,,,,,,,,,
3540,-0.02888462183997035,3540,0.98,1446,0,1.2,,,,,,,-0.00013807853126017732,0.0,0.2,0.17270284593105317,-0.8111255288124084,0.08147192001342773,-0.09791111946105957,585,9.602309e-06,0.0001
3540,,,,,,,1.91,-0.15127054999999998,0.87,0,118,14173,,,,,,,,,,
3570,-0.05236690402496606,3570,0.94,1460,0,1.4,,,,,,,7.919967805118944e-05,0.0,0.2,0.19806293547153472,-0.8135851979255676,0.0959816500544548,-0.7831158638000488,590,7.6433025e-06,0.0001
3570,,,,,,,1.88,-0.15025145999999998,0.87,0,119,14289,,,,,,,,,,
3600,-0.11711918648332358,3600,0.9,1471,0,1.54,,,,,,,-7.332960182537817e-06,0.0,0.2,0.21636293232440948,-0.8087986826896667,0.09877140074968338,0.06615954637527466,595,1.2069941e-05,0.0001
3600,,,,,,,1.92,-0.14166878,0.87,0,120,14408,,,,,,,,,,
3630,-0.008536138590425252,3630,1.0,1482,0,1.18,,,,,,,-0.00016566514885809624,0.0,0.2,0.3499971330165863,-0.8044956803321839,0.16227219998836517,-0.5656497478485107,600,1.5119712e-06,0.0001
3630,,,,,,,2.0,-0.16115525000000003,0.85,0,121,14512,,,,,,,,,,
3660,-0.11256404729094356,3660,0.9,1494,0,1.5,,,,,,,-0.00024070580737287628,0.0,0.2,0.15556582510471345,-0.803508186340332,0.07215405255556107,0.3882485628128052,605,1.34209795e-05,0.0001
3660,,,,,,,2.1,-0.18769270000000002,0.83,0,122,14636,,,,,,,,,,
3690,-0.05149995494633913,3690,0.96,1508,0,1.26,,,,,,,-0.0021674521841728023,0.0,0.2,0.18888067305088044,-0.7894047737121582,0.08572986721992493,0.21174347400665283,610,8.648634e-05,0.0001
3690,,,,,,,2.21,-0.21989235999999998,0.8,0,123,14764,,,,,,,,,,
3720,-0.029976122183725237,3720,0.98,1518,0,1.16,,,,,,,-0.0006150786248809937,0.0,0.2,0.15860828161239623,-0.7684652924537658,0.0726982057094574,0.3236304521560669,615,0.00010567705,0.0001
3720,,,,,,,2.27,-0.25266813,0.77,0,124,14867,,,,,,,,,,
3750,-0.11828578519634902,3750,0.9,1531,0,1.52,,,,,,,-0.00031634132144970907,0.0,0.2,0.17791778445243836,-0.7523180961608886,0.0832955464720726,0.05704319477081299,620,8.316438e-05,0.0001
3750,,,,,,,2.33,-0.2713347100000001,0.75,0,125,14995,,,,,,,,,,
3780,-0.05071018340997398,3780,0.96,1545,0,1.26,,,,,,,-0.002713044470486636,0.0,0.2,0.22053847908973695,-0.7355484008789063,0.10082276910543442,-0.041443467140197754,625,0.0001309514,0.0001
3780,,,,,,,2.41,-0.28650426,0.75,0,126,15128,,,,,,,,,,
3810,-0.009963981886394323,3810,0.98,1559,0,1.2,,,,,,,0.0008616352065775601,0.0,0.2,0.18802423775196075,-0.7156481385231018,0.08831223845481873,0.10914671421051025,630,3.891786e-05,0.0001
3810,,,,,,,2.42,-0.29003646000000005,0.76,0,127,15238,,,,,,,,,,
3840,-0.027981145870871842,3840,0.98,1570,0,1.14,,,,,,,-0.0016429249860812067,0.0,0.2,0.2555981159210205,-0.7204187154769898,0.11473331600427628,-0.06325554847717285,635,4.4848523e-05,0.0001
3840,,,,,,,2.45,-0.32039461,0.75,0,128,15341,,,,,,,,,,
3870,-0.031980929765850305,3870,0.98,1584,0,1.3,,,,,,,2.124349290824057e-05,0.0,0.2,0.45384515523910524,-0.7018017053604126,0.2226295918226242,0.0478706955909729,640,2.892812e-06,0.0001
3870,,,,,,,2.29,-0.26009341999999996,0.8,0,129,15463,,,,,,,,,,
3900,-0.09614595943596214,3900,0.92,1599,0,1.5,,,,,,,-0.0004108894737751001,0.0,0.2,0.1654721677303314,-0.6992897152900696,0.07884950190782547,-0.30813872814178467,645,8.455912e-06,0.0001
3900,,,,,,,2.32,-0.26546972,0.79,0,130,15585,,,,,,,,,,
3930,-0.07373216863255948,3930,0.94,1612,0,1.32,,,,,,,-0.0011184497546246064,0.0,0.2,0.18729694485664367,-0.6960712194442749,0.08680477738380432,0.2294631004333496,650,2.6480357e-05,0.0001
3930,,,,,,,2.25,-0.24178499000000006,0.81,0,131,15701,,,,,,,,,,
3960,-0.012394645237363874,3960,1.0,1623,0,1.18,,,,,,,-0.0008443021929508632,0.0,0.2,0.16246456801891326,-0.7045374393463135,0.07484490424394608,0.3902788758277893,655,8.056561e-05,0.0001
3960,,,,,,,2.28,-0.25496097,0.8,0,132,15804,,,,,,,,,,
3990,-0.12326920962892472,3990,0.88,1640,0,1.62,,,,,,,0.00048397342363983855,0.0,0.2,0.17372984290122986,-0.7138830423355103,0.08116046339273453,0.3131338953971863,660,4.6690307e-06,0.0001
3990,,,,,,,2.22,-0.25284149,0.79,0,133,15938,,,,,,,,,,
4020,-0.1138000572193414,4020,0.9,1659,0,1.54,,,,,,,-5.95931221263335e-05,0.0,0.2,0.24904593229293823,-0.7150321960449219,0.11763705313205719,-0.26429784297943115,665,2.6206176e-06,0.0001
4020,,,,,,,2.1,-0.24294782,0.8,0,134,16074,,,,,,,,,,
4050,-0.0545002972939983,4050,0.96,1674,0,1.48,,,,,,,-0.0008965265630589414,0.0,0.2,0.26260729432106017,-0.7199188947677613,0.12522096931934357,0.21670591831207275,670,1.8368164e-05,0.0001
4050,,,,,,,2.04,-0.21357197000000003,0.82,0,135,16208,,,,,,,,,,
4080,-0.07332818781025707,4080,0.94,1684,0,1.38,,,,,,,0.0004036215847982305,0.0,0.2,0.1511743575334549,-0.7294256329536438,0.07276502251625061,0.4225122332572937,675,9.71357e-06,0.0001
4080,,,,,,,2.14,-0.25098385000000006,0.79,0,136,16324,,,,,,,,,,
4110,-0.05406026172451675,4110,0.94,1697,0,1.36,,,,,,,-0.00014877478087598205,0.0,0.2,0.22811944782733917,-0.7293990731239319,0.10856566578149796,0.3158171772956848,680,5.7379407e-06,0.0001
4110,,,,,,,2.18,-0.26818361,0.77,0,137,16448,,,,,,,,,,
4140,-0.13288471116684378,4140,0.88,1709,0,1.56,,,,,,,-0.0010043704533018172,0.0,0.2,0.19423537254333495,-0.7308373332023621,0.09016256034374237,0.1456533670425415,685,2.0039082e-05,0.0001
4140,,,,,,,2.18,-0.25865159000000004,0.77,0,138,16599,,,,,,,,,,
4170,-0.051174676953814925,4170,0.96,1729,0,1.22,,,,,,,-0.0008580799982883747,0.0,0.2,0.15086760520935058,-0.7381151199340821,0.07148808240890503,0.301399827003479,690,3.9025148e-05,0.0001
4170,,,,,,,1.96,-0.21928157000000004,0.82,0,139,16718,,,,,,,,,,
4200,-0.14973728994838895,4200,0.86,1740,0,1.78,,,,,,,-0.0006594324160444032,0.0,0.2,0.23061506748199462,-0.7631516337394715,0.10650037229061127,-0.07327067852020264,695,0.00014483332,0.0001
4200,,,,,,,2.1,-0.26066758,0.79,0,140,16871,,,,,,,,,,
4230,-0.05284444727934897,4230,0.94,1763,0,1.38,,,,,,,-0.0003850483919570991,0.0,0.2,0.25702851414680483,-0.7305218935012817,0.12488164007663727,0.24288088083267212,700,9.3599165e-06,0.0001
4230,,,,,,,2.02,-0.21802035,0.82,0,141,16993,,,,,,,,,,
4260,-0.16147185866255312,4260,0.86,1773,0,1.64,,,,,,,-0.0009313070750796015,0.0,0.2,0.16096352338790892,-0.7270157217979432,0.07246163487434387,-44.37686538696289,705,1.6466776e-05,0.0001
4260,,,,,,,2.11,-0.26542279,0.79,0,142,17141,,,,,,,,,,
4290,-0.03571117433253676,4290,0.94,1785,0,1.42,,,,,,,0.0001730199606392091,0.0,0.2,0.47655407190322874,-0.7220881223678589,0.23403239250183105,-0.055538058280944824,710,3.9339065e-07,0.0001
4290,,,,,,,2.09,-0.25482655,0.8,0,143,17285,,,,,,,,,,
4320,-0.02786118400283158,4320,0.98,1797,0,1.1,,,,,,,-0.0004115915321744268,0.0,0.2,0.25042715668678284,-0.7206467866897583,0.11671754717826843,0.0719347596168518,715,8.668502e-06,0.0001
4320,,,,,,,2.06,-0.24642145,0.82,0,144,17401,,,,,,,,,,
4350,-0.02895660319365561,4350,0.98,1809,0,1.16,,,,,,,-0.00040190896387954923,0.0,0.2,0.22145574986934663,-0.7209756374359131,0.10748766362667084,0.2029576301574707,720,2.4837256e-05,0.0001
4350,,,,,,,2.14,-0.26434556,0.81,0,145,17512,,,,,,,,,,
4380,-0.0720713276648894,4380,0.94,1820,0,1.38,,,,,,,-0.001336963613672637,0.0,0.2,0.165963813662529,-0.7332347273826599,0.07777545601129532,0.2642142176628113,725,0.00010629495,0.0001
4380,,,,,,,2.23,-0.28158488000000004,0.79,0,146,17624,,,,,,,,,,
4410,-0.09705290922429413,4410,0.92,1834,0,1.44,,,,,,,0.0006155858367371536,0.0,0.2,0.2181532621383667,-0.7490129709243775,0.10476744174957275,0.047515153884887695,730,5.509456e-05,0.0001
4410,,,,,,,2.27,-0.27814584,0.78,0,147,17753,,,,,,,,,,
4440,-0.11334416474215686,4440,0.9,1852,0,1.46,,,,,,,-0.000757261500596762,0.0,0.2,0.23505951464176178,-0.7606383204460144,0.10715200006961823,0.015388667583465576,735,3.4640234e-05,0.0001
4440,,,,,,,2.26,-0.28219226999999997,0.78,0,148,17884,,,,,,,,,,
4470,-0.011077519659884273,4470,1.0,1868,0,1.24,,,,,,,-0.000293625397947217,0.0,0.2,0.2001533478498459,-0.7483108878135681,0.09457768499851227,0.2667728662490845,740,1.1114279e-05,0.0001
4470,,,,,,,2.24,-0.27078194,0.77,0,149,17994,,,,,,,,,,
4500,-0.03148839188273996,4500,0.96,1886,0,1.24,,,,,,,-0.0006608106952626259,0.0,0.2,0.1516059011220932,-0.7380335688591003,0.07152867317199707,0.2384163737297058,745,4.7987698e-05,0.0001
4500,,,,,,,2.04,-0.21715711999999993,0.81,0,150,18112,,,,,,,,,,
4530,-0.05006122666876763,4530,0.96,1902,0,1.22,,,,,,,0.00014393945651463013,0.0,0.2,0.1118756279349327,-0.7287691473960877,0.05021153762936592,0.37628304958343506,750,1.40825905e-05,0.0001
4530,,,,,,,1.93,-0.16349163,0.84,0,151,18231,,,,,,,,,,
4560,-0.052764901970513166,4560,0.94,1916,0,1.44,,,,,,,-8.426189560850617e-05,0.0,0.2,0.15051805973052979,-0.725186288356781,0.06642354279756546,-0.07045161724090576,755,1.4940898e-06,0.0001
4560,,,,,,,1.9,-0.16327707,0.85,0,152,18351,,,,,,,,,,
4590,-0.07004054639488459,4590,0.94,1934,0,1.28,,,,,,,-0.0005791405827039852,0.0,0.2,0.1958993434906006,-0.7255329251289367,0.09597031027078629,0.07318401336669922,760,1.6653537e-05,0.0001
4590,,,,,,,1.78,-0.12228598000000002,0.9,0,153,18465,,,,,,,,,,
4620,-0.07830146374180913,4620,0.94,1950,0,1.44,,,,,,,-0.0009453908707172332,0.0,0.2,0.043962400406599045,-0.7199645638465881,0.018087657168507576,-2.3403208255767822,765,4.9809616e-05,0.0001
4620,,,,,,,1.85,-0.12011315,0.9,0,154,18580,,,,,,,,,,
4650,-0.009707355052232742,4650,0.96,1965,0,1.24,,,,,,,-0.0033692485202724944,0.0,0.2,0.29097885489463804,-0.7001455307006836,0.1335529386997223,-0.08067929744720459,770,0.00024331013,0.0001
4650,,,,,,,1.8,-0.12548555,0.91,0,155,18691,,,,,,,,,,
4680,-0.11512029216624796,4680,0.9,1980,0,1.5,,,,,,,0.0013380430048950843,0.0,0.2,0.3020729959011078,-0.6811338663101196,0.13945773243904114,0.20670688152313232,775,5.8859587e-05,0.0001
4680,,,,,,,1.9,-0.14015905999999997,0.89,0,156,18812,,,,,,,,,,
4710,-0.03186837294138968,4710,0.98,1997,0,1.24,,,,,,,-0.0012267398651843564,0.0,0.2,0.16086629033088684,-0.6718455076217651,0.07527962327003479,0.0031440258026123047,780,4.3263037e-05,0.0001
4710,,,,,,,1.87,-0.16064406,0.88,0,157,18922,,,,,,,,,,
4740,-0.010329439439810812,4740,0.98,2006,0,1.3,,,,,,,-0.00208235740584044,0.0,0.2,0.14855603873729706,-0.6546187281608582,0.06529884785413742,0.4116751551628113,785,0.00010568301,0.0001
4740,,,,,,,1.97,-0.18741995000000003,0.86,0,158,19031,,,,,,,,,,
4770,-0.02986841353587806,4770,0.98,2021,0,1.22,,,,,,,-0.0012854079490836057,0.0,0.2,0.2533058911561966,-0.634884512424469,0.11652977019548416,0.31686675548553467,790,4.4993558e-05,0.0001
4770,,,,,,,2.05,-0.22591282,0.83,0,159,19135,,,,,,,,,,
4800,-0.051732237185351554,4800,0.96,2035,0,1.28,,,,,,,0.00010625163398803039,0.0,0.2,0.18819593787193298,-0.6164966583251953,0.09114551544189453,0.3606998324394226,795,4.069209e-05,0.0001
4800,,,,,,,2.09,-0.24222471999999995,0.8,0,160,19249,,,,,,,,,,
4830,-0.07859710869845003,4830,0.92,2053,0,1.38,,,,,,,-0.0008622737686764026,0.0,0.2,0.21210397481918336,-0.6037686705589295,0.099648617208004,-0.05048668384552002,800,2.7622778e-05,0.0001
4830,,,,,,,2.06,-0.23216609000000002,0.81,0,161,19362,,,,,,,,,,
4860,-0.09236721627879887,4860,0.92,2068,0,1.38,,,,,,,0.0004849185542362022,0.0,0.2,0.10845312178134918,-0.5943730473518372,0.04936978220939636,0.4270728826522827,805,6.934007e-06,0.0001
4860,,,,,,,2.01,-0.20423914000000004,0.83,0,162,19487,,,,,,,,,,
4890,-0.09528260633349418,4890,0.92,2082,0,1.38,,,,,,,-0.0003046405302548294,0.0,0.2,0.16912195086479187,-0.5915762543678283,0.07754390686750412,-0.6304765939712524,810,7.255872e-06,0.0001
4890,,,,,,,2.07,-0.22580086,0.82,0,163,19606,,,,,,,,,,
4920,-0.074053824711591,4920,0.92,2097,0,1.42,,,,,,,-0.00020683924599644853,0.0,0.2,0.2484058290719986,-0.585318660736084,0.12357903271913528,0.23997408151626587,815,2.2248427e-05,0.0001
4920,,,,,,,2.1,-0.23258971999999997,0.82,0,164,19728,,,,,,,,,,
4950,-0.029868203438818453,4950,0.98,2111,0,1.24,,,,,,,-0.000908281011506773,0.0,0.2,0.41001932621002196,-0.5786953091621398,0.18753814697265625,0.09419584274291992,820,2.7362506e-05,0.0001
4950,,,,,,,1.98,-0.18979742000000002,0.85,0,165,19839,,,,,,,,,,
4980,-0.11252700145356358,4980,0.9,2122,0,1.48,,,,,,,-0.0020114842631542727,0.0,0.2,0.2534263640642166,-0.568692147731781,0.11063142865896225,0.011209189891815186,825,6.258885e-05,0.0001
4980,,,,,,,2.03,-0.21769012,0.83,0,166,19966,,,,,,,,,,
5010,-0.07674936983734369,5010,0.94,2139,0,1.54,,,,,,,-0.00019144654109055638,0.0,0.2,0.2633458346128464,-0.5554726243019104,0.11461585760116577,0.28472334146499634,830,6.875396e-05,0.0001
5010,,,,,,,2.02,-0.20811542999999996,0.84,0,167,20105,,,,,,,,,,
5040,-0.028986118119210005,5040,0.98,2153,0,1.18,,,,,,,-0.000746828720827608,0.0,0.2,0.22886927127838136,-0.5455178260803223,0.12110363692045212,-1.1942636966705322,835,2.4324656e-05,0.0001
5040,,,,,,,2.11,-0.22339122,0.83,0,168,20216,,,,,,,,,,
5070,-0.030568495993502438,5070,0.98,2171,0,1.32,,,,,,,-0.001506788725188457,0.0,0.2,0.31129679679870603,-0.5460040926933288,0.14336591958999634,-0.1736220121383667,840,7.3023635e-05,0.0001
5070,,,,,,,2.02,-0.20870865,0.84,0,169,20346,,,,,,,,,,
5100,-0.09764356370549648,5100,0.92,2183,0,1.46,,,,,,,7.27721052438568e-05,0.0,0.2,0.2209795206785202,-0.527826476097107,0.09662681072950363,-0.23541808128356934,845,5.408128e-06,0.0001
5100,,,,,,,2.07,-0.22113454000000002,0.83,0,170,20470,,,,,,,,,,
5130,-0.031059650899842382,5130,0.98,2194,0,1.34,,,,,,,-8.528590195027164e-05,0.0,0.2,0.3305152416229248,-0.5230457186698914,0.15562041103839874,-0.7760350704193115,850,1.8040339e-06,0.0001
5130,,,,,,,2.13,-0.23299839000000003,0.82,0,171,20611,,,,,,,,,,
5160,-0.07270915370434522,5160,0.92,2208,0,1.4,,,,,,,-0.00027740041812620577,0.0,0.2,0.14902098178863527,-0.5219707369804383,0.06973425298929214,0.3326534628868103,855,5.018711e-06,0.0001
5160,,,,,,,2.11,-0.21316857,0.82,0,172,20723,,,,,,,,,,
5190,-0.05307064363732934,5190,0.96,2220,0,1.4,,,,,,,-6.0071547074302954e-05,0.0,0.2,0.14646066427230836,-0.518285620212555,0.06908337026834488,0.2503798007965088,860,9.0201695e-07,0.0001
5190,,,,,,,2.11,-0.18984291000000003,0.83,0,173,20838,,,,,,,,,,
5220,-0.05002060337923467,5220,0.96,2232,0,1.24,,,,,,,8.31206426790132e-06,0.0,0.2,0.1864236056804657,-0.5198959112167358,0.08915293216705322,0.36280786991119385,865,2.3623309e-06,0.0001
5220,,,,,,,2.22,-0.23823405,0.8,0,174,20950,,,,,,,,,,
5250,-0.11554198386613279,5250,0.9,2247,0,1.42,,,,,,,-0.0008023850200700622,0.0,0.2,0.32028819918632506,-0.5142678260803223,0.15422235429286957,0.2977898120880127,870,2.3076931e-05,0.0001
5250,,,,,,,2.25,-0.25502351,0.79,0,175,21077,,,,,,,,,,
5280,-0.07094305534847081,5280,0.94,2264,0,1.34,,,,,,,-0.00015640259208646868,0.0,0.2,0.17715068459510802,-0.5092885017395019,0.08439163863658905,0.1388016939163208,875,7.1028867e-06,0.0001
5280,,,,,,,2.22,-0.25353939999999997,0.79,0,176,21195,,,,,,,,,,
5310,-0.07210682540200651,5310,0.94,2282,0,1.36,,,,,,,-0.0003972592055529134,0.0,0.2,0.17547897398471832,-0.5095653295516968,0.08270388841629028,-0.053804874420166016,880,7.830064e-06,0.0001
5310,,,,,,,2.13,-0.24459140000000001,0.8,0,177,21320,,,,,,,,,,
5340,-0.15775932137854398,5340,0.86,2301,0,1.72,,,,,,,-0.0009683666766306942,0.0,0.2,0.18014216125011445,-0.5045335292816162,0.0826677605509758,0.11504876613616943,885,6.303787e-05,0.0001
5340,,,,,,,1.98,-0.20477156999999999,0.84,0,178,21473,,,,,,,,,,
5370,-0.119533015396446,5370,0.88,2321,0,1.58,,,,,,,-0.0008658305838856961,0.0,0.2,0.12650384306907653,-0.4930604875087738,0.05799374729394913,0.21298617124557495,890,8.6184344e-05,0.0001
5370,,,,,,,1.79,-0.16388994,0.89,0,179,21604,,,,,,,,,,
5400,-0.13425911613740027,5400,0.88,2339,0,1.58,,,,,,,-0.000360353196155927,0.0,0.2,0.08031970337033272,-0.47998756170272827,0.03008205257356167,-14.149447441101074,895,2.4692217e-05,0.0001
5400,,,,,,,1.62,-0.09873075,0.94,0,180,21738,,,,,,,,,,
5430,-0.006815124414861202,5430,1.0,2351,0,1.04,,,,,,,-7.044126672539619e-05,0.0,0.2,0.11320537030696869,-0.4709872484207153,0.05435589328408241,0.08467435836791992,900,1.3522307e-05,0.0001
5430,,,,,,,1.75,-0.13692752,0.9,0,181,21838,,,,,,,,,,
5460,-0.0313400911167264,5460,0.98,2368,0,1.32,,,,,,,-0.00031153997755666295,0.0,0.2,0.3414819300174713,-0.4647440493106842,0.15678195655345917,0.1593034863471985,905,7.088979e-06,0.0001
5460,,,,,,,1.72,-0.12142162,0.92,0,182,21954,,,,,,,,,,
5490,-0.007755046640522778,5490,1.0,2377,0,1.16,,,,,,,-0.00019842148120607916,0.0,0.2,0.19169235825538636,-0.46118109226226806,0.08999273180961609,-0.03106510639190674,910,6.2167646e-06,0.0001
5490,,,,,,,1.82,-0.14251586,0.9,0,183,22056,,,,,,,,,,
5520,-0.07420466863084585,5520,0.92,2392,0,1.38,,,,,,,-0.0002691670308323069,0.0,0.2,0.2268286019563675,-0.46533292531967163,0.09903621673583984,0.34676623344421387,915,2.4141867e-05,0.0001
5520,,,,,,,1.98,-0.20102693,0.86,0,184,22183,,,,,,,,,,
5550,-0.032342247483320534,5550,0.98,2405,0,1.18,,,,,,,-2.9587547857445885e-05,0.0,0.2,0.17860412001609802,-0.46945380568504336,0.08289503306150436,0.37154489755630493,920,9.715557e-07,0.0001
5550,,,,,,,1.99,-0.20927537999999998,0.84,0,185,22292,,,,,,,,,,
5580,-0.05451458860188722,5580,0.96,2419,0,1.3,,,,,,,-0.00117369593276333,0.0,0.2,0.2691836655139923,-0.46562048196792605,0.13136836886405945,-0.1358628273010254,925,2.0716589e-05,0.0001
5580,,,,,,,2.11,-0.23021189,0.82,0,186,22505,,,,,,,,,,
