env/n_steps,eval/success_rate,eval/mean_ep_length,time/total_timesteps,env/current_idx,eval/mean_reward,env/completion_counter,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss
62100,0.96,1.22,62100,30321,-0.05124460178427398,0,,,,,,,0.0001,0.15985381826758385,-0.07420616522431374,0.053003404289484024,1030,0.0,0.29840826988220215,5.960348e-06,0.2,-4.253082046155043e-05
,,,62100,,,,89875,0,-0.20273093,207,0.85,1.94,,,,,,,,,,
62400,0.92,1.38,62400,30476,-0.09461148239672185,0,,,,,,,0.0001,0.17803571373224258,-0.0724710576236248,0.0745282769203186,1035,0.0,0.3004691004753113,2.2933818e-08,0.2,4.617531191364321e-06
,,,62400,,,,90349,0,-0.18874556000000006,208,0.88,1.83,,,,,,,,,,
62700,0.94,1.38,62700,30634,-0.07065648504532873,0,,,,,,,0.0001,0.21342867165803908,-0.07178447246551514,0.09143433719873428,1040,0.0,0.23758536577224731,6.0372986e-07,0.2,-3.64346722728115e-05
,,,62700,,,,90810,0,-0.21033309000000003,209,0.82,1.95,,,,,,,,,,
63000,0.94,1.46,63000,30807,-0.07562825239263475,0,,,,,,,0.0001,0.19279613643884658,-0.07085000425577163,0.09423546493053436,1045,0.0,0.22624832391738892,1.7312017e-07,0.2,-1.3308514681398265e-06
,,,63000,,,,91293,0,-0.10183741000000002,210,0.93,1.65,,,,,,,,,,
63300,0.96,1.32,63300,30941,-0.054782006861642,0,,,,,,,0.0001,0.17029136419296265,-0.0707881435751915,0.07067722082138062,1050,0.0,0.269428551197052,3.3702236e-07,0.2,-3.9004255085828275e-05
,,,63300,,,,91750,0,-0.24754389999999998,211,0.75,2.32,,,,,,,,,,
63600,0.9,1.5,63600,31093,-0.11929601742886006,0,,,,,,,0.0001,0.2077028587460518,-0.0703266903758049,0.09492228925228119,1055,0.0,0.14169692993164062,4.5195603e-07,0.2,-7.273223243053906e-06
,,,63600,,,,92197,0,-0.21036315000000003,212,0.83,1.86,,,,,,,,,,
63900,0.94,1.4,63900,31257,-0.07379063492640853,0,,,,,,,0.0001,0.1534653753042221,-0.0693045787513256,0.068808414041996,1060,0.0,0.4107550382614136,1.9986182e-06,0.2,-0.00016437234686570435
,,,63900,,,,92636,0,-0.18847406,213,0.85,1.85,,,,,,,,,,
64200,0.98,1.4,64200,31412,-0.03457921805791557,0,,,,,,,0.0001,0.18107377886772155,-0.06682682782411575,0.09954776614904404,1065,0.0,0.26370495557785034,2.3627654e-06,0.2,-5.6127374145331646e-05
,,,64200,,,,93138,0,-0.20714836000000003,214,0.83,1.99,,,,,,,,,,
64500,0.94,1.34,64500,31584,-0.07287444392219186,0,,,,,,,0.0001,0.1801057055592537,-0.06694828346371651,0.10847214609384537,1070,0.0,0.2836357355117798,8.820789e-07,0.2,-1.832217570836292e-05
,,,64500,,,,93617,0,-0.10279305999999998,215,0.93,1.58,,,,,,,,,,
64800,0.94,1.3,64800,31737,-0.03589293242432177,0,,,,,,,0.0001,0.17556675672531127,-0.06826558932662011,0.08111226558685303,1075,0.0,0.25721490383148193,4.29973e-05,0.2,-0.00011588853174711033
,,,64800,,,,94309,0,-0.20887881,216,0.83,1.97,,,,,,,,,,
65100,0.96,1.28,65100,31875,-0.04965642496477812,0,,,,,,,0.0001,0.20389552414417267,-0.06442750617861748,0.09339854121208191,1080,0.0,0.13030356168746948,2.2224108e-06,0.2,-2.0782569399102614e-05
,,,65100,,,,94771,0,-0.25142235999999996,217,0.78,2.27,,,,,,,,,,
65400,0.94,1.4,65400,32036,-0.07336684563662857,0,,,,,,,0.0001,0.17152484357357026,-0.0639902338385582,0.07299523800611496,1085,0.0,0.2791103720664978,9.374608e-08,0.2,-3.5530337530786937e-06
,,,65400,,,,95241,0,-0.16892863000000002,218,0.86,1.83,,,,,,,,,,
65700,0.98,1.18,65700,32191,-0.00897207243833691,0,,,,,,,0.0001,0.15551577508449554,-0.06386805027723312,0.07080386579036713,1090,0.0,0.34298092126846313,6.053597e-08,0.2,-3.1747346259436426e-06
,,,65700,,,,95683,0,-0.21255107999999998,219,0.84,1.86,,,,,,,,,,
66000,0.9,1.52,66000,32341,-0.054259469718672335,0,,,,,,,0.0001,0.18486265391111373,-0.06406875029206276,0.10131197422742844,1095,0.0,0.27714914083480835,4.3038744e-07,0.2,-2.7006779749472187e-05
,,,66000,,,,96220,0,-0.21296986999999998,220,0.83,1.86,,,,,,,,,,
66300,0.9,1.44,66300,32487,-0.09536741335410624,0,,,,,,,0.0001,0.17014706879854202,-0.06318790167570114,0.09015779197216034,1100,0.0,0.39494162797927856,7.5786375e-08,0.2,-1.4717461785007658e-05
,,,66300,,,,96698,0,-0.26186043999999997,221,0.8,2.12,,,,,,,,,,
66600,0.92,1.44,66600,32644,-0.09419953792355955,0,,,,,,,0.0001,0.23610672652721404,-0.06332742273807526,0.12941256165504456,1105,0.0,0.19206446409225464,1.7156655e-06,0.2,-7.578503044154416e-05
,,,66600,,,,97190,0,-0.18710271000000003,222,0.84,1.82,,,,,,,,,,
66900,0.96,1.36,66900,32804,-0.03188364881556481,0,,,,,,,0.0001,0.18354137390851974,-0.06267194524407387,0.09338275343179703,1110,0.0,0.2531919479370117,7.1013346e-08,0.2,-3.8468530794588675e-06
,,,66900,,,,97649,0,-0.26069751,223,0.81,2.05,,,,,,,,,,
67200,0.98,1.16,67200,32954,-0.028730234708637,0,,,,,,,0.0001,0.19797048717737198,-0.06260210126638413,0.0848030298948288,1115,0.0,0.25038713216781616,4.8894435e-09,0.2,-4.892068151463036e-07
,,,67200,,,,98080,0,-0.2129943999999999,224,0.81,2.02,,,,,,,,,,
67500,0.9,1.58,67500,33099,-0.11842241982929408,0,,,,,,,0.0001,0.19445962756872176,-0.06247025579214096,0.07858514040708542,1120,0.0,0.141945481300354,1.8851133e-06,0.2,-0.00010998668096213748
,,,67500,,,,98544,0,-0.22110001,225,0.82,2.06,,,,,,,,,,
67800,0.92,1.38,67800,33255,-0.0718269270239398,0,,,,,,,0.0001,0.16867324486374854,-0.0608594499528408,0.061008334159851074,1125,0.0,0.3213804364204407,2.1187589e-07,0.2,-1.1577821242170216e-06
,,,67800,,,,99025,0,-0.16678378,226,0.87,1.83,,,,,,,,,,
