env/n_steps,eval/success_rate,eval/mean_ep_length,time/total_timesteps,env/current_idx,eval/mean_reward,env/completion_counter,time/time_elapsed,time/fps,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,train/learning_rate,train/value_loss,train/entropy_loss,train/loss,train/n_updates,train/clip_fraction,train/explained_variance,train/approx_kl,train/clip_range,train/policy_gradient_loss
,,,34500,,,,50218,0,-0.27137791000000006,115,0.78,2.16,,,,,,,,,,
34800,0.94,1.32,34800,16278,-0.0699771862430498,0,,,,,,,0.0001,0.17746412605047227,-0.17015081346035005,0.07781407982110977,575,0.0,0.3420264720916748,5.963957e-07,0.2,-1.6517678986005534e-05
,,,34800,,,,50652,0,-0.24832915000000003,116,0.78,2.24,,,,,,,,,,
35100,0.96,1.38,35100,16450,-0.0522602727310732,0,,,,,,,0.0001,0.20969443768262863,-0.1689264863729477,0.11157166957855225,580,0.0,0.22764074802398682,4.5999927e-06,0.2,-9.098583873310418e-05
,,,35100,,,,51059,0,-0.11517956999999997,117,0.91,1.78,,,,,,,,,,
35400,0.92,1.42,35400,16601,-0.09649053241126239,0,,,,,,,0.0001,0.14972590133547783,-0.16540224701166154,0.07148633897304535,585,0.0,0.15414339303970337,5.398877e-06,0.2,5.7555617058824285e-05
,,,35400,,,,51479,0,-0.22830451,118,0.81,2.06,,,,,,,,,,
35700,1.0,1.06,35700,16748,-0.006989624449051917,0,,,,,,,0.0001,0.17915028631687163,-0.16423842906951905,0.09008537977933884,590,0.0,0.35425227880477905,7.074559e-07,0.2,-1.692815898053368e-05
,,,35700,,,,51890,0,-0.23554234999999998,119,0.8,2.17,,,,,,,,,,
36000,0.92,1.48,36000,16907,-0.09845600950531662,0,,,,,,,0.0001,0.18720303773880004,-0.16350888311862946,0.0876634418964386,595,0.0,0.2668360471725464,1.3663878e-06,0.2,-4.39721577714991e-05
,,,36000,,,,52308,0,-0.21087171999999998,120,0.85,1.82,,,,,,,,,,
36300,0.96,1.36,36300,17068,-0.03340286088176072,0,,,,,,,0.0001,0.17610808536410333,-0.16268988996744155,0.055271148681640625,600,0.0,0.31578755378723145,3.2514695e-06,0.2,-0.00012043195152227071
,,,36300,,,,52744,0,-0.18846838999999999,121,0.86,1.79,,,,,,,,,,
36600,0.96,1.22,36600,17227,-0.05265916255302727,0,,,,,,,0.0001,0.1813104048371315,-0.159788978099823,0.09239566326141357,605,0.0,0.30089080333709717,8.788055e-06,0.2,-0.0001081510840073463
,,,36600,,,,53158,0,-0.19220347999999998,122,0.84,2.01,,,,,,,,,,
36900,1.0,1.1,36900,17381,-0.007427332857623696,0,,,,,,,0.0001,0.17576334476470948,-0.1587918370962143,0.08596751093864441,610,0.0,0.30730700492858887,9.26412e-07,0.2,-3.861918280563259e-05
,,,36900,,,,53560,0,-0.20942754000000005,123,0.84,1.94,,,,,,,,,,
37200,0.94,1.46,37200,17540,-0.05221695868764073,0,,,,,,,0.0001,0.1625668838620186,-0.16106798499822617,0.07976595312356949,615,0.0,0.436038076877594,9.817357e-06,0.2,-0.00023927454722896257
,,,37200,,,,53976,0,-0.16001721999999996,124,0.87,1.82,,,,,,,,,,
37500,0.94,1.4,37500,17701,-0.07655956992413848,0,,,,,,,0.0001,0.2079857736825943,-0.16471166014671326,0.0989929735660553,620,0.0,0.15173369646072388,2.1776439e-06,0.2,1.0884903829833092e-05
,,,37500,,,,54433,0,-0.18585854,125,0.85,1.83,,,,,,,,,,
37800,0.9,1.46,37800,17862,-0.07270578582771123,0,,,,,,,0.0001,0.1990780621767044,-0.164443339407444,0.12809441983699799,625,0.0,0.2706252336502075,1.38893e-05,0.2,-0.0002699162598382543
,,,37800,,,,54853,0,-0.20149343000000006,126,0.84,1.92,,,,,,,,,,
38100,0.96,1.24,38100,18021,-0.04982828456908464,0,,,,,,,0.0001,0.1935788497328758,-0.16901060044765473,0.09108663350343704,630,0.005326704680919647,0.3381485342979431,0.0003225813,0.2,-0.0008159889132485886
,,,38100,,,,55271,0,-0.15917938000000004,127,0.88,1.77,,,,,,,,,,
38400,0.94,1.38,38400,18187,-0.07580896283499897,0,,,,,,,0.0001,0.17152393609285355,-0.15593003779649733,0.07497749477624893,635,0.0,0.30101853609085083,2.1152664e-06,0.2,-0.00011038125463969095
,,,38400,,,,55677,0,-0.12512708,128,0.91,1.82,,,,,,,,,,
38700,0.96,1.24,38700,18351,-0.04933056988753379,0,,,,,,,0.0001,0.19095713794231414,-0.1526818424463272,0.07098248600959778,640,0.0,0.21834862232208252,1.0637661e-05,0.2,-0.00026831900987289714
,,,38700,,,,56090,0,-0.18526934000000003,129,0.84,1.98,,,,,,,,,,
39000,0.94,1.52,39000,18520,-0.07954037244431675,0,,,,,,,0.0001,0.19242350608110428,-0.14921093881130218,0.09407784044742584,645,0.0,0.1934349536895752,2.2506574e-06,0.2,-4.93695881401024e-05
,,,39000,,,,56543,0,-0.20262004,130,0.85,1.77,,,,,,,,,,
39300,0.92,1.42,39300,18678,-0.09338159539736807,0,,,,,,,0.0001,0.16210442185401916,-0.14641203433275224,0.08054172992706299,650,0.0,0.33717989921569824,8.135822e-06,0.2,-0.0001873526767830924
,,,39300,,,,56982,0,-0.19628370999999997,131,0.84,1.93,,,,,,,,,,
39600,0.9,1.48,39600,18838,-0.1218009398970753,0,,,,,,,0.0001,0.1572724848985672,-0.14225964397192,0.05838330090045929,655,0.0,0.3096778988838196,4.163361e-06,0.2,-0.0001767184191095339
,,,39600,,,,57397,0,-0.18455543999999996,132,0.85,1.85,,,,,,,,,,
39900,0.98,1.2,39900,18998,-0.029206650853157042,0,,,,,,,0.0001,0.19170066118240356,-0.1385778307914734,0.08755133301019669,660,0.00078125,0.08200716972351074,0.00011354832,0.2,-0.0003167045982742422
,,,39900,,,,57811,0,-0.18495889,133,0.85,1.79,,,,,,,,,,
40200,0.96,1.22,40200,19151,-0.04974147822707892,0,,,,,,,0.0001,0.19594934284687043,-0.13550524264574051,0.09979673475027084,665,0.0,0.3102421760559082,7.0090277e-06,0.2,-0.00014051733517366215
,,,40200,,,,58251,0,-0.22942915000000005,134,0.83,2.09,,,,,,,,,,
40500,0.98,1.24,40500,19318,-0.010218290234915913,0,,,,,,,0.0001,0.19168505370616912,-0.13308891505002976,0.10329274088144302,670,0.0,0.21831101179122925,1.3931591e-05,0.2,-0.00022714445897165092
,,,40500,,,,58656,0,-0.16909524999999997,135,0.86,1.82,,,,,,,,,,
40800,0.98,1.26,40800,19481,-0.02983817242551595,0,,,,,,,0.0001,0.20958322733640672,-0.13089496940374373,0.11172424256801605,675,0.0,0.20729386806488037,1.20761215e-05,0.2,-0.0002746336061548504
,,,40800,,,,59075,0,-0.15994408,136,0.89,1.77,,,,,,,,,,
41100,0.98,1.38,41100,19642,-0.03327730641234666,0,,,,,,,0.0001,0.16838840246200562,-0.12825596779584886,0.08219096809625626,680,0.0,0.33710789680480957,4.319707e-06,0.2,-8.561025950366563e-05
,,,41100,,,,59495,0,-0.18359544,137,0.88,1.93,,,,,,,,,,
41400,0.9,1.58,41400,19782,-0.11465283234138042,0,,,,,,,0.0001,0.1925539568066597,-0.12736307829618454,0.08095715194940567,685,0.0,0.2309894561767578,3.676396e-07,0.2,-7.498840034259047e-07
,,,41400,,,,59935,0,-0.27064611,138,0.78,2.15,,,,,,,,,,
41700,0.98,1.14,41700,19945,-0.007715891976840794,0,,,,,,,0.0001,0.22481266111135484,-0.1272476628422737,0.1113588884472847,690,0.0,0.18454086780548096,5.027978e-07,0.2,-3.885531615104299e-05
,,,41700,,,,60332,0,-0.15339119,139,0.88,1.89,,,,,,,,,,
42000,0.96,1.2,42000,20099,-0.029017839478328825,0,,,,,,,0.0001,0.19404328912496566,-0.12734237164258957,0.06868430972099304,695,0.0,0.2090524435043335,2.4070562e-06,0.2,-4.084287265051501e-05
,,,42000,,,,60736,0,-0.24604294999999993,140,0.8,2.03,,,,,,,,,,
42300,0.96,1.24,42300,20256,-0.05032535866368562,0,,,,,,,0.0001,0.22137997001409532,-0.12783019840717316,0.1161825880408287,700,0.0,0.25532329082489014,2.1222513e-07,0.2,-2.9602088695845907e-06
,,,42300,,,,61129,0,-0.24386792000000004,141,0.8,2.03,,,,,,,,,,
42600,0.94,1.3,42600,20410,-0.07320879308506846,0,,,,,,,0.0001,0.17581617683172227,-0.1283758983016014,0.0684722363948822,705,0.0,0.3313038945198059,3.901543e-06,0.2,-0.0001310018337458807
,,,42600,,,,61561,0,-0.18772464,142,0.87,1.81,,,,,,,,,,
42900,0.96,1.28,42900,20567,-0.05182136769406497,0,,,,,,,0.0001,0.22743227034807206,-0.13125976622104646,0.12127389013767242,710,0.0,0.21537107229232788,9.160637e-06,0.2,-5.8471873688148436e-05
,,,42900,,,,61981,0,-0.18940034000000006,143,0.84,1.9,,,,,,,,,,
43200,0.94,1.34,43200,20703,-0.05445244860369712,0,,,,,,,0.0001,0.17709089517593385,-0.1332995593547821,0.09103750437498093,715,0.0,0.3307855725288391,3.776513e-07,0.2,-6.007483799308488e-06
,,,43200,,,,62406,0,-0.26046766,144,0.79,2.2,,,,,,,,,,
43500,0.94,1.34,43500,20858,-0.050458153635263445,0,,,,,,,0.0001,0.19537510871887206,-0.1332579016685486,0.09453830122947693,720,0.0,0.2607840895652771,1.3276003e-06,0.2,-3.461530013986192e-05
,,,43500,,,,62821,0,-0.20781031,145,0.83,2.0,,,,,,,,,,
43800,0.94,1.32,43800,21012,-0.056084371744655075,0,,,,,,,0.0001,0.1895527124404907,-0.13158344924449922,0.11584494262933731,725,0.0,0.21460330486297607,3.064517e-06,0.2,-9.809345602604936e-05
,,,43800,,,,63242,0,-0.20840668999999998,146,0.81,2.02,,,,,,,,,,
44100,1.0,1.14,44100,21166,-0.007957472279667855,0,,,,,,,0.0001,0.2232629030942917,-0.1294681966304779,0.12930259108543396,730,0.0,0.04472237825393677,1.2809178e-06,0.2,7.512206211650607e-05
,,,44100,,,,63647,0,-0.21342457,147,0.83,2.01,,,,,,,,,,
44400,0.98,1.28,44400,21337,-0.03297277192119509,0,,,,,,,0.0001,0.2077314078807831,-0.12826090902090073,0.09033508598804474,735,0.0,0.1401132345199585,8.499271e-07,0.2,-3.087817774698465e-05
,,,44400,,,,64083,0,-0.11113128000000001,148,0.91,1.61,,,,,,,,,,
44700,0.96,1.34,44700,21489,-0.051437592050060627,0,,,,,,,0.0001,0.17799088656902312,-0.1269453212618828,0.10386592149734497,740,0.0,0.289553701877594,1.8302817e-06,0.2,-7.061946009159214e-05
,,,44700,,,,64530,0,-0.17623804999999998,149,0.86,1.92,,,,,,,,,,
45000,0.94,1.44,45000,21645,-0.0737045063637197,0,,,,,,,0.0001,0.17326762080192565,-0.1251802034676075,0.10434648394584656,745,0.0,0.2937629818916321,2.7136518e-06,0.2,-4.1041532478480744e-05
,,,45000,,,,64978,0,-0.14127668000000002,150,0.87,1.84,,,,,,,,,,
45300,0.92,1.42,45300,21804,-0.07363198205828667,0,,,,,,,0.0001,0.19348872303962708,-0.12572185397148133,0.09981786459684372,750,0.0,0.19683551788330078,5.5797864e-07,0.2,-2.7770600255472287e-05
,,,45300,,,,65411,0,-0.16813234999999999,151,0.86,1.94,,,,,,,,,,
45600,0.9,1.46,45600,21965,-0.09806697512976825,0,,,,,,,0.0001,0.18883199542760848,-0.12397998198866844,0.11090108007192612,755,0.0,0.15462499856948853,2.0427397e-06,0.2,-2.8415227147071675e-05
,,,45600,,,,65829,0,-0.19225052999999995,152,0.86,1.84,,,,,,,,,,
45900,0.96,1.28,45900,22126,-0.05070949009619653,0,,,,,,,0.0001,0.1952882692217827,-0.12218640968203545,0.09152473509311676,760,0.0,0.34913885593414307,5.8654377e-06,0.2,-0.00022626835960348757
,,,45900,,,,66251,0,-0.17568001999999996,153,0.87,1.92,,,,,,,,,,
46200,0.92,1.48,46200,22262,-0.09431690624449401,0,,,,,,,0.0001,0.20062271803617476,-0.12104471176862716,0.1012868657708168,765,0.003125,0.2601569890975952,0.0012177761,0.2,-0.000682880391502394
,,,46200,,,,66701,0,-0.27109867,154,0.8,2.18,,,,,,,,,,
46500,0.94,1.38,46500,22421,-0.07335831895004957,0,,,,,,,0.0001,0.2222029447555542,-0.11858987286686898,0.10048355162143707,770,0.0,0.27972573041915894,1.7427374e-07,0.2,-9.347870928699819e-06
,,,46500,,,,67125,0,-0.18420649999999994,155,0.85,1.83,,,,,,,,,,
46800,0.98,1.24,46800,22574,-0.02921224124263972,0,,,,,,,0.0001,0.19045677781105042,-0.11831913217902183,0.091717928647995,775,0.0,0.2803761959075928,1.0197982e-07,0.2,-1.1817939494385143e-05
,,,46800,,,,67571,0,-0.22530425,156,0.8,2.06,,,,,,,,,,
47100,0.92,1.44,47100,22732,-0.09359502844046802,0,,,,,,,0.0001,0.18038289099931717,-0.11735650971531868,0.09011240303516388,780,0.0,0.2361757755279541,1.1435815e-05,0.2,-0.00010841705743587226
,,,47100,,,,68025,0,-0.21698035000000002,157,0.84,1.88,,,,,,,,,,
47400,1.0,1.14,47400,22882,-0.008670275490731,0,,,,,,,0.0001,0.17367531806230546,-0.11538951694965363,0.08608928322792053,785,0.0,0.3677977919578552,1.7663697e-06,0.2,-8.887185103958472e-05
,,,47400,,,,68451,0,-0.16752654999999997,158,0.87,1.87,,,,,,,,,,
47700,0.94,1.4,47700,23041,-0.07263185835443436,0,,,,,,,0.0001,0.2085481882095337,-0.11645206212997436,0.11638376116752625,790,0.0,0.12053334712982178,1.1045486e-06,0.2,-5.2587899632605685e-05
,,,47700,,,,68887,0,-0.18354237999999998,159,0.85,1.83,,,,,,,,,,
48000,0.8,1.92,48000,23194,-0.16201117306947707,0,,,,,,,0.0001,0.18510364592075348,-0.11885529160499572,0.0915117934346199,795,0.0,0.31999486684799194,6.4958163e-06,0.2,-8.898144878912717e-05
,,,48000,,,,69355,0,-0.20136006,160,0.85,1.96,,,,,,,,,,
48300,1.0,1.16,48300,23347,-0.008841047501191497,0,,,,,,,0.0001,0.20591195076704025,-0.12103099003434181,0.08479984849691391,800,0.0,0.309492826461792,2.8770619e-05,0.2,-0.0003864066754669437
,,,48300,,,,69778,0,-0.21742255000000005,161,0.82,2.02,,,,,,,,,,
48600,0.96,1.24,48600,23484,-0.04969033911824226,0,,,,,,,0.0001,0.17030677199363708,-0.12328042462468147,0.07952859252691269,805,0.0,0.2851467728614807,4.456506e-06,0.2,-0.00011861310459497787
,,,48600,,,,70195,0,-0.29782203,162,0.77,2.2,,,,,,,,,,
48900,0.94,1.5,48900,23638,-0.05618019186425954,0,,,,,,,0.0001,0.21817271560430526,-0.12611278668045997,0.11351314932107925,810,0.0,0.2545052766799927,3.1229574e-06,0.2,2.1582952172138903e-05
,,,48900,,,,70630,0,-0.17593799000000002,163,0.86,1.85,,,,,,,,,,
49200,1.0,1.1,49200,23781,-0.007719627688638866,0,,,,,,,0.0001,0.2068326950073242,-0.1269890084862709,0.0879821851849556,815,0.0,0.2612205743789673,2.6170164e-07,0.2,-3.638882136218769e-05
,,,49200,,,,71039,0,-0.25390968999999997,164,0.8,2.04,,,,,,,,,,
49500,0.94,1.44,49500,23933,-0.07390781877096743,0,,,,,,,0.0001,0.20117318034172058,-0.12545723095536232,0.06844368577003479,820,0.0,0.2824466824531555,8.184315e-07,0.2,-4.360172084094671e-05
,,,49500,,,,71486,0,-0.18633519000000004,165,0.83,1.9,,,,,,,,,,
49800,0.94,1.34,49800,24091,-0.07136572387069463,0,,,,,,,0.0001,0.18975236564874648,-0.12364567816257477,0.07831159979104996,825,0.0,0.23897701501846313,7.3385677e-06,0.2,-0.0002750160535057944
,,,49800,,,,71919,0,-0.22109146000000002,166,0.81,2.03,,,,,,,,,,
50100,0.94,1.42,50100,24263,-0.052392302476800975,0,,,,,,,0.0001,0.1831222265958786,-0.12038598284125328,0.09982693940401077,830,0.0,0.261817991733551,3.6990969e-06,0.2,-6.241877192874057e-05
,,,50100,,,,72364,0,-0.19488294,167,0.87,1.8,,,,,,,,,,
50400,0.92,1.56,50400,24403,-0.10481999380048364,0,,,,,,,0.0001,0.2093316674232483,-0.11719024330377578,0.1314513087272644,835,0.0,0.22615033388137817,1.4814294e-05,0.2,-0.00024295587182621148
,,,50400,,,,72797,0,-0.18443306000000004,168,0.83,2.06,,,,,,,,,,
50700,0.96,1.32,50700,24556,-0.050747194532305,0,,,,,,,0.0001,0.16005159467458724,-0.11344873234629631,0.08188419044017792,840,0.0,0.23738515377044678,1.0872154e-05,0.2,-7.189060189283225e-05
,,,50700,,,,73210,0,-0.21287998000000005,169,0.8,1.95,,,,,,,,,,
51000,0.98,1.2,51000,24702,-0.02886098900809884,0,,,,,,,0.0001,0.1768357738852501,-0.11109873801469802,0.06675127893686295,845,0.0,0.33162224292755127,8.804459e-06,0.2,-0.00019050634741262228
,,,51000,,,,73632,0,-0.24061699999999997,170,0.8,2.1,,,,,,,,,,
51300,0.94,1.36,51300,24859,-0.07039503441657871,0,,,,,,,0.0001,0.20413394421339034,-0.10852399840950966,0.09017777442932129,850,0.0,0.2551429867744446,8.055326e-06,0.2,-0.00018460368810337968
,,,51300,,,,74099,0,-0.23168664000000003,171,0.82,1.97,,,,,,,,,,
51600,0.92,1.44,51600,25008,-0.09516071009449661,0,,,,,,,0.0001,0.1796959325671196,-0.10969842448830605,0.08707185089588165,855,0.0,0.3096435070037842,8.668359e-06,0.2,-0.00018541908537539342
,,,51600,,,,74576,0,-0.16170783999999996,172,0.87,1.88,,,,,,,,,,
51900,0.9,1.56,51900,25166,-0.09583850158844143,0,,,,,,,0.0001,0.17668760269880296,-0.10310603007674217,0.060635801404714584,860,0.0,0.33869117498397827,6.679869e-06,0.2,-0.0001730549162445527
,,,51900,,,,75042,0,-0.15683157,173,0.87,1.92,,,,,,,,,,
52200,0.92,1.52,52200,25305,-0.09917301935143769,0,,,,,,,0.0001,0.16776951253414155,-0.10218680426478385,0.09953510016202927,865,0.0,0.2820150852203369,1.0752119e-06,0.2,-3.4611418033847485e-05
,,,52200,,,,75494,0,-0.17877625000000003,174,0.84,1.96,,,,,,,,,,
52500,0.98,1.14,52500,25460,-0.0294228601641953,0,,,,,,,0.0001,0.19700824469327927,-0.10291633009910583,0.10438938438892365,870,0.0,0.16095465421676636,2.2896565e-06,0.2,-6.252336745777853e-05
,,,52500,,,,75910,0,-0.21755258000000002,175,0.79,2.06,,,,,,,,,,
52800,0.96,1.36,52800,25607,-0.05154002531431615,0,,,,,,,0.0001,0.16037336140871047,-0.10296796336770057,0.07134407013654709,875,0.0,0.23759233951568604,1.6040973e-06,0.2,6.638986527498502e-05
,,,52800,,,,76349,0,-0.29324527,176,0.78,2.16,,,,,,,,,,
53100,0.94,1.32,53100,25765,-0.07079733080230653,0,,,,,,,0.0001,0.17629556208848954,-0.10215442702174186,0.06693880259990692,880,0.0,0.38783806562423706,2.9384391e-06,0.2,-6.699195420694082e-05
,,,53100,,,,76773,0,-0.1982388,177,0.84,1.88,,,,,,,,,,
53400,0.96,1.24,53400,25927,-0.05876609571278095,0,,,,,,,0.0001,0.1832359552383423,-0.09948094636201858,0.07665469497442245,885,0.0,0.3339388966560364,1.5307694e-05,0.2,-0.0003939080500543923
,,,53400,,,,77246,0,-0.1748497,178,0.87,1.83,,,,,,,,,,
53700,0.9,1.52,53700,26080,-0.11388477643951773,0,,,,,,,0.0001,0.1545249693095684,-0.09503236040472984,0.08055712282657623,890,0.0,0.2757662534713745,5.1110983e-06,0.2,-0.00012256017117486805
,,,53700,,,,77699,0,-0.20432394,179,0.82,1.95,,,,,,,,,,
54000,1.0,1.08,54000,26241,-0.007143781147897243,0,,,,,,,0.0001,0.1674982413649559,-0.09205666482448578,0.09108055382966995,895,0.0,0.25368982553482056,2.6949087e-06,0.2,5.331037788316451e-05
,,,54000,,,,78125,0,-0.22390839999999998,180,0.81,1.94,,,,,,,,,,
54300,0.92,1.5,54300,26389,-0.07873879180289806,0,,,,,,,0.0001,0.1868528664112091,-0.09082816392183304,0.07328426092863083,900,0.0,0.3289003372192383,6.3469633e-07,0.2,-6.58061942720778e-05
,,,54300,,,,78577,0,-0.22515594999999997,181,0.83,2.05,,,,,,,,,,
54600,0.9,1.56,54600,26538,-0.12090011144056917,0,,,,,,,0.0001,0.19841758161783218,-0.08891835063695908,0.09432264417409897,905,0.0,0.17059367895126343,8.897856e-06,0.2,-0.00012043291972130277
,,,54600,,,,79013,0,-0.18208253999999996,182,0.82,2.02,,,,,,,,,,
54900,0.94,1.32,54900,26689,-0.07229869440197945,0,,,,,,,0.0001,0.1654741384088993,-0.08695594370365142,0.06729824841022491,910,0.0,0.2248346209526062,1.0050135e-06,0.2,-2.9256863755211526e-05
,,,54900,,,,79442,0,-0.17812682000000002,183,0.86,1.91,,,,,,,,,,
55200,0.96,1.32,55200,26854,-0.03140761588700116,0,,,,,,,0.0001,0.19832787811756133,-0.08906837925314903,0.13262294232845306,915,0.000390625,0.2921293377876282,0.00013685983,0.2,-0.0010737783783532962
,,,55200,,,,79888,0,-0.16259047999999995,184,0.86,1.76,,,,,,,,,,
55500,0.94,1.44,55500,27005,-0.07842268182896078,0,,,,,,,0.0001,0.18391205817461015,-0.08646445497870445,0.09496292471885681,920,0.0,0.1697230339050293,2.6701018e-06,0.2,-9.262624473080905e-05
,,,55500,,,,80316,0,-0.20168143,185,0.84,2.0,,,,,,,,,,
55800,0.96,1.24,55800,27145,-0.050402066586539146,0,,,,,,,0.0001,0.20081935226917266,-0.10013600662350655,0.09914464503526688,925,0.0,0.21623611450195312,2.140156e-05,0.2,-0.00016046404379750357
,,,55800,,,,80732,0,-0.27541039,186,0.78,2.11,,,,,,,,,,
56100,0.92,1.46,56100,27303,-0.07361386098433285,0,,,,,,,0.0001,0.18708111643791198,-0.08805705308914184,0.07692467421293259,930,0.0,0.30390387773513794,5.9453305e-07,0.2,-5.679056842158303e-05
,,,56100,,,,81172,0,-0.18284005999999997,187,0.84,1.88,,,,,,,,,,
56400,0.98,1.16,56400,27439,-0.030815387922339142,0,,,,,,,0.0001,0.18352075815200805,-0.08758896961808205,0.07457667589187622,935,0.0,0.20058602094650269,1.3303096e-08,0.2,-1.0096214179355912e-06
,,,56400,,,,81585,0,-0.33882045999999993,188,0.73,2.33,,,,,,,,,,
56700,0.92,1.34,56700,27605,-0.07342063747346401,0,,,,,,,0.0001,0.18549338281154631,-0.08644584268331527,0.062323592603206635,940,0.0,0.3026133179664612,1.4599794e-05,0.2,-0.00024042994161632691
,,,56700,,,,82015,0,-0.20192802,189,0.84,1.96,,,,,,,,,,
57000,1.0,1.12,57000,27768,-0.01015126501210034,0,,,,,,,0.0001,0.20314950942993165,-0.08324448615312577,0.10880501568317413,945,0.0,0.20943570137023926,1.4181206e-05,0.2,-0.0002884302283007401
,,,57000,,,,82438,0,-0.13358889999999998,190,0.89,1.65,,,,,,,,,,
57300,0.98,1.14,57300,27915,-0.02831446868367493,0,,,,,,,0.0001,0.16537260115146638,-0.08652954250574112,0.08732036501169205,950,0.0026633523404598234,0.3645108938217163,8.525371e-05,0.2,-0.00044956354940950405
,,,57300,,,,82863,0,-0.21558507999999996,191,0.86,1.93,,,,,,,,,,
57600,0.96,1.26,57600,28086,-0.05462177431210875,0,,,,,,,0.0001,0.2195221811532974,-0.07990456372499466,0.1090671643614769,955,0.0,0.23348361253738403,2.670705e-06,0.2,-0.00013401276616882286
,,,57600,,,,83293,0,-0.18574794,192,0.83,1.97,,,,,,,,,,
57900,0.94,1.36,57900,28215,-0.08022286164108663,0,,,,,,,0.0001,0.16141713485121728,-0.08179467096924782,0.07181200385093689,960,0.0,0.2933662533760071,1.2560727e-05,0.2,-0.00020452594098152588
,,,57900,,,,83740,0,-0.32015802,193,0.73,2.31,,,,,,,,,,
58200,0.94,1.44,58200,28363,-0.054588529458269475,0,,,,,,,0.0001,0.23495571315288544,-0.08392887935042381,0.101194828748703,965,0.0,0.1908705234527588,2.906954e-06,0.2,-0.00010380260434708077
,,,58200,,,,84160,0,-0.21311286,194,0.81,1.97,,,,,,,,,,
58500,0.96,1.34,58500,28521,-0.05790613526944071,0,,,,,,,0.0001,0.19192711859941483,-0.08523963913321495,0.09932360798120499,970,0.0,0.25956928730010986,5.180482e-07,0.2,-3.83274792454813e-06
,,,58500,,,,84582,0,-0.12559044,195,0.89,1.69,,,,,,,,,,
58800,0.92,1.64,58800,28665,-0.07873465240001679,0,,,,,,,0.0001,0.1841745063662529,-0.08571457788348198,0.07890842854976654,975,0.0,0.252621591091156,6.1187893e-07,0.2,-3.5380630838233176e-05
,,,58800,,,,85039,0,-0.29364144,196,0.76,2.13,,,,,,,,,,
59100,0.92,1.32,59100,28808,-0.09401029327418656,0,,,,,,,0.0001,0.20366152077913285,-0.08961052894592285,0.10243846476078033,980,0.0,0.27862274646759033,2.4492692e-05,0.2,-0.00026496103241271387
,,,59100,,,,85471,0,-0.21677654000000002,197,0.81,2.16,,,,,,,,,,
59400,0.9,1.54,59400,28969,-0.08048469404689967,0,,,,,,,0.0001,0.20197809487581253,-0.08413145020604133,0.09010583162307739,985,0.0,0.19030773639678955,2.0588695e-05,0.2,-0.00014797697711550485
,,,59400,,,,85917,0,-0.12469114999999999,198,0.91,1.74,,,,,,,,,,
59700,0.88,1.64,59700,29141,-0.1344194597378373,0,,,,,,,0.0001,0.1793661132454872,-0.0821757361292839,0.11032621562480927,990,0.0,0.18669527769088745,1.4380785e-06,0.2,-8.30718723591417e-05
,,,59700,,,,86376,0,-0.14109902000000005,199,0.89,1.73,,,,,,,,,,
60000,0.9,1.58,60000,29279,-0.12143440105021,0,,,,,,,0.0001,0.15354686230421066,-0.08294747844338417,0.06398678570985794,995,0.0,0.2888513207435608,2.8157056e-06,0.2,-5.408231174008904e-05
,,,60000,,,,86809,0,-0.27486219,200,0.77,2.2,,,,,,,,,,
60300,0.96,1.44,60300,29429,-0.05219612032175064,0,,,,,,,0.0001,0.20853511691093446,-0.0822910189628601,0.09799924492835999,1000,0.0,0.2422727346420288,3.1161842e-06,0.2,2.9307681407164664e-05
,,,60300,,,,87233,0,-0.20965167,201,0.84,1.94,,,,,,,,,,
60600,0.9,1.46,60600,29575,-0.11478365771472454,0,,,,,,,0.0001,0.20807333290576935,-0.08147083073854447,0.08236910402774811,1005,0.0,0.13739937543869019,3.5826392e-06,0.2,-5.6752017747818685e-05
,,,60600,,,,87674,0,-0.23254331999999997,202,0.8,2.15,,,,,,,,,,
60900,0.88,1.6,60900,29724,-0.14194415177684278,0,,,,,,,0.0001,0.19795065522193908,-0.08045239448547363,0.08239339292049408,1010,0.0,0.25817978382110596,1.347846e-06,0.2,-3.5698729204280966e-05
,,,60900,,,,88133,0,-0.23378089000000002,203,0.8,2.13,,,,,,,,,,
61200,0.98,1.18,61200,29860,-0.028927324041724205,0,,,,,,,0.0001,0.22060573995113372,-0.07948487922549248,0.09046781063079834,1015,0.0,0.20638751983642578,2.2305176e-07,0.2,-1.0617420410596879e-05
,,,61200,,,,88542,0,-0.30423150000000004,204,0.75,2.33,,,,,,,,,,
61500,0.96,1.32,61500,30008,-0.05405734084080905,0,,,,,,,0.0001,0.2033255621790886,-0.0792017363011837,0.11666684597730637,1020,0.0,0.22156423330307007,3.510049e-06,0.2,-2.8895442995757746e-05
,,,61500,,,,88993,0,-0.20040076999999998,205,0.84,2.0,,,,,,,,,,
61800,0.96,1.34,61800,30166,-0.05095325346570462,0,,,,,,,0.0001,0.17300953567028046,-0.07721884474158287,0.07627488672733307,1025,0.0,0.3158533573150635,1.2435802e-05,0.2,-0.00027888736843699745
,,,61800,,,,89425,0,-0.15739646999999996,206,0.87,1.82,,,,,,,,,,
