eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/completion_counter,eval/mean_reward,env/current_idx,env/n_steps,rollout/ep_len_mean,rollout/success_rate,time/fps,rollout/ep_rew_mean,time/time_elapsed,time/iterations,train/clip_range,train/learning_rate,train/policy_gradient_loss,train/approx_kl,train/n_updates,train/loss,train/clip_fraction,train/explained_variance,train/value_loss,train/entropy_loss
1.34,0.88,27300,0,-0.11211228524334729,16179,27300,,,,,,,0.2,0.001,-0.01667022076435387,0.025635468,900,0.05721481889486313,0.1381392065435648,0.15936511754989624,0.1918113999068737,-0.363286192715168
,,27300,,,,,1.68,0.76,0,-0.23325298,40093,91,,,,,,,,,,
1.28,0.86,27600,0,-0.09197446330916137,16359,27600,,,,,,,0.2,0.001,-0.018925098283216358,0.01849214,910,0.05575617030262947,0.08295454643666744,0.25419533252716064,0.1748230718076229,-0.3837734699249268
,,27600,,,,,1.77,0.71,0,-0.29062253000000005,40558,92,,,,,,,,,,
1.36,0.84,27900,0,-0.11126659230329096,16557,27900,,,,,,,0.2,0.001,-0.020920056151226163,0.017224895,920,0.07395466417074203,0.1010475866496563,0.20621293783187866,0.17183726355433465,-0.38436046317219735
,,27900,,,,,1.5,0.8,0,-0.22281362,40977,93,,,,,,,,,,
1.32,0.88,28200,0,-0.07095972267445178,16736,28200,,,,,,,0.2,0.001,-0.02269832594320178,0.043049186,930,0.049107879400253296,0.12043679058551789,0.26772671937942505,0.15284253656864166,-0.45299814343452455
,,28200,,,,,1.65,0.73,0,-0.24863654000000004,41399,94,,,,,,,,,,
1.32,0.84,28500,0,-0.13079530947376042,16908,28500,,,,,,,0.2,0.001,-0.021055295796395514,0.02769722,940,0.08196759968996048,0.16099076755344868,0.17229139804840088,0.17208148315548896,-0.40633170008659364
,,28500,,,,,1.77,0.7,0,-0.30203990000000003,41818,95,,,,,,,,,,
1.14,0.96,28800,0,-0.02877647936344147,17090,28800,,,,,,,0.2,0.001,-0.02745150080882013,0.031119894,950,0.030118491500616074,0.12618963196873664,0.15975230932235718,0.18710231855511666,-0.5589992806315423
,,28800,,,,,1.56,0.78,0,-0.18390557000000005,42233,96,,,,,,,,,,
1.38,0.84,29100,0,-0.09198198105208576,17262,29100,,,,,,,0.2,0.001,-0.02103462761733681,0.014812058,960,0.03970365971326828,0.08165838196873665,0.05843925476074219,0.19273283779621125,-0.4949891269207001
,,29100,,,,,1.74,0.69,0,-0.29922917,42661,97,,,,,,,,,,
1.34,0.92,29400,0,-0.09657469357829541,17443,29400,,,,,,,0.2,0.001,-0.024377855652710424,0.02368728,970,0.049948982894420624,0.08725142143666745,0.2085193395614624,0.17879880219697952,-0.531834852695465
,,29400,,,,,1.64,0.75,0,-0.21692688000000002,43072,98,,,,,,,,,,
1.42,0.82,29700,0,-0.11163505336269736,17611,29700,,,,,,,0.2,0.001,-0.027922668619430623,0.02675445,980,0.01979019120335579,0.10591264329850673,0.21377325057983398,0.1558344006538391,-0.4516508087515831
,,29700,,,,,1.76,0.68,0,-0.30036064,43501,99,,,,,,,,,,
1.38,0.82,30000,0,-0.15170076770242302,17793,30000,,,,,,,0.2,0.001,-0.0198573712608777,0.017825296,990,0.04748237505555153,0.08998579680919647,0.15814656019210815,0.1947430893778801,-0.45437271296978
,,30000,,,,,1.71,0.69,0,-0.29759263999999996,43930,100,,,,,,,,,,
1.12,0.96,30300,0,-0.028518749652430415,17964,30300,,,,,,,0.2,0.001,-0.02495308715297142,0.021495951,1000,0.037183236330747604,0.13792613819241523,0.1871926188468933,0.1793755531311035,-0.4904357597231865
,,30300,,,,,1.91,0.63,0,-0.30021208,44338,101,,,,,,,,,,
1.26,0.9,30600,0,-0.06969374319538474,18132,30600,,,,,,,0.2,0.001,-0.030347025056835265,0.026823148,1010,0.03265799582004547,0.13167613819241525,0.21111923456192017,0.16356263756752015,-0.40554739981889726
,,30600,,,,,1.79,0.69,0,-0.27661085,44726,102,,,,,,,,,,
1.36,0.84,30900,0,-0.15143151707947256,18305,30900,,,,,,,0.2,0.001,-0.027256903865054482,0.030787129,1020,0.016223032027482986,0.14497514367103576,0.19855475425720215,0.16601851508021354,-0.4130638360977173
,,30900,,,,,1.78,0.71,0,-0.2711063,45125,103,,,,,,,,,,
1.28,0.88,31200,0,-0.11119077020324766,18492,31200,,,,,,,0.2,0.001,-0.017926597838231827,0.021503111,1030,0.06078633293509483,0.11455966010689736,0.11066806316375732,0.1788763292133808,-0.35456807911396027
,,31200,,,,,1.68,0.74,0,-0.27247003000000003,45543,104,,,,,,,,,,
1.18,0.94,31500,0,-0.06867671868298203,18668,31500,,,,,,,0.2,0.001,-0.022580007780925372,0.014799891,1040,0.05875159427523613,0.099378552287817,0.27113521099090576,0.16772397756576538,-0.30187294706702233
,,31500,,,,,1.74,0.7,0,-0.28326249000000003,45941,105,,,,,,,,,,
1.22,0.94,31800,0,-0.049321282878518106,18831,31800,,,,,,,0.2,0.001,-0.021618521476511887,0.02191079,1050,0.019398264586925507,0.07753906361758708,0.204379141330719,0.183546581864357,-0.36037636548280716
,,31800,,,,,1.85,0.66,0,-0.30803406999999994,46349,106,,,,,,,,,,
1.26,0.9,32100,0,-0.10909982113167643,19008,32100,,,,,,,0.2,0.001,-0.016388616230688057,0.019709315,1060,0.04698694497346878,0.059268466755747796,0.13918286561965942,0.18326984941959382,-0.36504932790994643
,,32100,,,,,1.73,0.69,0,-0.23673059,46818,107,,,,,,,,,,
1.38,0.84,32400,0,-0.1391024128301069,19184,32400,,,,,,,0.2,0.001,-0.01527144992724061,0.020667184,1070,0.06140638142824173,0.07473366595804691,0.16263508796691895,0.17515076100826263,-0.33489570021629333
,,32400,,,,,1.71,0.68,0,-0.26578305,47226,108,,,,,,,,,,
1.46,0.82,32700,0,-0.15429893399588765,19374,32700,,,,,,,0.2,0.001,-0.021477774283266627,0.017093835,1080,0.033894117921590805,0.0695312511175871,0.15561378002166748,0.16752345338463784,-0.35210716128349306
,,32700,,,,,1.64,0.78,0,-0.18216159,47630,109,,,,,,,,,,
1.26,0.9,33000,0,-0.050049190474674106,19561,33000,,,,,,,0.2,0.001,-0.018027406046167017,0.03493586,1090,0.055165793746709824,0.098206677287817,0.134080708026886,0.17293353341519832,-0.3139444813132286
,,33000,,,,,1.66,0.74,0,-0.24763194000000002,48017,110,,,,,,,,,,
1.28,0.86,33300,0,-0.13043152119033039,19733,33300,,,,,,,0.2,0.001,-0.018882058386225253,0.01510038,1100,0.03987899795174599,0.0831143468618393,0.18928390741348267,0.157064813002944,-0.30669173747301104
,,33300,,,,,1.78,0.65,0,-0.31917173,48406,111,,,,,,,,,,
1.24,0.94,33600,0,-0.029918071469292044,19917,33600,,,,,,,0.2,0.001,-0.017719451652374117,0.021945115,1110,0.06718022376298904,0.11338778585195541,0.19606280326843262,0.18995028734207153,-0.25231667757034304
,,33600,,,,,1.64,0.76,0,-0.24341703999999997,48797,112,,,,,,,,,,
1.3,0.88,33900,0,-0.07070951687172056,20113,33900,,,,,,,0.2,0.001,-0.01706789742456749,0.021562714,1120,0.0707189068198204,0.09488636441528797,0.2041754126548767,0.1922648973762989,-0.20854955911636353
,,33900,,,,,1.45,0.81,0,-0.20772877999999997,49213,113,,,,,,,,,,
1.26,0.88,34200,0,-0.11058803290128708,20302,34200,,,,,,,0.2,0.001,-0.01463060187525116,0.02004544,1130,0.0476178415119648,0.0491122167557478,0.1412208080291748,0.18528146296739578,-0.1839638441801071
,,34200,,,,,1.55,0.78,0,-0.18836081,49625,114,,,,,,,,,,
1.32,0.86,34500,0,-0.1502351606823504,20491,34500,,,,,,,0.2,0.001,-0.014402952903765254,0.021104425,1140,0.03160257637500763,0.05701349526643753,0.21982556581497192,0.15505016036331654,-0.16982544288039209
,,34500,,,,,1.57,0.75,0,-0.23946747000000002,50030,115,,,,,,,,,,
1.28,0.88,34800,0,-0.07122031020466238,20677,34800,,,,,,,0.2,0.001,-0.010140025895816506,0.015877534,1150,0.0683421716094017,0.03647017106413841,0.16774916648864746,0.1881175186485052,-0.15358302220702172
,,34800,,,,,1.62,0.76,0,-0.23597111999999998,50451,116,,,,,,,,,,
1.12,0.96,35100,0,-0.04831577017903328,20865,35100,,,,,,,0.2,0.001,-0.009574250893820135,0.018007424,1160,0.07303009182214737,0.03446377888321876,0.19543981552124023,0.1693126790225506,-0.1533700030297041
,,35100,,,,,1.53,0.78,0,-0.23300896999999998,50845,117,,,,,,,,,,
1.34,0.88,35400,0,-0.11072618157602847,21052,35400,,,,,,,0.2,0.001,-0.011554070826969109,0.015256474,1170,0.06302065402269363,0.0441228698939085,0.20810723304748535,0.17151071242988108,-0.17664593756198882
,,35400,,,,,1.64,0.76,0,-0.20933608999999997,51252,118,,,,,,,,,,
1.36,0.86,35700,0,-0.15740047956816852,21233,35700,,,,,,,0.2,0.001,-0.015962012158706785,0.020249445,1180,0.04603461176156998,0.06768466010689736,0.3203449249267578,0.14799615554511547,-0.1952035039663315
,,35700,,,,,1.64,0.73,0,-0.23598192000000007,51659,119,,,,,,,,,,
1.18,0.92,36000,0,-0.07086676550563425,21412,36000,,,,,,,0.2,0.001,-0.01458840241539292,0.023121228,1190,0.03951185196638107,0.05198863707482815,0.1689668893814087,0.18579623326659203,-0.17089352235198021
,,36000,,,,,1.64,0.73,0,-0.29230857,52057,120,,,,,,,,,,
1.22,0.92,36300,0,-0.07009904796723276,21596,36300,,,,,,,0.2,0.001,-0.014657689782325178,0.03142284,1200,0.06952215731143951,0.07560369372367859,0.24202018976211548,0.17639446780085563,-0.198434579372406
,,36300,,,,,1.6,0.75,0,-0.21522798,52465,121,,,,,,,,,,
1.28,0.9,36600,0,-0.11000311603303999,21791,36600,,,,,,,0.2,0.001,-0.008905275107827038,0.02142521,1210,0.05758850276470184,0.04765625074505806,0.1507434844970703,0.17656922787427903,-0.1142464216798544
,,36600,,,,,1.42,0.83,0,-0.14713773,52893,122,,,,,,,,,,
1.26,0.9,36900,0,-0.06962753889616578,21966,36900,,,,,,,0.2,0.001,-0.014341766305733472,0.009951255,1220,0.058123283088207245,0.05122514255344868,0.22216802835464478,0.16287885382771491,-0.1587220199406147
,,36900,,,,,1.69,0.73,0,-0.21282765999999995,53308,123,,,,,,,,,,
1.22,0.9,37200,0,-0.1093430847208947,22156,37200,,,,,,,0.2,0.001,-0.01379113639704883,0.01605481,1230,0.047677598893642426,0.05175781324505806,0.2334950566291809,0.16612263321876525,-0.14727592803537845
,,37200,,,,,1.64,0.76,0,-0.23327293999999998,53726,124,,,,,,,,,,
1.36,0.88,37500,0,-0.13496096572838723,22348,37500,,,,,,,0.2,0.001,-0.0149547467706725,0.02266695,1240,0.07778433710336685,0.055806108936667445,0.29497820138931274,0.15282139144837856,-0.14527880027890205
,,37500,,,,,1.59,0.77,0,-0.22245836000000005,54130,125,,,,,,,,,,
1.22,0.92,37800,0,-0.048807616103440525,22535,37800,,,,,,,0.2,0.001,-0.008268998126732185,0.007223027,1250,0.045947737991809845,0.04369673356413841,0.2863119840621948,0.15618462823331355,-0.12397821918129921
,,37800,,,,,1.53,0.81,0,-0.19389135999999996,54547,126,,,,,,,,,,
1.18,0.92,38100,0,-0.09082091036718339,22727,38100,,,,,,,0.2,0.001,-0.014004353243944934,0.020399904,1260,0.02306058071553707,0.06738281361758709,0.16020995378494263,0.1591323222965002,-0.23475848659873008
,,38100,,,,,1.47,0.8,0,-0.21941515999999997,54952,127,,,,,,,,,,
1.38,0.88,38400,0,-0.09213935817591846,22916,38400,,,,,,,0.2,0.001,-0.009330696149527284,0.025978865,1270,0.040644608438014984,0.03822798319160938,0.2560059428215027,0.16689265221357347,-0.1389484193176031
,,38400,,,,,1.53,0.78,0,-0.17063733999999997,55367,128,,,,,,,,,,
1.26,0.88,38700,0,-0.10999117118306458,23104,38700,,,,,,,0.2,0.001,-0.008984214070369489,0.02591986,1280,0.07787536829710007,0.02984730154275894,0.20698094367980957,0.1636977404356003,-0.15880472846329213
,,38700,,,,,1.65,0.72,0,-0.25017882,55828,129,,,,,,,,,,
1.22,0.9,39000,0,-0.07001169370952993,23277,39000,,,,,,,0.2,0.001,-0.019578338036080823,0.020900413,1290,0.03622692823410034,0.0780717335641384,0.22802072763442993,0.17424259409308435,-0.22891667932271959
,,39000,,,,,1.7,0.7,0,-0.24157528000000003,56235,130,,,,,,,,,,
1.18,0.92,39300,0,-0.06886100685689599,23470,39300,,,,,,,0.2,0.001,-0.009324845910305158,0.011477221,1300,0.04541521519422531,0.04042968824505806,0.10409778356552124,0.19487200826406478,-0.1958291720598936
,,39300,,,,,1.53,0.79,0,-0.19412123,56646,131,,,,,,,,,,
1.24,0.92,39600,0,-0.07081751984544099,23651,39600,,,,,,,0.2,0.001,-0.01605070849764161,0.016689343,1310,0.023668285459280014,0.07191051244735717,0.31260043382644653,0.14051164351403714,-0.2660720907151699
,,39600,,,,,1.7,0.7,0,-0.27534625,57051,132,,,,,,,,,,
1.36,0.84,39900,0,-0.17036445951554924,23827,39900,,,,,,,0.2,0.001,-0.018421778493211603,0.051276762,1320,0.03676775097846985,0.08133877851068974,0.18289220333099365,0.193686068803072,-0.32592140287160876
,,39900,,,,,1.65,0.73,0,-0.26411688999999994,57453,133,,,,,,,,,,
1.22,0.94,40200,0,-0.05054359927773475,24003,40200,,,,,,,0.2,0.001,-0.013896512525388972,0.024074482,1330,0.06502625346183777,0.05214843824505806,0.21927964687347412,0.17967319414019584,-0.27756478190422057
,,40200,,,,,1.78,0.7,0,-0.30117904999999995,57898,134,,,,,,,,,,
1.34,0.86,40500,0,-0.11349753973074257,24184,40500,,,,,,,0.2,0.001,-0.026027194561902434,0.045593634,1340,0.057533375918865204,0.12986505776643753,0.17073512077331543,0.1921397402882576,-0.42096474915742876
,,40500,,,,,1.69,0.74,0,-0.25311713,58304,135,,,,,,,,,,
1.26,0.9,40800,0,-0.09544248158112169,24354,40800,,,,,,,0.2,0.001,-0.012472607276868075,0.009491477,1350,0.05422402545809746,0.07665127962827682,0.2009028196334839,0.16343645825982095,-0.31417211443185805
,,40800,,,,,1.65,0.75,0,-0.24517108,58714,136,,,,,,,,,,
1.3,0.9,41100,0,-0.07035226229112596,24533,41100,,,,,,,0.2,0.001,-0.019541271269554274,0.022751523,1360,0.07402192056179047,0.0991122167557478,0.2802594304084778,0.16555007062852384,-0.3904769033193588
,,41100,,,,,1.68,0.75,0,-0.19641921,59115,137,,,,,,,,,,
1.28,0.9,41400,0,-0.07027842193841934,24712,41400,,,,,,,0.2,0.001,-0.023430388985434546,0.036717545,1370,0.02014973573386669,0.12629616558551787,0.138125479221344,0.16842292062938213,-0.39321815967559814
,,41400,,,,,1.71,0.7,0,-0.30952904,59526,138,,,,,,,,,,
1.14,0.94,41700,0,-0.06924814451485872,24906,41700,,,,,,,0.2,0.001,-0.024995409359689802,0.04382795,1380,0.04084666818380356,0.10140269957482814,0.16539400815963745,0.18607870116829872,-0.35523486584424974
,,41700,,,,,1.44,0.82,0,-0.18232771999999997,59937,139,,,,,,,,,,
1.24,0.92,42000,0,-0.06970737534575164,25096,42000,,,,,,,0.2,0.001,-0.019945313408970832,0.023773143,1390,0.006154071539640427,0.09014559797942638,0.2432546615600586,0.15317386984825135,-0.3323156885802746
,,42000,,,,,1.69,0.72,0,-0.25061966,60350,140,,,,,,,,,,
1.18,0.92,42300,0,-0.0683058694563806,25283,42300,,,,,,,0.2,0.001,-0.028373121633194387,0.037584446,1400,0.012782067060470581,0.10188210271298885,0.17764651775360107,0.17453781366348267,-0.4049078434705734
,,42300,,,,,1.66,0.75,0,-0.1975898,60744,141,,,,,,,,,,
1.2,0.92,42600,0,-0.09035247795749456,25470,42600,,,,,,,0.2,0.001,-0.020993735344382,0.027022328,1410,0.009261451661586761,0.08932883627712726,0.23665982484817505,0.16136870123445987,-0.36980506852269174
,,42600,,,,,1.54,0.78,0,-0.21593774999999998,61195,142,,,,,,,,,,
1.24,0.94,42900,0,-0.07164884864818305,25653,42900,,,,,,,0.2,0.001,-0.015638718393165617,0.017134503,1420,0.05251063033938408,0.05660511404275894,0.19065535068511963,0.1702217634767294,-0.3034666232764721
,,42900,,,,,1.55,0.77,0,-0.19940702000000002,61597,143,,,,,,,,,,
1.18,0.92,43200,0,-0.0701608913904056,25836,43200,,,,,,,0.2,0.001,-0.01983839484746568,0.026760101,1430,0.0062132589519023895,0.08188920505344868,0.32306861877441406,0.14067586027085782,-0.31883949786424637
,,43200,,,,,1.69,0.72,0,-0.23230873,62023,144,,,,,,,,,,
1.16,0.94,43500,0,-0.02809842640068382,26026,43500,,,,,,,0.2,0.001,-0.013939129645586945,0.03016773,1440,0.0459817573428154,0.07505326755344868,0.17086952924728394,0.1559054423123598,-0.2537395015358925
,,43500,,,,,1.57,0.78,0,-0.18228963,62435,145,,,,,,,,,,
1.28,0.92,43800,0,-0.07084793355315924,26216,43800,,,,,,,0.2,0.001,-0.008379435187089257,0.012191113,1450,0.05278162658214569,0.040305398404598236,0.21752452850341797,0.16881374791264533,-0.13710939325392246
,,43800,,,,,1.57,0.76,0,-0.21113784000000002,62859,146,,,,,,,,,,
1.34,0.84,44100,0,-0.11200108706019819,26389,44100,,,,,,,0.2,0.001,-0.017590267413470428,0.020404164,1460,0.03646714612841606,0.05214843824505806,0.13514798879623413,0.17115880064666272,-0.296394182741642
,,44100,,,,,1.72,0.69,0,-0.30519981999999996,63256,147,,,,,,,,,,
1.2,0.94,44400,0,-0.05019609224051237,26570,44400,,,,,,,0.2,0.001,-0.023143313903710806,0.027790368,1470,0.04486849904060364,0.09907670542597771,0.21450698375701904,0.1834001637995243,-0.3591336295008659
,,44400,,,,,1.69,0.71,0,-0.25620846,63682,148,,,,,,,,,,
1.3,0.88,44700,0,-0.06962076341733336,26741,44700,,,,,,,0.2,0.001,-0.01590363709256053,0.04658614,1480,0.028499526903033257,0.06908735856413842,0.22694635391235352,0.16086250320076942,-0.350744304060936
,,44700,,,,,1.81,0.66,0,-0.29638409000000004,64113,149,,,,,,,,,,
1.26,0.9,45000,0,-0.10995296503882855,26911,45000,,,,,,,0.2,0.001,-0.014270800177473574,0.022332817,1490,0.0804356187582016,0.07995383627712727,0.2019808292388916,0.18860467076301574,-0.3963263861835003
,,45000,,,,,1.74,0.69,0,-0.30586983999999995,64539,150,,,,,,,,,,
1.44,0.8,45300,0,-0.1934098432585597,27095,45300,,,,,,,0.2,0.001,-0.03405294999247417,0.029401898,1500,0.053217824548482895,0.14841974452137946,0.16241544485092163,0.21289071962237358,-0.42584399282932284
,,45300,,,,,1.65,0.76,0,-0.22921310000000003,64973,151,,,,,,,,,,
1.26,0.88,45600,0,-0.08941902803257108,27285,45600,,,,,,,0.2,0.001,-0.016910842768265866,0.025729056,1510,0.03220614045858383,0.13591974526643752,0.1787465214729309,0.18126377947628497,-0.3255052357912064
,,45600,,,,,1.55,0.81,0,-0.18435771000000004,65392,152,,,,,,,,,,
1.34,0.88,45900,0,-0.1305201314855367,27460,45900,,,,,,,0.2,0.001,-0.010349447303451598,0.017467408,1520,0.0591757707297802,0.07066761441528797,0.2015509009361267,0.17144665792584418,-0.2603259474039078
,,45900,,,,,1.75,0.67,0,-0.26804448,65814,153,,,,,,,,,,
1.28,0.88,46200,0,-0.1332214190484956,27648,46200,,,,,,,0.2,0.001,-0.0069402166060172025,0.012442021,1530,0.07145965099334717,0.04721235856413841,0.2432059645652771,0.17110055088996887,-0.23009931072592735
,,46200,,,,,1.74,0.67,0,-0.32690908,66222,154,,,,,,,,,,
1.4,0.84,46500,0,-0.15366816729307176,27838,46500,,,,,,,0.2,0.001,-0.011085155298133031,0.013978422,1540,0.027793727815151215,0.06443537026643753,0.40322452783584595,0.12418388314545155,-0.19069343134760858
,,46500,,,,,1.6,0.74,0,-0.25818032,66643,155,,,,,,,,,,
1.22,0.9,46800,0,-0.08881653283257038,28022,46800,,,,,,,0.2,0.001,-0.00591866698650847,0.023699816,1550,0.053096506744623184,0.0380681823939085,0.2196265459060669,0.14279332421720028,-0.168352060765028
,,46800,,,,,1.66,0.72,0,-0.23553335000000003,67049,156,,,,,,,,,,
1.16,0.96,47100,0,-0.05229517344385386,28203,47100,,,,,,,0.2,0.001,-0.01702402937808074,0.014669165,1560,0.050144094973802567,0.05452769957482815,0.0983089804649353,0.1815655678510666,-0.24822779968380929
,,47100,,,,,1.69,0.71,0,-0.25560049,67486,157,,,,,,,,,,
1.3,0.9,47400,0,-0.09078562668990343,28398,47400,,,,,,,0.2,0.001,-0.01746397672977764,0.022933286,1570,0.057115040719509125,0.07649147845804691,0.16650837659835815,0.19054189547896386,-0.2852433182299137
,,47400,,,,,1.57,0.79,0,-0.20377884000000002,67923,158,,,,,,,,,,
1.38,0.84,47700,0,-0.13170415366999805,28577,47700,,,,,,,0.2,0.001,-0.013350657746195793,0.11054632,1580,0.04821421951055527,0.06420454643666744,0.18096232414245605,0.1645179081708193,-0.2162772811949253
,,47700,,,,,1.76,0.71,0,-0.29212567,68349,159,,,,,,,,,,
1.14,0.94,48000,0,-0.06779911740683019,28759,48000,,,,,,,0.2,0.001,-0.017694742325693368,0.017969307,1590,0.056243907660245895,0.079847302287817,0.18711858987808228,0.18518561273813247,-0.2383342869579792
,,48000,,,,,1.62,0.75,0,-0.24204337000000004,68754,160,,,,,,,,,,
1.2,0.92,48300,0,-0.0894752917997539,28957,48300,,,,,,,0.2,0.001,-0.012012809826410375,0.023607358,1600,0.02523839846253395,0.0429509948939085,0.28391778469085693,0.1573041681200266,-0.1775067362934351
,,48300,,,,,1.42,0.83,0,-0.13411448,69176,161,,,,,,,,,,
1.22,0.9,48600,0,-0.08969061426818371,29149,48600,,,,,,,0.2,0.001,-0.013334602082613856,0.04505538,1610,0.055900074541568756,0.08114346712827683,0.18330734968185425,0.15771411098539828,-0.23630718663334846
,,48600,,,,,1.57,0.8,0,-0.16366764999999997,69611,162,,,,,,,,,,
1.2,0.94,48900,0,-0.0500063319131732,29332,48900,,,,,,,0.2,0.001,-0.014636100805364548,0.012848871,1620,0.02103699930012226,0.06882102377712726,0.22341227531433105,0.15557865835726262,-0.2651878744363785
,,48900,,,,,1.69,0.72,0,-0.26223293999999997,70029,163,,,,,,,,,,
1.26,0.92,49200,0,-0.09105546892620624,29523,49200,,,,,,,0.2,0.001,-0.012365219020284712,0.017606331,1630,0.058288972824811935,0.05742187574505806,0.20726722478866577,0.17681430280208588,-0.20139419995248317
,,49200,,,,,1.61,0.75,0,-0.22760257000000006,70453,164,,,,,,,,,,
1.24,0.92,49500,0,-0.06931715882383287,29712,49500,,,,,,,0.2,0.001,-0.017001173816970548,0.04119522,1640,0.041870713233947754,0.09216974563896656,0.2818494439125061,0.16342507526278496,-0.27767173051834104
,,49500,,,,,1.56,0.78,0,-0.18901891000000004,70977,165,,,,,,,,,,
1.16,0.92,49800,0,-0.04795647524297238,29896,49800,,,,,,,0.2,0.001,-0.009612478539929725,0.0683797,1650,0.05601552873849869,0.07157315462827682,0.15879017114639282,0.15822349339723588,-0.19679873064160347
,,49800,,,,,1.58,0.78,0,-0.21861802999999994,71388,166,,,,,,,,,,
1.3,0.86,50100,0,-0.0922379012638703,30081,50100,,,,,,,0.2,0.001,-0.013440857984824106,0.02001669,1660,0.03323538601398468,0.05175781324505806,0.28642356395721436,0.1571298513561487,-0.22979628220200538
,,50100,,,,,1.67,0.74,0,-0.25276776,71815,167,,,,,,,,,,
1.34,0.9,50400,0,-0.11087884601671248,30266,50400,,,,,,,0.2,0.001,-0.018650571827311068,0.022211663,1670,0.02609587460756302,0.09030539877712726,0.23038792610168457,0.16230410970747472,-0.33374961018562316
,,50400,,,,,1.62,0.76,0,-0.23349014,72237,168,,,,,,,,,,
1.44,0.82,50700,0,-0.17346670091152191,30444,50700,,,,,,,0.2,0.001,-0.014607015991350636,0.022496153,1680,0.08109618723392487,0.07840909212827682,0.21629178524017334,0.17117199786007403,-0.3252882122993469
,,50700,,,,,1.63,0.75,0,-0.19905112,72674,169,,,,,,,,,,
1.18,0.94,51000,0,-0.06912183683365583,30628,51000,,,,,,,0.2,0.001,-0.012922351932502352,0.029631613,1690,0.05529778450727463,0.056374290585517885,0.18314599990844727,0.18706439137458802,-0.21427496075630187
,,51000,,,,,1.6,0.77,0,-0.20849413000000003,73083,170,,,,,,,,,,
1.28,0.88,51300,0,-0.10976418453268706,30820,51300,,,,,,,0.2,0.001,-0.01449859815184027,0.017729685,1700,0.07313328981399536,0.071448864787817,0.11355382204055786,0.2038152575492859,-0.23184024542570114
,,51300,,,,,1.5,0.8,0,-0.19770851,73510,171,,,,,,,,,,
1.2,0.96,51600,0,-0.029454915206879376,31005,51600,,,,,,,0.2,0.001,-0.011829553699044482,0.01907543,1710,0.07512325048446655,0.055930398404598236,0.13459914922714233,0.17025364562869072,-0.17940042950212956
,,51600,,,,,1.65,0.76,0,-0.20086073000000002,73929,172,,,,,,,,,,
1.2,0.94,51900,0,-0.07172379969153553,31189,51900,,,,,,,0.2,0.001,-0.011727098250412382,0.026174627,1720,0.03533823788166046,0.039932528883218764,0.179875910282135,0.15614214576780797,-0.15044779554009438
,,51900,,,,,1.62,0.73,0,-0.26368176000000004,74358,173,,,,,,,,,,
1.22,0.9,52200,0,-0.08924907175358385,31386,52200,,,,,,,0.2,0.001,-0.006547295609016146,0.0045780265,1730,0.05593569949269295,0.026100852712988853,0.2354830503463745,0.16471227928996085,-0.1459609664976597
,,52200,,,,,1.34,0.88,0,-0.11646062,74811,174,,,,,,,,,,
1.14,0.94,52500,0,-0.06747385975439102,31566,52500,,,,,,,0.2,0.001,-0.003387097648374038,0.005485898,1740,0.05666729807853699,0.011736505851149558,0.17928749322891235,0.16620247326791288,-0.10414188355207443
,,52500,,,,,1.62,0.76,0,-0.20154356,75235,175,,,,,,,,,,
1.34,0.84,52800,0,-0.15439780741464346,31752,52800,,,,,,,0.2,0.001,-0.0031434806951438077,0.008042489,1750,0.07641103118658066,0.012002841010689736,0.23085689544677734,0.16162234917283058,-0.0652549578808248
,,52800,,,,,1.66,0.71,0,-0.26491982000000003,75659,176,,,,,,,,,,
1.2,0.92,53100,0,-0.06845935625489802,31933,53100,,,,,,,0.2,0.001,-0.005944588795682648,0.019924447,1760,0.06652556359767914,0.04511718824505806,0.17437642812728882,0.1833134338259697,-0.1211597252637148
,,53100,,,,,1.6,0.75,0,-0.22257821,76104,177,,,,,,,,,,
1.18,0.94,53400,0,-0.04886860528495163,32124,53400,,,,,,,0.2,0.001,-0.010370504262391477,0.023221854,1770,0.04528365656733513,0.05577059686183929,0.2232447862625122,0.16303400732576848,-0.18179112151265145
,,53400,,,,,1.49,0.82,0,-0.16628297,76530,178,,,,,,,,,,
1.3,0.92,53700,0,-0.07279071169439703,32309,53700,,,,,,,0.2,0.001,-0.013159571622963995,0.02271366,1780,0.03976044803857803,0.08623934797942638,0.23362010717391968,0.14051746763288975,-0.22169744595885277
,,53700,,,,,1.6,0.79,0,-0.21583109,76964,179,,,,,,,,,,
1.4,0.82,54000,0,-0.17121024050284178,32493,54000,,,,,,,0.2,0.001,-0.015354800689965486,0.023764301,1790,0.03983297571539879,0.09612926244735717,0.20378398895263672,0.1675168987363577,-0.19774110428988934
,,54000,,,,,1.64,0.72,0,-0.25356595000000004,77418,180,,,,,,,,,,
1.12,0.96,54300,0,-0.03013967368286103,32660,54300,,,,,,,0.2,0.001,-0.011994021205464379,0.024188865,1800,0.04867640137672424,0.04840198941528797,0.2976830005645752,0.1543674048036337,-0.17216052152216435
,,54300,,,,,1.79,0.67,0,-0.28528425,77861,181,,,,,,,,,,
1.16,0.96,54600,0,-0.04845039999578148,32845,54600,,,,,,,0.2,0.001,-0.006048498213931453,0.025738684,1810,0.09454130381345749,0.03462358005344868,0.17495548725128174,0.18982770070433616,-0.11798835843801499
