eval/mean_ep_length,env/n_steps,time/total_timesteps,env/completion_counter,eval/mean_reward,env/current_idx,eval/success_rate,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,train/clip_range,train/loss,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates
1.38,300,300,0,-0.09407090833410621,143,0.86,,,,,,,,,,,,,,,,
,,300,,,,,-0.5230007000000001,1,0,457,2.12,0.51,,,,,,,,,,
1.26,600,600,0,-0.1093453084025532,277,0.88,,,,,,,0.2,0.05204283446073532,-0.2990992069244385,0.0018181818723678588,0.0001,-1.9445053267478942,0.3015738859772682,0.0043124883,-0.01094239838887006,10
,,600,,,,,-0.5283029699999999,2,0,886,2.3,0.43,,,,,,,,,,
1.34,900,900,0,-0.1116829893598333,419,0.86,,,,,,,0.2,0.060788482427597046,-0.1188967227935791,0.06690340906381607,0.0001,-1.9290796780586243,0.21644186168909074,0.008095771,-0.015361302010715007,20
,,900,,,,,-0.46519102,3,0,1323,2.14,0.5,,,,,,,,,,
1.26,1200,1200,0,-0.08933187414892017,562,0.88,,,,,,,0.2,0.04057127609848976,-0.05239677429199219,0.06028409078717232,0.0001,-1.9005475759506225,0.20828852146863938,0.0102650225,-0.01722194895381108,30
,,1200,,,,,-0.40118786,4,0,1765,2.09,0.58,,,,,,,,,,
1.36,1500,1500,0,-0.1743028646800667,714,0.84,,,,,,,0.2,0.058763377368450165,0.07488435506820679,0.09201704531908035,0.0001,-1.8427215242385864,0.19544125348329544,0.010768727,-0.01818098110263236,40
,,1500,,,,,-0.38093289000000014,5,0,2191,1.92,0.6,,,,,,,,,,
1.32,1800,1800,0,-0.1524129200587049,875,0.86,,,,,,,0.2,0.0428294911980629,-0.0377960205078125,0.0773863634467125,0.0001,-1.775690085887909,0.21747470438480376,0.014397876,-0.021259616239694877,50
,,1800,,,,,-0.34350622000000003,6,0,2631,1.86,0.61,,,,,,,,,,
1.16,2100,2100,0,-0.07100539311766624,1033,0.92,,,,,,,0.2,0.035321738570928574,-0.007085204124450684,0.05582386374473572,0.0001,-1.669889657497406,0.1997469186782837,0.014065775,-0.014687181370100007,60
,,2100,,,,,-0.27635812,7,0,3075,1.82,0.71,,,,,,,,,,
1.3,2400,2400,0,-0.09324843117967248,1197,0.88,,,,,,,0.2,0.057310182601213455,0.08344459533691406,0.02488636374473572,0.0001,-1.5418864321708678,0.19321093693375588,0.012627492,-0.012317172733601183,70
,,2400,,,,,-0.34045744000000006,8,0,3513,1.92,0.61,,,,,,,,,,
1.14,2700,2700,0,-0.04987286112271249,1370,0.96,,,,,,,0.2,-0.032345306128263474,0.15530580282211304,0.05511363625526428,0.0001,-1.3565274000167846,0.1735669331252575,0.018824358,-0.01776797202299349,80
,,2700,,,,,-0.24971960000000004,9,0,3962,1.69,0.73,,,,,,,,,,
1.16,3000,3000,0,-0.048235659929923715,1557,0.94,,,,,,,0.2,0.046007271856069565,0.04718017578125,0.059829545617103574,0.0001,-1.1636264181137086,0.18225499913096427,0.011757892,-0.01482212821370922,90
,,3000,,,,,-0.20594714,10,0,4394,1.56,0.78,,,,,,,,,,
1.26,3300,3300,0,-0.07073643177747727,1729,0.9,,,,,,,0.2,0.043185412883758545,0.021275341510772705,0.05005681842565537,0.0001,-0.9917485320568085,0.18651341199874877,0.010247596,-0.012012273946311325,100
,,3300,,,,,-0.27836907,11,0,4845,1.73,0.7,,,,,,,,,,
1.16,3600,3600,0,-0.06816013514064252,1904,0.94,,,,,,,0.2,0.06385180354118347,0.038272857666015625,0.0,0.0001,-0.8715946197509765,0.1824476869404316,0.0016328462,-0.0019301801016626996,110
,,3600,,,,,-0.19764936000000002,12,0,5285,1.6,0.76,,,,,,,,,,
1.12,3900,3900,0,-0.04737029864452779,2082,0.96,,,,,,,0.2,0.06169046461582184,0.07829403877258301,0.010369318276643754,0.0001,-0.8031297171115875,0.16155644297599792,0.0015976077,-0.005246101667289622,120
,,3900,,,,,-0.24863830000000003,13,0,5723,1.73,0.73,,,,,,,,,,
1.14,4200,4200,0,-0.06918904487509281,2257,0.94,,,,,,,0.2,0.05880723148584366,0.11393636465072632,0.01125,0.0001,-0.8435545754432678,0.16436015352606773,0.002642313,-0.004215103136721155,130
,,4200,,,,,-0.31227387,14,0,6171,1.78,0.68,,,,,,,,,,
1.26,4500,4500,0,-0.08946560856886208,2440,0.9,,,,,,,0.2,0.07445079833269119,0.08567678928375244,0.01678977280855179,0.0001,-0.82979208111763,0.18606029823422432,0.0031966388,-0.005987251795013435,140
,,4500,,,,,-0.21023493999999998,15,0,6651,1.62,0.78,,,,,,,,,,
1.24,4800,4800,0,-0.08974495500326157,2622,0.9,,,,,,,0.2,0.051114629954099655,0.0760849118232727,0.0,0.0001,-0.778313661813736,0.16018553018569948,0.00040498638,-0.001037182888831012,150
,,4800,,,,,-0.27355292000000003,16,0,7096,1.65,0.72,,,,,,,,,,
1.3,5100,5100,0,-0.1100019403314218,2807,0.86,,,,,,,0.2,0.014613144099712372,0.23959797620773315,0.05136363670229912,0.0001,-0.7028649282455445,0.15211921989917754,0.006109149,-0.01053230543853715,160
,,5100,,,,,-0.19734317,17,0,7543,1.67,0.76,,,,,,,,,,
1.38,5400,5400,0,-0.17399861870799213,2987,0.84,,,,,,,0.2,0.04771954193711281,0.00011968612670898438,0.007301136404275894,0.0001,-0.6195617258548737,0.16701620757579805,0.0018398233,-0.004182051649549976,170
,,5400,,,,,-0.23801404999999998,18,0,8005,1.67,0.73,,,,,,,,,,
1.14,5700,5700,0,-0.028515409929677844,3172,0.96,,,,,,,0.2,0.04598701000213623,0.0810198187828064,0.016647727340459825,0.0001,-0.5405377912521362,0.17115126103162764,0.0045546973,-0.004971622481243685,180
,,5700,,,,,-0.23655547999999998,19,0,8451,1.67,0.75,,,,,,,,,,
1.24,6000,6000,0,-0.04939624280203134,3355,0.92,,,,,,,0.2,0.05440526828169823,0.06061255931854248,0.006875,0.0001,-0.47580546855926514,0.18079233184456825,0.004336155,-0.0037176597884649707,190
,,6000,,,,,-0.23705367000000002,20,0,8884,1.58,0.76,,,,,,,,,,
1.24,6300,6300,0,-0.10856108546257019,3540,0.88,,,,,,,0.2,0.07967919111251831,0.20424729585647583,0.0,0.0001,-0.43380766808986665,0.17440857812762262,0.00042036147,-0.0014705777805647813,200
,,6300,,,,,-0.26435549,21,0,9338,1.64,0.72,,,,,,,,,,
1.18,6600,6600,0,-0.0490593212749809,3717,0.94,,,,,,,0.2,0.045282334089279175,0.21296650171279907,0.0003125,0.0001,-0.425706729888916,0.15107227578759194,0.0012718544,-0.0021895739540923388,210
,,6600,,,,,-0.30906565,22,0,9782,1.72,0.68,,,,,,,,,,
1.24,6900,6900,0,-0.09173487598542124,3907,0.9,,,,,,,0.2,0.03735760599374771,0.12039405107498169,0.020170454680919648,0.0001,-0.34752685606479644,0.167448493540287,0.0025293531,-0.007094687589196838,220
,,6900,,,,,-0.16269546999999998,23,0,10230,1.5,0.8,,,,,,,,,,
1.18,7200,7200,0,-0.07181377275846898,4093,0.94,,,,,,,0.2,0.0727909579873085,0.16853928565979004,0.008210227340459824,0.0001,-0.30952752828598024,0.16039579331874848,0.0008636628,-0.003658020323346136,230
,,7200,,,,,-0.23476236,24,0,10670,1.56,0.74,,,,,,,,,,
1.26,7500,7500,0,-0.06927137567661702,4283,0.88,,,,,,,0.2,0.0419670045375824,0.24744033813476562,0.0021875,0.0001,-0.28763077795505526,0.1501435972750187,0.00047794526,-0.0020506157349254295,240
,,7500,,,,,-0.22482476,25,0,11201,1.55,0.77,,,,,,,,,,
1.26,7800,7800,0,-0.13476373930461705,4472,0.88,,,,,,,0.2,0.06884799152612686,0.04035937786102295,0.0,0.0001,-0.26999431014060976,0.17811540886759758,0.00011480505,-0.0006367873057172346,250
,,7800,,,,,-0.21445121,26,0,11625,1.57,0.74,,,,,,,,,,
1.38,8100,8100,0,-0.1537204118585214,4672,0.84,,,,,,,0.2,0.04589959606528282,0.2359459400177002,0.006676136404275894,0.0001,-0.25686953216791153,0.14646822184324265,0.0012804695,-0.003862307183972007,260
,,8100,,,,,-0.15594794,27,0,12068,1.44,0.83,,,,,,,,,,
1.32,8400,8400,0,-0.12993625146336854,4865,0.86,,,,,,,0.2,0.0425981767475605,0.08227646350860596,0.0,0.0001,-0.2206744807958603,0.1468263630568981,0.00017516394,-0.0006979618313380342,270
,,8400,,,,,-0.22659993999999997,28,0,12516,1.54,0.78,,,,,,,,,,
1.28,8700,8700,0,-0.09124541347846389,5044,0.88,,,,,,,0.2,0.07208404690027237,0.16468876600265503,0.0003125,0.0001,-0.20035713255405427,0.1650876821577549,0.00045710785,-0.0019093957831501029,280
,,8700,,,,,-0.29688933,29,0,12975,1.67,0.71,,,,,,,,,,
1.28,9000,9000,0,-0.09092783664353192,5222,0.92,,,,,,,0.2,0.04341723769903183,0.27628976106643677,0.0,0.0001,-0.18509578138589858,0.1593725401163101,6.571758e-05,-0.00023859192307597256,290
,,9000,,,,,-0.22782259,30,0,13431,1.62,0.74,,,,,,,,,,
1.34,9300,9300,0,-0.13076871221885086,5403,0.86,,,,,,,0.2,0.0619918555021286,0.18884819746017456,0.0,0.0001,-0.18106852501630782,0.16872591391205788,0.00015920724,-0.0007356347487620951,300
,,9300,,,,,-0.30024491000000003,31,0,13906,1.73,0.71,,,,,,,,,,
1.22,9600,9600,0,-0.07330691208131611,5592,0.92,,,,,,,0.2,0.05164564773440361,0.2412348985671997,0.0,0.0001,-0.17381616771221162,0.16116928309202194,9.270754e-05,-0.0006685673501160139,310
,,9600,,,,,-0.27847845,32,0,14373,1.64,0.72,,,,,,,,,,
1.16,9900,9900,0,-0.09137072368524969,5775,0.92,,,,,,,0.2,0.0655757412314415,0.2684978246688843,0.0028125,0.0001,-0.1773560357093811,0.13812666416168212,0.007961006,-0.002145118678364355,320
,,9900,,,,,-0.253057,33,0,14831,1.67,0.71,,,,,,,,,,
1.32,10200,10200,0,-0.09052362649701536,5958,0.88,,,,,,,0.2,0.04065187647938728,0.13401848077774048,0.0,0.0001,-0.18220631569623946,0.17318129658699036,1.3005733e-05,8.399741115283633e-06,330
,,10200,,,,,-0.20162261000000004,34,0,15287,1.52,0.8,,,,,,,,,,
1.2,10500,10500,0,-0.0490601101052016,6154,0.94,,,,,,,0.2,0.08084092289209366,0.2012268304824829,0.0,0.0001,-0.181975876390934,0.1659579722583294,0.00015449389,-0.000996172891778997,340
,,10500,,,,,-0.16817118,35,0,15732,1.48,0.81,,,,,,,,,,
1.3,10800,10800,0,-0.031560983462259176,6353,0.92,,,,,,,0.2,0.05385370925068855,0.2543233633041382,0.0,0.0001,-0.17491772890090942,0.13182770386338233,0.00021597763,-0.0008046058832405833,350
,,10800,,,,,-0.18836596000000003,36,0,16200,1.52,0.8,,,,,,,,,,
1.26,11100,11100,0,-0.11328791446983814,6542,0.88,,,,,,,0.2,0.06466967612504959,0.17107665538787842,0.0,0.0001,-0.16299056261777878,0.1423269584774971,4.7408248e-05,-9.949636174674481e-05,360
,,11100,,,,,-0.24656907,37,0,16674,1.63,0.74,,,,,,,,,,
1.2,11400,11400,0,-0.09120785686187446,6747,0.9,,,,,,,0.2,0.06885824352502823,0.3128466010093689,0.0030965909361839296,0.0001,-0.16685595273971557,0.13693086355924605,0.0028156675,-0.0013227734972861072,370
,,11400,,,,,-0.10789398,38,0,17139,1.42,0.84,,,,,,,,,,
1.38,11700,11700,0,-0.11272608015220613,6945,0.86,,,,,,,0.2,0.06986640393733978,0.06663721799850464,0.0,0.0001,-0.17953924238681793,0.1415959492325783,3.7369708e-05,-2.8244076947885332e-05,380
,,11700,,,,,-0.24966764000000002,39,0,17611,1.65,0.73,,,,,,,,,,
1.2,12000,12000,0,-0.08851485231891275,7132,0.92,,,,,,,0.2,0.06816236674785614,0.13647997379302979,0.002642045468091965,0.0001,-0.17898787021636964,0.16879236221313476,0.0005741862,-0.0006309807041816384,390
,,12000,,,,,-0.18931395000000006,40,0,18058,1.49,0.83,,,,,,,,,,
1.18,12300,12300,0,-0.02906914141960442,7318,0.96,,,,,,,0.2,0.059533193707466125,0.10286307334899902,0.002642045468091965,0.0001,-0.16064247250556946,0.16676027476787567,0.00047596087,-0.0022352228263298455,400
,,12300,,,,,-0.19298033999999997,41,0,18492,1.54,0.78,,,,,,,,,,
1.36,12600,12600,0,-0.1532177749602124,7502,0.82,,,,,,,0.2,0.04051322117447853,0.21844768524169922,0.0007670454680919648,0.0001,-0.14558418691158295,0.14974151477217673,0.0002962717,-0.0010089026285277213,410
,,12600,,,,,-0.27005281999999997,42,0,18938,1.65,0.72,,,,,,,,,,
1.24,12900,12900,0,-0.0909762529656291,7680,0.92,,,,,,,0.2,0.05389580503106117,0.2080973982810974,0.0009375,0.0001,-0.13789576530456543,0.16111985221505165,0.00025200582,-0.0007124125304900985,420
,,12900,,,,,-0.23048083000000003,43,0,19372,1.68,0.73,,,,,,,,,,
1.2,13200,13200,0,-0.06891819506883622,7870,0.92,,,,,,,0.2,0.050687313079833984,0.14286214113235474,0.0030965909361839296,0.0001,-0.1310016195476055,0.16494440749287606,0.0005955612,-0.002100361653249365,430
,,13200,,,,,-0.20437111000000002,44,0,19823,1.54,0.78,,,,,,,,,,
1.34,13500,13500,0,-0.11078667520545422,8056,0.84,,,,,,,0.2,0.0868956446647644,0.12688875198364258,0.0,0.0001,-0.11688058942556381,0.17367257237434386,3.3547898e-05,-0.00029849324407742016,440
,,13500,,,,,-0.23192965999999998,45,0,20283,1.59,0.76,,,,,,,,,,
1.14,13800,13800,0,-0.06823245746083557,8241,0.94,,,,,,,0.2,0.07171352207660675,0.1338525414466858,0.00434659093618393,0.0001,-0.10959460750222207,0.16838915795087814,0.0006422136,-0.001599726334521563,450
,,13800,,,,,-0.28055796,46,0,20739,1.61,0.74,,,,,,,,,,
1.26,14100,14100,0,-0.09068719787988812,8432,0.92,,,,,,,0.2,0.07193797826766968,0.21874618530273438,0.0,0.0001,-0.09782413452863693,0.16731588065624237,0.00011414364,-0.001167101120452685,460
,,14100,,,,,-0.23339243999999998,47,0,21192,1.56,0.75,,,,,,,,,,
1.28,14400,14400,0,-0.06985228451900184,8607,0.9,,,,,,,0.2,0.08398191630840302,0.1378602385520935,0.0,0.0001,-0.0907132664322853,0.179683178961277,6.888969e-05,-0.00037935715922099433,470
,,14400,,,,,-0.32441537,48,0,21637,1.77,0.66,,,,,,,,,,
1.16,14700,14700,0,-0.04885484530124813,8793,0.96,,,,,,,0.2,0.08294986188411713,0.16888374090194702,0.0,0.0001,-0.08432093977928162,0.17886973693966865,8.08019e-05,-0.0005053756546743671,480
,,14700,,,,,-0.18821886,49,0,22079,1.59,0.77,,,,,,,,,,
1.22,15000,15000,0,-0.08923938968218863,8963,0.92,,,,,,,0.2,0.07650741189718246,0.1821337342262268,0.0,0.0001,-0.08115524142980575,0.15450059980154038,4.4317578e-05,-0.0004124250355311432,490
,,15000,,,,,-0.25916129,50,0,22516,1.68,0.73,,,,,,,,,,
1.28,15300,15300,0,-0.07114776483736933,9154,0.9,,,,,,,0.2,0.07384462654590607,0.2454925775527954,0.0,0.0001,-0.08025913521647453,0.15172671496868134,6.223284e-05,-0.0007078914175243511,500
,,15300,,,,,-0.17925644999999998,51,0,22949,1.52,0.79,,,,,,,,,,
1.32,15600,15600,0,-0.09369565799832344,9345,0.86,,,,,,,0.2,0.06331406533718109,0.08625692129135132,0.0,0.0001,-0.07639018222689628,0.16083078548312188,5.112663e-05,-0.0004055440534219912,510
,,15600,,,,,-0.25606488,52,0,23431,1.65,0.71,,,,,,,,,,
1.16,15900,15900,0,-0.06823151673190296,9544,0.94,,,,,,,0.2,0.06109397113323212,0.22421520948410034,0.001875,0.0001,-0.07775653257966042,0.1530635254085064,0.00019915488,-0.0006868918485596964,520
,,15900,,,,,-0.21446877999999997,53,0,23874,1.56,0.8,,,,,,,,,,
1.12,16200,16200,0,-0.008113397690467537,9747,0.96,,,,,,,0.2,0.04564594104886055,0.334572434425354,0.005142045468091965,0.0001,-0.07666257843375206,0.1293487472832203,0.0005135795,-0.0016869864855711826,530
,,16200,,,,,-0.22807671999999996,54,0,24308,1.5,0.8,,,,,,,,,,
1.14,16500,16500,0,-0.048604187802411616,9921,0.94,,,,,,,0.2,0.03934155032038689,0.290263295173645,0.001875,0.0001,-0.06623448580503463,0.1404513044655323,0.00028789073,-0.0013524879206374863,540
,,16500,,,,,-0.264477,55,0,24729,1.68,0.72,,,,,,,,,,
1.22,16800,16800,0,-0.07107294640038163,10118,0.92,,,,,,,0.2,0.07713212072849274,0.1807866096496582,0.0,0.0001,-0.059277238324284554,0.167646344602108,1.8799305e-05,-5.735617486841704e-05,550
,,16800,,,,,-0.17462250999999998,56,0,25148,1.46,0.83,,,,,,,,,,
