eval/mean_ep_length,env/n_steps,time/total_timesteps,env/completion_counter,eval/mean_reward,env/current_idx,eval/success_rate,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,train/clip_range,train/loss,train/explained_variance,train/clip_fraction,train/learning_rate,train/entropy_loss,train/value_loss,train/approx_kl,train/policy_gradient_loss,train/n_updates
1.18,44700,44700,0,-0.06955541205592454,27724,0.92,,,,,,,0.2,0.05780264735221863,0.1734979748725891,0.0021875,0.0001,-0.04081499792635441,0.15378282964229584,0.00025613018,-0.0006035304660895235,1480
,,44700,,,,,-0.19121770999999996,149,0,64985,1.53,0.81,,,,,,,,,,
1.24,45000,45000,0,-0.06963600557763129,27906,0.9,,,,,,,0.2,0.050388529896736145,0.14467918872833252,0.0,0.0001,-0.036862478479743006,0.1616370940208435,3.7252904e-10,-2.355636526729654e-07,1490
,,45000,,,,,-0.26536630999999994,150,0,65435,1.68,0.71,,,,,,,,,,
1.14,45300,45300,0,-0.07225024679675698,28091,0.94,,,,,,,0.2,0.05811908096075058,0.19860422611236572,0.004204545468091965,0.0001,-0.03220785904675722,0.14454797968268396,0.00057415385,-0.0018621005625882958,1500
,,45300,,,,,-0.2539602,151,0,65835,1.59,0.74,,,,,,,,,,
1.22,45600,45600,0,-0.04926597725600004,28282,0.96,,,,,,,0.2,0.06009640172123909,0.17968523502349854,0.0015340909361839295,0.0001,-0.03201036646962166,0.15820467829704285,0.00012507223,-0.0004018007748990016,1510
,,45600,,,,,-0.23635334,152,0,66264,1.61,0.76,,,,,,,,,,
1.48,45900,45900,0,-0.19553312761709093,28468,0.78,,,,,,,0.2,0.06275124847888947,0.20776957273483276,0.0,0.0001,-0.034823109284043315,0.14560822829604148,6.617741e-06,-7.537383247520069e-06,1520
,,45900,,,,,-0.25259654000000004,153,0,66699,1.64,0.74,,,,,,,,,,
1.22,46200,46200,0,-0.009452388626523317,28648,0.94,,,,,,,0.2,0.057181261479854584,0.2475827932357788,0.0,0.0001,-0.03541576005518436,0.14484704330563544,0.0,-2.0147047266050322e-08,1530
,,46200,,,,,-0.30163927,154,0,67121,1.72,0.71,,,,,,,,,,
1.22,46500,46500,0,-0.07185435737483203,28847,0.92,,,,,,,0.2,0.06977056711912155,0.28688305616378784,0.0010795454680919648,0.0001,-0.0332370737940073,0.1497061848640442,0.00011128672,-0.0005659928121497515,1540
,,46500,,,,,-0.20452047999999995,155,0,67555,1.55,0.78,,,,,,,,,,
1.38,46800,46800,0,-0.15363700136542321,29036,0.84,,,,,,,0.2,0.0553850419819355,0.1943243145942688,0.0,0.0001,-0.032047562524676325,0.14249861910939216,0.0,-2.6703939264294264e-07,1550
,,46800,,,,,-0.22727813000000002,156,0,68008,1.64,0.75,,,,,,,,,,
1.2,47100,47100,0,-0.04876644149422646,29219,0.92,,,,,,,0.2,0.051044393330812454,0.13721370697021484,0.0,0.0001,-0.032340171039104464,0.14783939361572265,1.5286729e-06,-3.852477636215212e-05,1560
,,47100,,,,,-0.20850452,157,0,68440,1.6,0.78,,,,,,,,,,
1.32,47400,47400,0,-0.09285550115164369,29415,0.86,,,,,,,0.2,0.061140526086091995,0.24631810188293457,0.003125,0.0001,-0.029259292110800743,0.1553725005686283,0.00017366298,-0.0006463189787140778,1570
,,47400,,,,,-0.18752601,158,0,68894,1.47,0.8,,,,,,,,,,
1.16,47700,47700,0,-0.06812538255006075,29608,0.94,,,,,,,0.2,0.07028093189001083,0.23658019304275513,0.0009375,0.0001,-0.029990709237754345,0.15038928240537644,8.878354e-05,-0.0002180413824038041,1580
,,47700,,,,,-0.21005693000000003,159,0,69336,1.54,0.78,,,,,,,,,,
1.4,48000,48000,0,-0.1379925887938589,29793,0.84,,,,,,,0.2,0.04086747393012047,0.2227153778076172,0.0,0.0001,-0.032604112103581426,0.1532452940940857,6.376207e-06,-1.5580841969669024e-05,1590
,,48000,,,,,-0.32692477,160,0,69778,1.72,0.68,,,,,,,,,,
1.2,48300,48300,0,-0.049267285242676734,29995,0.96,,,,,,,0.2,0.05157339200377464,0.23607152700424194,0.0009375,0.0001,-0.03527298271656036,0.1472873555123806,0.00057198753,-0.0001566026951418209,1600
,,48300,,,,,-0.15618937,161,0,70216,1.39,0.84,,,,,,,,,,
1.14,48600,48600,0,-0.06815398709382862,30197,0.94,,,,,,,0.2,0.06714574247598648,0.2633727192878723,0.0,0.0001,-0.03370374515652656,0.14844629481434823,0.0,-1.0227107184235252e-07,1610
,,48600,,,,,-0.21408649000000005,162,0,70641,1.49,0.8,,,,,,,,,,
1.18,48900,48900,0,-0.00925257035996765,30382,0.96,,,,,,,0.2,0.05272397771477699,0.2267841100692749,0.004829545468091965,0.0001,-0.03066357411444187,0.14706923067569733,0.0005018989,-0.001757125031118818,1620
,,48900,,,,,-0.21047956000000004,163,0,71068,1.56,0.77,,,,,,,,,,
1.3,49200,49200,0,-0.11038085546344518,30568,0.88,,,,,,,0.2,0.07059001922607422,0.20059174299240112,0.0,0.0001,-0.03068060487508774,0.1596408535540104,3.7252904e-10,-7.078060020404564e-07,1630
,,49200,,,,,-0.26658434,164,0,71499,1.61,0.72,,,,,,,,,,
1.26,49500,49500,0,-0.09563195989467203,30754,0.88,,,,,,,0.2,0.0637744888663292,0.27640849351882935,0.006789772808551788,0.0001,-0.03328990325331688,0.1535078863799572,0.010062951,-0.002908717739734925,1640
,,49500,,,,,-0.26110273000000006,165,0,71923,1.66,0.74,,,,,,,,,,
1.4,49800,49800,0,-0.15346585479564964,30944,0.84,,,,,,,0.2,0.05549180507659912,0.3470688462257385,0.0030965909361839296,0.0001,-0.03024269048124552,0.1406126342713833,0.00066965556,-0.0006455349100924935,1650
,,49800,,,,,-0.19801811,166,0,72360,1.55,0.8,,,,,,,,,,
1.24,50100,50100,0,-0.0918676265142858,31122,0.9,,,,,,,0.2,0.05891351029276848,0.15516865253448486,0.0,0.0001,-0.02394760712981224,0.16168793946504592,0.0,-9.752471281654352e-08,1660
,,50100,,,,,-0.2358472,167,0,72793,1.67,0.75,,,,,,,,,,
1.2,50400,50400,0,-0.049722992749884724,31311,0.96,,,,,,,0.2,0.06563293188810349,0.24828499555587769,0.0015340909361839295,0.0001,-0.02593118477612734,0.16755613014101983,0.0001744424,-0.00033235415065746565,1670
,,50400,,,,,-0.25550072999999995,168,0,73207,1.67,0.74,,,,,,,,,,
1.22,50700,50700,0,-0.08921818712726236,31498,0.92,,,,,,,0.2,0.075682632625103,0.20625895261764526,0.002017045468091965,0.0001,-0.02588189586997032,0.15931167393922807,0.00020294951,-0.0009829960822656148,1680
,,50700,,,,,-0.2628528500000001,169,0,73628,1.63,0.72,,,,,,,,,,
1.16,51000,51000,0,-0.07004137448966503,31683,0.94,,,,,,,0.2,0.05864197760820389,0.2630695700645447,0.0041761364042758944,0.0001,-0.021560796052217484,0.16150862842798233,0.00037984928,-0.0009760436915198056,1690
,,51000,,,,,-0.2758191200000001,170,0,74058,1.68,0.71,,,,,,,,,,
1.38,51300,51300,0,-0.1342839959822595,31890,0.84,,,,,,,0.2,0.07153277099132538,0.21244895458221436,0.0,0.0001,-0.019919921047985553,0.164456607401371,0.0,-3.0470334770882344e-08,1700
,,51300,,,,,-0.18434862,171,0,74528,1.43,0.84,,,,,,,,,,
1.2,51600,51600,0,-0.06818922915495933,32082,0.9,,,,,,,0.2,0.05784821882843971,0.4154946804046631,0.0009375,0.0001,-0.021066636592149735,0.1190967732667923,0.00010163711,-0.0002863310983360634,1710
,,51600,,,,,-0.18399770999999995,172,0,74962,1.52,0.81,,,,,,,,,,
1.42,51900,51900,0,-0.21048501836135983,32273,0.8,,,,,,,0.2,0.06289614737033844,0.24470174312591553,0.0,0.0001,-0.02238772116601467,0.1572219318151474,2.682209e-08,-5.429248154724675e-06,1720
,,51900,,,,,-0.20272214000000002,173,0,75514,1.56,0.78,,,,,,,,,,
1.16,52200,52200,0,-0.02863997026812285,32448,0.96,,,,,,,0.2,0.03997950255870819,0.19797563552856445,0.001875,0.0001,-0.023482081145048142,0.1472567969560623,0.00015339386,-0.00033292800018726255,1730
,,52200,,,,,-0.35779886000000005,174,0,75960,1.77,0.65,,,,,,,,,,
1.14,52500,52500,0,-0.07036830966826528,32641,0.94,,,,,,,0.2,0.0318865031003952,0.305955708026886,0.0059090909361839295,0.0001,-0.041645336449146274,0.14322812393307685,0.0004882749,-0.0011416265369467737,1740
,,52500,,,,,-0.26231872999999994,175,0,76386,1.59,0.74,,,,,,,,,,
1.14,52800,52800,0,-0.07003270491957664,32815,0.94,,,,,,,0.2,0.07287778705358505,0.33934885263442993,0.0015625,0.0001,-0.02981629818677902,0.14105219766497612,0.00014912784,-0.00017269825649146142,1750
,,52800,,,,,-0.25422802,176,0,76822,1.64,0.73,,,,,,,,,,
1.08,53100,53100,0,-0.027010830109938978,32988,0.98,,,,,,,0.2,0.07447340339422226,0.18648380041122437,0.0026136364042758944,0.0001,-0.029709058590233327,0.17052184775471688,0.0026832009,-0.0010915876738590668,1760
,,53100,,,,,-0.33454024999999993,177,0,77240,1.72,0.67,,,,,,,,,,
1.38,53400,53400,0,-0.1307170541351661,33186,0.82,,,,,,,0.2,0.05611997842788696,0.3446204662322998,0.002017045468091965,0.0001,-0.02726318418979645,0.133188905864954,0.00018517622,-0.0005973879294474216,1770
,,53400,,,,,-0.17093116000000003,178,0,77701,1.49,0.82,,,,,,,,,,
1.18,53700,53700,0,-0.06894090771209449,33372,0.94,,,,,,,0.2,0.057282816618680954,0.2776871919631958,0.0027840909361839293,0.0001,-0.032285118289291856,0.14081978753209115,0.00025885715,-0.0008736692864318485,1780
,,53700,,,,,-0.25723815,179,0,78145,1.56,0.74,,,,,,,,,,
1.2,54000,54000,0,-0.0494103701133281,33560,0.92,,,,,,,0.2,0.06300533562898636,0.2717956304550171,0.004659090936183929,0.0001,-0.033816596306860444,0.1556960767507553,0.00079041894,-0.0013293961338399641,1790
,,54000,,,,,-0.2053522,180,0,78573,1.53,0.81,,,,,,,,,,
1.4,54300,54300,0,-0.15975588534027338,33743,0.82,,,,,,,0.2,0.08776513487100601,0.2791505455970764,0.003238636404275894,0.0001,-0.029982268773019315,0.14520133316516876,0.009006833,-0.0010527528933948816,1800
,,54300,,,,,-0.27318067,181,0,79009,1.61,0.73,,,,,,,,,,
1.1,54600,54600,0,-0.027622092291712762,33934,0.98,,,,,,,0.2,0.06390313059091568,0.048486292362213135,0.0,0.0001,-0.02857271011918783,0.1857887874543667,1.4901161e-09,-1.9958361308880514e-06,1810
,,54600,,,,,-0.2703273,182,0,79431,1.62,0.74,,,,,,,,,,
1.3,54900,54900,0,-0.09164734097197652,34119,0.88,,,,,,,0.2,0.02472916804254055,0.36200761795043945,0.0,0.0001,-0.028554693534970282,0.12783796593546867,0.0,-5.175410340640951e-07,1820
,,54900,,,,,-0.20111449,183,0,79873,1.58,0.8,,,,,,,,,,
1.1,55200,55200,0,-0.04721852561458945,34305,0.96,,,,,,,0.2,0.033011239022016525,0.10844910144805908,0.0,0.0001,-0.028958134688436984,0.16959843710064887,1.0423362e-06,-3.1458924056919635e-05,1830
,,55200,,,,,-0.28675007999999996,184,0,80307,1.6,0.74,,,,,,,,,,
1.22,55500,55500,0,-0.06887340974994004,34502,0.92,,,,,,,0.2,0.07787158340215683,0.29607105255126953,0.0013920454680919647,0.0001,-0.026243863329291343,0.1538807488977909,0.00012189375,-0.000565255688049433,1840
,,55500,,,,,-0.28849076,185,0,80736,1.67,0.72,,,,,,,,,,
1.4,55800,55800,0,-0.1394517161650583,34710,0.84,,,,,,,0.2,0.07540860772132874,0.3267923593521118,0.0,0.0001,-0.024126890674233438,0.1401227357983589,0.0,-2.836270941308783e-07,1850
,,55800,,,,,-0.18123884,186,0,81196,1.47,0.79,,,,,,,,,,
1.06,56100,56100,0,-0.028506890097633006,34898,0.98,,,,,,,0.2,0.045344121754169464,0.2744060158729553,0.004204545468091965,0.0001,-0.029515827670693398,0.13658398598432542,0.0057961843,-0.0008676577808728325,1860
,,56100,,,,,-0.25494730000000004,187,0,81648,1.6,0.75,,,,,,,,,,
1.12,56400,56400,0,-0.030212992643937467,35092,0.96,,,,,,,0.2,0.07124552875757217,0.33259326219558716,0.0,0.0001,-0.021177696399390697,0.14331180721521378,1.8626452e-10,7.773343133976595e-07,1870
,,56400,,,,,-0.1929674,188,0,82072,1.46,0.81,,,,,,,,,,
1.2,56700,56700,0,-0.07027639628387988,35278,0.92,,,,,,,0.2,0.0699026808142662,0.3108268976211548,0.0,0.0001,-0.02207224164158106,0.1478826332092285,4.1499734e-07,-2.2035280194359076e-05,1880
,,56700,,,,,-0.18585284999999999,189,0,82495,1.54,0.8,,,,,,,,,,
1.28,57000,57000,0,-0.1308099961746484,35470,0.88,,,,,,,0.2,0.10021086782217026,0.1296091079711914,0.0,0.0001,-0.022285044714808463,0.178409184217453,4.9765407e-05,-0.0001381870259670137,1890
,,57000,,,,,-0.25869277999999996,190,0,82934,1.61,0.75,,,,,,,,,,
1.16,57300,57300,0,-0.08957113675773144,35664,0.92,,,,,,,0.2,0.05917118862271309,0.2918992042541504,0.0,0.0001,-0.023985035829246045,0.14726487159729004,0.0,1.546926782225455e-08,1900
,,57300,,,,,-0.18959472,191,0,83389,1.49,0.81,,,,,,,,,,
1.26,57600,57600,0,-0.08944897019769997,35840,0.9,,,,,,,0.2,0.07440787553787231,0.21862244606018066,0.0,0.0001,-0.024169618859887124,0.1616164444386959,1.8626452e-10,-6.557975675036687e-07,1910
,,57600,,,,,-0.22014757000000007,192,0,83824,1.68,0.75,,,,,,,,,,
1.16,57900,57900,0,-0.029024952673353255,36027,0.96,,,,,,,0.2,0.027729153633117676,0.30892860889434814,0.003238636404275894,0.0001,-0.035965640358626844,0.1435131809860468,0.015793774,-0.0006094998556943665,1920
,,57900,,,,,-0.21236099,193,0,84239,1.54,0.77,,,,,,,,,,
1.22,58200,58200,0,-0.069067745776847,36212,0.92,,,,,,,0.2,0.055857062339782715,0.21160858869552612,0.0017045454680919647,0.0001,-0.025895711965858936,0.16627713456749915,0.00026323093,-0.00028993000905302323,1930
,,58200,,,,,-0.16458810999999998,194,0,84654,1.54,0.81,,,,,,,,,,
1.36,58500,58500,0,-0.1552422877587378,36390,0.86,,,,,,,0.2,0.06560204178094864,0.2042641043663025,0.0034090909361839295,0.0001,-0.045893303267657753,0.1502954788506031,0.0019265262,-0.0002959103874121638,1940
,,58500,,,,,-0.22772828,195,0,85084,1.59,0.75,,,,,,,,,,
1.3,58800,58800,0,-0.07103675237391144,36591,0.88,,,,,,,0.2,0.07676584273576736,0.16272234916687012,0.0003125,0.0001,-0.028916334845125676,0.16528209075331687,7.1357565e-05,-0.00015775856645582564,1950
,,58800,,,,,-0.1644869,196,0,85552,1.49,0.8,,,,,,,,,,
1.4,59100,59100,0,-0.09278516749851405,36777,0.82,,,,,,,0.2,0.06805222481489182,0.22834306955337524,0.0017045454680919647,0.0001,-0.036614103838801385,0.14189842030405997,0.00018026479,-0.0002059695649739979,1960
,,59100,,,,,-0.20077995999999998,197,0,86005,1.55,0.8,,,,,,,,,,
1.1,59400,59400,0,-0.027387297032400965,36968,0.96,,,,,,,0.2,0.08080148696899414,0.1922382116317749,0.008892045468091964,0.0001,-0.05290800657123327,0.1640084482729435,0.008544334,-0.002521190661932451,1970
,,59400,,,,,-0.2634014,198,0,86435,1.66,0.74,,,,,,,,,,
1.24,59700,59700,0,-0.07321391955483705,37154,0.9,,,,,,,0.2,0.055969707667827606,0.3979867696762085,0.0038920454680919647,0.0001,-0.04693710938096046,0.11460472300648689,0.0004490718,-0.0019350657289945161,1980
,,59700,,,,,-0.22259587999999997,199,0,86871,1.65,0.73,,,,,,,,,,
1.44,60000,60000,0,-0.17155623057391495,37350,0.82,,,,,,,0.2,0.05293387174606323,0.2160971760749817,0.0027840909361839293,0.0001,-0.04313244380056858,0.1505003121495247,0.00019279294,-0.00022997432156898867,1990
,,60000,,,,,-0.20454966,200,0,87359,1.61,0.76,,,,,,,,,,
1.3,60300,60300,0,-0.11113513273186981,37531,0.88,,,,,,,0.2,0.05169639363884926,0.15179407596588135,0.0,0.0001,-0.04783610567450523,0.15239598482847214,4.700121e-05,-0.0002008377307691944,2000
,,60300,,,,,-0.26797942999999996,201,0,87804,1.73,0.71,,,,,,,,,,
1.28,60600,60600,0,-0.1306921426206827,37727,0.86,,,,,,,0.2,0.07461893558502197,0.3112461566925049,0.0027840909361839293,0.0001,-0.0430111949890852,0.13994912698864936,0.00054088084,-0.000128500271446228,2010
,,60600,,,,,-0.21748464,202,0,88246,1.52,0.8,,,,,,,,,,
1.28,60900,60900,0,-0.07278732122387738,37905,0.9,,,,,,,0.2,0.0805855244398117,0.23687666654586792,0.0,0.0001,-0.042345167696475984,0.1443171113729477,3.2365984e-05,-4.7471313341986845e-05,2020
,,60900,,,,,-0.24636501000000002,203,0,88682,1.67,0.72,,,,,,,,,,
1.24,61200,61200,0,-0.0686089654127136,38095,0.92,,,,,,,0.2,0.0537121556699276,0.2128177285194397,0.009573863744735718,0.0001,-0.06503682091832161,0.14764466837048532,0.0013660581,-0.0038950734795112395,2030
,,61200,,,,,-0.2825592,204,0,89147,1.61,0.72,,,,,,,,,,
1.1,61500,61500,0,-0.02769050497096032,38300,0.96,,,,,,,0.2,0.06829258054494858,0.22333210706710815,0.0,0.0001,-0.039760316386818886,0.14670328229665755,1.8626452e-10,-1.2333741990744328e-06,2040
,,61500,,,,,-0.24308395000000002,205,0,89595,1.55,0.76,,,,,,,,,,
1.16,61800,61800,0,-0.05009229652117938,38478,0.94,,,,,,,0.2,0.039173953235149384,0.3733360767364502,0.0021875,0.0001,-0.046120074763894084,0.12869230449199676,0.00023367403,-0.0006042931370762971,2050
,,61800,,,,,-0.19450715000000002,206,0,90038,1.66,0.77,,,,,,,,,,
1.18,62100,62100,0,-0.04935468595474959,38665,0.94,,,,,,,0.2,0.06138409674167633,0.238317608833313,0.0015340909361839295,0.0001,-0.04235588185489178,0.15160193145275117,0.00014025919,-0.00029028827632330943,2060
,,62100,,,,,-0.29244662,207,0,90535,1.68,0.71,,,,,,,,,,
1.32,62400,62400,0,-0.09053589642047882,38852,0.88,,,,,,,0.2,0.062124792486429214,0.24764645099639893,0.0021590909361839297,0.0001,-0.04114159300923347,0.15597548365592956,0.00025748718,-0.000363088277326824,2070
,,62400,,,,,-0.19145872,208,0,90996,1.58,0.77,,,,,,,,,,
1.16,62700,62700,0,-0.028630919666029514,39041,0.96,,,,,,,0.2,0.05349217727780342,0.18910902738571167,0.007130681872367859,0.0001,-0.04869548171758652,0.14861691921949385,0.0022795373,-0.001810640829935437,2080
,,62700,,,,,-0.20647949000000004,209,0,91531,1.51,0.79,,,,,,,,,,
1.32,63000,63000,0,-0.11242759120184928,39236,0.88,,,,,,,0.2,0.047516949474811554,0.31282228231430054,0.012414772808551789,0.0001,-0.06606405891478062,0.13974023908376693,0.0028218848,-0.002760679994916018,2090
,,63000,,,,,-0.21460073000000002,210,0,91990,1.53,0.78,,,,,,,,,,
1.2,63300,63300,0,-0.0682395760063082,39433,0.92,,,,,,,0.2,0.054656732827425,0.2784689664840698,0.003125,0.0001,-0.04687137991189957,0.13480813443660736,0.00036981792,-0.0006200292207552138,2100
,,63300,,,,,-0.23012419,211,0,92436,1.58,0.73,,,,,,,,,,
1.24,63600,63600,0,-0.06886170769575983,39616,0.92,,,,,,,0.2,0.0416676364839077,0.4446132183074951,0.004630681872367859,0.0001,-0.04502425618469715,0.10764000669121743,0.00118756,-0.0005986548061480334,2110
,,63600,,,,,-0.19846564,212,0,92902,1.65,0.75,,,,,,,,,,
1.26,63900,63900,0,-0.06977295015472919,39795,0.9,,,,,,,0.2,0.06884539127349854,0.10957568883895874,0.0015625,0.0001,-0.045283226668834685,0.15289082795381545,0.00015486535,-0.00016972486779650352,2120
,,63900,,,,,-0.29487194,213,0,93362,1.79,0.66,,,,,,,,,,
1.3,64200,64200,0,-0.09137233067303896,39975,0.88,,,,,,,0.2,0.06854769587516785,0.2648954391479492,0.006534090936183929,0.0001,-0.05474706746637821,0.1377478915452957,0.0023471136,-0.000489200256309914,2130
,,64200,,,,,-0.24113638999999992,214,0,93812,1.6,0.77,,,,,,,,,,
1.2,64500,64500,0,-0.07152054520323872,40150,0.92,,,,,,,0.2,0.04794924333691597,0.23646271228790283,0.003238636404275894,0.0001,-0.04356821343302727,0.1508058300614357,0.022182088,-0.0014592422730757449,2140
,,64500,,,,,-0.24230111000000001,215,0,94587,1.58,0.73,,,,,,,,,,
1.14,64800,64800,0,-0.027376749133691192,40338,0.98,,,,,,,0.2,0.0932697281241417,0.12946856021881104,0.0040625,0.0001,-0.05253442443907261,0.18850866466760635,0.0013139592,-0.00041696685873375826,2150
,,64800,,,,,-0.24982807000000004,216,0,95029,1.57,0.77,,,,,,,,,,
1.2,65100,65100,0,-0.06945815770421176,40535,0.92,,,,,,,0.2,0.07824195921421051,0.245730459690094,0.005255681872367859,0.0001,-0.04908133789896965,0.16105925977230073,0.0029474911,-0.001213793674100998,2160
,,65100,,,,,-0.18713563,217,0,95508,1.51,0.78,,,,,,,,,,
1.34,65400,65400,0,-0.15144649178255348,40718,0.86,,,,,,,0.2,0.04271315783262253,0.2039526104927063,0.006676136404275894,0.0001,-0.06201859198510647,0.14726397708058359,0.00057540636,-0.0008215221195962386,2170
,,65400,,,,,-0.28905892,218,0,96031,1.73,0.7,,,,,,,,,,
1.32,65700,65700,0,-0.1305598379392177,40913,0.86,,,,,,,0.2,0.04827457666397095,0.2660539746284485,0.0,0.0001,-0.048798353150486945,0.16266223400831223,3.8887003e-05,-0.00014044226029000129,2180
,,65700,,,,,-0.19210948000000003,219,0,96510,1.53,0.8,,,,,,,,,,
1.34,66000,66000,0,-0.07116596838459373,41109,0.86,,,,,,,0.2,0.030052732676267624,0.25773948431015015,0.007414772808551788,0.0001,-0.054730977788567545,0.14037149861454964,0.0008065725,-0.002445741969613664,2190
,,66000,,,,,-0.22909076000000003,220,0,96997,1.58,0.76,,,,,,,,,,
1.46,66300,66300,0,-0.19416614853311331,41304,0.8,,,,,,,0.2,0.08419553190469742,0.24901145696640015,0.0,0.0001,-0.044065391942858696,0.15513940155506134,1.8907541e-07,-2.6383735303170397e-05,2200
,,66300,,,,,-0.23217665999999998,221,0,97503,1.56,0.77,,,,,,,,,,
1.2,66600,66600,0,-0.06832819637842476,41499,0.92,,,,,,,0.2,0.0601612851023674,0.2448899745941162,0.0,0.0001,-0.04440714567899704,0.15365332171320914,3.8545577e-06,-2.1338801523285156e-05,2210
,,66600,,,,,-0.18977944000000002,222,0,97965,1.5,0.79,,,,,,,,,,
1.2,66900,66900,0,-0.05083807256538421,41699,0.94,,,,,,,0.2,0.05302298814058304,0.2328122854232788,0.0032670454680919646,0.0001,-0.043862660750746726,0.15143835961818694,0.00020174906,-0.0014365500965084267,2220
,,66900,,,,,-0.19591677999999998,223,0,98452,1.53,0.8,,,,,,,,,,
1.24,67200,67200,0,-0.07320402928628028,41873,0.92,,,,,,,0.2,0.060712456703186035,0.23120534420013428,0.002642045468091965,0.0001,-0.048257541358470914,0.14096713021397592,0.00029365232,-0.00017258546231460059,2230
,,67200,,,,,-0.31786098999999995,224,0,98896,1.8,0.66,,,,,,,,,,
