eval/mean_ep_length,time/total_timesteps,env/n_steps,env/completion_counter,env/current_idx,eval/mean_reward,eval/success_rate,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss
1.42,3720,3720,0,1683,-0.03229304396547377,0.94,,,,,,,0.017068803310394287,1230,-0.00322189029927058,0.0,0.0005670945,0.07195554673671722,0.2,0.0001,0.18885088413953782,-0.49141361117362975
,3720,,,,,,124,15166,0,0.84,1.93,-0.19824859,,,,,,,,,,
1.32,3750,3750,0,1701,-0.05086072102189064,0.96,,,,,,,0.40658092498779297,1240,-0.0032038514365558156,0.0,0.00030905803,0.050735972821712494,0.2,0.0001,0.1331400379538536,-0.4754672646522522
,3750,,,,,,125,15312,0,0.85,1.86,-0.19242898,,,,,,,,,,
1.36,3780,3780,0,1710,-0.03146681954152882,0.98,,,,,,,0.3364660143852234,1250,0.0012772835317687026,0.0,2.8928122e-05,0.05590372532606125,0.2,0.0001,0.15733322128653526,-0.46971839368343354
,3780,,,,,,126,15435,0,0.82,2.01,-0.22184766000000003,,,,,,,,,,
1.26,3810,3810,0,1730,-0.05050717192701995,0.96,,,,,,,0.3335336446762085,1260,-0.001958261734495892,0.0,7.822911e-05,0.07163244485855103,0.2,0.0001,0.1874958887696266,-0.47535769641399384
,3810,,,,,,127,15548,0,0.85,1.88,-0.18728310999999995,,,,,,,,,,
1.4,3840,3840,0,1747,-0.054309742250479756,0.94,,,,,,,-0.11222314834594727,1270,7.218628879250844e-05,0.0,3.496806e-05,0.07846610993146896,0.2,0.0001,0.18853457570075988,-0.4930176675319672
,3840,,,,,,128,15677,0,0.86,1.82,-0.18430786000000002,,,,,,,,,,
1.22,3870,3870,0,1759,-0.028554196283221246,0.98,,,,,,,-0.014734506607055664,1280,-0.0016410752115143979,0.0,0.00014197032,0.14122308790683746,0.2,0.0001,0.3487795412540436,-0.4936435967683792
,3870,,,,,,129,15785,0,0.84,1.95,-0.20542295,,,,,,,,,,
1.58,3900,3900,0,1773,-0.15117848694790154,0.88,,,,,,,-0.0926593542098999,1290,-0.0019032478287893894,0.0,0.00011665225,0.08448217064142227,0.2,0.0001,0.21931945234537126,-0.5087748497724534
,3900,,,,,,130,15912,0,0.83,1.98,-0.22872847999999998,,,,,,,,,,
1.36,3930,3930,0,1794,-0.07211073479615152,0.94,,,,,,,0.18064600229263306,1300,-0.0013933012925555488,0.0,0.0002628863,0.09319256991147995,0.2,0.0001,0.22493884712457657,-0.536122304201126
,3930,,,,,,131,16033,0,0.85,1.92,-0.19127357000000003,,,,,,,,,,
1.26,3960,3960,0,1811,-0.05094019484240562,0.94,,,,,,,-29.993349075317383,1310,0.00019542654098287927,0.0,6.522735e-05,0.05051807686686516,0.2,0.0001,0.15396567881107331,-0.5565102875232697
,3960,,,,,,132,16148,0,0.88,1.77,-0.15232315,,,,,,,,,,
1.3,3990,3990,0,1825,-0.07380549294874073,0.94,,,,,,,0.021188318729400635,1320,-0.0011014457403023315,0.0,6.860693e-05,0.08860393613576889,0.2,0.0001,0.21715042889118194,-0.5660688042640686
,3990,,,,,,133,16266,0,0.86,1.82,-0.17567506000000002,,,,,,,,,,
1.4,4020,4020,0,1849,-0.09199529810342938,0.92,,,,,,,0.3157300353050232,1330,-0.0001807866460936225,0.0,1.5825033e-05,0.07025377452373505,0.2,0.0001,0.16496543884277343,-0.5737098932266236
,4020,,,,,,134,16394,0,0.87,1.76,-0.15112362000000001,,,,,,,,,,
1.58,4050,4050,0,1861,-0.09861998836975544,0.9,,,,,,,0.3956061005592346,1340,-1.34919088137897e-05,0.0,5.13792e-06,0.07573182135820389,0.2,0.0001,0.20415859818458557,-0.5675190150737762
,4050,,,,,,135,16534,0,0.87,1.72,-0.15529825,,,,,,,,,,
1.3,4080,4080,0,1874,-0.03067997575737536,0.98,,,,,,,0.34493666887283325,1350,-1.2053052405924802e-05,0.0,1.1920929e-07,0.06796005368232727,0.2,0.0001,0.15983230322599412,-0.564832603931427
,4080,,,,,,136,16650,0,0.87,1.76,-0.15217318999999999,,,,,,,,,,
1.58,4110,4110,0,1896,-0.0984717887546867,0.9,,,,,,,0.25204867124557495,1360,-0.00317258868250061,0.0,0.0002242287,0.06130366027355194,0.2,0.0001,0.16153317391872407,-0.558448714017868
,4110,,,,,,137,16790,0,0.88,1.74,-0.14236602,,,,,,,,,,
1.38,4140,4140,0,1909,-0.03278637627605349,0.96,,,,,,,-33.32807159423828,1370,-0.002405039883257487,0.0,0.00017326276,0.03333590552210808,0.2,0.0001,0.13534120097756386,-0.5397206902503967
,4140,,,,,,138,16929,0,0.86,1.84,-0.15937873000000002,,,,,,,,,,
1.38,4170,4170,0,1918,-0.07179823563899845,0.92,,,,,,,-0.22143912315368652,1380,-0.0002048522239540773,0.0,0.00014844537,0.12684765458106995,0.2,0.0001,0.28309240341186526,-0.5184979856014251
,4170,,,,,,139,17057,0,0.87,1.89,-0.14747762,,,,,,,,,,
1.26,4200,4200,0,1929,-0.050244447393342856,0.96,,,,,,,0.4187815189361572,1390,-0.0004135287734486681,0.0,6.080866e-05,0.042629241943359375,0.2,0.0001,0.10235322117805482,-0.5040256410837174
,4200,,,,,,140,17178,0,0.85,2.0,-0.15937641000000002,,,,,,,,,,
1.34,4230,4230,0,1945,-0.05052225136198103,0.96,,,,,,,-0.026340126991271973,1400,-0.000528853329015,0.0,0.00012557307,0.07424115389585495,0.2,0.0001,0.18038328140974044,-0.48761587142944335
,4230,,,,,,141,17309,0,0.83,2.1,-0.18296669999999998,,,,,,,,,,
1.54,4260,4260,0,1960,-0.1224667287338525,0.9,,,,,,,0.4002974033355713,1410,-0.0033430562880433,0.0,0.00021926165,0.058389812707901,0.2,0.0001,0.14805222153663636,-0.46845213770866395
,4260,,,,,,142,17446,0,0.83,2.13,-0.17271467000000001,,,,,,,,,,
1.42,4290,4290,0,1970,-0.09519140009302646,0.92,,,,,,,0.24753493070602417,1420,-0.00042927862734387645,0.0,6.492734e-05,0.05003996565937996,0.2,0.0001,0.14481402784585953,-0.4473792344331741
,4290,,,,,,143,17564,0,0.82,2.18,-0.18777602999999998,,,,,,,,,,
1.32,4320,4320,0,1988,-0.0756205841526389,0.94,,,,,,,-0.21093833446502686,1430,-0.00029055407518185916,0.0,0.00010588765,0.11363470554351807,0.2,0.0001,0.2601066991686821,-0.4359943598508835
,4320,,,,,,144,17681,0,0.81,2.22,-0.21055901999999999,,,,,,,,,,
1.44,4350,4350,0,2010,-0.07299552932847292,0.94,,,,,,,0.35500216484069824,1440,-0.0003125820528582679,0.0,8.012454e-05,0.05790477246046066,0.2,0.0001,0.1440630830824375,-0.4251554608345032
,4350,,,,,,145,17806,0,0.85,2.05,-0.17146674999999997,,,,,,,,,,
1.26,4380,4380,0,2029,-0.02985424037091434,0.98,,,,,,,-18.265546798706055,1450,-2.6285648919710524e-07,0.0,1.1920929e-07,0.0258866585791111,0.2,0.0001,0.07967613078653812,-0.4192289799451828
,4380,,,,,,146,17917,0,0.87,1.84,-0.14725293,,,,,,,,,,
1.5,4410,4410,0,2042,-0.11516974746249616,0.9,,,,,,,0.38945794105529785,1460,-2.269121532769702e-05,0.0,2.9762587e-06,0.034017983824014664,0.2,0.0001,0.07561249434947967,-0.41670396029949186
,4410,,,,,,147,18043,0,0.87,1.87,-0.14656784,,,,,,,,,,
1.22,4440,4440,0,2059,-0.05255502009764314,0.96,,,,,,,0.07155084609985352,1470,-0.0008911472545394261,0.0,4.112919e-05,0.10891171544790268,0.2,0.0001,0.28621993362903597,-0.41134906113147734
,4440,,,,,,148,18161,0,0.89,1.83,-0.13572077999999999,,,,,,,,,,
1.52,4470,4470,0,2076,-0.09572513943538069,0.92,,,,,,,0.3083036541938782,1480,-0.0008687145038855703,0.0,0.00010559559,0.04313763231039047,0.2,0.0001,0.10411915183067322,-0.4045255720615387
,4470,,,,,,149,18287,0,0.9,1.73,-0.11736367000000002,,,,,,,,,,
1.36,4500,4500,0,2089,-0.05057177104987204,0.94,,,,,,,0.6531819105148315,1490,-0.0064434073271694816,0.0,0.00051498413,0.01714468002319336,0.2,0.0001,0.07133563980460167,-0.396709668636322
,4500,,,,,,150,18407,0,0.89,1.79,-0.13207503999999998,,,,,,,,,,
1.48,4530,4530,0,2105,-0.05304005083162337,0.94,,,,,,,0.30620235204696655,1500,0.0023958689894062247,0.0,0.000105188294,0.08662766963243484,0.2,0.0001,0.20937871485948562,-0.38054459989070893
,4530,,,,,,151,18534,0,0.87,1.85,-0.15045091,,,,,,,,,,
1.26,4560,4560,0,2118,-0.029681514860130848,0.98,,,,,,,0.3963722586631775,1510,-0.0013883407940738835,0.0,0.00014585853,0.052870165556669235,0.2,0.0001,0.12691518142819405,-0.3873337507247925
,4560,,,,,,152,18644,0,0.84,1.98,-0.18615837999999996,,,,,,,,,,
1.42,4590,4590,0,2130,-0.07852351329755038,0.94,,,,,,,0.2630717158317566,1520,-0.004364720033481717,0.0,0.0006442825,0.07456666231155396,0.2,0.0001,0.19171051681041718,-0.4101002037525177
,4590,,,,,,153,18761,0,0.83,2.07,-0.20886071999999994,,,,,,,,,,
1.18,4620,4620,0,2139,-0.008656815616413951,1.0,,,,,,,-0.08230030536651611,1530,0.0007313759114669693,0.0,9.061098e-05,0.09633069485425949,0.2,0.0001,0.21941289752721788,-0.4378796249628067
,4620,,,,,,154,18869,0,0.81,2.13,-0.23172234000000003,,,,,,,,,,
1.5,4650,4650,0,2152,-0.09725991033017635,0.9,,,,,,,-0.25174081325531006,1540,-0.0022532173800088985,0.0,0.0001873374,0.12940523028373718,0.2,0.0001,0.2971046805381775,-0.4361708045005798
,4650,,,,,,155,18995,0,0.81,2.15,-0.23200541000000002,,,,,,,,,,
1.42,4680,4680,0,2167,-0.0714329809974879,0.92,,,,,,,-0.3517024517059326,1550,0.0006168360505641957,0.0,1.5648206e-05,0.09777037054300308,0.2,0.0001,0.24025684595108032,-0.4156336933374405
,4680,,,,,,156,19118,0,0.8,2.22,-0.23337316000000002,,,,,,,,,,
1.18,4710,4710,0,2183,-0.00896022655069828,1.0,,,,,,,0.26115936040878296,1560,-0.0024207968226013675,0.0,0.00017187397,0.036023546010255814,0.2,0.0001,0.09756946265697479,-0.4033610850572586
,4710,,,,,,157,19225,0,0.8,2.24,-0.23007288000000004,,,,,,,,,,
1.14,4740,4740,0,2196,-0.02808544983621687,0.98,,,,,,,0.5788871049880981,1570,0.0011214452097192407,0.0,2.8928122e-05,0.0253823921084404,0.2,0.0001,0.056432349234819414,-0.3867677867412567
,4740,,,,,,158,19329,0,0.79,2.28,-0.24569757,,,,,,,,,,
1.22,4770,4770,0,2212,-0.03432502742856741,0.98,,,,,,,0.3870195746421814,1580,0.0005570294481003657,0.0,1.0416905e-05,0.13321295380592346,0.2,0.0001,0.351376548409462,-0.4002031356096268
,4770,,,,,,159,19450,0,0.79,2.27,-0.23650321000000002,,,,,,,,,,
1.46,4800,4800,0,2229,-0.09763458994682878,0.9,,,,,,,-0.031088829040527344,1590,-0.00532633130846083,0.0,0.00026629766,0.05879564583301544,0.2,0.0001,0.1438852146267891,-0.3965469002723694
,4800,,,,,,160,19578,0,0.82,2.13,-0.20637499,,,,,,,,,,
1.3,4830,4830,0,2242,-0.051952250865288076,0.96,,,,,,,0.09520721435546875,1600,-0.007412738321193757,0.0,0.00053781667,0.11314330995082855,0.2,0.0001,0.26972534954547883,-0.3675597012042999
,4830,,,,,,161,19693,0,0.83,2.01,-0.19211985999999995,,,,,,,,,,
1.44,4860,4860,0,2258,-0.10278816013596952,0.92,,,,,,,0.5867595672607422,1610,0.0004480665947390605,0.0,3.7393966e-05,0.04543766751885414,0.2,0.0001,0.12651827856898307,-0.3389575868844986
,4860,,,,,,162,19809,0,0.83,1.98,-0.19515445,,,,,,,,,,
1.44,4890,4890,0,2269,-0.096870959517546,0.9,,,,,,,0.4899330139160156,1620,-0.0005131602279348612,0.0,4.0684143e-05,0.06384856253862381,0.2,0.0001,0.1430850148200989,-0.33139832615852355
,4890,,,,,,163,19930,0,0.8,2.07,-0.23974787,,,,,,,,,,
1.28,4920,4920,0,2286,-0.009820371423847974,1.0,,,,,,,0.38956063985824585,1630,-9.653965578948486e-07,0.0,1.4523665e-06,0.053508102893829346,0.2,0.0001,0.1311294101178646,-0.3392348617315292
,4920,,,,,,164,20047,0,0.81,1.99,-0.22653847999999996,,,,,,,,,,
1.22,4950,4950,0,2296,-0.029621684127487242,0.98,,,,,,,0.3557380437850952,1640,-0.0012313666782574728,0.0,6.975532e-05,0.08681783825159073,0.2,0.0001,0.20381514132022857,-0.34510045051574706
,4950,,,,,,165,20163,0,0.79,2.06,-0.25295381,,,,,,,,,,
1.4,4980,4980,0,2309,-0.1078270106157288,0.92,,,,,,,0.254582941532135,1650,-0.00013054062858515182,0.0,2.0992757e-05,0.07526756078004837,0.2,0.0001,0.17015689313411714,-0.35034745931625366
,4980,,,,,,166,20294,0,0.77,2.14,-0.28570193,,,,,,,,,,
1.16,5010,5010,0,2322,-0.00896655605174601,0.98,,,,,,,0.39111775159835815,1660,-0.003307370480809713,0.0,0.00026590427,0.056549251079559326,0.2,0.0001,0.14525312483310698,-0.35366858541965485
,5010,,,,,,167,20412,0,0.77,2.16,-0.28019305000000005,,,,,,,,,,
1.2,5040,5040,0,2332,-0.04993726317305118,0.96,,,,,,,0.1325259804725647,1670,-0.0010501389626975666,0.0,7.8356265e-05,0.08635224401950836,0.2,0.0001,0.2022709757089615,-0.3507622182369232
,5040,,,,,,168,20521,0,0.73,2.31,-0.33248307000000005,,,,,,,,,,
1.66,5070,5070,0,2346,-0.1583846124727279,0.84,,,,,,,0.36145007610321045,1680,-0.0005195023631676676,0.0,3.9162238e-05,0.05663605034351349,0.2,0.0001,0.17159625217318536,-0.33548761904239655
,5070,,,,,,169,20658,0,0.75,2.23,-0.3107857,,,,,,,,,,
1.1,5100,5100,0,2364,-0.007671177098527551,1.0,,,,,,,0.4566078782081604,1690,-0.002698383962221307,0.0,0.00020307502,0.049824588000774384,0.2,0.0001,0.1231670007109642,-0.3258744776248932
,5100,,,,,,170,20787,0,0.75,2.2,-0.31219250000000004,,,,,,,,,,
1.54,5130,5130,0,2376,-0.05481727994047105,0.94,,,,,,,0.5864152312278748,1700,-8.32821924389826e-05,0.0,5.422632e-05,0.04441574960947037,0.2,0.0001,0.11769255995750427,-0.32414303719997406
,5130,,,,,,171,20924,0,0.74,2.25,-0.32455468000000004,,,,,,,,,,
1.38,5160,5160,0,2390,-0.07827496400102973,0.94,,,,,,,0.40343403816223145,1710,-0.0050060564859693455,0.0,0.00044053793,0.04952099174261093,0.2,0.0001,0.13858291134238243,-0.31731041371822355
,5160,,,,,,172,21045,0,0.73,2.32,-0.33533567999999997,,,,,,,,,,
1.22,5190,5190,0,2406,-0.03233859232626855,0.98,,,,,,,0.2287234663963318,1720,-0.005036746696569017,0.0,0.001030914,0.07545964419841766,0.2,0.0001,0.19717817455530168,-0.29285131990909574
,5190,,,,,,173,21155,0,0.77,2.18,-0.273219,,,,,,,,,,
1.46,5220,5220,0,2422,-0.07559453039430082,0.92,,,,,,,0.2564895749092102,1730,3.6616325263238994e-05,0.0,2.967318e-05,0.11181624233722687,0.2,0.0001,0.2665006175637245,-0.27131056487560273
,5220,,,,,,174,21288,0,0.77,2.12,-0.27847468999999997,,,,,,,,,,
1.38,5250,5250,0,2442,-0.07186018101871014,0.94,,,,,,,0.17471188306808472,1740,-0.00046085586902329113,0.0,4.488627e-05,0.08455166220664978,0.2,0.0001,0.19487136453390122,-0.26500707268714907
,5250,,,,,,175,21422,0,0.84,1.9,-0.19320193999999996,,,,,,,,,,
1.52,5280,5280,0,2456,-0.09325832575559616,0.92,,,,,,,-0.2166154384613037,1750,-0.002703879487429006,0.0,0.0001332283,0.05369200184941292,0.2,0.0001,0.13896466866135598,-0.27029152810573576
,5280,,,,,,176,21564,0,0.86,1.88,-0.16964868,,,,,,,,,,
1.22,5310,5310,0,2473,-0.04962613039650023,0.96,,,,,,,0.010438799858093262,1760,0.00048819283314514015,0.0,5.801519e-06,0.08453132957220078,0.2,0.0001,0.20102253556251526,-0.26360257863998415
,5310,,,,,,177,21669,0,0.86,1.87,-0.17551028000000002,,,,,,,,,,
1.26,5340,5340,0,2490,-0.050224568070843814,0.96,,,,,,,0.5841073989868164,1770,-0.004083562717229761,0.0,0.00051598944,0.05258166790008545,0.2,0.0001,0.13222363740205764,-0.2730627506971359
,5340,,,,,,178,21784,0,0.87,1.8,-0.15935362,,,,,,,,,,
1.26,5370,5370,0,2504,-0.029518039342947305,0.98,,,,,,,0.43608951568603516,1780,0.002910284458970125,0.0,9.596348e-07,0.06838508695363998,0.2,0.0001,0.15842949748039245,-0.2888810962438583
,5370,,,,,,179,21901,0,0.87,1.85,-0.17304955999999996,,,,,,,,,,
1.6,5400,5400,0,2519,-0.09644417045172304,0.88,,,,,,,0.2886762022972107,1790,-0.0025659785695218316,0.0,0.00019542972,0.059578631073236465,0.2,0.0001,0.14278813302516938,-0.28043639063835146
,5400,,,,,,180,22038,0,0.88,1.8,-0.15678653000000004,,,,,,,,,,
1.42,5430,5430,0,2533,-0.07161690651904791,0.94,,,,,,,0.44395315647125244,1800,-0.0003860871017483447,0.0,0.00023918947,0.044164612889289856,0.2,0.0001,0.11136421635746956,-0.2620793849229813
,5430,,,,,,181,22159,0,0.84,1.96,-0.20093037999999996,,,,,,,,,,
1.26,5460,5460,0,2546,-0.04969188445713371,0.96,,,,,,,0.08585667610168457,1810,-0.0011330732690172595,0.0,6.917516e-05,0.09384936094284058,0.2,0.0001,0.2128044232726097,-0.25297190248966217
,5460,,,,,,182,22275,0,0.83,1.99,-0.19802037000000003,,,,,,,,,,
1.12,5490,5490,0,2564,-0.028573257904499768,0.98,,,,,,,0.39296096563339233,1820,-0.00012348761184810542,0.0,1.2520949e-05,0.06941582262516022,0.2,0.0001,0.17653512358665466,-0.2582699030637741
,5490,,,,,,183,22386,0,0.85,1.88,-0.16985267000000004,,,,,,,,,,
1.34,5520,5520,0,2579,-0.07229426002595574,0.94,,,,,,,0.37937432527542114,1830,-0.0008939960531036739,0.0,0.0001812458,0.033355917781591415,0.2,0.0001,0.08625266477465629,-0.25803823471069337
,5520,,,,,,184,22500,0,0.83,2.0,-0.19895901000000002,,,,,,,,,,
1.3,5550,5550,0,2592,-0.05268885008059442,0.96,,,,,,,0.06947493553161621,1840,-0.0020238902421746197,0.0,0.00030400555,0.1384345144033432,0.2,0.0001,0.3221109867095947,-0.24777102172374726
,5550,,,,,,185,22628,0,0.84,2.0,-0.19192639,,,,,,,,,,
1.34,5580,5580,0,2608,-0.01121234635822475,0.98,,,,,,,0.5599400401115417,1850,-5.421340458262591e-05,0.0,3.4014385e-05,0.03893684223294258,0.2,0.0001,0.08607776686549187,-0.23896685242652893
,5580,,,,,,186,22742,0,0.83,1.99,-0.20131851,,,,,,,,,,
1.5,5610,5610,0,2617,-0.07441162043251097,0.92,,,,,,,0.3800264000892639,1860,-7.84993168423398e-07,0.0,4.9670536e-08,0.04867872968316078,0.2,0.0001,0.12287306040525436,-0.2394006296992302
,5610,,,,,,187,22885,0,0.78,2.17,-0.25861447,,,,,,,,,,
1.32,5640,5640,0,2631,-0.052126156068407,0.96,,,,,,,0.22717899084091187,1870,8.106231625948368e-08,0.0,0.0,0.08310078084468842,0.2,0.0001,0.20963141024112703,-0.24044752418994902
,5640,,,,,,188,23004,0,0.79,2.16,-0.23813934999999994,,,,,,,,,,
1.48,5670,5670,0,2643,-0.014913628548383713,0.94,,,,,,,-0.518653154373169,1880,-0.0002751133821583096,0.0,1.2034177e-05,0.12749789655208588,0.2,0.0001,0.2841254621744156,-0.24002031683921815
,5670,,,,,,189,23130,0,0.81,2.19,-0.23618550999999996,,,,,,,,,,
1.4,5700,5700,0,2654,-0.011976160407066345,0.96,,,,,,,-0.45462727546691895,1890,-0.002331603711718344,0.0,0.0001309534,0.07867440581321716,0.2,0.0001,0.21197524964809417,-0.2408539906144142
,5700,,,,,,190,23253,0,0.79,2.22,-0.26163227999999994,,,,,,,,,,
1.24,5730,5730,0,2665,-0.035887113553471864,0.96,,,,,,,0.24351447820663452,1900,-0.0025203139129249762,0.0,0.00012799303,0.12137240916490555,0.2,0.0001,0.27812976837158204,-0.2536114364862442
,5730,,,,,,191,23369,0,0.76,2.37,-0.30794707,,,,,,,,,,
1.52,5760,5760,0,2684,-0.0921924625057727,0.88,,,,,,,0.3235698938369751,1910,-1.2395779119600546e-06,0.0,1.7722448e-06,0.10292339324951172,0.2,0.0001,0.2735512271523476,-0.2662194311618805
,5760,,,,,,192,23503,0,0.78,2.3,-0.27903422,,,,,,,,,,
1.26,5790,5790,0,2697,-0.07124689775519073,0.94,,,,,,,0.34900397062301636,1920,-0.00043738126982759693,0.0,1.5632311e-05,0.09353820234537125,0.2,0.0001,0.19868948310613632,-0.2721904873847961
,5790,,,,,,193,23618,0,0.78,2.28,-0.28059983000000005,,,,,,,,,,
1.4,5820,5820,0,2716,-0.09372772361151874,0.92,,,,,,,0.02898406982421875,1930,-0.0008269343745268998,0.0,9.1201066e-05,0.10637468099594116,0.2,0.0001,0.24473259896039962,-0.27297642827033997
,5820,,,,,,194,23743,0,0.81,2.16,-0.25092161999999996,,,,,,,,,,
1.08,5850,5850,0,2731,-0.027783562811091542,0.98,,,,,,,0.2679442763328552,1940,-0.002380235328455438,0.0,0.000317506,0.06767428666353226,0.2,0.0001,0.16365838050842285,-0.2582669422030449
,5850,,,,,,195,23850,0,0.81,2.1,-0.24741574999999996,,,,,,,,,,
1.3,5880,5880,0,2743,-0.050294934399425985,0.96,,,,,,,0.273806095123291,1950,-5.932648956985531e-07,0.0,3.3895174e-06,0.0774424597620964,0.2,0.0001,0.18431737571954726,-0.24042727649211884
,5880,,,,,,196,23969,0,0.79,2.1,-0.26687241,,,,,,,,,,
1.22,5910,5910,0,2763,-0.009721282790414988,0.98,,,,,,,-0.1535320281982422,1960,-0.0007038451642923382,0.0,7.828077e-05,0.13637223839759827,0.2,0.0001,0.32900018990039825,-0.2320558711886406
,5910,,,,,,197,24078,0,0.86,1.86,-0.18301452,,,,,,,,,,
1.36,5940,5940,0,2779,-0.031364716105163094,0.96,,,,,,,-2.0317814350128174,1970,-2.806385337450479e-07,0.0,3.5762787e-07,0.03348606824874878,0.2,0.0001,0.0908239759504795,-0.2259771391749382
,5940,,,,,,198,24200,0,0.85,1.9,-0.18980941999999995,,,,,,,,,,
1.28,5970,5970,0,2794,-0.07301552067045122,0.94,,,,,,,0.061896324157714844,1980,-0.0005758694865411584,0.0,5.954504e-05,0.08495846390724182,0.2,0.0001,0.19986428171396256,-0.22516734004020691
,5970,,,,,,199,24317,0,0.86,1.88,-0.18110936,,,,,,,,,,
1.4,6000,6000,0,2813,-0.07533283335156739,0.94,,,,,,,0.04285562038421631,1990,-0.0016311966498808062,0.0,0.00022156636,0.07275215536355972,0.2,0.0001,0.18134827613830568,-0.23230020850896835
,6000,,,,,,200,24443,0,0.87,1.88,-0.16423804999999997,,,,,,,,,,
1.48,6030,6030,0,2831,-0.09825767831876873,0.92,,,,,,,0.543549656867981,2000,0.0001239118485440116,0.0,2.2113322e-06,0.02702302858233452,0.2,0.0001,0.07714773640036583,-0.2430167868733406
,6030,,,,,,201,24566,0,0.9,1.8,-0.1393611,,,,,,,,,,
1.34,6060,6060,0,2848,-0.05506706664804369,0.96,,,,,,,0.29292207956314087,2010,-0.0016413146238967613,0.0,0.0001033922,0.07758111506700516,0.2,0.0001,0.18064427375793457,-0.24076421111822127
,6060,,,,,,202,24685,0,0.92,1.73,-0.11146131000000002,,,,,,,,,,
1.16,6090,6090,0,2861,-0.008822090784087777,1.0,,,,,,,0.14876991510391235,2020,0.00010666370311191997,0.0,1.2516975e-07,0.03742774575948715,0.2,0.0001,0.09609210342168809,-0.23360659033060074
,6090,,,,,,203,24790,0,0.88,1.84,-0.15822488,,,,,,,,,,
1.14,6120,6120,0,2872,-0.028761960328556598,0.98,,,,,,,0.3874328136444092,2030,0.00017732064052964347,0.0,5.521377e-06,0.12464096397161484,0.2,0.0001,0.31014137864112856,-0.2348158374428749
,6120,,,,,,204,24893,0,0.87,1.91,-0.17524999000000002,,,,,,,,,,
1.4,6150,6150,0,2885,-0.07163115659262985,0.94,,,,,,,0.01064687967300415,2040,-0.00022368828988561518,0.0,1.4986595e-05,0.1367596685886383,0.2,0.0001,0.31226942539215086,-0.23601251393556594
,6150,,,,,,205,25011,0,0.84,2.0,-0.2101713799999999,,,,,,,,,,
1.42,6180,6180,0,2898,-0.07185350165702403,0.92,,,,,,,-0.07213616371154785,2050,0.0002218805734205631,0.0,3.973643e-08,0.10707502067089081,0.2,0.0001,0.24094821661710739,-0.2400376796722412
,6180,,,,,,206,25129,0,0.85,2.02,-0.20339536999999996,,,,,,,,,,
1.22,6210,6210,0,2909,-0.049213664969429374,0.96,,,,,,,-0.35451972484588623,2060,-8.538762799759069e-06,0.0,2.6007494e-06,0.11594804376363754,0.2,0.0001,0.2677256137132645,-0.23672197461128236
,6210,,,,,,207,25239,0,0.81,2.14,-0.24564661000000002,,,,,,,,,,
1.5,6240,6240,0,2928,-0.0947151971515268,0.9,,,,,,,0.2456568479537964,2070,-0.001096110550667362,0.0,5.0834813e-05,0.09565158188343048,0.2,0.0001,0.2175750896334648,-0.23271854668855668
,6240,,,,,,208,25364,0,0.81,2.13,-0.24271975999999998,,,,,,,,,,
1.36,6270,6270,0,2953,-0.07541952488943934,0.94,,,,,,,0.1253906488418579,2080,-0.002995694251730896,0.0,0.00034482082,0.0737631693482399,0.2,0.0001,0.17122837156057358,-0.22382052838802338
,6270,,,,,,209,25476,0,0.82,2.04,-0.22656992000000004,,,,,,,,,,
1.38,6300,6300,0,2964,-0.05181171626318246,0.94,,,,,,,-16.313785552978516,2090,-0.0010533832545236877,0.0,5.9952337e-05,0.015423815697431564,0.2,0.0001,0.06713381297886371,-0.2114194393157959
,6300,,,,,,210,25603,0,0.82,2.04,-0.22402895999999997,,,,,,,,,,
1.24,6330,6330,0,2984,-0.04909763496369123,0.96,,,,,,,0.08892667293548584,2100,-0.0009831678910995124,0.0,4.7558548e-05,0.18546095490455627,0.2,0.0001,0.39462747871875764,-0.20050598978996276
,6330,,,,,,211,25730,0,0.87,1.79,-0.15859411,,,,,,,,,,
1.28,6360,6360,0,3005,-0.05098157531116158,0.96,,,,,,,0.4379740357398987,2110,-0.000421167013798085,0.0,7.179578e-05,0.026017047464847565,0.2,0.0001,0.0622450266033411,-0.19247541576623917
,6360,,,,,,212,25850,0,0.91,1.59,-0.11074748000000001,,,,,,,,,,
1.22,6390,6390,0,3016,-0.04925194508396089,0.96,,,,,,,-0.16128134727478027,2120,6.49784019209676e-05,0.0,4.1325887e-07,0.01955864392220974,0.2,0.0001,0.0543305654078722,-0.18640265762805938
,6390,,,,,,213,25951,0,0.88,1.7,-0.14878073,,,,,,,,,,
1.66,6420,6420,0,3029,-0.16159375505521895,0.86,,,,,,,-0.0956500768661499,2130,6.125370664911145e-07,0.0,0.0,0.16616302728652954,0.2,0.0001,0.36363271772861483,-0.1862798422574997
,6420,,,,,,214,26082,0,0.87,1.77,-0.15455441999999997,,,,,,,,,,
1.46,6450,6450,0,3047,-0.05388116990681738,0.96,,,,,,,0.15693920850753784,2140,-7.964501900152854e-05,0.0,7.2161356e-06,0.08620897680521011,0.2,0.0001,0.1935642510652542,-0.18757926523685456
,6450,,,,,,215,26211,0,0.86,1.86,-0.16523008,,,,,,,,,,
