eval/mean_ep_length,time/total_timesteps,env/n_steps,env/completion_counter,env/current_idx,eval/mean_reward,eval/success_rate,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/explained_variance,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/loss,train/clip_range,train/learning_rate,train/value_loss,train/entropy_loss
1.26,6480,6480,0,3062,-0.029248424032703044,0.98,,,,,,,0.2880088686943054,2150,3.923972443642398e-08,0.0,1.7881393e-07,0.0627819299697876,0.2,0.0001,0.14610782265663147,-0.19087392836809158
,6480,,,,,,216,26320,0,0.86,1.86,-0.16786683999999996,,,,,,,,,,
1.24,6510,6510,0,3075,-0.02868106763344258,0.96,,,,,,,0.23107951879501343,2160,-3.9110580951629004e-07,0.0,0.0,0.0880461111664772,0.2,0.0001,0.1942923977971077,-0.19266064018011092
,6510,,,,,,217,26425,0,0.85,1.91,-0.17227505,,,,,,,,,,
1.46,6540,6540,0,3090,-0.09801594685763121,0.92,,,,,,,0.32550209760665894,2170,-1.20401381131785e-07,0.0,0.0,0.06576336175203323,0.2,0.0001,0.1470043197274208,-0.1930769443511963
,6540,,,,,,218,26550,0,0.83,2.0,-0.19331734,,,,,,,,,,
1.64,6570,6570,0,3101,-0.09807214048225432,0.86,,,,,,,0.38006067276000977,2180,-0.0006340724338468106,0.0,6.4037245e-05,0.058283232152462006,0.2,0.0001,0.1356760621070862,-0.19123296737670897
,6570,,,,,,219,26677,0,0.8,2.1,-0.23066473,,,,,,,,,,
1.34,6600,6600,0,3118,-0.0527615035045892,0.96,,,,,,,0.3981698155403137,2190,7.112820899379812e-07,0.0,1.001358e-06,0.0812423825263977,0.2,0.0001,0.19293051213026047,-0.18258954286575318
,6600,,,,,,220,26794,0,0.8,2.08,-0.23060496,,,,,,,,,,
1.54,6630,6630,0,3139,-0.12018946660216898,0.88,,,,,,,0.5202200412750244,2200,2.393344947142495e-05,0.0,2.4318695e-06,0.061913151293992996,0.2,0.0001,0.14333792701363562,-0.1792268455028534
,6630,,,,,,221,26921,0,0.82,1.93,-0.21999765,,,,,,,,,,
1.26,6660,6660,0,3154,-0.03076834258623421,0.98,,,,,,,0.44544053077697754,2210,-0.0009611927653774722,0.0,7.514755e-05,0.08483349531888962,0.2,0.0001,0.18891349136829377,-0.18137836307287217
,6660,,,,,,222,27030,0,0.81,1.95,-0.23059278000000002,,,,,,,,,,
1.36,6690,6690,0,3170,-0.05137029419653118,0.96,,,,,,,0.1391993761062622,2220,-0.0008071706661819889,0.0,0.00014339288,0.10582779347896576,0.2,0.0001,0.243467079102993,-0.17558178007602693
,6690,,,,,,223,27152,0,0.82,1.89,-0.23690187000000001,,,,,,,,,,
1.32,6720,6720,0,3185,-0.07167868955992163,0.94,,,,,,,0.2332022786140442,2230,-1.004536944426704e-06,0.0,4.808108e-07,0.08168959617614746,0.2,0.0001,0.1869818463921547,-0.1676377534866333
,6720,,,,,,224,27268,0,0.81,1.88,-0.25206350000000005,,,,,,,,,,
1.3,6750,6750,0,3198,-0.05359466457739472,0.96,,,,,,,0.3202357292175293,2240,-1.493096379867609e-07,0.0,7.947286e-08,0.07968547940254211,0.2,0.0001,0.17643733620643615,-0.16403145343065262
,6750,,,,,,225,27390,0,0.81,1.89,-0.25129065,,,,,,,,,,
1.22,6780,6780,0,3215,-0.0311916928505525,0.98,,,,,,,0.5481903553009033,2250,-7.082859727836066e-05,0.0,6.4810115e-06,0.05243333429098129,0.2,0.0001,0.1213426873087883,-0.16240136176347733
,6780,,,,,,226,27509,0,0.82,1.85,-0.22112139,,,,,,,,,,
1.34,6810,6810,0,3227,-0.07370141484308988,0.94,,,,,,,-0.4200000762939453,2260,2.8808911167743644e-08,0.0,1.1920929e-07,0.056076906621456146,0.2,0.0001,0.15506501346826554,-0.1597188264131546
,6810,,,,,,227,27627,0,0.81,1.93,-0.23119128000000003,,,,,,,,,,
1.58,6840,6840,0,3249,-0.13523951490875333,0.88,,,,,,,0.1908244490623474,2270,9.049375994441e-06,0.0,3.973643e-08,0.10326550155878067,0.2,0.0001,0.22758957892656326,-0.15866896957159043
,6840,,,,,,228,27765,0,0.84,1.9,-0.1978915,,,,,,,,,,
1.42,6870,6870,0,3263,-0.05393486950080842,0.92,,,,,,,-31.09760284423828,2280,-0.0009146660495025661,0.0,5.0759314e-05,0.03470552712678909,0.2,0.0001,0.08753847852349281,-0.1572097584605217
,6870,,,,,,229,27892,0,0.85,1.88,-0.17603639000000001,,,,,,,,,,
1.34,6900,6900,0,3284,-0.09338074440136551,0.94,,,,,,,0.22817909717559814,2290,0.0006151753663045767,0.0,1.7482042e-05,0.0736331045627594,0.2,0.0001,0.1621831476688385,-0.1515055552124977
,6900,,,,,,230,28010,0,0.88,1.83,-0.12880531,,,,,,,,,,
1.2,6930,6930,0,3300,-0.028857714757323266,0.98,,,,,,,-97.82675170898438,2300,-9.119510533395214e-08,0.0,0.0,0.033124759793281555,0.2,0.0001,0.08411391824483871,-0.15162937343120575
,6930,,,,,,231,28117,0,0.9,1.75,-0.10490818999999998,,,,,,,,,,
1.2,6960,6960,0,3313,-0.05005824755877256,0.96,,,,,,,0.1048126220703125,2310,-0.0005162384146144561,0.0,2.6321411e-05,0.10323036462068558,0.2,0.0001,0.24018877893686294,-0.1530712440609932
,6960,,,,,,232,28225,0,0.87,1.88,-0.13039164,,,,,,,,,,
1.32,6990,6990,0,3328,-0.030191985284909607,0.96,,,,,,,0.15696603059768677,2320,-2.5371710359323175e-07,0.0,1.1920929e-07,0.058332040905952454,0.2,0.0001,0.13406269997358322,-0.15615708976984025
,6990,,,,,,233,28348,0,0.88,1.79,-0.12574246,,,,,,,,,,
1.14,7020,7020,0,3346,-0.03000830299220979,0.98,,,,,,,0.28591233491897583,2330,-2.851088849453731e-08,0.0,0.0,0.0930328294634819,0.2,0.0001,0.22035406529903412,-0.15766368806362152
,7020,,,,,,234,28455,0,0.87,1.85,-0.13681996000000002,,,,,,,,,,
1.58,7050,7050,0,3363,-0.07328325000591576,0.92,,,,,,,-0.28624677658081055,2340,3.6756195864739993e-09,0.0,0.0,0.07908842712640762,0.2,0.0001,0.17767950445413588,-0.1582444876432419
,7050,,,,,,235,28590,0,0.88,1.8,-0.12274202,,,,,,,,,,
1.28,7080,7080,0,3382,-0.04991537734866142,0.96,,,,,,,0.15532821416854858,2350,-2.2788842346521676e-07,0.0,0.0,0.05368560180068016,0.2,0.0001,0.11636289060115815,-0.1585572123527527
,7080,,,,,,236,28707,0,0.88,1.82,-0.13280836999999998,,,,,,,,,,
1.14,7110,7110,0,3395,-0.03442751716356725,0.98,,,,,,,-0.26760590076446533,2360,-7.05321623328814e-08,0.0,0.0,0.016330238431692123,0.2,0.0001,0.03869718387722969,-0.15852821618318558
,7110,,,,,,237,28813,0,0.87,1.91,-0.14402453999999998,,,,,,,,,,
1.34,7140,7140,0,3415,-0.0520071131689474,0.96,,,,,,,0.24365884065628052,2370,-0.0024874648216064443,0.0,0.00015384356,0.08264721184968948,0.2,0.0001,0.19966793805360794,-0.15642481297254562
,7140,,,,,,238,28929,0,0.92,1.72,-0.10802376000000001,,,,,,,,,,
1.34,7170,7170,0,3436,-0.0747357671475038,0.94,,,,,,,0.02708566188812256,2380,0.00016144851940520512,0.0,2.3961067e-05,0.05278197303414345,0.2,0.0001,0.1178310714662075,-0.14950065910816193
,7170,,,,,,239,29044,0,0.93,1.64,-0.0918914,,,,,,,,,,
1.3,7200,7200,0,3449,-0.032218465115875006,0.96,,,,,,,0.2106429934501648,2390,-9.38773164982365e-08,0.0,0.0,0.06681554764509201,0.2,0.0001,0.15180312544107438,-0.1476028248667717
,7200,,,,,,240,29161,0,0.92,1.72,-0.10812680000000002,,,,,,,,,,
1.44,7230,7230,0,3458,-0.09348554673604667,0.92,,,,,,,-0.06549954414367676,2400,-0.0015043607779563928,0.0,0.00016975403,0.12282297760248184,0.2,0.0001,0.2698047041893005,-0.1489815294742584
,7230,,,,,,241,29276,0,0.88,1.89,-0.15144652000000003,,,,,,,,,,
1.22,7260,7260,0,3472,-0.04993251246865839,0.96,,,,,,,0.23018652200698853,2410,-8.920828662439816e-08,0.0,5.364418e-07,0.0840923860669136,0.2,0.0001,0.19950529634952546,-0.15586473494768144
,7260,,,,,,242,29394,0,0.86,2.0,-0.17242622999999999,,,,,,,,,,
1.24,7290,7290,0,3488,-0.05017598770558834,0.96,,,,,,,0.14332115650177002,2420,2.781550141328637e-08,0.0,5.9604645e-08,0.09316249936819077,0.2,0.0001,0.20211824625730515,-0.15959003567695618
,7290,,,,,,243,29504,0,0.85,1.89,-0.18013027,,,,,,,,,,
1.58,7320,7320,0,3507,-0.10046486402861773,0.92,,,,,,,0.2582964301109314,2430,-0.000398763611980657,0.0,0.0001065433,0.0705251544713974,0.2,0.0001,0.15322144329547882,-0.15968299210071563
,7320,,,,,,244,29638,0,0.84,1.94,-0.19808467999999993,,,,,,,,,,
1.28,7350,7350,0,3529,-0.011036332724615931,0.96,,,,,,,0.44161683320999146,2440,-9.221653205422342e-05,0.0,7.740657e-06,0.05186133459210396,0.2,0.0001,0.13091135993599892,-0.15647952407598495
,7350,,,,,,245,29750,0,0.86,1.85,-0.17675116,,,,,,,,,,
1.14,7380,7380,0,3544,-0.02873401139397174,0.98,,,,,,,0.3736054301261902,2450,2.300838630819868e-06,0.0,1.39077505e-08,0.03231571614742279,0.2,0.0001,0.0810485102236271,-0.15717213302850724
,7380,,,,,,246,29860,0,0.84,1.94,-0.20530429000000003,,,,,,,,,,
1.46,7410,7410,0,3558,-0.09270104765892029,0.92,,,,,,,-0.11652171611785889,2460,-0.0012888646208739196,0.0,7.421573e-05,0.09863652288913727,0.2,0.0001,0.24499954879283906,-0.15845197737216948
,7410,,,,,,247,29979,0,0.87,1.83,-0.16672509,,,,,,,,,,
1.36,7440,7440,0,3574,-0.030429664524272083,0.96,,,,,,,0.21506208181381226,2470,-0.003976630524642389,0.0,0.00032254655,0.07934124767780304,0.2,0.0001,0.1835614711046219,-0.15996040254831315
,7440,,,,,,248,30088,0,0.88,1.77,-0.14754941,,,,,,,,,,
1.26,7470,7470,0,3586,-0.04988599492236972,0.96,,,,,,,0.04055202007293701,2480,-1.0629494902048009e-07,0.0,8.34465e-07,0.06523096561431885,0.2,0.0001,0.15451073944568633,-0.15142325907945633
,7470,,,,,,249,30198,0,0.87,1.87,-0.15052046,,,,,,,,,,
1.56,7500,7500,0,3600,-0.10050956906750798,0.9,,,,,,,0.477907657623291,2490,1.8112957386584583e-05,0.0,2.9802322e-07,0.05246654897928238,0.2,0.0001,0.11186389923095703,-0.14716255217790603
,7500,,,,,,250,30334,0,0.84,1.93,-0.18849554000000002,,,,,,,,,,
1.26,7530,7530,0,3617,-0.05055482353549451,0.96,,,,,,,0.25089555978775024,2500,8.424123123518257e-08,0.0,0.0,0.11769423633813858,0.2,0.0001,0.30531638860702515,-0.1468118190765381
,7530,,,,,,251,30440,0,0.83,1.99,-0.19641224000000002,,,,,,,,,,
1.36,7560,7560,0,3633,-0.07053737974260002,0.94,,,,,,,0.3638150095939636,2510,-1.3480583862524043e-07,0.0,0.0,0.07757826149463654,0.2,0.0001,0.16608043015003204,-0.14689235389232635
,7560,,,,,,252,30571,0,0.82,2.03,-0.19255290999999997,,,,,,,,,,
1.22,7590,7590,0,3657,-0.029824780039489268,0.98,,,,,,,0.09825164079666138,2520,-0.0012450438693242915,0.0,0.0001622339,0.05174645036458969,0.2,0.0001,0.125785443931818,-0.1455090820789337
,7590,,,,,,253,30676,0,0.86,1.81,-0.14941658,,,,,,,,,,
1.46,7620,7620,0,3675,-0.07486119523178786,0.92,,,,,,,-0.0655752420425415,2530,1.692771890660083e-07,0.0,3.5762787e-07,0.04443885758519173,0.2,0.0001,0.09599082991480827,-0.13982011377811432
,7620,,,,,,254,30798,0,0.87,1.75,-0.14895845,,,,,,,,,,
1.32,7650,7650,0,3684,-0.03044399262405932,0.96,,,,,,,0.36921966075897217,2540,5.245208796189616e-08,0.0,0.0,0.07540818303823471,0.2,0.0001,0.17627035975456237,-0.13688141703605652
,7650,,,,,,255,30914,0,0.84,1.83,-0.18327740000000003,,,,,,,,,,
1.48,7680,7680,0,3696,-0.09880530900787562,0.92,,,,,,,0.31427788734436035,2550,-0.00021987408185992764,0.0,6.5167746e-06,0.08679301291704178,0.2,0.0001,0.23313281536102295,-0.13636023104190825
,7680,,,,,,256,31040,0,0.83,1.88,-0.18370851000000002,,,,,,,,,,
1.4,7710,7710,0,3708,-0.05215547593310475,0.96,,,,,,,0.1151990294456482,2560,-1.7414490232070535e-07,0.0,5.9604645e-08,0.12056063860654831,0.2,0.0001,0.25623014718294146,-0.1386924132704735
,7710,,,,,,257,31160,0,0.83,1.93,-0.18715623999999997,,,,,,,,,,
1.36,7740,7740,0,3725,-0.07137249841354787,0.94,,,,,,,0.09216541051864624,2570,-3.292163174073437e-07,0.0,0.0,0.10068106651306152,0.2,0.0001,0.2364664703607559,-0.14019900113344191
,7740,,,,,,258,31273,0,0.83,1.95,-0.19684831,,,,,,,,,,
1.14,7770,7770,0,3740,-0.008531557847745716,1.0,,,,,,,-0.14613938331604004,2580,-9.53329110373602e-06,0.0,1.9868216e-09,0.06240127980709076,0.2,0.0001,0.17536515295505523,-0.14092626571655273
,7770,,,,,,259,31374,0,0.82,2.0,-0.20614910000000003,,,,,,,,,,
1.32,7800,7800,0,3760,-0.07004119920078665,0.94,,,,,,,0.24027299880981445,2590,-6.199707444167756e-05,0.0,4.1445096e-06,0.1038265973329544,0.2,0.0001,0.22183549851179124,-0.14116017520427704
,7800,,,,,,260,31490,0,0.8,2.06,-0.23140212,,,,,,,,,,
1.56,7830,7830,0,3774,-0.07625758276320994,0.92,,,,,,,0.427487850189209,2600,-1.6907850977077033e-07,0.0,0.0,0.05576067417860031,0.2,0.0001,0.131860838085413,-0.14221696853637694
,7830,,,,,,261,31619,0,0.8,2.1,-0.23312462999999997,,,,,,,,,,
1.2,7860,7860,0,3784,-0.04979241802822799,0.96,,,,,,,0.2795257568359375,2610,-7.142623346112486e-08,0.0,0.0,0.06545119732618332,0.2,0.0001,0.1502429574728012,-0.1427289664745331
,7860,,,,,,262,31729,0,0.81,2.09,-0.21820616999999998,,,,,,,,,,
1.62,7890,7890,0,3800,-0.0768575499067083,0.92,,,,,,,0.4223601818084717,2620,-0.0010816898833825306,0.0,0.00023614566,0.057604189962148666,0.2,0.0001,0.13332104533910752,-0.14058957993984222
,7890,,,,,,263,31862,0,0.82,2.02,-0.20847960999999998,,,,,,,,,,
1.24,7920,7920,0,3812,-0.051115393699146805,0.96,,,,,,,0.09452849626541138,2630,7.327397631762267e-07,0.0,8.34465e-07,0.09832515567541122,0.2,0.0001,0.21778924018144608,-0.1320761486887932
,7920,,,,,,264,31970,0,0.82,2.05,-0.20701784,,,,,,,,,,
1.22,7950,7950,0,3827,-0.008953024558722973,1.0,,,,,,,0.05877995491027832,2640,1.3073285423104153e-07,0.0,1.1920929e-07,0.14703108370304108,0.2,0.0001,0.3334122866392136,-0.1278496578335762
,7950,,,,,,265,32077,0,0.8,2.08,-0.23153141000000002,,,,,,,,,,
1.32,7980,7980,0,3847,-0.050284638083539904,0.96,,,,,,,0.355776309967041,2650,-0.0017467403867825304,0.0,0.0002319157,0.06078575178980827,0.2,0.0001,0.14906256645917892,-0.12453146949410439
,7980,,,,,,266,32206,0,0.82,2.02,-0.19997080999999997,,,,,,,,,,
1.22,8010,8010,0,3858,-0.009601034396328033,0.98,,,,,,,-12.243069648742676,2660,5.394220390808612e-07,0.0,4.7683716e-07,0.039960555732250214,0.2,0.0001,0.11689921990036964,-0.11719420924782753
,8010,,,,,,267,32314,0,0.81,2.09,-0.21014980000000003,,,,,,,,,,
1.3,8040,8040,0,3872,-0.07263395933900028,0.94,,,,,,,0.43537652492523193,2670,-0.0012538713017542058,0.0,8.434852e-05,0.06038394942879677,0.2,0.0001,0.1384385958313942,-0.11556102707982063
,8040,,,,,,268,32436,0,0.79,2.15,-0.2354722,,,,,,,,,,
1.3,8070,8070,0,3889,-0.07014411343727261,0.94,,,,,,,0.10458314418792725,2680,1.507997499317071e-07,0.0,4.7683716e-07,0.11605315655469894,0.2,0.0001,0.2821564614772797,-0.12132433280348778
,8070,,,,,,269,32556,0,0.84,1.95,-0.19430526,,,,,,,,,,
1.46,8100,8100,0,3904,-0.09706900281831622,0.92,,,,,,,0.5502464771270752,2690,-4.490216642949463e-08,0.0,5.9604645e-08,0.06945549696683884,0.2,0.0001,0.14757822453975677,-0.12472757697105408
,8100,,,,,,270,32688,0,0.83,2.02,-0.20676489,,,,,,,,,,
1.36,8130,8130,0,3914,-0.07117126284632831,0.94,,,,,,,0.20856022834777832,2700,2.7120114021172982e-08,0.0,0.0,0.06491940468549728,0.2,0.0001,0.15015784353017808,-0.1259588912129402
,8130,,,,,,271,32809,0,0.83,2.03,-0.21141054,,,,,,,,,,
1.26,8160,8160,0,3930,-0.010437070513144136,0.94,,,,,,,-0.05671036243438721,2710,1.3113022401256557e-08,0.0,0.0,0.1415594518184662,0.2,0.0001,0.3118864744901657,-0.12634465098381042
,8160,,,,,,272,32920,0,0.84,2.05,-0.20270847999999997,,,,,,,,,,
1.34,8190,8190,0,3946,-0.07308878946583718,0.94,,,,,,,-0.509321928024292,2720,-1.9818545049510304e-08,0.0,0.0,0.12002389878034592,0.2,0.0001,0.2674966424703598,-0.1265084072947502
,8190,,,,,,273,33036,0,0.82,2.11,-0.23602804,,,,,,,,,,
1.38,8220,8220,0,3962,-0.0721808819938451,0.94,,,,,,,0.21446466445922852,2730,-0.0014597248039596611,0.0,0.00022761623,0.07527594268321991,0.2,0.0001,0.18079393059015275,-0.12836250364780427
,8220,,,,,,274,33154,0,0.85,1.99,-0.19793498000000004,,,,,,,,,,
1.6,8250,8250,0,3975,-0.094457269879058,0.9,,,,,,,0.2571038007736206,2740,-0.0008161651004047421,0.0,0.00047656297,0.06287098675966263,0.2,0.0001,0.14535027742385864,-0.137268503010273
,8250,,,,,,275,33317,0,0.86,1.99,-0.19314774000000004,,,,,,,,,,
1.12,8280,8280,0,3991,-0.007865707017481327,1.0,,,,,,,-0.06964111328125,2750,4.46339448600952e-07,0.0,1.1801719e-06,0.1096111536026001,0.2,0.0001,0.24833949357271196,-0.14790457487106323
,8280,,,,,,276,33432,0,0.84,2.08,-0.19610017999999996,,,,,,,,,,
1.44,8310,8310,0,4005,-0.05467220737133175,0.96,,,,,,,0.17940998077392578,2760,-5.193551423587905e-07,0.0,1.7881393e-07,0.10170018672943115,0.2,0.0001,0.22775615751743317,-0.15304507166147233
,8310,,,,,,277,33562,0,0.83,2.05,-0.20780706999999998,,,,,,,,,,
1.26,8340,8340,0,4019,-0.057290680669248105,0.96,,,,,,,0.40086376667022705,2770,-3.854681994042153e-07,0.0,0.0,0.06541645526885986,0.2,0.0001,0.14947691261768342,-0.1549048751592636
,8340,,,,,,278,33675,0,0.83,2.02,-0.19826048000000004,,,,,,,,,,
1.36,8370,8370,0,4037,-0.05111585715785623,0.96,,,,,,,0.3250240087509155,2780,-2.813339253560088e-07,0.0,0.0,0.0652451440691948,0.2,0.0001,0.15133257806301117,-0.15552964210510253
,8370,,,,,,279,33786,0,0.82,2.0,-0.20792145999999995,,,,,,,,,,
1.46,8400,8400,0,4054,-0.11566581447143108,0.9,,,,,,,0.3794804811477661,2790,3.079572996611546e-09,0.0,0.0,0.08242196589708328,0.2,0.0001,0.19446675330400467,-0.1557518258690834
,8400,,,,,,280,33911,0,0.84,1.93,-0.18581709,,,,,,,,,,
1.18,8430,8430,0,4073,-0.02822771605104208,0.98,,,,,,,0.165582537651062,2800,-1.2004574268020817e-05,0.0,2.4278959e-06,0.07152707874774933,0.2,0.0001,0.16075776070356368,-0.15609781295061112
,8430,,,,,,281,34022,0,0.84,1.86,-0.16878769999999998,,,,,,,,,,
1.38,8460,8460,0,4087,-0.0727615528088063,0.94,,,,,,,0.33947521448135376,2810,-0.0006428411662152911,0.0,0.000103974344,0.041990336030721664,0.2,0.0001,0.1037785418331623,-0.15518325120210646
,8460,,,,,,282,34139,0,0.84,1.85,-0.18742790000000004,,,,,,,,,,
1.26,8490,8490,0,4099,-0.051874658465385436,0.96,,,,,,,0.4134775400161743,2820,-0.00297912656911663,0.0,0.00031344095,0.08179809153079987,0.2,0.0001,0.20665739327669144,-0.1475326180458069
,8490,,,,,,283,34255,0,0.82,1.97,-0.21364151999999997,,,,,,,,,,
1.28,8520,8520,0,4121,-0.05044585620518774,0.96,,,,,,,0.08132427930831909,2830,-1.1667609260967992e-07,0.0,3.5762787e-07,0.11139200627803802,0.2,0.0001,0.26862474381923673,-0.14028325527906418
,8520,,,,,,284,34372,0,0.87,1.78,-0.15554583000000002,,,,,,,,,,
1.66,8550,8550,0,4136,-0.09934930759016425,0.9,,,,,,,0.5677751302719116,2840,-3.725290251832547e-08,0.0,0.0,0.0689217746257782,0.2,0.0001,0.1491537019610405,-0.13717386424541472
,8550,,,,,,285,34509,0,0.87,1.82,-0.15612804,,,,,,,,,,
1.3,8580,8580,0,4153,-0.05038216484710574,0.96,,,,,,,0.2683899998664856,2850,-0.0014470873554820684,0.0,0.00024300416,0.07565659284591675,0.2,0.0001,0.17730128020048141,-0.1385207176208496
,8580,,,,,,286,34621,0,0.86,1.84,-0.17144076999999996,,,,,,,,,,
1.38,8610,8610,0,4165,-0.05451635740231722,0.94,,,,,,,0.25197547674179077,2860,0.0008397740991009428,0.0,8.902748e-05,0.08428888767957687,0.2,0.0001,0.18467054665088653,-0.14770711809396744
,8610,,,,,,287,34735,0,0.84,1.9,-0.1949514,,,,,,,,,,
1.3,8640,8640,0,4182,-0.05165788545273244,0.96,,,,,,,0.1357959508895874,2870,-0.0001049349695434465,0.0,1.7849605e-05,0.08017691969871521,0.2,0.0001,0.18357701152563094,-0.1500912308692932
,8640,,,,,,288,34850,0,0.84,1.94,-0.18560032000000004,,,,,,,,,,
1.36,8670,8670,0,4194,-0.052433660719543695,0.96,,,,,,,-0.8982486724853516,2880,-1.003344855199373e-07,0.0,5.9604645e-08,0.08250992745161057,0.2,0.0001,0.2125650316476822,-0.15218925774097442
,8670,,,,,,289,34971,0,0.84,1.95,-0.18567537999999995,,,,,,,,,,
1.36,8700,8700,0,4206,-0.0721762782195583,0.92,,,,,,,0.1413998007774353,2890,-2.0464261485386716e-08,0.0,0.0,0.08579491078853607,0.2,0.0001,0.18517684042453766,-0.1534786894917488
,8700,,,,,,290,35083,0,0.84,2.0,-0.18290197,,,,,,,,,,
1.46,8730,8730,0,4221,-0.09509798992890865,0.92,,,,,,,0.24244821071624756,2900,-9.346167196468968e-05,0.0,6.912152e-06,0.08548435568809509,0.2,0.0001,0.19880102425813675,-0.15434350669384003
,8730,,,,,,291,35231,0,0.81,2.1,-0.21910721000000002,,,,,,,,,,
1.3,8760,8760,0,4235,-0.05144343355670571,0.96,,,,,,,0.3558082580566406,2910,-0.0005928457896031247,0.0,6.830692e-05,0.07739387452602386,0.2,0.0001,0.17073318213224412,-0.15421148836612703
,8760,,,,,,292,35342,0,0.8,2.11,-0.23496551,,,,,,,,,,
1.26,8790,8790,0,4253,-0.029225134504958988,0.98,,,,,,,0.4566447138786316,2920,-0.0006887737969131002,0.0,0.00015037655,0.06730300933122635,0.2,0.0001,0.1580274999141693,-0.14442352950572968
,8790,,,,,,293,35452,0,0.81,2.09,-0.22164493999999998,,,,,,,,,,
1.28,8820,8820,0,4266,-0.029673121804371476,0.96,,,,,,,0.36784297227859497,2930,-0.001875564278840791,0.0,0.0005251646,0.06051222234964371,0.2,0.0001,0.14243988394737245,-0.13426859080791473
,8820,,,,,,294,35561,0,0.83,2.09,-0.21003162999999997,,,,,,,,,,
1.44,8850,8850,0,4290,-0.05570699066389352,0.94,,,,,,,-0.2615736722946167,2940,-3.374864721905624e-07,0.0,8.34465e-07,0.08987510949373245,0.2,0.0001,0.22277341932058334,-0.1237612783908844
,8850,,,,,,295,35680,0,0.84,1.92,-0.203077,,,,,,,,,,
1.42,8880,8880,0,4305,-0.11317135901190341,0.9,,,,,,,0.6309239864349365,2950,-0.0006832959264009731,0.0,0.00014413595,0.017846571281552315,0.2,0.0001,0.045225519314408304,-0.12043241783976555
,8880,,,,,,296,35800,0,0.85,1.85,-0.17920902000000002,,,,,,,,,,
1.36,8910,8910,0,4323,-0.07100518799386918,0.94,,,,,,,0.26714593172073364,2960,3.46899037673154e-07,0.0,1.1920929e-07,0.05813640356063843,0.2,0.0001,0.14502407386898994,-0.12351762801408768
,8910,,,,,,297,35911,0,0.86,1.78,-0.17300364000000001,,,,,,,,,,
1.02,8940,8940,0,4338,-0.006803217693232,1.0,,,,,,,0.36731380224227905,2970,-2.1457672794156225e-08,0.0,0.0,0.08771435171365738,0.2,0.0001,0.2185455486178398,-0.12552179768681526
,8940,,,,,,298,36004,0,0.86,1.75,-0.17667475999999996,,,,,,,,,,
1.14,8970,8970,0,4354,-0.028133294931612908,0.98,,,,,,,0.31066060066223145,2980,-7.331371369989625e-08,0.0,0.0,0.09396739304065704,0.2,0.0001,0.2105777755379677,-0.1261903911828995
,8970,,,,,,299,36105,0,0.87,1.76,-0.16645616000000005,,,,,,,,,,
1.28,9000,9000,0,4370,-0.03298154868651181,0.98,,,,,,,0.5035591125488281,2990,-1.6201635168755502e-05,0.0,6.278356e-07,0.07622342556715012,0.2,0.0001,0.19798666387796401,-0.12653742879629135
,9000,,,,,,300,36218,0,0.86,1.76,-0.18476213000000002,,,,,,,,,,
1.34,9030,9030,0,4387,-0.05239174403715879,0.96,,,,,,,0.26212257146835327,3000,-0.0029816608581072048,0.0,0.00031799078,0.0633450448513031,0.2,0.0001,0.1691894993185997,-0.1278586804866791
,9030,,,,,,301,36334,0,0.85,1.83,-0.18738535000000003,,,,,,,,,,
1.24,9060,9060,0,4408,-0.03018564232625067,0.98,,,,,,,0.25233280658721924,3010,3.355741503119347e-07,0.0,1.1920929e-07,0.03633333370089531,0.2,0.0001,0.08763735815882683,-0.130918188393116
,9060,,,,,,302,36438,0,0.86,1.77,-0.18563605,,,,,,,,,,
1.26,9090,9090,0,4426,-0.0728857536893338,0.94,,,,,,,0.5212740898132324,3020,-4.926696579587997e-08,0.0,0.0,0.051961515098810196,0.2,0.0001,0.12835452184081078,-0.1326221778988838
,9090,,,,,,303,36546,0,0.87,1.74,-0.16534029000000003,,,,,,,,,,
1.48,9120,9120,0,4445,-0.05393878604285419,0.94,,,,,,,0.6123744249343872,3030,-2.533197474008375e-08,0.0,0.0,0.04148130491375923,0.2,0.0001,0.08552485331892967,-0.13325472325086593
,9120,,,,,,304,36662,0,0.87,1.7,-0.14165593999999998,,,,,,,,,,
1.4,9150,9150,0,4463,-0.0980346896359697,0.92,,,,,,,0.12388783693313599,3040,-5.841255168448356e-08,0.0,0.0,0.06756599992513657,0.2,0.0001,0.1610906958580017,-0.1334478959441185
,9150,,,,,,305,36774,0,0.89,1.59,-0.11266013,,,,,,,,,,
1.42,9180,9180,0,4482,-0.0557977981492877,0.94,,,,,,,0.6400587558746338,3050,-9.693702004653915e-07,0.0,9.934107e-08,0.03730534017086029,0.2,0.0001,0.08680732473731041,-0.1336724802851677
,9180,,,,,,306,36889,0,0.89,1.6,-0.125967,,,,,,,,,,
1.24,9210,9210,0,4501,-0.010052044694311917,0.96,,,,,,,0.14147919416427612,3060,-4.361073195902065e-08,0.0,0.0,0.08315181732177734,0.2,0.0001,0.18631016761064528,-0.13330622911453247
,9210,,,,,,307,36996,0,0.91,1.58,-0.10522524999999999,,,,,,,,,,
