eval/success_rate,eval/mean_ep_length,time/total_timesteps,eval/mean_reward,env/current_idx,env/completion_counter,env/n_steps,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,train/clip_fraction,train/entropy_loss,train/explained_variance,train/loss,train/n_updates,train/clip_range,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/approx_kl
0.84,1.82,300,-0.1840698811970651,95,0,300,,,,,,,,,,,,,,,,
,,300,,,,,455,1,0.6170212765957447,-0.4508833936170213,0,3.1702127659574466,,,,,,,,,,
0.96,1.3,600,-0.05363705305382609,203,0,600,,,,,,,0.0,-1.9457721090316773,-0.3854120969772339,0.10820042341947556,5,0.2,0.0001,0.26656971156597137,-0.002895570448599756,0.00032130547
,,600,,,,,876,2,0.69,-0.39297985999999996,0,2.8,,,,,,,,,,
0.98,1.12,900,-0.007960351244546473,299,0,900,,,,,,,0.0,-1.9448540019989013,0.07751178741455078,0.1020827442407608,10,0.2,0.0001,0.20986295759677887,-0.0037681835505645723,0.0005762937
,,900,,,,,1275,3,0.59,-0.48588466999999996,0,3.17,,,,,,,,,,
0.96,1.24,1200,-0.04959700576029718,408,0,1200,,,,,,,0.0,-1.9412997102737426,-0.2080364227294922,0.0704139918088913,15,0.2,0.0001,0.27306171774864196,-0.007131806746619986,0.0014005855
,,1200,,,,,1672,4,0.66,-0.4112682799999999,0,2.78,,,,,,,,,,
0.92,1.54,1500,-0.08137922828551382,512,0,1500,,,,,,,0.0,-1.9311857843399047,0.028520286083221436,0.08706390112638474,20,0.2,0.0001,0.23332194328308106,-0.0068685113335959615,0.0023204298
,,1500,,,,,2124,5,0.63,-0.43258947,0,2.96,,,,,,,,,,
0.94,1.38,1800,-0.05258928928989917,618,0,1800,,,,,,,0.0,-1.913401575088501,-0.10333025455474854,0.07627624273300171,25,0.2,0.0001,0.2532597440481186,-0.0077595728030428295,0.0032903575
,,1800,,,,,2571,6,0.71,-0.31647157,0,2.84,,,,,,,,,,
0.98,1.24,2100,-0.03456251409370452,739,0,2100,,,,,,,0.0,-1.8823591375350952,0.01811957359313965,0.03792222589254379,30,0.2,0.0001,0.1986103567481041,-0.010631991047412158,0.0047862586
,,2100,,,,,3006,7,0.74,-0.28357147,0,2.56,,,,,,,,,,
0.94,1.32,2400,-0.0719882481964305,858,0,2400,,,,,,,0.0,-1.8335402393341065,0.07716155052185059,0.0720464363694191,35,0.2,0.0001,0.19627990812063217,-0.007672681352123618,0.0049251826
,,2400,,,,,3429,8,0.73,-0.34005297,0,2.56,,,,,,,,,,
0.9,1.54,2700,-0.11799276019446552,967,0,2700,,,,,,,0.0,-1.7751085758209229,0.08973944187164307,0.08232958614826202,40,0.2,0.0001,0.21500570714473724,-0.01099717704579234,0.005136301
,,2700,,,,,3889,9,0.71,-0.33807405999999995,0,2.71,,,,,,,,,,
0.94,1.36,3000,-0.0537632759148255,1093,0,3000,,,,,,,0.0,-1.7096108150482179,0.11061882972717285,0.08861269056797028,45,0.2,0.0001,0.19265369206666946,-0.0034911828907206654,0.0024633126
,,3000,,,,,4334,10,0.8,-0.23994907999999998,0,2.41,,,,,,,,,,
0.9,1.64,3300,-0.11490642704535275,1212,0,3300,,,,,,,0.0,-1.6683812427520752,0.11178481578826904,0.06432512402534485,50,0.2,0.0001,0.18023304462432863,-0.004906105725094676,0.002078407
,,3300,,,,,4797,11,0.73,-0.32243666000000004,0,2.53,,,,,,,,,,
0.86,1.62,3600,-0.1411969211185351,1332,0,3600,,,,,,,0.0,-1.617998676300049,0.03038579225540161,0.10389796644449234,55,0.2,0.0001,0.20598030179739,-0.0015669600921683013,0.0008521313
,,3600,,,,,5290,12,0.8,-0.27463438,0,2.39,,,,,,,,,,
0.86,1.6,3900,-0.11769809842575342,1458,0,3900,,,,,,,0.0,-1.6055717039108277,0.15833699703216553,0.06997840106487274,60,0.2,0.0001,0.20763729333877565,-0.004296233491040766,0.0014097817
,,3900,,,,,5727,13,0.78,-0.24171379,0,2.32,,,,,,,,,,
0.88,1.58,4200,-0.09737696840427816,1584,0,4200,,,,,,,0.0,-1.5828677368164064,0.1774696707725525,0.08099303394556046,65,0.2,0.0001,0.1705668330192566,-0.004713969053700567,0.0026274342
,,4200,,,,,6174,14,0.75,-0.29809322,0,2.32,,,,,,,,,,
0.9,1.52,4500,-0.11971204426605254,1711,0,4500,,,,,,,0.0021590909361839297,-1.4995451498031616,0.22646605968475342,0.0353708416223526,70,0.2,0.0001,0.17546558409929275,-0.004124735649675131,0.0036546334
,,4500,,,,,6649,15,0.77,-0.26071542999999997,0,2.44,,,,,,,,,,
0.96,1.28,4800,-0.030620747255161406,1842,0,4800,,,,,,,0.0,-1.4214212799072266,0.1859910488128662,0.04048890247941017,75,0.2,0.0001,0.18381041556596756,-0.005610755444940878,0.0026443584
,,4800,,,,,7095,16,0.72,-0.3525783100000001,0,2.42,,,,,,,,,,
0.96,1.4,5100,-0.03367848823778331,1973,0,5100,,,,,,,0.0,-1.3415959787368774,0.18145233392715454,0.09962193667888641,80,0.2,0.0001,0.18946778893470764,-0.005259252777323127,0.002070948
,,5100,,,,,7572,17,0.79,-0.20130098000000005,0,2.32,,,,,,,,,,
0.98,1.28,5400,-0.03217011698521674,2089,0,5400,,,,,,,0.0,-1.2944898223876953,0.0232083797454834,0.08089067041873932,85,0.2,0.0001,0.18918465793132783,-8.916671155020594e-05,0.0002488676
,,5400,,,,,8015,18,0.73,-0.37317663999999995,0,2.55,,,,,,,,,,
0.94,1.32,5700,-0.05350666036363691,2214,0,5700,,,,,,,0.0,-1.2839283800125123,0.2456223964691162,0.09105125814676285,90,0.2,0.0001,0.2041161572933197,-0.0014042782475007698,0.00030617003
,,5700,,,,,8479,19,0.8,-0.25225202,0,2.35,,,,,,,,,,
0.92,1.38,6000,-0.09193852972239255,2346,0,6000,,,,,,,0.0,-1.242503423690796,0.1467624306678772,0.10614118725061417,95,0.2,0.0001,0.18368375539779663,-0.002095021060667932,0.0011037678
,,6000,,,,,8932,20,0.76,-0.28560056,0,2.3,,,,,,,,,,
0.92,1.38,6300,-0.09087362541817129,2479,0,6300,,,,,,,0.0015340909361839295,-1.2249814653396607,0.1116020679473877,0.06478012353181839,100,0.2,0.0001,0.19969928294420242,-0.00205622945795767,0.00049625046
,,6300,,,,,9382,21,0.81,-0.24271895999999998,0,2.21,,,,,,,,,,
0.94,1.48,6600,-0.07236292333807796,2623,0,6600,,,,,,,0.00375,-1.2316162204742431,0.028854012489318848,0.07627665996551514,105,0.2,0.0001,0.2220250415802002,-0.0015716416062787175,0.00094502384
,,6600,,,,,9826,22,0.8,-0.2354209,0,2.14,,,,,,,,,,
0.9,1.46,6900,-0.09395782400388271,2764,0,6900,,,,,,,0.0,-1.2015634489059448,0.2152652144432068,0.0833180770277977,110,0.2,0.0001,0.1922021234035492,-0.00496946937404573,0.0018701237
,,6900,,,,,10292,23,0.83,-0.1959067,0,2.11,,,,,,,,,,
0.9,1.62,7200,-0.11493674979545176,2891,0,7200,,,,,,,0.0,-1.1106616401672362,0.17408901453018188,0.09936295449733734,115,0.2,0.0001,0.1985619169473648,-0.003570257422979921,0.001994105
,,7200,,,,,10771,24,0.76,-0.30723284999999995,0,2.34,,,,,,,,,,
1.0,1.22,7500,-0.01162016718648374,3027,0,7500,,,,,,,0.0,-1.0397065782546997,0.1547684669494629,0.06668883562088013,120,0.2,0.0001,0.20766083419322967,-0.00406868988648057,0.0016894942
,,7500,,,,,11218,25,0.76,-0.27918806,0,2.27,,,,,,,,,,
0.92,1.48,7800,-0.09300677951425314,3179,0,7800,,,,,,,0.000625,-0.9867371082305908,0.27064740657806396,0.07962407916784286,125,0.2,0.0001,0.1824190831184387,-0.0017827146625495516,0.00085662166
,,7800,,,,,11666,26,0.86,-0.17625250999999995,0,2.07,,,,,,,,,,
0.9,1.44,8100,-0.1034331538528204,3328,0,8100,,,,,,,0.0,-0.9416212558746337,0.14476549625396729,0.04859718680381775,130,0.2,0.0001,0.16999930202960967,-0.0021385324187576773,0.0009846906
,,8100,,,,,12129,27,0.86,-0.18483529,0,1.94,,,,,,,,,,
0.96,1.22,8400,-0.028875422095879913,3456,0,8400,,,,,,,0.0,-0.8884134936332703,0.10230433940887451,0.062409915030002594,135,0.2,0.0001,0.19712751269340514,-0.0012780427500547376,0.0006314111
,,8400,,,,,12569,28,0.74,-0.28643305,0,2.43,,,,,,,,,,
0.98,1.16,8700,-0.030746454331092535,3585,0,8700,,,,,,,0.0,-0.8772987580299377,0.12158548831939697,0.0758340060710907,140,0.2,0.0001,0.19262865722179412,-0.0010963487101253123,0.00024398122
,,8700,,,,,13015,29,0.77,-0.28082978,0,2.35,,,,,,,,,,
0.9,1.46,9000,-0.1143861677357927,3725,0,9000,,,,,,,0.0,-0.896001262664795,0.25590234994888306,0.06444099545478821,145,0.2,0.0001,0.168676495552063,-0.0007090381777379662,0.00017024939
,,9000,,,,,13472,30,0.82,-0.23792860000000005,0,2.05,,,,,,,,,,
0.98,1.24,9300,-0.00956455503590405,3868,0,9300,,,,,,,0.0,-0.9060707759857177,0.30534088611602783,0.08526650816202164,150,0.2,0.0001,0.17750650465488435,-0.0004572347983412328,0.0002784223
,,9300,,,,,13921,31,0.81,-0.18837932999999998,0,2.13,,,,,,,,,,
0.88,1.56,9600,-0.09907776094507426,4018,0,9600,,,,,,,0.004659090936183929,-0.9225205183029175,0.19965749979019165,0.08411762118339539,155,0.2,0.0001,0.17173025965690614,-0.0019273621897445991,0.0013874278
,,9600,,,,,14380,32,0.85,-0.19996201,0,1.9,,,,,,,,,,
0.98,1.14,9900,-0.0075934055959805844,4148,0,9900,,,,,,,0.003125,-0.8850574398040771,0.33226579427719116,0.06070782616734505,160,0.2,0.0001,0.16545337021350862,-0.001598525787703693,0.0008920155
,,9900,,,,,14805,33,0.76,-0.27750858,0,2.33,,,,,,,,,,
0.9,1.52,10200,-0.11818866085261107,4299,0,10200,,,,,,,0.0,-0.8297041034698487,0.317732572555542,0.07024862617254257,165,0.2,0.0001,0.16016101121902465,-0.0049686367390677335,0.0021962137
,,10200,,,,,15260,34,0.83,-0.21857132,0,2.06,,,,,,,,,,
0.96,1.5,10500,-0.0559911379031837,4446,0,10500,,,,,,,0.004943181872367859,-0.7306481552124023,0.23710906505584717,0.04549799859523773,170,0.2,0.0001,0.16569448620080948,-0.004606156576192007,0.0024312637
,,10500,,,,,15720,35,0.84,-0.20777075,0,1.91,,,,,,,,,,
0.92,1.34,10800,-0.0910261773178354,4607,0,10800,,,,,,,0.0,-0.6747750568389893,0.20930606126785278,0.05672376975417137,175,0.2,0.0001,0.18766432017087936,-0.0008553776174085215,0.0003273915
,,10800,,,,,16165,36,0.84,-0.21290745,0,1.97,,,,,,,,,,
0.96,1.24,11100,-0.04892283994704485,4760,0,11100,,,,,,,0.0,-0.6534042310714722,0.3270813822746277,0.06369106471538544,180,0.2,0.0001,0.1527305808663368,-0.00045351250768362663,4.878056e-05
,,11100,,,,,16645,37,0.81,-0.20914628999999998,0,1.97,,,,,,,,,,
0.98,1.26,11400,-0.02990578392986208,4909,0,11400,,,,,,,0.0,-0.6601938486099244,0.2301672101020813,0.09850256890058517,185,0.2,0.0001,0.1882530692219734,-0.001012480171630159,0.00011505664
,,11400,,,,,17099,38,0.86,-0.17764402,0,1.81,,,,,,,,,,
0.96,1.48,11700,-0.05316614123526961,5049,0,11700,,,,,,,0.0,-0.6367693591117859,0.23515111207962036,0.08887095004320145,190,0.2,0.0001,0.17835769355297088,-0.0013438626081915572,0.00032412974
,,11700,,,,,17688,39,0.77,-0.26117009,0,2.15,,,,,,,,,,
0.94,1.52,12000,-0.05410175507888198,5199,0,12000,,,,,,,0.003125,-0.5741030669212341,0.19494885206222534,0.08629827946424484,195,0.2,0.0001,0.19021446049213409,-0.0057042276300489905,0.0021217659
,,12000,,,,,18157,40,0.85,-0.17375643999999998,0,2.09,,,,,,,,,,
0.98,1.12,12300,-0.007808605404570699,5353,0,12300,,,,,,,0.0,-0.4969400346279144,0.10528737306594849,0.08918774873018265,200,0.2,0.0001,0.1922853708267212,-0.0025581906689330935,0.0008956849
,,12300,,,,,18607,41,0.79,-0.2592935,0,2.15,,,,,,,,,,
0.94,1.34,12600,-0.07128461361397058,5497,0,12600,,,,,,,0.0,-0.46556458711624144,0.2664300203323364,0.05556602030992508,205,0.2,0.0001,0.16622891306877136,-7.831576893295278e-05,3.5675766e-05
,,12600,,,,,19039,42,0.81,-0.23066290000000003,0,2.09,,,,,,,,,,
0.96,1.32,12900,-0.05028353970497847,5657,0,12900,,,,,,,0.0,-0.48937877535820007,0.22310084104537964,0.06740032136440277,210,0.2,0.0001,0.16981729328632356,-0.000823321727802977,0.00035764294
,,12900,,,,,19473,43,0.85,-0.16496962,0,1.86,,,,,,,,,,
0.94,1.32,13200,-0.07025668817106634,5787,0,13200,,,,,,,0.0,-0.5091321766376495,0.3118046522140503,0.07188291102647781,215,0.2,0.0001,0.14328896552324294,-0.0006771688867593184,0.000115424955
,,13200,,,,,19910,44,0.74,-0.29872315,0,2.32,,,,,,,,,,
0.98,1.16,13500,-0.028292389172129333,5943,0,13500,,,,,,,0.0,-0.5198924565315246,0.20694619417190552,0.07272219657897949,220,0.2,0.0001,0.19022689878940582,-0.0009065696666948497,0.0003146431
,,13500,,,,,20359,45,0.83,-0.20916894,0,1.93,,,,,,,,,,
0.88,1.7,13800,-0.13935769338626414,6105,0,13800,,,,,,,0.000625,-0.5464908647537231,0.38093382120132446,0.050148915499448776,225,0.2,0.0001,0.14648497670888902,-0.0002626049352693371,0.00015494475
,,13800,,,,,20834,46,0.88,-0.12856909,0,1.78,,,,,,,,,,
0.98,1.34,14100,-0.03420418612658978,6257,0,14100,,,,,,,0.0,-0.5475822925567627,0.17996102571487427,0.09874927997589111,230,0.2,0.0001,0.175572053194046,-0.00040473028231645,7.226174e-05
,,14100,,,,,21294,47,0.8,-0.21711609999999998,0,2.08,,,,,,,,,,
0.98,1.22,14400,-0.029510581665672362,6405,0,14400,,,,,,,0.000625,-0.5599305820465088,0.2477129101753235,0.08107899874448776,235,0.2,0.0001,0.1549442031979561,-0.00044315939274383706,0.00013966899
,,14400,,,,,21753,48,0.82,-0.19595383000000002,0,2.03,,,,,,,,,,
0.94,1.32,14700,-0.06985872434917838,6561,0,14700,,,,,,,0.0021590909361839297,-0.5671725201606751,0.17682164907455444,0.07681626826524734,240,0.2,0.0001,0.17803816378116608,-0.0010728229116648436,0.0004988621
,,14700,,,,,22198,49,0.88,-0.14914839,0,1.92,,,,,,,,,,
0.98,1.26,15000,-0.02939792487304658,6723,0,15000,,,,,,,0.0,-0.5858178806304931,0.21730613708496094,0.0655897855758667,245,0.2,0.0001,0.15429196298122405,-0.0014042710798094049,0.00018472775
,,15000,,,,,22635,50,0.84,-0.15601186999999997,0,1.85,,,,,,,,,,
0.96,1.26,15300,-0.029725168691948058,6891,0,15300,,,,,,,0.0,-0.597661771774292,0.3478975296020508,0.06832794100046158,250,0.2,0.0001,0.12197754353284836,-0.0012164836144074797,0.00031350998
,,15300,,,,,23093,51,0.87,-0.16009934,0,1.75,,,,,,,,,,
0.98,1.22,15600,-0.031103761387057602,7052,0,15600,,,,,,,0.0,-0.6180103492736816,0.3229018449783325,0.06138239800930023,255,0.2,0.0001,0.15433232128620147,-0.0007234255105140619,0.00012822471
,,15600,,,,,23551,52,0.9,-0.15381141000000004,0,1.79,,,,,,,,,,
0.98,1.46,15900,-0.032715808493085204,7190,0,15900,,,,,,,0.0,-0.57080148935318,0.24648016691207886,0.10055127739906311,260,0.2,0.0001,0.1974150961637497,-0.002789912697626278,0.00079748157
,,15900,,,,,23997,53,0.77,-0.27514463,0,2.26,,,,,,,,,,
0.92,1.46,16200,-0.07650113986805081,7347,0,16200,,,,,,,0.0,-0.5276172089576722,0.21922755241394043,0.07748642563819885,265,0.2,0.0001,0.19205785036087036,-0.0009904568651109003,0.00037704894
,,16200,,,,,24461,54,0.85,-0.15243441000000002,0,1.88,,,,,,,,,,
0.96,1.34,16500,-0.05104336475487799,7474,0,16500,,,,,,,0.001875,-0.5153829383850098,0.2914080023765564,0.056342221796512604,270,0.2,0.0001,0.14807678669691085,-0.0002215880318544805,0.0003049153
,,16500,,,,,24909,55,0.78,-0.2765182,0,2.26,,,,,,,,,,
0.94,1.36,16800,-0.050509220939129594,7612,0,16800,,,,,,,0.0,-0.5166725325584411,0.2543390393257141,0.08191408962011337,275,0.2,0.0001,0.18450409889221192,-0.0002505677101726178,0.000108478474
,,16800,,,,,25337,56,0.78,-0.28809576,0,2.17,,,,,,,,,,
0.94,1.3,17100,-0.07107613836415112,7758,0,17100,,,,,,,0.0025,-0.516220772266388,0.11275118589401245,0.11631475389003754,280,0.2,0.0001,0.21366033017635344,-0.001541309995955089,0.00054044597
,,17100,,,,,25794,57,0.89,-0.16371776000000002,0,1.88,,,,,,,,,,
0.96,1.28,17400,-0.05004928512033075,7900,0,17400,,,,,,,0.001875,-0.4848668098449707,0.2306641936302185,0.08116819709539413,285,0.2,0.0001,0.18656843036413193,-0.002340775562042836,0.0013112118
,,17400,,,,,26228,58,0.83,-0.19696689000000003,0,2.02,,,,,,,,,,
0.94,1.26,17700,-0.03612098488025367,8058,0,17700,,,,,,,0.0,-0.447479190826416,0.2493763566017151,0.0572129562497139,290,0.2,0.0001,0.17879596054553987,-0.0005588873033411801,0.00013461699
,,17700,,,,,26657,59,0.84,-0.19384525999999996,0,1.91,,,,,,,,,,
0.94,1.34,18000,-0.07260590735357254,8213,0,18000,,,,,,,0.0,-0.4417755913734436,0.1792200207710266,0.0792524591088295,295,0.2,0.0001,0.18032222628593444,-0.0005684725265018642,0.00013686065
,,18000,,,,,27078,60,0.87,-0.17642585000000005,0,1.88,,,,,,,,,,
0.96,1.24,18300,-0.030294130919501186,8373,0,18300,,,,,,,0.0,-0.4315060710906982,0.2136194109916687,0.0736992359161377,300,0.2,0.0001,0.16939834326505662,-0.0015152719321486075,0.00018930376
,,18300,,,,,27538,61,0.88,-0.15968537000000002,0,1.78,,,,,,,,,,
0.96,1.26,18600,-0.009988761208951473,8525,0,18600,,,,,,,0.0,-0.42589288115501406,0.2823107838630676,0.07689164578914642,305,0.2,0.0001,0.17459653735160827,-0.0020491686137393116,0.00057288137
,,18600,,,,,28104,62,0.81,-0.22952867999999998,0,2.13,,,,,,,,,,
0.96,1.36,18900,-0.03060420447960496,8669,0,18900,,,,,,,0.0,-0.39423975825309754,0.2866275906562805,0.06766698509454727,310,0.2,0.0001,0.15818529725074768,-0.0005348808079725132,0.00016102004
,,18900,,,,,28548,63,0.79,-0.21049301,0,2.15,,,,,,,,,,
0.92,1.36,19200,-0.09232589514460415,8807,0,19200,,,,,,,0.0,-0.376162531375885,0.23144155740737915,0.053004778921604156,315,0.2,0.0001,0.16348450601100922,-0.0026475958293303847,0.00075352227
,,19200,,,,,28982,64,0.82,-0.21533499000000003,0,2.19,,,,,,,,,,
0.98,1.12,19500,-0.0327322593331337,8971,0,19500,,,,,,,0.0,-0.3320876431465149,0.15216046571731567,0.08057555556297302,320,0.2,0.0001,0.19045933753252028,-0.0023306919483002276,0.0005103519
,,19500,,,,,29399,65,0.9,-0.11963871,0,1.71,,,,,,,,,,
0.96,1.36,19800,-0.05178140341769904,9124,0,19800,,,,,,,0.0,-0.30600825786590574,0.1950627565383911,0.0677403137087822,325,0.2,0.0001,0.1686122828722,-0.0005270718084648252,0.00011550556
,,19800,,,,,29842,66,0.86,-0.18246262000000002,0,2.06,,,,,,,,,,
1.0,1.12,20100,-0.00799906744621694,9298,0,20100,,,,,,,0.0,-0.2989203178882599,0.1950240135192871,0.06675121188163757,330,0.2,0.0001,0.15880442768335343,-0.0008818602829705924,0.00014778899
,,20100,,,,,30278,67,0.88,-0.13312681999999998,0,1.84,,,,,,,,,,
0.92,1.5,20400,-0.0723388014966622,9467,0,20400,,,,,,,0.0,-0.2933415150642395,0.07060521841049194,0.05560934171080589,335,0.2,0.0001,0.15882767289876937,-0.0008004730311222375,8.7388216e-05
,,20400,,,,,30764,68,0.9,-0.12425173,0,1.71,,,,,,,,,,
0.88,1.74,20700,-0.13800073958933354,9614,0,20700,,,,,,,0.0,-0.29491413235664365,0.17107921838760376,0.07017844915390015,340,0.2,0.0001,0.1636085617542267,-0.0003666193925892003,3.677129e-05
,,20700,,,,,31218,69,0.85,-0.18900374000000003,0,2.0,,,,,,,,,,
0.96,1.3,21000,-0.05032692407257855,9753,0,21000,,,,,,,0.0,-0.2979726338386536,0.32875049114227295,0.08571919053792953,345,0.2,0.0001,0.15550194591283797,-0.00016491396178025753,3.3356773e-05
,,21000,,,,,31655,70,0.8,-0.24796743999999996,0,2.17,,,,,,,,,,
0.98,1.1,21300,-0.027763025495223703,9907,0,21300,,,,,,,0.0,-0.2892414581775665,0.16456693410873413,0.07157635688781738,350,0.2,0.0001,0.18991375207901,-0.0013520166021771729,0.00028013164
,,21300,,,,,32099,71,0.84,-0.18912821999999996,0,1.93,,,,,,,,,,
0.96,1.28,21600,-0.05130791103001684,10056,0,21600,,,,,,,0.0,-0.2632700300216675,0.29422563314437866,0.05184505879878998,355,0.2,0.0001,0.15800823599100114,-0.001045514077413827,0.00015163053
,,21600,,,,,32562,72,0.82,-0.20895698,0,1.93,,,,,,,,,,
0.86,1.68,21900,-0.15982439937070012,10224,0,21900,,,,,,,0.0,-0.25223346769809724,0.3374883532524109,0.06540971994400024,360,0.2,0.0001,0.1584005981683731,-0.0005591350177900267,8.357858e-05
,,21900,,,,,33021,73,0.83,-0.20333136999999998,0,1.88,,,,,,,,,,
0.9,1.44,22200,-0.11861758220475167,10386,0,22200,,,,,,,0.0,-0.23944758713245393,0.34762048721313477,0.06405723839998245,365,0.2,0.0001,0.15575220793485642,-0.0008198363130213692,0.00015508634
,,22200,,,,,33472,74,0.87,-0.16249254999999999,0,1.76,,,,,,,,,,
0.96,1.26,22500,-0.04902727910317481,10536,0,22500,,,,,,,0.0,-0.22609172403812408,0.259987473487854,0.06038231775164604,370,0.2,0.0001,0.15854772448539733,-0.0003740183767513372,4.6811456e-05
,,22500,,,,,33914,75,0.83,-0.20572477,0,1.92,,,,,,,,,,
0.92,1.32,22800,-0.09612908662296832,10686,0,22800,,,,,,,0.0,-0.23076873421669006,0.2747805118560791,0.05805818736553192,375,0.2,0.0001,0.15758434444665909,-0.00018884881883877825,1.6611153e-05
,,22800,,,,,34369,76,0.86,-0.16190566000000003,0,1.87,,,,,,,,,,
0.9,1.5,23100,-0.09491345230024308,10837,0,23100,,,,,,,0.0,-0.23475060403347014,0.2469448447227478,0.08966761827468872,380,0.2,0.0001,0.1641044709086418,-0.00026934509102090944,2.430691e-05
,,23100,,,,,34807,77,0.79,-0.27100021,0,2.03,,,,,,,,,,
0.94,1.5,23400,-0.08190819845534861,10984,0,23400,,,,,,,0.0,-0.2257254260778427,0.2476617693901062,0.09350675344467163,385,0.2,0.0001,0.19451272547245024,-0.0009175316748405749,0.0002000619
,,23400,,,,,35256,78,0.8,-0.22248491999999995,0,2.13,,,,,,,,,,
0.98,1.14,23700,-0.013090831637382507,11131,0,23700,,,,,,,0.0025,-0.2157382184267044,0.3036726117134094,0.0553511418402195,390,0.2,0.0001,0.1627731591463089,-0.00017789828045351895,0.0003470343
,,23700,,,,,35689,79,0.84,-0.18624389,0,1.91,,,,,,,,,,
1.0,1.16,24000,-0.011811639918014406,11263,0,24000,,,,,,,0.0027840909361839293,-0.21264674484729768,0.3613325357437134,0.05889337137341499,395,0.2,0.0001,0.15190793454647064,-0.000324363624677062,0.0034608673
,,24000,,,,,36123,80,0.8,-0.24701574,0,2.19,,,,,,,,,,
0.96,1.32,24300,-0.05079214967321605,11409,0,24300,,,,,,,0.0,-0.2015278595685959,0.11093795299530029,0.06981926411390305,400,0.2,0.0001,0.19974671185016632,-5.413477381807752e-05,1.11531135e-05
,,24300,,,,,36555,81,0.82,-0.19693882,0,1.95,,,,,,,,,,
0.96,1.24,24600,-0.05033190314192325,11556,0,24600,,,,,,,0.00125,-0.2008781439065933,0.31438541412353516,0.06375324726104736,405,0.2,0.0001,0.17494527637958526,-0.0003502456285059452,0.00051044516
,,24600,,,,,36964,82,0.83,-0.20791295999999998,0,1.99,,,,,,,,,,
0.96,1.34,24900,-0.03362626834772527,11715,0,24900,,,,,,,0.0,-0.1934988021850586,0.14477258920669556,0.08781670033931732,410,0.2,0.0001,0.19433766722679138,-0.0004167353212986313,4.6129524e-05
,,24900,,,,,37393,83,0.85,-0.18443336,0,1.89,,,,,,,,,,
0.96,1.16,25200,-0.05485861738678068,11858,0,25200,,,,,,,0.0027840909361839293,-0.19498637497425078,0.40342962741851807,0.05071994662284851,415,0.2,0.0001,0.14678516417741774,-0.0007085678286966868,0.0014451108
,,25200,,,,,37810,84,0.77,-0.2754944,0,2.15,,,,,,,,,,
0.94,1.38,25500,-0.07219065543729812,12009,0,25500,,,,,,,0.0,-0.19679003298282624,0.3142259120941162,0.09146525710821152,420,0.2,0.0001,0.17915005058050157,-0.0001793276813590694,1.757465e-05
,,25500,,,,,38240,85,0.82,-0.21769937000000006,0,1.93,,,,,,,,,,
0.98,1.24,25800,-0.028830636460334062,12159,0,25800,,,,,,,0.0,-0.1948796796798706,0.2631914019584656,0.07835359126329422,425,0.2,0.0001,0.16933885395526885,-9.681777647699619e-05,1.5334937e-05
,,25800,,,,,38668,86,0.82,-0.23794599000000002,0,1.98,,,,,,,,,,
0.98,1.14,26100,-0.02871346115600318,12300,0,26100,,,,,,,0.0,-0.1953805309534073,0.26940542459487915,0.04783900827169418,430,0.2,0.0001,0.17543501436710357,-0.0006791656726272777,5.721293e-05
,,26100,,,,,39088,87,0.79,-0.23516177,0,2.11,,,,,,,,,,
0.98,1.22,26400,-0.029257996622473,12464,0,26400,,,,,,,0.0,-0.1842362129688263,0.172690749168396,0.08212287724018097,435,0.2,0.0001,0.1846846479177475,3.298082812307257e-05,2.2902357e-05
,,26400,,,,,39528,88,0.79,-0.2534093800000001,0,2.1,,,,,,,,,,
0.88,1.56,26700,-0.134136382592842,12619,0,26700,,,,,,,0.0,-0.1819556897878647,0.24001538753509521,0.05944565311074257,440,0.2,0.0001,0.16913448810577392,-9.703075334016375e-05,1.2066639e-05
,,26700,,,,,39986,89,0.82,-0.20042007,0,1.93,,,,,,,,,,
0.96,1.38,27000,-0.05394889091141522,12754,0,27000,,,,,,,0.0,-0.178369699716568,0.22505289316177368,0.06904641538858414,445,0.2,0.0001,0.17332292437553407,-8.686006053295613e-05,5.409443e-06
,,27000,,,,,40406,90,0.79,-0.23457004999999997,0,2.21,,,,,,,,,,
0.94,1.4,27300,-0.07133519949857145,12902,0,27300,,,,,,,0.0,-0.18054804921150208,0.1816791296005249,0.09062498062849045,450,0.2,0.0001,0.18503428339958192,-0.00032436047920782586,4.993838e-05
,,27300,,,,,40843,91,0.83,-0.20638170999999997,0,1.99,,,,,,,,,,
0.96,1.22,27600,-0.04924882548861206,13058,0,27600,,,,,,,0.0,-0.18620546758174897,0.30675268173217773,0.07323836535215378,455,0.2,0.0001,0.17093844413757325,-0.0001828281502093887,2.4701909e-05
,,27600,,,,,41255,92,0.86,-0.16570328999999998,0,1.73,,,,,,,,,,
0.98,1.2,27900,-0.031070113708265127,13217,0,27900,,,,,,,0.005,-0.18736965358257293,0.2580455541610718,0.04712865874171257,460,0.2,0.0001,0.1651047933101654,-0.0023786687999108836,0.005713816
,,27900,,,,,41682,93,0.83,-0.15401253000000004,0,1.93,,,,,,,,,,
0.98,1.26,28200,-0.010146214729174971,13377,0,28200,,,,,,,0.0,-0.16444746792316436,0.20887970924377441,0.06104274094104767,465,0.2,0.0001,0.15860807567834853,-0.0015218503070354927,0.00029581095
