env/n_steps,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,env/completion_counter,env/current_idx,eval/success_rate,time/time_elapsed,time/iterations,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/explained_variance,train/approx_kl,train/learning_rate,train/value_loss,train/clip_fraction,train/policy_gradient_loss,train/n_updates,train/loss,train/entropy_loss,train/clip_range
,37200,,,,,,54752,124,0.74,2.35,-0.25459469,0,,,,,,,,,,
37500,37500,-0.09802349369972944,1.48,0,17145,0.92,,,,,,,0.2646399736404419,1.0559653e-05,0.0001,0.18551848009228705,0.0,-0.00010373949958193407,620,0.0611615814268589,-0.40353804230690005,0.2
,37500,,,,,,55201,125,0.76,2.22,-0.25789301000000003,0,,,,,,,,,,
37800,37800,-0.006344254701398313,1.02,0,17296,1.0,,,,,,,0.33536964654922485,2.8618939e-05,0.0001,0.16258202493190765,0.0,-0.000318768507167988,625,0.07302527874708176,-0.39711023271083834,0.2
,37800,,,,,,55603,126,0.85,1.94,-0.15788249000000001,0,,,,,,,,,,
38100,38100,-0.051061129989102484,1.26,0,17426,0.96,,,,,,,0.21138983964920044,4.520174e-06,0.0001,0.20832783728837967,0.0,-4.150098727535578e-05,630,0.10641717165708542,-0.3946454614400864,0.2
,38100,,,,,,56006,127,0.78,2.21,-0.23017643999999993,0,,,,,,,,,,
38400,38400,-0.0501753287948668,1.26,0,17580,0.96,,,,,,,0.20489555597305298,5.9638724e-06,0.0001,0.19386811852455138,0.0,-0.0002155008558474947,635,0.09572307020425797,-0.3936466217041016,0.2
,38400,,,,,,56435,128,0.81,2.07,-0.2459769,0,,,,,,,,,,
38700,38700,-0.01161710185930133,1.32,0,17714,1.0,,,,,,,0.32408297061920166,6.557781e-05,0.0001,0.19484786540269852,0.0,-0.0003168953663362117,640,0.06812646985054016,-0.3860882371664047,0.2
,38700,,,,,,56854,129,0.77,2.22,-0.24972694,0,,,,,,,,,,
39000,39000,-0.03197891333606094,1.38,0,17850,0.96,,,,,,,0.29392391443252563,0.0001931683,0.0001,0.16566387116909026,0.0,-0.0013545843597967178,645,0.08058726042509079,-0.3705607920885086,0.2
,39000,,,,,,57284,130,0.77,2.26,-0.27400761,0,,,,,,,,,,
39300,39300,-0.02972642792388797,1.26,0,18021,0.96,,,,,,,0.2713872194290161,9.237543e-05,0.0001,0.19906972199678422,0.0,-0.00015447028999915347,650,0.07137863337993622,-0.3484043926000595,0.2
,39300,,,,,,57716,131,0.9,1.66,-0.13137767999999997,0,,,,,,,,,,
39600,39600,-0.04893207131884992,1.2,0,18177,0.96,,,,,,,0.20297503471374512,3.4896286e-05,0.0001,0.1834548145532608,0.0,-0.00036515356769086795,655,0.08158855885267258,-0.3360530883073807,0.2
,39600,,,,,,58133,132,0.84,1.91,-0.18725361,0,,,,,,,,,,
39900,39900,-0.05676920643541962,1.28,0,18323,0.96,,,,,,,0.30275797843933105,1.9283721e-05,0.0001,0.16675875931978226,0.0,1.1905362822517417e-05,660,0.08954210579395294,-0.32714941203594206,0.2
,39900,,,,,,58564,133,0.8,2.04,-0.18415507999999994,0,,,,,,,,,,
40200,40200,-0.05315948746632784,1.42,0,18470,0.94,,,,,,,0.3011857271194458,3.2050198e-06,0.0001,0.15673572123050689,0.0,-3.228488130844198e-05,665,0.06458667665719986,-0.32482423186302184,0.2
,40200,,,,,,58996,134,0.81,2.05,-0.21783386,0,,,,,,,,,,
40500,40500,-0.1608145530708134,1.74,0,18617,0.86,,,,,,,0.26683974266052246,0.0011734305,0.0001,0.17340776473283767,0.0026633523404598234,-0.00044640429769060574,670,0.07467840611934662,-0.33463276028633115,0.2
,40500,,,,,,59473,135,0.83,1.99,-0.17690824999999996,0,,,,,,,,,,
40800,40800,-0.05068352058995515,1.3,0,18765,0.96,,,,,,,0.2086225152015686,1.5625847e-05,0.0001,0.19880564659833908,0.0,-0.0001583998882608739,675,0.0865451842546463,-0.3233660846948624,0.2
,40800,,,,,,59909,136,0.78,2.18,-0.27435313999999994,0,,,,,,,,,,
41100,41100,-0.028537927898578345,1.1,0,18919,0.98,,,,,,,0.27484965324401855,6.124175e-05,0.0001,0.175256210565567,0.0,-0.000588615438027773,680,0.08044496923685074,-0.3149820387363434,0.2
,41100,,,,,,60316,137,0.8,1.93,-0.21798048,0,,,,,,,,,,
41400,41400,-0.10102924432139844,1.44,0,19056,0.92,,,,,,,0.35555535554885864,9.901271e-06,0.0001,0.19229786545038224,0.0,0.00014400826978757663,685,0.08684923499822617,-0.3050759047269821,0.2
,41400,,,,,,60743,138,0.76,2.22,-0.28193081,0,,,,,,,,,,
41700,41700,-0.052089464478194715,1.42,0,19197,0.96,,,,,,,0.41040176153182983,2.1340273e-05,0.0001,0.16428378745913505,0.0,-0.0004530315049294131,690,0.05176650360226631,-0.29855683743953704,0.2
,41700,,,,,,61164,139,0.87,1.93,-0.16370701999999998,0,,,,,,,,,,
42000,42000,-0.0314281302317977,1.26,0,19357,0.98,,,,,,,0.11522507667541504,1.8500152e-05,0.0001,0.22008341997861863,0.0,0.00013848422968294473,695,0.12254247814416885,-0.28884908854961394,0.2
,42000,,,,,,61583,140,0.84,1.88,-0.21070965999999994,0,,,,,,,,,,
42300,42300,-0.09503818568307906,1.5,0,19499,0.92,,,,,,,0.3430962562561035,3.916201e-06,0.0001,0.17290517389774324,0.0,-0.00013360574976104545,700,0.0657629445195198,-0.2838972330093384,0.2
,42300,,,,,,62017,141,0.88,1.88,-0.18028508000000001,0,,,,,,,,,,
42600,42600,-0.09424639425240457,1.38,0,19631,0.92,,,,,,,0.1916549801826477,8.19112e-06,0.0001,0.22876682877540588,0.0,-0.00020904550365230534,705,0.12589387595653534,-0.2812399923801422,0.2
,42600,,,,,,62447,142,0.74,2.35,-0.29737467,0,,,,,,,,,,
42900,42900,-0.07516785200219601,1.3,0,19771,0.94,,,,,,,0.26155614852905273,3.7419377e-06,0.0001,0.19906721264123917,0.0,-7.743300189986258e-05,710,0.0980081632733345,-0.28440443575382235,0.2
,42900,,,,,,62858,143,0.8,2.16,-0.23486896,0,,,,,,,,,,
43200,43200,-0.02862382635939866,1.18,0,19916,0.98,,,,,,,0.23640692234039307,1.4697857e-05,0.0001,0.21002885699272156,0.0,-0.00025048400293599117,715,0.11166411638259888,-0.2866620302200317,0.2
,43200,,,,,,63257,144,0.81,2.05,-0.22425493,0,,,,,,,,,,
43500,43500,-0.02939921474084258,1.18,0,20060,0.96,,,,,,,0.24850910902023315,9.324443e-06,0.0001,0.18133729994297026,0.0,-7.074198947520927e-05,720,0.07787477225065231,-0.2859966516494751,0.2
,43500,,,,,,63671,145,0.78,2.04,-0.25030251,0,,,,,,,,,,
43800,43800,-0.0514698949502781,1.3,0,20231,0.96,,,,,,,0.4129135012626648,1.4818305e-05,0.0001,0.15182213559746743,0.0,1.1670931252183437e-05,725,0.05522971972823143,-0.2896298050880432,0.2
,43800,,,,,,64103,146,0.89,1.76,-0.15381957000000002,0,,,,,,,,,,
44100,44100,-0.1464335952559486,1.82,0,20394,0.86,,,,,,,0.31948840618133545,8.7268e-06,0.0001,0.1531684085726738,0.0,-0.00012807712548932316,730,0.060386184602975845,-0.28924539387226106,0.2
,44100,,,,,,64560,147,0.85,1.8,-0.17239086,0,,,,,,,,,,
44400,44400,-0.11587891843169927,1.62,0,20544,0.86,,,,,,,0.3430638313293457,9.337789e-06,0.0001,0.17234626039862633,0.0,-8.776654424309527e-05,735,0.06528300791978836,-0.2837386757135391,0.2
,44400,,,,,,65008,148,0.81,2.05,-0.18971327999999998,0,,,,,,,,,,
44700,44700,-0.009863470615819096,1.28,0,20691,0.98,,,,,,,0.3169978857040405,3.7165273e-06,0.0001,0.15214380174875258,0.0,-0.00014361665433355598,740,0.06982339173555374,-0.27831409573554994,0.2
,44700,,,,,,65452,149,0.82,2.01,-0.21184969000000003,0,,,,,,,,,,
45000,45000,-0.10012618760112674,1.62,0,20844,0.88,,,,,,,0.26510298252105713,6.8707477e-06,0.0001,0.1828926458954811,0.0,-0.00011101127092842944,745,0.08963162451982498,-0.2749342381954193,0.2
,45000,,,,,,65884,150,0.88,1.75,-0.15493937000000002,0,,,,,,,,,,
45300,45300,-0.11172059090342373,1.46,0,20999,0.9,,,,,,,0.32646501064300537,1.8950086e-06,0.0001,0.18485380560159684,0.0,-7.068806880781154e-05,750,0.08495728671550751,-0.27283723950386046,0.2
,45300,,,,,,66327,151,0.86,1.9,-0.18370123999999996,0,,,,,,,,,,
45600,45600,-0.030614255727268756,1.26,0,21143,0.98,,,,,,,0.3914242386817932,3.7354184e-06,0.0001,0.18038868457078933,0.0,-7.440933782447701e-05,755,0.07327514886856079,-0.2720111578702927,0.2
,45600,,,,,,66752,152,0.78,2.12,-0.26036333,0,,,,,,,,,,
45900,45900,-0.07152367493603379,1.38,0,21302,0.92,,,,,,,0.37184780836105347,2.5045488e-06,0.0001,0.1735580325126648,0.0,-6.286005720426146e-05,760,0.07996630668640137,-0.2703195780515671,0.2
,45900,,,,,,67216,153,0.85,1.97,-0.17482061999999998,0,,,,,,,,,,
46200,46200,-0.05067811725661159,1.34,0,21433,0.94,,,,,,,0.2213953733444214,2.2752633e-05,0.0001,0.17206966876983643,0.0,-8.393450189032592e-05,765,0.09326353669166565,-0.26531419456005095,0.2
,46200,,,,,,67678,154,0.74,2.36,-0.3147452,0,,,,,,,,,,
46500,46500,-0.07115618796087801,1.34,0,21582,0.94,,,,,,,0.33560776710510254,1.9766157e-06,0.0001,0.17426198124885559,0.0,6.794672695775716e-06,770,0.09630155563354492,-0.26108651161193847,0.2
,46500,,,,,,68105,155,0.85,2.03,-0.15584261999999996,0,,,,,,,,,,
46800,46800,-0.07562186329159885,1.54,0,21738,0.92,,,,,,,0.25985413789749146,3.3494064e-06,0.0001,0.1690361201763153,0.0,-2.4816321820253505e-05,775,0.09568233042955399,-0.2599467635154724,0.2
,46800,,,,,,68552,156,0.85,1.89,-0.16363706999999997,0,,,,,,,,,,
47100,47100,-0.11902034013066441,1.68,0,21888,0.9,,,,,,,0.3067589998245239,7.283186e-06,0.0001,0.18413329049944877,0.0,-2.9653506433646726e-05,780,0.10194194316864014,-0.25685933232307434,0.2
,47100,,,,,,69017,157,0.82,2.06,-0.24007301000000003,0,,,,,,,,,,
47400,47400,-0.012641528961248696,1.2,0,22049,1.0,,,,,,,0.29124873876571655,2.1773496e-05,0.0001,0.18496366292238237,0.0,-0.00039747240298311227,785,0.07945798337459564,-0.25834071040153506,0.2
,47400,,,,,,69455,158,0.85,1.84,-0.1763587,0,,,,,,,,,,
47700,47700,-0.03011988982092589,1.26,0,22204,0.98,,,,,,,0.3600430488586426,4.149534e-05,0.0001,0.15443669110536576,0.0,-0.00026292971934624985,790,0.06597337871789932,-0.2664505660533905,0.2
,47700,,,,,,69907,159,0.81,2.01,-0.22962334,0,,,,,,,,,,
48000,48000,-0.03432987026870251,1.48,0,22364,0.94,,,,,,,0.3427082896232605,2.7493405e-05,0.0001,0.1641622617840767,0.0,-0.00024864520839287254,795,0.08803172409534454,-0.2751524239778519,0.2
,48000,,,,,,70367,160,0.86,1.9,-0.16472808,0,,,,,,,,,,
48300,48300,-0.07189547555521131,1.24,0,22516,0.94,,,,,,,0.2676502466201782,3.2613857e-06,0.0001,0.17808807641267776,0.0,-0.0001159444832353529,800,0.11683487892150879,-0.28150245249271394,0.2
,48300,,,,,,70807,161,0.82,1.99,-0.20874774000000007,0,,,,,,,,,,
48600,48600,-0.07254195294342936,1.28,0,22675,0.94,,,,,,,0.3766995668411255,1.5801157e-05,0.0001,0.14457508772611619,0.0,-0.0002012252632994205,805,0.06901439279317856,-0.2832294762134552,0.2
,48600,,,,,,71228,162,0.86,1.97,-0.168382,0,,,,,,,,,,
48900,48900,-0.027509749364107848,1.12,0,22844,0.98,,,,,,,0.2383071780204773,1.3182215e-05,0.0001,0.1915095865726471,0.0,0.0003391702466274182,810,0.09055661410093307,-0.2759497821331024,0.2
,48900,,,,,,71673,163,0.86,1.82,-0.18274627000000002,0,,,,,,,,,,
49200,49200,-0.13455514503642918,1.6,0,22998,0.88,,,,,,,0.3909286856651306,1.9642969e-06,0.0001,0.1481415867805481,0.0,-3.121235230629793e-05,815,0.06142771616578102,-0.2769730120897293,0.2
,49200,,,,,,72114,164,0.81,1.97,-0.22110087,0,,,,,,,,,,
49500,49500,-0.007494001467712223,1.1,0,23132,1.0,,,,,,,0.3772743344306946,1.2317556e-05,0.0001,0.16562189906835556,0.0,-0.00011814786689683388,820,0.06629471480846405,-0.27343431413173674,0.2
,49500,,,,,,72525,165,0.78,2.24,-0.24866855000000002,0,,,,,,,,,,
49800,49800,-0.03094307460822165,1.26,0,23276,0.98,,,,,,,0.2565224766731262,5.5531063e-06,0.0001,0.18615163266658782,0.0,-0.00017638550329195367,825,0.09004106372594833,-0.268669393658638,0.2
,49800,,,,,,72973,166,0.83,1.93,-0.22592802999999997,0,,,,,,,,,,
50100,50100,-0.09575849676970392,1.48,0,23428,0.9,,,,,,,0.2751172184944153,4.9108958e-06,0.0001,0.1984158933162689,0.0,-8.51064652124478e-05,830,0.10819625854492188,-0.26530605256557466,0.2
,50100,,,,,,73412,167,0.81,2.05,-0.20488953,0,,,,,,,,,,
50400,50400,-0.039374927100725474,1.42,0,23575,0.94,,,,,,,0.363534152507782,2.4337787e-06,0.0001,0.15408057868480682,0.0,2.908102919434441e-05,835,0.09313979744911194,-0.26057017743587496,0.2
,50400,,,,,,73853,168,0.82,2.09,-0.22894093999999998,0,,,,,,,,,,
50700,50700,-0.07689616719260811,1.38,0,23736,0.92,,,,,,,0.17008382081985474,1.4640073e-06,0.0001,0.2051918998360634,0.0,-3.6199155692884234e-05,840,0.09425479918718338,-0.2592663526535034,0.2
,50700,,,,,,74303,169,0.85,1.79,-0.19703072,0,,,,,,,,,,
51000,51000,-0.16453816945198924,1.58,0,23879,0.86,,,,,,,0.36668986082077026,1.96381e-06,0.0001,0.15650326237082482,0.0,-6.986221604279307e-05,845,0.07520320266485214,-0.2592000842094421,0.2
,51000,,,,,,74794,170,0.78,2.12,-0.26487492,0,,,,,,,,,,
51300,51300,-0.07093726726714522,1.38,0,24032,0.94,,,,,,,0.32633769512176514,8.88107e-06,0.0001,0.19866131842136384,0.0,-0.00011775117703685111,850,0.11265576630830765,-0.2590344071388245,0.2
,51300,,,,,,75261,171,0.85,1.87,-0.17593839000000003,0,,,,,,,,,,
51600,51600,-0.07563942447304725,1.58,0,24171,0.9,,,,,,,0.27576273679733276,9.497278e-06,0.0001,0.206030909717083,0.0,-0.00012972310075838324,855,0.09780590981245041,-0.2559556394815445,0.2
,51600,,,,,,75738,172,0.77,2.14,-0.2619694900000001,0,,,,,,,,,,
51900,51900,-0.028050213274545967,1.08,0,24313,0.98,,,,,,,0.33810096979141235,4.6209475e-06,0.0001,0.1766415148973465,0.0,-6.372336594395733e-06,860,0.08827509731054306,-0.2518742620944977,0.2
,51900,,,,,,76155,173,0.79,2.08,-0.22581247999999995,0,,,,,,,,,,
52200,52200,-0.09436156030278653,1.4,0,24476,0.92,,,,,,,0.3759579658508301,4.537319e-06,0.0001,0.16619829535484315,0.0,-4.698475068778407e-05,865,0.07885781675577164,-0.2490450456738472,0.2
,52200,,,,,,76582,174,0.86,1.73,-0.14893218,0,,,,,,,,,,
52500,52500,-0.03032550304196775,1.3,0,24619,0.98,,,,,,,0.2226373553276062,2.7867489e-05,0.0001,0.1933385118842125,0.0,-0.00037744121714240465,870,0.1344044953584671,-0.2514292925596237,0.2
,52500,,,,,,77015,175,0.8,2.06,-0.22038614000000004,0,,,,,,,,,,
52800,52800,-0.07522456216160207,1.36,0,24778,0.94,,,,,,,0.30234676599502563,5.8048434e-05,0.0001,0.17205339148640633,0.0,-0.0006321330525679514,875,0.08472606539726257,-0.26210010051727295,0.2
,52800,,,,,,77452,176,0.85,1.88,-0.15820918000000003,0,,,,,,,,,,
53100,53100,-0.0777267796639353,1.4,0,24939,0.94,,,,,,,0.29038405418395996,2.5270062e-06,0.0001,0.1645445056259632,0.0,0.00010840296136507276,880,0.07158125191926956,-0.2706387579441071,0.2
,53100,,,,,,77906,177,0.85,1.82,-0.17156533,0,,,,,,,,,,
53400,53400,-0.09682749034371227,1.56,0,25086,0.92,,,,,,,0.2731437087059021,1.0099844e-05,0.0001,0.1787973240017891,0.0,-8.911980366974604e-05,885,0.09098581969738007,-0.27086498141288756,0.2
,53400,,,,,,78366,178,0.84,1.91,-0.21027979000000002,0,,,,,,,,,,
53700,53700,-0.07280268033500761,1.34,0,25243,0.94,,,,,,,0.36584705114364624,9.944408e-06,0.0001,0.17463829517364501,0.0,-6.653938167318074e-05,890,0.08356601744890213,-0.27091896533966064,0.2
,53700,,,,,,78805,179,0.87,1.76,-0.16645416000000002,0,,,,,,,,,,
54000,54000,-0.11736465225927532,1.58,0,25394,0.88,,,,,,,0.29972994327545166,6.3470798e-06,0.0001,0.2057957097887993,0.0,-0.00029348446286121544,895,0.11592797935009003,-0.26864797472953794,0.2
,54000,,,,,,79269,180,0.85,1.89,-0.18497909999999998,0,,,,,,,,,,
54300,54300,-0.07320544228889048,1.52,0,25538,0.9,,,,,,,0.32684874534606934,9.163441e-06,0.0001,0.17755202651023866,0.0,4.2891629345831464e-05,900,0.10215096175670624,-0.2634174138307571,0.2
,54300,,,,,,79746,181,0.8,2.09,-0.22188210000000003,0,,,,,,,,,,
54600,54600,-0.1348492524959147,1.7,0,25690,0.86,,,,,,,0.274319589138031,3.7594423e-06,0.0001,0.18971362859010696,0.0,-7.389402900006558e-05,905,0.08411047607660294,-0.2628793716430664,0.2
,54600,,,,,,80220,182,0.85,1.96,-0.16669604,0,,,,,,,,,,
54900,54900,-0.09412157384678721,1.52,0,25835,0.92,,,,,,,0.3029991388320923,2.9205853e-06,0.0001,0.182888450473547,0.0,-4.068916096002795e-05,910,0.07257262617349625,-0.2644269406795502,0.2
,54900,,,,,,80670,183,0.84,1.92,-0.19241577999999998,0,,,,,,,,,,
55200,55200,-0.08675286406185478,1.4,0,25984,0.92,,,,,,,0.3416144847869873,1.6455836e-06,0.0001,0.16516972929239274,0.0,-1.211396670726117e-05,915,0.09407909959554672,-0.2632721275091171,0.2
,55200,,,,,,81110,184,0.85,1.82,-0.15777688,0,,,,,,,,,,
55500,55500,-0.13646986361593008,1.54,0,26132,0.88,,,,,,,0.3523942828178406,2.5507866e-06,0.0001,0.1567632719874382,0.0,-7.497539194112335e-05,920,0.07060124725103378,-0.2620078086853027,0.2
,55500,,,,,,81594,185,0.85,1.97,-0.19160770999999996,0,,,,,,,,,,
55800,55800,-0.009234069967642427,1.18,0,26263,1.0,,,,,,,0.319760799407959,2.9734379e-06,0.0001,0.18408299908041953,0.0,-0.00015086167823028518,925,0.09652338176965714,-0.26024157702922823,0.2
,55800,,,,,,82030,186,0.72,2.38,-0.3411708300000001,0,,,,,,,,,,
56100,56100,-0.13676042604725808,1.78,0,26420,0.84,,,,,,,0.3941410183906555,3.189074e-05,0.0001,0.172223199903965,0.0,-0.00026456977138877846,930,0.06792324781417847,-0.25424864590168,0.2
,56100,,,,,,82479,187,0.81,2.04,-0.25135208,0,,,,,,,,,,
56400,56400,-0.030973026249557733,1.2,0,26579,0.98,,,,,,,0.26953160762786865,1.2163073e-05,0.0001,0.19916825741529465,0.0,-6.118572466675686e-05,935,0.11864323168992996,-0.24749633967876433,0.2
,56400,,,,,,82914,188,0.85,1.85,-0.17149610000000004,0,,,,,,,,,,
56700,56700,-0.029522645212709905,1.2,0,26730,0.98,,,,,,,0.2453743815422058,1.402194e-05,0.0001,0.21907320320606233,0.0,-0.00023394170420942828,940,0.09833411872386932,-0.24597807675600053,0.2
,56700,,,,,,83360,189,0.84,1.96,-0.18040576000000003,0,,,,,,,,,,
57000,57000,-0.07387294899206609,1.4,0,26872,0.94,,,,,,,0.3213139772415161,9.4877005e-06,0.0001,0.16270479410886765,0.0,1.5137160517042503e-05,945,0.06348656862974167,-0.2520647644996643,0.2
,57000,,,,,,83820,190,0.79,2.06,-0.24118682,0,,,,,,,,,,
57300,57300,-0.050269292402081195,1.3,0,27014,0.96,,,,,,,0.24141603708267212,1.2948061e-05,0.0001,0.19019285440444947,0.0,-0.0002949637501259872,950,0.08825931698083878,-0.2512793898582458,0.2
,57300,,,,,,84245,191,0.81,2.05,-0.17798092999999998,0,,,,,,,,,,
57600,57600,-0.05951544273644686,1.32,0,27153,0.94,,,,,,,0.30330890417099,1.0258635e-05,0.0001,0.17056340873241424,0.0,-2.3815764177470555e-05,955,0.09289068728685379,-0.24301589131355286,0.2
,57600,,,,,,84696,192,0.77,2.28,-0.25322177,0,,,,,,,,,,
57900,57900,-0.030055078915320336,1.24,0,27282,0.96,,,,,,,0.29816412925720215,1.9631814e-05,0.0001,0.16748484075069428,0.0,-0.0002664299718617258,960,0.0702158734202385,-0.23798537403345107,0.2
,57900,,,,,,85141,193,0.71,2.45,-0.34718946,0,,,,,,,,,,
58200,58200,-0.02800125614274293,1.1,0,27433,0.98,,,,,,,0.26184409856796265,4.706315e-05,0.0001,0.20444855093955994,0.0,-0.0005964615265838802,965,0.09423564374446869,-0.23210211843252182,0.2
,58200,,,,,,85568,194,0.84,1.93,-0.14752489000000002,0,,,,,,,,,,
58500,58500,-0.09502149844542146,1.46,0,27574,0.92,,,,,,,0.3302115797996521,3.0631654e-05,0.0001,0.1763925150036812,0.0,-0.00036191754770698026,970,0.0672592967748642,-0.2222570151090622,0.2
,58500,,,,,,86015,195,0.81,2.07,-0.23762816000000003,0,,,,,,,,,,
58800,58800,-0.05320981100201607,1.3,0,27733,0.96,,,,,,,0.3650709390640259,8.956318e-06,0.0001,0.16588480472564698,0.0,-2.480964394635521e-05,975,0.05812820419669151,-0.21536145657300948,0.2
,58800,,,,,,86462,196,0.81,2.01,-0.22344104,0,,,,,,,,,,
59100,59100,-0.11359508911613375,1.48,0,27878,0.9,,,,,,,0.38405537605285645,2.801884e-06,0.0001,0.16785339117050171,0.0,2.318168588288927e-06,980,0.07693486660718918,-0.21246948093175888,0.2
,59100,,,,,,86905,197,0.82,2.06,-0.20308202,0,,,,,,,,,,
59400,59400,-0.09489016783889383,1.4,0,28036,0.92,,,,,,,0.33064693212509155,4.256069e-05,0.0001,0.14906808137893676,0.0,-0.00010464929655427114,985,0.09465853124856949,-0.21067071110010147,0.2
,59400,,,,,,87372,198,0.83,1.95,-0.22598727999999998,0,,,,,,,,,,
59700,59700,-0.14374709790106863,1.64,0,28181,0.88,,,,,,,0.23478972911834717,2.244879e-06,0.0001,0.21808530688285827,0.0,8.066163643434265e-05,990,0.1004851832985878,-0.20841493010520934,0.2
,59700,,,,,,87831,199,0.81,1.95,-0.20875686999999998,0,,,,,,,,,,
60000,60000,-0.05030162145849317,1.32,0,28322,0.94,,,,,,,0.2164565920829773,1.1441298e-06,0.0001,0.18263847827911378,0.0,-3.323186716777116e-05,995,0.10548584908246994,-0.20702971667051315,0.2
,60000,,,,,,88259,200,0.77,2.2,-0.22470344,0,,,,,,,,,,
60300,60300,-0.010987168792635203,1.32,0,28470,0.98,,,,,,,0.19039398431777954,7.5818016e-06,0.0001,0.16906615495681762,0.0,-0.0003502371517242864,1000,0.06663300096988678,-0.20800334960222244,0.2
,60300,,,,,,88718,201,0.76,2.18,-0.29867844,0,,,,,,,,,,
60600,60600,-0.07195783037692309,1.44,0,28618,0.94,,,,,,,0.3514823913574219,6.3637694e-06,0.0001,0.1763438366353512,0.0,0.00012712502244873746,1005,0.08521927893161774,-0.20729982554912568,0.2
,60600,,,,,,89165,202,0.86,1.87,-0.16298051000000002,0,,,,,,,,,,
60900,60900,-0.07190267494414002,1.34,0,28771,0.94,,,,,,,0.2981385588645935,5.3574437e-05,0.0001,0.19296396374702454,0.0,-0.000438763486189675,1010,0.08833274245262146,-0.2023902267217636,0.2
,60900,,,,,,89617,203,0.81,2.09,-0.20824361999999996,0,,,,,,,,,,
61200,61200,-0.0526655562967062,1.38,0,28925,0.94,,,,,,,0.20116651058197021,4.852048e-05,0.0001,0.17223256528377534,0.0,-0.00048125517880066583,1015,0.0682721808552742,-0.19271527975797653,0.2
,61200,,,,,,90079,204,0.88,1.79,-0.10524106999999999,0,,,,,,,,,,
61500,61500,-0.05093831986188888,1.22,0,29081,0.96,,,,,,,0.21955543756484985,6.882855e-06,0.0001,0.17843170911073686,0.0,-5.27170490713047e-05,1020,0.07623016834259033,-0.1839473605155945,0.2
,61500,,,,,,90540,205,0.83,1.99,-0.19386416,0,,,,,,,,,,
61800,61800,-0.06410454463213683,1.38,0,29220,0.96,,,,,,,0.19824755191802979,1.6347472e-05,0.0001,0.17956361249089242,0.0,-0.000154492654556293,1025,0.06195501983165741,-0.17899838238954544,0.2
,61800,,,,,,91011,206,0.78,2.2,-0.22692976999999992,0,,,,,,,,,,
62100,62100,-0.0725496562430635,1.4,0,29383,0.94,,,,,,,0.255513072013855,2.2616852e-05,0.0001,0.18952783197164536,0.0,-0.00012213880674494249,1030,0.1163889691233635,-0.17409367114305496,0.2
,62100,,,,,,91502,207,0.83,1.9,-0.19000624000000005,0,,,,,,,,,,
62400,62400,-0.06948100166395306,1.26,0,29549,0.94,,,,,,,0.2851119041442871,4.112879e-06,0.0001,0.16079102754592894,0.0,-2.158756158863184e-05,1035,0.08340877294540405,-0.16989450305700302,0.2
,62400,,,,,,91987,208,0.88,1.72,-0.15189031,0,,,,,,,,,,
62700,62700,-0.09354332778137177,1.54,0,29704,0.9,,,,,,,0.42999356985092163,3.3791708e-05,0.0001,0.1306524768471718,0.0,-0.0006184411327751604,1040,0.05676902458071709,-0.16582482904195786,0.2
,62700,,,,,,92462,209,0.83,1.97,-0.20915188999999998,0,,,,,,,,,,
63000,63000,-0.029432915723882614,1.24,0,29848,0.98,,,,,,,0.4199424386024475,3.389123e-05,0.0001,0.13619752824306489,0.0,-0.00032565195102840505,1045,0.06504906713962555,-0.15868634432554246,0.2
,63000,,,,,,92918,210,0.8,2.07,-0.22697898000000002,0,,,,,,,,,,
63300,63300,-0.05046756556723267,1.3,0,30008,0.96,,,,,,,0.20155352354049683,7.679337e-06,0.0001,0.18711132258176805,0.0,-1.7325051356564815e-05,1050,0.08786097913980484,-0.15206057727336883,0.2
,63300,,,,,,93375,211,0.81,1.97,-0.23686987,0,,,,,,,,,,
63600,63600,-0.05479402136988938,1.34,0,30141,0.92,,,,,,,0.3047507405281067,9.873183e-07,0.0001,0.18579943031072615,0.0,-3.651853596888799e-05,1055,0.08672913908958435,-0.1494392305612564,0.2
,63600,,,,,,93918,212,0.79,2.12,-0.22936839999999997,0,,,,,,,,,,
63900,63900,-0.07944865541532636,1.4,0,30300,0.94,,,,,,,0.2243117094039917,2.0443802e-06,0.0001,0.18086965382099152,0.0,2.3440847706623914e-05,1060,0.09719866514205933,-0.1491212621331215,0.2
,63900,,,,,,94491,213,0.84,1.87,-0.18548693,0,,,,,,,,,,
64200,64200,-0.031060344278812407,1.22,0,30469,0.96,,,,,,,0.3593662977218628,1.0137869e-06,0.0001,0.14590455144643782,0.0,2.6804234223476443e-05,1065,0.061324797570705414,-0.14813998937606812,0.2
,64200,,,,,,94936,214,0.88,1.79,-0.15988253,0,,,,,,,,,,
64500,64500,-0.028421337897889316,1.18,0,30611,0.96,,,,,,,0.284366250038147,2.30841e-07,0.0001,0.16244755908846856,0.0,-2.049396488885691e-05,1070,0.056361690163612366,-0.1480088084936142,0.2
,64500,,,,,,95418,215,0.8,2.09,-0.25577861999999996,0,,,,,,,,,,
64800,64800,-0.008577601774595678,1.18,0,30757,1.0,,,,,,,0.4244890809059143,1.8016647e-06,0.0001,0.15563808381557465,0.0,-6.336822017076749e-05,1075,0.08322793990373611,-0.1480127528309822,0.2
