rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,env/n_steps,env/current_idx,time/fps,time/total_timesteps,env/completion_counter,train/clip_range,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/loss,eval/success_rate,eval/mean_ep_length,eval/mean_reward
0.91,6505,1.42,177,-0.0857628,5310,3887,0,5310,0,0.2,8800,-0.06893569298957784,-0.09368174836039543,-0.03716015815734863,0.09065001629758626,0.18800000801682473,0.61451256,0.001,-0.09321223199367523,,,
0.89,6543,1.47,178,-0.10675944000000002,5340,3906,0,5340,0,0.2,8850,-0.07961123436192671,-0.07513855647295714,0.22568631172180176,0.0944030936062336,0.3853333385288715,1.3411415,0.001,-0.054938677698373795,,,
0.89,6582,1.42,179,-0.10661118,5370,3930,0,5370,0,0.2,8900,-0.07352821509540082,-0.0896938006579876,0.27817678451538086,0.02179175867640879,0.3200000089406967,1.184314,0.001,-0.08438355475664139,,,
0.9,6621,1.39,180,-0.10616152,5400,3955,0,5400,0,0.2,8950,-0.07481177203233046,-0.09382962062954903,0.20517146587371826,0.05449973819078877,0.23533334270119666,1.09384,0.001,-0.09448762238025665,,,
0.92,6656,1.33,181,-0.09527751000000002,5430,3980,0,5430,0,0.2,9000,-0.05365396585067117,-0.06784505791962146,0.03278392553329468,0.046586362251546234,0.18466666966676712,0.21920341,0.001,-0.0564461313188076,,,
0.93,6690,1.27,182,-0.08184420999999999,5460,4000,0,5460,0,0.2,9050,-0.0044561341858158346,-0.011222151638939977,0.4026713967323303,0.024297520137624814,0.0,0.0006027043,0.001,-0.004818884655833244,,,
0.92,6727,1.34,183,-0.0924486,5490,4019,0,5490,0,0.2,9100,-0.014066900278907273,-0.004609895985922776,0.37325024604797363,0.048358222004026175,0.03133333496749401,0.21959591,0.001,-0.012771382927894592,,,
0.9,6771,1.43,184,-0.11434767000000001,5520,4037,0,5520,0,0.2,9150,-0.00012406156898699727,-0.0035374663723632695,-0.09359264373779297,0.054489335352554916,0.0,8.0863634e-07,0.001,0.00013834172568749636,,,
0.91,6812,1.43,185,-0.10447978000000001,5550,4061,0,5550,0,0.2,9200,-0.011347360403587423,-0.033902487978339196,-0.22076630592346191,0.09122663986869156,0.03866666853427887,0.35269603,0.001,-0.03581010177731514,,,
0.93,6847,1.33,186,-0.08164062999999999,5580,4091,0,5580,0,0.2,9250,-0.03870829344044133,-0.09853784259408713,-0.5849748849868774,0.04742879853583872,0.27600000582635403,1.7232845,0.001,-0.053741320967674255,,,
0.92,6885,1.35,187,-0.08278594999999997,5610,4108,0,5610,0,0.2,9300,-0.07028120488425088,-0.14667138129472732,-7282.1962890625,0.0015359581929260458,0.533333340138197,2.6454942,0.001,-0.07680648565292358,,,
0.96,6920,1.25,188,-0.04037997,5640,4132,0,5640,0,0.2,9350,-0.0770613118534287,-0.059811605736613274,0.18043291568756104,0.060727301581064236,0.31133333951234815,1.2836415,0.001,-0.09375856816768646,,,
0.96,6953,1.29,189,-0.04074121,5670,4153,0,5670,0,0.2,9400,-0.056534348686536194,-0.17352578163146973,-266.1250305175781,0.0015875843915273435,0.5073333458602428,2.1511438,0.001,-0.0624750554561615,,,
0.94,6985,1.37,190,-0.061926220000000004,5700,4171,0,5700,0,0.2,9450,-0.027201593168079866,-0.05160978443920612,-0.1292400360107422,0.03461641774745658,0.22266666784882547,0.059726536,0.001,-0.02805008366703987,,,
0.89,7024,1.52,191,-0.11602098999999999,5730,4189,0,5730,0,0.2,9500,-0.020437882320334496,-0.03410871047526598,-0.0780709981918335,0.06731455638073384,0.12533333972096444,0.14670329,0.001,-0.019257500767707825,,,
0.89,7058,1.49,192,-0.12487726,5760,4209,0,5760,0,0.2,9550,-0.04114819790050386,-0.05783098094165325,0.1917586326599121,0.10491223291028291,0.21333333894610404,1.9068626,0.001,-0.08245652914047241,,,
0.87,7089,1.53,193,-0.14590796,5790,4229,0,5790,0,0.2,9600,-0.030493900823096567,-0.04351265780627728,-0.6747939586639404,0.07186400018632412,0.10733333557844162,0.28472,0.001,-0.04089286923408508,,,
0.84,7121,1.6,194,-0.17665068,5820,4246,0,5820,0,0.2,9650,-0.07514168812334532,-0.18751445263624192,-0.05152559280395508,0.04165881986380555,0.4906666773557663,1.4349766,0.001,-0.08296854794025421,,,
0.83,7155,1.59,195,-0.18851588999999996,5850,4265,0,5850,0,0.2,9700,-0.07526463639736178,-0.14784200266003608,0.006165802478790283,0.1878828327357769,0.3140000034123659,1.6015623,0.001,-0.07233861088752747,,,
0.87,7187,1.51,196,-0.14532403,5880,4288,0,5880,0,0.2,9750,-0.05618368404979506,-0.21048010975122453,-0.1302105188369751,0.10135537568479776,0.35600000455975533,0.401882,0.001,-0.05768723785877228,,,
0.89,7220,1.46,197,-0.12467779999999998,5910,4313,0,5910,0,0.2,9800,-0.06407436581576864,-0.10401504397392274,-0.34554004669189453,0.06470996968448162,0.36133333928883077,1.67071,0.001,-0.058310478925704956,,,
0.92,7253,1.41,198,-0.09345703999999999,5940,4335,0,5940,0,0.2,9850,-0.01987472222745417,-0.05278735183179378,0.48346757888793945,0.02126216659322381,0.12133333921432495,0.045012593,0.001,-0.023281671106815338,,,
0.96,7286,1.29,199,-0.05189419,5970,4359,0,5970,0,0.2,9900,-0.07462613421181842,-0.0924048464000225,-285.8547058105469,0.005830303182883654,0.24200001120567322,1.3898697,0.001,-0.0801277831196785,,,
,,,,,6000,4381,,6000,0,0.2,9950,-0.051909305582443895,-0.10317621171474457,-35.861202239990234,0.0008654764422681183,0.18866666957736014,0.7479245,0.001,-0.06654558330774307,0.89,1.49,-0.08391803199891001
0.96,7504,1.29,200,-0.04027712000000001,,,0,6000,,,,,,,,,,,,,,
0.94,7544,1.36,201,-0.06102580999999998,6030,4402,0,6030,0,0.2,10000,-0.07852732117474076,-0.10814723759889602,-0.03385460376739502,0.10728970691561698,0.28066667810082435,0.5327183,0.001,-0.0395858995616436,,,
0.91,7579,1.43,202,-0.09257778000000001,6060,4417,0,6060,0,0.2,10050,-0.0779597884267568,-0.13586557060480117,0.23140811920166016,0.058384170671924945,0.3966666714847088,1.113075,0.001,-0.0853116363286972,,,
0.89,7613,1.43,203,-0.10260932,6090,4440,0,6090,0,0.2,10100,-0.09751794659843056,-0.18849338620901107,0.23944073915481567,0.06427405694033951,0.43466667212545873,0.94457525,0.001,-0.11385504901409149,,,
0.89,7646,1.46,204,-0.10282526999999998,6120,4461,0,6120,0,0.2,10150,-0.06107519512623547,-0.11544680416584015,-3.221383571624756,0.04314766932278871,0.27066667571663855,0.7367623,0.001,-0.07063083350658417,,,
0.9,7682,1.42,205,-0.10233572,6150,4487,0,6150,0,0.2,10200,-0.07508046714713178,-0.043519867546856404,0.050972700119018555,0.0808469794690609,0.33933334112167357,1.0099903,0.001,-0.04356735199689865,,,
0.91,7718,1.42,206,-0.09261939000000002,6180,4504,0,6180,0,0.2,10250,-0.06046907401829969,-0.08448855727910995,-0.03225302696228027,0.03655446402728558,0.2406666748225689,4.2199283,0.001,-0.049957457929849625,,,
0.93,7756,1.4,207,-0.06201428999999999,6210,4525,0,6210,0,0.2,10300,-0.029154659387966006,-0.30000660464167594,0.3250120282173157,0.09000311493873596,0.30800000943243505,1.3311175,0.001,-0.010611351579427719,,,
0.93,7788,1.42,208,-0.07293820999999999,6240,4543,0,6240,0,0.2,10350,-0.08636412435273329,-0.738250424861908,-1.4285857677459717,0.040347891598939895,0.8340000011026859,1.8614851,0.001,-0.07808950543403625,,,
0.92,7821,1.41,209,-0.07284975,6270,4569,0,6270,0,0.2,10400,-0.13168404296040534,-0.4426563912630081,0.04504203796386719,0.054593038836028424,0.5833333390951156,0.46404368,0.001,-0.14606241881847382,,,
0.9,7856,1.47,210,-0.09410591999999998,6300,4588,0,6300,0,0.2,10450,-0.09529925142973662,-0.3389402061700821,-0.09836530685424805,0.03780653848632937,0.4473333366215229,0.44233218,0.001,-0.10730819404125214,,,
0.91,7892,1.39,211,-0.08422378999999999,6330,4611,0,6330,0,0.2,10500,-0.09514525116235018,-0.2379633206129074,-0.12839698791503906,0.1694861036539078,0.4393333348631859,0.634617,0.001,-0.030132025480270386,,,
0.91,7926,1.36,212,-0.09345898,6360,4633,0,6360,0,0.2,10550,-0.1045012452602387,-0.3148218044638634,0.042519450187683105,0.1303759253025055,0.4833333370089531,0.4488455,0.001,-0.08854719996452332,,,
0.9,7963,1.42,213,-0.10431829000000001,6390,4650,0,6390,0,0.2,10600,-0.12604746439059566,-0.2559332752227783,0.29605644941329956,0.036994442725554105,0.5280000057816505,0.83229315,0.001,-0.13365991413593292,,,
0.88,7997,1.47,214,-0.11657927000000001,6420,4671,0,6420,0,0.2,10650,-0.10180361343439046,-0.17808028161525727,0.07263541221618652,0.11573848817497492,0.41466667026281356,0.8793946,0.001,-0.10062986612319946,,,
0.89,8030,1.43,215,-0.10555163000000001,6450,4692,0,6450,0,0.2,10700,-0.09257887116571269,-0.22078902035951614,0.5041683316230774,0.018079917596187444,0.4333333475142717,0.98855233,0.001,-0.09855309128761292,,,
0.87,8065,1.46,216,-0.1252481,6480,4715,0,6480,0,0.2,10750,-0.10202727302908897,-0.13041309282183647,0.5596327781677246,0.05059221111238003,0.4020000046491623,0.3872949,0.001,-0.09296105057001114,,,
0.86,8098,1.49,217,-0.12616916999999994,6510,4734,0,6510,0,0.2,10800,-0.05300456779698532,-0.11648592472076416,0.3856847286224365,0.06665457341820001,0.23466667503118516,0.37674192,0.001,-0.048766057938337326,,,
0.89,8134,1.37,218,-0.10444512,6540,4759,0,6540,0,0.2,10850,-0.09324606546759612,-0.20587413787841796,0.19213932752609253,0.09121379613876343,0.5213333415985107,1.0413947,0.001,-0.08915437757968903,,,
0.89,8168,1.38,219,-0.09298433999999997,6570,4781,0,6570,0,0.2,10900,-0.06756389388442038,-0.20445193260908126,0.49520283937454224,0.005819263188313926,0.34000000804662706,0.8762735,0.001,-0.07205943763256073,,,
0.9,8214,1.41,220,-0.08255888999999998,6600,4797,0,6600,0,0.2,10950,-0.05352347237368424,-0.24484835982322692,-4.565321445465088,0.008595074713230132,0.46266667887568474,1.260071,0.001,-0.058703113347291946,,,
0.89,8249,1.43,221,-0.08233202,6630,4820,0,6630,0,0.2,11000,-0.07992677946885422,-0.19613624960184098,-1.2492272853851318,0.22896507009863853,0.436666669100523,0.45941877,0.001,-0.02319822832942009,,,
0.89,8286,1.45,222,-0.09279061999999999,6660,4836,0,6660,0,0.2,11050,-0.07174930036813024,-0.14691348969936371,-0.07743918895721436,0.035509272459894416,0.2686666764318943,0.20935908,0.001,-0.07950861006975174,,,
0.9,8331,1.45,223,-0.09329773,6690,4862,0,6690,0,0.2,11100,-0.040384797879184336,-0.04210287656635046,-0.002851128578186035,0.21232413589954377,0.1566666690260172,1.0088027,0.001,0.028325777500867844,,,
0.93,8375,1.39,224,-0.07278868,6720,4886,0,6720,0,0.2,11150,-0.012800554962207897,-0.09450683027505874,-0.0632774829864502,0.0435464521497488,0.13400000520050526,0.09419414,0.001,0.0019911397248506546,,,
0.95,8408,1.29,225,-0.0613272,6750,4911,0,6750,0,0.2,11200,-0.031451662027587514,-0.14201233074069022,-32.11536407470703,0.0009062599862227216,0.5193333308398723,2.1780958,0.001,-0.03560681268572807,,,
0.95,8444,1.27,226,-0.05073930000000001,6780,4932,0,6780,0,0.2,11250,-0.0640943609699607,-0.1222996473312378,0.10188239812850952,0.035082926111062986,0.23800000935792923,0.42957154,0.001,-0.08149425685405731,,,
0.94,8478,1.29,227,-0.05121687,6810,4955,0,6810,0,0.2,11300,-0.049056898674617176,-0.1557337175309658,0.2891969084739685,0.07121553614735604,0.29733334206044676,0.37777227,0.001,-0.03657831624150276,,,
0.93,8512,1.28,228,-0.06058223,6840,4979,0,6840,0,0.2,11350,-0.03823760209356745,-0.1259003108739853,-0.16361570358276367,0.09282958820462227,0.235333341807127,0.50910944,0.001,-0.0407620370388031,,,
0.94,8553,1.26,229,-0.05094582,6870,5006,0,6870,0,0.2,11400,-0.06023788518210251,-0.11806615769863128,0.13209295272827148,0.016041845688596366,0.24266667798161506,0.5010473,0.001,-0.06395135074853897,,,
0.95,8587,1.28,230,-0.03113745,6900,5027,0,6900,0,0.2,11450,-0.0571316668937601,-0.20627303987741472,-328.00579833984375,0.0017257809190778062,0.38333333894610405,0.62987584,0.001,-0.06443323194980621,,,
0.97,8622,1.28,231,-0.022151869999999997,6930,5048,0,6930,0,0.2,11500,-0.09120893949766952,-0.4262986314296722,-30.777746200561523,0.00412160138017498,0.6466666676104069,0.34696323,0.001,-0.09931352734565735,,,
0.98,8654,1.22,232,-0.011651199999999999,6960,5077,0,6960,0,0.2,11550,-0.05615855018794536,-0.38614624083042143,-20.870410919189453,0.002662501004524529,0.7073333324491977,1.7885668,0.001,-0.061834946274757385,,,
0.96,8690,1.26,233,-0.021908599999999997,6990,5100,0,6990,0,0.2,11600,-0.0886090007672709,-0.3019030857086182,-0.1218414306640625,2.2987414686213013e-05,0.5120000134408474,0.40921846,0.001,-0.0967499241232872,,,
0.95,8724,1.25,234,-0.0417748,7020,5121,0,7020,0,0.2,11650,-0.09414282361418003,-0.2522690379619598,-0.20558512210845947,0.09332581967115403,0.4260000029206276,0.16440728,0.001,-0.06133000925183296,,,
0.94,8760,1.26,235,-0.0414349,7050,5145,0,7050,0,0.2,11700,-0.09090519313017524,-0.23131955295801163,0.02674388885498047,0.1591878926753998,0.4926666884124279,1.0802816,0.001,-0.04070429503917694,,,
0.92,8798,1.33,236,-0.052404530000000005,7080,5164,0,7080,0,0.2,11750,-0.09915558937688672,-0.28364520758390427,-212.9956817626953,0.015918007185682655,0.5126666747033596,0.54085135,0.001,-0.11903631687164307,,,
0.89,8834,1.42,237,-0.08377521,7110,5185,0,7110,0,0.2,11800,-0.0872897931188345,-0.09738611064851284,-0.011069536209106445,0.08750291645526886,0.33733334168791773,0.6892136,0.001,-0.05142191797494888,,,
0.89,8867,1.41,238,-0.08414888,7140,5202,0,7140,0,0.2,11850,-0.0820741832678516,-0.12471019476652145,0.08217203617095947,0.1800476086139679,0.37666667059063913,0.62056595,0.001,-0.018153131008148193,,,
0.88,8901,1.45,239,-0.0952585,7170,5223,0,7170,0,0.2,11900,-0.11362994690487781,-0.20335689067840576,0.17939722537994385,0.09527271176455543,0.46066667288541796,1.049609,0.001,-0.12850552797317505,,,
0.87,8935,1.49,240,-0.10568575000000002,7200,5244,0,7200,0,0.2,11950,-0.0686327412128449,-0.20198213636875154,-0.9760247468948364,0.09204809702932834,0.34333333894610407,1.0535868,0.001,-0.0605609156191349,,,
0.9,8972,1.4,241,-0.09317404000000001,7230,5269,0,7230,0,0.2,12000,-0.01898391414433718,-0.057512784935534,-0.006526589393615723,0.025987252567429096,0.1586666713654995,0.2266725,0.001,-0.02575170248746872,,,
0.9,9006,1.41,242,-0.08319921,7260,5291,0,7260,0,0.2,12050,-0.05754208854834239,-0.07865354038774967,0.26570576429367065,0.01192540816613473,0.2200000013411045,0.33152527,0.001,-0.0603792741894722,,,
0.94,9041,1.29,243,-0.060924830000000006,7290,5316,0,7290,0,0.2,12100,-0.06563037372628855,-0.07297509439289569,-0.0055980682373046875,0.026013364971149713,0.2546666793525219,0.7110005,0.001,-0.06849398463964462,,,
0.9,9076,1.38,244,-0.0735171,7320,5332,0,7320,0,0.2,12150,-0.03504705609691639,-0.16884492576122284,-1.5633106231689453,0.0037927383225178344,0.3746666720509529,1.1055557,0.001,-0.05149824544787407,,,
0.92,9112,1.35,245,-0.0530109,7350,5357,0,7350,0,0.2,12200,-0.05936974042902392,-0.12032632157206535,-0.044687509536743164,0.07448637939989566,0.30400001019239425,0.3611841,0.001,-0.05578010901808739,,,
0.93,9149,1.33,246,-0.04261023,7380,5385,0,7380,0,0.2,12250,-0.03091247064123552,-0.17899656444787979,-23.14298439025879,0.0009256236304645426,0.37000000432133673,0.6433137,0.001,-0.035252895206213,,,
0.95,9184,1.28,247,-0.03227074,7410,5412,0,7410,0,0.2,12300,-0.03353864645709596,-0.11550395295023919,-1207.7850341796875,0.0026922748760989635,0.2353333429992199,0.58937794,0.001,-0.040196262300014496,,,
0.98,9218,1.2,248,-0.03007101,7440,5432,0,7440,0,0.2,12350,-0.022692447434489935,-0.20419802874326706,-85.13229370117188,0.0006274206991656683,0.4560000067949295,1.2617857,0.001,-0.029967814683914185,,,
0.98,9252,1.17,249,-0.029731740000000003,7470,5460,0,7470,0,0.2,12400,-0.09733678132047259,-0.1437603524327278,0.08277827501296997,0.04385256721521728,0.4793333329260349,1.490958,0.001,-0.11219310015439987,,,
0.97,9286,1.23,250,-0.041321100000000006,7500,5482,0,7500,0,0.2,12450,-0.038638655101259474,-0.10342516362667084,-100.16236114501953,0.006118874148814939,0.3340000078827143,0.5322586,0.001,-0.040104422718286514,,,
0.96,9318,1.26,251,-0.05174154,7530,5507,0,7530,0,0.2,12500,-0.05521682982022568,-0.10846356704831123,-0.1261763572692871,0.06680692307651043,0.18600000269711017,0.09960518,0.001,-0.037689197808504105,,,
0.97,9352,1.26,252,-0.040751409999999995,7560,5528,0,7560,0,0.2,12550,-0.04885770640770588,-0.1417860957980156,-0.2716400623321533,0.06089107215404511,0.22200000435113906,0.19270858,0.001,-0.0298890620470047,,,
0.94,9384,1.35,253,-0.072602,7590,5545,0,7590,0,0.2,12600,-0.033593017209321265,-0.06295503735542297,0.38687610626220703,0.028100930007640273,0.1606666712462902,0.2570593,0.001,-0.03529641032218933,,,
0.91,9422,1.46,254,-0.10840504999999996,7620,5564,0,7620,0,0.2,12650,-0.011009088549142074,-0.030182344242930412,0.10586458444595337,0.03695873081916943,0.08800000190734864,0.3477113,0.001,-0.01153736375272274,,,
0.91,9454,1.42,255,-0.10679454000000002,7650,5588,0,7650,0,0.2,12700,-0.01694979218207301,-0.04948935866355896,-0.09105992317199707,0.04970460776006803,0.12400000616908073,0.0066617886,0.001,-0.017989955842494965,,,
0.89,9488,1.46,256,-0.12758276999999998,7680,5609,0,7680,0,0.2,12750,-0.014985575713217259,-0.08131912633776665,-2.1192028522491455,0.09085063442587853,0.12200000405311584,0.058049157,0.001,-0.005612341687083244,,,
0.9,9521,1.44,257,-0.11685965000000001,7710,5631,0,7710,0,0.2,12800,-0.006782901732871913,-0.024020292796194553,0.5677193403244019,0.04093396337935701,0.05000000260770321,0.18635532,0.001,-0.007394749205559492,,,
0.92,9553,1.39,258,-0.09424273,7740,5651,0,7740,0,0.2,12850,-0.016539366864599288,-0.051356523633003234,-0.4682292938232422,0.06430898368358612,0.12400000609457493,0.11599668,0.001,0.005799273028969765,,,
0.92,9595,1.44,259,-0.09273572,7770,5670,0,7770,0,0.2,12900,-0.013161820964266865,-0.014252469521015882,0.3571365475654602,0.00668299394834321,0.06533333674073219,0.12096687,0.001,-0.013490238226950169,,,
0.9,9628,1.53,260,-0.1041244,7800,5687,0,7800,0,0.2,12950,-0.020345360835393223,-0.021165523137897255,0.15553653240203857,0.09001941844820976,0.08266667075455189,0.8920904,0.001,-0.01658167690038681,,,
0.91,9659,1.52,261,-0.08480599999999999,7830,5707,0,7830,0,0.2,13000,-0.021551292981952432,-0.02812042634934187,0.0312233567237854,0.10939469011500477,0.09600000157952308,0.27666092,0.001,-0.016827380284667015,,,
0.91,9693,1.55,262,-0.07518476999999998,7860,5727,0,7860,0,0.2,13050,-0.02953857551142576,-0.07461529299616813,-0.5574479103088379,0.04549101822543889,0.2060000016540289,0.45195833,0.001,-0.029860880225896835,,,
0.92,9728,1.52,263,-0.06469355,7890,5750,0,7890,0,0.2,13100,-0.03759715778628983,-0.08369132876396179,-74.68135070800781,0.0035409045964479445,0.2473333451151848,0.3539401,0.001,-0.04134693741798401,,,
0.93,9767,1.43,264,-0.04329263999999999,7920,5773,0,7920,0,0.2,13150,-0.028772681877017023,-0.01632167734205723,0.0238344669342041,0.00012892646540421993,0.09333333484828472,0.5565097,0.001,-0.03118356503546238,,,
0.94,9802,1.39,265,-0.054020519999999995,7950,5795,0,7950,0,0.2,13200,-0.004743412254999057,-0.01580833720974624,0.004511773586273193,0.0663403376378119,0.05800000302493572,0.087225035,0.001,-0.0003488827496767044,,,
0.95,9839,1.28,266,-0.05196433999999999,7980,5820,0,7980,0,0.2,13250,-0.04911082680337131,-0.0421452160552144,0.2652539610862732,0.11777314335107804,0.1933333355933428,0.5161312,0.001,-0.009200546890497208,,,
0.93,9888,1.31,267,-0.07523207,8010,5841,0,8010,0,0.2,13300,-0.005476049885308987,-0.005095812031067908,0.14325988292694092,0.06389043472707272,0.0,0.0004857421,0.001,0.02204318158328533,,,
0.9,9922,1.41,268,-0.10711993,8040,5858,0,8040,0,0.2,13350,-0.008191053689147054,-0.005011583000887185,0.3772437572479248,0.04737495171371847,0.06466667003929615,0.005938506,0.001,-0.007080635521560907,,,
0.92,9958,1.39,269,-0.09533940000000002,8070,5878,0,8070,0,0.2,13400,-0.002269323580432676,-0.01196219451725483,0.0509074330329895,0.14522819489240646,0.03200000166893005,0.04232354,0.001,0.060996007174253464,,,
0.9,9992,1.44,270,-0.11667026999999999,8100,5897,0,8100,0,0.2,13450,-0.0033777250399192214,-0.0015008777275215834,0.26403456926345825,0.066550958994776,0.03133333496749401,0.0007154624,0.001,0.0017050148453563452,,,
0.89,10025,1.5,271,-0.11787452,8130,5918,0,8130,0,0.2,13500,-0.010207219671457999,-0.0024099728604778646,0.4156804084777832,0.07624453470110894,0.03200000166893005,0.0020295223,0.001,0.016833152621984482,,,
0.87,10060,1.55,272,-0.13709712999999998,8160,5936,0,8160,0,0.2,13550,-2.3342172234652735e-07,-0.0004986187163740397,-0.23944354057312012,0.05428367141634226,0.0,0.0,0.001,0.004117289092391729,,,
0.87,10099,1.52,273,-0.12635037000000002,8190,5955,0,8190,0,0.2,13600,-0.0005091773447651748,-0.012825145777314901,0.14422959089279175,0.05658514087321237,0.012666667327284813,0.016948601,0.001,-0.0008649221854284406,,,
0.87,10139,1.48,274,-0.12687059,8220,5979,0,8220,0,0.2,13650,-0.0020091561443017093,-0.003066844881977886,-0.2927645444869995,0.05266232643742114,0.0,0.00057664316,0.001,-0.001107211341150105,,,
0.89,10172,1.41,275,-0.10469447000000001,8250,6002,0,8250,0,0.2,13700,-7.07070034060564e-07,-0.0006867427797988057,0.31504499912261963,0.026158700091764332,0.0,0.0,0.001,0.001420046086423099,,,
0.86,10205,1.52,276,-0.1381608,8280,6018,0,8280,0,0.2,13750,-0.0002790139589924401,-0.0031855944730341435,-0.4928770065307617,0.04697063074447214,0.03200000166893005,0.08666842,0.001,0.002525338204577565,,,
0.89,10239,1.43,277,-0.10504171999999999,8310,6040,0,8310,0,0.2,13800,-0.004398561673704507,-0.00234833289985545,0.11890232563018799,0.0834721645154059,0.03066666826605797,0.0013413589,0.001,-0.0033237230964004993,,,
0.89,10279,1.45,278,-0.11507413000000004,8340,6057,0,8340,0,0.2,13850,-0.026739990234375028,-0.006164665238466114,-0.7755130529403687,0.05681497611105442,0.09000000156462193,0.83337677,0.001,-0.020119186490774155,,,
0.87,10313,1.54,279,-0.12737357000000002,8370,6075,0,8370,0,0.2,13900,-0.02898969397321338,-0.00804295620881021,0.33875060081481934,0.06367868207395076,0.06266666993498803,0.30865008,0.001,-0.02896590158343315,,,
0.85,10346,1.63,280,-0.13193085,8400,6093,0,8400,0,0.2,13950,-0.01580478797620163,-0.039060103558003906,-0.2290971279144287,0.05127177711576223,0.12466667279601097,0.37770218,0.001,-0.020439019426703453,,,
0.86,10380,1.62,281,-0.12982254,8430,6112,0,8430,0,0.2,14000,-0.03739175206174451,-0.07530368357896805,-0.6498245000839233,0.051441003624349835,0.20800000712275504,0.6944386,0.001,-0.04428233951330185,,,
0.88,10416,1.57,282,-0.10900772999999997,8460,6133,0,8460,0,0.2,14050,-0.008599983163798832,-0.022600688878446816,-0.15642035007476807,0.09627195805311203,0.09600000157952308,0.011519591,0.001,0.03727341815829277,,,
0.89,10450,1.56,283,-0.08855554,8490,6153,0,8490,0,0.2,14100,-0.05759646814564864,-0.02804865803569555,0.1526685357093811,0.12877292111515998,0.16066667020320893,0.9327316,0.001,-0.0345471166074276,,,
0.91,10485,1.49,284,-0.06673457000000001,8520,6176,0,8520,0,0.2,14150,-0.00889360576278218,-0.050307576768100264,0.1823241114616394,0.027385366465896368,0.12600000441074372,0.07650748,0.001,-0.010853607207536697,,,
0.93,10518,1.41,285,-0.05299828999999999,8550,6198,0,8550,0,0.2,14200,-0.0163902228586376,-0.015701420559780674,-58.85123062133789,0.00419159639859572,0.2473333452641964,2.2907825,0.001,-0.017320912331342697,,,
0.92,10552,1.42,286,-0.064567,8580,6220,0,8580,0,0.2,14250,-2.5465587746964505e-07,-0.00032022878527641294,-1.5098543167114258,0.0006592876533977688,0.0,0.0,0.001,0.0002302234061062336,,,
0.92,10589,1.42,287,-0.06507403,8610,6238,0,8610,0,0.2,14300,-0.06890532596160966,-0.11073329910635948,0.04987555742263794,0.08184763506054878,0.23933334089815617,0.7937223,0.001,-0.08290328085422516,,,
0.9,10623,1.45,288,-0.08599447999999998,8640,6258,0,8640,0,0.2,14350,-0.05194642912751682,-0.07802959062159061,-0.08058452606201172,0.114002905189991,0.14933333650231362,0.1629553,0.001,-0.019620507955551147,,,
0.89,10657,1.44,289,-0.10542508999999997,8670,6280,0,8670,0,0.2,14400,-0.03845543872307339,-0.048103789007291196,0.2588002681732178,0.12358604326844215,0.176000005453825,1.3203385,0.001,-0.024930253624916077,,,
0.87,10700,1.5,290,-0.12665300999999998,8700,6298,0,8700,0,0.2,14450,-0.03822673621773717,-0.11993122681975364,0.2917792797088623,0.09687627505511046,0.23133334070444106,0.23230375,0.001,-0.03425057977437973,,,
0.88,10736,1.47,291,-0.11622539,8730,6323,0,8730,0,0.2,14500,-0.04271691240991153,-0.12541698008775712,-0.6473022699356079,0.17087798327207565,0.2213333398103714,0.30041158,0.001,0.030299942940473557,,,
0.88,10770,1.47,292,-0.11519699999999998,8760,6341,0,8760,0,0.2,14550,-0.03500948150580129,-0.07730221182107926,0.2806503176689148,0.0741640068590641,0.19933333575725556,0.3619303,0.001,-0.007317598909139633,,,
0.92,10805,1.35,293,-0.07281185999999999,8790,6367,0,8790,0,0.2,14600,-0.09027194503198067,-0.12840396657586098,0.1724662184715271,0.08388945549726486,0.3953333379328251,0.5255827,0.001,-0.07493559271097183,,,
0.91,10840,1.39,294,-0.08550799000000002,8820,6387,0,8820,0,0.2,14650,-0.04460252388038985,-0.13681250922381877,-0.5134025812149048,0.0789525905996561,0.30000000581145286,0.9499223,0.001,-0.041595153510570526,,,
0.9,10875,1.41,295,-0.10003773999999999,8850,6407,0,8850,0,0.2,14700,-0.06275527127832174,-0.13659733653068543,0.15791058540344238,0.15008148342370986,0.29600000962615014,0.33689788,0.001,-0.0023178160190582275,,,
0.88,10908,1.47,296,-0.11407696000000002,8880,6426,0,8880,0,0.2,14750,-0.08864463451132167,-0.06154292289167643,0.18090778589248657,0.0979884622246027,0.36266667254269125,9.151212,0.001,-0.07742641866207123,,,
0.87,10952,1.47,297,-0.13466158000000003,8910,6443,0,8910,0,0.2,14800,-0.0600874605054657,-0.05582732539623976,0.2953641414642334,0.048231489546597006,0.23333333857357502,1.143351,0.001,-0.05999130383133888,,,
0.87,10994,1.5,298,-0.13494405,8940,6465,0,8940,0,0.2,14850,-0.061446469880640536,-0.12554654449224473,0.034193336963653564,0.18303647205233575,0.35933333963155745,0.7496708,0.001,-0.025135498493909836,,,
0.86,11027,1.55,299,-0.13591003999999998,8970,6485,0,8970,0,0.2,14900,-0.048159837151567186,-0.062436209321022035,-0.17661023139953613,0.06899291168898344,0.16066667169332505,0.8297603,0.001,-0.055973172187805176,,,
