rollout/success_rate,time/time_elapsed,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,env/n_steps,env/current_idx,time/fps,time/total_timesteps,env/completion_counter,train/clip_range,train/n_updates,train/policy_gradient_loss,train/entropy_loss,train/explained_variance,train/value_loss,train/clip_fraction,train/approx_kl,train/learning_rate,train/loss,eval/success_rate,eval/mean_ep_length,eval/mean_reward
0.92,513,1.33,14,-0.09137077999999998,420,287,0,420,0,0.2,650,-0.1050838126117985,-0.8276046597957611,-0.11746752262115479,0.023784529315307737,0.5446666771173477,0.1466701,0.001,-0.11919447034597397,,,
0.95,549,1.24,15,-0.0605138,450,314,0,450,0,0.2,700,-0.1472053250471751,-0.8890357899665833,0.07441717386245728,0.06415541319991462,0.7206666700541973,0.63391876,0.001,-0.17179752886295319,,,
0.92,586,1.34,16,-0.09311026,480,332,0,480,0,0.2,750,-0.09861111642916999,-0.8428762650489807,-154.62094116210938,0.004087549800751731,0.6559999999403954,0.6731675,0.001,-0.12429321557283401,,,
0.93,621,1.32,17,-0.08246036999999998,510,359,0,510,0,0.2,800,-0.1593786311969161,-0.934828485250473,0.05756652355194092,0.07373752752551808,0.7486666561663151,0.236892,0.001,-0.185630202293396,,,
0.97,656,1.21,18,-0.040592869999999996,540,386,0,540,0,0.2,850,-0.10883334769805274,-0.9478598618507386,-434.2751159667969,0.00612056103273062,0.667333332747221,0.24589184,0.001,-0.1309960037469864,,,
0.96,695,1.23,19,-0.05081657,570,411,0,570,0,0.2,900,-0.13570083207885417,-0.9113940238952637,-8.06411361694336,0.00022610120751778595,0.7086666662245988,0.54362655,0.001,-0.14827191829681396,,,
0.98,731,1.14,20,-0.01883242,600,437,0,600,0,0.2,950,-0.11108286911745864,-0.665605925321579,0.0540352463722229,0.03739051405224018,0.6600000110268592,0.4380178,0.001,-0.11934389173984528,,,
0.95,766,1.26,21,-0.041966260000000005,630,453,0,630,0,0.2,1000,-0.11726215124626954,-0.9345415246486664,-48.62202453613281,0.0036217008240055294,0.8199999925494194,0.73645514,0.001,-0.1290915459394455,,,
0.94,804,1.32,22,-0.042798619999999996,660,476,0,660,0,0.2,1050,-0.14983720774948595,-0.8338281285762786,0.04337131977081299,0.0460534292133525,0.7873333214223385,0.2419963,0.001,-0.16970588266849518,,,
0.93,849,1.35,23,-0.04310154999999999,690,497,0,690,0,0.2,1100,-0.11189835229019325,-0.5125189840793609,-30.53803062438965,0.0009541377375717275,0.6100000028312206,0.5009172,0.001,-0.12692926824092865,,,
0.91,886,1.43,24,-0.06405289,720,515,0,720,0,0.2,1150,-0.10854415845870974,-0.35375877022743224,-0.009429574012756348,0.0258142949687317,0.5226666811108589,0.6477996,0.001,-0.11668191105127335,,,
0.89,922,1.48,25,-0.07556928,750,538,0,750,0,0.2,1200,-0.09989763720085222,-0.3591099625825882,-0.09135925769805908,0.038884178315056486,0.41800000265240667,0.08907712,0.001,-0.12579195201396942,,,
0.89,957,1.46,26,-0.08377039,780,554,0,780,0,0.2,1250,-0.09261268793543181,-0.2724264833331108,0.1185837984085083,0.020589173635235058,0.3940000048279762,0.30039197,0.001,-0.10287585854530334,,,
0.88,989,1.51,27,-0.1072422,810,575,0,810,0,0.2,1300,-0.08530663539469245,-0.30421910405159,0.140522301197052,0.04415751481836196,0.32666667237877844,0.23143768,0.001,-0.11149939894676208,,,
0.89,1022,1.48,28,-0.10725372,840,599,0,840,0,0.2,1350,-0.07912299091120559,-0.3984028142690659,0.15383285284042358,0.02901704391464591,0.44266667068004606,0.42707393,0.001,-0.1036255732178688,,,
0.92,1058,1.38,29,-0.09470517,870,621,0,870,0,0.2,1400,-0.09755277045071126,-0.40885717928409576,-0.6032689809799194,0.018567256613750943,0.45133334025740623,0.76089585,0.001,-0.10754690319299698,,,
0.93,1090,1.35,30,-0.08420861000000004,900,647,0,900,0,0.2,1450,-0.11687242868294319,-0.3829190254211426,0.054988086223602295,0.04764292007661425,0.5160000099241734,0.47215953,0.001,-0.1343580186367035,,,
0.94,1124,1.29,31,-0.07420801,930,667,0,930,0,0.2,1500,-0.06513965788483617,-0.26441199153661726,0.62526535987854,0.004885278326182743,0.2960000103712082,0.22885731,0.001,-0.07246094942092896,,,
0.92,1162,1.36,32,-0.08301752000000001,960,687,0,960,0,0.2,1550,-0.07617283237973849,-0.37068714678287507,0.2879127860069275,0.009137604126008227,0.35600000515580177,0.2667915,0.001,-0.08732344210147858,,,
0.93,1197,1.31,33,-0.06174271,990,714,0,990,0,0.2,1600,-0.06647184767325726,-0.2010781818628311,-0.10702168941497803,0.027379010127624497,0.3320000080019236,0.2862689,0.001,-0.07143089175224304,,,
0.94,1242,1.29,34,-0.05148243000000001,1020,741,0,1020,0,0.2,1650,-0.054007188136378906,-0.19252658903598785,-125.18224334716797,0.004318146766599966,0.3600000039488077,1.2797818,0.001,-0.06495397537946701,,,
0.95,1287,1.3,35,-0.04154132000000001,1050,762,0,1050,0,0.2,1700,-0.06790087078511718,-0.32922185003757476,-44.704193115234375,0.0003137418075311871,0.3740000053495169,0.30705574,0.001,-0.07697062939405441,,,
0.99,1320,1.15,36,-0.00832653,1080,790,0,1080,0,0.2,1750,-0.044713502932029456,-0.2634622791409493,-0.41968417167663574,0.00014018522939295507,0.2640000037103891,0.13190871,0.001,-0.08388078957796097,,,
0.98,1353,1.2,37,-0.019718819999999998,1110,812,0,1110,0,0.2,1800,-0.11794649690389633,-0.42156804740428927,-3.846402168273926,3.612533675550367e-05,0.5713333350419998,0.30113715,0.001,-0.1305149495601654,,,
0.97,1388,1.23,38,-0.030066299999999994,1140,838,0,1140,0,0.2,1850,-0.08823316188653309,-0.25177134066820145,0.01710456609725952,0.039722760918084535,0.44200001247227194,0.3215496,0.001,-0.09958403557538986,,,
0.98,1425,1.17,39,-0.03026713999999999,1170,864,0,1170,0,0.2,1900,-0.07365214238533131,-0.19619891583919524,-0.07833325862884521,0.04537736990547273,0.28400000907480716,0.068301216,0.001,-0.08751381188631058,,,
0.96,1467,1.24,40,-0.04166715,1200,887,0,1200,0,0.2,1950,-0.04663806517856816,-0.2999903704226017,-10.355775833129883,0.0011141493020113559,0.3713333392888308,0.9057327,0.001,-0.05716494098305702,,,
0.95,1502,1.27,41,-0.0546408,1230,907,0,1230,0,0.2,2000,-0.09458373659104108,-0.29787148654460904,0.06254231929779053,0.01462724838493159,0.4900000067055225,0.28359666,0.001,-0.10590782761573792,,,
0.93,1536,1.34,42,-0.06587354000000001,1260,928,0,1260,0,0.2,2050,-0.050380525094767405,-0.10253567099571229,0.03043651580810547,0.0516994049353525,0.1613333362340927,0.2776841,0.001,-0.061083752661943436,,,
0.94,1569,1.32,43,-0.055836329999999997,1290,956,0,1290,0,0.2,2100,-0.0460269014587005,-0.1207209675014019,-0.23360216617584229,0.021605853538494556,0.15800000369548797,0.04014582,0.001,-0.07351210713386536,,,
0.92,1608,1.35,44,-0.08509661999999998,1320,975,0,1320,0,0.2,2150,-0.05392653020719685,-0.2864477187395096,-577.970947265625,0.0033621243172456163,0.4600000089406967,0.5256179,0.001,-0.08432954549789429,,,
0.94,1640,1.31,45,-0.06057522,1350,998,0,1350,0,0.2,2200,-0.13756495135525854,-0.2634037920832634,0.005925118923187256,0.08702997896820307,0.5560000112652779,0.26312903,0.001,-0.16049057245254517,,,
0.93,1672,1.29,46,-0.06065794,1380,1020,0,1380,0,0.2,2250,-0.05847009927034378,-0.259008866250515,-0.5245711803436279,0.028212644159502816,0.3366666765511036,0.16804926,0.001,-0.0849689394235611,,,
0.91,1704,1.36,47,-0.09160977000000001,1410,1041,0,1410,0,0.2,2300,-0.07274907186751566,-0.20393500253558158,-0.008489370346069336,0.024192628297023476,0.3100000086426735,0.6070839,0.001,-0.10489994287490845,,,
0.94,1746,1.26,48,-0.06066345000000001,1440,1069,0,1440,0,0.2,2350,-0.06978909038255615,-0.15816392183303832,-0.005797386169433594,0.035265159040573056,0.30200000934302806,0.2000518,0.001,-0.08048755675554276,,,
0.93,1784,1.31,49,-0.06191317000000002,1470,1089,0,1470,0,0.2,2400,-0.06086665521313748,-0.19042594641447066,-104.69127655029297,0.0006515927987493341,0.38533333778381346,0.8342139,0.001,-0.07614298909902573,,,
0.92,1817,1.35,50,-0.07215898,1500,1110,0,1500,0,0.2,2450,-0.06287283578018349,-0.14992034196853637,0.10598617792129517,0.016476843050913886,0.31466667518019675,0.41883165,0.001,-0.07682923227548599,,,
0.95,1857,1.33,51,-0.051541010000000005,1530,1133,0,1530,0,0.2,2500,-0.10746618369718394,-0.1287086145579815,0.1095576286315918,0.022827951232902707,0.4093333375453949,0.60449827,0.001,-0.11550283432006836,,,
0.95,1887,1.33,52,-0.05122778,1560,1157,0,1560,0,0.2,2550,-0.08874455149471756,-0.054944272795692084,-207.06585693359375,0.003574784956581425,0.6346666784584523,5.129647,0.001,-0.0975993201136589,,,
0.95,1922,1.31,53,-0.06254191,1590,1181,0,1590,0,0.2,2600,-0.002779412971809503,-0.02771472167223692,-0.01276242733001709,0.0427870106860064,0.032666668370366095,0.09172751,0.001,-0.0027679121121764183,,,
0.97,1961,1.28,54,-0.04180786,1620,1205,0,1620,0,0.2,2650,-3.514687210159906e-07,-0.0025146099645644428,0.10664278268814087,0.011764864658471198,0.0,0.0,0.001,7.064521196298301e-05,,,
0.96,1994,1.25,55,-0.05292960000000001,1650,1228,0,1650,0,0.2,2700,-0.010688116198871285,-0.04478394856676459,-114.21630859375,0.004375100455363281,0.10066667005419731,0.89447016,0.001,-0.02648087590932846,,,
0.95,2028,1.3,56,-0.06469353000000001,1680,1249,0,1680,0,0.2,2750,-0.02720376568330298,-0.07176916249096393,-0.012432217597961426,0.09489343576133251,0.1433333394676447,0.13109887,0.001,-0.08848977088928223,,,
0.94,2062,1.32,57,-0.06477181,1710,1274,0,1710,0,0.2,2800,-0.090070840574801,-0.2575682055950165,-0.3247542381286621,0.03312757187930401,0.4373333369195461,0.24250768,0.001,-0.1023017168045044,,,
0.92,2093,1.38,58,-0.08530300000000002,1740,1290,0,1740,0,0.2,2850,-0.0589549875656764,-0.3052761924266815,-171.8312225341797,0.0021443923597689717,0.5766666775941849,0.41734412,0.001,-0.06909644603729248,,,
0.9,2138,1.38,59,-0.09510300000000001,1770,1313,0,1770,0,0.2,2900,-0.10500618760163587,-0.28588140577077864,-0.006051063537597656,0.09071681438479573,0.4093333453685045,0.65038425,0.001,-0.1287437528371811,,,
0.9,2173,1.41,60,-0.09429263,1800,1333,0,1800,0,0.2,2950,-0.08425801530480385,-0.14675144538283347,0.06684809923171997,0.02499346822500229,0.337333340793848,1.2563732,0.001,-0.1057475134730339,,,
0.88,2210,1.43,61,-0.11387240000000003,1830,1353,0,1830,0,0.2,3000,-0.033776583626866315,-0.08323350183665752,-0.11588656902313232,0.048251191349700094,0.18733334176242353,0.59672314,0.001,-0.05415896698832512,,,
0.85,2246,1.52,62,-0.14571668,1860,1372,0,1860,0,0.2,3050,-0.019739719898750376,-0.04031444668769837,0.13212674856185913,0.06239465116639622,0.04800000250339508,0.11625115,0.001,-0.024981433525681496,,,
0.87,2278,1.48,63,-0.12696351,1890,1392,0,1890,0,0.2,3100,-0.05031938096632558,-0.1486993834376335,-0.4110766649246216,0.05397773491218686,0.2760000066459179,1.6834335,0.001,-0.07708323001861572,,,
0.84,2310,1.57,64,-0.14033895000000002,1920,1409,0,1920,0,0.2,3150,-0.029526853833347532,-0.09582577019929886,0.5109285116195679,0.013888674458139577,0.16933333709836007,0.15836237,0.001,-0.03217709809541702,,,
0.82,2344,1.61,65,-0.16089495000000006,1950,1426,0,1950,0,0.2,3200,-0.08091075320293506,-0.1654210940003395,-0.25142085552215576,0.08221720473840832,0.3113333415985107,0.6290858,0.001,-0.09159647673368454,,,
0.85,2390,1.56,66,-0.13196889,1980,1452,0,1980,0,0.2,3250,-0.059791177546721884,-0.14324082016944886,0.23600274324417114,0.03950759218074382,0.2606666760891676,0.21794595,0.001,-0.06765788793563843,,,
0.88,2427,1.48,67,-0.11109927999999998,2010,1474,0,2010,0,0.2,3300,-0.09648598029712836,-0.19838910520076752,0.09220868349075317,0.005907035642885603,0.5053333497047424,1.3245376,0.001,-0.10782115906476974,,,
0.87,2463,1.5,68,-0.09839597,2040,1492,0,2040,0,0.2,3350,-0.07127353988587856,-0.1789756003022194,0.18110805749893188,0.02974789826781489,0.2373333430290222,0.19015983,0.001,-0.08427707850933075,,,
0.9,2497,1.4,69,-0.07428402,2070,1515,0,2070,0,0.2,3400,-0.03689761353035763,-0.05563998743891716,0.029865026473999023,0.025887600050773472,0.09533333495259284,0.2321682,0.001,-0.03867698833346367,,,
0.89,2537,1.41,70,-0.08480652,2100,1532,0,2100,0,0.2,3450,-0.01999705468242368,-0.022876400500535965,-0.07408487796783447,0.05422667296603322,0.06466667003929615,0.1404573,0.001,-0.021115742623806,,,
0.87,2570,1.53,71,-0.10952071999999999,2130,1549,0,2130,0,0.2,3500,-0.022507931505640216,-0.007187614478170872,-0.16594910621643066,0.08688662593718618,0.06533333674073219,0.28126076,0.001,-0.021331381052732468,,,
0.85,2604,1.64,72,-0.13166329,2160,1567,0,2160,0,0.2,3550,-0.00177275262185141,-0.007614156557247042,0.34388017654418945,0.02262873236555606,0.0,0.00024714868,0.001,-0.0015574637800455093,,,
0.88,2636,1.55,73,-0.11990812999999997,2190,1587,0,2190,0,0.2,3600,-0.01428584122471511,-0.06958338072523475,0.0037511587142944336,0.022939711045473814,0.11733333706855774,1.1491781,0.001,-0.027121074497699738,,,
0.87,2668,1.62,74,-0.12098773999999997,2220,1607,0,2220,0,0.2,3650,-0.040333496186882256,-0.04340086296200752,-0.08314919471740723,0.032055845850845796,0.11933333739638328,0.46925756,0.001,-0.06761462986469269,,,
0.84,2704,1.7,75,-0.15992698,2250,1622,0,2250,0,0.2,3700,-0.0013976027450213824,-0.030204542763531208,-0.6830546855926514,0.02425843257573433,0.09800000183284283,0.24584357,0.001,-0.0017731977859511971,,,
0.85,2738,1.67,76,-0.16361845,2280,1640,0,2280,0,0.2,3750,-0.06301776211832961,-0.15712909139692782,0.3593059182167053,0.05377645571483299,0.4166666655242443,1.8954655,0.001,-0.10099346935749054,,,
0.86,2772,1.61,77,-0.13989311,2310,1661,0,2310,0,0.2,3800,-0.09109075013796485,-0.19764665573835372,-0.0786886215209961,0.061711128102615476,0.44466667622327805,0.72770864,0.001,-0.10152041167020798,,,
0.87,2804,1.54,78,-0.12949383999999997,2340,1685,0,2340,0,0.2,3850,-0.07916201809048658,-0.2391434708237648,-1.2609920501708984,0.048660374821629375,0.4506666772067547,0.42919308,0.001,-0.10766922682523727,,,
0.89,2838,1.5,79,-0.11882796000000001,2370,1707,0,2370,0,0.2,3900,-0.09460198947166404,-0.19570712953805924,-0.01355433464050293,0.046779120397986845,0.4886666686832905,0.6604224,0.001,-0.10904412716627121,,,
0.95,2871,1.28,80,-0.053638830000000005,2400,1735,0,2400,0,0.2,3950,-0.05603295906633139,-0.09283205322921276,-1.1148431301116943,0.03843365635490045,0.4420000021159649,2.0580392,0.001,-0.058204494416713715,,,
0.97,2909,1.21,81,-0.03979999,2430,1757,0,2430,0,0.2,4000,-0.025496001829703515,-0.01596598556265235,-1158.9766845703125,0.005290329316921998,0.06533333674073219,0.33434117,0.001,-0.02621159888803959,,,
0.96,2942,1.23,82,-0.051069819999999995,2460,1782,0,2460,0,0.2,4050,-0.0030717087730493375,-0.010833137882873416,-0.02157127857208252,0.06262269015423953,0.0013333334028720856,0.0024826846,0.001,-0.03254604712128639,,,
0.95,2975,1.24,83,-0.05120547000000001,2490,1803,0,2490,0,0.2,4100,-0.031067850531234092,-0.07395067952573299,0.34886443614959717,0.02162900672759861,0.10466667026281357,0.13500199,0.001,-0.033977072685956955,,,
0.92,3010,1.31,84,-0.062476010000000005,2520,1824,0,2520,0,0.2,4150,-0.09127840704967578,-0.216740782558918,-0.8592771291732788,0.04938134310184978,0.37666667230427264,0.6083792,0.001,-0.09972886741161346,,,
