eval/success_rate,env/n_steps,env/current_idx,eval/mean_ep_length,env/completion_counter,eval/mean_reward,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_rew_mean,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,train/learning_rate
0.88,65100,40252,1.3,0,-0.131582737211138,65100,,,,,,,0.00016459636,-0.00036924930120022734,0.09215506911277771,0.0021590909361839297,-0.029427589997649193,0.1562178134918213,0.2,0.19050459146499635,1080,0.0001
,,,,,,65100,93821,1.62,0.77,217,0,-0.20729313000000002,,,,,,,,,,
0.9,65400,40448,1.3,0,-0.07104949546512217,65400,,,,,,,1.3454259e-05,-6.66317106648151e-05,0.07769805938005447,0.0,-0.022344527244567872,0.22978746891021729,0.2,0.16659990161657334,1085,0.0001
,,,,,,65400,94583,1.44,0.84,218,0,-0.14944393,,,,,,,,,,
0.96,65700,40644,1.1,0,-0.049454352390021085,65700,,,,,,,0.0,1.7136335355161235e-08,0.06543683260679245,0.0,-0.021531930342316628,0.21594303846359253,0.2,0.15872938573360443,1090,0.0001
,,,,,,65700,95007,1.56,0.74,219,0,-0.22000332999999997,,,,,,,,,,
0.88,66000,40834,1.4,0,-0.09261011407244951,66000,,,,,,,0.0,-2.4383718866261008e-09,0.07562100142240524,0.0,-0.02138041451573372,0.2911683917045593,0.2,0.16567775428295137,1095,0.0001
,,,,,,66000,95484,1.54,0.8,220,0,-0.15775094,,,,,,,,,,
0.92,66300,41036,1.2,0,-0.08945390150882304,66300,,,,,,,1.7824024e-05,-0.00021740440871916177,0.09391043335199356,0.0,-0.02112473614513874,0.12976139783859253,0.2,0.16966496407985687,1100,0.0001
,,,,,,66300,95991,1.49,0.81,221,0,-0.18588258,,,,,,,,,,
0.88,66600,41240,1.3,0,-0.07111081330571324,66600,,,,,,,0.0,-3.485855742724198e-08,0.08169364929199219,0.0,-0.020025058761239053,0.2215467095375061,0.2,0.16012564659118653,1105,0.0001
,,,,,,66600,96463,1.38,0.85,222,0,-0.16806985000000002,,,,,,,,,,
0.92,66900,41422,1.2,0,-0.08896775545552373,66900,,,,,,,0.0013064153,-0.00031588329510213954,0.04216698557138443,0.0034090909361839295,-0.032652749121189116,0.28856325149536133,0.2,0.14544012844562532,1110,0.0001
,,,,,,66900,96944,1.63,0.73,223,0,-0.22742672,,,,,,,,,,
0.88,67200,41619,1.32,0,-0.11216148562729358,67200,,,,,,,4.1921252e-05,-0.0004179252108388454,0.0939883291721344,0.0,-0.01943787984549999,0.21177411079406738,0.2,0.1761035543680191,1115,0.0001
,,,,,,67200,97472,1.58,0.78,224,0,-0.21354715000000002,,,,,,,,,,
0.92,67500,41803,1.24,0,-0.050628583068028095,67500,,,,,,,0.0,1.995570272583791e-08,0.06737156212329865,0.0,-0.01855073928833008,0.23020577430725098,0.2,0.15168997406959533,1120,0.0001
,,,,,,67500,97920,1.64,0.73,225,0,-0.23041853,,,,,,,,,,
0.94,67800,42003,1.16,0,-0.048151614107191563,67800,,,,,,,1.6621738e-05,-3.7695372646311396e-05,0.0950341746211052,0.0,-0.021187990307807922,0.19747865200042725,0.2,0.18442389607429505,1125,0.0001
,,,,,,67800,98383,1.52,0.79,226,0,-0.18794014,,,,,,,,,,
0.94,68100,42194,1.14,0,-0.06879983698483556,68100,,,,,,,0.0,-3.020871794490176e-08,0.048539597541093826,0.0,-0.018362848460674285,0.24629586935043335,0.2,0.15541424572467805,1130,0.0001
,,,,,,68100,98833,1.55,0.78,227,0,-0.17682825000000002,,,,,,,,,,
