eval/success_rate,env/n_steps,env/current_idx,eval/mean_ep_length,env/completion_counter,eval/mean_reward,time/total_timesteps,time/time_elapsed,rollout/ep_len_mean,rollout/success_rate,time/iterations,time/fps,rollout/ep_rew_mean,train/approx_kl,train/policy_gradient_loss,train/loss,train/clip_fraction,train/entropy_loss,train/explained_variance,train/clip_range,train/value_loss,train/n_updates,train/learning_rate
0.82,300,132,1.38,0,-0.1574097823118791,300,,,,,,,,,,,,,,,,
,,,,,,300,456,2.32,0.41,1,0,-0.6043311600000001,,,,,,,,,,
0.98,600,272,1.1,0,-0.02762019580230117,600,,,,,,,0.00024467107,-0.0028552701929584145,0.10931786149740219,0.0,-1.9458381175994872,-0.36506056785583496,0.2,0.3255974727869034,5,0.0001
,,,,,,600,862,2.04,0.55,2,0,-0.41512854000000005,,,,,,,,,,
0.9,900,404,1.22,0,-0.08889658396597952,900,,,,,,,0.00046496326,-0.0036798766534775497,0.08770309388637543,0.0,-1.9452264642715453,-0.24911725521087646,0.2,0.2631011390686035,10,0.0001
,,,,,,900,1276,2.26,0.46,3,0,-0.55434949,,,,,,,,,,
0.86,1200,534,1.34,0,-0.13127280611544848,1200,,,,,,,0.0014381806,-0.008002196867018939,0.08940313756465912,0.0,-1.9424435091018677,-0.07457947731018066,0.2,0.23848520636558532,15,0.0001
,,,,,,1200,1735,2.32,0.39,4,0,-0.6211730000000001,,,,,,,,,,
0.92,1500,667,1.22,0,-0.06986302725039423,1500,,,,,,,0.0033288754,-0.011515352642163634,0.11203669011592865,0.0,-1.9325652074813844,-0.0909423828125,0.2,0.2396246474981308,20,0.0001
,,,,,,1500,2146,2.27,0.43,5,0,-0.5915326599999999,,,,,,,,,,
0.9,1800,810,1.24,0,-0.0901718076877296,1800,,,,,,,0.0040398245,-0.010457299834233708,0.07430312037467957,0.0,-1.9107831621170044,0.011055171489715576,0.2,0.19715782403945922,25,0.0001
,,,,,,1800,2580,2.02,0.57,6,0,-0.41279654,,,,,,,,,,
0.96,2100,961,1.12,0,-0.04849094863049686,2100,,,,,,,0.0045812693,-0.011484185196459294,0.07993355393409729,0.0,-1.875898561477661,-0.04572498798370361,0.2,0.24743578612804412,30,0.0001
,,,,,,2100,3011,2.04,0.56,7,0,-0.4616786399999999,,,,,,,,,,
0.96,2400,1107,1.18,0,-0.049929965063929556,2400,,,,,,,0.00944647,-0.025022743456065654,0.05390040576457977,0.02113636374473572,-1.8157859182357787,0.023258209228515625,0.2,0.23011726438999175,35,0.0001
,,,,,,2400,3443,2.01,0.58,8,0,-0.42713857000000005,,,,,,,,,,
0.92,2700,1252,1.16,0,-0.06857854234520346,2700,,,,,,,0.008214967,-0.017124789813533426,0.10532447695732117,0.0,-1.725626187324524,0.01021575927734375,0.2,0.2389778047800064,40,0.0001
,,,,,,2700,3873,1.96,0.61,9,0,-0.36325151000000006,,,,,,,,,,
0.88,3000,1408,1.32,0,-0.11152184491977096,3000,,,,,,,0.006588316,-0.01292018562555313,0.09923814982175827,0.0009090909361839294,-1.6154210186004638,0.03573697805404663,0.2,0.21646599650382994,45,0.0001
,,,,,,3000,4322,1.93,0.59,10,0,-0.3689856799999999,,,,,,,,,,
0.92,3300,1569,1.2,0,-0.07088929910212755,3300,,,,,,,0.006284344,-0.011294125029817224,0.0850135013461113,0.0,-1.4954778671264648,0.07403743267059326,0.2,0.20738063097000123,50,0.0001
,,,,,,3300,4745,1.8,0.65,11,0,-0.31854203999999997,,,,,,,,,,
0.9,3600,1735,1.26,0,-0.09324232422281056,3600,,,,,,,0.006312579,-0.011374596287496389,0.08915553241968155,0.0018181818723678588,-1.3620041131973266,0.03327202796936035,0.2,0.23264667630195618,55,0.0001
,,,,,,3600,5182,1.83,0.66,12,0,-0.28968520999999997,,,,,,,,,,
0.94,3900,1906,1.2,0,-0.06929997364524752,3900,,,,,,,0.005169849,-0.010452411118894816,0.06823956221342087,0.0,-1.2307602834701539,0.10683238506317139,0.2,0.20437696993350982,60,0.0001
,,,,,,3900,5640,1.85,0.68,13,0,-0.32477462,,,,,,,,,,
0.9,4200,2082,1.26,0,-0.08995119360741227,4200,,,,,,,0.00353263,-0.007590954829938709,0.06521891057491302,0.0,-1.1094588565826415,0.11918103694915771,0.2,0.18804187536239625,65,0.0001
,,,,,,4200,6074,1.67,0.75,14,0,-0.20582041,,,,,,,,,,
0.94,4500,2258,1.12,0,-0.06742371109314263,4500,,,,,,,0.0024028323,-0.006742835883051157,0.06463596224784851,0.0021590909361839297,-1.0056195592880248,0.11354827880859375,0.2,0.19552248239517211,70,0.0001
,,,,,,4500,6529,1.7,0.73,15,0,-0.24895857999999993,,,,,,,,,,
0.9,4800,2434,1.28,0,-0.07005516831297427,4800,,,,,,,0.00084330514,-0.0014191497210413217,0.08918985724449158,0.0,-0.9324999475479125,0.11771214008331299,0.2,0.19531784772872926,75,0.0001
,,,,,,4800,6968,1.63,0.78,16,0,-0.20367685,,,,,,,,,,
0.9,5100,2606,1.24,0,-0.06966184422373772,5100,,,,,,,0.0009175815,-0.003115265388041735,0.06533493101596832,0.0,-0.8747364258766175,0.05773979425430298,0.2,0.19242998719215393,80,0.0001
,,,,,,5100,7401,1.77,0.72,17,0,-0.25752985,,,,,,,,,,
0.84,5400,2789,1.36,0,-0.11296811110340059,5400,,,,,,,0.003356977,-0.007981569739058614,0.05307081341743469,0.003068181872367859,-0.7949101185798645,0.17054355144500732,0.2,0.1749218398332596,85,0.0001
,,,,,,5400,7859,1.74,0.71,18,0,-0.25148585,,,,,,,,,,
0.9,5700,2971,1.26,0,-0.09103685763664543,5700,,,,,,,0.0014715778,-0.0029758819472044708,0.08479581028223038,0.0,-0.6917004227638245,0.13285797834396362,0.2,0.19372954964637756,90,0.0001
,,,,,,5700,8299,1.72,0.72,19,0,-0.26485069,,,,,,,,,,
0.92,6000,3168,1.2,0,-0.030051073767244817,6000,,,,,,,0.0012979454,-0.004109239559620619,0.07259632647037506,0.0,-0.6242579674720764,0.1964716911315918,0.2,0.17704592645168304,95,0.0001
,,,,,,6000,8741,1.49,0.79,20,0,-0.22515577999999997,,,,,,,,,,
0.92,6300,3348,1.26,0,-0.07054020411334933,6300,,,,,,,0.0017092008,-0.00627596715465188,0.074717216193676,0.0018181818723678588,-0.5479343008995056,0.20519179105758667,0.2,0.18173373758792877,100,0.0001
,,,,,,6300,9180,1.62,0.73,21,0,-0.25606187,,,,,,,,,,
0.88,6600,3538,1.36,0,-0.13046469572000205,6600,,,,,,,0.00035764877,-0.0010553768467798364,0.062276631593704224,0.0,-0.4843457114696503,0.2560446262359619,0.2,0.1688760632276535,105,0.0001
,,,,,,6600,9658,1.58,0.76,22,0,-0.18071960999999997,,,,,,,,,,
0.92,6900,3726,1.24,0,-0.07108159815892577,6900,,,,,,,0.00016912966,-0.0004328251004335471,0.08824705332517624,0.0,-0.46866623640060423,0.05642116069793701,0.2,0.19706044614315033,110,0.0001
,,,,,,6900,10096,1.52,0.79,23,0,-0.14908004000000002,,,,,,,,,,
0.96,7200,3895,1.08,0,-0.02783104940317571,7200,,,,,,,0.0006031323,-0.002776809035858605,0.06485502421855927,0.0,-0.43724241852760315,0.12546175718307495,0.2,0.1749313861131668,115,0.0001
,,,,,,7200,10534,1.74,0.7,24,0,-0.28131978,,,,,,,,,,
0.9,7500,4085,1.22,0,-0.08937380344141274,7500,,,,,,,0.0030371952,-0.0020810856408206746,0.10838384181261063,0.004943181872367859,-0.4087061858177185,0.11329543590545654,0.2,0.2100278204679489,120,0.0001
,,,,,,7500,10975,1.53,0.81,25,0,-0.20764881,,,,,,,,,,
0.94,7800,4278,1.14,0,-0.0481066710036248,7800,,,,,,,0.0001905384,-0.0008617481881810818,0.0840531662106514,0.0,-0.39203356266021727,0.10876679420471191,0.2,0.19960641324520112,125,0.0001
,,,,,,7800,11417,1.55,0.81,26,0,-0.18347329,,,,,,,,,,
0.88,8100,4466,1.3,0,-0.11483510539401323,8100,,,,,,,0.00018160115,-0.0011858623443004035,0.05912824720144272,0.0,-0.3749230921268463,0.2704409956932068,0.2,0.1539352282881737,130,0.0001
,,,,,,8100,11848,1.63,0.75,27,0,-0.229443,,,,,,,,,,
0.86,8400,4651,1.3,0,-0.15360235317610205,8400,,,,,,,8.944737e-05,-0.00014625779702328145,0.06983956694602966,0.0,-0.34059047341346743,0.1932605504989624,0.2,0.17767550885677338,135,0.0001
,,,,,,8400,12296,1.5,0.82,28,0,-0.20039543,,,,,,,,,,
0.86,8700,4838,1.3,0,-0.13380734199192376,8700,,,,,,,0.00017935658,-0.0010717814951203763,0.06101805716753006,0.0,-0.3282524609565735,0.128828227519989,0.2,0.1913225257396698,140,0.0001
,,,,,,8700,12745,1.68,0.73,29,0,-0.26728985,,,,,,,,,,
0.92,9000,5018,1.18,0,-0.09071360029280186,9000,,,,,,,0.00012882464,-0.0008598038236686989,0.08467206358909607,0.0,-0.3065125811100006,0.22896873950958252,0.2,0.17849864661693574,145,0.0001
,,,,,,9000,13185,1.56,0.78,30,0,-0.21477838999999999,,,,,,,,,,
0.94,9300,5214,1.16,0,-0.047858824208378795,9300,,,,,,,0.00011941085,-0.00094164309266489,0.052672818303108215,0.0,-0.28809825420379637,0.2462107539176941,0.2,0.18227422565221787,150,0.0001
,,,,,,9300,13635,1.58,0.78,31,0,-0.18500808000000002,,,,,,,,,,
0.84,9600,5402,1.42,0,-0.1551757693523541,9600,,,,,,,0.0011428499,-0.0008568554796511308,0.05042896419763565,0.00125,-0.27685561776161194,0.19776493310928345,0.2,0.14594675481319427,155,0.0001
,,,,,,9600,14097,1.68,0.71,32,0,-0.24984738999999997,,,,,,,,,,
0.9,9900,5591,1.28,0,-0.11098311866633594,9900,,,,,,,0.0010442734,-0.002611096960317809,0.09384298324584961,0.0025,-0.2647256898880005,0.09330260753631592,0.2,0.19012302339076995,160,0.0001
,,,,,,9900,14552,1.55,0.78,33,0,-0.21250102999999998,,,,,,,,,,
0.94,10200,5767,1.14,0,-0.072896206821315,10200,,,,,,,6.6184744e-05,-1.1400561779737473e-05,0.07326087355613708,0.0,-0.23351320683956145,0.22173982858657837,0.2,0.18296509623527527,165,0.0001
,,,,,,10200,14986,1.73,0.71,34,0,-0.24451207,,,,,,,,,,
0.88,10500,5947,1.28,0,-0.11011258909944445,10500,,,,,,,2.9401312e-05,-0.0004230608651414514,0.08821911364793777,0.0,-0.23078385651111602,0.220625102519989,0.2,0.17722898989915847,170,0.0001
,,,,,,10500,15420,1.58,0.77,35,0,-0.22173379000000001,,,,,,,,,,
0.92,10800,6127,1.18,0,-0.08871126318350435,10800,,,,,,,5.1569736e-05,-0.000613531116687227,0.05738643556833267,0.0,-0.2270541399717331,0.254386842250824,0.2,0.17799157440662383,175,0.0001
,,,,,,10800,15888,1.67,0.72,36,0,-0.25929801999999996,,,,,,,,,,
0.92,11100,6319,1.24,0,-0.07068256401456892,11100,,,,,,,0.007637107,-0.0012824545101102558,0.09635268896818161,0.0025,-0.2221231269836426,0.01596003770828247,0.2,0.20501426696777345,180,0.0001
,,,,,,11100,16328,1.56,0.79,37,0,-0.20176865000000008,,,,,,,,,,
0.9,11400,6491,1.24,0,-0.08922098063398153,11400,,,,,,,0.0001438764,-0.000829126022872515,0.07193499803543091,0.0,-0.21527856945991516,0.03013908863067627,0.2,0.181337970495224,185,0.0001
,,,,,,11400,16795,1.7,0.75,38,0,-0.23064114999999993,,,,,,,,,,
0.9,11700,6679,1.24,0,-0.11053465086966753,11700,,,,,,,0.0015339119,-0.0018637139652855695,0.06975742429494858,0.0025,-0.205101620554924,0.15568047761917114,0.2,0.18807897508144378,190,0.0001
,,,,,,11700,17233,1.57,0.76,39,0,-0.23708492999999997,,,,,,,,,,
0.9,12000,6878,1.26,0,-0.10993146605789661,12000,,,,,,,1.8019991e-05,-6.609285926288066e-05,0.0626087635755539,0.0,-0.189850617647171,0.21511739492416382,0.2,0.1701611226797104,195,0.0001
,,,,,,12000,17674,1.52,0.77,40,0,-0.23317912,,,,,,,,,,
0.94,12300,7072,1.14,0,-0.048476057727821174,12300,,,,,,,4.8339854e-05,-0.00041173337175223426,0.0765405222773552,0.0,-0.18689480304718017,0.26241493225097656,0.2,0.16567256510257722,200,0.0001
,,,,,,12300,18103,1.59,0.77,41,0,-0.21397088999999994,,,,,,,,,,
0.98,12600,7263,1.12,0,-0.030240633245557546,12600,,,,,,,0.00015797096,-0.001027738836610297,0.08150818943977356,0.0,-0.17435724139213563,0.22200727462768555,0.2,0.18398262858390807,205,0.0001
,,,,,,12600,18552,1.63,0.73,42,0,-0.26157553,,,,,,,,,,
0.98,12900,7448,1.14,0,-0.028649875517003237,12900,,,,,,,0.00033202968,-0.0015408375052811606,0.08817540854215622,0.0,-0.1577091133594513,0.23905247449874878,0.2,0.1736654135584831,210,0.0001
,,,,,,12900,18984,1.71,0.69,43,0,-0.28811588999999993,,,,,,,,,,
0.92,13200,7636,1.2,0,-0.09114388548769056,13200,,,,,,,1.0073743e-05,-3.980740227461865e-05,0.09749636799097061,0.0,-0.1457875257730484,0.23148947954177856,0.2,0.17533830374479295,215,0.0001
,,,,,,13200,19418,1.57,0.78,44,0,-0.18105412,,,,,,,,,,
0.92,13500,7818,1.26,0,-0.07013760761823505,13500,,,,,,,1.2643703e-05,-4.455055845710376e-05,0.09556741267442703,0.0,-0.14977626144886017,0.21554601192474365,0.2,0.1732740706205368,220,0.0001
,,,,,,13500,19872,1.63,0.75,45,0,-0.20393395999999997,,,,,,,,,,
0.9,13800,8005,1.2,0,-0.06956441338174045,13800,,,,,,,9.8067085e-06,-0.00010828636077974352,0.08603358268737793,0.0,-0.15072631299495698,0.24660617113113403,0.2,0.15670532256364822,225,0.0001
,,,,,,13800,20321,1.62,0.74,46,0,-0.24802452,,,,,,,,,,
0.9,14100,8182,1.22,0,-0.0714519310509786,14100,,,,,,,9.39127e-06,-9.915900855901327e-05,0.06361739337444305,0.0,-0.14696553707122803,0.3013075590133667,0.2,0.16889414221048354,230,0.0001
,,,,,,14100,20756,1.8,0.65,47,0,-0.37290310000000004,,,,,,,,,,
0.9,14400,8359,1.24,0,-0.1125684320088476,14400,,,,,,,2.7360209e-05,-0.0002922201544765812,0.08239986002445221,0.0,-0.15704922020435333,0.23713403940200806,0.2,0.17651771068572997,235,0.0001
,,,,,,14400,21194,1.66,0.73,48,0,-0.22707338000000005,,,,,,,,,,
0.84,14700,8558,1.38,0,-0.1568100173259154,14700,,,,,,,6.548008e-05,-0.0008189355414788224,0.06817065924406052,0.0,-0.13842136025428772,0.1561734676361084,0.2,0.1852174335718155,240,0.0001
,,,,,,14700,21688,1.43,0.83,49,0,-0.14311032,,,,,,,,,,
0.92,15000,8743,1.28,0,-0.07005168228410184,15000,,,,,,,0.00013506312,-0.0006229642243124545,0.06158440187573433,0.000625,-0.13822044491767882,0.21914613246917725,0.2,0.15277970016002654,245,0.0001
,,,,,,15000,22145,1.61,0.74,50,0,-0.22843121999999996,,,,,,,,,,
0.92,15300,8933,1.22,0,-0.08898110282141715,15300,,,,,,,6.208625e-05,-0.0009386371154823792,0.08756965398788452,0.0,-0.13143932759761812,0.1312362551689148,0.2,0.19238561928272246,250,0.0001
,,,,,,15300,22591,1.64,0.73,51,0,-0.24986861000000002,,,,,,,,,,
0.88,15600,9119,1.28,0,-0.11448687110096216,15600,,,,,,,8.174513e-05,-0.00046476109281570646,0.09565337747335434,0.0,-0.1285208135843277,0.17348706722259521,0.2,0.18706281006336212,255,0.0001
,,,,,,15600,23025,1.57,0.78,52,0,-0.1996031,,,,,,,,,,
0.88,15900,9303,1.3,0,-0.10986525520682335,15900,,,,,,,0.0019459451,-0.0005754961419734173,0.090149886906147,0.0025,-0.12569330126047135,0.15783995389938354,0.2,0.19304252803325653,260,0.0001
,,,,,,15900,23491,1.71,0.71,53,0,-0.29473607,,,,,,,,,,
0.8,16200,9491,1.46,0,-0.1761818633414805,16200,,,,,,,1.8247589e-05,-0.0002171213650711934,0.09704030305147171,0.0,-0.1327248078584671,0.23882973194122314,0.2,0.18035438120365144,265,0.0001
,,,,,,16200,23979,1.65,0.74,54,0,-0.25301727999999996,,,,,,,,,,
0.88,16500,9686,1.28,0,-0.09001808893866838,16500,,,,,,,0.000277698,-0.00036258745018130867,0.052738163620233536,0.003068181872367859,-0.1354964083433151,0.3112744688987732,0.2,0.14990214616060257,270,0.0001
,,,,,,16500,24422,1.48,0.81,55,0,-0.19694937999999998,,,,,,,,,,
0.82,16800,9882,1.42,0,-0.1540367435105145,16800,,,,,,,0.0009515468,-0.0006089248559055704,0.062259260565042496,0.0021590909361839297,-0.15084478616714478,0.26529473066329956,0.2,0.16541669070720671,275,0.0001
,,,,,,16800,24860,1.52,0.82,56,0,-0.16728607,,,,,,,,,,
0.92,17100,10064,1.2,0,-0.06916582046076655,17100,,,,,,,1.0844032e-05,-0.00020322121215144763,0.09912286698818207,0.0,-0.13669097900390625,0.06660729646682739,0.2,0.19549881398677826,280,0.0001
,,,,,,17100,25292,1.54,0.78,57,0,-0.20115697000000002,,,,,,,,,,
0.9,17400,10249,1.26,0,-0.0933372376486659,17400,,,,,,,0.000595894,-0.0004024213729780968,0.08709576725959778,0.0027840909361839293,-0.13572708070278167,0.15636688470840454,0.2,0.19688162565231324,285,0.0001
,,,,,,17400,25714,1.61,0.75,58,0,-0.21919661,,,,,,,,,,
0.88,17700,10430,1.3,0,-0.08945899420883506,17700,,,,,,,9.699911e-06,-0.00019657532546943913,0.0786031186580658,0.0,-0.13050104677677155,0.27520066499710083,0.2,0.16187155485153198,290,0.0001
,,,,,,17700,26150,1.65,0.74,59,0,-0.18034445999999996,,,,,,,,,,
0.8,18000,10614,1.4,0,-0.15404524632263927,18000,,,,,,,0.0015531243,-0.0017589984263759106,0.06843774020671844,0.0018181818723678588,-0.12529453843832017,0.07285809516906738,0.2,0.1768115985393524,295,0.0001
,,,,,,18000,26582,1.66,0.73,60,0,-0.22264608000000002,,,,,,,,,,
0.9,18300,10802,1.26,0,-0.11102985250763595,18300,,,,,,,7.8203884e-05,-0.0005860735867067035,0.099970743060112,0.0,-0.11520807772874832,0.18356835842132568,0.2,0.17692649364471436,300,0.0001
,,,,,,18300,26998,1.67,0.73,61,0,-0.20485130000000001,,,,,,,,,,
0.92,18600,10990,1.2,0,-0.06926561526488513,18600,,,,,,,0.0066100494,-0.002067016327600868,0.07349443435668945,0.006477272808551788,-0.11459758669137955,0.12034446001052856,0.2,0.17108202040195464,305,0.0001
,,,,,,18600,27435,1.66,0.72,62,0,-0.26192424,,,,,,,,,,
0.92,18900,11184,1.26,0,-0.07060793848708272,18900,,,,,,,4.189441e-05,-0.00047952345725889246,0.09110226482152939,0.0,-0.11496374130249024,0.15788382291793823,0.2,0.1983508563041687,310,0.0001
,,,,,,18900,28016,1.55,0.78,63,0,-0.20541831,,,,,,,,,,
0.94,19200,11366,1.22,0,-0.05183677165303379,19200,,,,,,,4.400853e-05,-0.0003787984872707284,0.067557692527771,0.0,-0.1174325168132782,0.22645795345306396,0.2,0.1720936131477356,315,0.0001
,,,,,,19200,28443,1.66,0.68,64,0,-0.31592231,,,,,,,,,,
0.96,19500,11551,1.08,0,-0.027025537993758918,19500,,,,,,,5.0976872e-05,-0.0005655485609099742,0.08052345365285873,0.0,-0.11163603007793427,0.23720884323120117,0.2,0.1804855340719223,320,0.0001
,,,,,,19500,28851,1.63,0.75,65,0,-0.22954878,,,,,,,,,,
0.94,19800,11742,1.2,0,-0.048735042847692964,19800,,,,,,,0.00068905257,-0.00043890608934987085,0.07659962773323059,0.001875,-0.11060023307800293,0.25058192014694214,0.2,0.1774955314397812,325,0.0001
,,,,,,19800,29287,1.61,0.76,66,0,-0.24923459999999995,,,,,,,,,,
0.92,20100,11933,1.22,0,-0.07083612468093634,20100,,,,,,,0.00026125726,-0.00062857136638371,0.0882996916770935,0.001875,-0.10157919645309449,0.16381490230560303,0.2,0.18303898751735687,330,0.0001
,,,,,,20100,29720,1.56,0.77,67,0,-0.22139395999999997,,,,,,,,,,
0.96,20400,12119,1.16,0,-0.028309131134301425,20400,,,,,,,1.2638471e-05,-5.3062615393173475e-06,0.07244701683521271,0.0,-0.0953249454498291,0.3301659822463989,0.2,0.14525485545396805,335,0.0001
,,,,,,20400,30139,1.66,0.71,68,0,-0.29400443,,,,,,,,,,
0.94,20700,12300,1.18,0,-0.0690724589303136,20700,,,,,,,1.1165389e-05,-0.00019245591535849371,0.07712702453136444,0.0,-0.0946061509847641,0.2264271378517151,0.2,0.17623617112636566,340,0.0001
,,,,,,20700,30574,1.69,0.68,69,0,-0.3064350599999999,,,,,,,,,,
0.86,21000,12492,1.32,0,-0.09590242026373744,21000,,,,,,,1.2807921e-05,-0.0003045415472956847,0.06560814380645752,0.0,-0.09575518250465392,0.3072631359100342,0.2,0.16408192098140717,345,0.0001
,,,,,,21000,31001,1.51,0.79,70,0,-0.21376425999999998,,,,,,,,,,
0.94,21300,12691,1.14,0,-0.027878461200743915,21300,,,,,,,1.8186664e-05,-0.00021108917176320573,0.07500651478767395,0.0,-0.09488625258207321,0.22360432147979736,0.2,0.18202122807502746,350,0.0001
,,,,,,21300,31416,1.51,0.81,71,0,-0.19004263999999998,,,,,,,,,,
0.94,21600,12874,1.16,0,-0.04819667424540967,21600,,,,,,,1.0242872e-05,-0.00014390722933157462,0.05985981225967407,0.0,-0.09309267908334733,0.2063097357749939,0.2,0.16651400953531265,355,0.0001
,,,,,,21600,31834,1.68,0.73,72,0,-0.26131343000000007,,,,,,,,,,
0.88,21900,13077,1.34,0,-0.07112790923565626,21900,,,,,,,2.8200448e-06,-2.5763105262228693e-05,0.09658468514680862,0.0,-0.09103237748146058,0.15182268619537354,0.2,0.19347443103790282,360,0.0001
,,,,,,21900,32291,1.68,0.71,73,0,-0.28850049,,,,,,,,,,
0.88,22200,13270,1.26,0,-0.08907729554455728,22200,,,,,,,6.15567e-06,-0.0001417540470985301,0.11144279688596725,0.0,-0.09073958575725555,0.21169495582580566,0.2,0.17008091658353805,365,0.0001
,,,,,,22200,32731,1.48,0.83,74,0,-0.16911325000000002,,,,,,,,,,
0.92,22500,13460,1.22,0,-0.08919578499160707,22500,,,,,,,5.445392e-06,-0.00012023903360727672,0.07404720783233643,0.0,-0.089490946829319,0.22245550155639648,0.2,0.16207251459360122,370,0.0001
,,,,,,22500,33149,1.6,0.73,75,0,-0.23247585,,,,,,,,,,
0.92,22800,13641,1.18,0,-0.03029561591334641,22800,,,,,,,0.00029245001,-0.0021629865479712864,0.06867648661136627,0.0027840909361839293,-0.0988184478878975,0.0797119140625,0.2,0.191456079185009,375,0.0001
,,,,,,22800,33596,1.75,0.66,76,0,-0.29874042,,,,,,,,,,
0.84,23100,13832,1.42,0,-0.15189905317965896,23100,,,,,,,0.0001426911,-0.00035839792632202716,0.07957594841718674,0.000625,-0.09527195781469346,0.20761936902999878,0.2,0.1856565773487091,380,0.0001
,,,,,,23100,34042,1.64,0.73,77,0,-0.27199492000000003,,,,,,,,,,
0.92,23400,14024,1.26,0,-0.09248971983790398,23400,,,,,,,6.25959e-05,-0.0003132525263936259,0.06739675253629684,0.0,-0.10265631258487701,0.24885660409927368,0.2,0.1701839604973793,385,0.0001
,,,,,,23400,34484,1.49,0.81,78,0,-0.22510865,,,,,,,,,,
0.94,23700,14212,1.16,0,-0.028481852947734296,23700,,,,,,,0.0004782788,-0.000856183693103958,0.09823786467313766,0.0027840909361839293,-0.09830143362283707,0.2848038077354431,0.2,0.16656762838363648,390,0.0001
,,,,,,23700,34904,1.63,0.73,79,0,-0.24994382,,,,,,,,,,
0.98,24000,14394,1.06,0,-0.028398729618638752,24000,,,,,,,5.8921425e-05,-0.000654484272367597,0.06881997734308243,0.0,-0.09239966511726379,0.08379411697387695,0.2,0.1998532396554947,395,0.0001
,,,,,,24000,35318,1.64,0.74,80,0,-0.28145669999999995,,,,,,,,,,
0.88,24300,14593,1.3,0,-0.11140139040537178,24300,,,,,,,3.037776e-05,-0.0003052903777421534,0.09635764360427856,0.0,-0.08092731028795243,0.2777710556983948,0.2,0.17287089347839354,400,0.0001
,,,,,,24300,35743,1.61,0.76,81,0,-0.2437886,,,,,,,,,,
0.86,24600,14775,1.34,0,-0.11095971496775746,24600,,,,,,,8.362515e-06,-8.380463942167182e-05,0.09859497845172882,0.0,-0.07865298300981521,0.23505079746246338,0.2,0.16477809816598893,405,0.0001
,,,,,,24600,36183,1.56,0.76,82,0,-0.24421427999999998,,,,,,,,,,
0.9,24900,14963,1.24,0,-0.0918587601883337,24900,,,,,,,1.1850911e-05,-0.00014224800656847947,0.10567841678857803,0.0,-0.07586298286914825,0.22409170866012573,0.2,0.189050857424736,410,0.0001
,,,,,,24900,36608,1.58,0.75,83,0,-0.22369398999999998,,,,,,,,,,
0.94,25200,15148,1.22,0,-0.029139122092165053,25200,,,,,,,1.0562129e-05,-0.00014511103994323095,0.07841665297746658,0.0,-0.07601058959960938,0.23096626996994019,0.2,0.1761930626630783,415,0.0001
,,,,,,25200,37021,1.56,0.76,84,0,-0.20619062,,,,,,,,,,
0.9,25500,15334,1.2,0,-0.0893189150467515,25500,,,,,,,1.3233484e-05,-0.00019889690235874724,0.07607588917016983,0.0,-0.07539090067148209,0.2340361475944519,0.2,0.17492166340351104,420,0.0001
,,,,,,25500,37432,1.58,0.78,85,0,-0.20680941,,,,,,,,,,
0.92,25800,15522,1.18,0,-0.06859513585455716,25800,,,,,,,2.1710991e-06,-3.3016023521668104e-05,0.0894453302025795,0.0,-0.07459604471921921,0.08190715312957764,0.2,0.1914149296283722,425,0.0001
,,,,,,25800,37860,1.58,0.79,86,0,-0.18903276,,,,,,,,,,
0.9,26100,15712,1.28,0,-0.09156693412922323,26100,,,,,,,3.3149227e-05,-0.00018713600842204414,0.04995335265994072,0.0,-0.08242761552333831,0.3120507001876831,0.2,0.1466114816069603,430,0.0001
,,,,,,26100,38292,1.48,0.82,87,0,-0.16826333000000004,,,,,,,,,,
0.92,26400,15900,1.2,0,-0.02891011469066143,26400,,,,,,,2.4675901e-05,-0.000196568797036889,0.07456878572702408,0.0,-0.08066209346055984,0.3267859220504761,0.2,0.1476979896426201,435,0.0001
,,,,,,26400,38743,1.6,0.74,88,0,-0.26521322999999997,,,,,,,,,,
0.92,26700,16091,1.2,0,-0.06929942640010267,26700,,,,,,,9.5181626e-05,-0.0009243941516611187,0.10752683877944946,0.0,-0.07785573869943618,0.2507389783859253,0.2,0.18370546102523805,440,0.0001
,,,,,,26700,39186,1.59,0.76,89,0,-0.22376456,,,,,,,,,,
0.94,27000,16287,1.14,0,-0.0675809325510636,27000,,,,,,,0.0001915393,-0.001148561687758729,0.0755622386932373,0.000625,-0.06917029738426209,0.2798895835876465,0.2,0.16646698951721192,445,0.0001
,,,,,,27000,39630,1.51,0.81,90,0,-0.2028704,,,,,,,,,,
0.9,27300,16472,1.24,0,-0.10914983689785003,27300,,,,,,,5.508028e-06,-1.6259029516163537e-06,0.08388504385948181,0.0,-0.0633550027012825,0.16828233003616333,0.2,0.18176488637924193,450,0.0001
,,,,,,27300,40065,1.52,0.77,91,0,-0.24035948000000004,,,,,,,,,,
0.92,27600,16647,1.22,0,-0.08878517928533255,27600,,,,,,,3.8571657e-06,-1.1933242732737882e-05,0.08576683700084686,0.0,-0.062391297817230226,0.25128287076950073,0.2,0.17629250228405,455,0.0001
,,,,,,27600,40483,1.68,0.7,92,0,-0.29865081,,,,,,,,,,
0.9,27900,16855,1.3,0,-0.09544145981781185,27900,,,,,,,2.1568872e-05,-0.00023924905531643503,0.09832852333784103,0.0,-0.06868965283036232,0.2758384943008423,0.2,0.1771607494354248,460,0.0001
,,,,,,27900,40906,1.42,0.84,93,0,-0.14019837000000002,,,,,,,,,,
