eval/mean_reward,env/current_idx,eval/mean_ep_length,time/total_timesteps,eval/success_rate,env/n_steps,env/completion_counter,rollout/ep_len_mean,rollout/ep_rew_mean,time/iterations,time/fps,time/time_elapsed,rollout/success_rate,train/n_updates,train/loss,train/explained_variance,train/entropy_loss,train/value_loss,train/policy_gradient_loss,train/clip_fraction,train/approx_kl,train/clip_range,train/learning_rate
-0.0497413991484791,6029,1.2,9870,0.94,9870,0,,,,,,,3280,0.12665487825870514,0.2552028298377991,-0.005213311454281211,0.2953163981437683,8.384188095078571e-06,0.0,3.973643e-09,0.2,0.001
,,,9870,,,,1.57,-0.21120593999999998,329,0,37798,0.76,,,,,,,,,,
-0.049047695263288914,6054,1.14,9900,0.94,9900,0,,,,,,,3290,0.06959526240825653,0.10585278272628784,-0.004417617153376341,0.16209813207387924,-2.3313363620935946e-06,0.0,0.0,0.2,0.001
,,,9900,,,,1.51,-0.20421834,330,0,37896,0.77,,,,,,,,,,
-0.0683759933244437,6070,1.2,9930,0.92,9930,0,,,,,,,3300,0.05518932268023491,0.33085352182388306,-0.004640401108190417,0.12499628216028214,-1.175800959529738e-06,0.0,0.0,0.2,0.001
,,,9930,,,,1.56,-0.19532503,331,0,38003,0.76,,,,,,,,,,
-0.07054929627105594,6089,1.28,9960,0.92,9960,0,,,,,,,3310,0.05555761978030205,0.1988430619239807,-0.0054115550592541695,0.13520431891083717,-1.105934374514561e-05,0.0,1.5894573e-08,0.2,0.001
,,,9960,,,,1.56,-0.19816367,332,0,38120,0.76,,,,,,,,,,
-0.1916717908717692,6107,1.44,9990,0.8,9990,0,,,,,,,3320,0.03710414469242096,0.48360705375671387,-0.0037949319230392575,0.09895787015557289,-5.841553309782199e-06,0.0,0.0,0.2,0.001
,,,9990,,,,1.52,-0.19244231999999997,333,0,38240,0.77,,,,,,,,,,
-0.03685915697365999,6124,1.22,10020,0.92,10020,0,,,,,,,3330,0.08681782335042953,0.1337626576423645,-0.006186617165803909,0.22489032298326492,1.658499244250322e-06,0.0,0.0,0.2,0.001
,,,10020,,,,1.61,-0.21657787999999997,334,0,38345,0.74,,,,,,,,,,
-0.0719302658457309,6142,1.24,10050,0.94,10050,0,,,,,,,3340,0.1306547224521637,-0.1761767864227295,-0.003986876271665096,0.337196946144104,4.115204090826552e-08,0.0,0.0,0.2,0.001
,,,10050,,,,1.65,-0.24949567000000003,335,0,38452,0.72,,,,,,,,,,
-0.218694321019575,6160,1.5,10080,0.78,10080,0,,,,,,,3350,0.058992329984903336,0.5059137344360352,-0.004017365910112858,0.16409448981285096,-6.290276893139434e-07,0.0,0.0,0.2,0.001
,,,10080,,,,1.69,-0.27918345000000006,336,0,38609,0.7,,,,,,,,,,
-0.11056846129707992,6176,1.32,10110,0.88,10110,0,,,,,,,3360,0.0617695115506649,0.292397677898407,-0.005237859673798084,0.1524924598634243,-7.468064552540454e-06,0.0,0.0,0.2,0.001
,,,10110,,,,1.7,-0.30801546999999996,337,0,38728,0.68,,,,,,,,,,
-0.03132113636936992,6192,1.2,10140,0.9,10140,0,,,,,,,3370,0.03983044996857643,0.47303467988967896,-0.007159969070926309,0.10394698157906532,-2.1343553983754758e-06,0.0,7.947286e-09,0.2,0.001
,,,10140,,,,1.74,-0.31575149999999996,338,0,38832,0.66,,,,,,,,,,
-0.049292916050180796,6212,1.18,10170,0.94,10170,0,,,,,,,3380,0.06526455283164978,0.3845561742782593,-0.00827266531996429,0.15301455110311507,-4.258791633979797e-05,0.0,1.5099843e-07,0.2,0.001
,,,10170,,,,1.74,-0.31552727,339,0,38932,0.66,,,,,,,,,,
-0.13146707912441344,6232,1.36,10200,0.84,10200,0,,,,,,,3390,0.0753980353474617,0.12180960178375244,-0.0049111056607216595,0.1948395311832428,4.8823778888262835e-06,0.0,0.0,0.2,0.001
,,,10200,,,,1.68,-0.30246270999999997,340,0,39058,0.69,,,,,,,,,,
-0.11002025611232966,6251,1.32,10230,0.9,10230,0,,,,,,,3400,0.08177930861711502,0.213223397731781,-0.003185369516722858,0.17516567856073378,-2.2053718851111626e-08,0.0,0.0,0.2,0.001
,,,10230,,,,1.61,-0.26626034,341,0,39171,0.73,,,,,,,,,,
-0.09091230937745422,6269,1.32,10260,0.86,10260,0,,,,,,,3410,0.058800023049116135,0.31370967626571655,-0.006331005180254578,0.1450426198542118,-0.00011142790092595334,0.0,8.0863634e-07,0.2,0.001
,,,10260,,,,1.62,-0.2513243,342,0,39286,0.73,,,,,,,,,,
-0.1113182428944856,6288,1.34,10290,0.86,10290,0,,,,,,,3420,0.08599276095628738,0.20892876386642456,-0.010818086750805377,0.20504804104566574,-3.385484204345701e-05,0.0,3.2981237e-07,0.2,0.001
,,,10290,,,,1.59,-0.23092799999999997,343,0,39408,0.75,,,,,,,,,,
-0.11347918566316366,6303,1.26,10320,0.88,10320,0,,,,,,,3430,0.054355867207050323,-0.03622901439666748,-0.004050893196836114,0.13919329643249512,3.2136837376128826e-06,0.0,0.0,0.2,0.001
,,,10320,,,,1.65,-0.26135295999999997,344,0,39518,0.72,,,,,,,,,,
-0.09120424134191125,6324,1.34,10350,0.88,10350,0,,,,,,,3440,0.13057780265808105,-0.19471728801727295,-0.0054631891194731,0.3164514273405075,-5.969107106196248e-06,0.0,3.973643e-09,0.2,0.001
,,,10350,,,,1.63,-0.24444374000000002,345,0,39635,0.73,,,,,,,,,,
-0.13226897010579705,6343,1.36,10380,0.86,10380,0,,,,,,,3450,0.07611291110515594,0.37554043531417847,-0.006916435388848186,0.19162033796310424,-7.3853134573198535e-06,0.0,5.9604646e-09,0.2,0.001
,,,10380,,,,1.63,-0.23837142999999997,346,0,39755,0.73,,,,,,,,,,
-0.15499620622489602,6362,1.4,10410,0.86,10410,0,,,,,,,3460,0.10848088562488556,0.09782862663269043,-0.005269871046766639,0.262131841480732,-4.487037695888319e-06,0.0,1.9868216e-09,0.2,0.001
,,,10410,,,,1.64,-0.23693657999999998,347,0,39871,0.72,,,,,,,,,,
-0.0501299137622118,6375,1.18,10440,0.92,10440,0,,,,,,,3470,0.07526745647192001,-0.07618451118469238,-0.010042500030249358,0.1873571276664734,-2.2239784528643725e-05,0.0,4.3710074e-08,0.2,0.001
,,,10440,,,,1.7,-0.27564331000000003,348,0,39974,0.7,,,,,,,,,,
-0.0893563832808286,6398,1.22,10470,0.9,10470,0,,,,,,,3480,0.13496142625808716,0.0025712251663208008,-0.01997460946440697,0.3631851315498352,-1.7102956887082855e-05,0.0,3.774961e-07,0.2,0.001
,,,10470,,,,1.61,-0.26102149,349,0,40084,0.73,,,,,,,,,,
-0.04930298002902418,6418,1.2,10500,0.92,10500,0,,,,,,,3490,0.06243247538805008,0.32619786262512207,-0.006224913569167256,0.15713490396738053,-1.7148256320709266e-06,0.0,0.0,0.2,0.001
,,,10500,,,,1.56,-0.23593851000000005,350,0,40193,0.76,,,,,,,,,,
-0.049136091805994514,6432,1.2,10530,0.96,10530,0,,,,,,,3500,0.0430418998003006,0.36555349826812744,-0.0055231619626283646,0.10533113330602646,-4.9136082529877e-06,0.0,0.0,0.2,0.001
,,,10530,,,,1.61,-0.24224280999999995,351,0,40298,0.74,,,,,,,,,,
-0.17823300815653056,6449,1.54,10560,0.78,10560,0,,,,,,,3510,0.07511775195598602,-0.07574784755706787,-0.010646297968924046,0.21244182288646699,-0.00180421680037397,0.0,1.9900004e-05,0.2,0.001
,,,10560,,,,1.71,-0.29798293,352,0,40416,0.69,,,,,,,,,,
-0.09064365261700004,6468,1.3,10590,0.88,10590,0,,,,,,,3520,0.08344528079032898,0.04629272222518921,-0.0060402932576835155,0.2062314122915268,2.8693278982228064e-05,0.0,5.9604645e-08,0.2,0.001
,,,10590,,,,1.68,-0.28622256999999995,353,0,40528,0.7,,,,,,,,,,
-0.06984274151269347,6484,1.28,10620,0.9,10620,0,,,,,,,3530,0.05757664516568184,0.09331369400024414,-0.0036325719906017185,0.14077215865254403,-1.087188706705433e-06,0.0,0.0,0.2,0.001
,,,10620,,,,1.68,-0.25789961999999994,354,0,40635,0.71,,,,,,,,,,
-0.06967617890797556,6499,1.16,10650,0.94,10650,0,,,,,,,3540,0.06454590708017349,0.379213809967041,-0.0030347115360200407,0.15503737032413484,7.310509642977081e-07,0.0,0.0,0.2,0.001
,,,10650,,,,1.78,-0.29270776000000004,355,0,40740,0.67,,,,,,,,,,
-0.09269160520285367,6518,1.3,10680,0.88,10680,0,,,,,,,3550,0.05669310688972473,0.4889374375343323,-0.002951477374881506,0.15157118663191796,-2.0146369852369617e-07,0.0,0.0,0.2,0.001
,,,10680,,,,1.78,-0.31451454,356,0,40942,0.66,,,,,,,,,,
-0.11178700554650277,6537,1.34,10710,0.86,10710,0,,,,,,,3560,0.0505882166326046,0.4770938754081726,-0.0029660242842510344,0.1326223462820053,-1.4214465924311525e-07,0.0,0.0,0.2,0.001
,,,10710,,,,1.71,-0.28039688,357,0,41059,0.69,,,,,,,,,,
-0.1098416660958901,6555,1.32,10740,0.86,10740,0,,,,,,,3570,0.05327504873275757,0.21191978454589844,-0.0031791723100468515,0.14736103117465973,-3.034869815898844e-07,0.0,0.0,0.2,0.001
,,,10740,,,,1.72,-0.28570936,358,0,41174,0.68,,,,,,,,,,
-0.09048996441531926,6574,1.24,10770,0.92,10770,0,,,,,,,3580,0.09260787814855576,0.003544449806213379,-0.0036915408913046122,0.22058741748332977,-1.3003746532902482e-07,0.0,0.0,0.2,0.001
,,,10770,,,,1.68,-0.30724868,359,0,41277,0.69,,,,,,,,,,
-0.11156380832195283,6588,1.32,10800,0.86,10800,0,,,,,,,3590,0.049201592803001404,0.5138582587242126,-0.003947728266939521,0.12242273986339569,-1.227160290717677e-06,0.0,0.0,0.2,0.001
,,,10800,,,,1.7,-0.3304030000000001,360,0,41386,0.67,,,,,,,,,,
-0.07096026443876326,6608,1.3,10830,0.9,10830,0,,,,,,,3600,0.09361393004655838,-0.05037951469421387,-0.002978110546246171,0.22684770822525024,-2.066294322311535e-08,0.0,0.0,0.2,0.001
,,,10830,,,,1.65,-0.31892309999999996,361,0,41494,0.69,,,,,,,,,,
-0.09016927264165134,6629,1.24,10860,0.92,10860,0,,,,,,,3610,0.06240268424153328,0.3789931535720825,-0.003564878273755312,0.161411864310503,-1.1709332579101783e-06,0.0,0.0,0.2,0.001
,,,10860,,,,1.61,-0.30698047000000006,362,0,41603,0.71,,,,,,,,,,
-0.11240722607821226,6646,1.32,10890,0.86,10890,0,,,,,,,3620,0.06288226693868637,-0.0005105733871459961,-0.0031941064167767762,0.18053595572710038,-2.02059746579053e-07,0.0,0.0,0.2,0.001
,,,10890,,,,1.6,-0.28550432000000003,363,0,41721,0.71,,,,,,,,,,
-0.07232061349786818,6662,1.2,10920,0.92,10920,0,,,,,,,3630,0.07477836310863495,-0.028932690620422363,-0.003627106989733875,0.20366739481687546,-2.576907532692019e-07,0.0,0.0,0.2,0.001
,,,10920,,,,1.68,-0.33034389999999997,364,0,41825,0.68,,,,,,,,,,
-0.11264316575601697,6683,1.42,10950,0.82,10950,0,,,,,,,3640,0.08473894745111465,0.064208984375,-0.003650831920094788,0.2149830088019371,-2.3633241372778002e-07,0.0,0.0,0.2,0.001
,,,10950,,,,1.6,-0.2849324,365,0,41948,0.72,,,,,,,,,,
-0.06938021981157362,6703,1.2,10980,0.92,10980,0,,,,,,,3650,0.06668338924646378,0.3633723258972168,-0.0038761116564273836,0.15990924835205078,-1.1392434602797152e-06,0.0,0.0,0.2,0.001
,,,10980,,,,1.58,-0.26322422,366,0,42059,0.74,,,,,,,,,,
-0.04875019262544811,6721,1.14,11010,0.94,11010,0,,,,,,,3660,0.056695606559515,0.34627699851989746,-0.004055210063233972,0.1362208440899849,-3.941853827349462e-07,0.0,0.0,0.2,0.001
,,,11010,,,,1.61,-0.26168673000000003,367,0,42164,0.73,,,,,,,,,,
-0.07586689886637032,6739,1.28,11040,0.9,11040,0,,,,,,,3670,0.09235584735870361,0.1281161904335022,-0.003439688985235989,0.20375150740146636,-1.2367963795334446e-07,0.0,0.0,0.2,0.001
,,,11040,,,,1.65,-0.27924303,368,0,42278,0.71,,,,,,,,,,
-0.048376632677391174,6756,1.16,11070,0.94,11070,0,,,,,,,3680,0.10669559985399246,0.022106528282165527,-0.0034579431172460317,0.25017126351594926,-1.8139680015849536e-07,0.0,0.0,0.2,0.001
,,,11070,,,,1.6,-0.26562260000000004,369,0,42381,0.73,,,,,,,,,,
-0.06887595857027919,6772,1.2,11100,0.92,11100,0,,,,,,,3690,0.11168795824050903,-0.10003316402435303,-0.004635551664978266,0.2475458338856697,-1.2016296163430694e-06,0.0,0.0,0.2,0.001
,,,11100,,,,1.67,-0.27850177,370,0,42489,0.7,,,,,,,,,,
-0.09059587968513369,6791,1.32,11130,0.88,11130,0,,,,,,,3700,0.07542683929204941,0.280078649520874,-0.005070221005007624,0.16613417416810988,-3.546078964156152e-06,0.0,3.973643e-09,0.2,0.001
,,,11130,,,,1.67,-0.24547549999999999,371,0,42598,0.71,,,,,,,,,,
-0.007941380897536874,6808,1.1,11160,0.98,11160,0,,,,,,,3710,0.08524495363235474,0.04926729202270508,-0.0038230231497436763,0.1861482173204422,-4.579623516853815e-07,0.0,0.0,0.2,0.001
,,,11160,,,,1.73,-0.29286316999999995,372,0,42699,0.67,,,,,,,,,,
-0.09155453724320978,6828,1.18,11190,0.92,11190,0,,,,,,,3720,0.04243883863091469,0.456811785697937,-0.022409748192876576,0.18590098544955252,-0.013860406174013917,0.030000001564621924,0.56341475,0.2,0.001
,,,11190,,,,1.69,-0.29618321000000003,373,0,42801,0.69,,,,,,,,,,
-0.08871250811498613,6847,1.24,11220,0.92,11220,0,,,,,,,3730,0.058110740035772324,0.4625512957572937,-0.011532900668680669,0.17130067348480224,-0.00013597895859369659,0.0,9.834766e-07,0.2,0.001
,,,11220,,,,1.66,-0.27961674999999997,374,0,42908,0.71,,,,,,,,,,
-0.15148328034207226,6865,1.36,11250,0.86,11250,0,,,,,,,3740,0.02672709710896015,0.15646284818649292,-0.09000317528843879,0.14094823971390724,-0.009295920522417855,0.04666666761040687,0.042154994,0.2,0.001
,,,11250,,,,1.6,-0.25435736999999997,375,0,43023,0.74,,,,,,,,,,
-0.02828091041650623,6881,1.14,11280,0.98,11280,0,,,,,,,3750,0.0104217529296875,0.2140355110168457,-0.2610933780670166,0.15054946616292,-0.028073640440901215,0.14000000357627868,0.0834794,0.2,0.001
,,,11280,,,,1.66,-0.26665671999999996,376,0,43129,0.71,,,,,,,,,,
-0.11456297189928591,6899,1.32,11310,0.86,11310,0,,,,,,,3760,-0.012557294219732285,0.394528865814209,-0.2634344190359116,0.11181508600711823,-0.034479072590668916,0.13666667006909847,0.17153859,0.2,0.001
,,,11310,,,,1.64,-0.24784182000000002,377,0,43237,0.73,,,,,,,,,,
-0.09135949548799545,6917,1.24,11340,0.9,11340,0,,,,,,,3770,-0.024692289531230927,0.381605863571167,-0.444095978140831,0.14163082391023635,-0.059520733108123024,0.27000000700354576,0.13411936,0.2,0.001
,,,11340,,,,1.69,-0.26922033,378,0,43350,0.7,,,,,,,,,,
-0.05179994969628751,6936,1.22,11370,0.94,11370,0,,,,,,,3780,0.04947536438703537,-0.20941269397735596,-0.42202049791812896,0.279583840072155,-0.048045746212204324,0.2100000075995922,0.16816832,0.2,0.001
,,,11370,,,,1.67,-0.26792384,379,0,43455,0.71,,,,,,,,,,
-0.11315092861652375,6953,1.32,11400,0.88,11400,0,,,,,,,3790,-0.0023990869522094727,0.2639753818511963,-0.4019041478633881,0.1798275277018547,-0.05413835822294146,0.1766666729003191,0.05085671,0.2,0.001
,,,11400,,,,1.7,-0.27099818999999997,380,0,43565,0.69,,,,,,,,,,
-0.10959577707573771,6970,1.26,11430,0.9,11430,0,,,,,,,3800,-0.028398044407367706,0.12432867288589478,-0.3886734336614609,0.16729341000318526,-0.05355063830191895,0.1800000037997961,0.064974904,0.2,0.001
,,,11430,,,,1.68,-0.28349735,381,0,43679,0.69,,,,,,,,,,
-0.1313230680860579,6987,1.4,11460,0.82,11460,0,,,,,,,3810,-0.010800071060657501,0.2878262400627136,-0.4063891410827637,0.18133170604705812,-0.05510572378834091,0.24666667282581328,0.10929286,0.2,0.001
,,,11460,,,,1.69,-0.28089833,382,0,43800,0.68,,,,,,,,,,
-0.07035917303524912,7006,1.18,11490,0.92,11490,0,,,,,,,3820,-0.042645931243896484,0.03711271286010742,-0.4125647902488708,0.2041758343577385,-0.07998811371624477,0.34333334118127823,0.17222057,0.2,0.001
,,,11490,,,,1.71,-0.27976300000000004,383,0,43903,0.67,,,,,,,,,,
-0.13044464004691692,7027,1.32,11520,0.86,11520,0,,,,,,,3830,0.00890430063009262,0.11533546447753906,-0.2796143740415573,0.14817423969507218,-0.03937440877159428,0.2433333396911621,0.14328034,0.2,0.001
,,,11520,,,,1.63,-0.23594786999999998,384,0,44022,0.71,,,,,,,,,,
-0.0684322741581127,7047,1.16,11550,0.92,11550,0,,,,,,,3840,-0.04939112439751625,0.3517685532569885,-0.3071524888277054,0.11332948505878448,-0.06275509772201389,0.26666667461395266,0.04394339,0.2,0.001
,,,11550,,,,1.63,-0.24087889999999998,385,0,44134,0.71,,,,,,,,,,
-0.06814791363663972,7064,1.18,11580,0.92,11580,0,,,,,,,3850,0.06489212810993195,-0.30398881435394287,-0.18326493054628373,0.2778304025530815,-0.031747825903197045,0.14000000357627868,0.2527383,0.2,0.001
,,,11580,,,,1.59,-0.22329429,386,0,44243,0.74,,,,,,,,,,
-0.048978791311383246,7081,1.18,11610,0.94,11610,0,,,,,,,3860,0.055212270468473434,0.1033937931060791,-0.07612828295677901,0.2013028472661972,-0.028776487670838867,0.14666667133569716,0.34707418,0.2,0.001
,,,11610,,,,1.63,-0.22044695999999994,387,0,44342,0.73,,,,,,,,,,
-0.1104090141877532,7097,1.34,11640,0.84,11640,0,,,,,,,3870,0.04576242342591286,0.10433483123779297,-0.08876052126288414,0.17971374690532685,-0.02003358553474146,0.0833333358168602,0.019251129,0.2,0.001
,,,11640,,,,1.66,-0.24437114000000001,388,0,44445,0.73,,,,,,,,,,
-0.06889203503727913,7113,1.2,11670,0.92,11670,0,,,,,,,3880,0.03068675473332405,-0.012381911277770996,-0.17150417268276213,0.21429215371608734,-0.02793598254832137,0.10000000447034836,0.04421139,0.2,0.001
,,,11670,,,,1.69,-0.28684846,389,0,44555,0.71,,,,,,,,,,
