time/total_timesteps,env/n_steps,time/time_elapsed,time/fps,env/current_idx,env/completion_counter,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,time/iterations,train/entropy_loss,train/value_loss,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/loss,train/clip_range,train/approx_kl,train/clip_fraction,eval/mean_ep_length,eval/mean_reward,eval/success_rate
22600,22600,36446,0,3272,3,-0.0406491,1.14,1.0,226,-0.07201575636863708,0.0038091916125267745,0.001,2250,-0.005784480224363442,0.051202237606048584,-0.010518405586481094,0.2,0.0019651407,0.011999999731779098,,,
22700,22700,36587,0,3353,3,-0.052434459999999995,1.19,0.99,227,-0.09926548078656197,0.030967105738818647,0.001,2260,-0.008651417155284414,0.22733581066131592,-0.0039491597563028336,0.2,0.010791809,0.03199999835342169,,,
22800,22800,36723,0,3440,3,-0.039475460000000004,1.17,1.0,228,-0.16077177971601486,0.09274300821125507,0.001,2270,-0.020340747151640314,0.33574289083480835,-0.008463647216558456,0.2,0.07420266,0.06799999885261059,,,
22900,22900,36864,0,3519,3,-0.08129802,1.21,0.98,229,-0.1540018916130066,0.01998319011181593,0.001,2280,-0.021417990131303456,-0.16246771812438965,-0.027072831988334656,0.2,0.042998713,0.048999998904764655,,,
23000,23000,,,3602,3,,,,,-0.1902458608150482,0.19477360248565673,0.001,2290,-0.025573279463220366,0.5988329648971558,0.028016120195388794,0.2,0.01747381,0.0529999990016222,1.07,-0.026861530484165997,1.0
23000,,37157,0,,,-0.053758160000000006,1.17,0.99,230,,,,,,,,,,,,,
23100,23100,37299,0,3695,3,-0.03015205,1.07,1.0,231,-0.1155741848051548,0.13593236804008485,0.001,2300,-0.03331096037849797,0.4486873149871826,0.0029766708612442017,0.2,0.107218795,0.08599999770522118,,,
23200,23200,37447,0,3787,3,-0.02772129,1.08,1.0,232,-0.0525207057595253,0.09307503923773766,0.001,2310,-0.002021424931183002,-0.33331429958343506,0.028744470328092575,0.2,0.0015941291,0.007999999821186066,,,
23300,23300,37576,0,3860,3,-0.06099724,1.22,0.99,233,-0.03987969122827053,0.03179145026952028,0.001,2320,-0.018120099417865278,-3.6025638580322266,-0.016137856990098953,0.2,0.0031653005,0.01699999962002039,,,
23400,23400,37718,0,3942,3,-0.05791834,1.25,1.0,234,-0.13817691206932067,0.15298731923103331,0.001,2330,-0.023238810431212186,0.3973797559738159,0.02776123583316803,0.2,0.04699645,0.06299999877810478,,,
23500,23500,37855,0,4027,3,-0.05421105000000002,1.15,0.99,235,-0.1271711751818657,0.06425177678465843,0.001,2340,-0.01701468939892905,0.5099968910217285,-0.007748175412416458,0.2,0.02298821,0.05599999837577343,,,
23600,23600,37998,0,4117,3,-0.04211485999999999,1.11,0.99,236,-0.10076767206192017,0.11089761555194855,0.001,2350,-0.019642157066613562,0.5253562927246094,0.0036821458488702774,0.2,0.013195521,0.07799999564886093,,,
23700,23700,38136,0,4204,3,-0.04575646,1.13,0.99,237,-0.07354845181107521,0.09554561451077462,0.001,2360,-0.011522891356144172,0.33996808528900146,0.002261197194457054,0.2,0.005408961,0.03099999912083149,,,
23800,23800,38272,0,4294,3,-0.04151542,1.14,1.0,238,-0.09519862309098244,0.09618123024702072,0.001,2370,-0.009966758068650971,0.4938109517097473,0.018998177722096443,0.2,0.004335032,0.031999999284744264,,,
23900,23900,38416,0,4378,3,-0.07007585000000001,1.17,0.99,239,-0.05673156902194023,0.09168988950550556,0.001,2380,-0.00772862584516405,-5.777503967285156,0.014196829870343208,0.2,0.0015587652,0.010999999754130841,,,
24000,24000,,,4473,3,,,,,-0.09305254593491555,0.25840211659669876,0.001,2390,-0.009687573112547376,0.4125303030014038,0.08935185521841049,0.2,0.0054467153,0.021999999508261682,1.19,-0.04780317105120048,0.99
24000,,38740,0,,,-0.019025570000000002,1.04,1.0,240,,,,,,,,,,,,,
24100,24100,38879,0,4563,3,-0.029076549999999996,1.11,1.0,241,-0.05932813547551632,0.08694729022681713,0.001,2400,-0.015773797456174778,-4.9064459800720215,-0.006210222840309143,0.2,0.0016367882,0.010999999754130841,,,
24200,24200,39012,0,4632,3,-0.10245023000000003,1.32,0.97,242,-0.07282255738973617,0.02197866658680141,0.001,2410,-0.008034076935611622,-0.032111406326293945,-0.005976466462016106,0.2,0.12526998,0.05199999921023846,,,
24300,24300,39152,0,4713,3,-0.10815620000000001,1.3,0.97,243,-0.11903419718146324,0.4498372942209244,0.001,2420,-0.021623479994013907,0.1450442671775818,0.12885135412216187,0.2,0.018429227,0.05299999918788671,,,
24400,24400,81375,0,4805,3,-0.025883410000000003,1.08,1.0,244,-0.07638462707400322,0.4323458433151245,0.001,2430,-0.011053916786797301,0.288071870803833,0.14643248915672302,0.2,0.003198471,0.022999998927116395,,,
24500,24500,81521,0,4880,3,-0.06082635999999999,1.27,0.99,245,-0.06606080345809459,0.05741235297173262,0.001,2440,-0.01603036116063592,-5.258519649505615,0.005890499800443649,0.2,0.0017286384,0.02499999925494194,,,
24600,24600,81664,0,4962,3,-0.058649110000000004,1.19,0.99,246,-0.11664649322628975,0.22614981681108476,0.001,2450,-0.005438063303940055,-0.09360170364379883,0.05776438117027283,0.2,0.0042211325,0.01999999936670065,,,
24700,24700,81812,0,48,4,-0.05177291999999999,1.16,0.99,247,-0.12209370955824853,0.21497152149677276,0.001,2460,-0.019938058119267233,0.20479702949523926,0.053317125886678696,0.2,0.009410266,0.04799999911338091,,,
24800,24800,81950,0,121,4,-0.06658188,1.28,0.99,248,-0.1174876369535923,0.11345771923661233,0.001,2470,-0.009215772850438952,0.5189681053161621,0.03288474678993225,0.2,0.0027543188,0.06399999931454659,,,
24900,24900,82090,0,186,4,-0.10932857,1.39,0.98,249,-0.03152108369395137,0.1350216880440712,0.001,2480,-0.015310555677860905,0.2588540315628052,0.03410729765892029,0.2,0.0058243633,0.021999999508261682,,,
25000,25000,,,272,4,,,,,-0.03388324584811926,0.2405824616551399,0.001,2490,-0.000576861487003022,0.5002869367599487,0.10641876608133316,0.2,0.004548259,0.007999999821186066,1.19,-0.07593254297506064,0.98
25000,,82401,0,,,-0.08119725000000001,1.25,0.98,250,,,,,,,,,,,,,
25100,25100,82552,0,353,4,-0.06233517,1.19,0.99,251,-0.006739127030596137,0.10618374273180961,0.001,2500,-0.005609250416979172,0.28962379693984985,0.03548037260770798,0.2,0.0044912957,0.007999999821186066,,,
25200,25200,82691,0,450,4,-0.01588614,1.03,1.0,252,-0.005486563174054026,0.08941300511360169,0.001,2510,6.021237299869142e-05,0.6349951028823853,0.03710757941007614,0.2,4.887581e-08,0.0,,,
25300,25300,82830,0,535,4,-0.05078995000000001,1.16,0.99,253,-0.0027657072292640804,0.0077929153805598615,0.001,2520,-0.0007041252565686662,-12.74993896484375,0.0009218665072694421,0.2,0.00077026844,0.004999999888241291,,,
25400,25400,82970,0,632,4,-0.01641585,1.03,1.0,254,-0.003674954338930547,0.12222508490085601,0.001,2530,-8.298158593156302e-07,-0.1363917589187622,0.0338856466114521,0.2,1.1920929e-09,0.0,,,
25500,25500,83116,0,712,4,-0.06290565,1.22,0.98,255,-0.0026403058553114535,0.012830869853496551,0.001,2540,-4.03988356261209e-06,-4.475992202758789,0.004384471103549004,0.2,0.0,0.0,,,
25600,25600,83255,0,809,4,-0.0201579,1.03,1.0,256,-0.003532871464267373,0.156592059135437,0.001,2550,2.95734400967973e-06,0.36325860023498535,0.058450859040021896,0.2,0.0,0.0,,,
25700,25700,83393,0,894,4,-0.052818630000000005,1.15,0.99,257,-0.002403252338990569,0.0535383079200983,0.001,2560,-5.018710833581963e-08,-7.082174301147461,0.02181178517639637,0.2,0.0,0.0,,,
25800,25800,83532,0,985,4,-0.028119069999999996,1.09,1.0,258,-0.003559525846503675,0.14638546630740165,0.001,2570,-2.870440355273729e-06,0.4313826560974121,0.06299489736557007,0.2,2.980232e-09,0.0,,,
25900,25900,83675,0,1082,4,-0.01879674,1.03,1.0,259,-0.0027760309632867573,0.06515099797397852,0.001,2580,5.738734984106486e-07,-5.1018266677856445,0.014013736508786678,0.2,-1.7881393e-09,0.0,,,
26000,26000,,,1173,4,,,,,-0.0025011222809553147,0.01930820676498115,0.001,2590,-3.7884711066027423e-07,-6.456636905670166,0.004371765069663525,0.2,0.0,0.0,1.23,-0.0835744986915961,0.98
26000,,84002,0,,,-0.037851630000000004,1.09,0.99,260,,,,,,,,,,,,,
26100,26100,84157,0,1264,4,-0.039357239999999995,1.09,0.99,261,-0.00293309953995049,0.11585393100976944,0.001,2600,-3.643035823230889e-07,0.39136576652526855,0.04296284168958664,0.2,-1.7881393e-09,0.0,,,
26200,26200,84313,0,1353,4,-0.01979097,1.04,1.0,262,-0.002976454817689955,0.08774646446108818,0.001,2610,-1.8910168891217438e-06,0.5584387183189392,0.03611118346452713,0.2,-1.013279e-08,0.0,,,
26300,26300,84457,0,1430,4,-0.09342508000000001,1.34,0.97,263,-0.002921930025331676,0.14903947860002517,0.001,2620,-3.8540361835259773e-07,0.3387884497642517,0.047217994928359985,0.2,-6.556511e-09,0.0,,,
26400,26400,84603,0,1513,4,-0.02771752,1.1,1.0,264,-0.004238978773355484,0.2102702349424362,0.001,2630,-1.1491775272709504e-06,0.4323105812072754,0.07879394292831421,0.2,0.0,0.0,,,
26500,26500,84764,0,1583,4,-0.10521742999999999,1.37,0.98,265,-0.003523024031892419,0.10930619314312935,0.001,2640,-1.7323493437970682e-06,0.3469187021255493,0.027538051828742027,0.2,0.0,0.0,,,
26600,26600,84921,0,1663,4,-0.06942533000000001,1.21,0.99,266,-0.00339253693819046,0.225458325445652,0.001,2650,8.261203463533206e-08,0.33376747369766235,0.10715681314468384,0.2,0.0,0.0,,,
26700,26700,85063,0,1738,4,-0.07203971,1.3,0.99,267,-0.0033525913255289196,0.169979777187109,0.001,2660,-1.0406970933907189e-07,0.33921217918395996,0.06086506322026253,0.2,0.0,0.0,,,
26800,26800,85227,0,1815,4,-0.061274690000000014,1.23,0.99,268,-0.0034876740304753185,0.11598509699106216,0.001,2670,-3.578662793213283e-07,0.49292516708374023,0.04986661672592163,0.2,3.5762786e-09,0.0,,,
26900,26900,85366,0,1888,4,-0.10502367000000003,1.38,0.97,269,-0.0037535657407715916,0.1414241075515747,0.001,2680,-6.581842786346215e-07,0.46570712327957153,0.059898123145103455,0.2,2.980232e-09,0.0,,,
27000,27000,,,1963,4,,,,,-0.003463847143575549,0.17074490636587142,0.001,2690,-2.1004676487024199e-07,0.45677798986434937,0.07081156969070435,0.2,2.3841857e-09,0.0,1.37,-0.08705439125653357,0.98
27000,,85707,0,,,-0.09485371000000001,1.36,0.98,270,,,,,,,,,,,,,
27100,27100,85859,0,2025,4,-0.12139838000000001,1.46,0.98,271,-0.003653038525953889,0.2716205805540085,0.001,2700,-7.599592178220149e-07,0.10065138339996338,0.11819858849048615,0.2,0.0,0.0,,,
27200,27200,85993,0,2102,4,-0.07487976,1.29,0.99,272,-0.005260977800935507,0.36065417230129243,0.001,2710,-2.026706878401896e-05,0.3318740129470825,0.15163324773311615,0.2,2.5858879e-05,0.0,,,
27300,27300,86142,0,2196,4,-0.022130270000000004,1.06,1.0,273,-0.003880615648813546,0.2538058504462242,0.001,2720,-4.1973589439692203e-07,0.1192941665649414,0.09858027845621109,0.2,-2.0861625e-08,0.0,,,
27400,27400,86298,0,2281,4,-0.044488400000000004,1.16,0.99,274,-0.0029482769314199686,0.0545555466786027,0.001,2730,-0.0005121142783318433,-20.437131881713867,0.012377023696899414,0.2,0.0009508264,0.003999999910593033,,,
27500,27500,86444,0,2373,4,-0.03362948,1.12,1.0,275,-0.003930872562341392,0.10712864995002747,0.001,2740,-5.8257577748577205e-06,0.4065743088722229,0.0500711053609848,0.2,2.1457671e-08,0.0,,,
27600,27600,86593,0,2466,4,-0.025113660000000003,1.06,1.0,276,-0.0031840345356613396,0.029479261301457883,0.001,2750,1.1162757701299596e-06,-0.3049410581588745,0.011862852610647678,0.2,1.6093253e-08,0.0,,,
27700,27700,86746,0,2561,4,-0.02444058,1.06,1.0,277,-0.003211648319847882,0.010448541026562452,0.001,2760,3.1411647078982695e-07,0.20259040594100952,0.004852827172726393,0.2,-2.503395e-08,0.0,,,
27800,27800,86882,0,2638,4,-0.07874518,1.23,0.98,278,-0.0035245298175141217,0.005984228337183595,0.001,2770,-7.241964148363422e-07,-0.4531649351119995,0.002627607434988022,0.2,0.0,0.0,,,
27900,27900,87045,0,2720,4,-0.07732166,1.27,0.99,279,-0.005645126756280661,0.3969576954841614,0.001,2780,2.3663043071664447e-07,0.10357612371444702,0.16258157789707184,0.2,1.1920929e-09,0.0,,,
28000,28000,,,2787,4,,,,,-0.0043373471591621636,0.19222062230110168,0.001,2790,-1.517414991347721e-06,0.31929224729537964,0.06898635625839233,0.2,-2.2053719e-08,0.0,1.11,-0.040123340357095,0.99
28000,,87341,0,,,-0.10894843,1.42,0.98,280,,,,,,,,,,,,,
28100,28100,87477,0,2859,4,-0.08287074,1.39,0.99,281,-0.006112217390909791,0.3147733211517334,0.001,2800,-4.006266475720111e-06,0.29765814542770386,0.13976599276065826,0.2,-2.980232e-09,0.0,,,
28200,28200,87616,0,2934,4,-0.10089342,1.42,0.99,282,-0.004996469197794795,0.15931460708379747,0.001,2810,4.87327558396089e-07,0.4202306270599365,0.07550954818725586,0.2,-1.6093253e-08,0.0,,,
28300,28300,87766,0,3019,4,-0.05694318999999999,1.22,0.99,283,-0.0064154703635722395,0.11087494045495987,0.001,2820,-9.43285217144929e-05,0.669049859046936,0.04202328994870186,0.2,6.741285e-07,0.0,,,
28400,28400,87918,0,3092,4,-0.11449363,1.41,0.97,284,-0.00495864157564938,0.08933810591697693,0.001,2830,8.792877043362068e-07,0.5746121406555176,0.037664931267499924,0.2,-2.980232e-09,0.0,,,
28500,28500,88057,0,3180,4,-0.04742422,1.13,0.99,285,-0.0068658135365694765,0.28540287017822263,0.001,2840,-7.949113575023148e-06,0.39614564180374146,0.12623852491378784,0.2,5.364418e-09,0.0,,,
28600,28600,88196,0,3252,4,-0.12342364000000003,1.37,0.96,286,-0.004931994155049324,0.21824420094490052,0.001,2850,4.911422677444932e-08,0.10890758037567139,0.08887559175491333,0.2,5.9604643e-10,0.0,,,
28700,28700,88348,0,3321,4,-0.12286915000000001,1.4,0.96,287,-0.0066664110403507944,0.22405348122119903,0.001,2860,-9.452521668684711e-06,0.6234419345855713,0.10070794075727463,0.2,4.172325e-09,0.0,,,
28800,28800,88492,0,3385,4,-0.13240101,1.37,0.96,288,-0.00650838278234005,0.2777202859520912,0.001,2870,-1.0470151617703038e-06,0.6087886095046997,0.10853303968906403,0.2,-1.0728836e-08,0.0,,,
28900,28900,88645,0,3465,4,-0.14215097,1.37,0.96,289,-0.008524628821760416,0.44603309631347654,0.001,2880,-5.701780144828916e-06,0.504929780960083,0.18298940360546112,0.2,0.0,0.0,,,
29000,29000,,,3534,4,,,,,-0.0067931587342172865,0.2304742828011513,0.001,2890,9.883045875014318e-07,0.5954707860946655,0.0980798602104187,0.2,-9.536743e-09,0.0,1.08,-0.03004097762517631,1.0
29000,,88947,0,,,-0.08606454,1.32,0.98,290,,,,,,,,,,,,,
29100,29100,89087,0,3626,4,-0.06001575000000001,1.2,0.99,291,-0.008769688569009304,0.2647698625922203,0.001,2900,-9.773253954925564e-06,0.41441571712493896,0.10118350386619568,0.2,2.3841857e-09,0.0,,,
29200,29200,89231,0,3713,4,-0.056409420000000016,1.16,0.99,292,-0.003591394261457026,0.05384464859962464,0.001,2910,-4.259765081293665e-06,-8.132080078125,0.014288784936070442,0.2,0.0,0.0,,,
29300,29300,89374,0,3803,4,-0.031161539999999998,1.1,1.0,293,-0.003959708148613572,0.13202411085367202,0.001,2920,5.971193180798196e-07,0.5410196185112,0.046411991119384766,0.2,0.0,0.0,,,
29400,29400,89516,0,3871,4,-0.11414146,1.39,0.97,294,-0.00444703996181488,0.03604941051453352,0.001,2930,-4.741072517333578e-06,-0.009276986122131348,0.013397742994129658,0.2,0.0,0.0,,,
29500,29500,89661,0,3960,4,-0.04734299,1.14,0.99,295,-0.005226872209459543,0.27219845056533815,0.001,2940,9.034871860436056e-07,0.5128329992294312,0.12467025220394135,0.2,0.0,0.0,,,
29600,29600,89800,0,4048,4,-0.03557378,1.12,1.0,296,-0.004893016628921032,0.1584905870258808,0.001,2950,2.1612643337221015e-07,0.5105188488960266,0.0448569729924202,0.2,0.0,0.0,,,
29700,29700,89938,0,4137,4,-0.031790650000000004,1.12,1.0,297,-0.003924050228670239,0.052464896254241465,0.001,2960,-4.0936469263286314e-07,-0.8521198034286499,0.012189891189336777,0.2,0.0,0.0,,,
29800,29800,90068,0,4202,4,-0.11688422999999998,1.36,0.96,298,-0.004393013752996921,0.039964182302355766,0.001,2970,-1.6086101020551524e-06,-0.1680772304534912,0.016821840777993202,0.2,0.0,0.0,,,
29900,29900,90208,0,4271,4,-0.15221469999999995,1.49,0.96,299,-0.007380354404449463,0.5097545027732849,0.001,2980,2.9920338629807474e-06,0.25033992528915405,0.1660178005695343,0.2,0.0,0.0,,,
30000,30000,,,4347,4,,,,,-0.005620474554598331,0.4621183931827545,0.001,2990,-2.6479958679104243e-06,0.2768550515174866,0.20716823637485504,0.2,2.3841857e-09,0.0,1.43,-0.10323408029507845,0.99
30000,,90537,0,,,-0.15432035999999996,1.46,0.96,300,,,,,,,,,,,,,
30100,30100,90677,0,4420,4,-0.12331731,1.39,0.96,301,-0.005958860088139772,0.2511367827653885,0.001,3000,-2.3419856667317163e-06,0.5319366455078125,0.10648401081562042,0.2,-1.1324882e-08,0.0,,,
30200,30200,90818,0,4490,4,-0.10981689999999997,1.39,0.97,302,-0.00633567813783884,0.18828072249889374,0.001,3010,-3.0171870223583142e-06,0.669462263584137,0.0754522755742073,0.2,-1.0728836e-08,0.0,,,
30300,30300,90955,0,4575,4,-0.08275531000000001,1.33,0.99,303,-0.006515585537999869,0.3972294718027115,0.001,3020,1.7142295902772275e-07,0.4898076057434082,0.18303237855434418,0.2,-5.9604643e-10,0.0,,,
30400,30400,91096,0,4648,4,-0.09394000999999998,1.3,0.98,304,-0.004888523556292057,0.14103738144040107,0.001,3030,-5.775689898168679e-06,-0.6345431804656982,0.044367946684360504,0.2,0.0,0.0,,,
30500,30500,91249,0,4734,4,-0.04416272000000001,1.14,1.0,305,-0.005608701566234231,0.4060687005519867,0.001,3040,1.9760131415136327e-06,0.2495434284210205,0.1844836324453354,0.2,0.0,0.0,,,
30600,30600,91392,0,4831,4,-0.01990216,1.03,1.0,306,-0.004537796135991812,0.15858747884631158,0.001,3050,-2.072572623124103e-06,0.1746482253074646,0.04073740541934967,0.2,0.0,0.0,,,
30700,30700,91543,0,4916,4,-0.04624164,1.15,1.0,307,-0.0035361495334655046,0.029993972182273863,0.001,3060,-3.449439850111702e-06,-5.242753028869629,0.007155632600188255,0.2,0.0,0.0,,,
30800,30800,91675,0,1,5,-0.05800287,1.18,0.99,308,-0.004520216817036271,0.060759518295526505,0.001,3070,-2.276420535984869e-06,0.15071642398834229,0.027971571311354637,0.2,0.0,0.0,,,
30900,30900,91812,0,85,5,-0.06493191,1.19,0.99,309,-0.005157392611727119,0.13623487800359727,0.001,3080,3.731250483696158e-07,0.2420857548713684,0.05854230001568794,0.2,2.3841857e-09,0.0,,,
31000,31000,,,173,5,,,,,-0.004933388018980622,0.1456540085375309,0.001,3090,-1.6510367071553844e-05,0.4492270350456238,0.05976857990026474,0.2,2.3841856e-08,0.0,1.29,-0.09230186944361776,0.97
31000,,92150,0,,,-0.06303477,1.21,0.99,310,,,,,,,,,,,,,
31100,31100,92303,0,267,5,-0.022655210000000002,1.06,1.0,311,-0.004678843077272177,0.05947558358311653,0.001,3100,7.350563859276349e-06,-0.9272242784500122,0.023081539198756218,0.2,-7.7486035e-09,0.0,,,
31200,31200,92442,0,347,5,-0.043964800000000005,1.11,0.99,312,-0.0035298282047733663,0.014839494973421097,0.001,3110,-6.237029860223231e-06,-1.964125156402588,0.0052573187276721,0.2,0.0,0.0,,,
31300,31300,92577,0,434,5,-0.062097580000000006,1.19,0.98,313,-0.005448555340990424,0.22723268270492553,0.001,3120,5.483388718863225e-06,0.2685299515724182,0.0821140706539154,0.2,0.0,0.0,,,
31400,31400,92710,0,508,5,-0.09059723999999997,1.29,0.98,314,-0.005046197911724448,0.13219542056322098,0.001,3130,-1.2784719173808411e-05,0.43310225009918213,0.05562175065279007,0.2,2.503395e-08,0.0,,,
31500,31500,92857,0,585,5,-0.08271025,1.33,0.99,315,-0.004778751917183399,0.16742673516273499,0.001,3140,1.2153386758306795e-06,0.5897186994552612,0.07631552964448929,0.2,-1.1920928e-08,0.0,,,
31600,31600,92998,0,675,5,-0.03486526,1.1,0.99,316,-0.0062318624462932345,0.21385871320962907,0.001,3150,-2.4458169396446294e-06,0.16086548566818237,0.09297163039445877,0.2,0.0,0.0,,,
31700,31700,93136,0,760,5,-0.04747478,1.15,0.99,317,-0.0034138014772906898,0.0776029072701931,0.001,3160,-2.7632712429337403e-07,0.5741756558418274,0.031298376619815826,0.2,0.0,0.0,,,
31800,31800,93281,0,854,5,-0.048265760000000005,1.16,0.99,318,-0.004332613945007324,0.09871382936835289,0.001,3170,-2.367615632481446e-06,0.430148184299469,0.04335499182343483,0.2,0.0,0.0,,,
31900,31900,93421,0,927,5,-0.07274552,1.24,0.98,319,-0.003683950682170689,0.04998560883104801,0.001,3180,-5.459904514282243e-06,-1.9391653537750244,0.018521295860409737,0.2,0.0,0.0,,,
32000,32000,,,1019,5,,,,,-0.007619145419448614,0.20979740023612975,0.001,3190,-1.118481115547354e-05,0.5660826563835144,0.09723366051912308,0.2,9.834766e-08,0.0,1.28,-0.07319223805097863,0.98
32000,,93759,0,,,-0.031739659999999996,1.11,1.0,320,,,,,,,,,,,,,
32100,32100,93895,0,1102,5,-0.05072727,1.17,1.0,321,-0.003948240354657173,0.07160697095096111,0.001,3200,3.412604264951824e-06,-1.793029546737671,0.013004912063479424,0.2,-1.7881393e-09,0.0,,,
32200,32200,94038,0,1181,5,-0.08085640000000001,1.28,0.99,322,-0.004558928962796927,0.10829693228006362,0.001,3210,-3.852784602020876e-06,0.11989867687225342,0.04567864164710045,0.2,0.0,0.0,,,
32300,32300,94176,0,1272,5,-0.04286738,1.09,0.99,323,-0.0046686915215104815,0.1365415409207344,0.001,3220,2.746581995616282e-07,0.3977671265602112,0.059104885905981064,0.2,0.0,0.0,,,
32400,32400,94316,0,1352,5,-0.0616207,1.2,0.99,324,-0.003735465998761356,0.11716321259737014,0.001,3230,-1.1328458538351071e-06,0.5185146331787109,0.047906823456287384,0.2,-5.960464e-09,0.0,,,
32500,32500,94467,0,1433,5,-0.08109303000000002,1.27,0.98,325,-0.0038223584415391088,0.16947133243083953,0.001,3240,-0.0030594144607894334,0.5210410356521606,0.06953410059213638,0.2,0.00430459,0.006999999843537807,,,
32600,32600,94608,0,1523,5,-0.04517418,1.1,0.99,326,-0.002729242667555809,0.07365291826426983,0.001,3250,1.0257839903715649e-05,0.8310745358467102,0.02603089064359665,0.2,3.5762786e-09,0.0,,,
32700,32700,94753,0,1599,5,-0.09155412,1.24,0.98,327,-0.0021661348175257443,0.09937859401106834,0.001,3260,-4.3439864447769596e-07,0.6614049673080444,0.047347694635391235,0.2,0.0,0.0,,,
32800,32800,94901,0,1695,5,-0.02603012,1.04,1.0,328,-0.0025881196837872268,0.23954954594373704,0.001,3270,3.235340045648627e-07,0.5878076553344727,0.09248854964971542,0.2,0.0,0.0,,,
32900,32900,95052,0,1780,5,-0.03601710999999999,1.13,1.0,329,-0.0020469885785132647,0.05117251332849264,0.001,3280,-3.300905175418478e-07,-2.8327243328094482,0.014017845503985882,0.2,0.0,0.0,,,
33000,33000,,,1854,5,,,,,-0.0022806335939094423,0.07722528800368308,0.001,3290,1.0621547374967122e-07,0.24396514892578125,0.03380328789353371,0.2,0.0,0.0,1.41,-0.09366745591629297,0.99
33000,,95395,0,,,-0.07302883,1.28,0.98,330,,,,,,,,,,,,,
33100,33100,95544,0,1935,5,-0.09068692,1.33,0.98,331,-0.0023790130857378245,0.15235202014446259,0.001,3300,-8.976459353604582e-08,0.4733973741531372,0.0654207244515419,0.2,-5.364418e-09,0.0,,,
33200,33200,95680,0,2017,5,-0.06147701,1.23,0.99,332,-0.002319148136302829,0.1681579567492008,0.001,3310,-1.4352798070049743e-07,0.3186416029930115,0.054385848343372345,0.2,-4.7683715e-09,0.0,,,
33300,33300,95834,0,2105,5,-0.03379238,1.13,1.0,333,-0.002323300275020301,0.06776401288807392,0.001,3320,1.2576579644374419e-08,0.6254299283027649,0.0219978429377079,0.2,-7.7486035e-09,0.0,,,
33400,33400,95974,0,2191,5,-0.05030775999999999,1.16,0.99,334,-0.0021703941514715553,0.04184551853686571,0.001,3330,-2.479553140588564e-08,-0.8713058233261108,0.012038219720125198,0.2,0.0,0.0,,,
33500,33500,96120,0,2274,5,-0.06690574000000002,1.22,0.98,335,-0.0022076149471104145,0.11885306015610694,0.001,3340,-9.465217241100276e-08,0.41368746757507324,0.04901820421218872,0.2,-4.172325e-09,0.0,,,
33600,33600,96265,0,2343,5,-0.13842448000000002,1.47,0.95,336,-0.002178856614045799,0.08826391771435738,0.001,3350,-1.420974680144127e-07,0.6458978652954102,0.03436015173792839,0.2,-6.556511e-09,0.0,,,
33700,33700,96413,0,2438,5,-0.02267512,1.06,1.0,337,-0.0026330760912969707,0.15607253909111024,0.001,3360,-8.714199029036251e-08,0.6805379986763,0.05418257415294647,0.2,-9.536743e-09,0.0,,,
33800,33800,96543,0,2501,5,-0.11002830999999999,1.4,0.97,338,-0.0020537035539746284,0.07964606583118439,0.001,3370,7.522105907042942e-08,-23.03861427307129,0.032628532499074936,0.2,0.0,0.0,,,
33900,33900,96680,0,2569,5,-0.21714360000000002,1.68,0.94,339,-0.0026953724678605794,0.2765324056148529,0.001,3380,-9.298324421536108e-09,0.5334329605102539,0.12874075770378113,0.2,0.0,0.0,,,
34000,34000,,,2649,5,,,,,-0.0029439500998705626,0.30001337826251984,0.001,3390,-6.558894989794339e-07,0.6661691665649414,0.12351162731647491,0.2,-3.5762786e-09,0.0,1.07,-0.02290428341832012,1.0
34000,,96985,0,,,-0.10946944000000002,1.29,0.97,340,,,,,,,,,,,,,
34100,34100,97124,0,2725,5,-0.07810026,1.31,0.99,341,-0.002314490173012018,0.2150598645210266,0.001,3400,-3.218650714842397e-08,0.5651848316192627,0.09795786440372467,0.2,-9.536743e-09,0.0,,,
34200,34200,97272,0,2803,5,-0.08230373,1.27,0.98,342,-0.002367105847224593,0.2519394814968109,0.001,3410,2.6941298836291595e-08,-3.027961254119873,0.08069019019603729,0.2,0.0,0.0,,,
34300,34300,97416,0,2886,5,-0.08575906,1.27,0.98,343,-0.0024590878980234264,0.14707931578159333,0.001,3420,-6.175041109557355e-08,0.6875487565994263,0.06775430589914322,0.2,5.9604643e-10,0.0,,,
34400,34400,97553,0,2976,5,-0.05387253000000002,1.2,0.99,344,-0.002267866674810648,0.07395420372486114,0.001,3430,-1.1128187096254294e-07,0.6482521891593933,0.03214303404092789,0.2,-4.172325e-09,0.0,,,
34500,34500,97702,0,3061,5,-0.06390113,1.22,0.99,345,-0.0022549190558493136,0.05479930453002453,0.001,3440,-7.998943205578257e-08,-0.707503080368042,0.024255819618701935,0.2,0.0,0.0,,,
34600,34600,97851,0,3150,5,-0.031581849999999995,1.11,1.0,346,-0.0022646557772532105,0.10104566887021064,0.001,3450,4.2438506131503574e-08,0.6379227638244629,0.04319433867931366,0.2,0.0,0.0,,,
