eval/mean_reward,env/n_steps,env/current_idx,eval/success_rate,time/total_timesteps,eval/mean_ep_length,env/completion_counter,time/time_elapsed,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/iterations,train/explained_variance,train/learning_rate,train/value_loss,train/clip_fraction,train/entropy_loss,train/loss,train/n_updates,train/policy_gradient_loss,train/approx_kl,train/clip_range
,,,,2640,,,10385,1.65,0,-0.21352282000000003,0.73,88,,,,,,,,,,
-0.0467789490474388,2670,1556,0.96,2670,1.08,0,,,,,,,0.07898557186126709,0.001,0.19675669819116592,0.0,-0.055184924602508546,0.08421748876571655,880,-2.1696984773988958e-05,0.0,0.2
,,,,2670,,,10515,1.67,0,-0.23480990999999996,0.72,89,,,,,,,,,,
-0.11564445316325873,2700,1574,0.86,2700,1.36,0,,,,,,,0.1712132692337036,0.001,0.187227500975132,0.0,-0.05863612741231918,0.07940809428691864,890,-4.557351260991993e-05,6.953875e-08,0.2
,,,,2700,,,10639,1.73,0,-0.25407916,0.7,90,,,,,,,,,,
-0.1361742085730657,2730,1594,0.82,2730,1.46,0,,,,,,,0.07884150743484497,0.001,0.17785568088293074,0.0,-0.05615900792181492,0.06854782998561859,900,-9.172162037884845e-07,9.934108e-09,0.2
,,,,2730,,,10775,1.69,0,-0.25078427999999997,0.71,91,,,,,,,,,,
-0.05223223035223782,2760,1614,0.92,2760,1.24,0,,,,,,,0.2967696785926819,0.001,0.1355170838534832,0.023333334550261497,-0.06867687702178955,0.04820321127772331,910,-0.006228037134278575,0.007895359,0.2
,,,,2760,,,10886,1.61,0,-0.21894427000000005,0.75,92,,,,,,,,,,
-0.02897327466402203,2790,1634,0.96,2790,1.16,0,,,,,,,0.25142902135849,0.001,0.16363514810800553,0.0,-0.0822533592581749,0.0695113092660904,920,-3.110061064637293e-05,2.1894773e-06,0.2
,,,,2790,,,11003,1.57,0,-0.19661243999999997,0.76,93,,,,,,,,,,
-0.112481789868325,2820,1649,0.82,2820,1.38,0,,,,,,,0.17687463760375977,0.001,0.11864906400442124,0.0,-0.08824367150664329,0.045086007565259933,930,-2.223392326032858e-05,3.7352245e-07,0.2
,,,,2820,,,11126,1.63,0,-0.21846621,0.73,94,,,,,,,,,,
-0.08996734227985144,2850,1667,0.92,2850,1.18,0,,,,,,,0.1305314302444458,0.001,0.2062230736017227,0.0,-0.09748288914561272,0.08041911572217941,940,-2.3934443610151845e-05,6.357829e-08,0.2
,,,,2850,,,11239,1.62,0,-0.23977111999999998,0.73,95,,,,,,,,,,
-0.1309787746006623,2880,1689,0.86,2880,1.32,0,,,,,,,0.32924628257751465,0.001,0.10204547084867954,0.01666666753590107,-0.10880780890583992,0.024935081601142883,950,-0.0014870309776354063,0.0047035594,0.2
,,,,2880,,,11356,1.58,0,-0.20972237999999999,0.76,96,,,,,,,,,,
-0.0697467550355941,2910,1709,0.9,2910,1.26,0,,,,,,,0.2624872922897339,0.001,0.12344727143645287,0.013333334028720856,-0.14263970106840135,0.04870573431253433,960,-0.0006755677885667,0.0013925254,0.2
,,,,2910,,,11478,1.59,0,-0.2167035,0.74,97,,,,,,,,,,
-0.06901884166058153,2940,1726,0.94,2940,1.14,0,,,,,,,0.17637240886688232,0.001,0.15380905345082282,0.053333336114883424,-0.23902212530374528,0.0407404750585556,970,-0.014047147147357464,0.061920263,0.2
,,,,2940,,,11596,1.59,0,-0.25368174000000004,0.74,98,,,,,,,,,,
-0.07259346986189484,2970,1741,0.88,2970,1.28,0,,,,,,,0.33258795738220215,0.001,0.17232281118631362,0.0,-0.4153606593608856,0.06508109718561172,980,-0.0015966691404535993,0.0013124187,0.2
,,,,2970,,,11715,1.7,0,-0.30213949999999995,0.69,99,,,,,,,,,,
-0.13315804310608656,3000,1757,0.86,3000,1.3,0,,,,,,,0.1889592409133911,0.001,0.18927425444126128,0.07666666992008686,-0.4411375105381012,0.04890217259526253,990,-0.015632912334986048,0.033644415,0.2
,,,,3000,,,11833,1.64,0,-0.29104139,0.71,100,,,,,,,,,,
-0.027975608287379147,3030,1778,0.96,3030,1.12,0,,,,,,,0.4334779381752014,0.001,0.11482589021325111,0.0,-0.28696862161159514,0.03818410262465477,1000,-0.000849683333944995,0.0003146132,0.2
,,,,3030,,,11935,1.62,0,-0.29358979999999996,0.72,101,,,,,,,,,,
-0.06881099786609411,3060,1798,0.92,3060,1.18,0,,,,,,,0.0305711030960083,0.001,0.2160865381360054,0.0,-0.2249360501766205,0.07735564559698105,1010,-0.00034939487188268004,2.315839e-05,0.2
,,,,3060,,,12043,1.68,0,-0.29515567000000004,0.7,102,,,,,,,,,,
-0.07110517889726907,3090,1817,0.94,3090,1.16,0,,,,,,,0.20373117923736572,0.001,0.1619607537984848,0.040000001713633535,-0.21249140352010726,0.048751454800367355,1020,-0.010464183522271853,0.016116105,0.2
,,,,3090,,,12157,1.68,0,-0.30857844,0.7,103,,,,,,,,,,
-0.08836480752564967,3120,1835,0.92,3120,1.18,0,,,,,,,0.28789466619491577,0.001,0.1769581615924835,0.0,-0.20490510612726212,0.07484670728445053,1030,-0.00036478043060927945,9.755294e-06,0.2
,,,,3120,,,12266,1.63,0,-0.2876642,0.72,104,,,,,,,,,,
-0.05031683304812759,3150,1853,0.92,3150,1.28,0,,,,,,,0.30229657888412476,0.001,0.14767822176218032,0.053333336114883424,-0.15301739424467087,0.04965980723500252,1040,-0.0072542897953342235,0.027654208,0.2
,,,,3150,,,12388,1.6,0,-0.26405067,0.74,105,,,,,,,,,,
-0.08967547293752431,3180,1872,0.92,3180,1.28,0,,,,,,,-0.05437755584716797,0.001,0.34214808642864225,0.046666669100522994,-0.08136939145624637,0.1127205491065979,1050,-0.022532752236972244,0.027111713,0.2
,,,,3180,,,12500,1.57,0,-0.2528805,0.75,106,,,,,,,,,,
-0.04993681598920375,3210,1891,0.92,3210,1.24,0,,,,,,,0.21071994304656982,0.001,0.19296060055494307,0.0,-0.04508242271840572,0.08167228102684021,1060,-1.8894871297092664e-05,2.6067098e-06,0.2
,,,,3210,,,12617,1.57,0,-0.27480224,0.74,107,,,,,,,,,,
-0.07089422609657049,3240,1912,0.88,3240,1.26,0,,,,,,,0.44063490629196167,0.001,0.11115038022398949,0.01666666753590107,-0.03609985262155533,0.033967647701501846,1070,-0.0007212882339565852,0.0023847958,0.2
,,,,3240,,,12731,1.59,0,-0.27486482,0.73,108,,,,,,,,,,
-0.06977215292863548,3270,1932,0.88,3270,1.32,0,,,,,,,0.24362611770629883,0.001,0.1336102455854416,0.0,-0.02983862590044737,0.04181081801652908,1080,6.4555803495736084e-06,1.5894573e-08,0.2
,,,,3270,,,12856,1.57,0,-0.24740148,0.75,109,,,,,,,,,,
-0.05057819500099867,3300,1951,0.94,3300,1.16,0,,,,,,,-0.28829777240753174,0.001,0.1527584083378315,0.020000001043081285,-0.03756848983466625,0.04380089417099953,1090,-0.005701387928565893,0.015893083,0.2
,,,,3300,,,12964,1.51,0,-0.20052645,0.78,110,,,,,,,,,,
-0.0297514034435153,3330,1973,0.96,3330,1.2,0,,,,,,,-0.1737380027770996,0.001,0.21473643630743028,0.0,-0.05291436351835728,0.0952485054731369,1100,1.0532091152182233e-05,1.8616518e-06,0.2
,,,,3330,,,13086,1.48,0,-0.1648491,0.8,111,,,,,,,,,,
-0.10874402781948447,3360,1988,0.88,3360,1.24,0,,,,,,,0.09031790494918823,0.001,0.13213810548186303,0.0,-0.06234437637031078,0.06214628741145134,1110,-6.333986951823078e-07,2.5629998e-07,0.2
,,,,3360,,,13203,1.56,0,-0.18142263000000003,0.78,112,,,,,,,,,,
-0.03110033683013171,3390,2007,0.98,3390,1.12,0,,,,,,,0.10663336515426636,0.001,0.19384120255708695,0.0,-0.0666465401649475,0.0900040790438652,1120,-1.5355944476258542e-05,6.357829e-08,0.2
,,,,3390,,,13313,1.58,0,-0.19119198,0.77,113,,,,,,,,,,
-0.027841164204291998,3420,2023,0.94,3420,1.14,0,,,,,,,0.1889672875404358,0.001,0.2089404746890068,0.0,-0.07301624342799187,0.08513786643743515,1130,-4.253725171707856e-05,9.139379e-08,0.2
,,,,3420,,,13421,1.64,0,-0.21829476999999997,0.73,114,,,,,,,,,,
-0.11247642626985907,3450,2043,0.82,3450,1.42,0,,,,,,,0.2782883048057556,0.001,0.21354847848415376,0.0,-0.07301073893904686,0.06687863171100616,1140,-1.4706849927748067e-05,8.543332e-08,0.2
,,,,3450,,,13550,1.62,0,-0.19979886000000005,0.74,115,,,,,,,,,,
-0.15370155044365674,3480,2061,0.84,3480,1.32,0,,,,,,,-0.29135823249816895,0.001,0.18054176717996598,0.0,-0.07303625270724297,0.07537009567022324,1150,-4.81752563164406e-05,1.3510386e-07,0.2
,,,,3480,,,13672,1.65,0,-0.21063770999999998,0.71,116,,,,,,,,,,
-0.06815381545573473,3510,2076,0.94,3510,1.16,0,,,,,,,0.16837644577026367,0.001,0.16478734463453293,0.023333334550261497,-0.0569278858602047,0.06578463315963745,1160,-0.008165025948546756,0.008601113,0.2
,,,,3510,,,13785,1.72,0,-0.23480599999999996,0.67,117,,,,,,,,,,
-0.06828801974654197,3540,2098,0.92,3540,1.16,0,,,,,,,0.06929469108581543,0.001,0.15966819673776628,0.0,-0.04474158063530922,0.06896776705980301,1170,3.108203455974845e-05,8.0664955e-07,0.2
,,,,3540,,,13895,1.65,0,-0.20972997,0.69,118,,,,,,,,,,
-0.1545271226298064,3570,2118,0.84,3570,1.34,0,,,,,,,0.28597068786621094,0.001,0.15262969732284545,0.0,-0.040206240490078926,0.06544608622789383,1180,-3.0170281916852558e-05,2.7815501e-08,0.2
,,,,3570,,,14012,1.59,0,-0.17852971000000004,0.73,119,,,,,,,,,,
-0.0908852382004261,3600,2139,0.88,3600,1.3,0,,,,,,,0.059971392154693604,0.001,0.15661290287971497,0.0,-0.03437109142541885,0.06836482137441635,1190,5.854765583102051e-06,0.0,0.2
,,,,3600,,,14133,1.54,0,-0.17608222999999995,0.76,120,,,,,,,,,,
-0.09087051811628044,3630,2157,0.92,3630,1.2,0,,,,,,,0.4001876711845398,0.001,0.09303616136312484,0.0,-0.031210473366081716,0.030475525185465813,1200,1.3868013744033901e-07,0.0,0.2
,,,,3630,,,14250,1.56,0,-0.19088464000000002,0.75,121,,,,,,,,,,
-0.05167485106736422,3660,2174,0.94,3660,1.2,0,,,,,,,0.3918774127960205,0.001,0.1495593972504139,0.0,-0.03335094451904297,0.05946489796042442,1210,-3.945678436778621e-06,0.0,0.2
,,,,3660,,,14376,1.53,0,-0.19196873,0.77,122,,,,,,,,,,
-0.1108793453592807,3690,2190,0.88,3690,1.28,0,,,,,,,0.4002833366394043,0.001,0.09967468790709973,0.0,-0.03176349215209484,0.02852545864880085,1220,-6.220141947643753e-06,0.0,0.2
,,,,3690,,,14484,1.6,0,-0.19241926999999992,0.75,123,,,,,,,,,,
-0.08968550574034452,3720,2207,0.88,3720,1.28,0,,,,,,,0.3514365553855896,0.001,0.12793926820158957,0.0,-0.034826523438096044,0.05145900323987007,1230,-1.9293228597216937e-05,7.947286e-09,0.2
,,,,3720,,,14594,1.68,0,-0.20641409999999996,0.71,124,,,,,,,,,,
-0.02777812589891255,3750,2228,0.96,3750,1.14,0,,,,,,,0.03735053539276123,0.001,0.11026609763503074,0.0,-0.03349307365715504,0.02133798412978649,1240,-2.1572908159850357e-05,3.973643e-09,0.2
,,,,3750,,,14706,1.66,0,-0.19608166000000002,0.71,125,,,,,,,,,,
-0.04994668253697455,3780,2244,0.92,3780,1.2,0,,,,,,,-0.22126030921936035,0.001,0.10897588022053242,0.0,-0.02858739010989666,0.029549434781074524,1250,-3.137588483914655e-06,0.0,0.2
,,,,3780,,,14813,1.73,0,-0.22985753000000003,0.69,126,,,,,,,,,,
-0.11618702813051641,3810,2268,0.88,3810,1.3,0,,,,,,,0.06573104858398438,0.001,0.278835229575634,0.0,-0.03180517144501209,0.11109951883554459,1260,2.4663408801472995e-06,0.0,0.2
,,,,3810,,,14934,1.58,0,-0.17071486,0.77,127,,,,,,,,,,
-0.0895107497042045,3840,2287,0.88,3840,1.3,0,,,,,,,0.06841057538986206,0.001,0.13892531841993333,0.0,-0.028513298742473124,0.05598008260130882,1270,-2.5945901796831094e-06,0.0,0.2
,,,,3840,,,15056,1.53,0,-0.17689621000000003,0.78,128,,,,,,,,,,
-0.027888646707870068,3870,2309,0.98,3870,1.1,0,,,,,,,0.022955656051635742,0.001,0.2965631321072578,0.010000000521540642,-0.03125765547156334,0.1058427169919014,1280,-0.002200168965500815,0.003245149,0.2
,,,,3870,,,15159,1.46,0,-0.17780822000000002,0.81,129,,,,,,,,,,
-0.07212686421349644,3900,2330,0.86,3900,1.32,0,,,,,,,0.14595144987106323,0.001,0.22013192623853683,0.0,-0.03937709778547287,0.09090855717658997,1290,-2.5836626774022877e-06,3.1590463e-07,0.2
,,,,3900,,,15282,1.48,0,-0.21622020000000003,0.8,130,,,,,,,,,,
-0.027645861143246294,3930,2344,0.98,3930,1.12,0,,,,,,,0.30422043800354004,0.001,0.21593519896268845,0.0,-0.049411815777421,0.08858320862054825,1300,-3.571530227111097e-05,5.483627e-07,0.2
,,,,3930,,,15394,1.49,0,-0.21708130000000003,0.78,131,,,,,,,,,,
-0.0500682757794857,3960,2365,0.88,3960,1.3,0,,,,,,,0.10812872648239136,0.001,0.21450626999139785,0.0,-0.04928007684648037,0.09035645425319672,1310,-4.1185220243278306e-05,1.5099843e-07,0.2
,,,,3960,,,15519,1.53,0,-0.23677260999999997,0.76,132,,,,,,,,,,
-0.06928258280735462,3990,2385,0.94,3990,1.22,0,,,,,,,0.32451486587524414,0.001,0.1294834077358246,0.0,-0.050804630666971204,0.054247599095106125,1320,-0.0001759988077173702,6.496906e-07,0.2
,,,,3990,,,15632,1.55,0,-0.24706886000000006,0.75,133,,,,,,,,,,
-0.15177585566416382,4020,2404,0.82,4020,1.42,0,,,,,,,0.3452441096305847,0.001,0.1415158800780773,0.0,-0.04800437204539776,0.05145065113902092,1330,1.9261290605498972e-05,4.172325e-08,0.2
,,,,4020,,,15757,1.57,0,-0.24723866000000005,0.75,134,,,,,,,,,,
-0.07062558643519878,4050,2426,0.94,4050,1.16,0,,,,,,,0.08500003814697266,0.001,0.18381042927503585,0.0,-0.05409644432365894,0.07701163738965988,1340,-3.241201231727331e-05,3.1789146e-08,0.2
,,,,4050,,,15859,1.56,0,-0.22425903999999997,0.76,135,,,,,,,,,,
-0.090656203427352,4080,2444,0.88,4080,1.26,0,,,,,,,0.04020649194717407,0.001,0.1450355149805546,0.0,-0.050815943628549576,0.05476361885666847,1350,-3.605455122244194e-05,5.9604645e-08,0.2
,,,,4080,,,15976,1.51,0,-0.19913470000000003,0.79,136,,,,,,,,,,
-0.15075540360063314,4110,2466,0.86,4110,1.32,0,,,,,,,0.3584398031234741,0.001,0.1582687444984913,0.0,-0.052898323908448217,0.05374755710363388,1360,-8.734862122494746e-06,0.0,0.2
,,,,4110,,,16124,1.48,0,-0.2005151,0.8,137,,,,,,,,,,
-0.13068951483815908,4140,2485,0.84,4140,1.36,0,,,,,,,0.3023247718811035,0.001,0.13151155412197113,0.0,-0.050470578297972676,0.0445401631295681,1370,-4.761874669689803e-05,3.1789146e-08,0.2
,,,,4140,,,16254,1.49,0,-0.17981901,0.8,138,,,,,,,,,,
-0.07086660259403288,4170,2504,0.9,4170,1.26,0,,,,,,,-0.24962222576141357,0.001,0.14676750376820563,0.0,-0.05008106864988804,0.04478779807686806,1380,-2.418359129574554e-06,1.39077505e-08,0.2
,,,,4170,,,16372,1.5,0,-0.16547548000000004,0.81,139,,,,,,,,,,
-0.04899893889669329,4200,2527,0.94,4200,1.18,0,,,,,,,-0.15619707107543945,0.001,0.16647616326808928,0.0,-0.048059556633234024,0.07180370390415192,1390,-8.734862040560287e-06,0.0,0.2
,,,,4200,,,16490,1.49,0,-0.16324563,0.81,140,,,,,,,,,,
-0.08977641225792468,4230,2544,0.9,4230,1.3,0,,,,,,,0.19951409101486206,0.001,0.11168586015701294,0.0,-0.049354318901896475,0.0429566316306591,1400,-8.101860740987732e-05,6.755193e-08,0.2
,,,,4230,,,16606,1.5,0,-0.17174319000000002,0.81,141,,,,,,,,,,
-0.06908585414290429,4260,2566,0.94,4260,1.2,0,,,,,,,0.025803685188293457,0.001,0.2440493270754814,0.01666666753590107,-0.05084860548377037,0.10430075228214264,1410,-0.0030102485325187445,0.004351723,0.2
,,,,4260,,,16727,1.5,0,-0.15955039,0.81,142,,,,,,,,,,
-0.070382567695342,4290,2582,0.94,4290,1.22,0,,,,,,,0.24331974983215332,0.001,0.16567312628030778,0.0,-0.03981273360550404,0.07542044669389725,1420,6.496707595715634e-06,1.9073487e-07,0.2
,,,,4290,,,16841,1.54,0,-0.20505588000000002,0.79,143,,,,,,,,,,
-0.13082559659611434,4320,2603,0.86,4320,1.34,0,,,,,,,0.1266878843307495,0.001,0.2858645349740982,0.0,-0.03603084646165371,0.10881002992391586,1430,-1.2733538815012935e-05,3.973643e-09,0.2
,,,,4320,,,16957,1.51,0,-0.21762779999999995,0.78,144,,,,,,,,,,
-0.07005536792799831,4350,2626,0.88,4350,1.32,0,,,,,,,0.21646076440811157,0.001,0.26998939365148544,0.0,-0.03917583450675011,0.09315817803144455,1440,6.953639442031089e-10,3.973643e-09,0.2
,,,,4350,,,17073,1.51,0,-0.21865004999999996,0.79,145,,,,,,,,,,
-0.04763246615417302,4380,2648,0.94,4380,1.16,0,,,,,,,0.11824429035186768,0.001,0.12913614585995675,0.0,-0.03611862249672413,0.0560210719704628,1450,-2.6663144463601186e-05,3.973643e-09,0.2
,,,,4380,,,17191,1.46,0,-0.19032072000000003,0.82,146,,,,,,,,,,
-0.027285222732461988,4410,2670,0.98,4410,1.06,0,,,,,,,0.5858533978462219,0.001,0.07024504691362381,0.026666668057441712,-0.029969803243875503,0.019216489046812057,1460,-0.005666807040882649,0.010176583,0.2
,,,,4410,,,17300,1.45,0,-0.17829658999999995,0.83,147,,,,,,,,,,
-0.08966905106324702,4440,2689,0.88,4440,1.28,0,,,,,,,0.034664690494537354,0.001,0.13330933973193168,0.0,-0.02464264240115881,0.05730641633272171,1470,3.0167996840990698e-05,3.1789146e-08,0.2
,,,,4440,,,17420,1.4,0,-0.16393024999999997,0.85,148,,,,,,,,,,
-0.09194089820608496,4470,2706,0.88,4470,1.24,0,,,,,,,0.20482540130615234,0.001,0.2392009124159813,0.0,-0.024313841201364993,0.10341786593198776,1480,-5.104144499057384e-07,0.0,0.2
,,,,4470,,,17538,1.45,0,-0.15135893,0.84,149,,,,,,,,,,
-0.11075826700311155,4500,2724,0.86,4500,1.32,0,,,,,,,-0.07738637924194336,0.001,0.2648490622639656,0.0,-0.023264381103217602,0.09925775974988937,1490,-1.7424424353151834e-06,0.0,0.2
,,,,4500,,,17659,1.52,0,-0.17466598,0.8,150,,,,,,,,,,
-0.09423785120248794,4530,2746,0.9,4530,1.24,0,,,,,,,0.021012425422668457,0.001,0.18123186230659485,0.023333334550261497,-0.029714359901845455,0.0696582943201065,1500,-0.002527812126403095,0.009786508,0.2
,,,,4530,,,17775,1.53,0,-0.17004638,0.79,151,,,,,,,,,,
-0.04910880503244698,4560,2762,0.96,4560,1.24,0,,,,,,,0.051442623138427734,0.001,0.12600928023457528,0.0,-0.03184700440615416,0.0415792278945446,1510,6.293803443746526e-05,8.543332e-08,0.2
,,,,4560,,,17892,1.57,0,-0.18639137000000003,0.77,152,,,,,,,,,,
-0.06953042889945209,4590,2785,0.92,4590,1.22,0,,,,,,,-0.15112674236297607,0.001,0.21095305681228638,0.0,-0.03250692337751389,0.08010794967412949,1520,-1.7644167101593666e-05,5.9604646e-09,0.2
,,,,4590,,,18007,1.56,0,-0.15643555,0.78,153,,,,,,,,,,
-0.17379951945506036,4620,2806,0.76,4620,1.54,0,,,,,,,-1.295684576034546,0.001,0.042211121041327716,0.0,-0.028987939283251763,0.013584261760115623,1530,6.8898002897554985e-06,0.0,0.2
,,,,4620,,,18146,1.5,0,-0.13422539,0.8,154,,,,,,,,,,
-0.07093910324852913,4650,2825,0.9,4650,1.34,0,,,,,,,0.17213088274002075,0.001,0.18604513853788376,0.0,-0.03349490687251091,0.07212667167186737,1540,-9.336074302623843e-06,1.1920929e-08,0.2
,,,,4650,,,18263,1.49,0,-0.14484117000000002,0.8,155,,,,,,,,,,
-0.04965778884477914,4680,2843,0.92,4680,1.26,0,,,,,,,0.15076273679733276,0.001,0.16111646220088005,0.0,-0.03264719657599926,0.05972743406891823,1550,-3.6730765699211076e-05,4.3710074e-08,0.2
,,,,4680,,,18374,1.57,0,-0.19879170999999998,0.75,156,,,,,,,,,,
-0.10987694852985441,4710,2867,0.88,4710,1.26,0,,,,,,,-0.0565493106842041,0.001,0.2567760095000267,0.0,-0.027919199503958225,0.10843091458082199,1560,3.2409032337810117e-06,0.0,0.2
,,,,4710,,,18483,1.43,0,-0.16381895999999999,0.81,157,,,,,,,,,,
-0.04846207341179252,4740,2882,0.96,4740,1.16,0,,,,,,,0.26489490270614624,0.001,0.13819628283381463,0.0,-0.03247581906616688,0.051304444670677185,1570,-4.9985448285205794e-05,4.9670536e-08,0.2
,,,,4740,,,18588,1.57,0,-0.20644010999999998,0.74,158,,,,,,,,,,
-0.06771976041607558,4770,2902,0.94,4770,1.14,0,,,,,,,-0.07812333106994629,0.001,0.1665777660906315,0.0,-0.032322639226913454,0.04568393900990486,1580,-0.002061441873665881,5.6854882e-05,0.2
,,,,4770,,,18712,1.59,0,-0.22020921999999998,0.75,159,,,,,,,,,,
-0.12955504865385592,4800,2923,0.88,4800,1.3,0,,,,,,,0.1373644471168518,0.001,0.1566772297024727,0.0,-0.030064163170754908,0.060371045023202896,1590,-4.015366261622688e-06,0.0,0.2
,,,,4800,,,18829,1.54,0,-0.21719512,0.77,160,,,,,,,,,,
-0.034373752363026144,4830,2941,0.94,4830,1.2,0,,,,,,,0.3674578070640564,0.001,0.14014785140752792,0.0,-0.030097095854580404,0.05127694457769394,1600,-1.0523398712614097e-05,3.973643e-09,0.2
,,,,4830,,,18944,1.56,0,-0.18896282,0.77,161,,,,,,,,,,
-0.0981789792701602,4860,2958,0.9,4860,1.3,0,,,,,,,-0.11889958381652832,0.001,0.17022305727005005,0.0,-0.02845564838498831,0.06400423496961594,1610,-1.4175772865421266e-05,3.973643e-09,0.2
,,,,4860,,,19060,1.62,0,-0.22130675,0.75,162,,,,,,,,,,
-0.07473925088066607,4890,2977,0.86,4890,1.36,0,,,,,,,0.09161239862442017,0.001,0.254054856300354,0.0,-0.02569682039320469,0.09575933963060379,1620,-4.9046674789110515e-06,0.0,0.2
,,,,4890,,,19185,1.58,0,-0.20035344,0.77,163,,,,,,,,,,
-0.07235910465940833,4920,2999,0.92,4920,1.3,0,,,,,,,-0.1570490598678589,0.001,0.2668279081583023,0.0,-0.026484844274818897,0.08323455601930618,1630,3.95774835659779e-07,0.0,0.2
,,,,4920,,,19304,1.54,0,-0.17995095,0.77,164,,,,,,,,,,
-0.04808929212391377,4950,3018,0.94,4950,1.14,0,,,,,,,0.08854925632476807,0.001,0.1625036343932152,0.0,-0.02983033824712038,0.07261955738067627,1640,-9.42945454118771e-06,0.0,0.2
,,,,4950,,,19411,1.58,0,-0.17758798000000003,0.76,165,,,,,,,,,,
-0.13074449176434427,4980,3033,0.86,4980,1.34,0,,,,,,,0.28192776441574097,0.001,0.14062953144311904,0.0,-0.03006977904587984,0.06325545907020569,1650,-7.15819513956717e-06,0.0,0.2
,,,,4980,,,19542,1.61,0,-0.20819333999999998,0.74,166,,,,,,,,,,
-0.06859426011331379,5010,3053,0.94,5010,1.2,0,,,,,,,0.24195295572280884,0.001,0.1893692210316658,0.0,-0.029867520928382872,0.0682891309261322,1660,-1.4847914067139811e-05,0.0,0.2
,,,,5010,,,19655,1.6,0,-0.20627790999999995,0.73,167,,,,,,,,,,
-0.13540000998415053,5040,3067,0.86,5040,1.32,0,,,,,,,0.1813090443611145,0.001,0.2404452607035637,0.0,-0.025970575772225855,0.07317641377449036,1670,-2.7493635335495982e-06,0.0,0.2
,,,,5040,,,19773,1.68,0,-0.25244127000000005,0.69,168,,,,,,,,,,
-0.02722424692939967,5070,3086,0.96,5070,1.1,0,,,,,,,0.39196717739105225,0.001,0.2891700267791748,0.020000001043081285,-0.029839994199573994,0.09116450697183609,1680,-0.0069406901067123,0.0060339193,0.2
,,,,5070,,,19881,1.7,0,-0.28179252000000005,0.69,169,,,,,,,,,,
-0.06832707740366459,5100,3104,0.94,5100,1.14,0,,,,,,,0.06454688310623169,0.001,0.20471393465995788,0.0,-0.03779149800539017,0.09083105623722076,1690,-0.00019953389887312768,6.655852e-07,0.2
,,,,5100,,,19986,1.69,0,-0.30287424,0.69,170,,,,,,,,,,
-0.02916651769541204,5130,3123,0.96,5130,1.2,0,,,,,,,0.31148451566696167,0.001,0.17539810985326768,0.0,-0.03629553057253361,0.07166514545679092,1700,-5.338092872619881e-07,0.0,0.2
,,,,5130,,,20107,1.69,0,-0.31363271,0.69,171,,,,,,,,,,
-0.008232684647664428,5160,3142,0.98,5160,1.16,0,,,,,,,0.4551156759262085,0.001,0.10266927853226662,0.0,-0.03509689792990685,0.03262850642204285,1710,-2.8208891180270255e-06,0.0,0.2
,,,,5160,,,20213,1.63,0,-0.27990485,0.72,172,,,,,,,,,,
-0.11048436041921378,5190,3161,0.86,5190,1.32,0,,,,,,,-0.0028073787689208984,0.001,0.16706785410642624,0.0,-0.0412259716540575,0.0597788468003273,1720,-1.8200874317919613e-05,7.947286e-09,0.2
,,,,5190,,,20332,1.61,0,-0.26466661999999996,0.74,173,,,,,,,,,,
-0.09229970999993384,5220,3183,0.88,5220,1.36,0,,,,,,,0.23392486572265625,0.001,0.14897949174046515,0.0,-0.03805474042892456,0.06060240417718887,1730,-8.262594433361414e-06,0.0,0.2
,,,,5220,,,20448,1.52,0,-0.21511555999999998,0.77,174,,,,,,,,,,
-0.04728676777333021,5250,3199,0.96,5250,1.08,0,,,,,,,0.03557378053665161,0.001,0.12763039022684097,0.01666666753590107,-0.03897352926433086,0.05187462642788887,1740,-0.0009641808267527363,0.0027136346,0.2
,,,,5250,,,20550,1.58,0,-0.25585829,0.74,175,,,,,,,,,,
-0.09060302574187518,5280,3213,0.9,5280,1.28,0,,,,,,,0.05311417579650879,0.001,0.25856626480817796,0.0,-0.05113604068756104,0.11439022421836853,1750,8.453925273599338e-07,4.0928524e-07,0.2
,,,,5280,,,20661,1.63,0,-0.26740747000000004,0.71,176,,,,,,,,,,
-0.06931470533832908,5310,3234,0.94,5310,1.16,0,,,,,,,0.09613734483718872,0.001,0.23302781730890273,0.0,-0.06548430025577545,0.1014021560549736,1760,-0.00022470553853040087,2.9742719e-06,0.2
,,,,5310,,,20767,1.6,0,-0.26761667999999994,0.73,177,,,,,,,,,,
-0.050853667710907755,5340,3250,0.96,5340,1.12,0,,,,,,,0.25234657526016235,0.001,0.1994577944278717,0.0,-0.06321145184338092,0.07665137946605682,1770,-1.770396991713774e-05,1.3649463e-06,0.2
,,,,5340,,,20871,1.7,0,-0.30691417,0.68,178,,,,,,,,,,
-0.09039307365193963,5370,3268,0.86,5370,1.3,0,,,,,,,0.06831300258636475,0.001,0.2193979188799858,0.0,-0.06289136968553066,0.0846378281712532,1780,-1.7578006035545714e-05,3.576279e-08,0.2
,,,,5370,,,20991,1.7,0,-0.32290087,0.68,179,,,,,,,,,,
-0.112391651943326,5400,3289,0.88,5400,1.32,0,,,,,,,0.3286435008049011,0.001,0.16250097528100013,0.026666668057441712,-0.05770931430160999,0.05328398570418358,1790,-0.006242252333710496,0.015382393,0.2
,,,,5400,,,21112,1.69,0,-0.32089995000000004,0.69,180,,,,,,,,,,
