env/current_idx,eval/mean_reward,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,time/iterations,train/policy_gradient_loss,train/loss,train/entropy_loss,train/explained_variance,train/learning_rate,train/clip_range,train/clip_fraction,train/n_updates,train/value_loss,train/approx_kl
5546,-0.05013743529096246,1.12,0.96,9900,9900,0,,,,,,,-0.02963982771616429,-0.014804895967245102,-0.5818122178316116,0.13531863689422607,0.001,0.2,0.14580965898931025,320,0.1775570336729288,0.06635077
,,,,9900,,,-0.18387223000000003,0,1.56,15144,0.76,33,,,,,,,,,,
5728,-0.04853837534785271,1.14,0.94,10200,10200,0,,,,,,,-0.029451720765791833,-0.006264917552471161,-0.6367241203784942,0.234247624874115,0.001,0.2,0.11922940351068974,330,0.157564827054739,0.026539093
,,,,10200,,,-0.27402701000000007,0,1.65,15587,0.71,34,,,,,,,,,,
5912,-0.12975023697596044,1.28,0.88,10500,10500,0,,,,,,,-0.020389332133345307,0.07796287536621094,-0.5888790175318718,0.16768395900726318,0.001,0.2,0.09866832457482815,340,0.1837322197854519,0.015740441
,,,,10500,,,-0.31071841,0,1.69,16053,0.68,35,,,,,,,,,,
6102,-0.07017037900164723,1.18,0.94,10800,10800,0,,,,,,,-0.026494847633875905,0.022318322211503983,-0.5712141588330268,0.12156873941421509,0.001,0.2,0.10607244409620761,350,0.1822423677891493,0.020843023
,,,,10800,,,-0.25442203999999996,0,1.64,16517,0.73,36,,,,,,,,,,
6278,-0.10935663937125355,1.26,0.9,11100,11100,0,,,,,,,-0.019570560869760813,0.012793537229299545,-0.4889447405934334,0.13018906116485596,0.001,0.2,0.08263494446873665,360,0.1830973245203495,0.02085006
,,,,11100,,,-0.28159543,0,1.63,17007,0.71,37,,,,,,,,,,
6453,-0.13467116145882754,1.36,0.86,11400,11400,0,,,,,,,-0.021084860498376656,0.05990033596754074,-0.6444934755563736,0.16219496726989746,0.001,0.2,0.09012784101068974,370,0.18844011574983596,0.04298782
,,,,11400,,,-0.21739906999999994,0,1.68,17489,0.72,38,,,,,,,,,,
6628,-0.17255840566940606,1.36,0.82,11700,11700,0,,,,,,,-0.03474444762105122,0.021303690969944,-0.7853267133235932,0.06236547231674194,0.001,0.2,0.13132102228701115,380,0.18800353705883027,0.026196389
,,,,11700,,,-0.26393881,0,1.73,17963,0.69,39,,,,,,,,,,
6801,-0.09102595482952892,1.26,0.9,12000,12000,0,,,,,,,-0.022062609091517516,0.06505811214447021,-0.6027176961302757,0.07834422588348389,0.001,0.2,0.075355114787817,390,0.1850726529955864,0.013996172
,,,,12000,,,-0.2843214,0,1.76,18413,0.66,40,,,,,,,,,,
6980,-0.04973924895748496,1.22,0.92,12300,12300,0,,,,,,,-0.029798298014793546,0.03119547665119171,-0.7331868410110474,0.1433011293411255,0.001,0.2,0.1196555394679308,400,0.19770400300621987,0.022887241
,,,,12300,,,-0.24371012,0,1.63,18868,0.74,41,,,,,,,,,,
7155,-0.06870314638596028,1.16,0.94,12600,12600,0,,,,,,,-0.019790703966282307,0.04005911946296692,-0.6860112935304642,0.11793351173400879,0.001,0.2,0.10786576829850673,410,0.19298372343182563,0.019753698
,,,,12600,,,-0.20393668,0,1.61,19312,0.75,42,,,,,,,,,,
7334,-0.11103287372272462,1.28,0.88,12900,12900,0,,,,,,,-0.03094276743941009,0.02541731670498848,-0.6341923028230667,0.13353246450424194,0.001,0.2,0.17114701718091965,420,0.17881508208811284,0.030007884
,,,,12900,,,-0.23383582999999997,0,1.69,19764,0.7,43,,,,,,,,,,
7519,-0.0898122527776286,1.22,0.9,13200,13200,0,,,,,,,-0.023009412019746378,0.011524699628353119,-0.5778401494026184,0.009489357471466064,0.001,0.2,0.09765625074505806,430,0.17832989394664764,0.010305964
,,,,13200,,,-0.27658352999999997,0,1.73,20220,0.7,44,,,,,,,,,,
7694,-0.1152921825926751,1.32,0.88,13500,13500,0,,,,,,,-0.026493128774745855,0.030084121972322464,-0.5281688436865807,0.08940094709396362,0.001,0.2,0.11180753000080586,440,0.17144096940755843,0.023771504
,,,,13500,,,-0.27509332000000003,0,1.67,20700,0.7,45,,,,,,,,,,
7870,-0.13139823945239187,1.3,0.86,13800,13800,0,,,,,,,-0.020678833010606468,0.044431548565626144,-0.5624072626233101,0.10665947198867798,0.001,0.2,0.09914772808551789,450,0.21236847564578057,0.013870869
,,,,13800,,,-0.2851275,0,1.72,21153,0.67,46,,,,,,,,,,
8044,-0.13329523794353007,1.42,0.86,14100,14100,0,,,,,,,-0.024290419814496998,0.042201559990644455,-0.5009954303503037,0.13242173194885254,0.001,0.2,0.09557883627712727,460,0.19086251221597195,0.028417142
,,,,14100,,,-0.31135656000000006,0,1.74,21608,0.68,47,,,,,,,,,,
8219,-0.02761535717640072,1.1,0.98,14400,14400,0,,,,,,,-0.021885885286610573,0.03557495027780533,-0.4840232700109482,0.13898921012878418,0.001,0.2,0.09112216047942638,470,0.19200724214315415,0.018922944
,,,,14400,,,-0.33947481999999984,0,1.81,22040,0.65,48,,,,,,,,,,
8402,-0.07099655896425247,1.3,0.88,14700,14700,0,,,,,,,-0.024108915324904955,0.05119175836443901,-0.5059813097119331,0.20321893692016602,0.001,0.2,0.13055752962827682,480,0.18770093247294425,0.03076119
,,,,14700,,,-0.19052214000000003,0,1.57,22493,0.79,49,,,,,,,,,,
8596,-0.050863898959942165,1.36,0.86,15000,15000,0,,,,,,,-0.01550511631066911,0.04482891410589218,-0.36449512988328936,0.20211142301559448,0.001,0.2,0.07833806946873664,490,0.15723321139812468,0.014120538
,,,,15000,,,-0.19860848999999994,0,1.56,22944,0.77,50,,,,,,,,,,
8784,-0.05375506930518895,1.2,0.92,15300,15300,0,,,,,,,-0.022197322081774475,0.02506217733025551,-0.35752702951431276,0.15511703491210938,0.001,0.2,0.10582386441528797,500,0.16501317992806436,0.01629521
,,,,15300,,,-0.18824457,0,1.5,23427,0.8,51,,,,,,,,,,
8959,-0.028508215872570873,1.18,0.94,15600,15600,0,,,,,,,-0.01892240597990167,0.013525951653718948,-0.445699580013752,0.2855151891708374,0.001,0.2,0.10204190500080586,510,0.1431981921195984,0.026468888
,,,,15600,,,-0.30868741,0,1.75,23888,0.66,52,,,,,,,,,,
9138,-0.07030541468877345,1.28,0.9,15900,15900,0,,,,,,,-0.00912797446944751,0.05768284574151039,-0.2319178082048893,0.23635685443878174,0.001,0.2,0.06260653510689736,520,0.1768862262368202,0.011767768
,,,,15900,,,-0.34507777000000006,0,1.75,24327,0.67,53,,,,,,,,,,
9331,-0.03080886389128864,1.34,0.86,16200,16200,0,,,,,,,-0.00858323156280676,0.03352031856775284,-0.2597690224647522,0.190201997756958,0.001,0.2,0.03325639255344868,530,0.17710969634354115,0.009320598
,,,,16200,,,-0.18835973,0,1.53,24783,0.77,54,,,,,,,,,,
9509,-0.11144814086146652,1.38,0.86,16500,16500,0,,,,,,,-0.015207070929318434,0.01568511500954628,-0.25236513689160345,0.25205302238464355,0.001,0.2,0.06319247223436833,540,0.1491059109568596,0.019072993
,,,,16500,,,-0.28175894999999995,0,1.72,25241,0.67,55,,,,,,,,,,
9694,-0.1303664697892964,1.3,0.86,16800,16800,0,,,,,,,-0.00895418863510713,0.07143446058034897,-0.19101512804627419,0.16651684045791626,0.001,0.2,0.04957386441528797,550,0.19513278901576997,0.0066391286
,,,,16800,,,-0.27711714000000004,0,1.66,25690,0.73,56,,,,,,,,,,
9886,-0.09162753314245492,1.32,0.88,17100,17100,0,,,,,,,-0.012658314913278446,0.06481708586215973,-0.25126162022352216,0.2314191460609436,0.001,0.2,0.05919744409620762,560,0.1651936039328575,0.012145998
,,,,17100,,,-0.213689,0,1.54,26139,0.76,57,,,,,,,,,,
10075,-0.06990295051131397,1.16,0.94,17400,17400,0,,,,,,,-0.01152369819174055,0.04080604016780853,-0.26311446651816367,0.17283403873443604,0.001,0.2,0.05035511441528797,570,0.1700874999165535,0.011468142
,,,,17400,,,-0.22278061000000002,0,1.53,26570,0.77,58,,,,,,,,,,
10246,-0.1744383183028549,1.38,0.84,17700,17700,0,,,,,,,-0.014713684318121523,0.053588174283504486,-0.16149980202317238,0.21443212032318115,0.001,0.2,0.06644176207482815,580,0.18277973532676697,0.00879066
,,,,17700,,,-0.30085882,0,1.79,27042,0.64,59,,,,,,,,,,
10433,-0.08949347462505103,1.24,0.9,18000,18000,0,,,,,,,-0.01666802850086242,0.04708735644817352,-0.22392276003956796,0.19121193885803223,0.001,0.2,0.06276633627712727,590,0.1811522901058197,0.021049477
,,,,18000,,,-0.26528531,0,1.69,27525,0.69,60,,,,,,,,,,
10625,-0.06874266296625137,1.22,0.92,18300,18300,0,,,,,,,-0.009799333666160237,0.035274602472782135,-0.20638821870088578,0.1378501057624817,0.001,0.2,0.04124644957482815,600,0.18474655263125897,0.0075006424
,,,,18300,,,-0.24196911000000004,0,1.58,28095,0.75,61,,,,,,,,,,
10819,-0.04909114231355488,1.22,0.94,18600,18600,0,,,,,,,-0.005890065487255925,0.07413778454065323,-0.16502258665859698,0.21150672435760498,0.001,0.2,0.024094460532069206,610,0.1741150937974453,0.0024046362
,,,,18600,,,-0.19252914000000002,0,1.54,28557,0.78,62,,,,,,,,,,
11006,-0.029453725065104665,1.2,0.94,18900,18900,0,,,,,,,-0.008722534272965276,0.0371115580201149,-0.15274270698428155,0.2902168035507202,0.001,0.2,0.03370028473436833,620,0.1435434278100729,0.008280464
,,,,18900,,,-0.27347583000000003,0,1.68,29002,0.7,63,,,,,,,,,,
11180,-0.054101567310281096,1.22,0.92,19200,19200,0,,,,,,,-0.006454817867779639,0.06972862780094147,-0.16718502715229988,0.19428801536560059,0.001,0.2,0.021519886702299117,630,0.18708897307515143,0.0054143737
,,,,19200,,,-0.2752129,0,1.63,29457,0.73,64,,,,,,,,,,
11364,-0.027341402154415845,1.1,0.98,19500,19500,0,,,,,,,-0.01588514360046247,0.026928268373012543,-0.2346326343715191,0.15602874755859375,0.001,0.2,0.06617542691528797,640,0.19328659512102603,0.027047545
,,,,19500,,,-0.28939421,0,1.68,29889,0.7,65,,,,,,,,,,
11550,-0.06933777511585504,1.24,0.9,19800,19800,0,,,,,,,-0.012062973232241347,0.04745717719197273,-0.16398043036460877,0.2919073700904846,0.001,0.2,0.034428267553448674,650,0.16335540376603602,0.020678237
,,,,19800,,,-0.23378826,0,1.6,30343,0.74,66,,,,,,,,,,
11739,-0.050302893645130096,1.3,0.88,20100,20100,0,,,,,,,-0.00937112103056279,0.004387740045785904,-0.19518941566348075,0.23994457721710205,0.001,0.2,0.026207386702299117,660,0.15716702863574028,0.009859575
,,,,20100,,,-0.28577532,0,1.71,30789,0.68,67,,,,,,,,,,
11916,-0.04828713242895901,1.18,0.92,20400,20400,0,,,,,,,-0.01322495027561672,0.02708495780825615,-0.2512777060270309,0.2719714641571045,0.001,0.2,0.06752485893666745,670,0.15777992755174636,0.017204411
,,,,20400,,,-0.29303345000000003,0,1.65,31222,0.72,68,,,,,,,,,,
12107,-0.06985379971563815,1.28,0.9,20700,20700,0,,,,,,,-0.0136145573167596,0.04839739948511124,-0.22248560115694999,0.18104153871536255,0.001,0.2,0.051455966755747796,680,0.18371739611029625,0.012099233
,,,,20700,,,-0.29715018000000004,0,1.69,31679,0.71,69,,,,,,,,,,
12296,-0.027816924480721355,1.08,0.98,21000,21000,0,,,,,,,-0.01366724073595833,0.01905529946088791,-0.2262338764965534,0.14874368906021118,0.001,0.2,0.04311079569160938,690,0.172728718072176,0.056093454
,,,,21000,,,-0.24394837,0,1.54,32132,0.77,70,,,,,,,,,,
12482,-0.15460643792990594,1.34,0.84,21300,21300,0,,,,,,,-0.011142646638290898,0.08397316932678223,-0.2303004503250122,0.0709143877029419,0.001,0.2,0.050461648404598235,700,0.19400222674012185,0.013108981
,,,,21300,,,-0.21879635999999997,0,1.65,32602,0.7,71,,,,,,,,,,
12667,-0.04831580242607743,1.18,0.96,21600,21600,0,,,,,,,-0.01220955947355833,0.07581092417240143,-0.18631407618522644,0.1706884503364563,0.001,0.2,0.04435369372367859,710,0.18656639084219934,0.008858919
,,,,21600,,,-0.24747942000000006,0,1.64,33045,0.74,72,,,,,,,,,,
12852,-0.050724724009633064,1.18,0.94,21900,21900,0,,,,,,,-0.017561395291704685,0.03137223795056343,-0.3118717707693577,0.11815667152404785,0.001,0.2,0.08181818276643753,720,0.19981973841786385,0.021350931
,,,,21900,,,-0.22210343,0,1.59,33495,0.74,73,,,,,,,,,,
13025,-0.05051675073802471,1.24,0.92,22200,22200,0,,,,,,,-0.012174711638363079,0.06304323673248291,-0.2143452949821949,0.22907918691635132,0.001,0.2,0.039985796064138414,730,0.17630980648100375,0.012313988
,,,,22200,,,-0.31019374000000005,0,1.81,33948,0.64,74,,,,,,,,,,
13207,-0.0917576509481296,1.3,0.88,22500,22500,0,,,,,,,-0.017507782799657434,0.04697544872760773,-0.3339079201221466,0.16067922115325928,0.001,0.2,0.07294034175574779,740,0.17514788284897803,0.016110886
,,,,22500,,,-0.25793101999999996,0,1.67,34407,0.71,75,,,,,,,,,,
13387,-0.028780029281042518,1.22,0.92,22800,22800,0,,,,,,,-0.015351627049676608,0.06487222760915756,-0.24610294327139853,0.1453319787979126,0.001,0.2,0.0570134948939085,750,0.1739949334412813,0.013339863
,,,,22800,,,-0.32415747000000006,0,1.71,34860,0.67,76,,,,,,,,,,
13571,-0.09479946490842849,1.38,0.84,23100,23100,0,,,,,,,-0.01620148161309771,0.04017549753189087,-0.32341575995087624,0.2842063903808594,0.001,0.2,0.08188920505344868,760,0.1711722981184721,0.025291787
,,,,23100,,,-0.27268938000000004,0,1.61,35320,0.71,77,,,,,,,,,,
