env/current_idx,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,eval/success_rate,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,train/clip_range,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl
9,1.66,-0.1442689693812281,30,0,30,0.88,,,,,,,,,,,,,,,,
,,,30,,,,-0.693556375,1,3.5,0,161,0.5,,,,,,,,,,
18,1.58,-0.11129108254797757,60,0,60,0.9,,,,,,,0.2,5,-0.026915881298482703,0.0,0.023765526711940765,0.5275678962469101,0.001,-0.766208291053772,-1.9438350915908813,0.0059723677
,,,60,,,,-0.6277639411764706,2,3.5294117647058822,0,291,0.5294117647058824,,,,,,,,,,
26,1.72,-0.17062294350005686,90,0,90,0.86,,,,,,,0.2,10,-0.02263867948204279,0.0,0.013953574001789093,0.27771053910255433,0.001,-0.7570428848266602,-1.9297149181365967,0.005580121
,,,90,,,,-0.65115012,3,3.52,0,428,0.52,,,,,,,,,,
35,1.46,-0.09357175825629384,120,0,120,0.92,,,,,,,0.2,15,-0.0251019946734111,0.03333333432674408,-0.004279132932424545,0.1787593513727188,0.001,-0.09847533702850342,-1.8990579843521118,0.0118724285
,,,120,,,,-0.6390676764705883,4,3.5,0,541,0.5294117647058824,,,,,,,,,,
46,1.58,-0.13516157977748663,150,0,150,0.88,,,,,,,0.2,20,-0.015196774968256221,0.020000000298023225,0.03483612462878227,0.18414539992809295,0.001,0.23062169551849365,-1.8518047332763672,0.005540347
,,,150,,,,-0.5707160444444445,5,3.2444444444444445,0,657,0.5777777777777777,,,,,,,,,,
60,1.42,-0.07244043366517872,180,0,180,0.94,,,,,,,0.2,25,-0.02180500211814973,0.006666667014360428,0.1083136796951294,0.4156683385372162,0.001,-1.0346438884735107,-1.8717580080032348,0.011368058
,,,180,,,,-0.4836950338983051,6,3.016949152542373,0,777,0.6271186440677966,,,,,,,,,,
67,1.44,-0.0727574780350551,210,0,210,0.94,,,,,,,0.2,30,-0.010469477173561614,0.026666668057441712,0.10473451763391495,0.2970238208770752,0.001,0.04998737573623657,-1.8881428480148315,0.009922087
,,,210,,,,-0.5012895454545454,7,3.121212121212121,0,895,0.6060606060606061,,,,,,,,,,
77,1.18,-0.00951637168880552,240,0,240,1.0,,,,,,,0.2,35,-0.02537173223992193,0.020000000298023225,0.04732828587293625,0.30116415917873385,0.001,-0.7671101093292236,-1.8904313802719117,0.0054797926
,,,240,,,,-0.5021417236842106,8,3.1447368421052633,0,998,0.5921052631578947,,,,,,,,,,
91,1.28,-0.009864565855823458,270,0,270,0.96,,,,,,,0.2,40,-0.04717720441520221,0.12000000178813934,0.002662576735019684,0.19412088692188262,0.001,0.10939168930053711,-1.8395474910736085,0.02174971
,,,270,,,,-0.4757487444444445,9,3.0,0,1103,0.6111111111111112,,,,,,,,,,
102,1.32,-0.07207296126522124,300,0,300,0.94,,,,,,,0.2,45,-0.03767020886143051,0.1266666680574417,0.02569497376680374,0.23237068057060242,0.001,0.2224738597869873,-1.7199960470199585,0.017747872
,,,300,,,,-0.48450598,10,2.97,0,1211,0.61,,,,,,,,,,
111,1.54,-0.13960570260416716,330,0,330,0.88,,,,,,,0.2,50,-0.024921393233040944,0.0800000011920929,0.05503344535827637,0.2870666176080704,0.001,0.2108634114265442,-1.5551393032073975,0.014966206
,,,330,,,,-0.43204094000000004,11,2.88,0,1338,0.65,,,,,,,,,,
126,1.24,-0.0503542525600642,360,0,360,0.96,,,,,,,0.2,55,-0.0016129477974025975,0.0,0.09008097648620605,0.23550213277339935,0.001,-0.06756353378295898,-1.385596799850464,0.007783518
,,,360,,,,-0.40223746,12,2.71,0,1450,0.67,,,,,,,,,,
135,1.16,-0.030687542664818466,390,0,390,0.98,,,,,,,0.2,60,-0.04436860308051109,0.053333336114883424,-0.010851986706256866,0.15609092116355897,0.001,0.4462319016456604,-1.218473219871521,0.015684737
,,,390,,,,-0.3965142400000001,13,2.67,0,1553,0.67,,,,,,,,,,
144,1.48,-0.07931931529194117,420,0,420,0.92,,,,,,,0.2,65,-0.003138640664983683,0.046666666865348816,0.06994771957397461,0.20386964082717896,0.001,0.15336906909942627,-0.9943380117416382,0.01081322
,,,420,,,,-0.42325716999999996,14,2.74,0,1685,0.65,,,,,,,,,,
156,1.48,-0.07523681849706917,450,0,450,0.92,,,,,,,0.2,70,0.001461062716941086,0.0,0.08474724739789963,0.21944347023963928,0.001,-0.13628768920898438,-0.8275177001953125,0.002222977
,,,450,,,,-0.44054015,15,2.77,0,1806,0.64,,,,,,,,,,
173,1.3,-0.032294906713068484,480,0,480,0.98,,,,,,,0.2,75,-0.007239343356341266,0.0,0.0720963254570961,0.2273258686065674,0.001,-0.07783830165863037,-0.7349043607711792,0.0017820358
,,,480,,,,-0.4014351199999999,16,2.56,0,1918,0.69,,,,,,,,,,
190,1.26,-0.03152299942448735,510,0,510,0.98,,,,,,,0.2,80,-0.00024518608542436484,0.0,0.082608163356781,0.20529624223709106,0.001,0.023581743240356445,-0.6569311261177063,0.0008319855
,,,510,,,,-0.3407560399999999,17,2.37,0,2029,0.74,,,,,,,,,,
205,1.84,-0.14102024253923445,540,0,540,0.88,,,,,,,0.2,85,-0.002481213470455401,0.0,0.013369650579988956,0.0726229041814804,0.001,0.4475123882293701,-0.5665280938148498,0.0012982985
,,,540,,,,-0.32956985999999994,18,2.32,0,2169,0.74,,,,,,,,,,
220,1.56,-0.12251416341401637,570,0,570,0.88,,,,,,,0.2,90,-0.0002865552852746589,0.0,0.07397440820932388,0.15601825416088105,0.001,0.379655122756958,-0.4918699860572815,6.988446e-05
,,,570,,,,-0.29216973999999996,19,2.22,0,2296,0.77,,,,,,,,,,
235,1.3,-0.05033909669611603,600,0,600,0.96,,,,,,,0.2,95,-0.00388950216428654,0.0,0.0782209038734436,0.22292275726795197,0.001,0.2880460023880005,-0.4431156158447266,0.00087910495
,,,600,,,,-0.26308087,20,2.11,0,2406,0.8,,,,,,,,,,
251,1.46,-0.11391826855950057,630,0,630,0.9,,,,,,,0.2,100,0.003724817379067424,0.0,0.113578662276268,0.3116515547037125,0.001,0.08994519710540771,-0.3963851809501648,0.00073949894
,,,630,,,,-0.18515799000000002,21,1.89,0,2540,0.85,,,,,,,,,,
272,1.28,-0.0501225108653307,660,0,660,0.96,,,,,,,0.2,105,2.2631089134961257e-05,0.0,0.07492028176784515,0.19103820919990538,0.001,0.42572230100631714,-0.3994652688503265,3.816684e-06
,,,660,,,,-0.15804753,22,1.82,0,2652,0.87,,,,,,,,,,
285,1.24,-0.02994689080864191,690,0,690,0.98,,,,,,,0.2,110,-0.006786298408793812,0.03333333507180214,0.05630382522940636,0.15529641807079314,0.001,-0.2106231451034546,-0.4323501825332642,0.0053278785
,,,690,,,,-0.16293098,23,1.9,0,2756,0.86,,,,,,,,,,
298,1.28,-0.050450903498567644,720,0,720,0.96,,,,,,,0.2,115,-0.0009487274933296152,0.006666667014360428,0.04643037170171738,0.12144794911146164,0.001,-0.011591792106628418,-0.5085738658905029,0.0010814487
,,,720,,,,-0.17070766999999998,24,1.94,0,2869,0.84,,,,,,,,,,
311,1.34,-0.05311496813315898,750,0,750,0.96,,,,,,,0.2,120,-0.014907526150345874,0.07333333566784858,0.07291363179683685,0.20388131439685822,0.001,0.028445780277252197,-0.6142596483230591,0.013256911
,,,750,,,,-0.18066158000000004,25,1.99,0,2995,0.83,,,,,,,,,,
325,1.08,-0.0074389618122950195,780,0,780,1.0,,,,,,,0.2,125,-0.012840457999457832,0.0,0.09463276714086533,0.27324011325836184,0.001,0.05260378122329712,-0.7127673625946045,0.0033012966
,,,780,,,,-0.17919015,26,2.0,0,3092,0.84,,,,,,,,,,
336,1.6,-0.13498085766099394,810,0,810,0.88,,,,,,,0.2,130,-0.0024631829654390815,0.04000000059604645,0.15553274750709534,0.3525780200958252,0.001,0.07553279399871826,-0.8386232495307923,0.007327952
,,,810,,,,-0.17768826000000001,27,2.04,0,3222,0.84,,,,,,,,,,
346,1.24,-0.05060560865793377,840,0,840,0.96,,,,,,,0.2,135,-0.026374482996762084,0.07333333566784858,0.00454949215054512,0.11684835404157638,0.001,0.3403030037879944,-1.0542024850845337,0.021341497
,,,840,,,,-0.20037527000000005,28,2.19,0,3332,0.81,,,,,,,,,,
365,1.28,-0.05252000788692385,870,0,870,0.96,,,,,,,0.2,140,0.008940676935016966,0.0,0.04869228973984718,0.08619689792394639,0.001,0.34383130073547363,-1.2855673789978028,0.0007840991
,,,870,,,,-0.19140019999999996,29,2.18,0,3441,0.82,,,,,,,,,,
373,1.26,-0.04982719181571156,900,0,900,0.96,,,,,,,0.2,145,-0.015742824555685077,0.013333334028720856,-0.02378309704363346,0.02501777485013008,0.001,-10.539254188537598,-1.2389063596725465,0.0078286445
,,,900,,,,-0.24808607000000002,30,2.39,0,3552,0.77,,,,,,,,,,
389,1.42,-0.0728793183900416,930,0,930,0.94,,,,,,,0.2,150,-0.02747358338286432,0.053333336114883424,0.0681135356426239,0.4142761379480362,0.001,0.18339753150939941,-1.0734107971191407,0.012234378
,,,930,,,,-0.25116939000000005,31,2.34,0,3666,0.78,,,,,,,,,,
408,1.32,-0.05297096106223762,960,0,960,0.94,,,,,,,0.2,155,-0.01317938144629167,0.07333333492279052,0.14121496677398682,0.3499126732349396,0.001,0.006247162818908691,-0.8918060541152955,0.009863878
,,,960,,,,-0.22318099,32,2.17,0,3785,0.82,,,,,,,,,,
422,1.5,-0.07476665240712464,990,0,990,0.92,,,,,,,0.2,160,-0.016995723533133854,0.04000000059604645,0.0452117919921875,0.2057006299495697,0.001,-0.2022339105606079,-0.7280251979827881,0.0073933005
,,,990,,,,-0.21222037,33,2.16,0,3915,0.81,,,,,,,,,,
436,1.42,-0.09133129196241498,1020,0,1020,0.92,,,,,,,0.2,165,-0.018473148296276685,0.07333333492279052,0.02740812860429287,0.12330968081951141,0.001,0.0598796010017395,-0.5527731895446777,0.010780561
,,,1020,,,,-0.20365094000000003,34,2.13,0,4041,0.81,,,,,,,,,,
454,1.36,-0.033093852656893435,1050,0,1050,0.96,,,,,,,0.2,170,4.794995059675955e-06,0.0,0.10027358680963516,0.24566257297992705,0.001,0.036904990673065186,-0.4222878336906433,0.0001968503
,,,1050,,,,-0.20303973999999994,35,1.99,0,4161,0.82,,,,,,,,,,
472,1.38,-0.091591543443501,1080,0,1080,0.92,,,,,,,0.2,175,-0.00713428654087096,0.013333334028720856,0.08036360144615173,0.2173530101776123,0.001,0.12507838010787964,-0.34498074650764465,0.0030658902
,,,1080,,,,-0.17234957999999992,36,1.83,0,4274,0.85,,,,,,,,,,
485,1.3,-0.070288369464688,1110,0,1110,0.94,,,,,,,0.2,180,-0.00023320774761188546,0.0,0.09863036870956421,0.2756130754947662,0.001,-0.29186689853668213,-0.283687162399292,0.00031183363
,,,1110,,,,-0.19178269,37,1.88,0,4388,0.83,,,,,,,,,,
502,1.32,-0.05424305312335491,1140,0,1140,0.96,,,,,,,0.2,185,-0.003370279455557501,0.0,0.13859052956104279,0.28243839740753174,0.001,0.31556975841522217,-0.23953872919082642,0.0006296992
,,,1140,,,,-0.21051620999999998,38,1.94,0,4502,0.81,,,,,,,,,,
516,1.2,-0.029372290750034155,1170,0,1170,0.98,,,,,,,0.2,190,-0.00319800793658942,0.006666667014360428,0.046888843178749084,0.11827534288167954,0.001,0.49675410985946655,-0.20707710981369018,0.0011162063
,,,1170,,,,-0.23431769,39,1.93,0,4604,0.81,,,,,,,,,,
531,1.24,-0.010660246778279543,1200,0,1200,0.98,,,,,,,0.2,195,-3.087520667577337e-07,0.0,0.11049003154039383,0.2510695308446884,0.001,0.16420400142669678,-0.17456631660461425,7.677078e-06
,,,1200,,,,-0.21247982000000004,40,1.85,0,4710,0.83,,,,,,,,,,
554,1.16,-0.028915819209069014,1230,0,1230,0.98,,,,,,,0.2,200,6.675720385374006e-08,0.0,0.06982475519180298,0.175172621011734,0.001,0.4417054057121277,-0.1560852348804474,2.026558e-06
,,,1230,,,,-0.18730351999999997,41,1.8,0,4819,0.85,,,,,,,,,,
572,1.56,-0.11459751341026277,1260,0,1260,0.9,,,,,,,0.2,205,2.433856309380644e-07,0.0,0.03326568379998207,0.08245726674795151,0.001,-1.4916245937347412,-0.145836940407753,5.9604645e-07
,,,1260,,,,-0.18331850999999996,42,1.79,0,4953,0.86,,,,,,,,,,
592,1.14,-0.02787614207249135,1290,0,1290,0.98,,,,,,,0.2,210,-9.874503206219743e-08,0.0,0.04011327773332596,0.11050631403923035,0.001,0.3094888925552368,-0.140131676197052,2.3841858e-07
,,,1290,,,,-0.14568383000000004,43,1.69,0,5055,0.89,,,,,,,,,,
610,1.26,-0.010870415000244976,1320,0,1320,0.96,,,,,,,0.2,215,-0.00017095605571100237,0.0,0.0456230454146862,0.10458880662918091,0.001,0.3204782009124756,-0.13586695194244386,6.748636e-05
,,,1320,,,,-0.12406589999999998,44,1.66,0,5174,0.91,,,,,,,,,,
625,1.34,-0.056153314271941784,1350,0,1350,0.96,,,,,,,0.2,220,-9.437401828904513e-08,0.0,0.04934240132570267,0.11948533505201339,0.001,-0.018990397453308105,-0.1301447033882141,2.3841858e-07
,,,1350,,,,-0.09413195,45,1.64,0,5302,0.93,,,,,,,,,,
643,1.52,-0.10500156308524311,1380,0,1380,0.9,,,,,,,0.2,225,-1.2556711510569584e-07,0.0,0.048327814787626266,0.11674061417579651,0.001,0.12674576044082642,-0.1265858978033066,1.1920929e-07
,,,1380,,,,-0.08256927999999997,46,1.62,0,5418,0.94,,,,,,,,,,
659,1.36,-0.09196096578612924,1410,0,1410,0.92,,,,,,,0.2,230,-0.0027378197883567877,0.006666667014360428,0.024049149826169014,0.08249872252345085,0.001,0.11705636978149414,-0.12938810586929322,0.0010145208
,,,1410,,,,-0.11057336,47,1.75,0,5530,0.91,,,,,,,,,,
670,1.84,-0.1739867156976834,1440,0,1440,0.84,,,,,,,0.2,235,-0.0033653966803104396,0.013333334028720856,0.07506319135427475,0.2099018543958664,0.001,-0.02064502239227295,-0.14505248367786408,0.0021129926
,,,1440,,,,-0.14301712,48,1.89,0,5667,0.87,,,,,,,,,,
682,1.38,-0.07319176888559013,1470,0,1470,0.94,,,,,,,0.2,240,3.0795733572119845e-07,0.0,0.045915380120277405,0.13655245751142503,0.001,0.2906329035758972,-0.1482927232980728,0.0
,,,1470,,,,-0.16996566000000002,49,1.93,0,5788,0.85,,,,,,,,,,
698,1.48,-0.09559074440505355,1500,0,1500,0.92,,,,,,,0.2,245,-0.0012545030521387446,0.0,0.04394837096333504,0.12360270619392395,0.001,0.3555554151535034,-0.14541061818599701,0.00031294822
,,,1500,,,,-0.17488742999999998,50,1.98,0,5922,0.84,,,,,,,,,,
706,1.2,-0.029362787446007132,1530,0,1530,0.98,,,,,,,0.2,250,-2.9206275620197175e-08,0.0,0.055787160992622375,0.12335921823978424,0.001,0.5032497048377991,-0.13445125222206117,9.536743e-07
,,,1530,,,,-0.23377646000000002,51,2.16,0,6030,0.8,,,,,,,,,,
723,1.42,-0.05473335355054587,1560,0,1560,0.94,,,,,,,0.2,255,-0.0005073658710655238,0.0,0.15183955430984497,0.4284270226955414,0.001,-0.48828327655792236,-0.12586646527051926,8.661548e-05
,,,1560,,,,-0.24539746999999998,52,2.15,0,6169,0.79,,,,,,,,,,
739,1.26,-0.029591387161053716,1590,0,1590,0.98,,,,,,,0.2,260,-0.003597231274470758,0.0,0.23969261348247528,0.586914849281311,0.001,0.10551434755325317,-0.11333121359348297,0.00026692948
,,,1590,,,,-0.249814,53,2.21,0,6313,0.79,,,,,,,,,,
757,1.58,-0.1338013319019228,1620,0,1620,0.88,,,,,,,0.2,265,1.7778078532870723e-06,0.0,0.08564182370901108,0.3018892616033554,0.001,-0.273531436920166,-0.10192532986402511,8.34465e-07
,,,1620,,,,-0.23869343,54,2.17,0,6458,0.79,,,,,,,,,,
773,1.32,-0.051001159329898654,1650,0,1650,0.96,,,,,,,0.2,270,-1.1384487308419011e-07,0.0,0.09622522443532944,0.18136938214302062,0.001,0.1357412338256836,-0.09467390179634094,2.3841858e-07
,,,1650,,,,-0.22600692,55,2.07,0,6583,0.82,,,,,,,,,,
787,1.38,-0.05218487299513072,1680,0,1680,0.92,,,,,,,0.2,275,-0.0002230064111550689,0.0,0.0789959654211998,0.20594976842403412,0.001,0.06271761655807495,-0.09198025315999984,2.4815401e-05
,,,1680,,,,-0.19842876,56,2.0,0,6708,0.84,,,,,,,,,,
806,1.62,-0.1397844418976456,1710,0,1710,0.88,,,,,,,0.2,280,-7.1128210521465e-08,0.0,0.11264903843402863,0.22942087352275847,0.001,-0.025954008102416992,-0.09805089384317398,7.1525574e-07
,,,1710,,,,-0.15127685000000002,57,1.82,0,6855,0.88,,,,,,,,,,
815,1.56,-0.05646654658950865,1740,0,1740,0.94,,,,,,,0.2,285,2.404054164628633e-08,0.0,0.10700894147157669,0.24068431556224823,0.001,0.09726029634475708,-0.10485863089561462,2.9802322e-07
,,,1740,,,,-0.16865295,58,1.89,0,6996,0.86,,,,,,,,,,
832,1.3,-0.053592336876317856,1770,0,1770,0.96,,,,,,,0.2,290,-6.516774551101889e-08,0.0,0.06751110404729843,0.1619832158088684,0.001,0.15803539752960205,-0.10909577906131744,1.1920929e-07
,,,1770,,,,-0.19491008,59,1.9,0,7112,0.84,,,,,,,,,,
846,1.4,-0.07326262479647994,1800,0,1800,0.94,,,,,,,0.2,295,-1.2616316702462882e-07,0.0,0.10961560904979706,0.24319158792495726,0.001,0.2657238841056824,-0.11183961629867553,5.9604645e-08
,,,1800,,,,-0.23395841999999994,60,1.98,0,7242,0.81,,,,,,,,,,
861,1.28,-0.032157787936739624,1830,0,1830,0.96,,,,,,,0.2,300,1.58945721473458e-08,0.0,0.08337951451539993,0.18855544328689575,0.001,0.3519768714904785,-0.11339219212532044,0.0
,,,1830,,,,-0.23119576000000003,61,1.99,0,7359,0.82,,,,,,,,,,
877,1.38,-0.08074506899807603,1860,0,1860,0.94,,,,,,,0.2,305,-4.092852359249832e-08,0.0,0.08079846948385239,0.19292032122612,0.001,0.2513888478279114,-0.11432466059923171,0.0
,,,1860,,,,-0.25408809,62,2.05,0,7491,0.8,,,,,,,,,,
895,1.38,-0.0566602599946782,1890,0,1890,0.94,,,,,,,0.2,310,-9.139378995826064e-08,0.0,0.08099371939897537,0.19349005520343782,0.001,0.3493664264678955,-0.11497033536434173,0.0
,,,1890,,,,-0.23208985000000001,63,1.99,0,7622,0.81,,,,,,,,,,
912,1.58,-0.11532821369357407,1920,0,1920,0.88,,,,,,,0.2,315,-4.4902167228855204e-08,0.0,0.05368897691369057,0.12798852622509002,0.001,0.10472434759140015,-0.11523624509572983,0.0
,,,1920,,,,-0.20683594,64,1.92,0,7760,0.83,,,,,,,,,,
922,1.52,-0.07804661015514285,1950,0,1950,0.92,,,,,,,0.2,320,-8.861224003453571e-08,0.0,0.05288279056549072,0.12076146602630615,0.001,0.4748961329460144,-0.11547319442033768,0.0
,,,1950,,,,-0.20744946000000003,65,1.94,0,7914,0.83,,,,,,,,,,
939,1.26,-0.041293513784185054,1980,0,1980,0.96,,,,,,,0.2,325,-3.7363767708775696e-05,0.0,0.08784104138612747,0.22259037494659423,0.001,0.18164700269699097,-0.1158717468380928,7.780393e-06
,,,1980,,,,-0.20285399999999998,66,1.93,0,8029,0.83,,,,,,,,,,
952,1.18,-0.009489174392074346,2010,0,2010,1.0,,,,,,,0.2,330,-0.0017889051069502671,0.0,0.17793481051921844,0.3724518895149231,0.001,-0.04018568992614746,-0.12001292258501053,0.00016222596
,,,2010,,,,-0.21015637999999995,67,1.98,0,8139,0.83,,,,,,,,,,
968,1.12,-0.007825944237411023,2040,0,2040,1.0,,,,,,,0.2,335,-0.0024827821987372543,0.0,0.1304403692483902,0.33916565775871277,0.001,0.18090194463729858,-0.1332189232110977,0.00061313313
,,,2040,,,,-0.21781707,68,1.94,0,8247,0.83,,,,,,,,,,
985,1.22,-0.02939116391353309,2070,0,2070,0.98,,,,,,,0.2,340,0.00020447850304954328,0.0,0.08587586134672165,0.1684761017560959,0.001,0.3911522626876831,-0.1561476320028305,4.035433e-05
,,,2070,,,,-0.21826756,69,1.95,0,8373,0.84,,,,,,,,,,
1003,1.28,-0.0533159895753488,2100,0,2100,0.96,,,,,,,0.2,345,-0.004183501621397667,0.006666667014360428,0.08911454677581787,0.21274479925632478,0.001,0.07191848754882812,-0.17889562547206878,0.0012730281
,,,2100,,,,-0.21749207000000007,70,1.93,0,8505,0.84,,,,,,,,,,
1013,1.18,-0.028885349621996282,2130,0,2130,0.98,,,,,,,0.2,350,-8.932749409495954e-07,0.0,0.04657107964158058,0.10710553377866745,0.001,0.5089958906173706,-0.22128564715385438,3.2852095e-05
,,,2130,,,,-0.22395498000000003,71,2.05,0,8616,0.83,,,,,,,,,,
1030,1.34,-0.05020698586944491,2160,0,2160,0.96,,,,,,,0.2,355,-0.006408682207887395,0.013333334028720856,0.08141843974590302,0.20535707473754883,0.001,-0.16003859043121338,-0.26052544414997103,0.0023128807
,,,2160,,,,-0.18503918,72,1.89,0,8738,0.86,,,,,,,,,,
1040,1.48,-0.09441188172902912,2190,0,2190,0.92,,,,,,,0.2,360,-1.1392434544177377e-06,0.0,0.0838778167963028,0.18386194109916687,0.001,0.20440518856048584,-0.2900619268417358,2.2429227e-05
,,,2190,,,,-0.21341095000000002,73,2.03,0,8865,0.83,,,,,,,,,,
1052,1.5,-0.10306241234764457,2220,0,2220,0.92,,,,,,,0.2,365,-0.006264198869466497,0.026666668057441712,0.1118401437997818,0.2705087274312973,0.001,-0.07947182655334473,-0.32262676358222964,0.0034680546
,,,2220,,,,-0.24421210999999998,74,2.09,0,8994,0.81,,,,,,,,,,
1066,1.38,-0.07199266626499594,2250,0,2250,0.94,,,,,,,0.2,370,-0.0021321833498468834,0.013333334028720856,0.09892218559980392,0.21960379481315612,0.001,0.3130582571029663,-0.3911451756954193,0.001787279
,,,2250,,,,-0.23339231,75,2.08,0,9116,0.81,,,,,,,,,,
1079,1.28,-0.05104747693054378,2280,0,2280,0.96,,,,,,,0.2,375,0.000775451647351133,0.0,0.08511930704116821,0.19510586559772491,0.001,0.21466219425201416,-0.42179992198944094,1.2727579e-05
,,,2280,,,,-0.26878834,76,2.2,0,9233,0.78,,,,,,,,,,
1091,1.52,-0.1186525967111811,2310,0,2310,0.88,,,,,,,0.2,380,2.056558869867331e-06,0.0,0.18404710292816162,0.3734671354293823,0.001,-0.013532042503356934,-0.377103853225708,0.00014566183
,,,2310,,,,-0.29424572,77,2.26,0,9375,0.76,,,,,,,,,,
1105,1.3,-0.030210892469622195,2340,0,2340,0.96,,,,,,,0.2,385,-0.001476628805976432,0.0,0.13684819638729095,0.3310562908649445,0.001,-0.1905003786087036,-0.333916699886322,0.00045158266
,,,2340,,,,-0.33704648,78,2.32,0,9498,0.74,,,,,,,,,,
1121,1.58,-0.11418008536100388,2370,0,2370,0.88,,,,,,,0.2,390,-0.006131015792488981,0.026666668057441712,0.11547904461622238,0.24782190918922425,0.001,0.30184119939804077,-0.2776925712823868,0.004778431
,,,2370,,,,-0.32679125,79,2.28,0,9628,0.75,,,,,,,,,,
1138,1.42,-0.033657007520087066,2400,0,2400,0.98,,,,,,,0.2,395,0.0021638930200911233,0.013333334028720856,0.197525754570961,0.47538064122200013,0.001,0.07574617862701416,-0.21172564327716828,0.0012937387
,,,2400,,,,-0.32317677000000006,80,2.18,0,9749,0.76,,,,,,,,,,
1151,1.58,-0.09768021080177278,2430,0,2430,0.92,,,,,,,0.2,400,8.669019152875989e-05,0.0,0.08258478343486786,0.17411133050918579,0.001,0.37297701835632324,-0.18725888133049012,0.00011136135
,,,2430,,,,-0.27286383000000003,81,2.12,0,9890,0.78,,,,,,,,,,
1166,1.38,-0.09136506177019328,2460,0,2460,0.92,,,,,,,0.2,405,0.0004416871070861639,0.0,0.05962064117193222,0.12659841030836105,0.001,0.3952241539955139,-0.20303820073604584,0.00022093455
,,,2460,,,,-0.26226205999999996,82,2.1,0,10017,0.79,,,,,,,,,,
1179,1.18,-0.00867106905207038,2490,0,2490,1.0,,,,,,,0.2,410,-0.005661360154238793,0.013333334028720856,0.025561872869729996,0.07982323318719864,0.001,0.43937379121780396,-0.21724894344806672,0.0017380039
,,,2490,,,,-0.24059663,83,2.07,0,10129,0.81,,,,,,,,,,
1194,1.2,-0.04868014123290777,2520,0,2520,0.96,,,,,,,0.2,415,-0.0022862815674542956,0.006666667014360428,0.052484650164842606,0.13503187596797944,0.001,0.2947828769683838,-0.24126945436000824,0.0014271359
,,,2520,,,,-0.22571481000000002,84,2.01,0,10245,0.82,,,,,,,,,,
1212,1.2,-0.029847459206357597,2550,0,2550,0.98,,,,,,,0.2,420,-0.011296363926182273,0.026666668057441712,0.07577790319919586,0.2102513462305069,0.001,0.07269459962844849,-0.20833102166652678,0.004929441
,,,2550,,,,-0.18669190000000005,85,1.93,0,10361,0.84,,,,,,,,,,
1227,1.14,-0.009541211328469216,2580,0,2580,1.0,,,,,,,0.2,425,-0.0026557954400779236,0.020000001043081285,0.046747781336307526,0.11424251198768616,0.001,0.3051387667655945,-0.147723051905632,0.0028208892
,,,2580,,,,-0.19857687999999998,86,2.0,0,10471,0.83,,,,,,,,,,
1245,1.52,-0.11832798279356212,2610,0,2610,0.9,,,,,,,0.2,430,-4.7524769932749675e-07,0.0,0.0478668250143528,0.1225400522351265,0.001,0.5778366327285767,-0.11390009820461273,6.2028566e-06
,,,2610,,,,-0.17963386999999997,87,1.9,0,10596,0.86,,,,,,,,,,
1257,1.64,-0.12030877530109137,2640,0,2640,0.86,,,,,,,0.2,435,-0.0009021600137927521,0.0,0.08214712888002396,0.19530991613864898,0.001,0.30123692750930786,-0.09724019169807434,0.00073781214
,,,2640,,,,-0.21005216999999998,88,1.98,0,10745,0.83,,,,,,,,,,
1272,1.46,-0.09245523933786899,2670,0,2670,0.9,,,,,,,0.2,440,-0.0010824298575357715,0.0,0.17988543212413788,0.39003469347953795,0.001,-0.19376587867736816,-0.0838661715388298,0.00025572974
,,,2670,,,,-0.20563666000000003,89,1.97,0,10873,0.83,,,,,,,,,,
1285,1.78,-0.07698291767388582,2700,0,2700,0.88,,,,,,,0.2,445,-0.0009963832190260646,0.0,0.07881151139736176,0.17493683397769927,0.001,0.18608826398849487,-0.07222189009189606,0.00070787274
,,,2700,,,,-0.19861232999999998,90,1.98,0,11029,0.84,,,,,,,,,,
1299,1.32,-0.033329901769757274,2730,0,2730,0.96,,,,,,,0.2,450,-5.185604061708204e-08,0.0,0.07143954187631607,0.15541642606258393,0.001,-0.1858654022216797,-0.061740046739578246,5.9604645e-07
,,,2730,,,,-0.20082168000000003,91,2.04,0,11180,0.83,,,,,,,,,,
1312,1.3,-0.03095733029767871,2760,0,2760,0.96,,,,,,,0.2,455,-7.15255731975617e-08,0.0,0.11152108013629913,0.2336597442626953,0.001,0.10129964351654053,-0.05546586588025093,1.1920929e-07
,,,2760,,,,-0.23300704999999997,92,2.12,0,11294,0.81,,,,,,,,,,
1323,1.28,-0.06964746229350567,2790,0,2790,0.94,,,,,,,0.2,460,-3.631909729406857e-07,0.0,0.14284729957580566,0.32068994641304016,0.001,0.1598910689353943,-0.05213568508625031,0.0
,,,2790,,,,-0.27883604999999995,93,2.2,0,11418,0.78,,,,,,,,,,
1338,1.42,-0.07977007769048214,2820,0,2820,0.94,,,,,,,0.2,465,-7.549922997895919e-09,0.0,0.08982741832733154,0.20505401492118835,0.001,0.06850606203079224,-0.05031619518995285,0.0
,,,2820,,,,-0.27256690999999994,94,2.18,0,11558,0.78,,,,,,,,,,
