env/current_idx,eval/mean_ep_length,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,eval/success_rate,rollout/ep_rew_mean,time/iterations,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/success_rate,train/clip_range,train/n_updates,train/policy_gradient_loss,train/clip_fraction,train/loss,train/value_loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl
4992,1.32,-0.0508577833417803,9870,0,9870,0.96,,,,,,,0.2,1640,7.073084731246127e-08,0.0,0.19366590678691864,0.36525774002075195,0.001,0.2042684555053711,-0.012736867554485798,0.0
,,,9870,,,,-0.14581588,329,1.89,0,39445,0.87,,,,,,,,,,
5006,1.44,-0.11464392341673374,9900,0,9900,0.9,,,,,,,0.2,1645,1.6689299897620912e-08,0.0,0.1841253787279129,0.40438697934150697,0.001,-0.010496020317077637,-0.012739677354693413,0.0
,,,9900,,,,-0.13352068,330,1.89,0,39556,0.88,,,,,,,,,,
5026,1.6,-0.15382308109663426,9930,0,9930,0.86,,,,,,,0.2,1650,1.192092957680302e-09,0.0,0.12398312985897064,0.2923739790916443,0.001,0.08458966016769409,-0.01273719109594822,0.0
,,,9930,,,,-0.13767651,331,1.82,0,39688,0.9,,,,,,,,,,
5042,1.24,-0.04917494491674006,9960,0,9960,0.96,,,,,,,0.2,1655,-2.6226043914334694e-08,0.0,0.06924121826887131,0.13355877995491028,0.001,0.0852055549621582,-0.012743107229471206,0.0
,,,9960,,,,-0.13888565,332,1.85,0,39798,0.9,,,,,,,,,,
5058,1.4,-0.07622402481734752,9990,0,9990,0.94,,,,,,,0.2,1660,5.821387034643522e-08,0.0,0.056476183235645294,0.12107388973236084,0.001,0.11797881126403809,-0.012735380046069621,0.0
,,,9990,,,,-0.17564963,333,1.86,0,39916,0.88,,,,,,,,,,
5075,1.4,-0.07192690942436457,10020,0,10020,0.94,,,,,,,0.2,1665,-1.1523565124349489e-08,0.0,0.15471263229846954,0.31479578018188475,0.001,0.1333012580871582,-0.012745068781077862,0.0
,,,10020,,,,-0.17314404,334,1.88,0,40029,0.88,,,,,,,,,,
5086,1.28,-0.05396672480273992,10050,0,10050,0.96,,,,,,,0.2,1670,-2.582868008360606e-08,0.0,0.0700836032629013,0.14722464680671693,0.001,0.17132431268692017,-0.012756438925862312,0.0
,,,10050,,,,-0.20936323999999998,335,1.96,0,40137,0.85,,,,,,,,,,
5101,1.48,-0.11472989921923726,10080,0,10080,0.9,,,,,,,0.2,1675,-1.9868215961338365e-10,0.0,0.09402968734502792,0.218132820725441,0.001,0.21557742357254028,-0.012742691487073899,0.0
,,,10080,,,,-0.17908676999999998,336,1.89,0,40258,0.86,,,,,,,,,,
5116,1.4,-0.07394557174295187,10110,0,10110,0.92,,,,,,,0.2,1680,-9.93410789185134e-09,0.0,0.09433487057685852,0.1880697250366211,0.001,0.13232523202896118,-0.012743979506194592,0.0
,,,10110,,,,-0.18046008,337,1.92,0,40370,0.85,,,,,,,,,,
5130,1.52,-0.09430564935319126,10140,0,10140,0.9,,,,,,,0.2,1685,-8.881784197001253e-17,0.0,0.10080257803201675,0.22713411152362822,0.001,-0.03209412097930908,-0.012762563861906528,0.0
,,,10140,,,,-0.21447755000000002,338,1.98,0,40495,0.82,,,,,,,,,,
5147,1.34,-0.07208663916215301,10170,0,10170,0.94,,,,,,,0.2,1690,-1.4702479678163627e-08,0.0,0.10989926010370255,0.22724406123161317,0.001,0.24850153923034668,-0.012741116806864738,0.0
,,,10170,,,,-0.22812126999999996,339,2.0,0,40605,0.81,,,,,,,,,,
5163,1.18,-0.009320520227774978,10200,0,10200,1.0,,,,,,,0.2,1695,-2.384185915360604e-09,0.0,0.05434072017669678,0.1149670198559761,0.001,0.40959465503692627,-0.012746624276041984,0.0
,,,10200,,,,-0.22601538999999998,340,1.99,0,40712,0.81,,,,,,,,,,
5181,1.52,-0.11564279884565622,10230,0,10230,0.9,,,,,,,0.2,1700,-7.549921932081816e-09,0.0,0.08583702892065048,0.1969820648431778,0.001,0.2814750075340271,-0.01274426244199276,0.0
,,,10230,,,,-0.19833040000000002,341,1.96,0,40829,0.83,,,,,,,,,,
5192,1.52,-0.09578316715080291,10260,0,10260,0.92,,,,,,,0.2,1705,-2.5481979619712547e-06,0.0,0.13314169645309448,0.2649595856666565,0.001,0.1587766408920288,-0.015070428140461445,5.9604646e-09
,,,10260,,,,-0.22082857999999997,342,1.95,0,41042,0.83,,,,,,,,,,
5205,1.54,-0.10022657823748887,10290,0,10290,0.92,,,,,,,0.2,1710,2.8212865643695296e-08,0.0,0.09057582169771194,0.20165470540523528,0.001,0.3633807301521301,-0.012752410769462586,0.0
,,,10290,,,,-0.24052121000000004,343,2.01,0,41162,0.82,,,,,,,,,,
5224,1.24,-0.034371383106336,10320,0,10320,0.98,,,,,,,0.2,1715,2.781550012542766e-09,0.0,0.07507847994565964,0.16436297297477723,0.001,0.49721843004226685,-0.012749088183045387,0.0
,,,10320,,,,-0.24260859,344,1.92,0,41276,0.83,,,,,,,,,,
5241,1.56,-0.09677395032718777,10350,0,10350,0.88,,,,,,,0.2,1720,-1.9073486612342095e-08,0.0,0.16739700734615326,0.3509882926940918,0.001,-0.15555548667907715,-0.012762355804443359,0.0
,,,10350,,,,-0.23796989000000004,345,1.9,0,41397,0.83,,,,,,,,,,
5261,1.16,-0.03134025583509356,10380,0,10380,0.98,,,,,,,0.2,1725,7.351239972308577e-09,0.0,0.06405884027481079,0.13549214601516724,0.001,0.46431273221969604,-0.012759297154843807,0.0
,,,10380,,,,-0.20824705999999998,346,1.82,0,41498,0.86,,,,,,,,,,
5274,1.14,-0.029899814487434923,10410,0,10410,0.98,,,,,,,0.2,1730,2.781550278996292e-09,0.0,0.06598183512687683,0.1614232361316681,0.001,0.3467347025871277,-0.01274597030133009,0.0
,,,10410,,,,-0.24834357999999998,347,1.91,0,41594,0.83,,,,,,,,,,
5286,1.32,-0.03194352968595922,10440,0,10440,0.98,,,,,,,0.2,1735,-1.7881394231977767e-08,0.0,0.14343023300170898,0.30647257566452024,0.001,0.09764713048934937,-0.012785249575972556,0.0
,,,10440,,,,-0.25318651999999997,348,1.95,0,41702,0.83,,,,,,,,,,
5299,1.26,-0.05059734562411904,10470,0,10470,0.96,,,,,,,0.2,1740,-1.688798274557257e-08,0.0,0.15546801686286926,0.3488394021987915,0.001,-0.16521215438842773,-0.012752257660031319,0.0
,,,10470,,,,-0.22322922999999995,349,1.93,0,41808,0.82,,,,,,,,,,
5320,1.36,-0.0723516652872786,10500,0,10500,0.94,,,,,,,0.2,1745,-3.973642304089253e-10,0.0,0.1330728381872177,0.27129952907562255,0.001,-0.23461675643920898,-0.01275005079805851,0.0
,,,10500,,,,-0.1874102,350,1.85,0,41921,0.85,,,,,,,,,,
5338,1.62,-0.09487084599211812,10530,0,10530,0.92,,,,,,,0.2,1750,-7.232030192483308e-08,0.0,0.09676586091518402,0.2527283728122711,0.001,-0.23881065845489502,-0.012764320895075797,0.0
,,,10530,,,,-0.17304408000000004,351,1.81,0,42053,0.86,,,,,,,,,,
5352,1.34,-0.07143766172695905,10560,0,10560,0.94,,,,,,,0.2,1755,-0.007107877439509025,0.020000001043081285,0.07380617409944534,0.17473848760128022,0.001,0.2795006036758423,-0.011145557463169097,0.0045978944
,,,10560,,,,-0.21137577999999999,352,1.95,0,42165,0.82,,,,,,,,,,
5368,1.46,-0.09676546183880419,10590,0,10590,0.92,,,,,,,0.2,1760,-1.3470649733449137e-07,0.0,0.0763058215379715,0.17043404281139374,0.001,0.3203123211860657,-0.008138996735215186,0.0
,,,10590,,,,-0.19647520999999998,353,1.94,0,42290,0.83,,,,,,,,,,
5383,1.28,-0.07089598457794637,10620,0,10620,0.94,,,,,,,0.2,1765,-3.178914393942023e-08,0.0,0.09014739096164703,0.18003300726413726,0.001,0.38970834016799927,-0.006786014698445797,0.0
,,,10620,,,,-0.18211593,354,1.92,0,42398,0.83,,,,,,,,,,
5404,1.46,-0.07212966323364527,10650,0,10650,0.94,,,,,,,0.2,1770,-1.9868215517249156e-09,0.0,0.11111477017402649,0.2478665977716446,0.001,-0.1133730411529541,-0.006111245136708021,0.0
,,,10650,,,,-0.14121198,355,1.71,0,42516,0.88,,,,,,,,,,
5422,1.36,-0.036346886567771436,10680,0,10680,0.96,,,,,,,0.2,1775,3.337860210450572e-08,0.0,0.02724374271929264,0.08642833530902863,0.001,-0.3757054805755615,-0.005751209612935781,0.0
,,,10680,,,,-0.15455115,356,1.73,0,42625,0.87,,,,,,,,,,
5434,1.56,-0.0739260602928698,10710,0,10710,0.94,,,,,,,0.2,1780,4.470348411445002e-08,0.0,0.15015585720539093,0.2797204405069351,0.001,0.28306645154953003,-0.00555087560787797,0.0
,,,10710,,,,-0.19790676,357,1.87,0,42745,0.84,,,,,,,,,,
5448,1.52,-0.11852397257462144,10740,0,10740,0.9,,,,,,,0.2,1785,-5.642573128739059e-08,0.0,0.20208311080932617,0.46408960223197937,0.001,0.19619369506835938,-0.005435262434184551,0.0
,,,10740,,,,-0.18888750999999998,358,1.89,0,42864,0.86,,,,,,,,,,
5468,1.52,-0.056316118445247414,10770,0,10770,0.94,,,,,,,0.2,1790,-0.0007241724920459269,0.0,0.06761015206575394,0.15269914865493775,0.001,0.4148608446121216,-0.007016986794769764,3.9498013e-06
,,,10770,,,,-0.16749167999999998,359,1.8,0,42987,0.87,,,,,,,,,,
5485,1.08,-0.027676492859609426,10800,0,10800,0.98,,,,,,,0.2,1795,3.1789144649962964e-08,0.0,0.053185462951660156,0.11386757493019103,0.001,0.338321328163147,-0.005283839721232653,0.0
,,,10800,,,,-0.16416691999999997,360,1.72,0,43087,0.88,,,,,,,,,,
5498,1.42,-0.07235760914627462,10830,0,10830,0.92,,,,,,,0.2,1800,-6.755193382446123e-09,0.0,0.08357834815979004,0.18215591609477996,0.001,0.193365216255188,-0.005238167755305767,0.0
,,,10830,,,,-0.21266580000000002,361,1.91,0,43203,0.84,,,,,,,,,,
5519,1.52,-0.0937962309923023,10860,0,10860,0.92,,,,,,,0.2,1805,-4.25179802476805e-08,0.0,0.09096400439739227,0.19579358398914337,0.001,0.08612477779388428,-0.005211650114506483,0.0
,,,10860,,,,-0.18798744000000003,362,1.81,0,43317,0.86,,,,,,,,,,
5532,1.58,-0.09864379084669053,10890,0,10890,0.88,,,,,,,0.2,1810,1.8129718171167042e-09,0.0,0.06723307073116302,0.15843755304813384,0.001,0.7576013803482056,-0.005194929428398609,0.0
,,,10890,,,,-0.19780180000000003,363,1.89,0,43434,0.85,,,,,,,,,,
5540,1.38,-0.07180664943531155,10920,0,10920,0.94,,,,,,,0.2,1815,1.6788641588050268e-08,0.0,0.07612636685371399,0.16270481646060944,0.001,0.5192117691040039,-0.005186009965837002,0.0
,,,10920,,,,-0.21603450000000002,364,2.01,0,43545,0.82,,,,,,,,,,
5553,1.36,-0.07181670553050935,10950,0,10950,0.94,,,,,,,0.2,1820,-7.47044882842829e-08,0.0,0.09423096477985382,0.2156403988599777,0.001,0.14111387729644775,-0.005179414805024862,0.0
,,,10950,,,,-0.21853676,365,1.97,0,43657,0.82,,,,,,,,,,
5569,1.4,-0.09764915766660125,10980,0,10980,0.92,,,,,,,0.2,1825,1.986821533961347e-08,0.0,0.14456719160079956,0.32311623692512514,0.001,-0.08462178707122803,-0.005178807768970728,0.0
,,,10980,,,,-0.24202126000000004,366,2.09,0,43771,0.8,,,,,,,,,,
5590,1.38,-0.09201437613461166,11010,0,11010,0.92,,,,,,,0.2,1830,6.3578287967658295e-09,0.0,0.10975178331136703,0.23125869035720825,0.001,-0.07445740699768066,-0.00517651867121458,0.0
,,,11010,,,,-0.20490177000000004,367,1.98,0,43884,0.83,,,,,,,,,,
5601,1.3,-0.031673333207145334,11040,0,11040,0.98,,,,,,,0.2,1835,-1.748402898016366e-08,0.0,0.12775933742523193,0.3144533932209015,0.001,-0.7645114660263062,-0.005178405810147524,0.0
,,,11040,,,,-0.23858545,368,2.05,0,43996,0.81,,,,,,,,,,
5617,1.22,-0.009673220869153738,11070,0,11070,1.0,,,,,,,0.2,1840,3.258387337723434e-08,0.0,0.1432853490114212,0.2773920178413391,0.001,0.3307238817214966,-0.005171884689480067,0.0
,,,11070,,,,-0.24395690000000006,369,2.1,0,44099,0.8,,,,,,,,,,
5641,1.48,-0.09599103335291147,11100,0,11100,0.9,,,,,,,0.2,1845,-1.1523564857895962e-08,0.0,0.1071094200015068,0.23224009573459625,0.001,0.09597259759902954,-0.005176050961017609,0.0
,,,11100,,,,-0.19732121999999996,370,1.77,0,44217,0.86,,,,,,,,,,
5654,1.24,-0.05424443648662418,11130,0,11130,0.96,,,,,,,0.2,1850,4.2517980602951865e-08,0.0,0.06837458908557892,0.15072446763515474,0.001,0.3151392340660095,-0.005172095261514187,0.0
,,,11130,,,,-0.19490607999999998,371,1.77,0,44315,0.86,,,,,,,,,,
5674,1.38,-0.07254703877028078,11160,0,11160,0.92,,,,,,,0.2,1855,3.1789140209070865e-09,0.0,0.11062508076429367,0.23832237720489502,0.001,-0.13439691066741943,-0.005174708459526301,0.0
,,,11160,,,,-0.19780357,372,1.75,0,44424,0.86,,,,,,,,,,
5694,1.32,-0.07057903399225324,11190,0,11190,0.94,,,,,,,0.2,1860,5.5631003803569e-09,0.0,0.09132847934961319,0.2039799153804779,0.001,0.14761143922805786,-0.005173534154891968,0.0
,,,11190,,,,-0.18637526999999998,373,1.71,0,44530,0.87,,,,,,,,,,
5708,1.2,-0.05584027766250074,11220,0,11220,0.96,,,,,,,0.2,1865,-1.3709068280576275e-08,0.0,0.0452413372695446,0.10167254209518432,0.001,0.22296106815338135,-0.0051748441532254216,0.0
,,,11220,,,,-0.15036313,374,1.66,0,44632,0.9,,,,,,,,,,
5725,1.42,-0.07394668293185531,11250,0,11250,0.94,,,,,,,0.2,1870,2.2252400544431338e-08,0.0,0.06825100630521774,0.16313567757606506,0.001,0.47084689140319824,-0.0051766431890428065,0.0
,,,11250,,,,-0.15210249999999997,375,1.7,0,44744,0.89,,,,,,,,,,
5743,1.14,-0.02933215277735144,11280,0,11280,0.98,,,,,,,0.2,1875,-4.013379459877342e-08,0.0,0.07010981440544128,0.16236654818058013,0.001,0.34711962938308716,-0.005173460766673088,0.0
,,,11280,,,,-0.15233512999999999,376,1.72,0,44843,0.89,,,,,,,,,,
5757,1.22,-0.04902455186937004,11310,0,11310,0.96,,,,,,,0.2,1880,6.755193160401518e-09,0.0,0.11156988888978958,0.24911350905895233,0.001,0.19990092515945435,-0.005170447193086148,0.0
,,,11310,,,,-0.15368317999999997,377,1.71,0,44943,0.89,,,,,,,,,,
5776,1.36,-0.0699185146111995,11340,0,11340,0.94,,,,,,,0.2,1885,-8.742014845353196e-09,0.0,0.07222113758325577,0.1562003254890442,0.001,0.48020702600479126,-0.005172660481184721,0.0
,,,11340,,,,-0.16001763,378,1.77,0,45053,0.88,,,,,,,,,,
5793,1.38,-0.05192556728608906,11370,0,11370,0.94,,,,,,,0.2,1890,3.1789145538141384e-09,0.0,0.029885180294513702,0.0670595183968544,0.001,0.6412228941917419,-0.005174034461379051,0.0
,,,11370,,,,-0.16126650999999995,379,1.81,0,45165,0.87,,,,,,,,,,
5805,1.28,-0.05285150378011167,11400,0,11400,0.96,,,,,,,0.2,1895,2.0265579969702686e-08,0.0,0.05666690692305565,0.11828895360231399,0.001,0.15853506326675415,-0.005172328930348158,0.0
,,,11400,,,,-0.17182558999999997,380,1.8,0,45270,0.86,,,,,,,,,,
5818,1.22,-0.02912636029999703,11430,0,11430,0.96,,,,,,,0.2,1900,3.33786033479555e-08,0.0,0.09649432450532913,0.2492050290107727,0.001,0.34498876333236694,-0.005170988664031029,0.0
,,,11430,,,,-0.21562224,381,1.95,0,45375,0.82,,,,,,,,,,
5837,1.56,-0.11606809650547803,11460,0,11460,0.88,,,,,,,0.2,1905,3.377596549114514e-08,0.0,0.07609482854604721,0.17804051339626312,0.001,0.2171524167060852,-0.005173782724887133,0.0
,,,11460,,,,-0.20091939,382,1.9,0,45500,0.83,,,,,,,,,,
5859,1.32,-0.05150084005668759,11490,0,11490,0.96,,,,,,,0.2,1910,-7.887681330309704e-08,0.0,0.2027212679386139,0.3849868178367615,0.001,0.3461281657218933,-0.005277250148355961,0.0
,,,11490,,,,-0.14658202999999997,383,1.73,0,45609,0.88,,,,,,,,,,
5875,1.5,-0.11441172947175801,11520,0,11520,0.9,,,,,,,0.2,1915,1.4185905286012713e-07,0.0,0.22930294275283813,0.5707101404666901,0.001,-27.169492721557617,-0.005175685416907072,0.0
,,,11520,,,,-0.16822111,384,1.82,0,45725,0.86,,,,,,,,,,
5892,1.58,-0.09543966204859317,11550,0,11550,0.92,,,,,,,0.2,1920,-5.329070518200751e-16,0.0,0.09020060300827026,0.25172058343887327,0.001,0.30766427516937256,-0.005174275487661362,0.0
,,,11550,,,,-0.18004843,385,1.81,0,45855,0.86,,,,,,,,,,
5904,1.66,-0.15799528697039933,11580,0,11580,0.86,,,,,,,0.2,1925,6.1591469702193535e-09,0.0,0.06196055933833122,0.13176961243152618,0.001,0.45231014490127563,-0.00517499977722764,0.0
,,,11580,,,,-0.16599259,386,1.84,0,45980,0.87,,,,,,,,,,
5913,1.64,-0.11738005513790994,11610,0,11610,0.88,,,,,,,0.2,1930,-1.7086665371479625e-08,0.0,0.05788525566458702,0.12694709599018097,0.001,0.3927982449531555,-0.005177029967308044,0.0
,,,11610,,,,-0.20000671,387,1.97,0,46100,0.84,,,,,,,,,,
5930,1.08,-0.0073154643550515175,11640,0,11640,1.0,,,,,,,0.2,1935,-3.675619844045741e-08,0.0,0.10622759908437729,0.2867595225572586,0.001,-0.10685312747955322,-0.005172998830676079,0.0
,,,11640,,,,-0.16246718,388,1.92,0,46197,0.87,,,,,,,,,,
5942,1.7,-0.09796345181297511,11670,0,11670,0.9,,,,,,,0.2,1940,-2.3245811231475954e-08,0.0,0.1778319925069809,0.33250043988227845,0.001,-0.37807226181030273,-0.005177934374660254,0.0
,,,11670,,,,-0.18712293,389,2.0,0,46322,0.85,,,,,,,,,,
