eval/success_rate,time/total_timesteps,env/current_idx,eval/mean_reward,env/completion_counter,eval/mean_ep_length,env/n_steps,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,rollout/success_rate,train/clip_fraction,train/entropy_loss,train/clip_range,train/loss,train/learning_rate,train/n_updates,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/approx_kl
0.9,45600,22594,-0.12171933844685555,0,1.54,45600,,,,,,,0.0,-0.09542906433343887,0.2,0.053341541439294815,0.0001,755,0.1570272371172905,0.32430124282836914,-0.000720427486759263,0.00011535324
,45600,,,,,,1.96,66386,152,0,-0.18192782999999998,0.83,,,,,,,,,,
0.92,45900,22745,-0.07616480770986528,0,1.42,45900,,,,,,,0.0,-0.0874903678894043,0.2,0.07450345158576965,0.0001,760,0.1864859688282013,0.19844156503677368,-0.00040686241414533697,5.771305e-05
,45900,,,,,,1.93,66815,153,0,-0.18210247,0.86,,,,,,,,,,
0.92,46200,22926,-0.09543242833111436,0,1.52,46200,,,,,,,0.0,-0.08522877305746078,0.2,0.08887359499931335,0.0001,765,0.1930192703008652,0.2834480404853821,-3.386721628864109e-06,3.360957e-06
,46200,,,,,,1.48,67278,154,0,-0.09024149999999999,0.92,,,,,,,,,,
0.98,46500,23076,-0.03188588391058147,0,1.26,46500,,,,,,,0.0021590909361839297,-0.09241175174713134,0.2,0.04644714295864105,0.0001,770,0.14435635298490523,0.16934233903884888,-0.002074883055280594,0.00011300416
,46500,,,,,,2.02,67720,155,0,-0.24364212999999998,0.82,,,,,,,,,,
1.0,46800,23216,-0.00895049713551998,0,1.06,46800,,,,,,,0.0,-0.0847835174202919,0.2,0.1026410311460495,0.0001,775,0.20266749680042268,0.24590033292770386,-0.0002678158741957759,6.1231105e-05
,46800,,,,,,2.21,68151,156,0,-0.26020783000000003,0.79,,,,,,,,,,
0.96,47100,23357,-0.05199498631060123,0,1.24,47100,,,,,,,0.0,-0.08232020795345306,0.2,0.09249653667211533,0.0001,780,0.18362496852874755,0.3319999575614929,-0.00016601370170974406,9.803101e-06
,47100,,,,,,2.13,68574,157,0,-0.22479605999999996,0.79,,,,,,,,,,
0.94,47400,23511,-0.06086421875283122,0,1.34,47400,,,,,,,0.0,-0.08351625680923462,0.2,0.09590087831020355,0.0001,785,0.20744113087654115,0.2116221785545349,-8.831186643362798e-05,2.8337166e-05
,47400,,,,,,1.83,69007,158,0,-0.15021832,0.87,,,,,,,,,,
0.94,47700,23682,-0.032346551716327665,0,1.38,47700,,,,,,,0.0,-0.07686941087245941,0.2,0.10263987630605698,0.0001,790,0.17135855317115783,0.2612714171409607,-0.000263696493665293,6.5625274e-05
,47700,,,,,,1.66,69444,159,0,-0.12610128999999998,0.89,,,,,,,,,,
0.92,48000,23832,-0.10239355325233192,0,1.46,48000,,,,,,,0.0,-0.07307691842317582,0.2,0.07545366138219833,0.0001,795,0.17647801339626312,0.1843646764755249,4.980127241864807e-06,2.3543835e-06
,48000,,,,,,2.03,69885,160,0,-0.20798049,0.81,,,,,,,,,,
0.9,48300,23992,-0.11631147944834083,0,1.68,48300,,,,,,,0.0,-0.07273419082164764,0.2,0.06947466731071472,0.0001,800,0.17249769926071168,0.25117695331573486,-0.00012038900204721869,1.1840277e-05
,48300,,,,,,1.95,70330,161,0,-0.20655231000000004,0.81,,,,,,,,,,
0.94,48600,24157,-0.07042890110984444,0,1.26,48600,,,,,,,0.0,-0.07303656369447709,0.2,0.08753298968076706,0.0001,805,0.15872086107730865,0.33831846714019775,-2.9535202159962636e-05,2.3197383e-06
,48600,,,,,,1.83,70752,162,0,-0.18290721000000001,0.86,,,,,,,,,,
0.92,48900,24298,-0.09392227010801435,0,1.4,48900,,,,,,,0.0,-0.07137442737817765,0.2,0.0721452608704567,0.0001,810,0.16654423236846924,0.3119557499885559,-0.0005987475592302616,5.5417993e-05
,48900,,,,,,2.08,71180,163,0,-0.23600708999999997,0.81,,,,,,,,,,
0.9,49200,24449,-0.07338960356544703,0,1.52,49200,,,,,,,0.0,-0.06521490007638932,0.2,0.1076832264661789,0.0001,815,0.19548271834850312,0.19237995147705078,-0.00031762949106280304,7.751081e-05
,49200,,,,,,2.02,71622,164,0,-0.21843567,0.82,,,,,,,,,,
0.9,49500,24605,-0.11627572036348283,0,1.42,49500,,,,,,,0.0,-0.062431251406669615,0.2,0.08972025662660599,0.0001,820,0.1657290580868721,0.2989618182182312,4.1638585450698426e-08,0.0
,49500,,,,,,1.98,72055,165,0,-0.22706975999999998,0.81,,,,,,,,,,
0.92,49800,24754,-0.09723167889751494,0,1.58,49800,,,,,,,0.0,-0.06081207856535911,0.2,0.07269331812858582,0.0001,825,0.1574745136499405,0.3394666314125061,-0.0005413740540234357,5.7541612e-05
,49800,,,,,,1.91,72511,166,0,-0.17768971,0.86,,,,,,,,,,
0.98,50100,24921,-0.0280394567316398,0,1.08,50100,,,,,,,0.0,-0.05784057557582855,0.2,0.0888001099228859,0.0001,830,0.18066275656223296,0.29118531942367554,-5.005947888335527e-05,4.6607106e-06
,50100,,,,,,1.78,72918,167,0,-0.18267397999999996,0.85,,,,,,,,,,
0.96,50400,25076,-0.05433214158285409,0,1.34,50400,,,,,,,0.0,-0.058365770429372785,0.2,0.1056576669216156,0.0001,835,0.16855496406555176,0.19332337379455566,-7.974679243151428e-05,6.7465007e-06
,50400,,,,,,1.83,73339,168,0,-0.13406224000000003,0.88,,,,,,,,,,
0.96,50700,25249,-0.030840685591101646,0,1.24,50700,,,,,,,0.0,-0.05973262473940849,0.2,0.06014850735664368,0.0001,840,0.16140056848526002,0.1869112253189087,8.05825513594982e-06,2.6188792e-07
,50700,,,,,,1.85,73795,169,0,-0.18012543,0.85,,,,,,,,,,
0.92,51000,25402,-0.09304616324603558,0,1.4,51000,,,,,,,0.0,-0.06116122022271156,0.2,0.06989924609661102,0.0001,845,0.14982008188962936,0.3241666555404663,-0.0002684255723781348,2.8602964e-05
,51000,,,,,,1.81,74230,170,0,-0.15625245000000001,0.87,,,,,,,,,,
0.96,51300,25552,-0.04859896271955222,0,1.22,51300,,,,,,,0.0,-0.06432670086622239,0.2,0.055824872106313705,0.0001,850,0.16682509660720826,0.25247788429260254,1.1581814085914743e-05,2.3031607e-06
,51300,,,,,,2.02,74676,171,0,-0.18137702000000006,0.82,,,,,,,,,,
0.96,51600,25719,-0.0504619406349957,0,1.2,51600,,,,,,,0.0,-0.062258011400699614,0.2,0.049414828419685364,0.0001,855,0.1538943710923195,0.32676947116851807,-3.682127727131501e-06,4.3101608e-07
,51600,,,,,,1.76,75114,172,0,-0.13198804000000003,0.86,,,,,,,,,,
0.98,51900,25854,-0.028278061496093868,0,1.16,51900,,,,,,,0.0,-0.06248463809490204,0.2,0.059012964367866516,0.0001,860,0.12922223836183547,0.3305571675300598,-7.643010367814896e-06,1.1479855e-05
,51900,,,,,,2.2,75549,173,0,-0.28438289,0.75,,,,,,,,,,
1.0,52200,26007,-0.006984392600134015,0,1.06,52200,,,,,,,0.0,-0.06389445304870606,0.2,0.09776569902896881,0.0001,865,0.20776540398597718,0.2188584804534912,-3.81933810422197e-05,1.2853268e-06
,52200,,,,,,1.97,75991,174,0,-0.16088865999999996,0.88,,,,,,,,,,
0.98,52500,26137,-0.028472827961668373,0,1.14,52500,,,,,,,0.0,-0.06530440092086792,0.2,0.080897755920887,0.0001,870,0.1675154137611389,0.19471102952957153,-0.00018099043094899514,1.4463998e-05
,52500,,,,,,2.41,76397,175,0,-0.31861500000000004,0.73,,,,,,,,,,
0.96,52800,26296,-0.04887815951369703,0,1.22,52800,,,,,,,0.0,-0.06895948201417923,0.2,0.07307843118906021,0.0001,875,0.2223345708847046,0.055229008197784424,-5.048255684826586e-05,9.421192e-06
,52800,,,,,,1.87,76813,176,0,-0.12037965000000002,0.89,,,,,,,,,,
0.94,53100,26439,-0.05452517055906356,0,1.38,53100,,,,,,,0.0,-0.07039076209068298,0.2,0.08440206199884415,0.0001,880,0.15881988316774368,0.12326818704605103,-5.574338086162811e-06,3.6331738e-07
,53100,,,,,,2.03,77282,177,0,-0.21307034000000002,0.83,,,,,,,,,,
0.92,53400,26591,-0.09053580634761602,0,1.34,53400,,,,,,,0.0,-0.07040795564651489,0.2,0.0937301367521286,0.0001,885,0.19574433028697968,0.23342907428741455,-0.0002670017705531791,3.637492e-05
,53400,,,,,,1.93,77713,178,0,-0.23106324,0.83,,,,,,,,,,
0.92,53700,26744,-0.09297470114659517,0,1.52,53700,,,,,,,0.0,-0.07152459532022476,0.2,0.0766976997256279,0.0001,890,0.17674581587314606,0.35269302129745483,-0.00045376469100688154,3.23575e-05
,53700,,,,,,2.1,78155,179,0,-0.23791568999999999,0.78,,,,,,,,,,
0.9,54000,26898,-0.11166956288740039,0,1.52,54000,,,,,,,0.0,-0.07053585171699524,0.2,0.07737674564123154,0.0001,895,0.20902541279792786,0.10033661127090454,-0.00014564311978503496,1.0041147e-05
,54000,,,,,,1.91,78592,180,0,-0.18646944,0.84,,,,,,,,,,
0.94,54300,27057,-0.07471883240621537,0,1.36,54300,,,,,,,0.0,-0.07380473256111145,0.2,0.09751570224761963,0.0001,900,0.16217917919158936,0.25750404596328735,-3.961568846502672e-05,1.6186521e-05
,54300,,,,,,1.91,79031,181,0,-0.21172757999999997,0.85,,,,,,,,,,
0.96,54600,27212,-0.04988865190651268,0,1.3,54600,,,,,,,0.0,-0.06911974430084228,0.2,0.07785368710756302,0.0001,905,0.1828259527683258,0.2561984658241272,-0.0001810150892895024,1.8028422e-05
,54600,,,,,,1.86,79460,182,0,-0.18576995999999998,0.87,,,,,,,,,,
0.96,54900,27374,-0.05392929717898369,0,1.3,54900,,,,,,,0.0,-0.0672552141547203,0.2,0.09773682802915573,0.0001,910,0.20517416357994078,0.22715646028518677,-9.481715375109445e-05,8.388439e-06
,54900,,,,,,1.91,79911,183,0,-0.20925327999999996,0.83,,,,,,,,,,
0.94,55200,27531,-0.07170841184444726,0,1.4,55200,,,,,,,0.0,-0.06974619150161743,0.2,0.09208647906780243,0.0001,915,0.17008983582258225,0.33930903673171997,-0.00013000799173681798,1.4913455e-05
,55200,,,,,,1.85,80341,184,0,-0.13648176,0.86,,,,,,,,,,
1.0,55500,27674,-0.010745149925351144,0,1.26,55500,,,,,,,0.0,-0.07277077704668045,0.2,0.10297246277332306,0.0001,920,0.18272350907325743,0.1316148042678833,-2.4451420441522486e-05,7.748977e-06
,55500,,,,,,2.16,80783,185,0,-0.25461942000000004,0.79,,,,,,,,,,
0.98,55800,27838,-0.029202364506199955,0,1.14,55800,,,,,,,0.0,-0.07350641071796417,0.2,0.083576500415802,0.0001,925,0.1796029168367386,0.292866587638855,-0.00016734684297915693,1.1987239e-05
,55800,,,,,,1.79,81231,186,0,-0.15098233000000003,0.89,,,,,,,,,,
0.9,56100,27999,-0.09404997400473804,0,1.46,56100,,,,,,,0.0,-0.07117828667163849,0.2,0.04119924455881119,0.0001,930,0.16116277396678924,0.24724560976028442,4.361234658318836e-06,5.4042785e-06
,56100,,,,,,1.76,81672,187,0,-0.17309854000000002,0.86,,,,,,,,,,
0.92,56400,28141,-0.07500183089170605,0,1.48,56400,,,,,,,0.0,-0.07521898895502091,0.2,0.08571547269821167,0.0001,935,0.16448433816432953,0.3455222249031067,-0.00035511457832228645,0.00012300727
,56400,,,,,,2.11,82136,188,0,-0.21103626000000003,0.82,,,,,,,,,,
0.94,56700,28296,-0.07353015000466258,0,1.36,56700,,,,,,,0.00125,-0.08602920681238174,0.2,0.11583497375249863,0.0001,940,0.2168113571405411,0.016389012336730957,-0.00013702570460765172,0.0001687631
,56700,,,,,,1.91,82572,189,0,-0.23555165,0.81,,,,,,,,,,
0.88,57000,28462,-0.1404940983839333,0,1.66,57000,,,,,,,0.0,-0.08207843095064163,0.2,0.08818129450082779,0.0001,945,0.19466702818870543,0.2531363368034363,-1.1344338417931255e-05,4.568882e-06
,57000,,,,,,1.84,83020,190,0,-0.15673296999999997,0.88,,,,,,,,,,
0.88,57300,28603,-0.11669614719226956,0,1.58,57300,,,,,,,0.0,-0.08173331707715988,0.2,0.05992591008543968,0.0001,950,0.15345851540565492,0.34255409240722656,-0.0002407582428713795,1.3202242e-05
,57300,,,,,,2.12,83476,191,0,-0.24086331000000002,0.81,,,,,,,,,,
0.92,57600,28742,-0.07690830762498081,0,1.44,57600,,,,,,,0.005625,-0.08351017653942108,0.2,0.07548166811466217,0.0001,955,0.20616367042064668,0.17010009288787842,-0.003131175324627975,0.006707662
,57600,,,,,,2.19,83926,192,0,-0.26625333000000007,0.76,,,,,,,,,,
0.92,57900,28875,-0.09254269461613149,0,1.34,57900,,,,,,,0.0,-0.08355467647314072,0.2,0.10165710747241974,0.0001,960,0.19193651020526886,0.24312317371368408,-0.00024638394549981514,2.9969215e-05
,57900,,,,,,2.2,84363,193,0,-0.26402416,0.78,,,,,,,,,,
0.92,58200,29039,-0.05203093442134559,0,1.4,58200,,,,,,,0.0,-0.08663216829299927,0.2,0.0964999571442604,0.0001,965,0.19091347754001617,0.21752548217773438,-0.0004192132245093561,4.2682514e-05
,58200,,,,,,1.72,84787,194,0,-0.13727257999999998,0.88,,,,,,,,,,
0.96,58500,29187,-0.04978106258437037,0,1.28,58500,,,,,,,0.0,-0.0883843132853508,0.2,0.09607373178005219,0.0001,970,0.1864161139726639,0.16271209716796875,-3.759373116984932e-05,2.7896464e-05
,58500,,,,,,1.94,85221,195,0,-0.19506417999999998,0.84,,,,,,,,,,
1.0,58800,29334,-0.00817607119679451,0,1.14,58800,,,,,,,0.0,-0.09417824923992157,0.2,0.05741960182785988,0.0001,975,0.17284790366888048,0.24896198511123657,-0.00018251597373307503,3.2008065e-05
,58800,,,,,,2.11,85664,196,0,-0.25784954000000004,0.8,,,,,,,,,,
0.94,59100,29479,-0.08019755722954869,0,1.38,59100,,,,,,,0.0,-0.09739956676959992,0.2,0.08890992403030396,0.0001,980,0.16259884983301162,0.34894639253616333,-0.0003501728380797431,2.271174e-05
,59100,,,,,,2.09,86097,197,0,-0.27107350999999996,0.79,,,,,,,,,,
0.96,59400,29636,-0.030515146292746067,0,1.26,59400,,,,,,,0.000625,-0.09413799405097961,0.2,0.1069120466709137,0.0001,985,0.19324034839868545,0.29692167043685913,-0.0015701266463622686,0.00015001484
,59400,,,,,,1.85,86538,198,0,-0.19146016000000002,0.83,,,,,,,,,,
0.94,59700,29803,-0.07030542712658644,0,1.32,59700,,,,,,,0.000625,-0.08173807322978974,0.2,0.08462546765804291,0.0001,990,0.21506722331047057,0.16745221614837646,-0.0015752249507400506,0.00025060918
,59700,,,,,,1.55,86980,199,0,-0.12567372000000002,0.9,,,,,,,,,,
0.96,60000,29972,-0.05133285190910101,0,1.34,60000,,,,,,,0.0,-0.07544944912195206,0.2,0.09713677316904068,0.0001,995,0.1816736125946045,0.23449134826660156,-0.0007531719760100941,0.0001347186
,60000,,,,,,1.69,87409,200,0,-0.13219564,0.89,,,,,,,,,,
0.98,60300,30128,-0.03179584540426731,0,1.38,60300,,,,,,,0.000625,-0.08334063589572907,0.2,0.07532612234354019,0.0001,1000,0.14193641245365143,0.39277464151382446,-0.0010045331318608674,0.0001371158
,60300,,,,,,1.92,87840,201,0,-0.21648172,0.85,,,,,,,,,,
0.9,60600,30282,-0.1169665165618062,0,1.64,60600,,,,,,,0.0,-0.08622644662857055,0.2,0.09859607368707657,0.0001,1005,0.17653550773859025,0.29740720987319946,-0.0004662388851020438,4.2351894e-05
,60600,,,,,,1.95,88289,202,0,-0.21593913000000003,0.82,,,,,,,,,,
0.94,60900,30439,-0.030603979490697385,0,1.26,60900,,,,,,,0.0,-0.08813206255435943,0.2,0.12186291068792343,0.0001,1010,0.21147792518138886,0.23391586542129517,-0.0001590254936706259,1.27431e-05
,60900,,,,,,2.02,88729,203,0,-0.18848759999999998,0.84,,,,,,,,,,
1.0,61200,30600,-0.00930717087816447,0,1.2,61200,,,,,,,0.0,-0.09053276866674423,0.2,0.06647557020187378,0.0001,1015,0.16685640394687654,0.21763348579406738,-0.0002665472620984488,2.6020221e-05
,61200,,,,,,1.78,89172,204,0,-0.13110101000000002,0.86,,,,,,,,,,
0.86,61500,30759,-0.14412615773268045,0,1.72,61500,,,,,,,0.0,-0.08660970568656921,0.2,0.0730566680431366,0.0001,1020,0.15178857028484344,0.24557387828826904,-0.0011086159741336844,0.00022451137
,61500,,,,,,1.84,89640,205,0,-0.18075692,0.84,,,,,,,,,,
0.92,61800,30906,-0.09345399313606322,0,1.5,61800,,,,,,,0.0,-0.07718899101018906,0.2,0.09392338246107101,0.0001,1025,0.1729144436120987,0.3311755657196045,1.5603467525693303e-05,3.7502497e-05
,61800,,,,,,2.13,90125,206,0,-0.2378256,0.81,,,,,,,,,,
0.94,62100,31054,-0.053512607049196956,0,1.5,62100,,,,,,,0.0,-0.07620531141757965,0.2,0.07498824596405029,0.0001,1030,0.18760065853595734,0.22183996438980103,-0.00012375401242994854,1.42128965e-05
,62100,,,,,,1.99,90586,207,0,-0.20869301,0.83,,,,,,,,,,
0.88,62400,31225,-0.12012412128970026,0,1.6,62400,,,,,,,0.0,-0.07710850119590759,0.2,0.08281968533992767,0.0001,1035,0.1581822380423546,0.3322872519493103,-0.00015342386892370997,2.710157e-05
,62400,,,,,,1.75,91062,208,0,-0.18344213000000004,0.87,,,,,,,,,,
0.96,62700,31385,-0.05044067868031561,0,1.24,62700,,,,,,,0.0,-0.0704505768418312,0.2,0.08812650293111801,0.0001,1040,0.2065140837430954,0.16263562440872192,-0.0006797911230455611,0.00022746334
,62700,,,,,,1.8,91542,209,0,-0.13873511,0.89,,,,,,,,,,
0.88,63000,31528,-0.12274104035459459,0,1.54,63000,,,,,,,0.0,-0.06544481337070465,0.2,0.05780168995261192,0.0001,1045,0.16514693409204484,0.23497378826141357,-0.00011675880700682483,1.833134e-05
,63000,,,,,,2.17,92006,210,0,-0.21525931,0.8,,,,,,,,,,
0.92,63300,31668,-0.07699543344322592,0,1.54,63300,,,,,,,0.0,-0.06751726984977723,0.2,0.06568115949630737,0.0001,1050,0.15323563992977143,0.3515409827232361,-0.00021005245348945322,2.300106e-05
,63300,,,,,,2.29,92455,211,0,-0.31600411000000006,0.75,,,,,,,,,,
0.96,63600,31804,-0.051325491517782214,0,1.3,63600,,,,,,,0.0,-0.0699271485209465,0.2,0.07713785022497177,0.0001,1055,0.18042754411697387,0.30202049016952515,-2.2084956515158184e-05,4.1352587e-06
,63600,,,,,,2.23,92893,212,0,-0.26024820000000004,0.77,,,,,,,,,,
0.94,63900,31942,-0.07147776664700359,0,1.38,63900,,,,,,,0.0,-0.07099868714809418,0.2,0.09589841961860657,0.0001,1060,0.18416867196559905,0.21318864822387695,-0.0001479084435346323,6.054325e-06
,63900,,,,,,2.15,93354,213,0,-0.26087262,0.79,,,,,,,,,,
0.92,64200,32112,-0.09412077222950757,0,1.5,64200,,,,,,,0.0,-0.07285233348608017,0.2,0.12157488614320755,0.0001,1065,0.19038000762462615,0.3601147532463074,-3.8762071953044596e-05,2.985634e-06
,64200,,,,,,1.75,93890,214,0,-0.14864272,0.88,,,,,,,,,,
0.94,64500,32257,-0.07369292230345309,0,1.46,64500,,,,,,,0.0,-0.07365678101778031,0.2,0.05325506255030632,0.0001,1070,0.1663546806573868,0.3301626443862915,-0.00020242524988127287,1.9428879e-05
,64500,,,,,,2.15,94611,215,0,-0.23188147,0.79,,,,,,,,,,
0.88,64800,32407,-0.13660827645100654,0,1.6,64800,,,,,,,0.0,-0.07228821665048599,0.2,0.059422463178634644,0.0001,1075,0.1829572507739067,0.22587662935256958,2.6931704276123013e-05,3.6541373e-06
,64800,,,,,,2.08,95080,216,0,-0.21268441999999996,0.82,,,,,,,,,,
0.92,65100,32565,-0.07695539347827435,0,1.5,65100,,,,,,,0.0,-0.07394935220479965,0.2,0.07835731655359268,0.0001,1080,0.17384228795766832,0.30335313081741333,-0.00011811393567093376,5.820021e-06
,65100,,,,,,1.93,95558,217,0,-0.14667165999999998,0.86,,,,,,,,,,
0.94,65400,32734,-0.07934163357131183,0,1.4,65400,,,,,,,0.0,-0.07275780528783798,0.2,0.05787556990981102,0.0001,1085,0.14531275779008865,0.2710586190223694,-0.00021557030395001674,3.4601868e-05
,65400,,,,,,1.91,96021,218,0,-0.21422851999999998,0.82,,,,,,,,,,
0.92,65700,32877,-0.09386470611207187,0,1.46,65700,,,,,,,0.0,-0.06663852006196976,0.2,0.08541112393140793,0.0001,1090,0.17523898422718048,0.23863857984542847,-0.0002782515064409097,6.438371e-05
,65700,,,,,,2.07,96495,219,0,-0.19914762,0.83,,,,,,,,,,
0.94,66000,33041,-0.07428890282753856,0,1.34,66000,,,,,,,0.0,-0.062045794874429704,0.2,0.059434421360492706,0.0001,1095,0.19292362362146379,0.1655614972114563,-0.0002686279563405947,1.587607e-05
,66000,,,,,,1.8,96955,220,0,-0.14162463,0.89,,,,,,,,,,
0.9,66300,33194,-0.0772615180304274,0,1.58,66300,,,,,,,0.0021590909361839297,-0.0644611856341362,0.2,0.07534326612949371,0.0001,1100,0.15497635245323182,0.3234860897064209,-0.0011750144579525568,0.007204349
,66300,,,,,,2.0,97437,221,0,-0.23037360999999998,0.8,,,,,,,,,,
0.92,66600,33349,-0.0935426087398082,0,1.5,66600,,,,,,,0.0,-0.05940112799406052,0.2,0.08690556138753891,0.0001,1105,0.17898724615573883,0.2600470781326294,-6.067007944210445e-07,1.2982636e-07
,66600,,,,,,2.08,97934,222,0,-0.20858298,0.82,,,,,,,,,,
0.94,66900,33524,-0.07710173810366541,0,1.52,66900,,,,,,,0.0,-0.058273963034152984,0.2,0.1163293868303299,0.0001,1110,0.20824047327041625,0.21342170238494873,-0.0002514013548547922,1.3574771e-05
,66900,,,,,,1.73,98405,223,0,-0.16431378,0.87,,,,,,,,,,
0.86,67200,33671,-0.10072694507427514,0,1.76,67200,,,,,,,0.0,-0.05621416762471199,0.2,0.07474630326032639,0.0001,1115,0.16319670259952546,0.3045455813407898,-9.845871357967439e-06,1.5381723e-06
,67200,,,,,,2.13,98914,224,0,-0.21410056,0.83,,,,,,,,,,
