rollout/success_rate,rollout/ep_rew_mean,time/iterations,env/current_idx,env/completion_counter,rollout/ep_len_mean,env/n_steps,time/total_timesteps,time/fps,time/time_elapsed,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/explained_variance,train/clip_fraction,train/learning_rate,train/loss,train/clip_range,train/n_updates,train/value_loss,eval/success_rate,eval/mean_reward,eval/mean_ep_length
0.88,-0.13382779,17,328,0,1.49,510,510,0,606,-0.0009836309009309651,0.0001364708,-1.9100685715675354,-0.37709951400756836,0.0,0.0001,0.06513725221157074,0.2,160,0.18035257309675218,,,
0.87,-0.13516182000000002,18,346,0,1.54,540,540,0,642,-0.008024346188176424,0.00056552887,-1.907378077507019,0.21526265144348145,0.0,0.0001,0.029273398220539093,0.2,170,0.1267157532274723,,,
0.89,-0.10514367,19,368,0,1.51,570,570,0,676,-0.01510126160612959,0.0019910515,-1.8972710967063904,0.3337656259536743,0.0,0.0001,0.01669202744960785,0.2,180,0.11494859531521798,,,
0.88,-0.09593211,20,388,0,1.55,600,600,0,720,-0.0026399369641149305,0.0013158004,-1.8842137694358825,-42.28716278076172,0.0,0.0001,0.014452897943556309,0.2,190,0.06721774265170097,,,
0.88,-0.0852611,21,409,0,1.49,630,630,0,795,-0.005766899377340451,0.0007204513,-1.8694346308708192,-0.1636885404586792,0.0,0.0001,0.02694908156991005,0.2,200,0.11441789492964745,,,
0.89,-0.06415982999999999,22,430,0,1.46,660,660,0,887,-0.004025517121384237,0.00038413604,-1.8727047324180603,0.010572850704193115,0.0,0.0001,0.05069407448172569,0.2,210,0.15929534807801246,,,
0.88,-0.08874105,23,446,0,1.5,690,690,0,919,-0.0006770901985753142,0.00026375055,-1.873108172416687,-4.8530168533325195,0.0,0.0001,0.026377791538834572,0.2,220,0.12380189932882786,,,
0.87,-0.10942905,24,462,0,1.55,720,720,0,952,-0.0016896098951111327,0.00020001133,-1.8705099463462829,0.1255766749382019,0.0,0.0001,0.14883138239383698,0.2,230,0.3883960485458374,,,
0.84,-0.14069086,25,479,0,1.62,750,750,0,982,-0.006100995050898561,0.0004725635,-1.8745560765266418,0.1231197714805603,0.0,0.0001,0.04655509442090988,0.2,240,0.1425004333257675,,,
0.83,-0.14246164,26,495,0,1.67,780,780,0,1021,-0.0012375188919392598,0.0005849818,-1.8623642086982728,-0.18369019031524658,0.0,0.0001,0.0666702538728714,0.2,250,0.19099920392036437,,,
0.84,-0.15244771,27,519,0,1.67,810,810,0,1059,-0.008780411697613654,0.0016568998,-1.8450103163719178,-0.06792259216308594,0.0,0.0001,0.05205250531435013,0.2,260,0.1767048344016075,,,
0.83,-0.15130032999999998,28,536,0,1.65,840,840,0,1101,-0.0011300379583068399,0.00038121938,-1.8189087510108948,0.15711474418640137,0.0,0.0001,0.029508138075470924,0.2,270,0.09358071088790894,,,
0.82,-0.16011633999999997,29,554,0,1.65,870,870,0,1135,-0.00029989051884840026,0.00016750494,-1.8177874445915223,0.004169344902038574,0.0,0.0001,0.07305297255516052,0.2,280,0.20511965304613114,,,
0.84,-0.15089586,30,573,0,1.63,900,900,0,1171,-0.008798064078048996,0.0012910127,-1.8021872997283936,0.4648215174674988,0.0,0.0001,0.03152107447385788,0.2,290,0.1195395641028881,,,
0.86,-0.14796740999999997,31,594,0,1.54,930,930,0,1205,-0.014655475057661516,0.0019642035,-1.7633789420127868,0.12333685159683228,0.0,0.0001,0.031650375574827194,0.2,300,0.15175822973251343,,,
0.84,-0.16921540000000002,32,612,0,1.63,960,960,0,1245,-0.0038948221774384173,0.0012175004,-1.7236896991729735,0.0787879228591919,0.0,0.0001,0.06074429675936699,0.2,310,0.18321223556995392,,,
0.89,-0.12613075,33,637,0,1.49,990,990,0,1280,-0.0031803069698314703,0.0010853569,-1.6974616289138793,0.4210461974143982,0.0,0.0001,0.03193323314189911,0.2,320,0.10906490907073021,,,
0.88,-0.13612016000000002,34,652,0,1.52,1020,1020,0,1317,6.344535756692693e-05,0.0003666381,-1.6896925687789917,-87.41146850585938,0.0,0.0001,0.022936902940273285,0.2,330,0.12326232753694058,,,
0.87,-0.12705237,35,669,0,1.54,1050,1050,0,1350,-0.004512158326106075,0.00035869677,-1.690986728668213,0.09273535013198853,0.0,0.0001,0.10696911066770554,0.2,340,0.30131067484617235,,,
0.85,-0.14806465000000002,36,689,0,1.61,1080,1080,0,1386,-0.004279943238167672,0.00067005557,-1.686705732345581,-0.07818853855133057,0.0,0.0001,0.02130757085978985,0.2,350,0.09448474943637848,,,
0.89,-0.10615361000000002,37,712,0,1.49,1110,1110,0,1422,-0.0032136545287357876,0.00041588742,-1.6768167972564698,0.048497021198272705,0.0,0.0001,0.07462090998888016,0.2,360,0.21813553273677827,,,
0.87,-0.12877072,38,731,0,1.58,1140,1140,0,1459,-0.0018733410177325994,0.00045077602,-1.6952660799026489,0.3716775178909302,0.0,0.0001,0.02551371045410633,0.2,370,0.08555480353534221,,,
0.9,-0.08615821000000003,39,753,0,1.49,1170,1170,0,1495,-0.002787653436486437,0.0003875832,-1.6941324830055238,-0.1534721851348877,0.0,0.0001,0.07661044597625732,0.2,380,0.21623748242855073,,,
0.91,-0.08479713999999998,40,770,0,1.48,1200,1200,0,1532,-0.0035186650169393373,0.0007303496,-1.6793588280677796,-81.36353302001953,0.0,0.0001,0.012146417051553726,0.2,390,0.07249875962734223,,,
0.91,-0.08499851,41,790,0,1.48,1230,1230,0,1573,-0.003439713013940482,0.0006236116,-1.6608972311019898,-0.8363627195358276,0.0,0.0001,0.0489218533039093,0.2,400,0.1548976108431816,,,
0.9,-0.08632582999999999,42,808,0,1.52,1260,1260,0,1623,-0.0019280991496634313,0.00032538176,-1.6356125473976135,0.15596503019332886,0.0,0.0001,0.07934993505477905,0.2,410,0.2575062349438667,,,
0.89,-0.08802724999999999,43,829,0,1.5,1290,1290,0,1658,6.07115086555865e-05,4.6247245e-05,-1.6281486392021178,-0.7735536098480225,0.0,0.0001,0.10445286333560944,0.2,420,0.2413988247513771,,,
0.87,-0.11873209,44,850,0,1.54,1320,1320,0,1695,-0.002901015779886307,0.00035120646,-1.6396396994590758,0.45104146003723145,0.0,0.0001,0.025754503905773163,0.2,430,0.08529805019497871,,,
0.87,-0.12926707,45,873,0,1.46,1350,1350,0,1728,-0.006128666570487784,0.00063919625,-1.650888729095459,0.2822389602661133,0.0,0.0001,0.06190621107816696,0.2,440,0.192268905043602,,,
0.89,-0.10831181000000002,46,895,0,1.43,1380,1380,0,1761,-0.0017985854776149778,0.00033382376,-1.6611008048057556,0.41782671213150024,0.0,0.0001,0.03964196518063545,0.2,450,0.10607408657670021,,,
0.91,-0.09726307999999997,47,917,0,1.38,1410,1410,0,1795,-0.0014218107894702569,0.00031143427,-1.681865406036377,-0.02797067165374756,0.0,0.0001,0.0335383266210556,0.2,460,0.10226857364177704,,,
0.89,-0.10436478999999999,48,936,0,1.43,1440,1440,0,1834,-0.008071827980068802,0.0010620713,-1.6764259815216065,-0.0721672773361206,0.0,0.0001,0.06792108714580536,0.2,470,0.1931726485490799,,,
0.9,-0.09443357000000001,49,956,0,1.44,1470,1470,0,1870,-0.004638457277324015,0.0016184509,-1.635849690437317,-0.3349318504333496,0.0,0.0001,0.032053783535957336,0.2,480,0.11369401887059212,,,
0.91,-0.08268573,50,979,0,1.44,1500,1500,0,1906,-0.011477417191490513,0.0024642488,-1.586521530151367,0.004151880741119385,0.0,0.0001,0.04229658842086792,0.2,490,0.16050784885883332,,,
0.93,-0.061268920000000004,51,1002,0,1.37,1530,1530,0,1947,-0.008978087064654795,0.0019936443,-1.5212746500968932,-0.002041935920715332,0.0,0.0001,0.02097688987851143,0.2,500,0.09852069318294525,,,
0.96,-0.05031768,52,1029,0,1.28,1560,1560,0,1984,0.00055946272860945,0.00026473802,-1.4824624061584473,0.06281602382659912,0.0,0.0001,0.02802223153412342,0.2,510,0.08276341184973716,,,
0.96,-0.050271380000000004,53,1047,0,1.3,1590,1590,0,2018,-0.002142442816305845,0.00027834176,-1.4898453593254088,-99.37422943115234,0.0,0.0001,0.005923776887357235,0.2,520,0.040950237028300765,,,
0.92,-0.09311973999999999,54,1066,0,1.38,1620,1620,0,2055,-0.002197356483350976,0.00020784339,-1.501760756969452,-0.020540714263916016,0.0,0.0001,0.0688667967915535,0.2,530,0.20110974013805388,,,
0.89,-0.11406041000000001,55,1082,0,1.45,1650,1650,0,2090,-0.001353193139366482,0.00022506714,-1.5008904814720154,0.24917209148406982,0.0,0.0001,0.06419306248426437,0.2,540,0.20543815642595292,,,
0.88,-0.12486390999999998,56,1101,0,1.49,1680,1680,0,2123,-0.004425781780931537,0.0005159259,-1.4714354991912841,0.1633356809616089,0.0,0.0001,0.06924723833799362,0.2,550,0.1789783626794815,,,
0.85,-0.15693112999999997,57,1118,0,1.61,1710,1710,0,2155,-0.0010805205660776806,0.0005558431,-1.464320456981659,0.3707244396209717,0.0,0.0001,0.040895476937294006,0.2,560,0.11612166538834572,,,
0.84,-0.16779044,58,1137,0,1.66,1740,1740,0,2202,-0.002632081176464851,0.00048172672,-1.4340118050575257,0.1974896788597107,0.0,0.0001,0.06434668600559235,0.2,570,0.16714237928390502,,,
0.85,-0.14668404,59,1158,0,1.6,1770,1770,0,2235,-0.008716213623217329,0.0011629661,-1.396159791946411,0.2926434278488159,0.0,0.0001,0.04333547130227089,0.2,580,0.14589987248182296,,,
0.87,-0.13570222999999998,60,1179,0,1.53,1800,1800,0,2268,-0.007971442185807831,0.0010891219,-1.3397989630699159,0.1368405818939209,0.0,0.0001,0.028971705585718155,0.2,590,0.11865576729178429,,,
0.86,-0.14838155,61,1198,0,1.57,1830,1830,0,2301,-0.012729639210738242,0.002030029,-1.2805584788322448,0.29564034938812256,0.0,0.0001,0.04103410616517067,0.2,600,0.14685187488794327,,,
0.87,-0.13648488000000003,62,1219,0,1.48,1860,1860,0,2337,-0.00871922082034864,0.0023624718,-1.2104851365089417,0.32916444540023804,0.0,0.0001,0.04648031294345856,0.2,610,0.15840913653373717,,,
0.88,-0.11608313,63,1242,0,1.45,1890,1890,0,2372,-0.0009476570223948322,0.00048787793,-1.139184033870697,-0.022532224655151367,0.0,0.0001,0.060423344373703,0.2,620,0.16189406663179398,,,
0.9,-0.10422174000000001,64,1266,0,1.41,1920,1920,0,2407,-0.000231427548084584,0.00016676585,-1.109164869785309,0.49715518951416016,0.0,0.0001,0.020492184907197952,0.2,630,0.06986303925514221,,,
0.93,-0.07006541999999999,65,1290,0,1.3,1950,1950,0,2443,-0.0058474425001382,0.0030249336,-1.1091149568557739,0.1397174596786499,0.01666666753590107,0.0001,0.010707301087677479,0.2,640,0.07241353280842304,,,
0.91,-0.08261486999999999,66,1305,0,1.38,1980,1980,0,2476,-0.0012486301014241973,0.0003163934,-1.0962220788002015,-0.1897575855255127,0.0,0.0001,0.034422993659973145,0.2,650,0.10673635676503182,,,
0.91,-0.08269489000000002,67,1328,0,1.37,2010,2010,0,2519,-0.002345605495501957,0.00045743585,-1.097598171234131,-0.0018192529678344727,0.0,0.0001,0.0745009332895279,0.2,660,0.19994096159935,,,
0.88,-0.11367589,68,1345,0,1.47,2040,2040,0,2553,-0.0018718633209271474,0.00015226801,-1.1114537596702576,0.2930813431739807,0.0,0.0001,0.04657890647649765,0.2,670,0.13408789336681365,,,
0.87,-0.12600208,69,1366,0,1.5,2070,2070,0,2585,-0.0009357643779428048,0.00013064544,-1.079238498210907,-0.019809365272521973,0.0,0.0001,0.08370033651590347,0.2,680,0.2098383665084839,,,
0.86,-0.13636337999999998,70,1387,0,1.53,2100,2100,0,2620,-0.0015604040122707552,0.0002813359,-1.0742494106292724,0.43682152032852173,0.0,0.0001,0.04541148990392685,0.2,690,0.11934039890766143,,,
0.91,-0.09279722,71,1411,0,1.37,2130,2130,0,2653,-0.011913898781252286,0.0012078285,-1.1089653849601746,-0.0024362802505493164,0.0,0.0001,0.05391255021095276,0.2,700,0.17242755740880966,,,
0.91,-0.10224853000000002,72,1437,0,1.35,2160,2160,0,2696,0.0008743452946267993,9.391506e-05,-1.1682405114173888,0.2369484305381775,0.0,0.0001,0.03136880695819855,0.2,710,0.07824171036481857,,,
0.95,-0.059005049999999996,73,1463,0,1.22,2190,2190,0,2733,-0.004142554812133303,0.00073991815,-1.1411128997802735,0.42288511991500854,0.0,0.0001,0.01870826631784439,0.2,720,0.06680213771760464,,,
0.94,-0.0701102,74,1483,0,1.25,2220,2220,0,2764,-0.0007805181987837528,0.0001904865,-1.0937674164772033,-2.7971255779266357,0.0,0.0001,0.015624943189322948,0.2,730,0.05664664432406426,,,
0.94,-0.06009925,75,1510,0,1.24,2250,2250,0,2809,-0.0023271258140454163,0.00016290546,-1.0917092323303224,0.4389500617980957,0.0,0.0001,0.0672663226723671,0.2,740,0.19931436628103255,,,
0.94,-0.06031849,76,1532,0,1.25,2280,2280,0,2843,-0.0016618855326182569,0.00011577606,-1.1025412321090697,-185.22720336914062,0.0,0.0001,0.012007292360067368,0.2,750,0.041757702082395556,,,
0.94,-0.05981577,77,1561,0,1.23,2310,2310,0,2877,0.00022468750792512538,5.1015617e-05,-1.0674198031425477,0.3854379653930664,0.0,0.0001,0.040100932121276855,0.2,760,0.10347146689891815,,,
0.98,-0.02806256,78,1587,0,1.13,2340,2340,0,2911,-0.00033217509715086633,1.3556083e-05,-1.073299479484558,-1526.365234375,0.0,0.0001,0.012737918645143509,0.2,770,0.051073149964213374,,,
0.95,-0.05982338,79,1607,0,1.23,2370,2370,0,2945,-0.005342367556101379,0.0007416149,-1.047259020805359,-82.6954345703125,0.0,0.0001,-0.001953406259417534,0.2,780,0.01842200690880418,,,
0.94,-0.07193412,80,1626,0,1.27,2400,2400,0,2986,0.0014372855626667124,0.0003619989,-0.9967227399349212,0.08401608467102051,0.0,0.0001,0.09847032278776169,0.2,790,0.2739853158593178,,,
0.92,-0.08451719999999999,81,1649,0,1.33,2430,2430,0,3021,-0.0026908103947061333,0.0001619637,-0.9995101988315582,0.04454028606414795,0.0,0.0001,0.08904512971639633,0.2,800,0.21946102678775786,,,
0.9,-0.09507211000000002,82,1671,0,1.38,2460,2460,0,3053,-0.0001449853177959426,0.00014656982,-0.9919154167175293,0.3066103458404541,0.0,0.0001,0.06389530748128891,0.2,810,0.17064216881990432,,,
0.85,-0.15007584,83,1686,0,1.51,2490,2490,0,3089,-0.0035853979666718772,0.0007383267,-0.9309337854385376,-0.18581342697143555,0.0,0.0001,0.044636595994234085,0.2,820,0.1296475663781166,,,
0.86,-0.14096695,84,1707,0,1.5,2520,2520,0,3131,-0.0014000101756145966,0.0004232367,-0.8855876743793487,0.24665558338165283,0.0,0.0001,0.1388603150844574,0.2,830,0.3510107547044754,,,
0.87,-0.1297486,85,1727,0,1.49,2550,2550,0,3165,-0.0023223241868254086,0.00025091568,-0.8634226500988007,0.34458792209625244,0.0,0.0001,0.05139527469873428,0.2,840,0.12634124383330345,,,
0.86,-0.14916939999999998,86,1745,0,1.54,2580,2580,0,3206,-0.005472945418829677,0.00051974057,-0.8444658696651459,0.0925108790397644,0.0,0.0001,0.060333698987960815,0.2,850,0.15718235224485397,,,
0.85,-0.15909928999999998,87,1768,0,1.56,2610,2610,0,3240,0.0015312616088582586,0.00020758112,-0.80083869099617,-0.03550684452056885,0.0,0.0001,0.10131844878196716,0.2,860,0.24201271384954454,,,
0.89,-0.10401794,88,1792,0,1.41,2640,2640,0,3273,-0.0029981782483324616,0.00032061737,-0.783961045742035,0.051306962966918945,0.0,0.0001,0.06451045721769333,0.2,870,0.16477221846580506,,,
0.92,-0.07108321,89,1820,0,1.3,2670,2670,0,3308,2.5724767971269104e-05,6.413261e-05,-0.7524719417095185,-21.599607467651367,0.0,0.0001,0.02034151554107666,0.2,880,0.09961901530623436,,,
0.93,-0.049761379999999994,90,1842,0,1.26,2700,2700,0,3343,-0.004883302586264548,0.00024519762,-0.7545717537403107,-400.3453369140625,0.0,0.0001,-0.004766200669109821,0.2,890,0.021355023421347142,,,
0.95,-0.02957822,91,1865,0,1.23,2730,2730,0,3381,-0.0026233300880994293,0.00043050648,-0.7869039475917816,0.20116889476776123,0.0,0.0001,0.03624393790960312,0.2,900,0.10582696050405502,,,
0.96,-0.03909965000000001,92,1892,0,1.2,2760,2760,0,3416,-0.005337670992982347,0.003324634,-0.859873753786087,-0.45420515537261963,0.01666666753590107,0.0001,0.052065469324588776,0.2,910,0.1391550473868847,,,
0.93,-0.07100305,93,1909,0,1.31,2790,2790,0,3451,-0.0016538194825018947,0.00011311372,-0.8454310536384583,0.24554383754730225,0.0,0.0001,0.0288639385253191,0.2,920,0.07607015147805214,,,
0.94,-0.07142265,94,1934,0,1.3,2820,2820,0,3489,-0.002350018419092592,0.0003782491,-0.825947767496109,0.13838696479797363,0.0,0.0001,0.07470321655273438,0.2,930,0.18988090753555298,,,
0.93,-0.08318168999999999,95,1958,0,1.29,2850,2850,0,3523,0.00019767954955263178,0.00012683074,-0.7981012761592865,0.2005656361579895,0.0,0.0001,0.05567166954278946,0.2,940,0.12859941348433496,,,
0.93,-0.08334080999999999,96,1983,0,1.29,2880,2880,0,3558,-0.006887569712319764,0.0012428662,-0.8180024147033691,0.42211997509002686,0.0,0.0001,0.03378687798976898,0.2,950,0.1117513544857502,,,
0.92,-0.09332281999999999,97,2004,0,1.31,2910,2910,0,3592,-0.0004351013184837882,0.0002168715,-0.8569557189941406,0.38844025135040283,0.0,0.0001,0.021403713151812553,0.2,960,0.06283501945436001,,,
0.94,-0.07203011,98,2027,0,1.26,2940,2940,0,3638,-0.0062815440298679805,0.0008417129,-0.8173612296581269,0.16649550199508667,0.0,0.0001,0.04958319291472435,0.2,970,0.14018887281417847,,,
0.93,-0.08359768999999999,99,2048,0,1.33,2970,2970,0,3673,-0.0030129276371251732,0.0011466623,-0.758858984708786,-0.2412625551223755,0.0,0.0001,0.04240654408931732,0.2,980,0.12493717968463898,,,
,,,2070,0,,3000,3000,,,0.00031253317991897234,9.161234e-05,-0.7142971754074097,0.47814399003982544,0.0,0.0001,0.03335077688097954,0.2,990,0.0768968142569065,0.94,-0.060078358575701714,1.2
0.92,-0.09216349999999998,100,,,1.36,,3000,0,3855,,,,,,,,,,,,,
0.92,-0.09189110000000002,101,2092,0,1.36,3030,3030,0,3891,0.0006585682413303928,3.670454e-05,-0.7237737059593201,0.1739494800567627,0.0,0.0001,0.054064445197582245,0.2,1000,0.14392527490854262,,,
0.94,-0.07204731,102,2115,0,1.36,3060,3060,0,3927,-0.008108537709728835,0.004605013,-0.7343891620635986,0.48881441354751587,0.01666666753590107,0.0001,0.02486284449696541,0.2,1010,0.08910872638225556,,,
0.92,-0.09336439,103,2132,0,1.42,3090,3090,0,3961,-0.0009231976462004355,0.0001323402,-0.691296124458313,-106.91315460205078,0.0,0.0001,0.019440626725554466,0.2,1020,0.09206503592431545,,,
0.94,-0.07207609999999999,104,2157,0,1.32,3120,3120,0,3997,-0.0014280120690820298,7.2842835e-05,-0.6773624897003174,0.3647417426109314,0.0,0.0001,0.09458998590707779,0.2,1030,0.22101335227489471,,,
0.93,-0.08491452,105,2178,0,1.41,3150,3150,0,4036,-0.00483723218766201,0.000354894,-0.666022801399231,-0.25774192810058594,0.0,0.0001,0.03693964332342148,0.2,1040,0.10247332006692886,,,
0.91,-0.10624748999999997,106,2192,0,1.47,3180,3180,0,4069,-0.005914487362994514,0.0005255759,-0.6431886732578278,0.3489535450935364,0.0,0.0001,0.005335427820682526,0.2,1050,0.06127610914409161,,,
0.9,-0.10696692999999997,107,2219,0,1.41,3210,3210,0,4105,-0.0022317677757627053,0.00028679371,-0.6017237424850463,0.23941463232040405,0.0,0.0001,0.0870189368724823,0.2,1060,0.236251662671566,,,
0.91,-0.09521036999999997,108,2240,0,1.39,3240,3240,0,4141,-0.0004694883755291812,4.8530103e-05,-0.5892172873020172,0.25279462337493896,0.0,0.0001,0.03271971642971039,0.2,1070,0.08593521937727928,,,
0.91,-0.09633139,109,2265,0,1.41,3270,3270,0,4187,-0.0020172721211565658,0.0003792862,-0.5919134438037872,0.041191697120666504,0.0,0.0001,0.05741652846336365,0.2,1080,0.14994097054004668,,,
0.92,-0.08478802999999999,110,2288,0,1.33,3300,3300,0,4222,-8.981328379942254e-06,0.00014617642,-0.6353060126304626,-25.9046630859375,0.0,0.0001,0.012059790082275867,0.2,1090,0.0500848975032568,,,
0.93,-0.08439538,111,2311,0,1.31,3330,3330,0,4258,-0.007888237743560867,0.0012996574,-0.6505771815776825,0.06080871820449829,0.006666667014360428,0.0001,0.07848216593265533,0.2,1100,0.2089567020535469,,,
0.95,-0.06214821999999999,112,2335,0,1.26,3360,3360,0,4290,-0.001848798009065611,0.00033149522,-0.6597489356994629,-0.07479548454284668,0.0,0.0001,0.07643350213766098,0.2,1110,0.2107887864112854,,,
0.95,-0.06182650000000001,113,2358,0,1.26,3390,3390,0,4325,-0.0027324285319870077,0.00036421616,-0.6802722334861755,-0.02819836139678955,0.0,0.0001,0.05133780092000961,0.2,1120,0.13378422409296037,,,
0.94,-0.07190207000000001,114,2381,0,1.3,3420,3420,0,4357,-0.005706803589322007,0.00070883235,-0.6508684754371643,-5.681359767913818,0.0,0.0001,-0.00412456039339304,0.2,1130,0.043584011308848855,,,
0.94,-0.07119266999999999,115,2402,0,1.32,3450,3450,0,4393,-0.021696593106413965,0.004257699,-0.5956790268421173,0.16584616899490356,0.02666666731238365,0.0001,0.03723954036831856,0.2,1140,0.15973906517028807,,,
0.95,-0.050862229999999994,116,2425,0,1.29,3480,3480,0,4426,-0.005409426434586528,0.0006828249,-0.5523881614208221,0.32207387685775757,0.0,0.0001,0.033671095967292786,0.2,1150,0.12110378444194794,,,
0.91,-0.09339687000000002,117,2444,0,1.39,3510,3510,0,4459,0.00027806103350780376,4.7922134e-05,-0.5147970497608185,-0.2951573133468628,0.0,0.0001,0.030879905447363853,0.2,1160,0.08434425666928291,,,
0.88,-0.12372951,118,2461,0,1.44,3540,3540,0,4498,-0.0009681457361629953,0.00011345148,-0.4958106935024261,0.24162286520004272,0.0,0.0001,0.0778510645031929,0.2,1170,0.19108060896396636,,,
0.9,-0.10273468999999999,119,2489,0,1.39,3570,3570,0,4536,-2.8908395801607865e-07,6.5684317e-06,-0.4826108455657959,0.06421297788619995,0.0,0.0001,0.08994661271572113,0.2,1180,0.21248077154159545,,,
0.91,-0.09244224000000001,120,2514,0,1.35,3600,3600,0,4569,-1.2556761042503695e-05,3.6927064e-05,-0.4915810614824295,-338.7699279785156,0.0,0.0001,0.04720008373260498,0.2,1190,0.14491056203842162,,,
0.9,-0.10370926000000001,121,2537,0,1.37,3630,3630,0,4604,-0.0007162429972467522,4.089872e-05,-0.49697298407554624,-35.92096710205078,0.0,0.0001,0.005780028644949198,0.2,1200,0.045378286950290204,,,
0.93,-0.0739956,122,2557,0,1.27,3660,3660,0,4639,-0.011179041441840409,0.0028083762,-0.5188693642616272,0.5394677519798279,0.020000001043081285,0.0001,0.0362655445933342,0.2,1210,0.1320705533027649,,,
0.93,-0.07473683,123,2578,0,1.28,3690,3690,0,4672,-0.0003772803180648765,3.0273199e-05,-0.4862632751464844,0.5149299502372742,0.0,0.0001,0.04852345585823059,0.2,1220,0.1396778292953968,,,
0.89,-0.11825604999999997,124,2597,0,1.42,3720,3720,0,4714,8.290281010578938e-05,5.853176e-06,-0.4965854287147522,-0.09106802940368652,0.0,0.0001,0.06543654948472977,0.2,1230,0.1534217283129692,,,
0.89,-0.12870789,125,2619,0,1.42,3750,3750,0,4746,-0.003802464307712761,0.00026100277,-0.4922091156244278,0.0009011626243591309,0.0,0.0001,0.11027693003416061,0.2,1240,0.2584970161318779,,,
0.91,-0.10520408000000002,126,2648,0,1.35,3780,3780,0,4781,0.00017408758678350011,7.448594e-06,-0.47667701840400695,0.24309587478637695,0.0,0.0001,0.04223885014653206,0.2,1250,0.1012321099638939,,,
0.92,-0.09283177000000001,127,2672,0,1.3,3810,3810,0,4815,-0.001572947973230221,0.000112138194,-0.4808746725320816,0.15371060371398926,0.0,0.0001,0.009119665250182152,0.2,1260,0.028822225891053675,,,
