time/total_timesteps,env/completion_counter,eval/success_rate,env/current_idx,eval/mean_ep_length,env/n_steps,eval/mean_reward,time/time_elapsed,rollout/success_rate,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss,train/value_loss
5520,0,0.86,2440,1.72,5520,-0.12167476789094507,,,,,,,0.2,0.0001,1830,-0.008623557406632898,0.1959792971611023,0.0,0.04583544656634331,0.0008574069,-0.4372928589582443,0.1339196026325226
5520,,,,,,,22738,0.87,0,1.74,184,-0.15360101,,,,,,,,,,
5550,0,0.96,2457,1.26,5550,-0.05035407240502536,,,,,,,0.2,0.0001,1840,6.575584347956465e-06,0.37885433435440063,0.0,0.059593141078948975,1.2727579e-05,-0.4081623315811157,0.13517531752586365
5550,,,,,,,22859,0.87,0,1.7,185,-0.17648412,,,,,,,,,,
5580,0,0.9,2470,1.54,5580,-0.120576231055893,,,,,,,0.2,0.0001,1850,-0.005226275019037274,0.3318125009536743,0.0,0.0681266188621521,0.00029061438,-0.3924644529819489,0.18628544360399246
5580,,,,,,,22995,0.86,0,1.75,186,-0.17637273,,,,,,,,,,
5610,0,0.98,2481,1.18,5610,-0.028749965592287482,,,,,,,0.2,0.0001,1860,-0.00034778336356495744,0.49331897497177124,0.0,0.05303569883108139,3.1290452e-05,-0.37948580980300906,0.14512246251106262
5610,,,,,,,23102,0.85,0,1.83,187,-0.18179056,,,,,,,,,,
5640,0,0.86,2491,1.7,5640,-0.12166415984742343,,,,,,,0.2,0.0001,1870,-0.0028237758084044273,-0.3808695077896118,0.0,0.10655654966831207,0.00025710862,-0.35656108856201174,0.273854461312294
5640,,,,,,,23240,0.8,0,2.04,188,-0.22746605000000003,,,,,,,,,,
5670,0,0.98,2505,1.22,5670,-0.02971251039300114,,,,,,,0.2,0.0001,1880,-0.00666878760093823,-0.12753522396087646,0.0,0.10626310110092163,0.00071613985,-0.330117854475975,0.2653251692652702
5670,,,,,,,23347,0.8,0,2.01,189,-0.21641303,,,,,,,,,,
5700,0,0.9,2516,1.5,5700,-0.054495216570794584,,,,,,,0.2,0.0001,1890,-5.673319098420393e-06,0.32995641231536865,0.0,0.06393018364906311,7.367134e-06,-0.30378322303295135,0.14470708817243577
5700,,,,,,,23477,0.78,0,2.12,190,-0.25672050999999996,,,,,,,,,,
5730,0,0.96,2533,1.26,5730,-0.030725904409773647,,,,,,,0.2,0.0001,1900,-8.865276883920358e-05,0.15055841207504272,0.0,0.08219370245933533,2.3166338e-05,-0.2929293870925903,0.19237124621868135
5730,,,,,,,23592,0.76,0,2.2,191,-0.28008282999999995,,,,,,,,,,
5760,0,0.96,2547,1.32,5760,-0.05291184540838003,,,,,,,0.2,0.0001,1910,-0.0010131909402389283,0.30807626247406006,0.0,0.06519845128059387,9.9106626e-05,-0.2912380874156952,0.15444599241018295
5760,,,,,,,23721,0.75,0,2.31,192,-0.2926413799999999,,,,,,,,,,
5790,0,0.94,2560,1.3,5790,-0.07282474147621543,,,,,,,0.2,0.0001,1920,-0.0009645756680399132,0.0806853175163269,0.0,0.09693746268749237,4.0821233e-05,-0.30272996723651885,0.22146493345499038
5790,,,,,,,23842,0.75,0,2.31,193,-0.27837577,,,,,,,,,,
5820,0,0.96,2573,1.4,5820,-0.052802046914584934,,,,,,,0.2,0.0001,1930,-0.0014401641665123144,0.3380507826805115,0.0,0.060524024069309235,9.118319e-05,-0.30137042701244354,0.1472192570567131
5820,,,,,,,23967,0.74,0,2.27,194,-0.29436217,,,,,,,,,,
5850,0,0.96,2592,1.28,5850,-0.03019819744862616,,,,,,,0.2,0.0001,1940,8.08914501853053e-06,0.33373725414276123,0.0,0.07621140778064728,3.0239423e-06,-0.3105546921491623,0.1733032524585724
5850,,,,,,,24093,0.79,0,2.08,195,-0.24415215000000004,,,,,,,,,,
5880,0,0.92,2612,1.48,5880,-0.10205427017994224,,,,,,,0.2,0.0001,1950,1.8940369496789345e-06,-0.22152316570281982,0.0,0.14040575921535492,4.1325887e-07,-0.3169821262359619,0.3304013341665268
5880,,,,,,,24222,0.82,0,1.98,196,-0.20874850999999997,,,,,,,,,,
5910,0,0.96,2626,1.42,5910,-0.032177898352965716,,,,,,,0.2,0.0001,1960,-0.0016976652682933135,0.37433111667633057,0.0,0.04517078772187233,8.649627e-05,-0.3186596632003784,0.12822056710720062
5910,,,,,,,24338,0.84,0,1.98,197,-0.18388466999999997,,,,,,,,,,
5940,0,0.96,2644,1.24,5940,-0.030123827056959273,,,,,,,0.2,0.0001,1970,-5.260507268598502e-05,0.0710606575012207,0.0,0.04123334214091301,5.622705e-06,-0.3145213842391968,0.1033115841448307
5940,,,,,,,24453,0.85,0,1.89,198,-0.17313258999999998,,,,,,,,,,
5970,0,0.84,2662,1.76,5970,-0.1382554192142561,,,,,,,0.2,0.0001,1980,-1.3846556378638297e-05,0.45701169967651367,0.0,0.05650310963392258,1.7126401e-06,-0.3173385411500931,0.16987394392490388
5970,,,,,,,24596,0.9,0,1.73,199,-0.11842728999999996,,,,,,,,,,
6000,0,0.92,2680,1.44,6000,-0.09630611510947347,,,,,,,0.2,0.0001,1990,-0.0001296075651040951,-4.1454362869262695,0.0,0.03028305061161518,7.4843565e-06,-0.3200299173593521,0.07472995407879353
6000,,,,,,,24718,0.91,0,1.69,200,-0.10203542999999998,,,,,,,,,,
6030,0,1.0,2697,1.18,6030,-0.009229553421027959,,,,,,,0.2,0.0001,2000,-2.2833371897945653e-05,-0.01307523250579834,0.0,0.05994105339050293,2.5391578e-06,-0.32160487174987795,0.14713492169976233
6030,,,,,,,24818,0.91,0,1.66,201,-0.10828738999999998,,,,,,,,,,
6060,0,0.92,2713,1.42,6060,-0.0727449228707701,,,,,,,0.2,0.0001,2010,-0.0014277626328597747,0.5317538976669312,0.0,0.05689548701047897,0.00013197263,-0.32483801543712615,0.1404227614402771
6060,,,,,,,24945,0.89,0,1.75,202,-0.13305514000000002,,,,,,,,,,
6090,0,0.94,2736,1.46,6090,-0.054122095387429,,,,,,,0.2,0.0001,2020,-0.004278801083952799,0.15940535068511963,0.0,0.08418808877468109,0.00040634273,-0.3479798465967178,0.19843543767929078
6090,,,,,,,25069,0.9,0,1.64,203,-0.11817324,,,,,,,,,,
6120,0,0.88,2749,1.58,6120,-0.13583440585061907,,,,,,,0.2,0.0001,2030,4.307727036945153e-06,-0.4356710910797119,0.0,0.026751695200800896,1.00970265e-05,-0.37270834147930143,0.09108968153595924
6120,,,,,,,25196,0.92,0,1.69,204,-0.11125091000000001,,,,,,,,,,
6150,0,0.96,2764,1.24,6150,-0.030299629671499132,,,,,,,0.2,0.0001,2040,-0.0014091215428198467,-2.1690943241119385,0.0,0.024849362671375275,8.115768e-05,-0.38240241408348086,0.085250473767519
6150,,,,,,,25307,0.91,0,1.77,205,-0.12672647,,,,,,,,,,
6180,0,1.0,2777,1.2,6180,-0.00915164640173316,,,,,,,0.2,0.0001,2050,-0.00549737655014404,0.3263393044471741,0.0,0.1050545871257782,0.0012874682,-0.3630662947893143,0.25224369317293166
6180,,,,,,,25420,0.89,0,1.83,206,-0.15627637,,,,,,,,,,
6210,0,0.96,2794,1.26,6210,-0.052791317496448754,,,,,,,0.2,0.0001,2060,4.538930922137751e-06,0.46508586406707764,0.0,0.10050422698259354,4.311403e-06,-0.3469335108995438,0.29563700705766677
6210,,,,,,,25526,0.89,0,1.84,207,-0.14636726999999997,,,,,,,,,,
6240,0,0.96,2809,1.26,6240,-0.051757256276905535,,,,,,,0.2,0.0001,2070,-0.0018260773934891006,0.25772762298583984,0.0,0.052739355713129044,0.00022575856,-0.33949142694473267,0.13959096223115922
6240,,,,,,,25639,0.88,0,1.88,208,-0.14034451,,,,,,,,,,
6270,0,0.96,2824,1.42,6270,-0.05328659945167601,,,,,,,0.2,0.0001,2080,-0.001165823329307969,-0.09206414222717285,0.0,0.09281336516141891,7.60595e-05,-0.3264699339866638,0.2114171177148819
6270,,,,,,,25764,0.88,0,1.93,209,-0.14323614,,,,,,,,,,
6300,0,1.0,2839,1.24,6300,-0.010504399933852255,,,,,,,0.2,0.0001,2090,-6.032238362330133e-06,0.3719175457954407,0.0,0.053476061671972275,1.847744e-07,-0.32514598667621614,0.11372682899236679
6300,,,,,,,25878,0.85,0,2.03,210,-0.18191869,,,,,,,,,,
6330,0,1.0,2851,1.2,6330,-0.010057698744349182,,,,,,,0.2,0.0001,2100,-0.0017517598274089607,0.2905800938606262,0.0,0.0993160679936409,9.2281894e-05,-0.3234492003917694,0.23413649946451187
6330,,,,,,,25984,0.83,0,2.03,211,-0.20527732,,,,,,,,,,
6360,0,0.92,2860,1.36,6360,-0.07853965547401458,,,,,,,0.2,0.0001,2110,-4.415313444816604e-06,-0.21354174613952637,0.0,0.1474715769290924,1.4503797e-06,-0.3153981626033783,0.32731801867485044
6360,,,,,,,26098,0.79,0,2.21,212,-0.24844975999999996,,,,,,,,,,
6390,0,0.94,2877,1.38,6390,-0.05162111065350473,,,,,,,0.2,0.0001,2120,-0.0013609731154669903,0.06340295076370239,0.0,0.0778995007276535,0.00024025838,-0.3088265657424927,0.18403277099132537
6390,,,,,,,26224,0.82,0,2.08,213,-0.22024212,,,,,,,,,,
6420,0,0.98,2893,1.28,6420,-0.032404208821244534,,,,,,,0.2,0.0001,2130,0.0002599026763830281,0.6223424673080444,0.0,0.06980455666780472,4.7783055e-06,-0.2925320535898209,0.1594398781657219
6420,,,,,,,26338,0.82,0,2.11,214,-0.2090846,,,,,,,,,,
6450,0,0.9,2910,1.54,6450,-0.09792024721857161,,,,,,,0.2,0.0001,2140,-1.2454142436002512e-06,-0.14397156238555908,0.0,0.09077567607164383,0.0,-0.28996840715408323,0.23455990105867386
6450,,,,,,,26467,0.83,0,2.09,215,-0.21514774000000003,,,,,,,,,,
6480,0,0.98,2927,1.14,6480,-0.028425069083459674,,,,,,,0.2,0.0001,2150,-0.003129921729366103,0.40338438749313354,0.0,0.061652034521102905,0.00023955107,-0.28651600480079653,0.1412938877940178
6480,,,,,,,26568,0.82,0,2.01,216,-0.22528536999999996,,,,,,,,,,
6510,0,0.98,2943,1.26,6510,-0.009695155969820917,,,,,,,0.2,0.0001,2160,-0.0006109817770873604,0.368887722492218,0.0,0.07347520440816879,9.44376e-05,-0.278410530090332,0.17966275215148925
6510,,,,,,,26706,0.83,0,1.98,217,-0.20493139999999996,,,,,,,,,,
6540,0,0.92,2958,1.44,6540,-0.09543768888805061,,,,,,,0.2,0.0001,2170,2.4764438251967392e-05,0.23857247829437256,0.0,0.07141515612602234,1.1086464e-06,-0.2657282054424286,0.1600790023803711
6540,,,,,,,26824,0.85,0,1.88,218,-0.18330749000000005,,,,,,,,,,
6570,0,0.94,2975,1.36,6570,-0.07320179312024265,,,,,,,0.2,0.0001,2180,-8.869171042036328e-07,0.3428592085838318,0.0,0.07447148859500885,0.0,-0.2645046919584274,0.16616553515195848
6570,,,,,,,26943,0.85,0,1.84,219,-0.16620943,,,,,,,,,,
6600,0,0.92,2986,1.5,6600,-0.0927134266961366,,,,,,,0.2,0.0001,2190,-0.005590928081655733,0.09363371133804321,0.0,0.069556325674057,0.0006103019,-0.2605683714151382,0.180682210624218
6600,,,,,,,27063,0.83,0,1.89,220,-0.18230178000000002,,,,,,,,,,
6630,0,0.96,2999,1.56,6630,-0.05439992298837751,,,,,,,0.2,0.0001,2200,-0.001157011493875526,0.2861787676811218,0.0,0.0670749619603157,0.00015325348,-0.24638400077819825,0.15141234099864959
6630,,,,,,,27196,0.8,0,2.02,221,-0.22174628999999998,,,,,,,,,,
6660,0,0.96,3011,1.44,6660,-0.03270176111254841,,,,,,,0.2,0.0001,2210,-5.708139942761648e-06,0.31933408975601196,0.0,0.0797749012708664,1.098911e-05,-0.2406773567199707,0.17971945852041243
6660,,,,,,,27321,0.79,0,2.09,222,-0.22743459,,,,,,,,,,
6690,0,0.94,3025,1.36,6690,-0.052796218283474444,,,,,,,0.2,0.0001,2220,-0.0009457735280740565,0.22755283117294312,0.0,0.09124694019556046,5.8468184e-05,-0.24745116233825684,0.20455561876296996
6690,,,,,,,27452,0.79,0,2.14,223,-0.21787392000000005,,,,,,,,,,
6720,0,0.98,3041,1.18,6720,-0.028494965503923594,,,,,,,0.2,0.0001,2230,-0.0008091202286841792,0.000118255615234375,0.0,0.08621282875537872,5.627672e-05,-0.24893716722726822,0.1986177831888199
6720,,,,,,,27568,0.81,0,2.13,224,-0.20024774999999997,,,,,,,,,,
6750,0,0.94,3057,1.36,6750,-0.07445440800860524,,,,,,,0.2,0.0001,2240,-0.008430708325467861,0.5625001192092896,0.0,0.014906235039234161,0.0009040554,-0.2364471971988678,0.06971816942095757
6750,,,,,,,27705,0.82,0,2.12,225,-0.18760241000000005,,,,,,,,,,
6780,0,0.96,3071,1.32,6780,-0.051619050027802586,,,,,,,0.2,0.0001,2250,-0.00018111268378575573,-0.17620384693145752,0.0,0.054193735122680664,5.6837e-05,-0.21952927857637405,0.12988491132855415
6780,,,,,,,27827,0.82,0,2.11,226,-0.19501124,,,,,,,,,,
6810,0,0.94,3085,1.36,6810,-0.050958092333748935,,,,,,,0.2,0.0001,2260,2.282857896052093e-07,0.28339552879333496,0.0,0.09520237892866135,1.1920929e-07,-0.21933863312005997,0.23227535486221312
6810,,,,,,,27948,0.84,0,2.12,227,-0.19316616,,,,,,,,,,
6840,0,1.0,3104,1.1,6840,-0.007910798694938421,,,,,,,0.2,0.0001,2270,-0.0012922330566894403,0.019239306449890137,0.0,0.08705691993236542,0.00012356837,-0.224329574406147,0.2030848518013954
6840,,,,,,,28052,0.89,0,1.91,228,-0.13689505999999999,,,,,,,,,,
6870,0,0.92,3124,1.38,6870,-0.0967715020570904,,,,,,,0.2,0.0001,2280,-0.0003096043059485964,0.30657094717025757,0.0,0.04931666702032089,0.00011627078,-0.23884853422641755,0.11481812670826912
6870,,,,,,,28175,0.9,0,1.84,229,-0.13582422,,,,,,,,,,
6900,0,0.92,3142,1.4,6900,-0.09770988119766116,,,,,,,0.2,0.0001,2290,-0.0005562696884831908,0.41152238845825195,0.0,0.0402463935315609,7.877548e-05,-0.24962495267391205,0.09106151834130287
6900,,,,,,,28309,0.9,0,1.77,230,-0.13330946,,,,,,,,,,
6930,0,0.96,3150,1.26,6930,-0.05245196132920683,,,,,,,0.2,0.0001,2300,-0.0024339368641086876,0.25226688385009766,0.0,0.06579719483852386,0.00012232264,-0.2533517494797707,0.15498962849378586
6930,,,,,,,28432,0.86,0,1.94,231,-0.16694474999999998,,,,,,,,,,
6960,0,0.94,3162,1.28,6960,-0.07741211850661785,,,,,,,0.2,0.0001,2310,0.0007519251184809228,-0.21197104454040527,0.0,0.13049794733524323,5.8648984e-05,-0.2402062699198723,0.3145111411809921
6960,,,,,,,28544,0.84,0,2.01,232,-0.17645473000000003,,,,,,,,,,
6990,0,0.88,3173,1.66,6990,-0.14026570399291813,,,,,,,0.2,0.0001,2320,-8.495648820883162e-07,0.35033631324768066,0.0,0.055602140724658966,1.1920929e-07,-0.235326386988163,0.12299235314130783
6990,,,,,,,28681,0.83,0,2.03,233,-0.19649591999999994,,,,,,,,,,
7020,0,0.92,3190,1.34,7020,-0.09363959555048496,,,,,,,0.2,0.0001,2330,-0.0011707702331477776,0.31947875022888184,0.0,0.11211783438920975,3.395478e-05,-0.23188094347715377,0.2577916353940964
7020,,,,,,,28799,0.81,0,2.02,234,-0.20763164,,,,,,,,,,
7050,0,0.9,3208,1.58,7050,-0.07651145968586207,,,,,,,0.2,0.0001,2340,9.749144053783354e-05,0.09230166673660278,0.0,0.09861105680465698,4.263719e-06,-0.22725606262683867,0.21347827315330506
7050,,,,,,,28931,0.81,0,2.05,235,-0.20890727,,,,,,,,,,
7080,0,0.92,3222,1.44,7080,-0.09432802096940578,,,,,,,0.2,0.0001,2350,-6.398329845964667e-05,0.12108981609344482,0.0,0.06265945732593536,2.3967028e-05,-0.2310022920370102,0.16157131344079972
7080,,,,,,,29050,0.78,0,2.14,236,-0.24172717999999999,,,,,,,,,,
7110,0,0.98,3234,1.16,7110,-0.00940821461379528,,,,,,,0.2,0.0001,2360,1.2605388899800118e-06,0.29114073514938354,0.0,0.117085300385952,1.3113022e-06,-0.22414157390594483,0.26211516112089156
7110,,,,,,,29174,0.76,0,2.22,237,-0.24641968000000003,,,,,,,,,,
7140,0,0.98,3245,1.24,7140,-0.02908359598368406,,,,,,,0.2,0.0001,2370,-1.9653141756670324e-06,0.03745245933532715,0.0,0.10404302179813385,1.1920929e-07,-0.22012881338596343,0.24842043668031694
7140,,,,,,,29281,0.74,0,2.28,238,-0.27900137,,,,,,,,,,
7170,0,0.92,3262,1.44,7170,-0.03266636111773551,,,,,,,0.2,0.0001,2380,-0.0016438001874483632,0.10236507654190063,0.0,0.13927969336509705,5.4609776e-05,-0.21602162569761277,0.3228759735822678
7170,,,,,,,29401,0.78,0,2.1,239,-0.25903432000000004,,,,,,,,,,
7200,0,0.98,3276,1.2,7200,-0.029425869034603237,,,,,,,0.2,0.0001,2390,-0.0023378912324552915,-0.03066432476043701,0.0,0.10095968097448349,0.00016720494,-0.20544607043266297,0.2275490090250969
7200,,,,,,,29506,0.81,0,2.03,240,-0.215973,,,,,,,,,,
7230,0,0.92,3291,1.46,7230,-0.07661709032952785,,,,,,,0.2,0.0001,2400,6.493926122175253e-07,0.2901315689086914,0.0,0.055304333567619324,1.1920929e-06,-0.19471787214279174,0.14200001507997512
7230,,,,,,,29634,0.81,0,2.05,241,-0.22662862999999997,,,,,,,,,,
7260,0,0.96,3312,1.36,7260,-0.054813134260475634,,,,,,,0.2,0.0001,2410,-9.897550231841024e-06,0.40223008394241333,0.0,0.06754440069198608,8.742015e-07,-0.18946309834718705,0.14850296080112457
7260,,,,,,,29744,0.81,0,2.02,242,-0.22484572,,,,,,,,,,
7290,0,0.96,3329,1.3,7290,-0.05315351692494005,,,,,,,0.2,0.0001,2420,-5.856653105595911e-07,0.47212332487106323,0.0,0.03271472454071045,0.0,-0.189537712931633,0.0818244569003582
7290,,,,,,,29864,0.83,0,1.95,243,-0.2033258,,,,,,,,,,
7320,0,0.92,3342,1.44,7320,-0.09235772196669131,,,,,,,0.2,0.0001,2430,-0.0009266495771104832,0.39697879552841187,0.0,0.04829439893364906,0.00010674596,-0.19179293960332872,0.12256774604320526
7320,,,,,,,29991,0.84,0,1.88,244,-0.18238556999999997,,,,,,,,,,
7350,0,0.94,3359,1.38,7350,-0.08051308196038008,,,,,,,0.2,0.0001,2440,1.0065237700196406e-06,-0.0570528507232666,0.0,0.12467276304960251,7.053216e-07,-0.19950905740261077,0.28423692286014557
7350,,,,,,,30120,0.84,0,1.83,245,-0.17593798,,,,,,,,,,
7380,0,0.92,3375,1.5,7380,-0.09858919446356594,,,,,,,0.2,0.0001,2450,-8.115172322575859e-07,0.43391454219818115,0.0,0.05865781009197235,8.742015e-08,-0.2032949298620224,0.1333006165921688
7380,,,,,,,30248,0.84,0,1.81,246,-0.17773377999999998,,,,,,,,,,
7410,0,0.96,3390,1.28,7410,-0.05969953179359436,,,,,,,0.2,0.0001,2460,-0.0005431767266177445,0.15436995029449463,0.0,0.06741149723529816,4.8983096e-05,-0.2054699867963791,0.1686015471816063
7410,,,,,,,30364,0.83,0,1.85,247,-0.17878331999999997,,,,,,,,,,
7440,0,0.9,3403,1.5,7440,-0.05483607691247016,,,,,,,0.2,0.0001,2470,-0.00370753169991076,0.17568790912628174,0.0,0.08397991210222244,0.0008041382,-0.2104384645819664,0.19748025238513947
7440,,,,,,,30492,0.81,0,1.98,248,-0.21254012000000003,,,,,,,,,,
7470,0,0.92,3417,1.5,7470,-0.08262337476015091,,,,,,,0.2,0.0001,2480,-3.0774871527583513e-06,0.457767128944397,0.0,0.09554536640644073,0.0,-0.21194756925106048,0.23301461040973664
7470,,,,,,,30614,0.8,0,2.02,249,-0.23060200000000006,,,,,,,,,,
7500,0,0.98,3430,1.26,7500,-0.02951187810860574,,,,,,,0.2,0.0001,2490,-0.0002454962860429788,0.45477503538131714,0.0,0.06936126947402954,3.382365e-05,-0.2127746745944023,0.16015980243682862
7500,,,,,,,30726,0.8,0,2.06,250,-0.22818575,,,,,,,,,,
7530,0,0.92,3444,1.54,7530,-0.05518911882303655,,,,,,,0.2,0.0001,2500,-3.6333997428528163e-07,0.1526063084602356,0.0,0.05882108584046364,1.1920929e-07,-0.21624547988176346,0.1522321008145809
7530,,,,,,,30857,0.81,0,2.08,251,-0.22465619000000003,,,,,,,,,,
7560,0,0.96,3460,1.48,7560,-0.04670424851588905,,,,,,,0.2,0.0001,2510,-0.0007022710666449328,0.15802884101867676,0.0,0.09856076538562775,4.8828126e-05,-0.21669136881828308,0.22463348209857942
7560,,,,,,,30982,0.84,0,2.09,252,-0.19362941999999997,,,,,,,,,,
7590,0,0.84,3475,1.72,7590,-0.1379596508760005,,,,,,,0.2,0.0001,2520,0.00023740311420041848,-29.902381896972656,0.0,0.11809518933296204,1.1378526e-05,-0.21182368993759154,0.2842509299516678
7590,,,,,,,31116,0.83,0,2.14,253,-0.2033776,,,,,,,,,,
7620,0,0.96,3489,1.22,7620,-0.029207599954679607,,,,,,,0.2,0.0001,2530,-4.702806380318947e-07,0.2611865997314453,0.0,0.06266427785158157,0.0,-0.20981381982564926,0.14104321002960205
7620,,,,,,,31223,0.83,0,2.15,254,-0.20595607999999999,,,,,,,,,,
7650,0,0.98,3507,1.3,7650,-0.0308682600222528,,,,,,,0.2,0.0001,2540,-1.1953214593241058e-06,0.2032831907272339,0.0,0.06188923493027687,0.0,-0.20968079268932344,0.16209204271435737
7650,,,,,,,31331,0.87,0,2.01,255,-0.14836059000000001,,,,,,,,,,
7680,0,0.88,3519,1.56,7680,-0.135184841779992,,,,,,,0.2,0.0001,2550,-1.1593103696583285e-06,0.2678760886192322,0.0,0.03220406174659729,0.0,-0.20914709120988845,0.08198475614190101
7680,,,,,,,31453,0.85,0,2.05,256,-0.16551636000000003,,,,,,,,,,
7710,0,0.98,3535,1.28,7710,-0.02946991864591837,,,,,,,0.2,0.0001,2560,-1.374880466364914e-07,0.1515246033668518,0.0,0.1210428848862648,0.0,-0.2096904471516609,0.3133198082447052
7710,,,,,,,31564,0.86,0,2.0,257,-0.17535288999999998,,,,,,,,,,
7740,0,0.9,3555,1.46,7740,-0.0754954717028886,,,,,,,0.2,0.0001,2570,-2.543131506271834e-07,0.07502144575119019,0.0,0.1518605798482895,0.0,-0.20911292284727095,0.3814969062805176
7740,,,,,,,31684,0.87,0,1.85,258,-0.16889284999999998,,,,,,,,,,
7770,0,0.96,3568,1.22,7770,-0.013022339511662722,,,,,,,0.2,0.0001,2580,-8.275111382793909e-08,0.5195503234863281,0.0,0.12049989402294159,0.0,-0.2086971551179886,0.2570763364434242
7770,,,,,,,31800,0.84,0,1.94,259,-0.17301783,,,,,,,,,,
7800,0,1.0,3585,1.12,7800,-0.007958873435854911,,,,,,,0.2,0.0001,2590,-0.0005406085747381439,-3.1389732360839844,0.0,0.18859218060970306,5.9127806e-06,-0.20994872003793716,0.5385017663240432
7800,,,,,,,31912,0.85,0,1.88,260,-0.17030041000000004,,,,,,,,,,
7830,0,0.96,3604,1.26,7830,-0.05098049292340875,,,,,,,0.2,0.0001,2600,-0.00014086584419903403,0.348304808139801,0.0,0.0738367959856987,1.6371408e-05,-0.20999724864959718,0.1609524220228195
7830,,,,,,,32025,0.86,0,1.81,261,-0.15952638,,,,,,,,,,
7860,0,0.9,3621,1.52,7860,-0.09421314351260662,,,,,,,0.2,0.0001,2610,-8.006532942097521e-05,0.46102315187454224,0.0,0.03626041114330292,9.1731545e-06,-0.2105843722820282,0.08070421889424324
7860,,,,,,,32160,0.86,0,1.78,262,-0.15048000000000003,,,,,,,,,,
7890,0,0.98,3635,1.32,7890,-0.03727062476333231,,,,,,,0.2,0.0001,2620,-0.00550672763415303,0.3594359755516052,0.0,0.03344355896115303,0.0006062448,-0.20144251585006714,0.10252286419272423
7890,,,,,,,32281,0.86,0,1.8,263,-0.15286093000000003,,,,,,,,,,
7920,0,0.98,3645,1.22,7920,-0.030555039765313267,,,,,,,0.2,0.0001,2630,-0.00012664059877955935,0.30339884757995605,0.0,0.12604835629463196,4.8402944e-05,-0.18582679480314254,0.28065485060214995
7920,,,,,,,32399,0.82,0,1.95,264,-0.18878291,,,,,,,,,,
7950,0,0.92,3660,1.44,7950,-0.07222734672017396,,,,,,,0.2,0.0001,2640,-5.153814944591773e-07,0.2165210247039795,0.0,0.08339700847864151,3.5762787e-07,-0.17789671272039415,0.19480198323726655
7950,,,,,,,32528,0.83,0,1.98,265,-0.18351271,,,,,,,,,,
7980,0,0.92,3673,1.42,7980,-0.07289657920598984,,,,,,,0.2,0.0001,2650,-0.0015599169392952917,0.13196921348571777,0.0,0.09360700100660324,6.224315e-05,-0.17381860613822936,0.2216164693236351
7980,,,,,,,32654,0.84,0,1.97,266,-0.20198880000000002,,,,,,,,,,
8010,0,0.94,3688,1.44,8010,-0.0755618501920253,,,,,,,0.2,0.0001,2660,-0.0017716558141789296,0.2824428677558899,0.0,0.09797320514917374,0.00035576225,-0.16474720239639282,0.21998084634542464
8010,,,,,,,32781,0.85,0,1.98,267,-0.18290835000000003,,,,,,,,,,
8040,0,0.94,3703,1.36,8040,-0.05166551720350981,,,,,,,0.2,0.0001,2670,-0.001549124818605563,0.32174867391586304,0.0,0.047330837696790695,0.00012299816,-0.15195519030094146,0.12556079030036926
8040,,,,,,,32901,0.81,0,2.14,268,-0.21978073,,,,,,,,,,
8070,0,0.94,3715,1.32,8070,-0.050779520948417485,,,,,,,0.2,0.0001,2680,1.3003746772710657e-07,0.4778796434402466,0.0,0.05328414589166641,4.6888988e-07,-0.1437638983130455,0.12363954037427902
8070,,,,,,,33029,0.8,0,2.17,269,-0.23533524000000003,,,,,,,,,,
8100,0,1.0,3731,1.06,8100,-0.00730163655243814,,,,,,,0.2,0.0001,2690,-3.018975238178179e-06,0.1995486617088318,0.0,0.07603361457586288,7.947286e-09,-0.14117018282413482,0.18851590752601624
8100,,,,,,,33139,0.81,0,2.17,270,-0.20489050999999997,,,,,,,,,,
8130,0,0.94,3744,1.46,8130,-0.05248978430405259,,,,,,,0.2,0.0001,2700,-0.00037970443572383773,0.206059992313385,0.0,0.13143229484558105,1.0208289e-05,-0.13994887322187424,0.2968545645475388
8130,,,,,,,33273,0.82,0,2.11,271,-0.20428675999999998,,,,,,,,,,
8160,0,0.9,3754,1.52,8160,-0.11935148009099067,,,,,,,0.2,0.0001,2710,-8.225440968345765e-08,0.45708221197128296,0.0,0.07909021526575089,5.9604645e-08,-0.14219334870576858,0.16806061416864396
8160,,,,,,,33403,0.79,0,2.22,272,-0.23698071000000007,,,,,,,,,,
8190,0,0.9,3772,1.58,8190,-0.11676072468049824,,,,,,,0.2,0.0001,2720,-9.457270397916772e-08,-0.7457965612411499,0.0,0.14242468774318695,0.0,-0.14317122250795364,0.321506655216217
8190,,,,,,,33541,0.79,0,2.11,273,-0.22482566,,,,,,,,,,
8220,0,0.92,3787,1.44,8220,-0.05760594545863569,,,,,,,0.2,0.0001,2730,-2.2689501424366654e-07,0.4825151562690735,0.0,0.06159333139657974,0.0,-0.1437608778476715,0.13708263859152794
8220,,,,,,,33680,0.78,0,2.11,274,-0.24523537,,,,,,,,,,
8250,0,0.94,3798,1.54,8250,-0.07332679842598737,,,,,,,0.2,0.0001,2740,-0.0007235123730302995,0.5732572078704834,0.0,0.05663951858878136,8.7646644e-05,-0.14552721977233887,0.12683327496051788
8250,,,,,,,33811,0.77,0,2.22,275,-0.26163976,,,,,,,,,,
