time/total_timesteps,env/completion_counter,eval/success_rate,env/current_idx,eval/mean_ep_length,env/n_steps,eval/mean_reward,time/time_elapsed,rollout/success_rate,time/fps,rollout/ep_len_mean,time/iterations,rollout/ep_rew_mean,train/clip_range,train/learning_rate,train/n_updates,train/policy_gradient_loss,train/explained_variance,train/clip_fraction,train/loss,train/approx_kl,train/entropy_loss,train/value_loss
2730,,,,,,,11330,0.8,0,2.09,91,-0.24262959000000003,,,,,,,,,,
2760,0,0.98,1104,1.28,2760,-0.03093044402077794,,,,,,,0.2,0.0001,910,-0.0045478627640599175,0.3945133686065674,0.0,0.05742920935153961,0.0014517704,-1.0057839751243591,0.16065040677785875
2760,,,,,,,11450,0.81,0,2.03,92,-0.22886019999999999,,,,,,,,,,
2790,0,0.94,1118,1.4,2790,-0.07414968599099665,,,,,,,0.2,0.0001,920,-0.003439578546677069,0.44423460960388184,0.0,0.040878284722566605,0.001091218,-0.9618402659893036,0.11743036881089211
2790,,,,,,,11583,0.82,0,1.97,93,-0.19488403,,,,,,,,,,
2820,0,0.96,1132,1.34,2820,-0.03157352216541767,,,,,,,0.2,0.0001,930,-0.005870827043739468,0.24510526657104492,0.0,0.020281009376049042,0.0008483688,-0.9019787669181824,0.09085436016321183
2820,,,,,,,11700,0.83,0,1.95,94,-0.17823756000000002,,,,,,,,,,
2850,0,0.98,1153,1.14,2850,-0.008387364367954432,,,,,,,0.2,0.0001,940,-0.0023292110561548007,0.5377399921417236,0.0,0.0423995777964592,0.0009167393,-0.8447187185287476,0.1190567933022976
2850,,,,,,,11806,0.86,0,1.81,95,-0.15526754999999998,,,,,,,,,,
2880,0,0.96,1177,1.44,2880,-0.051884484756737945,,,,,,,0.2,0.0001,950,0.00045296767959372984,0.09037059545516968,0.0,0.07225964963436127,1.1161963e-05,-0.8197595179080963,0.1724965050816536
2880,,,,,,,11926,0.9,0,1.62,96,-0.10149504999999998,,,,,,,,,,
2910,0,0.96,1189,1.3,2910,-0.051027545630931856,,,,,,,0.2,0.0001,960,-2.3042259923933272e-05,-0.5396370887756348,0.0,0.06345192342996597,5.451838e-06,-0.823738956451416,0.1690734088420868
2910,,,,,,,12040,0.87,0,1.71,97,-0.15193661,,,,,,,,,,
2940,0,0.88,1208,1.72,2940,-0.1173919355776161,,,,,,,0.2,0.0001,970,-0.00412075862986967,0.36118006706237793,0.0,0.09733887761831284,0.00039307476,-0.8119682788848877,0.276487323641777
2940,,,,,,,12179,0.88,0,1.69,98,-0.14930277,,,,,,,,,,
2970,0,0.98,1222,1.32,2970,-0.03042846217751503,,,,,,,0.2,0.0001,980,-0.0004317406765764531,0.22375273704528809,0.0,0.07558412104845047,8.991162e-05,-0.784445583820343,0.17700304090976715
2970,,,,,,,12296,0.88,0,1.75,99,-0.16096321000000002,,,,,,,,,,
3000,0,0.92,1233,1.48,3000,-0.07764053457416593,,,,,,,0.2,0.0001,990,-0.0005544906892412272,0.2438366413116455,0.0,0.059592023491859436,4.4020017e-05,-0.7837633728981018,0.15543982461094857
3000,,,,,,,12446,0.88,0,1.75,100,-0.15519723,,,,,,,,,,
3030,0,0.98,1249,1.3,3030,-0.0318876474769786,,,,,,,0.2,0.0001,1000,-0.0055247316226208374,0.09072011709213257,0.006666667014360428,0.04035568982362747,0.0017211139,-0.824920904636383,0.14174599349498748
3030,,,,,,,12561,0.85,0,1.88,101,-0.19009625999999996,,,,,,,,,,
3060,0,0.94,1259,1.66,3060,-0.07648847816511989,,,,,,,0.2,0.0001,1010,0.0012115947347290045,0.2640862464904785,0.0,0.08688942342996597,0.00035725036,-0.8678446114063263,0.2164608582854271
3060,,,,,,,12698,0.82,0,1.99,102,-0.21854196,,,,,,,,,,
3090,0,0.92,1271,1.48,3090,-0.05531870707403869,,,,,,,0.2,0.0001,1020,-0.010862318565680961,0.22784745693206787,0.003333333507180214,0.06409114599227905,0.002105985,-0.8804941654205323,0.1997838407754898
3090,,,,,,,12827,0.79,0,2.16,103,-0.25185559,,,,,,,,,,
3120,0,1.0,1290,1.16,3120,-0.008240997241809964,,,,,,,0.2,0.0001,1030,-0.004688946429790519,0.5030807256698608,0.0,0.03552532568573952,0.0022262752,-0.8809473276138305,0.11317369863390922
3120,,,,,,,12933,0.8,0,2.07,104,-0.22899360000000002,,,,,,,,,,
3150,0,1.0,1304,1.14,3150,-0.007894299058243633,,,,,,,0.2,0.0001,1040,-0.005417516822393109,0.2730672359466553,0.0,0.0658065676689148,0.0014377912,-0.8050530076026916,0.18886685222387314
3150,,,,,,,13046,0.78,0,2.15,105,-0.26287155,,,,,,,,,,
3180,0,0.92,1317,1.58,3180,-0.07873618919402361,,,,,,,0.2,0.0001,1050,-0.004136172438350827,0.06394058465957642,0.0,0.1365286409854889,0.0003204286,-0.8094058156013488,0.34748353362083434
3180,,,,,,,13184,0.78,0,2.18,106,-0.26626718,,,,,,,,,,
3210,0,0.96,1332,1.26,3210,-0.0526473777461797,,,,,,,0.2,0.0001,1060,-0.0064884911555176394,0.3131418824195862,0.0,0.031053245067596436,0.0014535447,-0.7858552277088166,0.1346429206430912
3210,,,,,,,13305,0.8,0,2.15,107,-0.25413916000000003,,,,,,,,,,
3240,0,0.94,1346,1.38,3240,-0.07370958283077926,,,,,,,0.2,0.0001,1070,-0.012076729503460237,-0.4228079319000244,0.010000000521540642,0.05797223001718521,0.0031093976,-0.6789122641086578,0.17301699817180632
3240,,,,,,,13427,0.81,0,2.13,108,-0.24577061,,,,,,,,,,
3270,0,0.96,1360,1.3,3270,-0.05007858605589718,,,,,,,0.2,0.0001,1080,0.0007484230300178751,0.3934391736984253,0.0,0.07313477993011475,0.0004973888,-0.6238580465316772,0.24075478166341782
3270,,,,,,,13548,0.83,0,2.05,109,-0.23108303999999993,,,,,,,,,,
3300,0,0.94,1375,1.36,3300,-0.053334187776781616,,,,,,,0.2,0.0001,1090,-0.0011518874765410914,0.05809497833251953,0.0,0.0943479984998703,8.921027e-05,-0.5979753732681274,0.21644083857536317
3300,,,,,,,13676,0.83,0,2.01,110,-0.2328953,,,,,,,,,,
3330,0,1.0,1391,1.3,3330,-0.010639110626652837,,,,,,,0.2,0.0001,1100,-0.0046541786814730205,0.3770661950111389,0.0,0.07609479129314423,0.0005930205,-0.5681494832038879,0.18797293156385422
3330,,,,,,,13786,0.83,0,2.05,111,-0.24016716,,,,,,,,,,
3360,0,0.94,1404,1.34,3360,-0.05421736686956138,,,,,,,0.2,0.0001,1110,0.0010920204866367912,0.22032475471496582,0.0,0.0969640389084816,0.00015929938,-0.544552880525589,0.21854158937931062
3360,,,,,,,13942,0.81,0,2.1,112,-0.2569118000000001,,,,,,,,,,
3390,0,0.98,1421,1.14,3390,-0.008034433890134095,,,,,,,0.2,0.0001,1120,-0.0020737518829991863,0.261526882648468,0.0,0.10395226627588272,0.00020027955,-0.5359727203845978,0.2560951918363571
3390,,,,,,,14055,0.81,0,2.0,113,-0.2574143,,,,,,,,,,
3420,0,0.92,1433,1.54,3420,-0.09731499806977809,,,,,,,0.2,0.0001,1130,-0.0003886415604210214,0.38876527547836304,0.0,0.05902255326509476,3.62734e-05,-0.5491775393486023,0.1364077240228653
3420,,,,,,,14179,0.8,0,2.05,114,-0.26376534,,,,,,,,,,
3450,0,0.98,1448,1.16,3450,-0.009089375603944063,,,,,,,0.2,0.0001,1140,-0.0018980385621156337,0.46755164861679077,0.0,0.040855299681425095,0.00018721024,-0.566213184595108,0.10029617920517922
3450,,,,,,,14282,0.82,0,2.01,115,-0.23222542000000002,,,,,,,,,,
3480,0,0.98,1459,1.14,3480,-0.027845423831604422,,,,,,,0.2,0.0001,1150,-0.005822198552971969,-0.037872314453125,0.006666667014360428,0.04586249217391014,0.0011972268,-0.5982303977012634,0.1357582539319992
3480,,,,,,,14390,0.78,0,2.13,116,-0.26432477,,,,,,,,,,
3510,0,0.96,1474,1.24,3510,-0.05405151766259223,,,,,,,0.2,0.0001,1160,-0.003909120497021945,0.1987937092781067,0.0,0.07801917940378189,0.00030944945,-0.6210719406604767,0.22736836075782776
3510,,,,,,,14502,0.8,0,2.1,117,-0.24270798,,,,,,,,,,
3540,0,0.98,1486,1.22,3540,-0.030091462032869457,,,,,,,0.2,0.0001,1170,-0.00796311521204185,-0.01322782039642334,0.01666666753590107,0.08815257251262665,0.0035615028,-0.687611198425293,0.22426476031541825
3540,,,,,,,14611,0.79,0,2.18,118,-0.25329057,,,,,,,,,,
3570,0,0.96,1499,1.22,3570,-0.05348130797967315,,,,,,,0.2,0.0001,1180,-0.0055385697887203374,0.4297998547554016,0.020000001043081285,0.050338976085186005,0.003819861,-0.8024565935134887,0.13531309515237808
3570,,,,,,,14719,0.79,0,2.2,119,-0.24651406999999995,,,,,,,,,,
3600,0,0.88,1514,1.58,3600,-0.10047065596096218,,,,,,,0.2,0.0001,1190,-0.005509227141155826,0.3084896206855774,0.0,0.06090191379189491,0.0009607434,-0.8474900364875794,0.1633591428399086
3600,,,,,,,14852,0.8,0,2.21,120,-0.23776315000000003,,,,,,,,,,
3630,0,0.94,1524,1.36,3630,-0.05251998398452997,,,,,,,0.2,0.0001,1200,-0.005583044694018468,0.041349589824676514,0.0,0.07708003371953964,0.0009498537,-0.835981947183609,0.2156692177057266
3630,,,,,,,14977,0.76,0,2.36,121,-0.27075737,,,,,,,,,,
3660,0,0.94,1537,1.46,3660,-0.054031736375764014,,,,,,,0.2,0.0001,1210,-0.010215764582777976,0.03721964359283447,0.08333333618938923,0.07955766469240189,0.0102370875,-0.9657576024532318,0.21154813468456268
3660,,,,,,,15095,0.77,0,2.3,122,-0.26284131,,,,,,,,,,
3690,0,0.98,1556,1.18,3690,-0.00903959244955331,,,,,,,0.2,0.0001,1220,-0.02102681953304746,-0.5558898448944092,0.013333333656191826,0.12004385888576508,0.007274105,-0.8999972701072693,0.35679403245449065
3690,,,,,,,15209,0.79,0,2.2,123,-0.24622464,,,,,,,,,,
3720,0,1.0,1567,1.08,3720,-0.00755625274963677,,,,,,,0.2,0.0001,1230,-0.027921033327778223,0.33336132764816284,0.07333333566784858,0.0076302215456962585,0.010958412,-0.7344741702079773,0.1068155162036419
3720,,,,,,,15311,0.8,0,2.26,124,-0.22932165999999998,,,,,,,,,,
3750,0,0.98,1581,1.2,3750,-0.029233478009700775,,,,,,,0.2,0.0001,1240,-0.010058667521613352,0.08302521705627441,0.0,0.05920817703008652,0.0015500665,-0.6017511665821076,0.17207899540662766
3750,,,,,,,15430,0.81,0,2.25,125,-0.21521404000000005,,,,,,,,,,
3780,0,0.9,1595,1.54,3780,-0.11479187340475619,,,,,,,0.2,0.0001,1250,0.0004259494959842236,0.144159734249115,0.0,0.07373788952827454,3.311634e-05,-0.5747972011566163,0.17132388353347777
3780,,,,,,,15560,0.81,0,2.18,126,-0.21174118999999997,,,,,,,,,,
3810,0,0.96,1608,1.34,3810,-0.030582685391418635,,,,,,,0.2,0.0001,1260,-0.0008227594649603098,-0.14412319660186768,0.0,0.09549908339977264,2.454718e-05,-0.577345198392868,0.22676578164100647
3810,,,,,,,15676,0.8,0,2.22,127,-0.2311356,,,,,,,,,,
3840,0,0.9,1619,1.56,3840,-0.09494029771536588,,,,,,,0.2,0.0001,1270,-0.002471591441474974,0.19605416059494019,0.0,0.08067020773887634,0.00015778541,-0.5980489432811738,0.19256556183099746
3840,,,,,,,15827,0.81,0,2.21,128,-0.22780571000000002,,,,,,,,,,
3870,0,0.96,1627,1.26,3870,-0.050859306608326736,,,,,,,0.2,0.0001,1280,-0.0071636108382758575,0.06047457456588745,0.0,0.09121423959732056,0.0009097218,-0.619726938009262,0.23552262783050537
3870,,,,,,,15943,0.79,0,2.3,129,-0.23466772999999996,,,,,,,,,,
3900,0,0.9,1641,1.5,3900,-0.11537250296678395,,,,,,,0.2,0.0001,1290,-0.0022874921459878905,0.268504798412323,0.0,0.05111981928348541,0.00026715398,-0.6529521703720093,0.13908062502741814
3900,,,,,,,16078,0.78,0,2.29,130,-0.26146853,,,,,,,,,,
3930,0,0.94,1653,1.34,3930,-0.05550752824172377,,,,,,,0.2,0.0001,1300,-0.005433456124543668,0.4516345262527466,0.0,0.04657804220914841,0.0008090933,-0.5942555606365204,0.1342524141073227
3930,,,,,,,16210,0.76,0,2.39,131,-0.28157419000000006,,,,,,,,,,
3960,0,0.96,1670,1.2,3960,-0.031668358193710444,,,,,,,0.2,0.0001,1310,-0.001372176523485269,0.25363534688949585,0.0,0.06650331616401672,0.00048033596,-0.5604054152965545,0.1552542120218277
3960,,,,,,,16323,0.76,0,2.35,132,-0.26579483,,,,,,,,,,
3990,0,0.88,1689,1.84,3990,-0.10091391382738948,,,,,,,0.2,0.0001,1320,-0.0013570376723265553,-7.197065353393555,0.0,0.05132537707686424,0.00012334982,-0.5504366874694824,0.19345593452453613
3990,,,,,,,16486,0.78,0,2.25,133,-0.23978393999999997,,,,,,,,,,
4020,0,0.98,1708,1.14,4020,-0.02855200581252575,,,,,,,0.2,0.0001,1330,-0.009240081702979807,-0.2624155282974243,0.0,0.050887539982795715,0.0009011944,-0.5273215889930725,0.15593815743923187
4020,,,,,,,16605,0.81,0,2.09,134,-0.20205511999999998,,,,,,,,,,
4050,0,0.92,1719,1.46,4050,-0.07190274802502244,,,,,,,0.2,0.0001,1340,-0.0016361262464974046,0.4625929594039917,0.0,0.07969863712787628,0.00022564927,-0.4808605432510376,0.21370582580566405
4050,,,,,,,16740,0.79,0,2.14,135,-0.21680106999999998,,,,,,,,,,
4080,0,0.92,1732,1.56,4080,-0.07727660661563278,,,,,,,0.2,0.0001,1350,-7.787594655379592e-05,0.3829520344734192,0.0,0.060291193425655365,1.4545521e-05,-0.48107230067253115,0.15251205936074258
4080,,,,,,,16872,0.84,0,1.96,136,-0.17120409000000006,,,,,,,,,,
4110,0,1.0,1749,1.24,4110,-0.009589542802423238,,,,,,,0.2,0.0001,1360,2.0040768746731885e-05,0.3226301670074463,0.0,0.050670262426137924,5.1498414e-06,-0.46180598735809325,0.1248164340853691
4110,,,,,,,16993,0.84,0,1.97,137,-0.16959401,,,,,,,,,,
4140,0,0.92,1763,1.38,4140,-0.0759821420814842,,,,,,,0.2,0.0001,1370,-0.002151796365117953,-0.008275508880615234,0.0,0.09754455834627151,0.0003144304,-0.4364440828561783,0.22578405886888503
4140,,,,,,,17116,0.85,0,1.96,138,-0.17322755000000004,,,,,,,,,,
4170,0,0.92,1781,1.48,4170,-0.07442004412412644,,,,,,,0.2,0.0001,1380,-0.0016233074943496017,0.17012763023376465,0.0,0.07910355925559998,0.00013908744,-0.4201971828937531,0.19647591561079025
4170,,,,,,,17261,0.84,0,1.96,139,-0.19658989000000002,,,,,,,,,,
4200,0,1.0,1794,1.06,4200,-0.0074788176175206895,,,,,,,0.2,0.0001,1390,-0.00240974852582454,0.21147185564041138,0.0,0.060810524970293045,0.0001867036,-0.41093813478946684,0.15808800607919693
4200,,,,,,,17364,0.83,0,2.01,140,-0.20807077999999998,,,,,,,,,,
4230,0,0.94,1809,1.36,4230,-0.07099531487096102,,,,,,,0.2,0.0001,1400,-0.005959947622613981,0.3175266981124878,0.0,0.044283293187618256,0.0014904996,-0.4333681255578995,0.1309811495244503
4230,,,,,,,17482,0.82,0,2.07,141,-0.20263651,,,,,,,,,,
4260,0,0.98,1824,1.2,4260,-0.010696883182972669,,,,,,,0.2,0.0001,1410,-0.0008672696225218602,0.22583723068237305,0.0,0.055173344910144806,6.587704e-05,-0.45618603825569154,0.1388597920536995
4260,,,,,,,17596,0.84,0,1.97,142,-0.16655171999999996,,,,,,,,,,
4290,0,0.94,1832,1.36,4290,-0.07700608300976455,,,,,,,0.2,0.0001,1420,-0.0008750834226702864,0.10260963439941406,0.0,0.04186708480119705,0.00014080008,-0.4539202481508255,0.1042288176715374
4290,,,,,,,17713,0.8,0,2.13,143,-0.2014962,,,,,,,,,,
4320,0,0.9,1848,1.6,4320,-0.09548102889675647,,,,,,,0.2,0.0001,1430,-8.046100869254502e-05,0.2222059965133667,0.0,0.13460113108158112,9.0251364e-05,-0.4753816068172455,0.3261330991983414
4320,,,,,,,17848,0.82,0,2.11,144,-0.18057022,,,,,,,,,,
4350,0,0.98,1858,1.26,4350,-0.030484069725498556,,,,,,,0.2,0.0001,1440,-0.0008731339351410128,0.19373983144760132,0.0,0.05989257991313934,2.5165082e-05,-0.4830584406852722,0.1431057833135128
4350,,,,,,,17962,0.8,0,2.18,145,-0.18968506000000002,,,,,,,,,,
4380,0,0.96,1872,1.34,4380,-0.031661800728179514,,,,,,,0.2,0.0001,1450,-0.0018596629389017849,0.22171449661254883,0.0,0.08002963662147522,0.0001042068,-0.4873835206031799,0.1904497340321541
4380,,,,,,,18087,0.8,0,2.21,146,-0.17704116000000003,,,,,,,,,,
4410,0,0.96,1884,1.18,4410,-0.048421417023055253,,,,,,,0.2,0.0001,1460,-0.001050220417964809,-1.2267613410949707,0.0,0.038918085396289825,6.044507e-05,-0.4971131145954132,0.10195692032575607
4410,,,,,,,18208,0.76,0,2.33,147,-0.23228183000000002,,,,,,,,,,
4440,0,1.0,1894,1.04,4440,-0.006666836687363684,,,,,,,0.2,0.0001,1470,-0.00027970681507838435,0.30281347036361694,0.0,0.1599908024072647,9.53873e-06,-0.4916871875524521,0.3768500655889511
4440,,,,,,,18305,0.74,0,2.41,148,-0.25268932,,,,,,,,,,
4470,0,0.94,1904,1.38,4470,-0.07261076022870838,,,,,,,0.2,0.0001,1480,-5.032420112272007e-06,0.3642197847366333,0.0,0.049974434077739716,4.6491624e-07,-0.48810833096504214,0.12193519175052643
4470,,,,,,,18426,0.71,0,2.55,149,-0.30861405000000003,,,,,,,,,,
4500,0,0.94,1915,1.42,4500,-0.06004949945025146,,,,,,,0.2,0.0001,1490,-0.0011019825797120575,-0.25431251525878906,0.0,0.16481387615203857,0.00018673936,-0.4822474330663681,0.3667659223079681
4500,,,,,,,18549,0.7,0,2.61,150,-0.33024921,,,,,,,,,,
4530,0,0.94,1932,1.4,4530,-0.05474802365526557,,,,,,,0.2,0.0001,1500,-0.0009253928954907175,0.23692971467971802,0.0,0.07525497674942017,0.00014565587,-0.4598247319459915,0.18432196527719497
4530,,,,,,,18669,0.75,0,2.4,151,-0.28449548999999996,,,,,,,,,,
4560,0,0.96,1945,1.44,4560,-0.03649182023480534,,,,,,,0.2,0.0001,1510,0.00018877814428677197,0.33055800199508667,0.0,0.04416524991393089,2.7139981e-06,-0.44562423825263975,0.13148516193032264
4560,,,,,,,18803,0.72,0,2.48,152,-0.32561177,,,,,,,,,,
4590,0,0.94,1959,1.4,4590,-0.07100898897275329,,,,,,,0.2,0.0001,1520,-0.0004341045981467673,0.20370441675186157,0.0,0.19658099114894867,8.708239e-06,-0.4386648088693619,0.42352437078952787
4590,,,,,,,18931,0.72,0,2.39,153,-0.3269683000000001,,,,,,,,,,
4620,0,0.96,1973,1.34,4620,-0.052430381388403474,,,,,,,0.2,0.0001,1530,1.9300580606795848e-05,0.3458252549171448,0.0,0.07834672182798386,1.8179417e-06,-0.4421174794435501,0.19740369021892548
4620,,,,,,,19052,0.7,0,2.39,154,-0.34890228000000006,,,,,,,,,,
4650,0,0.9,1989,1.52,4650,-0.11917019872460514,,,,,,,0.2,0.0001,1540,-0.000182372729565472,0.02522200345993042,0.0,0.09930708259344101,4.1383504e-05,-0.43436463475227355,0.2233239471912384
4650,,,,,,,19174,0.76,0,2.18,155,-0.27703629,,,,,,,,,,
4680,0,0.94,2002,1.5,4680,-0.07417832539416849,,,,,,,0.2,0.0001,1550,-0.0035591042290132437,0.272172212600708,0.0,0.06988300383090973,0.0002759139,-0.42318372428417206,0.18805956840515137
4680,,,,,,,19304,0.77,0,2.16,156,-0.26575057,,,,,,,,,,
4710,0,0.94,2021,1.32,4710,-0.0310653215367347,,,,,,,0.2,0.0001,1560,-7.5222653031215e-05,0.5402635931968689,0.0,0.04679708182811737,1.21315325e-05,-0.4078647971153259,0.10831870436668396
4710,,,,,,,19420,0.8,0,1.99,157,-0.22130870000000002,,,,,,,,,,
4740,0,1.0,2032,1.2,4740,-0.011883178395219147,,,,,,,0.2,0.0001,1570,-0.00012388011067905326,0.44332337379455566,0.0,0.04144904762506485,1.4446179e-05,-0.40905327498912813,0.10222067683935165
4740,,,,,,,19533,0.77,0,2.11,158,-0.25694541,,,,,,,,,,
4770,0,0.9,2045,1.56,4770,-0.1078774409275502,,,,,,,0.2,0.0001,1580,-0.00040931900713383487,0.45502805709838867,0.0,0.05336110293865204,4.3459735e-05,-0.41436772644519804,0.13105066046118735
4770,,,,,,,19665,0.78,0,2.1,159,-0.23854474,,,,,,,,,,
4800,0,1.0,2055,1.1,4800,-0.00755983155220747,,,,,,,0.2,0.0001,1590,2.430051597919203e-05,-0.6917227506637573,0.0,0.16196568310260773,2.1457672e-06,-0.4026052713394165,0.41768395602703096
4800,,,,,,,19770,0.77,0,2.14,160,-0.24494971000000004,,,,,,,,,,
4830,0,0.96,2070,1.34,4830,-0.030856810677796602,,,,,,,0.2,0.0001,1600,-0.0045084959371402885,-0.47918426990509033,0.0,0.1042129248380661,0.00041121442,-0.39242287576198576,0.2612374320626259
4830,,,,,,,19887,0.78,0,2.15,161,-0.24451484,,,,,,,,,,
4860,0,0.98,2086,1.22,4860,-0.008994444040581584,,,,,,,0.2,0.0001,1610,0.0006479493732331143,-0.22095966339111328,0.0,0.0941886156797409,7.291834e-05,-0.3728615313768387,0.22828341871500016
4860,,,,,,,20002,0.77,0,2.18,162,-0.26030265999999996,,,,,,,,,,
4890,0,1.0,2108,1.04,4890,-0.006831084196455776,,,,,,,0.2,0.0001,1620,-0.0008351707489055116,-0.005835175514221191,0.0,0.16058263182640076,4.484256e-05,-0.3741677165031433,0.3572113186120987
4890,,,,,,,20100,0.82,0,1.97,163,-0.20376430000000004,,,,,,,,,,
4920,0,0.94,2124,1.36,4920,-0.05508464049082249,,,,,,,0.2,0.0001,1630,-0.001265752840262735,-36.42533874511719,0.0,0.0762135460972786,4.9545368e-05,-0.38233284652233124,0.19126486480236055
4920,,,,,,,20226,0.81,0,2.03,164,-0.22277091,,,,,,,,,,
4950,0,0.86,2143,1.68,4950,-0.15867025140672922,,,,,,,0.2,0.0001,1640,-0.0010278860575150262,0.39007389545440674,0.0,0.06251522153615952,0.00027624567,-0.39421381056308746,0.1506374567747116
4950,,,,,,,20373,0.85,0,1.81,165,-0.15921760000000001,,,,,,,,,,
4980,0,0.96,2152,1.32,4980,-0.052161669293418526,,,,,,,0.2,0.0001,1650,-2.3261209759439794e-05,-2.1310336589813232,0.0,0.0455886647105217,5.2917003e-05,-0.41262602508068086,0.12055342495441437
4980,,,,,,,20493,0.87,0,1.81,166,-0.13733378,,,,,,,,,,
5010,0,0.98,2169,1.12,5010,-0.027769664102233946,,,,,,,0.2,0.0001,1660,-9.04763722893165e-06,-0.00846254825592041,0.0,0.08115852624177933,1.947085e-07,-0.42107802629470825,0.19288908541202546
5010,,,,,,,20594,0.86,0,1.85,167,-0.14904862999999996,,,,,,,,,,
5040,0,0.98,2188,1.34,5040,-0.030989009672775864,,,,,,,0.2,0.0001,1670,-0.0006254889599951241,0.25526267290115356,0.0,0.07481442391872406,2.126495e-05,-0.4215793788433075,0.19595507979393006
5040,,,,,,,20709,0.88,0,1.76,168,-0.11506464000000001,,,,,,,,,,
5070,0,0.98,2207,1.22,5070,-0.03579443551599979,,,,,,,0.2,0.0001,1680,3.3302506235344254e-05,0.3385929465293884,0.0,0.05062558129429817,8.980433e-07,-0.4218776077032089,0.11107796803116798
5070,,,,,,,20824,0.85,0,1.81,169,-0.14947611000000002,,,,,,,,,,
5100,0,0.98,2220,1.28,5100,-0.03023908816743642,,,,,,,0.2,0.0001,1690,-0.0028341753339432784,0.5876996517181396,0.0,0.03382616117596626,0.000166893,-0.4257553517818451,0.0937817357480526
5100,,,,,,,20938,0.85,0,1.85,170,-0.15565182,,,,,,,,,,
5130,0,0.94,2236,1.48,5130,-0.07469237609766424,,,,,,,0.2,0.0001,1700,-0.0026833653671201494,0.07362407445907593,0.0,0.12942244112491608,0.00018785596,-0.42441033720970156,0.29790553748607634
5130,,,,,,,21072,0.85,0,1.86,171,-0.17020225,,,,,,,,,,
5160,0,0.96,2249,1.56,5160,-0.055698772645555436,,,,,,,0.2,0.0001,1710,-0.004369632458547201,-0.035974740982055664,0.0,0.08906424790620804,0.0005638639,-0.44341727793216706,0.2115827903151512
5160,,,,,,,21216,0.85,0,1.93,172,-0.17193921999999998,,,,,,,,,,
5190,0,0.94,2263,1.36,5190,-0.07168447903823108,,,,,,,0.2,0.0001,1720,-0.001770094242723097,-0.19366967678070068,0.0,0.08074357360601425,0.00031532644,-0.476592144370079,0.2026566669344902
5190,,,,,,,21343,0.86,0,1.88,173,-0.16494628999999997,,,,,,,,,,
5220,0,0.96,2280,1.48,5220,-0.05250347435940057,,,,,,,0.2,0.0001,1730,-0.002518042210916427,0.03516298532485962,0.0,0.11653073877096176,0.00025136868,-0.48970369398593905,0.2632275432348251
5220,,,,,,,21477,0.85,0,1.93,174,-0.18593882999999997,,,,,,,,,,
5250,0,0.98,2292,1.24,5250,-0.02928244904614985,,,,,,,0.2,0.0001,1740,-0.0014778725261566984,-0.12444686889648438,0.0,0.14712972939014435,0.00015655757,-0.5090380430221557,0.35524204969406126
5250,,,,,,,21598,0.83,0,2.01,175,-0.21454078999999995,,,,,,,,,,
5280,0,0.94,2309,1.24,5280,-0.07366323167458176,,,,,,,0.2,0.0001,1750,-0.00035283659322882244,0.44111067056655884,0.0,0.0762258991599083,3.9082766e-05,-0.5217788457870484,0.1727323427796364
5280,,,,,,,21716,0.84,0,2.04,176,-0.19941596000000003,,,,,,,,,,
5310,0,0.94,2324,1.46,5310,-0.07376260509714484,,,,,,,0.2,0.0001,1760,0.00048613657835323566,0.11653941869735718,0.0,0.11290816217660904,5.2730244e-05,-0.502952042222023,0.2540885999798775
5310,,,,,,,21847,0.85,0,2.01,177,-0.19070138000000003,,,,,,,,,,
5340,0,0.98,2338,1.18,5340,-0.029098467538133263,,,,,,,0.2,0.0001,1770,-0.001853023708681434,0.358090877532959,0.0,0.04454445093870163,0.00010322134,-0.495227113366127,0.11849118396639824
5340,,,,,,,21966,0.84,0,2.06,178,-0.2134869,,,,,,,,,,
5370,0,0.98,2353,1.22,5370,-0.029620341835543514,,,,,,,0.2,0.0001,1780,6.604151955968974e-07,0.228346049785614,0.0,0.10403843969106674,9.6915166e-05,-0.4765050232410431,0.2290409177541733
5370,,,,,,,22083,0.83,0,2.01,179,-0.21505412000000004,,,,,,,,,,
5400,0,0.96,2367,1.24,5400,-0.051342047015205027,,,,,,,0.2,0.0001,1790,-0.0013795034326417265,0.558859646320343,0.0,0.02285420335829258,0.0001619339,-0.4779340773820877,0.06734686121344566
5400,,,,,,,22214,0.83,0,1.99,180,-0.22214447,,,,,,,,,,
5430,0,0.94,2385,1.32,5430,-0.051912462897598745,,,,,,,0.2,0.0001,1800,-0.000107941726843519,0.35956209897994995,0.0,0.1228870376944542,1.6703209e-05,-0.49606385827064514,0.27428161203861234
5430,,,,,,,22346,0.85,0,1.91,181,-0.18946421000000002,,,,,,,,,,
5460,0,0.94,2402,1.4,5460,-0.05597489681560546,,,,,,,0.2,0.0001,1810,-0.002100835500265674,0.42786842584609985,0.0,0.048451922833919525,0.00020249287,-0.4845194637775421,0.12212489098310471
5460,,,,,,,22465,0.85,0,1.9,182,-0.19529019000000003,,,,,,,,,,
5490,0,0.94,2421,1.4,5490,-0.05236488269641995,,,,,,,0.2,0.0001,1820,-0.0032855394639774715,0.296011745929718,0.0,0.08007142692804337,0.00024013717,-0.4646161079406738,0.2205692782998085
5490,,,,,,,22600,0.84,0,1.87,183,-0.19157454999999998,,,,,,,,,,
