env/n_steps,env/completion_counter,env/current_idx,eval/mean_ep_length,time/total_timesteps,eval/success_rate,eval/mean_reward,time/iterations,rollout/ep_rew_mean,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,train/approx_kl,train/learning_rate,train/explained_variance,train/value_loss,train/clip_range,train/loss,train/clip_fraction,train/n_updates,train/entropy_loss,train/policy_gradient_loss
26100,0,15490,1.22,26100,0.9,-0.08890476529020816,,,,,,,0.045203514,0.001,0.22305023670196533,0.1508166179060936,0.2,0.019056454300880432,0.13051136404275895,430,-0.36560197472572326,-0.02191047661472112
,,,,26100,,,87,-0.16165098999999997,0.82,1.52,0,38348,,,,,,,,,,
26400,0,15673,1.3,26400,0.9,-0.09127120938617736,,,,,,,0.038015887,0.001,0.1944776177406311,0.1606715840101242,0.2,0.01023799553513527,0.12602272778749465,435,-0.3375550824403763,-0.02039885913953185
,,,,26400,,,88,-0.23751975000000003,0.73,1.65,0,38786,,,,,,,,,,
26700,0,15857,1.36,26700,0.86,-0.11256103673949838,,,,,,,0.031761225,0.001,0.09469950199127197,0.1674430239200592,0.2,0.06374406069517136,0.12988636404275894,440,-0.3423813843727112,-0.019457308882847427
,,,,26700,,,89,-0.19797538,0.77,1.59,0,39227,,,,,,,,,,
27000,0,16045,1.14,27000,0.96,-0.028578704814426602,,,,,,,0.02899659,0.001,0.19727176427841187,0.15389469981193543,0.2,0.050189308822155,0.13539772778749465,445,-0.4021053671836853,-0.01638603238388896
,,,,27000,,,90,-0.21723918000000006,0.78,1.57,0,39682,,,,,,,,,,
27300,0,16225,1.28,27300,0.9,-0.11181085568852722,,,,,,,0.046940614,0.001,0.19970542192459106,0.15237897396087646,0.2,-0.002313651144504547,0.10011363685131074,450,-0.35890959978103637,-0.018071034681051968
,,,,27300,,,91,-0.24646406000000007,0.75,1.64,0,40108,,,,,,,,,,
27600,0,16406,1.06,27600,0.98,-0.027158224410377442,,,,,,,0.01836376,0.001,0.1226205825805664,0.172885000705719,0.2,0.03717479109764099,0.09278409153223038,455,-0.2724802953004837,-0.017914180606603623
,,,,27600,,,92,-0.30671484000000004,0.68,1.75,0,40501,,,,,,,,,,
27900,0,16592,1.18,27900,0.94,-0.06936021209694446,,,,,,,0.020602945,0.001,0.17781680822372437,0.18899781346321107,0.2,0.04416242241859436,0.106875,460,-0.2696331810951233,-0.007875843237852677
,,,,27900,,,93,-0.25634861999999997,0.73,1.6,0,40904,,,,,,,,,,
28200,0,16775,1.12,28200,0.94,-0.04803195183631033,,,,,,,0.017495016,0.001,0.1523783802986145,0.18314818412065506,0.2,0.030870910733938217,0.0765909093618393,465,-0.31083416879177095,-0.016956620095297695
,,,,28200,,,94,-0.21713047,0.73,1.6,0,41310,,,,,,,,,,
28500,0,16950,1.22,28500,0.9,-0.06981228859163821,,,,,,,0.030316222,0.001,0.18290895223617554,0.16372861534357072,0.2,0.059077173471450806,0.09022727310657501,470,-0.29028269469738005,-0.015388482846319676
,,,,28500,,,95,-0.26578294999999996,0.68,1.71,0,41738,,,,,,,,,,
28800,0,17132,1.24,28800,0.9,-0.1102949603740126,,,,,,,0.01379557,0.001,0.15117311477661133,0.18830229818820954,0.2,0.044112786650657654,0.08971590936183929,475,-0.35493106007575986,-0.017027441058307887
,,,,28800,,,96,-0.26397986999999995,0.71,1.7,0,42156,,,,,,,,,,
29100,0,17322,1.32,29100,0.86,-0.11258771479129791,,,,,,,0.03562368,0.001,0.16534751653671265,0.1820995056629181,0.2,0.04102041572332382,0.10562500089406968,480,-0.39006447076797485,-0.021424729488790036
,,,,29100,,,97,-0.21901011999999997,0.76,1.6,0,42572,,,,,,,,,,
29400,0,17503,1.24,29400,0.92,-0.03033844893798232,,,,,,,0.034317076,0.001,0.26562386751174927,0.14651885658502578,0.2,0.01689361408352852,0.10017045497894288,485,-0.3592808949947357,-0.01848978728055954
,,,,29400,,,98,-0.22024118,0.77,1.6,0,42993,,,,,,,,,,
29700,0,17683,1.16,29700,0.94,-0.04977818550541997,,,,,,,0.015246275,0.001,0.17866724729537964,0.1776569178700447,0.2,0.09457279741764069,0.10238636374473571,490,-0.26853901624679566,-0.015372469425201415
,,,,29700,,,99,-0.26877286999999994,0.74,1.68,0,43427,,,,,,,,,,
30000,0,17866,1.4,30000,0.82,-0.1304059630818665,,,,,,,0.035348915,0.001,0.05778765678405762,0.16994650423526764,0.2,0.02945149689912796,0.07323863685131073,495,-0.3436835706233978,-0.017185287314932792
,,,,30000,,,100,-0.24020361,0.74,1.6,0,43854,,,,,,,,,,
30300,0,18044,1.22,30300,0.9,-0.05009220012463629,,,,,,,0.029991496,0.001,0.23433756828308105,0.16587767511606216,0.2,0.04594608023762703,0.07409090906381607,500,-0.25356864392757417,-0.013723693490028381
,,,,30300,,,101,-0.26530483000000005,0.74,1.68,0,44267,,,,,,,,,,
30600,0,18237,1.2,30600,0.94,-0.048825688953511415,,,,,,,0.030854825,0.001,0.3081449866294861,0.16288992375135422,0.2,0.05280610918998718,0.0831818187236786,505,-0.24527588307857515,-0.011417009634897113
,,,,30600,,,102,-0.26049944,0.76,1.7,0,44673,,,,,,,,,,
30900,0,18432,1.34,30900,0.9,-0.11132695804350078,,,,,,,0.022858148,0.001,0.29083704948425293,0.14794713705778123,0.2,0.05271981656551361,0.0825568187236786,510,-0.2443622148036957,-0.00426670491695404
,,,,30900,,,103,-0.28047360000000005,0.71,1.65,0,45088,,,,,,,,,,
31200,0,18610,1.22,31200,0.92,-0.07079620221629739,,,,,,,0.026978498,0.001,0.17678594589233398,0.173963103890419,0.2,0.03811585530638695,0.08051136404275894,515,-0.21749160945415497,-0.013465057499706745
,,,,31200,,,104,-0.25796095999999996,0.67,1.74,0,45510,,,,,,,,,,
31500,0,18789,1.34,31500,0.86,-0.13176501631271095,,,,,,,0.031126346,0.001,0.19564151763916016,0.16721049547195435,0.2,0.04152067005634308,0.07562500029802323,520,-0.2630361121892929,-0.018887255042791366
,,,,31500,,,105,-0.27351065999999996,0.73,1.69,0,45918,,,,,,,,,,
31800,0,18974,1.18,31800,0.92,-0.06897463208530098,,,,,,,0.042717107,0.001,0.17393499612808228,0.1700170710682869,0.2,0.05381382256746292,0.12500000059604643,525,-0.34571168541908265,-0.020742126144468784
,,,,31800,,,106,-0.22474073000000006,0.78,1.64,0,46328,,,,,,,,,,
32100,0,19143,1.22,32100,0.94,-0.02995218563824892,,,,,,,0.025435165,0.001,0.20884394645690918,0.17131199687719345,0.2,0.03859230875968933,0.10414772778749466,530,-0.3271958166360855,-0.021710982136428355
,,,,32100,,,107,-0.2593254,0.72,1.72,0,46804,,,,,,,,,,
32400,0,19338,1.26,32400,0.88,-0.11041478781029582,,,,,,,0.04145267,0.001,0.18662697076797485,0.1698786747455597,0.2,0.00758916512131691,0.10698863685131073,535,-0.3712451994419098,-0.02040416473057121
,,,,32400,,,108,-0.21739549999999996,0.76,1.58,0,47228,,,,,,,,,,
32700,0,19526,1.36,32700,0.86,-0.1505813033459708,,,,,,,0.021250948,0.001,0.2387629747390747,0.15705424517393113,0.2,0.029454998672008514,0.09301136404275895,540,-0.30509034037590027,-0.01841943547129631
,,,,32700,,,109,-0.26275051,0.75,1.6,0,47654,,,,,,,,,,
33000,0,19722,1.38,33000,0.82,-0.17087804407812654,,,,,,,0.050972342,0.001,0.2866581678390503,0.14976226657629013,0.2,0.02466178871691227,0.11755681872367858,545,-0.30978663921356203,-0.024466494768857955
,,,,33000,,,110,-0.21682294,0.77,1.56,0,48094,,,,,,,,,,
33300,0,19913,1.36,33300,0.84,-0.15116445414721966,,,,,,,0.04010936,0.001,0.2650291323661804,0.13544658124446868,0.2,0.012019533663988113,0.1316477280855179,550,-0.3994402062892914,-0.0250596197322011
,,,,33300,,,111,-0.23932205,0.74,1.62,0,48494,,,,,,,,,,
33600,0,20085,1.2,33600,0.92,-0.07126497267745435,,,,,,,0.01983745,0.001,0.17935538291931152,0.16262331873178482,0.2,0.03697745501995087,0.09869318217039108,555,-0.366548832654953,-0.01940844178199768
,,,,33600,,,112,-0.3436413,0.69,1.75,0,48898,,,,,,,,,,
33900,0,20266,1.42,33900,0.8,-0.1521395834768191,,,,,,,0.03180333,0.001,0.20639806985855103,0.17320835918188096,0.2,0.07738228887319565,0.10954545497894287,560,-0.4330218434333801,-0.019842401249334216
,,,,33900,,,113,-0.2957324,0.7,1.73,0,49312,,,,,,,,,,
34200,0,20454,1.24,34200,0.88,-0.11160217239521444,,,,,,,0.036008533,0.001,0.16957497596740723,0.15957716822624207,0.2,0.037251949310302734,0.08778409123420715,565,-0.3151319646835327,-0.017619920019060372
,,,,34200,,,114,-0.27886199,0.72,1.68,0,49719,,,,,,,,,,
34500,0,20646,1.3,34500,0.94,-0.030847184378653764,,,,,,,0.025532294,0.001,0.1839117407798767,0.17341013193130494,0.2,0.05464984476566315,0.10454545497894287,570,-0.3166561549901962,-0.01960472377948463
,,,,34500,,,115,-0.27708141999999997,0.74,1.6,0,50143,,,,,,,,,,
34800,0,20835,1.16,34800,0.94,-0.008784443009644746,,,,,,,0.026001593,0.001,0.22814404964447021,0.1798041731119156,0.2,0.03572944924235344,0.08153409153223037,575,-0.3101433336734772,-0.01697957915253937
,,,,34800,,,116,-0.24424863999999996,0.76,1.65,0,50577,,,,,,,,,,
35100,0,21015,1.22,35100,0.92,-0.030454157781787217,,,,,,,0.027304584,0.001,0.19708216190338135,0.16508477658033371,0.2,0.04045462980866432,0.10517045497894287,580,-0.4445584630966187,-0.01997546593192965
,,,,35100,,,117,-0.28590323,0.7,1.68,0,50971,,,,,,,,,,
35400,0,21201,1.12,35400,0.98,-0.008311636233702301,,,,,,,0.025611276,0.001,0.17890137434005737,0.18754102826118468,0.2,0.04146813601255417,0.11045454531908035,585,-0.5594881844520568,-0.02592343345284462
,,,,35400,,,118,-0.18112641,0.79,1.55,0,51366,,,,,,,,,,
35700,0,21390,1.36,35700,0.88,-0.11239528671372682,,,,,,,0.028192777,0.001,0.1527276635169983,0.17406559467315674,0.2,0.017380651086568832,0.1468181824684143,590,-0.5037577903270721,-0.03146793082356453
,,,,35700,,,119,-0.20531224,0.76,1.62,0,51786,,,,,,,,,,
36000,0,21589,1.28,36000,0.9,-0.0911195479799062,,,,,,,0.014571297,0.001,0.2341446876525879,0.1342781189084053,0.2,0.00011876598000526428,0.10693181872367859,595,-0.3702758079767227,-0.01802561800926924
,,,,36000,,,120,-0.19755897,0.81,1.5,0,52200,,,,,,,,,,
36300,0,21777,1.26,36300,0.9,-0.10940748891793191,,,,,,,0.022415107,0.001,0.1786801815032959,0.15801363915205002,0.2,0.04597270116209984,0.11017045497894287,600,-0.3313769429922104,-0.021260942071676253
,,,,36300,,,121,-0.23045312000000004,0.73,1.63,0,52628,,,,,,,,,,
36600,0,21968,1.22,36600,0.92,-0.050187177881598474,,,,,,,0.021445211,0.001,0.25499850511550903,0.16770084142684938,0.2,0.03979765623807907,0.08715909123420715,605,-0.27980702102184296,-0.01505094424355775
,,,,36600,,,122,-0.20962387,0.79,1.53,0,53059,,,,,,,,,,
36900,0,22148,1.22,36900,0.92,-0.0913741536391899,,,,,,,0.01631628,0.001,0.25887250900268555,0.17147376656532287,0.2,0.050122275948524475,0.05147727310657501,610,-0.2880396413803101,-0.015015417262911796
,,,,36900,,,123,-0.31793963000000003,0.7,1.7,0,53485,,,,,,,,,,
37200,0,22339,1.2,37200,0.94,-0.06952661231160163,,,,,,,0.019550597,0.001,0.1872430443763733,0.184196155667305,0.2,0.021749865263700485,0.06005681872367859,615,-0.30531191527843476,-0.017256811168044804
,,,,37200,,,124,-0.14156896000000002,0.82,1.42,0,53891,,,,,,,,,,
37500,0,22520,1.36,37500,0.84,-0.15460681136231869,,,,,,,0.02595925,0.001,0.24928462505340576,0.14987705081701277,0.2,0.006916623562574387,0.0654545459151268,620,-0.26948424577713015,-0.01047602728009224
,,,,37500,,,125,-0.33218993999999996,0.65,1.86,0,54300,,,,,,,,,,
37800,0,22701,1.26,37800,0.92,-0.09255009290762245,,,,,,,0.01805206,0.001,0.19358497858047485,0.15711235821247102,0.2,0.04700065031647682,0.09863636344671249,625,-0.2123770982027054,-0.01176649110391736
,,,,37800,,,126,-0.21945623,0.73,1.64,0,54742,,,,,,,,,,
38100,0,22894,1.26,38100,0.94,-0.07010595760773868,,,,,,,0.012856856,0.001,0.1269817352294922,0.17405808895826339,0.2,0.07236315310001373,0.0334659093618393,630,-0.17444198191165924,-0.00652899402892217
,,,,38100,,,127,-0.23739055,0.78,1.54,0,55167,,,,,,,,,,
38400,0,23110,1.18,38400,0.92,-0.06828669481910765,,,,,,,0.016323242,0.001,0.21645337343215942,0.1525598582625389,0.2,0.05828807130455971,0.028238636553287507,635,-0.1574719187617302,-0.006733107315376401
,,,,38400,,,128,-0.18938536,0.79,1.48,0,55583,,,,,,,,,,
38700,0,23302,1.2,38700,0.94,-0.07061575656756759,,,,,,,0.0097959265,0.001,0.21596664190292358,0.1352585145831108,0.2,0.04760493338108063,0.03840909123420715,640,-0.23138945817947387,-0.011443258097860962
,,,,38700,,,129,-0.27464352,0.71,1.68,0,55983,,,,,,,,,,
39000,0,23492,1.28,39000,0.88,-0.10965469888877123,,,,,,,0.016508589,0.001,0.2737472653388977,0.14207955837249756,0.2,0.0478031188249588,0.0490909093618393,645,-0.323673380613327,-0.01277034341590479
,,,,39000,,,130,-0.23469211999999998,0.75,1.59,0,56418,,,,,,,,,,
39300,0,23678,1.28,39300,0.88,-0.07116276622749865,,,,,,,0.024152583,0.001,0.290020227432251,0.14845802426338195,0.2,0.03130992501974106,0.0690909093618393,650,-0.38999990701675413,-0.01524762227665633
,,,,39300,,,131,-0.25415507000000004,0.74,1.62,0,56835,,,,,,,,,,
39600,0,23864,1.24,39600,0.92,-0.09178353135474027,,,,,,,0.028524194,0.001,0.3064075708389282,0.1512468883395195,0.2,0.0547342486679554,0.14488636434078217,655,-0.5614963018894196,-0.027549790404736995
,,,,39600,,,132,-0.20324333,0.76,1.59,0,57232,,,,,,,,,,
39900,0,24043,1.34,39900,0.9,-0.09065183558035642,,,,,,,0.026800234,0.001,0.20621603727340698,0.1595789247751236,0.2,0.024914603680372238,0.20244318187236787,660,-0.49100021600723265,-0.031216576732695102
,,,,39900,,,133,-0.26479391,0.73,1.69,0,57648,,,,,,,,,,
40200,0,24221,1.2,40200,0.92,-0.09028026528656483,,,,,,,0.029126665,0.001,0.2845875024795532,0.1464597088098526,0.2,-0.00635426864027977,0.12948863714933395,665,-0.543435788154602,-0.030047451425343753
,,,,40200,,,134,-0.21156482000000001,0.73,1.67,0,58050,,,,,,,,,,
40500,0,24388,1.24,40500,0.88,-0.0697121367789805,,,,,,,0.039961837,0.001,0.12370556592941284,0.17667622566223146,0.2,0.030136123299598694,0.16761363714933394,670,-0.3721393418312073,-0.02186130650341511
,,,,40500,,,135,-0.33002102,0.67,1.78,0,58459,,,,,,,,,,
40800,0,24570,1.32,40800,0.88,-0.11573897258844226,,,,,,,0.020411965,0.001,0.26328229904174805,0.16433504909276964,0.2,0.035500381141901016,0.09437500029802322,675,-0.3804755592346191,-0.01820529160089791
,,,,40800,,,136,-0.24212132,0.74,1.65,0,58871,,,,,,,,,,
41100,0,24752,1.18,41100,0.94,-0.0692762033175677,,,,,,,0.021715429,0.001,0.21236097812652588,0.16966579288244246,0.2,0.039177097380161285,0.07539772778749466,680,-0.37054707169532775,-0.013886934090405702
,,,,41100,,,137,-0.17547669999999996,0.81,1.52,0,59284,,,,,,,,,,
41400,0,24931,1.18,41400,0.92,-0.08816706726327539,,,,,,,0.018501833,0.001,0.21003419160842896,0.17434373795986174,0.2,0.06930197030305862,0.0940909093618393,685,-0.4830919337272644,-0.016683610025793313
,,,,41400,,,138,-0.31778313999999996,0.69,1.77,0,59696,,,,,,,,,,
41700,0,25113,1.1,41700,0.98,-0.007711911611258984,,,,,,,0.022186574,0.001,0.24237573146820068,0.15549597769975662,0.2,0.003234162926673889,0.1078409093618393,690,-0.41222029089927675,-0.020118382424116135
,,,,41700,,,139,-0.26762321,0.7,1.71,0,60127,,,,,,,,,,
42000,0,25296,1.28,42000,0.88,-0.132690843869932,,,,,,,0.012618686,0.001,0.20805466175079346,0.15726159900426864,0.2,0.008252296596765518,0.09062500059604645,695,-0.42179370403289795,-0.018338654339313507
,,,,42000,,,140,-0.27103966999999995,0.68,1.7,0,60529,,,,,,,,,,
42300,0,25480,1.18,42300,0.94,-0.04831775720231235,,,,,,,0.019474894,0.001,0.12529146671295166,0.1709190708398819,0.2,0.004573419690132141,0.10198863685131072,700,-0.3952052664756775,-0.024993128404021264
,,,,42300,,,141,-0.24350024,0.7,1.71,0,61028,,,,,,,,,,
42600,0,25665,1.04,42600,1.0,-0.007869989490136503,,,,,,,0.034046926,0.001,0.1262088418006897,0.17634233295917512,0.2,-0.0020922012627124786,0.11687500059604644,705,-0.3308011245727539,-0.02124954924918711
,,,,42600,,,142,-0.20901625000000001,0.76,1.55,0,61437,,,,,,,,,,
42900,0,25840,1.2,42900,0.92,-0.06837802283465862,,,,,,,0.04227231,0.001,0.13389545679092407,0.17814483165740966,0.2,0.03322846442461014,0.12284090965986252,710,-0.4158336794376373,-0.027314165085554124
,,,,42900,,,143,-0.31049735,0.66,1.76,0,61848,,,,,,,,,,
43200,0,26024,1.22,43200,0.94,-0.06953304657712579,,,,,,,0.032432158,0.001,0.24349510669708252,0.1583479782938957,0.2,0.06467819213867188,0.10977272808551788,715,-0.3447481298446655,-0.022824841029942037
,,,,43200,,,144,-0.23252807000000003,0.77,1.62,0,62274,,,,,,,,,,
43500,0,26215,1.26,43500,0.94,-0.06961723216343671,,,,,,,0.033872813,0.001,0.2508191466331482,0.14407605975866317,0.2,0.018721621483564377,0.09335227310657501,720,-0.37665027141571045,-0.011891963686794042
,,,,43500,,,145,-0.20850894,0.79,1.54,0,62691,,,,,,,,,,
43800,0,26398,1.2,43800,0.94,-0.02888901955448091,,,,,,,0.038586505,0.001,0.13304239511489868,0.16389654695987702,0.2,0.03525524586439133,0.10727272748947143,725,-0.36628843903541564,-0.023251586556434632
,,,,43800,,,146,-0.26940067,0.74,1.71,0,63097,,,,,,,,,,
44100,0,26583,1.36,44100,0.84,-0.15704438148066402,,,,,,,0.02429307,0.001,0.1605304479598999,0.16912850260734558,0.2,0.059690579771995544,0.09715909123420716,730,-0.3663803994655609,-0.01778353538364172
,,,,44100,,,147,-0.22070408,0.77,1.58,0,63514,,,,,,,,,,
44400,0,26756,1.24,44400,0.9,-0.09005646548699588,,,,,,,0.018843379,0.001,0.1389104127883911,0.16841119080781936,0.2,0.028472524136304855,0.08846590936183929,735,-0.37715845465660097,-0.02257152455742471
,,,,44400,,,148,-0.26628767,0.69,1.74,0,63931,,,,,,,,,,
44700,0,26932,1.24,44700,0.9,-0.09058057434856892,,,,,,,0.023743834,0.001,0.1902257204055786,0.1626361095905304,0.2,-0.003946337848901749,0.0985795459151268,740,-0.3777108895778656,-0.02343628752976656
,,,,44700,,,149,-0.26301032,0.71,1.71,0,64335,,,,,,,,,,
45000,0,27108,1.26,45000,0.9,-0.0706206033891067,,,,,,,0.044844378,0.001,0.23967546224594116,0.1568136328458786,0.2,0.011481262743473053,0.12079545497894287,745,-0.3768115758895874,-0.026335314810276032
,,,,45000,,,150,-0.29999887,0.72,1.67,0,64767,,,,,,,,,,
45300,0,27290,1.28,45300,0.88,-0.11175111762713641,,,,,,,0.049954962,0.001,0.16829949617385864,0.17868250668048857,0.2,-0.0025153756141662598,0.11681818276643753,750,-0.36576564133167266,-0.022613486857153475
,,,,45300,,,151,-0.24630814999999995,0.71,1.7,0,65182,,,,,,,,,,
45600,0,27475,1.14,45600,0.94,-0.047875576633960006,,,,,,,0.02087592,0.001,0.04646706581115723,0.18495631635189055,0.2,0.03080151230096817,0.0951136365532875,755,-0.35141357898712156,-0.02185962564428337
,,,,45600,,,152,-0.20715150999999998,0.77,1.63,0,65599,,,,,,,,,,
45900,0,27662,1.28,45900,0.86,-0.157111495626159,,,,,,,0.03571751,0.001,0.009389817714691162,0.1709241372346878,0.2,0.015198998153209686,0.11119318217039108,760,-0.31629196643829344,-0.02137179486453533
,,,,45900,,,153,-0.22726383000000003,0.79,1.55,0,66018,,,,,,,,,,
46200,0,27839,1.3,46200,0.9,-0.1120854404848069,,,,,,,0.0420154,0.001,0.22669059038162231,0.15929976850748062,0.2,0.07069353014230728,0.14221590936183928,765,-0.3159565132856369,-0.008222859231755137
,,,,46200,,,154,-0.31311608,0.7,1.7,0,66443,,,,,,,,,,
46500,0,28022,1.28,46500,0.9,-0.0939005087967962,,,,,,,0.035642244,0.001,0.2676381468772888,0.17034059792757034,0.2,0.04429874196648598,0.08693181872367858,770,-0.25034541964530943,-0.01277633520308882
,,,,46500,,,155,-0.2584667600000001,0.69,1.74,0,66870,,,,,,,,,,
46800,0,28196,1.34,46800,0.88,-0.09471720735076815,,,,,,,0.028786907,0.001,0.2000523805618286,0.17176566451787947,0.2,0.02464674413204193,0.08187500029802322,775,-0.23572782695293426,-0.014011856047436594
,,,,46800,,,156,-0.29006867999999997,0.69,1.73,0,67324,,,,,,,,,,
47100,0,28394,1.38,47100,0.86,-0.11425606057513506,,,,,,,0.027166456,0.001,0.14737457036972046,0.1842869108915329,0.2,0.09378857910633087,0.0817045459151268,780,-0.30133156299591063,-0.01669137490680441
,,,,47100,,,157,-0.15620499000000004,0.82,1.49,0,67765,,,,,,,,,,
47400,0,28579,1.42,47400,0.86,-0.13361881113611163,,,,,,,0.023093157,0.001,0.10622286796569824,0.16155378818511962,0.2,0.036493949592113495,0.08147727310657502,785,-0.3075600677728653,-0.01854570984840393
,,,,47400,,,158,-0.23876129999999995,0.74,1.59,0,68210,,,,,,,,,,
47700,0,28774,1.28,47700,0.88,-0.0915225372184068,,,,,,,0.03006816,0.001,0.34164881706237793,0.1474047926068306,0.2,0.005556952208280563,0.08579545497894286,790,-0.3803565913438797,-0.0208681452088058
,,,,47700,,,159,-0.17613165000000003,0.78,1.55,0,68633,,,,,,,,,,
48000,0,28955,1.2,48000,0.92,-0.07062075255904347,,,,,,,0.052156843,0.001,0.08430677652359009,0.15663280397653578,0.2,0.03169647976756096,0.09954545497894288,795,-0.3506819093227386,-0.015876706428825854
,,,,48000,,,160,-0.30129627000000003,0.67,1.76,0,69057,,,,,,,,,,
48300,0,29135,1.14,48300,0.96,-0.009179476052522659,,,,,,,0.03358326,0.001,0.14741170406341553,0.17853798776865004,0.2,0.03703415021300316,0.10681818217039109,800,-0.31779224157333374,-0.012985752746462822
,,,,48300,,,161,-0.23585114999999998,0.74,1.68,0,69513,,,,,,,,,,
48600,0,29315,1.2,48600,0.92,-0.06972662981133908,,,,,,,0.036917035,0.001,0.20955055952072144,0.16448996543884278,0.2,0.022165711969137192,0.13051136404275895,805,-0.3715398681163788,-0.020072185453027486
,,,,48600,,,162,-0.2284779,0.73,1.64,0,69921,,,,,,,,,,
48900,0,29502,1.5,48900,0.76,-0.17559951378963887,,,,,,,0.0437086,0.001,0.2680853009223938,0.16264232963323594,0.2,0.03327728807926178,0.12323863685131073,810,-0.3874018049240112,-0.023830111734569073
,,,,48900,,,163,-0.22396368000000003,0.76,1.55,0,70366,,,,,,,,,,
49200,0,29689,1.28,49200,0.9,-0.07046691819094121,,,,,,,0.033842705,0.001,0.30625802278518677,0.15766642332077027,0.2,0.06484468281269073,0.10113636404275894,815,-0.3752155065536499,-0.01831048756837845
,,,,49200,,,164,-0.25488638999999996,0.72,1.64,0,70794,,,,,,,,,,
49500,0,29879,1.28,49500,0.88,-0.08935664244927466,,,,,,,0.03191506,0.001,0.27751344442367554,0.14601678818464278,0.2,0.0019156783819198608,0.11744318217039108,820,-0.41100321054458616,-0.0169061697460711
,,,,49500,,,165,-0.25829754,0.71,1.65,0,71224,,,,,,,,,,
49800,0,30060,1.24,49800,0.9,-0.08994742725975811,,,,,,,0.02791674,0.001,0.3358227014541626,0.13985924571752548,0.2,0.023443030193448067,0.1369318187236786,825,-0.39795754313468934,-0.019220890030264854
,,,,49800,,,166,-0.3148702,0.69,1.7,0,71661,,,,,,,,,,
50100,0,30241,1.24,50100,0.88,-0.11041727557778358,,,,,,,0.03501301,0.001,0.2570798993110657,0.16184481650590896,0.2,0.07821919023990631,0.12596590995788573,830,-0.2938896828889847,-0.022029164424166085
,,,,50100,,,167,-0.27715576,0.72,1.71,0,72104,,,,,,,,,,
50400,0,30422,1.2,50400,0.92,-0.08856205309275537,,,,,,,0.012245728,0.001,0.29527395963668823,0.1549649342894554,0.2,0.0949336439371109,0.06505681842565536,835,-0.2524627196788788,-0.012484290050342678
,,,,50400,,,168,-0.19339801999999998,0.79,1.56,0,72525,,,,,,,,,,
50700,0,30606,1.24,50700,0.9,-0.0917616814095527,,,,,,,0.029709945,0.001,0.21555286645889282,0.1653956189751625,0.2,0.06276603788137436,0.0663636365532875,840,-0.23678316712379455,-0.009746874142438173
,,,,50700,,,169,-0.23450195999999995,0.76,1.61,0,72966,,,,,,,,,,
51000,0,30801,1.2,51000,0.94,-0.06957833890803158,,,,,,,0.022842228,0.001,0.2111351490020752,0.1676731264591217,0.2,0.06077631190419197,0.0850568187236786,845,-0.25170826494693754,-0.014370549428276718
,,,,51000,,,170,-0.25079461999999997,0.73,1.64,0,73380,,,,,,,,,,
51300,0,30988,1.16,51300,0.94,-0.04878082037903368,,,,,,,0.028328052,0.001,0.14002859592437744,0.16577225774526597,0.2,0.040620915591716766,0.08755681872367858,850,-0.2352280604839325,-0.01424836034886539
,,,,51300,,,171,-0.23707119000000001,0.74,1.6,0,73824,,,,,,,,,,
51600,0,31176,1.22,51600,0.9,-0.09142545715905726,,,,,,,0.021863999,0.001,0.2642265558242798,0.14557940065860747,0.2,0.018619805574417114,0.07477272778749466,855,-0.28755648016929625,-0.021757956827059388
,,,,51600,,,172,-0.18835511,0.83,1.43,0,74249,,,,,,,,,,
51900,0,31356,1.2,51900,0.92,-0.06841445615049452,,,,,,,0.041022576,0.001,0.36793088912963867,0.1368994301557541,0.2,0.003985770046710968,0.1080681824684143,860,-0.3069795000553131,-0.019233330711722375
,,,,51900,,,173,-0.17214493999999994,0.77,1.57,0,74686,,,,,,,,,,
52200,0,31552,1.22,52200,0.9,-0.10997133554425091,,,,,,,0.035832487,0.001,0.3153073787689209,0.1304183906316757,0.2,0.030387626960873604,0.08937500029802323,865,-0.3142834138870239,-0.01680905744433403
,,,,52200,,,174,-0.15584265000000003,0.81,1.48,0,75115,,,,,,,,,,
52500,0,31726,1.24,52500,0.92,-0.08941346982493997,,,,,,,0.01839462,0.001,0.2012404203414917,0.14084750264883042,0.2,0.027442891150712967,0.08102272748947144,870,-0.37419517755508425,-0.020805638199672103
,,,,52500,,,175,-0.31889077,0.68,1.72,0,75536,,,,,,,,,,
52800,0,31903,1.18,52800,0.92,-0.04869562257546931,,,,,,,0.018606372,0.001,0.25945234298706055,0.16749289155006408,0.2,0.03149311989545822,0.13375000059604644,875,-0.32071760833263396,-0.022212619337951763
,,,,52800,,,176,-0.23912127000000002,0.72,1.63,0,75965,,,,,,,,,,
53100,0,32094,1.34,53100,0.86,-0.05252462006639689,,,,,,,0.016746167,0.001,0.2622374892234802,0.15796941459178926,0.2,0.06257343292236328,0.08448863685131074,880,-0.30375524461269376,-0.013974500577896834
,,,,53100,,,177,-0.19844277999999999,0.78,1.51,0,76384,,,,,,,,,,
53400,0,32283,1.26,53400,0.92,-0.0715814463654533,,,,,,,0.03792789,0.001,0.2016453742980957,0.1582342791557312,0.2,0.008636817336082458,0.10499999970197678,885,-0.3403281968832016,-0.02242194827646017
,,,,53400,,,178,-0.27305268999999993,0.72,1.66,0,76808,,,,,,,,,,
