eval/mean_ep_length,time/total_timesteps,eval/mean_reward,eval/success_rate,env/completion_counter,env/n_steps,env/current_idx,time/iterations,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,rollout/success_rate,train/entropy_loss,train/n_updates,train/policy_gradient_loss,train/value_loss,train/clip_range,train/approx_kl,train/loss,train/explained_variance,train/clip_fraction,train/learning_rate
1.12,26700,-0.04894037993159145,0.96,0,26700,15932,,,,,,,-0.04822418212890625,440,-0.0012089961914837487,0.20214600324630738,0.2,0.00014127698,0.09193065762519836,0.10536855459213257,0.0,0.0001
,26700,,,,,,89,40465,0,-0.25624875999999996,1.57,0.77,,,,,,,,,,
1.1,27000,-0.027749922215007244,0.96,0,27000,16121,,,,,,,-0.04248665362596512,445,-0.00048630000811769494,0.18404730796813965,0.2,5.6941946e-05,0.0939285010099411,0.19550305604934692,0.0,0.0001
,27000,,,,,,90,40894,0,-0.27328817,1.66,0.7,,,,,,,,,,
1.2,27300,-0.05075204176362604,0.94,0,27300,16304,,,,,,,-0.039638357907533645,450,2.5619837060730788e-08,0.18148899912834168,0.2,0.0,0.085564523935318,0.238988995552063,0.0,0.0001
,27300,,,,,,91,41324,0,-0.24700923,1.6,0.73,,,,,,,,,,
1.22,27600,-0.048976141563616696,0.94,0,27600,16494,,,,,,,-0.03943918064236641,455,-1.644057983696712e-05,0.1818941080570221,0.2,1.1779368e-06,0.11170719563961029,0.27664703130722046,0.0,0.0001
,27600,,,,,,92,41757,0,-0.20837347999999994,1.55,0.77,,,,,,,,,,
1.28,27900,-0.09015723202377558,0.86,0,27900,16679,,,,,,,-0.03976263731718063,460,-7.000158852576988e-09,0.18604373335838317,0.2,0.0,0.09142425656318665,0.21689188480377197,0.0,0.0001
,27900,,,,,,93,42205,0,-0.26092956,1.67,0.7,,,,,,,,,,
1.14,28200,-0.04780162985436618,0.94,0,28200,16861,,,,,,,-0.04001571252942085,465,-1.2390417131520338e-05,0.18488594740629197,0.2,1.0080636e-06,0.08511221408843994,0.16340279579162598,0.0,0.0001
,28200,,,,,,94,42635,0,-0.24887441999999996,1.67,0.72,,,,,,,,,,
1.3,28500,-0.09055468709208071,0.88,0,28500,17055,,,,,,,-0.040531927049160005,470,-1.663163674717083e-05,0.19321237087249757,0.2,1.3075091e-06,0.09028138220310211,0.173068106174469,0.0,0.0001
,28500,,,,,,95,43064,0,-0.19587164,1.44,0.81,,,,,,,,,,
1.18,28800,-0.028461469649337233,0.92,0,28800,17254,,,,,,,-0.04090842604637146,475,-0.0002703698432411272,0.1739500629901886,0.2,1.7201528e-05,0.08814646303653717,0.19682633876800537,0.0,0.0001
,28800,,,,,,96,43478,0,-0.23818076,1.56,0.76,,,,,,,,,,
1.1,29100,-0.04829081572592259,0.96,0,29100,17447,,,,,,,-0.04123018711805344,480,2.6077031023419296e-09,0.15987252086400985,0.2,0.0,0.05152641981840134,0.2714517116546631,0.0,0.0001
,29100,,,,,,97,43882,0,-0.21926506000000004,1.58,0.74,,,,,,,,,,
1.26,29400,-0.09027221909724176,0.9,0,29400,17644,,,,,,,-0.04239607185125351,485,-0.0005735516141761465,0.17362845957279205,0.2,6.774701e-05,0.05717664957046509,0.23306941986083984,0.0,0.0001
,29400,,,,,,98,44311,0,-0.26134513000000004,1.56,0.75,,,,,,,,,,
1.18,29700,-0.048765460620634256,0.92,0,29700,17822,,,,,,,-0.04597144901752472,490,-0.00023526777132282462,0.15111168920993806,0.2,3.4444965e-05,0.09280207008123398,0.333510160446167,0.0,0.0001
,29700,,,,,,99,44739,0,-0.27304775,1.69,0.7,,,,,,,,,,
1.2,30000,-0.08883908666670322,0.9,0,30000,18000,,,,,,,-0.04751700058579445,495,-0.00020924729718352353,0.17842482149600983,0.2,1.6421825e-05,0.10336058586835861,0.2666805386543274,0.0,0.0001
,30000,,,,,,100,45160,0,-0.26917141,1.58,0.76,,,,,,,,,,
1.4,30300,-0.09233877815771847,0.84,0,30300,18185,,,,,,,-0.04698293581604958,500,-2.0055608089819544e-08,0.17793302237987518,0.2,0.0,0.10838744044303894,0.31357526779174805,0.0,0.0001
,30300,,,,,,101,45608,0,-0.31180387,1.6,0.73,,,,,,,,,,
1.26,30600,-0.07314600110519677,0.92,0,30600,18368,,,,,,,-0.046457680463790896,505,-0.0001739837906577435,0.16878708332777023,0.2,1.9350275e-05,0.07668020576238632,0.33976995944976807,0.0,0.0001
,30600,,,,,,102,46022,0,-0.25107604,1.61,0.75,,,,,,,,,,
1.4,30900,-0.13308412728831173,0.82,0,30900,18549,,,,,,,-0.04671139284968376,510,-0.0004843150286680498,0.1782602733373642,0.2,3.922172e-05,0.06932459771633148,0.19022995233535767,0.0,0.0001
,30900,,,,,,103,46457,0,-0.23150336,1.62,0.71,,,,,,,,,,
1.24,31200,-0.07001067888922989,0.9,0,31200,18732,,,,,,,-0.05040636762976646,515,-8.639506302486666e-05,0.16346605092287064,0.2,5.5236405e-06,0.10684776306152344,0.27292686700820923,0.0,0.0001
,31200,,,,,,104,46921,0,-0.22868996,1.58,0.75,,,,,,,,,,
1.24,31500,-0.07267308518756181,0.94,0,31500,18924,,,,,,,-0.048023557662963866,520,-1.937440554144132e-05,0.17392296075820923,0.2,1.3051029e-05,0.0911601334810257,0.29846036434173584,0.0,0.0001
,31500,,,,,,105,47346,0,-0.21580264999999998,1.53,0.77,,,,,,,,,,
1.22,31800,-0.07164178913924843,0.92,0,31800,19107,,,,,,,-0.04634738430380821,525,-0.00021230445687912437,0.17352776259183883,0.2,7.3267147e-06,0.06128842383623123,0.24718505144119263,0.0,0.0001
,31800,,,,,,106,47755,0,-0.23959450999999996,1.56,0.76,,,,,,,,,,
1.3,32100,-0.07008645797614008,0.9,0,32100,19297,,,,,,,-0.04407364532351494,530,-6.409584967926208e-05,0.19271714806556703,0.2,5.3267927e-06,0.10654610395431519,0.2230069637298584,0.0,0.0001
,32100,,,,,,107,48176,0,-0.14358421,1.47,0.81,,,,,,,,,,
1.12,32400,-0.008129450790584088,0.96,0,32400,19486,,,,,,,-0.04194021463394165,535,-0.0006495890122918979,0.18349563002586364,0.2,5.413294e-05,0.0817401111125946,0.1416274905204773,0.0,0.0001
,32400,,,,,,108,48587,0,-0.20848496999999994,1.52,0.77,,,,,,,,,,
1.22,32700,-0.09115054819732904,0.92,0,32700,19672,,,,,,,-0.03871987923979759,540,-0.0009904485043477252,0.1500442084670067,0.2,0.00010891911,0.06587815284729004,0.30745476484298706,0.000625,0.0001
,32700,,,,,,109,49010,0,-0.25924654,1.69,0.72,,,,,,,,,,
1.22,33000,-0.10920694341417402,0.9,0,33000,19851,,,,,,,-0.036067415475845334,545,-1.555816709242208e-08,0.18463789403438569,0.2,0.0,0.0960736945271492,0.21554166078567505,0.0,0.0001
,33000,,,,,,110,49429,0,-0.28500169,1.69,0.7,,,,,,,,,,
1.24,33300,-0.048828861620277164,0.92,0,33300,20041,,,,,,,-0.035776102244853974,550,-6.048587912896863e-06,0.19195605158805848,0.2,2.7678908e-07,0.08101825416088104,0.19214147329330444,0.0,0.0001
,33300,,,,,,111,49846,0,-0.22621808000000004,1.66,0.68,,,,,,,,,,
1.22,33600,-0.09037836676463484,0.92,0,33600,20241,,,,,,,-0.03622847139835358,555,-0.00035662009641370675,0.1588527464866638,0.2,2.3019873e-05,0.07659440487623215,0.24577432870864868,0.0,0.0001
,33600,,,,,,112,50262,0,-0.12901436,1.39,0.86,,,,,,,,,,
1.28,33900,-0.06950111614074558,0.9,0,33900,20436,,,,,,,-0.03630162045359611,560,-9.945795955992764e-05,0.16798238664865495,0.2,9.121932e-06,0.08672642707824707,0.28590816259384155,0.0,0.0001
,33900,,,,,,113,50709,0,-0.12929560999999998,1.42,0.84,,,,,,,,,,
1.34,34200,-0.09318065307103097,0.84,0,34200,20625,,,,,,,-0.03542182743549347,565,-1.1956224387388304e-05,0.1716753625869751,0.2,1.3357028e-06,0.06439594179391861,0.274406373500824,0.0,0.0001
,34200,,,,,,114,51127,0,-0.22585862,1.61,0.75,,,,,,,,,,
1.3,34500,-0.04999500442296267,0.9,0,34500,20827,,,,,,,-0.03457361608743668,570,-0.0001539986102248747,0.16603222310543062,0.2,8.484162e-06,0.06675510853528976,0.22611510753631592,0.0,0.0001
,34500,,,,,,115,51558,0,-0.17251924999999996,1.44,0.83,,,,,,,,,,
1.12,34800,-0.027457789112813772,0.98,0,34800,21006,,,,,,,-0.032672123312950135,575,-0.0002554690325632336,0.1690728509426117,0.2,2.0297059e-05,0.06896640360355377,0.20135343074798584,0.0,0.0001
,34800,,,,,,116,51991,0,-0.25034162,1.65,0.71,,,,,,,,,,
1.22,35100,-0.07090507423505187,0.92,0,35100,21205,,,,,,,-0.031042306423187255,580,8.927150041415644e-09,0.1994396024942398,0.2,0.0,0.0767938569188118,0.16676300764083862,0.0,0.0001
,35100,,,,,,117,52403,0,-0.21221238,1.54,0.78,,,,,,,,,,
1.22,35400,-0.02981028439477086,0.9,0,35400,21394,,,,,,,-0.030913770943880082,585,-1.3776707717028103e-05,0.17209043502807617,0.2,1.1634081e-06,0.06220430135726929,0.22286731004714966,0.0,0.0001
,35400,,,,,,118,52833,0,-0.13314347,1.53,0.81,,,,,,,,,,
1.06,35700,-0.006852776543237269,0.98,0,35700,21573,,,,,,,-0.031193237379193307,590,2.9649922339558543e-09,0.18679848551750183,0.2,0.0,0.06386458873748779,0.1753000020980835,0.0,0.0001
,35700,,,,,,119,53264,0,-0.29987218,1.78,0.66,,,,,,,,,,
1.3,36000,-0.11395465799607336,0.88,0,36000,21762,,,,,,,-0.03158755823969841,595,-5.0765293205614626e-05,0.19663594365119935,0.2,4.4260173e-06,0.0910443663597107,0.1810712218284607,0.0,0.0001
,36000,,,,,,120,53683,0,-0.2636482,1.61,0.73,,,,,,,,,,
1.26,36300,-0.08919357513543219,0.9,0,36300,21947,,,,,,,-0.03184611022472381,600,-8.123635920298967e-05,0.1776872456073761,0.2,8.032471e-06,0.08311764150857925,0.18867379426956177,0.0,0.0001
,36300,,,,,,121,54087,0,-0.21645288000000001,1.59,0.77,,,,,,,,,,
1.18,36600,-0.029494834057986738,0.96,0,36600,22152,,,,,,,-0.031090189665555955,605,4.179098418433113e-09,0.17661662936210631,0.2,0.0,0.09490739554166794,0.23096942901611328,0.0,0.0001
,36600,,,,,,122,54527,0,-0.12403738999999998,1.41,0.86,,,,,,,,,,
1.12,36900,-0.02753115725237876,0.96,0,36900,22340,,,,,,,-0.03120382711291313,610,-3.943103292826322e-05,0.15494807422161103,0.2,5.427003e-06,0.06174760311841965,0.24479371309280396,0.0,0.0001
,36900,,,,,,123,54939,0,-0.26227643000000006,1.7,0.69,,,,,,,,,,
1.22,37200,-0.06938878767658024,0.92,0,37200,22533,,,,,,,-0.03174846544861794,615,1.1345201755830202e-09,0.18686444759368898,0.2,0.0,0.10864470899105072,0.13097864389419556,0.0,0.0001
,37200,,,,,,124,55362,0,-0.16613481,1.48,0.81,,,,,,,,,,
1.32,37500,-0.11122020705603063,0.86,0,37500,22710,,,,,,,-0.031636004596948625,620,-2.556329116153222e-05,0.17182066261768342,0.2,5.2662567e-06,0.10766757279634476,0.2705121636390686,0.0,0.0001
,37500,,,,,,125,55794,0,-0.28010089,1.8,0.66,,,,,,,,,,
1.26,37800,-0.06917348504066467,0.9,0,37800,22897,,,,,,,-0.031065331250429155,625,1.0786408637386558e-08,0.1969170844554901,0.2,0.0,0.11305852234363556,0.09673017263412476,0.0,0.0001
,37800,,,,,,126,56206,0,-0.31053849000000006,1.64,0.71,,,,,,,,,,
1.14,38100,-0.04901993500068784,0.96,0,38100,23087,,,,,,,-0.031028352156281473,630,9.878792397444158e-09,0.17065001249313355,0.2,0.0,0.06762237101793289,0.275662899017334,0.0,0.0001
,38100,,,,,,127,56622,0,-0.2520619,1.58,0.74,,,,,,,,,,
1.2,38400,-0.06920676886569709,0.94,0,38400,23270,,,,,,,-0.030996763408184053,635,-4.4833868741989136e-08,0.17243961572647096,0.2,0.0,0.06751734018325806,0.25595366954803467,0.0,0.0001
,38400,,,,,,128,57040,0,-0.26838698,1.63,0.73,,,,,,,,,,
1.24,38700,-0.08886302387807518,0.9,0,38700,23464,,,,,,,-0.03098109170794487,640,-9.177760667000712e-09,0.19897459864616393,0.2,0.0,0.08534017205238342,0.1999342441558838,0.0,0.0001
,38700,,,,,,129,57499,0,-0.21337410999999995,1.47,0.79,,,,,,,,,,
1.22,39000,-0.06848455550149084,0.9,0,39000,23645,,,,,,,-0.03066208481788635,645,-5.6238939869217575e-05,0.18010474741458893,0.2,6.5317377e-06,0.09046664834022522,0.2424992322921753,0.0,0.0001
,39000,,,,,,130,57916,0,-0.28537776,1.65,0.71,,,,,,,,,,
1.3,39300,-0.10973278728313744,0.86,0,39300,23835,,,,,,,-0.030197655856609343,650,-7.851909774629462e-05,0.19600647509098054,0.2,1.0203637e-05,0.10000574588775635,0.19758647680282593,0.0,0.0001
,39300,,,,,,131,58352,0,-0.18799977999999995,1.48,0.79,,,,,,,,,,
1.16,39600,-0.028338894094340504,0.94,0,39600,24012,,,,,,,-0.03002576969563961,655,-0.00045911299911413297,0.16535363256931304,0.2,3.271047e-05,0.07498200982809067,0.2691539525985718,0.0,0.0001
,39600,,,,,,132,58772,0,-0.29985122999999997,1.77,0.65,,,,,,,,,,
1.1,39900,-0.04996399199590087,0.96,0,39900,24196,,,,,,,-0.02780387908220291,660,-0.0003951778802597516,0.1771123144030571,0.2,4.4521876e-05,0.08651052415370941,0.2614864110946655,0.0,0.0001
,39900,,,,,,133,59178,0,-0.20863949,1.56,0.76,,,,,,,,,,
1.06,40200,-0.02722088472917676,0.98,0,40200,24379,,,,,,,-0.027396711334586144,665,-0.00023223168131973891,0.17499481976032258,0.2,1.7836317e-05,0.07453148066997528,0.2623103857040405,0.0,0.0001
,40200,,,,,,134,59613,0,-0.29165990999999997,1.68,0.71,,,,,,,,,,
1.48,40500,-0.16414274069480597,0.78,0,40500,24564,,,,,,,-0.02895778350532055,670,-1.4738365990396573e-06,0.17524650514125825,0.2,1.2022527e-09,0.08627022057771683,0.28416574001312256,0.0,0.0001
,40500,,,,,,135,60050,0,-0.26719736,1.74,0.68,,,,,,,,,,
1.18,40800,-0.07422711802180856,0.92,0,40800,24756,,,,,,,-0.02917529545724392,675,-2.4900180157771956e-08,0.1921396404504776,0.2,0.0,0.07412350177764893,0.14624899625778198,0.0,0.0001
,40800,,,,,,136,60458,0,-0.21410141,1.51,0.78,,,,,,,,,,
1.12,41100,-0.02767155538778752,0.96,0,41100,24952,,,,,,,-0.028504930958151816,680,-0.0002631914175368522,0.15789893180131911,0.2,1.7512963e-05,0.09325627237558365,0.29494887590408325,0.0,0.0001
,41100,,,,,,137,60892,0,-0.23991005,1.54,0.78,,,,,,,,,,
1.36,41400,-0.15073857898358256,0.84,0,41400,25132,,,,,,,-0.026978181004524232,685,1.1666932309140066e-09,0.17815523147583007,0.2,0.0,0.0662788674235344,0.21999818086624146,0.0,0.0001
,41400,,,,,,138,61339,0,-0.22894099999999998,1.63,0.74,,,,,,,,,,
1.28,41700,-0.1105341314850375,0.88,0,41700,25323,,,,,,,-0.02854283355176449,690,-0.00033659863539710957,0.17821702003479004,0.2,0.00034677162,0.09427087008953094,0.22120583057403564,0.000625,0.0001
,41700,,,,,,139,61772,0,-0.23767092,1.52,0.77,,,,,,,,,,
1.24,42000,-0.11117007781751453,0.9,0,42000,25494,,,,,,,-0.026268084943294526,695,-0.00017524640669030588,0.1569206464290619,0.2,1.46554785e-05,0.05808042362332344,0.3616145849227905,0.0,0.0001
,42000,,,,,,140,62195,0,-0.35988785000000006,1.85,0.62,,,,,,,,,,
1.22,42300,-0.049363228757865724,0.94,0,42300,25690,,,,,,,-0.025140907615423203,700,2.2013080069882562e-09,0.19400731444358826,0.2,0.0,0.09677688777446747,0.2207658290863037,0.0,0.0001
,42300,,,,,,141,62642,0,-0.19003023999999996,1.49,0.8,,,,,,,,,,
1.16,42600,-0.06899403787218034,0.94,0,42600,25873,,,,,,,-0.025094283893704415,705,-1.2715854999640897e-05,0.17455245435237884,0.2,1.0696324e-06,0.10885976999998093,0.230751633644104,0.0,0.0001
,42600,,,,,,142,63057,0,-0.26096828,1.61,0.72,,,,,,,,,,
1.24,42900,-0.07048303829040378,0.92,0,42900,26073,,,,,,,-0.025436473190784455,710,3.4204933996306864e-10,0.19717755198478698,0.2,0.0,0.09887081384658813,0.12816786766052246,0.0,0.0001
,42900,,,,,,143,63492,0,-0.18632766999999997,1.55,0.78,,,,,,,,,,
1.22,43200,-0.07061327299568802,0.94,0,43200,26268,,,,,,,-0.025533616617321966,715,1.0285187777014927e-08,0.16150406777858733,0.2,0.0,0.09080402553081512,0.23227834701538086,0.0,0.0001
,43200,,,,,,144,63926,0,-0.19859062000000002,1.48,0.8,,,,,,,,,,
1.4,43500,-0.13409396290779113,0.86,0,43500,26449,,,,,,,-0.025722535848617552,720,-3.0011236667562004e-05,0.18218859851360322,0.2,4.1592866e-06,0.07991901785135269,0.20507347583770752,0.0,0.0001
,43500,,,,,,145,64400,0,-0.25557093000000003,1.59,0.75,,,,,,,,,,
1.26,43800,-0.09124780827201903,0.9,0,43800,26618,,,,,,,-0.026672201976180077,725,-0.000487517057388871,0.17079097509384156,0.2,5.5024128e-05,0.07593090087175369,0.26915115118026733,0.0,0.0001
,43800,,,,,,146,64847,0,-0.32143146,1.79,0.67,,,,,,,,,,
1.26,44100,-0.09521912760101259,0.88,0,44100,26809,,,,,,,-0.02721563182771206,730,-0.00027755485508933474,0.20373210370540618,0.2,1.7143413e-05,0.08982980251312256,0.18865180015563965,0.0,0.0001
,44100,,,,,,147,65274,0,-0.18802208,1.5,0.78,,,,,,,,,,
1.24,44400,-0.08991444509010763,0.9,0,44400,26989,,,,,,,-0.025742263570427894,735,1.9371509765164773e-08,0.17614882230758666,0.2,0.0,0.07444870471954346,0.196414053440094,0.0,0.0001
,44400,,,,,,148,65711,0,-0.20107408999999998,1.59,0.74,,,,,,,,,,
1.16,44700,-0.0681741053564474,0.94,0,44700,27170,,,,,,,-0.02582473911345005,740,-0.00010674441413193847,0.17607849031686784,0.2,1.1657551e-05,0.07804218679666519,0.20913243293762207,0.0,0.0001
,44700,,,,,,149,66148,0,-0.30559697,1.76,0.68,,,,,,,,,,
1.28,45000,-0.09205103618558497,0.88,0,45000,27353,,,,,,,-0.02688190221786499,745,8.974563154851012e-09,0.18816094875335693,0.2,0.0,0.07945803552865982,0.19510632753372192,0.0,0.0001
,45000,,,,,,150,66601,0,-0.2097065,1.64,0.73,,,,,,,,,,
1.32,45300,-0.10983825461938977,0.88,0,45300,27542,,,,,,,-0.027034959569573403,750,-6.671654873002809e-10,0.1618559467792511,0.2,0.0,0.07622142881155014,0.2854052782058716,0.0,0.0001
,45300,,,,,,151,67031,0,-0.19353196000000003,1.52,0.79,,,,,,,,,,
1.3,45600,-0.07261777741834521,0.86,0,45600,27728,,,,,,,-0.026340348571538927,755,-0.00037223900075790796,0.16381159782409668,0.2,3.2096916e-05,0.05410939082503319,0.2538685202598572,0.0,0.0001
,45600,,,,,,152,67502,0,-0.29057689999999997,1.69,0.7,,,,,,,,,,
1.28,45900,-0.09203516672831029,0.88,0,45900,27923,,,,,,,-0.02634194813668728,760,-0.0014301855896010807,0.1730792248249054,0.2,0.024038907,0.07623416185379028,0.2795493006706238,0.0025,0.0001
,45900,,,,,,153,67942,0,-0.28177147999999996,1.63,0.72,,,,,,,,,,
1.16,46200,-0.03136577241588384,0.96,0,46200,28102,,,,,,,-0.02225531429052353,765,-2.6009299602947065e-09,0.15911143392324448,0.2,0.0,0.06381601840257645,0.325045645236969,0.0,0.0001
,46200,,,,,,154,68379,0,-0.2895875500000001,1.71,0.69,,,,,,,,,,
1.18,46500,-0.070097918221727,0.92,0,46500,28294,,,,,,,-0.02195346213877201,770,-3.0208716594870567e-09,0.19214509606361388,0.2,0.0,0.07551480829715729,0.2498219609260559,0.0,0.0001
,46500,,,,,,155,68809,0,-0.24003722999999996,1.54,0.76,,,,,,,,,,
1.32,46800,-0.11189408005215228,0.88,0,46800,28478,,,,,,,-0.021933104768395426,775,-2.8684735653428107e-09,0.16424997121095658,0.2,0.0,0.06609342247247696,0.29743731021881104,0.0,0.0001
,46800,,,,,,156,69244,0,-0.15786217000000002,1.54,0.78,,,,,,,,,,
1.22,47100,-0.10846358547918498,0.9,0,47100,28668,,,,,,,-0.021938560903072356,780,8.486888702918804e-09,0.17728961855173112,0.2,0.0,0.08620835095643997,0.19247984886169434,0.0,0.0001
,47100,,,,,,157,69671,0,-0.21789996999999997,1.59,0.74,,,,,,,,,,
1.32,47400,-0.0915654901880771,0.88,0,47400,28848,,,,,,,-0.021930917352437972,785,-2.8887932757015734e-09,0.16687002182006835,0.2,0.0,0.09106384217739105,0.21074819564819336,0.0,0.0001
,47400,,,,,,158,70107,0,-0.25852941,1.65,0.71,,,,,,,,,,
1.32,47700,-0.11028621844016015,0.86,0,47700,29026,,,,,,,-0.021999272778630258,790,-1.6854301389201965e-06,0.19207900524139404,0.2,5.4186045e-10,0.08541496098041534,0.17049819231033325,0.0,0.0001
,47700,,,,,,159,70571,0,-0.27060984,1.65,0.7,,,,,,,,,,
1.38,48000,-0.09417083005420863,0.88,0,48000,29209,,,,,,,-0.02174534261226654,795,-3.473843701854662e-05,0.16709737300872804,0.2,3.939122e-06,0.10237476229667664,0.24386262893676758,0.0,0.0001
,48000,,,,,,160,71099,0,-0.25915040000000006,1.7,0.7,,,,,,,,,,
1.34,48300,-0.09465416435152292,0.88,0,48300,29396,,,,,,,-0.021234526187181472,800,-5.2047715540837205e-05,0.1998918843269348,0.2,5.776249e-06,0.1013098806142807,0.1761234998703003,0.0,0.0001
,48300,,,,,,161,71541,0,-0.20871204,1.53,0.78,,,,,,,,,,
1.18,48600,-0.06883245244622231,0.92,0,48600,29588,,,,,,,-0.021027938053011893,805,7.352368509572215e-09,0.18457722246646882,0.2,0.0,0.0811513215303421,0.20325791835784912,0.0,0.0001
,48600,,,,,,162,71961,0,-0.22313016000000002,1.61,0.75,,,,,,,,,,
1.22,48900,-0.07151270277798176,0.9,0,48900,29774,,,,,,,-0.020773470848798752,810,-0.00013811801475609897,0.17151647329330444,0.2,1.2601912e-05,0.10409962385892868,0.27973252534866333,0.0,0.0001
,48900,,,,,,163,72396,0,-0.23551381000000002,1.64,0.74,,,,,,,,,,
1.12,49200,-0.027540268492884934,0.96,0,49200,29962,,,,,,,-0.01889331266283989,815,-0.0011752894190562558,0.17361245214939117,0.2,0.00021909122,0.0852096751332283,0.2826848030090332,0.0009090909361839294,0.0001
,49200,,,,,,164,72814,0,-0.25110763,1.67,0.72,,,,,,,,,,
1.18,49500,-0.05015169827267527,0.94,0,49500,30164,,,,,,,-0.016395667344331743,820,-7.91454866089225e-09,0.16171008229255676,0.2,0.0,0.07835514098405838,0.27052897214889526,0.0,0.0001
,49500,,,,,,165,73241,0,-0.19809538,1.51,0.79,,,,,,,,,,
1.22,49800,-0.08899854237213731,0.92,0,49800,30350,,,,,,,-0.016058868020772932,825,1.2996183240687742e-08,0.1381044039130211,0.2,0.0,0.07089077681303024,0.3756750226020813,0.0,0.0001
,49800,,,,,,166,73668,0,-0.23697488999999997,1.62,0.74,,,,,,,,,,
1.22,50100,-0.06884142623282968,0.92,0,50100,30526,,,,,,,-0.016035746932029724,830,-7.626685132322564e-09,0.16877098381519318,0.2,0.0,0.05505753308534622,0.2455829381942749,0.0,0.0001
,50100,,,,,,167,74098,0,-0.35422121999999995,1.84,0.64,,,,,,,,,,
1.22,50400,-0.09135973735712469,0.9,0,50400,30713,,,,,,,-0.016036633551120758,835,4.4872815152530164e-09,0.15419329822063446,0.2,0.0,0.07378280907869339,0.3646607995033264,0.0,0.0001
,50400,,,,,,168,74533,0,-0.29130426,1.66,0.71,,,,,,,,,,
1.26,50700,-0.07348114786669611,0.92,0,50700,30896,,,,,,,-0.01620102033019066,840,-5.6669061622400815e-05,0.14779160737991334,0.2,5.0976873e-06,0.06396947056055069,0.35076719522476196,0.0,0.0001
,50700,,,,,,169,74981,0,-0.29689864,1.75,0.67,,,,,,,,,,
1.22,51000,-0.04860324917826801,0.92,0,51000,31071,,,,,,,-0.01664913035929203,845,6.112862784846129e-09,0.17216524183750154,0.2,0.0,0.07053583860397339,0.250646710395813,0.0,0.0001
,51000,,,,,,170,75421,0,-0.31565736,1.72,0.69,,,,,,,,,,
1.26,51300,-0.11077328324317932,0.88,0,51300,31262,,,,,,,-0.01673870123922825,850,-4.881823585378697e-09,0.19144206404685973,0.2,0.0,0.09757532924413681,0.18580102920532227,0.0,0.0001
,51300,,,,,,171,75864,0,-0.18787936000000002,1.53,0.78,,,,,,,,,,
1.24,51600,-0.06962923449929803,0.92,0,51600,31445,,,,,,,-0.016748309805989264,855,9.550289803428314e-10,0.17429206341505052,0.2,0.0,0.0583457387983799,0.2139858603477478,0.0,0.0001
,51600,,,,,,172,76306,0,-0.20846018,1.64,0.74,,,,,,,,,,
1.36,51900,-0.1317339384648949,0.88,0,51900,31636,,,,,,,-0.01723905958235264,860,-0.0003026540814477485,0.18571709990501403,0.2,4.394464e-05,0.0748816579580307,0.18582254648208618,0.0,0.0001
,51900,,,,,,173,76764,0,-0.25163182,1.64,0.74,,,,,,,,,,
1.24,52200,-0.09068887300789356,0.9,0,52200,31823,,,,,,,-0.018580317422747614,865,-3.7696551284938094e-08,0.15856131315231323,0.2,0.0,0.06754764169454575,0.304504930973053,0.0,0.0001
,52200,,,,,,174,77205,0,-0.22903364,1.68,0.72,,,,,,,,,,
1.26,52500,-0.08972976653836667,0.9,0,52500,32006,,,,,,,-0.018819430246949195,870,4.17571165201025e-09,0.18747016608715059,0.2,0.0,0.09022203087806702,0.15883690118789673,0.0,0.0001
,52500,,,,,,175,77649,0,-0.27774185999999995,1.7,0.68,,,,,,,,,,
1.18,52800,-0.048118178178556265,0.92,0,52800,32189,,,,,,,-0.018927090913057328,875,-1.4391192446794322e-05,0.19562552630901336,0.2,1.4688819e-06,0.09236542135477066,0.20455199480056763,0.0,0.0001
,52800,,,,,,176,78092,0,-0.25825973999999996,1.65,0.74,,,,,,,,,,
1.38,53100,-0.15105857126414776,0.84,0,53100,32388,,,,,,,-0.019233593344688417,880,-6.0248104460924874e-09,0.1760205066204071,0.2,0.0,0.07420118153095245,0.23791879415512085,0.0,0.0001
,53100,,,,,,177,78548,0,-0.22538743999999997,1.59,0.74,,,,,,,,,,
1.28,53400,-0.11010717612691223,0.88,0,53400,32572,,,,,,,-0.0193553813546896,885,-6.033039905162241e-07,0.16142212927341462,0.2,0.0,0.06765695661306381,0.26529717445373535,0.0,0.0001
,53400,,,,,,178,79037,0,-0.29979759,1.68,0.7,,,,,,,,,,
1.22,53700,-0.0706071082642302,0.9,0,53700,32771,,,,,,,-0.019302612617611885,890,-2.2490593636348423e-08,0.17139931976795197,0.2,0.0,0.07453468441963196,0.2873685956001282,0.0,0.0001
,53700,,,,,,179,79477,0,-0.21973541000000005,1.51,0.79,,,,,,,,,,
1.38,54000,-0.1115836190059781,0.84,0,54000,32957,,,,,,,-0.019767822325229646,895,-0.00028863743624910396,0.14381821393966676,0.2,4.5326724e-05,0.09075751900672913,0.3883192539215088,0.0,0.0001
,54000,,,,,,180,79934,0,-0.22504766,1.62,0.74,,,,,,,,,,
1.32,54300,-0.11293285434599966,0.86,0,54300,33142,,,,,,,-0.021012886017560958,900,-3.164803430877328e-08,0.1773434352874756,0.2,0.0,0.09929582476615906,0.21175700426101685,0.0,0.0001
,54300,,,,,,181,80384,0,-0.26619247,1.57,0.74,,,,,,,,,,
