env/n_steps,eval/mean_ep_length,eval/success_rate,time/total_timesteps,eval/mean_reward,env/completion_counter,env/current_idx,time/iterations,rollout/ep_len_mean,time/fps,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/learning_rate,train/n_updates,train/entropy_loss,train/value_loss,train/clip_range,train/explained_variance,train/clip_fraction,train/loss,train/approx_kl,train/policy_gradient_loss
25800,1.34,0.96,25800,-0.0303016621991992,0,11651,,,,,,,0.001,850,-0.7039542436599732,0.18804937042295933,0.2,0.2513347864151001,0.14021662026643752,0.04915619269013405,0.025594726,-0.027096475067082793
,,,25800,,,,86,2.0,0,-0.19377475,0.84,38293,,,,,,,,,,
26100,1.3,0.96,26100,-0.05237734534777701,0,11782,,,,,,,0.001,860,-0.6092601999640465,0.1710536874830723,0.2,0.14074665307998657,0.10974787026643754,-0.01958869770169258,0.02335227,-0.025489646231289954
,,,26100,,,,87,2.35,0,-0.3068297,0.74,38706,,,,,,,,,,
26400,1.58,0.86,26400,-0.1552333537209779,0,11917,,,,,,,0.001,870,-0.607414785027504,0.16659409180283546,0.2,0.246660053730011,0.1674893468618393,0.007181528955698013,0.043403096,-0.026326828566379846
,,,26400,,,,88,2.13,0,-0.24143887000000003,0.78,39164,,,,,,,,,,
26700,1.24,0.96,26700,-0.05021620373241603,0,12054,,,,,,,0.001,880,-0.6298729449510574,0.17832454107701778,0.2,0.12939631938934326,0.0907670460641384,0.009577896445989609,0.03170353,-0.02583669882733375
,,,26700,,,,89,2.29,0,-0.26080179,0.79,39629,,,,,,,,,,
27000,1.16,0.98,27000,-0.028456126688979566,0,12207,,,,,,,0.001,890,-0.5661659672856331,0.16098335683345794,0.2,0.2810402512550354,0.096839489787817,0.00636165589094162,0.021734037,-0.02425299391616136
,,,27000,,,,90,2.04,0,-0.19140223999999997,0.81,40054,,,,,,,,,,
27300,1.42,0.92,27300,-0.09087045480962842,0,12357,,,,,,,0.001,900,-0.5991827040910721,0.16582732647657394,0.2,0.1687672734260559,0.12842684797942638,0.03597615659236908,0.019800425,-0.021731286536669357
,,,27300,,,,91,1.91,0,-0.19358021999999994,0.83,40492,,,,,,,,,,
27600,1.3,0.96,27600,-0.05158664393238723,0,12493,,,,,,,0.001,910,-0.5608289048075676,0.1568964160978794,0.2,0.2616623044013977,0.09053622260689735,0.01347120851278305,0.023795392,-0.023756029499190846
,,,27600,,,,92,2.29,0,-0.28514847,0.75,40932,,,,,,,,,,
27900,1.5,0.9,27900,-0.07302726455032825,0,12643,,,,,,,0.001,920,-0.5081772431731224,0.20789261907339096,0.2,0.14080601930618286,0.11036931872367858,0.03176318481564522,0.036098182,-0.02713246342900675
,,,27900,,,,93,1.99,0,-0.20923343,0.82,41361,,,,,,,,,,
28200,1.4,0.92,28200,-0.0983056519459933,0,12803,,,,,,,0.001,930,-0.4926868200302124,0.1950553096830845,0.2,0.18643075227737427,0.08737571127712726,0.08369898796081543,0.026179112,-0.023032551280630288
,,,28200,,,,94,1.93,0,-0.22092276000000002,0.83,41800,,,,,,,,,,
28500,1.44,0.92,28500,-0.09253499250393361,0,12958,,,,,,,0.001,940,-0.625546646118164,0.17131960093975068,0.2,0.2700558304786682,0.1190518468618393,-0.015284515917301178,0.025635181,-0.0328930442861747
,,,28500,,,,95,1.92,0,-0.19755399999999998,0.84,42234,,,,,,,,,,
28800,1.24,0.98,28800,-0.029321006764657796,0,13110,,,,,,,0.001,950,-0.5164162591099739,0.1520148940384388,0.2,0.2107592225074768,0.10571733005344867,0.02397773414850235,0.021551277,-0.024019850048352963
,,,28800,,,,96,2.08,0,-0.2703738600000001,0.78,42652,,,,,,,,,,
29100,1.5,0.9,29100,-0.11412991920020431,0,13256,,,,,,,0.001,960,-0.4389846697449684,0.1539262380450964,0.2,0.27305513620376587,0.11702770031988621,0.0163261741399765,0.02286768,-0.02482976360770408
,,,29100,,,,97,2.09,0,-0.26547773,0.79,43083,,,,,,,,,,
29400,1.52,0.94,29400,-0.07616640367545187,0,13399,,,,,,,0.001,970,-0.5527325809001923,0.14677411392331124,0.2,0.3692871928215027,0.11013849526643753,0.01993541233241558,0.033604417,-0.021798707191328502
,,,29400,,,,98,2.09,0,-0.23417282,0.81,43508,,,,,,,,,,
29700,1.56,0.86,29700,-0.15969227244146167,0,13556,,,,,,,0.001,980,-0.6183717846870422,0.21503452733159065,0.2,0.17014473676681519,0.11692116670310497,0.04592291638255119,0.018427305,-0.026399411403690464
,,,29700,,,,99,2.03,0,-0.20954216000000006,0.82,43944,,,,,,,,,,
30000,1.6,0.9,30000,-0.09407689990010112,0,13724,,,,,,,0.001,990,-0.5448291599750519,0.12942293528467416,0.2,0.40325427055358887,0.08574218787252903,-0.02132834866642952,0.019298322,-0.028984729596413673
,,,30000,,,,100,1.81,0,-0.16606772,0.87,44383,,,,,,,,,,
30300,1.16,0.98,30300,-0.027903813365846873,0,13870,,,,,,,0.001,1000,-0.49766849130392077,0.160919526591897,0.2,0.23017621040344238,0.10811434760689735,0.014153443276882172,0.018372,-0.025470373587450013
,,,30300,,,,101,2.11,0,-0.20421592000000005,0.79,44797,,,,,,,,,,
30600,1.52,0.94,30600,-0.07222717846743762,0,14014,,,,,,,0.001,1010,-0.47166731506586074,0.14249616004526616,0.2,0.31225520372390747,0.12167968899011612,0.023387935012578964,0.028739125,-0.0254443649930181
,,,30600,,,,102,2.09,0,-0.24221287999999996,0.81,45210,,,,,,,,,,
30900,1.36,0.94,30900,-0.07263935436028987,0,14157,,,,,,,0.001,1020,-0.46948542445898056,0.1761665165424347,0.2,0.3297203779220581,0.09140625,0.04752635583281517,0.029354254,-0.0207555487024365
,,,30900,,,,103,2.08,0,-0.21472170999999998,0.82,45628,,,,,,,,,,
31200,1.44,0.9,31200,-0.09438253633212298,0,14308,,,,,,,0.001,1030,-0.4845788136124611,0.19415003210306167,0.2,0.17711186408996582,0.09982244372367859,0.00040584802627563477,0.023083825,-0.02450538360135397
,,,31200,,,,104,1.94,0,-0.19109551,0.85,46037,,,,,,,,,,
31500,1.32,0.96,31500,-0.050596224684268234,0,14448,,,,,,,0.001,1040,-0.5201938942074775,0.16547902747988702,0.2,0.32337749004364014,0.11855468861758708,0.040388550609350204,0.022312738,-0.0226745406514965
,,,31500,,,,105,2.01,0,-0.1682484,0.81,46472,,,,,,,,,,
31800,1.36,0.96,31800,-0.011125232889316976,0,14598,,,,,,,0.001,1050,-0.5368871435523033,0.13948937319219112,0.2,0.32479220628738403,0.10411931872367859,0.010988503694534302,0.019105002,-0.02531522554345429
,,,31800,,,,106,2.01,0,-0.21066353,0.84,46934,,,,,,,,,,
32100,1.36,0.94,32100,-0.07613016003742815,0,14738,,,,,,,0.001,1060,-0.49198535531759263,0.16244580857455732,0.2,0.21236711740493774,0.09804687574505806,0.05847544968128204,0.029426802,-0.02227795278231497
,,,32100,,,,107,2.19,0,-0.27041305,0.79,47333,,,,,,,,,,
32400,1.6,0.88,32400,-0.1387142173945904,0,14887,,,,,,,0.001,1070,-0.599100062251091,0.1922326974570751,0.2,0.13217097520828247,0.11818181946873665,0.023237846791744232,0.030679548,-0.028498174622654915
,,,32400,,,,108,2.01,0,-0.20994698999999997,0.83,47746,,,,,,,,,,
32700,1.46,0.92,32700,-0.10186128517147154,0,15042,,,,,,,0.001,1080,-0.6233452305197715,0.17519286572933196,0.2,0.29766780138015747,0.1795987229794264,-0.0015826746821403503,0.038034122,-0.03818526661489159
,,,32700,,,,109,1.91,0,-0.16535051000000003,0.86,48160,,,,,,,,,,
33000,1.56,0.9,33000,-0.11323767462279648,0,15189,,,,,,,0.001,1090,-0.6337425082921981,0.15664510764181613,0.2,0.23161852359771729,0.12839133627712726,0.03885926306247711,0.015987856,-0.032235184765886514
,,,33000,,,,110,2.06,0,-0.22037679999999998,0.83,48579,,,,,,,,,,
33300,1.16,0.98,33300,-0.027985178260132672,0,15334,,,,,,,0.001,1100,-0.5522346362471581,0.14667223878204821,0.2,0.289922833442688,0.12324218824505806,-0.009874433279037476,0.02543503,-0.03023695716256043
,,,33300,,,,111,2.1,0,-0.21907055999999994,0.81,48982,,,,,,,,,,
33600,1.24,0.98,33600,-0.02981301141437143,0,15478,,,,,,,0.001,1110,-0.4729247108101845,0.16899282969534396,0.2,0.279599666595459,0.12148437649011612,0.05122187361121178,0.026679993,-0.02387446119391825
,,,33600,,,,112,2.15,0,-0.22740373999999997,0.8,49382,,,,,,,,,,
33900,1.3,0.94,33900,-0.05168139827437699,0,15612,,,,,,,0.001,1120,-0.48339180946350097,0.17953454479575157,0.2,0.12157648801803589,0.10900213159620761,0.056929606944322586,0.020097112,-0.020648918961524033
,,,33900,,,,113,2.25,0,-0.30385676000000006,0.76,49776,,,,,,,,,,
34200,1.42,0.92,34200,-0.07114841116592288,0,15754,,,,,,,0.001,1130,-0.5363375604152679,0.1656904850155115,0.2,0.31175339221954346,0.0995561096817255,-0.0026082471013069153,0.026708044,-0.02579929439816624
,,,34200,,,,114,2.05,0,-0.22398406,0.81,50197,,,,,,,,,,
34500,1.44,0.96,34500,-0.05289862977806479,0,15918,,,,,,,0.001,1140,-0.5726000607013703,0.18412261381745337,0.2,0.14712679386138916,0.12093394994735718,0.0397881418466568,0.019998716,-0.03324631488067098
,,,34500,,,,115,1.74,0,-0.16195346000000005,0.88,50607,,,,,,,,,,
34800,1.62,0.88,34800,-0.1170708147296682,0,16061,,,,,,,0.001,1150,-0.620974087715149,0.16788434535264968,0.2,0.2337241768836975,0.1347123585641384,0.011007733643054962,0.03304217,-0.02396114373259479
,,,34800,,,,116,2.22,0,-0.27845061,0.78,51029,,,,,,,,,,
35100,1.12,1.0,35100,-0.00789644415024668,0,16212,,,,,,,0.001,1160,-0.654077410697937,0.1887519970536232,0.2,0.25679683685302734,0.1269176136702299,0.03197464346885681,0.019195018,-0.03505373156804126
,,,35100,,,,117,1.95,0,-0.24070974000000003,0.8,51440,,,,,,,,,,
35400,1.36,0.96,35400,-0.05250338524580002,0,16362,,,,,,,0.001,1170,-0.5630193069577217,0.18195066638290883,0.2,0.26647138595581055,0.15854048319160938,0.03972597420215607,0.029004276,-0.027449021581560373
,,,35400,,,,118,2.14,0,-0.24426138999999997,0.78,51863,,,,,,,,,,
35700,1.38,0.98,35700,-0.03271280496381223,0,16512,,,,,,,0.001,1180,-0.5369236186146736,0.16277337558567523,0.2,0.26914918422698975,0.1324751429259777,0.02923531085252762,0.044251606,-0.0322410672204569
,,,35700,,,,119,2.09,0,-0.24766494000000006,0.82,52280,,,,,,,,,,
36000,1.42,0.92,36000,-0.05325144052971154,0,16674,,,,,,,0.001,1190,-0.5690136462450027,0.1562613919377327,0.2,0.37499332427978516,0.134339489787817,0.010937679558992386,0.040711462,-0.031492908450309186
,,,36000,,,,120,1.91,0,-0.18501747,0.84,52698,,,,,,,,,,
36300,1.34,0.92,36300,-0.0718600801890716,0,16808,,,,,,,0.001,1200,-0.5214153915643692,0.14364734403789042,0.2,0.2071439027786255,0.1022194616496563,-0.009713985025882721,0.031532887,-0.03413571578275878
,,,36300,,,,121,2.33,0,-0.26591,0.77,53118,,,,,,,,,,
36600,1.2,0.96,36600,-0.04880954302847385,0,16957,,,,,,,0.001,1210,-0.4309277728199959,0.19159251004457473,0.2,0.14428555965423584,0.09034090973436833,0.036753445863723755,0.017489811,-0.01938605073373765
,,,36600,,,,122,1.8,0,-0.16065235,0.86,53548,,,,,,,,,,
36900,1.36,0.96,36900,-0.0562921554967761,0,17105,,,,,,,0.001,1220,-0.6120469182729721,0.12979135625064372,0.2,0.3812539577484131,0.17608309648931025,-0.0034770816564559937,0.06496523,-0.03753963410272263
,,,36900,,,,123,1.95,0,-0.20617182,0.86,53993,,,,,,,,,,
37200,1.34,0.96,37200,-0.05072688176296651,0,17246,,,,,,,0.001,1230,-0.4586689807474613,0.18266406655311584,0.2,0.2614503502845764,0.1083984375,0.06422106921672821,0.019149983,-0.02225727425538935
,,,37200,,,,124,2.08,0,-0.23955109999999993,0.8,54438,,,,,,,,,,
37500,1.34,0.92,37500,-0.09877761991228909,0,17391,,,,,,,0.001,1240,-0.4343223929405212,0.18093848079442978,0.2,0.2717307209968567,0.12649147845804692,0.029679033905267715,0.05204642,-0.02739101298939204
,,,37500,,,,125,2.15,0,-0.25102114,0.8,54976,,,,,,,,,,
37800,1.12,1.0,37800,-0.010236176485195756,0,17550,,,,,,,0.001,1250,-0.5044688776135444,0.17503984533250333,0.2,0.20671629905700684,0.13620383553206922,0.007342487573623657,0.029753242,-0.034252845938317476
,,,37800,,,,126,1.98,0,-0.18777042000000002,0.85,55364,,,,,,,,,,
38100,1.2,0.98,38100,-0.029592384905554353,0,17697,,,,,,,0.001,1260,-0.5512799084186554,0.1516070958226919,0.2,0.22724491357803345,0.12812500149011613,0.03181373327970505,0.043426104,-0.029630779672879727
,,,38100,,,,127,2.01,0,-0.21628839999999996,0.83,55784,,,,,,,,,,
38400,1.46,0.94,38400,-0.07236563831567765,0,17841,,,,,,,0.001,1270,-0.4663307473063469,0.18617094308137894,0.2,0.16086119413375854,0.14577414840459824,0.03755057975649834,0.040660463,-0.028068731061648578
,,,38400,,,,128,1.96,0,-0.18501303,0.84,56204,,,,,,,,,,
38700,1.7,0.88,38700,-0.14001753375399859,0,17965,,,,,,,0.001,1280,-0.4058651030063629,0.157714469358325,0.2,0.258086621761322,0.10633877962827683,-0.0028035566210746765,0.030246653,-0.019525591551791878
,,,38700,,,,129,2.34,0,-0.28972224999999996,0.74,56631,,,,,,,,,,
39000,1.34,0.96,39000,-0.05197717871516943,0,18115,,,,,,,0.001,1290,-0.38268437683582307,0.16292292699217797,0.2,0.2130681276321411,0.11867897845804691,0.03466934338212013,0.05643987,-0.01819255664013326
,,,39000,,,,130,1.97,0,-0.2182023,0.82,57035,,,,,,,,,,
39300,1.24,0.98,39300,-0.03143125960137695,0,18264,,,,,,,0.001,1300,-0.41900119334459307,0.1548356544226408,0.2,0.32700926065444946,0.1372159097343683,0.027614843100309372,0.03154887,-0.020632426301017404
,,,39300,,,,131,2.01,0,-0.20840407,0.84,57430,,,,,,,,,,
39600,1.32,0.94,39600,-0.07251384318806231,0,18406,,,,,,,0.001,1310,-0.42203534841537477,0.1320562519133091,0.2,0.3636689782142639,0.17031250149011612,0.016555700451135635,0.052944645,-0.03220000839792192
,,,39600,,,,132,2.16,0,-0.24518111999999997,0.79,57832,,,,,,,,,,
39900,1.42,0.92,39900,-0.09208909122273326,0,18548,,,,,,,0.001,1320,-0.35100175589323046,0.177614963054657,0.2,0.23709607124328613,0.09738991633057595,0.029959961771965027,0.065713525,-0.02162808708380908
,,,39900,,,,133,2.1,0,-0.25378006,0.81,58257,,,,,,,,,,
40200,1.42,0.94,40200,-0.072242542039603,0,18683,,,,,,,0.001,1330,-0.37645166665315627,0.18714907243847848,0.2,0.2526978850364685,0.1291015625,0.06492744386196136,0.06657769,-0.031669846235308795
,,,40200,,,,134,2.26,0,-0.28535594000000003,0.75,58696,,,,,,,,,,
40500,1.24,0.94,40500,-0.05046355758327991,0,18832,,,,,,,0.001,1340,-0.3908298805356026,0.14645592570304872,0.2,0.26911717653274536,0.12606534212827683,0.0032514259219169617,0.050894007,-0.03193398095900193
,,,40500,,,,135,2.0,0,-0.20074590000000003,0.84,59107,,,,,,,,,,
40800,1.06,1.0,40800,-0.007040742360986769,0,18984,,,,,,,0.001,1350,-0.3047823168337345,0.16801037229597568,0.2,0.24786049127578735,0.10988991521298885,0.012958843261003494,0.028164214,-0.019124951539561154
,,,40800,,,,136,1.85,0,-0.16585404000000004,0.87,59523,,,,,,,,,,
41100,1.34,0.96,41100,-0.05214257434941828,0,19125,,,,,,,0.001,1360,-0.3447641506791115,0.17822971791028977,0.2,0.19325566291809082,0.100159802287817,0.04654337093234062,0.03543518,-0.025138304137362864
,,,41100,,,,137,2.23,0,-0.26993489,0.79,59930,,,,,,,,,,
41400,1.54,0.9,41400,-0.11467005528975278,0,19273,,,,,,,0.001,1370,-0.32652891278266905,0.1838407814502716,0.2,0.1995719075202942,0.11402699016034604,0.049106474965810776,0.056705467,-0.023700912320055067
,,,41400,,,,138,2.18,0,-0.22744045000000004,0.78,60342,,,,,,,,,,
41700,1.7,0.88,41700,-0.12406617756932974,0,19421,,,,,,,0.001,1380,-0.32315300181508066,0.1722389817237854,0.2,0.20263338088989258,0.13160511516034604,0.026969987899065018,0.04198789,-0.023057300364598632
,,,41700,,,,139,1.99,0,-0.21465002000000005,0.82,60774,,,,,,,,,,
42000,1.26,0.96,42000,-0.05240413586143404,0,19564,,,,,,,0.001,1390,-0.25639921203255656,0.1637307249009609,0.2,0.33999794721603394,0.08119673393666745,0.04905250668525696,0.021494295,-0.01814964693330694
,,,42000,,,,140,2.12,0,-0.18596424999999997,0.83,61160,,,,,,,,,,
42300,1.42,0.92,42300,-0.07356185792945326,0,19694,,,,,,,0.001,1400,-0.3454428866505623,0.16012068875133992,0.2,0.2675684690475464,0.12313565351068974,0.016346437856554985,0.049066342,-0.028365669213235377
,,,42300,,,,141,2.34,0,-0.27849848,0.8,61572,,,,,,,,,,
42600,1.32,0.96,42600,-0.05022655250504613,0,19845,,,,,,,0.001,1410,-0.26584557965397837,0.2459623008966446,0.2,0.1059427261352539,0.0875710230320692,0.09057758003473282,0.041739244,-0.018933733813537402
,,,42600,,,,142,1.98,0,-0.15555663,0.85,61986,,,,,,,,,,
42900,1.46,0.9,42900,-0.12366768192034215,0,19987,,,,,,,0.001,1420,-0.30534232407808304,0.15740385539829732,0.2,0.19310235977172852,0.1268465921282768,0.043418727815151215,0.06712447,-0.028708544839173556
,,,42900,,,,143,2.04,0,-0.20793048000000003,0.82,62431,,,,,,,,,,
43200,1.46,0.92,43200,-0.07369749955367297,0,20112,,,,,,,0.001,1430,-0.34371073693037035,0.15985007658600808,0.2,0.25900304317474365,0.13691406436264514,0.02935735508799553,0.040098347,-0.02445717771042837
,,,43200,,,,144,2.36,0,-0.30853079,0.72,62839,,,,,,,,,,
43500,1.46,0.9,43500,-0.11759835487697273,0,20248,,,,,,,0.001,1440,-0.3402553990483284,0.17210045382380484,0.2,0.2385784387588501,0.12649147771298885,0.009851865470409393,0.056216344,-0.024331503227585927
,,,43500,,,,145,2.18,0,-0.22800512,0.82,63268,,,,,,,,,,
43800,1.54,0.92,43800,-0.09603196228388697,0,20376,,,,,,,0.001,1450,-0.3252471134066582,0.18023241870105267,0.2,0.22007077932357788,0.13274147734045982,0.06170588359236717,0.028480746,-0.027039891802996863
,,,43800,,,,146,2.35,0,-0.28244368999999997,0.77,63792,,,,,,,,,,
44100,1.54,0.92,44100,-0.09385408993810415,0,20520,,,,,,,0.001,1460,-0.2967048823833466,0.1524720937013626,0.2,0.26888298988342285,0.11798650659620762,0.052279889583587646,0.017014138,-0.01823606955586001
,,,44100,,,,147,2.13,0,-0.25240147,0.81,64229,,,,,,,,,,
44400,1.18,0.98,44400,-0.028954789428971707,0,20664,,,,,,,0.001,1470,-0.3259346321225166,0.17312176302075385,0.2,0.09479784965515137,0.15955255813896657,0.023564480245113373,0.080144584,-0.0310209947405383
,,,44400,,,,148,2.01,0,-0.15700955000000003,0.86,64660,,,,,,,,,,
44700,1.44,0.96,44700,-0.032133247312158345,0,20809,,,,,,,0.001,1480,-0.2911414496600628,0.15992985516786576,0.2,0.2083762288093567,0.10990767106413842,0.03756474703550339,0.03149016,-0.01991516408743337
,,,44700,,,,149,1.97,0,-0.19810657999999998,0.86,65092,,,,,,,,,,
45000,1.46,0.9,45000,-0.11552443863824009,0,20947,,,,,,,0.001,1490,-0.27732883766293526,0.12693258225917817,0.2,0.40748918056488037,0.09572088159620762,-0.008292675018310547,0.1407921,-0.022745859064161777
,,,45000,,,,150,2.06,0,-0.18075823,0.83,65514,,,,,,,,,,
45300,1.72,0.88,45300,-0.12413548869080841,0,21086,,,,,,,0.001,1500,-0.34008193463087083,0.17850956097245216,0.2,0.09444296360015869,0.11406250074505805,0.01808597892522812,0.04476948,-0.02906739742611535
,,,45300,,,,151,2.15,0,-0.24743350999999997,0.82,65954,,,,,,,,,,
45600,1.56,0.96,45600,-0.016229266794398428,0,21228,,,,,,,0.001,1510,-0.25286539644002914,0.14975085705518723,0.2,0.3621199131011963,0.1438742909580469,0.022027764469385147,0.07606162,-0.023776645271573214
,,,45600,,,,152,2.18,0,-0.2030593,0.81,66377,,,,,,,,,,
45900,1.24,0.98,45900,-0.010434642760083079,0,21367,,,,,,,0.001,1520,-0.23732166215777398,0.17951597943902015,0.2,0.09412944316864014,0.10802556909620761,0.04076829180121422,0.04409318,-0.017312875075731426
,,,45900,,,,153,2.1,0,-0.23067938000000002,0.79,66778,,,,,,,,,,
46200,1.26,0.98,46200,-0.030711257820948957,0,21512,,,,,,,0.001,1530,-0.22549618184566497,0.17081301435828208,0.2,0.29803186655044556,0.09375000074505806,0.013799477368593216,0.041278876,-0.021564882108941676
,,,46200,,,,154,2.03,0,-0.19645324999999997,0.84,67196,,,,,,,,,,
46500,1.36,0.94,46500,-0.07403712908737362,0,21654,,,,,,,0.001,1540,-0.2058589093387127,0.16371090151369572,0.2,0.2570316791534424,0.08955965973436833,0.05518055334687233,0.023460519,-0.017329595086630435
,,,46500,,,,155,2.02,0,-0.2031549,0.83,67628,,,,,,,,,,
46800,1.48,0.92,46800,-0.09276261345483362,0,21801,,,,,,,0.001,1550,-0.21245547831058503,0.17106137834489346,0.2,0.21287089586257935,0.08631037026643754,0.03725879639387131,0.04164176,-0.016534703527577223
,,,46800,,,,156,1.97,0,-0.18486430999999995,0.84,68081,,,,,,,,,,
47100,1.34,0.94,47100,-0.07095062609761954,0,21959,,,,,,,0.001,1560,-0.16831130124628543,0.16053001657128335,0.2,0.21676021814346313,0.076526989787817,0.00860726460814476,0.06940402,-0.018789100355206756
,,,47100,,,,157,1.84,0,-0.15648220999999998,0.86,68516,,,,,,,,,,
47400,1.36,0.96,47400,-0.05325761345680803,0,22107,,,,,,,0.001,1570,-0.17082186341285704,0.13748510219156743,0.2,0.2913249731063843,0.077894177287817,0.05101117491722107,0.02419381,-0.019136431074002758
,,,47400,,,,158,2.08,0,-0.22429808999999998,0.8,68957,,,,,,,,,,
47700,1.52,0.92,47700,-0.07682279326021671,0,22270,,,,,,,0.001,1580,-0.1862113893032074,0.15800261348485947,0.2,0.2108021378517151,0.08538707420229912,0.033611997961997986,0.046521965,-0.020463460555765776
,,,47700,,,,159,1.93,0,-0.19714284999999998,0.84,69404,,,,,,,,,,
48000,1.78,0.88,48000,-0.1377918709628284,0,22425,,,,,,,0.001,1590,-0.18225555159151555,0.13094690721482038,0.2,0.35448503494262695,0.08265269994735717,0.007662329822778702,0.054983675,-0.013129458224284463
,,,48000,,,,160,2.04,0,-0.19610028999999998,0.82,69843,,,,,,,,,,
48300,1.46,0.92,48300,-0.07472814914304764,0,22573,,,,,,,0.001,1600,-0.19711622074246407,0.1752198651432991,0.2,0.13035356998443604,0.0912464488297701,0.004635550081729889,0.058449022,-0.020890805980889125
,,,48300,,,,161,2.08,0,-0.24590529,0.78,70314,,,,,,,,,,
48600,1.28,0.96,48600,-0.050708936345763504,0,22718,,,,,,,0.001,1610,-0.20661754682660102,0.1414803870022297,0.2,0.38601154088974,0.07753906361758708,0.02392418123781681,0.02727076,-0.019052156480029225
,,,48600,,,,162,2.11,0,-0.21491103999999997,0.8,70758,,,,,,,,,,
48900,1.44,0.92,48900,-0.07322235998231917,0,22871,,,,,,,0.001,1620,-0.20473916009068488,0.164575681835413,0.2,0.1838321089744568,0.06466619409620762,0.022818677127361298,0.021797463,-0.015209564508404582
,,,48900,,,,163,1.9,0,-0.19870107,0.84,71329,,,,,,,,,,
49200,1.3,0.96,49200,-0.049920875197276476,0,23029,,,,,,,0.001,1630,-0.21944945082068443,0.15191472694277763,0.2,0.2814382314682007,0.09596946090459824,0.02459341287612915,0.05502049,-0.023541307647246868
,,,49200,,,,164,1.94,0,-0.20593634000000005,0.83,71798,,,,,,,,,,
49500,1.32,0.96,49500,-0.030989533425308764,0,23171,,,,,,,0.001,1640,-0.20899600349366665,0.13013030849397184,0.2,0.3564571142196655,0.09197443276643753,0.021201396360993385,0.042245843,-0.017518830332846846
,,,49500,,,,165,2.0,0,-0.18232535000000002,0.83,72223,,,,,,,,,,
49800,1.34,0.94,49800,-0.07134518642909825,0,23311,,,,,,,0.001,1650,-0.21029180362820626,0.15702119283378124,0.2,0.2542063593864441,0.07707741595804692,0.017372649163007736,0.04428564,-0.02086796233197674
,,,49800,,,,166,2.0,0,-0.18490074,0.82,72655,,,,,,,,,,
50100,1.4,0.92,50100,-0.0629539904696867,0,23457,,,,,,,0.001,1660,-0.1967869833111763,0.15216102227568626,0.2,0.35636550188064575,0.09417613781988621,0.01006467267870903,0.021227092,-0.01988169407704845
,,,50100,,,,167,2.05,0,-0.19533492000000002,0.8,73084,,,,,,,,,,
50400,1.12,0.98,50400,-0.007763917711563408,0,23601,,,,,,,0.001,1670,-0.17769894376397133,0.18168515600264074,0.2,0.11469346284866333,0.0685546886175871,0.06224078685045242,0.021331191,-0.014737848681397736
,,,50400,,,,168,2.02,0,-0.22402028,0.83,73499,,,,,,,,,,
50700,1.26,0.96,50700,-0.054761112201958895,0,23758,,,,,,,0.001,1680,-0.20774275064468384,0.15337955430150033,0.2,0.2612684965133667,0.08000710234045982,0.038749273866415024,0.04323007,-0.012616193492431194
,,,50700,,,,169,1.83,0,-0.15365342999999998,0.87,73934,,,,,,,,,,
51000,1.64,0.88,51000,-0.12043031301815063,0,23888,,,,,,,0.001,1690,-0.17200483232736588,0.1526462145149708,0.2,0.24670428037643433,0.09893466047942638,0.02827887237071991,0.011614565,-0.01283145071938634
,,,51000,,,,170,2.24,0,-0.27129718,0.74,74379,,,,,,,,,,
51300,1.56,0.88,51300,-0.12254446810111404,0,24044,,,,,,,0.001,1700,-0.22013079226017,0.20311002060770988,0.2,0.10093432664871216,0.10300071202218533,0.00034820660948753357,0.042072505,-0.018237560425768608
,,,51300,,,,171,1.92,0,-0.22177546,0.83,74828,,,,,,,,,,
51600,1.54,0.88,51600,-0.11807625900954008,0,24174,,,,,,,0.001,1710,-0.207449584454298,0.18506771996617316,0.2,0.20960384607315063,0.08172940388321877,0.024881083518266678,0.12592912,-0.01901415379252285
,,,51600,,,,172,2.28,0,-0.24991263,0.77,75272,,,,,,,,,,
51900,1.5,0.9,51900,-0.07522845325060189,0,24319,,,,,,,0.001,1720,-0.2773268774151802,0.1562508799135685,0.2,0.2725602388381958,0.10999644957482815,0.03128670156002045,0.04980784,-0.02371226412942633
,,,51900,,,,173,2.04,0,-0.21573453000000004,0.81,75717,,,,,,,,,,
52200,1.54,0.94,52200,-0.07228071738965809,0,24474,,,,,,,0.001,1730,-0.2554483041167259,0.16737017817795277,0.2,0.2737770080566406,0.08156960345804691,0.05431674048304558,0.030059887,-0.015874870418338106
,,,52200,,,,174,1.86,0,-0.17941306,0.86,76160,,,,,,,,,,
52500,1.38,0.98,52500,-0.031974168312735855,0,24627,,,,,,,0.001,1740,-0.2646807014942169,0.14857774525880812,0.2,0.27560335397720337,0.10438565425574779,0.041279274970293045,0.06383738,-0.014274763473076746
,,,52500,,,,175,1.89,0,-0.19273605,0.85,76595,,,,,,,,,,
52800,1.3,0.98,52800,-0.032931770156137644,0,24771,,,,,,,0.001,1750,-0.33237999603152274,0.15906233340501785,0.2,0.32851743698120117,0.14312855154275894,0.023953687399625778,0.0774107,-0.022547462536022068
,,,52800,,,,176,2.04,0,-0.20917386999999998,0.83,77012,,,,,,,,,,
53100,1.46,0.94,53100,-0.054035324845463036,0,24935,,,,,,,0.001,1760,-0.378268837928772,0.15296217761933803,0.2,0.2902539372444153,0.15518466085195542,-0.01638808473944664,0.06813949,-0.03449543903116137
