env/completion_counter,eval/mean_reward,env/current_idx,eval/mean_ep_length,time/total_timesteps,env/n_steps,eval/success_rate,time/fps,rollout/success_rate,time/iterations,time/time_elapsed,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_range,train/clip_fraction,train/entropy_loss,train/policy_gradient_loss,train/n_updates,train/learning_rate,train/explained_variance,train/loss,train/value_loss,train/approx_kl
,,,,4500,,,0,0.75,15,6678,2.52,-0.30967968,,,,,,,,,,
0,-0.05040307098068297,1832,1.34,4800,4800,0.96,,,,,,,0.2,0.1952272719144821,-1.431390299797058,-0.03743146645836532,75,0.001,0.10939997434616089,-0.020050518214702606,0.16219345450401307,0.01866678
,,,,4800,,,0,0.78,16,7130,2.27,-0.27815464999999995,,,,,,,,,,
0,-0.07491423205472529,1971,1.4,5100,5100,0.94,,,,,,,0.2,0.21551136404275895,-1.4722143936157226,-0.049376481659710404,80,0.001,0.15346097946166992,-0.04439277574419975,0.13388210341334342,0.024721498
,,,,5100,,,0,0.8,17,7602,2.22,-0.2552428,,,,,,,,,,
0,-0.03170990348793566,2120,1.4,5400,5400,0.98,,,,,,,0.2,0.18426136374473573,-1.304369945526123,-0.03880379499867558,85,0.001,0.19181257486343384,-0.006351131945848465,0.1515420553088188,0.023061212
,,,,5400,,,0,0.82,18,8051,1.99,-0.21762301999999997,,,,,,,,,,
0,-0.09450414011254907,2247,1.52,5700,5700,0.9,,,,,,,0.2,0.16806818246841432,-1.2657138013839722,-0.0389836991764605,90,0.001,0.028529882431030273,-0.058362096548080444,0.13053544074296952,0.018845772
,,,,5700,,,0,0.77,19,8518,2.45,-0.26790600000000003,,,,,,,,,,
0,-0.13861439326778055,2384,1.72,6000,6000,0.86,,,,,,,0.2,0.148352273106575,-1.1508014822006225,-0.021885636746883392,95,0.001,0.16739165782928467,1.4759600162506104e-05,0.1674305236339569,0.013435543
,,,,6000,,,0,0.85,20,8998,2.11,-0.21520359999999997,,,,,,,,,,
0,-0.09338207456748933,2536,1.48,6300,6300,0.92,,,,,,,0.2,0.2059090918302536,-1.1978814315795898,-0.040654552802443504,100,0.001,0.10557550191879272,-0.0653749331831932,0.1557686918973923,0.024981944
,,,,6300,,,0,0.86,21,9448,1.91,-0.17007466000000002,,,,,,,,,,
0,-0.05031173173338175,2699,1.3,6600,6600,0.96,,,,,,,0.2,0.1338636365532875,-1.1594206047058107,-0.034536796566098926,105,0.001,0.06922358274459839,0.006047140806913376,0.13420260533690453,0.015603712
,,,,6600,,,0,0.92,22,9908,1.79,-0.09971537999999996,,,,,,,,,,
0,-0.07006424083840102,2829,1.3,6900,6900,0.94,,,,,,,0.2,0.1555681821703911,-1.1467383432388305,-0.0303300017490983,110,0.001,0.16025996208190918,-0.015547404065728188,0.12130167290568351,0.01424399
,,,,6900,,,0,0.78,23,10363,2.3,-0.22563559000000002,,,,,,,,,,
0,-0.049674363839440044,2979,1.2,7200,7200,0.96,,,,,,,0.2,0.14846590995788575,-1.1879599714279174,-0.026449237540364264,115,0.001,-0.057360172271728516,-0.016076944768428802,0.16821259915828704,0.014826586
,,,,7200,,,0,0.84,24,10821,2.05,-0.21274628000000004,,,,,,,,,,
0,-0.12134427723009139,3136,1.56,7500,7500,0.9,,,,,,,0.2,0.17749999970197677,-1.1212405109405517,-0.0416064278408885,120,0.001,0.07256877422332764,-0.0055127814412117004,0.15400900810956955,0.023226779
,,,,7500,,,0,0.84,25,11317,2.0,-0.16139833999999997,,,,,,,,,,
0,-0.11695778307970613,3286,1.7,7800,7800,0.9,,,,,,,0.2,0.19312499970197677,-1.02103777885437,-0.03855150759220123,125,0.001,0.11816394329071045,-0.017474152147769928,0.13466029733419418,0.023502957
,,,,7800,,,0,0.82,26,11808,2.12,-0.21319789,,,,,,,,,,
0,-0.07635663875378668,3442,1.3,8100,8100,0.94,,,,,,,0.2,0.14829545497894286,-1.0785071182250976,-0.03297815483063459,130,0.001,0.19621062278747559,0.0013474039733409882,0.15030871331691742,0.025232678
,,,,8100,,,0,0.84,27,12261,1.92,-0.20947379,,,,,,,,,,
0,-0.049511530287563804,3578,1.22,8400,8400,0.96,,,,,,,0.2,0.20789772808551787,-1.0728369688987731,-0.04259728005155921,135,0.001,0.24285370111465454,-0.03160201013088226,0.13985890716314317,0.02783367
,,,,8400,,,0,0.81,28,12719,2.07,-0.23727962000000005,,,,,,,,,,
