rollout/ep_len_mean,time/iterations,time/total_timesteps,time/fps,time/time_elapsed,env/completion_counter,rollout/ep_rew_mean,env/current_idx,env/n_steps,rollout/success_rate,train/policy_gradient_loss,train/n_updates,train/value_loss,train/clip_fraction,train/explained_variance,train/entropy_loss,train/loss,train/approx_kl,train/clip_range,train/learning_rate,eval/mean_ep_length,eval/mean_reward,eval/success_rate
1.38,122,7320,0,9108,0,-0.07151105,5244,7320,0.93,-0.0033726253286779696,1210,0.041601139679551126,0.0,0.5971561670303345,-0.45738257467746735,0.011248018592596054,0.0016128123,0.2,0.0001,,,
1.28,123,7380,0,9183,0,-0.050350219999999994,5297,7380,0.95,3.3275783421160555e-06,1220,0.1183477021753788,0.0,0.0362052321434021,-0.4215698212385178,0.04899875819683075,0.0001195391,0.2,0.0001,,,
1.33,124,7440,0,9262,0,-0.06186338999999998,5336,7440,0.93,-0.0012799011075791179,1230,0.03246196694672108,0.0,-90.41848754882812,-0.40131660401821134,0.006073510739952326,0.00021170973,0.2,0.0001,,,
1.43,125,7500,0,9342,0,-0.08339565,5379,7500,0.9,0.00024055053727352061,1240,0.1866328626871109,0.0,0.08358234167098999,-0.3861049324274063,0.07794424891471863,5.6038302e-06,0.2,0.0001,,,
1.36,126,7560,0,9417,0,-0.06329945999999999,5426,7560,0.93,-0.00017067074801175864,1250,0.1018500417470932,0.0,0.25442957878112793,-0.38382403254508973,0.046817488968372345,1.0550022e-05,0.2,0.0001,,,
1.37,127,7620,0,9488,0,-0.05542250000000001,5462,7620,0.93,-0.0031263291030578346,1260,0.08969498798251152,0.0,-0.43725156784057617,-0.387977859377861,0.02707868628203869,0.00015206038,0.2,0.0001,,,
1.38,128,7680,0,9566,0,-0.07466977,5510,7680,0.92,0.00013856842919857115,1270,0.12659413143992423,0.0,0.24376416206359863,-0.3767572194337845,0.05472910404205322,4.319946e-05,0.2,0.0001,,,
1.32,129,7740,0,9639,0,-0.06160128,5558,7740,0.93,-0.0017258940901957232,1280,0.10598421543836593,0.0,0.0297621488571167,-0.3702358305454254,0.04491402208805084,8.300543e-05,0.2,0.0001,,,
1.28,130,7800,0,9711,0,-0.04143770000000001,5604,7800,0.96,-0.0010433814849907463,1290,0.05417397320270538,0.0,0.09042304754257202,-0.363797652721405,0.020193198695778847,9.3314055e-05,0.2,0.0001,,,
1.29,131,7860,0,9794,0,-0.06262892999999999,5651,7860,0.94,2.2876264665683265e-06,1300,0.08634138330817223,0.0,0.03600573539733887,-0.35235805809497833,0.03775909170508385,2.2709369e-06,0.2,0.0001,,,
1.31,132,7920,0,9864,0,-0.07273501,5694,7920,0.92,-0.00011541480712686791,1310,0.10706819519400597,0.0,0.2735525965690613,-0.3530930787324905,0.04814436286687851,1.2899439e-05,0.2,0.0001,,,
1.32,133,7980,0,9941,0,-0.07213928,5742,7980,0.92,-0.0014719586515760774,1320,0.10500452816486358,0.0,0.2696133852005005,-0.3638609051704407,0.04445348307490349,0.00034975508,0.2,0.0001,,,
1.37,134,8040,0,10015,0,-0.08154316,5778,8040,0.91,-0.0004381866790451161,1330,0.05525317378342152,0.0,0.4592549204826355,-0.3861974000930786,0.02346053719520569,9.544194e-05,0.2,0.0001,,,
1.34,135,8100,0,10098,0,-0.07256934,5829,8100,0.93,0.00011222337634535507,1340,0.19507215917110443,0.0,0.07485449314117432,-0.39922055304050447,0.08483275026082993,2.4010737e-06,0.2,0.0001,,,
1.14,136,8160,0,10179,0,-0.019015709999999998,5884,8160,0.99,-0.0037624476543474117,1350,0.09853090494871139,0.0,-0.3903859853744507,-0.3878058910369873,0.03580377250909805,0.0001787742,0.2,0.0001,,,
1.19,137,8220,0,10258,0,-0.028859559999999996,5930,8220,0.97,-0.00017769197698118687,1360,0.031584312580525874,0.0,-452.8550720214844,-0.3664614617824554,0.008143642917275429,5.5046876e-05,0.2,0.0001,,,
1.27,138,8280,0,10349,0,-0.06027569,5976,8280,0.94,-9.936531303544882e-05,1370,0.11243417114019394,0.0,0.025386571884155273,-0.3574840575456619,0.049489326775074005,9.530782e-06,0.2,0.0001,,,
1.36,139,8340,0,10446,0,-0.09104578,6017,8340,0.9,-0.0007266153985983515,1380,0.15784872472286224,0.0,-0.031238794326782227,-0.3606533259153366,0.06532351672649384,4.1162966e-05,0.2,0.0001,,,
1.44,140,8400,0,10522,0,-0.09431899000000002,6056,8400,0.9,-9.588976713228447e-05,1390,0.11528362035751342,0.0,0.27625054121017456,-0.3510997712612152,0.05189863219857216,8.467833e-06,0.2,0.0001,,,
1.38,141,8460,0,10591,0,-0.10660346999999999,6100,8460,0.91,-0.0006367112890681703,1400,0.17050407081842422,0.0,0.06281036138534546,-0.35043026208877565,0.07633979618549347,4.43846e-05,0.2,0.0001,,,
1.4,142,8520,0,10674,0,-0.10453435999999998,6141,8520,0.89,-0.0007162186434531481,1410,0.10558126345276833,0.0,0.5257447957992554,-0.3527316987514496,0.042076729238033295,3.368159e-05,0.2,0.0001,,,
1.42,143,8580,0,10752,0,-0.09556647000000001,6181,8580,0.89,-0.0004058536811742286,1420,0.16733094453811645,0.0,-0.16537749767303467,-0.3474573940038681,0.0739852711558342,4.397432e-05,0.2,0.0001,,,
1.38,144,8640,0,10828,0,-0.0835167,6230,8640,0.91,-0.0005968744245667068,1430,0.1439574182033539,0.0,0.009420812129974365,-0.3583487570285797,0.06460725516080856,0.000142319,0.2,0.0001,,,
1.33,145,8700,0,10909,0,-0.061942580000000004,6272,8700,0.94,-0.00024831841156509605,1440,0.07130420729517936,0.0,0.3964042067527771,-0.373359614610672,0.03236520662903786,0.00011726518,0.2,0.0001,,,
1.27,146,8760,0,10986,0,-0.04052933000000001,6324,8760,0.96,-0.00029181748633462236,1450,0.10525256171822547,0.0,-0.09054005146026611,-0.3875589042901993,0.04591190814971924,2.703468e-05,0.2,0.0001,,,
1.19,147,8820,0,11060,0,-0.04237081,6373,8820,0.96,-0.0017039668955840081,1460,0.03508241213858128,0.0,0.3769814372062683,-0.398551219701767,0.011713859625160694,0.00045080882,0.2,0.0001,,,
1.36,148,8880,0,11131,0,-0.08579813000000001,6411,8880,0.91,-0.000987096432324286,1470,0.06797795891761779,0.0,0.4005228281021118,-0.4222700834274292,0.02602434530854225,0.00014672974,0.2,0.0001,,,
1.45,149,8940,0,11205,0,-0.10721873,6455,8940,0.89,-7.595891770808549e-05,1480,0.1631031796336174,0.0,0.14992904663085938,-0.4238734900951385,0.06912163645029068,3.509124e-05,0.2,0.0001,,,
1.22,150,9000,0,11277,0,-0.05006438,6510,9000,0.95,7.736783469827201e-05,1490,0.11668805778026581,0.0,0.14829516410827637,-0.4200910121202469,0.051713913679122925,6.3111383e-06,0.2,0.0001,,,
1.15,151,9060,0,11351,0,-0.04896096999999999,6557,9060,0.96,-0.0002243814666144317,1500,0.057026051357388495,0.0,0.12856364250183105,-0.4233806222677231,0.024316517636179924,1.2427568e-05,0.2,0.0001,,,
1.28,152,9120,0,11428,0,-0.09365276000000002,6603,9120,0.92,2.6833017546579185e-06,1510,0.15926876962184905,0.0,0.04682642221450806,-0.4281806915998459,0.06362532824277878,2.1438796e-05,0.2,0.0001,,,
1.34,153,9180,0,11496,0,-0.08605078,6649,9180,0.93,-0.002954624038102338,1520,0.10538166463375091,0.0,0.45872658491134644,-0.4241626888513565,0.042703017592430115,0.00026923817,0.2,0.0001,,,
1.35,154,9240,0,11571,0,-0.07693349000000002,6694,9240,0.94,0.00025588815250898733,1530,0.09852470979094505,0.0,0.37317466735839844,-0.400616329908371,0.03483552485704422,8.028447e-05,0.2,0.0001,,,
1.35,155,9300,0,11645,0,-0.08553825,6738,9300,0.93,-0.00046284745132045834,1540,0.10978200510144234,0.0,0.27248722314834595,-0.39033569395542145,0.0445559062063694,8.804103e-05,0.2,0.0001,,,
1.32,156,9360,0,11713,0,-0.09255775,6783,9360,0.91,-0.0010382691502067054,1550,0.10291034877300262,0.0,0.3977687954902649,-0.38064056932926177,0.04064399003982544,6.139378e-05,0.2,0.0001,,,
1.39,157,9420,0,11785,0,-0.09485833999999999,6823,9420,0.89,-0.002013070073250356,1560,0.16646037250757217,0.0,0.02287501096725464,-0.3634557604789734,0.06876669079065323,0.0001786381,0.2,0.0001,,,
1.37,158,9480,0,11857,0,-0.08457917999999996,6872,9480,0.91,0.00049999237002325,1570,0.15986789017915726,0.0,0.06868302822113037,-0.3484647125005722,0.07363607734441757,2.8345983e-05,0.2,0.0001,,,
1.14,159,9540,0,11933,0,-0.020195560000000005,6926,9540,0.99,-0.0003892637210932026,1580,0.03410105705261231,0.0,0.41858333349227905,-0.35651829838752747,0.011037099175155163,2.1252035e-05,0.2,0.0001,,,
1.12,160,9600,0,12013,0,-0.008116179999999999,6977,9600,1.0,-0.002394872184862251,1590,0.06454162821173667,0.0,0.028961658477783203,-0.3501213163137436,0.02283395640552044,8.626978e-05,0.2,0.0001,,,
1.23,161,9660,0,12082,0,-0.02994037,7021,9660,0.97,0.0006000768895805919,1600,0.017252011969685555,0.0,-121.24725341796875,-0.3373975306749344,0.00633787177503109,8.609891e-05,0.2,0.0001,,,
1.38,162,9720,0,12153,0,-0.062491379999999985,7061,9720,0.94,-0.0026673992732440866,1610,0.11292375922203064,0.0,-0.017157435417175293,-0.33480302095413206,0.04441268742084503,9.791653e-05,0.2,0.0001,,,
1.35,163,9780,0,12228,0,-0.0612956,7111,9780,0.94,0.00035584464649827117,1620,0.1217783585190773,0.0,-0.024948716163635254,-0.3185365527868271,0.05484616011381149,1.6431013e-05,0.2,0.0001,,,
1.22,164,9840,0,12300,0,-0.03903927999999999,7160,9840,0.95,-0.0016389353620373192,1630,0.06819372400641441,0.0,-0.10720765590667725,-0.3126908212900162,0.024679765105247498,7.116099e-05,0.2,0.0001,,,
1.31,165,9900,0,12368,0,-0.06338782999999998,7203,9900,0.92,-0.006476635145954646,1640,0.06479353420436382,0.010000000521540642,0.36970067024230957,-0.3209719717502594,0.017709288746118546,0.001383244,0.2,0.0001,,,
1.27,166,9960,0,12435,0,-0.05296322999999999,7252,9960,0.94,-0.0017958522578313207,1650,0.11169332712888717,0.0,0.3067348599433899,-0.2714988231658936,0.046488720923662186,0.000283734,0.2,0.0001,,,
1.33,167,10020,0,12506,0,-0.06154743,7292,10020,0.93,-5.217134938595436e-05,1660,0.0582664642482996,0.0,0.12354618310928345,-0.2568164557218552,0.024139385670423508,1.0928512e-05,0.2,0.0001,,,
1.35,168,10080,0,12574,0,-0.07172217,7338,10080,0.92,-0.005364169863363166,1670,0.17425260096788406,0.015000000782310962,-0.003190279006958008,-0.27622339129447937,0.07211652398109436,0.032531925,0.2,0.0001,,,
1.29,169,10140,0,12643,0,-0.06266130999999998,7384,10140,0.93,-0.00010760987890527929,1680,0.05587868243455887,0.0,0.07844716310501099,-0.24231306612491607,0.024888353422284126,1.1314948e-05,0.2,0.0001,,,
1.37,170,10200,0,12712,0,-0.10429962,7426,10200,0.89,-0.0009562771046088159,1690,0.10866219699382781,0.0,0.290283203125,-0.23435606807470322,0.04520394653081894,8.8902314e-05,0.2,0.0001,,,
1.45,171,10260,0,12778,0,-0.14391628999999995,7462,10260,0.87,-1.8022457821009751e-06,1700,0.13629245832562448,0.0,0.3045945167541504,-0.22269972562789916,0.06203373894095421,1.4324983e-06,0.2,0.0001,,,
1.49,172,10320,0,12851,0,-0.14492082,7506,10320,0.87,-0.002103086091519657,1710,0.14818175584077836,0.0,0.29935890436172485,-0.21762900203466415,0.06212583929300308,0.00016717514,0.2,0.0001,,,
1.4,173,10380,0,12923,0,-0.12359416,7552,10380,0.89,1.3132889894462708e-07,1720,0.14048389941453934,0.0,0.2243836522102356,-0.21576320230960847,0.06476802378892899,0.0,0.2,0.0001,,,
1.38,174,10440,0,12990,0,-0.10224568999999999,7594,10440,0.89,-0.000533134627476084,1730,0.11032969802618027,0.0,0.3877810835838318,-0.21680088937282563,0.04835524037480354,4.4761102e-05,0.2,0.0001,,,
1.52,175,10500,0,13061,0,-0.12370429000000001,7630,10500,0.85,-0.004309099523040238,1740,0.12169847860932351,0.013333334028720856,0.07826966047286987,-0.2484705477952957,0.045974843204021454,0.00824156,0.2,0.0001,,,
1.45,176,10560,0,13133,0,-0.10203358000000003,7675,10560,0.88,1.2328376278691878e-05,1750,0.1810323029756546,0.0,0.09813898801803589,-0.22462413609027862,0.08067119121551514,2.1219253e-06,0.2,0.0001,,,
1.32,177,10620,0,13208,0,-0.08398823,7721,10620,0.92,-5.7428082447241735e-05,1760,0.10916034504771233,0.0,0.21966713666915894,-0.22555004209280013,0.05038702115416527,2.8620163e-06,0.2,0.0001,,,
1.37,178,10680,0,13291,0,-0.10613349,7764,10680,0.91,3.086465066637345e-07,1770,0.10455572158098221,0.0,0.35216081142425537,-0.22831938564777374,0.05006365850567818,6.188949e-07,0.2,0.0001,,,
1.4,179,10740,0,13359,0,-0.11616420999999999,7807,10740,0.9,-0.0016872815375973183,1780,0.127864708006382,0.0,0.3026788830757141,-0.2245679408311844,0.0551396943628788,0.00014773806,0.2,0.0001,,,
1.25,180,10800,0,13433,0,-0.07010027,7859,10800,0.94,-0.004389469646072719,1790,0.10836425200104713,0.0,0.36945581436157227,-0.20766732096672058,0.04162302240729332,0.000398011,0.2,0.0001,,,
1.15,181,10860,0,13497,0,-0.02911556,7909,10860,0.98,0.0007808434435478517,1800,0.08377106487751007,0.0,0.14571672677993774,-0.1883493572473526,0.03546319901943207,0.00016483566,0.2,0.0001,,,
1.32,182,10920,0,13565,0,-0.07111574,7949,10920,0.94,-2.476076250479409e-07,1810,0.06274286359548568,0.0,-0.01235818862915039,-0.1828548565506935,0.02987690642476082,1.1920929e-07,0.2,0.0001,,,
1.36,183,10980,0,13639,0,-0.08076473,7995,10980,0.93,-0.0002555388233182576,1820,0.15588002502918244,0.0,0.09504503011703491,-0.1823361560702324,0.06888821721076965,2.310574e-05,0.2,0.0001,,,
1.41,184,11040,0,13706,0,-0.09160178999999999,8030,11040,0.91,-0.00036060573972154233,1830,0.0981428861618042,0.0,0.22431981563568115,-0.1872152417898178,0.04471316188573837,3.5649537e-05,0.2,0.0001,,,
1.43,185,11100,0,13771,0,-0.10226478,8081,11100,0.9,-0.00021076977431668808,1840,0.12647024765610695,0.0,0.3567603826522827,-0.19129723459482192,0.0553031750023365,1.8024444e-05,0.2,0.0001,,,
1.37,186,11160,0,13846,0,-0.09269272999999999,8122,11160,0.92,-0.000755284327218142,1850,0.11766885593533516,0.0,-0.09047818183898926,-0.20034426897764207,0.05054226890206337,0.00010170142,0.2,0.0001,,,
1.26,187,11220,0,13928,0,-0.060832359999999974,8172,11220,0.95,-0.0012165978704191227,1860,0.13625665828585626,0.0,0.3289235830307007,-0.2115603506565094,0.059850532561540604,0.00011483729,0.2,0.0001,,,
1.26,188,11280,0,13996,0,-0.05088900999999999,8218,11280,0.95,-0.0002892214607225441,1870,0.06779646016657352,0.0,0.04574519395828247,-0.2207635000348091,0.02871750481426716,1.3198455e-05,0.2,0.0001,,,
1.3,189,11340,0,14069,0,-0.05210076999999999,8265,11340,0.93,-3.884961267965892e-05,1880,0.0837637685239315,0.0,0.3009262681007385,-0.21739957183599473,0.039246395230293274,2.7736028e-06,0.2,0.0001,,,
1.2,190,11400,0,14138,0,-0.02959155,8318,11400,0.95,-0.00015349129679327335,1890,0.07218833416700363,0.0,-0.2718658447265625,-0.2347593754529953,0.03157206252217293,0.0003079911,0.2,0.0001,,,
1.18,191,11460,0,14206,0,-0.03839104,8364,11460,0.95,-2.6171654349127492e-05,1900,0.03481424376368523,0.0,0.3919872045516968,-0.2181561127305031,0.016729192808270454,1.7613172e-06,0.2,0.0001,,,
1.26,192,11520,0,14280,0,-0.07378045999999999,8412,11520,0.93,-0.0001838082087246562,1910,0.07485388144850731,0.0,0.2926824688911438,-0.22058475613594056,0.03207559138536453,2.1915634e-05,0.2,0.0001,,,
1.37,193,11580,0,14353,0,-0.09623386,8455,11580,0.91,-0.0006630014536980866,1920,0.08763214126229286,0.0,0.4722338318824768,-0.2235040247440338,0.036491815000772476,3.2764674e-05,0.2,0.0001,,,
1.37,194,11640,0,14426,0,-0.10634743,8500,11640,0.91,-7.725258750479469e-07,1930,0.09987329989671707,0.0,0.4456202983856201,-0.21953212469816208,0.045116860419511795,2.3643176e-07,0.2,0.0001,,,
1.48,195,11700,0,14508,0,-0.14432356999999998,8533,11700,0.87,-0.0007594753374481567,1940,0.09156613275408745,0.0,0.4826282858848572,-0.21509042680263518,0.039120808243751526,3.9397677e-05,0.2,0.0001,,,
1.59,196,11760,0,14573,0,-0.16754113,8573,11760,0.84,0.000872750830021829,1950,0.17683754563331605,0.0,0.33282792568206787,-0.20655120313167571,0.07109275460243225,3.0447047e-05,0.2,0.0001,,,
1.45,197,11820,0,14642,0,-0.09503573999999998,8616,11820,0.9,-0.0003297735310479055,1960,0.21729491353034974,0.0,0.06698423624038696,-0.20762929320335388,0.09633222222328186,2.334714e-05,0.2,0.0001,,,
1.39,198,11880,0,14714,0,-0.06317768000000001,8662,11880,0.93,3.937199671173452e-05,1970,0.14384021759033203,0.0,0.023940205574035645,-0.2372537672519684,0.04386984184384346,2.3543835e-06,0.2,0.0001,,,
1.33,199,11940,0,14782,0,-0.06257093000000001,8708,11940,0.94,2.8014183550695293e-07,1980,0.04573888592422008,0.0,0.2859553098678589,-0.2090701177716255,0.0219753198325634,1.1920929e-07,0.2,0.0001,,,
,,12000,,,0,,8748,12000,,5.3173800401040696e-06,1990,0.11901979222893715,0.0,0.3688236474990845,-0.20813555866479874,0.04420393705368042,3.2583873e-07,0.2,0.0001,1.25,-0.04962966882158071,0.93
1.36,200,12000,0,15013,,-0.07214865000000001,,,0.92,,,,,,,,,,,,,
1.28,201,12060,0,15084,0,-0.06134401000000001,8803,12060,0.93,-0.0001844070830582467,2000,0.10012442395091056,0.0,0.3990258574485779,-0.20967754423618318,0.04492582380771637,9.019176e-06,0.2,0.0001,,,
1.18,202,12120,0,15161,0,-0.048939590000000005,8850,12120,0.96,-0.001404465045076364,2010,0.038532639667391774,0.0,0.3650628328323364,-0.20712408572435378,0.011297482997179031,7.2755414e-05,0.2,0.0001,,,
1.22,203,12180,0,15233,0,-0.03908256999999999,8901,12180,0.97,3.3511221474213925e-06,2020,0.1391262799501419,0.0,0.1601209044456482,-0.19683537781238555,0.05978241562843323,1.4861424e-06,0.2,0.0001,,,
1.19,204,12240,0,15305,0,-0.00865605,8951,12240,1.0,-1.7260511850025751e-06,2030,0.023068844620138407,0.0,-78.02848052978516,-0.1911290094256401,0.007670501712709665,1.1722247e-07,0.2,0.0001,,,
1.28,205,12300,0,15376,0,-0.05325213000000001,8995,12300,0.96,-0.00587552678460872,2040,0.01023983471095562,0.013333334028720856,-111.88404083251953,-0.19475203901529312,-0.004389012698084116,0.009117324,0.2,0.0001,,,
1.23,206,12360,0,15448,0,-0.06365387000000002,9049,12360,0.95,-0.0019397414555230696,2050,0.2107686549425125,0.0,0.21294724941253662,-0.17373604476451873,0.08447518199682236,8.231103e-05,0.2,0.0001,,,
1.26,207,12420,0,15520,0,-0.040812970000000004,9091,12420,0.95,0.00019738455744420236,2060,0.051171668246388434,0.0,0.14643001556396484,-0.16658155620098114,0.024127976968884468,1.574556e-06,0.2,0.0001,,,
1.44,208,12480,0,15588,0,-0.07325472999999999,9131,12480,0.91,-8.276631446886284e-05,2070,0.09014106094837189,0.0,0.08433139324188232,-0.1692482829093933,0.04208768159151077,9.922186e-06,0.2,0.0001,,,
1.36,209,12540,0,15659,0,-0.06108269999999999,9180,12540,0.92,-0.0002667546256331477,2080,0.10150867477059364,0.0,0.2448403239250183,-0.17202114164829255,0.044861726462841034,2.2788843e-05,0.2,0.0001,,,
1.33,210,12600,0,15731,0,-0.07110277,9224,12600,0.93,-0.00018711502251793631,2090,0.057741007581353185,0.0,0.48138314485549927,-0.1736096993088722,0.023074787110090256,2.896885e-05,0.2,0.0001,,,
1.29,211,12660,0,15805,0,-0.07079750000000001,9275,12660,0.93,-5.075437338142308e-05,2100,0.1432177260518074,0.0,0.031381845474243164,-0.18177878111600876,0.06684090942144394,7.2399775e-06,0.2,0.0001,,,
1.19,212,12720,0,15877,0,-0.03879118000000001,9323,12720,0.96,-4.912416116553686e-07,2110,0.07231996282935142,0.0,0.30606716871261597,-0.1830194815993309,0.03449392318725586,8.046627e-08,0.2,0.0001,,,
1.2,213,12780,0,15948,0,-0.04875423999999999,9372,12780,0.95,-2.9558861748846256e-05,2120,0.05490729622542858,0.0,0.11428797245025635,-0.18423189222812653,0.02296658232808113,1.707673e-06,0.2,0.0001,,,
1.34,214,12840,0,16013,0,-0.08184613000000002,9414,12840,0.91,-0.00037928671354166,2130,0.12319970279932022,0.0,0.19653165340423584,-0.18450692445039749,0.05531492084264755,3.3874312e-05,0.2,0.0001,,,
1.32,215,12900,0,16087,0,-0.08382252999999999,9463,12900,0.92,-0.004329444965696894,2140,0.13216633051633836,0.0,0.2652992606163025,-0.1781855046749115,0.05102585628628731,0.0004397412,0.2,0.0001,,,
1.26,216,12960,0,16157,0,-0.07206894999999998,9508,12960,0.93,0.00031342555196420816,2150,0.12106532827019692,0.0,0.19826644659042358,-0.1652155563235283,0.055932946503162384,0.00012328227,0.2,0.0001,,,
1.32,217,13020,0,16239,0,-0.08084058,9554,13020,0.92,-0.00011504401880912951,2160,0.10510033667087555,0.0,0.2501341700553894,-0.16427665948867798,0.04770052433013916,6.6181024e-06,0.2,0.0001,,,
1.33,218,13080,0,16309,0,-0.061164509999999984,9596,13080,0.93,-0.002384850586919818,2170,0.14010211825370789,0.0,-0.021313071250915527,-0.1547394350171089,0.05898336321115494,0.00019176006,0.2,0.0001,,,
1.28,219,13140,0,16382,0,-0.04123227000000001,9644,13140,0.94,1.1959671971872866e-06,2180,0.07969005852937698,0.0,-0.3654211759567261,-0.1428104266524315,0.03386165201663971,1.1920929e-06,0.2,0.0001,,,
1.36,220,13200,0,16451,0,-0.071893,9681,13200,0.91,1.8351698969754083e-05,2190,0.04503631629049778,0.0,0.32174068689346313,-0.1374771237373352,0.0206181351095438,4.3213367e-07,0.2,0.0001,,,
1.37,221,13260,0,16518,0,-0.07105359,9733,13260,0.91,-0.00040839090814799307,2200,0.16297161281108857,0.0,-0.0028389692306518555,-0.13580885529518127,0.06994729489088058,1.3421973e-05,0.2,0.0001,,,
1.19,222,13320,0,16585,0,-0.029746219999999993,9782,13320,0.98,0.00011381802508072524,2210,0.0616966612637043,0.0,0.1864527463912964,-0.13351511359214782,0.027274472638964653,1.7819802e-05,0.2,0.0001,,,
1.31,223,13380,0,16662,0,-0.05231742,9824,13380,0.94,-3.6173363953384555e-05,2220,0.03870185911655426,0.0,0.35827314853668213,-0.13718461245298386,0.01641460694372654,1.7990668e-06,0.2,0.0001,,,
1.35,224,13440,0,16736,0,-0.07317926999999999,9870,13440,0.92,-1.329084259786839e-05,2230,0.13743004575371742,0.0,0.13105279207229614,-0.1321762830018997,0.060988761484622955,5.284945e-07,0.2,0.0001,,,
1.31,225,13500,0,16813,0,-0.08194194000000002,9916,13500,0.92,-0.0018114997231653662,2240,0.15151976197957992,0.0,-0.07358312606811523,-0.13079652190208435,0.0655113235116005,0.000116720796,0.2,0.0001,,,
1.33,226,13560,0,16886,0,-0.07195135999999999,9959,13560,0.93,-0.0015581025571252739,2250,0.11672951132059098,0.006666667014360428,0.31974101066589355,-0.15238285511732103,0.05070166289806366,0.00066654285,0.2,0.0001,,,
1.34,227,13620,0,16965,0,-0.05182689,10003,13620,0.94,3.549734728380827e-05,2260,0.138469398021698,0.0,0.006858110427856445,-0.11851467415690423,0.056621335446834564,5.374352e-07,0.2,0.0001,,,
1.41,228,13680,0,17034,0,-0.09326836,10043,13680,0.9,-1.9022251045264226e-05,2270,0.08597074896097183,0.0,0.1675233244895935,-0.12272677794098855,0.04168654978275299,1.9162894e-06,0.2,0.0001,,,
1.44,229,13740,0,17107,0,-0.11292959999999998,10085,13740,0.87,-4.322250657438076e-05,2280,0.18785992562770842,0.0,0.17646032571792603,-0.11826808899641036,0.0785929411649704,1.535813e-06,0.2,0.0001,,,
1.36,230,13800,0,17171,0,-0.08219979999999999,10130,13800,0.91,9.139379519851332e-09,2290,0.14341095238924026,0.0,0.27882373332977295,-0.11913359090685845,0.06648571044206619,0.0,0.2,0.0001,,,
1.41,231,13860,0,17243,0,-0.09324489,10173,13860,0.91,-2.578099622851937e-06,2300,0.05282258838415146,0.0,0.5694161653518677,-0.11967206075787544,0.01805225946009159,1.10268594e-07,0.2,0.0001,,,
1.38,232,13920,0,17308,0,-0.08296722000000001,10217,13920,0.9,-4.1524569649453726e-08,2310,0.09193993657827378,0.0,0.41088610887527466,-0.11953426823019982,0.03975925222039223,0.0,0.2,0.0001,,,
1.31,233,13980,0,17383,0,-0.05149444,10267,13980,0.92,-1.917282743679749e-08,2320,0.09915520921349526,0.0,0.31557536125183105,-0.11934259608387947,0.04604936018586159,0.0,0.2,0.0001,,,
1.25,234,14040,0,17459,0,-0.04935885000000001,10315,14040,0.94,-6.556987799726244e-05,2330,0.06431265026330948,0.0,0.18712162971496582,-0.12137826085090637,0.021777059882879257,2.6126702e-07,0.2,0.0001,,,
1.31,235,14100,0,17527,0,-0.09236308000000001,10357,14100,0.91,-2.545371679008035e-05,2340,0.09809586852788925,0.0,0.048409342765808105,-0.1196575291454792,0.045088667422533035,1.7305215e-06,0.2,0.0001,,,
1.29,236,14160,0,17593,0,-0.08369981000000001,10405,14160,0.93,-3.9957363849962844e-05,2350,0.14071177840232849,0.0,0.4553017020225525,-0.11863595098257065,0.051218532025814056,1.5815099e-06,0.2,0.0001,,,
1.34,237,14220,0,17660,0,-0.09488384000000001,10449,14220,0.92,-6.0130654668055784e-05,2360,0.0954912394285202,0.0,0.12379515171051025,-0.1195290133357048,0.045560725033283234,2.3722648e-06,0.2,0.0001,,,
1.35,238,14280,0,17731,0,-0.10153459000000002,10494,14280,0.91,-0.0007495561231917414,2370,0.13749054968357086,0.0,0.2825935482978821,-0.11955296844244004,0.06041685864329338,5.6417783e-05,0.2,0.0001,,,
1.25,239,14340,0,17801,0,-0.08055062999999998,10544,14340,0.93,-0.00017271441409931753,2380,0.12491487562656403,0.0,0.22607851028442383,-0.11711720377206802,0.05598478764295578,9.004275e-06,0.2,0.0001,,,
1.34,240,14400,0,17868,0,-0.08251555999999997,10582,14400,0.91,-0.0001333888372633929,2390,0.1285548448562622,0.0,0.2441922426223755,-0.11983553916215897,0.05865053832530975,1.3322631e-05,0.2,0.0001,,,
1.29,241,14460,0,17943,0,-0.05158923,10635,14460,0.94,-0.0009902663203441796,2400,0.1428196519613266,0.0,-0.06448006629943848,-0.12400494068861008,0.06184138357639313,8.335511e-05,0.2,0.0001,,,
1.16,242,14520,0,18008,0,-0.038651859999999996,10686,14520,0.97,4.6733196043846624e-05,2410,0.06887080185115338,0.0,-0.13163316249847412,-0.1314566656947136,0.029149267822504044,2.3603438e-06,0.2,0.0001,,,
1.27,243,14580,0,18087,0,-0.05999054,10728,14580,0.94,-0.0004482788372842883,2420,0.09248788729310035,0.0,0.14173036813735962,-0.1381683051586151,0.041821323335170746,5.7647627e-05,0.2,0.0001,,,
1.29,244,14640,0,18162,0,-0.04071829999999999,10777,14640,0.94,-0.00039819072500302255,2430,0.11926087215542794,0.0,0.14749878644943237,-0.14022932201623917,0.05288858339190483,8.912086e-05,0.2,0.0001,,,
1.29,245,14700,0,18234,0,-0.031020600000000002,10823,14700,0.95,0.00024801487602736926,2440,0.06182565912604332,0.0,-27.167593002319336,-0.144272843003273,0.025018256157636642,1.0008614e-05,0.2,0.0001,,,
