env/current_idx,eval/mean_ep_length,eval/success_rate,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,time/fps,time/iterations,train/entropy_loss,train/approx_kl,train/policy_gradient_loss,train/loss,train/learning_rate,train/clip_fraction,train/value_loss,train/explained_variance,train/clip_range,train/n_updates
28292,1.14,0.94,-0.06777130269445479,46500,0,46500,,,,,,,-0.3147298789024353,0.016799638,-0.01664138157851994,0.05053313076496124,0.0001,0.04857954576611519,0.17235705733299256,0.15823894739151,0.2,1540
,,,,46500,,,1.52,66531,0.81,-0.20647405,0,155,,,,,,,,,,
28480,1.36,0.84,-0.17289484907872976,46800,0,46800,,,,,,,-0.24803878903388976,0.004669886,-0.012161341751925648,0.032748132944107056,0.0001,0.03769886389374733,0.17106141343712808,0.21993815898895264,0.2,1550
,,,,46800,,,1.64,66961,0.76,-0.26806057000000005,0,156,,,,,,,,,,
28658,1.3,0.86,-0.13045508148614318,47100,0,47100,,,,,,,-0.24602291136980056,0.0050799153,-0.012890178146772086,0.02787349559366703,0.0001,0.05326704576611519,0.16401859775185584,0.21524971723556519,0.2,1560
,,,,47100,,,1.69,67402,0.74,-0.25421422000000005,0,157,,,,,,,,,,
28848,1.28,0.88,-0.11122075850144028,47400,0,47400,,,,,,,-0.37252661913633345,0.009260294,-0.017825568594853392,0.050474949181079865,0.0001,0.05079545482993126,0.1785042943060398,0.06376057863235474,0.2,1570
,,,,47400,,,1.53,67832,0.76,-0.23907531999999992,0,158,,,,,,,,,,
29041,1.2,0.94,-0.06856684741564095,47700,0,47700,,,,,,,-0.3036220160126686,0.004956006,-0.012062784687150269,0.041085973381996155,0.0001,0.045369318425655364,0.15576044261455535,0.2929813861846924,0.2,1580
,,,,47700,,,1.55,68254,0.77,-0.2360069,0,159,,,,,,,,,,
29226,1.16,0.94,-0.04771893400233239,48000,0,48000,,,,,,,-0.29805113762617114,0.0066477046,-0.014189447229728102,0.030818484723567963,0.0001,0.04968750029802323,0.1703641475737095,0.21456879377365112,0.2,1590
,,,,48000,,,1.55,68678,0.77,-0.21184535000000004,0,160,,,,,,,,,,
29406,1.34,0.88,-0.11304274558555334,48300,0,48300,,,,,,,-0.3362503892183304,0.0091162305,-0.011045380285941065,0.032384540885686874,0.0001,0.04474431842565536,0.144706788957119,0.2811872363090515,0.2,1600
,,,,48300,,,1.71,69122,0.74,-0.23573244,0,161,,,,,,,,,,
29590,1.24,0.9,-0.054217771640978754,48600,0,48600,,,,,,,-0.32149347782135007,0.008719154,-0.014917447770712897,0.042859114706516266,0.0001,0.04769886389374733,0.15948842197656632,0.16518491506576538,0.2,1610
,,,,48600,,,1.66,69573,0.74,-0.19891474000000003,0,162,,,,,,,,,,
29762,1.2,0.92,-0.06961317948065698,48900,0,48900,,,,,,,-0.3565598797798157,0.004951527,-0.01378011935390532,0.038002364337444305,0.0001,0.04951704576611519,0.14447804033756256,0.2426401972770691,0.2,1620
,,,,48900,,,1.66,69998,0.71,-0.25008892999999993,0,163,,,,,,,,,,
29940,1.16,0.96,-0.028544700359925627,49200,0,49200,,,,,,,-0.37049754172563554,0.013860917,-0.016242860294878484,0.06220999360084534,0.0001,0.057215909510850906,0.18196990370750427,0.1769680380821228,0.2,1630
,,,,49200,,,1.73,70412,0.67,-0.32114315,0,164,,,,,,,,,,
30120,1.2,0.92,-0.06857673997059464,49500,0,49500,,,,,,,-0.36761934906244276,0.007478603,-0.016140801821602508,0.056109391152858734,0.0001,0.045880682021379474,0.15605544537305832,0.2669174075126648,0.2,1640
,,,,49500,,,1.78,70826,0.68,-0.25471622999999993,0,165,,,,,,,,,,
30302,1.28,0.9,-0.09038881310727448,49800,0,49800,,,,,,,-0.2794825753569603,0.004314984,-0.011473420284455643,0.07943595945835114,0.0001,0.027244318276643753,0.18055307269096374,0.015647292137145996,0.2,1650
,,,,49800,,,1.71,71268,0.73,-0.28087194,0,166,,,,,,,,,,
30481,1.2,0.94,-0.05222572690341622,50100,0,50100,,,,,,,-0.26467922419309614,0.0069931075,-0.011743858917034231,0.05020952224731445,0.0001,0.04443181842565536,0.17287584528326988,0.13319998979568481,0.2,1660
,,,,50100,,,1.68,71710,0.72,-0.29779060000000007,0,167,,,,,,,,,,
30653,1.18,0.94,-0.04826334138866514,50400,0,50400,,,,,,,-0.31886683017015455,0.0074913343,-0.014587664714781567,0.042230024933815,0.0001,0.05071022763848305,0.1729075077176094,0.09967124462127686,0.2,1670
,,,,50400,,,1.72,72124,0.74,-0.26570737999999994,0,168,,,,,,,,,,
30839,1.22,0.9,-0.06927040707319974,50700,0,50700,,,,,,,-0.19357198745012283,0.0036242693,-0.008494080351665616,0.04369229078292847,0.0001,0.047500000298023225,0.17597447887063025,0.13840490579605103,0.2,1680
,,,,50700,,,1.55,72550,0.79,-0.20441526999999998,0,169,,,,,,,,,,
31011,1.22,0.92,-0.069508140636608,51000,0,51000,,,,,,,-0.25189110517501834,0.008112989,-0.009896480194292963,0.05069146677851677,0.0001,0.04531250029802322,0.14419745102524759,0.2723848819732666,0.2,1690
,,,,51000,,,1.78,72959,0.66,-0.29262462999999994,0,170,,,,,,,,,,
31200,1.2,0.92,-0.08884318631608039,51300,0,51300,,,,,,,-0.3108863925933838,0.005643101,-0.009599608602002263,0.039179157465696335,0.0001,0.04306818217039108,0.16496243178844452,0.1514754295349121,0.2,1700
,,,,51300,,,1.49,73463,0.81,-0.19020122,0,171,,,,,,,,,,
31388,1.44,0.82,-0.1731767857680097,51600,0,51600,,,,,,,-0.2432218088209629,0.0064001,-0.013406959706917404,0.026339469477534294,0.0001,0.04360795482993126,0.16064786210656165,0.19877111911773682,0.2,1710
,,,,51600,,,1.61,73899,0.74,-0.21078146,0,172,,,,,,,,,,
31572,1.16,0.92,-0.09055584003217518,51900,0,51900,,,,,,,-0.1993914943933487,0.0113601815,-0.009146836863365024,0.04826092720031738,0.0001,0.056221591234207155,0.15746745049953462,0.0982358455657959,0.2,1720
,,,,51900,,,1.58,74326,0.78,-0.18218027,0,173,,,,,,,,,,
31748,1.3,0.86,-0.11208305606152863,52200,0,52200,,,,,,,-0.18423841491341592,0.0031805404,-0.006789247814886039,0.04157032445073128,0.0001,0.02514204561710358,0.16263566315174102,0.15145522356033325,0.2,1730
,,,,52200,,,1.63,74772,0.74,-0.24518958000000002,0,174,,,,,,,,,,
31943,1.34,0.86,-0.11102773285936564,52500,0,52500,,,,,,,-0.21417915984988212,0.0030032475,-0.007320225161965937,0.06832403689622879,0.0001,0.021022727340459825,0.17975854232907296,0.10967302322387695,0.2,1740
,,,,52500,,,1.51,75217,0.8,-0.16994271000000002,0,175,,,,,,,,,,
32125,1.2,0.92,-0.08856585405766965,52800,0,52800,,,,,,,-0.18832527384161948,0.0015180222,-0.005848213264252991,0.03695971518754959,0.0001,0.014886363744735717,0.13433427914977072,0.262010395526886,0.2,1750
,,,,52800,,,1.8,75651,0.72,-0.28795885,0,176,,,,,,,,,,
32296,1.22,0.9,-0.04956067452672869,53100,0,53100,,,,,,,-0.22441842615604402,0.003005693,-0.0070364582516413065,0.0487234890460968,0.0001,0.023607954680919647,0.16792735889554022,0.1648685336112976,0.2,1760
,,,,53100,,,1.7,76089,0.71,-0.30226766999999993,0,177,,,,,,,,,,
32468,1.4,0.84,-0.17288273646961896,53400,0,53400,,,,,,,-0.17476251266896725,0.0033616007,-0.007206682340474799,0.0264548622071743,0.0001,0.015170454680919647,0.1547958417236805,0.3079341650009155,0.2,1770
,,,,53400,,,1.69,76531,0.7,-0.2725989100000001,0,178,,,,,,,,,,
32666,1.3,0.88,-0.1308911021053791,53700,0,53700,,,,,,,-0.19082860454916953,0.009969841,-0.009582658562576398,0.0664224624633789,0.0001,0.029147727340459825,0.16127014085650443,0.19301629066467285,0.2,1780
,,,,53700,,,1.51,76964,0.79,-0.14583063999999998,0,179,,,,,,,,,,
32864,1.3,0.86,-0.09013908203225583,54000,0,54000,,,,,,,-0.18759985581040384,0.004414016,-0.007658548901090399,0.035251520574092865,0.0001,0.01963068187236786,0.13224782928824425,0.20555132627487183,0.2,1790
,,,,54000,,,1.53,77412,0.8,-0.21940336,0,180,,,,,,,,,,
33053,1.2,0.92,-0.08962397316936403,54300,0,54300,,,,,,,-0.20899964317679406,0.0038765538,-0.008954751444980502,0.03524022176861763,0.0001,0.0280397729575634,0.12567977726459503,0.2706523537635803,0.2,1800
,,,,54300,,,1.75,77849,0.72,-0.28301811,0,181,,,,,,,,,,
33245,1.26,0.92,-0.09081091448664665,54600,0,54600,,,,,,,-0.18515392914414405,0.002490597,-0.006774844120373018,0.03719548135995865,0.0001,0.018295454680919646,0.14627260357141494,0.2548903226852417,0.2,1810
,,,,54600,,,1.65,78286,0.76,-0.25711587,0,182,,,,,,,,,,
33433,1.34,0.86,-0.1351407110830769,54900,0,54900,,,,,,,-0.2122427076101303,0.0028468892,-0.00795387107616989,0.038091499358415604,0.0001,0.019772727340459824,0.12978128373622894,0.3197636008262634,0.2,1820
,,,,54900,,,1.52,78737,0.8,-0.20242598,0,183,,,,,,,,,,
33614,1.2,0.94,-0.07093806809280068,55200,0,55200,,,,,,,-0.18869849398732186,0.004104658,-0.009795984790689544,0.05570175498723984,0.0001,0.025482954680919646,0.15441035822033883,0.2232283353805542,0.2,1830
,,,,55200,,,1.68,79158,0.76,-0.25731609,0,184,,,,,,,,,,
33800,1.26,0.92,-0.08973091405816376,55500,0,55500,,,,,,,-0.1925142987072468,0.014268857,-0.008757984885014593,0.04048829898238182,0.0001,0.03613636389374733,0.15415642380714417,0.24895894527435303,0.2,1840
,,,,55500,,,1.66,79587,0.77,-0.25160504,0,185,,,,,,,,,,
33995,1.22,0.94,-0.030123324347659946,55800,0,55800,,,,,,,-0.18676567032933236,0.0059095672,-0.010663821347989141,0.05915030092000961,0.0001,0.03588068202137947,0.17039464086294173,0.15077751874923706,0.2,1850
,,,,55800,,,1.43,80030,0.84,-0.15963232,0,186,,,,,,,,,,
34168,1.18,0.94,-0.07027507784310728,56100,0,56100,,,,,,,-0.2362287810444832,0.0058370396,-0.0074062516016419975,0.033752717077732086,0.0001,0.022982954680919647,0.1469428212940693,0.2699277400970459,0.2,1860
,,,,56100,,,1.74,80473,0.68,-0.28330395999999997,0,187,,,,,,,,,,
34348,1.26,0.92,-0.09476567719597369,56400,0,56400,,,,,,,-0.2297501602768898,0.008207632,-0.010532218125299551,0.05055942386388779,0.0001,0.030767045617103576,0.16419981986284257,0.2597503066062927,0.2,1870
,,,,56400,,,1.69,80902,0.72,-0.24341545999999997,0,188,,,,,,,,,,
34538,1.24,0.92,-0.0500541755836457,56700,0,56700,,,,,,,-0.3061585283279419,0.009819113,-0.012836929516633972,0.03243220970034599,0.0001,0.048153409361839296,0.1776998096704483,0.16157567501068115,0.2,1880
,,,,56700,,,1.53,81349,0.79,-0.19350231999999998,0,189,,,,,,,,,,
34720,1.2,0.92,-0.07026392981875688,57000,0,57000,,,,,,,-0.19296159401535987,0.0062956,-0.011176943973405287,0.05908551812171936,0.0001,0.03926136389374733,0.15243769511580468,0.19547545909881592,0.2,1890
,,,,57000,,,1.65,81788,0.74,-0.25211823,0,190,,,,,,,,,,
34900,1.18,0.94,-0.06832905507646501,57300,0,57300,,,,,,,-0.234430034160614,0.0058839708,-0.012096497197635472,0.05377250164747238,0.0001,0.03227272748947144,0.16577051490545272,0.27827131748199463,0.2,1900
,,,,57300,,,1.6,82232,0.79,-0.22474979,0,191,,,,,,,,,,
35078,1.18,0.94,-0.04821664845570922,57600,0,57600,,,,,,,-0.23271262049674987,0.0057546725,-0.009977297026198357,0.03624246269464493,0.0001,0.03920454561710358,0.15311684280633928,0.23550337553024292,0.2,1910
,,,,57600,,,1.63,82650,0.76,-0.26485219,0,192,,,,,,,,,,
35269,1.16,0.94,-0.04815830301027745,57900,0,57900,,,,,,,-0.23858199328184126,0.0093161315,-0.009556016377173364,0.030160734429955482,0.0001,0.03539772748947143,0.1563655188679695,0.19991356134414673,0.2,1920
,,,,57900,,,1.58,83085,0.79,-0.18214754000000002,0,193,,,,,,,,,,
35447,1.16,0.94,-0.06942071246914566,58200,0,58200,,,,,,,-0.18296621441841127,0.0058971993,-0.009478867577854544,0.053092390298843384,0.0001,0.038664772957563404,0.1323961102962494,0.2454606294631958,0.2,1930
,,,,58200,,,1.68,83518,0.75,-0.24404136999999995,0,194,,,,,,,,,,
35627,1.18,0.96,-0.01121375042013824,58500,0,58500,,,,,,,-0.19034236297011375,0.008883128,-0.007242445525189396,0.041539229452610016,0.0001,0.025710227489471434,0.16459714651107787,0.1411561369895935,0.2,1940
,,,,58500,,,1.61,83955,0.75,-0.22309088,0,195,,,,,,,,,,
35812,1.24,0.9,-0.09364760818891227,58800,0,58800,,,,,,,-0.1991573192179203,0.0064589875,-0.01150005891919136,0.016618363559246063,0.0001,0.04267045482993126,0.1512609054148197,0.17125344276428223,0.2,1950
,,,,58800,,,1.64,84380,0.73,-0.26363763999999995,0,196,,,,,,,,,,
36008,1.32,0.88,-0.11274627103935927,59100,0,59100,,,,,,,-0.13647805351763964,0.003539148,-0.0053787086147349325,0.09660215675830841,0.0001,0.01846590921282768,0.18093948245048522,0.0914844274520874,0.2,1960
,,,,59100,,,1.55,84804,0.78,-0.19691787999999996,0,197,,,,,,,,,,
36213,1.2,0.94,-0.07175105120055378,59400,0,59400,,,,,,,-0.13687830116599797,0.003331602,-0.009798386350739747,0.07165370136499405,0.0001,0.023892045617103577,0.16758257389068604,0.16590505838394165,0.2,1970
,,,,59400,,,1.45,85250,0.87,-0.13192683,0,198,,,,,,,,,,
36392,1.34,0.84,-0.13177350469864904,59700,0,59700,,,,,,,-0.10512457258999347,0.005065482,-0.004142580379266292,0.06904067099094391,0.0001,0.019403409212827682,0.14376346454024314,0.1557818055152893,0.2,1980
,,,,59700,,,1.7,85701,0.71,-0.28409472999999996,0,199,,,,,,,,,,
36582,1.34,0.86,-0.1514207866648212,60000,0,60000,,,,,,,-0.16239456724375487,0.004373521,-0.008319841054726567,0.048291683197021484,0.0001,0.025113636553287508,0.17309423059225082,0.13419246673583984,0.2,1990
,,,,60000,,,1.58,86155,0.79,-0.15860399999999997,0,200,,,,,,,,,,
36756,1.38,0.82,-0.1529474216606468,60300,0,60300,,,,,,,-0.16407062761485577,0.0054987697,-0.007365447195479646,0.041504934430122375,0.0001,0.025426136553287505,0.14703145906329154,0.09048163890838623,0.2,2000
,,,,60300,,,1.73,86567,0.68,-0.28357264,0,201,,,,,,,,,,
36941,1.14,0.96,-0.008264792049303651,60600,0,60600,,,,,,,-0.11911687195301056,0.0044411686,-0.007169637558981776,0.05969568341970444,0.0001,0.017244318276643755,0.17810449078679086,0.14465749263763428,0.2,2010
,,,,60600,,,1.51,86988,0.8,-0.16453710000000002,0,202,,,,,,,,,,
37135,1.32,0.86,-0.1506953970901668,60900,0,60900,,,,,,,-0.11893399611115456,0.0048193475,-0.004038259884982836,0.05655103549361229,0.0001,0.022869318276643753,0.16688972294330598,0.07633090019226074,0.2,2020
,,,,60900,,,1.44,87422,0.85,-0.12070001000000002,0,203,,,,,,,,,,
37318,1.32,0.88,-0.09090822366066277,61200,0,61200,,,,,,,-0.14721788018941878,0.0034812242,-0.00848835706245154,0.036338359117507935,0.0001,0.03403409108519554,0.13688843935728073,0.27892303466796875,0.2,2030
,,,,61200,,,1.79,87844,0.66,-0.31625949999999997,0,204,,,,,,,,,,
37506,1.14,0.94,-0.06937887331470848,61500,0,61500,,,,,,,-0.14116377219557763,0.005811281,-0.0074627389467787,0.06305696070194244,0.0001,0.02713068202137947,0.16080566436052324,0.2251054048538208,0.2,2040
,,,,61500,,,1.6,88261,0.75,-0.22135242,0,205,,,,,,,,,,
37689,1.16,0.96,-0.03045847000554204,61800,0,61800,,,,,,,-0.15293832421302794,0.0059927637,-0.009071364306437317,0.0712418481707573,0.0001,0.036392045617103574,0.14764706626534463,0.2562209367752075,0.2,2050
,,,,61800,,,1.7,88703,0.73,-0.23956308,0,206,,,,,,,,,,
37868,1.38,0.84,-0.13293698449619115,62100,0,62100,,,,,,,-0.06561094701290131,0.0020416174,-0.004155897800228558,0.05038180202245712,0.0001,0.010369318276643754,0.14674641475081443,0.2891596555709839,0.2,2060
,,,,62100,,,1.59,89146,0.74,-0.26830062,0,207,,,,,,,,,,
38072,1.04,0.98,-0.026248220824636518,62400,0,62400,,,,,,,-0.037174491062760356,0.02013869,-0.0061987805319949985,0.049274466931819916,0.0001,0.0302272729575634,0.13783611118793487,0.29827404022216797,0.2,2070
,,,,62400,,,1.46,89614,0.83,-0.14786543000000002,0,208,,,,,,,,,,
38263,1.26,0.9,-0.1100990504771471,62700,0,62700,,,,,,,-0.03243226481601596,0.0012000423,-0.00244577045128608,0.017651163041591644,0.0001,0.008551136404275895,0.13524841241538524,0.13311558961868286,0.2,2080
,,,,62700,,,1.59,90068,0.78,-0.21370954,0,209,,,,,,,,,,
38460,1.44,0.8,-0.17222307097166778,63000,0,63000,,,,,,,-0.04027272868901491,0.00016131598,-0.0005417209160805214,0.05540170893073082,0.0001,0.003579545468091965,0.15326073452830313,0.17510008811950684,0.2,2090
,,,,63000,,,1.53,90543,0.78,-0.16681086,0,210,,,,,,,,,,
38636,1.18,0.94,-0.06920370628591627,63300,0,63300,,,,,,,-0.033829533625394106,0.006836012,-0.0018172819624305704,0.06736299395561218,0.0001,0.00528409093618393,0.1368839691579342,0.12241804599761963,0.2,2100
,,,,63300,,,1.68,90995,0.71,-0.27867995,0,211,,,,,,,,,,
38805,1.18,0.92,-0.06955722487531603,63600,0,63600,,,,,,,-0.048695006053894756,0.0008333412,-0.0013271508970501599,0.08072371035814285,0.0001,0.007301136404275894,0.18616148978471755,0.11788809299468994,0.2,2110
,,,,63600,,,1.74,91441,0.7,-0.29691302999999997,0,212,,,,,,,,,,
38990,1.28,0.88,-0.11070114649832248,63900,0,63900,,,,,,,-0.03058776560239494,0.0013282507,-0.0015932955645257608,0.0792466327548027,0.0001,0.010681818276643752,0.20197730809450148,0.03242141008377075,0.2,2120
,,,,63900,,,1.59,91889,0.74,-0.24741090999999998,0,213,,,,,,,,,,
39180,1.12,0.96,-0.04819531611166895,64200,0,64200,,,,,,,-0.019478835137560963,0.00027667588,-0.0010786925321613695,0.06023302301764488,0.0001,0.0023295454680919646,0.16514931231737137,0.10446417331695557,0.2,2130
,,,,64200,,,1.64,92339,0.75,-0.25869272,0,214,,,,,,,,,,
39369,1.38,0.82,-0.17273752480745316,64500,0,64500,,,,,,,-0.033971385024487974,0.0037694331,-0.003425272650019906,0.055936846882104874,0.0001,0.009829545468091965,0.17728930160403253,0.11029589176177979,0.2,2140
,,,,64500,,,1.52,92809,0.78,-0.20592988999999995,0,215,,,,,,,,,,
39568,1.3,0.88,-0.09191120103932918,64800,0,64800,,,,,,,-0.01930764521472156,5.567653e-05,-0.0007696963549096836,0.05038508027791977,0.0001,0.0,0.16193237990140916,0.1906859278678894,0.2,2150
,,,,64800,,,1.5,93251,0.81,-0.21100939999999999,0,216,,,,,,,,,,
39751,1.28,0.92,-0.09606516756583006,65100,0,65100,,,,,,,-0.02979676002636552,0.006367822,-0.002797074183904442,0.06850408762693405,0.0001,0.007642045468091965,0.14545512288808823,0.22437483072280884,0.2,2160
,,,,65100,,,1.66,93709,0.75,-0.27023138,0,217,,,,,,,,,,
39947,1.16,0.94,-0.0724214203003794,65400,0,65400,,,,,,,-0.009330341778695583,1.9215724e-07,-2.7232348866164103e-05,0.09363067895174026,0.0001,0.0,0.19249345391988754,0.07255738973617554,0.2,2170
,,,,65400,,,1.45,94430,0.85,-0.17416131999999998,0,218,,,,,,,,,,
40138,1.2,0.92,-0.08972592326346784,65700,0,65700,,,,,,,-0.008418105393648147,7.389621e-08,-9.972120797101524e-06,0.0800873413681984,0.0001,0.0,0.16006220653653144,0.14399689435958862,0.2,2180
,,,,65700,,,1.52,94867,0.79,-0.21052156,0,219,,,,,,,,,,
40328,1.46,0.82,-0.17279167315457017,66000,0,66000,,,,,,,-0.014184939563274384,0.0008584255,-0.0007828876682040686,0.07936178147792816,0.0001,0.003068181872367859,0.1499457235634327,0.1787598729133606,0.2,2190
,,,,66000,,,1.61,95334,0.76,-0.25249157999999994,0,220,,,,,,,,,,
40521,1.34,0.84,-0.09155432243831456,66300,0,66300,,,,,,,-0.025766334775835276,0.0010242928,-0.0010965396609753952,0.061602674424648285,0.0001,0.005568181872367859,0.16383260115981102,0.17416232824325562,0.2,2200
,,,,66300,,,1.59,95794,0.75,-0.22601502000000004,0,221,,,,,,,,,,
40715,1.2,0.92,-0.04872994729317725,66600,0,66600,,,,,,,-0.028237346233800052,0.00092689076,-0.0029492456953767033,0.04698272794485092,0.0001,0.008835227340459823,0.14336802840232848,0.23591089248657227,0.2,2210
,,,,66600,,,1.54,96255,0.81,-0.21869082000000004,0,222,,,,,,,,,,
40912,1.28,0.88,-0.11333745069336146,66900,0,66900,,,,,,,-0.03880596569739282,0.0008831841,-0.002713793005025309,0.0486011877655983,0.0001,0.009772727340459824,0.15634095832705497,0.240822434425354,0.2,2220
,,,,66900,,,1.53,96710,0.8,-0.17968755999999997,0,223,,,,,,,,,,
41099,1.18,0.94,-0.06909213509876282,67200,0,67200,,,,,,,-0.03528922775760293,0.0020030807,-0.002126657685430473,0.06278705596923828,0.0001,0.0065625,0.14975737854838372,0.24350827932357788,0.2,2230
,,,,67200,,,1.8,97221,0.65,-0.29920601,0,224,,,,,,,,,,
41284,1.12,0.96,-0.04877093651331961,67500,0,67500,,,,,,,-0.05871198197826743,0.0039878623,-0.002171665920018313,0.047477588057518005,0.0001,0.010511363744735719,0.1565723930299282,0.2222754955291748,0.2,2240
,,,,67500,,,1.63,97674,0.75,-0.24642398000000004,0,225,,,,,,,,,,
41472,1.22,0.92,-0.09135865156538785,67800,0,67800,,,,,,,-0.07603314258158207,0.0026529399,-0.004508640292697237,0.06241890788078308,0.0001,0.014119318276643754,0.15907320752739906,0.22224843502044678,0.2,2250
,,,,67800,,,1.66,98135,0.74,-0.21892389,0,226,,,,,,,,,,
41655,1.16,0.96,-0.05065567938610911,68100,0,68100,,,,,,,-0.07770580587908625,0.0018947183,-0.0027310514703276566,0.046314630657434464,0.0001,0.01244318187236786,0.16008300915360452,0.0637047290802002,0.2,2260
,,,,68100,,,1.6,98588,0.74,-0.21650825,0,227,,,,,,,,,,
41849,1.16,0.94,-0.06797175314277411,68400,0,68400,,,,,,,-0.06117069656029343,0.003226582,-0.0032613284540821044,0.043824464082717896,0.0001,0.010369318276643754,0.16809724092483522,0.16584759950637817,0.2,2270
,,,,68400,,,1.44,99055,0.82,-0.17881878,0,228,,,,,,,,,,
