env/n_steps,env/completion_counter,env/current_idx,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_rew_mean,time/iterations,time/fps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/clip_range,train/entropy_loss,train/loss,train/explained_variance,train/learning_rate,train/approx_kl,train/clip_fraction,train/n_updates
34800,0,16725,34800,1.4,-0.09152423087041825,0.92,,,,,,,-0.00038597826842234895,0.1634482741355896,0.2,-0.21598904803395272,0.09187360852956772,0.24578571319580078,0.0001,4.0952964e-05,0.0,1150
,,,34800,,,,-0.24962988,116,0,0.79,2.08,51475,,,,,,,,,,
35100,0,16869,35100,1.26,-0.009706168104894459,0.98,,,,,,,-0.001385767476381261,0.15454477295279503,0.2,-0.2208245165646076,0.07806219160556793,0.36993134021759033,0.0001,0.00013668448,0.0019176136702299118,1160
,,,35100,,,,-0.2142943,117,0,0.84,1.96,51902,,,,,,,,,,
35400,0,17031,35400,1.24,-0.029649518285878,0.98,,,,,,,-0.00014210798260343437,0.19088276848196983,0.2,-0.23352047577500343,0.10682149231433868,0.2951124310493469,0.0001,8.191305e-05,0.0,1170
,,,35400,,,,-0.19320534999999997,118,0,0.86,1.94,52309,,,,,,,,,,
35700,0,17168,35700,1.48,-0.07314994309097528,0.92,,,,,,,-0.0002859659273568127,0.15892133601009845,0.2,-0.23900569677352906,0.06805694848299026,0.33551889657974243,0.0001,3.467169e-05,0.0,1180
,,,35700,,,,-0.31689492999999996,119,0,0.75,2.28,52750,,,,,,,,,,
36000,0,17323,36000,1.2,-0.008952871547080576,1.0,,,,,,,-0.00020004185503310623,0.17314012423157693,0.2,-0.24622926637530326,0.09149342775344849,0.3712541460990906,0.0001,3.0355919e-05,0.0,1190
,,,36000,,,,-0.15845771,120,0,0.86,1.96,53169,,,,,,,,,,
36300,0,17453,36300,1.38,-0.0709345682989806,0.94,,,,,,,-0.0004331022973929066,0.14212685488164425,0.2,-0.25014585331082345,0.04659678414463997,0.2705519199371338,0.0001,0.00012473942,0.0,1200
,,,36300,,,,-0.26431238999999995,121,0,0.78,2.27,53604,,,,,,,,,,
36600,0,17606,36600,1.48,-0.05689184580929577,0.94,,,,,,,7.173307043171207e-05,0.18249187096953393,0.2,-0.23804595172405243,0.08306827396154404,0.24154174327850342,0.0001,1.08504155e-05,0.0,1210
,,,36600,,,,-0.2134041,122,0,0.8,2.02,54033,,,,,,,,,,
36900,0,17764,36900,1.34,-0.0706863163318485,0.94,,,,,,,-0.0016932173553868778,0.17598905712366103,0.2,-0.24552001953125,0.09534134715795517,0.234325110912323,0.0001,0.00061489025,0.0023082386702299117,1220
,,,36900,,,,-0.16147057999999997,123,0,0.89,1.84,54456,,,,,,,,,,
37200,0,17914,37200,1.5,-0.05760399011429399,0.96,,,,,,,-0.00021877035601800544,0.14010024890303613,0.2,-0.2322278916835785,0.07285033166408539,0.41508811712265015,0.0001,8.783609e-05,0.0,1230
,,,37200,,,,-0.20228902999999998,124,0,0.82,1.96,54906,,,,,,,,,,
37500,0,18078,37500,1.36,-0.07042666822206228,0.94,,,,,,,-0.002098162189213326,0.1547648124396801,0.2,-0.21537054255604743,0.04999683052301407,0.3646358847618103,0.0001,0.0008650934,0.0030539773404598238,1240
,,,37500,,,,-0.17207420000000004,125,0,0.86,1.85,55317,,,,,,,,,,
37800,0,18222,37800,1.26,-0.049655513847246764,0.94,,,,,,,-0.0030672893659698273,0.16781686060130596,0.2,-0.18748630359768867,0.040836408734321594,0.2767890691757202,0.0001,0.00038604,0.0,1250
,,,37800,,,,-0.24049809999999996,126,0,0.8,2.08,55718,,,,,,,,,,
38100,0,18383,38100,1.24,-0.04892637553159147,0.96,,,,,,,-0.0018712282245306965,0.16806285232305526,0.2,-0.16557929664850235,0.04286975413560867,0.3177511692047119,0.0001,0.0003976388,0.0,1260
,,,38100,,,,-0.23893627000000003,127,0,0.82,1.95,56128,,,,,,,,,,
38400,0,18527,38400,1.18,-0.028603865248151124,0.98,,,,,,,-0.0018087256505324944,0.18723255544900894,0.2,-0.14491879865527152,0.05318519100546837,0.32567787170410156,0.0001,0.00046112871,0.0,1270
,,,38400,,,,-0.22596248,128,0,0.8,2.11,56550,,,,,,,,,,
38700,0,18654,38700,1.32,-0.05119276933372021,0.96,,,,,,,-0.00020569646177150957,0.1783222623169422,0.2,-0.13091441243886948,0.0691562220454216,0.22103208303451538,0.0001,7.15284e-05,0.0,1280
,,,38700,,,,-0.26465483,129,0,0.74,2.36,56978,,,,,,,,,,
39000,0,18796,39000,1.24,-0.06919980137608946,0.94,,,,,,,-0.00013992023549800337,0.19189308136701583,0.2,-0.12519193738698958,0.07516171783208847,0.2585100531578064,0.0001,6.162371e-06,0.0,1290
,,,39000,,,,-0.26255511000000004,130,0,0.75,2.23,57401,,,,,,,,,,
39300,0,18946,39300,1.4,-0.0750360926007852,0.94,,,,,,,-0.0009446773509807826,0.143222039565444,0.2,-0.12447582930326462,0.07059045881032944,0.3892703652381897,0.0001,0.00016020355,0.0,1300
,,,39300,,,,-0.2036562,131,0,0.84,2.06,57832,,,,,,,,,,
39600,0,19088,39600,1.38,-0.0723589444719255,0.94,,,,,,,-0.00010164044093006198,0.16722434610128403,0.2,-0.12066183015704154,0.08982787281274796,0.2777421474456787,0.0001,5.5599958e-06,0.0,1310
,,,39600,,,,-0.26014477999999996,132,0,0.79,2.05,58265,,,,,,,,,,
39900,0,19237,39900,1.28,-0.052037242869846526,0.96,,,,,,,-4.101687217428207e-05,0.19603224322199822,0.2,-0.12407398819923401,0.11831488460302353,0.27821362018585205,0.0001,9.311003e-06,0.0,1320
,,,39900,,,,-0.21554689,133,0,0.82,1.93,58679,,,,,,,,,,
40200,0,19383,40200,1.3,-0.05031927860807627,0.96,,,,,,,-9.264907563526492e-05,0.1743818812072277,0.2,-0.12082534469664097,0.08230966329574585,0.33595961332321167,0.0001,2.9134966e-05,0.0,1330
,,,40200,,,,-0.18268605999999998,134,0,0.84,1.99,59139,,,,,,,,,,
40500,0,19523,40500,1.52,-0.09683046997990459,0.92,,,,,,,-0.0004871030104616203,0.17649853341281413,0.2,-0.11595967225730419,0.0439014658331871,0.2617530822753906,0.0001,0.00012532968,0.0,1340
,,,40500,,,,-0.21559279,135,0,0.83,1.99,59608,,,,,,,,,,
40800,0,19676,40800,1.34,-0.03065578042063862,0.98,,,,,,,-2.2065077465871496e-05,0.2016233965754509,0.2,-0.11337113231420518,0.103571817278862,0.22902148962020874,0.0001,1.8182e-05,0.0,1350
,,,40800,,,,-0.20276394999999997,136,0,0.82,1.95,60043,,,,,,,,,,
41100,0,19826,41100,1.34,-0.030699869655072688,0.98,,,,,,,-0.00023216361669859965,0.17339697256684303,0.2,-0.11353560574352742,0.08914360404014587,0.2552552819252014,0.0001,7.098308e-06,0.0,1360
,,,41100,,,,-0.24816847,137,0,0.8,1.88,60474,,,,,,,,,,
41400,0,19977,41400,1.24,-0.030078102420084178,0.96,,,,,,,-0.0002049008635951477,0.15363151282072068,0.2,-0.11178094297647476,0.0724543109536171,0.42368680238723755,0.0001,9.387594e-06,0.0,1370
,,,41400,,,,-0.26099395999999997,138,0,0.8,2.0,60873,,,,,,,,,,
41700,0,20138,41700,1.4,-0.07594290653243661,0.94,,,,,,,-3.563120810081699e-05,0.1816623505204916,0.2,-0.11356251090764999,0.11102192103862762,0.30630427598953247,0.0001,1.4273979e-05,0.0,1380
,,,41700,,,,-0.15060796,139,0,0.85,1.84,61291,,,,,,,,,,
42000,0,20294,42000,1.38,-0.03499279921874404,0.96,,,,,,,-0.00025828845795041746,0.18877368792891502,0.2,-0.11452388353645801,0.08016548305749893,0.20860475301742554,0.0001,1.2205448e-05,0.0,1390
,,,42000,,,,-0.18031984999999998,140,0,0.84,1.83,61739,,,,,,,,,,
42300,0,20440,42300,1.74,-0.11942759047728031,0.88,,,,,,,1.943002544768646e-06,0.16958755925297736,0.2,-0.11699261330068111,0.09085957705974579,0.3426467776298523,0.0001,1.9429717e-07,0.0,1400
,,,42300,,,,-0.25267700000000004,141,0,0.79,2.14,62208,,,,,,,,,,
42600,0,20599,42600,1.46,-0.0726024355739355,0.92,,,,,,,-1.0574702121957103e-06,0.16444897428154945,0.2,-0.11639965772628784,0.046873968094587326,0.3455316424369812,0.0001,2.3283064e-09,0.0,1410
,,,42600,,,,-0.164314,142,0,0.86,1.77,62669,,,,,,,,,,
42900,0,20753,42900,1.36,-0.05095270763617009,0.94,,,,,,,-9.877453346383014e-05,0.1376656848937273,0.2,-0.11633706539869308,0.06329726427793503,0.3477545380592346,0.0001,3.7471764e-06,0.0,1420
,,,42900,,,,-0.16725345,143,0,0.87,1.93,63087,,,,,,,,,,
43200,0,20906,43200,1.34,-0.0540881490893662,0.96,,,,,,,-0.0009921589280235566,0.18143838346004487,0.2,-0.11482521332800388,0.0961572527885437,0.2641131281852722,0.0001,7.089218e-05,0.0,1430
,,,43200,,,,-0.16771038999999996,144,0,0.84,1.89,63519,,,,,,,,,,
43500,0,21069,43500,1.76,-0.17882264401763678,0.84,,,,,,,0.00017873029997126367,0.1303835203871131,0.2,-0.10445874705910682,0.030576424673199654,0.4127151370048523,0.0001,3.0240044e-06,0.0,1440
,,,43500,,,,-0.14337804,145,0,0.88,1.78,63974,,,,,,,,,,
43800,0,21218,43800,1.14,-0.027862231805920602,0.98,,,,,,,-2.9425605333166517e-05,0.1408705845475197,0.2,-0.10342922322452068,0.07566956430673599,0.30112504959106445,0.0001,1.1024531e-06,0.0,1450
,,,43800,,,,-0.19126831999999996,146,0,0.82,2.1,64396,,,,,,,,,,
44100,0,21359,44100,1.56,-0.07896315160673112,0.9,,,,,,,-0.0012041022625680852,0.15770949684083463,0.2,-0.10618709400296211,0.044890835881233215,0.2124759554862976,0.0001,0.00030693325,0.0,1460
,,,44100,,,,-0.22778931999999996,147,0,0.79,2.09,64861,,,,,,,,,,
44400,0,21507,44400,1.1,-0.027738078944385052,0.98,,,,,,,0.00011999037351735353,0.18086721673607825,0.2,-0.11817695833742618,0.0659404769539833,0.20220494270324707,0.0001,2.4302439e-05,0.0,1470
,,,44400,,,,-0.25180042,148,0,0.79,2.08,65271,,,,,,,,,,
44700,0,21649,44700,1.66,-0.11918504994828254,0.86,,,,,,,-0.00020111328407779183,0.16493086479604244,0.2,-0.11823263615369797,0.05435766279697418,0.3322848081588745,0.0001,1.4747271e-05,0.0,1480
,,,44700,,,,-0.24680159999999998,149,0,0.77,2.21,65719,,,,,,,,,,
45000,0,21809,45000,1.54,-0.07447913188487292,0.9,,,,,,,-0.00019855102408028458,0.1687304198741913,0.2,-0.11713634580373763,0.049627721309661865,0.26227378845214844,0.0001,2.4060984e-05,0.0,1490
,,,45000,,,,-0.18839826,150,0,0.82,1.93,66176,,,,,,,,,,
45300,0,21955,45300,1.26,-0.04375572021584958,0.98,,,,,,,-0.0003718508640949914,0.1487917672842741,0.2,-0.12453962415456772,0.04600020498037338,0.3084707260131836,0.0001,0.00010298221,0.0,1500
,,,45300,,,,-0.27078466000000007,151,0,0.77,2.16,66598,,,,,,,,,,
45600,0,22087,45600,1.22,-0.051769208824262024,0.96,,,,,,,4.1147481799264084e-05,0.17508708462119102,0.2,-0.13007734566926957,0.07296450436115265,0.3295295238494873,0.0001,9.1968104e-08,0.0,1510
,,,45600,,,,-0.32893170000000005,152,0,0.74,2.3,67011,,,,,,,,,,
45900,0,22258,45900,1.52,-0.0782619112264365,0.94,,,,,,,-0.0010627729553641442,0.17772932276129721,0.2,-0.12573483511805533,0.07492449134588242,0.3458605408668518,0.0001,0.000155901,0.0,1520
,,,45900,,,,-0.13867521,153,0,0.9,1.72,67474,,,,,,,,,,
46200,0,22404,46200,1.3,-0.07218971806112677,0.94,,,,,,,-0.00011836997658569715,0.15896063297986984,0.2,-0.11827348656952381,0.09398626536130905,0.3165287971496582,0.0001,1.2162607e-05,0.0,1530
,,,46200,,,,-0.22913584,154,0,0.83,2.05,67904,,,,,,,,,,
46500,0,22545,46500,1.28,-0.05173112058080733,0.96,,,,,,,-2.0551240595523266e-06,0.14858584776520728,0.2,-0.11611646190285682,0.0635237768292427,0.3917606472969055,0.0001,9.813812e-07,0.0,1540
,,,46500,,,,-0.26308482,155,0,0.77,2.25,68355,,,,,,,,,,
46800,0,22690,46800,1.32,-0.03162017968483269,0.96,,,,,,,-0.0007265647950415399,0.17488690391182898,0.2,-0.11384406983852387,0.07073715329170227,0.2934958338737488,0.0001,4.265616e-05,0.0,1550
,,,46800,,,,-0.21348120999999998,156,0,0.8,2.1,68808,,,,,,,,,,
47100,0,22836,47100,1.38,-0.03603199657518417,0.96,,,,,,,-0.00028365335099147517,0.16206972450017929,0.2,-0.10489502325654029,0.09242317825555801,0.30944734811782837,0.0001,3.708538e-05,0.0,1560
,,,47100,,,,-0.16626981999999998,157,0,0.86,1.96,69240,,,,,,,,,,
47400,0,22994,47400,1.48,-0.09140294342767447,0.9,,,,,,,7.711837746438021e-06,0.17307420521974565,0.2,-0.10169593878090381,0.08235889673233032,0.28357887268066406,0.0001,1.6321428e-07,0.0,1570
,,,47400,,,,-0.16874239999999996,158,0,0.84,1.86,69682,,,,,,,,,,
47700,0,23151,47700,1.36,-0.051107154097408056,0.96,,,,,,,-0.0002757610569965152,0.1541023187339306,0.2,-0.09972768388688565,0.07331512868404388,0.3010936975479126,0.0001,4.3943946e-05,0.0,1580
,,,47700,,,,-0.14659397,159,0,0.88,1.92,70107,,,,,,,,,,
48000,0,23298,48000,1.26,-0.031144784740172328,0.96,,,,,,,-0.0009539895536200049,0.1565207552164793,0.2,-0.0910489797592163,0.09256719797849655,0.2420787215232849,0.0001,0.00026388548,0.0,1590
,,,48000,,,,-0.19263112,160,0,0.84,1.99,70563,,,,,,,,,,
48300,0,23451,48300,1.3,-0.031999587351456284,0.96,,,,,,,-0.00040294116955594814,0.2031068429350853,0.2,-0.08236563354730606,0.12569314241409302,0.2047715187072754,0.0001,4.313269e-05,0.0,1600
,,,48300,,,,-0.1558402,161,0,0.85,1.87,71054,,,,,,,,,,
48600,0,23586,48600,1.48,-0.11481169605161995,0.9,,,,,,,-0.0005718640211398451,0.15290445387363433,0.2,-0.07658803053200244,0.08531336486339569,0.32844191789627075,0.0001,0.0001149362,0.0,1610
,,,48600,,,,-0.2596644699999999,162,0,0.75,2.22,71508,,,,,,,,,,
48900,0,23744,48900,1.4,-0.09120349572971463,0.92,,,,,,,-0.0005365229037136654,0.16187394745647907,0.2,-0.07093948014080524,0.07408270239830017,0.3209761381149292,0.0001,6.9111586e-05,0.0,1620
,,,48900,,,,-0.21210505999999998,163,0,0.83,1.96,71954,,,,,,,,,,
49200,0,23889,49200,1.36,-0.07267391383647918,0.94,,,,,,,-0.00026694435830632024,0.1690494902431965,0.2,-0.0678981140255928,0.08610816299915314,0.25985515117645264,0.0001,3.3571407e-05,0.0,1630
,,,49200,,,,-0.24368506999999998,164,0,0.82,2.08,72394,,,,,,,,,,
49500,0,24046,49500,1.32,-0.05202319555915892,0.96,,,,,,,-3.271447692809737e-05,0.18774116784334183,0.2,-0.06925463303923607,0.08524762094020844,0.31474894285202026,0.0001,1.0775402e-06,0.0,1640
,,,49500,,,,-0.14949134000000003,165,0,0.87,1.81,72836,,,,,,,,,,
49800,0,24203,49800,1.38,-0.0308012341754511,0.96,,,,,,,-0.00047963570207416596,0.17385388277471064,0.2,-0.07059980630874634,0.04980558156967163,0.11650019884109497,0.0001,7.776544e-05,0.0,1650
,,,49800,,,,-0.21155076,166,0,0.83,1.85,73265,,,,,,,,,,
50100,0,24359,50100,1.46,-0.03329835417680442,0.94,,,,,,,-0.0001012128883642216,0.17050486356019973,0.2,-0.07548831366002559,0.08672983199357986,0.3260713815689087,0.0001,5.0839735e-06,0.0,1660
,,,50100,,,,-0.20431177,167,0,0.82,1.96,73697,,,,,,,,,,
50400,0,24522,50400,1.58,-0.07592467412352562,0.92,,,,,,,-0.00022580877973537027,0.17627735882997514,0.2,-0.07617227211594582,0.08559127897024155,0.23096555471420288,0.0001,1.4086836e-05,0.0,1670
,,,50400,,,,-0.16356231,168,0,0.85,1.89,74159,,,,,,,,,,
50700,0,24692,50700,1.22,-0.030370816881768407,0.98,,,,,,,5.3901684044443956e-05,0.1395721584558487,0.2,-0.07283316403627396,0.08183739334344864,0.36037522554397583,0.0001,9.219564e-07,0.0,1680
,,,50700,,,,-0.11769113999999999,169,0,0.9,1.66,74613,,,,,,,,,,
51000,0,24846,51000,1.12,-0.02800674567464739,0.98,,,,,,,-0.00030317512662549897,0.14402449876070023,0.2,-0.07576159462332725,0.05448464676737785,0.375110387802124,0.0001,0.00012538541,0.0,1690
,,,51000,,,,-0.23223101000000004,170,0,0.82,1.96,75044,,,,,,,,,,
51300,0,24991,51300,1.1,-0.02886038638651371,0.98,,,,,,,4.2612302590949724e-05,0.19550256952643394,0.2,-0.07952298894524575,0.05649997666478157,0.28493183851242065,0.0001,8.024508e-07,0.0,1700
,,,51300,,,,-0.19532456,171,0,0.84,1.9,75505,,,,,,,,,,
51600,0,25137,51600,1.2,-0.008652595914900302,1.0,,,,,,,-6.260392650947466e-07,0.19883959069848062,0.2,-0.07979656495153904,0.11233590543270111,0.28449636697769165,0.0001,2.165325e-08,0.0,1710
,,,51600,,,,-0.18825546999999998,172,0,0.83,2.05,75922,,,,,,,,,,
51900,0,25292,51900,1.5,-0.09525396926794201,0.92,,,,,,,-4.2976593827770414e-05,0.18048652708530427,0.2,-0.07922635972499847,0.09193369746208191,0.2188199758529663,0.0001,2.146e-06,0.0,1720
,,,51900,,,,-0.24475938000000003,173,0,0.8,1.91,76360,,,,,,,,,,
52200,0,25446,52200,1.4,-0.03144172312691808,0.94,,,,,,,-5.1897951314217036e-08,0.15412262305617333,0.2,-0.07768973484635353,0.06709510087966919,0.38020527362823486,0.0001,0.0,0.0,1730
,,,52200,,,,-0.17859612000000002,174,0,0.84,1.88,76804,,,,,,,,,,
52500,0,25589,52500,1.42,-0.07179832763969898,0.92,,,,,,,-0.00014039401155017118,0.1615757592022419,0.2,-0.0763912845402956,0.07974815368652344,0.38947802782058716,0.0001,7.1027316e-06,0.0,1740
,,,52500,,,,-0.25834601999999995,175,0,0.75,2.2,77237,,,,,,,,,,
52800,0,25747,52800,1.28,-0.030303467893972993,0.98,,,,,,,-3.775478430307899e-05,0.14957798458635807,0.2,-0.07422227784991264,0.06982617825269699,0.3412121534347534,0.0001,3.953115e-06,0.0,1750
,,,52800,,,,-0.24547300000000002,176,0,0.83,1.94,77696,,,,,,,,,,
53100,0,25901,53100,1.12,-0.008030352052301168,1.0,,,,,,,-0.000580331201094797,0.21212901249527932,0.2,-0.07849905043840408,0.11088152974843979,0.2838214039802551,0.0001,0.0011696612,0.0032492898404598235,1760
,,,53100,,,,-0.22721084999999996,177,0,0.8,2.08,78129,,,,,,,,,,
53400,0,26060,53400,1.32,-0.05102160613983869,0.96,,,,,,,-0.000388754613268727,0.21345174685120583,0.2,-0.07784539721906185,0.0996018797159195,0.21060609817504883,0.0001,2.3149536e-05,0.0,1770
,,,53400,,,,-0.22186640000000005,178,0,0.8,2.03,78576,,,,,,,,,,
53700,0,26218,53700,1.14,-0.008621260346844793,1.0,,,,,,,-8.43989962845626e-05,0.13674182966351509,0.2,-0.08416685573756695,0.058168478310108185,0.35869717597961426,0.0001,1.85014e-05,0.0,1780
,,,53700,,,,-0.22621730999999992,179,0,0.8,2.06,78993,,,,,,,,,,
54000,0,26362,54000,1.4,-0.07553629770409316,0.94,,,,,,,-8.199730587268305e-05,0.14109709076583385,0.2,-0.08794307932257653,0.0681571364402771,0.4169628620147705,0.0001,9.184799e-06,0.0,1790
,,,54000,,,,-0.21223382999999998,180,0,0.82,2.14,79442,,,,,,,,,,
54300,0,26503,54300,1.46,-0.09633595638442785,0.9,,,,,,,-4.59369697131784e-05,0.18588976934552193,0.2,-0.09047907330095768,0.06633801758289337,0.2012169361114502,0.0001,1.8464634e-06,0.0,1800
,,,54300,,,,-0.24401294999999998,181,0,0.8,2.08,79907,,,,,,,,,,
54600,0,26654,54600,1.54,-0.11821083567105234,0.9,,,,,,,9.793224454934801e-06,0.17417990043759346,0.2,-0.09074667915701866,0.07808227092027664,0.3164043426513672,0.0001,9.304653e-07,0.0,1810
,,,54600,,,,-0.27214021,182,0,0.77,2.11,80367,,,,,,,,,,
54900,0,26802,54900,1.32,-0.05099492883309722,0.96,,,,,,,-0.000375557679347871,0.14864819534122944,0.2,-0.09273849911987782,0.06943591684103012,0.4003216028213501,0.0001,1.8121791e-05,0.0,1820
,,,54900,,,,-0.21310462000000005,183,0,0.83,2.03,80806,,,,,,,,,,
55200,0,26949,55200,1.42,-0.09780527587980031,0.92,,,,,,,-0.0002640562430979543,0.19098518528044223,0.2,-0.09888174645602703,0.10725045204162598,0.2590654492378235,0.0001,3.049438e-05,0.0,1830
,,,55200,,,,-0.23702745999999997,184,0,0.81,2.04,81254,,,,,,,,,,
55500,0,27090,55500,1.24,-0.05199874181766063,0.96,,,,,,,-6.09099705872751e-06,0.18924280107021332,0.2,-0.10336917601525783,0.10348936915397644,0.3102313280105591,0.0001,2.0263885e-06,0.0,1840
,,,55500,,,,-0.2325812,185,0,0.77,2.11,81695,,,,,,,,,,
55800,0,27242,55800,1.3,-0.051342229284346105,0.96,,,,,,,-0.0008689518728765222,0.16540722772479058,0.2,-0.10083498172461987,0.06624648720026016,0.30537962913513184,0.0001,0.00017842297,0.0,1850
,,,55800,,,,-0.15492821999999998,186,0,0.85,1.84,82147,,,,,,,,,,
56100,0,27390,56100,1.46,-0.07669904806651175,0.94,,,,,,,-0.0004652573805579152,0.1726306349039078,0.2,-0.0909927923232317,0.07063493877649307,0.20554465055465698,0.0001,4.2191834e-05,0.0,1860
,,,56100,,,,-0.21539686,187,0,0.81,2.03,82593,,,,,,,,,,
56400,0,27531,56400,1.48,-0.05469830798916519,0.9,,,,,,,1.5325586032854944e-05,0.1471692644059658,0.2,-0.08537474535405636,0.0586661621928215,0.3697096109390259,0.0001,5.463371e-07,0.0,1870
,,,56400,,,,-0.2655572,188,0,0.75,2.17,83031,,,,,,,,,,
56700,0,27686,56700,1.5,-0.11624822769314051,0.9,,,,,,,-1.4059478343764198e-05,0.17495586723089218,0.2,-0.08452062979340554,0.07609455287456512,0.2478005290031433,0.0001,2.358458e-06,0.0,1880
,,,56700,,,,-0.22987348999999999,189,0,0.81,2.02,83503,,,,,,,,,,
57000,0,27846,57000,1.28,-0.03287495374679565,0.98,,,,,,,-5.682542363172338e-05,0.15174570679664612,0.2,-0.0842655822634697,0.06611816585063934,0.3461373448371887,0.0001,4.617476e-06,0.0,1890
,,,57000,,,,-0.20862545999999998,190,0,0.82,1.87,83944,,,,,,,,,,
57300,0,28004,57300,1.22,-0.03092650911770761,0.98,,,,,,,-0.00021630873282738606,0.168291062861681,0.2,-0.08766213692724704,0.09237508475780487,0.2958785891532898,0.0001,3.6363585e-05,0.0,1900
,,,57300,,,,-0.17600684,191,0,0.84,1.85,84374,,,,,,,,,,
57600,0,28165,57600,1.24,-0.04965814074501395,0.96,,,,,,,6.466205951394244e-06,0.1791806176304817,0.2,-0.09191702269017696,0.08377718180418015,0.266581654548645,0.0001,1.9027873e-06,0.0,1910
,,,57600,,,,-0.17090904999999995,192,0,0.85,1.78,84805,,,,,,,,,,
57900,0,28326,57900,1.4,-0.09124877849593759,0.92,,,,,,,-0.0004488201962742799,0.13700627833604812,0.2,-0.09066573679447174,0.07579711824655533,0.4289587140083313,0.0001,3.687886e-05,0.0,1920
,,,57900,,,,-0.10684731000000001,193,0,0.89,1.77,85274,,,,,,,,,,
58200,0,28478,58200,1.16,-0.028476812159642578,0.98,,,,,,,-6.067808894716365e-06,0.13841036520898342,0.2,-0.08707014583051205,0.06614501774311066,0.3515116572380066,0.0001,8.316827e-06,0.0,1930
,,,58200,,,,-0.17489169999999998,194,0,0.83,1.97,85721,,,,,,,,,,
58500,0,28634,58500,1.42,-0.05525751222856343,0.92,,,,,,,1.2814418666096116e-05,0.19243145361542702,0.2,-0.08951372765004635,0.08061110973358154,0.17019152641296387,0.0001,3.7939753e-06,0.0,1940
,,,58500,,,,-0.18258071,195,0,0.85,1.89,86171,,,,,,,,,,
58800,0,28794,58800,1.28,-0.03005155094433576,0.96,,,,,,,-3.418307528271214e-05,0.1673667050898075,0.2,-0.08546868786215782,0.06562704592943192,0.20402073860168457,0.0001,1.4911999e-05,0.0,1950
,,,58800,,,,-0.17047324,196,0,0.85,1.8,86598,,,,,,,,,,
59100,0,28947,59100,1.48,-0.09533921205904335,0.92,,,,,,,-8.949460887306416e-05,0.14903376400470733,0.2,-0.08498129993677139,0.07578369230031967,0.29391586780548096,0.0001,7.5682765e-06,0.0,1960
,,,59100,,,,-0.12816703,197,0,0.88,1.75,87043,,,,,,,,,,
59400,0,29091,59400,1.18,-0.028117762706242503,0.98,,,,,,,-0.00024577760662207736,0.19382584020495414,0.2,-0.0891507886350155,0.08201368898153305,0.17332524061203003,0.0001,7.734949e-05,0.0,1970
,,,59400,,,,-0.22654355000000004,198,0,0.81,2.12,87466,,,,,,,,,,
59700,0,29238,59700,1.46,-0.0949772678874433,0.92,,,,,,,-0.00030951476072544893,0.17813537791371345,0.2,-0.09534782469272614,0.09792385995388031,0.25882166624069214,0.0001,2.8770439e-05,0.0,1980
,,,59700,,,,-0.17401567,199,0,0.84,1.99,87937,,,,,,,,,,
60000,0,29366,60000,1.34,-0.012660241294652224,1.0,,,,,,,-0.0005331502697695889,0.18188759237527846,0.2,-0.09953972101211547,0.08857017010450363,0.21565109491348267,0.0001,3.2488722e-05,0.0,1990
,,,60000,,,,-0.27299682,200,0,0.73,2.36,88367,,,,,,,,,,
60300,0,29510,60300,1.56,-0.0950768479378894,0.9,,,,,,,-5.7088884701128606e-05,0.1842143565416336,0.2,-0.09742560274899006,0.08288711309432983,0.2602032423019409,0.0001,7.0591923e-06,0.0,2000
,,,60300,,,,-0.20377886,201,0,0.83,1.98,88833,,,,,,,,,,
60600,0,29660,60600,1.34,-0.09388104283250868,0.92,,,,,,,-0.00015356440111295998,0.19207514002919196,0.2,-0.09903741553425789,0.08326303958892822,0.21678119897842407,0.0001,7.2022667e-06,0.0,2010
,,,60600,,,,-0.23703444,202,0,0.8,1.99,89283,,,,,,,,,,
60900,0,29804,60900,1.28,-0.07017657005228102,0.94,,,,,,,-0.0009032977144297405,0.15708389431238173,0.2,-0.0968587003648281,0.06929734349250793,0.3873478174209595,0.0001,9.5304305e-05,0.0,2020
,,,60900,,,,-0.1929499,203,0,0.84,2.08,89731,,,,,,,,,,
61200,0,29961,61200,1.42,-0.10042324852664024,0.92,,,,,,,-0.00012533270147505605,0.145737561956048,0.2,-0.09249849356710911,0.08327847719192505,0.32262933254241943,0.0001,1.2461774e-05,0.0,2030
,,,61200,,,,-0.24900958999999998,204,0,0.78,2.08,90223,,,,,,,,,,
61500,0,30115,61500,1.38,-0.0591028021927923,0.94,,,,,,,-0.0002272942170913339,0.1554136548191309,0.2,-0.09159933403134346,0.09709736704826355,0.3873511552810669,0.0001,2.2940454e-05,0.0,2040
,,,61500,,,,-0.16144896,205,0,0.86,1.86,90719,,,,,,,,,,
61800,0,30269,61800,1.36,-0.09100250065326691,0.92,,,,,,,5.940989265740271e-05,0.1766222707927227,0.2,-0.08791251294314861,0.07456481456756592,0.241424560546875,0.0001,8.1490725e-08,0.0,2050
,,,61800,,,,-0.16902841999999996,206,0,0.86,1.88,91192,,,,,,,,,,
62100,0,30429,62100,1.52,-0.10026271108537912,0.9,,,,,,,-0.00016488369915110824,0.16179220452904702,0.2,-0.08857566379010677,0.07615295052528381,0.37429380416870117,0.0001,1.3435027e-05,0.0,2060
