env/n_steps,env/completion_counter,env/current_idx,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,rollout/ep_rew_mean,time/iterations,time/fps,rollout/success_rate,rollout/ep_len_mean,time/time_elapsed,train/policy_gradient_loss,train/value_loss,train/clip_range,train/entropy_loss,train/loss,train/explained_variance,train/learning_rate,train/approx_kl,train/clip_fraction,train/n_updates
,,,62100,,,,-0.16261707,207,0,0.86,1.73,91652,,,,,,,,,,
62400,0,30577,62400,1.44,-0.07485790041275323,0.94,,,,,,,-0.0002976581579963167,0.18733297884464264,0.2,-0.08566968180239201,0.10961069911718369,0.27273911237716675,0.0001,5.027058e-05,0.0001953125,2070
,,,62400,,,,-0.22302023000000004,208,0,0.81,2.09,92108,,,,,,,,,,
62700,0,30725,62700,1.48,-0.07609948278404773,0.94,,,,,,,-0.0002215144723276552,0.1816452831029892,0.2,-0.08399641029536724,0.06050167232751846,0.25965750217437744,0.0001,6.329612e-05,0.0,2080
,,,62700,,,,-0.21338492000000003,209,0,0.82,1.96,92573,,,,,,,,,,
63000,0,30881,63000,1.58,-0.11816683237440884,0.9,,,,,,,-0.00011177640788559984,0.16163368076086043,0.2,-0.07866737842559815,0.08063046634197235,0.4000111222267151,0.0001,1.1268421e-05,0.0,2090
,,,63000,,,,-0.19543342999999996,210,0,0.83,2.01,93056,,,,,,,,,,
63300,0,31025,63300,1.28,-0.07488200937863439,0.94,,,,,,,-0.0003621814991408456,0.17691399566829205,0.2,-0.07831131815910339,0.04960676655173302,0.292174756526947,0.0001,1.7126324e-05,0.0,2100
,,,63300,,,,-0.2357439,211,0,0.8,2.14,93518,,,,,,,,,,
63600,0,31188,63600,1.32,-0.07202519404701889,0.94,,,,,,,-0.0013897984468883352,0.18591942973434925,0.2,-0.08499243408441544,0.057803910225629807,0.17911887168884277,0.0001,0.00016941121,0.000390625,2110
,,,63600,,,,-0.16997704,212,0,0.85,1.83,93982,,,,,,,,,,
63900,0,31344,63900,1.3,-0.07226501736789942,0.94,,,,,,,-2.504675377856813e-05,0.15041230693459512,0.2,-0.09012045748531819,0.08104313910007477,0.34760022163391113,0.0001,3.982403e-05,0.0,2120
,,,63900,,,,-0.1567168,213,0,0.86,1.81,94645,,,,,,,,,,
64200,0,31506,64200,1.32,-0.0719284242996946,0.94,,,,,,,-0.00032059794861822867,0.1746801659464836,0.2,-0.09194449074566365,0.0838666781783104,0.24578094482421875,0.0001,2.9174844e-05,0.0,2130
,,,64200,,,,-0.23741329,214,0,0.8,1.95,95115,,,,,,,,,,
64500,0,31663,64500,1.42,-0.07830601106863469,0.94,,,,,,,-0.0003056314329377585,0.1681253120303154,0.2,-0.08988130278885365,0.07281643152236938,0.3219298720359802,0.0001,1.5314436e-05,0.0,2140
,,,64500,,,,-0.17818861000000008,215,0,0.85,1.85,95598,,,,,,,,,,
64800,0,31824,64800,1.46,-0.09552191588561981,0.92,,,,,,,-0.000785931796023176,0.17204022631049157,0.2,-0.08506589084863662,0.06231892853975296,0.30898958444595337,0.0001,0.0001179137,0.0,2150
,,,64800,,,,-0.26056437,216,0,0.79,2.04,96116,,,,,,,,,,
65100,0,31994,65100,1.46,-0.09382678156252951,0.92,,,,,,,-0.002237352578563545,0.16762797087430953,0.2,-0.07560129798948764,0.08214365690946579,0.3567882776260376,0.0001,0.00054344715,0.0019176136702299118,2160
,,,65100,,,,-0.17779075999999996,217,0,0.85,1.88,96603,,,,,,,,,,
65400,0,32154,65400,1.42,-0.05273953981231898,0.96,,,,,,,-0.00012862015097532266,0.15101513229310512,0.2,-0.06607013568282127,0.07772638648748398,0.31964921951293945,0.0001,6.764376e-05,0.0,2170
,,,65400,,,,-0.19152076,218,0,0.84,1.86,97066,,,,,,,,,,
65700,0,32293,65700,1.32,-0.05013348980806768,0.96,,,,,,,-0.00018753045225707864,0.15779393166303635,0.2,-0.06245181392878294,0.041267115622758865,0.37102752923965454,0.0001,1.9936124e-05,0.0,2180
,,,65700,,,,-0.30296093,219,0,0.76,2.24,97522,,,,,,,,,,
66000,0,32445,66000,1.12,-0.031197076439857484,0.98,,,,,,,-9.290763975395855e-05,0.17769221924245357,0.2,-0.060379465110599995,0.054731979966163635,0.34626173973083496,0.0001,4.388974e-06,0.0,2190
,,,66000,,,,-0.26153023999999997,220,0,0.79,2.04,97979,,,,,,,,,,
66300,0,32597,66300,1.22,-0.009710273942910136,0.98,,,,,,,-5.614983059407663e-05,0.17195811942219735,0.2,-0.060501174069941044,0.08986862003803253,0.37647294998168945,0.0001,7.564551e-06,0.0,2200
,,,66300,,,,-0.27148623999999993,221,0,0.78,2.05,98430,,,,,,,,,,
66600,0,32759,66600,1.1,-0.027753251418471337,0.98,,,,,,,2.3723953058940594e-05,0.16405123174190522,0.2,-0.0627383416518569,0.10334629565477371,0.3792763352394104,0.0001,2.8740615e-06,0.0,2210
,,,66600,,,,-0.15432426,222,0,0.85,1.95,98903,,,,,,,,,,
