env/n_steps,env/completion_counter,eval/success_rate,time/total_timesteps,env/current_idx,eval/mean_ep_length,eval/mean_reward,rollout/ep_len_mean,time/fps,time/iterations,rollout/ep_rew_mean,rollout/success_rate,time/time_elapsed,train/n_updates,train/loss,train/explained_variance,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/entropy_loss,train/learning_rate,train/value_loss,train/clip_range
36600,0,0.9,36600,20852,1.28,-0.09048166176769883,,,,,,,1210,-0.010864857584238052,-0.06403958797454834,0.21272727280855178,-0.04489172888919711,0.11457105,-0.23951218605041505,0.001,0.13599776811897754,0.2
,,,36600,,,,1.84,0,122,-0.31915802,0.64,52912,,,,,,,,,,
36900,0,0.84,36900,21028,1.36,-0.1725238283071667,,,,,,,1220,-0.06672593951225281,-0.29900622367858887,0.23571022778749465,-0.050427948124706745,0.20045534,-0.3276861947774887,0.001,0.15651388950645923,0.2
,,,36900,,,,1.74,0,123,-0.30247928999999996,0.69,53326,,,,,,,,,,
37200,0,0.84,37200,21205,1.42,-0.17150732489768417,,,,,,,1230,-0.008224714547395706,-0.07948124408721924,0.19642045512795447,-0.03975765116512776,0.12762712,-0.24996086657047273,0.001,0.13965494625270367,0.2
,,,37200,,,,1.6,0,124,-0.24941262000000003,0.76,53744,,,,,,,,,,
37500,0,0.98,37500,21376,1.14,-0.027774499054066835,,,,,,,1240,-0.03352205082774162,-0.045195579528808594,0.26392045482993126,-0.052091926001012326,0.23823288,-0.25633106619119644,0.001,0.13125521838665008,0.2
,,,37500,,,,1.84,0,125,-0.35936369,0.65,54137,,,,,,,,,,
37800,0,0.92,37800,21550,1.24,-0.07294002450536936,,,,,,,1250,-0.041550297290086746,0.1418381929397583,0.21900568142533303,-0.03929494231939316,0.21521714,-0.28342345237731936,0.001,0.1309831117093563,0.2
,,,37800,,,,1.81,0,126,-0.30306424000000004,0.67,54567,,,,,,,,,,
38100,0,0.94,38100,21719,1.16,-0.06858656303957104,,,,,,,1260,-0.030079692602157593,-0.027122020721435547,0.20582386314868928,-0.04000844717724249,0.081334524,-0.256254141330719,0.001,0.12815236464142798,0.2
,,,38100,,,,1.76,0,127,-0.26702138,0.68,54964,,,,,,,,,,
38400,0,0.88,38400,21904,1.26,-0.07086448895279318,,,,,,,1270,-0.02810872718691826,-0.022367000579833984,0.2059943176805973,-0.036257799002341926,0.0944643,-0.2833379194140434,0.001,0.12220461621880531,0.2
,,,38400,,,,1.58,0,128,-0.20427376,0.77,55373,,,,,,,,,,
38700,0,0.74,38700,22076,1.54,-0.19467392832506447,,,,,,,1280,-0.04278450086712837,-0.10661053657531738,0.21522727280855178,-0.04350357126444578,0.12091684,-0.2780542558431625,0.001,0.14342591039836405,0.2
,,,38700,,,,1.76,0,129,-0.30576036,0.66,55796,,,,,,,,,,
39000,0,0.9,39000,22247,1.28,-0.07049313478171826,,,,,,,1290,-0.013524442911148071,0.1071738600730896,0.25693181827664374,-0.044806654872372745,0.13613153,-0.30567377895116804,0.001,0.12534941703081132,0.2
,,,39000,,,,1.72,0,130,-0.25068707999999995,0.74,56208,,,,,,,,,,
39300,0,0.92,39300,22429,1.24,-0.08863988842349499,,,,,,,1300,-0.022015800699591637,-0.09164190292358398,0.21639204621315003,-0.03701597915962338,0.088922225,-0.23600722074508668,0.001,0.13210378475487233,0.2
,,,39300,,,,1.66,0,131,-0.3091475,0.72,56611,,,,,,,,,,
39600,0,0.92,39600,22612,1.24,-0.0940453229425475,,,,,,,1310,-0.0020242519676685333,0.11490476131439209,0.22917613625526428,-0.03945721832104027,0.12257479,-0.22769911110401153,0.001,0.12685097090899944,0.2
,,,39600,,,,1.7,0,132,-0.26934448000000005,0.71,57014,,,,,,,,,,
39900,0,0.92,39900,22795,1.24,-0.06892918527126313,,,,,,,1320,-0.0531691238284111,-0.019220829010009766,0.21142045468091963,-0.0441384513489902,0.15367658,-0.22387890368700028,0.001,0.11622374676167965,0.2
,,,39900,,,,1.59,0,133,-0.19988941999999998,0.78,57433,,,,,,,,,,
40200,0,0.78,40200,22968,1.5,-0.17396756435278804,,,,,,,1330,-0.017108147963881493,-0.041271090507507324,0.16696022763848306,-0.03719146265648306,0.10473851,-0.2113867363333702,0.001,0.11566881448030472,0.2
,,,40200,,,,1.7,0,134,-0.29290306,0.7,57871,,,,,,,,,,
40500,0,0.86,40500,23155,1.32,-0.1528745424002409,,,,,,,1340,-0.041813697665929794,-0.1276782751083374,0.18931818187236785,-0.036210806915041756,0.106121704,-0.23541396498680114,0.001,0.13475458547472954,0.2
,,,40500,,,,1.55,0,135,-0.21532274,0.78,58280,,,,,,,,,,
40800,0,0.94,40800,23338,1.12,-0.06766241448931395,,,,,,,1350,-0.017118018120527267,-0.12868261337280273,0.15517045468091964,-0.03132922642398626,0.09301684,-0.22410984307527543,0.001,0.13534231573343278,0.2
,,,40800,,,,1.61,0,136,-0.28643802,0.73,58675,,,,,,,,,,
41100,0,0.92,41100,23518,1.22,-0.04886158629320562,,,,,,,1360,-0.042552486062049866,-0.07778656482696533,0.1842897717654705,-0.038696417696774,0.12254655,-0.26543626815080645,0.001,0.1195567074418068,0.2
,,,41100,,,,1.74,0,137,-0.31872823000000006,0.68,59075,,,,,,,,,,
41400,0,0.84,41400,23701,1.38,-0.17120476768352091,,,,,,,1370,-0.017402667552232742,0.033302247524261475,0.18071022748947144,-0.04011960753705353,0.06954822,-0.28077699631452563,0.001,0.12338804937899113,0.2
,,,41400,,,,1.71,0,138,-0.27113280999999995,0.71,59494,,,,,,,,,,
41700,0,0.88,41700,23875,1.3,-0.11154661301523447,,,,,,,1380,-0.0424722358584404,0.137820303440094,0.20548295468091965,-0.04720831244252622,0.13119178,-0.286053321659565,0.001,0.11877122402191162,0.2
,,,41700,,,,1.67,0,139,-0.23739180000000004,0.75,59900,,,,,,,,,,
42000,0,0.92,42000,24043,1.22,-0.06989134827628732,,,,,,,1390,-0.017883621156215668,-0.15328896045684814,0.24156250029802323,-0.04276437746535521,0.10059184,-0.3201498308777809,0.001,0.15886945322155951,0.2
,,,42000,,,,1.78,0,140,-0.26039590999999995,0.68,60303,,,,,,,,,,
42300,0,0.9,42300,24216,1.28,-0.09193542443681509,,,,,,,1400,-0.032289087772369385,0.05407506227493286,0.23559659108519554,-0.049834002405405045,0.14519526,-0.28166074633598326,0.001,0.1205276071280241,0.2
,,,42300,,,,1.72,0,141,-0.25241193999999995,0.73,60726,,,,,,,,,,
42600,0,0.88,42600,24387,1.3,-0.13032779265195132,,,,,,,1410,-0.009098334237933159,-0.0010589361190795898,0.2438920459151268,-0.04948859887197614,0.114386976,-0.29762674927711485,0.001,0.129740669131279,0.2
,,,42600,,,,1.77,0,142,-0.28616646999999995,0.68,61136,,,,,,,,,,
42900,0,0.94,42900,24568,1.18,-0.07072793462779373,,,,,,,1420,-0.022616304457187653,0.009935140609741211,0.21465909138321876,-0.04523431332781911,0.11012666,-0.27815400063991547,0.001,0.14003689989447593,0.2
,,,42900,,,,1.78,0,143,-0.31994887999999994,0.68,61546,,,,,,,,,,
43200,0,0.88,43200,24748,1.26,-0.0700579763064161,,,,,,,1430,-0.023500647395849228,-0.07550537586212158,0.19139204561710357,-0.04400490250438452,0.11141145,-0.2596894615888596,0.001,0.14903634697198867,0.2
,,,43200,,,,1.69,0,144,-0.30219268999999993,0.71,61952,,,,,,,,,,
43500,0,0.96,43500,24931,1.14,-0.05025376848876476,,,,,,,1440,-0.021402105689048767,-0.033770084381103516,0.19767045482993126,-0.03523080152925104,0.15898505,-0.2483228525519371,0.001,0.12656132385134697,0.2
,,,43500,,,,1.69,0,145,-0.25066479,0.69,62365,,,,,,,,,,
43800,0,0.88,43800,25135,1.3,-0.0721886409400031,,,,,,,1450,-0.07743397355079651,0.11205458641052246,0.2433522729575634,-0.05220242129638791,0.12622012,-0.29259525924921037,0.001,0.11913420002907514,0.2
,,,43800,,,,1.49,0,146,-0.14392669,0.83,62769,,,,,,,,,,
44100,0,0.86,44100,25315,1.28,-0.13302584389690308,,,,,,,1460,-0.036234598606824875,-0.0636359453201294,0.20565340876579286,-0.043017568197101355,0.10640764,-0.2765760186314583,0.001,0.11270460076630115,0.2
,,,44100,,,,1.55,0,147,-0.18389547999999997,0.79,63189,,,,,,,,,,
44400,0,0.9,44400,25497,1.28,-0.09267646569292992,,,,,,,1470,-0.054449863731861115,0.016301214694976807,0.27238636404275895,-0.05560063919052482,0.10073962,-0.3447801905870438,0.001,0.13078543968498707,0.2
,,,44400,,,,1.73,0,148,-0.26000978,0.71,63596,,,,,,,,,,
44700,0,0.94,44700,25670,1.22,-0.07349713470321148,,,,,,,1480,-0.044800225645303726,0.16261768341064453,0.25298295468091964,-0.05590414917096496,0.12707023,-0.3656006968021393,0.001,0.12004925079643726,0.2
,,,44700,,,,1.77,0,149,-0.25159165999999994,0.68,64003,,,,,,,,,,
45000,0,0.94,45000,25861,1.14,-0.06780669410713017,,,,,,,1490,-0.048277802765369415,0.19362950325012207,0.25102272734045983,-0.048233959274366495,0.11410612,-0.4008925199508667,0.001,0.11240368027240039,0.2
,,,45000,,,,1.68,0,150,-0.26954135,0.72,64413,,,,,,,,,,
45300,0,0.9,45300,26021,1.26,-0.0898495572945103,,,,,,,1500,-0.050433021038770676,0.03556954860687256,0.3100852274894714,-0.05869809697382152,0.15780492,-0.4176409411430359,0.001,0.12180093012750148,0.2
,,,45300,,,,1.94,0,151,-0.42147518,0.58,64841,,,,,,,,,,
45600,0,0.86,45600,26186,1.34,-0.13379331950563939,,,,,,,1510,-0.07110616564750671,-0.012891173362731934,0.30670454531908037,-0.06291761942207813,0.16179064,-0.43496215224266055,0.001,0.14281733930110932,0.2
,,,45600,,,,1.76,0,152,-0.28283952,0.69,65260,,,,,,,,,,
45900,0,0.86,45900,26366,1.36,-0.13183464729227126,,,,,,,1520,-0.06941486895084381,-0.13767766952514648,0.2930681818723679,-0.061691343300044534,0.23233557,-0.3967165571451187,0.001,0.14956795051693916,0.2
,,,45900,,,,1.62,0,153,-0.19983288,0.76,65678,,,,,,,,,,
46200,0,0.9,46200,26525,1.2,-0.06939394496846944,,,,,,,1530,-0.05160991847515106,-0.18829119205474854,0.2610795457661152,-0.0598485466465354,0.12762445,-0.32622312009334564,0.001,0.13420004293322563,0.2
,,,46200,,,,1.83,0,154,-0.33179176,0.64,66075,,,,,,,,,,
46500,0,0.94,46500,26707,1.14,-0.04869134242646396,,,,,,,1540,-0.06379514187574387,-0.056891560554504395,0.2782670456171036,-0.056877059526741505,0.30079705,-0.32283670544624327,0.001,0.14249504387378692,0.2
,,,46500,,,,1.62,0,155,-0.26223750999999995,0.76,66468,,,,,,,,,,
46800,0,0.96,46800,26885,1.1,-0.028951604468747973,,,,,,,1550,-0.03490951284766197,0.06240355968475342,0.23875000059604645,-0.05333775348961353,0.1772887,-0.3034987238049507,0.001,0.13407658882439136,0.2
,,,46800,,,,1.62,0,156,-0.23138802000000003,0.74,66887,,,,,,,,,,
47100,0,0.88,47100,27060,1.3,-0.13090361606795342,,,,,,,1560,-0.039031293243169785,-0.004091978073120117,0.22428977280855178,-0.04228948679752648,0.10307733,-0.2832661831378937,0.001,0.13360715612769128,0.2
,,,47100,,,,1.68,0,157,-0.25489929,0.74,67308,,,,,,,,,,
47400,0,0.92,47400,27243,1.26,-0.08959185195621103,,,,,,,1570,-0.04572916030883789,0.04237157106399536,0.22411931797862053,-0.04675476100295782,0.13242994,-0.2711024969816208,0.001,0.12905370138585567,0.2
,,,47400,,,,1.71,0,158,-0.27106723,0.7,67742,,,,,,,,,,
47700,0,0.92,47700,27417,1.2,-0.029921163977123796,,,,,,,1580,-0.0434170663356781,0.06258201599121094,0.21946022734045983,-0.04621986077167094,0.13091227,-0.273945052921772,0.001,0.11983601190149784,0.2
,,,47700,,,,1.74,0,159,-0.35440081000000007,0.66,68166,,,,,,,,,,
48000,0,0.9,48000,27602,1.32,-0.0904957134090364,,,,,,,1590,-0.05685896798968315,0.07809531688690186,0.21309659093618394,-0.046218686811625956,0.15019232,-0.2869015336036682,0.001,0.1132193574309349,0.2
,,,48000,,,,1.59,0,160,-0.22267373,0.76,68603,,,,,,,,,,
48300,0,0.94,48300,27768,1.2,-0.06953884341754019,,,,,,,1600,-0.027018412947654724,-0.002831101417541504,0.21079545438289643,-0.04624330637045205,0.13072869,-0.2972679418325424,0.001,0.14033678635954858,0.2
,,,48300,,,,1.81,0,161,-0.32433077,0.66,69028,,,,,,,,,,
48600,0,0.94,48600,27948,1.2,-0.07172944261692464,,,,,,,1610,-0.04697670042514801,-0.0937720537185669,0.2428693190217018,-0.05191084431484341,0.17171766,-0.303551130592823,0.001,0.1513817198574543,0.2
,,,48600,,,,1.64,0,162,-0.26768092,0.74,69435,,,,,,,,,,
48900,0,0.84,48900,28124,1.34,-0.15029117235913872,,,,,,,1620,-0.0359601192176342,0.04655945301055908,0.26204545512795446,-0.05190183441154659,0.20308599,-0.31549132078886033,0.001,0.1299712873995304,0.2
,,,48900,,,,1.56,0,163,-0.19586522000000003,0.77,69854,,,,,,,,,,
49200,0,0.86,49200,28297,1.3,-0.11212784461211413,,,,,,,1630,-0.03691154718399048,0.048837363719940186,0.24460227251052857,-0.04680855407845229,0.17710312,-0.2606262958049774,0.001,0.13123495310544966,0.2
,,,49200,,,,1.63,0,164,-0.28709713000000003,0.7,70272,,,,,,,,,,
49500,0,0.9,49500,28472,1.3,-0.07409277010243386,,,,,,,1640,-0.02939814142882824,0.24656647443771362,0.23204545497894288,-0.045883958041667935,0.16106659,-0.27433103799819947,0.001,0.11580986827611923,0.2
,,,49500,,,,1.59,0,165,-0.25534193,0.76,70682,,,,,,,,,,
49800,0,0.92,49800,28652,1.2,-0.06914873933885246,,,,,,,1650,-0.03239087760448456,-0.0027736425399780273,0.24698863685131073,-0.04224201271310449,0.16695432,-0.29795978605747225,0.001,0.13021201826632023,0.2
,,,49800,,,,1.66,0,166,-0.27821706,0.71,71223,,,,,,,,,,
50100,0,0.82,50100,28832,1.4,-0.17744530492462218,,,,,,,1660,-0.010387260466814041,-0.06799507141113281,0.23920454531908036,-0.054752121306955816,0.15307881,-0.31004251331090926,0.001,0.14566543370485305,0.2
,,,50100,,,,1.71,0,167,-0.28969799,0.68,71661,,,,,,,,,,
50400,0,0.94,50400,29022,1.18,-0.06868932438082993,,,,,,,1670,-0.02646314725279808,0.11436915397644043,0.23636363610625266,-0.04718582693487406,0.22558272,-0.2935071986913681,0.001,0.13227895483374597,0.2
,,,50400,,,,1.6,0,168,-0.2443388,0.74,72081,,,,,,,,,,
50700,0,0.92,50700,29194,1.22,-0.07008476310409606,,,,,,,1680,-0.009194381535053253,0.04577881097793579,0.22545454561710357,-0.046024514706805346,0.1562252,-0.2686677449941635,0.001,0.1467150004208088,0.2
,,,50700,,,,1.76,0,169,-0.27736193000000003,0.68,72490,,,,,,,,,,
51000,0,0.86,51000,29385,1.36,-0.15415239889640361,,,,,,,1690,-0.04240710660815239,0.014732837677001953,0.25116477340459825,-0.049659291803836825,0.1734911,-0.28617315739393234,0.001,0.14855449073016644,0.2
,,,51000,,,,1.55,0,170,-0.21196170999999997,0.77,72920,,,,,,,,,,
51300,0,0.92,51300,29567,1.2,-0.06983468669001013,,,,,,,1700,-0.013415273278951645,0.03316056728363037,0.20602272763848306,-0.04282836716622114,0.12080242,-0.2585828447341919,0.001,0.1383416271954775,0.2
,,,51300,,,,1.73,0,171,-0.25691202,0.72,73343,,,,,,,,,,
51600,0,0.94,51600,29749,1.14,-0.02850531557109207,,,,,,,1710,-0.03800686076283455,0.08185750246047974,0.2684659099578857,-0.049751200107857586,0.21012744,-0.31410726547241213,0.001,0.1258546646684408,0.2
,,,51600,,,,1.64,0,172,-0.21569065,0.73,73771,,,,,,,,,,
51900,0,0.96,51900,29924,1.18,-0.048891824302263555,,,,,,,1720,-0.02898196130990982,0.19149178266525269,0.24551136389374734,-0.049782463237643244,0.19555454,-0.29577721148729325,0.001,0.10891564004123211,0.2
,,,51900,,,,1.78,0,173,-0.32375778000000005,0.68,74217,,,,,,,,,,
52200,0,0.78,52200,30107,1.54,-0.1567315411614254,,,,,,,1730,-0.04553490877151489,-0.14718317985534668,0.22616477340459823,-0.04254771436972078,0.19032459,-0.2665287834405899,0.001,0.15022782884538174,0.2
,,,52200,,,,1.63,0,174,-0.21928901999999997,0.75,74678,,,,,,,,,,
52500,0,1.0,52500,30298,1.02,-0.006435262844897807,,,,,,,1740,-0.04141846299171448,0.06012648344039917,0.2298579540848732,-0.04689754908904433,0.17090169,-0.2555451858043671,0.001,0.10951091088354588,0.2
,,,52500,,,,1.61,0,175,-0.24125172,0.74,75106,,,,,,,,,,
52800,0,0.88,52800,30476,1.28,-0.13391205238644033,,,,,,,1750,-0.03529876843094826,0.15157335996627808,0.15340909138321876,-0.031141973230987788,0.15959999,-0.20733531564474106,0.001,0.10648026030510664,0.2
,,,52800,,,,1.68,0,176,-0.27437622,0.72,75543,,,,,,,,,,
53100,0,0.94,53100,30659,1.2,-0.04896400084253401,,,,,,,1760,-0.03270677849650383,-0.1485081911087036,0.16613636389374734,-0.03210472703212872,0.14019391,-0.1849831908941269,0.001,0.13741264894604682,0.2
,,,53100,,,,1.76,0,177,-0.30478732999999997,0.69,75977,,,,,,,,,,
53400,0,0.84,53400,30836,1.36,-0.11647303602658213,,,,,,,1770,-0.04636600613594055,0.15368539094924927,0.21400568172335624,-0.03907806725241244,0.11711661,-0.2593982431292534,0.001,0.09789906580001116,0.2
,,,53400,,,,1.62,0,178,-0.24644142,0.74,76393,,,,,,,,,,
53700,0,0.96,53700,31010,1.1,-0.03282481763046235,,,,,,,1780,-0.045567769557237625,-0.06359946727752686,0.19136363685131072,-0.038766596913337704,0.16396704,-0.2320539191365242,0.001,0.12496814526617527,0.2
,,,53700,,,,1.71,0,179,-0.2884972900000001,0.71,76806,,,,,,,,,,
54000,0,0.96,54000,31182,1.12,-0.02944393776357174,,,,,,,1790,-0.008216850459575653,0.15141481161117554,0.2367613635957241,-0.04207502834498882,0.14310494,-0.3174930968880653,0.001,0.10223096754401922,0.2
,,,54000,,,,1.83,0,180,-0.29116498,0.63,77267,,,,,,,,,,
54300,0,0.9,54300,31367,1.24,-0.0920975997671485,,,,,,,1800,-0.03489629924297333,-0.01256251335144043,0.18869318202137947,-0.035796787180006506,0.10855758,-0.29451539009809496,0.001,0.13591374777257442,0.2
,,,54300,,,,1.7,0,181,-0.25836435,0.69,77696,,,,,,,,,,
54600,0,0.88,54600,31559,1.26,-0.11308423885609954,,,,,,,1810,-0.06710577011108398,0.032778799533843994,0.20863636448979378,-0.04336619576206431,0.1384996,-0.30200105905532837,0.001,0.10700019907206297,0.2
,,,54600,,,,1.55,0,182,-0.21111735000000004,0.77,78119,,,,,,,,,,
54900,0,0.84,54900,31733,1.38,-0.1140777318412438,,,,,,,1820,-0.028248798102140427,-0.07955360412597656,0.2486647729575634,-0.05175776837393641,0.20447555,-0.2932025700807571,0.001,0.12616918288171292,0.2
,,,54900,,,,1.71,0,183,-0.26346591,0.7,78543,,,,,,,,,,
55200,0,0.92,55200,31919,1.24,-0.09059214822016656,,,,,,,1830,-0.025035958737134933,0.002919316291809082,0.20542613670229912,-0.04330608109012246,0.13369134,-0.28853522926568986,0.001,0.13391775906085968,0.2
,,,55200,,,,1.67,0,184,-0.27372600999999996,0.72,78998,,,,,,,,,,
55500,0,0.84,55500,32090,1.42,-0.09396973113063722,,,,,,,1840,-0.07041299343109131,0.22243022918701172,0.2453409092128277,-0.05158408278366551,0.18674618,-0.29318390995264054,0.001,0.11251743279397487,0.2
,,,55500,,,,1.67,0,185,-0.2717164,0.72,79414,,,,,,,,,,
55800,0,0.86,55800,32260,1.34,-0.1319805398583412,,,,,,,1850,-0.07657724618911743,0.15347176790237427,0.23019886404275894,-0.04933108851313591,0.21127625,-0.301191366314888,0.001,0.11526412453502416,0.2
,,,55800,,,,1.74,0,186,-0.28394971999999996,0.69,79841,,,,,,,,,,
56100,0,0.96,56100,32423,1.14,-0.047901773764751854,,,,,,,1860,-0.021819960325956345,-0.05721628665924072,0.28326704576611517,-0.05358967732638121,0.19214216,-0.405049489736557,0.001,0.13914851158857344,0.2
,,,56100,,,,1.74,0,187,-0.29271098,0.68,80234,,,,,,,,,,
56400,0,0.88,56400,32603,1.34,-0.09322694616857916,,,,,,,1870,-0.043194640427827835,0.040202796459198,0.27377840876579285,-0.05309262070804834,0.19301571,-0.3642570012807846,0.001,0.13343932427465915,0.2
,,,56400,,,,1.65,0,188,-0.24372114000000003,0.7,80659,,,,,,,,,,
56700,0,0.92,56700,32774,1.26,-0.09051208132412285,,,,,,,1880,-0.02603532001376152,0.01664555072784424,0.21900568187236785,-0.04649032025365159,0.19451162,-0.2879347464442253,0.001,0.12390021823346614,0.2
,,,56700,,,,1.79,0,189,-0.29460222999999996,0.64,81082,,,,,,,,,,
57000,0,0.9,57000,32956,1.24,-0.04963767857756465,,,,,,,1890,-0.0190502367913723,0.03456300497055054,0.23161931797862054,-0.046055844258517026,0.1807315,-0.3244341164827347,0.001,0.1467006978392601,0.2
,,,57000,,,,1.63,0,190,-0.23816961999999997,0.73,81499,,,,,,,,,,
57300,0,0.92,57300,33140,1.24,-0.069247404509224,,,,,,,1900,-0.02314603514969349,0.08843064308166504,0.25366477280855176,-0.04856414271693211,0.17319678,-0.3124388220906258,0.001,0.12175674431025982,0.2
,,,57300,,,,1.61,0,191,-0.18166447000000002,0.77,81928,,,,,,,,,,
57600,0,0.9,57600,33321,1.28,-0.06999301996082068,,,,,,,1910,-0.019155044108629227,-0.10283052921295166,0.22826704606413842,-0.046784893004223706,0.1852576,-0.2879305085539818,0.001,0.13115761667490006,0.2
,,,57600,,,,1.7,0,192,-0.28644429000000005,0.69,82473,,,,,,,,,,
57900,0,0.92,57900,33510,1.16,-0.09226987216621638,,,,,,,1920,-0.04365748539566994,0.09568840265274048,0.2499147728085518,-0.045278816968202594,0.22619066,-0.3018676218390465,0.001,0.13988578006625174,0.2
,,,57900,,,,1.62,0,193,-0.21452857000000003,0.73,82875,,,,,,,,,,
58200,0,0.86,58200,33704,1.32,-0.111209781258367,,,,,,,1930,-0.038783345371484756,-0.02091801166534424,0.2217613635957241,-0.03958909423905425,0.15944985,-0.3015740790963173,0.001,0.13007556475698948,0.2
,,,58200,,,,1.53,0,194,-0.19754446000000006,0.78,83316,,,,,,,,,,
58500,0,0.88,58500,33870,1.24,-0.07717390553094447,,,,,,,1940,-0.03389552980661392,-0.08476841449737549,0.2234090906381607,-0.04961870079860091,0.14350529,-0.26762928158044813,0.001,0.13288785763084887,0.2
,,,58500,,,,1.77,0,195,-0.3165434,0.68,83751,,,,,,,,,,
58800,0,0.82,58800,34042,1.38,-0.1162428442016244,,,,,,,1950,-0.030091457068920135,0.1178731918334961,0.2059375002980232,-0.04642231417819857,0.22282067,-0.25925431817770006,0.001,0.1358484575897455,0.2
,,,58800,,,,1.79,0,196,-0.28823866,0.67,84188,,,,,,,,,,
59100,0,0.78,59100,34222,1.52,-0.2178047516103834,,,,,,,1960,-0.03425343334674835,0.07150399684906006,0.22690340951085092,-0.0468336737761274,0.14447044,-0.2607060316205025,0.001,0.14675553843379022,0.2
,,,59100,,,,1.66,0,197,-0.26839445,0.73,84639,,,,,,,,,,
59400,0,0.9,59400,34394,1.28,-0.06910093304235489,,,,,,,1970,-0.06223612651228905,0.02718949317932129,0.24684659153223037,-0.046068793069571255,0.21145082,-0.23615077883005142,0.001,0.12322814360260964,0.2
,,,59400,,,,1.7,0,198,-0.26171172,0.72,85055,,,,,,,,,,
59700,0,0.9,59700,34577,1.28,-0.07183419703971594,,,,,,,1980,-0.03646441549062729,0.07492941617965698,0.17551136404275894,-0.037710447255522014,0.1160448,-0.2074573677778244,0.001,0.13187581799924375,0.2
,,,59700,,,,1.64,0,199,-0.28032669,0.73,85478,,,,,,,,,,
60000,0,0.88,60000,34763,1.28,-0.13266922581009566,,,,,,,1990,-0.0661265105009079,-0.05254065990447998,0.2150568187236786,-0.04257434615632519,0.14190313,-0.2450396880507469,0.001,0.12938308149576186,0.2
,,,60000,,,,1.58,0,200,-0.22071188,0.74,85901,,,,,,,,,,
60300,0,0.88,60300,34939,1.28,-0.08949764684773981,,,,,,,2000,-0.05488701909780502,-0.09270977973937988,0.21971590846776962,-0.04450485473498702,0.15957516,-0.27484017610549927,0.001,0.1501912222057581,0.2
,,,60300,,,,1.65,0,201,-0.24342786000000005,0.74,86341,,,,,,,,,,
60600,0,0.8,60600,35129,1.4,-0.15221128567121922,,,,,,,2010,-0.035076819360256195,0.08693081140518188,0.2038068190217018,-0.04666432723402977,0.1710118,-0.2657127058506012,0.001,0.1300819492340088,0.2
,,,60600,,,,1.52,0,202,-0.19883641999999999,0.79,86778,,,,,,,,,,
60900,0,0.94,60900,35320,1.16,-0.04861795019824058,,,,,,,2020,-0.0422447994351387,-0.14478683471679688,0.19923295482993125,-0.03901173885911703,0.07527586,-0.23842116177082062,0.001,0.13699228584766387,0.2
,,,60900,,,,1.59,0,203,-0.2741059,0.73,87204,,,,,,,,,,
61200,0,0.8,61200,35498,1.44,-0.17240046199411155,,,,,,,2030,-0.05096694082021713,0.062193870544433594,0.22102272719144822,-0.04756303021684289,0.2790371,-0.27559487223625184,0.001,0.12873553462326526,0.2
,,,61200,,,,1.65,0,204,-0.24059544000000002,0.71,87675,,,,,,,,,,
61500,0,0.92,61500,35683,1.2,-0.08886171649675817,,,,,,,2040,-0.02583569660782814,-0.10911369323730469,0.21673295438289641,-0.03971301060169935,0.18031679,-0.24740806177258493,0.001,0.16141295239329337,0.2
,,,61500,,,,1.54,0,205,-0.21599384,0.78,88102,,,,,,,,,,
61800,0,0.96,61800,35870,1.22,-0.03275229280814528,,,,,,,2050,-0.02839919738471508,0.15530407428741455,0.22295454561710357,-0.04246093693654984,0.18088539,-0.2127787283062935,0.001,0.12445453487336636,0.2
,,,61800,,,,1.56,0,206,-0.28074555999999995,0.75,88548,,,,,,,,,,
62100,0,0.9,62100,36058,1.22,-0.07008657726459205,,,,,,,2060,0.001336691901087761,0.1379944086074829,0.1662784092128277,-0.034357017409056424,0.15979883,-0.18183785825967788,0.001,0.1255289924889803,0.2
,,,62100,,,,1.6,0,207,-0.27076425000000004,0.72,88966,,,,,,,,,,
62400,0,0.88,62400,36251,1.26,-0.13372597579844295,,,,,,,2070,-0.05005919188261032,0.009668469429016113,0.18173295497894287,-0.03631270062178373,0.17094311,-0.19570554181933403,0.001,0.12509657211601735,0.2
,,,62400,,,,1.56,0,208,-0.22841985999999997,0.75,89446,,,,,,,,,,
62700,0,0.82,62700,36433,1.4,-0.1956653717253357,,,,,,,2080,-0.021294768899679184,-0.037896037101745605,0.15309659153223037,-0.031774116875603796,0.12272527,-0.17732949942350387,0.001,0.122150814011693,0.2
,,,62700,,,,1.78,0,209,-0.30381599000000004,0.67,89905,,,,,,,,,,
63000,0,0.96,63000,36623,1.16,-0.00918527969159186,,,,,,,2090,-0.010322533547878265,-0.08845078945159912,0.18903409123420714,-0.040303324311971665,0.15298499,-0.21477465599775314,0.001,0.14816682897508143,0.2
,,,63000,,,,1.46,0,210,-0.15084111,0.84,90360,,,,,,,,,,
63300,0,0.9,63300,36809,1.3,-0.11315843479707838,,,,,,,2100,-0.01820165291428566,0.14716321229934692,0.18931818261742592,-0.04345022741705179,0.21021497,-0.22286203056573867,0.001,0.1177836611866951,0.2
,,,63300,,,,1.59,0,211,-0.22580537000000003,0.75,90808,,,,,,,,,,
63600,0,0.92,63600,36994,1.26,-0.0700712280999869,,,,,,,2110,-0.03704698756337166,0.010296285152435303,0.20196022778749467,-0.04071839699521661,0.15259185,-0.23409459114074707,0.001,0.14881692096590995,0.2
