eval/mean_ep_length,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,eval/success_rate,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/entropy_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_range,train/n_updates,train/value_loss
1.5,-0.09620072930119931,5460,0,5460,2670,0.92,,,,,,,-0.07523315399885178,0.015338207,0.026666668057441712,0.03647971153259277,-0.005878795296884931,0.001,0.09577986598014832,0.2,1810,0.2571816653013229
,,5460,,,,,0,2.11,22557,0.8,-0.21625565000000002,182,,,,,,,,,,
1.2,-0.028439815863966943,5490,0,5490,2685,0.98,,,,,,,-0.018857654184103012,0.0,0.0,-22.178098678588867,-3.154873819255499e-06,0.001,0.05021807178854942,0.2,1820,0.2820162236690521
,,5490,,,,,0,2.11,22668,0.81,-0.21817171,183,,,,,,,,,,
1.5,-0.08058935129549355,5520,0,5520,2697,0.92,,,,,,,-0.017328530177474023,0.0,0.0,0.1218370795249939,-5.642573006170438e-07,0.001,0.12200801819562912,0.2,1830,0.32400093227624893
,,5520,,,,,0,2.09,22793,0.82,-0.22285824999999998,184,,,,,,,,,,
1.26,-0.051157236322760584,5550,0,5550,2715,0.96,,,,,,,-0.20673128366470336,0.01520278,0.1300000049173832,0.377843976020813,-0.03171707212924986,0.001,0.032826509326696396,0.2,1840,0.18001026064157485
,,5550,,,,,0,2.13,22909,0.81,-0.22787977999999998,185,,,,,,,,,,
1.3,-0.05220138593111187,5580,0,5580,2731,0.96,,,,,,,-0.022666432522237302,9.1989835e-07,0.0,0.31635159254074097,0.0002983925742349847,0.001,0.06395025551319122,0.2,1850,0.14758765697479248
,,5580,,,,,0,2.05,23028,0.82,-0.20924236000000004,186,,,,,,,,,,
1.44,-0.07889390232041478,5610,0,5610,2749,0.92,,,,,,,-0.20797296836972237,0.27902937,0.11333333663642406,0.2615930438041687,-0.036565973556910866,0.001,-0.003250759094953537,0.2,1860,0.14491040110588074
,,5610,,,,,0,1.92,23143,0.85,-0.16754866,187,,,,,,,,,,
1.3,-0.010283576175570488,5640,0,5640,2766,1.0,,,,,,,-0.04472046829760075,1.2254715e-05,0.0,-0.6623761653900146,0.000294150610522248,0.001,0.06835620105266571,0.2,1870,0.1699774906039238
,,5640,,,,,0,1.88,23257,0.85,-0.1751222,188,,,,,,,,,,
1.46,-0.08355321999639273,5670,0,5670,2789,0.94,,,,,,,-0.17728306353092194,0.0054082097,0.03333333469927311,0.5706464052200317,-0.010015390253004953,0.001,0.02937403880059719,0.2,1880,0.11252646744251252
,,5670,,,,,0,1.69,23383,0.88,-0.12896860999999998,189,,,,,,,,,,
1.42,-0.07516866597812623,5700,0,5700,2804,0.94,,,,,,,-0.06789720617234707,0.00031762122,0.0,-2.9859917163848877,-0.002879261681761491,0.001,0.012573176994919777,0.2,1890,0.08467340879142285
,,5700,,,,,0,1.66,23514,0.88,-0.12227599,190,,,,,,,,,,
1.32,-0.0710124434530735,5730,0,5730,2818,0.94,,,,,,,-0.3042069226503372,0.007207503,0.030000000819563867,0.04500436782836914,-0.0265176121906066,0.001,0.034163862466812134,0.2,1900,0.3027282416820526
,,5730,,,,,0,1.7,23635,0.89,-0.11082144,191,,,,,,,,,,
1.24,-0.0519151409715414,5760,0,5760,2827,0.96,,,,,,,-0.1886029452085495,0.010321748,0.04333333522081375,0.7573620080947876,-0.01224705023846262,0.001,-0.0027271658182144165,0.2,1910,0.06840449497103691
,,5760,,,,,0,1.84,23746,0.86,-0.17166814000000002,192,,,,,,,,,,
1.3,-0.031135275685228406,5790,0,5790,2846,0.98,,,,,,,-0.043569430336356164,0.0023914299,0.013333334028720856,0.05206918716430664,-0.005798910264469015,0.001,0.22044582664966583,0.2,1920,0.5847411245107651
,,5790,,,,,0,1.81,23881,0.87,-0.16320148000000004,193,,,,,,,,,,
1.22,-0.028768986761569977,5820,0,5820,2859,0.98,,,,,,,-0.02256769370287657,2.841155e-07,0.0,-0.15661346912384033,-3.310998272354482e-05,0.001,0.06287756562232971,0.2,1930,0.15130885541439057
,,5820,,,,,0,1.87,23989,0.86,-0.17404640999999998,194,,,,,,,,,,
1.36,-0.07094992646016181,5850,0,5850,2874,0.92,,,,,,,-0.042208077386021614,5.4677325e-06,0.0,0.03948312997817993,-0.00032783100871407455,0.001,0.1446155309677124,0.2,1940,0.395961657166481
,,5850,,,,,0,1.97,24102,0.84,-0.19866021000000003,195,,,,,,,,,,
1.42,-0.07124933358281851,5880,0,5880,2889,0.94,,,,,,,-0.021971924416720866,2.8212864e-07,0.0,0.10366982221603394,-6.593147814177857e-05,0.001,0.07698683440685272,0.2,1950,0.16928106546401978
,,5880,,,,,0,2.11,24244,0.82,-0.22202691000000002,196,,,,,,,,,,
1.42,-0.05897575036622584,5910,0,5910,2909,0.94,,,,,,,-0.047232388705015185,0.002001854,0.006666667014360428,0.336877703666687,-0.001834105655216245,0.001,0.05241488665342331,0.2,1960,0.13321176394820214
,,5910,,,,,0,1.98,24361,0.85,-0.19373915,197,,,,,,,,,,
1.24,-0.051208459078334274,5940,0,5940,2924,0.96,,,,,,,-0.038467712327837945,0.01879158,0.04333333559334278,0.3865283131599426,-0.0015682375469866726,0.001,0.025959571823477745,0.2,1970,0.06779530383646488
,,5940,,,,,0,1.96,24473,0.84,-0.18767108999999998,198,,,,,,,,,,
1.32,-0.07104957899078727,5970,0,5970,2938,0.94,,,,,,,-0.03055097172036767,0.0016231616,0.023333334550261497,-0.38094329833984375,-0.019578931077073137,0.001,0.06894547492265701,0.2,1980,0.23224506825208663
,,5970,,,,,0,1.97,24589,0.84,-0.19241381000000002,199,,,,,,,,,,
1.24,-0.02932305619586259,6000,0,6000,2951,0.98,,,,,,,-0.01436466844752431,1.3748805e-06,0.0,0.2335861325263977,-0.0004517858265899122,0.001,0.077181376516819,0.2,1990,0.1923319235444069
,,6000,,,,,0,1.96,24694,0.84,-0.18990950000000006,200,,,,,,,,,,
1.52,-0.09497928290162236,6030,0,6030,2965,0.92,,,,,,,-0.010982230026274919,7.947286e-09,0.0,0.3086836338043213,4.9812595117604275e-06,0.001,0.06318610161542892,0.2,2000,0.14533078372478486
,,6030,,,,,0,1.99,24825,0.83,-0.20291490999999998,201,,,,,,,,,,
1.38,-0.05322309699375182,6060,0,6060,2982,0.94,,,,,,,-0.012842494715005159,2.7815501e-08,0.0,0.21409177780151367,-1.498381293618678e-05,0.001,0.08638813346624374,0.2,2010,0.20127977132797242
,,6060,,,,,0,1.88,24942,0.85,-0.17668347,202,,,,,,,,,,
1.46,-0.05815174295101315,6090,0,6090,2993,0.92,,,,,,,-0.010498914308845997,0.0,0.0,-0.21799135208129883,2.131362734303366e-07,0.001,0.055870622396469116,0.2,2020,0.16428032517433167
,,6090,,,,,0,2.02,25157,0.82,-0.21734686,203,,,,,,,,,,
1.02,-0.006723341247998178,6120,0,6120,3011,1.0,,,,,,,-0.019447916746139528,1.2079875e-06,0.0,0.37343907356262207,-8.523066959256198e-05,0.001,0.07292520999908447,0.2,2030,0.17934021204710007
,,6120,,,,,0,2.01,25254,0.81,-0.22007818999999998,204,,,,,,,,,,
1.3,-0.07002128609456122,6150,0,6150,3026,0.94,,,,,,,-0.011253275163471698,0.0,0.0,-0.5657047033309937,-5.424022675448725e-08,0.001,0.08655422925949097,0.2,2040,0.24684479981660842
,,6150,,,,,0,2.07,25365,0.8,-0.2416417,205,,,,,,,,,,
1.22,-0.009235589997842908,6180,0,6180,3037,0.98,,,,,,,-0.02343658488243818,0.015837274,0.026666668057441712,0.2844462990760803,-0.005404988386047549,0.001,0.06745871156454086,0.2,2050,0.18541024327278138
,,6180,,,,,0,2.08,25470,0.79,-0.2329936,206,,,,,,,,,,
1.44,-0.09727136193308979,6210,0,6210,3050,0.92,,,,,,,-0.010163946449756623,0.0,0.0,0.12382107973098755,-9.76522763451726e-07,0.001,0.07965046167373657,0.2,2060,0.18242967873811722
,,6210,,,,,0,2.12,25592,0.77,-0.24341887,207,,,,,,,,,,
1.48,-0.056570914033800365,6240,0,6240,3063,0.94,,,,,,,-0.009543572925031185,0.0,0.0,0.14244091510772705,1.9927819234766274e-07,0.001,0.07812009006738663,0.2,2070,0.18306158035993575
,,6240,,,,,0,2.16,25714,0.76,-0.27269401,208,,,,,,,,,,
1.24,-0.03065626170951873,6270,0,6270,3084,0.98,,,,,,,-0.010538600012660026,0.0,0.0,0.14070206880569458,-1.966953240284397e-08,0.001,0.13502952456474304,0.2,2080,0.3041484773159027
,,6270,,,,,0,2.04,25827,0.79,-0.23564699000000006,209,,,,,,,,,,
1.48,-0.07625026918947697,6300,0,6300,3104,0.9,,,,,,,-0.010407150909304618,0.0,0.0,0.07099640369415283,3.029902835294252e-08,0.001,0.05085921660065651,0.2,2090,0.11476904004812241
,,6300,,,,,0,1.91,25952,0.81,-0.22022861,210,,,,,,,,,,
1.38,-0.07130342220887542,6330,0,6330,3123,0.92,,,,,,,-0.010818602424114943,0.0,0.0,-0.0936511754989624,-4.398326119314788e-06,0.001,0.08991479873657227,0.2,2100,0.2088857814669609
,,6330,,,,,0,1.88,26072,0.82,-0.20588160000000003,211,,,,,,,,,,
1.56,-0.11695130339823663,6360,0,6360,3133,0.9,,,,,,,-0.01304836394265294,7.947286e-09,0.0,0.5649704933166504,-1.5457470997226607e-05,0.001,0.04088878631591797,0.2,2110,0.09942122101783753
,,6360,,,,,0,1.89,26198,0.82,-0.22422581,212,,,,,,,,,,
1.38,-0.08089506650809199,6390,0,6390,3144,0.94,,,,,,,-0.010186365805566311,0.0,0.0,0.2917163372039795,-1.2749433338399285e-06,0.001,0.08012225478887558,0.2,2120,0.2625438794493675
,,6390,,,,,0,2.02,26313,0.79,-0.24709218999999996,213,,,,,,,,,,
1.36,-0.05558942404575646,6420,0,6420,3157,0.94,,,,,,,-0.010360603965818883,0.0,0.0,-0.20263028144836426,7.21116854585091e-07,0.001,0.15891984105110168,0.2,2130,0.40928940773010253
,,6420,,,,,0,1.94,26422,0.81,-0.21645875999999997,214,,,,,,,,,,
1.18,-0.00900883666239679,6450,0,6450,3173,1.0,,,,,,,-0.010007264092564583,0.0,0.0,-0.14757204055786133,-8.90096016448183e-08,0.001,0.10535338521003723,0.2,2140,0.2484354481101036
,,6450,,,,,0,1.96,26532,0.8,-0.21799456999999997,215,,,,,,,,,,
1.34,-0.09280096886213869,6480,0,6480,3187,0.92,,,,,,,-0.012907790299504996,1.7881393e-07,0.0,0.2197643518447876,-4.671891524594684e-05,0.001,0.08810900896787643,0.2,2150,0.18968944549560546
,,6480,,,,,0,2.05,26647,0.78,-0.24866322999999999,216,,,,,,,,,,
1.26,-0.010434261858463287,6510,0,6510,3202,0.98,,,,,,,-0.014292640797793865,7.7486035e-08,0.0,0.24109631776809692,-5.126853736943104e-05,0.001,0.1009010300040245,0.2,2160,0.2263727605342865
,,6510,,,,,0,2.12,26755,0.78,-0.25658449,217,,,,,,,,,,
1.4,-0.07371462835930288,6540,0,6540,3220,0.94,,,,,,,-0.01254466250538826,7.947286e-09,0.0,0.4522809386253357,-2.470672167875776e-05,0.001,0.0487835668027401,0.2,2170,0.13006426021456718
,,6540,,,,,0,2.17,26876,0.77,-0.26974064999999997,218,,,,,,,,,,
1.28,-0.051137123024091125,6570,0,6570,3233,0.94,,,,,,,-0.009839116409420968,0.0,0.0,0.51749587059021,1.3954937303495285e-07,0.001,0.04076727479696274,0.2,2180,0.10809242948889733
,,6570,,,,,0,2.12,26994,0.78,-0.25431334,219,,,,,,,,,,
1.44,-0.07195105271879583,6600,0,6600,3252,0.92,,,,,,,-0.009897406119853258,0.0,0.0,0.559479296207428,2.2421280405637843e-07,0.001,0.050607599318027496,0.2,2190,0.12395472005009651
,,6600,,,,,0,1.9,27109,0.84,-0.21025201999999996,220,,,,,,,,,,
1.16,-0.032921768939122555,6630,0,6630,3267,0.98,,,,,,,-0.01574440635740757,0.008263672,0.020000001043081285,-0.9933122396469116,-0.014486080422066162,0.001,0.07126213610172272,0.2,2200,0.3737330108880997
,,6630,,,,,0,1.87,27208,0.85,-0.20996337999999998,221,,,,,,,,,,
1.3,-0.05104017124976963,6660,0,6660,3280,0.96,,,,,,,-0.007158951833844185,0.0,0.0,0.2666076421737671,1.2994508006158867e-05,0.001,0.16478627920150757,0.2,2210,0.39506528675556185
,,6660,,,,,0,1.98,27329,0.83,-0.2303003,222,,,,,,,,,,
1.36,-0.07202290567103774,6690,0,6690,3294,0.94,,,,,,,-0.016689348872750996,9.893974e-05,0.0,0.21809715032577515,-0.00033740769642456316,0.001,0.07504760473966599,0.2,2220,0.1766037866473198
,,6690,,,,,0,1.98,27465,0.83,-0.22559108000000003,223,,,,,,,,,,
1.1,-0.007418728433549404,6720,0,6720,3307,1.0,,,,,,,-0.009677210729569197,8.547306e-06,0.0,-0.05509078502655029,-0.00032493750913999977,0.001,0.11485576629638672,0.2,2230,0.25417134910821915
,,6720,,,,,0,2.0,27577,0.82,-0.23439674,224,,,,,,,,,,
1.3,-0.050732953967526556,6750,0,6750,3325,0.96,,,,,,,-0.005524908239021897,0.0,0.0,0.30754077434539795,9.735425074985926e-08,0.001,0.07445859163999557,0.2,2240,0.19414153844118118
,,6750,,,,,0,2.04,27824,0.81,-0.24574787,225,,,,,,,,,,
1.66,-0.16009995265863836,6780,0,6780,3340,0.86,,,,,,,-0.005201785732060671,0.0,0.0,0.4046563506126404,-9.010235402229227e-08,0.001,0.05319339781999588,0.2,2250,0.12637838050723077
,,6780,,,,,0,1.99,27963,0.83,-0.23157616,226,,,,,,,,,,
1.3,-0.057624244787730275,6810,0,6810,3358,0.96,,,,,,,-0.005863778991624713,0.0,0.0,0.08549988269805908,-1.8239021284394142e-07,0.001,0.0949537456035614,0.2,2260,0.22523128092288972
,,6810,,,,,0,1.89,28082,0.85,-0.19707181,227,,,,,,,,,,
1.28,-0.029719445863738658,6840,0,6840,3373,0.98,,,,,,,-0.059671199321746825,0.0122094015,0.026666668057441712,0.19485431909561157,-0.006924568455045588,0.001,0.045730799436569214,0.2,2270,0.13616144359111787
,,6840,,,,,0,1.9,28194,0.85,-0.19397847000000001,228,,,,,,,,,,
1.4,-0.0718934731790796,6870,0,6870,3387,0.92,,,,,,,-0.0056916031055152414,0.0,0.0,0.436959445476532,-2.0017226098900665e-08,0.001,0.0421096570789814,0.2,2280,0.11246918812394142
,,6870,,,,,0,1.93,28313,0.84,-0.19995113,229,,,,,,,,,,
1.38,-0.09092681297101081,6900,0,6900,3399,0.92,,,,,,,-0.014969325345009565,0.03590909,0.030000001564621924,0.2068619728088379,-0.0038525469259671043,0.001,0.04105333611369133,0.2,2290,0.14078175723552705
,,6900,,,,,0,2.0,28446,0.82,-0.21176412,230,,,,,,,,,,
1.44,-0.07222710555884987,6930,0,6930,3414,0.94,,,,,,,-0.00496796821244061,0.0,0.0,0.2741720676422119,-9.814898245252835e-08,0.001,0.0603516548871994,0.2,2300,0.15372031256556512
,,6930,,,,,0,1.99,28563,0.83,-0.20637993999999998,231,,,,,,,,,,
1.12,-0.027887680656276642,6960,0,6960,3429,0.98,,,,,,,-0.005766216292977333,0.0,0.0,-0.3840067386627197,-8.212030141230287e-07,0.001,0.14443357288837433,0.2,2310,0.3786139965057373
,,6960,,,,,0,2.06,28667,0.81,-0.22752884,232,,,,,,,,,,
1.52,-0.11980942107737064,6990,0,6990,3441,0.88,,,,,,,-0.004840922262519598,0.0,0.0,0.2551814317703247,-4.768370542862499e-09,0.001,0.07418850064277649,0.2,2320,0.1650357022881508
,,6990,,,,,0,2.08,28801,0.8,-0.2254242,233,,,,,,,,,,
1.52,-0.12433278400916606,7020,0,7020,3455,0.9,,,,,,,-0.00473225312307477,0.0,0.0,0.05541336536407471,-3.8444996830477864e-08,0.001,0.08928211033344269,0.2,2330,0.20894925594329833
,,7020,,,,,0,2.17,28929,0.77,-0.24613754,234,,,,,,,,,,
1.22,-0.05556657055858523,7050,0,7050,3475,0.96,,,,,,,-0.004772790847346187,0.0,0.0,0.235507071018219,-1.8080075836479636e-08,0.001,0.04290395602583885,0.2,2340,0.1348688617348671
,,7050,,,,,0,2.07,29032,0.8,-0.2132823,235,,,,,,,,,,
1.3,-0.032612059386447075,7080,0,7080,3495,0.98,,,,,,,-0.005061306804418564,0.0,0.0,0.4773012399673462,-9.154280031786754e-08,0.001,0.018436219543218613,0.2,2350,0.056636467948555945
,,7080,,,,,0,1.89,29145,0.85,-0.17084339,236,,,,,,,,,,
1.46,-0.09224274185486138,7110,0,7110,3511,0.92,,,,,,,-0.006048842798918486,0.0,0.0,0.8069636225700378,-6.384750246368754e-06,0.001,0.006756704766303301,0.2,2360,0.024701809417456387
,,7110,,,,,0,1.82,29274,0.86,-0.15556827,237,,,,,,,,,,
1.22,-0.03728687527123839,7140,0,7140,3522,0.98,,,,,,,-0.005381745845079422,0.0,0.0,0.004905045032501221,5.471706341353411e-07,0.001,0.08964090049266815,0.2,2370,0.2146614044904709
,,7140,,,,,0,1.89,29384,0.84,-0.17133165999999997,238,,,,,,,,,,
1.36,-0.09333061229437589,7170,0,7170,3533,0.92,,,,,,,-0.006903016706928611,5.9604645e-08,0.0,0.2021971344947815,-5.1846305459513076e-05,0.001,0.07090025395154953,0.2,2380,0.15750881731510163
,,7170,,,,,0,1.95,29502,0.82,-0.19127266999999995,239,,,,,,,,,,
1.52,-0.07516596077010035,7200,0,7200,3552,0.94,,,,,,,-0.005568489339202643,0.0,0.0,-0.0015510320663452148,-2.344747414539938e-06,0.001,0.08817273378372192,0.2,2390,0.20377715677022934
,,7200,,,,,0,1.86,29622,0.84,-0.18660573,240,,,,,,,,,,
1.52,-0.140666862023063,7230,0,7230,3569,0.88,,,,,,,-0.004852474434301257,0.0,0.0,0.09013360738754272,-1.0569890465106369e-07,0.001,0.12930208444595337,0.2,2400,0.3094195395708084
,,7230,,,,,0,1.83,29743,0.86,-0.17579027,241,,,,,,,,,,
1.36,-0.0111133356904611,7260,0,7260,3588,0.98,,,,,,,-0.004958072258159518,0.0,0.0,-0.17262554168701172,3.3297886081751214e-08,0.001,0.027847206220030785,0.2,2410,0.08006043769419194
,,7260,,,,,0,1.88,29857,0.84,-0.17373117999999999,242,,,,,,,,,,
1.44,-0.07685458665713668,7290,0,7290,3610,0.94,,,,,,,-0.004713974846526981,0.0,0.0,0.3920195698738098,-1.937150977404656e-08,0.001,0.011774100363254547,0.2,2420,0.031886781007051467
,,7290,,,,,0,1.82,29974,0.85,-0.16153775999999997,243,,,,,,,,,,
1.34,-0.05149758969433606,7320,0,7320,3624,0.96,,,,,,,-0.007675255183130503,7.3512396e-08,0.0,0.7704208493232727,-5.0030151814972615e-05,0.001,0.011490817181766033,0.2,2430,0.03195007089525461
,,7320,,,,,0,1.73,30085,0.88,-0.12239881999999999,244,,,,,,,,,,
1.34,-0.056889111413620415,7350,0,7350,3640,0.94,,,,,,,-0.005494322022423148,0.0,0.0,-0.020952463150024414,-4.623532322511892e-06,0.001,0.0712103620171547,0.2,2440,0.18750692158937454
,,7350,,,,,0,1.71,30201,0.88,-0.12206666999999999,245,,,,,,,,,,
1.3,-0.052586144264787436,7380,0,7380,3659,0.96,,,,,,,-0.00518733337521553,0.0,0.0,0.27675461769104004,1.8020471079793765e-07,0.001,0.06929132342338562,0.2,2450,0.17087132781744002
,,7380,,,,,0,1.69,30325,0.89,-0.10528221,246,,,,,,,,,,
1.54,-0.1036203659977764,7410,0,7410,3672,0.92,,,,,,,-0.005029818881303072,0.0,0.0,0.2282954454421997,3.9438407295477874e-08,0.001,0.043771449476480484,0.2,2460,0.17190337255597116
,,7410,,,,,0,1.76,30452,0.87,-0.12915514,247,,,,,,,,,,
1.34,-0.050911165000870826,7440,0,7440,3690,0.94,,,,,,,-0.005232160212472081,0.0,0.0,-0.16133427619934082,-5.513429579551143e-09,0.001,0.09378693252801895,0.2,2470,0.3000147596001625
,,7440,,,,,0,1.74,30560,0.88,-0.14200824,248,,,,,,,,,,
1.42,-0.03216022013686597,7470,0,7470,3709,0.94,,,,,,,-0.005364700080826878,0.0,0.0,0.4100461006164551,-3.418823084189171e-07,0.001,0.059540774673223495,0.2,2480,0.1551075853407383
,,7470,,,,,0,1.83,30682,0.86,-0.16651638000000002,249,,,,,,,,,,
1.44,-0.09194073996506631,7500,0,7500,3725,0.92,,,,,,,-0.00511875725351274,0.0,0.0,0.3892170190811157,-4.390875503190728e-08,0.001,0.04596881940960884,0.2,2490,0.11906638965010644
,,7500,,,,,0,1.77,30797,0.86,-0.17570512000000002,250,,,,,,,,,,
1.22,-0.009073668476194143,7530,0,7530,3738,1.0,,,,,,,-0.0053430689498782154,0.0,0.0,0.7620763778686523,-1.4652808619786128e-07,0.001,0.016614049673080444,0.2,2500,0.056047679483890535
,,7530,,,,,0,1.92,30912,0.83,-0.21758939,251,,,,,,,,,,
1.38,-0.07396882464643567,7560,0,7560,3759,0.92,,,,,,,-0.019108827598392962,0.3967977,0.030000001564621924,0.33191490173339844,-0.011450308561325073,0.001,0.039989594370126724,0.2,2510,0.14022296741604806
,,7560,,,,,0,1.79,31022,0.85,-0.19440789000000003,252,,,,,,,,,,
1.24,-0.06060939836781472,7590,0,7590,3770,0.96,,,,,,,-0.00684219398535788,3.973643e-09,0.0,0.12552779912948608,-1.3712036215984825e-05,0.001,0.023743847385048866,0.2,2520,0.09799380712211132
,,7590,,,,,0,1.85,31126,0.83,-0.21213353000000001,253,,,,,,,,,,
1.48,-0.09617257067002356,7620,0,7620,3783,0.92,,,,,,,-0.032088205218315125,0.0007413288,0.0,0.28020960092544556,-0.002891400062362681,0.001,0.0699039027094841,0.2,2530,0.19229533523321152
,,7620,,,,,0,1.95,31245,0.81,-0.23491844,254,,,,,,,,,,
1.32,-0.031946211983449754,7650,0,7650,3802,0.98,,,,,,,-0.011165874730795621,1.2119611e-07,0.0,0.1479802131652832,-2.6583671758118043e-06,0.001,0.06849267333745956,0.2,2540,0.17100497633218764
,,7650,,,,,0,1.88,31349,0.84,-0.18638772999999997,255,,,,,,,,,,
1.36,-0.03192058668471873,7680,0,7680,3820,0.98,,,,,,,-0.010126970335841179,5.9604646e-09,0.0,-13.557348251342773,-6.189395904243611e-06,0.001,0.028781039640307426,0.2,2550,0.06635710671544075
,,7680,,,,,0,1.86,31458,0.86,-0.16494198999999998,256,,,,,,,,,,
1.16,-0.049990501990541815,7710,0,7710,3833,0.96,,,,,,,-0.01390835652127862,3.973643e-09,0.0,0.4873273968696594,-4.6933691955075574e-07,0.001,0.03622163087129593,0.2,2560,0.08393332511186599
,,7710,,,,,0,1.91,31561,0.88,-0.14574299,257,,,,,,,,,,
1.1,-0.027102150833234192,7740,0,7740,3848,0.98,,,,,,,-0.0565667625516653,0.0024020176,0.006666667014360428,-0.6759011745452881,-0.0014615072735856493,0.001,0.06825672835111618,0.2,2570,0.1894330620765686
,,7740,,,,,0,1.99,31681,0.86,-0.16821954000000003,258,,,,,,,,,,
1.36,-0.09067050999030471,7770,0,7770,3858,0.92,,,,,,,-0.2920425236225128,0.05646329,0.14000000283122063,0.2592089772224426,-0.05347716291745499,0.001,0.02802419662475586,0.2,2580,0.24219845682382585
,,7770,,,,,0,2.15,31797,0.81,-0.23346339,259,,,,,,,,,,
1.28,-0.05008708192501217,7800,0,7800,3874,0.94,,,,,,,-0.04249442145228386,0.010888128,0.026666668057441712,0.05516570806503296,-0.00018310164523427375,0.001,0.06848117709159851,0.2,2590,0.22904369235038757
,,7800,,,,,0,2.0,31918,0.86,-0.17646693,260,,,,,,,,,,
1.56,-0.09676574283279478,7830,0,7830,3889,0.9,,,,,,,-0.03965920321643353,0.00036374727,0.0,0.12481945753097534,-0.0028562359638698354,0.001,0.1813606470823288,0.2,2600,0.45708670318126676
,,7830,,,,,0,2.01,32045,0.84,-0.19930442000000004,261,,,,,,,,,,
1.32,-0.05054281154181808,7860,0,7860,3908,0.96,,,,,,,-0.06203288808465004,0.014791173,0.04333333559334278,0.19433510303497314,-0.003365694275901987,0.001,0.09464505314826965,0.2,2610,0.2171485021710396
,,7860,,,,,0,2.0,32168,0.84,-0.20847159999999998,262,,,,,,,,,,
1.4,-0.052153350017033515,7890,0,7890,3924,0.96,,,,,,,-0.0599492933601141,0.0012013793,0.026666668057441712,-0.21411991119384766,-0.008487553556139282,0.001,0.05381479114294052,0.2,2620,0.1490783855319023
,,7890,,,,,0,2.04,32301,0.82,-0.23015091000000001,263,,,,,,,,,,
1.28,-0.05041087151039392,7920,0,7920,3943,0.96,,,,,,,-0.0671304777264595,0.010017721,0.026666668057441712,0.14710992574691772,-0.007955604779223791,0.001,0.06461811810731888,0.2,2630,0.2146572306752205
,,7920,,,,,0,1.9,32418,0.84,-0.21117487000000001,264,,,,,,,,,,
1.48,-0.07356524482835085,7950,0,7950,3957,0.94,,,,,,,-0.01918401289731264,3.015995e-06,0.0,-0.20629048347473145,0.00017819186066247994,0.001,0.09320920705795288,0.2,2640,0.2476352110505104
,,7950,,,,,0,1.83,32543,0.86,-0.17355925,265,,,,,,,,,,
1.66,-0.0959511487185955,7980,0,7980,3974,0.9,,,,,,,-0.16828640699386596,0.089915834,0.060000001639127734,0.27984344959259033,-0.01765646506721783,0.001,0.042203087359666824,0.2,2650,0.20490806102752684
,,7980,,,,,0,1.76,32680,0.88,-0.15349312,266,,,,,,,,,,
1.28,-0.03701121574733406,8010,0,8010,3987,0.96,,,,,,,-0.15962571948766707,0.034396138,0.0866666704416275,0.47441166639328003,-0.023035175927604356,0.001,0.010296035557985306,0.2,2660,0.13940679058432578
,,8010,,,,,0,1.8,32803,0.87,-0.16851215,267,,,,,,,,,,
1.62,-0.11846449353732169,8040,0,8040,4005,0.88,,,,,,,-0.24770077615976333,0.038372483,0.09000000432133674,0.5066215395927429,-0.029650648434957107,0.001,0.013673149049282074,0.2,2670,0.15018472597002983
,,8040,,,,,0,1.83,32934,0.85,-0.19975200999999998,268,,,,,,,,,,
1.18,-0.028309230231679975,8070,0,8070,4016,0.96,,,,,,,-0.1455047532916069,0.17468497,0.10000000260770321,0.1618434190750122,-0.03543138407791648,0.001,0.025346998125314713,0.2,2680,0.2072977229952812
,,8070,,,,,0,1.91,33043,0.84,-0.21935952999999997,269,,,,,,,,,,
1.3,-0.052569676702842114,8100,0,8100,4029,0.96,,,,,,,-0.2689630642533302,0.0509657,0.08333333730697631,0.43426334857940674,-0.020257863098134578,0.001,0.022602200508117676,0.2,2690,0.1538635015487671
,,8100,,,,,0,2.0,33157,0.81,-0.25243500999999996,270,,,,,,,,,,
1.2,-0.00958973134867847,8130,0,8130,4047,0.98,,,,,,,-0.15659225434064866,0.02622182,0.07666666805744171,0.4913260340690613,-0.020473622207840235,0.001,0.0011480897665023804,0.2,2700,0.09157577268779278
,,8130,,,,,0,2.05,33261,0.8,-0.26099918,271,,,,,,,,,,
1.42,-0.05190699434839189,8160,0,8160,4060,0.92,,,,,,,-0.33517896831035615,0.023650624,0.10000000335276127,-0.02670741081237793,-0.015426114037012084,0.001,0.03601065278053284,0.2,2710,0.18806834444403647
,,8160,,,,,0,2.06,33382,0.8,-0.26486021,272,,,,,,,,,,
1.12,-0.027840442303568125,8190,0,8190,4077,0.98,,,,,,,-0.33870012760162355,0.034199174,0.07000000178813934,0.47197431325912476,-0.015443961145356334,0.001,0.07698669284582138,0.2,2720,0.3279784590005875
,,8190,,,,,0,2.04,33489,0.79,-0.27523459,273,,,,,,,,,,
1.42,-0.09460184071678668,8220,0,8220,4092,0.92,,,,,,,-0.41889006495475767,0.044836927,0.21000000834465027,0.5108156204223633,-0.037211755464474375,0.001,0.00010564923286437988,0.2,2730,0.12933013513684272
