eval/mean_ep_length,eval/mean_reward,time/total_timesteps,env/completion_counter,env/n_steps,env/current_idx,eval/success_rate,time/fps,rollout/ep_len_mean,time/time_elapsed,rollout/success_rate,rollout/ep_rew_mean,time/iterations,train/entropy_loss,train/approx_kl,train/clip_fraction,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/loss,train/clip_range,train/n_updates,train/value_loss
,,8220,,,,,0,2.01,33606,0.81,-0.24156878000000004,274,,,,,,,,,,
1.46,-0.09375386003404856,8250,0,8250,4105,0.92,,,,,,,-0.08103934228420258,0.007602149,0.046666669100522994,-0.20031392574310303,-0.0101267428075273,0.001,0.0877147912979126,0.2,2740,0.23611963242292405
,,8250,,,,,0,2.09,33725,0.79,-0.27389868999999994,275,,,,,,,,,,
1.8,-0.17679463414475322,8280,0,8280,4116,0.84,,,,,,,-0.5620450496673584,0.10749969,0.2400000050663948,0.46711814403533936,-0.04470341534664257,0.001,-0.0011761561036109924,0.2,2750,0.14295859932899474
,,8280,,,,,0,2.11,33859,0.79,-0.26849649,276,,,,,,,,,,
1.28,-0.050514623639173806,8310,0,8310,4126,0.94,,,,,,,-0.27572383880615237,0.06478743,0.1500000052154064,0.30412691831588745,-0.030651390378673683,0.001,0.029100775718688965,0.2,2760,0.17227919548749923
,,8310,,,,,0,2.12,33977,0.79,-0.25867687,277,,,,,,,,,,
1.5,-0.07254770958796143,8340,0,8340,4135,0.92,,,,,,,-0.41817296743392945,0.05949056,0.1633333381265402,0.02930527925491333,-0.03810943237195415,0.001,0.01959656924009323,0.2,2770,0.2039863258600235
,,8340,,,,,0,2.32,34094,0.74,-0.32335934,278,,,,,,,,,,
1.68,-0.13683486433699726,8370,0,8370,4145,0.88,,,,,,,-0.9149472653865814,0.15373144,0.3833333387970924,0.29018378257751465,-0.045640950407833,0.001,-0.002677038311958313,0.2,2780,0.1487089455127716
,,8370,,,,,0,2.42,34223,0.71,-0.3609331,279,,,,,,,,,,
1.56,-0.14619682141579687,8400,0,8400,4159,0.88,,,,,,,-0.30502059161663053,0.07412971,0.19333334043622016,0.1357993483543396,-0.03690560189386201,0.001,0.0332372821867466,0.2,2790,0.18686474561691285
,,8400,,,,,0,2.42,34351,0.72,-0.34394410999999997,280,,,,,,,,,,
1.32,-0.07041278476826847,8430,0,8430,4168,0.94,,,,,,,-0.2610591113567352,0.05994444,0.08666667006909848,0.2813408374786377,-0.03218440220691292,0.001,0.03272371366620064,0.2,2800,0.21825044006109237
,,8430,,,,,0,2.48,34473,0.72,-0.34058451,281,,,,,,,,,,
1.34,-0.051753363460302355,8460,0,8460,4186,0.96,,,,,,,-0.1320238120853901,0.040103238,0.09666667096316814,0.16740739345550537,-0.023909112767626795,0.001,0.05852212384343147,0.2,2810,0.2162020042538643
,,8460,,,,,0,2.47,34586,0.71,-0.35805575999999995,282,,,,,,,,,,
1.1,-0.007945695002563298,8490,0,8490,4204,1.0,,,,,,,-0.12887271903455258,0.27823552,0.15333333499729634,0.3594341278076172,-0.03116696917762347,0.001,0.009764503687620163,0.2,2820,0.11662489399313927
,,8490,,,,,0,2.38,34689,0.74,-0.30597146999999997,283,,,,,,,,,,
1.34,-0.05011297008022666,8520,0,8520,4219,0.96,,,,,,,-0.028430197574198245,0.0063221534,0.06000000312924385,-1.8245570659637451,-0.029184807414809822,0.001,-0.012268438935279846,0.2,2830,0.06465780809521675
,,8520,,,,,0,2.34,34803,0.74,-0.2992136,284,,,,,,,,,,
1.38,-0.09098013730719685,8550,0,8550,4236,0.92,,,,,,,-0.0053516685031354426,6.524722e-06,0.0,0.18107277154922485,-0.001146710123478556,0.001,0.07503197342157364,0.2,2840,0.25542032420635224
,,8550,,,,,0,2.02,34934,0.82,-0.21262782000000002,285,,,,,,,,,,
1.12,-0.008049347521737218,8580,0,8580,4248,1.0,,,,,,,-0.0036532908910885454,5.5631002e-08,0.0,0.41750264167785645,-2.5314787853858435e-05,0.001,0.06071300432085991,0.2,2850,0.16697982102632522
,,8580,,,,,0,2.02,35035,0.82,-0.19985962000000002,286,,,,,,,,,,
1.2,-0.05384573250077665,8610,0,8610,4260,0.96,,,,,,,-0.003831725078634918,0.0,0.0,0.11963868141174316,1.0678768100369495e-05,0.001,0.06612475961446762,0.2,2860,0.15920365899801253
,,8610,,,,,0,2.04,35150,0.81,-0.21363319,287,,,,,,,,,,
1.32,-0.010672982763499022,8640,0,8640,4277,1.0,,,,,,,-0.002186872693710029,0.0,0.0,0.40998971462249756,-6.55899458745779e-08,0.001,0.05357835069298744,0.2,2870,0.13492624312639237
,,8640,,,,,0,2.01,35270,0.8,-0.21802101999999995,288,,,,,,,,,,
1.54,-0.09589397108182311,8670,0,8670,4290,0.92,,,,,,,-0.0018515694886446,0.0,0.0,0.33094239234924316,-6.953875120174757e-09,0.001,0.06615862995386124,0.2,2880,0.1572112575173378
,,8670,,,,,0,2.06,35394,0.78,-0.23520898999999995,289,,,,,,,,,,
1.22,-0.0498573569720611,8700,0,8700,4303,0.96,,,,,,,-0.025298880599439143,2.5568406e-05,0.0,0.33802682161331177,-0.0003521783620332286,0.001,0.04968791455030441,0.2,2890,0.13739823028445244
,,8700,,,,,0,2.19,35507,0.74,-0.27761876,290,,,,,,,,,,
1.44,-0.052169516370631754,8730,0,8730,4318,0.92,,,,,,,-0.009461774770170451,2.0980835e-06,0.0,0.10022366046905518,6.317655161787172e-05,0.001,0.11971434950828552,0.2,2900,0.2765556275844574
,,8730,,,,,0,2.12,35631,0.76,-0.25738842,291,,,,,,,,,,
1.2,-0.03097911121789366,8760,0,8760,4335,0.98,,,,,,,-0.029689447581768037,0.015305269,0.01666666753590107,0.21520084142684937,-0.0005324655759856078,0.001,0.07332057505846024,0.2,2910,0.17606443613767625
,,8760,,,,,0,2.1,35744,0.76,-0.25579195,292,,,,,,,,,,
1.62,-0.09811459983699024,8790,0,8790,4352,0.9,,,,,,,-0.004150147596374154,0.0,0.0,0.5364758968353271,-1.3371305769283025e-07,0.001,0.05098021402955055,0.2,2920,0.1223176121711731
,,8790,,,,,0,2.01,35869,0.77,-0.24465400000000004,293,,,,,,,,,,
1.4,-0.032642931267619135,8820,0,8820,4369,0.96,,,,,,,-0.010738183371722698,1.8417835e-06,0.0,0.3669813871383667,-1.2737512624916291e-05,0.001,0.07567434757947922,0.2,2930,0.1743147388100624
,,8820,,,,,0,1.93,35983,0.8,-0.20987441000000004,294,,,,,,,,,,
1.18,-0.029039076026529075,8850,0,8850,4386,0.98,,,,,,,-0.0076729783322662115,8.34465e-08,0.0,0.21834075450897217,-1.2734929658719807e-05,0.001,0.05581566318869591,0.2,2940,0.13825742453336715
,,8850,,,,,0,1.88,36088,0.82,-0.18453085000000002,295,,,,,,,,,,
1.52,-0.09736873436253518,8880,0,8880,4398,0.88,,,,,,,-0.007507076999172568,2.3841858e-07,0.0,-0.4736570119857788,-6.512800919757921e-05,0.001,0.05114725977182388,0.2,2950,0.15566522181034087
,,8880,,,,,0,1.91,36213,0.81,-0.21252733000000001,296,,,,,,,,,,
1.28,-0.010282278745435178,8910,0,8910,4411,0.98,,,,,,,-0.020573344081640244,3.2786527e-05,0.0,0.1391850709915161,-0.0006790262071444175,0.001,0.10260000824928284,0.2,2960,0.30973048955202104
,,8910,,,,,0,1.94,36324,0.82,-0.19774502999999996,297,,,,,,,,,,
1.2,-0.02867562568746507,8940,0,8940,4423,0.98,,,,,,,-0.0034145260462537406,0.0,0.0,0.22158050537109375,2.5037924721083015e-06,0.001,0.13092735409736633,0.2,2970,0.3653551280498505
,,8940,,,,,0,2.01,36427,0.8,-0.21310323,298,,,,,,,,,,
1.34,-0.05191131772007793,8970,0,8970,4443,0.94,,,,,,,-0.004116044007241726,0.0,0.0,0.0032584071159362793,-1.0485847833141548e-05,0.001,0.1027061939239502,0.2,2980,0.23483265489339827
,,8970,,,,,0,1.98,36542,0.82,-0.19109728,299,,,,,,,,,,
1.24,-0.04979059880133718,9000,0,9000,4460,0.96,,,,,,,-0.002604053821414709,0.0,0.0,0.33722764253616333,-5.431473194761338e-07,0.001,0.04210279509425163,0.2,2990,0.12924233004450797
,,9000,,,,,0,1.96,36651,0.82,-0.19976865,300,,,,,,,,,,
1.22,-0.05515486375428736,9030,0,9030,4476,0.96,,,,,,,-0.0021929847542196514,0.0,0.0,0.26794713735580444,-3.476937579627304e-07,0.001,0.12086810171604156,0.2,3000,0.2875578448176384
,,9030,,,,,0,1.93,36757,0.83,-0.1892042,301,,,,,,,,,,
1.2,-0.02969940572977066,9060,0,9060,4489,0.98,,,,,,,-0.016148103587329387,7.947286e-09,0.0,-0.05932271480560303,-1.8227100379686334e-06,0.001,0.06838633120059967,0.2,3010,0.16441191136837005
,,9060,,,,,0,2.04,36867,0.8,-0.23221795000000003,302,,,,,,,,,,
1.58,-0.09815509707201273,9090,0,9090,4505,0.9,,,,,,,-0.008014556020498276,0.0,0.0,0.4069727063179016,-6.335874329277403e-06,0.001,0.10732197761535645,0.2,3020,0.3093960121273994
,,9090,,,,,0,1.99,36992,0.82,-0.20633292999999997,303,,,,,,,,,,
1.18,-0.031005277116782963,9120,0,9120,4517,0.98,,,,,,,-0.005138693330809474,0.0,0.0,0.10950565338134766,-3.1088789004485307e-06,0.001,0.0704115703701973,0.2,3030,0.16578194946050645
,,9120,,,,,0,1.96,37094,0.82,-0.20165334999999995,304,,,,,,,,,,
1.24,-0.02960517184343189,9150,0,9150,4531,0.98,,,,,,,-0.004591998644173145,0.0,0.0,0.16233104467391968,-8.26507821010125e-06,0.001,0.11517423391342163,0.2,3040,0.25541709512472155
,,9150,,,,,0,1.99,37208,0.81,-0.22000057,305,,,,,,,,,,
1.34,-0.09832669942174106,9180,0,9180,4545,0.92,,,,,,,-0.0018602366908453405,0.0,0.0,0.28363609313964844,7.659196849640893e-07,0.001,0.06921114772558212,0.2,3050,0.15247556269168855
,,9180,,,,,0,2.04,37316,0.79,-0.24798429000000005,306,,,,,,,,,,
1.6,-0.16062712454237044,9210,0,9210,4562,0.86,,,,,,,-0.003312371182255447,0.0,0.0,0.1627022624015808,-1.451273762143046e-06,0.001,0.08875603973865509,0.2,3060,0.2277424544095993
,,9210,,,,,0,2.08,37442,0.79,-0.23738355000000003,307,,,,,,,,,,
1.16,-0.028919782750308515,9240,0,9240,4576,0.98,,,,,,,-0.004259135061874986,0.0,0.0,0.07428067922592163,1.188119269635024e-06,0.001,0.08498717844486237,0.2,3070,0.2735182076692581
,,9240,,,,,0,2.13,37547,0.76,-0.27322795000000005,308,,,,,,,,,,
1.3,-0.0747354119643569,9270,0,9270,4586,0.94,,,,,,,-0.009842788334935904,3.0994414e-07,0.0,0.4348287582397461,-0.00013519306785383378,0.001,0.04730056971311569,0.2,3080,0.1638701491057873
,,9270,,,,,0,2.14,37663,0.76,-0.2726751600000001,309,,,,,,,,,,
1.36,-0.05241214637644589,9300,0,9300,4602,0.94,,,,,,,-0.007252383651211858,3.973643e-09,0.0,-0.4872969388961792,1.3360877907597768e-05,0.001,0.17596518993377686,0.2,3090,0.44382051527500155
,,9300,,,,,0,2.16,37773,0.77,-0.27097354,310,,,,,,,,,,
1.54,-0.11435056860558689,9330,0,9330,4617,0.9,,,,,,,-0.004098568577319384,7.947286e-09,0.0,0.285968542098999,-1.718163504547121e-05,0.001,0.09268615394830704,0.2,3100,0.2163049563765526
,,9330,,,,,0,2.06,37897,0.79,-0.25514750999999997,311,,,,,,,,,,
1.36,-0.07052554191090167,9360,0,9360,4638,0.94,,,,,,,-0.031655174866318705,0.00575642,0.013333334028720856,0.3867732882499695,-0.003386547396464046,0.001,0.04826958477497101,0.2,3110,0.1323252722620964
,,9360,,,,,0,1.89,38017,0.83,-0.20946486,312,,,,,,,,,,
1.5,-0.07413716338574887,9390,0,9390,4652,0.9,,,,,,,-0.010944113694131374,3.2464663e-06,0.0,0.2286008596420288,0.00023429264421190866,0.001,0.0511479489505291,0.2,3120,0.1260513834655285
,,9390,,,,,0,1.96,38139,0.81,-0.23397142000000007,313,,,,,,,,,,
1.6,-0.12083341659512371,9420,0,9420,4669,0.9,,,,,,,-0.010093166679143905,1.1523565e-06,0.0,0.18640077114105225,-0.00015339215737188993,0.001,0.09193248301744461,0.2,3130,0.21665214449167253
,,9420,,,,,0,1.91,38271,0.82,-0.22826189,314,,,,,,,,,,
1.64,-0.13482177149504423,9450,0,9450,4688,0.86,,,,,,,-0.01958379503339529,0.00016386509,0.0,0.279868483543396,-0.002477478694054369,0.001,0.07212907820940018,0.2,3140,0.19145257622003556
,,9450,,,,,0,1.75,38396,0.86,-0.18280362,315,,,,,,,,,,
1.22,-0.029455667487345637,9480,0,9480,4706,0.98,,,,,,,-0.005074472911655903,1.9073487e-07,0.0,0.4427111744880676,-7.678456569317759e-05,0.001,0.038738831877708435,0.2,3150,0.09294981583952903
,,9480,,,,,0,1.72,38500,0.87,-0.14303649,316,,,,,,,,,,
1.4,-0.07726203671190887,9510,0,9510,4725,0.92,,,,,,,-0.005315086338669062,3.973643e-09,0.0,-22.952789306640625,2.52708792868539e-05,0.001,0.022622281685471535,0.2,3160,0.07932642996311187
,,9510,,,,,0,1.72,38623,0.87,-0.13158424000000002,317,,,,,,,,,,
1.4,-0.07730974618345499,9540,0,9540,4742,0.92,,,,,,,-0.0031477046199142934,0.0,0.0,0.46042513847351074,-1.0774532971158378e-06,0.001,0.03179643675684929,0.2,3170,0.0929109163582325
,,9540,,,,,0,1.69,38737,0.88,-0.12809294000000002,318,,,,,,,,,,
1.6,-0.10201290951110423,9570,0,9570,4759,0.9,,,,,,,-0.005896432464942336,7.947286e-09,0.0,0.16738879680633545,-9.649495387575869e-06,0.001,0.1120760515332222,0.2,3180,0.25208343267440797
,,9570,,,,,0,1.66,38856,0.9,-0.10114952000000002,319,,,,,,,,,,
1.56,-0.0819637466687709,9600,0,9600,4775,0.92,,,,,,,-0.0031166481086984275,0.0,0.0,0.11114120483398438,-9.144345845868429e-07,0.001,0.08647523075342178,0.2,3190,0.20149863958358766
,,9600,,,,,0,1.69,38984,0.9,-0.10994570999999999,320,,,,,,,,,,
1.32,-0.04996798601001501,9630,0,9630,4788,0.96,,,,,,,-0.0023041049484163524,0.0,0.0,0.27747172117233276,-4.0153662563824353e-07,0.001,0.09484042227268219,0.2,3200,0.21287233978509904
,,9630,,,,,0,1.82,39121,0.87,-0.1422004,321,,,,,,,,,,
1.38,-0.10143842731136829,9660,0,9660,4805,0.92,,,,,,,-0.09290333166718483,0.071839966,0.053333336114883424,0.39775973558425903,-0.012613372961059178,0.001,0.028327250853180885,0.2,3210,0.12965841591358185
,,9660,,,,,0,1.78,39234,0.87,-0.16085449000000004,322,,,,,,,,,,
1.12,-0.028169916295446455,9690,0,9690,4819,0.98,,,,,,,-0.14678139761090278,0.018095313,0.08333333730697631,0.4074409604072571,-0.01761681428179145,0.001,0.010750927031040192,0.2,3220,0.11333074048161507
,,9690,,,,,0,1.91,39338,0.84,-0.20586438000000004,323,,,,,,,,,,
1.32,-0.050233617387712,9720,0,9720,4832,0.96,,,,,,,-0.22756149172782897,0.044960402,0.18000000715255737,0.46292048692703247,-0.03477219597746917,0.001,-0.008335120975971222,0.2,3230,0.12077941671013832
,,9720,,,,,0,1.94,39458,0.83,-0.22604831,324,,,,,,,,,,
1.4,-0.03148679324425757,9750,0,9750,4851,0.98,,,,,,,-0.024777079932391644,0.0025342344,0.023333334550261497,0.2080528736114502,-0.016002194123963597,0.001,0.06824073195457458,0.2,3240,0.21806381195783614
,,9750,,,,,0,1.94,39575,0.82,-0.23330544999999997,325,,,,,,,,,,
1.2,-0.02873002159409225,9780,0,9780,4861,0.98,,,,,,,-0.003638232871890068,1.9868216e-08,0.0,-1.2675623893737793,5.190471854197298e-05,0.001,0.11023635417222977,0.2,3250,0.31943129003047943
,,9780,,,,,0,2.07,39695,0.79,-0.26055478,326,,,,,,,,,,
1.88,-0.1791654849704355,9810,0,9810,4872,0.8,,,,,,,-0.024497795104980468,1.21514e-05,0.0,0.24687343835830688,4.615386220763185e-07,0.001,0.09149886667728424,0.2,3260,0.2600188940763474
,,9810,,,,,0,2.22,39843,0.76,-0.29681012,327,,,,,,,,,,
1.28,-0.0695875010220334,9840,0,9840,4891,0.94,,,,,,,-0.006801958102732897,0.0006847143,0.003333333507180214,0.15255707502365112,-0.00011825104738498738,0.001,0.10178695619106293,0.2,3270,0.208065028488636
,,9840,,,,,0,2.06,39957,0.8,-0.24876533000000006,328,,,,,,,,,,
1.16,-0.050202100956812504,9870,0,9870,4901,0.96,,,,,,,-0.0026872050482779743,0.0,0.0,0.07368814945220947,-2.461671825848555e-06,0.001,0.046328362077474594,0.2,3280,0.156394612044096
,,9870,,,,,0,2.14,40060,0.79,-0.25351385,329,,,,,,,,,,
1.58,-0.12105389497242867,9900,0,9900,4920,0.9,,,,,,,-0.006607696367427707,1.9868216e-09,0.0,-0.041097283363342285,-8.129477563656451e-06,0.001,0.10374239087104797,0.2,3290,0.2472711443901062
,,9900,,,,,0,2.07,40182,0.81,-0.21418557,330,,,,,,,,,,
1.24,-0.029702010829932988,9930,0,9930,4941,0.96,,,,,,,-0.011178347421810031,0.00026800236,0.0,0.20895427465438843,-0.004597441817168146,0.001,0.05344981327652931,0.2,3300,0.12850145623087883
,,9930,,,,,0,1.95,40285,0.83,-0.17695497,331,,,,,,,,,,
1.38,-0.05309544271789491,9960,0,9960,4959,0.94,,,,,,,-0.002676589135080576,0.0,0.0,0.3384656310081482,-4.204114256189939e-06,0.001,0.03143489733338356,0.2,3310,0.07425177693367005
,,9960,,,,,0,1.83,40403,0.87,-0.14303886999999998,332,,,,,,,,,,
1.84,-0.1418908781837672,9990,0,9990,4976,0.88,,,,,,,-0.002756479266099632,0.0,0.0,0.12992537021636963,-3.204196719597263e-06,0.001,0.06369936466217041,0.2,3320,0.13900448977947236
,,9990,,,,,0,1.74,40548,0.89,-0.11689488,333,,,,,,,,,,
1.4,-0.09218667860142887,10020,0,10020,4987,0.92,,,,,,,-0.0023390775313600898,0.0,0.0,0.22191423177719116,1.6192595282404908e-07,0.001,0.06341458857059479,0.2,3330,0.14634449183940887
,,10020,,,,,0,1.84,40660,0.86,-0.15278558000000003,334,,,,,,,,,,
1.36,-0.031499695801176134,10050,0,10050,5000,0.96,,,,,,,-0.0028987554367631676,0.0,0.0,0.3486021161079407,-5.832314471376776e-07,0.001,0.06917416304349899,0.2,3340,0.16044919788837433
,,10050,,,,,0,1.82,40774,0.85,-0.16792198,335,,,,,,,,,,
1.44,-0.09307139173150063,10080,0,10080,5018,0.92,,,,,,,-0.003742362791672349,0.0,0.0,0.33024972677230835,-1.3086199794010157e-06,0.001,0.05408140644431114,0.2,3350,0.1307366080582142
,,10080,,,,,0,1.8,40894,0.86,-0.16996955999999996,336,,,,,,,,,,
1.48,-0.11586303616408258,10110,0,10110,5032,0.9,,,,,,,-0.0026083600241690874,0.0,0.0,0.1927221417427063,-4.642208462968256e-07,0.001,0.11103634536266327,0.2,3360,0.2437983050942421
,,10110,,,,,0,1.92,41017,0.85,-0.17463552000000004,337,,,,,,,,,,
1.36,-0.011703597879968584,10140,0,10140,5046,0.98,,,,,,,-0.003097810223698616,0.0,0.0,-0.24870216846466064,-3.3666690946176914e-07,0.001,0.05230940878391266,0.2,3370,0.13819836527109147
,,10140,,,,,0,1.98,41135,0.85,-0.17599641,338,,,,,,,,,,
1.14,-0.00830646036658436,10170,0,10170,5062,1.0,,,,,,,-0.11702570095658302,0.053874575,0.04333333559334278,0.26725316047668457,-0.011865624506026507,0.001,0.030241064727306366,0.2,3380,0.13566748425364494
,,10170,,,,,0,2.03,41235,0.83,-0.1848216,339,,,,,,,,,,
1.1,-0.03003161205444485,10200,0,10200,5082,0.98,,,,,,,-0.002585442760027945,0.0,0.0,0.13306641578674316,-3.9468208736792574e-07,0.001,0.06625090539455414,0.2,3390,0.15063721612095832
,,10200,,,,,0,1.94,41352,0.85,-0.16391322999999997,340,,,,,,,,,,
1.24,-0.06850602961611002,10230,0,10230,5102,0.94,,,,,,,-0.004355747764930129,0.0,0.0,0.18573462963104248,-2.1805365840066317e-06,0.001,0.04333532974123955,0.2,3400,0.09998169764876366
,,10230,,,,,0,1.73,41460,0.91,-0.09073527,341,,,,,,,,,,
1.3,-0.050324092591181396,10260,0,10260,5121,0.96,,,,,,,-0.002957474486902356,0.0,0.0,0.4149364233016968,-1.2715668518126222e-08,0.001,0.03818034753203392,0.2,3410,0.08168500736355781
,,10260,,,,,0,1.72,41562,0.9,-0.11313836999999999,342,,,,,,,,,,
1.54,-0.07624495464377105,10290,0,10290,5137,0.92,,,,,,,-0.0027984493877738713,0.0,0.0,0.02789849042892456,-8.615851436744038e-07,0.001,0.09550595283508301,0.2,3420,0.22544311881065368
,,10290,,,,,0,1.68,41682,0.9,-0.11693015000000001,343,,,,,,,,,,
1.42,-0.05652298328001052,10320,0,10320,5150,0.94,,,,,,,-0.0027780232951045035,0.0,0.0,0.12642723321914673,3.0179818955033966e-07,0.001,0.10363495349884033,0.2,3430,0.23076507896184922
,,10320,,,,,0,1.74,41797,0.88,-0.13250390000000004,344,,,,,,,,,,
1.68,-0.16374603316187858,10350,0,10350,5161,0.84,,,,,,,-0.0026030538603663443,0.0,0.0,-0.027516841888427734,3.0795733296784535e-09,0.001,0.0976250171661377,0.2,3440,0.22544296234846115
,,10350,,,,,0,1.81,41925,0.86,-0.16304605,345,,,,,,,,,,
1.72,-0.12590857089497148,10380,0,10380,5176,0.88,,,,,,,-0.0019530967925675212,0.0,0.0,0.18703019618988037,-5.6127712255715775e-09,0.001,0.08494565635919571,0.2,3450,0.18170654773712158
,,10380,,,,,0,1.86,42073,0.85,-0.17814882999999998,346,,,,,,,,,,
1.22,-0.030438755485229195,10410,0,10410,5195,0.98,,,,,,,-0.0036471507512032984,0.0,0.0,0.1402023434638977,-2.1894773389874443e-07,0.001,0.1030709445476532,0.2,3460,0.2519423007965088
,,10410,,,,,0,1.96,42190,0.82,-0.19983184,347,,,,,,,,,,
1.24,-0.010524557894095779,10440,0,10440,5212,0.98,,,,,,,-0.0032107078470289705,0.0,0.0,0.3673669695854187,-4.257659134454528e-06,0.001,0.0385524146258831,0.2,3470,0.09912895485758781
,,10440,,,,,0,1.92,42296,0.82,-0.19796114999999997,348,,,,,,,,,,
1.16,-0.008340613883920014,10470,0,10470,5228,0.98,,,,,,,-0.003883502073585987,0.0,0.0,-0.04631507396697998,1.0808308847476411e-06,0.001,0.07427845150232315,0.2,3480,0.18170750737190247
,,10470,,,,,0,1.99,42412,0.8,-0.20983829,349,,,,,,,,,,
1.38,-0.033898347597569226,10500,0,10500,5240,0.92,,,,,,,-0.005839029513299465,5.9604645e-08,0.0,0.26509302854537964,-1.1260112195721206e-05,0.001,0.06603605300188065,0.2,3490,0.1473366603255272
,,10500,,,,,0,1.96,42540,0.8,-0.20605885999999998,350,,,,,,,,,,
1.28,-0.050289177908562126,10530,0,10530,5258,0.96,,,,,,,-0.0024467321578413247,0.0,0.0,0.5448773503303528,1.1920928899566974e-07,0.001,0.04528244957327843,0.2,3500,0.11434679999947547
,,10530,,,,,0,1.89,42646,0.82,-0.19436412,351,,,,,,,,,,
1.3,-0.030715421484783293,10560,0,10560,5273,0.96,,,,,,,-0.0033844248158857227,0.0,0.0,0.3233882188796997,-4.2448441064379947e-07,0.001,0.06961244344711304,0.2,3510,0.23412681967020035
,,10560,,,,,0,1.86,42752,0.82,-0.18432702999999998,352,,,,,,,,,,
1.16,-0.028587970845401288,10590,0,10590,5290,0.98,,,,,,,-0.002441869303584099,0.0,0.0,-0.18588101863861084,4.2816003364976043e-08,0.001,0.10203317552804947,0.2,3520,0.2412777364253998
,,10590,,,,,0,1.83,42866,0.83,-0.17554464,353,,,,,,,,,,
1.02,-0.0065873505361378195,10620,0,10620,5302,1.0,,,,,,,-0.004530124505981803,0.0,0.0,0.2040303349494934,-1.1801719592696714e-07,0.001,0.058050792664289474,0.2,3530,0.16310422867536545
,,10620,,,,,0,1.92,42956,0.81,-0.18713474000000002,354,,,,,,,,,,
1.24,-0.02898309912532568,10650,0,10650,5322,0.98,,,,,,,-0.003351265680976212,0.0,0.0,0.36522597074508667,-1.93576020441899e-06,0.001,0.045143768191337585,0.2,3540,0.1116724044084549
,,10650,,,,,0,1.91,43062,0.81,-0.19365183999999996,355,,,,,,,,,,
1.3,-0.0794203132437542,10680,0,10680,5340,0.94,,,,,,,-0.0026792665012180805,0.0,0.0,0.5216025710105896,-7.518132558503865e-07,0.001,0.059817586094141006,0.2,3550,0.13431033194065095
,,10680,,,,,0,1.83,43174,0.84,-0.15684886000000003,356,,,,,,,,,,
1.34,-0.07078479876741767,10710,0,10710,5353,0.94,,,,,,,-0.005118212755769491,0.0,0.0,0.14940297603607178,-5.129575753226589e-06,0.001,0.06952871382236481,0.2,3560,0.1659560814499855
,,10710,,,,,0,1.83,43292,0.84,-0.16329688999999997,357,,,,,,,,,,
1.56,-0.11691876146011054,10740,0,10740,5373,0.9,,,,,,,-0.004901256365701556,8.34465e-08,0.0,0.2974734306335449,-2.7174353410863716e-05,0.001,0.08910819888114929,0.2,3570,0.24089454710483552
,,10740,,,,,0,1.77,43414,0.86,-0.13710957,358,,,,,,,,,,
1.34,-0.07404518141411245,10770,0,10770,5388,0.94,,,,,,,-0.0023826552322134377,0.0,0.0,-0.057608723640441895,7.58469107964288e-08,0.001,0.09069181978702545,0.2,3580,0.2622739732265472
,,10770,,,,,0,1.82,43531,0.84,-0.15943221,359,,,,,,,,,,
1.06,-0.0068242307938635345,10800,0,10800,5406,1.0,,,,,,,-0.003036998282186687,0.0,0.0,0.3081497550010681,-1.405676210097795e-07,0.001,0.05137486383318901,0.2,3590,0.13622149154543878
,,10800,,,,,0,1.74,43630,0.87,-0.14887544000000003,360,,,,,,,,,,
1.22,-0.02950696574524045,10830,0,10830,5421,0.98,,,,,,,-0.0038882168242707848,0.0,0.0,0.4917601943016052,-7.739663029582289e-07,0.001,0.021306663751602173,0.2,3600,0.05913640260696411
,,10830,,,,,0,1.78,43731,0.87,-0.13480557000000004,361,,,,,,,,,,
1.56,-0.11379678885918111,10860,0,10860,5435,0.9,,,,,,,-0.0060833260416984555,6.11941e-07,0.0,-0.22414517402648926,-5.3359270530783934e-05,0.001,0.055420342832803726,0.2,3610,0.136736349016428
,,10860,,,,,0,1.9,43852,0.84,-0.15944142000000003,362,,,,,,,,,,
1.44,-0.05155364489648491,10890,0,10890,5451,0.92,,,,,,,-0.0027326673269271852,0.0,0.0,0.07016861438751221,1.6093253956128707e-07,0.001,0.058409903198480606,0.2,3620,0.1577313706278801
,,10890,,,,,0,1.83,43999,0.86,-0.12997532000000003,363,,,,,,,,,,
1.38,-0.0539119419734925,10920,0,10920,5461,0.94,,,,,,,-0.0024730670964345338,0.0,0.0,0.2121012806892395,-2.0215908946852323e-07,0.001,0.062166932970285416,0.2,3630,0.1491548851132393
,,10920,,,,,0,2.0,44114,0.82,-0.1892397,364,,,,,,,,,,
1.46,-0.03216741245239973,10950,0,10950,5476,0.94,,,,,,,-0.0031919375294819476,0.0,0.0,0.3199315667152405,-1.0172526163643169e-07,0.001,0.05132557824254036,0.2,3640,0.13472479209303856
,,10950,,,,,0,2.03,44237,0.81,-0.20578210999999996,365,,,,,,,,,,
1.7,-0.1797227936051786,10980,0,10980,5496,0.84,,,,,,,-0.004042782727628947,0.0,0.0,0.1673871874809265,-1.8318494001690056e-07,0.001,0.09056167304515839,0.2,3650,0.22071672976016998
,,10980,,,,,0,1.91,44361,0.84,-0.17908241,366,,,,,,,,,,
1.32,-0.052868980318307876,11010,0,11010,5513,0.96,,,,,,,-0.0028625705745071173,0.0,0.0,0.2270086407661438,-5.8909256939188025e-08,0.001,0.04714879393577576,0.2,3660,0.17163833007216453
