time/iterations,env/current_idx,time/fps,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_len_mean,rollout/ep_rew_mean,time/time_elapsed,rollout/success_rate,train/clip_fraction,train/policy_gradient_loss,train/approx_kl,train/learning_rate,train/loss,train/clip_range,train/value_loss,train/entropy_loss,train/explained_variance,train/n_updates,eval/mean_ep_length,eval/success_rate,eval/mean_reward
234,10211,0,14040,14040,0,1.19,-0.021794560000000004,17749,0.96,0.003333333507180214,-0.0025076112219053924,0.0010107775,0.0001,0.009559203870594501,0.2,0.0556451728567481,-0.4674630731344223,-22.19578742980957,2330,,,
235,10250,0,14100,14100,0,1.3,-0.054427289999999996,17817,0.93,0.0,-0.0029454844887368383,0.00018524527,0.0001,0.024610985070466995,0.2,0.06545200496912003,-0.42860490679740904,0.11131709814071655,2340,,,
236,10299,0,14160,14160,0,1.35,-0.06457945000000001,17883,0.92,0.0,0.0003282080026110634,9.868542e-06,0.0001,0.049831174314022064,0.2,0.11494011878967285,-0.4147084355354309,0.12156802415847778,2350,,,
237,10341,0,14220,14220,0,1.36,-0.07467248,17955,0.92,0.0,-0.002057388366665691,0.00013786853,0.0001,0.026460280641913414,0.2,0.06942938566207886,-0.41824822723865507,0.3055880069732666,2360,,,
238,10386,0,14280,14280,0,1.32,-0.040995870000000004,18030,0.94,0.0,-0.003258054818337142,0.0006194621,0.0001,0.04409218579530716,0.2,0.1123514711856842,-0.42275866866111755,0.1920211911201477,2370,,,
239,10425,0,14340,14340,0,1.41,-0.05485577000000002,18105,0.92,0.0,0.00040194426740836064,0.00014469326,0.0001,0.01594449393451214,0.2,0.05511476304382086,-0.44728217720985414,-24.910619735717773,2380,,,
240,10465,0,14400,14400,0,1.49,-0.07557873,18175,0.88,0.0,-0.00012585490747971662,4.2825936e-06,0.0001,0.08129794150590897,0.2,0.17720947563648223,-0.45827246010303496,-0.020049214363098145,2390,,,
241,10516,0,14460,14460,0,1.32,-0.060686900000000016,18248,0.92,0.0,-0.0003434864766798551,3.7865837e-05,0.0001,0.05803917720913887,0.2,0.1303499460220337,-0.46085492968559266,0.10601770877838135,2400,,,
242,10561,0,14520,14520,0,1.23,-0.060940009999999996,18326,0.95,0.0,-0.0013138194899329214,4.9689414e-05,0.0001,0.03653845936059952,0.2,0.08762343153357506,-0.4684062212705612,0.23860687017440796,2410,,,
243,10610,0,14580,14580,0,1.26,-0.06114881,18399,0.95,0.0,-0.0015898746011089315,0.00016767978,0.0001,0.059608642011880875,0.2,0.13642923384904862,-0.45836451947689055,0.0594518780708313,2420,,,
244,10652,0,14640,14640,0,1.3,-0.041170929999999994,18480,0.95,0.03666666783392429,-0.0070988096133805636,0.0024592301,0.0001,0.015543257817626,0.2,0.06724531389772892,-0.5611217021942139,0.32347214221954346,2430,,,
245,10697,0,14700,14700,0,1.35,-0.05241583,18549,0.94,0.0,-0.004002399747938768,0.00020700594,0.0001,0.00962094310671091,0.2,0.045539775490760805,-0.4833616018295288,0.1910211443901062,2440,,,
246,10751,0,14760,14760,0,1.2,-0.050055709999999996,18616,0.96,0.0,-0.0018883435950069582,0.000316602,0.0001,0.057251572608947754,0.2,0.1406025029718876,-0.45026537775993347,0.11464893817901611,2450,,,
247,10791,0,14820,14820,0,1.26,-0.06058204999999999,18685,0.94,0.0,-0.0008786672319790245,0.00044604938,0.0001,0.02234697714447975,0.2,0.05420040003955364,-0.4288747847080231,0.1381489634513855,2460,,,
248,10843,0,14880,14880,0,1.29,-0.06149858000000001,18770,0.94,0.0,-0.0015660554879771914,0.00023251474,0.0001,0.06136179342865944,0.2,0.14279128313064576,-0.4158970504999161,0.17534589767456055,2470,,,
249,10891,0,14940,14940,0,1.2,-0.029762209999999997,18851,0.97,0.0,-0.0012525874995603203,9.5407166e-05,0.0001,0.01938961260020733,0.2,0.055089857801795004,-0.39966984987258913,0.2786813974380493,2480,,,
250,10927,0,15000,15000,0,1.36,-0.07114557,18924,0.92,0.0,-0.0003238272657958063,3.9512914e-05,0.0001,0.014946974813938141,0.2,0.0339313268661499,-0.40883591771125793,0.39469367265701294,2490,,,
251,10967,0,15060,15060,0,1.49,-0.09484608,18999,0.88,0.0,-0.0007246152601632083,0.00014199117,0.0001,0.09533034265041351,0.2,0.23188623934984207,-0.4275990784168243,-0.050022244453430176,2500,,,
252,11014,0,15120,15120,0,1.38,-0.09291865999999999,19067,0.9,0.0,-0.0015848263882071833,0.00012867451,0.0001,0.06548286974430084,0.2,0.1468266114592552,-0.455321928858757,0.01921170949935913,2510,,,
253,11059,0,15180,15180,0,1.33,-0.09268716000000002,19142,0.91,0.0,-0.0017719615741466298,6.995598e-05,0.0001,0.037990763783454895,0.2,0.09914126843214036,-0.43512812852859495,0.3920542001724243,2520,,,
254,11100,0,15240,15240,0,1.35,-0.09554826000000002,19214,0.91,0.0,-0.0016161203759354592,0.00022847156,0.0001,0.03806047886610031,0.2,0.09570253193378449,-0.4430355429649353,0.38626933097839355,2530,,,
255,11144,0,15300,15300,0,1.39,-0.09540761,19285,0.91,0.0,-0.004182703056527881,0.0011114548,0.0001,0.06181171536445618,0.2,0.15012927651405333,-0.43055298626422883,0.30451083183288574,2540,,,
256,11193,0,15360,15360,0,1.26,-0.05231921,19351,0.95,0.0,9.620293742038655e-05,0.00017054776,0.0001,0.039737652987241745,0.2,0.09867568239569664,-0.4045116603374481,0.13189363479614258,2550,,,
257,11236,0,15420,15420,0,1.32,-0.07255869,19426,0.92,0.0,0.00021505095190528235,3.7054222e-06,0.0001,0.04280521720647812,0.2,0.09184809029102325,-0.3901940792798996,0.20452433824539185,2560,,,
258,11283,0,15480,15480,0,1.32,-0.062331090000000006,19496,0.94,0.001666666753590107,-0.004296003883937516,0.0004700323,0.0001,0.04366680979728699,0.2,0.11643228456377983,-0.40595947206020355,0.2682144045829773,2570,,,
259,11325,0,15540,15540,0,1.31,-0.06204107999999999,19566,0.94,0.0,-0.0001504820560330522,3.7141643e-05,0.0001,0.0348149836063385,0.2,0.08423511609435082,-0.38786218166351316,0.017384111881256104,2580,,,
260,11374,0,15600,15600,0,1.31,-0.07025270999999998,19635,0.93,0.0,-7.056166810190945e-05,4.9601e-06,0.0001,0.0528535433113575,0.2,0.12352132126688957,-0.39325353801250457,0.12836366891860962,2590,,,
261,11416,0,15660,15660,0,1.32,-0.0825584,19703,0.92,0.0,-0.0002457780675103827,3.3909084e-05,0.0001,0.030268805101513863,0.2,0.06477841958403588,-0.39663024842739103,0.501166582107544,2600,,,
262,11455,0,15720,15720,0,1.44,-0.09542234000000001,19770,0.89,0.0,-0.0019268133043958357,0.00017956893,0.0001,0.04522429034113884,0.2,0.11160561516880989,-0.4058074176311493,0.3733872175216675,2610,,,
263,11495,0,15780,15780,0,1.43,-0.07509758000000001,19853,0.9,0.0,-0.001614599076177292,0.00039574504,0.0001,0.04711145535111427,0.2,0.11614300161600113,-0.3943744689226151,0.17700451612472534,2620,,,
264,11541,0,15840,15840,0,1.4,-0.07305505999999999,19924,0.92,0.0,-0.0005916679861547536,5.6404868e-05,0.0001,0.03982653468847275,0.2,0.09573793038725853,-0.4076929032802582,-0.07627475261688232,2630,,,
265,11581,0,15900,15900,0,1.39,-0.08436881999999998,19990,0.92,0.0,-0.0006831926256714915,9.586414e-05,0.0001,0.035773225128650665,0.2,0.08064312264323234,-0.40125835239887236,0.30871474742889404,2640,,,
266,11630,0,15960,15960,0,1.35,-0.07466628,20059,0.92,0.0,-0.0004917278335293762,4.510383e-05,0.0001,0.0523865781724453,0.2,0.11576399132609368,-0.404066327214241,0.3657544255256653,2650,,,
267,11671,0,16020,16020,0,1.34,-0.06385396,20128,0.93,0.0,-0.0006301995632141732,0.00020315647,0.0001,0.03753199055790901,0.2,0.09033924862742423,-0.41354281902313234,0.25891804695129395,2660,,,
268,11713,0,16080,16080,0,1.36,-0.05395594,20202,0.94,0.006666667014360428,-0.005700068457517737,0.0017970621,0.0001,0.02816273272037506,0.2,0.08279488757252693,-0.4446080684661865,0.2524895668029785,2670,,,
269,11764,0,16140,16140,0,1.31,-0.051999699999999996,20278,0.94,0.0,-0.003585796873279179,0.00038945675,0.0001,0.009114392101764679,0.2,0.04506492204964161,-0.5165408998727798,0.571155846118927,2680,,,
270,11809,0,16200,16200,0,1.26,-0.0616222,20350,0.94,0.0,-0.003087325522034634,0.00040047764,0.0001,0.011235871352255344,0.2,0.04091314449906349,-0.47426711320877074,0.27498501539230347,2690,,,
271,11857,0,16260,16260,0,1.29,-0.0621083,20417,0.95,0.0,0.00026601940262480637,7.647077e-05,0.0001,0.058850374072790146,0.2,0.1345696523785591,-0.4472426027059555,0.29807740449905396,2700,,,
272,11904,0,16320,16320,0,1.25,-0.04080670999999999,20487,0.97,0.0,-0.0011052071323501167,7.225573e-05,0.0001,0.027476303279399872,0.2,0.07835768274962902,-0.4568853586912155,0.20678985118865967,2710,,,
273,11949,0,16380,16380,0,1.3,-0.051675899999999976,20563,0.94,0.0,-0.0016288701545516203,0.000101492806,0.0001,0.027804547920823097,0.2,0.0708940401673317,-0.45246525704860685,0.3661133646965027,2720,,,
274,11997,0,16440,16440,0,1.29,-0.05044906999999999,20638,0.93,0.02333333417773247,-0.008124256099884718,0.0085798865,0.0001,0.03600805997848511,0.2,0.10785510540008544,-0.48826445937156676,-0.08826041221618652,2730,,,
275,12038,0,16500,16500,0,1.31,-0.06071876,20712,0.92,0.008333333767950535,-0.005595514317586403,0.00198146,0.0001,0.013932854868471622,0.2,0.05451885536313057,-0.549405324459076,0.4808717370033264,2740,,,
276,12090,0,16560,16560,0,1.32,-0.06031709999999999,20782,0.93,0.0,-0.002289777892591083,0.0002533078,0.0001,0.038745999336242676,0.2,0.10380455777049065,-0.5849828243255615,0.2626715898513794,2750,,,
277,12135,0,16620,16620,0,1.23,-0.060431920000000014,20859,0.94,0.0,-0.0011703925788363544,0.00027599832,0.0001,0.018528912216424942,0.2,0.05052436366677284,-0.5412324011325836,0.12137818336486816,2760,,,
278,12185,0,16680,16680,0,1.26,-0.06191632999999999,20937,0.93,0.0,-0.002058550270836945,0.00026307403,0.0001,0.05028586834669113,0.2,0.12014584764838218,-0.5608666479587555,0.39084392786026,2770,,,
279,12235,0,16740,16740,0,1.2,-0.029811129999999998,21019,0.97,0.0,-0.0009612743982383876,0.00035644372,0.0001,0.028270432725548744,0.2,0.06968582794070244,-0.4976875275373459,-0.14488506317138672,2780,,,
280,12284,0,16800,16800,0,1.21,-0.03910867,21092,0.97,0.001666666753590107,-0.0009917761899184362,0.00043290158,0.0001,0.01735476404428482,0.2,0.04235072731971741,-0.49264290928840637,0.2532889246940613,2790,,,
281,12332,0,16860,16860,0,1.26,-0.06178097999999999,21162,0.94,0.0,-0.0019518845994024759,7.695655e-05,0.0001,0.033891625702381134,0.2,0.08301756232976913,-0.49740864932537077,0.18484127521514893,2800,,,
282,12384,0,16920,16920,0,1.2,-0.05118899,21234,0.95,0.0,-5.119383176861447e-05,5.5583318e-05,0.0001,0.038625165820121765,0.2,0.08589577153325081,-0.48763456344604494,0.2304961085319519,2810,,,
283,12430,0,16980,16980,0,1.19,-0.04927028,21302,0.96,0.003333333507180214,-0.006687887293907524,0.0010156432,0.0001,0.015595217235386372,0.2,0.06499603688716889,-0.46872859001159667,0.37927430868148804,2820,,,
284,12482,0,17040,17040,0,1.22,-0.04948074999999998,21367,0.96,0.0,7.11454956095814e-05,0.000121892495,0.0001,0.021650640293955803,0.2,0.04928446859121323,-0.44294466972351076,0.5495448112487793,2830,,,
285,12524,0,17100,17100,0,1.29,-0.06026893999999999,21441,0.94,0.006666667014360428,-0.005121170587177914,0.0011592249,0.0001,0.0061623649671673775,0.2,0.03400184977799654,-0.43822039663791656,0.5234283804893494,2840,,,
286,12570,0,17160,17160,0,1.32,-0.06041062999999999,21514,0.93,0.0,-0.0014785797932564293,0.000100113946,0.0001,0.04500832408666611,0.2,0.10822228044271469,-0.4434150069952011,0.22340190410614014,2850,,,
287,12621,0,17220,17220,0,1.25,-0.03051646,21583,0.97,0.0,-0.0005565431118884412,0.00011591116,0.0001,0.029220515862107277,0.2,0.06578184738755226,-0.41899011731147767,0.359840989112854,2860,,,
288,12674,0,17280,17280,0,1.15,-0.01942233,21655,0.99,0.0,-0.0014691304110844073,0.00029350718,0.0001,0.009720438160002232,0.2,0.04130930211395025,-0.3982295751571655,-83.31832122802734,2870,,,
289,12723,0,17340,17340,0,1.17,-0.03885364,21721,0.97,0.0,-0.00021544854176076545,0.00013169547,0.0001,0.024760626256465912,0.2,0.06036712639033794,-0.382476332783699,-0.09924638271331787,2880,,,
290,12766,0,17400,17400,0,1.28,-0.07126779,21788,0.94,0.0,-0.002841312988894096,0.00024832386,0.0001,0.033825550228357315,0.2,0.087277240306139,-0.3589920878410339,0.14668935537338257,2890,,,
291,12810,0,17460,17460,0,1.34,-0.08209710999999999,21855,0.93,0.0,-8.912210056823965e-05,3.232757e-05,0.0001,0.0558890737593174,0.2,0.12208216339349746,-0.3518551796674728,0.3195754885673523,2900,,,
292,12859,0,17520,17520,0,1.28,-0.05053324000000001,21934,0.96,0.0,-0.0023209772614062986,0.00026131968,0.0001,0.05263892188668251,0.2,0.12481007799506187,-0.35534811317920684,0.16269457340240479,2910,,,
293,12908,0,17580,17580,0,1.23,-0.02976611,22006,0.97,0.0,-0.0005171032648163987,0.00013188024,0.0001,0.017672449350357056,0.2,0.04579513929784298,-0.37592658400535583,0.334079384803772,2920,,,
294,12949,0,17640,17640,0,1.36,-0.07250721,22078,0.93,0.0,3.487060488627236e-05,1.12017e-05,0.0001,0.023239998146891594,0.2,0.05166365131735802,-0.39141829311847687,0.09243512153625488,2930,,,
295,12994,0,17700,17700,0,1.36,-0.08309219000000001,22144,0.93,0.0,-0.0006226246019437554,2.8157234e-05,0.0001,0.05781782791018486,0.2,0.13945897296071053,-0.39212410151958466,0.26844513416290283,2940,,,
296,13040,0,17760,17760,0,1.34,-0.05146261,22217,0.94,0.0,0.0001060076550978728,1.2302398e-05,0.0001,0.03752044588327408,0.2,0.08393159434199333,-0.37868826389312743,0.39341503381729126,2950,,,
297,13086,0,17820,17820,0,1.31,-0.03032952,22288,0.96,0.0,-0.00013247738095136796,1.36554245e-05,0.0001,0.022799231112003326,0.2,0.05048351511359215,-0.3746275961399078,0.14009517431259155,2960,,,
298,13134,0,17880,17880,0,1.26,-0.05030457,22365,0.96,0.0,-0.0006069149634276627,8.955896e-05,0.0001,0.022531330585479736,0.2,0.05433818362653255,-0.3769590049982071,-0.03541874885559082,2970,,,
299,13173,0,17940,17940,0,1.38,-0.09494284,22455,0.92,0.0,0.0005887193516052492,1.3850133e-05,0.0001,0.05896782875061035,0.2,0.12979610338807107,-0.3924828678369522,0.16473090648651123,2980,,,
,13215,,18000,18000,0,,,,,0.0,-0.0012693855266357802,0.0003018727,0.0001,0.06910312175750732,0.2,0.15503118485212325,-0.3906406223773956,0.26561933755874634,2990,1.15,0.99,-0.019116089288145302
300,,0,18000,,,1.44,-0.09523007,22675,0.9,,,,,,,,,,,,,
301,13260,0,18060,18060,0,1.45,-0.09590281,22745,0.9,0.0,-0.0007254157522281091,6.52641e-05,0.0001,0.04466484487056732,0.2,0.10951596796512604,-0.3646277278661728,0.2509802579879761,3000,,,
302,13308,0,18120,18120,0,1.29,-0.07509493,22814,0.94,0.0,-9.339511318253723e-05,1.5957157e-05,0.0001,0.0434555821120739,0.2,0.09353871271014214,-0.3582333713769913,0.3990199565887451,3010,,,
303,13355,0,18180,18180,0,1.25,-0.06189915,22887,0.95,0.0,-0.000828271524951596,0.0001315554,0.0001,0.05597516894340515,0.2,0.1275777243077755,-0.4170857161283493,0.19295674562454224,3020,,,
304,13405,0,18240,18240,0,1.29,-0.07419912999999999,22965,0.94,0.0,0.0002116938401982793,2.577901e-06,0.0001,0.044042713940143585,0.2,0.09910276234149933,-0.3762211322784424,0.04813694953918457,3030,,,
305,13452,0,18300,18300,0,1.23,-0.05186889999999999,23038,0.96,0.0,-0.0025188151875044974,0.00046298307,0.0001,0.03275759890675545,0.2,0.0843891978263855,-0.3820625215768814,0.27697110176086426,3040,,,
306,13494,0,18360,18360,0,1.31,-0.07129838,23110,0.94,0.0,0.00023774186561560385,8.461872e-06,0.0001,0.02622712031006813,0.2,0.06094999872148037,-0.35232552587985994,0.40125149488449097,3050,,,
307,13538,0,18420,18420,0,1.35,-0.06169447999999999,23177,0.94,0.0,-0.001507473669674475,7.666846e-05,0.0001,0.04511826112866402,0.2,0.11377198249101639,-0.35055972933769225,0.3420135974884033,3060,,,
308,13579,0,18480,18480,0,1.39,-0.08219677,23253,0.92,0.0,-6.374766455952141e-05,4.2879583e-05,0.0001,0.04291533678770065,0.2,0.10836200639605523,-0.34228593707084654,0.24808728694915771,3070,,,
309,13631,0,18540,18540,0,1.29,-0.07092416,23323,0.94,0.0,-0.0015338521080169088,7.376075e-05,0.0001,0.08287263661623001,0.2,0.18956950455904006,-0.338897043466568,0.08923673629760742,3080,,,
310,13676,0,18600,18600,0,1.24,-0.039927260000000006,23392,0.97,0.0,0.00027460495708506725,1.3565023e-05,0.0001,0.024429524317383766,0.2,0.05865257866680622,-0.34490858018398285,-0.04427659511566162,3090,,,
311,13728,0,18660,18660,0,1.23,-0.02958705,23459,0.97,0.0,-0.00011227225122030226,1.1582176e-05,0.0001,0.04219580441713333,0.2,0.09969826713204384,-0.3439794033765793,-1.0448157787322998,3100,,,
312,13775,0,18720,18720,0,1.24,-0.04026848000000001,23529,0.95,0.0,3.4000426446034734e-05,1.6798575e-06,0.0001,0.031098969280719757,0.2,0.07030447572469711,-0.3368038147687912,-0.43858492374420166,3110,,,
313,13822,0,18780,18780,0,1.26,-0.04029594,23606,0.93,0.011666667275130748,-0.002146723937379136,0.0018295586,0.0001,0.03247077018022537,0.2,0.07918477430939674,-0.3727832198143005,0.234450101852417,3120,,,
314,13867,0,18840,18840,0,1.27,-0.050704349999999995,23671,0.93,0.0,-0.0020209662984901123,0.0002138863,0.0001,0.012055094353854656,0.2,0.03932772018015385,-0.32282471358776094,0.49573010206222534,3130,,,
315,13907,0,18900,18900,0,1.42,-0.09471987999999999,23737,0.88,0.0,-0.00041087724671644564,1.9464891e-05,0.0001,0.05114414170384407,0.2,0.11533677279949188,-0.3121261686086655,0.24997550249099731,3140,,,
316,13951,0,18960,18960,0,1.51,-0.12640532000000002,23807,0.87,0.0,-0.0002348194532290515,1.2040138e-05,0.0001,0.07627805322408676,0.2,0.16250578910112382,-0.29651821255683897,0.1936643123626709,3150,,,
317,13989,0,19020,19020,0,1.47,-0.10335770999999998,23878,0.89,0.0,9.847183963174188e-06,1.4603138e-07,0.0001,0.05731987953186035,0.2,0.12465816512703895,-0.2969753086566925,0.24022448062896729,3160,,,
318,14034,0,19080,19080,0,1.39,-0.08174331000000003,23956,0.9,0.0,-0.002132095857038152,0.0003618856,0.0001,0.061831604689359665,0.2,0.13989754915237426,-0.2983052611351013,0.19528883695602417,3170,,,
319,14084,0,19140,19140,0,1.26,-0.06025824999999999,24026,0.92,0.0,-0.0005100741575493117,2.7555227e-05,0.0001,0.03287915512919426,0.2,0.07387287467718125,-0.3143372982740402,0.29085880517959595,3180,,,
320,14134,0,19200,19200,0,1.23,-0.06994046,24100,0.93,0.0,0.00035671471453202486,3.2884876e-05,0.0001,0.05325024202466011,0.2,0.11280158460140229,-0.31288849115371703,0.04102998971939087,3190,,,
321,14184,0,19260,19260,0,1.2,-0.06023072000000001,24190,0.95,0.0,-0.0009696846378210555,5.3301454e-05,0.0001,0.047769684344530106,0.2,0.10956368520855904,-0.3152153521776199,0.21957796812057495,3200,,,
322,14226,0,19320,19320,0,1.29,-0.042202850000000014,24261,0.97,0.0,-0.00019025235778826754,8.543134e-05,0.0001,0.0333908312022686,0.2,0.07564701586961746,-0.31659528613090515,0.32112187147140503,3210,,,
323,14272,0,19380,19380,0,1.32,-0.05187798,24334,0.96,0.0,-0.0021849410276626458,0.00017242233,0.0001,0.027444804087281227,0.2,0.0737390361726284,-0.32599048912525175,-0.31501126289367676,3220,,,
324,14316,0,19440,19440,0,1.3,-0.07123326,24401,0.94,0.0,-0.00027570893818245067,2.5982657e-05,0.0001,0.05847643315792084,0.2,0.13728052452206613,-0.33400933146476747,0.2643827795982361,3230,,,
325,14355,0,19500,19500,0,1.42,-0.09280930000000001,24483,0.92,0.0,-0.0024417171528329897,0.00015803873,0.0001,0.03985942527651787,0.2,0.09555543661117553,-0.3185576170682907,0.3576699495315552,3240,,,
326,14391,0,19560,19560,0,1.54,-0.10908854999999999,24561,0.87,0.0,-0.0019584687475191487,0.00038769742,0.0001,0.03244517743587494,0.2,0.08099264949560166,-0.3027981996536255,0.509574294090271,3250,,,
327,14434,0,19620,19620,0,1.58,-0.11911666999999998,24628,0.85,0.0,-0.0007755782217767404,0.00021022857,0.0001,0.06771363317966461,0.2,0.1544463723897934,-0.2926479011774063,0.08802419900894165,3260,,,
328,14479,0,19680,19680,0,1.4,-0.07688663,24695,0.92,0.0,-0.0010408869481762118,6.861389e-05,0.0001,0.06474655121564865,0.2,0.1464310586452484,-0.2757275104522705,0.23667848110198975,3270,,,
329,14529,0,19740,19740,0,1.31,-0.05170419999999999,24771,0.96,0.0,-0.0007710230281888997,6.0997405e-05,0.0001,0.020340755581855774,0.2,0.054014107957482335,-0.27455965876579286,0.22708368301391602,3280,,,
330,14577,0,19800,19800,0,1.27,-0.030113540000000005,24843,0.97,0.008333333767950535,-0.0028383254865184783,0.002249823,0.0001,0.007491071708500385,0.2,0.02714431881904602,-0.28511359095573424,-0.6779619455337524,3290,,,
331,14626,0,19860,19860,0,1.23,-0.030143129999999997,24908,0.96,0.0,-0.0007737931510685581,0.00012631714,0.0001,0.03296651691198349,0.2,0.07959221079945564,-0.2863831162452698,-0.4544717073440552,3300,,,
332,14677,0,19920,19920,0,1.2,-0.029841020000000006,24986,0.97,0.0,-0.001276959885144624,0.00013891161,0.0001,0.03033272735774517,0.2,0.07144327163696289,-0.3002745032310486,-0.39017367362976074,3310,,,
333,14721,0,19980,19980,0,1.25,-0.040306180000000004,25059,0.96,0.0,-0.002203297004161886,0.00037126342,0.0001,0.020490936934947968,0.2,0.05448770709335804,-0.3111813634634018,0.05685669183731079,3320,,,
334,14774,0,20040,20040,0,1.23,-0.03155296999999999,25129,0.96,0.0,-0.0009916434081969961,0.00013906758,0.0001,0.03356689214706421,0.2,0.07507105097174645,-0.3143242746591568,0.2636100649833679,3330,,,
335,14820,0,20100,20100,0,1.18,-0.03373771,25204,0.96,0.010000000521540642,-0.0033211858198047397,0.0017160594,0.0001,-0.0009463469032198191,0.2,0.013745315605774522,-0.34175232946872713,-3.6483211517333984,3340,,,
336,14864,0,20160,20160,0,1.29,-0.07443058999999999,25277,0.92,0.001666666753590107,-0.005104683050885938,0.0005909721,0.0001,0.041179489344358444,0.2,0.11070976704359055,-0.325881290435791,0.1614176630973816,3350,,,
337,14911,0,20220,20220,0,1.32,-0.09432600000000002,25348,0.91,0.006666667014360428,-0.003994215137014745,0.0010040661,0.0001,0.04750056564807892,0.2,0.12301582917571068,-0.30829896330833434,0.2304326295852661,3360,,,
338,14956,0,20280,20280,0,1.32,-0.09281540000000002,25423,0.92,0.0,-5.737607729923155e-05,3.464818e-05,0.0001,0.07332631945610046,0.2,0.15842637717723845,-0.2836481362581253,0.11897802352905273,3370,,,
339,15001,0,20340,20340,0,1.27,-0.06006425,25499,0.95,0.0,-0.002109538291454838,9.77089e-05,0.0001,0.05476844310760498,0.2,0.12761793732643129,-0.28366138637065885,0.1912042498588562,3380,,,
340,15048,0,20400,20400,0,1.27,-0.04043001,25567,0.95,0.0,-0.000903818777460419,7.050435e-05,0.0001,0.03604000434279442,0.2,0.09055897817015648,-0.28994311690330504,0.302398145198822,3390,,,
341,15094,0,20460,20460,0,1.32,-0.04053137,25639,0.93,0.0,-8.033317610784962e-05,3.3438206e-05,0.0001,0.009148411452770233,0.2,0.024930468946695327,-0.29209676682949065,-0.4090207815170288,3400,,,
342,15147,0,20520,20520,0,1.23,-0.03898056,25711,0.95,0.0,-0.00048320696204120497,4.125933e-05,0.0001,0.052449680864810944,0.2,0.1203616589307785,-0.28419248163700106,-0.02052164077758789,3410,,,
343,15186,0,20580,20580,0,1.31,-0.07217095000000001,25786,0.92,0.0,1.3149927138611517e-05,1.47650635e-05,0.0001,0.0291431974619627,0.2,0.060188138484954835,-0.29369010031223297,-0.13619673252105713,3420,,,
344,15233,0,20640,20640,0,1.34,-0.08320438,25857,0.91,0.001666666753590107,-0.0009423341876633629,0.0003342251,0.0001,0.06293527036905289,0.2,0.1510544627904892,-0.30655321180820466,0.2658875584602356,3430,,,
345,15280,0,20700,20700,0,1.26,-0.06009227,25927,0.94,0.0,0.0003489984501115373,1.6599894e-06,0.0001,0.048150502145290375,0.2,0.10591645762324334,-0.31314459443092346,0.3850283622741699,3440,,,
346,15337,0,20760,20760,0,1.16,-0.03782930000000001,25996,0.97,0.0,-0.000176863020130158,3.301104e-06,0.0001,0.039062272757291794,0.2,0.08790259882807731,-0.30676346123218534,0.41437453031539917,3450,,,
347,15378,0,20820,20820,0,1.19,-0.02845079,26062,0.96,0.0,-0.0005994088557784494,4.77463e-05,0.0001,0.004112244583666325,0.2,0.013399884104728699,-0.29815110862255095,-156.0501251220703,3460,,,
348,15426,0,20880,20880,0,1.33,-0.07045743,26130,0.92,0.006666667014360428,-0.004795733611148023,0.0015575557,0.0001,0.020777806639671326,0.2,0.07337897643446922,-0.31369570195674895,0.3950977325439453,3470,,,
349,15473,0,20940,20940,0,1.27,-0.07019994,26199,0.94,0.0,-0.002955029430838074,0.0003533393,0.0001,0.04035116359591484,0.2,0.11407259777188301,-0.3001038938760757,0.30794548988342285,3480,,,
350,15519,0,21000,21000,0,1.32,-0.07108807,26271,0.94,0.0,-0.00018153280205295274,4.6827397e-05,0.0001,0.024610264226794243,0.2,0.055497150495648385,-0.2819287866353989,0.5232939720153809,3490,,,
351,15565,0,21060,21060,0,1.3,-0.05059053999999999,26338,0.95,0.006666667014360428,-0.0008583491333228998,0.0016389529,0.0001,0.03883187845349312,0.2,0.08718236014246941,-0.3333951711654663,0.40345603227615356,3500,,,
352,15607,0,21120,21120,0,1.35,-0.06121728,26409,0.94,0.003333333507180214,-0.003774188615498275,0.00053917867,0.0001,0.0237127635627985,0.2,0.07982977777719498,-0.29694269597530365,-0.3065532445907593,3510,,,
353,15655,0,21180,21180,0,1.3,-0.08067499,26479,0.93,0.0,0.0010253626135334315,2.4254123e-05,0.0001,0.07257380336523056,0.2,0.15241165608167648,-0.34657037258148193,0.31729990243911743,3520,,,
354,15696,0,21240,21240,0,1.34,-0.08244939000000001,26549,0.92,0.0,-0.0012994835855473675,0.000104986626,0.0001,0.025968020781874657,0.2,0.06618107333779336,-0.3141994833946228,0.5534149408340454,3530,,,
355,15746,0,21300,21300,0,1.29,-0.06131171,26622,0.93,0.005000000260770321,-0.0031857204588595866,0.0010626763,0.0001,0.057774245738983154,0.2,0.13612558990716933,-0.31904583871364595,0.26756083965301514,3540,,,
356,15794,0,21360,21360,0,1.22,-0.051106820000000004,26698,0.95,0.0,-0.0009880888991272486,0.00034894943,0.0001,0.014822187833487988,0.2,0.04767578355967998,-0.30577068626880644,0.3198275566101074,3550,,,
357,15837,0,21420,21420,0,1.29,-0.07342689,26772,0.93,0.0,-0.0006871206524374784,3.1000374e-05,0.0001,0.05748601630330086,0.2,0.1278957448899746,-0.29311867356300353,0.2915760278701782,3560,,,
358,15881,0,21480,21480,0,1.34,-0.07376205000000001,26849,0.93,0.0,-0.001031194439174854,0.0001404206,0.0001,0.03989556431770325,0.2,0.09167962074279785,-0.33250622153282167,0.41033321619033813,3570,,,
