eval/success_rate,env/n_steps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,env/current_idx,env/completion_counter,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance,train/learning_rate
0.92,3990,3990,1.24,-0.07251651848200709,2448,0,,,,,,,0.0,-0.015661759581416846,1320,0.0,0.07563835382461548,2.7558207499112085e-06,0.23830514699220656,0.2,0.12690883874893188,0.001
,,3990,,,,,133,15503,0,0.76,1.58,-0.19092085,,,,,,,,,,
0.88,4020,4020,1.36,-0.0950340432766825,2468,0,,,,,,,0.0,-0.014417038485407829,1330,0.0,0.09590853005647659,-2.663334191410627e-07,0.23602549582719803,0.2,-0.05240833759307861,0.001
,,4020,,,,,134,15621,0,0.75,1.59,-0.20002415999999998,,,,,,,,,,
0.96,4050,4050,1.16,-0.04795546914450824,2490,0,,,,,,,0.0,-0.01378231830894947,1340,0.0,0.0941183790564537,5.563100264893706e-08,0.2055070996284485,0.2,-0.02790546417236328,0.001
,,4050,,,,,135,15729,0,0.75,1.59,-0.19691295999999997,,,,,,,,,,
0.86,4080,4080,1.36,-0.1309272015094757,2508,0,,,,,,,0.0,-0.01368161328136921,1350,0.0,0.07212654501199722,6.357828929992593e-09,0.1536846101284027,0.2,-0.11795294284820557,0.001
,,4080,,,,,136,15854,0,0.75,1.6,-0.20649641,,,,,,,,,,
0.94,4110,4110,1.2,-0.07061528591439128,2528,0,,,,,,,0.0,-0.01381280506029725,1360,0.0,0.09763335436582565,-1.1920929088304888e-07,0.2363444522023201,0.2,0.15790581703186035,0.001
,,4110,,,,,137,15959,0,0.74,1.61,-0.22670866,,,,,,,,,,
0.94,4140,4140,1.18,-0.06911250551696867,2547,0,,,,,,,0.0,-0.014057984482496977,1370,0.0,0.07935092598199844,-1.399715761252196e-06,0.19324278831481934,0.2,0.1915445327758789,0.001
,,4140,,,,,138,16082,0,0.81,1.53,-0.18907802,,,,,,,,,,
0.88,4170,4170,1.26,-0.12895021921023728,2567,0,,,,,,,0.0,-0.013651778642088174,1380,0.0,0.06617564707994461,2.59280216963198e-08,0.13908917158842088,0.2,0.1479177474975586,0.001
,,4170,,,,,139,16199,0,0.82,1.51,-0.17859457000000004,,,,,,,,,,
0.84,4200,4200,1.34,-0.10984639757312835,2583,0,,,,,,,0.07333333492279052,-0.15169590711593628,1390,0.060412265,0.03979593142867088,-0.017684496687725183,0.15233961641788482,0.2,0.12592941522598267,0.001
,,4200,,,,,140,16317,0,0.79,1.58,-0.21461078000000003,,,,,,,,,,
0.92,4230,4230,1.2,-0.051725952113047244,2601,0,,,,,,,0.0,-0.015704239439219236,1400,2.3841858e-08,0.1044960543513298,-4.14649647630938e-06,0.2617266982793808,0.2,0.04491358995437622,0.001
,,4230,,,,,141,16439,0,0.76,1.63,-0.25400459999999997,,,,,,,,,,
0.84,4260,4260,1.4,-0.11595611896831542,2619,0,,,,,,,0.1600000038743019,-0.34195702597498895,1410,0.16723451,0.023977600038051605,-0.029530696223179477,0.16621782779693603,0.2,0.3664010763168335,0.001
,,4260,,,,,142,16561,0,0.76,1.66,-0.25476433000000004,,,,,,,,,,
0.96,4290,4290,1.1,-0.027217101659625768,2639,0,,,,,,,0.16666667014360428,-0.21469469219446183,1420,0.33522573,0.04776735603809357,-0.03170634567737576,0.19740555733442305,0.2,0.06488382816314697,0.001
,,4290,,,,,143,16667,0,0.76,1.64,-0.24275134999999998,,,,,,,,,,
0.88,4320,4320,1.26,-0.049387211576104165,2659,0,,,,,,,0.11666667237877845,-0.21725390031933783,1430,0.07650419,0.060944098979234695,-0.020156144398885488,0.18926359564065934,0.2,0.015306949615478516,0.001
,,4320,,,,,144,16784,0,0.75,1.63,-0.25873922,,,,,,,,,,
0.92,4350,4350,1.28,-0.08958083824720234,2678,0,,,,,,,0.2833333410322666,-0.5277164459228516,1440,0.25924823,-0.09214901924133301,-0.07530911050736896,0.022755642887204885,0.2,0.8517454862594604,0.001
,,4350,,,,,145,16902,0,0.77,1.58,-0.24784778,,,,,,,,,,
0.98,4380,4380,1.08,-0.02703426096588373,2695,0,,,,,,,0.13000000342726709,-0.4746719151735306,1450,0.056284342,0.008864432573318481,-0.0376945637942601,0.21898015439510346,0.2,0.2152559757232666,0.001
,,4380,,,,,146,17015,0,0.76,1.61,-0.24682445,,,,,,,,,,
0.9,4410,4410,1.24,-0.090043627563864,2713,0,,,,,,,0.2300000086426735,-0.49617842137813567,1460,0.23007818,-0.0037704631686210632,-0.05033339907725658,0.20693652480840682,0.2,-0.18189537525177002,0.001
,,4410,,,,,147,17136,0,0.76,1.6,-0.23883176000000003,,,,,,,,,,
0.9,4440,4440,1.28,-0.11060389985330403,2729,0,,,,,,,0.21000000685453415,-0.5533974230289459,1470,0.09327236,-0.021108653396368027,-0.03864634323244291,0.1449253387749195,0.2,0.3128926753997803,0.001
,,4440,,,,,148,17260,0,0.76,1.64,-0.25522165,,,,,,,,,,
0.86,4470,4470,1.32,-0.11054915439337493,2745,0,,,,,,,0.25333334058523177,-0.7363174855709076,1480,0.13842814,0.00527588278055191,-0.04152558213720727,0.20510633140802384,0.2,-0.04449295997619629,0.001
,,4470,,,,,149,17372,0,0.74,1.68,-0.2773308400000001,,,,,,,,,,
0.9,4500,4500,1.2,-0.113141821147874,2766,0,,,,,,,0.3733333423733711,-0.8168123900890351,1490,0.3091159,-0.057720012962818146,-0.0857736723373332,0.1673497587442398,0.2,0.34381335973739624,0.001
,,4500,,,,,150,17490,0,0.73,1.7,-0.28714850999999997,,,,,,,,,,
0.84,4530,4530,1.38,-0.131935861017555,2786,0,,,,,,,0.06333333551883698,-0.3039351671934128,1500,0.04229707,0.08486060798168182,-0.010994063991432056,0.24632949978113175,0.2,-0.053708434104919434,0.001
,,4530,,,,,151,17603,0,0.74,1.7,-0.26298976,,,,,,,,,,
0.9,4560,4560,1.22,-0.07122078840620816,2804,0,,,,,,,0.09333333782851697,-0.25842960327863695,1510,0.061585918,0.026592843234539032,-0.03489749806622662,0.17583465725183486,0.2,-0.20495367050170898,0.001
,,4560,,,,,152,17709,0,0.77,1.66,-0.23996705,,,,,,,,,,
0.88,4590,4590,1.34,-0.13391487970016897,2822,0,,,,,,,0.1800000049173832,-0.5913071870803833,1520,0.050581504,-0.0001328885555267334,-0.052689816169440726,0.19204125106334685,0.2,-0.19624996185302734,0.001
,,4590,,,,,153,17823,0,0.79,1.62,-0.20215887,,,,,,,,,,
0.94,4620,4620,1.12,-0.06733841177076101,2842,0,,,,,,,0.16333333551883697,-0.3722977966070175,1530,0.050586965,0.03381907567381859,-0.02541810714484507,0.17769762575626374,0.2,0.1451457142829895,0.001
,,4620,,,,,154,17923,0,0.78,1.59,-0.18700979,,,,,,,,,,
0.9,4650,4650,1.26,-0.1098896265309304,2862,0,,,,,,,0.1600000023841858,-0.31304477751255033,1540,0.048460234,0.001772366464138031,-0.020272992568400917,0.11148609146475792,0.2,0.10864424705505371,0.001
,,4650,,,,,155,18042,0,0.81,1.55,-0.1494171,,,,,,,,,,
0.94,4680,4680,1.18,-0.029517368078231812,2880,0,,,,,,,0.1300000049173832,-0.1141040924936533,1550,0.07095421,0.01689540408551693,-0.01682907474537689,0.099250078946352,0.2,0.2995217442512512,0.001
,,4680,,,,,156,18146,0,0.78,1.63,-0.19123117,,,,,,,,,,
0.86,4710,4710,1.32,-0.13102379960007965,2896,0,,,,,,,0.03666666783392429,-0.13957254514098166,1560,0.044443112,-0.00553739070892334,-0.01188412354696391,0.08659027181565762,0.2,0.48123061656951904,0.001
,,4710,,,,,157,18268,0,0.78,1.63,-0.20265889999999998,,,,,,,,,,
0.98,4740,4740,1.16,-0.008630825290456414,2917,0,,,,,,,0.07000000216066837,-0.1257217925041914,1570,0.06151707,0.03722403571009636,-0.015304960189387273,0.16534782946109772,0.2,0.28474223613739014,0.001
,,4740,,,,,158,18374,0,0.81,1.58,-0.18129815999999999,,,,,,,,,,
0.88,4770,4770,1.3,-0.09257123029790819,2936,0,,,,,,,0.023333334550261497,-0.09035408049821854,1580,0.002609682,0.04600917920470238,-0.0004889514068297629,0.13123313561081887,0.2,0.30089831352233887,0.001
,,4770,,,,,159,18512,0,0.8,1.61,-0.19238033999999998,,,,,,,,,,
0.74,4800,4800,1.56,-0.27464163850527257,2957,0,,,,,,,0.07000000141561032,-0.11249558925628662,1590,0.08568851,0.06903429329395294,-0.013967764309297337,0.192128524184227,0.2,0.1756187081336975,0.001
,,4800,,,,,160,18654,0,0.8,1.58,-0.20098817,,,,,,,,,,
0.9,4830,4830,1.26,-0.10918502308428288,2978,0,,,,,,,0.03333333507180214,-0.11842049583792687,1600,0.10449875,0.07462962716817856,-0.01401615503244109,0.2332662358880043,0.2,-0.1145944595336914,0.001
,,4830,,,,,161,18762,0,0.81,1.53,-0.18021816000000004,,,,,,,,,,
0.98,4860,4860,1.06,-0.00697852622717619,3001,0,,,,,,,0.07000000178813934,-0.19903545305132866,1610,0.08440332,0.031196478754281998,-0.004780707831184117,0.12052258625626563,0.2,0.059265971183776855,0.001
,,4860,,,,,162,18863,0,0.86,1.41,-0.14035829000000005,,,,,,,,,,
0.82,4890,4890,1.46,-0.132400972712785,3017,0,,,,,,,0.2500000048428774,-0.7025708556175232,1620,0.16036102,-0.011643912643194199,-0.03466732066745561,0.15771193131804467,0.2,0.02181410789489746,0.001
,,4890,,,,,163,18989,0,0.81,1.49,-0.18164366999999998,,,,,,,,,,
0.86,4920,4920,1.38,-0.15256330946460367,3035,0,,,,,,,0.3233333364129066,-0.8729049921035766,1630,0.089128375,-0.02381022274494171,-0.07366776982943213,0.28153469413518906,0.2,-0.07309246063232422,0.001
,,4920,,,,,164,19115,0,0.79,1.5,-0.18371745,,,,,,,,,,
0.86,4950,4950,1.32,-0.07126857098657638,3054,0,,,,,,,0.2900000035762787,-1.1388983488082887,1640,0.09114536,-0.041564226150512695,-0.06412071824073795,0.20953308045864105,0.2,0.32262957096099854,0.001
,,4950,,,,,165,19229,0,0.78,1.53,-0.19612874000000002,,,,,,,,,,
0.96,4980,4980,1.18,-0.028976787086576222,3072,0,,,,,,,0.29666667282581327,-0.7625384628772736,1650,0.102285914,-0.03843201696872711,-0.06714917865892249,0.17995465248823167,0.2,0.21166181564331055,0.001
,,4980,,,,,166,19331,0,0.76,1.56,-0.23249682,,,,,,,,,,
0.92,5010,5010,1.18,-0.07199486734811217,3086,0,,,,,,,0.29333334043622017,-1.054488742351532,1660,0.07922491,0.013085126876831055,-0.05441551030923915,0.2789152130484581,0.2,-0.2619175910949707,0.001
,,5010,,,,,167,19435,0,0.68,1.7,-0.30633212,,,,,,,,,,
0.9,5040,5040,1.24,-0.11025936330668629,3104,0,,,,,,,0.31000000685453416,-1.0419132709503174,1670,0.049187,-0.029158972203731537,-0.06545216396450995,0.18227532058954238,0.2,-0.09755218029022217,0.001
,,5040,,,,,168,19546,0,0.66,1.74,-0.31691955,,,,,,,,,,
0.92,5070,5070,1.24,-0.07285363089758903,3121,0,,,,,,,0.12333333790302277,-0.44783650934696195,1680,0.060687408,0.027531571686267853,-0.032968723047524406,0.20142048448324204,0.2,0.22411495447158813,0.001
,,5070,,,,,169,19670,0,0.67,1.74,-0.31927851,,,,,,,,,,
0.94,5100,5100,1.2,-0.06925501748453826,3137,0,,,,,,,0.22333333939313887,-0.639616721868515,1690,0.06071977,-0.05201283469796181,-0.05990252641340064,0.11411066725850105,0.2,0.395957350730896,0.001
,,5100,,,,,170,19776,0,0.65,1.76,-0.36202692000000014,,,,,,,,,,
0.86,5130,5130,1.28,-0.1503968669939786,3158,0,,,,,,,0.10333333611488342,-0.3446133524179459,1700,0.073402025,-0.016230357810854912,-0.02839650152872002,0.07992617711424828,0.2,0.5457391738891602,0.001
,,5130,,,,,171,19887,0,0.68,1.74,-0.33848512,,,,,,,,,,
0.9,5160,5160,1.22,-0.0918224574951455,3181,0,,,,,,,0.14666667133569716,-0.4301974684000015,1710,0.07944796,0.018559973686933517,-0.041620003059506416,0.25362794697284696,0.2,-0.6807583570480347,0.001
,,5160,,,,,172,19997,0,0.75,1.61,-0.27427051,,,,,,,,,,
0.92,5190,5190,1.2,-0.0886863555945456,3197,0,,,,,,,0.13666666969656943,-0.48409232795238494,1720,0.10687839,-0.026938684284687042,-0.04655717148135108,0.11491898074746132,0.2,0.3620675206184387,0.001
,,5190,,,,,173,20103,0,0.75,1.64,-0.27831393,,,,,,,,,,
0.9,5220,5220,1.24,-0.08900151924230158,3213,0,,,,,,,0.16333333626389504,-0.15514152944087983,1730,0.31130993,0.042764656245708466,-0.03988254557053246,0.21913305968046187,0.2,-0.012346386909484863,0.001
,,5220,,,,,174,20229,0,0.74,1.65,-0.26214649,,,,,,,,,,
0.86,5250,5250,1.32,-0.15493810408283026,3230,0,,,,,,,0.030000001564621924,-0.06901330016553402,1740,0.09151324,0.08332329988479614,-0.00792526916911207,0.20889023691415787,0.2,0.055429935455322266,0.001
,,5250,,,,,175,20355,0,0.75,1.64,-0.24051193000000004,,,,,,,,,,
0.86,5280,5280,1.36,-0.07063226818107068,3251,0,,,,,,,0.026666668057441712,-0.02177362460643053,1750,0.0107617555,0.08778798580169678,-0.004286682666279384,0.2231785237789154,0.2,-0.09252417087554932,0.001
,,5280,,,,,176,20467,0,0.76,1.59,-0.229404,,,,,,,,,,
0.88,5310,5310,1.26,-0.09026019918266684,3272,0,,,,,,,0.0,-0.01604755213484168,1760,9.536743e-08,0.04886912927031517,-7.015963321244101e-06,0.11681798547506332,0.2,0.39254283905029297,0.001
,,5310,,,,,177,20574,0,0.76,1.61,-0.22692139,,,,,,,,,,
0.92,5340,5340,1.22,-0.06964384048245847,3294,0,,,,,,,0.0,-0.0164970463141799,1770,0.0,0.06365656107664108,1.6665756714573378e-05,0.16733380109071733,0.2,0.09997826814651489,0.001
,,5340,,,,,178,20698,0,0.77,1.54,-0.22522769,,,,,,,,,,
0.9,5370,5370,1.22,-0.08905635764356702,3311,0,,,,,,,0.0,-0.014493096433579922,1780,0.0,0.043886493891477585,-2.3434559283330715e-06,0.14040130525827407,0.2,0.33544856309890747,0.001
,,5370,,,,,179,20810,0,0.81,1.5,-0.20741043,,,,,,,,,,
0.92,5400,5400,1.2,-0.04958998004440218,3328,0,,,,,,,0.0,-0.015759067237377168,1790,0.0,0.06309504806995392,-1.027534408315489e-06,0.17222194969654084,0.2,0.1611536741256714,0.001
,,5400,,,,,180,20926,0,0.79,1.52,-0.23826235999999998,,,,,,,,,,
0.94,5430,5430,1.14,-0.04807948824949562,3347,0,,,,,,,0.01666666753590107,-0.07981998771429062,1800,0.00512862,0.0437316857278347,-0.0015128882890955708,0.13779179826378823,0.2,0.30588120222091675,0.001
,,5430,,,,,181,21027,0,0.78,1.55,-0.24072142000000002,,,,,,,,,,
0.84,5460,5460,1.38,-0.11107361204922199,3366,0,,,,,,,0.0,-0.013677656464278699,1810,0.0,0.06541429460048676,-1.3331572459307495e-07,0.1781637266278267,0.2,0.0929328203201294,0.001
,,5460,,,,,182,21147,0,0.76,1.62,-0.26907085,,,,,,,,,,
0.88,5490,5490,1.34,-0.13225779255852102,3384,0,,,,,,,0.046666669100522994,-0.10298040211200714,1820,0.07082296,0.0691937729716301,-0.004561620694585144,0.16643426120281218,0.2,0.4340827465057373,0.001
,,5490,,,,,183,21261,0,0.75,1.62,-0.27144691,,,,,,,,,,
0.92,5520,5520,1.2,-0.09197003457695246,3396,0,,,,,,,0.0,-0.03055664598941803,1830,2.297759e-05,0.06682577729225159,-0.0003582887822509484,0.16725531369447708,0.2,0.34495091438293457,0.001
,,5520,,,,,184,21370,0,0.69,1.74,-0.31940968,,,,,,,,,,
0.9,5550,5550,1.28,-0.11576940084341913,3415,0,,,,,,,0.026666668057441712,-0.0689794473350048,1840,0.027252996,0.07525356113910675,-0.0025732704849604103,0.21058496087789536,0.2,0.040153682231903076,0.001
,,5550,,,,,185,21486,0,0.66,1.76,-0.34516366000000004,,,,,,,,,,
0.94,5580,5580,1.18,-0.06869625464547426,3432,0,,,,,,,0.07000000141561032,-0.14621928632259368,1850,0.20800747,0.042099952697753906,-0.01820049272850155,0.16792687475681306,0.2,0.3951219320297241,0.001
,,5580,,,,,186,21606,0,0.67,1.76,-0.31613179999999996,,,,,,,,,,
0.94,5610,5610,1.18,-0.05039514678530395,3450,0,,,,,,,0.14000000432133675,-0.08001767564564943,1860,0.3694109,0.016834918409585953,-0.03249315481632955,0.13630439192056656,0.2,0.3069632053375244,0.001
,,5610,,,,,187,21718,0,0.67,1.76,-0.31422226000000003,,,,,,,,,,
0.84,5640,5640,1.34,-0.09063761920202523,3469,0,,,,,,,0.053333336114883424,-0.028370168153196575,1870,0.05665461,0.059038206934928894,-0.00107529083965332,0.16356177106499672,0.2,0.15052437782287598,0.001
,,5640,,,,,188,21841,0,0.68,1.72,-0.29742166999999997,,,,,,,,,,
0.88,5670,5670,1.3,-0.09151617470197379,3488,0,,,,,,,0.0,-0.008035741606727242,1880,2.7815501e-08,0.06345365941524506,3.4425060184695155e-05,0.1711672604084015,0.2,-0.05443930625915527,0.001
,,5670,,,,,189,21957,0,0.71,1.69,-0.23689665,,,,,,,,,,
0.86,5700,5700,1.34,-0.13094406035263093,3508,0,,,,,,,0.0,-0.005560258030891418,1890,0.0,0.08218005299568176,-2.6611486634742222e-06,0.1909909725189209,0.2,-0.2765345573425293,0.001
,,5700,,,,,190,22074,0,0.76,1.61,-0.20060260000000002,,,,,,,,,,
0.94,5730,5730,1.16,-0.027539723254740238,3524,0,,,,,,,0.0,-0.006998857809230685,1900,1.0331472e-07,0.08883114904165268,-2.9894908490568638e-05,0.20998249351978301,0.2,0.10484522581100464,0.001
,,5730,,,,,191,22179,0,0.75,1.64,-0.21771189999999996,,,,,,,,,,
0.92,5760,5760,1.16,-0.06883799034636467,3545,0,,,,,,,0.020000001043081285,-0.06759492009878158,1910,0.0011010845,0.04313986003398895,-0.011467410883245321,0.14889198914170265,0.2,0.12105357646942139,0.001
,,5760,,,,,192,22284,0,0.77,1.59,-0.19724666000000002,,,,,,,,,,
0.8,5790,5790,1.44,-0.07363123475573957,3562,0,,,,,,,0.030000001564621924,-0.05937916412949562,1920,0.046911422,0.05515609681606293,-0.0035558650735765694,0.1535281367599964,0.2,0.1773478388786316,0.001
,,5790,,,,,193,22402,0,0.77,1.61,-0.18578167999999998,,,,,,,,,,
0.9,5820,5820,1.28,-0.09104221563786269,3579,0,,,,,,,0.0,-0.006576692732051015,1930,5.761782e-08,0.04518803209066391,-1.2377053650824977e-05,0.13544940203428268,0.2,-0.10634994506835938,0.001
,,5820,,,,,194,22511,0,0.75,1.66,-0.21611701000000003,,,,,,,,,,
0.9,5850,5850,1.24,-0.11001215116120874,3596,0,,,,,,,0.0,-0.009168659057468175,1940,4.4902166e-07,0.032528847455978394,-7.369975330835387e-05,0.11889412105083466,0.2,0.3869428038597107,0.001
,,5850,,,,,195,22625,0,0.75,1.64,-0.20662007999999996,,,,,,,,,,
0.96,5880,5880,1.14,-0.02917000505607575,3616,0,,,,,,,0.0800000011920929,-0.15198505893349648,1950,0.12017285,0.026858415454626083,-0.02399731280903019,0.17143835946917535,0.2,-0.2532392740249634,0.001
,,5880,,,,,196,22724,0,0.74,1.66,-0.21900819000000002,,,,,,,,,,
0.9,5910,5910,1.26,-0.0898240922903642,3632,0,,,,,,,0.0,-0.015797849372029306,1960,0.000103545186,0.062394414097070694,-0.0016994613428445327,0.17459580302238464,0.2,-0.058593034744262695,0.001
,,5910,,,,,197,22932,0,0.74,1.66,-0.23226419,,,,,,,,,,
0.94,5940,5940,1.18,-0.06824150992557407,3653,0,,,,,,,0.0,-0.013789766002446413,1970,1.6609828e-06,0.10263756662607193,8.602839297999765e-06,0.2230255901813507,0.2,0.10831379890441895,0.001
,,5940,,,,,198,23038,0,0.74,1.67,-0.2239203,,,,,,,,,,
0.96,5970,5970,1.12,-0.02767606624867767,3672,0,,,,,,,0.0,-0.008867671061307193,1980,7.5499216e-08,0.04169518128037453,4.787782846804589e-05,0.12695071920752526,0.2,0.37949085235595703,0.001
,,5970,,,,,199,23142,0,0.78,1.59,-0.20401316000000003,,,,,,,,,,
0.88,6000,6000,1.28,-0.06939723801333457,3688,0,,,,,,,0.0,-0.006076604733243585,1990,0.0,0.07328719645738602,-1.474618898988922e-06,0.21271829158067704,0.2,0.25812870264053345,0.001
,,6000,,,,,200,23255,0,0.74,1.66,-0.26117354000000004,,,,,,,,,,
0.94,6030,6030,1.18,-0.06978468512184918,3708,0,,,,,,,0.0,-0.01588870631530881,2000,0.00013692776,0.1106070950627327,-0.002319781401699217,0.2432195708155632,0.2,0.09601300954818726,0.001
,,6030,,,,,201,23360,0,0.73,1.65,-0.28305989000000004,,,,,,,,,,
0.86,6060,6060,1.34,-0.0781679771374911,3725,0,,,,,,,0.046666669100522994,-0.11748232990503311,2010,0.034053016,0.09677239507436752,-0.005176352697890252,0.2801789537072182,0.2,0.19685578346252441,0.001
,,6060,,,,,202,23486,0,0.73,1.65,-0.27129889,,,,,,,,,,
0.84,6090,6090,1.34,-0.15334021761547775,3746,0,,,,,,,0.0,-0.008900219015777111,2020,3.4769377e-07,0.08138570934534073,-9.123543859459459e-05,0.173904387652874,0.2,0.27114754915237427,0.001
,,6090,,,,,203,23608,0,0.73,1.61,-0.26789586,,,,,,,,,,
0.88,6120,6120,1.28,-0.10998313242569566,3762,0,,,,,,,0.0,-0.008039210829883814,2030,2.7815501e-08,0.0749252513051033,1.2275179481946453e-05,0.16938718408346176,0.2,0.2977041006088257,0.001
,,6120,,,,,204,23719,0,0.68,1.69,-0.31389674,,,,,,,,,,
0.96,6150,6150,1.2,-0.05111933002248406,3782,0,,,,,,,0.0,-0.012792116031050682,2040,2.3782253e-05,0.08408010751008987,-0.0001281681669358381,0.213433638215065,0.2,0.11861497163772583,0.001
,,6150,,,,,205,23831,0,0.72,1.61,-0.25603338999999997,,,,,,,,,,
0.96,6180,6180,1.1,-0.027606519851833582,3803,0,,,,,,,0.0,-0.010789602342993022,2050,3.715356e-07,0.07915423065423965,-7.186392979443567e-05,0.21679109632968901,0.2,-0.1874791383743286,0.001
,,6180,,,,,206,23930,0,0.75,1.55,-0.20772909000000003,,,,,,,,,,
0.96,6210,6210,1.1,-0.047839266783557835,3821,0,,,,,,,0.053333336114883424,-0.10504457503557205,2060,0.09063246,0.03644553944468498,-0.011827710553382876,0.1297655835747719,0.2,0.23155152797698975,0.001
,,6210,,,,,207,24031,0,0.73,1.59,-0.23159858999999997,,,,,,,,,,
0.86,6240,6240,1.32,-0.13165113233961165,3842,0,,,,,,,0.020000001043081285,-0.020686768740415574,2070,0.00089255173,0.07433965057134628,-0.005335184216964972,0.18632149398326875,0.2,0.1884382963180542,0.001
,,6240,,,,,208,24149,0,0.75,1.55,-0.20927776,,,,,,,,,,
0.98,6270,6270,1.12,-0.027351923612877728,3859,0,,,,,,,0.0,-0.008711754437536,2080,2.9802322e-07,0.04152214899659157,-9.884894033649339e-05,0.12043506726622581,0.2,0.2541462182998657,0.001
,,6270,,,,,209,24250,0,0.75,1.56,-0.19367249,,,,,,,,,,
0.98,6300,6300,1.1,-0.007600345183163881,3879,0,,,,,,,0.0,-0.008620006311684848,2090,2.1855037e-07,0.04192980006337166,-0.00016609728324210594,0.11552678868174553,0.2,0.34265851974487305,0.001
,,6300,,,,,210,24351,0,0.77,1.52,-0.1892207,,,,,,,,,,
0.92,6330,6330,1.24,-0.06897986171767116,3898,0,,,,,,,0.023333334550261497,-0.08181220963597298,2100,0.01021894,0.054490599781274796,-0.0018004877492785454,0.13748508766293527,0.2,0.31748348474502563,0.001
,,6330,,,,,211,24462,0,0.74,1.59,-0.23670759,,,,,,,,,,
0.96,6360,6360,1.08,-0.04752265627030283,3915,0,,,,,,,0.08333333693444729,-0.18155237138271332,2110,0.10292541,0.034839384257793427,-0.0215752860282858,0.1659929096698761,0.2,0.35405147075653076,0.001
,,6360,,,,,212,24562,0,0.75,1.58,-0.23454959000000003,,,,,,,,,,
0.88,6390,6390,1.26,-0.09017495871987194,3933,0,,,,,,,0.06000000275671482,-0.15114162713289261,2120,0.023351848,0.06440360099077225,-0.012861601865539907,0.22624946534633636,0.2,-0.145552396774292,0.001
,,6390,,,,,213,24670,0,0.73,1.62,-0.2663485,,,,,,,,,,
0.9,6420,6420,1.2,-0.07148856298066676,3953,0,,,,,,,0.026666668057441712,-0.07473016008734704,2130,0.023381582,0.03843948617577553,-0.006328303658714063,0.13186025097966195,0.2,0.36546653509140015,0.001
,,6420,,,,,214,24772,0,0.75,1.61,-0.26145079000000004,,,,,,,,,,
0.9,6450,6450,1.2,-0.06924718325957656,3970,0,,,,,,,0.0,-0.010532642249017954,2140,3.727277e-06,0.04587141424417496,-0.00040319666892187913,0.12427826076745987,0.2,0.27844518423080444,0.001
,,6450,,,,,215,24881,0,0.75,1.65,-0.27303350000000004,,,,,,,,,,
0.86,6480,6480,1.28,-0.11196620900183916,3991,0,,,,,,,0.026666668057441712,-0.02179905492812395,2150,0.0012508194,0.05818949267268181,-0.012811247765396949,0.17932339161634445,0.2,-0.013478517532348633,0.001
,,6480,,,,,216,24998,0,0.78,1.6,-0.23773006000000002,,,,,,,,,,
0.88,6510,6510,1.34,-0.11235526241362095,4010,0,,,,,,,0.030000001564621924,-0.013287621876224875,2160,0.21787392,0.03116006776690483,-0.011988345173498161,0.12964800968766213,0.2,0.06358480453491211,0.001
,,6510,,,,,217,25106,0,0.78,1.59,-0.21948864,,,,,,,,,,
0.9,6540,6540,1.24,-0.06897992099635303,4030,0,,,,,,,0.0,-0.004532631579786539,2170,0.0,0.05735106021165848,9.405513545424072e-06,0.15277161300182343,0.2,0.20881134271621704,0.001
,,6540,,,,,218,25218,0,0.8,1.55,-0.19206296,,,,,,,,,,
0.96,6570,6570,1.1,-0.027768936837092043,4050,0,,,,,,,0.0,-0.004262105002999306,2180,0.0,0.06628657877445221,3.579755665761297e-06,0.17189420014619827,0.2,0.10430610179901123,0.001
,,6570,,,,,219,25324,0,0.8,1.52,-0.18907,,,,,,,,,,
0.9,6600,6600,1.22,-0.0887991965888068,4069,0,,,,,,,0.0,-0.0035689629381522535,2190,0.0,0.05869923159480095,-1.552701000662182e-07,0.15774078369140626,0.2,0.17063301801681519,0.001
,,6600,,,,,220,25427,0,0.78,1.52,-0.18858207000000005,,,,,,,,,,
0.96,6630,6630,1.16,-0.029210314322263002,4087,0,,,,,,,0.0,-0.0043987938668578865,2200,0.0,0.038286242634058,-1.0728587713337845e-06,0.14139618426561357,0.2,0.11547112464904785,0.001
,,6630,,,,,221,25526,0,0.76,1.56,-0.19982067000000003,,,,,,,,,,
0.9,6660,6660,1.22,-0.10929181690793484,4108,0,,,,,,,0.013333334028720856,-0.03143057469278574,2210,0.012712876,0.0727505087852478,-0.004385512547936177,0.21363739669322968,0.2,-0.01003885269165039,0.001
,,6660,,,,,222,25640,0,0.78,1.53,-0.18860884999999997,,,,,,,,,,
0.9,6690,6690,1.3,-0.0906233294447884,4127,0,,,,,,,0.0,-0.004387079970911145,2220,3.973643e-09,0.04621763899922371,2.1517276714178026e-06,0.12960462048649787,0.2,-0.023234128952026367,0.001
,,6690,,,,,223,25760,0,0.78,1.53,-0.18440497000000003,,,,,,,,,,
0.92,6720,6720,1.22,-0.09171407521236688,4143,0,,,,,,,0.0,-0.004269995773211121,2230,0.0,0.07351413369178772,3.8142005276409208e-06,0.1635335236787796,0.2,0.17157310247421265,0.001
,,6720,,,,,224,25868,0,0.74,1.62,-0.22808599999999996,,,,,,,,,,
