eval/success_rate,env/n_steps,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,env/current_idx,env/completion_counter,time/iterations,time/time_elapsed,time/fps,rollout/success_rate,rollout/ep_len_mean,rollout/ep_rew_mean,train/clip_fraction,train/entropy_loss,train/n_updates,train/approx_kl,train/loss,train/policy_gradient_loss,train/value_loss,train/clip_range,train/explained_variance,train/learning_rate
0.8,6750,6750,1.44,-0.19169773774687202,4161,0,,,,,,,0.0,-0.00542893884703517,2240,0.0,0.09577128291130066,4.679063986934295e-06,0.23727948367595672,0.2,0.15494567155838013,0.001
,,6750,,,,,225,25998,0,0.75,1.62,-0.23705437000000004,,,,,,,,,,
1.0,6780,6780,1.04,-0.006994039677083492,4183,0,,,,,,,0.0,-0.00576352858915925,2250,1.1920929e-08,0.10492895543575287,-9.869635147552459e-06,0.25032261610031126,0.2,0.026083767414093018,0.001
,,6780,,,,,226,26094,0,0.78,1.54,-0.19462500999999988,,,,,,,,,,
0.88,6810,6810,1.3,-0.07005075000226497,4201,0,,,,,,,0.0,-0.004039471084252,2260,0.0,0.029418300837278366,-4.3114026384571955e-07,0.06774385198950768,0.2,0.30454355478286743,0.001
,,6810,,,,,227,26208,0,0.75,1.59,-0.20293310000000006,,,,,,,,,,
0.94,6840,6840,1.12,-0.06741001321002842,4219,0,,,,,,,0.0,-0.0040985480416566135,2270,0.0,0.06144159659743309,-1.9987424240142105e-07,0.13543779850006105,0.2,0.32755833864212036,0.001
,,6840,,,,,228,26307,0,0.72,1.65,-0.23582844000000003,,,,,,,,,,
0.86,6870,6870,1.32,-0.13141479277051984,4237,0,,,,,,,0.0,-0.02493259999901056,2280,0.00094994705,0.05710534751415253,-0.0022550454934632926,0.1472317695617676,0.2,0.30567431449890137,0.001
,,6870,,,,,229,26415,0,0.74,1.6,-0.20774735,,,,,,,,,,
0.9,6900,6900,1.24,-0.06957370046991855,4253,0,,,,,,,0.0,-0.004942769883200526,2290,3.973643e-09,0.05130309611558914,7.498264218419592e-07,0.1302273653447628,0.2,0.24577254056930542,0.001
,,6900,,,,,230,26530,0,0.71,1.65,-0.25186122,,,,,,,,,,
0.92,6930,6930,1.2,-0.069627166246064,4273,0,,,,,,,0.020000001043081285,-0.04579034466296435,2300,0.061476126,0.02901827171444893,-0.01074551453736312,0.1097227931022644,0.2,0.6044299602508545,0.001
,,6930,,,,,231,26636,0,0.71,1.64,-0.25086495,,,,,,,,,,
0.94,6960,6960,1.2,-0.06896276487037539,4290,0,,,,,,,0.0,-0.011762563697993755,2310,3.995498e-06,0.051190756261348724,0.00011369759808665947,0.13512068912386893,0.2,0.5144059658050537,0.001
,,6960,,,,,232,26747,0,0.67,1.71,-0.29318168,,,,,,,,,,
0.86,6990,6990,1.32,-0.11022190853953362,4310,0,,,,,,,0.030000001564621924,-0.08234322927892208,2320,0.02698178,0.03909669816493988,-0.005542352985745858,0.1385304883122444,0.2,0.37130284309387207,0.001
,,6990,,,,,233,26862,0,0.7,1.64,-0.2934557,,,,,,,,,,
0.9,7020,7020,1.2,-0.1084157947357744,4328,0,,,,,,,0.05000000260770321,-0.07121579423546791,2330,0.036332764,0.045842595398426056,-0.011394114810973476,0.1528085708618164,0.2,0.261705219745636,0.001
,,7020,,,,,234,26967,0,0.71,1.61,-0.26634981,,,,,,,,,,
0.86,7050,7050,1.32,-0.09056547394953668,4346,0,,,,,,,0.04333333559334278,-0.1710036128759384,2340,0.032625858,0.03375651687383652,-0.015772019426028017,0.1528998240828514,0.2,-0.025133132934570312,0.001
,,7050,,,,,235,27073,0,0.7,1.62,-0.26723553,,,,,,,,,,
0.92,7080,7080,1.2,-0.08949382078833878,4366,0,,,,,,,0.08666666820645333,-0.1497992068529129,2350,0.06934036,0.05254783481359482,-0.01427915966448694,0.16507653295993804,0.2,0.3767760992050171,0.001
,,7080,,,,,236,27188,0,0.73,1.61,-0.24567693000000004,,,,,,,,,,
0.94,7110,7110,1.16,-0.07085237449966371,4384,0,,,,,,,0.053333336114883424,-0.035796189680695534,2360,0.103914164,0.0679989755153656,-0.008655059657369967,0.21435578912496567,0.2,0.28255343437194824,0.001
,,7110,,,,,237,27301,0,0.74,1.61,-0.2360136,,,,,,,,,,
0.94,7140,7140,1.24,-0.07029094003140926,4398,0,,,,,,,0.07000000253319741,-0.09201868698000908,2370,0.035426386,0.06541363894939423,-0.022569471684595045,0.2374997079372406,0.2,0.03539532423019409,0.001
,,7140,,,,,238,27416,0,0.71,1.68,-0.24057772999999996,,,,,,,,,,
0.9,7170,7170,1.24,-0.11127155612688512,4414,0,,,,,,,0.08000000156462192,-0.10060262344777585,2380,0.17946063,0.05620542913675308,-0.01899940485134728,0.18598564565181733,0.2,0.07338076829910278,0.001
,,7170,,,,,239,27529,0,0.73,1.7,-0.23406303999999994,,,,,,,,,,
0.9,7200,7200,1.26,-0.08981923375278711,4432,0,,,,,,,0.003333333507180214,-0.04856426119804382,2390,0.0018244107,0.03309144824743271,-0.005634794191670877,0.11663511991500855,0.2,0.1365836262702942,0.001
,,7200,,,,,240,27656,0,0.72,1.73,-0.23902841000000002,,,,,,,,,,
0.92,7230,7230,1.26,-0.092951969942078,4452,0,,,,,,,0.0,-0.02525447178632021,2400,1.9119183e-05,0.0760497972369194,0.000714567106381736,0.2060858815908432,0.2,0.1791520118713379,0.001
,,7230,,,,,241,27763,0,0.72,1.73,-0.23409629,,,,,,,,,,
0.9,7260,7260,1.24,-0.08937679153867066,4469,0,,,,,,,0.0,-0.03525268360972404,2410,3.9176146e-05,0.07345027476549149,-0.0007353804586273327,0.1755714386701584,0.2,0.27375465631484985,0.001
,,7260,,,,,242,27870,0,0.71,1.74,-0.23439041999999996,,,,,,,,,,
0.98,7290,7290,1.08,-0.02750860895961523,4489,0,,,,,,,0.023333334550261497,-0.049377206899225715,2420,0.004626143,0.08137392997741699,-0.0038253873827247984,0.21406925469636917,0.2,0.12580257654190063,0.001
,,7290,,,,,243,27971,0,0.75,1.66,-0.22063718000000002,,,,,,,,,,
0.88,7320,7320,1.28,-0.1097466647112742,4506,0,,,,,,,0.1033333383500576,-0.12632041070610284,2430,0.24330714,0.0003863684833049774,-0.04173067105313137,0.13535151928663253,0.2,0.4493798017501831,0.001
,,7320,,,,,244,28085,0,0.74,1.67,-0.23895802,,,,,,,,,,
0.94,7350,7350,1.16,-0.06845619521103799,4528,0,,,,,,,0.06000000312924385,-0.10529468432068825,2440,0.09544931,0.06180424615740776,-0.010151317305862939,0.18788949102163316,0.2,0.0013892054557800293,0.001
,,7350,,,,,245,28188,0,0.77,1.58,-0.21927811000000003,,,,,,,,,,
0.86,7380,7380,1.36,-0.1111410081712529,4548,0,,,,,,,0.0,-0.0058597380761057135,2450,9.934108e-09,0.013414839282631874,-2.1044388731894514e-05,0.044184610992670056,0.2,0.6931862235069275,0.001
,,7380,,,,,246,28306,0,0.81,1.52,-0.18067449,,,,,,,,,,
0.98,7410,7410,1.1,-0.00812028809916228,4564,0,,,,,,,0.0,-0.010916669573634862,2460,0.00055764517,0.05119768902659416,-0.008660407676361493,0.16136696711182594,0.2,-0.012654900550842285,0.001
,,7410,,,,,247,28427,0,0.78,1.57,-0.21294984999999997,,,,,,,,,,
0.86,7440,7440,1.3,-0.11094355244655162,4588,0,,,,,,,0.0,-0.004397668829187751,2470,1.1920929e-08,0.10004199296236038,-2.3845334908401128e-05,0.2524037346243858,0.2,0.023596644401550293,0.001
,,7440,,,,,248,28542,0,0.79,1.53,-0.21380159,,,,,,,,,,
0.88,7470,7470,1.28,-0.1127536007668823,4612,0,,,,,,,0.0,-0.0037967226933687927,2480,0.0,0.08557387441396713,-2.3524960154897023e-06,0.213179150223732,0.2,0.348608136177063,0.001
,,7470,,,,,249,28657,0,0.84,1.4,-0.17114274,,,,,,,,,,
0.9,7500,7500,1.3,-0.09010138895362615,4631,0,,,,,,,0.0,-0.004550129361450672,2490,3.973643e-09,0.041525520384311676,-6.007725983181445e-06,0.10264244824647903,0.2,0.44073426723480225,0.001
,,7500,,,,,250,28769,0,0.81,1.46,-0.22293268000000002,,,,,,,,,,
0.88,7530,7530,1.34,-0.0722989520803094,4655,0,,,,,,,0.0,-0.004113605013117194,2500,0.0,0.14680986106395721,3.0795733874100505e-08,0.3605295389890671,0.2,-0.1424875259399414,0.001
,,7530,,,,,251,28884,0,0.85,1.37,-0.18420751,,,,,,,,,,
0.92,7560,7560,1.22,-0.06909957626834512,4673,0,,,,,,,0.0,-0.003990346333011985,2510,0.0,0.07495084404945374,-2.6474396461750873e-07,0.17902846187353133,0.2,0.18843799829483032,0.001
,,7560,,,,,252,28994,0,0.87,1.35,-0.16252194,,,,,,,,,,
0.94,7590,7590,1.16,-0.047827953016385434,4694,0,,,,,,,0.0,-0.004032447002828121,2520,0.0,0.08748398721218109,2.051393215296571e-08,0.2093129947781563,0.2,0.19517391920089722,0.001
,,7590,,,,,253,29110,0,0.85,1.42,-0.17368676,,,,,,,,,,
0.84,7620,7620,1.36,-0.1707605856563896,4712,0,,,,,,,0.0,-0.004752166569232941,2530,0.0,0.028709106147289276,-3.9398669864354475e-07,0.10732994973659515,0.2,0.6041347980499268,0.001
,,7620,,,,,254,29233,0,0.81,1.5,-0.21437794000000004,,,,,,,,,,
0.92,7650,7650,1.22,-0.06986533137504011,4728,0,,,,,,,0.0,-0.0037577694281935694,2540,0.0,0.0710943192243576,2.125899101201867e-08,0.19703094363212587,0.2,0.33392226696014404,0.001
,,7650,,,,,255,29336,0,0.79,1.55,-0.21878191000000008,,,,,,,,,,
0.9,7680,7680,1.22,-0.08868707852438092,4749,0,,,,,,,0.0,-0.0038724757730960848,2550,0.0,0.07436318695545197,-2.2967656505556987e-07,0.18740208595991134,0.2,0.1923486590385437,0.001
,,7680,,,,,256,29444,0,0.76,1.58,-0.22716896999999997,,,,,,,,,,
0.98,7710,7710,1.12,-0.027890827329829334,4770,0,,,,,,,0.0,-0.0043272868730127815,2560,0.0,0.09260449558496475,-4.802147596461026e-07,0.21638190150260925,0.2,-0.3527618646621704,0.001
,,7710,,,,,257,29556,0,0.75,1.6,-0.21683578000000003,,,,,,,,,,
0.94,7740,7740,1.14,-0.06968689792789519,4784,0,,,,,,,0.0,-0.003662828356027603,2570,0.0,0.06713838875293732,-2.1740794342584024e-07,0.14992329329252244,0.2,-0.1326526403427124,0.001
,,7740,,,,,258,29654,0,0.73,1.63,-0.23167656999999997,,,,,,,,,,
0.92,7770,7770,1.22,-0.08894334143027663,4802,0,,,,,,,0.053333336114883424,-0.13323548585176467,2580,0.025351653,0.09836044162511826,-0.006624170313589239,0.23855352252721787,0.2,0.12490129470825195,0.001
,,7770,,,,,259,29756,0,0.71,1.68,-0.25467687000000006,,,,,,,,,,
0.86,7800,7800,1.32,-0.15296206215396524,4824,0,,,,,,,0.0,-0.003337469743564725,2590,0.0,0.09130328893661499,8.825461069505991e-07,0.20263103991746903,0.2,0.11013740301132202,0.001
,,7800,,,,,260,29863,0,0.77,1.56,-0.18247972000000004,,,,,,,,,,
0.92,7830,7830,1.18,-0.06952308023348451,4842,0,,,,,,,0.0,-0.0034072861075401307,2600,0.0,0.05793607607483864,-2.7040640553366303e-07,0.1281503275036812,0.2,0.11994975805282593,0.001
,,7830,,,,,261,29972,0,0.76,1.57,-0.19423409,,,,,,,,,,
0.94,7860,7860,1.16,-0.0687627757852897,4861,0,,,,,,,0.0,-0.004008984845131636,2610,0.0,0.11156197637319565,1.8040338982672212e-07,0.32076956480741503,0.2,0.0705602765083313,0.001
,,7860,,,,,262,30077,0,0.74,1.62,-0.22505832000000006,,,,,,,,,,
0.92,7890,7890,1.2,-0.0690606451034546,4877,0,,,,,,,0.0,-0.0037552771857008336,2620,0.0,0.08159760385751724,-5.404154503896308e-08,0.17585743218660355,0.2,0.2847074866294861,0.001
,,7890,,,,,263,30185,0,0.74,1.61,-0.21495662000000004,,,,,,,,,,
0.88,7920,7920,1.3,-0.11172687755897641,4897,0,,,,,,,0.0,-0.003813058347441256,2630,0.0,0.1360735148191452,-3.95377476536396e-07,0.30271296203136444,0.2,-0.2615572214126587,0.001
,,7920,,,,,264,30301,0,0.74,1.59,-0.23488744,,,,,,,,,,
0.8,7950,7950,1.48,-0.1533420442789793,4912,0,,,,,,,0.0,-0.0034049546346068384,2640,0.0,0.09095891565084457,1.2735525878326825e-07,0.21109603345394135,0.2,0.23355740308761597,0.001
,,7950,,,,,265,30421,0,0.7,1.66,-0.2534766500000001,,,,,,,,,,
0.94,7980,7980,1.16,-0.07047264154534787,4932,0,,,,,,,0.030000001564621924,-0.0163729190826416,2650,0.06718269,0.07386436313390732,-0.002591639935659984,0.17835542559623718,0.2,0.17866259813308716,0.001
,,7980,,,,,266,30527,0,0.71,1.68,-0.26118793,,,,,,,,,,
0.96,8010,8010,1.12,-0.0483576921094209,4952,0,,,,,,,0.0,-0.003070631809532642,2660,0.0,0.06755753606557846,-2.0002325345380713e-06,0.16127142906188965,0.2,0.07374948263168335,0.001
,,8010,,,,,267,30630,0,0.74,1.64,-0.23890161000000001,,,,,,,,,,
0.96,8040,8040,1.12,-0.028169956682249905,4974,0,,,,,,,0.0,-0.0030738692497834564,2670,0.0,0.07560353726148605,-4.0938457441797026e-07,0.20483433902263642,0.2,0.2752305865287781,0.001
,,8040,,,,,268,30734,0,0.76,1.59,-0.24103436999999997,,,,,,,,,,
0.94,8070,8070,1.16,-0.06849903218913823,4995,0,,,,,,,0.0,-0.002682434092275798,2680,0.0,0.07935284823179245,1.9669533113386706e-08,0.18426847606897354,0.2,0.3060557246208191,0.001
,,8070,,,,,269,30840,0,0.79,1.52,-0.20646870999999994,,,,,,,,,,
0.82,8100,8100,1.42,-0.17535297797061503,5014,0,,,,,,,0.0,-0.0029839073540642858,2690,0.0,0.06446264684200287,-1.3967355432242813e-07,0.15894049108028413,0.2,0.41964632272720337,0.001
,,8100,,,,,270,30962,0,0.81,1.46,-0.19556931000000002,,,,,,,,,,
0.84,8130,8130,1.36,-0.15283041629008948,5038,0,,,,,,,0.0,-0.002832401404157281,2700,0.0,0.03242114186286926,-2.445777219861611e-07,0.08450092226266862,0.2,0.6756378412246704,0.001
,,8130,,,,,271,31096,0,0.84,1.39,-0.17493335000000002,,,,,,,,,,
0.88,8160,8160,1.28,-0.07126085625961423,5056,0,,,,,,,0.0,-0.002673193532973528,2710,0.0,0.029462089762091637,8.588036006784706e-08,0.07865723185241222,0.2,0.3122139573097229,0.001
,,8160,,,,,272,31208,0,0.82,1.42,-0.16492062000000002,,,,,,,,,,
0.9,8190,8190,1.28,-0.11114901723805815,5073,0,,,,,,,0.0,-0.0029527802718803285,2720,0.0,0.06339701265096664,-8.195638825370111e-08,0.15609415173530578,0.2,0.20934313535690308,0.001
,,8190,,,,,273,31312,0,0.78,1.5,-0.20420106000000002,,,,,,,,,,
0.98,8220,8220,1.06,-0.027069248799234627,5091,0,,,,,,,0.0,-0.0028226983966305854,2730,0.0,0.07299347221851349,4.5100846790546714e-08,0.20385827571153642,0.2,0.27582061290740967,0.001
,,8220,,,,,274,31418,0,0.76,1.55,-0.18481356000000002,,,,,,,,,,
0.88,8250,8250,1.28,-0.1287717591552064,5111,0,,,,,,,0.0,-0.002794156316667795,2740,0.0,0.13294892013072968,6.953868370018767e-10,0.35707118511199953,0.2,-0.32943594455718994,0.001
,,8250,,,,,275,31525,0,0.77,1.56,-0.13979825999999998,,,,,,,,,,
0.82,8280,8280,1.4,-0.1335439659655094,5130,0,,,,,,,0.0,-0.0029598869383335113,2750,0.0,0.042787738144397736,-1.6659498065507704e-07,0.11662561446428299,0.2,-0.038782715797424316,0.001
,,8280,,,,,276,31636,0,0.75,1.59,-0.1616558,,,,,,,,,,
0.94,8310,8310,1.12,-0.027341003851033746,5151,0,,,,,,,0.0,-0.0028761462541297077,2760,0.0,0.10532842576503754,7.45058074791416e-08,0.28793801814317704,0.2,0.11127084493637085,0.001
,,8310,,,,,277,31741,0,0.73,1.62,-0.18137970999999997,,,,,,,,,,
0.96,8340,8340,1.14,-0.04856930339243263,5168,0,,,,,,,0.0,-0.0028397538233548405,2770,0.0,0.0799403116106987,-1.4324983013125348e-07,0.16438301801681518,0.2,0.13064444065093994,0.001
,,8340,,,,,278,31846,0,0.76,1.58,-0.16118680999999996,,,,,,,,,,
0.98,8370,8370,1.1,-0.007805790859274566,5191,0,,,,,,,0.0,-0.0027045646915212274,2780,0.0,0.09024537354707718,-3.178914442791836e-08,0.19553854912519456,0.2,0.12394928932189941,0.001
,,8370,,,,,279,31950,0,0.8,1.51,-0.15113041,,,,,,,,,,
0.94,8400,8400,1.22,-0.0493451190367341,5209,0,,,,,,,0.0,-0.002756798383779824,2790,0.0,0.03870717063546181,1.819928524326997e-07,0.11399058923125267,0.2,0.26441389322280884,0.001
,,8400,,,,,280,32070,0,0.8,1.5,-0.17203746000000003,,,,,,,,,,
0.9,8430,8430,1.24,-0.10917473759967834,5228,0,,,,,,,0.0,-0.003000599890947342,2800,0.0,0.05505839362740517,-6.318092409252074e-08,0.1467866711318493,0.2,0.3529215455055237,0.001
,,8430,,,,,281,32190,0,0.79,1.53,-0.18335982,,,,,,,,,,
0.88,8460,8460,1.26,-0.04969900234602392,5242,0,,,,,,,0.0,-0.0029865705873817205,2810,0.0,0.045432884246110916,-3.6855538709801294e-07,0.11029512733221054,0.2,0.5213981866836548,0.001
,,8460,,,,,282,32314,0,0.77,1.59,-0.20788527,,,,,,,,,,
0.9,8490,8490,1.26,-0.09047462658490986,5267,0,,,,,,,0.0,-0.003109960071742535,2820,0.0,0.08976529538631439,1.1682510305810468e-07,0.2181551694869995,0.2,0.23827511072158813,0.001
,,8490,,,,,283,32426,0,0.8,1.54,-0.19024731,,,,,,,,,,
0.88,8520,8520,1.28,-0.1107983516715467,5282,0,,,,,,,0.0,-0.002739909500814974,2830,0.0,0.04787895083427429,-2.106030818627147e-08,0.159185029566288,0.2,0.06286406517028809,0.001
,,8520,,,,,284,32551,0,0.76,1.59,-0.24360917,,,,,,,,,,
0.92,8550,8550,1.24,-0.08951519528869539,5305,0,,,,,,,0.0,-0.0027599128894507884,2840,0.0,0.12051079422235489,4.5895577516219535e-08,0.32662655860185624,0.2,0.2873963713645935,0.001
,,8550,,,,,285,32669,0,0.77,1.58,-0.24437447,,,,,,,,,,
0.94,8580,8580,1.16,-0.04851485775783658,5322,0,,,,,,,0.0,-0.003107117279432714,2850,0.0,0.04796353355050087,-3.878275559809907e-07,0.1167950876057148,0.2,0.330582857131958,0.001
,,8580,,,,,286,32777,0,0.75,1.62,-0.27431144,,,,,,,,,,
0.9,8610,8610,1.26,-0.11188875516410918,5340,0,,,,,,,0.0,-0.002767747058533132,2860,0.0,0.08084940910339355,-5.235274764814335e-08,0.1940361112356186,0.2,0.2811812162399292,0.001
,,8610,,,,,287,32896,0,0.79,1.56,-0.21176515,,,,,,,,,,
1.0,8640,8640,1.02,-0.006605227990075946,5356,0,,,,,,,0.0,-0.0028546930057927965,2870,0.0,0.0766550824046135,8.523464170018258e-08,0.2513400256633759,0.2,-0.15431606769561768,0.001
,,8640,,,,,288,32996,0,0.75,1.63,-0.25110900999999997,,,,,,,,,,
0.86,8670,8670,1.3,-0.07634858548641205,5373,0,,,,,,,0.0,-0.002577166957780719,2880,0.0,0.1177581399679184,1.9669533601884837e-08,0.3091824039816856,0.2,0.3090670704841614,0.001
,,8670,,,,,289,33106,0,0.71,1.69,-0.29258358000000007,,,,,,,,,,
0.8,8700,8700,1.52,-0.19639849150553346,5397,0,,,,,,,0.0,-0.002797337155789137,2890,0.0,0.07744616270065308,-1.26163162983417e-07,0.1681511491537094,0.2,0.2775540351867676,0.001
,,8700,,,,,290,33237,0,0.76,1.59,-0.22628902,,,,,,,,,,
0.9,8730,8730,1.26,-0.07020262720994651,5415,0,,,,,,,0.0,-0.0027830930659547446,2900,0.0,0.05989573150873184,8.503595960718258e-08,0.24856781214475632,0.2,-0.16836118698120117,0.001
,,8730,,,,,291,33347,0,0.74,1.6,-0.23956791999999996,,,,,,,,,,
0.88,8760,8760,1.28,-0.11153651266358793,5433,0,,,,,,,0.0,-0.022526150569319725,2910,0.00029562117,0.06844736635684967,-0.0006462521387098797,0.18042732924222946,0.2,0.41037875413894653,0.001
,,8760,,,,,292,33467,0,0.75,1.58,-0.25788322,,,,,,,,,,
0.88,8790,8790,1.3,-0.09045666003599763,5453,0,,,,,,,0.0,-0.002775313681922853,2920,0.0,0.06776588410139084,2.129872648026776e-07,0.1531316250562668,0.2,0.35825109481811523,0.001
,,8790,,,,,293,33579,0,0.74,1.59,-0.26468276,,,,,,,,,,
0.94,8820,8820,1.18,-0.028746386282145975,5470,0,,,,,,,0.0,-0.004231407539919019,2930,4.0928524e-07,0.08102434128522873,-8.138726083108949e-05,0.1987619161605835,0.2,0.19943690299987793,0.001
,,8820,,,,,294,33683,0,0.76,1.57,-0.23509120000000006,,,,,,,,,,
0.92,8850,8850,1.22,-0.07034288359340281,5485,0,,,,,,,0.0,-0.003162338584661484,2940,0.0,0.07974069565534592,-2.6673078643568717e-07,0.20071052461862565,0.2,0.08729791641235352,0.001
,,8850,,,,,295,33790,0,0.73,1.65,-0.25154326,,,,,,,,,,
0.92,8880,8880,1.2,-0.0881255136616528,5505,0,,,,,,,0.0,-0.00999501347541809,2950,1.6132991e-06,0.06969830393791199,-0.00014959911507208545,0.18536756038665772,0.2,-0.17131781578063965,0.001
,,8880,,,,,296,33897,0,0.73,1.66,-0.24002794999999996,,,,,,,,,,
0.94,8910,8910,1.14,-0.06781261945143342,5524,0,,,,,,,0.0,-0.002833245228976011,2960,0.0,0.04943830147385597,3.0234952297369944e-06,0.11593281999230384,0.2,0.22162818908691406,0.001
,,8910,,,,,297,34006,0,0.73,1.67,-0.24170980000000003,,,,,,,,,,
0.88,8940,8940,1.26,-0.128653873517178,5545,0,,,,,,,0.0,-0.0027319293702021243,2970,0.0,0.09691642224788666,1.1523564569237976e-07,0.2453532949090004,0.2,-0.16754662990570068,0.001
,,8940,,,,,298,34124,0,0.76,1.59,-0.20070435,,,,,,,,,,
0.94,8970,8970,1.16,-0.07051107947714627,5561,0,,,,,,,0.0,-0.0025164056569337845,2980,0.0,0.07305645197629929,-1.1553366903171991e-07,0.1649106189608574,0.2,0.23520535230636597,0.001
,,8970,,,,,299,34231,0,0.75,1.62,-0.18477886,,,,,,,,,,
0.94,9000,9000,1.24,-0.06922109242994338,5581,0,,,,,,,0.0,-0.0025584945222362878,2990,0.0,0.05009319260716438,6.93400715068293e-08,0.14117470011115074,0.2,0.07305198907852173,0.001
,,9000,,,,,300,34343,0,0.76,1.59,-0.18920596000000003,,,,,,,,,,
0.96,9030,9030,1.1,-0.049448812655173244,5600,0,,,,,,,0.0,-0.009605479752644896,3000,0.00014217694,0.10241235792636871,-0.0027734708883023983,0.28250271528959275,0.2,0.13755834102630615,0.001
,,9030,,,,,301,34442,0,0.76,1.58,-0.20749939000000006,,,,,,,,,,
0.94,9060,9060,1.18,-0.06812351066619157,5619,0,,,,,,,0.0,-0.0025998133234679697,3010,0.0,0.05898938700556755,-5.327661789955584e-07,0.12730580121278762,0.2,0.4320604205131531,0.001
,,9060,,,,,302,34546,0,0.75,1.58,-0.21684161999999996,,,,,,,,,,
0.88,9090,9090,1.38,-0.13347237722482533,5637,0,,,,,,,0.0,-0.0022786220768466594,3020,0.0,0.054137229919433594,-8.712212435924016e-08,0.13155865296721458,0.2,0.4295027256011963,0.001
,,9090,,,,,303,34671,0,0.74,1.6,-0.23123046,,,,,,,,,,
0.96,9120,9120,1.12,-0.029008762259036303,5656,0,,,,,,,0.0,-0.002458999864757061,3030,0.0,0.0688503086566925,-2.1268924461637083e-07,0.18633954972028732,0.2,0.10494410991668701,0.001
,,9120,,,,,304,34769,0,0.74,1.6,-0.25926312999999995,,,,,,,,,,
0.88,9150,9150,1.3,-0.0945287519460544,5670,0,,,,,,,0.0,-0.0024652851978316905,3040,0.0,0.03792263939976692,-1.453856622646299e-07,0.105130735039711,0.2,0.5115228891372681,0.001
,,9150,,,,,305,34882,0,0.71,1.66,-0.30308124000000003,,,,,,,,,,
0.98,9180,9180,1.12,-0.007518247729167342,5687,0,,,,,,,0.0,-0.002335499506443739,3050,0.0,0.05983809754252434,-4.291534478895187e-08,0.16756144165992737,0.2,0.11045706272125244,0.001
,,9180,,,,,306,34977,0,0.68,1.71,-0.32475832,,,,,,,,,,
0.88,9210,9210,1.28,-0.13013920037075877,5702,0,,,,,,,0.0,-0.002444791258312762,3060,0.0,0.05793298780918121,-1.3629595585484822e-07,0.14630668684840203,0.2,0.2651369571685791,0.001
,,9210,,,,,307,35102,0,0.65,1.76,-0.3737270099999999,,,,,,,,,,
0.88,9240,9240,1.32,-0.09174143753945828,5717,0,,,,,,,0.0,-0.0024801490595564245,3070,0.0,0.04973945766687393,-5.652507022446684e-08,0.14029203206300736,0.2,0.2318251132965088,0.001
,,9240,,,,,308,35208,0,0.63,1.82,-0.38655221999999995,,,,,,,,,,
0.92,9270,9270,1.22,-0.05027149075642228,5731,0,,,,,,,0.0,-0.0031484579434618355,3080,0.0,0.06523296236991882,-7.610519630496526e-07,0.19000671356916427,0.2,-0.042566895484924316,0.001
,,9270,,,,,309,35311,0,0.6,1.9,-0.40321180999999995,,,,,,,,,,
0.84,9300,9300,1.4,-0.13135368319693952,5747,0,,,,,,,0.030000001564621924,-0.0020208143163472415,3090,0.022194583,0.04725398123264313,-0.01204456160465881,0.1603405624628067,0.2,0.24935460090637207,0.001
,,9300,,,,,310,35429,0,0.57,1.96,-0.43561025999999997,,,,,,,,,,
0.9,9330,9330,1.22,-0.06871135344263166,5768,0,,,,,,,0.0,-0.0015485308482311665,3100,0.0,0.07082163542509079,-1.880327839298701e-06,0.19111299514770508,0.2,0.06609976291656494,0.001
,,9330,,,,,311,35535,0,0.61,1.86,-0.38882259999999996,,,,,,,,,,
0.9,9360,9360,1.28,-0.07048975288867951,5791,0,,,,,,,0.0,-0.0013837939128279685,3110,0.0,0.04486968368291855,-1.5194217439784552e-07,0.1402989663183689,0.2,0.3922293186187744,0.001
,,9360,,,,,312,35654,0,0.69,1.7,-0.30941956,,,,,,,,,,
0.94,9390,9390,1.14,-0.06975315126124769,5810,0,,,,,,,0.0,-0.0013928202912211417,3120,0.0,0.06689188629388809,1.468261094927925e-07,0.15903631299734117,0.2,0.18122273683547974,0.001
,,9390,,,,,313,35756,0,0.71,1.67,-0.28441373,,,,,,,,,,
0.88,9420,9420,1.32,-0.1127983386348933,5825,0,,,,,,,0.0,-0.0013869002228602766,3130,0.0,0.043213218450546265,4.4902166340676784e-08,0.12747773751616479,0.2,0.28640103340148926,0.001
,,9420,,,,,314,35864,0,0.73,1.61,-0.28012795999999995,,,,,,,,,,
0.9,9450,9450,1.24,-0.09023982365150005,5844,0,,,,,,,0.0,-0.0013898752746172248,3140,0.0,0.07708796858787537,3.2981236763873766e-08,0.19460752457380295,0.2,0.11434364318847656,0.001
,,9450,,,,,315,35974,0,0.77,1.55,-0.21638247000000002,,,,,,,,,,
0.88,9480,9480,1.26,-0.09230433055199683,5864,0,,,,,,,0.0,-0.0013706004247069359,3150,0.0,0.07157661020755768,-1.6788641588050268e-08,0.3329692170023918,0.2,-0.9269149303436279,0.001
,,9480,,,,,316,36088,0,0.76,1.56,-0.22725834000000003,,,,,,,,,,
0.94,9510,9510,1.24,-0.049807980665937064,5881,0,,,,,,,0.0,-0.0013734101317822932,3160,0.0,0.07408445328474045,7.152557479628285e-09,0.17592470049858094,0.2,0.42842161655426025,0.001
,,9510,,,,,317,36203,0,0.75,1.6,-0.24104480000000003,,,,,,,,,,
