eval/mean_reward,eval/mean_ep_length,env/current_idx,eval/success_rate,env/completion_counter,env/n_steps,time/total_timesteps,rollout/ep_rew_mean,time/fps,time/iterations,time/time_elapsed,rollout/success_rate,rollout/ep_len_mean,train/policy_gradient_loss,train/clip_range,train/clip_fraction,train/entropy_loss,train/learning_rate,train/n_updates,train/value_loss,train/approx_kl,train/explained_variance,train/loss
,,,,,,25200,-0.18517960000000003,0,84,38783,0.86,1.87,,,,,,,,,,
-0.06618565475568175,1.26,11883,0.96,0,25500,25500,,,,,,,-4.004293888726806e-05,0.2,0.0,-0.08837073117494583,0.0001,420,0.18020157754421234,5.7343395e-06,0.20846545696258545,0.08555295318365097
,,,,,,25500,-0.16665344000000007,0,85,39223,0.86,1.86,,,,,,,,,,
-0.008087131883949042,1.16,12013,0.98,0,25800,25800,,,,,,,-0.0003491890342348825,0.2,0.0,-0.0901573234796524,0.0001,425,0.15395055145025252,3.476024e-05,0.2117413878440857,0.05976707115769386
,,,,,,25800,-0.29056415999999996,0,86,39685,0.72,2.36,,,,,,,,,,
-0.05077092035673559,1.34,12177,0.96,0,26100,26100,,,,,,,3.891699883915578e-05,0.2,0.0,-0.09409288465976715,0.0001,430,0.209095019698143,1.5035272e-06,0.1658375859260559,0.12115392088890076
,,,,,,26100,-0.10285746999999999,0,87,40123,0.91,1.75,,,,,,,,,,
-0.050884599364362654,1.34,12314,0.96,0,26400,26400,,,,,,,-0.0001315110431377775,0.2,0.0,-0.09380532562732696,0.0001,435,0.14641817390918732,5.054101e-06,0.399949312210083,0.06608238816261292
,,,,,,26400,-0.2346525,0,88,40574,0.8,2.23,,,,,,,,,,
-0.006868946966715157,1.04,12466,1.0,0,26700,26700,,,,,,,-0.0005954191190812708,0.2,0.0025,-0.09829193711280823,0.0001,440,0.19278991997241973,0.004527292,0.1654631495475769,0.0815834030508995
,,,,,,26700,-0.24647476999999998,0,89,41009,0.79,2.09,,,,,,,,,,
-0.02780389747582376,1.14,12612,0.98,0,27000,27000,,,,,,,-0.000954320732813585,0.2,0.0,-0.09890784204006195,0.0001,445,0.1685950630903244,0.0001305595,0.2811080813407898,0.06955592334270477
,,,,,,27000,-0.19643606000000002,0,90,41447,0.81,2.01,,,,,,,,,,
-0.07887641794513911,1.38,12760,0.92,0,27300,27300,,,,,,,-0.00016588781140058017,0.2,0.0,-0.08467350661754608,0.0001,450,0.20223164618015288,7.685243e-05,0.17507988214492798,0.11045193672180176
,,,,,,27300,-0.23610155,0,91,41896,0.8,2.03,,,,,,,,,,
-0.07299862842541188,1.32,12907,0.94,0,27600,27600,,,,,,,-7.432192222026402e-05,0.2,0.0,-0.0831261032819748,0.0001,455,0.15847767114639283,3.6852434e-06,0.36936354637145996,0.0873415470123291
,,,,,,27600,-0.20970582000000004,0,92,42327,0.8,2.12,,,,,,,,,,
-0.11422940800432116,1.56,13057,0.88,0,27900,27900,,,,,,,1.077827383028307e-05,0.2,0.0,-0.08459918081760406,0.0001,460,0.20411759197711946,7.085502e-07,0.140186607837677,0.09794560819864273
,,,,,,27900,-0.25054721,0,93,42771,0.81,2.07,,,,,,,,,,
-0.03057165172882378,1.28,13207,0.98,0,28200,28200,,,,,,,-0.0004466023747293946,0.2,0.0,-0.08263745307922363,0.0001,465,0.17431307792663575,4.072667e-05,0.2505759596824646,0.07006030529737473
,,,,,,28200,-0.16556899000000003,0,94,43195,0.86,1.88,,,,,,,,,,
-0.07305610594339669,1.44,13349,0.92,0,28500,28500,,,,,,,-0.0003124214066401976,0.2,0.0,-0.07905994653701783,0.0001,470,0.18546864211559297,2.6225485e-05,0.27355849742889404,0.07068975269794464
,,,,,,28500,-0.19019124,0,95,43649,0.8,2.1,,,,,,,,,,
-0.011103796833194792,1.28,13493,0.94,0,28800,28800,,,,,,,-5.024194786216185e-05,0.2,0.0,-0.08053597271442413,0.0001,475,0.1700558489561081,1.2173317e-05,0.15410840511322021,0.06719894707202911
,,,,,,28800,-0.23480964000000001,0,96,44094,0.77,2.18,,,,,,,,,,
-0.07279504599049687,1.4,13637,0.92,0,29100,29100,,,,,,,-0.0001291877155282606,0.2,0.0,-0.08144593387842178,0.0001,480,0.15996501743793487,4.9350783e-06,0.2655629515647888,0.08422187715768814
,,,,,,29100,-0.18484168,0,97,44513,0.81,2.06,,,,,,,,,,
-0.0088902836618945,1.12,13795,0.98,0,29400,29400,,,,,,,-0.0005942086943170466,0.2,0.0,-0.0777350252866745,0.0001,485,0.16701040983200074,3.7500635e-05,0.2929134964942932,0.07035206258296967
,,,,,,29400,-0.22454438,0,98,44927,0.83,2.03,,,,,,,,,,
-0.009333469127304851,1.16,13948,1.0,0,29700,29700,,,,,,,-2.2252052890081586e-05,0.2,0.0,-0.07274194955825805,0.0001,490,0.18992067068815233,1.501292e-06,0.24642741680145264,0.05834999307990074
,,,,,,29700,-0.19883973000000002,0,99,45332,0.84,1.93,,,,,,,,,,
-0.007337536625564098,1.1,14098,0.98,0,30000,30000,,,,,,,-0.000174648882398003,0.2,0.0,-0.07312431961297988,0.0001,495,0.17670484751462937,1.2030147e-05,0.25805985927581787,0.08162480592727661
,,,,,,30000,-0.21076143999999997,0,100,45754,0.83,1.93,,,,,,,,,,
-0.02973866174928844,1.2,14247,0.98,0,30300,30300,,,,,,,-6.897437951096208e-05,0.2,0.0,-0.07120996356010437,0.0001,500,0.18459130704402923,3.1512232e-06,0.24478459358215332,0.07375873625278473
,,,,,,30300,-0.22315065999999997,0,101,46166,0.79,2.12,,,,,,,,,,
-0.09416157342959196,1.46,14396,0.92,0,30600,30600,,,,,,,-0.0004211045445251216,0.2,0.003068181872367859,-0.0751347604393959,0.0001,505,0.18700677812099456,0.00055886834,0.23655730485916138,0.06843500584363937
,,,,,,30600,-0.20336814,0,102,46673,0.81,2.06,,,,,,,,,,
-0.09448518480174244,1.56,14542,0.92,0,30900,30900,,,,,,,-0.0005425051497284982,0.2,0.0,-0.07607571631669999,0.0001,510,0.1545962518453598,7.7040495e-05,0.2610068917274475,0.06165061146020889
,,,,,,30900,-0.16086032,0,103,47121,0.87,1.88,,,,,,,,,,
-0.02815984517801553,1.12,14699,0.98,0,31200,31200,,,,,,,-0.0002374607628604508,0.2,0.0,-0.06639544159173966,0.0001,515,0.16377865225076677,1.2721308e-05,0.2860516905784607,0.07040274143218994
,,,,,,31200,-0.18715501999999998,0,104,47525,0.84,1.86,,,,,,,,,,
-0.05098474802449346,1.32,14850,0.96,0,31500,31500,,,,,,,-6.760393015326826e-05,0.2,0.000625,-0.07110446721315383,0.0001,520,0.1560111278295517,0.0002301719,0.31716102361679077,0.07631933689117432
,,,,,,31500,-0.19115952,0,105,47935,0.84,2.01,,,,,,,,,,
-0.05024917240254581,1.3,15022,0.94,0,31800,31800,,,,,,,-0.00010667406869249162,0.2,0.0,-0.06632588177919388,0.0001,525,0.1998561930656433,4.792586e-06,0.11758542060852051,0.1079699918627739
,,,,,,31800,-0.13574719,0,106,48342,0.89,1.7,,,,,,,,,,
-0.04994706121739,1.28,15176,0.96,0,32100,32100,,,,,,,-0.00012122470208211666,0.2,0.0,-0.06588239759206772,0.0001,530,0.15829847306013106,7.3246656e-06,0.2578176259994507,0.07710932940244675
,,,,,,32100,-0.20592175999999998,0,107,48764,0.83,1.91,,,,,,,,,,
-0.09541938641574234,1.48,15342,0.92,0,32400,32400,,,,,,,-2.4097124727262553e-06,0.2,0.0,-0.06863149046897889,0.0001,535,0.1656372293829918,6.2561173e-07,0.28970837593078613,0.08580046892166138
,,,,,,32400,-0.18875823,0,108,49213,0.84,1.9,,,,,,,,,,
-0.008831852441653609,1.2,15495,1.0,0,32700,32700,,,,,,,-1.8138709375392636e-06,0.2,0.0,-0.06906263500452042,0.0001,540,0.15536043405532837,9.275973e-08,0.35718727111816406,0.08322079479694366
,,,,,,32700,-0.16507707,0,109,49618,0.86,1.79,,,,,,,,,,
-0.027768113687634467,1.14,15660,0.98,0,33000,33000,,,,,,,-3.3697860754671186e-05,0.2,0.0,-0.06847052782773971,0.0001,545,0.15038949489593506,2.158535e-06,0.33269572257995605,0.059962742030620575
,,,,,,33000,-0.12607133,0,110,50050,0.87,1.82,,,,,,,,,,
-0.02967932595871389,1.26,15808,0.96,0,33300,33300,,,,,,,-0.00017983684496186925,0.2,0.0,-0.06844213962554932,0.0001,550,0.16159094601869584,2.5736354e-05,0.2079574465751648,0.09724012017250061
,,,,,,33300,-0.23923500999999997,0,111,50458,0.82,2.05,,,,,,,,,,
-0.03025391699746251,1.22,15956,0.96,0,33600,33600,,,,,,,-7.927392519455623e-05,0.2,0.0,-0.07103246510028839,0.0001,555,0.1827867341041565,4.0316954e-06,0.26031750440597534,0.07956405729055405
,,,,,,33600,-0.21533525,0,112,50867,0.85,2.03,,,,,,,,,,
-0.05099738347809762,1.24,16097,0.96,0,33900,33900,,,,,,,-0.0002002061292230195,0.2,0.0,-0.07326349198818206,0.0001,560,0.1484611314535141,2.377294e-05,0.42681455612182617,0.04937168210744858
,,,,,,33900,-0.21985280999999993,0,113,51288,0.83,1.99,,,,,,,,,,
-0.05009243741165847,1.22,16248,0.96,0,34200,34200,,,,,,,-0.000489392241208435,0.2,0.0,-0.07753500550985336,0.0001,565,0.17955628782510757,7.376131e-05,0.3095858097076416,0.08462738245725632
,,,,,,34200,-0.18848111,0,114,51707,0.84,2.02,,,,,,,,,,
-0.07393500964157283,1.36,16409,0.94,0,34500,34500,,,,,,,-0.00036227778161190827,0.2,0.000625,-0.08109019070863724,0.0001,570,0.19192271769046784,0.00012175627,0.20341473817825317,0.10673577338457108
,,,,,,34500,-0.18671781000000004,0,115,52165,0.84,1.9,,,,,,,,,,
-0.031133184041827917,1.22,16569,0.98,0,34800,34800,,,,,,,-0.0012448647043629534,0.2,0.0025,-0.07977206826210022,0.0001,575,0.15346660494804382,0.0065013,0.34693533182144165,0.06916836649179459
,,,,,,34800,-0.16390177,0,116,52612,0.88,1.79,,,,,,,,,,
-0.054227179531008,1.38,16737,0.96,0,35100,35100,,,,,,,-0.00022443543738603466,0.2,0.0,-0.07645854353904724,0.0001,580,0.13598499596118926,1.0604276e-05,0.44212037324905396,0.052251577377319336
,,,,,,35100,-0.13178822999999998,0,117,53038,0.88,1.77,,,,,,,,,,
-0.07091690960805863,1.38,16884,0.92,0,35400,35400,,,,,,,-0.00015711827036291482,0.2,0.0,-0.07797155559062957,0.0001,585,0.153810992538929,1.113452e-05,0.1744692325592041,0.06084336340427399
,,,,,,35400,-0.21625753,0,118,53469,0.8,2.04,,,,,,,,,,
-0.09393602014984935,1.5,17015,0.88,0,35700,35700,,,,,,,-0.0006159537711987184,0.2,0.0,-0.07807696610689163,0.0001,590,0.19510794281959534,7.86154e-05,0.12921583652496338,0.11721530556678772
,,,,,,35700,-0.26680228999999994,0,119,53906,0.77,2.31,,,,,,,,,,
-0.05135889543686062,1.36,17156,0.94,0,36000,36000,,,,,,,-0.0004347717406399454,0.2,0.0,-0.0720593038201332,0.0001,595,0.202902792096138,2.3880788e-05,0.25427931547164917,0.06532981991767883
,,,,,,36000,-0.27815919,0,120,54355,0.75,2.14,,,,,,,,,,
-0.07637059357948602,1.32,17322,0.94,0,36300,36300,,,,,,,-2.5766139692962042e-06,0.2,0.0,-0.0696633791923523,0.0001,600,0.17884368538856507,5.401671e-08,0.3099020719528198,0.07710134238004684
,,,,,,36300,-0.15090615,0,121,54803,0.87,1.72,,,,,,,,,,
-0.06083938665688038,1.34,17478,0.96,0,36600,36600,,,,,,,-9.717751326123292e-05,0.2,0.0,-0.0712022379040718,0.0001,605,0.17298851191997527,1.3663196e-05,0.211192786693573,0.055264513939619064
,,,,,,36600,-0.22698202,0,122,55241,0.78,2.07,,,,,,,,,,
-0.008593953964300453,1.14,17629,1.0,0,36900,36900,,,,,,,-0.0002536729322111242,0.2,0.0,-0.07411678820848465,0.0001,610,0.15904824316501617,1.6162918e-05,0.2741091847419739,0.059330154210329056
,,,,,,36900,-0.12453605,0,123,55659,0.85,2.04,,,,,,,,,,
-0.008334837555885315,1.16,17777,1.0,0,37200,37200,,,,,,,-0.0003489753757391867,0.2,0.0,-0.07704333394765854,0.0001,615,0.1258077323436737,1.3955496e-05,0.3159058690071106,0.047356341034173965
,,,,,,37200,-0.19124364,0,124,56070,0.82,1.87,,,,,,,,,,
-0.054530364288948474,1.56,17922,0.94,0,37500,37500,,,,,,,-1.794830475247977e-05,0.2,0.0,-0.0761611133813858,0.0001,620,0.15437403500080107,9.4489615e-06,0.36644822359085083,0.0831606537103653
,,,,,,37500,-0.21918841000000003,0,125,56534,0.83,2.0,,,,,,,,,,
-0.050996763505972924,1.22,18070,0.96,0,37800,37800,,,,,,,-0.00012458292944003802,0.2,0.0,-0.07637094885110855,0.0001,625,0.1737692314386368,7.992559e-06,0.28690671920776367,0.09669371694326401
,,,,,,37800,-0.14889875999999996,0,126,56974,0.84,2.0,,,,,,,,,,
-0.006462299353443086,1.0,18222,1.0,0,38100,38100,,,,,,,-0.0003267466001852881,0.2,0.0,-0.07372799694538117,0.0001,630,0.17244849860668182,4.339398e-05,0.16439390182495117,0.059324752539396286
,,,,,,38100,-0.23250178999999999,0,127,57379,0.8,2.04,,,,,,,,,,
-0.07962706850841642,1.5,18375,0.92,0,38400,38400,,,,,,,-0.00042027600786866516,0.2,0.0,-0.0733883735537529,0.0001,635,0.19400910913944244,3.1199677e-05,0.17737382650375366,0.09339743107557297
,,,,,,38400,-0.20332822,0,128,57863,0.81,1.97,,,,,,,,,,
-0.09441027530469,1.42,18519,0.92,0,38700,38700,,,,,,,-0.00039169867776905676,0.2,0.0,-0.06863819003105164,0.0001,640,0.16921545803546906,4.4002383e-05,0.30056941509246826,0.1022709533572197
,,,,,,38700,-0.21676563999999998,0,129,58312,0.81,2.0,,,,,,,,,,
-0.07586137050762773,1.26,18665,0.94,0,39000,39000,,,,,,,-0.00015461792328004266,0.2,0.0,-0.06572982877492904,0.0001,645,0.1920495718717575,9.819492e-06,0.27370935678482056,0.06711934506893158
,,,,,,39000,-0.26118069,0,130,58745,0.81,2.09,,,,,,,,,,
-0.07703317060135305,1.36,18826,0.94,0,39300,39300,,,,,,,-3.436999056827261e-05,0.2,0.0,-0.06641075044870376,0.0001,650,0.17182081431150437,2.2884458e-06,0.3356078267097473,0.06470398604869843
,,,,,,39300,-0.16993888999999998,0,131,59173,0.87,1.9,,,,,,,,,,
-0.11382624850608408,1.46,18980,0.9,0,39600,39600,,,,,,,-2.815472811334985e-08,0.2,0.0,-0.06532120048999786,0.0001,655,0.15013736426830293,0.0,0.3821389675140381,0.06625588238239288
,,,,,,39600,-0.25922850000000003,0,132,59613,0.8,2.09,,,,,,,,,,
-0.1232253708690405,1.78,19122,0.9,0,39900,39900,,,,,,,-0.0003731790985065686,0.2,0.0,-0.06656101435422897,0.0001,660,0.17376042813062667,5.2890555e-05,0.28879404067993164,0.06052810698747635
,,,,,,39900,-0.2668730899999999,0,133,60059,0.77,2.19,,,,,,,,,,
-0.050870847767218945,1.38,19278,0.96,0,40200,40200,,,,,,,-0.0001297033279182358,0.2,0.0,-0.07019304275512696,0.0001,665,0.1893622788786888,2.1928345e-05,0.22719740867614746,0.05744230002164841
,,,,,,40200,-0.16892340999999994,0,134,60492,0.85,1.85,,,,,,,,,,
-0.0312795645557344,1.4,19444,0.98,0,40500,40500,,,,,,,-0.000992971090917365,0.2,0.0,-0.06998781085014344,0.0001,670,0.16121401250362397,0.00012066646,0.25434720516204834,0.04872765764594078
,,,,,,40500,-0.10531411,0,135,60912,0.9,1.68,,,,,,,,,,
-0.11403528977185488,1.46,19606,0.9,0,40800,40800,,,,,,,-0.0004164558835328691,0.2,0.0,-0.06215585276484489,0.0001,675,0.16581528156995773,4.3023938e-05,0.20073002576828003,0.09521620720624924
,,,,,,40800,-0.16733655,0,136,61369,0.86,1.8,,,,,,,,,,
-0.05334288150072098,1.42,19754,0.96,0,41100,41100,,,,,,,-0.00018150659127208257,0.2,0.0,-0.05943672344088555,0.0001,680,0.16774802774190903,1.2081861e-05,0.274026095867157,0.058667950332164764
,,,,,,41100,-0.2427066,0,137,61824,0.8,2.07,,,,,,,,,,
-0.07235928534064442,1.44,19900,0.94,0,41400,41400,,,,,,,-0.0004176897504790844,0.2,0.0,-0.06182496070861816,0.0001,685,0.15778689265251158,6.080214e-05,0.34960871934890747,0.07699369639158249
,,,,,,41400,-0.28744006,0,138,62255,0.76,2.22,,,,,,,,,,
-0.03334515736438334,1.38,20044,0.98,0,41700,41700,,,,,,,-2.6236203751750508e-08,0.2,0.0,-0.06578880220651627,0.0001,690,0.18575800061225892,5.9604645e-08,0.2428150177001953,0.0658581480383873
,,,,,,41700,-0.20205022000000003,0,139,62712,0.82,2.07,,,,,,,,,,
-0.050850469563156364,1.26,20205,0.94,0,42000,42000,,,,,,,-0.0008002974871885726,0.2,0.0,-0.06445464015007019,0.0001,695,0.1764983916282654,0.000110244044,0.16524237394332886,0.07350394874811172
,,,,,,42000,-0.18885535999999997,0,140,63138,0.87,1.89,,,,,,,,,,
-0.07684671934694051,1.48,20362,0.94,0,42300,42300,,,,,,,9.718943818626258e-08,0.2,0.0,-0.059394629448652266,0.0001,700,0.18617966145277023,1.1920929e-07,0.17720407247543335,0.07967888563871384
,,,,,,42300,-0.18621778999999997,0,141,63570,0.8,2.0,,,,,,,,,,
-0.050234956624917684,1.34,20506,0.96,0,42600,42600,,,,,,,-0.0002637068082744065,0.2,0.0,-0.05955678880214691,0.0001,705,0.1606273192167282,1.7870489e-05,0.3047429323196411,0.0537630133330822
,,,,,,42600,-0.22965036000000003,0,142,64001,0.78,2.07,,,,,,,,,,
-0.029351141224615275,1.14,20657,0.98,0,42900,42900,,,,,,,-0.00024220007049734703,0.2,0.0,-0.06089943990111351,0.0001,710,0.15562330126762391,2.2201799e-05,0.34449678659439087,0.07012566179037094
,,,,,,42900,-0.25859368,0,143,64448,0.81,2.02,,,,,,,,,,
-0.07822349016554654,1.64,20811,0.92,0,43200,43200,,,,,,,-0.0011911901967050654,0.2,0.001875,-0.055178134739398955,0.0001,715,0.19466509640216828,0.0002652966,0.28489118814468384,0.09963026642799377
,,,,,,43200,-0.23151647,0,144,64927,0.82,1.97,,,,,,,,,,
-0.04927174816839397,1.26,20965,0.96,0,43500,43500,,,,,,,-0.0003008836881377874,0.2,0.0,-0.05004817634820938,0.0001,720,0.17005745857954024,2.8955004e-05,0.2878339886665344,0.048757899552583694
,,,,,,43500,-0.23133401000000003,0,145,65349,0.81,1.95,,,,,,,,,,
-0.09860463201068342,1.58,21137,0.92,0,43800,43800,,,,,,,2.3157088592569152e-05,0.2,0.0,-0.04830327048897743,0.0001,725,0.16012565344572066,6.806105e-07,0.3249775171279907,0.03894347697496414
,,,,,,43800,-0.11633699,0,146,65819,0.92,1.59,,,,,,,,,,
-0.07691023115068674,1.42,21299,0.94,0,44100,44100,,,,,,,-2.9961509201541504e-05,0.2,0.0,-0.04881621614098549,0.0001,730,0.15814036399126052,2.2619963e-06,0.33319932222366333,0.11040495336055756
,,,,,,44100,-0.19365819000000006,0,147,66258,0.84,1.89,,,,,,,,,,
-0.053220867533236745,1.46,21441,0.92,0,44400,44400,,,,,,,1.0366483779833402e-06,0.2,0.0,-0.04953202858567238,0.0001,735,0.18170461058616638,5.9604646e-09,0.20441371202468872,0.08395851403474808
,,,,,,44400,-0.21806099,0,148,66683,0.83,2.14,,,,,,,,,,
-0.052376416474580766,1.4,21596,0.94,0,44700,44700,,,,,,,-9.184954303648852e-05,0.2,0.0,-0.04885126158595085,0.0001,740,0.20694343090057374,1.5465524e-05,0.17348891496658325,0.10835246741771698
,,,,,,44700,-0.18499381000000004,0,149,67122,0.83,1.91,,,,,,,,,,
-0.05233614707831293,1.38,21757,0.96,0,45000,45000,,,,,,,-0.0003489252245611851,0.2,0.0025,-0.049607825875282285,0.0001,745,0.1595679533481598,0.00011633821,0.32259994745254517,0.07006701827049255
,,,,,,45000,-0.12997788000000002,0,150,67559,0.88,1.95,,,,,,,,,,
-0.09672047027386725,1.48,21910,0.92,0,45300,45300,,,,,,,-0.0004497233769887643,0.2,0.0,-0.048019409477710724,0.0001,750,0.15285862356424332,7.010154e-05,0.05990546941757202,0.0658949539065361
,,,,,,45300,-0.16004618,0,151,68010,0.84,1.91,,,,,,,,,,
-0.07165346676018089,1.42,22053,0.94,0,45600,45600,,,,,,,-0.0005277651830296292,0.2,0.0,-0.04507519453763962,0.0001,755,0.17725010395050048,5.083871e-05,0.10997366905212402,0.06937001645565033
,,,,,,45600,-0.23317911000000002,0,152,68463,0.81,2.18,,,,,,,,,,
-0.029573035859502852,1.26,22212,0.98,0,45900,45900,,,,,,,5.753097502754656e-05,0.2,0.0,-0.04386200353503227,0.0001,760,0.1779298675060272,2.1489336e-06,0.20107585191726685,0.07482317090034485
,,,,,,45900,-0.19775378,0,153,68903,0.86,1.94,,,,,,,,,,
-0.030380287133157255,1.28,22359,0.96,0,46200,46200,,,,,,,-0.00031204062455827855,0.2,0.0,-0.04313251152634621,0.0001,765,0.1886547589302063,2.4034827e-05,0.25936323404312134,0.07668133825063705
,,,,,,46200,-0.16925102,0,154,69332,0.83,2.06,,,,,,,,,,
-0.009660644028335809,1.26,22516,0.98,0,46500,46500,,,,,,,-8.652056126180696e-05,0.2,0.0,-0.04112806975841522,0.0001,770,0.14762912899255753,8.580461e-06,0.2384779453277588,0.06042853742837906
,,,,,,46500,-0.24996793,0,155,69795,0.82,2.09,,,,,,,,,,
-0.032608823175542055,1.16,22670,0.98,0,46800,46800,,,,,,,-5.783181298912865e-06,0.2,0.0,-0.04280226960778236,0.0001,775,0.19540688931941985,1.0244548e-06,0.22685682773590088,0.11182021349668503
,,,,,,46800,-0.20201477,0,156,70244,0.82,1.97,,,,,,,,,,
-0.053905492387712,1.52,22825,0.92,0,47100,47100,,,,,,,-0.0003428572265445684,0.2,0.0,-0.04448522374033928,0.0001,780,0.18424319863319397,1.5578791e-05,0.19138097763061523,0.08362700045108795
,,,,,,47100,-0.22004117999999998,0,157,70712,0.84,1.88,,,,,,,,,,
-0.07772990062367172,1.52,22973,0.92,0,47400,47400,,,,,,,-0.00016131781020455092,0.2,0.0,-0.043527707755565644,0.0001,785,0.18085531771183014,1.2688339e-05,0.28169524669647217,0.07466112077236176
,,,,,,47400,-0.19994840000000003,0,158,71160,0.85,1.95,,,,,,,,,,
-0.11294902667868882,1.5,23129,0.9,0,47700,47700,,,,,,,5.721346559965923e-06,0.2,0.0,-0.041284516900777814,0.0001,790,0.1601024189591408,1.6018748e-07,0.3402802348136902,0.09436588734388351
,,,,,,47700,-0.17796198000000005,0,159,71621,0.82,2.0,,,,,,,,,,
-0.05344686267897487,1.4,23279,0.94,0,48000,48000,,,,,,,-8.801379325699798e-05,0.2,0.0,-0.04060685217380524,0.0001,795,0.15966141372919082,5.8120118e-06,0.1966872215270996,0.08287454396486282
,,,,,,48000,-0.17620747,0,160,72070,0.84,1.95,,,,,,,,,,
-0.10866435543168336,1.5,23431,0.92,0,48300,48300,,,,,,,-0.00046777684209793336,0.2,0.0,-0.03942472994327545,0.0001,800,0.1739106798171997,2.7385726e-05,0.33711332082748413,0.11178304255008698
,,,,,,48300,-0.19587713999999998,0,161,72527,0.85,2.01,,,,,,,,,,
-0.0506364010181278,1.26,23577,0.96,0,48600,48600,,,,,,,-0.00017893381751733274,0.2,0.0,-0.03980671733617783,0.0001,805,0.1626392921805382,1.9992516e-05,0.32488858699798584,0.07107541710138321
,,,,,,48600,-0.19467167000000005,0,162,72959,0.83,2.07,,,,,,,,,,
-0.00893754485063255,1.22,23738,0.98,0,48900,48900,,,,,,,-0.0007077212563439872,0.2,0.000625,-0.04253885686397552,0.0001,810,0.17630376935005188,6.736312e-05,0.24938511848449707,0.08554038405418396
,,,,,,48900,-0.16961438999999998,0,163,73373,0.87,1.86,,,,,,,,,,
-0.051477448302321135,1.36,23890,0.94,0,49200,49200,,,,,,,8.331103984460242e-10,0.2,0.0,-0.04480312690138817,0.0001,815,0.1338837242126465,0.0,0.3639528155326843,0.04444246366620064
,,,,,,49200,-0.22130981000000002,0,164,73802,0.83,2.0,,,,,,,,,,
-0.0508178633172065,1.36,24034,0.96,0,49500,49500,,,,,,,-0.00011345201616418166,0.2,0.0,-0.044743696451187136,0.0001,820,0.14552748769521714,8.165278e-06,0.40562140941619873,0.10600686818361282
,,,,,,49500,-0.20848148000000002,0,165,74257,0.81,2.17,,,,,,,,,,
-0.03562638401985169,1.22,24183,0.98,0,49800,49800,,,,,,,-1.960179996132183e-06,0.2,0.0,-0.04408324584364891,0.0001,825,0.17966388463973998,1.1595813e-07,0.2196548581123352,0.06505914777517319
,,,,,,49800,-0.16597935000000003,0,166,74719,0.84,1.86,,,,,,,,,,
-0.09655984774697572,1.6,24334,0.88,0,50100,50100,,,,,,,-0.0001916477084159851,0.2,0.0,-0.043968809098005296,0.0001,830,0.1554896479845047,2.0841882e-05,0.22755444049835205,0.07589296996593475
,,,,,,50100,-0.19563662,0,167,75178,0.82,2.04,,,,,,,,,,
-0.029059411408379674,1.18,24482,0.98,0,50400,50400,,,,,,,-0.0014210536898201552,0.2,0.0,-0.041441557556390764,0.0001,835,0.18581612944602965,0.00017096978,0.09546661376953125,0.0634530633687973
,,,,,,50400,-0.13119816,0,168,75645,0.84,1.92,,,,,,,,,,
-0.09943837461527437,1.56,24637,0.9,0,50700,50700,,,,,,,-0.0003525344518395457,0.2,0.0,-0.037312034070491794,0.0001,840,0.1561023885011673,2.0904467e-05,0.2768421769142151,0.06640411913394928
,,,,,,50700,-0.22162509000000002,0,169,76114,0.85,1.9,,,,,,,,,,
-0.0524834272544831,1.34,24789,0.96,0,51000,51000,,,,,,,-4.1462481021881106e-08,0.2,0.0,-0.036674977838993074,0.0001,845,0.2107123476266861,0.0,0.2226157784461975,0.1293662190437317
,,,,,,51000,-0.15732757,0,170,76556,0.87,1.96,,,,,,,,,,
-0.027702017165720464,1.14,24933,0.98,0,51300,51300,,,,,,,-0.0004067697977139062,0.2,0.0,-0.03627634882926941,0.0001,850,0.16455556333065033,2.1380558e-05,0.26431161165237427,0.07732643932104111
,,,,,,51300,-0.22234136000000004,0,171,76991,0.82,2.0,,,,,,,,,,
-0.10114521631505341,1.5,25073,0.9,0,51600,51600,,,,,,,-1.658092838141556e-08,0.2,0.0,-0.03572224661707878,0.0001,855,0.18932273119688034,0.0,0.23178035020828247,0.07565716654062271
,,,,,,51600,-0.21109638,0,172,77433,0.78,2.14,,,,,,,,,,
-0.09049900692887604,1.36,25219,0.92,0,51900,51900,,,,,,,-0.0003349678212014595,0.2,0.0,-0.03544960454106331,0.0001,860,0.18342041820287705,2.4331734e-05,0.1545996069908142,0.09880223125219345
,,,,,,51900,-0.23622946999999997,0,173,77889,0.85,2.06,,,,,,,,,,
-0.18054546979255975,1.88,25384,0.82,0,52200,52200,,,,,,,2.5058395483448236e-05,0.2,0.0,-0.03503881797194481,0.0001,865,0.19942253470420837,1.5556813e-06,0.25850075483322144,0.10513634234666824
,,,,,,52200,-0.13054254,0,174,78380,0.88,1.75,,,,,,,,,,
-0.037494647619314495,1.38,25556,0.96,0,52500,52500,,,,,,,-3.1935899258428436e-09,0.2,0.0,-0.03524645209312439,0.0001,870,0.14974912196397783,0.0,0.3467819094657898,0.07415823638439178
,,,,,,52500,-0.19556030999999996,0,175,78861,0.84,1.88,,,,,,,,,,
-0.010209485087543727,1.28,25714,1.0,0,52800,52800,,,,,,,-3.925101168533729e-09,0.2,0.0,-0.03529931128025055,0.0001,875,0.1425299122929573,0.0,0.36059415340423584,0.054294977337121964
,,,,,,52800,-0.18830866000000002,0,176,79321,0.83,1.89,,,,,,,,,,
