eval/mean_reward,env/current_idx,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/policy_gradient_loss
,,,,8280,,,-0.19471889,276,0.82,2.02,0,33496,,,,,,,,,,
-0.029892498315311967,4025,1.22,0.98,8310,8310,0,,,,,,,0.0,2760,0.15472391694784166,0.06593095511198044,0.0001,0.0488896369934082,-0.125175029784441,0.00018844605,0.2,-0.0012120850953700746
,,,,8310,,,-0.15964188999999998,277,0.83,1.97,0,33610,,,,,,,,,,
-0.054895946444012224,4041,1.36,0.94,8340,8340,0,,,,,,,0.0,2770,0.15365757644176484,0.0661606714129448,0.0001,0.3461305499076843,-0.13052573800086975,1.3311704e-07,0.2,-6.3314039873141326e-06
,,,,8340,,,-0.18916611,278,0.83,1.93,0,33726,,,,,,,,,,
-0.028790555018931626,4054,1.22,0.96,8370,8370,0,,,,,,,0.0,2780,0.2136632725596428,0.09450678527355194,0.0001,0.4286695122718811,-0.1279808387160301,0.0,0.2,6.332993573998635e-07
,,,,8370,,,-0.22876692,279,0.81,1.98,0,33839,,,,,,,,,,
-0.008754526264965534,4071,1.16,1.0,8400,8400,0,,,,,,,0.026666668057441712,2790,0.11936902329325676,0.048737190663814545,0.0001,0.61865234375,-0.17182894945144653,0.02954752,0.2,-0.0036546001691991846
,,,,8400,,,-0.22483797,280,0.81,2.0,0,33943,,,,,,,,,,
-0.05411858898587525,4085,1.34,0.96,8430,8430,0,,,,,,,0.0,2800,0.29964706003665925,0.13708756864070892,0.0001,-0.10527622699737549,-0.1305217042565346,3.182093e-05,0.2,-0.000854128356611028
,,,,8430,,,-0.21399364999999995,281,0.82,1.97,0,34058,,,,,,,,,,
-0.09591094405390323,4105,1.54,0.92,8460,8460,0,,,,,,,0.0,2810,0.14513337463140488,0.05706700310111046,0.0001,0.30917567014694214,-0.14434048235416413,2.6033322e-05,0.2,-0.0001573723531450355
,,,,8460,,,-0.20049489999999998,282,0.82,1.96,0,34191,,,,,,,,,,
-0.05016288388520479,4119,1.22,0.96,8490,8490,0,,,,,,,0.0,2820,0.08101057037711143,0.025071287527680397,0.0001,-0.6600269079208374,-0.1564302399754524,0.00018568635,0.2,-0.0006855953247577595
,,,,8490,,,-0.21045136000000003,283,0.83,1.95,0,34302,,,,,,,,,,
-0.09559932283125817,4132,1.5,0.92,8520,8520,0,,,,,,,0.0,2830,0.10568965449929238,0.044943954795598984,0.0001,0.562609076499939,-0.14230549335479736,3.6460162e-05,0.2,-0.00013345748056354801
,,,,8520,,,-0.18370819000000002,284,0.84,1.95,0,34436,,,,,,,,,,
-0.0949315025517717,4145,1.44,0.9,8550,8550,0,,,,,,,0.0,2840,0.10555972307920455,0.03866403177380562,0.0001,0.3197213411331177,-0.12280323654413224,1.9868216e-09,0.2,-2.8256873280607663e-05
,,,,8550,,,-0.18380533999999998,285,0.84,1.96,0,34579,,,,,,,,,,
-0.030151057266630234,4160,1.2,0.98,8580,8580,0,,,,,,,0.0,2850,0.23782898038625716,0.0867983028292656,0.0001,0.39618897438049316,-0.1294158548116684,3.576279e-08,0.2,1.2036562026596088e-05
,,,,8580,,,-0.18996446999999997,286,0.83,1.97,0,34698,,,,,,,,,,
-0.12418716539163142,4173,1.66,0.88,8610,8610,0,,,,,,,0.023333334550261497,2860,0.13731889426708221,0.053053151816129684,0.0001,0.40063273906707764,-0.1522354155778885,0.0027254978,0.2,-0.0050328972555385935
,,,,8610,,,-0.19144207,287,0.81,2.05,0,34833,,,,,,,,,,
-0.07642807303462178,4191,1.48,0.9,8640,8640,0,,,,,,,0.01666666753590107,2870,0.27675601840019226,0.11725905537605286,0.0001,-0.5360308885574341,-0.22551191002130508,0.0064541004,0.2,-0.0014679370286951876
,,,,8640,,,-0.18799108,288,0.82,2.0,0,34956,,,,,,,,,,
-0.05675227699801326,4203,1.5,0.94,8670,8670,0,,,,,,,0.0,2880,0.14930650144815444,0.06634056568145752,0.0001,0.260994017124176,-0.11472746431827545,2.8212864e-07,0.2,1.8217364825900974e-05
,,,,8670,,,-0.21949875000000002,289,0.79,2.13,0,35076,,,,,,,,,,
-0.11681293216068298,4214,1.62,0.9,8700,8700,0,,,,,,,0.0,2890,0.2658236429095268,0.10220254212617874,0.0001,0.15427899360656738,-0.1106420874595642,9.453297e-06,0.2,-0.00021372556357803773
,,,,8700,,,-0.2210676,290,0.78,2.17,0,35195,,,,,,,,,,
-0.07362701729405671,4238,1.28,0.94,8730,8730,0,,,,,,,0.0,2900,0.20005003362894058,0.09322500973939896,0.0001,0.3196532726287842,-0.10758144110441208,3.973643e-09,0.2,-4.518032078237866e-07
,,,,8730,,,-0.17675217000000004,291,0.82,1.94,0,35310,,,,,,,,,,
-0.05937548159155995,4262,1.48,0.92,8760,8760,0,,,,,,,0.0,2910,0.1751624658703804,0.0617862343788147,0.0001,-0.7004436254501343,-0.14341952055692672,2.1855037e-07,0.2,-1.055796943738585e-06
,,,,8760,,,-0.12798915,292,0.88,1.72,0,35434,,,,,,,,,,
-0.006876987302675843,4282,1.06,1.0,8790,8790,0,,,,,,,0.0,2920,0.10614053197205067,0.029879048466682434,0.0001,-52.511112213134766,-0.10798843502998352,0.0,0.2,-4.7226745962802853e-07
,,,,8790,,,-0.11563892,293,0.89,1.71,0,35532,,,,,,,,,,
-0.07310796723235398,4299,1.4,0.94,8820,8820,0,,,,,,,0.0,2930,0.07626906484365463,0.03675546497106552,0.0001,0.5051876902580261,-0.10674225389957429,0.0,0.2,-1.4088551121727022e-06
,,,,8820,,,-0.06136431999999999,294,0.93,1.58,0,35647,,,,,,,,,,
-0.058007249012589454,4311,1.32,0.96,8850,8850,0,,,,,,,0.0,2940,0.022034269571304322,0.00899821612983942,0.0001,-19.740137100219727,-0.11147798299789428,3.9140383e-07,0.2,-7.530381268523456e-05
,,,,8850,,,-0.10000384999999999,295,0.92,1.6,0,35761,,,,,,,,,,
-0.02824005366768688,4325,1.16,0.98,8880,8880,0,,,,,,,0.0,2950,0.49817884564399717,0.22887276113033295,0.0001,0.17359691858291626,-0.1071223959326744,0.0,0.2,1.2551744582367518e-06
,,,,8880,,,-0.10175861,296,0.92,1.66,0,35868,,,,,,,,,,
-0.11451763168908656,4342,1.54,0.9,8910,8910,0,,,,,,,0.0,2960,0.154041438549757,0.062032438814640045,0.0001,0.3425065875053406,-0.11869757845997811,1.4781951e-06,0.2,-0.00015544116147800935
,,,,8910,,,-0.11728394999999997,297,0.91,1.76,0,35985,,,,,,,,,,
-0.10131967784371226,4353,1.38,0.92,8940,8940,0,,,,,,,0.01666666753590107,2970,0.09768480211496353,0.03744468837976456,0.0001,0.2775304317474365,-0.16349069476127626,0.008727584,0.2,-0.004028419064318989
,,,,8940,,,-0.16799491000000003,298,0.87,1.9,0,36103,,,,,,,,,,
-0.10121908300556243,4369,1.48,0.92,8970,8970,0,,,,,,,0.0,2980,0.3430562525987625,0.1528385430574417,0.0001,0.08947175741195679,-0.11023893505334854,1.1920929e-07,0.2,-2.344648038032915e-06
,,,,8970,,,-0.21008323,299,0.84,2.0,0,36225,,,,,,,,,,
-0.05161823504604399,4380,1.28,0.96,9000,9000,0,,,,,,,0.0,2990,0.20461911112070083,0.0886918306350708,0.0001,0.23953109979629517,-0.11185193285346032,0.00017890334,0.2,-0.0018076730097527972
,,,,9000,,,-0.24248359,300,0.81,2.15,0,36330,,,,,,,,,,
-0.07294228387065232,4395,1.34,0.94,9030,9030,0,,,,,,,0.0,3000,0.2120246782898903,0.09490682184696198,0.0001,0.07913476228713989,-0.10570961087942124,2.3841858e-07,0.2,-3.417332763433478e-08
,,,,9030,,,-0.26326109,301,0.8,2.14,0,36453,,,,,,,,,,
-0.04947791646700352,4410,1.22,0.96,9060,9060,0,,,,,,,0.0,3010,0.18502906560897828,0.0788361132144928,0.0001,-0.011259078979492188,-0.10310250222682953,0.00048143664,0.2,-0.0033673393803959504
,,,,9060,,,-0.23850543000000002,302,0.82,2.07,0,36557,,,,,,,,,,
-0.03177628654520959,4425,1.36,0.96,9090,9090,0,,,,,,,0.0,3020,0.1009038157761097,0.039749875664711,0.0001,0.604902982711792,-0.09384453073143958,5.7617825e-07,0.2,5.1146746136154775e-06
,,,,9090,,,-0.24466660999999998,303,0.81,2.09,0,36670,,,,,,,,,,
-0.051402878700755536,4445,1.24,0.96,9120,9120,0,,,,,,,0.0,3030,0.12153108790516853,0.04249247908592224,0.0001,0.40781575441360474,-0.100454281270504,0.00077480276,0.2,-0.006245148146214597
,,,,9120,,,-0.23116282,304,0.82,2.03,0,36780,,,,,,,,,,
-0.12847249652724713,4458,1.62,0.9,9150,9150,0,,,,,,,0.0,3040,0.16683793812990189,0.07485807687044144,0.0001,-0.3019338846206665,-0.07850445285439492,3.7352245e-07,0.2,-7.84265500288761e-06
,,,,9150,,,-0.19084652,305,0.84,1.94,0,36915,,,,,,,,,,
-0.07136839792132378,4473,1.36,0.94,9180,9180,0,,,,,,,0.0,3050,0.26468646228313447,0.12069527059793472,0.0001,0.34563565254211426,-0.07976744621992111,8.0664955e-07,0.2,-8.841365568512671e-05
,,,,9180,,,-0.19513603999999998,306,0.83,1.99,0,37038,,,,,,,,,,
-0.05488601270131767,4486,1.36,0.94,9210,9210,0,,,,,,,0.0,3060,0.2083147868514061,0.08721328526735306,0.0001,-0.18317556381225586,-0.18778254240751266,6.426175e-05,0.2,-0.0005094912628798021
,,,,9210,,,-0.19747977000000003,307,0.83,1.98,0,37147,,,,,,,,,,
-0.09421997754368931,4498,1.52,0.92,9240,9240,0,,,,,,,0.0,3070,0.1601521775126457,0.06403631716966629,0.0001,0.45017319917678833,-0.07304914072155952,0.0,0.2,6.556511067401516e-09
,,,,9240,,,-0.20825772999999997,308,0.82,2.03,0,37288,,,,,,,,,,
-0.010602817200124263,4515,1.34,0.98,9270,9270,0,,,,,,,0.0,3080,0.1424105256795883,0.05964837968349457,0.0001,0.4128686189651489,-0.07368618324398994,5.2203734e-05,0.2,-0.00034838388916487163
,,,,9270,,,-0.1984319,309,0.83,1.98,0,37398,,,,,,,,,,
-0.03388715995941311,4531,1.4,0.98,9300,9300,0,,,,,,,0.0,3090,0.21329298466444016,0.09574117511510849,0.0001,0.04698538780212402,-0.13226058185100556,9.204944e-06,0.2,-0.00016489317126495707
,,,,9300,,,-0.22083383999999998,310,0.81,1.98,0,37529,,,,,,,,,,
-0.0946636520884931,4551,1.5,0.92,9330,9330,0,,,,,,,0.030000001564621924,3100,0.10699339658021927,0.028965696692466736,0.0001,0.5908269882202148,-0.13945282548666,0.05342783,0.2,-0.014350826951364581
,,,,9330,,,-0.22250974999999992,311,0.81,2.0,0,37655,,,,,,,,,,
-0.07496957893017679,4567,1.28,0.94,9360,9360,0,,,,,,,0.0,3110,0.08038835674524307,0.0315350778400898,0.0001,0.7594454884529114,-0.13989312648773194,0.0004334132,0.2,-0.0011549718931685772
,,,,9360,,,-0.21905095,312,0.83,1.89,0,37757,,,,,,,,,,
-0.052945279059931634,4577,1.32,0.94,9390,9390,0,,,,,,,0.0,3120,0.19912367910146714,0.08449983596801758,0.0001,0.47823816537857056,-0.0789631612598896,3.7431717e-05,0.2,-0.000723201235111226
,,,,9390,,,-0.21769994,313,0.82,1.98,0,37867,,,,,,,,,,
-0.009735564766451717,4592,1.22,1.0,9420,9420,0,,,,,,,0.0,3130,0.2549505367875099,0.1063043624162674,0.0001,-0.529604434967041,-0.08119533509016037,5.9604645e-08,0.2,3.5474697996917824e-07
,,,,9420,,,-0.20019558000000004,314,0.82,1.94,0,37977,,,,,,,,,,
-0.07410885186865926,4609,1.42,0.92,9450,9450,0,,,,,,,0.0,3140,0.12719457373023033,0.04266013950109482,0.0001,-1.4542064666748047,-0.08249034062027931,1.9498666e-05,0.2,-0.00038131614693455164
,,,,9450,,,-0.16501525,315,0.85,1.84,0,38090,,,,,,,,,,
-0.09194997069425881,4622,1.4,0.92,9480,9480,0,,,,,,,0.0,3150,0.1433127850294113,0.06492216140031815,0.0001,0.04245913028717041,-0.08332544490695,1.1920929e-08,0.2,1.7762183821545818e-07
,,,,9480,,,-0.19364716,316,0.83,1.95,0,38210,,,,,,,,,,
-0.07458243345841765,4635,1.5,0.94,9510,9510,0,,,,,,,0.0,3160,0.23521091938018798,0.10292471200227737,0.0001,0.17152875661849976,-0.07916809841990471,0.0,0.2,1.47173801057221e-07
,,,,9510,,,-0.21927283999999997,317,0.81,2.0,0,38330,,,,,,,,,,
-0.032013767939060925,4650,1.14,0.98,9540,9540,0,,,,,,,0.0,3170,0.20217941999435424,0.07454144209623337,0.0001,0.34639060497283936,-0.07827393859624862,0.0,0.2,5.722045912648355e-08
,,,,9540,,,-0.23774722,318,0.79,2.1,0,38429,,,,,,,,,,
-0.05486772660631686,4665,1.24,0.96,9570,9570,0,,,,,,,0.0,3180,0.28815188109874723,0.13475573062896729,0.0001,-0.17756009101867676,-0.07911387234926223,0.0,0.2,-7.324417467202693e-07
,,,,9570,,,-0.24729568999999998,319,0.79,2.13,0,38540,,,,,,,,,,
-0.008970731250010432,4681,1.18,1.0,9600,9600,0,,,,,,,0.0,3190,0.3337056517601013,0.1457413136959076,0.0001,0.14750337600708008,-0.07734301537275315,0.00043743252,0.2,-0.0022298098461275727
,,,,9600,,,-0.24422973000000003,320,0.81,2.0,0,38643,,,,,,,,,,
-0.055223885425366465,4691,1.32,0.94,9630,9630,0,,,,,,,0.0,3200,0.11382440477609634,0.05280776694417,0.0001,0.5550527572631836,-0.07147983610630035,1.748403e-07,0.2,-4.7778088909211645e-06
,,,,9630,,,-0.28301778999999994,321,0.77,2.11,0,38759,,,,,,,,,,
-0.0916014237748459,4707,1.38,0.92,9660,9660,0,,,,,,,0.0,3210,0.2103461280465126,0.08147753030061722,0.0001,0.16082072257995605,-0.0678463637828827,0.00032529433,0.2,-0.0014583931332648348
,,,,9660,,,-0.29303046999999993,322,0.75,2.15,0,38871,,,,,,,,,,
-0.09380043861921877,4727,1.48,0.9,9690,9690,0,,,,,,,0.0,3220,0.10756451785564422,0.046080391854047775,0.0001,0.4811997413635254,-0.06291987374424934,1.1920929e-07,0.2,-1.025199895643425e-07
,,,,9690,,,-0.2380631,323,0.8,1.97,0,39003,,,,,,,,,,
-0.09930748761631548,4745,1.48,0.92,9720,9720,0,,,,,,,0.0,3230,0.1900181457400322,0.07835331559181213,0.0001,0.3619261384010315,-0.06445163860917091,0.0,0.2,-4.034241211314793e-07
,,,,9720,,,-0.19925362999999996,324,0.83,1.91,0,39127,,,,,,,,,,
-0.07214818059001118,4758,1.44,0.9,9750,9750,0,,,,,,,0.0,3240,0.14376375526189805,0.05743308365345001,0.0001,-0.35802149772644043,-0.06322357133030891,1.9868216e-09,0.2,-4.442234849655335e-06
,,,,9750,,,-0.18852318999999995,325,0.83,1.9,0,39244,,,,,,,,,,
-0.027416488947346808,4769,1.12,0.98,9780,9780,0,,,,,,,0.0,3250,0.1114252232015133,0.04465092346072197,0.0001,0.4104825258255005,-0.06066800951957703,0.0,0.2,-1.657456164516624e-06
,,,,9780,,,-0.20904345,326,0.8,2.0,0,39350,,,,,,,,,,
-0.0302393139898777,4785,1.22,0.98,9810,9810,0,,,,,,,0.0,3260,0.27935756742954254,0.10557018220424652,0.0001,0.2086605429649353,-0.06005357205867767,0.0,0.2,-4.0610631284465627e-07
,,,,9810,,,-0.21309131999999997,327,0.8,2.02,0,39464,,,,,,,,,,
-0.07556469407863915,4801,1.4,0.92,9840,9840,0,,,,,,,0.0,3270,0.15336475074291228,0.07045812159776688,0.0001,0.511084794998169,-0.060758539289236066,0.0,0.2,-2.531409248618388e-06
,,,,9840,,,-0.19465503,328,0.85,1.86,0,39582,,,,,,,,,,
-0.0932181451190263,4814,1.42,0.9,9870,9870,0,,,,,,,0.0,3280,0.18375383615493773,0.08015492558479309,0.0001,0.48317718505859375,-0.06209216080605984,2.537767e-05,0.2,-0.00019391933851995447
,,,,9870,,,-0.18945413,329,0.85,1.94,0,39709,,,,,,,,,,
-0.09505011422559619,4828,1.44,0.92,9900,9900,0,,,,,,,0.0,3290,0.16728238463401796,0.0685637965798378,0.0001,0.017365574836730957,-0.062244616076350213,5.9604646e-09,0.2,-8.310874306971527e-07
,,,,9900,,,-0.22842163000000004,330,0.81,2.06,0,39825,,,,,,,,,,
-0.06793746485374869,4839,1.38,0.96,9930,9930,0,,,,,,,0.0,3300,0.3376395791769028,0.15558402240276337,0.0001,-0.3318817615509033,-0.06337432935833931,0.0,0.2,1.0450681218188151e-07
,,,,9930,,,-0.27017078,331,0.78,2.16,0,39940,,,,,,,,,,
-0.09710579535923898,4860,1.46,0.9,9960,9960,0,,,,,,,0.0,3310,0.22856123745441437,0.09070177376270294,0.0001,0.4387354850769043,-0.06427457109093666,0.0,0.2,-3.496806049163581e-08
,,,,9960,,,-0.23767943999999994,332,0.82,2.06,0,40057,,,,,,,,,,
-0.055414247438311574,4876,1.32,0.94,9990,9990,0,,,,,,,0.0,3320,0.10846140906214714,0.047949906438589096,0.0001,-2.3949005603790283,-0.06370344981551171,0.00014603933,0.2,-0.0012590520036367182
,,,,9990,,,-0.20728977999999998,333,0.84,1.98,0,40162,,,,,,,,,,
-0.09725236735772341,4893,1.66,0.9,10020,10020,0,,,,,,,0.0,3330,0.3928044319152832,0.17406316101551056,0.0001,-0.7311714887619019,-0.06190260648727417,3.973643e-09,0.2,-1.1512637022370597e-06
,,,,10020,,,-0.19349951,334,0.85,1.94,0,40293,,,,,,,,,,
-0.11635112683288754,4906,1.64,0.88,10050,10050,0,,,,,,,0.0,3340,0.15488843619823456,0.06594569981098175,0.0001,0.45659011602401733,-0.062444251775741574,0.00024145047,0.2,-0.0013336617881334334
,,,,10050,,,-0.19673280999999998,335,0.84,1.94,0,40421,,,,,,,,,,
-0.07687575669493527,4928,1.44,0.94,10080,10080,0,,,,,,,0.0,3350,0.19074587970972062,0.08634576201438904,0.0001,0.2013491988182068,-0.06704915687441826,1.8080075e-07,0.2,1.0444720659030793e-06
,,,,10080,,,-0.17607669,336,0.86,1.78,0,40539,,,,,,,,,,
-0.07228260697796941,4938,1.46,0.94,10110,10110,0,,,,,,,0.0,3360,0.16960265189409257,0.0758139118552208,0.0001,0.3505426049232483,-0.06962216570973397,0.0,0.2,-6.685654323490553e-08
,,,,10110,,,-0.18131803000000002,337,0.86,1.81,0,40656,,,,,,,,,,
-0.07366867139469832,4956,1.4,0.94,10140,10140,0,,,,,,,0.0,3370,0.22948167026042937,0.10369415581226349,0.0001,0.36080461740493774,-0.07170601412653924,3.6344925e-05,0.2,-0.0006004647973652411
,,,,10140,,,-0.20371147999999997,338,0.84,1.87,0,40805,,,,,,,,,,
-0.07415339021012186,4966,1.42,0.92,10170,10170,0,,,,,,,0.0,3380,0.18955394327640535,0.08455750346183777,0.0001,0.5350586175918579,-0.06867101266980172,5.106131e-06,0.2,-9.927799073921051e-05
,,,,10170,,,-0.22517747999999999,339,0.83,1.88,0,40916,,,,,,,,,,
-0.05540754009969533,4984,1.32,0.96,10200,10200,0,,,,,,,0.0,3390,0.144174163043499,0.06462253630161285,0.0001,0.31731367111206055,-0.12463288381695747,8.853277e-06,0.2,-9.304434151999886e-05
,,,,10200,,,-0.22011839000000002,340,0.83,1.87,0,41036,,,,,,,,,,
-0.0737247747881338,5002,1.4,0.92,10230,10230,0,,,,,,,0.0,3400,0.17597645670175552,0.0779929831624031,0.0001,0.3955768942832947,-0.06866856962442398,0.0,0.2,-2.0960967042071844e-07
,,,,10230,,,-0.21031375,341,0.83,1.9,0,41156,,,,,,,,,,
-0.0548532469663769,5016,1.4,0.92,10260,10260,0,,,,,,,0.0,3410,0.19073915034532546,0.07021453231573105,0.0001,-0.8680647611618042,-0.12302551046013832,2.9730796e-05,0.2,-0.0004294800808082755
,,,,10260,,,-0.23561131,342,0.82,1.99,0,41268,,,,,,,,,,
-0.09868502554949372,5029,1.4,0.92,10290,10290,0,,,,,,,0.0,3420,0.22006700336933135,0.10271269083023071,0.0001,0.31444358825683594,-0.07089180201292038,0.0,0.2,7.301568860640373e-08
,,,,10290,,,-0.25641585999999994,343,0.8,2.07,0,41378,,,,,,,,,,
-0.028635413479059936,5045,1.18,0.98,10320,10320,0,,,,,,,0.0,3430,0.21083791851997374,0.09299883991479874,0.0001,0.10069113969802856,-0.06873015463352203,0.0,0.2,-8.910894351288335e-08
,,,,10320,,,-0.21436725000000004,344,0.83,1.98,0,41482,,,,,,,,,,
-0.07907823313493281,5060,1.5,0.92,10350,10350,0,,,,,,,0.0,3440,0.18790563493967055,0.08475401997566223,0.0001,0.17185872793197632,-0.06918013319373131,0.0,0.2,-2.3136536164258812e-06
,,,,10350,,,-0.18742288000000001,345,0.85,1.97,0,41607,,,,,,,,,,
-0.030594109431840478,5077,1.28,0.98,10380,10380,0,,,,,,,0.0,3450,0.16905779987573624,0.06554077565670013,0.0001,-0.2768673896789551,-0.13263570070266723,0.000114711125,0.2,-0.0006443501017201925
,,,,10380,,,-0.17601612000000003,346,0.86,1.92,0,41726,,,,,,,,,,
-0.1620808938005939,5093,1.8,0.86,10410,10410,0,,,,,,,0.0,3460,0.20069389045238495,0.09498205035924911,0.0001,0.5216410160064697,-0.07242239490151406,2.6623408e-07,0.2,3.440866837989276e-05
,,,,10410,,,-0.17928791,347,0.85,1.93,0,41859,,,,,,,,,,
-0.007062960639595986,5102,1.04,1.0,10440,10440,0,,,,,,,0.0,3470,0.12349926456809043,0.05383269116282463,0.0001,0.06450825929641724,-0.06945031955838203,0.0,0.2,6.45667321030885e-07
,,,,10440,,,-0.23371852999999998,348,0.81,2.11,0,41961,,,,,,,,,,
-0.0503259191242978,5115,1.28,0.96,10470,10470,0,,,,,,,0.0,3480,0.25556386113166807,0.10662414878606796,0.0001,0.27159976959228516,-0.06936492770910263,0.0,0.2,2.9802322121241787e-07
,,,,10470,,,-0.22293416,349,0.79,2.14,0,42070,,,,,,,,,,
-0.07164967271499335,5136,1.44,0.92,10500,10500,0,,,,,,,0.0,3490,0.212155881524086,0.10055344551801682,0.0001,-0.19999456405639648,-0.06943205744028091,0.0,0.2,-5.9505304217388756e-08
,,,,10500,,,-0.17824729999999994,350,0.83,1.95,0,42185,,,,,,,,,,
-0.09900644900277257,5150,1.72,0.88,10530,10530,0,,,,,,,0.0,3500,0.12701367363333702,0.05718538537621498,0.0001,-0.09352469444274902,-0.07075361385941506,0.0,0.2,-1.1682510323574035e-07
,,,,10530,,,-0.20232819,351,0.8,2.03,0,42314,,,,,,,,,,
-0.0930019200220704,5163,1.46,0.92,10560,10560,0,,,,,,,0.0,3510,0.2340576469898224,0.10798296332359314,0.0001,-0.05850541591644287,-0.06953509822487831,0.0,0.2,-2.0265578855038767e-07
,,,,10560,,,-0.21942070000000002,352,0.79,2.04,0,42429,,,,,,,,,,
-0.09547045856248587,5179,1.6,0.92,10590,10590,0,,,,,,,0.0,3520,0.2402701795101166,0.1042754054069519,0.0001,0.19882827997207642,-0.07872949242591858,1.9868216e-08,0.2,-8.912881345413126e-07
,,,,10590,,,-0.22136955,353,0.79,2.08,0,42556,,,,,,,,,,
-0.010083368588238955,5198,1.26,1.0,10620,10620,0,,,,,,,0.0,3530,0.2637052223086357,0.12076133489608765,0.0001,-0.28953611850738525,-0.1312730923295021,9.14832e-05,0.2,-0.0009450959045111063
,,,,10620,,,-0.17668909,354,0.84,1.92,0,42662,,,,,,,,,,
-0.11362186129204929,5210,1.48,0.9,10650,10650,0,,,,,,,0.013333334028720856,3540,0.11690373048186302,0.034872040152549744,0.0001,-0.5963871479034424,-0.16825106292963027,0.0036500215,0.2,-0.0034052745150013664
,,,,10650,,,-0.17292107,355,0.85,1.91,0,42783,,,,,,,,,,
-0.051207771399058404,5227,1.4,0.96,10680,10680,0,,,,,,,0.0,3550,0.18695988208055497,0.08566860109567642,0.0001,0.3156830668449402,-0.06978332921862603,0.0002102971,0.2,-0.0013568003818120288
,,,,10680,,,-0.17120395000000002,356,0.86,1.9,0,42889,,,,,,,,,,
-0.035259535419754684,5242,1.46,0.94,10710,10710,0,,,,,,,0.0,3560,0.15530267208814622,0.07231318950653076,0.0001,-0.1286104917526245,-0.07521725967526435,9.735425e-08,0.2,1.4655391487394808e-05
,,,,10710,,,-0.18059102999999996,357,0.84,1.96,0,43037,,,,,,,,,,
-0.05166825699154288,5252,1.24,0.96,10740,10740,0,,,,,,,0.0,3570,0.12910069525241852,0.05090034753084183,0.0001,0.396093487739563,-0.07316187173128127,0.0003051718,0.2,-0.002678080762464852
,,,,10740,,,-0.21919898000000004,358,0.82,2.03,0,43138,,,,,,,,,,
-0.07251180063933134,5264,1.32,0.94,10770,10770,0,,,,,,,0.0,3580,0.3781280487775803,0.1577398031949997,0.0001,0.07137584686279297,-0.06669655814766884,2.3841858e-07,0.2,-9.818871745892467e-07
,,,,10770,,,-0.22765749000000002,359,0.81,2.07,0,43242,,,,,,,,,,
-0.11503442116081715,5277,1.52,0.9,10800,10800,0,,,,,,,0.0,3590,0.1386932000517845,0.06534700095653534,0.0001,0.404742956161499,-0.06514391377568245,0.0,0.2,8.04960724209991e-07
,,,,10800,,,-0.24067018,360,0.8,2.11,0,43371,,,,,,,,,,
-0.17853552892804145,5289,1.82,0.82,10830,10830,0,,,,,,,0.01666666753590107,3600,0.19123105257749556,0.08336319029331207,0.0001,0.12524741888046265,-0.08594418168067933,0.0014720003,0.2,-0.0028393817599862816
,,,,10830,,,-0.28400514,361,0.77,2.2,0,43518,,,,,,,,,,
-0.0701028654910624,5300,1.28,0.94,10860,10860,0,,,,,,,0.0,3610,0.1325530119240284,0.055451374500989914,0.0001,0.4537540674209595,-0.06376134976744652,9.305875e-05,0.2,-0.0002742032193298272
,,,,10860,,,-0.31683310000000003,362,0.74,2.29,0,43634,,,,,,,,,,
-0.05311011863406748,5314,1.38,0.96,10890,10890,0,,,,,,,0.0,3620,0.14041723012924195,0.05535925552248955,0.0001,0.3923192620277405,-0.06515826210379601,5.9604645e-08,0.2,3.913641000963252e-06
,,,,10890,,,-0.33621424,363,0.72,2.34,0,43752,,,,,,,,,,
-0.11998024781234562,5329,1.58,0.9,10920,10920,0,,,,,,,0.0,3630,0.23949901908636093,0.10970698297023773,0.0001,0.04296797513961792,-0.06659724712371826,0.0,0.2,4.947185566095413e-07
,,,,10920,,,-0.33670574000000003,364,0.71,2.35,0,43886,,,,,,,,,,
-0.05853154895827174,5344,1.28,0.94,10950,10950,0,,,,,,,0.0,3640,0.1471659079194069,0.06118161603808403,0.0001,0.4667806029319763,-0.06818185672163964,0.00011742115,0.2,-0.0009608568763845859
,,,,10950,,,-0.32567772,365,0.73,2.3,0,43992,,,,,,,,,,
-0.07895258091390132,5359,1.34,0.94,10980,10980,0,,,,,,,0.0,3650,0.20107326060533523,0.0891900509595871,0.0001,0.02949303388595581,-0.13147532045841218,0.00020913284,0.2,-0.00010669827529774523
,,,,10980,,,-0.28662636,366,0.75,2.22,0,44109,,,,,,,,,,
-0.028895838037133217,5373,1.16,0.98,11010,11010,0,,,,,,,0.0,3660,0.16065083742141723,0.06970980763435364,0.0001,0.20269542932510376,-0.07410322576761245,0.0,0.2,7.140636482105833e-07
,,,,11010,,,-0.28967326,367,0.75,2.17,0,44211,,,,,,,,,,
-0.07494027501903475,5385,1.32,0.94,11040,11040,0,,,,,,,0.0,3670,0.41416907906532285,0.1929003894329071,0.0001,0.1189502477645874,-0.07596552595496178,1.9868216e-09,0.2,6.661862264323304e-06
,,,,11040,,,-0.27646181000000003,368,0.75,2.17,0,44318,,,,,,,,,,
