eval/mean_reward,env/current_idx,eval/mean_ep_length,eval/success_rate,time/total_timesteps,env/n_steps,env/completion_counter,rollout/ep_rew_mean,time/iterations,rollout/success_rate,rollout/ep_len_mean,time/fps,time/time_elapsed,train/clip_fraction,train/n_updates,train/value_loss,train/loss,train/learning_rate,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_range,train/policy_gradient_loss
-0.053969195554964246,1219,1.42,0.94,2790,2790,0,,,,,,,0.0,920,0.04918835014104843,0.009694118984043598,0.0001,-2.9398698806762695,-0.4205730468034744,0.0005874097,0.2,-0.0036473757517523353
,,,,2790,,,-0.13532795,93,0.88,1.78,0,11391,,,,,,,,,,
-0.1374795159418136,1234,1.6,0.88,2820,2820,0,,,,,,,0.0,930,0.30216256976127626,0.12517765164375305,0.0001,-0.11901724338531494,-0.3893948346376419,0.000108055276,0.2,-6.705115532437133e-05
,,,,2820,,,-0.14362162,94,0.88,1.79,0,11524,,,,,,,,,,
-0.028809970803558828,1256,1.16,0.98,2850,2850,0,,,,,,,0.0,940,0.18198022991418839,0.07557287812232971,0.0001,0.28258663415908813,-0.38211982548236845,6.8604945e-06,0.2,7.619659115629674e-05
,,,,2850,,,-0.11027338,95,0.91,1.65,0,11629,,,,,,,,,,
-0.07297618525102735,1276,1.54,0.92,2880,2880,0,,,,,,,0.020000001043081285,950,0.1274293601512909,0.046958304941654205,0.0001,-0.3617866039276123,-0.4193686217069626,0.0068431892,0.2,-0.0045013035278923755
,,,,2880,,,-0.11707580999999999,96,0.9,1.64,0,11763,,,,,,,,,,
-0.07311414319556206,1294,1.48,0.94,2910,2910,0,,,,,,,0.0,960,0.2353164166212082,0.10455282032489777,0.0001,0.2139066457748413,-0.3823826313018799,1.9868216e-09,0.2,8.031129793195646e-06
,,,,2910,,,-0.13731822000000002,97,0.91,1.61,0,11891,,,,,,,,,,
-0.07264728573150933,1305,1.48,0.92,2940,2940,0,,,,,,,0.0,970,0.2516834169626236,0.10955394804477692,0.0001,0.08252495527267456,-0.395715656876564,0.00018139085,0.2,-0.0008471370844198133
,,,,2940,,,-0.17340899999999998,98,0.88,1.74,0,12013,,,,,,,,,,
-0.0517244416475296,1320,1.38,0.94,2970,2970,0,,,,,,,0.0,980,0.12807338014245034,0.04510533809661865,0.0001,0.4257817268371582,-0.4125718355178833,0.00015665292,0.2,-0.0013035125602618436
,,,,2970,,,-0.15402786999999998,99,0.89,1.75,0,12138,,,,,,,,,,
-0.07092033130116761,1334,1.38,0.94,3000,3000,0,,,,,,,0.0,990,0.20436399430036545,0.08547879010438919,0.0001,0.08391702175140381,-0.38230258226394653,0.00012479424,0.2,-0.0011616357167562263
,,,,3000,,,-0.18731757000000002,100,0.87,1.82,0,12260,,,,,,,,,,
-0.0944898012233898,1352,1.42,0.92,3030,3030,0,,,,,,,0.0,1000,0.3253696620464325,0.14838731288909912,0.0001,0.2104617953300476,-0.36434175372123717,2.3325285e-06,0.2,-6.702542308367754e-06
,,,,3030,,,-0.17831954999999997,101,0.88,1.84,0,12385,,,,,,,,,,
-0.09570165255106985,1366,1.44,0.92,3060,3060,0,,,,,,,0.0,1010,0.20055872201919556,0.07723405212163925,0.0001,-0.0986093282699585,-0.3567619055509567,1.6647577e-05,0.2,-0.0004896809742788832
,,,,3060,,,-0.16967806,102,0.87,1.87,0,12507,,,,,,,,,,
-0.07378247408661992,1378,1.46,0.94,3090,3090,0,,,,,,,0.0,1020,0.15886574238538742,0.060313884168863297,0.0001,-0.03542351722717285,-0.354369181394577,4.053116e-07,0.2,-3.348827356468576e-05
,,,,3090,,,-0.20665982000000002,103,0.84,2.04,0,12625,,,,,,,,,,
-0.1370536923687905,1395,1.74,0.86,3120,3120,0,,,,,,,0.0,1030,0.23530275374650955,0.09919001162052155,0.0001,0.25034040212631226,-0.3462124764919281,1.715223e-05,0.2,-0.0003745567096487434
,,,,3120,,,-0.19497589999999995,104,0.83,2.05,0,12759,,,,,,,,,,
-0.07307580014690757,1409,1.48,0.92,3150,3150,0,,,,,,,0.0,1040,0.13383841514587402,0.05252952501177788,0.0001,-0.06979060173034668,-0.39358069002628326,7.7456236e-05,0.2,-0.000945444709553378
,,,,3150,,,-0.17789911,105,0.85,1.96,0,12888,,,,,,,,,,
-0.007910820101387798,1422,1.06,1.0,3180,3180,0,,,,,,,0.0,1050,0.21755684465169906,0.09226574748754501,0.0001,0.3008803725242615,-0.35420902967453005,1.2797117e-05,0.2,5.4966014182955546e-05
,,,,3180,,,-0.19237403999999997,106,0.84,2.04,0,13005,,,,,,,,,,
-0.11643660739995539,1442,1.6,0.9,3210,3210,0,,,,,,,0.0,1060,0.11464729979634285,0.042622849345207214,0.0001,0.6130927801132202,-0.3549001723527908,0.00017333428,0.2,-0.0025888400257102263
,,,,3210,,,-0.18108499000000003,107,0.84,1.96,0,13144,,,,,,,,,,
-0.09709166913293302,1456,1.42,0.92,3240,3240,0,,,,,,,0.0,1070,0.0628252800554037,0.02292792685329914,0.0001,0.7177512645721436,-0.35051231980323794,3.5866102e-05,0.2,0.00032471001022105206
,,,,3240,,,-0.18731487000000005,108,0.83,2.03,0,13267,,,,,,,,,,
-0.055340080023743216,1473,1.36,0.94,3270,3270,0,,,,,,,0.026666668057441712,1080,0.08646063655614852,0.029797330498695374,0.0001,0.1730515956878662,-0.3859920710325241,0.006836047,0.2,-0.004024730535068776
,,,,3270,,,-0.17637513999999999,109,0.85,1.91,0,13389,,,,,,,,,,
-0.031736078686080874,1490,1.34,0.98,3300,3300,0,,,,,,,0.0,1090,0.22160073071718217,0.0845063254237175,0.0001,0.3237510919570923,-0.35148958265781405,3.5782655e-06,0.2,-5.6406260702246414e-05
,,,,3300,,,-0.17680219000000005,110,0.86,1.86,0,13517,,,,,,,,,,
-0.05440423783380538,1502,1.4,0.94,3330,3330,0,,,,,,,0.0,1100,0.23994161933660507,0.11034505069255829,0.0001,-0.01878190040588379,-0.35138452649116514,2.5431316e-07,0.2,-9.402434156946526e-06
,,,,3330,,,-0.19038372000000003,111,0.85,1.94,0,13632,,,,,,,,,,
-0.0513572492543608,1517,1.2,0.96,3360,3360,0,,,,,,,0.0,1110,0.1409744493663311,0.060752447694540024,0.0001,0.2835579514503479,-0.3532791942358017,7.466475e-05,0.2,-0.0006007850171592111
,,,,3360,,,-0.18677711000000005,112,0.85,1.91,0,13740,,,,,,,,,,
-0.07329236200079321,1539,1.52,0.92,3390,3390,0,,,,,,,0.0,1120,0.26060968488454817,0.10459558665752411,0.0001,-0.3021806478500366,-0.36455622911453245,0.00014119546,0.2,-0.0015053754185892388
,,,,3390,,,-0.1739244,113,0.86,1.87,0,13871,,,,,,,,,,
-0.03331311925780028,1551,1.38,0.96,3420,3420,0,,,,,,,0.0,1130,0.18270043134689332,0.07677138596773148,0.0001,0.23174339532852173,-0.36584038734436036,4.964471e-05,0.2,-0.0003378611881582394
,,,,3420,,,-0.19426664,114,0.85,1.89,0,13990,,,,,,,,,,
-0.02854092007968575,1568,1.18,0.98,3450,3450,0,,,,,,,0.0,1140,0.22744097411632538,0.09792064130306244,0.0001,0.016008436679840088,-0.37554044723510743,0.0007437289,0.2,-0.004345243966769541
,,,,3450,,,-0.16980367999999998,115,0.86,1.89,0,14102,,,,,,,,,,
-0.07231838307809085,1579,1.48,0.94,3480,3480,0,,,,,,,0.006666667014360428,1150,0.12100312486290932,0.04612179100513458,0.0001,0.2447293996810913,-0.3545063018798828,0.0013527513,0.2,-5.0332044193091005e-05
,,,,3480,,,-0.17437618,116,0.86,1.96,0,14253,,,,,,,,,,
-0.10511295545380563,1591,1.44,0.92,3510,3510,0,,,,,,,0.0,1160,0.21446668803691865,0.09298460930585861,0.0001,-0.06396806240081787,-0.34456706047058105,9.226402e-05,0.2,-0.00093859375010652
,,,,3510,,,-0.20530507999999997,117,0.83,2.08,0,14367,,,,,,,,,,
-0.07436018535867334,1602,1.32,0.94,3540,3540,0,,,,,,,0.0,1170,0.2813177168369293,0.10929444432258606,0.0001,0.12427890300750732,-0.3616334110498428,0.00049559475,0.2,-0.0033459293896640927
,,,,3540,,,-0.20285108000000002,118,0.83,2.09,0,14494,,,,,,,,,,
-0.09900382374878973,1621,1.52,0.92,3570,3570,0,,,,,,,0.0,1180,0.1957509085536003,0.08450517803430557,0.0001,0.09618949890136719,-0.3828214079141617,0.00021716158,0.2,-0.0021479440705540753
,,,,3570,,,-0.17674326,119,0.84,2.03,0,14621,,,,,,,,,,
-0.09247332114260644,1635,1.42,0.9,3600,3600,0,,,,,,,0.0,1190,0.18160500675439833,0.07640513777732849,0.0001,-0.1514817476272583,-0.4117044597864151,0.00022107363,0.2,-0.0006085128570944675
,,,,3600,,,-0.21010444000000003,120,0.81,2.13,0,14765,,,,,,,,,,
-0.07198539382312447,1649,1.46,0.94,3630,3630,0,,,,,,,0.0,1200,0.23246526569128037,0.09739164263010025,0.0001,0.16827529668807983,-0.394138041138649,1.9709269e-06,0.2,6.76790867144561e-06
,,,,3630,,,-0.2184455,121,0.81,2.13,0,14899,,,,,,,,,,
-0.03223112778738141,1664,1.28,0.98,3660,3660,0,,,,,,,0.0,1210,0.23054424524307252,0.09736914187669754,0.0001,0.04371154308319092,-0.39282445013523104,5.2054725e-07,0.2,-2.851337200775461e-05
,,,,3660,,,-0.22719257999999998,122,0.8,2.15,0,15012,,,,,,,,,,
-0.032912486572749915,1676,1.48,0.96,3690,3690,0,,,,,,,0.0,1220,0.15909769088029863,0.06613333523273468,0.0001,0.32400286197662354,-0.3911183446645737,3.229777e-05,0.2,-0.0007601340667557465
,,,,3690,,,-0.25189024,123,0.78,2.17,0,15142,,,,,,,,,,
-0.032008326342329384,1689,1.22,0.98,3720,3720,0,,,,,,,0.0,1230,0.2901507973670959,0.12707224488258362,0.0001,-0.07821321487426758,-0.3819371432065964,4.8120815e-05,0.2,-0.00043610583630648847
,,,,3720,,,-0.23811191999999998,124,0.79,2.12,0,15285,,,,,,,,,,
-0.09077378564979881,1703,1.32,0.92,3750,3750,0,,,,,,,0.0,1240,0.15580273419618607,0.05967458337545395,0.0001,0.2281951904296875,-0.3986108034849167,0.00056417583,0.2,-0.0018575096498048894
,,,,3750,,,-0.23400066,125,0.79,2.05,0,15405,,,,,,,,,,
-0.02882102414034307,1719,1.22,0.98,3780,3780,0,,,,,,,0.023333334550261497,1250,0.15530329793691636,0.05994177982211113,0.0001,0.210368812084198,-0.47594152987003324,0.010305415,0.2,-0.003331212612489942
,,,,3780,,,-0.2565195,126,0.78,2.08,0,15513,,,,,,,,,,
-0.07278973233886063,1733,1.34,0.94,3810,3810,0,,,,,,,0.01666666753590107,1260,0.20997883677482604,0.0823204293847084,0.0001,-0.17099976539611816,-0.4604372262954712,0.006749757,0.2,-0.005504490662909589
,,,,3810,,,-0.2790114,127,0.77,2.11,0,15641,,,,,,,,,,
-0.07441924683749676,1750,1.26,0.94,3840,3840,0,,,,,,,0.0,1270,0.19346468895673752,0.07887285947799683,0.0001,0.4266449213027954,-0.48140050768852233,0.00031418007,0.2,-0.0031941972930992434
,,,,3840,,,-0.27513789000000005,128,0.78,2.08,0,15748,,,,,,,,,,
-0.09529870596714318,1763,1.46,0.92,3870,3870,0,,,,,,,0.0,1280,0.15661205500364303,0.0535668320953846,0.0001,0.4876452684402466,-0.3891716241836548,0.0008937061,0.2,-0.006577932389918573
,,,,3870,,,-0.29226443,129,0.77,2.11,0,15867,,,,,,,,,,
-0.009118215423077345,1774,1.16,0.98,3900,3900,0,,,,,,,0.0,1290,0.1905698835849762,0.076774463057518,0.0001,0.333462119102478,-0.35887510478496554,0.00040217637,0.2,-0.0019626356042376615
,,,,3900,,,-0.29150776,130,0.77,2.12,0,15972,,,,,,,,,,
-0.04958925517275929,1785,1.22,0.96,3930,3930,0,,,,,,,0.0,1300,0.1827038422226906,0.06749076396226883,0.0001,0.25646501779556274,-0.3368656516075134,0.0004026552,0.2,-0.002242642471295042
,,,,3930,,,-0.31393734,131,0.76,2.2,0,16096,,,,,,,,,,
-0.07101205870509147,1796,1.32,0.94,3960,3960,0,,,,,,,0.0,1310,0.23133426755666733,0.09635215252637863,0.0001,0.1645427942276001,-0.315351790189743,3.2305718e-06,0.2,-3.2672485128104614e-05
,,,,3960,,,-0.32125129999999996,132,0.76,2.24,0,16214,,,,,,,,,,
-0.055934014958329496,1807,1.58,0.94,3990,3990,0,,,,,,,0.0,1320,0.21159859746694565,0.0902579203248024,0.0001,0.19724041223526,-0.3066776543855667,0.00015323758,0.2,-0.0019113370934307206
,,,,3990,,,-0.35231374000000004,133,0.74,2.36,0,16348,,,,,,,,,,
-0.0937839772272855,1823,1.5,0.9,4020,4020,0,,,,,,,0.0,1330,0.21288855671882628,0.09299754351377487,0.0001,0.1710495948791504,-0.32825352251529694,2.727906e-06,0.2,-2.8199851378740703e-05
,,,,4020,,,-0.32854945,134,0.76,2.31,0,16490,,,,,,,,,,
-0.02911844805814326,1839,1.22,0.96,4050,4050,0,,,,,,,0.0,1340,0.162206993997097,0.06202862784266472,0.0001,0.5434963703155518,-0.332915785908699,2.026558e-07,0.2,1.7543632491623384e-06
,,,,4050,,,-0.33148765,135,0.76,2.29,0,16607,,,,,,,,,,
-0.051722125341184436,1853,1.38,0.94,4080,4080,0,,,,,,,0.0,1350,0.19028763175010682,0.07723473012447357,0.0001,0.44794827699661255,-0.3336525708436966,1.39077505e-08,0.2,-1.2354949932724679e-05
,,,,4080,,,-0.3212277400000001,136,0.76,2.3,0,16746,,,,,,,,,,
-0.07425292215775699,1871,1.36,0.94,4110,4110,0,,,,,,,0.0,1360,0.3979506343603134,0.16844668984413147,0.0001,-0.33737027645111084,-0.33055574297904966,2.0366908e-05,0.2,-0.0002458601179267106
,,,,4110,,,-0.28806255999999997,137,0.79,2.18,0,16886,,,,,,,,,,
-0.029359651268459856,1882,1.14,0.98,4140,4140,0,,,,,,,0.010000000521540642,1370,0.17115353792905807,0.05869830772280693,0.0001,-0.05199587345123291,-0.3755121111869812,0.0023311258,0.2,-0.0037463664738849544
,,,,4140,,,-0.27297826999999997,138,0.8,2.14,0,16994,,,,,,,,,,
-0.12083090810570866,1895,1.52,0.9,4170,4170,0,,,,,,,0.0,1380,0.37265792191028596,0.1484249085187912,0.0001,0.016644835472106934,-0.4172585904598236,2.8854609e-05,0.2,-0.0012348604747967507
,,,,4170,,,-0.26056112,139,0.81,2.11,0,17127,,,,,,,,,,
-0.09793765499722212,1909,1.6,0.92,4200,4200,0,,,,,,,0.0,1390,0.2208362489938736,0.09578879922628403,0.0001,0.058259427547454834,-0.31072157621383667,0.00033620794,0.2,-0.0016664360298698
,,,,4200,,,-0.22117896,140,0.84,2.01,0,17262,,,,,,,,,,
-0.07199587425217033,1927,1.3,0.94,4230,4230,0,,,,,,,0.0,1400,0.15062953531742096,0.057207539677619934,0.0001,0.07888805866241455,-0.2887812823057175,0.0005957941,0.2,-0.004846804019374318
,,,,4230,,,-0.22921482,141,0.83,2.04,0,17379,,,,,,,,,,
-0.0288159550819546,1943,1.2,0.98,4260,4260,0,,,,,,,0.0,1410,0.14206598475575447,0.05485335737466812,0.0001,0.3663904666900635,-0.275986921787262,0.00013513367,0.2,-0.001333185227219147
,,,,4260,,,-0.22784481,142,0.83,1.99,0,17490,,,,,,,,,,
-0.102655333657749,1961,1.42,0.9,4290,4290,0,,,,,,,0.0,1420,0.19490722864866256,0.07902470976114273,0.0001,0.10651731491088867,-0.2550075113773346,1.402696e-06,0.2,-3.075261939864404e-05
,,,,4290,,,-0.19670627,143,0.85,1.92,0,17610,,,,,,,,,,
-0.03082984222564846,1972,1.3,0.94,4320,4320,0,,,,,,,0.0,1430,0.26307273507118223,0.11051792651414871,0.0001,-0.10857713222503662,-0.24960255175828933,1.5497207e-07,0.2,5.434155412675778e-06
,,,,4320,,,-0.25229684999999996,144,0.8,2.09,0,17731,,,,,,,,,,
-0.050723209814168516,1985,1.36,0.94,4350,4350,0,,,,,,,0.0,1440,0.44452336728572844,0.18427279591560364,0.0001,-0.3029254674911499,-0.2660566508769989,0.00015259186,0.2,-0.0038759710158533522
,,,,4350,,,-0.23515497,145,0.8,2.04,0,17846,,,,,,,,,,
-0.010665418207645416,2003,1.18,1.0,4380,4380,0,,,,,,,0.0,1450,0.19879742413759233,0.07798239588737488,0.0001,0.051360368728637695,-0.2417115017771721,0.00028736988,0.2,-0.0035381530789891256
,,,,4380,,,-0.22506005000000007,146,0.8,1.91,0,17961,,,,,,,,,,
-0.07186908546369523,2019,1.34,0.94,4410,4410,0,,,,,,,0.0,1460,0.1242121160030365,0.052727703005075455,0.0001,0.45393162965774536,-0.24384683966636658,4.3710074e-08,0.2,-6.247758800093095e-06
,,,,4410,,,-0.21450461999999998,147,0.8,1.96,0,18075,,,,,,,,,,
-0.07401608774904161,2037,1.32,0.94,4440,4440,0,,,,,,,0.023333334550261497,1470,0.1347723536193371,0.055807072669267654,0.0001,0.1676444411277771,-0.2984786033630371,0.017173843,0.2,-0.0023532951696932257
,,,,4440,,,-0.18270850999999994,148,0.83,1.86,0,18192,,,,,,,,,,
-0.050166578129865226,2055,1.3,0.96,4470,4470,0,,,,,,,0.0,1480,0.18793439567089082,0.08249292522668839,0.0001,0.3256717920303345,-0.2425147697329521,2.580285e-05,0.2,-0.000675977525782745
,,,,4470,,,-0.20900054999999995,149,0.81,1.95,0,18308,,,,,,,,,,
-0.07450872316025198,2070,1.28,0.94,4500,4500,0,,,,,,,0.0,1490,0.19784280210733413,0.08322959393262863,0.0001,0.06293058395385742,-0.2318919375538826,0.00025528867,0.2,-0.0020933795887202677
,,,,4500,,,-0.17715166999999998,150,0.84,1.84,0,18421,,,,,,,,,,
-0.09765085981227457,2091,1.58,0.92,4530,4530,0,,,,,,,0.003333333507180214,1500,0.09249791651964187,0.02907150611281395,0.0001,0.6011852025985718,-0.21510695666074753,0.0008063197,0.2,-0.005744585721598305
,,,,4530,,,-0.11996425000000002,151,0.9,1.65,0,18554,,,,,,,,,,
-0.07339508512988686,2108,1.36,0.94,4560,4560,0,,,,,,,0.0,1510,0.15907205939292907,0.06723407655954361,0.0001,-0.08404767513275146,-0.20009686797857285,1.8954277e-06,0.2,5.558133150174172e-07
,,,,4560,,,-0.12895916,152,0.9,1.68,0,18671,,,,,,,,,,
-0.0506162377120927,2125,1.28,0.96,4590,4590,0,,,,,,,0.0,1520,0.2055361032485962,0.09257398545742035,0.0001,0.33475250005722046,-0.24533109366893768,3.430446e-05,0.2,-0.00020148962641544088
,,,,4590,,,-0.12981837,153,0.9,1.7,0,18785,,,,,,,,,,
-0.029129915153607727,2141,1.18,0.98,4620,4620,0,,,,,,,0.0,1530,0.055594193562865254,0.02026752382516861,0.0001,0.007503986358642578,-0.18742813766002656,0.00014346441,0.2,-0.001340352042170778
,,,,4620,,,-0.13086656000000002,154,0.9,1.74,0,18891,,,,,,,,,,
-0.03084473442286253,2155,1.34,0.98,4650,4650,0,,,,,,,0.0,1540,0.06507742516696453,0.02586735412478447,0.0001,0.5843572616577148,-0.18473859876394272,0.0,0.2,2.8343250204621027e-07
,,,,4650,,,-0.13287395999999999,155,0.9,1.8,0,19014,,,,,,,,,,
-0.15841311535332353,2174,1.66,0.86,4680,4680,0,,,,,,,0.0,1550,0.1586209088563919,0.06134470924735069,0.0001,0.3514506220817566,-0.21035419702529906,0.00061998965,0.2,-0.0002348726002249446
,,,,4680,,,-0.11304905,156,0.92,1.72,0,19147,,,,,,,,,,
-0.07865399983711541,2190,1.5,0.92,4710,4710,0,,,,,,,0.023333334550261497,1560,0.19515220522880555,0.07716073095798492,0.0001,-0.24556469917297363,-0.3079039305448532,0.014855524,0.2,-0.003324964249428941
,,,,4710,,,-0.13781558,157,0.89,1.83,0,19280,,,,,,,,,,
-0.08430844904854894,2206,1.54,0.92,4740,4740,0,,,,,,,0.0,1570,0.2061558872461319,0.08307016640901566,0.0001,-0.11994516849517822,-0.18253355324268342,0.0002536118,0.2,-0.003161964100242187
,,,,4740,,,-0.12318399999999999,158,0.9,1.81,0,19404,,,,,,,,,,
-0.04967693815939128,2219,1.24,0.96,4770,4770,0,,,,,,,0.0,1580,0.12942579463124276,0.05138693004846573,0.0001,0.4401063323020935,-0.22999747097492218,0.00031507612,0.2,-0.001371076415331629
,,,,4770,,,-0.19026746,159,0.86,1.92,0,19524,,,,,,,,,,
-0.05271179358009249,2238,1.36,0.96,4800,4800,0,,,,,,,0.0,1590,0.30546110570430757,0.12911495566368103,0.0001,0.38162147998809814,-0.17488798052072524,1.3510386e-07,0.2,-1.417567330914693e-05
,,,,4800,,,-0.20204922000000003,160,0.85,1.87,0,19648,,,,,,,,,,
-0.07448061012662947,2255,1.4,0.92,4830,4830,0,,,,,,,0.0,1600,0.1655542954802513,0.07217570394277573,0.0001,0.37419450283050537,-0.1717441961169243,0.0,0.2,-8.048613872269072e-07
,,,,4830,,,-0.19228439000000005,161,0.85,1.8,0,19766,,,,,,,,,,
-0.07911628574132919,2273,1.6,0.9,4860,4860,0,,,,,,,0.0,1610,0.13781726285815238,0.05177893117070198,0.0001,0.35251563787460327,-0.16935575157403945,0.0001511534,0.2,-0.0005263386200386577
,,,,4860,,,-0.18004214999999998,162,0.86,1.82,0,19902,,,,,,,,,,
-0.10249867156613618,2289,1.7,0.84,4890,4890,0,,,,,,,0.0,1620,0.15318784937262536,0.05507342889904976,0.0001,-20.367755889892578,-0.16576602011919023,2.3841858e-07,0.2,2.812047767175585e-06
,,,,4890,,,-0.19296346,163,0.86,1.8,0,20046,,,,,,,,,,
-0.07100547187495977,2303,1.34,0.94,4920,4920,0,,,,,,,0.0,1630,0.20316658914089203,0.08775443583726883,0.0001,0.46989619731903076,-0.1629798710346222,1.7813842e-05,0.2,-0.0004728131994973239
,,,,4920,,,-0.21875875,164,0.84,1.88,0,20164,,,,,,,,,,
-0.07708891770802438,2320,1.52,0.94,4950,4950,0,,,,,,,0.0,1640,0.2443886712193489,0.08945000171661377,0.0001,0.37282800674438477,-0.1652854323387146,1.7623107e-06,0.2,0.00029349267279030753
,,,,4950,,,-0.17056057999999996,165,0.87,1.78,0,20298,,,,,,,,,,
-0.09822785732336342,2338,1.6,0.9,4980,4980,0,,,,,,,0.0,1650,0.14287530779838561,0.06531471759080887,0.0001,0.3714696764945984,-0.16203964203596116,0.0,0.2,-8.185704505336844e-08
,,,,4980,,,-0.16445437,166,0.87,1.79,0,20442,,,,,,,,,,
-0.01033596864901483,2353,1.32,0.96,5010,5010,0,,,,,,,0.0,1660,0.19298276901245118,0.08129251003265381,0.0001,-0.024083375930786133,-0.21885343343019487,2.2351742e-05,0.2,-0.0005555482638737175
,,,,5010,,,-0.16015279,167,0.86,1.86,0,20565,,,,,,,,,,
-0.009915497279725969,2370,1.24,0.98,5040,5040,0,,,,,,,0.0,1670,0.1462087005376816,0.05818302929401398,0.0001,0.07339388132095337,-0.1611289158463478,0.0,0.2,-2.1179516966896018e-07
,,,,5040,,,-0.15704661999999997,168,0.85,1.8,0,20671,,,,,,,,,,
-0.04984453350305557,2382,1.2,0.96,5070,5070,0,,,,,,,0.0,1680,0.13162944614887237,0.04293469339609146,0.0001,-0.818871259689331,-0.1615630030632019,4.933278e-05,0.2,-0.0013614813595874686
,,,,5070,,,-0.19444171999999996,169,0.83,1.9,0,20776,,,,,,,,,,
-0.12401634240522981,2400,1.72,0.84,5100,5100,0,,,,,,,0.0,1690,0.39372640252113345,0.1756029725074768,0.0001,0.3141220211982727,-0.15549321472644806,2.3841858e-07,0.2,-5.7220459082074624e-08
,,,,5100,,,-0.20702493,170,0.82,1.91,0,20920,,,,,,,,,,
-0.034493996957316995,2414,1.3,0.98,5130,5130,0,,,,,,,0.0,1700,0.1282672554254532,0.03942219540476799,0.0001,0.4210374355316162,-0.20713199973106383,0.00025807222,0.2,-0.004110538657211382
,,,,5130,,,-0.19135931,171,0.83,1.86,0,21032,,,,,,,,,,
-0.030379417883232236,2431,1.26,0.96,5160,5160,0,,,,,,,0.0,1710,0.19443525224924088,0.08447444438934326,0.0001,0.1947959065437317,-0.15874838531017305,2.5431316e-07,0.2,-1.289447148877798e-06
,,,,5160,,,-0.19290012999999998,172,0.83,1.89,0,21141,,,,,,,,,,
-0.05071481286548078,2449,1.3,0.96,5190,5190,0,,,,,,,0.0,1720,0.21413930058479308,0.08637572079896927,0.0001,-0.2894003391265869,-0.1609800085425377,5.9604645e-08,0.2,-2.1040439630581885e-07
,,,,5190,,,-0.19815339999999995,173,0.84,1.84,0,21267,,,,,,,,,,
-0.029040378094650807,2466,1.18,0.98,5220,5220,0,,,,,,,0.0,1730,0.20198870450258255,0.08524071425199509,0.0001,0.09370696544647217,-0.1611659660935402,1.9516547e-05,0.2,-0.00012301280999662544
,,,,5220,,,-0.23553322999999998,174,0.82,1.91,0,21374,,,,,,,,,,
-0.07695232369937002,2482,1.62,0.88,5250,5250,0,,,,,,,0.0,1740,0.21386486738920213,0.0906936377286911,0.0001,0.31850868463516235,-0.15833870023489,1.1920929e-07,0.2,-8.85725022214956e-07
,,,,5250,,,-0.19485334999999995,175,0.85,1.83,0,21503,,,,,,,,,,
-0.09630121511407197,2492,1.5,0.88,5280,5280,0,,,,,,,0.0,1750,0.19019312858581544,0.08287179470062256,0.0001,0.09962785243988037,-0.1576208621263504,2.6780366e-05,0.2,-0.00041264195814889605
,,,,5280,,,-0.22810380999999996,176,0.83,1.93,0,21617,,,,,,,,,,
-0.011959958639927208,2506,1.18,1.0,5310,5310,0,,,,,,,0.0,1760,0.3651763439178467,0.1613311767578125,0.0001,0.10983848571777344,-0.16103922724723815,1.8409888e-05,0.2,-0.00039612015393990506
,,,,5310,,,-0.23592413999999998,177,0.82,2.0,0,21748,,,,,,,,,,
-0.02819427498150617,2519,1.12,0.98,5340,5340,0,,,,,,,0.053333336114883424,1770,0.21551752537488938,0.0863693356513977,0.0001,-0.0271303653717041,-0.3048578977584839,0.008506377,0.2,-0.00414489265686524
,,,,5340,,,-0.23005807,178,0.82,2.0,0,21852,,,,,,,,,,
-0.10337407821789384,2538,1.4,0.92,5370,5370,0,,,,,,,0.020000001043081285,1780,0.2130891650915146,0.07930271327495575,0.0001,0.01986175775527954,-0.16939353793859482,0.0033956687,0.2,-0.002086585350722814
,,,,5370,,,-0.24209635999999995,179,0.81,2.01,0,21973,,,,,,,,,,
-0.03162166478578001,2552,1.32,0.96,5400,5400,0,,,,,,,0.0,1790,0.13573461696505545,0.055050820112228394,0.0001,0.44026070833206177,-0.16489386260509492,0.00016633273,0.2,-0.001548942590234237
,,,,5400,,,-0.23803150000000003,180,0.81,2.04,0,22097,,,,,,,,,,
-0.04911961334291846,2567,1.22,0.96,5430,5430,0,,,,,,,0.0,1800,0.10071864351630211,0.04288162291049957,0.0001,0.5042821168899536,-0.1724037319421768,0.00025975108,0.2,-0.00016068443403733924
,,,,5430,,,-0.24807782,181,0.81,2.07,0,22214,,,,,,,,,,
-0.07141738503240048,2581,1.34,0.94,5460,5460,0,,,,,,,0.0,1810,0.3290164738893509,0.14506526291370392,0.0001,0.22851330041885376,-0.17778539210557937,1.7881393e-07,0.2,8.60790407841705e-08
,,,,5460,,,-0.27833381,182,0.79,2.13,0,22345,,,,,,,,,,
-0.07362861933652312,2593,1.3,0.94,5490,5490,0,,,,,,,0.0,1820,0.20295049995183945,0.07637707889080048,0.0001,0.4696660041809082,-0.23700595498085023,2.1119913e-06,0.2,-9.130239537622487e-05
,,,,5490,,,-0.24709604,183,0.81,2.09,0,22454,,,,,,,,,,
-0.1194401782937348,2608,1.56,0.9,5520,5520,0,,,,,,,0.0,1830,0.5118298798799514,0.24361026287078857,0.0001,-0.8403507471084595,-0.18037327826023103,0.0,0.2,1.8278758329159928e-08
,,,,5520,,,-0.24210386,184,0.81,2.06,0,22587,,,,,,,,,,
