env/current_idx,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,env/completion_counter,env/n_steps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/loss,train/policy_gradient_loss
3028,7200,1.32,-0.05603098325897008,0.96,0,7200,,,,,,,0.18364460952579975,-0.7177657574415207,0.001,0.028973946,0.009779810905456543,0.2,0.1572798304259777,230,0.0013585537672042847,-0.03271331323776394
,7200,,,,,,2.1,0,11200,-0.26182499000000004,0.8,24,,,,,,,,,,
3153,7500,1.34,-0.03152750528417528,0.96,0,7500,,,,,,,0.16697785407304763,-0.6828147590160369,0.001,0.017899176,0.1224547028541565,0.2,0.12120028473436832,240,-0.007082555443048477,-0.02598119735484943
,7500,,,,,,2.39,0,11638,-0.28055153000000005,0.76,25,,,,,,,,,,
3303,7800,1.38,-0.031260863658972085,0.96,0,7800,,,,,,,0.17767830714583396,-0.6110682308673858,0.001,0.01633544,0.1630244255065918,0.2,0.07437855191528797,250,0.029861465096473694,-0.01617050377026317
,7800,,,,,,2.01,0,12106,-0.17841944999999998,0.86,26,,,,,,,,,,
3451,8100,1.52,-0.09837632050272077,0.92,0,8100,,,,,,,0.15106903128325938,-0.554918746650219,0.001,0.010929212,0.11869180202484131,0.2,0.07933238744735718,260,0.00347277894616127,-0.023317370819859205
,8100,,,,,,2.06,0,12587,-0.17929153000000003,0.82,27,,,,,,,,,,
3577,8400,1.24,-0.02994836573023349,0.98,0,8400,,,,,,,0.17736391127109527,-0.581200735270977,0.001,0.026204403,0.04437971115112305,0.2,0.12462713122367859,270,0.008483529090881348,-0.02743726742337458
,8400,,,,,,2.37,0,13038,-0.23881104,0.79,28,,,,,,,,,,
3707,8700,1.22,-0.030695597617886962,0.98,0,8700,,,,,,,0.1643354505300522,-0.5191571861505508,0.001,0.012442993,0.15199542045593262,0.2,0.0753906261175871,280,0.014480210840702057,-0.022018209282941827
,8700,,,,,,2.27,0,13496,-0.27015658000000004,0.81,29,,,,,,,,,,
