env/current_idx,time/total_timesteps,eval/mean_ep_length,eval/mean_reward,eval/success_rate,env/completion_counter,env/n_steps,rollout/ep_len_mean,time/fps,time/time_elapsed,rollout/ep_rew_mean,rollout/success_rate,time/iterations,train/value_loss,train/entropy_loss,train/learning_rate,train/approx_kl,train/explained_variance,train/clip_range,train/clip_fraction,train/n_updates,train/loss,train/policy_gradient_loss
1778,4500,1.3,-0.07310229445807635,0.94,0,4500,,,,,,,0.2002252981066704,-1.018071386218071,0.001,0.018376108,-0.005642294883728027,0.2,0.07018821090459823,140,0.018259480595588684,-0.018688342440873383
,4500,,,,,,2.1,0,7038,-0.20030889000000004,0.83,15,,,,,,,,,,
1917,4800,1.48,-0.052668087095953525,0.94,0,4800,,,,,,,0.185662953928113,-0.8503905743360519,0.001,0.017112931,-0.1305149793624878,0.2,0.18455255627632142,150,0.026136750355362892,-0.024592477671103553
,4800,,,,,,2.2,0,7524,-0.19953506999999998,0.81,16,,,,,,,,,,
2065,5100,1.38,-0.052857480831444266,0.96,0,5100,,,,,,,0.16388836726546288,-0.8264441519975663,0.001,0.01605156,-0.04136216640472412,0.2,0.07089843787252903,160,-0.013308234512805939,-0.023621528735384346
,5100,,,,,,2.08,0,8023,-0.21560124000000003,0.82,17,,,,,,,,,,
2200,5400,1.66,-0.0996988080162555,0.9,0,5400,,,,,,,0.14684064276516437,-0.7454734027385712,0.001,0.019492391,0.17476755380630493,0.2,0.126331677287817,170,0.021824046969413757,-0.024144362012157215
,5400,,,,,,2.08,0,8503,-0.19873693,0.84,18,,,,,,,,,,
2335,5700,1.26,-0.029774463176727294,0.98,0,5700,,,,,,,0.18683932311832904,-0.7349000632762909,0.001,0.012518781,0.022418081760406494,0.2,0.09113991521298885,180,-0.017232317477464676,-0.02272169169737026
,5700,,,,,,2.36,0,8950,-0.27642864999999994,0.77,19,,,,,,,,,,
2469,6000,1.24,-0.0492110705608502,0.94,0,6000,,,,,,,0.22568937353789806,-0.7777719736099243,0.001,0.014822252,-0.015742182731628418,0.2,0.08222656324505806,190,-0.0010917671024799347,-0.0248816172061197
,6000,,,,,,2.17,0,9391,-0.22422969,0.82,20,,,,,,,,,,
2627,6300,1.26,-0.030571529543958604,0.98,0,6300,,,,,,,0.17057859674096107,-0.8455279618501663,0.001,0.024274968,0.212013840675354,0.2,0.12041903510689736,200,-0.01813127100467682,-0.028908332041464747
,6300,,,,,,1.96,0,9840,-0.17127253,0.87,21,,,,,,,,,,
2753,6600,1.46,-0.0519786761328578,0.94,0,6600,,,,,,,0.138423540443182,-0.7461798667907715,0.001,0.016300164,0.19542574882507324,0.2,0.12363281324505807,210,-0.0002959445118904114,-0.030882100033340975
,6600,,,,,,2.35,0,10293,-0.27226648000000003,0.76,22,,,,,,,,,,
2890,6900,1.28,-0.036733179725706576,0.96,0,6900,,,,,,,0.1592146523296833,-0.7164386004209519,0.001,0.021449696,0.2021525502204895,0.2,0.10779474563896656,220,-0.00611172616481781,-0.024345698102843018
,6900,,,,,,2.12,0,10747,-0.23180587,0.82,23,,,,,,,,,,
